gene_id	TCGA-BH-A1FE-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FE-11B-14R-A13Q-07
MFSD1	2202.1413	MFSD1	2158.5749
MFSD2A	163.2213	MFSD2A	70.2061
MFSD2B	9.427	MFSD2B	8.7321
MFSD3	308.9354	MFSD3	82.7803
MFSD4	24.7795	MFSD4	473.9783
MFSD5	752.8113	MFSD5	458.9591
MFSD6L	5.9255	MFSD6L	20.2585
MFSD6	2109.7569	MFSD6	2494.2368
MFSD7	147.7907	MFSD7	59.7276
MFSD8	298.9698	MFSD8	674.4673
MFSD9	199.8519	MFSD9	128.5365
removed	removed	MGAM	9.78
MGAT1	1702.2423	MGAT1	1221.7953
MGAT2	965.3222	MGAT2	735.2428
MGAT3	62.7567	MGAT3	66.0147
MGAT4A	2728.7051	MGAT4A	2101.9909
MGAT4B	1113.4604	MGAT4B	721.6207
MGAT5B	13.1978	removed	removed
MGAT5	440.105	MGAT5	418.4422
MGA	2438.3543	MGA	2829.5494
MGC12916	11.5817	MGC12916	14.3206
MGC12982	11.3124	MGC12982	16.7656
removed	removed	MGC14436	9.4307
MGC16121	22.3554	MGC16121	10.1292
MGC16142	14.2751	MGC16142	6.9857
MGC16275	98.3099	MGC16275	141.8093
MGC16384	9.6963	MGC16384	12.2249
MGC21881	64.9115	MGC21881	190.0105
MGC23270	27.2036	MGC23270	29.3399
MGC23284	29.6276	MGC23284	23.7513
MGC2752	576.9308	MGC2752	487.9497
MGC29506	212.2416	MGC29506	92.5603
MGC3771	7.7867	MGC3771	10.6601
MGC42105	8.3496	MGC42105	5.2393
MGC45800	18.0459	MGC45800	21.6556
MGC57346	293.3055	MGC57346	495.3371
MGC70857	197.1584	MGC70857	142.8571
MGC72080	139.2229	MGC72080	29.9756
MGC87042	15.3525	MGC87042	16.4163
MGEA5	5565.1471	MGEA5	7349.284
MGLL	1182.412	MGLL	1564.7922
MGMT	114.4704	MGMT	107.5795
MGP	12876.17	MGP	39368.4946
MGRN1	1525.5538	MGRN1	693.3287
MGST1	2121.3386	MGST1	3165.9099
MGST2	488.3173	MGST2	731.7499
MGST3	1560.5683	MGST3	1276.6329
MIA3	2203.7573	MIA3	2765.6305
MIAT	133.8415	MIAT	126.6259
MIA	56.7692	MIA	162.1795
MIB1	3426.5706	MIB1	3938.8753
MIB2	45.7882	MIB2	68.8089
MICAL1	421.7898	MICAL1	175.5431
MICAL2	4443.0678	MICAL2	537.8973
MICAL3	1208.5381	MICAL3	1585.7492
MICALCL	84.3041	MICALCL	32.4834
MICALL1	623.7964	MICALL1	965.0716
MICALL2	132.5163	MICALL2	123.6465
MICA	486.4319	MICA	315.4034
MICB	357.1477	MICB	54.4883
MID1IP1	220.5912	MID1IP1	182.3262
MID1	372.5002	MID1	1493.189
MID2	724.5303	MID2	1255.6759
MIDN	1847.4177	MIDN	1623.8212
MIER1	1235.4724	MIER1	1972.4066
MIER2	305.1646	MIER2	220.7475
MIER3	856.2386	MIER3	1235.0681
MIF4GD	367.7409	MIF4GD	264.8027
MIF	1987.0958	MIF	789.8044
MIIP	140.5966	MIIP	114.2159
MINA	809.3219	MINA	1507.066
MINK1	1069.1913	MINK1	1471.687
MINPP1	594.1687	MINPP1	449.1792
MIOS	978.2506	MIOS	1000.6986
MIPEP	536.5295	MIPEP	562.3472
MIPOL1	197.4278	MIPOL1	158.5749
MIR155HG	29.3583	MIR155HG	26.8949
MIR17HG	13.1978	MIR17HG	98.8474
MIS12	430.9474	MIS12	695.4244
MITD1	183.422	MITD1	319.5948
MITF	356.8783	MITF	586.4478
MKI67IP	1022.4227	MKI67IP	1402.3681
MKI67	3400.1751	MKI67	422.2843
MKKS	811.5278	MKKS	891.0234
MKL1	993.0644	MKL1	914.7747
MKL2	2981.8867	MKL2	3328.3269
MKLN1	2483.0651	MKLN1	3486.2033
MKNK1	417.211	MKNK1	507.8589
MKNK2	3117.6352	MKNK2	1873.9085
MKRN1	3075.0791	MKRN1	2765.6305
MKRN2	595.7848	MKRN2	875.3056
removed	removed	MKRN3	12.5742
MKS1	330.7521	MKS1	301.4321
MKX	18.5846	MKX	54.139
MLC1	7.5416	removed	removed
MLEC	6162.8173	MLEC	4787.6353
MLF1IP	777.817	MLF1IP	234.9039
MLF1	650.9999	MLF1	886.4827
MLF2	2674.0287	MLF2	1977.2965
MLH1	938.9267	MLH1	764.2333
MLH3	468.6553	MLH3	982.5358
MLKL	221.1299	MLKL	243.4509
MLL2	3046.5504	MLL2	2592.8851
MLL3	4797.7914	MLL3	5573.175
MLL4	722.6449	MLL4	653.161
MLL5	3459.0021	MLL5	4740.3458
MLLT10	937.8493	MLLT10	1596.9263
MLLT11	186.3848	MLLT11	91.5124
MLLT1	1655.6461	MLLT1	962.6266
MLLT3	508.7873	MLLT3	597.2756
MLLT4	2567.6385	MLLT4	5771.219
MLLT6	2837.25	MLLT6	4016.0671
MLL	3424.9545	MLL	5837.9322
MLPH	1748.8385	MLPH	815.9273
MLST8	545.6602	MLST8	319.2211
MLXIPL	5.1175	MLXIPL	188.9626
MLXIP	1090.8356	MLXIP	1308.0685
MLX	1167.0002	MLX	1239.78
MLYCD	133.5937	MLYCD	178.1348
MMAA	490.2027	MMAA	447.0835
MMAB	312.1675	MMAB	402.0258
MMACHC	212.7803	MMACHC	273.4893
MMADHC	2173.8603	MMADHC	2521.8302
MMD	418.019	MMD	742.2284
MMEL1	7.178	removed	removed
MME	1183.7587	MME	7480.6147
MMGT1	851.1211	MMGT1	1643.7304
MMP10	267.4567	removed	removed
MMP11	5376.3383	MMP11	21.3063
MMP12	33.9371	removed	removed
MMP13	475.3889	removed	removed
MMP14	8677.1261	MMP14	2209.9197
MMP15	439.0277	MMP15	182.3262
MMP16	500.1683	MMP16	315.4034
MMP17	67.8742	MMP17	20.6078
MMP19	538.9536	MMP19	506.4618
MMP1	188.2702	removed	removed
MMP23B	44.7108	MMP23B	10.1292
MMP24	92.923	MMP24	106.8809
MMP25	151.5534	MMP25	15.117
MMP27	14.8138	removed	removed
MMP28	36.0918	MMP28	76.8425
MMP2	22530.7387	MMP2	4595.5292
MMP3	580.7016	MMP3	8.3828
MMP7	705.9457	MMP7	1488.9976
MMP9	614.6387	MMP9	8.0335
MMRN1	815.568	MMRN1	3120.1537
MMRN2	806.949	MMRN2	909.1862
MMS19	1750.1852	MMS19	1830.9466
MN1	225.978	MN1	111.7709
MNAT1	181.5366	MNAT1	280.475
MND1	91.307	MND1	20.6078
MNDA	305.1646	MNDA	144.9528
MNS1	126.3215	MNS1	185.4698
MNT	329.4054	MNT	470.1362
MOAP1	408.3227	MOAP1	867.9707
MOB2	325.6346	MOB2	229.1303
MOBKL1A	1080.0619	MOBKL1A	1567.2372
MOBKL1B	1238.1658	MOBKL1B	1165.9099
MOBKL2A	1601.7777	MOBKL2A	973.1051
MOBKL2B	379.2337	MOBKL2B	1126.4408
MOBKL2C	288.4654	MOBKL2C	460.007
MOBKL3	1212.0396	MOBKL3	1723.3671
MOCOS	166.7228	MOCOS	225.6374
MOCS1	355.634	MOCS1	1157.9357
MOCS2	671.7393	MOCS2	816.2766
MOCS3	307.8581	MOCS3	170.4506
MOGAT2	11.5817	MOGAT2	12.5742
MOGS	791.3272	MOGS	532.6581
MON1A	127.3988	MON1A	99.5459
MON1B	509.326	MON1B	586.0985
MON2	1516.9349	MON2	3129.5844
MORC2	1051.781	MORC2	643.7304
MORC3	3264.9653	MORC3	2483.0597
MORC4	822.3015	MORC4	722.3192
MORF4L1	4374.1162	MORF4L1	4476.074
MORF4L2	6999.6606	MORF4L2	4165.9099
MORF4	5.9255	MORF4	7.335
MORN1	15.8912	MORN1	34.2298
MORN2	224.362	MORN2	169.752
MORN3	8.6189	removed	removed
MORN4	247.5254	MORN4	241.3552
MOSC1	173.7257	MOSC1	735.592
MOSC2	207.1241	MOSC2	379.6717
MOSPD1	266.3794	MOSPD1	383.5138
MOSPD2	340.7178	MOSPD2	439.7485
MOSPD3	305.7033	MOSPD3	149.4935
MOV10	1313.8509	MOV10	634.2997
MOXD1	358.225	MOXD1	54.4883
MPDU1	856.5107	MPDU1	559.2036
MPDZ	1171.3689	MPDZ	2424.0307
MPEG1	2250.3535	MPEG1	977.9951
MPG	203.3533	MPG	134.8236
MPHOSPH10	1090.0276	MPHOSPH10	1087.6703
MPHOSPH6	401.8585	MPHOSPH6	591.3378
MPHOSPH8	771.6652	MPHOSPH8	1806.4967
MPHOSPH9	464.3458	MPHOSPH9	251.8337
MPI	465.1539	MPI	616.1369
MPL	9.1576	MPL	39.4691
MPND	225.17	MPND	121.2015
removed	removed	MPO	11.5264
MPP1	329.6748	MPP1	348.2361
MPP2	268.8034	MPP2	176.3884
MPP3	113.9317	MPP3	79.6367
MPP5	842.2328	MPP5	1506.811
MPP6	54.1378	MPP6	213.0632
MPP7	621.3723	MPP7	936.7796
MPPE1	431.2168	MPPE1	559.5529
removed	removed	MPPED1	10.6217
MPPED2	28.0116	MPPED2	178.8334
MPRIP	1177.0251	MPRIP	1470.8348
MPST	305.9727	MPST	253.5802
MPV17L2	221.1299	MPV17L2	128.8858
MPV17L	118.5105	MPV17L	214.8096
MPV17	796.9834	MPV17	531.2609
MPZL1	4595.2461	MPZL1	9310.1642
MPZL2	795.3673	MPZL2	1209.2211
MPZL3	114.4704	MPZL3	133.4265
removed	removed	MPZ	22.7035
MR1	188.5395	MR1	188.2641
MRAP2	26.6649	MRAP2	91.8617
removed	removed	MRAP	23.6221
MRAS	578.5469	MRAS	1912.679
MRC1	303.0099	MRC1	393.643
MRC2	2424.6179	MRC2	603.5627
MRE11A	672.8166	MRE11A	1529.5145
MREG	1413.2005	MREG	518.6692
MRFAP1L1	1496.7342	MRFAP1L1	1388.0545
MRFAP1	5712.4773	MRFAP1	4753.4055
MRGPRF	179.6512	MRGPRF	122.5987
MRGPRX3	8.3496	MRGPRX3	11.8757
MRI1	378.4257	MRI1	446.0356
MRM1	44.9801	MRM1	32.4834
MRO	15.3525	MRO	35.627
MRP63	298.5496	MRP63	467.9776
MRPL10	809.9118	MRPL10	906.3919
MRPL11	519.8303	MRPL11	498.0789
MRPL12	382.4335	MRPL12	125.7737
MRPL13	1647.5658	MRPL13	438.7007
MRPL14	471.6181	MRPL14	207.1254
MRPL15	900.9494	MRPL15	604.6105
MRPL16	515.2515	MRPL16	464.897
MRPL17	842.5022	MRPL17	443.5906
MRPL18	582.8564	MRPL18	518.6867
MRPL19	1790.3172	MRPL19	1863.0807
MRPL1	423.6752	MRPL1	485.5047
MRPL20	913.0914	MRPL20	708.533
MRPL21	316.2077	MRPL21	297.9392
MRPL22	300.5858	MRPL22	305.2742
MRPL23	193.1183	MRPL23	89.766
MRPL24	735.5734	MRPL24	452.672
MRPL27	510.134	MRPL27	302.8292
MRPL28	362.5345	MRPL28	174.642
MRPL2	192.3103	MRPL2	219.001
MRPL30	1097.3349	MRPL30	1221.7534
MRPL32	613.0227	MRPL32	756.5491
MRPL33	534.3748	MRPL33	464.1984
MRPL34	266.3794	MRPL34	281.5229
MRPL35	1278.2978	MRPL35	910.5833
MRPL36	216.0124	MRPL36	207.4747
MRPL37	1357.215	MRPL37	1194.5512
MRPL38	462.4147	MRPL38	364.7607
MRPL39	465.9619	MRPL39	430.3178
MRPL3	2267.5914	MRPL3	1723.3671
MRPL40	517.1369	MRPL40	370.5903
MRPL41	189.0782	MRPL41	104.0866
MRPL42P5	6.0764	MRPL42P5	17.1219
MRPL42	917.6486	MRPL42	899.0569
MRPL43	823.4543	MRPL43	661.8093
MRPL44	749.0405	MRPL44	630.4576
MRPL45	1107.2655	MRPL45	1495.634
MRPL46	272.8436	MRPL46	296.1928
MRPL47	677.1261	MRPL47	409.0115
MRPL48	352.5689	MRPL48	344.7433
MRPL49	1566.7632	MRPL49	822.2145
MRPL4	436.6036	MRPL4	363.6046
MRPL50	310.2821	MRPL50	516.9403
MRPL51	1244.3606	MRPL51	677.6109
MRPL52	281.7319	MRPL52	215.1589
MRPL53	277.7833	MRPL53	172.2249
MRPL54	224.9007	MRPL54	141.1107
MRPL55	159.1812	MRPL55	142.1586
MRPL9	661.7144	MRPL9	730.6741
MRPS10	1102.148	MRPS10	924.9039
MRPS11	361.9958	MRPS11	186.5176
MRPS12	250.0626	MRPS12	146.35
MRPS14	389.1994	MRPS14	367.0975
MRPS15	730.7252	MRPS15	613.3426
MRPS16	2000.474	MRPS16	1420.73
MRPS17	278.7933	MRPS17	265.4558
MRPS18A	459.2283	MRPS18A	376.5281
MRPS18B	1684.4657	MRPS18B	1051.3447
MRPS18C	302.7594	MRPS18C	302.0293
MRPS21	641.8423	MRPS21	615.7876
MRPS22	463.5378	MRPS22	519.3853
MRPS23	678.4728	MRPS23	426.825
MRPS24	476.4662	MRPS24	585.0506
MRPS25	438.6075	MRPS25	749.1512
MRPS26	337.2163	MRPS26	276.6329
MRPS27	1402.7338	MRPS27	1947.9567
MRPS28	216.6831	MRPS28	192.6895
MRPS2	688.4035	MRPS2	741.5264
MRPS30	518.2143	MRPS30	528.1174
MRPS31	255.875	MRPS31	596.9263
MRPS33	646.1518	MRPS33	674.4673
MRPS34	350.4141	MRPS34	131.3308
MRPS35	1561.915	MRPS35	1581.2085
MRPS36	283.8866	MRPS36	397.1359
MRPS5	483.4691	MRPS5	498.7775
MRPS6	653.5937	MRPS6	570.0175
MRPS7	1130.34	MRPS7	654.5127
MRPS9	427.446	MRPS9	513.4474
MRRF	708.3698	MRRF	688.788
MRS2	1582.6544	MRS2	728.6064
MRTO4	737.1894	MRTO4	589.2421
MRVI1	744.731	MRVI1	743.2763
MS4A14	114.8232	MS4A14	50.6986
MS4A15	122.2813	removed	removed
MS4A1	504.4778	MS4A1	116.3116
MS4A2	399.4344	MS4A2	71.6032
MS4A4A	236.213	MS4A4A	207.4747
MS4A6A	946.4683	MS4A6A	733.147
MS4A7	2168.1207	MS4A7	777.4537
MSC	136.1309	MSC	18.5889
MSH2	1291.2262	MSH2	1479.5669
MSH3	615.7242	MSH3	929.979
removed	removed	MSH4	5.9378
MSH5	155.4104	MSH5	302.4136
MSH6	2392.8355	MSH6	2231.5753
MSI1	54.9458	MSI1	68.8089
MSI2	529.2573	MSI2	301.7813
MSL1	3438.4217	MSL1	2764.9319
MSL2	1285.3007	MSL2	1964.7223
MSL3L2	204.4307	MSL3L2	123.6465
MSL3	722.1063	MSL3	809.9895
MSMB	5.3868	removed	removed
MSMP	32.3211	MSMP	48.2012
MSN	8410.7468	MSN	7253.9294
MSR1	541.647	MSR1	382.4659
MSRA	77.0318	MSRA	152.6371
MSRB2	524.1398	MSRB2	292.3507
MSRB3	1309.8108	MSRB3	2351.3797
MST1P2	8.6189	MST1P2	79.2875
MST1P9	6.7336	MST1P9	81.0339
MST1R	349.8754	MST1R	140.7614
removed	removed	MST1	63.2204
MST4	897.1786	MST4	702.7593
removed	removed	MSTN	16.4163
MSTO1	498.388	MSTO1	531.1212
MSTO2P	75.6744	MSTO2P	101.1946
MSX1	54.6765	MSX1	71.2539
MSX2P1	7.2722	removed	removed
MSX2	249.4108	MSX2	169.752
MT1A	39.324	MT1A	10.1292
MT1E	668.7765	MT1E	607.7541
MT1F	67.3355	MT1F	96.7517
MT1G	63.0261	MT1G	117.0101
MT1L	7.2722	MT1L	37.0241
MT1M	18.5846	MT1M	63.919
MT1X	360.1104	MT1X	1461.4041
MT2A	1485.1525	MT2A	1382.4659
MTA1	502.3231	MTA1	679.008
MTA2	1982.8968	MTA2	1044.3591
MTA3	1266.9854	MTA3	914.4254
MTAP	824.9949	MTAP	1277.3315
MTBP	343.9499	MTBP	199.7904
MTCH1	2299.1044	MTCH1	2123.2972
MTCH2	2335.4656	MTCH2	1079.986
MTCP1NB	164.6192	MTCP1NB	223.9923
MTCP1	29.0378	MTCP1	38.3199
MTDH	5523.9378	MTDH	4875.6549
MTERFD1	421.5204	MTERFD1	403.0737
MTERFD2	266.6487	MTERFD2	593.7827
MTERFD3	470.81	MTERFD3	1140.4122
MTERF	225.17	MTERF	376.1788
MTF1	808.5651	MTF1	1226.6853
MTF2	679.2809	MTF2	838.2815
MTFMT	196.6198	MTFMT	283.6186
MTFR1	843.6496	MTFR1	495.9937
MTG1	304.0873	MTG1	208.5225
MTHFD1L	186.1154	MTHFD1L	296.1928
MTHFD1	1493.4429	MTHFD1	1568.9487
MTHFD2L	192.8382	MTHFD2L	713.5662
MTHFD2	2090.6336	MTHFD2	699.2665
MTHFR	665.5821	MTHFR	426.4757
MTHFSD	190.6942	MTHFSD	336.3605
MTHFS	192.0409	MTHFS	209.2211
MTIF2	977.4426	MTIF2	961.928
MTIF3	424.7525	MTIF3	729.3049
MTL5	447.6466	MTL5	249.738
MTM1	471.3487	MTM1	737.3385
MTMR10	750.5461	MTMR10	1910.0175
MTMR11	374.6549	MTMR11	326.5805
MTMR12	1258.9051	MTMR12	3207.1254
MTMR14	668.7765	MTMR14	642.3332
MTMR15	767.1968	MTMR15	1150.4087
MTMR1	980.6747	MTMR1	1144.6036
MTMR2	1012.7264	MTMR2	1171.8477
MTMR3	1769.0391	MTMR3	1919.6647
MTMR4	1534.7115	MTMR4	1379.6717
MTMR6	849.2357	MTMR6	1537.548
MTMR7	69.3798	MTMR7	91.3622
MTMR8	12.6591	MTMR8	23.7513
MTMR9L	68.9516	MTMR9L	122.2494
MTMR9	627.7746	MTMR9	738.6203
MTO1	404.8212	MTO1	637.7925
MTOR	2288.6001	MTOR	1543.8351
MTP18	164.2475	MTP18	86.2731
MTPAP	606.2891	MTPAP	911.6312
MTRF1L	278.4998	MTRF1L	454.4184
MTRF1	82.688	MTRF1	201.8861
MTRR	802.3702	MTRR	1064.9668
MTR	1708.4371	MTR	2132.7279
MTSS1L	533.2974	MTSS1L	606.7063
MTSS1	1854.1378	MTSS1	1107.2302
removed	removed	MTTP	5.2393
MTUS1	2411.9588	MTUS1	3569.3329
MTUS2	9.6963	MTUS2	10.1292
MTX1	461.6524	MTX1	253.1715
MTX2	644.8051	MTX2	587.1463
MTX3	797.5221	MTX3	1337.059
MUC15	18.8539	MUC15	1020.6078
MUC16	146.2528	MUC16	363.2553
removed	removed	MUC1	781.3482
MUC20	34.4758	MUC20	337.4083
MUC2	8.3496	removed	removed
removed	removed	MUC4	57.9811
MUC5B	606.2891	MUC5B	101.9909
MUC6	3006.3969	MUC6	180.9291
MUCL1	1082.2167	MUCL1	4724.4149
MUDENG	999.5287	MUDENG	1147.7471
MUL1	597.6702	MUL1	572.4764
MUM1L1	435.5262	MUM1L1	44.0098
MUM1	544.3404	MUM1	619.6298
MURC	14.8138	MURC	9.4307
MUS81	338.5631	MUS81	312.9584
MUSTN1	15.3525	MUSTN1	43.2414
MUTED	418.019	MUTED	522.5288
MUTYH	90.0653	MUTYH	88.0056
MUT	1207.1914	MUT	1168.3549
MVD	119.5879	MVD	75.4453
MVK	324.8266	MVK	158.9242
MVP	1437.2096	MVP	468.0405
MX1	4739.8828	MX1	685.6444
MX2	1057.1679	MX2	349.9825
MXD1	488.0479	MXD1	868.6692
MXD3	73.2234	MXD3	50.2794
MXD4	924.9209	MXD4	715.6829
MXI1	1129.6209	MXI1	2761.439
MXRA5	20964.5142	MXRA5	3283.9679
MXRA7	1713.5546	MXRA7	2637.7925
MXRA8	2376.1363	MXRA8	1089.4167
MYADM	5659.4169	MYADM	11804.401
MYBBP1A	585.6764	MYBBP1A	787.8938
MYBL1	362.8039	MYBL1	179.1827
MYBL2	755.5047	MYBL2	54.8376
MYBPC1	45.5188	MYBPC1	1092.5603
MYB	1102.148	MYB	683.898
MYCBP2	4074.8771	MYCBP2	4250.7859
removed	removed	MYCBPAP	16.4163
MYCBP	1065.2481	MYCBP	698.4073
MYCL1	204.7	MYCL1	179.1827
MYCN	26.6649	MYCN	16.4163
MYCT1	433.9102	MYCT1	796.0182
MYC	2610.4639	MYC	9155.7806
MYD88	1764.191	MYD88	959.8323
MYEF2	725.6319	MYEF2	601.9735
MYEOV2	420.9818	MYEOV2	244.1495
MYEOV	27.4729	MYEOV	338.8054
MYH10	1813.7499	MYH10	2200.489
MYH11	1007.8944	MYH11	7249.1163
MYH14	1069.2883	MYH14	727.9078
removed	removed	MYH1	6.6364
MYH3	13.4671	MYH3	53.4404
removed	removed	MYH7B	14.6699
MYH9	26849.1011	MYH9	15601.467
MYL12A	6950.3737	MYL12A	5594.8306
MYL12B	9675.0387	MYL12B	6247.6423
MYL3	7.2722	removed	removed
MYL5	36.0488	MYL5	63.2204
MYL6B	233.5196	MYL6B	194.2019
MYL6	10638.2062	MYL6	5103.7373
MYL7	9.427	MYL7	12.5742
MYL9	3014.2078	MYL9	5157.8764
MYLIP	1084.9101	MYLIP	1349.284
MYLK3	8.8883	MYLK3	15.0192
MYLK4	25.0488	MYLK4	77.541
MYLK	4668.4937	MYLK	23471.5229
MYNN	639.4182	MYNN	1029.6891
MYO10	1865.7329	MYO10	1094.3067
MYO15A	7.2722	MYO15A	17.4642
MYO15B	231.0955	MYO15B	730.7021
MYO16	39.324	MYO16	15.3685
MYO18A	1191.0929	MYO18A	1288.9452
MYO19	850.1138	MYO19	425.4418
MYO1B	6273.5169	MYO1B	2569.3329
MYO1C	2954.1445	MYO1C	2494.5861
MYO1D	2541.7817	MYO1D	1935.7317
MYO1E	1625.4798	MYO1E	945.5117
MYO1F	357.417	MYO1F	150.1921
MYO1G	211.1642	MYO1G	54.139
removed	removed	MYO1H	65.6654
MYO3A	6.1949	MYO3A	10.8278
MYO3B	6.1949	MYO3B	5.5885
MYO5A	1261.5985	MYO5A	1444.9878
MYO5B	2969.497	MYO5B	1845.2672
MYO5C	1364.0213	MYO5C	2144.1949
MYO6	5829.9104	MYO6	3538.2466
MYO7A	78.6479	MYO7A	91.5124
MYO7B	11.043	removed	removed
MYO9A	1207.4608	MYO9A	1896.9612
MYO9B	1815.366	MYO9B	1257.7716
MYOCD	9.6963	MYOCD	30.0384
removed	removed	MYOC	7.6842
MYOF	7305.636	MYOF	7396.4373
MYOM1	25.8568	MYOM1	260.2166
removed	removed	MYOM2	13.6221
MYOM3	29.6276	MYOM3	20.957
MYOZ1	8.0803	MYOZ1	18.8613
MYOZ3	60.3326	MYOZ3	28.9906
MYPOP	87.8055	MYPOP	88.3688
MYRIP	79.4559	MYRIP	150.8907
MYSM1	238.3678	MYSM1	633.6011
MYST1	347.99	MYST1	423.3322
MYST2	1516.9349	MYST2	1833.0423
MYST3	2659.4842	MYST3	3625.5676
MYST4	1594.7748	MYST4	1840.3772
MYT1	8.3496	removed	removed
MZF1	109.2856	MZF1	262.3961
N4BP1	2068.8169	N4BP1	2127.4886
N4BP2L1	251.8349	N4BP2L1	1400.6287
N4BP2L2	1178.9105	N4BP2L2	3871.8128
N4BP2	500.9764	N4BP2	790.0803
N4BP3	190.4249	N4BP3	80.6846
N6AMT1	341.5258	N6AMT1	371.6381
N6AMT2	96.9632	N6AMT2	142.1586
NAA10	377.3483	NAA10	275.2358
NAA15	2445.8959	NAA15	2015.0192
NAA16	262.0699	NAA16	814.5302
NAA20	971.7864	NAA20	847.3629
NAA25	983.9068	NAA25	1195.9483
NAA30	714.834	NAA30	1228.781
NAA35	423.9445	NAA35	760.3912
NAA38	457.6123	NAA38	486.9019
NAA40	635.1087	NAA40	468.0405
NAA50	3970.3724	NAA50	4586.4478
NAAA	566.6958	NAAA	680.4052
NAALAD2	14.0058	NAALAD2	85.9239
NAALADL1	49.8283	NAALADL1	62.8711
NAALADL2	572.352	NAALADL2	891.0234
NAB1	1077.3685	NAB1	2466.2941
NAB2	473.5035	NAB2	440.0978
NACA2	30.1663	NACA2	73.6989
NACAD	38.2466	NACAD	113.168
NACAP1	92.923	NACAP1	284.3171
NACA	11518.1469	NACA	25051.3447
NACC1	1637.8695	NACC1	338.8054
NACC2	29.089	NACC2	19.9092
NADK	865.935	NADK	747.1184
NADSYN1	648.5759	NADSYN1	594.8306
NAE1	809.6424	NAE1	1329.3748
NAF1	259.6458	NAF1	363.9539
NAGA	1536.8662	NAGA	663.9888
NAGK	980.4054	NAGK	436.9542
NAGLU	414.5175	NAGLU	269.6472
NAGPA	151.3703	NAGPA	81.7324
NAGS	43.3641	NAGS	27.5934
NAIF1	215.4737	NAIF1	123.6465
NAIP	85.6508	NAIP	133.7758
NALCN	53.8684	NALCN	626.2662
NAMPT	2554.4408	NAMPT	3723.3671
NANOS1	353.9156	NANOS1	352.7768
NANP	168.0695	NANP	230.8767
NANS	410.2081	NANS	393.2937
NAP1L1	8745.539	NAP1L1	13640.9361
NAP1L2	37.4386	NAP1L2	236.116
NAP1L3	116.6251	NAP1L3	146.35
NAP1L4	3420.3757	NAP1L4	2234.7188
NAP1L5	90.2296	NAP1L5	213.7618
NAP1L6	5.3868	NAP1L6	5.9378
NAPA	2510.0774	NAPA	1487.8868
NAPB	263.1473	NAPB	558.5051
NAPEPLD	552.4773	NAPEPLD	629.738
NAPG	752.0032	NAPG	1205.7283
NAPRT1	30.9743	NAPRT1	48.8998
NAPSA	5.6562	NAPSA	9.4307
NAPSB	488.5866	NAPSB	115.2637
NARFL	240.5225	NARFL	183.0248
NARF	632.146	NARF	447.782
NARG2	1127.7355	NARG2	2069.8568
NARS2	328.5974	NARS2	423.3322
NARS	4270.9582	NARS	3168.7042
NASP	1514.7801	NASP	1650.716
NAT10	1794.0879	NAT10	1372.686
NAT14	173.187	NAT14	64.9668
NAT15	926.5369	NAT15	512.7489
NAT1	2214.8004	NAT1	77.541
NAT2	9.6963	removed	removed
NAT6	81.2713	NAT6	168.6343
removed	removed	NAT8L	91.5124
NAT8	6.1949	removed	removed
NAT9	295.4683	NAT9	210.9675
NAV1	2056.4272	NAV1	1142.8571
NAV2	2162.7877	NAV2	4403.7583
NAV3	193.657	NAV3	324.1355
NBAS	1916.3693	NBAS	2018.1628
NBEAL1	564.5411	NBEAL1	784.8411
NBEAL2	1326.51	NBEAL2	1287.81
NBEA	654.5014	NBEA	691.233
NBL1	1792.4719	NBL1	557.8309
NBLA00301	21.5474	NBLA00301	69.1582
NBN	3870.4464	NBN	2606.357
NBPF10	760.9858	NBPF10	1182.4904
NBPF14	766.0387	NBPF14	1091.1142
NBPF15	283.426	NBPF15	469.2176
NBPF16	46.5962	NBPF16	20.957
NBPF1	771.3959	NBPF1	902.8991
NBPF3	260.7232	NBPF3	436.2557
removed	removed	NBPF4	8.7321
NBPF9	489.093	NBPF9	423.3392
NBR1	4740.4215	NBR1	5812.4345
NBR2	108.0062	NBR2	175.3406
NCALD	1227.1228	NCALD	5012.2249
NCAM1	78.6479	NCAM1	163.8142
NCAM2	413.1708	NCAM2	142.5079
NCAPD2	2308.8008	NCAPD2	1177.4363
NCAPD3	913.0698	NCAPD3	804.7503
NCAPG2	806.141	NCAPG2	491.7918
NCAPG	695.9855	NCAPG	143.9574
NCAPH2	337.4857	NCAPH2	231.5753
NCAPH	449.8014	NCAPH	54.139
NCBP1	1359.6391	NCBP1	1276.6329
NCBP2	2533.1627	NCBP2	1842.4729
NCCRP1	49.559	NCCRP1	21.6556
NCDN	844.9263	NCDN	319.9441
NCEH1	622.719	NCEH1	439.3992
NCF1B	25.0488	removed	removed
NCF1C	15.6218	NCF1C	5.2393
NCF1	94.5391	NCF1	17.1149
NCF2	236.7517	NCF2	78.2396
NCF4	135.7484	NCF4	64.9668
NCK1	692.4786	NCK1	1021.6556
NCK2	840.8861	NCK2	915.124
NCKAP1L	1042.3541	NCKAP1L	385.2602
NCKAP1	5779.2741	NCKAP1	6450.227
NCKAP5L	373.8469	NCKAP5L	353.8247
NCKAP5	416.9416	NCKAP5	248.3409
NCKIPSD	379.7724	NCKIPSD	538.9452
NCLN	959.666	NCLN	332.8676
NCL	11250.6902	NCL	10507.8589
NCOA1	2970.0357	NCOA1	3596.2277
