gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
ANKRD9	108.2637	ANKRD9	60.1116
ANKS1A	1236.9709	ANKS1A	1428.2525
ANKS1B	67.6073	ANKS1B	194.4182
ANKS3	212.6884	ANKS3	274.4526
ANKS6	505.9987	ANKS6	173.465
ANKZF1	496.7847	ANKZF1	873.1644
ANLN	3667.5305	ANLN	66.9815
ANO10	877.6274	ANO10	755.3456
ANO1	644.2077	ANO1	4846.3718
removed	removed	ANO2	71.1035
removed	removed	ANO3	26.4491
removed	removed	ANO4	9.6179
ANO5	11.1335	ANO5	91.0262
ANO6	2051.6364	ANO6	4304.3366
ANO7	17.66	ANO7	8.5874
ANO8	166.6187	ANO8	264.8347
ANO9	162.7795	ANO9	128.1237
ANP32A	3193.0128	ANP32A	2589.6093
ANP32B	4894.9035	ANP32B	2550.1073
ANP32E	5918.8022	ANP32E	1117.0459
ANPEP	5172.0895	ANPEP	4599.7424
ANTXR1	9648.1428	ANTXR1	4481.2366
ANTXR2	955.178	ANTXR2	1687.2477
ANTXRL	22.267	removed	removed
ANUBL1	83.3093	ANUBL1	296.4362
ANXA11	2437.47	ANXA11	3434.9506
removed	removed	ANXA13	5.1524
ANXA1	4292.9264	ANXA1	10613.3104
ANXA2P1	183.8948	ANXA2P1	83.4693
ANXA2P2	11424.5129	ANXA2P2	3788.407
ANXA2P3	9.5979	removed	removed
ANXA2	42678.568	ANXA2	11187.9777
ANXA3	977.0611	ANXA3	1569.7724
ANXA4	2126.1158	ANXA4	1602.4045
ANXA5	11236.0111	ANXA5	7936.4534
ANXA6	3503.2153	ANXA6	6360.1546
ANXA7	2913.1395	ANXA7	3157.0631
ANXA8L1	40.6718	removed	removed
ANXA8L2	1851.6172	ANXA8L2	271.3611
ANXA8	3058.282	ANXA8	455.1516
ANXA9	86.7646	ANXA9	170.3736
AOAH	103.6568	AOAH	126.0627
removed	removed	AOC2	25.0751
AOC3	389.6727	AOC3	5587.6342
AOX1	46.8375	AOX1	489.824
AP1AR	342.4513	AP1AR	889.3087
AP1B1	3487.0909	AP1B1	2057.1919
AP1G1	2359.9194	AP1G1	3066.7239
AP1G2	755.681	AP1G2	1250.3289
AP1M1	1078.7983	AP1M1	691.1121
AP1M2	1521.8351	AP1M2	951.8248
AP1S1	967.0794	AP1S1	486.389
AP1S2	319.4165	AP1S2	474.7102
AP1S3	89.8359	AP1S3	117.1318
AP2A1	3082.9753	AP2A1	1055.7355
AP2A2	1914.1952	AP2A2	1276.0842
AP2B1	5813.2258	AP2B1	6673.4221
AP2M1	11131.2026	AP2M1	4179.6479
AP2S1	2628.2753	AP2S1	631.3439
AP3B1	1367.5017	AP3B1	1383.9416
AP3B2	105.5764	AP3B2	98.2396
AP3D1	3603.4168	AP3D1	2441.9064
AP3M1	925.2327	AP3M1	1568.3985
AP3M2	400.8062	AP3M2	596.3074
AP3S1	1182.0712	AP3S1	734.0489
AP3S2	959.1592	AP3S2	1205.5543
AP4B1	364.1309	AP4B1	397.7604
AP4E1	283.3285	AP4E1	346.5865
AP4M1	432.7479	AP4M1	259.672
AP4S1	39.9271	AP4S1	111.2924
APAF1	414.2048	APAF1	654.7016
APBA1	304.8277	APBA1	366.8527
APBA2	120.9329	APBA2	89.9957
APBA3	195.0283	APBA3	141.8635
APBB1IP	382.7623	APBB1IP	582.9111
APBB1	337.0765	APBB1	731.6445
APBB2	873.4044	APBB2	2561.0992
APBB3	71.7919	APBB3	311.8935
APC2	12.3774	APC2	5.9322
APCDD1L	377.3875	APCDD1L	205.7535
APCDD1	506.3826	APCDD1	1138.3426
APC	625.012	APC	1204.6372
APEH	1436.6062	APEH	1353.3705
APEX1	2329.2063	APEX1	2547.3594
APEX2	854.5926	APEX2	354.8304
APH1A	12390.0566	APH1A	4124.6887
APH1B	195.4122	APH1B	1121.8549
API5	2707.7455	API5	2939.2872
APIP	285.1406	APIP	448.3813
APITD1	207.6668	APITD1	170.2739
APLF	101.3533	APLF	102.705
APLNR	375.084	APLNR	784.8862
APLN	208.0814	APLN	83.1258
APLP1	542.0866	APLP1	44.9979
APLP2	17409.3483	APLP2	18771.6617
APOA1BP	5498.4164	APOA1BP	978.6174
APOB48R	436.8941	APOB48R	237.0116
APOBEC3A	32.2488	APOBEC3A	12.383
APOBEC3B	662.2517	APOBEC3B	83.7956
APOBEC3C	384.2979	APOBEC3C	453.4135
APOBEC3D	67.9528	APOBEC3D	163.1602
APOBEC3F	159.7082	APOBEC3F	208.845
APOBEC3G	313.2738	APOBEC3G	385.058
APOBEC3H	12.2852	APOBEC3H	7.9004
APOB	15.3566	APOB	41.9064
APOC1	1484.5955	APOC1	585.6591
APOC2	122.4686	APOC2	44.3109
APOD	320.9521	APOD	11696.6939
APOE	7432.5751	APOE	2052.383
removed	removed	APOF	7.5569
APOL1	3021.4032	APOL1	1443.7097
APOL2	1135.2337	APOL2	794.5041
APOL3	1030.0413	APOL3	1630.5711
APOL4	558.9788	APOL4	327.6943
APOL6	4913.7153	APOL6	3843.0228
APOLD1	167.0026	APOLD1	516.6166
APOM	27.6418	APOM	64.2336
APOOL	105.1924	APOOL	222.2413
APOO	481.4282	APOO	136.711
APPBP2	694.1165	APPBP2	1478.4027
APPL1	1392.0722	APPL1	2180.1632
APPL2	592.7632	APPL2	1412.1082
APP	24167.0026	APP	33169.9442
APRT	1416.2588	APRT	771.4899
APTX	428.8319	APTX	461.3139
AQP11	18.4279	AQP11	51.1808
AQP1	1111.431	AQP1	12661.0631
AQP3	265.2846	AQP3	1380.8502
removed	removed	AQP4	61.8291
AQP5	166.2348	AQP5	148.3899
removed	removed	AQP7P1	182.3959
removed	removed	AQP7P3	9.9614
AQP7	17.66	AQP7	803.435
AQP9	457.2416	AQP9	12.0223
removed	removed	AQPEP	98.5419
AQR	986.2751	AQR	1272.9927
ARAF	1091.4675	ARAF	970.3736
ARAP1	1874.2336	ARAP1	2066.6587
ARAP2	611.575	ARAP2	551.6531
ARAP3	321.7199	ARAP3	490.8544
ARCN1	4341.2995	ARCN1	3894.8905
ARC	14.2048	ARC	95.4916
AREG	9.5979	AREG	144.2679
ARF1	21017.756	ARF1	6071.6187
ARF3	3829.1583	ARF3	4763.933
ARF4	5923.4092	ARF4	3153.6282
ARF5	3606.8721	ARF5	1640.4878
ARF6	3206.4498	ARF6	2818.0335
ARFGAP1	1980.6123	ARFGAP1	929.1541
ARFGAP2	1790.191	ARFGAP2	2061.3139
ARFGAP3	1110.6632	ARFGAP3	1205.3242
ARFGEF1	1859.2955	ARFGEF1	2123.617
ARFGEF2	987.8107	ARFGEF2	3309.9184
ARFIP1	594.6828	ARFIP1	1026.0198
ARFIP2	1000.8638	ARFIP2	1640.5324
ARFRP1	888.7609	ARFRP1	469.9012
ARG2	199.4318	ARG2	195.5655
ARGLU1	983.2038	ARGLU1	3552.7694
ARHGAP10	501.7756	ARHGAP10	518.334
ARHGAP11A	1054.2279	ARHGAP11A	79.0039
ARHGAP11B	58.9654	ARHGAP11B	8.2439
ARHGAP12	375.8518	ARHGAP12	1659.4246
ARHGAP15	75.6311	ARHGAP15	139.1155
ARHGAP17	1683.4629	ARHGAP17	1162.7308
ARHGAP18	524.4265	ARHGAP18	743.3233
ARHGAP19	574.3353	ARHGAP19	1056.2473
ARHGAP1	4028.7936	ARHGAP1	2549.4204
ARHGAP20	76.7828	ARHGAP20	308.4586
ARHGAP21	2526.5381	ARHGAP21	2626.0198
ARHGAP22	155.1013	ARHGAP22	62.8596
ARHGAP23	449.5633	ARHGAP23	805.4959
ARHGAP24	191.5731	ARHGAP24	315.3285
ARHGAP25	320.5682	ARHGAP25	495.3199
ARHGAP26	383.914	ARHGAP26	1210.4766
ARHGAP27	976.6772	ARHGAP27	543.4092
ARHGAP28	160.86	ARHGAP28	230.8287
ARHGAP29	2274.3066	ARHGAP29	4520.7385
ARHGAP30	810.0585	ARHGAP30	759.8111
ARHGAP31	765.1406	ARHGAP31	1148.6475
ARHGAP32	1286.4958	ARHGAP32	1928.7248
ARHGAP33	447.2598	ARHGAP33	226.3632
removed	removed	ARHGAP36	66.9815
ARHGAP39	175.0648	ARHGAP39	263.8042
ARHGAP42	170.4233	ARHGAP42	244.1735
ARHGAP4	393.5119	ARHGAP4	404.2937
ARHGAP5	1232.7479	ARHGAP5	3265.2641
ARHGAP6	30.3292	ARHGAP6	160.7557
ARHGAP8	176.8999	ARHGAP8	442.1228
ARHGAP9	170.0739	ARHGAP9	162.1297
ARHGDIA	9554.0839	ARHGDIA	2751.7389
ARHGDIB	3796.5256	ARHGDIB	4414.255
removed	removed	ARHGDIG	5.0047
ARHGEF10L	835.3969	ARHGEF10L	1036.3246
ARHGEF10	744.0253	ARHGEF10	991.6702
ARHGEF11	3192.6289	ARHGEF11	1360.9274
ARHGEF12	5174.3929	ARHGEF12	7680.5496
ARHGEF15	122.4686	ARHGEF15	600.4294
ARHGEF16	298.3012	ARHGEF16	247.3164
ARHGEF17	1142.5281	ARHGEF17	1550.5367
ARHGEF18	886.8413	ARHGEF18	886.2173
ARHGEF19	517.1322	ARHGEF19	322.8854
ARHGEF1	2202.5146	ARHGEF1	1077.8875
ARHGEF2	4903.3496	ARHGEF2	1659.4246
ARHGEF33	18.044	ARHGEF33	12.7093
ARHGEF35	808.5229	ARHGEF35	922.9712
ARHGEF37	403.8775	ARHGEF37	2932.7608
removed	removed	ARHGEF38	103.7355
ARHGEF3	513.6769	ARHGEF3	1220.0945
ARHGEF4	260.6776	ARHGEF4	131.9021
ARHGEF5	544.3901	ARHGEF5	864.2336
ARHGEF6	688.3578	ARHGEF6	2445.3413
ARHGEF7	1246.9527	ARHGEF7	1713.3534
ARHGEF9	547.8453	ARHGEF9	812.7093
ARID1A	2615.2222	ARID1A	2663.4607
ARID1B	1698.4356	ARID1B	2554.5728
ARID2	450.715	ARID2	1211.5071
ARID3A	77.1667	ARID3A	36.754
ARID3B	102.505	ARID3B	131.2151
ARID4A	281.7929	ARID4A	1011.2495
ARID4B	1277.3779	ARID4B	1705.058
ARID5A	491.4099	ARID5A	1299.0983
ARID5B	1507.6303	ARID5B	3598.7978
ARIH1	1456.1858	ARIH1	2127.9519
ARIH2	1569.7629	ARIH2	1639.8076
ARL10	26.874	ARL10	53.9287
ARL11	92.1394	ARL11	47.4023
ARL13B	153.5656	ARL13B	300.2147
ARL15	89.068	ARL15	473.3362
ARL16	642.672	ARL16	436.2387
ARL17A	78.1073	ARL17A	127.9794
removed	removed	ARL17B	11.2632
ARL1	1882.7143	ARL1	2378.0163
ARL2BP	1486.8989	ARL2BP	1499.3559
ARL2	898.3588	ARL2	757.4066
ARL3	598.9058	ARL3	689.0511
ARL4A	255.6867	ARL4A	1173.0356
ARL4C	1735.2913	ARL4C	1697.8961
ARL4D	134.7538	ARL4D	186.1743
ARL5A	522.8909	ARL5A	919.5363
ARL5B	383.1462	ARL5B	270.3306
ARL6IP1	13661.1959	ARL6IP1	4638.9008
ARL6IP4	2028.2177	ARL6IP4	1615.8008
ARL6IP5	3661.3878	ARL6IP5	5092.3143
ARL6IP6	502.9273	ARL6IP6	351.3954
ARL6	32.2488	ARL6	79.0039
ARL8A	1155.9651	ARL8A	888.2782
ARL8B	1788.6553	ARL8B	2266.7239
ARL9	38.7753	ARL9	12.0223
ARMC10	746.8932	ARMC10	674.6243
ARMC1	681.4474	ARMC1	722.0266
ARMC2	34.1683	ARMC2	69.0425
ARMC3	7.2944	removed	removed
ARMC4	6.5265	ARMC4	8.9309
ARMC5	293.3103	ARMC5	216.7454
ARMC6	635.7155	ARMC6	313.082
ARMC7	276.4181	ARMC7	316.359
ARMC8	694.8843	ARMC8	764.62
ARMC9	224.5897	ARMC9	229.7982
ARMCX1	272.5789	ARMCX1	1088.5359
ARMCX2	258.3741	ARMCX2	832.9755
ARMCX3	825.799	ARMCX3	2085.3585
ARMCX5	243.0176	ARMCX5	511.1207
ARMCX6	125.5399	ARMCX6	290.9403
ARNT2	320.5682	ARNT2	505.6247
ARNTL2	193.1087	ARNTL2	82.4388
ARNTL	248.3924	ARNTL	297.1232
ARNT	3397.6389	ARNT	1855.5603
ARPC1A	3232.5559	ARPC1A	1863.1894
ARPC1B	6389.8647	ARPC1B	1123.8437
ARPC2	5925.7126	ARPC2	3407.1275
ARPC3	4919.858	ARPC3	2453.5852
ARPC4	5168.377	ARPC4	2345.9957
ARPC5L	1317.5929	ARPC5L	487.4195
ARPC5	6146.0793	ARPC5	2863.0313
ARPM1	120.549	ARPM1	31.2581
ARPP19	2929.6478	ARPP19	4030.5711
ARRB1	272.195	ARRB1	1111.2065
ARRB2	942.5089	ARRB2	677.7158
ARRDC1	786.2559	ARRDC1	531.7304
ARRDC2	472.9821	ARRDC2	939.459
ARRDC3	1456.9536	ARRDC3	4290.2533
ARRDC4	344.7548	ARRDC4	1013.9974
ARSA	1040.4069	ARSA	549.9356
ARSB	550.1488	ARSB	265.8652
ARSD	2332.6615	ARSD	3838.9008
ARSE	40.311	ARSE	75.5689
ARSF	6.5265	removed	removed
ARSG	26.1062	ARSG	283.0399
removed	removed	ARSH	5.4959
ARSI	165.4669	ARSI	19.2357
ARSJ	156.253	ARSJ	158.0077
ARSK	98.6659	ARSK	144.6114
ART3	14.5887	removed	removed
removed	removed	ART4	113.0099
ART5	10.7496	ART5	26.1056
ARTN	333.6213	ARTN	6.8699
ARV1	582.7815	ARV1	382.31
ARVCF	220.3666	ARVCF	467.8403
AR	18.8118	AR	867.325
AS3MT	168.2004	AS3MT	154.6346
ASAH1	2920.8177	ASAH1	4846.3718
ASAH2B	8.4461	ASAH2B	13.7398
ASAM	552.0683	ASAM	788.3212
ASAP1	2252.0395	ASAP1	1067.9261
ASAP2	1749.4961	ASAP2	799.313
ASAP3	544.0061	ASAP3	961.0992
ASB13	1435.0705	ASB13	915.4143
removed	removed	ASB14	23.7012
ASB16	7.8664	ASB16	13.7398
ASB1	276.4258	ASB1	724.17
ASB2	31.4809	ASB2	85.5303
ASB3	235.7232	ASB3	313.2675
ASB6	625.6301	ASB6	678.6191
ASB7	390.4405	ASB7	515.9296
ASB8	454.9381	ASB8	1012.2799
ASB9	49.141	ASB9	105.7965
ASCC1	606.5841	ASCC1	366.5092
ASCC2	1462.3284	ASCC2	1032.5462
ASCC3	1605.5284	ASCC3	1122.8854
ASCL2	51.0606	ASCL2	43.6239
ASF1A	528.6496	ASF1A	592.1855
ASF1B	800.4607	ASF1B	67.325
ASGR1	15.7405	ASGR1	12.0223
removed	removed	ASGR2	6.1829
ASH1L	3948.0334	ASH1L	3888.5221
ASH2L	1545.2539	ASH2L	1318.6775
ASL	379.6909	ASL	369.2572
ASMTL	348.5939	ASMTL	590.4096
ASNA1	1126.0198	ASNA1	848.0893
ASNSD1	1213.5522	ASNSD1	1194.6758
ASNS	1835.1089	ASNS	438.9867
removed	removed	ASPA	83.1258
ASPHD1	48.7571	ASPHD1	14.4268
ASPHD2	106.3442	ASPHD2	51.8678
ASPH	4322.3956	ASPH	7388.4517
ASPM	1192.053	ASPM	44.9979
ASPN	849.2178	ASPN	261.7432
ASPRV1	10.4962	ASPRV1	95.9966
ASPSCR1	595.8345	ASPSCR1	200.9446
ASRGL1	232.6519	ASRGL1	136.711
ASS1	2746.5208	ASS1	1670.4165
ASTE1	198.2302	ASTE1	277.9493
ASTN1	6.5265	ASTN1	92.4002
ASTN2	47.6053	ASTN2	242.851
ASXL1	2200.979	ASXL1	2152.6836
ASXL2	645.7434	ASXL2	947.7029
removed	removed	ASXL3	30.9146
ATAD1	555.1396	ATAD1	1312.1511
ATAD2B	639.2168	ATAD2B	481.2366
ATAD2	3630.6747	ATAD2	536.8828
ATAD3A	964.0081	ATAD3A	238.3856
ATAD3B	254.1511	ATAD3B	167.6256
ATAD3C	136.2895	ATAD3C	155.9468
ATAD5	179.6718	ATAD5	111.6359
ATE1	143.1999	ATE1	329.7553
ATF1	365.1022	ATF1	602.1468
ATF2	575.1032	ATF2	627.5655
ATF3	669.546	ATF3	1863.1172
ATF4	7314.7135	ATF4	6063.7183
ATF5	1935.6944	ATF5	572.6063
ATF6B	2720.0307	ATF6B	1676.5994
ATF6	1690.7573	ATF6	1605.1524
ATF7IP2	165.8508	ATF7IP2	111.9794
ATF7IP	1096.4584	ATF7IP	1379.1327
ATF7	912.1797	ATF7	2110.2173
ATG10	87.9163	ATG10	101.6745
ATG12	572.4158	ATG12	542.7222
ATG16L1	426.9124	ATG16L1	903.0485
ATG16L2	133.9821	ATG16L2	365.1387
ATG2A	572.0319	ATG2A	634.7789
ATG2B	496.7847	ATG2B	1659.0812
ATG3	883.0022	ATG3	703.1344
ATG4A	304.8277	ATG4A	249.3774
ATG4B	596.2184	ATG4B	757.7501
ATG4C	147.8069	ATG4C	250.7514
ATG4D	260.9924	ATG4D	181.0872
ATG5	1073.0396	ATG5	888.2782
ATG7	621.05	ATG7	653.1112
ATG9A	1299.5374	ATG9A	1197.9116
ATG9B	39.5623	ATG9B	11.5861
ATHL1	308.2829	ATHL1	335.2512
ATIC	2472.0223	ATIC	1350.2791
ATL1	197.3318	ATL1	446.8871
ATL2	926.3845	ATL2	1843.8815
ATL3	1025.0504	ATL3	564.3624
ATMIN	2062.386	ATMIN	2371.4899
ATM	592.3793	ATM	1828.7677
ATN1	4230.3484	ATN1	3930.614
ATOH8	20.3474	ATOH8	359.2958
ATOX1	773.5867	ATOX1	591.4985
ATP10A	662.6356	ATP10A	223.6153
ATP10B	13.437	ATP10B	15.8008
ATP10D	489.8743	ATP10D	624.1305
ATP11A	2242.0578	ATP11A	816.1443
ATP11B	1891.5443	ATP11B	1550.8802
ATP11C	572.0319	ATP11C	701.0734
ATP13A1	1431.6153	ATP13A1	917.4753
ATP13A2	1797.8693	ATP13A2	758.7806
ATP13A3	1930.7035	ATP13A3	1836.6681
ATP13A4	16.1244	ATP13A4	92.0567
ATP13A5	17.2761	ATP13A5	121.2538
ATP1A1	22857.0688	ATP1A1	14725.2589
removed	removed	ATP1A2	622.7565
ATP1A3	13.8209	removed	removed
removed	removed	ATP1A4	23.0142
ATP1B1	8564.8795	ATP1B1	5397.4959
ATP1B2	8.4461	ATP1B2	129.1541
ATP1B3	4771.2832	ATP1B3	1120.4809
removed	removed	ATP2A1	5.4959
ATP2A2	7269.7956	ATP2A2	4829.5406
ATP2A3	795.8537	ATP2A3	593.216
ATP2B1	803.1481	ATP2B1	1751.4813
ATP2B2	84.0772	ATP2B2	7.5569
ATP2B4	3566.1772	ATP2B4	5308.0292
ATP2C1	3063.5032	ATP2C1	2939.2254
ATP2C2	196.9479	ATP2C2	305.7106
ATP5A1	8535.56	ATP5A1	8629.283
ATP5B	9068.0488	ATP5B	8574.6672
ATP5C1	6918.5143	ATP5C1	2134.4783
ATP5D	615.7981	ATP5D	470.9317
ATP5EP2	25.3383	ATP5EP2	30.2276
ATP5E	4602.3611	ATP5E	2410.6483
ATP5F1	3540.8389	ATP5F1	2147.5311
ATP5G1	1018.5239	ATP5G1	481.5801
ATP5G2	2899.3186	ATP5G2	3648.2611
ATP5G3	3687.8779	ATP5G3	1852.1254
ATP5H	2150.3023	ATP5H	1427.909
ATP5I	1007.2828	ATP5I	802.6037
ATP5J2	2236.2991	ATP5J2	1038.9592
ATP5J	1472.0223	ATP5J	1140.1563
ATP5L	3508.2062	ATP5L	1947.2735
ATP5O	2376.8116	ATP5O	2178.7892
ATP5SL	1008.926	ATP5SL	584.9721
ATP5S	53.364	ATP5S	153.5423
ATP6AP1L	26.1062	ATP6AP1L	61.1421
ATP6AP1	3751.9916	ATP6AP1	2722.5419
ATP6AP2	3330.454	ATP6AP2	3219.9227
ATP6V0A1	1089.5479	ATP6V0A1	1421.7261
ATP6V0A2	570.1123	ATP6V0A2	531.7304
ATP6V0A4	322.4878	ATP6V0A4	75.4246
ATP6V0B	2640.9444	ATP6V0B	953.8858
ATP6V0C	2997.9192	ATP6V0C	1250.322
ATP6V0D1	1858.5277	ATP6V0D1	1220.0945
ATP6V0D2	26.4901	ATP6V0D2	21.2967
ATP6V0E1	3335.8288	ATP6V0E1	2615.7149
ATP6V0E2	686.8145	ATP6V0E2	754.59
ATP6V1A	1632.0184	ATP6V1A	1982.997
ATP6V1B1	200.0192	ATP6V1B1	161.7862
ATP6V1B2	3045.9737	ATP6V1B2	1726.0627
ATP6V1C1	1890.0086	ATP6V1C1	1778.2739
ATP6V1C2	573.4984	ATP6V1C2	129.5389
ATP6V1D	1216.6235	ATP6V1D	946.3289
ATP6V1E1	1996.3528	ATP6V1E1	2044.8261
ATP6V1E2	76.3989	ATP6V1E2	118.8493
ATP6V1F	2065.0504	ATP6V1F	1021.5509
ATP6V1G1	1633.1702	ATP6V1G1	2196.3074
removed	removed	ATP6V1G2	23.0176
ATP6V1H	1102.9849	ATP6V1H	982.7394
ATP7A	260.2937	ATP7A	928.8106
ATP7B	73.7115	ATP7B	368.2267
ATP8A1	131.6825	ATP8A1	550.9661
removed	removed	ATP8A2	115.0708
ATP8B1	786.421	ATP8B1	1584.8931
ATP8B2	365.87	ATP8B2	1098.8407
ATP8B3	50.6766	ATP8B3	22.6707
ATP8B4	72.9437	ATP8B4	205.41
ATP8B5P	15.3566	ATP8B5P	14.7703
ATP9A	1543.3343	ATP9A	3687.076
ATP9B	207.3136	ATP9B	552.6836
ATPAF1	1216.9383	ATPAF1	1405.2726
ATPAF2	495.2491	ATPAF2	231.8592
ATPBD4	86.3807	ATPBD4	187.8918
ATPIF1	1164.0273	ATPIF1	895.4916
ATRIP	207.4057	ATRIP	205.2314
ATRNL1	55.2836	ATRNL1	95.1481
ATRN	1514.1568	ATRN	2400
ATRX	1206.2578	ATRX	2843.1086
ATR	1037.3356	ATR	965.5646
ATXN10	1789.4232	ATXN10	2155.4315
ATXN1L	1307.995	ATXN1L	2151.1894
removed	removed	ATXN1	1500.3864
ATXN2L	3578.8463	ATXN2L	1606.1829
ATXN2	729.4366	ATXN2	807.2134
ATXN3	461.8485	ATXN3	670.8459
ATXN7L1	122.8525	ATXN7L1	360.3263
ATXN7L2	130.9147	ATXN7L2	66.2945
ATXN7L3B	3240.2342	ATXN7L3B	3953.9717
ATXN7L3	1561.7622	ATXN7L3	1164.1048
ATXN7	639.9846	ATXN7	1064.8347
AUH	122.8525	AUH	433.8343
AUP1	3054.869	AUP1	1374.3375
AURKAIP1	1208.9452	AURKAIP1	603.1773
AURKAPS1	24.9544	AURKAPS1	6.5264
AURKA	1660.0442	AURKA	52.5547
AURKB	803.1481	AURKB	23.7012
AURKC	16.1244	AURKC	9.9614
AUTS2	1570.2083	AUTS2	2991.4985
AVEN	328.6304	AVEN	134.6501
AVIL	19.9635	AVIL	46.3718
AVL9	373.5483	AVL9	401.8892
AVPI1	199.6353	AVPI1	283.3834
AVPR1A	24.1866	AVPR1A	99.6136
removed	removed	AVPR2	78.6604
AXIN1	1758.3261	AXIN1	568.1408
AXIN2	201.9388	AXIN2	471.6187
AXL	1324.5033	AXL	1484.9292
AZGP1	648.4308	AZGP1	43812.1082
AZI1	860.7352	AZI1	205.0666
AZI2	808.139	AZI2	1312.1511
AZIN1	5190.9012	AZIN1	3116.8742
B2M	93409.26	B2M	62718.0764
B3GALNT1	829.6382	B3GALNT1	424.5599
B3GALNT2	1386.5668	B3GALNT2	695.866
removed	removed	B3GALT1	21.9837
B3GALT2	6.9105	B3GALT2	25.7621
B3GALT4	317.113	B3GALT4	175.8695
B3GALT5	40.6949	B3GALT5	37.441
B3GALT6	549.7649	B3GALT6	471.2752
B3GALTL	425.7606	B3GALTL	310.176
B3GAT1	9.9818	B3GAT1	17.5182
B3GAT2	5.5284	B3GAT2	12.7334
B3GAT3	758.998	B3GAT3	406.0112
B3GNT1	278.7216	B3GNT1	585.3156
B3GNT2	724.8296	B3GNT2	1057.6213
B3GNT3	97.8981	B3GNT3	141.52
B3GNT4	31.4809	removed	removed
B3GNT5	676.8404	B3GNT5	305.7106
B3GNT7	244.5532	B3GNT7	90.3392
B3GNT8	79.0863	B3GNT8	43.9674
B3GNT9	395.6848	B3GNT9	254.2035
B3GNTL1	151.7535	B3GNTL1	44.4208
B4GALNT1	145.1771	B4GALNT1	21.1009
B4GALNT3	54.5158	B4GALNT3	183.0829
B4GALNT4	448.7955	B4GALNT4	191.3267
B4GALT1	7983.8756	B4GALT1	3172.8639
B4GALT2	1839.7159	B4GALT2	576.7282
B4GALT3	2749.976	B4GALT3	795.1911
B4GALT4	653.8055	B4GALT4	400.8587
B4GALT5	1799.4049	B4GALT5	1549.5062
B4GALT6	60.2745	B4GALT6	147.7029
B4GALT7	415.395	B4GALT7	318.4199
B9D1	99.9175	B9D1	102.9146
B9D2	74.8325	B9D2	68.6715
BAALC	41.4627	BAALC	128.1237
BACE1	884.9218	BACE1	1353.714
BACE2	2852.865	BACE2	1143.1516
BACH1	580.8619	BACH1	1249.9785
BACH2	66.801	BACH2	404.2937
BAD	863.4802	BAD	474.9747
BAG1	904.8815	BAG1	1360.8553
BAG2	808.5229	BAG2	124.3452
BAG3	1511.0855	BAG3	923.6582
BAG4	196.9479	BAG4	252.1254
BAG5	1433.9188	BAG5	1725.3757
removed	removed	BAGE2	6.6604
BAHCC1	761.6854	BAHCC1	497.3809
BAHD1	1047.7013	BAHD1	749.8497
BAI1	9.5979	BAI1	30.9146
BAI2	57.5871	BAI2	147.7029
removed	removed	BAI3	15.4573
BAIAP2L1	1144.0637	BAIAP2L1	657.793
BAIAP2L2	86.3807	BAIAP2L2	35.7235
BAIAP2	1294.1741	BAIAP2	809.2744
BAIAP3	61.1114	BAIAP3	115.6823
BAK1	660.716	BAK1	218.4629
BAMBI	496.7847	BAMBI	1899.5277
BANF1	3219.8867	BANF1	1448.5187
BANK1	39.1592	BANK1	80.0343
BANP	297.5334	BANP	221.2108
BAP1	1680.7755	BAP1	1590.0386
BARD1	223.8219	BARD1	92.7437
BARX1	1027.7378	removed	removed
BARX2	370.8609	BARX2	740.9188
BASP1	656.4929	BASP1	247.6599
BAT1	4958.2302	BAT1	6068.5238
BAT2L1	4673.4082	BAT2L1	6798.2413
BAT2L2	6794.8939	BAT2L2	5119.1069
BAT2	9645.8393	BAT2	5199.1413
BAT3	6051.2525	BAT3	3013.8257
BAT4	426.9124	BAT4	365.8222
BAT5	1013.1491	BAT5	718.9352
BATF2	707.1696	BATF2	165.5646
BATF3	63.7297	BATF3	22.3272
BATF	219.5988	BATF	136.3675
BAX	887.9931	BAX	289.2228
BAZ1A	1471.1585	BAZ1A	995.1052
BAZ1B	3387.2733	BAZ1B	2464.2336
BAZ2A	2040.5874	BAZ2A	3517.7158
BAZ2B	298.0094	BAZ2B	1740.0842
BBC3	191.957	BBC3	119.8798
BBOX1	66.0332	BBOX1	526.9214
BBS10	251.4637	BBS10	651.2666
BBS12	77.9345	BBS12	229.4547
BBS1	251.4637	BBS1	1070.6741
BBS2	342.8352	BBS2	1277.4581
BBS4	210.3849	BBS4	496.0069
BBS5	97.3606	BBS5	236.2216
BBS7	226.1253	BBS7	274.796
BBS9	219.9827	BBS9	417.003
BBX	973.6059	BBX	2635.9811
BCAM	2573.3756	BCAM	5271.9622
removed	removed	BCAN	27.8231
BCAP29	811.9781	BCAP29	1312.4946
BCAP31	6538.0555	BCAP31	3708.0292
BCAR1	1557.923	BCAR1	725.8051
BCAR3	1016.2165	BCAR3	579.4762
BCAS1	103.2729	BCAS1	343.8386
BCAS2	749.189	BCAS2	718.5024
BCAS3	317.4969	BCAS3	480.2061
BCAS4	993.1855	BCAS4	1083.0399
BCAT1	464.9199	BCAT1	203.3491
BCAT2	607.352	BCAT2	373.0356
BCCIP	895.8633	BCCIP	897.9339
BCDIN3D	152.7056	BCDIN3D	221.4684
BCHE	9.9818	BCHE	82.0953
