gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
MTUS2	5.2029	removed	removed
MTX1	1042.924	MTX1	428.8061
MTX2	617.0656	MTX2	402.28
MTX3	422.2164	MTX3	740.5325
removed	removed	MUC15	181.1509
MUC16	328.564	MUC16	258.6086
MUC1	13702.3933	MUC1	1963.926
MUC20	75.7024	MUC20	87.4522
removed	removed	MUC4	59.3425
MUC5B	2131.8939	MUC5B	388.8498
MUC6	7.2841	MUC6	862.3409
removed	removed	MUC7	6.2466
MUCL1	100.9365	MUCL1	5167.7989
MUDENG	553.59	MUDENG	852.6587
MUL1	680.0208	MUL1	703.99
MUM1L1	151.1446	MUM1L1	60.2795
MUM1	504.9428	MUM1	822.9874
MURC	10.9261	MURC	7.1836
MUS81	452.6535	MUS81	312.6415
MUSTN1	6.5635	MUSTN1	109.1153
MUTED	214.8803	MUTED	478.4134
MUTYH	347.18	MUTYH	133.7956
MUT	565.5567	MUT	1339.2676
MVD	106.6597	MVD	131.8029
MVK	338.9698	MVK	195.2057
MVP	2753.1217	MVP	1751.2298
MX1	2019.2508	MX1	1105.6454
MX2	389.9584	MX2	659.6393
MXD1	691.2071	MXD1	900.4451
MXD3	208.7331	MXD3	62.4939
MXD4	1198.4912	MXD4	1481.065
MXI1	1837.9292	MXI1	2377.1375
MXRA5	3809.3132	MXRA5	2083.8604
MXRA7	1552.2893	MXRA7	5738.4243
MXRA8	1430.0208	MXRA8	2777.2312
MYADM	4204.7347	MYADM	4803.9353
MYBBP1A	935.9469	MYBBP1A	641.6897
MYBL1	943.0281	MYBL1	187.3975
MYBL2	4797.0864	MYBL2	428.2033
MYBPC1	14.308	MYBPC1	5135.3166
removed	removed	MYBPC2	24.0493
MYBPH	9.6254	removed	removed
MYB	1886.3163	MYB	466.6198
MYCBP2	1356.6597	MYCBP2	6863.1217
MYCBP	1533.486	MYCBP	579.6049
MYCL1	131.8939	MYCL1	130.8659
removed	removed	MYCN	20.9261
MYCT1	71.0198	MYCT1	725.5407
MYC	3424.2976	MYC	2023.2685
MYD88	1488.2934	MYD88	1012.5713
MYEF2	693.9074	MYEF2	332.2121
MYEOV2	876.9511	MYEOV2	504.724
removed	removed	MYEOV	131.4906
MYH10	1838.4495	MYH10	4705.864
MYH11	540.8871	MYH11	6338.2244
MYH14	461.7586	MYH14	1185.2893
MYH15	5.2029	removed	removed
removed	removed	MYH1	431.6389
removed	removed	MYH2	98.696
MYH3	14.308	MYH3	21.2384
removed	removed	MYH7B	24.0493
removed	removed	MYH7	156.4769
MYH9	17811.6545	MYH9	24025.9233
MYL12A	5869.9272	MYL12A	5356.1334
MYL12B	8849.1155	MYL12B	5926.1341
removed	removed	MYL1	80.2686
removed	removed	MYL2	81.8302
removed	removed	MYL3	18.7398
removed	removed	MYL4	34.3562
MYL5	58.4001	MYL5	76.9829
MYL6B	424.5578	MYL6B	296.0881
MYL6	17011.4464	MYL6	13828.9998
MYL9	3292.1436	MYL9	5837.1203
MYLIP	848.8554	MYLIP	1607.246
removed	removed	MYLK2	5.3096
MYLK3	21.0718	MYLK3	8.4329
MYLK4	21.8522	MYLK4	46.2247
MYLK	1226.2955	MYLK	6745.0519
MYLPF	12.2268	MYLPF	37.7918
MYNN	620.4475	MYNN	545.6391
MYO10	2576.4828	MYO10	1238.3853
MYO15A	7.2841	MYO15A	9.3699
MYO15B	98.0749	MYO15B	438.8225
MYO16	12.487	MYO16	91.5125
MYO18A	571.0978	MYO18A	1277.9261
MYO19	924.9324	MYO19	278.7101
MYO1B	1498.4391	MYO1B	2061.3727
MYO1C	3727.8876	MYO1C	10910.9081
MYO1D	1570.4995	MYO1D	1331.4594
MYO1E	1119.667	MYO1E	1132.818
MYO1F	195.8897	MYO1F	537.8309
MYO1G	79.6046	MYO1G	115.8741
removed	removed	MYO1H	17.8028
MYO3A	46.3059	MYO3A	9.6822
removed	removed	MYO3B	10.3069
MYO5A	846.514	MYO5A	1411.728
MYO5B	951.6129	MYO5B	1083.1576
MYO5C	2070.9964	MYO5C	1342.2597
MYO6	3512.2268	MYO6	2121.6522
MYO7A	36.4204	MYO7A	222.6907
removed	removed	MYO7B	9.6822
MYO9A	479.9688	MYO9A	1566.0186
MYO9B	1967.4818	MYO9B	1513.5473
removed	removed	MYOCD	79.3316
removed	removed	MYOC	2790.6614
MYOF	3852.4974	MYOF	5637.8543
MYOM1	10.666	MYOM1	1011.3219
MYOM2	5.7232	MYOM2	96.5097
MYOM3	5.2029	MYOM3	14.6795
removed	removed	MYOT	14.3671
MYOZ1	9.1051	MYOZ1	52.7836
MYOZ3	25.2341	MYOZ3	20.3014
removed	removed	MYPN	8.7452
MYPOP	147.7627	MYPOP	93.3864
MYRIP	11.4464	MYRIP	178.6523
MYSM1	86.8887	MYSM1	273.6004
MYST1	1144.641	MYST1	568.4391
MYST2	1587.6691	MYST2	1376.4348
MYST3	2961.7586	MYST3	3274.7716
MYST4	1828.564	MYST4	1830.5614
MYT1	6.5036	removed	removed
MZF1	116.4854	MZF1	152.3198
N4BP1	784.0791	N4BP1	1521.9802
N4BP2L1	180.0208	N4BP2L1	723.0421
N4BP2L2	905.307	N4BP2L2	1525.1035
N4BP2	98.3351	N4BP2	361.0525
N4BP3	514.0479	N4BP3	147.4194
N6AMT1	204.4745	N6AMT1	305.458
N6AMT2	180.5411	N6AMT2	161.7865
NAA10	747.3985	NAA10	464.7458
NAA15	1675.078	NAA15	1045.3658
NAA16	266.129	NAA16	299.5237
NAA20	2204.7347	NAA20	886.0779
NAA25	1168.8345	NAA25	688.6859
NAA30	420.9157	NAA30	844.2258
NAA35	366.2851	NAA35	447.5677
NAA38	757.8044	NAA38	380.1046
NAA40	754.9428	NAA40	295.4634
NAA50	5802.2893	NAA50	3614.2734
NAAA	438.6056	NAAA	600.9214
NAALAD2	13.5276	NAALAD2	371.3594
NAALADL1	25.2341	NAALADL1	80.5809
NAALADL2	148.0229	NAALADL2	371.9841
NAB1	830.1249	NAB1	1843.3669
NAB2	859.001	NAB2	424.4554
NACA2	45.2653	NACA2	50.285
NACAD	24.1935	NACAD	131.1783
NACAP1	150.8845	NACAP1	138.0495
NACA	17736.2123	NACA	18226.5948
NACC1	3024.974	NACC1	697.1188
NACC2	48.127	NACC2	74.3343
NADK	1229.9688	NADK	1537.2843
NADSYN1	983.6108	NADSYN1	614.9762
NAE1	1112.3829	NAE1	706.801
NAF1	251.5609	NAF1	228.3126
NAGA	917.5338	NAGA	701.4914
NAGK	793.7045	NAGK	748.3408
NAGLU	279.6566	NAGLU	576.2474
NAGPA	295.0052	NAGPA	172.0934
NAGS	37.2008	NAGS	18.4274
NAIF1	274.4537	NAIF1	165.2221
NAIP	36.1602	NAIP	81.8302
NALCN	17.1696	NALCN	221.4414
NAMPT	3359.7815	NAMPT	2938.7054
NANOS1	216.9615	NANOS1	242.3675
NANP	392.0395	NANP	198.9537
NANS	939.8179	NANS	543.4528
NAP1L1	15106.9199	NAP1L1	11192.3167
removed	removed	NAP1L2	143.0468
NAP1L3	58.7929	NAP1L3	115.5618
NAP1L4	4657.9084	NAP1L4	2119.1536
NAP1L5	89.4901	NAP1L5	173.0304
NAPA	2642.5312	NAPA	2125.8687
NAPB	278.8762	NAPB	246.4277
NAPEPLD	762.3049	NAPEPLD	565.8
NAPG	703.4339	NAPG	596.5488
NAPRT1	114.204	NAPRT1	267.6661
NAPSB	43.7045	NAPSB	71.2111
NARFL	827.2633	NARFL	343.5621
NARF	1017.1696	NARF	670.5708
NARG2	997.9188	NARG2	1343.6402
NARS2	487.513	NARS2	300.773
NARS	4098.3351	NARS	3176.3879
NASP	5568.9386	NASP	1653.1584
NAT10	2372.2685	NAT10	1095.9631
NAT14	182.8824	NAT14	67.4631
NAT15	1616.2851	NAT15	836.4176
NAT1	2396.462	NAT1	466.3075
NAT6	133.7019	NAT6	115.0902
NAT8L	78.0437	NAT8L	1167.7989
NAT9	418.0541	NAT9	311.7045
NAV1	674.2976	NAV1	1973.6082
NAV2	383.1946	NAV2	1140.6262
NAV3	26.0146	NAV3	255.4853
NBAS	992.7159	NBAS	2099.4768
NBEAL1	59.0531	NBEAL1	828.9217
NBEAL2	847.5546	NBEAL2	904.193
NBEA	46.5661	NBEA	425.08
NBL1	2027.8356	NBL1	2148.8249
removed	removed	NBLA00301	86.2029
NBN	2578.8241	NBN	2019.5206
NBPF10	883.5822	NBPF10	2566.2809
NBPF14	137.6171	NBPF14	257.6966
NBPF15	428.3949	NBPF15	192.8164
NBPF16	185.2237	NBPF16	227.0633
NBPF1	512.487	NBPF1	804.2477
NBPF3	213.0593	NBPF3	253.9236
NBPF4	18.4703	NBPF4	9.0575
NBPF6	19.2508	removed	removed
NBPF9	180.5177	NBPF9	319.975
NBR1	1783.0385	NBR1	5578.5118
NBR2	106.9199	NBR2	157.7262
NCALD	451.873	NCALD	1398.9225
NCAM1	24.974	NCAM1	207.9675
NCAM2	134.2352	NCAM2	111.1892
NCAPD2	4368.1061	NCAPD2	1559.772
NCAPD3	2331.1655	NCAPD3	678.6913
NCAPG2	1297.8668	NCAPG2	423.2061
NCAPG	1120.9339	NCAPG	161.4742
NCAPH2	942.768	NCAPH2	502.2253
NCAPH	591.3111	NCAPH	57.1562
NCBP1	1220.9938	NCBP1	1114.0095
NCBP2	2939.9063	NCBP2	1638.7913
NCDN	497.9188	NCDN	362.9203
NCEH1	441.4672	NCEH1	342.9375
NCF1B	12.2268	NCF1B	65.2768
NCF1C	14.0479	NCF1C	77.1453
NCF1	45.7856	NCF1	209.8852
NCF2	295.0052	NCF2	807.0586
NCF4	94.693	NCF4	254.5483
NCK1	759.3652	NCK1	964.1602
NCK2	726.5869	NCK2	875.1464
NCKAP1L	307.232	NCKAP1L	691.1845
NCKAP1	4075.1821	NCKAP1	5997.6575
NCKAP5L	270.2914	NCKAP5L	386.9759
NCKAP5	118.1061	NCKAP5	185.2112
NCKIPSD	463.8398	NCKIPSD	593.1131
NCLN	866.5453	NCLN	541.8912
NCL	14542.1436	NCL	11063.3247
NCOA1	1284.0791	NCOA1	2586.7104
NCOA2	693.0281	NCOA2	1621.6132
NCOA3	1381.8939	NCOA3	1805.8874
NCOA4	4043.1842	NCOA4	8090.5755
NCOA5	1701.3528	NCOA5	1008.1986
NCOA6	2259.6254	NCOA6	1718.7476
NCOA7	735.4318	NCOA7	1787.7723
NCOR1	1979.4485	NCOR1	3703.9119
NCOR2	2217.4818	NCOR2	2325.6032
removed	removed	NCR3	10.6192
NCRNA00081	160.8299	NCRNA00081	194.1032
NCRNA00085	75.9287	NCRNA00085	43.7261
NCRNA00086	14.8283	NCRNA00086	159.9125
NCRNA00087	10.666	NCRNA00087	38.1042
removed	removed	NCRNA00092	27.1726
removed	removed	NCRNA00093	12.5681
NCRNA00094	1286.6493	NCRNA00094	623.1998
NCRNA00095	209.4173	NCRNA00095	68.7124
NCRNA00105	18.9906	NCRNA00105	14.3765
NCRNA00107	8.5848	NCRNA00107	9.3699
NCRNA00115	13.5276	NCRNA00115	12.4932
NCRNA00116	137.3569	NCRNA00116	107.7536
NCRNA00120	11.7066	NCRNA00120	47.7864
NCRNA00152	213.3195	NCRNA00152	83.0796
NCRNA00160	5.9834	removed	removed
NCRNA00169	9.1051	removed	removed
NCRNA00171	9.9558	NCRNA00171	41.4367
NCRNA00173	42.6639	NCRNA00173	20.3014
NCRNA00174	94.1727	NCRNA00174	76.2083
NCRNA00176	12.7471	NCRNA00176	7.4959
NCRNA00181	106.4516	NCRNA00181	66.2513
NCRNA00182	24.1935	NCRNA00182	80.8933
NCRNA00183	225.8065	NCRNA00183	267.3538
NCRNA00188	5328.8241	NCRNA00188	9897.7122
NCRNA00201	1707.0187	NCRNA00201	757.4733
NCRNA00202	9.8855	removed	removed
removed	removed	NCRNA00204B	5.9343
NCRNA00219	133.4547	NCRNA00219	467.5568
NCS1	701.0926	NCS1	234.8716
NCSTN	4383.6915	NCSTN	3265.839
NDC80	488.0333	NDC80	52.7836
NDE1	1472.6405	NDE1	517.4014
NDEL1	699.5317	NDEL1	1035.6836
NDFIP1	2066.8574	NDFIP1	3708.2845
NDFIP2	466.4412	NDFIP2	648.3954
NDNL2	231.2695	NDNL2	375.732
NDN	137.6171	NDN	1279.3004
NDOR1	684.1831	NDOR1	284.8442
NDP	7.0239	NDP	33.1069
NDRG1	4957.3361	NDRG1	9778.0901
NDRG2	266.129	NDRG2	6364.332
NDRG3	1029.9168	NDRG3	1000.3904
NDRG4	81.6857	NDRG4	150.855
NDST1	1232.0499	NDST1	4789.8805
NDST2	518.2102	NDST2	587.8035
NDST3	16.9095	NDST3	5.3096
NDUFA10	1650.3642	NDUFA10	1600.3748
NDUFA11	848.3351	NDUFA11	845.4751
NDUFA12	903.7461	NDUFA12	605.6063
NDUFA13	1429.0661	NDUFA13	1138.5555
NDUFA1	1865.5047	NDUFA1	1131.881
NDUFA2	682.6223	NDUFA2	632.4666
NDUFA3	407.6483	NDUFA3	394.1594
NDUFA4L2	81.4256	NDUFA4L2	144.2961
NDUFA4	3522.1124	NDUFA4	2383.3841
NDUFA5	1009.1051	NDUFA5	1197.7825
NDUFA6	1048.6472	NDUFA6	795.1901
NDUFA7	794.7451	NDUFA7	317.0141
NDUFA8	769.2508	NDUFA8	635.9022
NDUFA9	1639.1779	NDUFA9	945.1081
NDUFAB1	2464.8803	NDUFAB1	731.7873
NDUFAF1	282.5182	NDUFAF1	313.5785
NDUFAF2	104.3184	NDUFAF2	163.0358
NDUFAF3	1493.7565	NDUFAF3	746.1544
NDUFAF4	224.5057	NDUFAF4	246.1154
NDUFB10	2177.1592	NDUFB10	903.5684
NDUFB11	1605.0989	NDUFB11	924.8067
NDUFB1	617.3257	NDUFB1	540.3295
NDUFB2	1485.1691	NDUFB2	865.7765
NDUFB3	660.2497	NDUFB3	482.8609
NDUFB4	2272.1124	NDUFB4	1350.5114
NDUFB5	1376.1707	NDUFB5	1465.7609
NDUFB6	463.3195	NDUFB6	468.8061
NDUFB7	665.7128	NDUFB7	679.9407
NDUFB8	722.9084	NDUFB8	903.7433
NDUFB9	3348.5952	NDUFB9	1645.041
NDUFC1	565.0364	NDUFC1	517.8418
NDUFC2	3076.743	NDUFC2	1858.9834
NDUFS1	1299.948	NDUFS1	1573.2022
NDUFS2	4890.999	NDUFS2	1826.5011
NDUFS3	1820.4579	NDUFS3	921.5023
NDUFS4	437.8252	NDUFS4	739.2832
NDUFS5	1952.1332	NDUFS5	1360.506
NDUFS6	1026.5349	NDUFS6	480.987
NDUFS7	271.0614	NDUFS7	322.7454
NDUFS8	1072.3205	NDUFS8	526.587
NDUFV1	1248.9594	NDUFV1	1258.6867
NDUFV2	2784.8595	NDUFV2	1283.3607
NDUFV3	1066.3371	NDUFV3	799.5627
NEAT1	4524.974	NEAT1	6168.8139
NEBL	4356.6597	NEBL	2492.387
NEB	6.5036	NEB	57.7809
NECAB1	35.64	NECAB1	158.6632
NECAB3	584.2872	NECAB3	274.225
NECAP1	802.0291	NECAP1	728.0394
NECAP2	1040.0624	NECAP2	1214.9606
NEDD1	881.8939	NEDD1	626.5324
NEDD4L	684.4433	NEDD4L	2018.2713
NEDD4	323.3611	NEDD4	822.0504
NEDD8	1880.333	NEDD8	1414.2266
NEDD9	280.437	NEDD9	2204.7318
NEFH	20.8117	NEFH	48.411
NEGR1	56.9719	NEGR1	2038.885
NEIL1	54.8907	NEIL1	89.6385
NEIL2	377.7315	NEIL2	339.5018
NEIL3	125.9105	NEIL3	10.6192
NEK10	237.2529	NEK10	212.3839
NEK11	99.6358	NEK11	200.5153
NEK1	239.5942	NEK1	686.1872
NEK2	1691.2071	NEK2	144.2961
NEK3	94.1727	NEK3	215.5071
NEK4	667.2737	NEK4	531.8966
removed	removed	NEK5	8.4329
NEK6	849.6358	NEK6	851.4094
NEK7	1597.8148	NEK7	3486.2185
NEK8	40.5827	NEK8	49.0357
NEK9	1249.4797	NEK9	3442.4924
NELF	1211.2383	NELF	419.7704
NELL2	1459.1571	NELL2	193.9564
NENF	1868.8866	NENF	909.5026
NEO1	2741.6753	NEO1	2193.4879
NES	511.4464	NES	2104.1618
NET1	4088.4495	NET1	3017.4124
NETO1	6.2435	removed	removed
NETO2	599.1155	NETO2	195.2057
NEU1	1009.6254	NEU1	974.1548
NEU3	98.5952	NEU3	118.6851
NEURL1B	800.7284	NEURL1B	1440.7746
NEURL2	7.1202	NEURL2	14.439
NEURL3	11.1863	NEURL3	64.9645
NEURL4	296.3111	NEURL4	360.1156
NEURL	26.0146	NEURL	20.6137
removed	removed	NEUROG2	15.6165
NEXN	250.2601	NEXN	694.9325
NF1	1297.8668	NF1	3378.7772
NF2	799.948	NF2	725.2284
NFAM1	264.5682	NFAM1	237.9948
NFASC	474.9168	NFASC	660.7262
NFAT5	910.5099	NFAT5	2977.4342
NFATC1	159.7294	NFATC1	436.3239
NFATC2IP	2029.3965	NFATC2IP	867.6505
NFATC2	20.8117	NFATC2	118.0604
NFATC3	840.5307	NFATC3	1412.3526
NFATC4	608.2206	NFATC4	483.4856
NFE2L1	4498.9594	NFE2L1	11228.8592
NFE2L2	2293.4053	NFE2L2	3634.6748
NFE2L3	479.9688	NFE2L3	237.0579
NFE2	17.9501	NFE2	69.0248
NFIA	3774.4537	NFIA	3560.5528
NFIB	1389.4381	NFIB	7816.3504
NFIC	966.7014	NFIC	1205.903
NFIL3	419.615	NFIL3	918.5602
NFIX	1860.5619	NFIX	5051.3001
NFKB1	1496.8783	NFKB1	1674.3968
NFKB2	551.2487	NFKB2	495.6664
NFKBIA	1973.205	NFKBIA	2483.0171
NFKBIB	339.7503	NFKBIB	187.3975
NFKBID	24.7138	NFKBID	17.8028
NFKBIE	273.153	NFKBIE	143.6714
NFKBIL1	117.3257	NFKBIL1	244.2414
NFKBIL2	651.1394	NFKBIL2	89.6354
NFKBIZ	398.283	NFKBIZ	519.4035
NFRKB	949.2716	NFRKB	796.4394
NFS1	638.6576	NFS1	442.2581
NFU1	457.076	NFU1	689.9352
NFX1	846.7742	NFX1	1393.9252
NFXL1	293.4807	NFXL1	293.3521
NFYA	729.9688	NFYA	1059.4081
NFYB	1387.0968	NFYB	1087.2179
NFYC	1316.1498	NFYC	897.8902
NGDN	419.0947	NGDN	440.6965
NGEF	51.2487	NGEF	32.7946
NGFRAP1	2255.4631	NGFRAP1	1345.5142
NGFR	30.6972	NGFR	474.428
removed	removed	NGF	8.4329
NGLY1	1030.1769	NGLY1	676.8174
NGRN	2412.115	NGRN	2362.6892
removed	removed	NHEDC1	7.4959
NHEDC2	211.4984	NHEDC2	367.9238
NHEJ1	138.244	NHEJ1	363.0233
NHLH1	9.6254	removed	removed
NHLRC1	24.7138	NHLRC1	69.3371
NHLRC2	121.488	NHLRC2	308.8936
NHLRC3	477.3673	NHLRC3	832.045
NHLRC4	36.9407	NHLRC4	33.4192
NHP2L1	2224.2456	NHP2L1	1831.1861
NHP2	1399.3236	NHP2	778.3244
NHSL1	268.4703	NHSL1	552.198
NHSL2	47.3465	NHSL2	228.3126
NHS	114.204	NHS	447.5677
NICN1	337.1488	NICN1	298.1245
NID1	1494.5291	NID1	8626.4449
NID2	792.1436	NID2	656.516
NIF3L1	476.847	NIF3L1	352.3073
NINJ1	1299.948	NINJ1	1071.2891
NINJ2	86.1082	NINJ2	153.666
NINL	293.1842	NINL	172.0934
NIN	873.5692	NIN	1853.9861
NIP7	624.6098	NIP7	467.8691
NIPA1	639.6982	NIPA1	470.6801
NIPA2	1585.8481	NIPA2	885.4533
NIPAL1	5.9834	NIPAL1	27.485
NIPAL2	435.4839	NIPAL2	419.4581
NIPAL3	1026.0146	NIPAL3	1132.1933
NIPAL4	8.5848	removed	removed
NIPBL	2985.692	NIPBL	3475.5993
NIPSNAP1	1784.5994	NIPSNAP1	715.8585
NIPSNAP3A	467.7419	NIPSNAP3A	505.3486
NIPSNAP3B	12.2451	NIPSNAP3B	367.7052
NISCH	1510.666	NISCH	2176.6222
NIT1	611.9017	NIT1	560.0344
NIT2	1228.9282	NIT2	690.5599
NKAIN1	1088.9698	NKAIN1	97.4467
removed	removed	NKAIN2	48.411
removed	removed	NKAPL	60.9042
NKAP	454.2144	NKAP	311.7045
NKD1	27.3153	NKD1	31.5452
NKD2	22.6327	NKD2	10.9315
NKG7	39.8023	NKG7	161.7865
NKIRAS1	268.7305	NKIRAS1	319.8251
NKIRAS2	771.5921	NKIRAS2	669.6338
NKPD1	9.1051	NKPD1	18.7398
NKRF	715.6608	NKRF	324.8224
NKTR	1700.3122	NKTR	1854.2984
NKX3-1	172.7367	NKX3-1	88.3892
NKX3-2	25.4943	removed	removed
NLE1	203.9542	NLE1	371.6717
NLGN1	43.9646	NLGN1	109.0029
NLGN2	736.2123	NLGN2	457.8746
NLGN3	19.7711	NLGN3	64.6521
NLGN4X	69.1988	NLGN4X	201.4523
NLK	557.232	NLK	430.702
NLN	594.1727	NLN	412.8992
NLRC3	66.077	NLRC3	148.044
NLRC4	50.2081	NLRC4	99.9453
NLRC5	353.2778	NLRC5	416.3348
NLRP12	6.2435	NLRP12	36.8548
NLRP1	94.4329	NLRP1	570.9378
removed	removed	NLRP2	68.0878
NLRP3	34.5994	NLRP3	110.2522
NLRP6	8.0645	removed	removed
NLRX1	499.2196	NLRX1	459.4362
NMB	113.4235	NMB	345.1238
NMD3	1493.2362	NMD3	1285.8593
NME1-NME2	136.1602	NME1-NME2	60.0203
NME1	2812.154	NME1	622.5533
NME2P1	90.5307	NME2P1	37.4795
NME2	7572.4974	NME2	3288.0675
NME3	1069.1988	NME3	324.51
NME4	6981.2695	NME4	1221.2072
NME5	44.2248	NME5	41.5398
NME6	291.8835	NME6	208.6359
NME7	238.3221	NME7	192.1168
NMI	399.3236	NMI	374.1704
NMNAT1	349.3757	NMNAT1	312.0169
NMNAT2	5.2029	NMNAT2	402.9047
NMNAT3	528.616	NMNAT3	232.3729
NMRAL1	1239.8543	NMRAL1	372.2964
NMT1	1668.5744	NMT1	3119.544
NMT2	246.8783	NMT2	1119.0755
removed	removed	NMUR1	45.9124
NMU	29.6566	removed	removed
NNAT	5.7232	NNAT	102.7563
NNMT	3498.4391	NNMT	2314.6717
NNT	2612.3829	NNT	1701.2571
NOB1	746.8783	NOB1	1244.6318
NOC2L	2224.4537	NOC2L	1063.4372
NOC3L	610.0416	NOC3L	472.5541
NOC4L	289.8023	NOC4L	153.3536
NOD1	237.2529	NOD1	437.8855
NOD2	247.6587	NOD2	125.5563
NODAL	9.8855	NODAL	16.2411
removed	removed	NOG	11.2439
NOL10	919.0947	NOL10	648.0831
NOL11	1701.873	NOL11	1043.8042
NOL12	178.0385	NOL12	119.7876
NOL3	308.7435	NOL3	306.0826
removed	removed	NOL4	9.9945
NOL6	753.642	NOL6	680.8776
NOL7	541.3632	NOL7	544.0775
NOL8	875.6504	NOL8	904.8177
NOL9	256.7638	NOL9	201.14
NOLC1	4674.0375	NOLC1	1945.4986
NOM1	625.6504	NOM1	476.9267
NOMO1	9060.6139	NOMO1	2541.735
NOMO2	2536.4204	NOMO2	2483.3294
NOMO3	1605.0989	NOMO3	654.642
NONO	11268.9906	NONO	6537.6747
NOP10	1207.5963	NOP10	786.7572
NOP14	1447.2034	NOP14	848.4454
NOP16	300.7284	NOP16	118.3728
NOP2	1550.2081	NOP2	403.217
NOP56	4896.2019	NOP56	1603.8104
NOP58	2185.2237	NOP58	901.0697
NOS1AP	168.5744	NOS1AP	243.9291
removed	removed	NOS1	5.3096
NOS2	7.8044	removed	removed
NOS3	92.7367	NOS3	201.0588
NOSIP	350.1561	NOSIP	475.365
NOSTRIN	47.0864	NOSTRIN	721.7928
NOTCH1	696.41	NOTCH1	1438.9006
NOTCH2NL	427.1748	NOTCH2NL	593.3974
NOTCH2	3649.5838	NOTCH2	13179.0427
NOTCH3	1953.4339	NOTCH3	2296.8689
NOTCH4	149.0635	NOTCH4	1045.0535
NOVA1	354.0583	NOVA1	842.0395
NOVA2	14.308	NOVA2	73.7097
NOV	53.3299	NOV	239.2442
NOX4	240.1145	NOX4	667.1352
NOX5	8.6004	NOX5	6.2997
NOXA1	59.3132	NOXA1	26.548
NOXO1	33.8189	removed	removed
NPAS2	139.6982	NPAS2	373.2334
NPAS3	30.437	NPAS3	116.1865
NPAT	903.7461	NPAT	698.0558
NPC1L1	9.6254	NPC1L1	20.3014
NPC1	1470.1847	NPC1	1379.0927
NPC2	2917.0135	NPC2	3225.7359
NPDC1	1022.8928	NPDC1	929.4917
NPEPL1	367.5858	NPEPL1	335.4416
NPEPPS	2770.2914	NPEPPS	2987.1164
NPFFR2	8.0645	NPFFR2	5.9343
removed	removed	NPFF	8.7452
NPHP1	58.7929	NPHP1	98.3837
NPHP3	280.9573	NPHP3	716.7955
NPHP4	291.6233	NPHP4	170.5317
NPIPL3	648.6342	NPIPL3	315.3119
NPIP	789.5395	NPIP	543.6589
NPLOC4	2359.5213	NPLOC4	2131.0221
NPL	178.7201	NPL	192.0825
NPM1	10601.1967	NPM1	9428.5937
removed	removed	NPM2	14.6795
NPM3	336.6285	NPM3	168.6578
NPNT	5456.5557	NPNT	963.5356
NPR1	87.1488	NPR1	3223.2373
NPR2	75.9625	NPR2	681.1837
NPR3	44.4849	NPR3	191.4578
NPRL2	618.5354	NPRL2	288.5485
NPRL3	1283.0385	NPRL3	675.2557
NPTN	3037.7211	NPTN	2091.9809
NPTX1	5.2029	NPTX1	24.674
NPTX2	9.1051	removed	removed
NPTXR	306.7118	NPTXR	412.2745
NPY1R	1795.0052	NPY1R	834.8559
removed	removed	NPY2R	103.381
removed	removed	NPY5R	42.1644
NQO1	3993.2362	NQO1	2014.5233
NQO2	159.7294	NQO2	240.1812
NR1D1	213.5562	NR1D1	218.8335
NR1D2	1195.1093	NR1D2	1521.9802
NR1H2	852.7575	NR1H2	1032.8726
NR1H3	424.2976	NR1H3	988.8342
NR1I2	16.9095	removed	removed
NR1I3	13.6472	NR1I3	8.9357
NR2C1	327.7836	NR2C1	445.6938
NR2C2AP	1192.6613	NR2C2AP	320.5622
NR2C2	1147.5937	NR2C2	2013.8112
NR2F1	60.3538	NR2F1	381.9786
NR2F2	177.4194	NR2F2	1546.9665
NR2F6	2260.666	NR2F6	522.5267
NR3C1	1171.9563	NR3C1	7038.9631
NR3C2	27.8356	NR3C2	722.4174
NR4A1	216.4412	NR4A1	399.7814
NR4A2	177.1592	NR4A2	184.8989
NR4A3	14.8283	NR4A3	32.1699
NR5A2	32.5182	NR5A2	225.814
NR6A1	13.0073	NR6A1	9.9945
removed	removed	NRAP	21.1197
NRARP	1062.435	NRARP	263.2935
NRAS	1468.5224	NRAS	1235.8866
NRBF2	558.7929	NRBF2	630.2803
NRBP1	2992.1956	NRBP1	2142.8906
NRBP2	1356.1394	NRBP2	882.0176
NRCAM	110.3018	NRCAM	59.9672
NRD1	4777.5754	NRD1	3568.3611
NRF1	402.1852	NRF1	421.3321
NRG1	11.4464	NRG1	170.5317
removed	removed	NRG2	99.633
removed	removed	NRG3	22.8
NRGN	148.283	NRGN	133.3646
NRIP1	1830.9053	NRIP1	3117.0454
NRIP2	19.7711	NRIP2	167.4084
NRIP3	255.2029	NRIP3	46.8494
NRK	504.1623	NRK	180.5263
NRL	12.7888	NRL	20.3014
NRM	338.1894	NRM	168.3454
NRN1	168.3143	NRN1	1266.8072
NRP1	2236.7326	NRP1	6509.5651
NRP2	680.5411	NRP2	982.5876
NRSN2	1754.4225	NRSN2	465.9952
NRTN	6.2435	NRTN	9.3699
removed	removed	NRXN1	62.1535
NRXN2	40.3226	NRXN2	71.2111
NRXN3	48.6472	NRXN3	75.5837
NSA2	1330.1249	NSA2	2236.9017
NSD1	2149.0635	NSD1	2953.6972
