gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
ANO1	3739.2257	ANO1	11091.2911
ANO2	18.6267	ANO2	20.6264
ANO3	5.4785	ANO3	13.751
ANO4	15.3397	removed	removed
ANO5	26.6618	ANO5	80.5959
ANO6	4169.832	ANO6	3469.4423
ANO7	12.0526	ANO7	22.1543
ANO8	280.8619	ANO8	305.5768
ANO9	201.9722	ANO9	121.4668
ANP32A	2574.5069	ANP32A	2138.2735
ANP32B	1769.1746	ANP32B	2124.1406
ANP32E	717.3119	ANP32E	1128.7242
ANPEP	7533.9664	ANPEP	3795.6455
ANTXR1	3372.5347	ANTXR1	3881.971
ANTXR2	636.2308	ANTXR2	1075.2483
ANUBL1	323.5939	ANUBL1	244.0794
ANXA11	2963.1118	ANXA11	3557.2956
ANXA13	21.1833	ANXA13	9.9312
ANXA1	2515.3397	ANXA1	9938.5027
ANXA2P1	59.1673	ANXA2P1	51.9481
ANXA2P2	2970.0511	ANXA2P2	2748.2811
ANXA2	9948.1373	ANXA2	9237.5859
ANXA3	690.2849	ANXA3	1526.738
ANXA4	1376.187	ANXA4	1466.7685
ANXA5	6438.2761	ANXA5	6232.6203
ANXA6	3048.9408	ANXA6	4671.505
ANXA7	2946.6764	ANXA7	3167.3033
ANXA8L2	79.9854	ANXA8L2	542.3988
ANXA8	161.4317	ANXA8	1285.7143
ANXA9	787.8013	ANXA9	186.7838
AOAH	60.263	AOAH	95.4927
AOC2	9.8612	AOC2	37.8151
AOC3	1204.5289	AOC3	2503.0558
AOX1	208.5464	AOX1	367.0741
AP1AR	1073.046	AP1AR	685.6379
AP1B1	2640.2484	AP1B1	2734.9121
AP1G1	2095.3251	AP1G1	3058.0596
AP1G2	1630.6538	AP1G2	1036.4324
AP1M1	1169.1015	AP1M1	732.2383
AP1M2	2599.7078	AP1M2	1032.8495
AP1S1	922.5712	AP1S1	495.4163
AP1S2	228.2688	AP1S2	283.4225
AP1S3	94.9598	AP1S3	79.068
AP2A1	1896.019	AP2A1	1304.7173
AP2A2	2345.8729	AP2A2	1449.5798
AP2B1	8277.9401	AP2B1	6721.5432
AP2M1	4060.263	AP2M1	4449.9618
AP2S1	957.6333	AP2S1	758.2124
AP3B1	1801.6801	AP3B1	1304.4309
AP3B2	61.3587	AP3B2	103.5141
AP3D1	4319.2111	AP3D1	2641.7112
AP3M1	1695.0329	AP3M1	1479.7555
AP3M2	491.9649	AP3M2	503.0558
AP3S1	500.7305	AP3S1	695.9511
AP3S2	1813.1665	AP3S2	1603.369
AP4B1	271.6581	AP4B1	357.5019
AP4E1	340.3944	AP4E1	415.9664
AP4M1	507.7757	AP4M1	278.7662
AP4S1	77.4288	AP4S1	75.2483
APAF1	471.1468	APAF1	512.987
APBA1	121.2564	APBA1	681.4362
APBA2	18.992	APBA2	113.0634
APBA3	239.5909	APBA3	149.7326
APBB1IP	262.6004	APBB1IP	466.7685
APBB1	842.9511	APBB1	919.4041
APBB2	4181.8846	APBB2	1923.6058
APBB3	231.1907	APBB3	263.56
APC2	19.9196	removed	removed
APCDD1L	131.1176	APCDD1L	2078.686
APCDD1	376.187	APCDD1	2566.081
APC	834.5508	APC	1406.0351
APEH	2436.45	APEH	1565.317
APEX1	2595.3251	APEX1	2889.6104
APEX2	644.9963	APEX2	474.026
APH1A	6701.607	APH1A	4591.673
APH1B	873.2652	APH1B	956.0733
API5	3553.3236	API5	3096.6387
APIP	743.4405	APIP	283.7128
APITD1	197.1001	APITD1	143.1551
APLF	82.1768	APLF	107.7158
APLNR	589.8466	APLNR	579.8319
APLN	44.1928	APLN	82.8877
APLP1	86.9248	APLP1	67.6089
APLP2	18478.0862	APLP2	15360.9626
APOA1BP	2057.3411	APOA1BP	1058.4416
APOB48R	135.8656	APOB48R	96.6387
removed	removed	APOBEC2	5.7296
APOBEC3B	49.6713	APOBEC3B	76.8793
APOBEC3C	388.6048	APOBEC3C	559.5875
APOBEC3D	93.4989	APOBEC3D	93.5829
APOBEC3F	182.2498	APOBEC3F	238.3499
APOBEC3G	284.149	APOBEC3G	454.1635
APOB	8.0351	APOB	24.0642
APOC1	446.3112	APOC1	216.1956
APOC2	32.1402	APOC2	8.7853
APOD	6253.8349	APOD	21325.0573
APOE	1793.2798	APOE	1053.094
APOF	62.0891	removed	removed
APOL1	841.4901	APOL1	872.0397
APOL2	468.5902	APOL2	584.4156
APOL3	521.5486	APOL3	1036.2872
APOL4	421.4755	APOL4	330.4049
APOL6	1500.7305	APOL6	2260.1222
APOLD1	1339.664	APOLD1	1680.6723
APOM	51.1322	APOM	76.0848
APOOL	197.9547	APOOL	285.7143
APOO	270.2703	APOO	151.2605
APPBP2	1369.9781	APPBP2	1490.8327
APPL1	2119.4302	APPL1	2494.6524
APPL2	1643.5354	APPL2	1441.9404
APP	21692.4763	APP	44062.6432
APRT	868.1519	APRT	1310.9244
APTX	558.4368	APTX	510.3132
AQP11	47.1147	AQP11	34.7594
AQP1	4799.8028	AQP1	10660.7601
removed	removed	AQP2	9.5493
AQP3	562.4543	AQP3	969.8243
AQP4	31.0446	AQP4	74.4843
AQP5	40.1753	AQP5	517.5707
AQP6	12.7831	AQP6	15.6608
AQP7P1	8.4003	AQP7P1	56.9137
AQP7	79.6202	AQP7	341.1001
AQP9	14.244	AQP9	27.5019
AQPEP	11.3915	AQPEP	64.1482
AQR	1395.179	AQR	1331.5508
ARAF	1279.401	ARAF	1044.6906
ARAP1	2270.8802	ARAP1	2198.8885
ARAP2	213.2944	ARAP2	398.7777
ARAP3	352.8123	ARAP3	499.2361
ARCN1	7223.886	ARCN1	4284.9503
ARC	17.531	ARC	53.094
AREG	473.7034	AREG	278.0749
ARF1	13484.2951	ARF1	6961.8029
ARF3	4934.6238	ARF3	4512.987
ARF4	4995.9825	ARF4	3234.9121
ARF5	2277.9218	ARF5	1847.5477
ARF6	3537.6187	ARF6	3328.1131
ARFGAP1	1105.1863	ARFGAP1	888.4645
ARFGAP2	2149.7443	ARFGAP2	2062.6432
ARFGAP3	1689.1892	ARFGAP3	1522.9183
ARFGEF1	2144.0467	ARFGEF1	2002.4828
ARFGEF2	2426.2235	ARFGEF2	3267.7617
ARFIP1	1236.3039	ARFIP1	1116.1192
ARFIP2	2205.2593	ARFIP2	1519.4805
ARFRP1	400.2922	ARFRP1	383.1169
ARG2	125.7962	ARG2	177.4828
ARGLU1	1550.0365	ARGLU1	2677.6165
ARHGAP10	177.1366	ARHGAP10	368.984
ARHGAP11A	121.9869	ARHGAP11A	83.2697
ARHGAP11B	5.4785	ARHGAP11B	5.3476
ARHGAP12	1322.4982	ARHGAP12	1591.2911
ARHGAP15	59.1673	ARHGAP15	100.0764
ARHGAP17	1065.7414	ARHGAP17	1098.9305
ARHGAP18	1342.2206	ARHGAP18	705.5004
ARHGAP19	647.9182	ARHGAP19	1167.6853
ARHGAP1	4756.7568	ARHGAP1	3195.9511
ARHGAP20	63.55	ARHGAP20	299.8472
ARHGAP21	1639.1527	ARHGAP21	2512.605
ARHGAP22	27.027	ARHGAP22	50.0382
ARHGAP23	398.466	ARHGAP23	830.7869
ARHGAP24	166.9102	ARHGAP24	293.7357
ARHGAP25	242.1476	ARHGAP25	522.5363
ARHGAP26	601.534	ARHGAP26	1265.0879
ARHGAP27	449.233	ARHGAP27	708.518
ARHGAP28	113.2213	ARHGAP28	183.3461
ARHGAP29	2641.344	ARHGAP29	2851.0313
ARHGAP30	330.168	ARHGAP30	393.4301
ARHGAP31	593.8641	ARHGAP31	1087.0894
ARHGAP32	3978.4514	ARHGAP32	2161.1917
ARHGAP33	277.5749	ARHGAP33	148.2047
ARHGAP36	153.3966	ARHGAP36	1364.7823
ARHGAP39	349.5252	ARHGAP39	204.7364
ARHGAP42	339.6165	ARHGAP42	189.0756
ARHGAP4	258.2177	ARHGAP4	283.8044
ARHGAP5	2673.8495	ARHGAP5	4074.8663
ARHGAP6	68.298	ARHGAP6	184.8739
ARHGAP8	517.9584	ARHGAP8	485.1948
ARHGAP9	58.4368	ARHGAP9	82.5057
ARHGDIA	4482.8342	ARHGDIA	3200.5348
ARHGDIB	4678.5975	ARHGDIB	3616.8831
ARHGEF10L	1446.6764	ARHGEF10L	1321.6196
ARHGEF10	654.4923	ARHGEF10	1160.4278
ARHGEF11	1794.0102	ARHGEF11	1391.1383
ARHGEF12	8248.7217	ARHGEF12	7028.6478
ARHGEF15	363.4039	ARHGEF15	551.5661
ARHGEF16	468.9554	ARHGEF16	203.2086
ARHGEF17	1698.3199	ARHGEF17	1746.3713
ARHGEF18	1425.1278	ARHGEF18	812.8342
ARHGEF19	551.8627	ARHGEF19	525.2101
ARHGEF1	1341.1249	ARHGEF1	951.4897
ARHGEF2	4724.9817	ARHGEF2	1561.8793
ARHGEF33	9.496	ARHGEF33	21.0084
ARHGEF35	1017.531	ARHGEF35	904.8892
ARHGEF37	1315.1936	ARHGEF37	2609.6257
ARHGEF38	68.298	ARHGEF38	77.5401
ARHGEF3	1635.1351	ARHGEF3	1114.2093
ARHGEF4	69.7589	ARHGEF4	160.0458
ARHGEF5	788.897	ARHGEF5	595.1108
ARHGEF6	1357.195	ARHGEF6	3220.3972
ARHGEF7	1145.3616	ARHGEF7	1659.2819
ARHGEF9	411.9795	ARHGEF9	1246.7532
ARID1A	3894.8137	ARID1A	2764.3239
ARID1B	2334.5508	ARID1B	3009.1673
ARID2	1271.0007	ARID2	1156.6081
ARID3A	51.8627	ARID3A	29.4118
ARID3B	124.9087	ARID3B	114.5913
ARID4A	642.0745	ARID4A	905.2712
ARID4B	2191.9284	ARID4B	1659.8739
ARID5A	903.214	ARID5A	2569.5187
ARID5B	2129.2915	ARID5B	3957.2193
ARIH1	1977.721	ARIH1	2234.9121
ARIH2	1283.382	ARIH2	1697.479
ARL10	21.5486	ARL10	74.1024
ARL11	27.7575	ARL11	24.0642
ARL13B	265.157	ARL13B	260.5042
ARL15	529.5836	ARL15	652.7884
ARL16	432.4324	ARL16	442.3224
ARL17A	109.9087	ARL17A	124.6409
removed	removed	ARL17B	7.7387
ARL1	3460.9204	ARL1	2436.2108
ARL2BP	921.4755	ARL2BP	1437.3568
ARL2	485.3908	ARL2	841.1001
ARL3	793.2798	ARL3	626.0504
ARL4A	801.6801	ARL4A	1914.8205
ARL4C	838.9335	ARL4C	3331.9328
ARL4D	97.1512	ARL4D	164.2475
ARL5A	957.6333	ARL5A	915.5844
ARL5B	221.3294	ARL5B	308.2506
ARL6IP1	5561.7239	ARL6IP1	3696.3331
ARL6IP4	1041.6362	ARL6IP4	1238.7319
ARL6IP5	5056.6107	ARL6IP5	5087.0894
ARL6IP6	403.9445	ARL6IP6	313.9801
ARL6	99.3426	ARL6	79.068
ARL8A	1627.4653	ARL8A	1024.8281
ARL8B	2466.3988	ARL8B	2055.3858
removed	removed	ARL9	6.4935
ARMC10	907.9036	ARMC10	678.5943
ARMC1	627.1001	ARMC1	733.7662
ARMC2	54.4193	ARMC2	61.8793
ARMC3	100.8035	removed	removed
removed	removed	ARMC4	14.1329
ARMC5	349.8904	ARMC5	242.5516
ARMC6	505.0804	ARMC6	466.3827
ARMC7	327.6114	ARMC7	272.3453
ARMC8	658.8751	ARMC8	783.4225
ARMC9	392.2571	ARMC9	237.5859
ARMCX1	1475.5296	ARMCX1	943.4683
ARMCX2	2530.6793	ARMCX2	891.5202
ARMCX3	3438.2761	ARMCX3	1753.2468
ARMCX5	463.477	ARMCX5	577.1581
ARMCX6	349.5252	ARMCX6	234.1482
ARNT2	8141.7093	ARNT2	438.5027
ARNTL2	17.531	ARNTL2	34.7594
ARNTL	313.7327	ARNTL	242.9335
ARNT	1942.2936	ARNT	1633.6898
ARPC1A	2842.0343	ARPC1A	2134.0718
ARPC1B	1483.7509	ARPC1B	817.4179
ARPC2	3242.5128	ARPC2	3137.5095
ARPC3	2853.5427	ARPC3	2292.5898
ARPC4	2552.2206	ARPC4	2326.4668
ARPC5L	591.6728	ARPC5L	443.0863
ARPC5	2829.4375	ARPC5	2420.932
ARPM1	186.6326	ARPM1	40.107
ARPP19	3726.4427	ARPP19	4131.398
ARRB1	607.0124	ARRB1	1052.712
ARRB2	333.0898	ARRB2	463.3308
ARRDC1	652.6662	ARRDC1	506.1115
ARRDC2	514.9744	ARRDC2	608.4798
ARRDC3	2180.4237	ARRDC3	8026.738
ARRDC4	771.7312	ARRDC4	1847.5936
ARSA	487.2169	ARSA	380.8251
ARSB	197.5895	ARSB	200.5348
ARSD	5491.2345	ARSD	2839.1902
ARSE	22.6443	ARSE	43.5447
ARSG	443.3893	ARSG	247.1352
ARSH	7.6698	ARSH	10.3132
ARSI	32.8707	ARSI	24.8281
ARSJ	67.5676	ARSJ	183.3461
ARSK	101.1687	ARSK	174.5607
removed	removed	ART3	9.9312
removed	removed	ART4	11.4591
ART5	9.1308	ART5	24.0642
ARTN	18.6267	ARTN	8.7853
ARV1	818.4806	ARV1	380.8251
ARVCF	473.3382	ARVCF	420.932
AR	1572.3156	AR	568.3728
AS3MT	195.0329	AS3MT	281.1306
ASAH1	9836.3769	ASAH1	4505.3476
ASAH2B	15.3397	ASAH2B	12.987
ASAH2	8.4003	removed	removed
ASAM	234.1125	ASAM	744.0794
ASAP1	822.1329	ASAP1	902.9794
ASAP2	607.3776	ASAP2	800.9931
ASAP3	1226.8079	ASAP3	1157.754
removed	removed	ASB12	5.9015
ASB13	3611.3952	ASB13	871.2758
ASB14	14.9744	ASB14	16.8067
ASB16	36.534	ASB16	15.7448
ASB1	380.8583	ASB1	853.7739
ASB2	13.1483	ASB2	48.1283
ASB3	411.6143	ASB3	370.1299
ASB6	717.4361	ASB6	809.7364
ASB7	494.5215	ASB7	561.8793
ASB8	886.0482	ASB8	977.8457
ASB9	173.1191	ASB9	25.974
ASCC1	379.8393	ASCC1	435.8289
ASCC2	1118.3346	ASCC2	1003.0558
ASCC3	1163.9883	ASCC3	1177.9985
ASCL2	59.1673	ASCL2	15.2788
ASCL4	5.4785	removed	removed
ASF1A	475.1644	ASF1A	539.343
ASF1B	175.3104	ASF1B	58.0596
removed	removed	ASGR1	12.605
ASH1L	4625.7633	ASH1L	4000.107
ASH2L	1112.8561	ASH2L	1158.8999
ASL	497.4434	ASL	369.7479
ASMTL	709.2586	ASMTL	666.1574
ASNA1	1414.1709	ASNA1	795.2636
ASNSD1	1038.7144	ASNSD1	1288.0061
ASNS	426.954	ASNS	429.3354
ASPA	15.7049	ASPA	56.5317
ASPHD1	39.8101	ASPHD1	24.4461
ASPHD2	65.3762	ASPHD2	40.107
ASPH	11885.4127	ASPH	7125.8556
ASPM	163.2579	ASPM	29.7937
ASPN	786.7056	ASPN	107.7158
ASPRV1	52.3703	ASPRV1	80.7257
ASPSCR1	316.2893	ASPSCR1	189.4576
ASRGL1	696.1286	ASRGL1	155.0802
ASS1	1690.6501	ASS1	1878.9152
ASTE1	264.2915	ASTE1	337.7426
ASTL	8.0351	removed	removed
ASTN1	29.2184	ASTN1	59.2055
ASTN2	195.7633	ASTN2	274.2552
ASXL1	1955.8072	ASXL1	2565.317
ASXL2	753.8349	ASXL2	1010.3132
ASXL3	5.8437	ASXL3	33.9954
ATAD1	1075.6026	ATAD1	1449.5798
ATAD2B	369.6129	ATAD2B	362.8724
ATAD2	1253.4697	ATAD2	437.7387
ATAD3A	367.4215	ATAD3A	292.2078
ATAD3B	164.3535	ATAD3B	138.6555
ATAD3C	159.6056	ATAD3C	198.6249
ATAD5	92.038	ATAD5	99.6944
ATE1	257.8524	ATE1	343.3919
ATF1	544.1928	ATF1	583.6516
ATF2	536.1578	ATF2	656.9901
ATF3	726.0774	ATF3	3245.2254
ATF4	5386.4134	ATF4	5631.016
ATF5	864.1344	ATF5	601.6043
ATF6B	2354.6384	ATF6B	1862.4905
ATF6	2462.0161	ATF6	1674.5607
ATF7IP2	76.3331	ATF7IP2	62.6432
ATF7IP	1243.6085	ATF7IP	1580.5959
ATF7	2000.179	ATF7	2562.5554
ATG10	72.3156	ATG10	88.2353
ATG12	535.7925	ATG12	527.1199
ATG16L1	1913.4405	ATG16L1	762.0321
ATG16L2	335.9788	ATG16L2	251.8793
ATG2A	1218.7728	ATG2A	890.3743
ATG2B	951.7896	ATG2B	1601.9862
ATG3	636.9613	ATG3	659.2819
ATG4A	260.7743	ATG4A	228.4186
ATG4B	820.3068	ATG4B	653.9343
ATG4C	134.0394	ATG4C	180.6723
ATG4D	409.7261	ATG4D	221.249
ATG5	806.428	ATG5	817.4179
ATG7	683.992	ATG7	673.9496
ATG9A	1079.2403	ATG9A	1412.903
ATG9B	13.7582	ATG9B	13.2964
ATHL1	491.9649	ATHL1	459.5111
ATIC	2014.9744	ATIC	1189.4576
ATL1	338.5683	ATL1	567.9908
ATL2	1175.6757	ATL2	3381.589
ATL3	631.4828	ATL3	553.4759
ATMIN	1527.027	ATMIN	2188.6937
ATM	1476.9869	ATM	1745.6073
ATN1	4411.6143	ATN1	6378.9152
ATOH8	43.8276	ATOH8	220.7792
ATOX1	726.4427	ATOX1	540.107
ATP10A	181.5194	ATP10A	245.6073
removed	removed	ATP10B	28.6478
ATP10D	281.5924	ATP10D	498.4721
ATP11A	458.729	ATP11A	889.2284
ATP11B	643.1702	ATP11B	1653.1704
ATP11C	574.1417	ATP11C	732.6203
removed	removed	ATP12A	5.3476
ATP13A1	1662.5274	ATP13A1	1136.3636
ATP13A2	2590.2118	ATP13A2	957.6012
ATP13A3	1736.3039	ATP13A3	1783.4225
ATP13A4	161.0665	ATP13A4	923.6058
ATP13A5	72.6808	ATP13A5	822.0015
ATP1A1	16991.5814	ATP1A1	25939.2475
ATP1A2	85.0986	ATP1A2	240.2597
ATP1A3	35.0621	ATP1A3	5.3476
ATP1A4	28.8532	ATP1A4	6.1115
ATP1B1	13825.0548	ATP1B1	7241.8411
ATP1B2	70.1242	ATP1B2	199.7708
ATP1B3	607.3776	ATP1B3	1176.8526
ATP2A2	5373.6304	ATP2A2	4831.9328
ATP2A3	1174.2148	ATP2A3	724.9809
ATP2B1	1311.5413	ATP2B1	1747.8992
removed	removed	ATP2B2	25.5921
ATP2B4	1852.8123	ATP2B4	4453.7815
ATP2C1	3034.1015	ATP2C1	2920.0879
ATP2C2	338.9335	ATP2C2	196.715
ATP5A1	9123.4478	ATP5A1	11355.615
ATP5B	9638.057	ATP5B	9710.848
ATP5C1	2215.1205	ATP5C1	2406.0351
ATP5D	738.4953	ATP5D	583.2697
ATP5EP2	20.4529	ATP5EP2	21.0084
ATP5E	2779.0358	ATP5E	2884.2628
ATP5F1	2471.8773	ATP5F1	2464.4767
ATP5G1	526.6618	ATP5G1	576.3942
ATP5G2	4546.019	ATP5G2	5981.2834
ATP5G3	1639.5179	ATP5G3	2103.8961
ATP5H	1490.504	ATP5H	1401.0695
ATP5I	816.0884	ATP5I	778.1398
ATP5J2	956.9028	ATP5J2	588.9992
ATP5J	1057.4836	ATP5J	1181.7112
ATP5L	2812.2717	ATP5L	2598.9305
ATP5O	2211.103	ATP5O	2959.5111
ATP5SL	973.3382	ATP5SL	875.0955
ATP5S	119.065	ATP5S	163.1016
ATP6AP1L	90.5771	ATP6AP1L	80.9778
ATP6AP1	4160.336	ATP6AP1	2950.7257
ATP6AP2	3431.3367	ATP6AP2	3419.4041
ATP6V0A1	1410.8839	ATP6V0A1	1612.2995
ATP6V0A2	603.7253	ATP6V0A2	488.9228
ATP6V0A4	20.4529	ATP6V0A4	292.1276
ATP6V0B	1664.7188	ATP6V0B	909.8549
ATP6V0C	2298.9518	ATP6V0C	1452.5439
ATP6V0D1	1232.6516	ATP6V0D1	1296.4095
ATP6V0D2	29.2184	ATP6V0D2	7.6394
ATP6V0E1	2554.7845	ATP6V0E1	2120.3209
ATP6V0E2	1043.0716	ATP6V0E2	789.45
ATP6V1A	1616.8736	ATP6V1A	2330.7869
ATP6V1B1	138.4222	ATP6V1B1	1634.4538
ATP6V1B2	1419.2841	ATP6V1B2	1743.6975
ATP6V1C1	1661.0665	ATP6V1C1	1739.8778
ATP6V1C2	67.4215	ATP6V1C2	77.712
ATP6V1D	1170.5625	ATP6V1D	738.7319
ATP6V1E1	2040.9058	ATP6V1E1	1868.602
ATP6V1E2	63.1848	ATP6V1E2	102.7502
ATP6V1F	1034.6932	ATP6V1F	914.8167
ATP6V1G1	2968.225	ATP6V1G1	2218.8694
ATP6V1G2	14.9744	ATP6V1G2	25.974
ATP6V1H	1107.3776	ATP6V1H	1187.9297
ATP7A	681.5194	ATP7A	803.6669
ATP7B	384.2221	ATP7B	247.5172
ATP8A1	273.1921	ATP8A1	649.3506
ATP8A2	13.5135	ATP8A2	10.6952
ATP8B1	4150.3652	ATP8B1	1288.2162
ATP8B2	1673.8495	ATP8B2	1051.1841
ATP8B3	48.5756	ATP8B3	9.5493
ATP8B4	72.3156	ATP8B4	100.4584
ATP8B5P	32.5055	ATP8B5P	21.7723
ATP9A	2348.0643	ATP9A	2762.796
ATP9B	603.3601	ATP9B	671.505
ATPAF1	1269.2841	ATPAF1	1136.0924
ATPAF2	288.7473	ATPAF2	213.0138
ATPBD4	92.7684	ATPBD4	184.11
ATPIF1	775.3835	ATPIF1	715.8136
ATRIP	471.5924	ATRIP	284.2208
ATRNL1	59.5325	ATRNL1	109.2437
ATRN	2429.8758	ATRN	3011.8411
ATRX	2474.7991	ATRX	3083.2697
ATR	1013.8787	ATR	1092.055
ATXN10	2718.0424	ATXN10	2432.0092
ATXN1L	1097.7757	ATXN1L	2219.6333
ATXN1	1329.8028	ATXN1	1113.4454
ATXN2L	2110.6647	ATXN2L	1946.5241
ATXN2	986.4865	ATXN2	776.929
ATXN3	475.1644	ATXN3	598.9305
ATXN7L1	375.4565	ATXN7L1	333.8426
ATXN7L2	56.9759	ATXN7L2	87.8533
ATXN7L3B	2441.198	ATXN7L3B	4673.7968
ATXN7L3	1376.5522	ATXN7L3	1126.4324
ATXN7	1114.317	ATXN7	1078.304
AUH	376.187	AUH	301.3751
AUP1	1733.8678	AUP1	1421.8526
AURKAIP1	702.7027	AURKAIP1	542.7807
AURKAPS1	5.1132	AURKAPS1	6.4935
AURKA	84.3682	AURKA	39.343
AURKB	17.8963	AURKB	20.6264
AURKC	10.5917	AURKC	8.4034
AUTS2	3076.6983	AUTS2	2695.9511
AVEN	99.7078	AVEN	114.5913
AVIL	16.0701	AVIL	35.9053
AVL9	468.5902	AVL9	402.5974
AVPI1	97.1512	AVPI1	220.0153
AVPR1A	25.2009	AVPR1A	58.0596
AVPR2	17.1658	AVPR2	42.0168
AXIN1	943.7546	AXIN1	576.7762
AXIN2	215.4858	AXIN2	390.8976
AXL	702.7027	AXL	1250.191
AZGP1	184622.7173	AZGP1	23556.5317
AZI1	289.9927	AZI1	177.6165
AZI2	896.2747	AZI2	1038.1971
AZIN1	3335.2812	AZIN1	3627.9603
AZU1	8.4003	removed	removed
B2M	14776.4792	B2M	38069.1367
B3GALNT1	353.1775	B3GALNT1	474.026
B3GALNT2	481.6874	B3GALNT2	552.9335
B3GALT1	6.9394	B3GALT1	38.961
B3GALT2	6.2089	B3GALT2	11.8411
B3GALT4	184.4412	B3GALT4	152.7884
B3GALT5	241.4171	B3GALT5	326.9672
B3GALT6	628.9262	B3GALT6	543.9267
B3GALTL	212.1987	B3GALTL	303.6669
B3GAT1	25.5661	B3GAT1	170.3591
B3GAT2	11.45	B3GAT2	17.3568
B3GAT3	513.1483	B3GAT3	429.7173
B3GNT1	520.0877	B3GNT1	708.1742
B3GNT2	1426.954	B3GNT2	1631.398
B3GNT3	45.2885	B3GNT3	592.055
B3GNT5	134.7699	B3GNT5	648.9687
B3GNT7	52.9584	B3GNT7	103.8961
B3GNT8	31.0446	B3GNT8	49.2743
B3GNT9	213.0898	B3GNT9	259.2361
B3GNTL1	65.7743	B3GNTL1	54.8663
B4GALNT1	10.7889	B4GALNT1	36.2987
B4GALNT2	10.2264	B4GALNT2	12.987
B4GALNT3	70.1242	B4GALNT3	106.1879
B4GALNT4	579.2549	B4GALNT4	265.0879
B4GALT1	4001.0957	B4GALT1	4841.1001
B4GALT2	790.7232	B4GALT2	791.4439
B4GALT3	2111.7604	B4GALT3	846.0657
B4GALT4	424.3974	B4GALT4	406.0351
B4GALT5	1222.4251	B4GALT5	1957.9832
B4GALT6	54.7845	B4GALT6	232.6203
B4GALT7	502.1914	B4GALT7	354.4691
B9D1	171.4974	B9D1	142.7196
B9D2	91.9942	B9D2	56.4286
BAALC	24.1052	BAALC	101.9862
BACE1	803.5062	BACE1	1453.3995
BACE2	2177.1366	BACE2	920.55
BACH1	1060.6282	BACH1	1102.3682
BACH2	151.5705	BACH2	591.673
BAD	876.5778	BAD	483.7777
BAG1	982.9657	BAG1	1175.3514
BAG2	109.2038	BAG2	77.9221
BAG3	1262.9657	BAG3	1385.4087
BAG4	255.2958	BAG4	274.6371
BAG5	1545.2885	BAG5	1994.6524
BAHCC1	441.9284	BAHCC1	531.3216
BAHD1	914.9014	BAHD1	726.1268
BAI1	39.8101	BAI1	48.1283
BAI2	168.7363	BAI2	126.4324
BAI3	6.5741	BAI3	14.5149
BAIAP2L1	1672.3886	BAIAP2L1	633.3079
removed	removed	BAIAP2L2	10.3132
BAIAP2	1104.821	BAIAP2	823.4989
BAIAP3	509.569	BAIAP3	341.2834
BAK1	224.9817	BAK1	234.1482
BAMBI	2266.9832	BAMBI	1178.7624
BANF1	1759.3134	BANF1	1601.2223
BANK1	107.7429	BANK1	41.2529
BANP	196.4938	BANP	192.8953
BAP1	1539.4449	BAP1	1552.712
BARD1	63.9153	BARD1	93.9649
BARX2	619.065	BARX2	1728.8006
BASP1	406.8663	BASP1	119.1749
BAT1	5479.1819	BAT1	5948.4339
BAT2L1	5952.7319	BAT2L1	8330.2979
BAT2L2	6221.3294	BAT2L2	5660.0458
BAT2	6027.027	BAT2	6236.822
BAT3	3873.9956	BAT3	3751.6463
BAT4	301.6837	BAT4	338.0443
BAT5	847.6991	BAT5	603.5141
BATF2	35.0621	BATF2	124.5225
BATF3	7.3046	BATF3	12.987
BATF	108.8386	BATF	74.4843
BAX	402.1183	BAX	291.0619
BAZ1A	1024.8356	BAZ1A	864.0183
BAZ1B	3214.0248	BAZ1B	1954.9274
BAZ2A	3290.4675	BAZ2A	3583.1283
BAZ2B	1151.6326	BAZ2B	1568.7089
BBC3	243.6085	BBC3	97.0206
BBOX1	148.6486	BBOX1	902.5974
BBS10	353.908	BBS10	655.0802
BBS12	168.7363	BBS12	229.9465
BBS1	1706.355	BBS1	1332.0894
BBS2	856.8298	BBS2	1397.2498
BBS4	490.1388	BBS4	449.1979
BBS5	258.9481	BBS5	274.1673
BBS7	163.9883	BBS7	277.6929
BBS9	380.935	BBS9	437.7387
BBX	5549.3061	BBX	2744.4614
BCAM	6983.9299	BCAM	4525.5921
BCAN	37.6187	BCAN	197.479
BCAP29	2463.1118	BCAP29	1113.8273
BCAP31	3314.8283	BCAP31	3450.3438
BCAR1	812.637	BCAR1	856.7609
BCAR3	1071.2089	BCAR3	766.9977
BCAS1	512.4178	BCAS1	119.1749
BCAS2	634.1271	BCAS2	766.6387
BCAS3	619.4302	BCAS3	738.7319
BCAS4	452.5201	BCAS4	354.0871
BCAT1	119.4302	BCAT1	145.5309
BCAT2	728.634	BCAT2	385.4087
BCCIP	1264.5836	BCCIP	909.9771
BCDIN3D	328.6669	BCDIN3D	238.9916
BCHE	9.496	BCHE	51.1841
BCKDHA	1405.5405	BCKDHA	855.2597
BCKDHB	496.7129	BCKDHB	553.8579
BCKDK	1345.8729	BCKDK	929.3354
BCL10	598.2469	BCL10	606.9519
BCL11A	214.7553	BCL11A	450.7257
BCL11B	75.9679	BCL11B	160.4278
BCL2A1	23.0095	BCL2A1	29.7937
