gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
ANO7	11.605	ANO7	5.618
ANO8	186.3621	ANO8	174.9599
ANO9	188.0687	removed	removed
ANP32A	2228.495	ANP32A	1906.9021
ANP32B	4005.7615	ANP32B	2098.3146
ANP32E	980.6197	ANP32E	775.2809
ANPEP	672.7468	ANPEP	1268.8604
ANTXR1	9608.9126	ANTXR1	7782.1027
ANTXR2	959.4577	ANTXR2	6251.6051
ANUBL1	77.8215	ANUBL1	159.7111
ANXA11	2810.4499	ANXA11	5439.4061
ANXA1	2593.3688	ANXA1	31371.5891
ANXA2P1	89.0852	ANXA2P1	172.5522
ANXA2P2	6247.2268	ANXA2P2	10503.6116
removed	removed	ANXA2P3	5.2167
ANXA2	20334.2913	ANXA2	32274.4783
ANXA3	353.6102	ANXA3	868.7801
ANXA4	1888.1964	ANXA4	1853.13
ANXA5	6559.1956	ANXA5	34367.9775
ANXA6	5227.0136	ANXA6	12775.6822
ANXA7	2491.3133	ANXA7	4530.0963
ANXA8L2	45.0546	removed	removed
ANXA8	194.2125	removed	removed
ANXA9	356.3407	ANXA9	15.6501
AOAH	130.7265	AOAH	70.2247
AOC2	9.2157	AOC2	335.0722
AOC3	681.6211	AOC3	34328.2504
AOX1	64.51	AOX1	3550.5618
AP1AR	468.9772	AP1AR	304.1734
AP1B1	2171.4941	AP1B1	1449.0369
AP1G1	3032.9922	AP1G1	2823.8363
AP1G2	2982.4185	AP1G2	230.7384
AP1M1	965.2602	AP1M1	1356.3403
AP1M2	2556.5059	removed	removed
AP1S1	774.8022	AP1S1	201.4446
AP1S2	357.706	AP1S2	810.5939
AP1S3	87.0373	AP1S3	10.0321
AP2A1	5498.5016	AP2A1	1356.882
AP2A2	1368.7035	AP2A2	2107.5441
AP2B1	4268.2386	AP2B1	6274.077
AP2M1	7135.0067	AP2M1	4605.1364
AP2S1	1930.5204	AP2S1	819.0209
AP3B1	1602.5094	AP3B1	1601.1236
AP3B2	370.335	AP3B2	9.2295
AP3D1	3977.0904	AP3D1	1873.5955
AP3M1	1124.3165	AP3M1	2287.7207
AP3M2	638.2732	AP3M2	577.4478
AP3S1	1028.4049	AP3S1	1811.3965
AP3S2	6038.1121	AP3S2	2736.7536
AP4B1	353.7057	AP4B1	381.1998
AP4E1	294.22	AP4E1	489.1653
AP4M1	280.7037	AP4M1	224.4583
AP4S1	101.0315	AP4S1	103.13
APAF1	642.3691	APAF1	575.4414
APBA1	79.1868	APBA1	287.3194
APBA2	140.6249	removed	removed
APBA3	194.8952	APBA3	59.7913
APBB1IP	413.0003	APBB1IP	2024.077
APBB1	315.7234	APBB1	411.7175
APBB2	3063.3699	APBB2	4988.764
APBB3	207.8654	APBB3	146.87
APCDD1L	27.6471	APCDD1L	10.8347
APCDD1	434.8449	APCDD1	3288.122
APC	705.1724	APC	1990.3692
APEH	2994.0815	APEH	678.1701
APEX1	3966.8508	APEX1	1575.4414
APEX2	930.4453	APEX2	292.9374
APH1A	5564.923	APH1A	2403.6918
APH1B	347.4664	APH1B	650.4815
API5	2159.2065	API5	2638.8443
APIP	423.6018	APIP	574.2777
APITD1	155.6124	APITD1	69.0209
APLF	51.881	APLF	106.3403
APLNR	1066.9743	APLNR	1356.3403
APLN	265.5489	APLN	20.0642
APLP1	48.1265	APLP1	10.8347
APLP2	5845.4901	APLP2	13024.4783
APOA1BP	2047.594	APOA1BP	741.573
APOB48R	232.782	APOB48R	24.8796
APOBEC3A	66.5579	APOBEC3A	19.7632
APOBEC3B	464.54	removed	removed
APOBEC3C	213.6679	APOBEC3C	252.4077
APOBEC3D	110.2472	APOBEC3D	59.7913
APOBEC3F	242.6803	APOBEC3F	73.435
APOBEC3G	399.0061	APOBEC3G	159.7111
APOBEC3H	29.6951	APOBEC3H	6.8218
removed	removed	APOB	1169.7432
APOC1	3251.78	APOC1	134.4302
APOC2	296.268	APOC2	8.427
APOD	707.2203	APOD	20331.0594
APOE	6652.0353	APOE	527.6886
APOL1	4039.8938	APOL1	1184.1894
APOL2	1638.6896	APOL2	640.8507
APOL3	848.1866	APOL3	1792.5361
APOL4	554.6492	APOL4	1046.9502
APOL6	1928.8138	APOL6	16157.7047
APOLD1	223.9076	APOLD1	3952.2472
APOM	37.8868	APOM	43.74
APOOL	159.3976	APOOL	407.3034
APOO	333.4721	APOO	128.0096
APPBP2	2363.6587	APPBP2	2137.6404
APPL1	1244.1207	APPL1	1920.1445
APPL2	885.732	APPL2	1248.7961
APP	14129.7299	APP	14218.6998
APRT	2406.6653	APRT	501.2039
APTX	506.864	APTX	440.61
AQP11	21.162	AQP11	53.7721
AQP1	1631.8631	AQP1	14550.0803
AQP3	61.4381	AQP3	82.6645
removed	removed	AQP7P1	1095.9069
removed	removed	AQP7P3	191.4125
AQP7	10.9223	AQP7	6006.8218
AQP9	331.7655	AQP9	49.7592
AQPEP	11.2636	AQPEP	1374.6308
AQR	779.2394	AQR	1411.7175
ARAF	1583.3953	ARAF	1190.2087
ARAP1	2550.5738	ARAP1	1408.435
ARAP2	435.8689	ARAP2	235.9551
ARAP3	191.1406	ARAP3	652.0867
ARCN1	3534.0538	ARCN1	5950.6421
ARC	29.3537	ARC	37.3194
AREG	3115.5923	AREG	67.4157
ARF1	19523.3089	ARF1	6105.939
ARF3	7618.6608	ARF3	3146.0674
ARF4	6040.7266	ARF4	4798.1541
ARF5	3029.9033	ARF5	1162.8692
ARF6	5190.8334	ARF6	2270.8668
ARFGAP1	2524.4216	ARFGAP1	353.5313
ARFGAP2	1818.2253	ARFGAP2	1297.3515
ARFGAP3	1720.9483	ARFGAP3	1059.39
ARFGEF1	2959.014	ARFGEF1	1809.39
ARFGEF2	3323.1164	ARFGEF2	2268.4591
ARFIP1	813.713	ARFIP1	969.5024
ARFIP2	1522.2986	ARFIP2	505.618
ARFRP1	660.1178	ARFRP1	234.3499
ARG2	120.9613	ARG2	427.0104
ARGLU1	2184.8057	ARGLU1	2674.5586
ARHGAP10	310.9448	ARHGAP10	1189.4061
ARHGAP11A	295.5853	ARHGAP11A	93.0979
ARHGAP11B	12.2876	removed	removed
ARHGAP12	947.5114	ARHGAP12	1206.26
ARHGAP15	90.4505	ARHGAP15	75.4414
ARHGAP17	966.2842	ARHGAP17	1629.2135
ARHGAP18	601.7517	ARHGAP18	953.451
ARHGAP19	220.153	ARHGAP19	380.4173
ARHGAP1	4453.2354	ARHGAP1	4079.8555
ARHGAP20	80.5521	ARHGAP20	784.1091
ARHGAP21	1417.5126	ARHGAP21	6223.9165
ARHGAP22	78.5042	ARHGAP22	31.3002
ARHGAP23	371.7003	ARHGAP23	803.3708
ARHGAP24	246.0936	ARHGAP24	624.3981
ARHGAP25	372.3829	ARHGAP25	438.6035
ARHGAP26	336.2027	ARHGAP26	983.9486
ARHGAP27	419.8267	ARHGAP27	323.8002
ARHGAP28	82.6001	ARHGAP28	335.4735
ARHGAP29	3022.0699	ARHGAP29	4294.5425
ARHGAP30	668.9922	ARHGAP30	467.496
ARHGAP31	747.4964	ARHGAP31	2686.9984
ARHGAP32	1387.1349	ARHGAP32	1135.634
ARHGAP33	220.4944	ARHGAP33	52.9695
ARHGAP39	232.4407	ARHGAP39	18.0578
ARHGAP42	53.5876	ARHGAP42	485.5498
ARHGAP4	597.9971	ARHGAP4	145.2648
ARHGAP5	1601.8268	ARHGAP5	2583.0658
ARHGAP6	47.1025	ARHGAP6	365.5698
ARHGAP8	487.8557	ARHGAP8	17.6565
ARHGAP9	135.5051	ARHGAP9	81.862
ARHGDIA	3945.6888	ARHGDIA	3269.2616
ARHGDIB	3176.3477	ARHGDIB	2587.8812
removed	removed	ARHGDIG	29.695
ARHGEF10L	651.2434	ARHGEF10L	569.4222
ARHGEF10	395.5928	ARHGEF10	2255.618
ARHGEF11	1721.2897	ARHGEF11	1397.6726
ARHGEF12	3689.0142	ARHGEF12	5611.9583
ARHGEF15	277.1539	ARHGEF15	1778.0899
ARHGEF16	579.907	ARHGEF16	22.8732
ARHGEF17	1059.4652	ARHGEF17	1076.6453
ARHGEF18	842.3841	ARHGEF18	389.2456
ARHGEF19	383.9879	ARHGEF19	25.6822
ARHGEF1	1408.6382	ARHGEF1	645.2648
ARHGEF2	1646.1987	ARHGEF2	2219.1011
ARHGEF33	12.2876	ARHGEF33	12.4398
ARHGEF35	332.4482	ARHGEF35	110.3531
ARHGEF37	594.9252	ARHGEF37	397.6726
ARHGEF38	75.091	removed	removed
ARHGEF3	1038.9859	ARHGEF3	1032.9053
ARHGEF4	58.0248	ARHGEF4	190.61
ARHGEF5	250.8721	ARHGEF5	137.6404
ARHGEF6	439.2821	ARHGEF6	9620.7865
ARHGEF7	1712.0739	ARHGEF7	3246.7897
ARHGEF9	778.8981	ARHGEF9	550.1605
ARID1A	3610.51	ARID1A	2229.5345
ARID1B	1385.7696	ARID1B	1853.9326
ARID2	794.2576	ARID2	1006.8218
ARID3A	97.9596	ARID3A	46.1477
ARID3B	89.0852	ARID3B	77.4478
ARID4A	664.555	ARID4A	1009.6308
ARID4B	1831.5368	ARID4B	1179.7753
ARID5A	776.8501	ARID5A	207.0626
ARID5B	1498.0647	ARID5B	4945.0241
ARIH1	1136.9454	ARIH1	2476.3242
ARIH2	1400.7878	ARIH2	1496.7897
ARL10	15.7008	ARL10	62.6003
ARL11	359.0713	ARL11	22.8732
ARL13B	231.758	ARL13B	274.4783
ARL15	294.5614	ARL15	366.3724
ARL16	217.4225	ARL16	263.6437
ARL17A	103.8064	ARL17A	70.6982
ARL1	2390.6232	ARL1	2447.4318
ARL2BP	1505.5738	ARL2BP	2658.9085
ARL2	893.2411	ARL2	1205.8587
ARL3	767.6344	ARL3	508.0257
ARL4A	208.2068	ARL4A	592.6966
ARL4C	1519.2267	ARL4C	540.931
ARL4D	137.8943	ARL4D	155.6982
ARL5A	678.5492	ARL5A	1132.4238
ARL5B	211.62	ARL5B	326.244
ARL6IP1	6302.8623	ARL6IP1	6395.2648
ARL6IP4	2081.385	ARL6IP4	514.4462
ARL6IP5	4790.1208	ARL6IP5	9161.3162
ARL6IP6	207.5241	ARL6IP6	216.6934
ARL6	72.7017	ARL6	104.3339
ARL8A	2523.739	ARL8A	886.4366
ARL8B	6048.2357	ARL8B	2936.1958
ARMC10	548.147	ARMC10	740.8708
ARMC1	752.6162	ARMC1	861.1557
ARMC2	30.719	ARMC2	83.4671
ARMC5	218.1051	ARMC5	77.4478
ARMC6	620.5244	ARMC6	209.4703
ARMC7	344.0531	ARMC7	138.0417
ARMC8	507.2053	ARMC8	1197.4318
ARMC9	491.8458	ARMC9	52.9695
ARMCX1	447.8152	ARMCX1	772.8732
ARMCX2	1214.0843	ARMCX2	356.7416
ARMCX3	1805.255	ARMCX3	2234.3499
ARMCX5	278.5192	ARMCX5	205.8587
ARMCX6	196.6018	ARMCX6	141.252
ARNT2	2076.2651	ARNT2	27.6886
ARNTL2	85.672	ARNTL2	103.13
ARNTL	246.7762	ARNTL	160.1124
ARNT	1442.4291	ARNT	2679.7753
ARPC1A	1786.6256	ARPC1A	2071.4286
ARPC1B	2524.6196	ARPC1B	1048.9567
ARPC2	5050.5499	ARPC2	4906.9021
ARPC3	7420.6937	ARPC3	2988.3628
ARPC4	4951.9384	ARPC4	2354.1372
ARPC5L	819.5155	ARPC5L	345.9069
ARPC5	7813.8973	ARPC5	2951.4446
ARPM1	40.6174	ARPM1	69.8234
ARPP19	2940.1525	ARPP19	7796.549
ARRB1	434.5036	ARRB1	1105.5377
ARRB2	894.9477	ARRB2	778.0899
ARRDC1	1243.4381	ARRDC1	192.2151
ARRDC2	527.6847	ARRDC2	335.8748
ARRDC3	1349.9307	ARRDC3	2558.1862
ARRDC4	1008.6082	ARRDC4	1159.7111
ARSA	483.3127	ARSA	450.6421
ARSB	585.0269	ARSB	502.4077
ARSD	3915.311	ARSD	1143.6597
ARSE	34.8149	removed	removed
ARSG	383.6466	ARSG	65.8106
ARSH	7.1678	removed	removed
ARSI	144.3794	removed	removed
ARSJ	72.7017	ARSJ	28.0899
ARSK	99.3249	ARSK	171.7496
removed	removed	ART4	20.4655
ARTN	22.5273	removed	removed
ARV1	695.6154	ARV1	297.3515
ARVCF	312.9928	ARVCF	30.8989
ARX	50.1744	removed	removed
AR	293.8787	AR	693.8202
AS3MT	64.8513	AS3MT	123.9968
ASAH1	4767.2521	ASAH1	12689.8074
ASAM	295.244	ASAM	4453.8523
ASAP1	1029.7702	ASAP1	1939.4061
ASAP2	1348.2241	ASAP2	2377.2071
ASAP3	750.9096	ASAP3	878.0096
ASB12	10.9223	removed	removed
ASB13	737.2567	ASB13	263.2424
ASB14	9.2157	ASB14	17.2552
ASB16	14.6632	removed	removed
ASB1	296.7527	ASB1	694.6589
ASB2	23.8926	ASB2	6.0193
ASB3	278.1779	ASB3	321.4286
ASB6	623.371	ASB6	369.8274
ASB7	1681.6962	ASB7	517.6565
ASB8	839.3122	ASB8	974.7191
ASB9	10.581	ASB9	63.8042
ASCC1	463.516	ASCC1	680.5778
ASCC2	1675.5524	ASCC2	1290.1284
ASCC3	2605.9977	ASCC3	1000
ASCL1	53.929	removed	removed
ASCL2	49.1504	ASCL2	7.2231
ASF1A	591.8533	ASF1A	483.9486
ASF1B	341.3226	ASF1B	8.8283
ASGR1	11.605	ASGR1	5.2167
ASGR2	7.5091	removed	removed
ASH1L	1910.6861	ASH1L	4119.9197
ASH2L	801.084	ASH2L	1569.0209
ASL	802.4493	ASL	189.0048
ASMTL	794.5887	ASMTL	286.1156
ASNA1	685.717	ASNA1	749.1974
ASNSD1	757.0534	ASNSD1	1321.8299
ASNS	372.3829	ASNS	246.3884
ASPA	7.5091	ASPA	478.7319
ASPHD1	7.1678	removed	removed
ASPHD2	122.5348	ASPHD2	44.5425
ASPH	3550.2017	ASPH	27804.382
ASPM	587.7574	ASPM	11.6372
ASPN	1454.0341	ASPN	1800.1605
ASPRV1	30.5006	ASPRV1	47.0305
ASPSCR1	228.3448	ASPSCR1	119.9839
ASRGL1	26.2818	ASRGL1	88.2825
ASS1	488.0913	ASS1	4926.565
ASTE1	439.6576	ASTE1	299.6108
removed	removed	ASTN1	11.236
ASTN2	434.8449	ASTN2	52.1669
ASXL1	1851.6749	ASXL1	1840.2889
ASXL2	821.5634	ASXL2	1326.244
removed	removed	ASXL3	21.6693
ATAD1	716.7774	ATAD1	1435.7945
removed	removed	ATAD2B	388.443
ATAD2	614.3806	ATAD2	317.817
ATAD3A	610.6261	ATAD3A	103.9326
ATAD3B	245.4109	ATAD3B	42.5361
ATAD3C	496.6243	ATAD3C	8.0257
ATAD5	63.8273	ATAD5	34.1091
ATE1	161.4456	ATE1	472.3114
ATF1	293.5374	ATF1	422.5522
ATF2	463.8574	ATF2	929.374
ATF3	354.6341	ATF3	2341.4928
ATF4	9418.1133	ATF4	6292.5361
ATF5	2517.5952	ATF5	604.7352
ATF6B	2382.5543	ATF6B	1035.4173
ATF6	1615.4797	ATF6	1835.0722
ATF7IP2	196.2605	ATF7IP2	87.0787
ATF7IP	737.2567	ATF7IP	1729.9358
ATF7	1320.28	ATF7	3563.118
ATG10	95.9116	ATG10	121.1878
ATG12	554.6492	ATG12	886.8379
ATG16L1	1136.2628	ATG16L1	517.6565
ATG16L2	360.4571	ATG16L2	185.0241
ATG2A	657.3872	ATG2A	349.5185
ATG2B	866.9593	ATG2B	1615.9711
ATG3	1306.9241	ATG3	802.9695
ATG4A	413.3416	ATG4A	443.4189
ATG4B	822.5874	ATG4B	421.7496
ATG4C	174.4158	ATG4C	332.2632
ATG4D	307.6443	ATG4D	107.6926
ATG5	2230.8842	ATG5	950.2408
ATG7	1138.577	ATG7	762.9334
ATG9A	1141.0242	ATG9A	1483.7801
ATG9B	43.4845	ATG9B	7.9374
ATHL1	1827.441	ATHL1	147.6726
ATIC	2213.1355	ATIC	1051.3644
ATL1	333.1308	ATL1	206.6613
ATL2	760.4667	ATL2	1069.8234
ATL3	593.2186	ATL3	1489.1653
ATMIN	1653.3665	ATMIN	2346.7095
ATM	670.6988	ATM	2066.2119
ATN1	3732.3622	ATN1	5024.077
ATOH8	10.2397	ATOH8	690.2087
ATOX1	2109.0321	ATOX1	565.4093
ATP10A	353.2688	ATP10A	561.7978
ATP10D	284.3217	ATP10D	716.6934
ATP11A	619.5004	ATP11A	1295.7464
ATP11B	1235.929	ATP11B	2404.0931
ATP11C	470.6838	ATP11C	1063.0016
ATP13A1	1364.6076	ATP13A1	535.313
ATP13A2	1384.063	ATP13A2	337.4799
removed	removed	ATP13A3	4201.4446
ATP13A4	90.4505	removed	removed
ATP13A5	6.8265	removed	removed
ATP1A1	13997.9691	ATP1A1	5326.2319
ATP1A2	5.4612	ATP1A2	3117.9775
ATP1A3	161.4456	ATP1A3	5.618
ATP1A4	5.4612	removed	removed
ATP1B1	2658.6058	ATP1B1	317.7689
ATP1B2	13.3116	ATP1B2	157.7047
ATP1B3	1377.2365	ATP1B3	2086.2761
ATP2A1	5.8025	removed	removed
ATP2A2	5820.2322	ATP2A2	5526.0835
ATP2A3	1647.2227	ATP2A3	243.5795
ATP2B1	1429.8002	ATP2B1	1495.1846
removed	removed	ATP2B2	10.0321
ATP2B4	2857.8938	ATP2B4	16103.5313
ATP2C1	3049.3416	ATP2C1	3456.4085
ATP2C2	527.6847	removed	removed
ATP5A1	6628.484	ATP5A1	10822.2311
ATP5B	10374.4991	ATP5B	13607.1429
ATP5C1	3966.1681	ATP5C1	2961.4767
ATP5D	647.8302	ATP5D	240.7705
ATP5EP2	59.0488	ATP5EP2	43.3387
ATP5E	6968.1	ATP5E	4772.0706
ATP5F1	2840.8276	ATP5F1	2717.8973
ATP5G1	4082.2178	ATP5G1	554.9759
ATP5G2	6881.0627	ATP5G2	2868.7801
ATP5G3	2821.0309	ATP5G3	4426.565
ATP5H	3608.1207	ATP5H	2765.2488
ATP5I	2336.6772	ATP5I	1125.7384
ATP5J2	1286.786	ATP5J2	1004.0128
ATP5J	1500.4369	ATP5J	2300.5698
ATP5L	2098.1098	ATP5L	2959.8716
ATP5O	2604.9738	ATP5O	3633.6276
ATP5SL	1077.8966	ATP5SL	573.0337
ATP5S	173.7332	ATP5S	154.8957
ATP6AP1L	39.5934	ATP6AP1L	37.3194
ATP6AP1	5907.6108	ATP6AP1	2008.427
ATP6AP2	3967.1921	ATP6AP2	4684.5907
ATP6V0A1	1387.1349	ATP6V0A1	1635.634
ATP6V0A2	608.5781	ATP6V0A2	633.2263
ATP6V0A4	16.7248	removed	removed
ATP6V0B	3197.1684	ATP6V0B	895.2648
ATP6V0C	2919.4172	ATP6V0C	1599.7191
ATP6V0D1	2892.026	ATP6V0D1	1496.7897
ATP6V0D2	35.4975	ATP6V0D2	19.6629
ATP6V0E1	5740.7041	ATP6V0E1	4152.488
ATP6V0E2	689.8129	ATP6V0E2	591.2881
removed	removed	ATP6V1A	2040.5297
ATP6V1B1	142.6728	ATP6V1B1	19.2616
ATP6V1B2	3105.6939	ATP6V1B2	2882.4238
ATP6V1C1	2107.3255	ATP6V1C1	2045.7464
ATP6V1C2	41.7062	ATP6V1C2	94.9318
ATP6V1D	1681.6962	ATP6V1D	1572.6324
ATP6V1E1	2244.8785	ATP6V1E1	3139.2456
ATP6V1E2	95.229	ATP6V1E2	43.3387
ATP6V1F	2883.138	ATP6V1F	1243.9727
ATP6V1G1	2999.5426	ATP6V1G1	821.8299
ATP6V1G2	48.4678	ATP6V1G2	22.4719
ATP6V1H	1244.1207	ATP6V1H	1079.053
ATP7A	501.4028	ATP7A	689.8074
ATP7B	460.4441	ATP7B	261.6372
ATP8A1	143.6968	ATP8A1	967.496
ATP8A2	5.1198	ATP8A2	5.618
ATP8B1	2071.0087	ATP8B1	746.4486
ATP8B2	839.6535	ATP8B2	1586.2761
ATP8B3	47.1025	ATP8B3	15.6501
ATP8B4	32.4256	ATP8B4	485.9551
ATP8B5P	97.9596	ATP8B5P	35.7143
ATP9A	3216.9651	ATP9A	10707.8652
ATP9B	258.3812	ATP9B	448.6356
ATPAF1	1316.2831	ATPAF1	2723.1541
ATPAF2	234.4886	ATPAF2	177.3676
ATPBD4	61.7794	ATPBD4	135.2327
ATPIF1	1656.097	ATPIF1	437.3997
ATRIP	311.7367	ATRIP	147.8973
ATRNL1	10.2397	ATRNL1	9.6308
ATRN	2656.1721	ATRN	2466.6934
ATRX	1623.3301	ATRX	3380.0161
ATR	682.9864	ATR	1114.7673
ATXN10	1798.7699	ATXN10	1680.5778
ATXN1L	1165.6165	ATXN1L	2619.5144
ATXN1	1405.9076	ATXN1	1178.5714
ATXN2L	2192.6561	ATXN2L	1373.9968
ATXN2	1194.2876	ATXN2	1072.2311
ATXN3	606.1889	ATXN3	760.8347
ATXN7L1	131.4092	ATXN7L1	312.6003
ATXN7L2	71.3364	ATXN7L2	29.695
ATXN7L3B	3047.3278	ATXN7L3B	2355.939
ATXN7L3	1101.1066	ATXN7L3	574.6388
ATXN7	776.8501	ATXN7	889.6469
AUH	284.663	AUH	408.9085
AUP1	3966.0213	AUP1	1794.2496
AURKAIP1	1604.216	AURKAIP1	307.3836
AURKAPS1	18.0901	AURKAPS1	7.6244
AURKA	615.7459	AURKA	38.9246
AURKB	174.0745	removed	removed
AURKC	19.4554	AURKC	11.236
AUTS2	580.931	AUTS2	954.6549
AVEN	279.2019	AVEN	278.8925
AVIL	101.7141	AVIL	37.3194
AVL9	335.5201	AVL9	335.0722
AVPI1	154.2778	AVPI1	671.7496
AVPR1A	22.186	AVPR1A	227.1268
removed	removed	AVPR2	83.0658
AXIN1	581.6136	AXIN1	221.5088
AXIN2	435.1863	AXIN2	294.5425
AXL	1772.1467	AXL	3355.939
AZGP1	2619.9919	AZGP1	1578.2504
AZI1	90.4505	AZI1	19.2616
AZI2	847.1626	AZI2	1891.252
AZIN1	3562.0422	AZIN1	4794.5425
B2M	54038.8732	B2M	59614.0169
B3GALNT1	403.7846	B3GALNT1	189.8074
B3GALNT2	657.4316	B3GALNT2	707.6124
removed	removed	B3GALT2	5.2167
B3GALT4	187.7274	B3GALT4	111.9583
B3GALT6	667.2856	B3GALT6	200.2408
B3GALTL	318.7953	B3GALTL	290.5297
B3GAT1	5.4612	removed	removed
B3GAT2	5.9493	B3GAT2	8.6316
B3GAT3	434.8449	B3GAT3	174.9599
B3GNT1	320.1606	B3GNT1	711.4767
B3GNT2	891.5345	B3GNT2	642.4559
B3GNT3	23.2099	removed	removed
B3GNT4	9.8984	removed	removed
B3GNT5	124.2414	B3GNT5	381.6212
B3GNT7	78.5042	B3GNT7	103.13
B3GNT8	66.8992	B3GNT8	44.5425
B3GNT9	437.7974	B3GNT9	236.6292
B3GNTL1	44.6757	B3GNTL1	27.4438
B4GALNT1	53.3726	B4GALNT1	14.9077
B4GALNT2	23.8926	removed	removed
B4GALNT3	442.0127	removed	removed
B4GALNT4	427.6772	removed	removed
B4GALT1	4033.0673	B4GALT1	2879.6148
B4GALT2	986.4222	B4GALT2	736.7576
B4GALT3	1058.7826	B4GALT3	477.5281
B4GALT4	779.922	B4GALT4	373.5955
B4GALT5	2309.3884	B4GALT5	2016.0514
B4GALT6	38.2281	B4GALT6	191.0112
B4GALT7	601.7517	B4GALT7	217.8973
B9D1	130.9211	B9D1	37.1027
B9D2	91.1331	B9D2	25.2809
BAALC	57.0009	BAALC	297.3515
BACE1	766.9518	BACE1	1871.1878
BACE2	670.3575	BACE2	869.5827
BACH1	799.7188	BACH1	838.2825
BACH2	55.2943	BACH2	145.6661
BAD	693.4685	BAD	400.1525
BAG1	1463.9427	BAG1	1003.3507
BAG2	108.5406	BAG2	377.2071
BAG3	784.3592	BAG3	1605.5377
BAG4	138.9183	BAG4	537.3194
BAG5	1555.0656	BAG5	2168.9406
removed	removed	BAGE2	11.1396
BAHCC1	116.391	BAHCC1	193.0177
BAHD1	548.8467	BAHD1	366.3724
BAI1	13.9942	removed	removed
BAI2	1199.0661	BAI2	47.3515
removed	removed	BAI3	17.6565
BAIAP2L1	791.1857	BAIAP2L1	81.0594
BAIAP2L2	9.2157	removed	removed
BAIAP2	390.8143	BAIAP2	213.4831
BAIAP3	81.7024	BAIAP3	22.9374
BAK1	409.2457	BAK1	142.8571
BAMBI	1210.3298	BAMBI	148.8764
BANF1	2756.1796	BANF1	1089.4864
BANK1	15.7008	BANK1	457.8652
BANP	208.2068	BANP	120.7865
BAP1	1482.0225	BAP1	1102.7287
BARD1	91.4744	BARD1	35.313
BARX1	13.3116	removed	removed
BARX2	399.0061	removed	removed
BASP1	746.1311	BASP1	548.9567
BAT1	9663.1829	BAT1	4397.2713
BAT2L1	5227.7509	BAT2L1	4453.8644
BAT2L2	7245.9366	BAT2L2	5259.2295
BAT2	6830.2057	BAT2	3256.8218
BAT3	4760.4257	BAT3	2887.6404
BAT4	309.2382	BAT4	159.7111
BAT5	1312.3852	BAT5	408.5072
BATF2	241.6564	BATF2	41.3323
BATF3	33.1083	BATF3	36.1156
BATF	95.229	BATF	8.427
BAX	2319.2868	BAX	139.6469
BAZ1A	1546.8738	BAZ1A	845.9069
BAZ1B	2477.3191	BAZ1B	2752.809
BAZ2A	2793.1142	BAZ2A	2443.5353
BAZ2B	788.124	BAZ2B	1234.4944
BBC3	236.5365	BBC3	8.0257
removed	removed	BBOX1	52.1669
BBS10	379.2094	BBS10	913.7239
BBS12	141.3075	BBS12	187.3997
BBS1	642.8367	BBS1	495.5859
BBS2	1213.0604	BBS2	958.6677
BBS4	352.9275	BBS4	382.4238
BBS5	127.8253	BBS5	196.2039
BBS7	188.4101	BBS7	431.3804
BBS9	234.8299	BBS9	445.8266
BBX	1646.8813	BBX	2489.5666
BCAM	6825.7685	BCAM	1217.8973
BCAP29	863.2047	BCAP29	2675.7624
BCAP31	7570.8756	BCAP31	6250.4013
removed	removed	BCAR1	313.8042
BCAR3	677.8666	BCAR3	504.8154
BCAS1	664.8963	removed	removed
BCAS2	770.778	BCAS2	739.4783
BCAS3	1631.1805	BCAS3	639.2456
BCAS4	2755.1557	BCAS4	840.2889
BCAT1	654.6567	BCAT1	1629.2135
BCAT2	991.2007	BCAT2	246.3884
BCCIP	1099.3385	BCCIP	815.4053
BCDIN3D	180.3309	BCDIN3D	159.1332
removed	removed	BCHE	48.9567
BCKDHA	1268.6959	BCKDHA	497.0385
BCKDHB	229.0274	BCKDHB	764.4462
BCKDK	965.9428	BCKDK	631.2199
BCL10	509.9359	BCL10	445.4254
BCL11A	30.0364	removed	removed
BCL11B	119.8042	BCL11B	28.0899
BCL2A1	134.4811	BCL2A1	42.9374
BCL2L11	1650.2946	BCL2L11	464.687
BCL2L12	499.2286	BCL2L12	40.313
BCL2L13	915.0858	BCL2L13	2178.9727
BCL2L14	10.581	removed	removed
BCL2L15	7.1678	BCL2L15	8.8283
BCL2L1	4367.5634	BCL2L1	1547.3515
BCL2L2	1010.7517	BCL2L2	2674.1252
BCL2	1186.0959	BCL2	3461.0754
BCL3	1513.0829	BCL3	280.8989
BCL6B	307.8729	BCL6B	1081.0594
BCL6	1228.4199	BCL6	2798.9567
BCL7A	533.8285	BCL7A	249.1974
BCL7B	916.4511	BCL7B	1351.1236
BCL7C	582.6376	BCL7C	233.118
BCL9L	1940.7601	BCL9L	1656.0995
BCL9	1990.5932	BCL9	374.3981
BCLAF1	2961.6558	BCLAF1	3308.5875
removed	removed	BCO2	20.8668
BCORL1	581.955	BCORL1	369.9839
BCOR	1489.1903	BCOR	396.87
BCR	1021.9197	BCR	1460.2729
BCS1L	313.4263	BCS1L	244.7994
BDH1	222.8836	BDH1	47.3515
BDH2	657.3872	BDH2	1093.4992
BDKRB1	19.7967	BDKRB1	17.2552
BDKRB2	427.6772	BDKRB2	578.2504
BDNFOS	43.6347	BDNFOS	74.0329
