gene_id	TCGA-A7-A0CE-01A-11R-A00Z-07	gene_id	TCGA-A7-A0CE-11A-21R-A089-07
ANKRD53	11.1874	ANKRD53	36.5079
ANKRD54	259.005	ANKRD54	437.4603
ANKRD56	37.9693	ANKRD56	127.9365
ANKRD57	926.8582	ANKRD57	813.0159
ANKRD58	14.5775	ANKRD58	15.873
ANKRD5	278.6677	ANKRD5	186.3492
ANKRD6	220.6797	ANKRD6	272.4667
ANKRD9	428.5109	ANKRD9	89.8413
ANKS1A	1302.8223	ANKS1A	1469.5238
ANKS1B	40.3424	ANKS1B	83.8095
ANKS3	123.4003	ANKS3	367.619
ANKS6	364.4377	ANKS6	164.7619
ANKZF1	247.1396	ANKZF1	620.3175
removed	removed	ANLN	77.1429
ANO10	508.5177	ANO10	917.4603
ANO1	996.6946	ANO1	7179.0476
ANO2	43.0545	ANO2	39.0476
removed	removed	ANO3	8.5714
ANO5	17.6286	ANO5	123.4921
ANO6	1926.2649	ANO6	2172.6984
ANO7	23.3918	ANO7	13.9683
ANO8	639.0372	ANO8	354.2857
ANO9	197.3049	ANO9	145.7143
ANP32A	3944.0631	ANP32A	2851.4286
ANP32B	5189.9314	ANP32B	3405.3968
ANP32E	4278.3287	ANP32E	845.7143
ANPEP	479.3627	ANPEP	2956.5079
ANTXR1	3976.2692	ANTXR1	4162.5397
ANTXR2	436.3082	ANTXR2	1101.9048
ANUBL1	62.7172	ANUBL1	177.4603
ANXA11	5065.853	ANXA11	4509.8413
removed	removed	ANXA13	15.873
ANXA1	1906.9413	ANXA1	10426.6667
ANXA2P1	108.4838	ANXA2P1	90.4762
ANXA2P2	5383.1681	ANXA2P2	5235.5556
removed	removed	ANXA2P3	7.3016
ANXA2	19112.8062	ANXA2	17873.9683
ANXA3	1508.6024	ANXA3	1849.5238
ANXA4	1584.8801	ANXA4	1783.4921
ANXA5	13957.793	ANXA5	8016.1905
ANXA6	2140.8594	ANXA6	7615.2381
ANXA7	2709.3822	ANXA7	3113.6508
ANXA8L2	330.8755	ANXA8L2	419.6825
ANXA8	592.3316	ANXA8	789.2063
ANXA9	45.0886	ANXA9	337.1429
AOAH	38.3083	AOAH	226.6667
AOC2	29.833	AOC2	26.0317
AOC3	705.1445	AOC3	2695.5556
AOX1	144.758	AOX1	1055.873
AP1AR	567.5057	AP1AR	493.0159
AP1B1	2218.8321	AP1B1	3123.4921
AP1G1	2844.9869	AP1G1	2414.9206
AP1G2	792.3248	AP1G2	1270.4413
AP1M1	1503.5172	AP1M1	861.5873
AP1M2	2701.5849	AP1M2	1425.7143
AP1S1	1693.3638	AP1S1	748.8889
AP1S2	168.8279	AP1S2	328.5714
AP1S3	73.2265	AP1S3	127.3016
AP2A1	1936.9133	AP2A1	1521.781
AP2A2	1435.3759	AP2A2	1945.0794
AP2B1	9222.1375	AP2B1	6714.2857
AP2M1	9906.6023	AP2M1	5545.3968
AP2S1	1611.662	AP2S1	1313.3333
AP3B1	2303.585	AP3B1	1285.7143
AP3B2	360.7085	AP3B2	207.619
AP3D1	2604.2885	AP3D1	2992.381
AP3M1	1621.4933	AP3M1	1224.4444
AP3M2	636.6641	AP3M2	434.2857
AP3S1	1102.1273	AP3S1	1010.1587
AP3S2	1708.9652	AP3S2	1177.9365
AP4B1	326.0276	AP4B1	339.9524
AP4E1	430.884	AP4E1	215.2381
AP4M1	601.3255	AP4M1	363.4508
AP4S1	60.6831	AP4S1	84.127
APAF1	518.688	APAF1	346.9841
APBA1	19.3237	APBA1	335.5556
APBA2	249.1737	APBA2	98.7302
APBA3	126.7904	APBA3	234.9206
APBB1IP	91.1942	APBB1IP	607.9365
APBB1	575.303	APBB1	896.8254
APBB2	603.441	APBB2	1562.2222
APBB3	142.0459	APBB3	347.619
APCDD1L	12.8824	APCDD1L	214.6032
APCDD1	877.7015	APCDD1	1813.9683
APC	960.7594	APC	541.2698
APEH	1355.7081	APEH	2225.7143
APEX1	3104.3309	APEX1	3265.3968
APEX2	1238.749	APEX2	499.3651
APH1A	11381.6425	APH1A	4428.254
APH1B	389.1855	APH1B	637.7778
API5	2526.9938	API5	2319.3651
APIP	292.1739	APIP	412.5683
APITD1	433.7012	APITD1	265.0476
APLF	77.2947	APLF	100
APLNR	877.0235	APLNR	574.6032
APLN	143.063	APLN	359.3651
APLP1	394.6097	APLP1	67.619
APLP2	8493.6012	APLP2	17697.1429
APOA1BP	4514.9589	APOA1BP	1963.8095
APOB48R	113.2299	APOB48R	282.5397
APOBEC3A	23.0528	APOBEC3A	9.5238
APOBEC3B	85.77	APOBEC3B	61.2698
APOBEC3C	310.1958	APOBEC3C	395.873
APOBEC3D	26.7819	APOBEC3D	88.5714
APOBEC3F	83.3969	APOBEC3F	226.0317
APOBEC3G	82.0409	APOBEC3G	345.3968
removed	removed	APOBEC3H	7.3016
removed	removed	APOB	15.2381
APOC1	404.7801	APOC1	740
APOC2	8.1363	APOC2	141.5873
APOD	1751.6739	APOD	12173.9683
APOE	3745.4022	APOE	6599.0476
removed	removed	APOF	17.1429
APOL1	681.7527	APOL1	1794.2857
APOL2	633.952	APOL2	1048.254
APOL3	600.7289	APOL3	1212.6984
APOL4	174.5911	APOL4	443.4921
APOL6	1591.6603	APOL6	1493.9683
APOLD1	727.8583	APOLD1	1193.3333
APOM	25.7649	APOM	58.7302
APOOL	301.0425	APOOL	82.5397
APOO	289.8551	APOO	257.7778
APPBP2	908.2126	APPBP2	967.9365
APPL1	1462.4968	APPL1	1214.2857
APPL2	496.9913	APPL2	1366.6667
APP	36727.8583	APP	30896.5079
APRT	1243.1562	APRT	1803.1746
APTX	697.0082	APTX	606.9841
AQP11	5.7632	AQP11	28.5714
AQP1	2287.1735	AQP1	13979.5048
AQP3	1309.6025	AQP3	2679.0476
removed	removed	AQP4	51.746
AQP5	151.5383	AQP5	359.0476
AQP6	11.8654	removed	removed
AQP7P1	6.4412	AQP7P1	135.873
AQP7	29.833	AQP7	213.9683
AQP9	201.712	AQP9	9.5238
removed	removed	AQPEP	20.9524
AQR	654.9708	AQR	1024.7619
ARAF	1483.5156	ARAF	1147.619
ARAP1	807.5227	ARAP1	2700.5968
ARAP2	246.4616	ARAP2	240
ARAP3	273.2435	ARAP3	578.0952
ARCN1	3469.7856	ARCN1	3704.127
ARC	6.7802	ARC	82.2222
AREG	464.1071	AREG	819.0476
ARF1	16531.5705	ARF1	9312.0635
ARF3	5245.8683	ARF3	4165.3968
ARF4	3858.2931	ARF4	3701.5873
ARF5	4832.5621	ARF5	2999.3111
ARF6	2033.0536	ARF6	2858.0952
ARFGAP1	1174.3368	ARFGAP1	1312.381
ARFGAP2	1063.819	ARFGAP2	2273.9683
ARFGAP3	734.6385	ARFGAP3	1109.5238
ARFGEF1	1612.001	ARFGEF1	1497.5429
ARFGEF2	1471.3111	ARFGEF2	1358.4127
ARFIP1	348.5041	ARFIP1	944.127
ARFIP2	923.8071	ARFIP2	1993.0159
ARFRP1	359.0135	ARFRP1	848.254
ARG2	429.6534	ARG2	191.5524
ARGLU1	1655.7335	ARGLU1	1542.2222
ARHGAP10	448.5126	ARHGAP10	376.5079
ARHGAP11A	424.4427	ARHGAP11A	105.3968
ARHGAP11B	15.2555	removed	removed
ARHGAP12	733.2825	ARHGAP12	879.6825
ARHGAP15	36.6133	ARHGAP15	119.6825
ARHGAP17	1349.9449	ARHGAP17	1035.873
ARHGAP18	1070.5992	ARHGAP18	657.4603
ARHGAP19	491.2281	ARHGAP19	878.4127
ARHGAP1	2421.2221	ARHGAP1	3178.7302
ARHGAP20	5.7632	ARHGAP20	110.4762
ARHGAP21	3967.4549	ARHGAP21	1790.4762
ARHGAP22	96.6184	ARHGAP22	127.619
ARHGAP23	728.5363	ARHGAP23	819.6825
ARHGAP24	95.6013	ARHGAP24	275.2381
ARHGAP25	95.9403	ARHGAP25	471.4286
ARHGAP26	729.2143	ARHGAP26	614.6032
ARHGAP27	832.2739	ARHGAP27	513.0159
ARHGAP28	47.8007	ARHGAP28	133.0159
ARHGAP29	1058.7338	ARHGAP29	1480.6349
ARHGAP30	266.4633	ARHGAP30	591.1111
ARHGAP31	395.2877	ARHGAP31	826.3492
ARHGAP32	788.5414	ARHGAP32	1097.1429
ARHGAP33	116.9591	ARHGAP33	143.1746
ARHGAP36	20.0017	ARHGAP36	139.6825
ARHGAP39	317.9931	ARHGAP39	296.8254
ARHGAP42	97.9371	ARHGAP42	89.8413
ARHGAP4	239.3423	ARHGAP4	744.4444
ARHGAP5	1294.008	ARHGAP5	1763.4921
ARHGAP6	56.276	ARHGAP6	84.7619
ARHGAP8	239.244	ARHGAP8	450.7143
ARHGAP9	51.8688	ARHGAP9	156.1905
ARHGDIA	5589.6262	ARHGDIA	5071.1111
ARHGDIB	2048.6482	ARHGDIB	6430.1587
removed	removed	ARHGDIG	6.6667
ARHGEF10L	761.7595	ARHGEF10L	1021.5873
ARHGEF10	421.7307	ARHGEF10	847.3016
ARHGEF11	2252.3943	ARHGEF11	1137.7778
ARHGEF12	3166.031	ARHGEF12	3904.127
ARHGEF15	208.8313	ARHGEF15	561.9048
ARHGEF16	588.5245	ARHGEF16	416.5079
ARHGEF17	934.9945	ARHGEF17	1510.4762
ARHGEF18	1672.3451	ARHGEF18	899.6825
ARHGEF19	685.8208	ARHGEF19	439.6825
ARHGEF1	1709.6364	ARHGEF1	1398.7302
ARHGEF2	2857.1913	ARHGEF2	1695.873
ARHGEF33	62.3782	ARHGEF33	18.0952
ARHGEF35	260.361	ARHGEF35	146.3492
ARHGEF37	1314.6877	ARHGEF37	2051.4286
ARHGEF38	26.1039	ARHGEF38	42.8571
ARHGEF3	574.964	ARHGEF3	926.3492
ARHGEF4	85.77	ARHGEF4	311.1111
ARHGEF5	788.8804	ARHGEF5	769.2063
ARHGEF6	726.1632	ARHGEF6	1201.2698
ARHGEF7	1750.9958	ARHGEF7	1244.127
ARHGEF9	2495.1267	ARHGEF9	642.5397
ARID1A	2833.1215	ARID1A	2060.9524
ARID1B	2460.2085	ARID1B	1669.5238
ARID2	885.4988	ARID2	720.9524
ARID3A	18.9847	ARID3A	23.1746
ARID3B	132.8926	ARID3B	100.9524
ARID4A	350.1992	ARID4A	460.6349
ARID4B	1382.6324	ARID4B	990.1587
ARID5A	357.9964	ARID5A	1674.6032
ARID5B	1619.4593	ARID5B	3456.5079
ARIH1	1929.9941	ARIH1	1663.8095
ARIH2	295.9573	ARIH2	1557.9492
ARL10	22.0358	ARL10	30.1587
ARL11	51.5298	ARL11	77.4603
ARL13B	90.8552	ARL13B	278.7302
ARL15	221.3747	ARL15	380.9524
ARL16	426.4768	ARL16	590.4762
ARL17A	44.8784	ARL17A	85.873
ARL1	1507.5854	ARL1	2214.6032
ARL2BP	1614.3741	ARL2BP	1632.381
ARL2	754.3012	ARL2	1154.6032
ARL3	769.2177	ARL3	980.3175
ARL4A	247.1396	ARL4A	683.4921
ARL4C	642.0883	ARL4C	1850.7937
ARL4D	122.7223	ARL4D	338.7302
ARL5A	500.3814	ARL5A	592.6984
ARL5B	280.7018	ARL5B	104.127
ARL6IP1	13784.897	ARL6IP1	3447.619
ARL6IP4	1291.2959	ARL6IP4	2492.6984
ARL6IP5	2199.1694	ARL6IP5	4304.4444
ARL6IP6	316.637	ARL6IP6	234.6032
ARL6	55.9369	ARL6	60
ARL8A	2083.5664	ARL8A	1262.5397
ARL8B	1201.7968	ARL8B	1912.0635
ARL9	14.2385	ARL9	5.3968
ARMC10	954.6097	ARMC10	731.3524
ARMC1	1025.1716	ARMC1	576.1905
ARMC2	47.1226	ARMC2	52.6984
removed	removed	ARMC3	8.8889
removed	removed	ARMC4	31.746
ARMC5	321.3832	ARMC5	331.746
ARMC6	921.3933	ARMC6	520.8794
ARMC7	353.5893	ARMC7	380.9524
ARMC8	804.1359	ARMC8	618.4127
ARMC9	286.465	ARMC9	316.8254
ARMCX1	514.9589	ARMCX1	894.9206
ARMCX2	1370.6246	ARMCX2	1243.1746
ARMCX3	1422.4934	ARMCX3	2234.9206
ARMCX5	336.9777	ARMCX5	386.6667
ARMCX6	254.2588	ARMCX6	405.7143
ARNT2	1543.8596	ARNT2	373.6508
ARNTL2	237.6473	ARNTL2	30.4762
ARNTL	335.6217	ARNTL	168.254
ARNT	1748.2838	ARNT	1353.0159
ARPC1A	4581.7612	ARPC1A	2585.0794
ARPC1B	7123.9766	ARPC1B	2591.4286
ARPC2	2076.4472	ARPC2	5045.7143
ARPC3	2954.4877	ARPC3	3817.1429
ARPC4	2140.9916	ARPC4	3280.546
ARPC5L	773.9639	ARPC5L	879.3651
ARPC5	9885.2445	ARPC5	3902.8571
ARPM1	60.3441	ARPM1	47.3016
ARPP19	4781.4222	ARPP19	3166.0317
ARRB1	140.0119	ARRB1	1066.3492
ARRB2	772.2688	ARRB2	1068.5714
ARRDC1	425.1208	ARRDC1	847.619
ARRDC2	728.5363	ARRDC2	1332.381
ARRDC3	1935.7573	ARRDC3	2513.0159
ARRDC4	285.1089	ARRDC4	765.0794
ARSA	489.533	ARSA	1326.6667
ARSB	434.9521	ARSB	283.8095
ARSD	1527.2481	ARSD	3712.6984
ARSE	76.9557	ARSE	60
ARSG	121.0272	ARSG	452.6984
ARSI	34.5792	ARSI	48.5714
ARSJ	41.6984	ARSJ	164.4444
ARSK	234.5962	ARSK	166.0317
ART3	379.0152	removed	removed
removed	removed	ART4	15.873
removed	removed	ART5	39.0476
ARTN	17.6286	ARTN	20.9524
ARV1	587.5074	ARV1	442.8571
ARVCF	176.9641	ARVCF	727.3016
ARX	8.1363	ARX	7.9365
AR	25.0869	AR	313.3333
AS3MT	641.0713	AS3MT	414.9206
ASAH1	1610.984	ASAH1	5265.7143
ASAH2B	20.3407	removed	removed
ASAM	434.6131	ASAM	371.746
ASAP1	1344.5207	ASAP1	717.4603
ASAP2	1211.9671	ASAP2	611.4286
ASAP3	1704.2122	ASAP3	1253.0159
ASB12	10.1704	ASB12	7.9365
ASB13	528.8584	ASB13	1340.9524
ASB14	8.8143	ASB14	10.1587
ASB16	11.9569	ASB16	14.6317
ASB1	266.548	ASB1	560.3937
ASB2	15.5945	ASB2	88.254
ASB3	369.5228	ASB3	375.6317
ASB6	663.5884	ASB6	807.7651
ASB7	689.211	ASB7	352.381
ASB8	824.4767	ASB8	676.8254
ASB9	45.4276	ASB9	62.8571
ASCC1	723.7902	ASCC1	517.4603
ASCC2	1066.5311	ASCC2	1321.9048
ASCC3	1597.0845	ASCC3	875.5556
ASCL2	22.7138	ASCL2	37.7778
ASF1A	727.8583	ASF1A	419.6825
ASF1B	1102.1273	ASF1B	112.6984
ASGR1	10.1704	ASGR1	26.0317
removed	removed	ASGR2	12.6984
ASH1L	3420.7374	ASH1L	1763.7333
ASH2L	1191.6264	ASH2L	1200.6349
ASL	446.4785	ASL	679.6825
ASMTL	178.9982	ASMTL	1077.7524
ASNA1	1634.3758	ASNA1	1358.0952
ASNSD1	907.8735	ASNSD1	810.1587
ASNS	1356.0471	ASNS	514.6032
removed	removed	ASPA	23.1746
ASPG	5.4242	removed	removed
ASPHD1	36.2743	ASPHD1	46.0317
ASPHD2	29.155	ASPHD2	62.8571
ASPH	3767.1565	ASPH	6191.4984
ASPM	1786.2531	ASPM	64.127
ASPN	189.5076	ASPN	233.3333
ASPRV1	43.6173	ASPRV1	83.8571
ASPSCR1	537.3337	ASPSCR1	388.5714
ASRGL1	261.3781	ASRGL1	188.5714
ASS1	2750.4026	ASS1	2150.7937
ASTE1	135.2148	ASTE1	221.7873
removed	removed	ASTN1	61.9048
ASTN2	71.8705	ASTN2	383.8095
ASXL1	1379.0999	ASXL1	1455.2381
ASXL2	554.2843	ASXL2	359.0476
removed	removed	ASXL3	12.6984
ATAD1	1351.301	ATAD1	964.4444
ATAD2B	333.2486	ATAD2B	268.5714
ATAD2	1913.0435	ATAD2	929.5238
ATAD3A	1187.5583	ATAD3A	522.2222
ATAD3B	273.2435	ATAD3B	122.2222
ATAD3C	100.3475	ATAD3C	132.0635
ATAD5	282.0578	ATAD5	37.4603
ATE1	235.9522	ATE1	164.127
ATF1	427.8329	ATF1	323.1746
ATF2	382.7443	ATF2	289.2063
ATF3	880.4136	ATF3	1596.5079
ATF4	3462.3273	ATF4	7493.0159
ATF5	1026.1887	ATF5	936.1905
ATF6B	3192.4739	ATF6B	2546.0317
ATF6	3306.7209	ATF6	1324.7619
ATF7IP2	91.1942	ATF7IP2	128.8889
ATF7IP	1106.5345	ATF7IP	571.746
ATF7	1487.8956	ATF7	1265.5365
ATG10	135.6047	ATG10	137.4603
ATG12	377.6591	ATG12	479.3651
ATG16L1	526.1463	ATG16L1	611.1111
ATG16L2	95.9539	ATG16L2	370.2476
ATG2A	414.9504	ATG2A	738.4127
ATG2B	657.6829	ATG2B	882.5397
ATG3	861.4289	ATG3	842.8571
ATG4A	530.5534	ATG4A	392.6984
ATG4B	595.9827	ATG4B	986.3492
ATG4C	205.7802	ATG4C	213.0159
ATG4D	765.2377	ATG4D	277.8095
ATG5	1057.0387	ATG5	781.5873
ATG7	494.2012	ATG7	833.1492
ATG9A	803.024	ATG9A	1273.6444
ATG9B	52.3604	ATG9B	12.7587
ATHL1	190.1856	ATHL1	1653.0159
ATIC	1149.2499	ATIC	2249.2063
ATL1	513.6028	ATL1	692.6984
ATL2	1815.7471	ATL2	1371.1111
ATL3	572.5909	ATL3	294.6032
ATMIN	1847.6142	ATMIN	1833.9683
ATM	689.55	ATM	992.6984
ATN1	7023.3071	ATN1	4774.2857
ATOH8	278.6677	ATOH8	628.254
ATOX1	339.6898	ATOX1	878.0952
ATP10A	499.3644	ATP10A	343.8095
removed	removed	ATP10B	8.5714
ATP10D	215.9505	ATP10D	303.8095
ATP11A	3169.4211	ATP11A	517.4603
ATP11B	1241.1221	ATP11B	1041.9048
ATP11C	956.0132	ATP11C	510.7937
ATP13A1	3062.2934	ATP13A1	1410.1587
ATP13A2	1698.449	ATP13A2	1274.9206
ATP13A3	2824.3071	ATP13A3	1205.7143
ATP13A4	17.9676	ATP13A4	104.4444
removed	removed	ATP13A5	175.5556
ATP1A1	26531.384	ATP1A1	18872.6508
ATP1A2	5.0852	ATP1A2	123.1746
ATP1A3	403.085	removed	removed
removed	removed	ATP1A4	11.1111
ATP1B1	10004.7021	ATP1B1	4038.7524
ATP1B2	19.6627	ATP1B2	92.0635
ATP1B3	2987.3718	ATP1B3	1813.9683
ATP2A1	28.138	removed	removed
ATP2A2	6697.1777	ATP2A2	5857.4603
ATP2A3	1208.238	ATP2A3	1194.2857
ATP2B1	1262.8189	ATP2B1	1530.4762
ATP2B2	265.7852	ATP2B2	15.873
ATP2B3	12.8824	removed	removed
ATP2B4	7766.0819	ATP2B4	3090.7937
ATP2C1	3030.8162	ATP2C1	2545.5143
ATP2C2	74.9216	ATP2C2	442.5397
ATP5A1	19850.1568	ATP5A1	11006.0317
ATP5B	33034.664	ATP5B	10104.4444
ATP5C1	5811.679	ATP5C1	3031.4286
ATP5D	444.7835	ATP5D	1056.5079
ATP5EP2	31.1891	ATP5EP2	27.3016
ATP5E	6673.4469	ATP5E	4607.619
ATP5F1	5650.3093	ATP5F1	2842.5397
ATP5G1	2084.2444	ATP5G1	684.7619
ATP5G2	4260.022	ATP5G2	5810.4762
ATP5G3	5906.2632	ATP5G3	2629.2063
ATP5H	3221.2899	ATP5H	2189.5238
ATP5I	1560.556	ATP5I	1326.2794
ATP5J2	3681.3899	ATP5J2	1513.6508
ATP5J	3045.8276	ATP5J	1746.7714
ATP5L	3248.4109	ATP5L	2951.1111
ATP5O	4684.1258	ATP5O	3430.4762
ATP5SL	511.5688	ATP5SL	852.0635
ATP5S	65.7683	ATP5S	134.9206
ATP6AP1L	50.1737	ATP6AP1L	48.5714
ATP6AP1	6360.878	ATP6AP1	4268.8889
ATP6AP2	3177.5574	ATP6AP2	3985.7143
ATP6V0A1	1606.2378	ATP6V0A1	1401.9048
ATP6V0A2	653.9537	ATP6V0A2	442.8571
ATP6V0A4	80.0068	ATP6V0A4	102.1016
ATP6V0B	3406.0514	ATP6V0B	1913.9683
ATP6V0C	2085.2615	ATP6V0C	2314.9206
ATP6V0D1	1846.5972	ATP6V0D1	2376.8254
ATP6V0D2	8.4753	ATP6V0D2	9.2063
ATP6V0E1	1256.0386	ATP6V0E1	3535.2381
ATP6V0E2	1678.8304	ATP6V0E2	1120.6127
ATP6V1A	1562.8443	ATP6V1A	1488.5714
ATP6V1B1	167.1328	ATP6V1B1	970.4762
ATP6V1B2	1434.6979	ATP6V1B2	1498.0952
removed	removed	ATP6V1C1	1460.6349
ATP6V1C2	317.7049	ATP6V1C2	67.2921
ATP6V1D	1019.4084	ATP6V1D	1122.2222
ATP6V1E1	2037.4608	ATP6V1E1	2785.7143
ATP6V1E2	95.9403	ATP6V1E2	125.3968
ATP6V1F	1968.6312	ATP6V1F	1373.3016
ATP6V1G1	1331.9773	ATP6V1G1	2805.7143
ATP6V1G2	19.6627	ATP6V1G2	28.254
ATP6V1H	1932.7062	ATP6V1H	1290.4762
ATP7A	410.8823	ATP7A	480.9524
ATP7B	33.5622	ATP7B	188.8889
ATP8A1	88.8211	ATP8A1	315.2381
removed	removed	ATP8A2	10.7937
ATP8B1	723.6003	ATP8B1	1257.6317
ATP8B2	392.2366	ATP8B2	841.5873
ATP8B3	41.6984	ATP8B3	57.4603
ATP8B4	29.833	ATP8B4	160.3175
ATP8B5P	19.6627	ATP8B5P	24.127
ATP9A	2610.0517	ATP9A	1741.9048
ATP9B	369.8619	ATP9B	514.9206
ATPAF1	1567.1565	ATPAF1	1453.4952
ATPAF2	291.5501	ATPAF2	346.4635
ATPBD4	36.6133	ATPBD4	113.0159
ATPIF1	1216.7133	ATPIF1	1641.5873
ATRIP	280.5187	ATRIP	273.1778
ATRNL1	10.1704	ATRNL1	66.6667
ATRN	2172.0485	ATRN	1912.0635
ATRX	2067.9719	ATRX	1536.1905
ATR	823.7986	ATR	807.3016
ATXN10	2021.1882	ATXN10	2774.6032
ATXN1L	1581.49	ATXN1L	1205.7905
ATXN1	648.1905	ATXN1	888.5714
ATXN2L	3250.1059	ATXN2L	1804.127
ATXN2	688.8719	ATXN2	699.0476
ATXN3	547.165	ATXN3	434.2857
ATXN7L1	264.4292	ATXN7L1	232.6984
ATXN7L2	106.1107	ATXN7L2	69.8413
ATXN7L3B	3122.6375	ATXN7L3B	2953.9683
ATXN7L3	1496.398	ATXN7L3	1254.9206
ATXN7	584.7953	ATXN7	660.6349
AUH	191.2026	AUH	350.1587
AUP1	2363.7461	AUP1	2284.4635
AURKAIP1	1358.4202	AURKAIP1	1331.4286
AURKAPS1	18.6456	removed	removed
AURKA	937.7066	AURKA	59.3651
AURKB	703.4494	AURKB	38.7302
AURKC	5.7632	AURKC	6.0317
AUTS2	1722.8579	AUTS2	2527.9365
AVEN	156.2844	AVEN	180.3175
AVIL	21.0187	AVIL	36.8254
AVL9	406.8141	AVL9	175.873
AVPI1	1504.8733	AVPI1	271.4286
AVPR1A	24.7479	AVPR1A	38.0952
AVPR2	8.4753	AVPR2	87.9365
AXIN1	756.3353	AXIN1	725.7143
AXIN2	45.7666	AXIN2	314.6032
AXL	322.4002	AXL	1409.8413
AZGP1	41711.6705	AZGP1	74319.6825
AZI1	452.5807	AZI1	420
AZI2	703.4494	AZI2	1107.619
AZIN1	3621.3238	AZIN1	3681.5873
removed	removed	AZU1	12.381
B2M	53708.6194	B2M	37845.0508
B3GALNT1	822.1036	B3GALNT1	554.9206
B3GALNT2	1119.7627	B3GALNT2	663.346
removed	removed	B3GALT1	16.5079
removed	removed	B3GALT2	5.0794
B3GALT4	173.913	B3GALT4	249.5238
B3GALT5	10.1704	B3GALT5	42.2222
B3GALT6	560.3865	B3GALT6	796.5079
B3GALTL	32.2061	B3GALTL	276.1905
B3GAT1	10.1704	B3GAT1	100.6349
removed	removed	B3GAT2	6.8444
B3GAT3	837.6981	B3GAT3	791.1111
B3GNT1	265.7852	B3GNT1	704.127
B3GNT2	576.32	B3GNT2	817.4603
B3GNT3	148.1481	B3GNT3	177.1429
B3GNT4	15.2555	removed	removed
B3GNT5	884.8207	B3GNT5	239.6825
B3GNT7	265.7852	B3GNT7	143.8095
B3GNT8	25.0869	B3GNT8	71.1111
B3GNT9	475.6946	B3GNT9	525.8317
B3GNTL1	48.4041	B3GNTL1	83.8635
B4GALNT1	641.2713	B4GALNT1	44.1619
B4GALNT3	1709.2974	B4GALNT3	213.0159
B4GALNT4	436.3082	B4GALNT4	270.4762
B4GALT1	27295.5335	B4GALT1	7407.619
B4GALT2	1562.8443	B4GALT2	939.3651
B4GALT3	2014.069	B4GALT3	806.0317
B4GALT4	496.9913	B4GALT4	520
B4GALT5	1745.5717	B4GALT5	1846.3492
B4GALT6	94.9233	B4GALT6	82.5397
B4GALT7	189.1686	B4GALT7	544.7619
B9D1	97.1574	B9D1	219.981
B9D2	47.8007	B9D2	102.5397
BAALC	59.3271	BAALC	102.5397
BACE1	826.5107	BACE1	1230.4762
BACE2	6381.5578	BACE2	1599.0476
BACH1	534.2826	BACH1	494.9206
BACH2	147.1311	BACH2	185.7143
BAD	328.1905	BAD	935.9587
BAG1	3968.4753	BAG1	2641.0063
BAG2	64.4122	BAG2	124.7619
BAG3	1116.3658	BAG3	1563.4921
BAG4	273.5825	BAG4	128.254
BAG5	1641.156	BAG5	1496.8254
BAHCC1	741.0798	BAHCC1	539.3651
BAHD1	319.0101	BAHD1	800
removed	removed	BAI1	45.0794
BAI2	110.5178	BAI2	487.3016
removed	removed	BAI3	11.746
BAIAP2L1	1362.0205	BAIAP2L1	595.873
BAIAP2L2	57.632	BAIAP2L2	13.0159
BAIAP2	930.5873	BAIAP2	1115.873
BAIAP3	72.3078	BAIAP3	183.0032
BAK1	559.0304	BAK1	398.0952
BAMBI	1113.6537	BAMBI	485.7143
BANF1	2104.9241	BANF1	2006.6667
BANK1	7.7973	BANK1	39.3651
BANP	334.9436	BANP	313.9683
BAP1	1338.4185	BAP1	1663.1746
BARD1	91.8722	BARD1	64.7619
removed	removed	BARX1	30.1587
BARX2	878.3795	BARX2	580.6349
BASP1	648.1905	BASP1	880
BAT1	5787.2701	BAT1	6653.6508
BAT2L1	7084.9903	BAT2L1	4686.9968
BAT2L2	9029.9178	BAT2L2	3388.5714
BAT2	8303.7546	BAT2	5761.2698
BAT3	4912.2807	BAT3	3789.5238
BAT4	398.01	BAT4	404.4444
BAT5	1506.2293	BAT5	1144.127
BATF2	84.4139	BATF2	94.6032
BATF3	14.9165	BATF3	46.3492
BATF	50.1737	BATF	426.0317
BAX	698.7033	BAX	605.3968
BAZ1A	1240.4441	BAZ1A	821.2698
BAZ1B	4602.7629	BAZ1B	1688.5714
BAZ2A	2025.5615	BAZ2A	2061.9143
BAZ2B	438.3219	BAZ2B	910.327
BBC3	97.9744	BBC3	108.254
BBOX1	312.5689	BBOX1	676.1905
BBS10	325.1123	BBS10	464.127
BBS12	138.9948	BBS12	187.619
BBS1	485.6479	BBS1	1252.6984
BBS2	1142.8087	BBS2	1542.2222
BBS4	191.2026	BBS4	581.9048
BBS5	86.1259	BBS5	260.5365
BBS7	546.826	BBS7	232.381
BBS9	387.8295	BBS9	343.8095
BBX	1280.1085	BBX	1640
BCAM	3201.2882	BCAM	12845.0794
BCAN	194.9318	BCAN	33.3333
BCAP29	1139.4186	BCAP29	1190.7937
BCAP31	7060.5984	BCAP31	5553.3333
BCAR1	1140.7746	BCAR1	1278.4127
BCAR3	531.8925	BCAR3	815.8667
BCAS1	29.833	BCAS1	212.381
BCAS2	953.4367	BCAS2	799.6413
BCAS3	839.3932	BCAS3	683.8095
BCAS4	370.5399	BCAS4	1186.6667
BCAT1	164.7597	BCAT1	162.5397
BCAT2	561.4035	BCAT2	681.9048
