gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
ANKS6	86.8056	ANKS6	547.7585
ANKZF1	631.9444	ANKZF1	321.9435
ANLN	921.627	ANLN	56.9781
ANO10	1065.9722	ANO10	1214.0173
ANO1	1531.994	ANO1	923.534
ANO2	71.4286	ANO2	81.0976
removed	removed	ANO3	364.5897
removed	removed	ANO4	43.3453
ANO5	106.1508	ANO5	119.1995
ANO6	3048.6111	ANO6	14601.7653
ANO7	11.1607	ANO7	8.0398
ANO8	214.0377	ANO8	298.1736
ANO9	35.2183	removed	removed
ANP32A	2999.504	ANP32A	2359.8707
ANP32B	3140.129	ANP32B	3258.2365
ANP32E	963.7897	ANP32E	824.9585
ANPEP	509.6726	ANPEP	770.0778
ANTXR1	3497.0238	ANTXR1	3758.8045
ANTXR2	385.6647	ANTXR2	5894.2585
ANUBL1	134.1766	ANUBL1	116.7526
ANXA11	2826.6369	ANXA11	6508.4331
ANXA13	5.4563	removed	removed
ANXA1	1206.3492	ANXA1	28378.2225
ANXA2P1	93.75	ANXA2P1	168.1377
ANXA2P2	5899.8016	ANXA2P2	10229.1357
removed	removed	ANXA2P3	5.2434
ANXA2	17772.0734	ANXA2	30071.8343
ANXA3	46.131	ANXA3	1115.0922
ANXA4	812.748	ANXA4	1431.4428
ANXA5	5285.2183	ANXA5	22357.0742
ANXA6	2536.2103	ANXA6	18805.9075
ANXA7	2771.3294	ANXA7	4392.904
ANXA8L2	6.9444	removed	removed
ANXA8	16.369	ANXA8	6.2921
ANXA9	1484.127	ANXA9	24.8187
AOAH	13.6409	AOAH	103.8189
removed	removed	AOC2	390.8066
AOC3	250.496	AOC3	52587.9577
AOX1	41.6667	AOX1	1700.2534
AP1AR	1110.119	AP1AR	314.2533
AP1B1	1974.7024	AP1B1	2093.5069
AP1G1	4177.3313	AP1G1	2178.7993
AP1G2	1412.5	AP1G2	200.8494
AP1M1	440.7242	AP1M1	1854.0593
AP1M2	1157.9861	AP1M2	6.2921
AP1S1	1093.006	AP1S1	393.9526
AP1S2	221.7262	AP1S2	659.2677
AP1S3	112.5992	AP1S3	9.7876
AP2A1	1374.3899	AP2A1	2102.141
AP2A2	1205.3571	AP2A2	2213.056
AP2B1	12792.9067	AP2B1	5668.094
AP2M1	6457.5893	AP2M1	5925.7188
AP2S1	1079.1171	AP2S1	971.7731
AP3B1	1836.8056	AP3B1	1619.8549
AP3B2	56.7956	AP3B2	11.5354
AP3D1	2166.9147	AP3D1	2299.7466
AP3M1	1579.1171	AP3M1	1991.0863
AP3M2	1267.6091	AP3M2	421.5678
AP3S1	1521.8254	AP3S1	1476.1863
AP3S2	2682.4752	AP3S2	2749.307
AP4B1	196.9643	AP4B1	316.015
AP4E1	559.5238	AP4E1	405.1385
AP4M1	527.2941	AP4M1	227.5627
AP4S1	107.6389	AP4S1	67.4648
APAF1	592.5099	APAF1	376.8243
APBA1	310.7639	APBA1	290.4833
APBA2	77.381	APBA2	16.0797
APBA3	102.1825	APBA3	141.9208
APBB1IP	81.3492	APBB1IP	2033.7324
APBB1	669.1468	APBB1	699.4669
APBB2	3032.7381	APBB2	4588.6568
APBB3	340.5258	APBB3	155.9032
APC2	5.0248	removed	removed
APCDD1L	75.1488	APCDD1L	19.9248
APCDD1	272.0734	APCDD1	2365.4636
APC	1050.0992	APC	1488.7704
APEH	2796.131	APEH	1012.3219
APEX1	2625.248	APEX1	2210.6091
APEX2	786.7063	APEX2	267.4124
APH1A	8586.5575	APH1A	2561.566
APH1B	1009.4246	APH1B	478.8954
API5	2436.756	API5	2207.1135
APIP	263.4251	APIP	555.2845
APITD1	334.4494	APITD1	113.3409
APLF	17.6091	APLF	124.4429
APLNR	155.2579	APLNR	4486.5857
APLN	187.748	APLN	175.4785
APLP1	128.4722	APLP1	22.3718
APLP2	19671.627	APLP2	18933.1469
APOA1BP	2195.9325	APOA1BP	962.6846
APOB48R	1062.5	APOB48R	53.4825
removed	removed	APOBEC3A	31.1107
APOBEC3B	66.5104	APOBEC3B	18.5266
APOBEC3C	45.8829	APOBEC3C	333.1294
APOBEC3D	7.1925	APOBEC3D	46.8409
APOBEC3F	47.619	APOBEC3F	79.0003
APOBEC3G	22.0734	APOBEC3G	140.8721
APOBEC4	52.0833	removed	removed
removed	removed	APOB	298.5231
APOC1	267.1131	APOC1	139.8235
APOC2	66.9643	removed	removed
APOD	453.125	APOD	17198.9863
APOE	836.0615	APOE	6842.9608
APOF	12.4008	removed	removed
APOL1	498.0159	APOL1	1820.1521
APOL2	444.6925	APOL2	1086.0788
APOL3	164.6825	APOL3	1979.9004
APOL4	75.8929	APOL4	379.6207
removed	removed	APOL5	6.2921
APOL6	909.2262	APOL6	11794.1099
APOLD1	266.2475	APOLD1	2193.8303
APOM	34.7222	APOM	53.4825
APOOL	336.8056	APOOL	351.3065
APOO	247.5198	APOO	121.2969
APPBP2	1100.6944	APPBP2	1858.254
APPL1	2651.0417	APPL1	1458.7084
APPL2	1237.8472	APPL2	933.6712
APP	21466.5179	APP	13129.0745
APRT	1321.9246	APRT	767.9804
APTX	626.2401	APTX	420.8687
AQP11	20.5853	AQP11	45.0931
AQP1	472.9663	AQP1	18417.5793
AQP3	1490.3274	AQP3	210.7839
removed	removed	AQP4	10.4868
AQP5	30.506	removed	removed
removed	removed	AQP7P1	597.0462
removed	removed	AQP7P3	132.1332
AQP7	15.625	AQP7	5952.6348
AQP9	100.9425	AQP9	57.6772
AQPEP	5.2083	AQPEP	1469.8558
AQR	1255.7044	AQR	1243.7298
ARAF	1337.5496	ARAF	1300.3583
ARAP1	1518.5367	ARAP1	2428.7093
ARAP2	518.6012	ARAP2	144.7173
ARAP3	97.2222	ARAP3	807.131
ARCN1	5417.9067	ARCN1	5013.3706
ARC	49.8512	ARC	18.1771
AREG	17.3611	AREG	36.7037
ARF1	17696.9246	ARF1	6943.6337
ARF3	12163.9385	ARF3	3667.9193
ARF4	5139.6329	ARF4	4304.4656
ARF5	2745.9945	ARF5	1549.5936
ARF6	4328.373	ARF6	1821.2007
ARFGAP1	1551.8353	ARFGAP1	659.9668
ARFGAP2	1763.3929	ARFGAP2	1741.5014
ARFGAP3	900.5456	ARFGAP3	829.8523
ARFGEF1	5644.4345	ARFGEF1	1598.1823
ARFGEF2	4648.3135	ARFGEF2	2064.4936
ARFIP1	1643.3532	ARFIP1	855.3701
ARFIP2	1279.2659	ARFIP2	548.108
ARFRP1	544.3948	ARFRP1	516.6477
ARG2	148.5342	ARG2	463.7385
ARGLU1	1235.3671	ARGLU1	2070.0865
ARHGAP10	267.3611	ARHGAP10	1483.8766
ARHGAP11A	240.0794	ARHGAP11A	111.8588
ARHGAP11B	19.127	ARHGAP11B	6.9912
ARHGAP12	1075.1488	ARHGAP12	901.1623
ARHGAP15	10.4167	ARHGAP15	107.3145
ARHGAP17	1622.7679	ARHGAP17	1562.8769
ARHGAP18	760.4167	ARHGAP18	899.764
ARHGAP19	372.7679	ARHGAP19	330.333
ARHGAP1	4390.377	ARHGAP1	3664.0741
ARHGAP20	56.2996	ARHGAP20	648.0818
ARHGAP21	2102.6786	ARHGAP21	7573.888
ARHGAP22	59.5238	ARHGAP22	49.2878
ARHGAP23	517.1131	ARHGAP23	883.6843
ARHGAP24	417.1627	ARHGAP24	968.2775
ARHGAP25	48.3631	ARHGAP25	525.0371
ARHGAP26	276.2897	ARHGAP26	824.2594
ARHGAP27	557.5397	ARHGAP27	399.8951
ARHGAP28	66.9643	ARHGAP28	523.6389
ARHGAP29	2197.1726	ARHGAP29	4783.7106
ARHGAP30	388.3929	ARHGAP30	565.2364
ARHGAP31	423.1151	ARHGAP31	3015.2932
ARHGAP32	2071.1806	ARHGAP32	697.3696
ARHGAP33	304.3155	ARHGAP33	45.0931
ARHGAP39	923.3631	ARHGAP39	51.7347
ARHGAP42	94.7421	ARHGAP42	550.5549
ARHGAP4	117.3115	ARHGAP4	329.9834
ARHGAP5	3378.2242	ARHGAP5	2503.1897
ARHGAP6	19.3452	ARHGAP6	293.9789
ARHGAP8	220.1066	ARHGAP8	15.2338
ARHGAP9	26.2897	ARHGAP9	96.4782
ARHGDIA	2669.1468	ARHGDIA	4348.51
ARHGDIB	10775.7937	ARHGDIB	2720.9648
ARHGDIG	44.9826	ARHGDIG	23.2282
ARHGEF10L	475.4464	ARHGEF10L	770.7769
ARHGEF10	1046.131	ARHGEF10	1999.8252
ARHGEF11	2791.1706	ARHGEF11	1754.7846
ARHGEF12	6848.4623	ARHGEF12	5423.7525
ARHGEF15	94.494	ARHGEF15	1845.3203
ARHGEF16	284.2262	ARHGEF16	165.3413
ARHGEF17	965.7738	ARHGEF17	1918.0285
ARHGEF18	759.1766	ARHGEF18	623.2631
ARHGEF19	482.8869	ARHGEF19	40.8984
ARHGEF1	597.4702	ARHGEF1	1016.8662
ARHGEF2	3520.0893	ARHGEF2	2447.6099
ARHGEF33	17.3611	ARHGEF33	11.5354
ARHGEF35	443.2044	ARHGEF35	301.6691
ARHGEF37	2452.877	ARHGEF37	587.6081
ARHGEF38	117.0635	removed	removed
ARHGEF3	509.4246	ARHGEF3	748.7547
ARHGEF4	40.1786	ARHGEF4	297.4744
ARHGEF5	251.4881	ARHGEF5	191.9077
ARHGEF6	192.2123	ARHGEF6	7350.1704
ARHGEF7	1187.004	ARHGEF7	3852.4862
ARHGEF9	683.5317	ARHGEF9	588.3073
ARID1A	3181.5476	ARID1A	2090.3609
ARID1B	2082.0933	ARID1B	2119.3743
ARID2	2130.7044	ARID2	839.9895
ARID3A	92.2619	ARID3A	84.2436
ARID3B	30.0099	ARID3B	69.9117
ARID4A	893.3532	ARID4A	927.3792
ARID4B	2939.995	ARID4B	944.6474
ARID5A	121.0317	ARID5A	290.1337
ARID5B	1042.1627	ARID5B	2416.8487
ARIH1	2110.8631	ARIH1	2264.4411
ARIH2	1522.7951	ARIH2	1651.1649
ARL10	37.9464	ARL10	41.5975
ARL11	130.4563	ARL11	29.0134
ARL13B	274.3056	ARL13B	205.1909
ARL15	84.0774	ARL15	450.2316
ARL16	410.4663	ARL16	444.6386
ARL17A	151.4484	ARL17A	107.9927
ARL17B	6.0417	removed	removed
ARL1	3553.8194	ARL1	2421.7426
ARL2BP	1217.7579	ARL2BP	2274.2288
ARL2	412.9464	ARL2	1779.2537
ARL3	1251.9841	ARL3	476.4485
ARL4A	111.8552	ARL4A	545.3115
ARL4C	818.9484	ARL4C	336.9746
ARL4D	319.4444	ARL4D	181.7705
ARL5A	647.8175	ARL5A	1040.2866
ARL5B	203.125	ARL5B	175.828
ARL6IP1	21294.8909	ARL6IP1	6665.385
ARL6IP4	1584.0774	ARL6IP4	1889.3647
ARL6IP5	3934.7718	ARL6IP5	7022.2844
ARL6IP6	232.1429	ARL6IP6	194.3546
ARL6	134.1766	ARL6	66.4161
ARL8A	1746.7758	ARL8A	1051.4725
ARL8B	3858.631	ARL8B	2410.2071
ARL9	5.4563	removed	removed
ARMC10	1176.8204	ARMC10	693.6293
ARMC1	1357.6389	ARMC1	824.9585
ARMC2	76.3889	ARMC2	72.0091
ARMC3	531.498	removed	removed
ARMC4	117.0635	removed	removed
ARMC5	414.9306	ARMC5	138.7748
ARMC6	393.8343	ARMC6	411.7382
ARMC7	168.6508	ARMC7	187.3635
ARMC8	892.8571	ARMC8	882.6357
ARMC9	437.748	ARMC9	54.5312
ARMCX1	261.4087	ARMCX1	838.9408
ARMCX2	1998.7599	ARMCX2	480.2936
ARMCX3	2193.2044	ARMCX3	2483.964
ARMCX5	353.6706	ARMCX5	222.3193
ARMCX6	350.4464	ARMCX6	174.0802
ARNT2	458.3333	ARNT2	55.5798
ARNTL2	48.6111	ARNTL2	111.1597
ARNTL	260.4167	ARNTL	139.1244
ARNT	2049.8512	ARNT	2643.7123
ARPC1A	3264.3849	ARPC1A	2232.9809
ARPC1B	1913.6905	ARPC1B	1683.8242
ARPC2	3568.4524	ARPC2	4659.9668
ARPC3	4076.8849	ARPC3	2774.0977
ARPC4	3158.5169	ARPC4	2762.5448
ARPC5L	719.246	ARPC5L	475.7494
ARPC5	3581.5972	ARPC5	2359.8707
ARPM1	19.5933	ARPM1	61.1728
ARPP19	6208.0853	ARPP19	7589.2685
ARRB1	562.252	ARRB1	1423.7525
ARRB2	432.7877	ARRB2	778.1176
ARRDC1	738.8393	ARRDC1	246.0893
ARRDC2	289.9306	ARRDC2	595.9976
ARRDC3	2588.7897	ARRDC3	1652.7134
ARRDC4	349.4544	ARRDC4	898.3658
ARSA	398.0655	ARSA	733.7237
ARSB	244.2956	ARSB	457.2228
ARSD	2910.7143	ARSD	1039.5875
ARSE	23.3135	removed	removed
ARSG	318.7004	ARSG	130.7349
ARSH	6.6964	removed	removed
ARSI	92.2619	ARSI	9.0885
ARSJ	106.3988	ARSJ	24.4691
ARSK	166.1706	ARSK	166.7395
removed	removed	ART3	5.2434
removed	removed	ART4	16.4293
removed	removed	ART5	10.1372
ARTN	50.5952	removed	removed
ARV1	963.5417	ARV1	348.8596
ARVCF	114.5833	ARVCF	134.9297
ARX	12.1528	removed	removed
AR	1575.3968	AR	788.2548
AS3MT	865.5754	AS3MT	249.2353
ASAH1	32095.4861	ASAH1	14690.5532
ASAH2B	8.4325	removed	removed
ASAH2	18.1052	removed	removed
ASAM	301.5873	ASAM	5256.3139
ASAP1	1464.5337	ASAP1	1628.9435
ASAP2	1281.994	ASAP2	1823.6476
ASAP3	467.7579	ASAP3	576.0727
ASB13	2760.4167	ASB13	322.9922
ASB14	13.6409	ASB14	16.0797
ASB16	41.7783	removed	removed
ASB1	416.7436	ASB1	892.9931
removed	removed	ASB2	17.8275
ASB3	269.0972	ASB3	230.7087
ASB6	582.8199	ASB6	400.7865
ASB7	726.1905	ASB7	413.5279
ASB8	1208.3333	ASB8	954.2952
ASB9	13.8889	ASB9	74.1064
ASCC1	590.0298	ASCC1	630.2543
ASCC2	858.1349	ASCC2	1670.5409
ASCC3	1993.3036	ASCC3	937.1668
ASCL2	44.6429	removed	removed
ASF1A	424.8512	ASF1A	377.1738
ASF1B	306.7956	ASF1B	25.1682
ASFMR1	5.2108	removed	removed
removed	removed	ASGR2	10.4868
ASH1L	7273.5392	ASH1L	3760.0664
ASH2L	2063.9881	ASH2L	1554.837
ASL	575.8929	ASL	408.9837
ASMTL	690.94	ASMTL	698.7678
ASNA1	904.2659	ASNA1	1009.875
ASNSD1	1045.6349	ASNSD1	1203.8801
ASNS	301.0913	ASNS	148.2129
removed	removed	ASPA	480.9927
removed	removed	ASPG	73.7569
ASPHD1	30.754	removed	removed
ASPHD2	27.2817	ASPHD2	48.2391
ASPH	2607.2693	ASPH	35122.8524
ASPM	637.8968	ASPM	31.1107
ASPN	2175.5952	ASPN	805.7328
ASPRV1	19.7594	ASPRV1	107.9962
ASPSCR1	223.7103	ASPSCR1	232.4565
ASRGL1	17.8571	ASRGL1	164.9917
ASS1	789.9306	ASS1	6418.5965
ASTE1	346.1582	ASTE1	199.21
ASTL	7.6885	removed	removed
removed	removed	ASTN1	11.1859
ASTN2	141.6171	ASTN2	114.6552
ASXL1	2348.2143	ASXL1	1914.1833
ASXL2	1225.6944	ASXL2	1239.1855
removed	removed	ASXL3	19.5753
ATAD1	1124.752	ATAD1	1374.4647
ATAD2B	547.619	ATAD2B	239.0981
ATAD2	2876.7361	ATAD2	333.1294
ATAD3A	266.121	ATAD3A	309.0099
ATAD3B	115.8234	ATAD3B	85.9914
ATAD3C	179.0675	ATAD3C	19.9248
ATAD5	140.129	ATAD5	30.7612
ATE1	276.0417	ATE1	457.2228
ATF1	406.25	ATF1	339.0719
ATF2	736.1111	ATF2	785.8079
ATF3	1372.2718	ATF3	257.9743
ATF4	3851.1905	ATF4	7120.8599
ATF5	705.8532	ATF5	600.8914
ATF6B	2470.2381	ATF6B	1239.2799
ATF6	3637.8968	ATF6	1590.8416
ATF7IP2	209.3254	ATF7IP2	88.4383
ATF7IP	1780.0099	ATF7IP	1585.2486
ATF7	1767.438	ATF7	3152.6767
ATG10	162.4504	ATG10	127.9385
ATG12	760.1687	ATG12	774.2725
ATG16L1	1014.6329	ATG16L1	465.2626
ATG16L2	283.1151	ATG16L2	177.2997
ATG2A	537.9464	ATG2A	592.502
ATG2B	1734.375	ATG2B	1236.0395
ATG3	866.0714	ATG3	850.1267
ATG4A	395.8333	ATG4A	468.4086
ATG4B	663.1944	ATG4B	571.1789
ATG4C	108.1349	ATG4C	283.1425
ATG4D	191.0193	ATG4D	167.152
ATG5	862.8472	ATG5	885.4321
ATG7	836.7659	ATG7	723.0726
ATG9A	886.6171	ATG9A	1972.4513
ATG9B	78.5193	removed	removed
ATHL1	2337.7976	ATHL1	279.9965
ATIC	2573.1647	ATIC	1105.6541
ATL1	162.2024	ATL1	142.9695
ATL2	718.75	ATL2	853.2727
ATL3	974.4544	ATL3	1378.3099
ATMIN	1866.8155	ATMIN	2530.4553
ATM	1139.1369	ATM	1497.859
ATN1	4235.119	ATN1	5085.0301
removed	removed	ATOH8	803.2859
ATOX1	660.9623	ATOX1	684.0863
ATP10A	363.3433	ATP10A	480.2936
ATP10B	13.1448	removed	removed
ATP10D	277.7778	ATP10D	550.5549
ATP11A	510.9127	ATP11A	935.419
ATP11B	873.7599	ATP11B	2063.0953
ATP11C	501.7361	ATP11C	1050.4238
ATP13A1	1285.9623	ATP13A1	593.5506
ATP13A2	614.8313	ATP13A2	597.3958
ATP13A3	3129.9603	ATP13A3	3280.6082
ATP13A4	44.8909	removed	removed
ATP1A1	8567.6959	ATP1A1	4784.7313
removed	removed	ATP1A2	2729.7037
ATP1A3	20.0893	removed	removed
ATP1A4	23.8095	removed	removed
ATP1B1	1455.377	ATP1B1	404.0409
ATP1B2	74.4048	ATP1B2	141.9208
ATP1B3	770.8333	ATP1B3	2155.0293
ATP2A1	14.3849	removed	removed
ATP2A2	10340.7738	ATP2A2	5479.6819
ATP2A3	3919.1468	ATP2A3	364.2401
ATP2B1	1794.3948	ATP2B1	956.7421
removed	removed	ATP2B2	8.3894
ATP2B4	5223.9583	ATP2B4	16715.8962
ATP2C1	2307.1156	ATP2C1	2769.5919
ATP2C2	73.6607	removed	removed
ATP5A1	7309.7718	ATP5A1	11675.9591
ATP5B	9454.3651	ATP5B	13999.8252
ATP5C1	2175.3472	ATP5C1	2971.5984
ATP5D	207.3413	ATP5D	641.7897
ATP5EP2	25.0496	ATP5EP2	41.5975
ATP5E	3162.6984	ATP5E	4978.4148
ATP5F1	1699.4048	ATP5F1	2382.9415
ATP5G1	564.7321	ATP5G1	517.6964
ATP5G2	5168.6508	ATP5G2	2748.9295
ATP5G3	2291.9147	ATP5G3	4259.7221
ATP5H	1716.2698	ATP5H	2307.0873
ATP5I	1251.7436	ATP5I	1366.743
ATP5J2	1148.3135	ATP5J2	1362.9293
ATP5J	1282.1751	ATP5J	2555.4557
ATP5L	1556.5476	ATP5L	2864.983
ATP5O	2014.3849	ATP5O	3465.5248
ATP5SL	498.7599	ATP5SL	630.9534
ATP5S	158.7302	ATP5S	161.1466
ATP6AP1L	112.3512	ATP6AP1L	52.7834
ATP6AP1	4716.2698	ATP6AP1	1923.971
ATP6AP2	4048.6111	ATP6AP2	4288.3859
ATP6V0A1	1590.0298	ATP6V0A1	1297.5618
ATP6V0A2	423.3631	ATP6V0A2	457.5723
ATP6V0A4	92.3834	removed	removed
ATP6V0B	1393.6012	ATP6V0B	809.9275
ATP6V0C	3191.245	ATP6V0C	1600.4125
ATP6V0D1	2040.6746	ATP6V0D1	1539.806
ATP6V0D2	22.0734	removed	removed
ATP6V0E1	6076.8849	ATP6V0E1	3580.18
ATP6V0E2	807.5322	ATP6V0E2	1099.9633
ATP6V1A	3520.0893	ATP6V1A	1790.09
ATP6V1B1	5.7044	ATP6V1B1	7.3407
ATP6V1B2	4098.2143	ATP6V1B2	1901.5992
ATP6V1C1	3541.1706	ATP6V1C1	1826.4441
ATP6V1C2	79.1443	ATP6V1C2	144.0916
ATP6V1D	2372.5198	ATP6V1D	1256.3139
ATP6V1E1	2183.5317	ATP6V1E1	3270.8206
ATP6V1E2	16.121	ATP6V1E2	87.7392
ATP6V1F	1302.3214	ATP6V1F	1318.5179
ATP6V1G1	1987.1032	ATP6V1G1	977.3661
ATP6V1G2	59.5238	ATP6V1G2	12.5841
ATP6V1H	2044.6429	ATP6V1H	1143.4064
ATP7A	619.2956	ATP7A	532.7274
ATP7B	168.6508	ATP7B	276.8505
ATP8A1	22.3214	ATP8A1	319.1471
ATP8A2	8.1845	ATP8A2	8.3894
ATP8B1	2119.0997	ATP8B1	522.6147
ATP8B2	2413.1944	ATP8B2	917.9411
ATP8B3	45.6349	ATP8B3	22.3718
ATP8B4	52.8274	ATP8B4	672.9005
ATP8B5P	15.377	ATP8B5P	29.0134
ATP9A	5898.8095	ATP9A	10693.6992
ATP9B	465.7738	ATP9B	535.8735
ATPAF1	1414.2584	ATPAF1	2536.8487
ATPAF2	407.5198	ATPAF2	223.7176
ATPBD4	81.1012	ATPBD4	114.6552
ATPIF1	872.5198	ATPIF1	651.2278
ATRIP	404.9702	ATRIP	173.5454
ATRNL1	34.4742	ATRNL1	8.3894
ATRN	3135.9127	ATRN	2365.114
ATRX	3514.881	ATRX	3215.9399
ATR	1123.7599	ATR	758.1928
ATXN10	1767.3611	ATXN10	1530.3679
ATXN1L	2017.8745	ATXN1L	3154.2882
ATXN1	1067.2123	ATXN1	1178.7119
ATXN2L	3171.875	ATXN2L	1240.5838
ATXN2	1149.3056	ATXN2	921.7862
ATXN3	490.5754	ATXN3	535.5239
ATXN7L1	266.6171	ATXN7L1	230.0096
ATXN7L2	26.2897	ATXN7L2	29.0134
ATXN7L3B	3279.0179	ATXN7L3B	2353.5786
ATXN7L3	1350.4464	ATXN7L3	881.587
ATXN7	1395.0893	ATXN7	619.418
ATXN8OS	16.8378	removed	removed
AUH	186.756	AUH	452.3289
AUP1	1956.8552	AUP1	1694.8632
AURKAIP1	467.7579	AURKAIP1	896.9676
AURKAPS1	10.6647	removed	removed
AURKA	368.0556	AURKA	40.1992
AURKB	69.6925	AURKB	8.3894
removed	removed	AURKC	7.3407
AUTS2	3738.8393	AUTS2	551.254
AVEN	122.5198	AVEN	314.2533
AVIL	46.875	AVIL	27.2656
AVL9	689.9802	AVL9	320.5453
AVPI1	83.0853	AVPI1	1006.0299
AVPR1A	27.7778	AVPR1A	271.9567
removed	removed	AVPR2	133.1819
AXIN1	1363.0952	AXIN1	399.8951
AXIN2	198.9087	AXIN2	553.1032
AXL	979.4147	AXL	2249.7597
AZGP1	53144.8413	AZGP1	3214.1921
AZI1	155.754	AZI1	111.5092
AZI2	1234.375	AZI2	1955.7808
AZIN1	6425.0992	AZIN1	4066.7657
B2M	12220.7341	B2M	55457.8345
B3GALNT1	349.4544	B3GALNT1	173.0315
B3GALNT2	799.4841	B3GALNT2	665.3185
removed	removed	B3GALT2	12.9337
B3GALT4	187.748	B3GALT4	248.1867
B3GALT5	12.4008	removed	removed
B3GALT6	345.4861	B3GALT6	311.1072
B3GALTL	335.5655	B3GALTL	212.8812
removed	removed	B3GAT1	14.6815
B3GAT2	6.3542	removed	removed
B3GAT3	445.1885	B3GAT3	248.1867
B3GNT1	264.6329	B3GNT1	875.9941
B3GNT2	683.0357	B3GNT2	472.9529
B3GNT3	24.0575	removed	removed
B3GNT4	31.994	removed	removed
B3GNT5	29.2659	B3GNT5	296.7753
B3GNT7	168.1548	B3GNT7	76.9029
B3GNT8	32.2421	B3GNT8	31.8098
B3GNT9	182.3586	B3GNT9	204.387
B3GNTL1	52.2098	B3GNTL1	41.3947
B4GALNT1	29.4494	B4GALNT1	31.5721
B4GALNT3	362.5992	removed	removed
B4GALNT4	413.1944	removed	removed
B4GALT1	10406.746	B4GALT1	2582.8891
B4GALT2	692.7083	B4GALT2	1263.3051
B4GALT3	1769.0972	B4GALT3	391.1562
B4GALT4	741.8155	B4GALT4	469.1078
B4GALT5	1525.2976	B4GALT5	2189.9851
B4GALT6	49.6032	B4GALT6	338.0232
B4GALT7	663.1944	B4GALT7	406.1872
B9D1	256.9792	B9D1	57.6143
B9D2	117.8075	B9D2	47.1904
BAALC	128.7202	BAALC	424.7138
BACE1	968.254	BACE1	2115.8787
BACE2	1034.4742	BACE2	765.5335
BACH1	449.4048	BACH1	734.7723
BACH2	55.8036	BACH2	96.8278
BAD	457.6935	BAD	695.454
BAG1	2376.5005	BAG1	1397.6684
BAG2	102.1825	BAG2	181.421
BAG3	1564.4841	BAG3	1582.1026
BAG4	489.3353	BAG4	389.7579
BAG5	2089.0377	BAG5	1909.9886
BAGE2	6.4286	BAGE2	9.9414
BAHCC1	478.9187	BAHCC1	389.0588
BAHD1	729.6627	BAHD1	539.7186
BAI1	7.9365	BAI1	6.9912
BAI2	1069.9405	BAI2	93.6817
removed	removed	BAI3	12.9337
BAIAP2L1	2102.1825	BAIAP2L1	109.4119
removed	removed	BAIAP2L2	18.5266
BAIAP2	902.7778	BAIAP2	228.9609
BAIAP3	5077.2123	BAIAP3	73.5227
BAK1	252.2321	BAK1	197.1511
BAMBI	574.6528	BAMBI	138.7748
BANF1	2085.8135	BANF1	1351.0443
removed	removed	BANK1	746.6573
BANP	186.2599	BANP	115.7039
BAP1	1915.6746	BAP1	1552.3901
BARD1	292.1627	BARD1	46.1417
BARX2	426.5873	removed	removed
BASP1	377.2321	BASP1	297.1249
BAT1	5236.8552	BAT1	4588.6568
BAT2L1	5437.1181	BAT2L1	5722.391
BAT2L2	10171.875	BAT2L2	4066.7657
BAT2	5109.375	BAT2	3867.8668
BAT3	3105.9028	BAT3	3923.0971
BAT4	309.7718	BAT4	314.2533
BAT5	957.8373	BAT5	628.5065
BATF2	74.1567	BATF2	69.5622
BATF3	12.8968	BATF3	19.2257
BATF	111.3591	BATF	16.7788
BAX	514.3849	BAX	260.7708
BAZ1A	2217.7579	BAZ1A	735.821
BAZ1B	4565.4762	BAZ1B	2956.9169
BAZ2A	4829.9306	BAZ2A	2531.7941
BAZ2B	705.3051	BAZ2B	1031.2366
BBC3	174.1071	BBC3	33.5576
removed	removed	BBOX1	5.9425
BBS10	402.0337	BBS10	647.7322
BBS12	139.1369	BBS12	246.0893
BBS1	1314.8313	BBS1	598.4445
BBS2	911.4583	BBS2	912.6977
BBS4	1088.7897	BBS4	427.8598
BBS5	218.683	BBS5	189.9047
BBS7	215.7738	BBS7	321.2444
BBS9	387.1528	BBS9	352.0056
BBX	2625	BBX	2085.1175
BCAM	5279.5139	BCAM	2698.9426
BCAP29	911.4583	BCAP29	2651.7522
BCAP31	5819.1964	BCAP31	9911.7364
BCAR1	1516.121	BCAR1	651.2278
BCAR3	215.2778	BCAR3	1075.5921
BCAS1	1083.5813	BCAS1	22.3718
BCAS2	586.7857	BCAS2	739.6207
BCAS3	549.8512	BCAS3	776.3698
BCAS4	901.7857	BCAS4	657.8694
BCAT1	645.8333	BCAT1	822.8611
BCAT2	681.2996	BCAT2	273.3549
BCCIP	1207.3289	BCCIP	814.4543
BCDIN3D	305.3621	BCDIN3D	141.9802
BCHE	6129.9603	BCHE	216.7264
BCKDHA	1009.6726	BCKDHA	1027.1467
BCKDHB	319.6925	BCKDHB	707.5068
BCKDK	3995.0397	BCKDK	804.6841
BCL10	408.7302	BCL10	265.6646
removed	removed	BCL11A	6.2921
BCL11B	7.1925	BCL11B	18.5266
BCL2A1	35.2183	BCL2A1	30.062
BCL2L11	1272.5694	BCL2L11	384.5146
BCL2L12	119.7743	BCL2L12	90.8643
BCL2L13	919.1468	BCL2L13	2376.2999
removed	removed	BCL2L15	5.2434
BCL2L1	5009.9206	BCL2L1	1695.7092
BCL2L2	1474.8189	BCL2L2	3699.1873
BCL2	913.6905	BCL2	3219.0859
