gene_id	TCGA-BH-A18Q-01A-12R-A12D-07	gene_id	TCGA-BH-A18Q-11A-34R-A12D-07
LSM7	579.0533	LSM7	213.9491
LSMD1	181.7219	LSMD1	196.6698
LSP1	768.3999	LSP1	728.558
LSR	5530.0222	LSR	1026.3902
LSS	1111.5112	LSS	1543.5124
removed	removed	LST-3TM12	27.0185
LST1	93.6143	LST1	62.5196
LTA4H	1283.4904	LTA4H	2057.1788
LTA	21.1797	LTA	8.7967
LTB4R2	67.8556	LTB4R2	69.202
LTB4R	198.8817	LTB4R	206.9243
LTBP1	1121.2538	LTBP1	1512.4097
LTBP2	2665.6783	LTBP2	7268.3003
LTBP3	3027.9869	LTBP3	3718.9852
LTBP4	696.8125	LTBP4	2956.3305
LTBR	1685.9049	LTBR	1128.8093
LTB	82.6009	LTB	49.9529
LTC4S	8.7769	LTC4S	24.6623
LTF	18494.1226	LTF	21231.5426
LTK	16.0966	LTK	12.2526
LTV1	698.5068	LTV1	590.9519
LUC7L2	1329.6622	LUC7L2	2701.53
LUC7L3	4196.1241	LUC7L3	3415.3314
LUC7L	817.9604	LUC7L	742.3814
LUM	3969.0776	LUM	10113.7292
LUZP1	1139.892	LUZP1	1803.9585
LUZP2	6.3539	LUZP2	128.8093
LUZP6	3396.8019	LUZP6	3553.5658
LXN	514.2434	LXN	339.6167
LY6D	8.4719	LY6D	38.3286
LY6E	6199.3011	LY6E	2875.2749
LY6G5B	76.5138	LY6G5B	94.3073
LY6G5C	13.555	LY6G5C	30.4744
LY6G6C	6.7775	LY6G6C	38.3286
LY6K	134.2794	LY6K	52.1521
LY75	1873.735	LY75	2229.4376
LY86	80.4829	LY86	61.263
LY96	74.129	LY96	84.5115
LY9	28.3808	LY9	78.5423
LYAR	210.9499	LYAR	244.4235
LYG1	11.8606	LYG1	15.0801
LYL1	41.0886	LYL1	54.6654
LYNX1	320.6608	LYNX1	635.5639
LYN	1500.7942	LYN	559.535
LYPD1	13.8346	LYPD1	9.7267
LYPD3	155.0355	LYPD3	865.8498
LYPD5	2832.1508	LYPD5	87.9673
LYPD6B	36.8527	LYPD6B	508.0113
LYPD6	187.2286	LYPD6	704.0528
LYPLA1	1211.4794	LYPLA1	1027.961
LYPLA2P1	59.3032	LYPLA2P1	37.0719
LYPLA2	1037.8058	LYPLA2	614.5146
LYPLAL1	454.9402	LYPLAL1	336.7892
LYRM1	532.4579	LYRM1	617.3421
LYRM2	1442.3298	LYRM2	1133.2988
LYRM4	244.4139	LYRM4	315.4257
LYRM5	389.7067	LYRM5	415.6456
LYRM7	407.4976	LYRM7	666.6667
LYSMD1	281.6901	LYSMD1	198.5548
LYSMD2	232.9768	LYSMD2	155.8278
LYSMD3	570.1578	LYSMD3	825.0079
LYSMD4	242.1942	LYSMD4	367.7631
LYST	798.4751	LYST	1756.519
LYVE1	266.0172	LYVE1	1907.3201
LYZ	3853.4364	LYZ	523.7198
LZIC	260.934	LZIC	413.1323
LZTFL1	551.096	LZTFL1	951.3038
LZTR1	1138.1976	LZTR1	909.8335
LZTS1	399.4493	LZTS1	1208.6082
LZTS2	1254.2624	LZTS2	1515.8655
M6PR	4190.4776	M6PR	2671.7311
MAB21L1	8.4719	MAB21L1	240.0251
MACC1	971.3015	MACC1	593.1511
MACF1	7238.3776	MACF1	9952.8746
MACROD1	119.4536	MACROD1	125.3534
MACROD2	172.4028	MACROD2	182.5322
MAD1L1	349.4652	MAD1L1	243.1668
MAD2L1BP	310.4945	MAD2L1BP	309.7707
MAD2L1	381.6584	MAD2L1	100.8483
MAD2L2	230.8588	MAD2L2	243.7952
MADD	852.6951	MADD	1436.6949
MAEA	887.0062	MAEA	993.7166
MAEL	6.7775	removed	removed
MAF1	1835.0101	MAF1	1609.1737
MAFB	591.3375	MAFB	1043.0412
MAFF	1998.941	MAFF	1219.6041
MAFG	939.5319	MAFG	694.9419
MAFK	631.6001	MAFK	749.9654
MAF	385.4707	MAF	1412.5039
MAGEA10	5.0831	removed	removed
MAGEA11	45.7482	removed	removed
MAGEA4	33.0403	removed	removed
MAGED1	2141.2687	MAGED1	2802.0735
MAGED2	2845.7058	MAGED2	6792.0201
MAGED4B	105.8011	MAGED4B	303.3208
MAGED4	33.1378	MAGED4	122.0641
MAGEE1	99.9682	MAGEE1	260.4461
MAGEF1	1710.897	MAGEF1	804.2727
MAGEH1	191.8882	MAGEH1	516.1797
removed	removed	MAGEL2	11.3101
MAGI1	1250.0265	MAGI1	1942.8212
MAGI2	347.3472	MAGI2	461.2001
MAGI3	582.0184	MAGI3	1308.514
MAGIX	40.665	MAGIX	41.1561
MAGOHB	672.244	MAGOHB	241.596
MAGOH	410.0392	MAGOH	351.5551
MAGT1	2977.4436	MAGT1	2724.1596
MAK16	519.1952	MAK16	454.0214
MAK	10.5899	MAK	32.6736
MAL2	7358.6784	MAL2	2920.2011
MALAT1	2373.6143	MALAT1	7447.0531
MALL	1397.0137	MALL	508.6396
MALT1	947.1566	MALT1	870.5624
MAL	14.8258	MAL	20.7352
MAMDC2	356.2215	MAMDC2	1288.6019
MAMDC4	30.0752	MAMDC4	76.6572
MAML1	1045.5491	MAML1	1762.017
MAML2	1771.0473	MAML2	1945.3346
MAML3	172.8264	MAML3	834.1188
MAMLD1	216.4566	MAMLD1	174.9921
MAMSTR	55.4908	MAMSTR	29.2177
MAN1A1	1338.5577	MAN1A1	1887.5275
MAN1A2	1206.3963	MAN1A2	1186.3022
MAN1B1	1690.1408	MAN1B1	1420.044
MAN1C1	176.2152	MAN1C1	367.8919
MAN2A1	654.0294	MAN2A1	917.0594
MAN2A2	1405.9091	MAN2A2	1575.5577
MAN2B1	2795.2981	MAN2B1	1148.2878
MAN2B2	753.5741	MAN2B2	1627.7097
MAN2C1	840.8345	MAN2C1	1127.2385
MANBAL	1464.3651	MANBAL	963.2422
MANBA	383.7763	MANBA	974.8665
MANEAL	417.2403	MANEAL	240.3393
MANEA	680.2923	MANEA	617.9705
MANF	960.288	MANF	504.2413
MANSC1	2632.2143	MANSC1	837.5746
MAOA	457.4817	MAOA	2091.7374
MAOB	1664.7252	MAOB	3516.1797
MAP1A	176.2152	MAP1A	972.6673
MAP1B	2072.2228	MAP1B	3508.0113
MAP1D	59.3032	MAP1D	63.4621
MAP1LC3A	360.9023	MAP1LC3A	256.6761
MAP1LC3B2	224.5049	MAP1LC3B2	254.7911
MAP1LC3B	1930.3188	MAP1LC3B	2047.1254
MAP1LC3C	12.7078	MAP1LC3C	37.0719
MAP1S	770.9414	MAP1S	445.8058
MAP2K1	919.712	MAP2K1	865.6048
MAP2K2	1536.3762	MAP2K2	1038.3286
MAP2K3	757.3864	MAP2K3	834.7471
MAP2K4	562.1095	MAP2K4	1095.1932
MAP2K5	243.9903	MAP2K5	402.7647
MAP2K6	639.2036	MAP2K6	318.2532
MAP2K7	1373.716	MAP2K7	758.404
MAP2	592.1847	MAP2	938.737
MAP3K10	166.0489	MAP3K10	117.4992
MAP3K11	1244.0962	MAP3K11	1261.3886
MAP3K12	94.902	MAP3K12	249.5193
MAP3K13	190.3124	MAP3K13	95.3472
MAP3K14	375.3045	MAP3K14	790.4493
MAP3K1	1757.4923	MAP3K1	2712.5353
MAP3K2	460.8705	MAP3K2	970.4681
MAP3K3	845.2992	MAP3K3	1389.1046
MAP3K4	606.1633	MAP3K4	1096.1357
MAP3K5	342.6877	MAP3K5	969.8398
MAP3K6	925.1297	MAP3K6	762.8024
MAP3K7	1062.7978	MAP3K7	950.3613
MAP3K8	190.6174	MAP3K8	406.5347
MAP3K9	139.3625	MAP3K9	169.6513
MAP4K1	132.585	MAP4K1	91.109
MAP4K2	421.4762	MAP4K2	329.5633
MAP4K3	632.4261	MAP4K3	1183.4747
MAP4K4	2452.6104	MAP4K4	2697.4552
MAP4K5	1236.4715	MAP4K5	1553.88
MAP4	4620.9891	MAP4	6873.0757
MAP6D1	83.4481	MAP6D1	64.7188
MAP6	42.783	MAP6	117.185
MAP7D1	1496.5583	MAP7D1	1428.8407
MAP7D2	16.5202	MAP7D2	5.0267
MAP7D3	360.0551	MAP7D3	431.9824
MAP7	2602.1392	MAP7	870.2482
MAP9	266.4407	MAP9	700.5969
MAPK10	21.1797	MAPK10	239.711
MAPK11	155.4591	MAPK11	227.4584
MAPK12	36.9205	MAPK12	87.8197
MAPK13	1080.5888	MAPK13	606.6604
MAPK14	1490.2044	MAPK14	1741.7531
MAPK15	174.0972	MAPK15	56.5504
MAPK1IP1L	1685.4813	MAPK1IP1L	2101.4766
MAPK1	4940.8027	MAPK1	3895.6959
MAPK3	1517.0687	MAPK3	1803.9585
MAPK4	310.4945	MAPK4	64.0905
MAPK6	941.6499	MAPK6	1056.8646
MAPK7	253.4534	MAPK7	408.5423
MAPK8IP1	181.7219	MAPK8IP1	405.9064
MAPK8IP2	741.7134	MAPK8IP2	119.3842
removed	removed	MAPK8IP3	945.3346
MAPK8	496.4524	MAPK8	387.6846
MAPK9	867.9445	MAPK9	857.0531
MAPKAP1	1441.4911	MAPKAP1	1528.7465
MAPKAPK2	4517.6321	MAPKAPK2	2110.5875
MAPKAPK3	472.7311	MAPKAPK3	594.4078
MAPKAPK5	631.1554	MAPKAPK5	551.5677
MAPKBP1	580.324	MAPKBP1	1235.3126
MAPKSP1	701.8956	MAPKSP1	1217.7191
MAPRE1	3782.2726	MAPRE1	2424.7565
MAPRE2	2242.0841	MAPRE2	895.0675
MAPRE3	689.1878	MAPRE3	462.1426
MAPT	271.1003	MAPT	602.262
MARCH1	74.5526	MARCH1	40.2136
MARCH2	516.3613	MARCH2	483.192
MARCH3	336.3338	MARCH3	96.1357
MARCH5	1425.3945	MARCH5	1216.1483
MARCH6	2403.4735	MARCH6	3178.1338
MARCH7	1974.7961	MARCH7	2845.1147
MARCH8	385.4707	MARCH8	760.289
MARCH9	336.7574	MARCH9	196.984
MARCKSL1	10575.4527	MARCKSL1	2368.5203
MARCKS	2474.6373	MARCKS	4125.3534
MARCO	17.791	MARCO	34.5586
MARK1	286.3497	MARK1	347.4709
removed	removed	MARK2	1511.4672
MARK3	887.8534	MARK3	1240.6535
MARK4	1430.054	MARK4	688.6585
MARS2	212.6443	MARS2	195.7273
MARS	1910.4945	MARS	1207.7034
MARVELD1	1081.7198	MARVELD1	1420.6817
MARVELD2	643.4396	MARVELD2	366.0069
MARVELD3	516.5943	MARVELD3	269.29
MASP1	30.9224	MASP1	225.2592
MASP2	28.3808	MASP2	101.4766
MAST1	19.9089	MAST1	8.7967
MAST2	1584.6659	MAST2	1058.7496
MAST3	325.7439	MAST3	350.2985
MAST4	215.1859	MAST4	1324.8508
MASTL	446.8919	MASTL	306.3148
MAT1A	234.6712	MAT1A	28.9036
MAT2A	4318.1192	MAT2A	4611.0587
MAT2B	1157.2593	MAT2B	1904.8068
MATK	30.0752	MATK	30.4744
MATN1	9.4546	removed	removed
MATN2	1258.4984	MATN2	4811.4986
MATN3	51.6785	MATN3	73.5156
MATN4	20.7561	removed	removed
MATR3	8680.3812	MATR3	8531.9447
MAVS	3300.2224	MAVS	3535.9724
MAX	981.4678	MAX	1212.3783
MAZ	5440.6989	MAZ	1656.1797
MBD1	1264.4287	MBD1	1194.7848
MBD2	2023.9331	MBD2	1467.7977
MBD3	1148.3639	MBD3	831.2912
MBD4	1195.3828	MBD4	834.1188
MBD5	275.7598	MBD5	489.7895
MBD6	1845.1763	MBD6	1685.5168
MBIP	347.7708	MBIP	510.8388
removed	removed	MBL1P	7.2259
MBLAC1	25.4157	MBLAC1	14.4518
MBLAC2	208.8319	MBLAC2	384.2287
MBNL1	6256.2787	MBNL1	5235.9409
MBNL2	3103.6747	MBNL2	3789.5068
MBNL3	216.4566	MBNL3	182.8464
MBOAT1	2950.7572	MBOAT1	1081.0556
MBOAT2	553.6376	MBOAT2	453.0317
MBOAT7	1275.8657	MBOAT7	732.0138
MBP	966.642	MBP	1236.5693
MBTD1	2204.8078	MBTD1	1005.655
MBTPS1	4913.6927	MBTPS1	4277.7254
MBTPS2	348.618	MBTPS2	731.7374
MB	387.1651	MB	160.2262
MC1R	71.7399	MC1R	47.0657
MC4R	10.5899	removed	removed
MCAM	2752.0915	MCAM	5020.1068
MCART1	315.5777	MCART1	162.7396
MCART2	8.8955	MCART2	8.4826
MCART6	14.4022	MCART6	12.2526
MCAT	327.8619	MCAT	232.4851
MCCC1	2979.138	MCCC1	820.6095
MCCC2	2441.597	MCCC2	2068.1747
MCCD1	6.7775	removed	removed
MCC	517.2085	MCC	1750.2356
MCEE	151.2231	MCEE	194.1565
MCF2L2	11.8606	MCF2L2	23.1448
MCF2L	323.2532	MCF2L	1013.5533
MCFD2	2417.4775	MCFD2	3772.5416
MCL1	8509.1602	MCL1	10921.7719
MCM10	386.7415	MCM10	16.0226
MCM2	4871.7569	MCM2	438.58
MCM3APAS	60.4215	MCM3APAS	57.5086
MCM3AP	2630.6725	MCM3AP	2379.8146
MCM3	6283.1727	MCM3	1646.874
MCM4	3608.599	MCM4	789.5068
MCM5	3551.8373	MCM5	752.1206
MCM6	1121.6774	MCM6	740.8106
MCM7	3318.3776	MCM7	1655.7807
MCM8	817.9604	MCM8	294.0622
MCM9	205.4432	MCM9	154.5712
MCOLN1	562.1095	MCOLN1	312.9123
MCOLN2	47.8661	MCOLN2	11.9384
MCOLN3	299.9047	MCOLN3	147.0311
MCPH1	502.5352	MCPH1	636.6761
MCRS1	682.8338	MCRS1	719.4471
MCTP1	60.9976	MCTP1	271.442
MCTP2	291.0092	MCTP2	382.972
MCTS1	618.8711	MCTS1	835.0613
MDC1	1854.0718	MDC1	1420.044
MDFIC	608.7049	MDFIC	1874.0182
MDFI	2128.5608	MDFI	283.0663
MDGA1	77.9413	MDGA1	197.9265
MDGA2	6.7775	removed	removed
MDH1B	36.8527	MDH1B	90.7948
MDH1	3046.9131	MDH1	2016.0226
MDH2	2656.3592	MDH2	2084.5115
MDK	2240.8133	MDK	1595.9786
MDM1	417.6639	MDM1	420.9865
MDM2	1789.6855	MDM2	2206.0949
MDM4	1430.9012	MDM4	1410.3047
MDN1	2079.0003	MDN1	2446.12
MDP1	98.6551	MDP1	169.1172
ME1	401.5673	ME1	503.2988
ME2	1306.7881	ME2	461.2001
ME3	246.1082	ME3	383.9145
MEA1	1181.4042	MEA1	650.644
MEAF6	1447.845	MEAF6	1297.8322
MECOM	149.1052	MECOM	475.3377
MECP2	1754.5272	MECP2	2760.6032
MECR	401.5673	MECR	384.2287
MED10	275.7598	MED10	367.8919
MED11	157.577	MED11	198.2407
MED12L	20.3325	MED12L	39.2711
MED12	1313.142	MED12	1907.6343
MED13L	3677.2212	MED13L	5407.7914
MED13	2820.2902	MED13	2919.8869
MED14	1348.7239	MED14	1236.5693
MED15	2005.2949	MED15	1508.0113
MED16	905.6444	MED16	945.0204
MED17	625.225	MED17	759.0324
MED18	244.4139	MED18	239.711
MED19	113.5232	MED19	177.8197
MED1	1313.9892	MED1	2124.4109
MED20	684.5282	MED20	455.2309
MED21	719.2629	MED21	734.5272
MED22	489.2513	MED22	796.4185
MED23	1581.2771	MED23	1337.1034
MED24	1252.9916	MED24	1343.7009
MED25	967.0656	MED25	560.7917
MED26	312.6125	MED26	255.1052
MED27	184.2635	MED27	252.5919
MED28	425.2886	MED28	710.3362
MED29	1413.9574	MED29	1591.2661
MED30	399.0257	MED30	191.0148
MED31	63.4544	MED31	125.498
MED4	832.3626	MED4	956.6447
MED6	275.7598	MED6	361.2944
MED7	139.7861	MED7	249.136
MED8	722.2281	MED8	469.9969
MED9	393.0954	MED9	414.3889
MEF2A	3031.3417	MEF2A	2190.2011
removed	removed	MEF2B	8.6365
MEF2C	1096.2618	MEF2C	1308.8281
MEF2D	2128.5608	MEF2D	2251.021
MEFV	11.437	MEFV	5.655
MEG3	28.8044	MEG3	269.8712
MEGF10	749.3381	MEGF10	327.6783
MEGF11	13.1314	removed	removed
MEGF6	223.2341	MEGF6	854.2256
MEGF8	1282.2196	MEGF8	1458.0584
MEGF9	1088.6371	MEGF9	2553.88
MEI1	42.3594	MEI1	88.2815
MEIS1	112.6761	MEIS1	805.2152
MEIS2	188.4994	MEIS2	534.0873
MEIS3P1	292.7036	MEIS3P1	771.5991
MEIS3	46.1718	MEIS3	202.0107
MELK	806.5234	MELK	21.0493
MEMO1	281.3682	MEMO1	231.442
MEN1	753.1505	MEN1	647.1882
MEOX1	61.4212	MEOX1	446.4342
MEOX2	41.0886	MEOX2	285.5796
MEPCE	1106.8516	MEPCE	1411.5614
MERTK	172.8264	MERTK	351.241
MESDC1	357.5135	MESDC1	344.0151
MESDC2	1608.3872	MESDC2	1119.6984
MESP1	102.0862	MESP1	36.1294
removed	removed	MESP2	9.4251
removed	removed	MESTIT1	23.8768
MEST	1361.0082	MEST	1387.0562
METAP1	1146.6695	METAP1	1356.896
METAP2	2048.5015	METAP2	1776.6258
METRNL	116.4884	METRNL	198.2407
METRN	35.5819	METRN	65.3472
METT10D	1012.3901	METT10D	1475.0236
METT11D1	454.9402	METT11D1	593.7795
METT5D1	244.8374	METT5D1	381.4012
METTL10	231.6933	METTL10	406.2111
METTL11A	265.0895	METTL11A	211.4358
METTL12	34.8152	METTL12	64.5806
METTL13	1423.2765	METTL13	712.8495
METTL14	313.8833	METTL14	551.0525
METTL1	370.6449	METTL1	194.1565
METTL2A	368.9505	METTL2A	388.9413
METTL2B	227.0465	METTL2B	323.9083
METTL3	589.317	METTL3	817.2416
METTL4	327.4383	METTL4	280.5529
METTL5	452.0343	METTL5	408.3757
METTL6	268.5587	METTL6	279.2963
METTL7A	4179.1803	METTL7A	4120.0126
METTL7B	230.8588	METTL7B	6.2834
METTL8	298.2103	METTL8	437.9516
METTL9	2431.4307	METTL9	1609.4879
MET	851.4243	MET	1896.9526
MEX3A	2297.9985	MEX3A	240.0251
MEX3B	187.2286	MEX3B	75.7147
MEX3C	2015.8848	MEX3C	1431.6682
MEX3D	343.5349	MEX3D	255.4194
MFAP1	617.1767	MFAP1	829.0921
MFAP2	640.0508	MFAP2	110.2733
MFAP3L	1392.7777	MFAP3L	454.2884
MFAP3	762.046	MFAP3	1085.1398
MFAP4	871.7569	MFAP4	6143.2611
MFAP5	321.0844	MFAP5	1197.2981
MFF	1024.6744	MFF	1114.0434
MFGE8	82162.4484	MFGE8	5347.7851
MFHAS1	364.291	MFHAS1	227.4584
MFI2	7500.5824	MFI2	282.438
MFN1	1060.2563	MFN1	1012.2526
MFN2	1744.3609	MFN2	2673.2642
MFNG	162.2366	MFNG	278.0396
MFRP	167.7433	MFRP	170.5938
MFSD10	953.9341	MFSD10	764.0591
MFSD11	713.159	MFSD11	484.7848
MFSD1	2934.6606	MFSD1	1416.274
MFSD2A	9.7427	MFSD2A	78.2281
MFSD2B	38.5471	MFSD2B	6.2834
MFSD3	248.6498	MFSD3	111.53
MFSD4	367.6798	MFSD4	201.6965
MFSD5	565.4983	MFSD5	463.3993
MFSD6L	67.7751	MFSD6L	36.1294
MFSD6	1258.4984	MFSD6	1758.404
MFSD7	75.3998	MFSD7	150.8011
MFSD8	252.8857	MFSD8	500.7854
MFSD9	125.3839	MFSD9	155.8278
MGAT1	1871.8628	MGAT1	2288.7213
MGAT2	396.0606	MGAT2	550.7383
MGAT3	183.4163	MGAT3	224.6309
MGAT4A	1326.697	MGAT4A	1362.2369
MGAT4B	1303.8229	MGAT4B	1028.5894
MGAT5B	6.3539	MGAT5B	12.5668
MGAT5	240.6015	MGAT5	423.1857
MGA	1503.3358	MGA	2027.6469
MGC12916	5.0831	MGC12916	10.0534
MGC12982	41.5122	MGC12982	20.421
removed	removed	MGC14436	9.4251
MGC16121	6.7775	MGC16121	11.3101
MGC16142	17.3674	MGC16142	5.9692
MGC16275	19.4853	MGC16275	38.6428
MGC16384	6.7775	MGC16384	15.7085
removed	removed	MGC16703	7.5778
MGC21881	150.7995	MGC21881	165.2529
MGC23270	23.7213	MGC23270	39.8995
MGC23284	13.1314	MGC23284	46.8112
MGC2752	738.3247	MGC2752	639.0198
MGC2889	30.9224	removed	removed
MGC29506	124.1131	MGC29506	306.629
MGC3771	12.4748	MGC3771	14.3952
removed	removed	MGC42105	13.5093
removed	removed	MGC45800	24.8194
MGC57346	229.4906	MGC57346	365.5577
MGC70857	499.4176	MGC70857	281.1813
MGC72080	61.2136	MGC72080	27.0971
MGC87042	6.7775	MGC87042	20.1068
MGEA5	3570.0519	MGEA5	5737.3547
MGLL	623.5307	MGLL	3998.115
MGMT	241.0251	MGMT	282.438
MGP	34215.8212	MGP	42158.6554
MGRN1	2986.7627	MGRN1	1278.6679
MGST1	4153.7647	MGST1	3135.0927
MGST2	248.2262	MGST2	587.1819
MGST3	1853.6482	MGST3	1312.5982
removed	removed	MIA2	36.7578
removed	removed	MIA3	2326.1074
MIAT	130.8906	MIAT	127.3421
MIA	1810.3145	MIA	462.4788
MIB1	3195.5946	MIB1	2590.0094
MIB2	215.1859	MIB2	282.438
MICAL1	363.4438	MICAL1	396.541
MICAL2	1026.3687	MICAL2	1188.1872
MICAL3	2770.7296	MICAL3	2357.8385
MICALCL	34.7347	MICALCL	82.9406
MICALL1	1911.257	MICALL1	1096.1357
MICALL2	238.9071	MICALL2	270.1854
MICA	266.4407	MICA	515.5514
MICB	83.8717	MICB	38.6428
MID1IP1	460.0233	MID1IP1	369.1486
MID1	859.8962	MID1	763.4307
MID2	357.5135	MID2	927.427
MIDN	1846.4471	MIDN	1804.901
MIER1	789.156	MIER1	1504.8696
MIER2	346.5001	MIER2	317.3107
MIER3	610.8228	MIER3	850.7697
MIF4GD	436.1749	MIF4GD	313.902
MIF	3978.5661	MIF	1179.7958
MIIP	244.4139	MIIP	216.1483
MIMT1	30.0752	removed	removed
MINA	796.768	MINA	887.1191
MINK1	1813.4025	MINK1	2368.7276
MINPP1	526.5276	MINPP1	342.4442
MIOS	390.9774	MIOS	782.9092
MIPEP	299.4811	MIPEP	417.5306
MIPOL1	110.5581	MIPOL1	163.0537
MIR155HG	28.8044	MIR155HG	12.2526
MIR17HG	55.4908	MIR17HG	66.2897
MIS12	365.5618	MIS12	488.2187
MITD1	192.7354	MITD1	241.596
MITF	155.0355	MITF	821.552
MKI67IP	500.2647	MKI67IP	705.6079
MKI67	3121.8892	MKI67	216.4625
MKKS	712.0618	MKKS	800.5027
MKL1	1466.9067	MKL1	1689.2868
MKL2	1804.5113	MKL2	3166.1954
MKLN1	1657.1005	MKLN1	3054.6654
MKNK1	465.53	MKNK1	563.9334
MKNK2	2030.7106	MKNK2	2691.486
MKRN1	1410.1451	MKRN1	2524.9764
MKRN2	846.7648	MKRN2	861.4515
MKS1	399.8729	MKS1	322.9658
MKX	11.0134	MKX	62.2055
MLC1	151.6467	MLC1	5.3409
MLEC	5268.241	MLEC	4899.4659
MLF1IP	398.4412	MLF1IP	91.907
MLF1	1746.4789	MLF1	500.1571
MLF2	6480.5676	MLF2	1967.6406
MLH1	776.0246	MLH1	751.1781
MLH3	436.7256	MLH3	821.8662
MLKL	208.4083	MLKL	172.1646
MLL2	2029.3042	MLL2	3796.5159
MLL3	1411.4159	MLL3	4196.6698
MLL4	2228.1055	MLL4	1278.3538
MLL5	2068.6561	MLL5	3947.2542
MLLT10	1275.4421	MLLT10	1185.6739
MLLT11	182.1455	MLLT11	97.7066
MLLT1	1870.592	MLLT1	1674.8351
MLLT3	340.9933	MLLT3	529.689
MLLT4	4441.3852	MLLT4	3495.1304
MLLT6	3234.1417	MLLT6	5671.065
MLL	3036.3232	MLL	5466.2268
MLPH	389.2831	MLPH	2399.3088
MLST8	1022.4929	MLST8	538.6962
MLXIPL	13.1314	MLXIPL	275.8404
MLXIP	3201.9485	MLXIP	1244.7377
MLX	1051.5091	MLX	825.2246
MLYCD	229.1645	MLYCD	246.3085
MMAA	195.7005	MMAA	319.5099
MMAB	372.3393	MMAB	654.0999
MMACHC	186.805	MMACHC	180.0189
MMADHC	1363.1261	MMADHC	1663.525
MMD	331.6743	MMD	1078.8564
MMEL1	7.5484	MMEL1	9.978
MME	1062.3742	MME	5057.8071
MMGT1	1587.2075	MMGT1	1081.0556
MMP10	79.2121	removed	removed
MMP11	1151.329	MMP11	68.1747
MMP12	16.5202	removed	removed
MMP13	38.5471	removed	removed
MMP14	4773.0594	MMP14	3286.208
MMP15	2347.559	MMP15	453.3459
MMP16	326.5911	MMP16	188.5014
removed	removed	MMP17	36.7578
MMP19	220.269	MMP19	474.7094
MMP1	62.2683	removed	removed
removed	removed	MMP20	5.0267
MMP23B	20.7561	MMP23B	37.0719
MMP24	321.9316	MMP24	292.8055
MMP25	65.4326	MMP25	45.4351
MMP28	25.4157	MMP28	135.721
MMP2	2303.9288	MMP2	7575.8718
MMP3	91.0728	MMP3	7.5401
MMP7	2471.6721	MMP7	2644.3607
MMP9	429.1009	MMP9	58.1213
MMRN1	340.1461	MMRN1	2978.6365
MMRN2	529.0692	MMRN2	2018.8501
MMS19	992.0576	MMS19	1304.744
MN1	97.8503	MN1	174.0496
MNAT1	164.7781	MNAT1	259.5036
MND1	130.467	MND1	10.3676
MNDA	206.2904	MNDA	92.3657
MNS1	119.8772	MNS1	146.7169
MNT	632.0025	MNT	683.0035
MNX1	8.0483	removed	removed
MOAP1	565.4983	MOAP1	932.1395
MOB2	438.42	MOB2	493.8737
MOBKL1A	881.4995	MOBKL1A	1134.4643
MOBKL1B	835.7514	MOBKL1B	756.2048
MOBKL2A	729.0056	MOBKL2A	1011.3101
MOBKL2B	534.5759	MOBKL2B	984.9199
MOBKL2C	299.0575	MOBKL2C	650.3299
MOBKL3	697.6596	MOBKL3	1112.4725
MOCOS	834.9042	MOCOS	163.6821
MOCS1	195.2049	MOCS1	1257.1002
MOCS2	725.6169	MOCS2	683.0035
MOCS3	183.4163	MOCS3	178.1338
MOGAT2	27.11	MOGAT2	68.4888
MOGS	1156.4122	MOGS	896.3242
MON1A	142.7512	MON1A	131.951
MON1B	775.1774	MON1B	689.2868
MON2	1186.4873	MON2	2203.8957
MORC2	1682.9397	MORC2	798.6177
MORC3	1047.1249	MORC3	1438.8941
MORC4	350.736	MORC4	572.1018
MORF4L1	4677.7507	MORF4L1	4032.9877
MORF4L2	3100.7095	MORF4L2	3601.6337
MORN1	45.3246	MORN1	120.3267
MORN2	133.8558	MORN2	210.8074
MORN3	27.11	MORN3	8.4826
MORN4	114.3704	MORN4	232.1709
MOSC1	246.1082	MOSC1	715.9912
MOSC2	292.7036	MOSC2	341.8159
MOSPD1	272.7947	MOSPD1	248.5077
MOSPD2	182.5691	MOSPD2	302.8589
MOSPD3	180.4511	MOSPD3	209.2366
MOV10	1036.1114	MOV10	937.4804
MOXD1	201.2072	MOXD1	107.1316
MPDU1	565.9218	MPDU1	605.4068
MPDZ	1662.1836	MPDZ	2110.9017
MPEG1	796.3571	MPEG1	785.7367
MPG	584.56	MPG	372.6045
MPHOSPH10	984.4329	MPHOSPH10	901.9793
MPHOSPH6	480.7794	MPHOSPH6	394.9105
MPHOSPH8	756.5392	MPHOSPH8	1616.0855
MPHOSPH9	270.2531	MPHOSPH9	179.0763
MPI	639.2036	MPI	660.0691
MPL	84.7188	MPL	31.1027
MPND	287.1969	MPND	242.8527
MPO	25.4157	MPO	17.5935
MPP1	315.5777	MPP1	386.4279
MPP2	88.9548	MPP2	320.4524
MPP3	180.8747	MPP3	150.8011
MPP5	968.3363	MPP5	1171.5363
MPP6	110.9817	MPP6	128.8093
MPP7	441.3852	MPP7	1334.59
MPPE1	415.1223	MPPE1	750.2356
removed	removed	MPPED1	9.6073
MPPED2	150.7995	MPPED2	244.1093
MPRIP	1696.4948	MPRIP	2480.6786
MPST	324.4732	MPST	441.4075
MPV17L2	316.4249	MPV17L2	151.7436
MPV17L	364.291	MPV17L	198.2407
MPV17	435.8784	MPV17	514.6089
