gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
CDC37L1	309.0545	CDC37L1	532.6264
CDC37	2327.7648	CDC37	4610.9299
CDC40	763.1139	CDC40	506.5253
CDC42BPA	904.7778	CDC42BPA	680.6688
CDC42BPB	6887.0698	CDC42BPB	2307.0962
CDC42BPG	430.6716	CDC42BPG	1207.9935
CDC42EP1	512.1951	CDC42EP1	5365.0082
CDC42EP2	179.0845	CDC42EP2	935.5628
CDC42EP3	105.9138	CDC42EP3	592.9853
CDC42EP4	3096.5586	CDC42EP4	3179.8532
CDC42EP5	63.4815	CDC42EP5	369.9021
CDC42SE1	4066.0441	CDC42SE1	2420.9992
CDC42SE2	971.2663	CDC42SE2	1066.8842
CDC42	4134.9816	CDC42	5104.4046
CDC45	112.9302	CDC45	9.7879
CDC5L	946.5419	CDC5L	761.0114
CDC6	349.8162	CDC6	33.0343
CDC73	859.6726	CDC73	537.9282
CDC7	189.1079	CDC7	51.3866
CDCA2	231.8744	CDCA2	7.7488
CDCA3	388.6201	CDCA3	30.3344
CDCA4	523.555	CDCA4	302.6101
CDCA5	399.9332	CDCA5	58.3197
CDCA7L	152.0147	CDCA7L	528.9274
CDCA7	103.2409	CDCA7	37.5204
CDCA8	270.9656	CDCA8	35.4812
CDCP1	70.1637	CDCP1	676.5905
CDH11	896.0909	CDH11	462.0718
removed	removed	CDH12	30.5873
CDH13	375.2088	CDH13	378.4666
CDH17	6.014	CDH17	6.9331
CDH1	13382.8934	CDH1	7417.2104
removed	removed	CDH22	33.8499
CDH23	37.0865	CDH23	309.5432
CDH24	136.6522	CDH24	97.4715
CDH2	15.0351	CDH2	13.0506
CDH3	123.2877	CDH3	3558.3197
removed	removed	CDH4	16.721
CDH5	1239.2249	CDH5	976.3458
CDH6	57.1333	CDH6	21.2072
CDH8	5.3458	removed	removed
removed	removed	CDHR1	17.9445
CDHR3	451.1661	CDHR3	51.0196
CDIPT	3402.6061	CDIPT	3413.9478
CDK10	738.3896	CDK10	1321.3703
CDK11A	521.6906	CDK11A	749.0742
CDK11B	687.7982	CDK11B	901.4152
CDK12	2076.846	CDK12	524.4698
CDK13	882.0581	CDK13	496.7374
CDK14	160.0401	CDK14	338.0914
CDK16	2341.1293	CDK16	2254.4861
CDK17	1197.4607	CDK17	361.3377
CDK18	31.0725	CDK18	509.3801
CDK19	926.3415	CDK19	339.1843
CDK1	811.5603	CDK1	37.1126
CDK20	251.587	CDK20	224.7145
CDK2AP1	1566.3214	CDK2AP1	3295.677
CDK2AP2	2582.0247	CDK2AP2	1517.1289
CDK2	912.7965	CDK2	550.9788
CDK3	146.7858	CDK3	236.7414
CDK4	2277.6478	CDK4	2656.199
CDK5R1	233.2108	CDK5R1	26.1011
CDK5RAP1	578.0154	CDK5RAP1	582.7896
CDK5RAP2	1129.9699	CDK5RAP2	1501.2235
CDK5RAP3	5141.998	CDK5RAP3	3503.6705
CDK5	610.7584	CDK5	322.5938
CDK6	114.6007	CDK6	305.8728
CDK7	442.3655	CDK7	428.2219
CDK8	103.9091	CDK8	67.6998
CDK9	1360.1737	CDK9	1778.5481
CDKAL1	204.8112	CDKAL1	273.6542
removed	removed	CDKL1	7.3409
CDKL2	18.3762	CDKL2	35.8891
CDKL3	29.9632	CDKL3	40.3834
CDKL5	74.8413	removed	removed
CDKN1A	2511.861	CDKN1A	4312.398
CDKN1B	2069.8296	CDKN1B	1447.7977
CDKN1C	314.4003	CDKN1C	1358.4829
CDKN2AIPNL	432.3421	CDKN2AIPNL	477.5693
CDKN2AIP	492.4825	CDKN2AIP	440.0489
CDKN2A	181.0892	CDKN2A	108.075
CDKN2BAS	14.3869	removed	removed
CDKN2B	428.6669	CDKN2B	407.0147
CDKN2C	275.6432	CDKN2C	626.4274
CDKN2D	299.3652	CDKN2D	201.4682
CDKN3	223.8557	CDKN3	16.721
CDNF	27.0631	CDNF	39.1517
CDO1	36.7524	CDO1	488.9886
CDON	1219.8463	CDON	335.2365
removed	removed	CDR1	21.5538
CDR2L	910.1236	CDR2L	970.6362
CDR2	915.4694	CDR2	638.2545
CDRT15P	19.0444	CDRT15P	5.3018
CDRT4	245.2623	CDRT4	340.2855
CDS1	1742.0648	CDS1	759.3801
CDS2	1445.3725	CDS2	681.4845
removed	removed	CDSN	302.6101
CDT1	202.4724	CDT1	91.7618
CDV3	4953.5583	CDV3	3644.3719
CDX1	9.021	CDX1	10.6036
CDYL2	166.0541	CDYL2	16.3132
CDYL	1358.5032	CDYL	403.3442
CEACAM19	12.6963	CEACAM19	93.801
CEACAM1	49.4487	CEACAM1	661.9086
CEACAM21	9.6893	CEACAM21	35.8891
removed	removed	CEACAM4	8.5644
CEACAM5	58.8039	removed	removed
CEACAM6	27.0631	CEACAM6	55.0571
CEACAM7	5.6799	removed	removed
CEBPA	442.0314	CEBPA	1708.8091
CEBPB	249.5824	CEBPB	2168.8418
CEBPD	932.5092	CEBPD	1943.3116
CEBPG	698.6301	CEBPG	1043.6378
CEBPZ	751.0859	CEBPZ	1147.6346
CECR1	306.3816	CECR1	524.8777
CECR2	159.0378	CECR2	7.3409
removed	removed	CECR4	7.3409
CECR5	520.8821	CECR5	931.8923
CECR6	21.7173	CECR6	42.4144
removed	removed	CECR7	40.783
CELF1	2451.3866	CELF1	1045.2692
CELF2	205.8136	CELF2	573.0016
CELF3	33.7454	removed	removed
removed	removed	CELF4	8.1566
CELF5	25.7267	CELF5	76.6721
CELF6	37.6278	CELF6	59.9511
CELSR1	12854.995	CELSR1	1838.4992
CELSR2	3754.7611	CELSR2	2113.7847
CELSR3	906.7725	CELSR3	50.9788
CEL	29.4019	CEL	15.9054
CEMP1	266.6522	CEMP1	359.1599
CEND1	6.6823	removed	removed
CENPA	63.8156	CENPA	7.7488
CENPBD1	274.3067	CENPBD1	446.5742
CENPB	3663.8824	CENPB	3663.1321
CENPC1	256.2646	CENPC1	265.4976
CENPE	264.6174	CENPE	13.0506
CENPF	1142.6662	CENPF	48.9396
CENPH	221.5169	CENPH	136.2153
CENPI	45.7735	removed	removed
CENPJ	325.7601	CENPJ	139.0701
CENPK	89.5423	CENPK	11.4192
CENPL	118.9442	CENPL	46.4927
CENPM	146.3415	CENPM	39.1517
CENPN	206.3314	CENPN	175.0693
CENPO	124.0494	CENPO	36.4682
CENPP	60.7417	CENPP	89.7064
CENPQ	191.7808	CENPQ	79.1191
CENPT	380.2205	CENPT	902.9364
CENPV	397.2603	CENPV	209.217
CENPW	103.2409	CENPW	117.863
CEP110	304.711	CEP110	345.8401
CEP120	449.716	CEP120	320.5546
CEP135	204.4771	CEP135	77.8956
CEP152	77.1801	CEP152	29.7716
CEP164	383.2275	CEP164	616.2316
CEP170	572.3354	CEP170	280.5873
CEP192	522.5526	CEP192	326.2643
CEP250	1199.4654	CEP250	564.845
CEP290	505.7033	CEP290	230.1591
CEP350	1173.7387	CEP350	442.9038
CEP55	223.5216	CEP55	15.4976
CEP57	397.2603	CEP57	589.3148
CEP63	570.5312	CEP63	522.6183
CEP68	877.3906	CEP68	828.7439
CEP70	413.2977	CEP70	293.6378
CEP72	138.6569	CEP72	52.6101
CEP76	137.6545	CEP76	59.5432
CEP78	316.4049	CEP78	166.8026
CEP97	160.0401	CEP97	26.9168
CEPT1	390.2439	CEPT1	622.7569
CERCAM	1295.6899	CERCAM	1638.6623
CERKL	16.0641	CERKL	49.4861
CERK	232.8767	CERK	782.2186
CES1	102.5727	CES1	2360.9299
CES2	1110.5914	CES2	1936.3785
removed	removed	CES3	24.062
removed	removed	CES4	25.6933
CES8	131.3064	CES8	128.8744
CETN2	1584.3635	CETN2	1735.3181
CETN3	422.3187	CETN3	317.6998
removed	removed	CETN4P	6.5253
CETP	37.0865	CETP	10.6036
CFB	95.5563	CFB	3771.8679
CFDP1	662.5459	CFDP1	1057.9119
CFD	431.6739	CFD	8939.2333
CFH	403.6084	CFH	1690.8646
CFI	76.1777	CFI	799.7553
CFL1	26134.3134	CFL1	21583.6052
CFL2	312.0615	CFL2	651.7129
CFLAR	323.4213	CFLAR	512.6427
CFP	21.3832	CFP	116.2316
removed	removed	CFTR	13.4584
CG030	26.3949	CG030	19.9837
CGA	19.7127	removed	removed
removed	removed	CGB7	45.5139
CGGBP1	2366.1945	CGGBP1	1315.2529
CGNL1	2139.6592	CGNL1	1327.8956
CGN	4100.2339	CGN	1091.354
CGREF1	150.3475	CGREF1	280.9258
CGRRF1	253.9258	CGRRF1	344.6166
CH25H	27.0631	CH25H	196.1664
CHAC1	16.7056	CHAC1	36.2969
CHAC2	9.021	CHAC2	28.956
CHADL	41.0959	CHADL	274.062
CHAD	24.3902	CHAD	435.9706
CHAF1A	657.8684	CHAF1A	235.3181
CHAF1B	351.8209	CHAF1B	151.7129
CHCHD10	116.9395	CHCHD10	851.5498
CHCHD1	517.2068	CHCHD1	765.4976
CHCHD2	5303.0404	CHCHD2	6489.3964
CHCHD3	737.7213	CHCHD3	615.8238
CHCHD4	290.3441	CHCHD4	287.9282
CHCHD5	433.6786	CHCHD5	728.385
CHCHD6	206.8159	CHCHD6	333.1974
CHCHD7	1443.702	CHCHD7	474.3067
CHCHD8	494.8212	CHCHD8	952.2838
CHD1L	352.4891	CHD1L	395.5954
CHD1	985.6331	CHD1	524.4698
CHD2	2298.697	CHD2	1454.323
CHD3	7506.1811	CHD3	4229.2007
CHD4	6595.7	CHD4	4876.04
CHD5	6.6823	CHD5	5.3018
CHD6	2888.0722	CHD6	660.2773
CHD7	1737.7213	CHD7	298.9396
CHD8	2488.8072	CHD8	1248.7765
CHD9	613.4313	CHD9	535.8891
CHDH	1188.1056	CHDH	1191.6803
CHEK1	77.1801	CHEK1	75.8564
CHEK2	121.283	CHEK2	179.0375
CHERP	2568.4063	CHERP	1543.7031
CHFR	630.4711	CHFR	389.0701
removed	removed	CHGA	29.7716
CHGB	348.4798	CHGB	21.2072
CHI3L1	66.4885	CHI3L1	12448.6134
CHI3L2	10.0234	CHI3L2	1213.2953
CHIC1	153.6919	CHIC1	165.5791
CHIC2	170.3976	CHIC2	376.4274
CHID1	2299.3652	CHID1	2739.3964
CHIT1	20.0468	CHIT1	444.9429
CHKA	595.3892	CHKA	707.9935
CHKB-CPT1B	416.3147	CHKB-CPT1B	362.0473
CHKB	156.3381	CHKB	553.8744
CHL1	15.3692	CHL1	363.3768
CHML	258.2693	CHML	145.5954
CHMP1A	2538.9242	CHMP1A	2648.8581
CHMP1B	1948.5466	CHMP1B	1705.1387
CHMP2A	9160.0401	CHMP2A	3539.5595
CHMP2B	1504.1764	CHMP2B	970.6362
CHMP4A	1608.3896	CHMP4A	1637.3042
CHMP4B	5202.8065	CHMP4B	4926.5905
CHMP4C	1209.1547	CHMP4C	612.5612
CHMP5	3006.131	CHMP5	1303.8662
CHMP6	950.2172	CHMP6	1216.5579
CHMP7	3503.5082	CHMP7	1205.5465
CHM	575.0084	CHM	243.8825
CHN1	79.853	CHN1	242.2512
CHN2	102.9068	CHN2	56.9454
removed	removed	CHODL	23.6542
CHORDC1	226.1945	CHORDC1	260.1958
CHPF2	1342.4658	CHPF2	1730.832
CHPF	1900.4343	CHPF	3588.491
CHPT1	1715.6699	CHPT1	3043.1158
CHP	1295.3558	CHP	2184.3393
CHRAC1	772.8032	CHRAC1	670.8809
CHRDL1	148.012	CHRDL1	1431.4845
removed	removed	CHRDL2	66.4763
CHRD	46.4417	CHRD	362.1533
removed	removed	CHRFAM7A	20.3018
removed	removed	CHRM1	106.0359
CHRM3	17.3739	removed	removed
CHRM4	8.6869	removed	removed
CHRNA10	13.0304	CHRNA10	23.6542
CHRNA1	7.0164	CHRNA1	13.4584
removed	removed	CHRNA2	6.5253
CHRNA5	25.7267	CHRNA5	37.5204
CHRNB1	192.7832	CHRNB1	280.9951
removed	removed	CHRNB2	88.907
CHRNB4	6.014	removed	removed
removed	removed	CHRNE	46.978
CHST10	150.3508	CHST10	410.6852
CHST11	48.7805	CHST11	53.4258
CHST12	427.9987	CHST12	480.832
CHST13	9.6893	CHST13	21.615
CHST14	588.0388	CHST14	860.9299
CHST15	2912.7965	CHST15	724.3067
CHST1	1674.574	CHST1	65.6607
CHST2	153.6919	CHST2	415.9869
CHST3	198.4631	CHST3	916.8026
removed	removed	CHST4	17.9445
removed	removed	CHST5	14.7064
removed	removed	CHST6	23.2463
CHST7	62.4791	CHST7	95.8401
CHST8	225.8603	CHST8	476.7537
removed	removed	CHST9	207.1778
CHSY1	802.8734	CHSY1	962.8874
CHSY3	38.0889	CHSY3	21.615
CHTF18	657.5342	CHTF18	286.2969
CHTF8	1796.993	CHTF8	2757.1493
CHUK	568.6602	CHUK	327.4878
CHURC1	2163.9559	CHURC1	1042.5856
CIAO1	1474.7745	CIAO1	1651.7129
CIAPIN1	520.5479	CIAPIN1	932.708
CIB1	1809.2215	CIB1	3037.5204
CIB2	106.582	CIB2	203.0995
CIB3	13.6986	removed	removed
CIC	1204.4771	CIC	2225.1223
CIDEA	64.8179	CIDEA	1028.956
CIDEB	506.1276	CIDEB	446.6884
CIDECP	173.0705	CIDECP	144.6044
CIDEC	230.872	CIDEC	3560.1264
CIITA	85.5329	CIITA	147.6346
CILP2	64.8179	CILP2	71.3703
CILP	5891.4133	CILP	548.124
CINP	616.1042	CINP	539.1517
CIR1	620.4477	CIR1	1044.0457
CIRBP	6100.2339	CIRBP	12898.8581
CIRH1A	553.9592	CIRH1A	882.137
CISD1	252.2553	CISD1	289.9674
CISD2	523.555	CISD2	554.2414
CISD3	1792.272	CISD3	1514.8817
CISH	3400.6014	CISH	984.9103
CITED1	22.7197	CITED1	612.1533
CITED2	585.0317	CITED2	2075.4486
CITED4	60.1403	CITED4	1984.0946
CIT	584.0294	CIT	58.7276
CIZ1	1661.5436	CIZ1	2500.4078
CKAP2L	113.9325	removed	removed
CKAP2	964.9181	CKAP2	97.4715
CKAP4	1774.1397	CKAP4	2061.5824
CKAP5	4292.0147	CKAP5	935.155
CKB	802.2051	CKB	1402.1207
CKLF	147.3438	CKLF	409.4617
CKMT1A	111.2596	CKMT1A	51.7945
CKMT1B	184.4303	CKMT1B	437.602
CKMT2	13.3645	CKMT2	132.137
CKS1B	658.5366	CKS1B	738.9886
CKS2	487.4708	CKS2	115.416
CLASP1	803.2075	CLASP1	772.0228
CLASP2	1176.4116	CLASP2	693.7194
removed	removed	CLCA2	398.0424
removed	removed	CLCA4	40.783
CLCC1	572.2285	CLCC1	658.5481
CLCF1	202.4724	CLCF1	241.8434
removed	removed	CLCN1	29.7716
CLCN2	219.8463	CLCN2	110.1142
CLCN3	1844.6375	CLCN3	444.9429
CLCN4	22.3856	CLCN4	86.8679
CLCN5	85.867	CLCN5	59.5432
CLCN6	346.141	CLCN6	403.752
CLCN7	2719.6793	CLCN7	2338.0914
CLCNKA	16.0374	CLCNKA	20.7993
removed	removed	CLCNKB	24.8777
removed	removed	CLDN10	97.5489
CLDN11	48.1123	CLDN11	1148.8581
CLDN12	854.6609	CLDN12	828.7113
CLDN15	164.7177	CLDN15	204.7308
CLDN19	6.3481	CLDN19	140.7015
CLDN1	65.152	CLDN1	822.186
CLDN20	5.6799	removed	removed
CLDN23	624.7912	CLDN23	220.2284
removed	removed	CLDN2	8.5644
CLDN3	2330.1036	CLDN3	3192.4959
CLDN4	5653.859	CLDN4	13371.5334
CLDN5	153.0237	CLDN5	1749.5922
CLDN7	3071.5002	CLDN7	3009.7879
CLDN8	17.3739	CLDN8	623.1648
CLDN9	6.6823	CLDN9	19.5759
CLDND1	983.2944	CLDND1	978.385
removed	removed	CLDND2	10.1958
CLEC10A	22.3856	CLEC10A	176.5905
CLEC11A	243.9024	CLEC11A	489.8042
removed	removed	CLEC12A	8.1566
CLEC14A	568.9943	CLEC14A	548.9396
CLEC16A	567.3238	CLEC16A	747.553
removed	removed	CLEC17A	7.3409
removed	removed	CLEC18A	5.7096
CLEC1A	27.7314	CLEC1A	61.5824
CLEC2B	68.4932	CLEC2B	362.969
CLEC2D	492.8166	CLEC2D	474.3067
removed	removed	CLEC2L	15.4976
removed	removed	CLEC3A	80.7504
CLEC3B	450.0501	CLEC3B	4813.6215
CLEC4A	32.7431	CLEC4A	43.23
CLEC4E	6.6823	CLEC4E	25.6933
removed	removed	CLEC4F	6.9331
removed	removed	CLEC4GP1	5.3018
removed	removed	CLEC4G	18.3524
CLEC5A	5.3458	CLEC5A	27.3246
CLEC7A	45.1052	CLEC7A	134.584
removed	removed	CLEC9A	23.6542
removed	removed	CLECL1	9.3801
CLGN	872.0347	CLGN	34.6656
CLIC1	5415.3024	CLIC1	9376.0196
CLIC2	155.6966	CLIC2	325.4486
CLIC3	22.3856	CLIC3	102.7732
CLIC4	3019.7127	CLIC4	3586.46
CLIC5	110.5914	CLIC5	126.0196
CLIC6	14.3669	CLIC6	407.0147
CLINT1	1537.9218	CLINT1	1004.4861
CLIP1	2478.7838	CLIP1	1195.7586
CLIP2	297.6946	CLIP2	561.5824
CLIP3	175.7434	CLIP3	645.5954
CLIP4	40.4277	CLIP4	743.8825
CLK1	1182.7598	CLK1	1438.8254
CLK2P	13.0304	CLK2P	9.7879
CLK2	730.0368	CLK2	631.3214
CLK3	1187.7715	CLK3	1058.7276
CLK4	404.9449	CLK4	319.3312
CLMN	2181.0892	CLMN	1331.1582
CLN3	2540.2606	CLN3	2107.2594
CLN5	1094.2198	CLN5	744.2904
CLN6	698.6301	CLN6	1055.0571
CLN8	1230.872	CLN8	632.137
CLNS1A	932.5092	CLNS1A	1550.1631
CLOCK	377.2135	CLOCK	36.2969
CLP1	182.7598	CLP1	349.1028
CLPB	131.3064	CLPB	189.6411
CLPP	1219.1781	CLPP	1247.9608
CLPTM1L	2271.2997	CLPTM1L	2601.9576
CLPTM1	3134.3134	CLPTM1	3461.2561
CLPX	541.5971	CLPX	416.3948
CLRN1OS	6.3481	removed	removed
CLSPN	85.5329	removed	removed
CLSTN1	3364.8513	CLSTN1	6583.6052
CLSTN2	1103.575	CLSTN2	680.261
CLSTN3	1742.733	CLSTN3	1288.3361
CLTA	2324.0895	CLTA	2953.0995
CLTB	723.0204	CLTB	2945.3507
CLTCL1	12.3622	CLTCL1	44.0457
CLTC	12598.3963	CLTC	4306.2806
CLUAP1	787.16	CLUAP1	491.0277
CLUL1	220.8486	CLUL1	107.6672
CLU	30268.9609	CLU	30938.8254
CLVS1	25.0217	CLVS1	28.1158
CLYBL	16.0374	CLYBL	147.2268
removed	removed	CMA1	70.1468
CMAH	111.5937	CMAH	306.2806
CMAS	259.9399	CMAS	649.6737
CMBL	3892.0815	CMBL	858.4829
CMC1	238.5566	CMC1	170.0653
CMIP	836.2847	CMIP	862.1533
CMKLR1	500.1671	CMKLR1	205.5465
CMPK1	1421.9846	CMPK1	3157.8303
CMPK2	55.1286	CMPK2	55.8728
CMTM1	62.4791	CMTM1	34.6656
removed	removed	CMTM2	9.3801
CMTM3	539.5924	CMTM3	2074.633
CMTM4	2006.014	CMTM4	1040.783
removed	removed	CMTM5	67.292
CMTM6	5037.0865	CMTM6	2132.137
CMTM7	80.5212	CMTM7	2075.4486
CMTM8	243.5683	CMTM8	223.491
CMYA5	396.2579	CMYA5	729.2007
CN5H6.4	6.014	CN5H6.4	12.6427
CNBP	6688.9409	CNBP	7925.7749
CNDP2	1723.3545	CNDP2	4224.7145
CNFN	31.4066	CNFN	195.3507
removed	removed	CNGA1	109.7064
CNGA3	6.3481	CNGA3	12.6427
CNGA4	8.3528	removed	removed
CNIH2	146.6756	CNIH2	17.5367
CNIH3	33.4113	CNIH3	52.2023
CNIH4	852.6562	CNIH4	705.9543
CNIH	1069.1614	CNIH	1181.8923
CNKSR1	476.1109	CNKSR1	567.6998
CNKSR2	5.3458	removed	removed
CNKSR3	27.7314	CNKSR3	172.1044
CNN1	352.4891	CNN1	14874.3883
CNN2	748.0789	CNN2	7296.4927
CNN3	1127.9653	CNN3	5242.6591
removed	removed	CNNM1	35.8891
CNNM2	259.6057	CNNM2	115.8238
CNNM3	1344.1363	CNNM3	859.7064
CNNM4	1166.7224	CNNM4	792.0065
CNOT10	588.707	CNOT10	533.4421
CNOT1	3094.8346	CNOT1	2179.9633
CNOT2	1438.6903	CNOT2	1096.6558
CNOT3	4144.3368	CNOT3	1277.7325
CNOT4	295.6899	CNOT4	288.7439
CNOT6L	1223.8557	CNOT6L	589.3148
CNOT6	1469.4287	CNOT6	478.385
CNOT7	3670.8988	CNOT7	1161.9086
CNOT8	1699.6325	CNOT8	915.9869
CNO	577.6813	CNO	488.1729
CNPY2	1629.8029	CNPY2	1971.044
CNPY3	1110.9255	CNPY3	2090.1305
CNPY4	296.6923	CNPY4	431.4845
CNP	2947.8851	CNP	2623.6052
CNR1	9.021	CNR1	19.5759
CNRIP1	107.2503	CNRIP1	318.9233
CNST	1032.409	CNST	357.2594
CNTD1	204.1029	CNTD1	80.6648
CNTD2	1646.1744	CNTD2	21.2072
CNTFR	394.5874	CNTFR	610.522
CNTF	6.6823	CNTF	13.8662
CNTLN	70.1637	CNTLN	98.2871
CNTN1	24.3902	CNTN1	66.4763
removed	removed	CNTN2	34.2577
removed	removed	CNTN3	33.0343
CNTN4	222.8533	CNTN4	128.8744
removed	removed	CNTN6	11.8271
CNTNAP1	69.8296	CNTNAP1	86.8679
CNTNAP2	66.4885	removed	removed
CNTNAP3	7.0164	CNTNAP3	68.9233
CNTROB	1223.1874	CNTROB	1043.23
COASY	3872.3689	COASY	2337.2757
COBLL1	203.4748	COBLL1	378.8744
COBL	1799.8664	COBL	929.8532
COBRA1	2974.6074	COBRA1	2356.4437
COCH	63.1273	COCH	35.3222
COG1	1483.3645	COG1	780.3467
COG2	1125.6265	COG2	687.1941
COG3	1226.5286	COG3	490.2121
COG4	1114.6007	COG4	1488.9886
COG5	740.8286	COG5	532.3124
COG6	1157.7013	COG6	334.0131
COG7	1349.148	COG7	860.1142
COG8	414.1931	COG8	487.6264
COIL	506.5152	COIL	396.8189
COL10A1	334.447	COL10A1	19.168
COL11A1	204.143	COL11A1	6.1175
COL11A2	9.3552	COL11A2	24.8777
COL12A1	6545.6064	COL12A1	1490.6199
COL13A1	25.0585	COL13A1	41.5987
COL14A1	985.299	COL14A1	3930.6688
COL15A1	2370.8654	COL15A1	1131.7292
COL16A1	1111.2596	COL16A1	3838.0914
COL17A1	175.0752	COL17A1	6110.1142
COL18A1	4597.3939	COL18A1	7476.3458
COL1A1	34538.2559	COL1A1	6880.5057
COL1A2	22842.6328	COL1A2	9486.9494
COL21A1	97.8951	COL21A1	34.2577
removed	removed	COL22A1	6.1175
COL23A1	5.3458	COL23A1	432.3002
COL24A1	24.3902	COL24A1	7.3409
COL25A1	10.0234	removed	removed
COL27A1	264.9516	COL27A1	135.3997
COL28A1	27.0631	COL28A1	14.2741
COL2A1	10834.6141	COL2A1	161.5008
COL3A1	31210.4911	COL3A1	5675.367
COL4A1	13060.8086	COL4A1	2440.4568
COL4A2	11916.1377	COL4A2	5454.7308
COL4A3BP	750.0835	COL4A3BP	630.0979
removed	removed	COL4A3	10.1958
COL4A4	5.3458	COL4A4	36.7047
COL4A5	137.3204	COL4A5	728.385
COL4A6	9.021	COL4A6	412.7243
COL5A1	3637.8216	COL5A1	776.1011
COL5A2	3257.9352	COL5A2	635.3997
COL5A3	765.7868	COL5A3	274.8777
COL6A1	6206.8159	COL6A1	8303.0179
COL6A2	7614.0996	COL6A2	14579.1191
COL6A3	11271.6338	COL6A3	2674.5514
COL6A4P2	8.6869	removed	removed
COL6A6	7.0164	COL6A6	53.4258
COL7A1	56.4651	COL7A1	1041.5987
COL8A1	372.87	COL8A1	174.1436
COL8A2	322.7531	COL8A2	1913.9478
COL9A2	458.7371	COL9A2	1223.0832
COL9A3	5.3458	COL9A3	159.8695
COLEC11	5.6799	COLEC11	15.9054
COLEC12	3722.6863	COLEC12	495.9217
COLQ	92.2152	COLQ	43.6909
COMMD10	354.8279	COMMD10	296.0848
COMMD1	121.6171	COMMD1	409.4617
COMMD2	590.0434	COMMD2	644.3719
COMMD3	575.4093	COMMD3	814.3108
COMMD4	1148.012	COMMD4	1679.4454
COMMD5	1371.2629	COMMD5	883.2953
COMMD6	916.1377	COMMD6	2888.2545
COMMD7	976.9462	COMMD7	1475.938
COMMD8	243.2342	COMMD8	249.1843
COMMD9	820.9155	COMMD9	873.9804
COMP	1517.2068	COMP	165.9869
COMTD1	273.6385	COMTD1	262.2349
COMT	1345.4728	COMT	4205.5465
COPA	7843.575	COPA	3259.7879
COPB1	4454.8547	COPB1	2128.8744
COPB2	4216.8393	COPB2	2352.3654
COPE	2038.6201	COPE	4022.8385
COPG2	801.871	COPG2	670.0653
COPG	5895.4227	COPG	3241.8434
COPS2	1298.3628	COPS2	1250
COPS3	748.7471	COPS3	1016.3132
COPS4	905.7802	COPS4	997.9608
COPS5	1755.0952	COPS5	1119.0865
COPS6	1737.0531	COPS6	2597.4715
COPS7A	3002.3388	COPS7A	1967.7814
COPS7B	482.4591	COPS7B	882.9527
COPS8	1036.9997	COPS8	995.9217
COPZ1	5126.9629	COPZ1	3907.4225
COPZ2	100.2339	COPZ2	545.677
COQ10A	122.6194	COQ10A	182.3002
COQ10B	737.7213	COQ10B	702.6917
COQ2	177.414	COQ2	158.646
COQ3	95.8904	COQ3	159.4617
COQ4	1394.5874	COQ4	1562.8059
COQ5	931.5068	COQ5	666.3948
COQ6	766.9629	COQ6	488.1566
COQ7	654.5272	COQ7	431.0767
COQ9	568.9943	COQ9	1002.8548
CORIN	11.0257	CORIN	29.7716
CORO1A	370.1971	CORO1A	1471.8597
CORO1B	4800.2005	CORO1B	3510.1958
CORO1C	850.9856	CORO1C	1935.5628
CORO2A	2669.2282	CORO2A	370.7178
CORO2B	104.2432	CORO2B	224.3067
CORO6	23.0538	CORO6	66.8842
CORO7	1630.8219	CORO7	889.6166
CORT	9.1948	CORT	11.1134
COTL1	1994.9883	COTL1	2376.0196
COX10	481.1226	COX10	247.9608
COX11	898.7504	COX11	684.6737
COX15	1082.6228	COX15	805.5057
COX16	2018.0421	COX16	1047.7162
COX17	754.0929	COX17	559.9511
COX18	458.7371	COX18	313.6215
COX19	418.3261	COX19	383.5155
COX4I1	2986.9696	COX4I1	9891.925
COX4I2	48.4464	COX4I2	82.7896
COX4NB	397.2603	COX4NB	617.863
COX5A	847.9786	COX5A	1331.5661
COX5B	1012.3622	COX5B	1915.1713
COX6A1	4250.9188	COX6A1	2525.2855
COX6B1	4636.151	COX6B1	3694.5351
removed	removed	COX6B2	35.0734
COX6C	38842.9669	COX6C	2148.4502
COX7A1	321.7508	COX7A1	891.925
COX7A2L	1179.4186	COX7A2L	2060.7667
COX7A2	2086.5352	COX7A2	1935.9706
COX7B	934.1798	COX7B	1592.9853
COX7C	2090.8787	COX7C	3934.7471
COX8A	1967.9252	COX8A	3462.8874
CP110	692.6161	CP110	343.3931
removed	removed	CPA1	22.4307
CPA3	471.0992	CPA3	545.2692
CPA4	16.0374	CPA4	76.6721
removed	removed	CPA5	19.2007
CPAMD8	419.3117	CPAMD8	1013.8662
CPB1	34.7477	CPB1	785.4812
CPD	4036.7524	CPD	1168.4339
CPEB1	5.3458	CPEB1	19.9837
CPEB2	710.3241	CPEB2	269.5759
CPEB3	147.0097	CPEB3	86.46
CPEB4	1677.2469	CPEB4	454.323
CPE	2339.7928	CPE	3061.5824
CPLX1	403.9425	CPLX1	238.1729
CPM	699.9666	CPM	510.1958
CPN2	6.6823	CPN2	7.3409
CPNE1	1346.5854	CPNE1	1770.469
CPNE2	467.0899	CPNE2	922.5122
CPNE3	7235.8837	CPNE3	1544.0457
CPNE5	57.1333	CPNE5	55.0571
CPNE7	20.0468	CPNE7	21.2072
CPNE8	34.7477	CPNE8	89.7227
