gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
ANKRD52	2291.7859	ANKRD52	1572.2057
ANKRD53	8.1733	ANKRD53	13.0558
ANKRD54	294.2378	ANKRD54	331.3266
ANKRD55	5.3126	removed	removed
ANKRD56	33.9191	ANKRD56	111.4093
ANKRD57	674.7037	ANKRD57	810.9088
ANKRD58	16.7552	ANKRD58	12.4755
ANKRD5	162.2395	ANKRD5	344.0923
ANKRD6	338.4716	ANKRD6	340.3873
ANKRD9	58.0302	ANKRD9	51.933
ANKS1A	1202.6972	ANKS1A	1597.4469
ANKS1B	99.7139	ANKS1B	213.2444
ANKS3	274.2133	ANKS3	235.8744
ANKS6	126.6857	ANKS6	140.132
ANKZF1	395.5864	ANKZF1	634.2206
ANLN	618.7168	ANLN	72.242
ANO10	965.6723	ANO10	889.5336
ANO1	3289.7425	ANO1	7856.3865
ANO2	15.9379	ANO2	51.6429
ANO3	57.2129	ANO3	7.2532
ANO4	12.6686	ANO4	13.636
ANO5	5.3126	ANO5	197.2873
ANO6	2297.0985	ANO6	3316.4575
ANO7	51.9003	ANO7	14.7965
ANO8	219.8611	ANO8	300.8631
ANO9	190.0286	ANO9	127.6565
ANP32A	2510.4209	ANP32A	2609.1245
ANP32B	3944.0131	ANP32B	2565.3152
ANP32E	1636.2893	ANP32E	906.0709
ANPEP	429.9142	ANPEP	2450.4243
ANTXR1	11539.436	ANTXR1	3702.3283
ANTXR2	1118.9211	ANTXR2	1463.4076
ANUBL1	120.1471	ANUBL1	224.8495
ANXA11	3669.7998	ANXA11	3311.5253
ANXA1	4077.2374	ANXA1	4512.6569
ANXA2P1	70.2902	ANXA2P1	91.6806
ANXA2P2	5033.5104	ANXA2P2	4013.3459
ANXA2	13823.866	ANXA2	12374.2656
ANXA3	836.9432	ANXA3	980.0537
ANXA4	1765.4271	ANXA4	1499.0933
ANXA5	9273.8047	ANXA5	6884.7465
ANXA6	10417.2456	ANXA6	4893.8855
ANXA7	2832.0392	ANXA7	2985.1309
ANXA8L2	14.7119	ANXA8L2	37.7167
ANXA8	41.9248	ANXA8	184.9017
ANXA9	960.7683	ANXA9	217.5963
AOAH	82.5501	AOAH	114.8908
AOC2	34.3277	AOC2	15.3768
AOC3	2993.0527	AOC3	1405.9621
AOX1	353.9027	AOX1	490.6071
AP1AR	644.4626	AP1AR	812.9397
AP1B1	2449.9387	AP1B1	2490.1719
AP1G1	3380.8745	AP1G1	3728.1497
AP1G2	1618.5166	AP1G2	1282.9245
AP1M1	1247.2415	AP1M1	652.4987
AP1M2	2614.6302	AP1M2	1333.1399
AP1S1	830.8132	AP1S1	532.6757
AP1S2	459.338	AP1S2	307.5361
AP1S3	136.085	AP1S3	138.3912
AP2A1	2352.027	AP2A1	1359.3617
AP2A2	1381.6919	AP2A2	1455.8642
AP2B1	8679.199	AP2B1	10072.6772
AP2M1	8051.9003	AP2M1	4567.201
AP2S1	1527.9935	AP2S1	808.8779
removed	removed	AP3B1	1687.3867
removed	removed	AP3B2	68.4703
AP3D1	3018.7985	AP3D1	2842.6779
AP3M1	1564.3645	AP3M1	1593.6752
AP3M2	751.1238	AP3M2	592.4422
AP3S1	1157.3355	AP3S1	885.1817
AP3S2	1592.9138	AP3S2	1245.2339
AP4B1	308.1406	AP4B1	330.3605
AP4E1	467.5112	AP4E1	319.4313
AP4M1	600.4209	AP4M1	364.7262
AP4S1	61.7082	AP4S1	89.9398
APAF1	580.7111	APAF1	685.8635
APBA1	125.0511	APBA1	238.1954
APBA2	57.2129	APBA2	93.1312
APBA3	197.7932	APBA3	173.7869
APBB1IP	322.4356	APBB1IP	229.2014
APBB1	400.0817	APBB1	638.5726
APBB2	3357.9894	APBB2	2724.0154
APBB3	121.7818	APBB3	256.4735
APC2	5.3126	APC2	11.1641
APCDD1L	58.4389	APCDD1L	147.0951
APCDD1	543.114	APCDD1	831.2178
APC	978.7495	APC	1300.0653
APEH	2782.5909	APEH	1716.9798
APEX1	3030.6498	APEX1	2741.4231
APEX2	1239.0682	APEX2	453.1805
APH1A	4919.4933	APH1A	3978.8206
APH1B	547.2007	APH1B	1047.9437
API5	2210.0531	API5	2912.3087
APIP	414.2828	APIP	408.2483
APITD1	291.9166	APITD1	192.5698
APLF	39.6404	APLF	94.2917
APLNR	1913.3633	APLNR	803.3655
APLN	275.0306	APLN	181.3302
APLP1	28.6065	APLP1	119.823
APLP2	9044.5443	APLP2	21225.5023
APOA1BP	2317.123	APOA1BP	1192.7178
APOB48R	1597.8749	APOB48R	212.374
APOBEC3A	14.0866	APOBEC3A	5.7736
APOBEC3B	193.9232	APOBEC3B	46.4496
APOBEC3C	353.4941	APOBEC3C	491.7676
APOBEC3D	98.0793	APOBEC3D	114.8908
APOBEC3F	179.4034	APOBEC3F	257.9241
APOBEC3G	187.9853	APOBEC3G	258.7945
APOB	20.8418	APOB	7.2532
APOC1	1058.4389	APOC1	183.6513
APOC2	85.8194	APOC2	12.7656
APOD	5330.6089	APOD	14672.6627
APOE	5580.7111	APOE	2595.4885
APOF	19.2072	APOF	15.3768
APOL1	1811.606	APOL1	933.6331
APOL2	738.0466	APOL2	640.0232
APOL3	594.6056	APOL3	773.1921
APOL4	440.5394	APOL4	621.7451
APOL6	1099.3053	APOL6	1649.67
APOLD1	620.3515	APOLD1	446.7977
APOM	29.8324	APOM	47.0008
APOOL	174.4994	APOOL	305.5052
APOO	268.492	APOO	196.9972
APPBP2	1072.7421	APPBP2	1557.4092
APPL1	1362.8933	APPL1	2118.8076
APPL2	963.2203	APPL2	1742.8012
APP	19171.6387	APP	36225.4298
APRT	1453.208	APRT	1137.3033
APTX	480.1798	APTX	505.6938
AQP11	49.4483	AQP11	24.6609
AQP1	6674.2951	AQP1	6567.6391
AQP3	421.3322	AQP3	1312.8309
removed	removed	AQP4	109.6685
removed	removed	AQP5	219.0469
removed	removed	AQP6	5.8026
AQP7P1	39.2317	AQP7P1	27.2721
AQP7	258.2754	AQP7	73.1124
AQP9	26.5631	AQP9	5.2223
AQPEP	28.9497	AQPEP	11.521
AQR	827.1353	AQR	1687.0965
ARAF	1080.5067	ARAF	959.4546
ARAP1	2338.3327	ARAP1	2110.2575
ARAP2	145.4843	ARAP2	405.3093
ARAP3	413.5676	ARAP3	468.2672
ARCN1	3920.7192	ARCN1	4668.4558
ARC	44.953	ARC	186.8427
AREG	616.2648	AREG	1114.093
ARF1	12374.3359	ARF1	7461.5217
ARF3	9555.3739	ARF3	5682.7446
ARF4	6541.0707	ARF4	4302.894
ARF5	3168.3327	ARF5	1865.4152
ARF6	3203.5145	ARF6	2928.846
ARFGAP1	1791.9902	ARFGAP1	1060.9995
ARFGAP2	2162.6481	ARFGAP2	2043.6643
ARFGAP3	676.3384	ARFGAP3	1150.6492
ARFGEF1	1984.6302	ARFGEF1	2591.7458
ARFGEF2	2300.3678	ARFGEF2	3355.0446
ARFIP1	1299.5505	ARFIP1	1243.4902
ARFIP2	1762.5664	ARFIP2	1848.9882
ARFRP1	706.9881	ARFRP1	508.8852
ARG2	122.1618	ARG2	195.3347
ARGLU1	645.6886	ARGLU1	3011.2425
ARHGAP10	283.6126	ARHGAP10	339.7403
ARHGAP11A	400.0817	ARHGAP11A	111.6994
ARHGAP11B	12.2599	ARHGAP11B	5.8026
ARHGAP12	943.1957	ARHGAP12	1518.8221
ARHGAP15	57.6216	ARHGAP15	67.89
ARHGAP17	935.0225	ARHGAP17	995.7206
ARHGAP18	791.1729	ARHGAP18	728.2222
ARHGAP19	358.8067	ARHGAP19	1322.9854
ARHGAP1	5388.6391	ARHGAP1	2992.094
ARHGAP20	111.5652	ARHGAP20	163.6324
ARHGAP21	1247.2415	ARHGAP21	2288.5327
ARHGAP22	89.0887	ARHGAP22	39.1673
ARHGAP23	665.3045	ARHGAP23	673.0978
ARHGAP24	372.2926	ARHGAP24	382.6793
ARHGAP25	226.3997	ARHGAP25	362.9506
ARHGAP26	359.2154	ARHGAP26	1368.2454
ARHGAP27	498.5697	ARHGAP27	449.3595
ARHGAP28	212.0964	ARHGAP28	309.2769
ARHGAP29	1899.4687	ARHGAP29	2050.9175
ARHGAP30	381.2832	ARHGAP30	369.6236
ARHGAP31	1043.3183	ARHGAP31	964.3867
ARHGAP32	1063.3429	ARHGAP32	2580.1117
ARHGAP33	130.7724	ARHGAP33	156.9595
ARHGAP36	1375.1532	ARHGAP36	2100.2394
ARHGAP39	367.7973	ARHGAP39	284.0357
ARHGAP42	137.311	ARHGAP42	349.2478
ARHGAP4	302.8198	ARHGAP4	273.8812
ARHGAP5	1590.9277	ARHGAP5	3339.0875
ARHGAP6	149.5709	ARHGAP6	180.4599
ARHGAP8	259.3788	ARHGAP8	335.2201
ARHGAP9	66.2035	ARHGAP9	90.5201
ARHGDIA	5403.351	ARHGDIA	2975.2666
ARHGDIB	3651.4099	ARHGDIB	3839.559
ARHGEF10L	603.5962	ARHGEF10L	811.4891
ARHGEF10	568.4512	ARHGEF10	953.0717
ARHGEF11	1179.812	ARHGEF11	1242.3297
ARHGEF12	3062.5255	ARHGEF12	6842.968
ARHGEF15	533.3061	ARHGEF15	370.4939
ARHGEF16	442.9914	ARHGEF16	311.5979
ARHGEF17	1569.6772	ARHGEF17	1533.0384
ARHGEF18	960.7683	ARHGEF18	1063.3205
ARHGEF19	524.3155	ARHGEF19	467.3968
ARHGEF1	1118.9211	ARHGEF1	930.4417
ARHGEF2	2403.7597	ARHGEF2	1898.6001
ARHGEF33	13.8946	ARHGEF33	21.7596
ARHGEF35	733.1426	ARHGEF35	1328.4979
ARHGEF37	600.7356	ARHGEF37	2771.3063
ARHGEF38	11.8512	ARHGEF38	83.8471
ARHGEF3	1222.7217	ARHGEF3	1486.0376
ARHGEF4	50.6743	ARHGEF4	108.508
ARHGEF5	442.9914	ARHGEF5	719.8085
ARHGEF6	774.009	ARHGEF6	1917.1683
ARHGEF7	892.1128	ARHGEF7	1359.5416
ARHGEF9	558.2346	ARHGEF9	792.9209
ARID1A	3563.1385	ARID1A	3211.4311
ARID1B	1590.9277	ARID1B	2421.9917
ARID2	1362.4847	ARID2	1379.5605
ARID3A	70.6988	ARID3A	40.3278
ARID3B	69.0642	ARID3B	92.2608
ARID4A	464.6506	ARID4A	957.7138
ARID4B	1282.1251	ARID4B	1809.2957
ARID5A	597.4663	ARID5A	1225.7924
ARID5B	1294.2378	ARID5B	2900.1233
ARIH1	1324.8876	ARIH1	2275.767
ARIH2	1139.6077	ARIH2	1571.7502
ARL10	29.8324	ARL10	70.2111
ARL11	146.7103	ARL11	80.0754
ARL13B	288.9252	ARL13B	326.6846
ARL15	483.4491	ARL15	585.1889
ARL16	398.0384	ARL16	436.3531
ARL17A	65.472	ARL17A	151.1308
removed	removed	ARL17B	7.0588
ARL1	3776.461	ARL1	2900.1233
ARL2BP	1859.011	ARL2BP	1434.6848
ARL2	986.9228	ARL2	653.3691
ARL3	1375.5619	ARL3	871.8358
ARL4A	657.9485	ARL4A	1823.1668
ARL4C	973.0282	ARL4C	1770.6535
ARL4D	160.1962	ARL4D	149.7062
ARL5A	1044.1357	ARL5A	867.4839
ARL5B	212.5051	ARL5B	366.7223
ARL6IP1	9958.725	ARL6IP1	4040.0377
ARL6IP4	2428.6882	ARL6IP4	1440.1973
ARL6IP5	3776.8696	ARL6IP5	4187.4229
ARL6IP6	277.8913	ARL6IP6	327.8451
ARL6	71.1075	ARL6	82.6866
ARL8A	1592.5623	ARL8A	872.9963
ARL8B	2532.4888	ARL8B	2404.0038
ARL9	8.9906	ARL9	31.0437
ARMC10	872.8606	ARMC10	853.3401
ARMC1	670.2084	ARMC1	722.9999
ARMC2	49.857	ARMC2	51.3527
ARMC3	19.6159	ARMC3	13.636
ARMC4	15.9379	removed	removed
ARMC5	349.8161	ARMC5	280.264
ARMC6	628.5247	ARMC6	421.5072
ARMC7	492.8484	ARMC7	316.5301
ARMC8	597.8749	ARMC8	745.6299
ARMC9	425.4189	ARMC9	331.9069
ARMCX1	905.19	ARMCX1	1066.8021
ARMCX2	1000	ARMCX2	1139.044
ARMCX3	2675.521	ARMCX3	2646.8412
ARMCX5	319.1663	ARMCX5	497.8603
ARMCX6	258.6841	ARMCX6	362.3703
ARNT2	1203.9232	ARNT2	793.211
ARNTL2	41.6837	ARNTL2	30.1734
ARNTL	183.8987	ARNTL	279.9739
ARNT	1368.6146	ARNT	1902.9521
ARPC1A	2131.5897	ARPC1A	1973.4533
ARPC1B	3961.177	ARPC1B	1077.8269
ARPC2	5993.0527	ARPC2	3040.8356
ARPC3	5388.6391	ARPC3	2731.5587
ARPC4	4499.9796	ARPC4	2489.1536
ARPC5L	981.2015	ARPC5L	580.5469
ARPC5	3841.8472	ARPC5	2704.5768
ARPM1	51.083	ARPM1	30.1734
ARPP19	3480.5885	ARPP19	3769.6381
ARPP21	950.9604	removed	removed
ARRB1	1026.1545	ARRB1	1435.2651
ARRB2	601.9616	ARRB2	429.39
ARRDC1	1624.0294	ARRDC1	644.3751
ARRDC2	635.0633	ARRDC2	615.6524
ARRDC3	1809.9714	ARRDC3	3870.8929
ARRDC4	659.5832	ARRDC4	1051.4253
ARSA	283.6126	ARSA	624.9365
ARSB	568.4512	ARSB	212.374
ARSD	1242.7462	ARSD	4845.144
ARSE	102.1659	ARSE	35.9759
ARSG	137.311	ARSG	308.1163
removed	removed	ARSH	15.0867
ARSI	167.1434	ARSI	47.8712
ARSJ	96.4446	ARSJ	233.5533
ARSK	166.7348	ARSK	236.4546
removed	removed	ART3	6.0927
removed	removed	ART4	12.1854
ART5	12.2599	ART5	28.7227
ARTN	54.7609	ARTN	10.1545
ARV1	343.2775	ARV1	349.0244
ARVCF	250.9195	ARVCF	442.4458
removed	removed	ARX	60.6368
AR	324.0703	AR	1273.0833
AS3MT	75.6028	AS3MT	241.9671
ASAH1	7323.253	ASAH1	4797.5629
removed	removed	ASAH2B	13.0558
ASAH2	9.3993	removed	removed
ASAM	449.53	ASAM	541.3796
ASAP1	1118.9211	ASAP1	904.04
ASAP2	895.7908	ASAP2	950.4606
ASAP3	779.3216	ASAP3	774.9329
ASB13	1446.2607	ASB13	986.4365
ASB14	8.5819	ASB14	15.6669
ASB16	30.3555	ASB16	17.2917
ASB1	396.7143	ASB1	746.0738
ASB2	31.8758	ASB2	34.5253
ASB3	290.9685	ASB3	426.9152
ASB6	841.9861	ASB6	762.5502
ASB7	432.7748	ASB7	588.0902
ASB8	1014.3032	ASB8	960.3249
ASB9	26.5631	ASB9	24.951
ASCC1	544.34	ASCC1	501.632
ASCC2	776.8696	ASCC2	1001.8133
ASCC3	643.2366	ASCC3	1316.8927
ASCL1	737.2293	removed	removed
ASCL2	104.2092	ASCL2	23.5004
ASF1A	470.7805	ASF1A	557.0465
ASF1B	768.6964	ASF1B	76.5939
ASGR1	9.8079	ASGR1	8.1236
ASGR2	7.7646	removed	removed
ASH1L	1625.942	ASH1L	4437.3656
ASH2L	1259.0928	ASH2L	1243.7804
ASL	616.6735	ASL	445.0569
ASMTL	615.0388	ASMTL	863.689
ASNA1	1731.508	ASNA1	1010.5172
ASNSD1	993.4614	ASNSD1	1130.9204
ASNS	272.5787	ASNS	331.6167
ASPA	12.2599	ASPA	13.3459
ASPHD1	15.5292	ASPHD1	21.4695
ASPHD2	56.8043	ASPHD2	41.7785
ASPH	4461.3649	ASPH	5827.0284
ASPM	246.0155	ASPM	76.3038
ASPN	4641.602	ASPN	713.4257
ASPRV1	44.6792	ASPRV1	110.3184
ASPSCR1	393.5431	ASPSCR1	229.7817
ASRGL1	51.4916	ASRGL1	102.9956
ASS1	724.152	ASS1	1297.7443
ASTE1	256.8288	ASTE1	273.1849
ASTL	8.9906	removed	removed
ASTN1	28.1978	ASTN1	465.6561
ASTN2	268.492	ASTN2	708.7836
ASXL1	1417.2456	ASXL1	2134.7646
ASXL2	529.2195	ASXL2	1129.7599
ASXL3	5.7213	ASXL3	49.0317
ATAD1	691.8676	ATAD1	1313.1211
ATAD2B	304.0458	ATAD2B	486.5453
ATAD2	1316.3057	ATAD2	1669.979
ATAD3A	425.8275	ATAD3A	316.8202
ATAD3B	107.4785	ATAD3B	134.0393
ATAD3C	90.3147	ATAD3C	122.7243
ATAD5	98.8966	ATAD5	82.1063
ATE1	218.2264	ATE1	423.8776
ATF1	539.8447	ATF1	611.8808
ATF2	530.8541	ATF2	778.7046
ATF3	606.4569	ATF3	505.6938
ATF4	3810.7887	ATF4	5020.6716
ATF5	674.2951	ATF5	622.6155
ATF6B	3155.2922	ATF6B	2393.8493
ATF6	1351.4508	ATF6	2021.0343
ATF7IP2	59.6649	ATF7IP2	97.193
ATF7IP	930.9358	ATF7IP	1558.5697
ATF7	2030.6375	ATF7	2443.7543
ATG10	89.906	ATG10	111.6994
ATG12	551.2873	ATG12	507.7247
ATG16L1	931.3445	ATG16L1	1039.2399
ATG16L2	211.7286	ATG16L2	217.7326
ATG2A	576.6244	ATG2A	796.6925
ATG2B	758.8884	ATG2B	1622.688
ATG3	711.8921	ATG3	690.7957
ATG4A	314.2624	ATG4A	259.6649
ATG4B	926.8492	ATG4B	713.4257
ATG4C	203.1058	ATG4C	223.3989
ATG4D	371.4344	ATG4D	191.7429
ATG5	792.8075	ATG5	929.8615
ATG7	663.3551	ATG7	706.6715
ATG9A	1463.3102	ATG9A	1306.6918
removed	removed	ATG9B	8.9505
ATHL1	183.8987	ATHL1	887.7928
ATIC	2202.6972	ATIC	1652.5713
ATL1	417.6543	ATL1	532.6757
ATL2	866.7756	ATL2	1578.0083
ATL3	592.971	ATL3	805.1063
ATMIN	1913.772	ATMIN	2251.3962
ATM	682.8729	ATM	1963.879
ATN1	2684.9203	ATN1	4282.8752
ATOH8	90.3147	ATOH8	183.071
ATOX1	1632.2027	ATOX1	467.1067
ATP10A	441.7654	ATP10A	540.7993
removed	removed	ATP10B	5.2223
ATP10D	434.0008	ATP10D	703.2712
ATP11A	324.0703	ATP11A	662.3631
ATP11B	1173.2734	ATP11B	1714.9489
ATP11C	391.9085	ATP11C	637.1219
ATP13A1	1717.2047	ATP13A1	1320.0841
ATP13A2	2515.3249	ATP13A2	1230.4345
ATP13A3	2201.8799	ATP13A3	1796.7651
ATP13A4	6.13	ATP13A4	370.2038
removed	removed	ATP13A5	172.6264
ATP1A1	8420.8991	ATP1A1	14689.1826
ATP1A2	192.0719	ATP1A2	355.1171
ATP1A4	8.1733	ATP1A4	13.3459
ATP1B1	2476.9759	ATP1B1	3590.5882
ATP1B2	58.8476	ATP1B2	142.453
ATP1B3	1822.64	ATP1B3	878.5087
ATP2A2	6087.454	ATP2A2	5609.9224
ATP2A3	2710.2575	ATP2A3	803.6556
ATP2B1	1100.9399	ATP2B1	1934.2859
removed	removed	ATP2B2	14.5064
ATP2B4	4144.2583	ATP2B4	3607.4563
ATP2C1	2675.7417	ATP2C1	3414.0567
ATP2C2	423.3756	ATP2C2	338.5798
ATP5A1	5751.1238	ATP5A1	9324.4361
ATP5B	15604.0049	ATP5B	8753.4634
ATP5C1	3015.9379	ATP5C1	2159.1354
ATP5D	851.2464	ATP5D	622.9056
ATP5EP2	23.2938	ATP5EP2	26.9819
ATP5E	5400.8991	ATP5E	2521.2156
ATP5F1	2268.492	ATP5F1	2175.9629
ATP5G1	504.6996	ATP5G1	501.3418
ATP5G2	6264.4054	ATP5G2	4058.3158
ATP5G3	2824.2746	ATP5G3	1842.8955
ATP5H	2804.6588	ATP5H	1484.5869
ATP5I	1429.8406	ATP5I	816.3661
ATP5J2	1104.6179	ATP5J2	1022.1223
ATP5J	1477.9158	ATP5J	1063.6716
ATP5L	1901.5121	ATP5L	2133.6041
ATP5O	2675.521	ATP5O	2183.5062
ATP5SL	639.9673	ATP5SL	638.2824
ATP5S	74.7855	ATP5S	142.7432
ATP6AP1L	57.2129	ATP6AP1L	39.4575
ATP6AP1	9181.038	ATP6AP1	3384.6377
ATP6AP2	3829.9959	ATP6AP2	3372.7424
ATP6V0A1	1455.2513	ATP6V0A1	1340.103
ATP6V0A2	648.9579	ATP6V0A2	616.8129
ATP6V0A4	89.4973	ATP6V0A4	69.3378
ATP6V0B	3391.0911	ATP6V0B	1320.9545
ATP6V0C	3921.1279	ATP6V0C	1575.3971
ATP6V0D1	2678.7904	ATP6V0D1	1674.621
ATP6V0D2	37.5971	ATP6V0D2	8.4137
ATP6V0E1	4174.0907	ATP6V0E1	2505.5487
ATP6V0E2	846.2893	ATP6V0E2	653.3285
ATP6V1A	1529.2195	ATP6V1A	2166.9689
ATP6V1B1	2755.6191	ATP6V1B1	729.3828
ATP6V1B2	2601.1443	ATP6V1B2	1580.9096
ATP6V1C1	1804.2501	ATP6V1C1	1649.9601
ATP6V1C2	38.6065	ATP6V1C2	81.0996
ATP6V1D	1251.7368	ATP6V1D	1017.1901
ATP6V1E1	2137.311	ATP6V1E1	1903.2422
ATP6V1E2	65.3862	ATP6V1E2	97.4831
ATP6V1F	1742.9465	ATP6V1F	850.6448
ATP6V1G1	3928.0752	ATP6V1G1	2712.9905
ATP6V1G2	28.1978	ATP6V1G2	61.7973
ATP6V1H	1095.6273	ATP6V1H	1081.3085
ATP7A	505.1083	ATP7A	1322.9854
ATP7B	534.1234	ATP7B	323.7833
ATP8A1	123.8251	ATP8A1	362.6605
ATP8A2	9.8079	ATP8A2	8.1236
ATP8B1	827.9526	ATP8B1	2873.1994
ATP8B2	1008.9906	ATP8B2	975.4116
ATP8B3	35.1451	ATP8B3	69.3407
ATP8B4	76.4201	ATP8B4	86.7484
ATP8B5P	32.2844	ATP8B5P	12.7656
ATP9A	2634.246	ATP9A	2936.6795
ATP9B	325.2963	ATP9B	710.2343
ATPAF1	1094.81	ATPAF1	1342.3196
ATPAF2	331.4262	ATPAF2	274.0814
ATPBD4	112.7912	ATPBD4	143.3234
ATPIF1	1412.7503	ATPIF1	1045.9128
ATRIP	522.9832	ATRIP	237.3801
ATRNL1	22.4765	ATRNL1	17.988
ATRN	1188.394	ATRN	3058.2433
ATRX	1869.2276	ATRX	3230.8697
ATR	636.698	ATR	1074.0553
ATXN10	1646.5059	ATXN10	2447.8132
ATXN1L	1530.0368	ATXN1L	2035.1084
ATXN1	1890.4781	ATXN1	1235.0765
ATXN2L	1814.4667	ATXN2L	1769.493
ATXN2	809.9714	ATXN2	832.6685
ATXN3	450.756	ATXN3	637.4121
ATXN7L1	172.0474	ATXN7L1	301.1533
ATXN7L2	84.1847	ATXN7L2	70.5012
ATXN7L3B	4221.4957	ATXN7L3B	4507.1444
ATXN7L3	1227.6257	ATXN7L3	1194.4585
ATXN7	426.2362	ATXN7	982.6648
AUH	245.1982	AUH	370.7841
AUP1	2649.5341	AUP1	1514.6848
AURKAIP1	1404.577	AURKAIP1	731.9939
AURKAPS1	6.13	AURKAPS1	7.2532
AURKA	482.2231	AURKA	67.89
AURKB	212.0964	AURKB	27.8523
AURKC	42.501	AURKC	20.8892
AUTS2	967.3069	AUTS2	2510.771
AVEN	263.5881	AVEN	119.823
AVIL	78.4634	AVIL	57.4454
AVL9	369.432	AVL9	530.0646
AVPI1	153.6575	AVPI1	126.7861
AVPR1A	71.9248	AVPR1A	49.0317
AVPR2	42.9097	AVPR2	58.3158
AXIN1	768.2877	AXIN1	581.9975
AXIN2	255.0061	AXIN2	538.7684
AXL	2085.002	AXL	1294.843
AZGP1	15431.9575	AZGP1	105994.3425
AZI1	409.0723	AZI1	217.016
AZI2	998.774	AZI2	1178.7916
AZIN1	4580.3024	AZIN1	4645.5356
AZU1	7.3559	AZU1	11.8953
B2M	40438.0875	B2M	28998.6219
B3GALNT1	465.4679	B3GALNT1	652.4987
B3GALNT2	620.1308	B3GALNT2	885.086
removed	removed	B3GALT1	46.1304
removed	removed	B3GALT2	10.1545
B3GALT4	354.7201	B3GALT4	165.3732
B3GALT5	36.3711	B3GALT5	78.6248
B3GALT6	649.3666	B3GALT6	523.9719
B3GALTL	311.4017	B3GALTL	315.0794
removed	removed	B3GAT1	64.4085
removed	removed	B3GAT2	12.9339
B3GAT3	816.51	B3GAT3	442.4458
B3GNT1	450.756	B3GNT1	674.8386
B3GNT2	995.096	B3GNT2	856.7491
B3GNT3	28.1978	B3GNT3	95.4522
B3GNT5	99.7139	B3GNT5	220.7877
B3GNT7	78.4634	B3GNT7	62.9579
B3GNT8	190.0286	B3GNT8	58.8961
B3GNT9	458.9865	B3GNT9	325.9534
B3GNTL1	63.0119	B3GNTL1	49.8354
B4GALNT1	40.8868	B4GALNT1	33.9827
B4GALNT3	126.6857	B4GALNT3	248.3499
B4GALNT4	172.8647	B4GALNT4	227.1705
B4GALT1	3373.9273	B4GALT1	4106.4771
B4GALT2	1025.7458	B4GALT2	693.9871
B4GALT3	902.3294	B4GALT3	786.8282
B4GALT4	394.3604	B4GALT4	421.5565
B4GALT5	1424.1929	B4GALT5	1547.2547
B4GALT6	75.1941	B4GALT6	106.187
B4GALT7	438.9048	B4GALT7	307.5361
B9D1	90.0286	B9D1	163.1798
B9D2	95.6273	B9D2	65.2789
BAALC	42.0924	BAALC	66.7295
BACE1	1229.2603	BACE1	1439.3269
BACE2	1604.8222	BACE2	1958.6567
BACH1	849.2031	BACH1	1020.9618
BACH2	120.5558	BACH2	332.4871
BAD	894.6465	BAD	570.256
BAG1	1327.5235	BAG1	1484.3113
BAG2	221.9044	BAG2	107.6376
BAG3	2210.4618	BAG3	981.7944
BAG4	196.1586	BAG4	337.1292
BAG5	1155.7009	BAG5	1548.125
removed	removed	BAGE2	7.4012
BAHCC1	565.5905	BAHCC1	565.7503
BAHD1	1089.0887	BAHD1	874.1568
BAI1	29.8324	BAI1	61.2171
BAI2	872.4969	BAI2	466.5264
removed	removed	BAI3	7.5433
BAIAP2L1	178.9947	BAIAP2L1	493.2182
BAIAP2L2	5.7213	BAIAP2L2	10.1545
BAIAP2	959.951	BAIAP2	946.6715
BAIAP3	417.7197	BAIAP3	261.336
BAK1	765.0184	BAK1	253.5722
BAMBI	602.7789	BAMBI	691.3759
BANF1	2706.1708	BANF1	1472.6917
BANK1	29.4238	BANK1	40.618
BANP	255.8235	BANP	313.3387
BAP1	1717.6134	BAP1	1523.4641
BARD1	129.955	BARD1	135.49
BARX1	8.1733	BARX1	59.1862
BARX2	78.4634	BARX2	467.687
BASP1	837.3519	BASP1	310.7275
BAT1	6099.3053	BAT1	5662.7258
BAT2L1	4586.4814	BAT2L1	7885.6865
BAT2L2	5383.3265	BAT2L2	5686.5163
BAT2	6570.0858	BAT2	6001.5957
BAT3	5537.3927	BAT3	3754.2613
BAT4	475.2758	BAT4	340.0305
BAT5	1214.5484	BAT5	776.0934
BATF2	65.7949	BATF2	64.9888
BATF3	20.0245	BATF3	17.6978
BATF	216.5917	BATF	351.0553
BAX	680.8337	BAX	296.8013
BAZ1A	1355.9461	BAZ1A	1147.1676
BAZ1B	2597.0576	BAZ1B	2592.2971
BAZ2A	3206.6408	BAZ2A	3415.0954
BAZ2B	907.311	BAZ2B	1647.1488
BBC3	185.5333	BBC3	116.3415
BBOX1	80.0981	BBOX1	586.9297
BBS10	534.5321	BBS10	671.6472
BBS12	182.6727	BBS12	218.1765
BBS1	734.7773	BBS1	1337.2017
BBS2	797.3028	BBS2	1569.3044
BBS4	452.7993	BBS4	548.3426
BBS5	194.1152	BBS5	261.2403
BBS7	236.6163	BBS7	281.4245
BBS9	268.492	BBS9	431.1308
BBX	1666.5304	BBX	2571.4078
BCAM	8932.9792	BCAM	7433.9595
BCAN	15.9379	BCAN	21.4695
BCAP29	1184.716	BCAP29	1144.8466
BCAP31	9377.1966	BCAP31	3689.2725
BCAR1	1601.1443	BCAR1	891.8546
BCAR3	614.2092	BCAR3	555.3057
BCAS1	92.358	BCAS1	94.0016
