gene_id	TCGA-BH-A0B5-01A-11R-A12P-07	gene_id	TCGA-BH-A0B5-11A-23R-A12P-07
ANO1	2510.6738	ANO1	321.4905
removed	removed	ANO2	91.4211
removed	removed	ANO3	1036.3951
removed	removed	ANO4	23.3969
ANO5	7.6718	ANO5	210.5719
ANO6	3089.7265	ANO6	12476.6031
ANO7	17.3449	ANO7	6.4991
ANO8	506.004	ANO8	180.6759
ANO9	373.2488	ANO9	5.1993
ANP32A	2840.5604	ANP32A	2345.7539
ANP32B	2588.7258	ANP32B	3629.9827
ANP32E	1816.8779	ANP32E	834.922
ANPEP	545.03	ANPEP	704.0728
ANTXR1	6889.9266	ANTXR1	2503.4662
ANTXR2	658.439	ANTXR2	5628.6828
ANUBL1	199.7999	ANUBL1	149.4801
ANXA11	3413.6091	ANXA11	7763.4315
ANXA13	7.0047	removed	removed
ANXA1	1707.8052	ANXA1	31450.6066
ANXA2P1	52.3682	ANXA2P1	175.4766
ANXA2P2	3254.8366	ANXA2P2	12925.9099
removed	removed	ANXA2P3	14.2981
ANXA2	9480.3202	ANXA2	36815.4246
ANXA3	711.4743	ANXA3	1378.2496
ANXA4	1668.4456	ANXA4	1226.1698
ANXA5	5068.0454	ANXA5	25866.1179
ANXA6	4904.2695	ANXA6	23535.9619
ANXA7	2788.5257	ANXA7	4450.6066
ANXA8L2	65.7105	removed	removed
ANXA8	139.7598	removed	removed
ANXA9	806.2041	ANXA9	29.0295
AOAH	104.4029	AOAH	33.7955
AOC2	14.6765	AOC2	270.364
AOC3	808.2055	AOC3	48763.4315
AOX1	186.7912	AOX1	1338.3882
AOX2P	5.6704	removed	removed
AP1AR	687.7919	AP1AR	241.7678
AP1B1	2151.7678	AP1B1	1845.3206
AP1G1	1780.5203	AP1G1	1835.7886
AP1G2	1946.9413	AP1G2	159.0945
AP1M1	852.2348	AP1M1	2027.2964
AP1M2	2096.7312	removed	removed
AP1S1	1071.3809	AP1S1	362.6516
AP1S2	291.1941	AP1S2	472.7036
AP1S3	103.0687	AP1S3	14.2981
AP2A1	2259.7999	AP2A1	1980.9619
AP2A2	1435.9573	AP2A2	1918.5442
AP2B1	6839.5597	AP2B1	4367.4177
AP2M1	5377.2515	AP2M1	6058.9255
AP2S1	1147.4316	AP2S1	978.3362
AP3B1	1878.2522	AP3B1	1608.7522
AP3B2	14.0093	AP3B2	5.6326
AP3D1	3250.8339	AP3D1	3043.3276
AP3M1	1693.7959	AP3M1	1948.8735
AP3M2	775.1835	AP3M2	384.7487
AP3S1	1204.8032	AP3S1	1348.7868
AP3S2	1856.7512	AP3S2	2535.9749
AP4B1	269.4063	AP4B1	300.5763
AP4E1	393.9293	AP4E1	413.3449
AP4M1	542.7285	AP4M1	194.974
AP4S1	45.3636	AP4S1	77.9896
APAF1	1073.0487	APAF1	428.0763
APBA1	83.7225	APBA1	249.5667
APBA2	25.3502	APBA2	9.9653
APBA3	219.8132	APBA3	94.4541
APBB1IP	327.2181	APBB1IP	3154.2461
APBB1	508.3389	APBB1	622.617
APBB2	3637.0914	APBB2	5863.9515
APBB3	375.9173	APBB3	155.5459
APC2	7.0414	APC2	6.1179
APCDD1L	17.6785	APCDD1L	24.6967
APCDD1	190.1268	APCDD1	1850.0867
APC	1191.461	APC	1143.4142
APEH	2187.7919	APEH	1074.5234
APEX1	2520.0133	APEX1	2578.8562
removed	removed	APEX2	241.7678
APH1A	6494.3296	APH1A	2227.0364
APH1B	580.3869	APH1B	403.8128
API5	2208.4723	API5	1931.5425
APIP	336.7278	APIP	1082.6993
APITD1	199.8299	APITD1	89.0468
APLF	94.6431	APLF	119.1508
APLNR	539.6931	APLNR	1380.8492
APLN	77.0514	APLN	65.4246
APLP1	89.7265	APLP1	25.5633
APLP2	9477.9853	APLP2	12653.3795
APOA1BP	1908.2722	APOA1BP	1086.6551
APOB48R	256.8379	APOB48R	38.5615
APOBEC3A	38.1921	APOBEC3A	8.2322
APOBEC3B	368.7458	removed	removed
APOBEC3C	162.4416	APOBEC3C	120.0173
APOBEC3D	130.7538	APOBEC3D	22.0971
APOBEC3F	168.7792	APOBEC3F	46.7938
APOBEC3G	320.8806	APOBEC3G	74.0901
APOBEC3H	8.0053	removed	removed
APOBEC4	70.7138	removed	removed
removed	removed	APOB	1717.9376
APOC1	1594.3963	APOC1	859.1854
APOC2	106.7378	removed	removed
APOD	1576.3843	APOD	25136.9151
APOE	4404.2695	APOE	4533.7955
APOF	9.6731	removed	removed
APOL1	1233.1554	APOL1	1396.4471
APOL2	714.4763	APOL2	930.2426
APOL3	824.8833	APOL3	1612.6516
APOL4	204.8032	APOL4	626.9497
APOL6	1885.9239	APOL6	6838.3882
APOLD1	1168.4456	APOLD1	12116.5511
APOM	55.0367	APOM	45.4939
APOOL	221.8145	APOOL	171.1438
APOO	304.8699	APOO	216.2045
APPBP2	1003.6691	APPBP2	1751.7331
APPL1	2497.6651	APPL1	1385.182
APPL2	1873.5824	APPL2	1064.1248
APP	19624.4163	APP	9524.2634
APRT	842.8953	APRT	974.0035
APTX	380.9206	APTX	380.8492
AQP11	26.3509	AQP11	80.156
AQP1	2253.8359	AQP1	12793.7608
AQP3	156.4376	AQP3	70.1906
AQP5	9.006	removed	removed
AQP6	27.6851	removed	removed
AQP7P1	5.3369	AQP7P1	1844.4541
removed	removed	AQP7P3	167.6776
AQP7	60.7071	AQP7	10390.8146
AQP9	125.7505	AQP9	39.8614
AQPEP	6.004	AQPEP	1516.2522
AQR	1325.2168	AQR	928.9428
ARAF	1599.3996	ARAF	1365.6846
ARAP1	2461.8312	ARAP1	2087.9463
ARAP2	389.2595	ARAP2	67.1577
ARAP3	267.1781	ARAP3	758.6655
ARCN1	3745.1634	ARCN1	5298.5269
removed	removed	ARC	16.4645
AREG	295.8639	AREG	102.6863
ARF1	12103.7358	ARF1	7431.9757
ARF3	8634.7565	ARF3	2735.7019
ARF4	3799.533	ARF4	4461.8718
ARF5	2697.4083	ARF5	1559.7747
ARF6	3193.7959	ARF6	1729.2028
ARFGAP1	1449.2995	ARFGAP1	630.8492
ARFGAP2	1633.4223	ARFGAP2	2012.1317
ARFGAP3	926.9513	ARFGAP3	860.9185
ARFGEF1	3369.9133	ARFGEF1	1400.4723
ARFGEF2	2581.3876	ARFGEF2	1487.0017
ARFIP1	1095.0634	ARFIP1	830.156
ARFIP2	1271.8479	ARFIP2	689.7747
ARFRP1	487.6584	ARFRP1	651.2132
ARG2	88.0487	ARG2	386.8284
ARGLU1	2282.8552	ARGLU1	1070.6239
ARHGAP10	266.1775	ARHGAP10	1396.0139
ARHGAP11A	589.3929	ARHGAP11A	55.4593
ARHGAP11B	76.7178	removed	removed
ARHGAP12	1060.04	ARHGAP12	883.0156
ARHGAP15	61.0407	ARHGAP15	38.9948
ARHGAP17	1013.6758	ARHGAP17	1478.3362
ARHGAP18	706.1374	ARHGAP18	676.7764
ARHGAP19	580.7205	ARHGAP19	251.2998
ARHGAP1	5102.4016	ARHGAP1	3293.7608
ARHGAP20	60.3736	ARHGAP20	722.2704
ARHGAP21	1489.9933	ARHGAP21	5847.0537
ARHGAP22	45.6971	ARHGAP22	25.5633
ARHGAP23	319.5464	ARHGAP23	715.338
ARHGAP24	224.1494	ARHGAP24	862.2184
ARHGAP25	246.4977	ARHGAP25	289.4281
ARHGAP26	1698.7992	ARHGAP26	528.5962
ARHGAP27	454.97	ARHGAP27	296.7938
ARHGAP28	120.4136	ARHGAP28	345.7539
ARHGAP29	3255.1701	ARHGAP29	3192.3744
ARHGAP30	671.1141	ARHGAP30	287.695
ARHGAP31	684.7899	ARHGAP31	2871.7504
ARHGAP32	2644.7632	ARHGAP32	577.9896
ARHGAP33	739.493	ARHGAP33	47.6603
ARHGAP39	497.3316	ARHGAP39	39.8614
ARHGAP42	65.3536	ARHGAP42	376.5165
ARHGAP4	317.545	ARHGAP4	205.3726
ARHGAP5	1814.8766	ARHGAP5	1719.6707
ARHGAP6	681.4543	ARHGAP6	224.87
ARHGAP8	625.0934	ARHGAP8	17.331
ARHGAP9	146.0974	ARHGAP9	54.1594
ARHGDIA	3532.0213	ARHGDIA	5421.5771
ARHGDIB	7855.2368	ARHGDIB	1972.7036
removed	removed	ARHGDIG	67.5867
ARHGEF10L	1235.8239	ARHGEF10L	655.9792
ARHGEF10	1047.6985	ARHGEF10	1300.6932
ARHGEF11	2754.1694	ARHGEF11	1354.4194
ARHGEF12	5734.1561	ARHGEF12	3707.1057
ARHGEF15	273.1821	ARHGEF15	1560.2253
ARHGEF16	474.6498	ARHGEF16	322.7903
ARHGEF17	1613.4089	ARHGEF17	1396.4471
ARHGEF18	1793.1955	ARHGEF18	438.9081
ARHGEF19	951.968	ARHGEF19	54.1594
ARHGEF1	1893.2622	ARHGEF1	905.5459
ARHGEF2	2016.6778	ARHGEF2	3409.4454
ARHGEF33	11.3409	ARHGEF33	7.799
ARHGEF35	881.2542	ARHGEF35	238.7348
ARHGEF37	914.9433	ARHGEF37	452.3397
ARHGEF38	76.3843	removed	removed
ARHGEF3	2006.6711	ARHGEF3	475.7366
ARHGEF4	52.7018	ARHGEF4	466.2045
ARHGEF5	610.0734	ARHGEF5	201.0399
ARHGEF6	669.1127	ARHGEF6	4397.3137
ARHGEF7	1321.2141	ARHGEF7	2955.3726
ARHGEF9	434.6231	ARHGEF9	462.305
ARID1A	4630.0867	ARID1A	1835.3553
ARID1B	1682.7885	ARID1B	1720.9705
ARID2	2069.7131	ARID2	731.3692
ARID3A	110.0734	ARID3A	133.8821
ARID3B	160.1067	ARID3B	79.7227
ARID4A	647.0981	ARID4A	1178.0763
ARID4B	2191.571	ARID4B	970.104
ARID5A	714.4763	ARID5A	225.3033
ARID5B	2097.7318	ARID5B	6192.8076
ARIH1	1591.0607	ARIH1	2123.0503
ARIH2	1399.5997	ARIH2	1888.6482
ARL10	39.3596	ARL10	23.8302
ARL11	36.6911	ARL11	17.7643
ARL13B	374.2495	ARL13B	200.6066
ARL15	714.8099	ARL15	344.8873
ARL16	448.6324	ARL16	512.9983
ARL17A	96.6678	ARL17A	65.5069
ARL1	2297.1981	ARL1	2105.286
ARL2BP	896.9313	ARL2BP	2566.2912
ARL2	488.3256	ARL2	1656.8458
ARL3	768.8459	ARL3	418.1109
ARL4A	440.6271	ARL4A	590.9879
ARL4C	714.1428	ARL4C	195.4073
ARL4D	181.4543	ARL4D	184.1421
ARL5A	681.1207	ARL5A	1137.3484
ARL5B	228.8192	ARL5B	130.4159
ARL6IP1	9933.2889	ARL6IP1	5360.4853
ARL6IP4	2228.1521	ARL6IP4	2200.6066
ARL6IP5	3572.7151	ARL6IP5	8168.9775
ARL6IP6	285.1901	ARL6IP6	203.2062
ARL6	112.4083	ARL6	55.8925
ARL8A	1490.3269	ARL8A	1458.8388
ARL8B	1978.986	ARL8B	2455.3726
ARMC10	766.4109	ARMC10	687.8163
ARMC1	639.7598	ARMC1	892.9809
ARMC2	69.046	ARMC2	53.2929
ARMC4	92.7285	removed	removed
ARMC5	308.8726	ARMC5	142.9809
ARMC6	487.3249	ARMC6	500.8579
ARMC7	356.2375	ARMC7	156.8458
ARMC8	653.4356	ARMC8	1101.8198
ARMC9	654.4363	ARMC9	42.0277
ARMCX1	653.7692	ARMCX1	878.2496
ARMCX2	956.9713	ARMCX2	414.2114
ARMCX3	1537.6918	ARMCX3	2436.3085
ARMCX5	324.5497	ARMCX5	237.435
ARMCX6	294.8632	ARMCX6	191.5078
ARNT2	2281.521	ARNT2	28.1629
ARNTL2	76.7178	ARNTL2	73.2236
ARNTL	278.8526	ARNTL	322.357
ARNT	1754.1694	ARNT	1944.1075
ARPC1A	2315.1134	ARPC1A	2639.948
ARPC1B	1770.6104	ARPC1B	1197.1404
ARPC2	4753.1688	ARPC2	4870.0173
ARPC3	3878.2522	ARPC3	2440.6412
ARPC4	3569.8466	ARPC4	2576.5598
ARPC5L	494.3296	ARPC5L	630.4159
ARPC5	3515.3436	ARPC5	2025.5633
ARPM1	28.0187	ARPM1	77.5563
ARPP19	3691.461	ARPP19	6905.1127
removed	removed	ARPP21	5.1993
ARRB1	457.6384	ARRB1	1416.3778
ARRB2	618.7458	ARRB2	504.3328
ARRDC1	864.2428	ARRDC1	169.844
ARRDC2	873.5824	ARRDC2	796.3605
ARRDC3	2808.539	ARRDC3	1369.1508
ARRDC4	470.9807	ARRDC4	573.6568
ARSA	633.0887	ARSA	650.3466
ARSB	433.2889	ARSB	343.5875
ARSD	2570.3803	ARSD	795.9272
ARSE	48.3656	removed	removed
removed	removed	ARSF	5.1993
ARSG	359.9066	ARSG	97.0537
ARSI	81.054	ARSI	7.3657
ARSJ	49.0327	ARSJ	16.8977
ARSK	196.1308	ARSK	133.0156
removed	removed	ART4	5.6326
ART5	5.6704	removed	removed
ARTN	27.3516	removed	removed
ARV1	557.7051	ARV1	345.7539
ARVCF	350.2335	ARVCF	105.7192
ARX	6.6711	removed	removed
AR	2128.4189	AR	266.0312
AS3MT	179.7865	AS3MT	52.4263
ASAH1	6238.4923	ASAH1	14371.3172
ASAH2	14.3429	ASAH2	7.799
ASAM	274.1828	ASAM	4618.7175
ASAP1	1822.5484	ASAP1	1349.6534
ASAP2	2093.062	ASAP2	1408.5789
ASAP3	1293.529	ASAP3	681.9757
ASB13	596.3976	ASB13	305.8925
ASB14	20.0133	ASB14	25.13
ASB16	43.946	ASB16	7.799
ASB1	462.008	ASB1	712.851
ASB2	16.6778	ASB2	12.9983
ASB3	368.2455	ASB3	227.4697
ASB6	591.3642	ASB6	365.8406
ASB7	404.9366	ASB7	424.6101
ASB8	839.8933	ASB8	978.7695
ASB9	49.0327	ASB9	45.0607
ASCC1	463.976	ASCC1	473.5702
ASCC2	957.6384	ASCC2	1890.8146
ASCC3	901.6011	ASCC3	662.9116
ASCL2	214.4763	removed	removed
ASF1A	257.8386	ASF1A	439.3414
ASF1B	1147.7652	ASF1B	7.3657
ASGR1	5.0033	removed	removed
ASGR2	6.004	removed	removed
ASH1L	3876.491	ASH1L	2037.643
ASH2L	1324.8833	ASH2L	1453.2062
ASL	570.7138	ASL	380.4159
ASMTL	886.5911	ASMTL	538.5615
ASNA1	1727.485	ASNA1	960.1386
ASNSD1	839.5597	ASNSD1	1144.2808
ASNS	413.2755	ASNS	136.9151
ASPA	7.0047	ASPA	392.9809
removed	removed	ASPG	25.5633
ASPHD1	28.6858	removed	removed
ASPHD2	64.0427	ASPHD2	38.1282
ASPH	5771.9446	ASPH	31592.6863
ASPM	1160.7738	removed	removed
ASPN	2757.8386	ASPN	641.6811
ASPRV1	52.932	ASPRV1	81.4168
ASPSCR1	405.9373	ASPSCR1	261.6984
ASRGL1	237.8252	ASRGL1	68.4575
ASS1	386.9246	ASS1	7471.4038
ASTE1	260.9206	ASTE1	175.065
ASTL	6.6711	removed	removed
ASTN1	12.3416	removed	removed
ASTN2	244.1628	ASTN2	48.0936
ASXL1	2087.058	ASXL1	1578.8562
ASXL2	1018.6791	ASXL2	592.721
ASXL3	5.3369	ASXL3	23.8302
ATAD1	1088.0587	ATAD1	1204.5061
ATAD2B	663.7759	ATAD2B	269.4974
ATAD2	2328.2188	ATAD2	204.9393
ATAD3A	459.3062	ATAD3A	392.1144
ATAD3B	251.8346	ATAD3B	150.3466
ATAD3C	72.3816	ATAD3C	24.2634
ATAD5	237.4917	ATAD5	20.364
ATE1	300.5337	ATE1	263.4315
ATF1	554.3696	ATF1	331.4558
ATF2	670.447	ATF2	577.1231
ATF3	1430.2869	ATF3	1442.8076
ATF4	4120.7472	ATF4	9872.1837
ATF5	1081.3876	ATF5	897.747
ATF6B	2404.9366	ATF6B	921.1438
ATF6	1966.6444	ATF6	1135.182
ATF7IP2	35.0233	ATF7IP2	109.6187
ATF7IP	1848.5657	ATF7IP	1104.4194
ATF7	2692.4283	ATF7	2578.6265
ATG10	86.3909	ATG10	131.2825
ATG12	754.8366	ATG12	817.591
ATG16L1	1284.8566	ATG16L1	462.7383
ATG16L2	589.0193	ATG16L2	131.4645
ATG2A	645.7638	ATG2A	590.9879
ATG2B	945.964	ATG2B	911.6118
ATG3	736.8245	ATG3	951.0399
ATG4A	285.1901	ATG4A	478.7695
ATG4B	1065.3769	ATG4B	512.565
ATG4C	132.7552	ATG4C	247.4003
ATG4D	403.8259	ATG4D	203.6179
ATG5	526.3509	ATG5	804.1594
ATG7	895.2335	ATG7	576.0312
ATG9A	1153.479	ATG9A	2057.1014
ATG9B	36.3609	removed	removed
ATHL1	555.0367	ATHL1	213.6049
ATIC	2250.8339	ATIC	1496.9671
ATL1	340.2268	ATL1	162.9116
ATL2	1572.048	ATL2	818.4575
ATL3	450.6338	ATL3	741.3345
ATMIN	1486.3242	ATMIN	2213.6049
ATM	1015.3402	ATM	832.3224
ATN1	6193.1288	ATN1	4837.0884
ATOH8	32.6885	ATOH8	1425.4766
ATOX1	1069.046	ATOX1	766.8977
ATP10A	289.5264	ATP10A	310.2253
ATP10D	727.1514	ATP10D	271.6638
ATP11A	344.8966	ATP11A	509.9653
ATP11B	481.6544	ATP11B	1728.3362
ATP11C	699.7999	ATP11C	741.3345
ATP13A1	1775.8506	ATP13A1	590.5546
ATP13A2	1463.6424	ATP13A2	624.3501
ATP13A3	1947.6318	ATP13A3	2928.5095
ATP13A4	13.3422	removed	removed
ATP1A1	12980.6471	ATP1A1	3496.0962
ATP1A2	36.024	ATP1A2	2848.3536
ATP1A3	202.4683	removed	removed
ATP1B1	10765.2568	ATP1B1	182.7296
ATP1B2	24.3496	ATP1B2	143.8475
ATP1B3	824.8833	ATP1B3	2808.0589
ATP2A1	18.6791	removed	removed
ATP2A2	6667.7785	ATP2A2	5570.6239
ATP2A3	1125.4169	ATP2A3	458.8388
ATP2B1	1624.7498	ATP2B1	687.175
ATP2B2	6.3376	ATP2B2	6.4991
ATP2B4	3532.0213	ATP2B4	17853.1196
ATP2C1	3231.4076	ATP2C1	2920.6889
ATP2C2	252.8352	removed	removed
ATP5A1	7852.5684	ATP5A1	15126.0832
ATP5B	12080.0534	ATP5B	20377.383
ATP5C1	2307.2048	ATP5C1	4134.3154
ATP5D	492.6618	ATP5D	703.2062
ATP5EP2	17.3449	ATP5EP2	45.4939
ATP5E	2429.2862	ATP5E	5681.5425
ATP5F1	2035.0233	ATP5F1	3445.4073
ATP5G1	400.2668	ATP5G1	530.7626
ATP5G2	6553.3689	ATP5G2	2810.6586
ATP5G3	2175.7839	ATP5G3	5548.5269
ATP5H	1515.6771	ATP5H	3145.1473
ATP5I	1007.5017	ATP5I	1400.4549
ATP5J2	847.8986	ATP5J2	1392.5477
ATP5J	1195.6204	ATP5J	2728.7912
ATP5L	1766.8446	ATP5L	3342.2877
ATP5O	2426.9513	ATP5O	4045.9272
ATP5SL	831.8879	ATP5SL	645.1473
ATP5S	93.7292	ATP5S	173.3102
ATP6AP1L	88.0587	ATP6AP1L	27.7296
ATP6AP1	4474.9833	ATP6AP1	1774.2634
ATP6AP2	3406.2708	ATP6AP2	3555.4593
ATP6V0A1	1153.1021	ATP6V0A1	1076.2565
ATP6V0A2	620.0801	ATP6V0A2	436.7418
ATP6V0A4	5.6704	removed	removed
ATP6V0B	1638.7592	ATP6V0B	730.9359
ATP6V0C	1923.6157	ATP6V0C	1551.4991
ATP6V0D1	1383.5891	ATP6V0D1	1751.2998
ATP6V0D2	46.0307	removed	removed
ATP6V0E1	2563.7091	ATP6V0E1	3892.1144
ATP6V0E2	995.3235	ATP6V0E2	1254.5277
ATP6V1A	1992.9953	ATP6V1A	1670.7106
ATP6V1B1	218.479	ATP6V1B1	13.4315
ATP6V1B2	2072.048	ATP6V1B2	1902.0797
ATP6V1C1	1503.3356	ATP6V1C1	1599.6534
ATP6V1C2	43.8159	ATP6V1C2	94.3544
ATP6V1D	915.2769	ATP6V1D	1700.1733
ATP6V1E1	1351.5677	ATP6V1E1	3418.5442
ATP6V1E2	77.0514	ATP6V1E2	82.3224
ATP6V1F	1265.507	ATP6V1F	1247.825
ATP6V1G1	1849.5664	ATP6V1G1	980.0693
ATP6V1G2	39.3596	ATP6V1G2	32.4957
ATP6V1H	1011.6744	ATP6V1H	1118.7175
ATP7A	568.7125	ATP7A	333.6222
ATP7B	3269.513	ATP7B	261.2652
ATP8A1	211.8079	ATP8A1	358.3189
ATP8A2	108.4056	ATP8A2	5.6326
ATP8B1	3188.966	ATP8B1	343.9515
ATP8B2	1389.2595	ATP8B2	665.9445
ATP8B3	43.3622	ATP8B3	13.8648
ATP8B4	43.0287	ATP8B4	457.539
ATP8B5P	31.3542	ATP8B5P	44.1941
ATP9A	4097.0647	ATP9A	8129.5494
ATP9B	809.5397	ATP9B	439.7747
ATPAF1	792.9386	ATPAF1	2774.0468
ATPAF2	213.1421	ATPAF2	220.104
ATPBD4	94.7298	ATPBD4	97.487
ATPIF1	1118.4123	ATPIF1	494.3674
ATRIP	567.8519	ATRIP	190.5676
ATRNL1	242.1614	removed	removed
ATRN	2071.0474	ATRN	1538.5615
removed	removed	ATRX	2716.2045
ATR	1085.0567	ATR	1090.5546
ATXN10	1578.052	ATXN10	1829.7227
ATXN1L	1119.4129	ATXN1L	2382.5823
ATXN1	1489.3262	ATXN1	773.3969
ATXN2L	3393.9293	ATXN2L	1373.0503
ATXN2	1295.1968	ATXN2	1230.9359
ATXN3	400.934	ATXN3	583.6222
ATXN7L1	221.481	ATXN7L1	187.6083
ATXN7L2	84.056	ATXN7L2	34.2288
ATXN7L3B	3089.0594	ATXN7L3B	2054.5927
ATXN7L3	1425.2835	ATXN7L3	868.2842
ATXN7	813.5424	ATXN7	630.4159
AUH	141.7612	AUH	436.3085
AUP1	1707.8286	AUP1	1894.857
AURKAIP1	673.449	AURKAIP1	1019.9307
AURKAPS1	6.004	AURKAPS1	6.0659
AURKA	376.5844	AURKA	26.4298
AURKB	198.1321	removed	removed
AURKC	14.0093	AURKC	9.5321
AUTS2	3591.7278	AUTS2	516.0312
AVEN	131.0874	AVEN	455.8059
AVIL	45.03	AVIL	14.2981
AVL9	523.0153	AVL9	259.0988
AVPI1	170.1134	AVPI1	1571.4905
AVPR1A	16.6778	AVPR1A	200.6066
AVPR2	15.01	AVPR2	128.2496
AXIN1	986.9913	AXIN1	336.2218
AXIN2	229.8199	AXIN2	480.9359
AXL	1432.6217	AXL	1801.5598
AZGP1	8925.6171	AZGP1	3376.5165
AZI1	429.9533	AZI1	93.5875
AZI2	824.2161	AZI2	2422.8769
AZIN1	4579.7198	AZIN1	3908.5789
AZU1	21.3476	removed	removed
B2M	30751.501	B2M	36642.812
B3GALNT1	372.9153	B3GALNT1	161.1785
B3GALNT2	706.0941	B3GALNT2	673.5442
removed	removed	B3GALT1	5.6326
removed	removed	B3GALT2	7.3657
B3GALT4	220.4803	B3GALT4	225.7366
B3GALT5	183.4556	removed	removed
B3GALT6	464.3095	B3GALT6	323.2236
B3GALTL	424.2829	B3GALTL	223.5702
B3GAT1	8.3389	removed	removed
removed	removed	B3GAT2	8.8648
B3GAT3	463.976	B3GAT3	340.9879
B3GNT1	277.1848	B3GNT1	722.7036
B3GNT2	990.6604	B3GNT2	535.9619
B3GNT3	11.3409	removed	removed
B3GNT5	117.0781	B3GNT5	310.2253
B3GNT7	103.4023	B3GNT7	26.8631
B3GNT8	83.3889	B3GNT8	37.695
B3GNT9	218.7358	B3GNT9	165.4246
B3GNTL1	67.6718	B3GNTL1	34.3414
B4GALNT1	13.7525	B4GALNT1	22.0364
B4GALNT3	917.2782	removed	removed
B4GALNT4	543.6958	removed	removed
B4GALT1	6236.8245	B4GALT1	2088.3882
B4GALT2	793.1955	B4GALT2	1297.6603
B4GALT3	1288.1921	B4GALT3	437.175
B4GALT4	472.3149	B4GALT4	456.2392
B4GALT5	1605.07	B4GALT5	2058.4922
B4GALT6	78.7191	B4GALT6	253.0329
B4GALT7	418.6124	B4GALT7	381.7158
B9D1	149.6731	B9D1	88.5875
B9D2	179.0794	B9D2	32.9289
BAALC	25.0167	BAALC	343.5875
BACE1	1035.0233	BACE1	1425.0433
BACE2	806.2041	BACE2	533.3622
BACH1	1379.9199	BACH1	431.5425
BACH2	162.7752	BACH2	65.8579
BAD	613.956	BAD	564.6794
BAG1	958.7358	BAG1	1481.2478
BAG2	90.3936	BAG2	234.8354
BAG3	2087.058	BAG3	1788.1282
BAG4	256.1708	BAG4	474.0035
BAG5	1085.7238	BAG5	2373.0503
BAHCC1	212.1414	BAHCC1	301.1265
BAHD1	979.9867	BAHD1	573.2236
BAI1	32.6885	BAI1	7.3657
BAI2	1495.3302	BAI2	183.2756
removed	removed	BAI3	18.6308
BAIAP2L1	803.8692	BAIAP2L1	101.3865
removed	removed	BAIAP2L2	13.8648
BAIAP2	754.8366	BAIAP2	160.312
BAIAP3	210.3169	BAIAP3	53.3319
BAK1	409.2728	BAK1	179.8094
BAMBI	1663.7759	BAMBI	113.5182
BANF1	1749.4997	BANF1	1333.6222
BANK1	11.0073	BANK1	560.6586
BANP	226.4843	BANP	106.5858
BAP1	1986.3242	BAP1	1539.8614
BARD1	427.2849	BARD1	12.9983
BARX1	7.6718	removed	removed
BARX2	79.0527	removed	removed
BASP1	405.9373	BASP1	238.3016
BAT1	5778.8526	BAT1	4100.9532
BAT2L1	5518.8326	BAT2L1	4228.4055
BAT2L2	7364.2428	BAT2L2	2898.1802
BAT2	6785.8572	BAT2	4026.8631
BAT3	3789.5264	BAT3	3917.2444
BAT4	324.8833	BAT4	410.312
BAT5	991.6611	BAT5	564.5581
BATF2	44.3629	BATF2	53.7262
BATF3	15.01	BATF3	14.7314
BATF	181.1207	BATF	14.7314
BAX	632.0881	BAX	148.1802
BAZ1A	1638.7592	BAZ1A	550.26
BAZ1B	3314.2095	BAZ1B	2655.5459
BAZ2A	4921.8012	BAZ2A	2294.7617
BAZ2B	1412.2782	BAZ2B	755.7712
BBC3	248.8326	BBC3	16.0312
BBOX1	20.0133	BBOX1	13.8648
removed	removed	BBS10	597.487
BBS12	161.1074	BBS12	203.2062
BBS1	1039.6298	BBS1	459.2721
BBS2	657.4383	BBS2	723.5702
BBS4	438.2922	BBS4	421.5771
BBS5	286.8779	BBS5	168.3319
BBS7	197.7985	BBS7	238.7348
BBS9	356.571	BBS9	295.0607
BBX	3065.7105	BBX	1751.2998
BCAM	5823.2155	BCAM	1597.9203
BCAP29	894.93	BCAP29	3188.0416
BCAP31	3085.7238	BCAP31	11311.9584
BCAR1	742.495	BCAR1	501.7331
BCAR3	1072.7151	BCAR3	1100.0867
BCAS1	409.6064	removed	removed
BCAS2	464.0527	BCAS2	852.7686
BCAS3	379.9199	BCAS3	520.364
BCAS4	668.7792	BCAS4	350.5199
BCAT1	371.9146	BCAT1	387.7816
BCAT2	651.7678	BCAT2	317.591
BCCIP	1552.3449	BCCIP	1017.9029
BCDIN3D	250.9073	BCDIN3D	107.4653
BCHE	11.3409	BCHE	178.0763
BCKDHA	1300.1401	BCKDHA	1014.2981
BCKDHB	394.2628	BCKDHB	961.8718
BCKDK	1234.1561	BCKDK	1096.6205
BCL10	363.5757	BCL10	321.4905
BCL11A	23.0153	removed	removed
BCL11B	74.7165	BCL11B	6.4991
BCL2A1	52.7018	BCL2A1	19.0641
BCL2L11	1496.3309	BCL2L11	249.5667
BCL2L12	254.1161	BCL2L12	54.3414
BCL2L13	735.8239	BCL2L13	2716.2045
BCL2L14	48.032	removed	removed
BCL2L15	5.3369	removed	removed
BCL2L1	3074.0494	BCL2L1	1522.5303
BCL2L2	906.5277	BCL2L2	4168.5962
BCL2	1512.6751	BCL2	2928.9428
BCL3	1285.1901	BCL3	119.1508
BCL6B	320.2135	BCL6B	573.2236
BCL6	1437.9586	BCL6	2818.8908
BCL7A	848.2322	BCL7A	361.3518
BCL7B	929.9533	BCL7B	1660.7452
BCL7C	733.1554	BCL7C	381.2825
