gene_id	TCGA-BH-A1FJ-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FJ-11B-42R-A13Q-07
CAPNS1	5867.8847	CAPNS1	6180.7397
CAPRIN1	8236.1442	CAPRIN1	7930.1455
CAPRIN2	219.7832	CAPRIN2	347.182
CAPS2	48.5377	CAPS2	140.2488
CAPS	110.7097	CAPS	32.2837
CAPZA1	3836.3897	CAPZA1	3648.0575
CAPZA2	2373.4406	CAPZA2	5049.752
removed	removed	CAPZA3	9.2617
CAPZB	3118.1403	CAPZB	3217.7846
CARD10	382.8482	CARD10	305.9939
CARD11	26.723	CARD11	36.7822
CARD14	321.2216	CARD14	52.9241
CARD16	46.3563	CARD16	152.1568
CARD6	61.6266	CARD6	511.7759
CARD8	729.1567	CARD8	1176.2379
removed	removed	CARD9	14.2895
CARHSP1	1383.609	CARHSP1	975.3089
CARKD	433.5674	CARKD	662.0804
CARM1	767.6052	CARM1	490.6063
CARNS1	22.6328	CARNS1	24.8743
CARS2	352.0731	CARS2	321.9902
CARS	916.2179	CARS	567.3198
removed	removed	CARTPT	13.4956
CASC1	43.0841	CASC1	78.5923
CASC2	85.3501	CASC2	61.9212
CASC3	4207.2398	CASC3	3481.8758
CASC4	4723.1577	CASC4	6044.9894
CASC5	578.6352	CASC5	35.4591
CASD1	1906.6058	CASD1	1499.0748
CASKIN1	6.2526	removed	removed
CASKIN2	709.8616	CASKIN2	508.963
CASK	2502.9654	CASK	2182.0602
CASP10	99.5296	CASP10	688.0132
removed	removed	CASP12	22.2281
CASP1	106.8921	CASP1	636.4122
CASP2	1446.8607	CASP2	1170.9455
CASP3	934.215	CASP3	898.651
CASP4	499.8296	CASP4	1089.9716
CASP6	924.9438	CASP6	322.5723
CASP7	777.6945	CASP7	767.6639
CASP8AP2	624.7188	CASP8AP2	843.0807
CASP8	584.3616	CASP8	532.681
CASP9	352.853	CASP9	351.9452
CASQ1	51.8099	CASQ1	17.9942
CASQ2	29.4499	CASQ2	228.6321
CASS4	5.4537	CASS4	28.0498
CAST	6580.3968	CAST	8288.1373
CASZ1	1573.1134	CASZ1	631.3844
CATSPER2P1	21.7138	CATSPER2P1	21.2358
CATSPER2	22.6328	CATSPER2	66.1419
CATSPER3	10.1875	CATSPER3	5.8216
CATSPERB	80.7144	CATSPERB	57.9519
CATSPERG	99.5296	CATSPERG	27.7851
CAT	2437.794	CAT	4016.4091
CAV1	509.6462	CAV1	19562.8603
CAV2	385.3023	CAV2	7611.2779
CBARA1	1380.8712	CBARA1	1258.2702
CBFA2T2	535.5512	CBFA2T2	592.4852
CBFA2T3	211.6027	CBFA2T3	188.1451
CBFB	1154.8163	CBFB	1406.9869
CBLB	647.8969	CBLB	675.8406
CBLC	409.0258	CBLC	83.0908
CBLL1	1117.7313	CBLL1	1066.9496
CBLN1	8.9986	CBLN1	14.5541
CBLN2	66.2622	CBLN2	9.5263
CBLN3	71.9885	CBLN3	94.7341
CBLN4	28.0864	CBLN4	605.7162
CBL	638.353	CBL	1415.7194
CBR1	477.1914	CBR1	325.9304
CBR3	383.8898	CBR3	112.7283
CBR4	717.1586	CBR4	824.8246
CBS	357.4886	CBS	18.7881
CBWD1	959.8473	CBWD1	776.3964
CBWD2	813.416	CBWD2	696.7456
CBWD3	292.0444	CBWD3	368.6163
CBWD6	121.0716	CBWD6	155.8614
CBX1	2479.7873	CBX1	1232.3374
CBX2	84.2593	CBX2	29.6375
CBX3	6822.2783	CBX3	4043.1358
CBX4	470.107	CBX4	187.0867
CBX5	2337.4463	CBX5	4762.1095
CBX6	117.2541	CBX6	371.7917
CBX7	664.258	CBX7	1111.6705
CBX8	102.2565	CBX8	7.674
CBY1	622.9054	CBY1	352.1251
CC2D1A	792.4194	CC2D1A	374.7026
CC2D1B	648.715	CC2D1B	530.564
CC2D2A	630.4452	CC2D2A	568.6693
removed	removed	CC2D2B	12.1725
CCAR1	2463.4263	CCAR1	1504.3672
CCBE1	493.2852	CCBE1	74.3583
CCBL1	149.4308	CCBL1	52.1302
CCBL2	837.3332	CCBL2	1175.9521
CCBP2	28.3591	CCBP2	252.1833
CCDC101	292.0444	CCDC101	133.1041
CCDC102A	47.1743	CCDC102A	58.7457
CCDC102B	40.0845	CCDC102B	107.9651
CCDC103	119.7082	CCDC103	63.2443
CCDC104	769.7866	CCDC104	1108.7597
CCDC106	188.4246	CCDC106	69.5952
CCDC107	280.3845	CCDC107	144.324
CCDC108	27.2684	removed	removed
CCDC109A	523.5531	CCDC109A	526.5947
CCDC109B	420.4786	CCDC109B	408.3093
CCDC110	5.181	CCDC110	137.338
CCDC111	458.6952	CCDC111	444.1601
CCDC112	288.4996	CCDC112	227.5736
CCDC113	1049.2876	CCDC113	300.6088
CCDC114	31.904	CCDC114	11.1141
CCDC115	662.0765	CCDC115	950.7813
CCDC117	1221.8965	CCDC117	909.2358
CCDC11	24.2689	CCDC11	11.3787
CCDC120	425.6596	CCDC120	252.9771
CCDC121	150.7942	CCDC121	142.3658
CCDC122	16.361	CCDC122	127.5471
CCDC123	613.8114	CCDC123	305.1074
CCDC124	432.204	CCDC124	90.2356
CCDC125	1082.0097	CCDC125	472.3475
CCDC126	600.1772	CCDC126	697.2749
CCDC127	596.905	CCDC127	282.8793
removed	removed	CCDC129	9.5263
CCDC12	310.0416	CCDC12	154.2737
CCDC130	263.4126	CCDC130	137.6026
CCDC132	911.8549	CCDC132	1017.7302
CCDC134	60.8085	CCDC134	27.2559
CCDC136	18.8152	CCDC136	22.4927
CCDC137	354.2164	CCDC137	58.2165
CCDC138	71.4432	CCDC138	83.0908
CCDC13	8.4532	CCDC13	9.2617
removed	removed	CCDC141	69.3306
CCDC142	178.8806	CCDC142	64.832
CCDC144A	23.0963	CCDC144A	58.2165
CCDC144B	49.2249	CCDC144B	128.3859
CCDC146	47.7197	CCDC146	195.5545
removed	removed	CCDC147	16.1418
CCDC148	17.4518	CCDC148	37.0469
CCDC149	1458.8588	CCDC149	497.7511
CCDC14	861.9538	CCDC14	1149.5112
CCDC150	32.4494	removed	removed
CCDC151	95.712	removed	removed
CCDC152	112.793	CCDC152	322.096
CCDC153	41.9933	removed	removed
CCDC157	45.5955	CCDC157	15.3559
CCDC158	41.9933	CCDC158	38.6346
CCDC159	182.9709	CCDC159	91.5587
CCDC15	264.5034	CCDC15	102.6727
CCDC160	19.3606	CCDC160	42.0747
CCDC163P	14.7249	CCDC163P	9.2617
removed	removed	CCDC17	11.3787
CCDC18	121.617	CCDC18	65.6259
CCDC19	127.8887	CCDC19	7.4094
CCDC21	953.3029	CCDC21	237.3645
CCDC22	581.812	CCDC22	166.4939
CCDC23	222.2374	CCDC23	270.1775
CCDC24	242.6587	CCDC24	62.9797
CCDC25	1200.0818	CCDC25	1661.0225
CCDC28A	302.6764	CCDC28A	564.4354
CCDC28B	34.9035	CCDC28B	8.4679
CCDC30	120.5263	CCDC30	133.6333
CCDC34	312.7684	CCDC34	201.3762
removed	removed	CCDC36	43.1331
CCDC39	14.4522	CCDC39	48.6584
CCDC3	176.9718	CCDC3	2479.2289
CCDC40	189.788	CCDC40	50.2779
CCDC41	265.8668	CCDC41	238.9523
CCDC43	893.8578	CCDC43	492.4586
CCDC45	577.5445	CCDC45	859.4872
CCDC46	50.1738	CCDC46	478.1691
CCDC47	3869.3844	CCDC47	3840.1719
CCDC48	23.9962	CCDC48	73.0352
CCDC50	448.2923	CCDC50	4902.3584
CCDC51	434.6581	CCDC51	92.0879
CCDC52	594.1782	CCDC52	491.4002
CCDC53	613.2661	CCDC53	591.9559
CCDC54	9.5439	removed	removed
CCDC55	1165.451	CCDC55	862.398
CCDC56	1122.9123	CCDC56	677.5924
CCDC57	347.1266	CCDC57	145.012
CCDC58	228.5091	CCDC58	167.2401
CCDC59	395.937	CCDC59	619.7411
CCDC61	112.0731	CCDC61	47.1024
CCDC62	9.8166	CCDC62	13.4956
CCDC64B	244.0521	CCDC64B	88.9125
CCDC64	505.8286	CCDC64	21.1696
CCDC65	32.4494	CCDC65	15.8772
CCDC66	484.0357	CCDC66	510.1723
CCDC67	13.0888	CCDC67	6.0863
CCDC68	11.18	CCDC68	165.6524
CCDC69	60.5358	CCDC69	1876.159
CCDC6	4058.627	CCDC6	5097.119
CCDC71	465.7441	CCDC71	257.2111
CCDC72	1157.8158	CCDC72	661.8157
CCDC73	34.7372	CCDC73	101.6963
CCDC74A	620.0832	CCDC74A	197.6715
CCDC74B	228.2364	CCDC74B	66.1551
CCDC75	136.8873	CCDC75	132.3102
CCDC76	265.0787	CCDC76	502.5698
CCDC77	273.5019	CCDC77	134.6918
CCDC78	83.9866	removed	removed
CCDC7	46.6917	CCDC7	53.1887
CCDC80	850.7737	CCDC80	21165.9309
CCDC81	5.4537	CCDC81	10.0556
CCDC82	109.8916	CCDC82	999.2068
CCDC84	92.9852	CCDC84	99.4973
CCDC85A	34.32	CCDC85A	379.7039
CCDC85B	71.9885	CCDC85B	39.6931
CCDC85C	330.2611	CCDC85C	366.6713
CCDC86	412.2953	CCDC86	308.4839
CCDC87	61.0812	CCDC87	13.4956
CCDC88A	160.6108	CCDC88A	1462.028
CCDC88B	70.0798	CCDC88B	29.3729
CCDC88C	1011.6572	CCDC88C	432.1252
CCDC89	7.9078	CCDC89	34.136
CCDC8	39.5392	CCDC8	291.0825
CCDC90A	289.863	CCDC90A	327.0709
CCDC90B	873.1311	CCDC90B	922.9802
CCDC91	780.694	CCDC91	845.4623
CCDC92	609.9939	CCDC92	716.8568
CCDC93	301.3157	CCDC93	974.5971
CCDC94	274.32	CCDC94	147.9228
CCDC96	99.5296	CCDC96	38.1053
CCDC97	1103.279	CCDC97	698.0687
CCDC99	446.6562	CCDC99	183.1173
CCDC9	318.4948	CCDC9	69.5952
CCHCR1	116.1633	CCHCR1	83.8847
removed	removed	CCIN	16.6711
removed	removed	CCL13	585.3404
CCL14	62.4446	CCL14	3531.0396
removed	removed	CCL16	13.231
removed	removed	CCL17	6.0863
removed	removed	CCL18	110.0821
CCL19	6.2717	CCL19	192.1144
removed	removed	CCL20	5.2924
CCL21	103.8926	CCL21	2213.8146
CCL22	400.3	CCL22	76.4753
removed	removed	CCL23	14.0249
removed	removed	CCL24	5.0278
removed	removed	CCL26	7.1448
CCL28	34.6309	CCL28	1619.7417
CCL2	118.0721	CCL2	2262.2402
CCL3L1	8.4641	removed	removed
CCL3	31.6313	CCL3	76.4753
CCL4L2	27.8138	CCL4L2	26.7267
CCL4	36.8123	CCL4	109.8175
CCL5	60.2631	CCL5	235.7768
CCL8	13.0888	CCL8	170.4156
CCM2	420.4786	CCM2	283.9377
removed	removed	CCNA1	22.4927
CCNA2	753.3329	CCNA2	60.6933
CCNB1IP1	340.3095	CCNB1IP1	1191.5859
CCNB1	1473.5837	CCNB1	183.6466
CCNB2	909.4008	CCNB2	47.3671
CCNB3	49.9012	CCNB3	16.1418
CCNC	607.8124	CCNC	2071.7135
CCND1	6077.9085	CCND1	3329.428
CCND2	200.4227	CCND2	2283.1452
CCND3	716.0679	CCND3	1228.6327
CCNDBP1	1305.8832	CCNDBP1	1657.3178
CCNE1	82.0779	CCNE1	12.7018
CCNE2	359.9236	CCNE2	51.5031
CCNF	530.9155	CCNF	57.6873
CCNG1	2760.1063	CCNG1	4165.1258
CCNG2	6543.3227	CCNG2	2441.1236
CCNH	530.0593	CCNH	1029.0745
removed	removed	CCNI2	9.4496
CCNI	9615.6521	CCNI	9503.0494
CCNJL	52.3553	CCNJL	30.1667
CCNJ	19.9059	CCNJ	310.1352
CCNK	1191.8604	CCNK	1042.9618
CCNL1	884.3139	CCNL1	3063.7755
CCNL2	1134.9104	CCNL2	1329.1885
removed	removed	CCNO	15.348
CCNT1	182.9709	CCNT1	310.929
CCNT2	874.4972	CCNT2	1214.8725
CCNYL1	666.9848	CCNYL1	951.8397
CCNY	1049.833	CCNY	2620.8009
CCPG1	4234.7018	CCPG1	4299.4101
removed	removed	CCR10	11.9079
CCR1	79.351	CCR1	541.6781
CCR2	5.4537	CCR2	73.0352
removed	removed	CCR4	22.4927
CCR5	25.3596	CCR5	87.854
CCR6	14.7222	CCR6	46.6579
CCR7	15.8157	CCR7	33.6068
CCRL1	23.4508	CCRL1	383.1704
CCRL2	51.8099	CCRL2	100.8204
CCRN4L	155.9752	CCRN4L	279.1746
CCS	365.9418	CCS	90.5002
CCT2	3122.7759	CCT2	3299.0231
CCT3	10400.1636	CCT3	2471.0257
CCT4	3016.7019	CCT4	4356.1818
CCT5	3845.1155	CCT5	2656.26
CCT6A	3321.5625	CCT6A	3418.8961
CCT6B	103.3472	CCT6B	154.803
CCT6P1	103.6199	CCT6P1	104.5251
CCT7	3667.871	CCT7	2341.6263
CCT8	4073.352	CCT8	3506.2209
CD101	30.5406	CD101	32.5483
CD109	6449.7566	CD109	2081.769
CD14	428.1137	CD14	1597.249
CD151	4957.6658	CD151	2430.8034
CD160	10.362	CD160	27.2559
CD163L1	30.8133	CD163L1	229.1613
CD163	255.2321	CD163	1422.3349
removed	removed	CD164L2	19.0527
CD164	8848.0469	CD164	17520.255
CD177	9.8166	CD177	6.6155
CD180	39.2665	CD180	157.1845
removed	removed	CD19	9.5263
removed	removed	CD1A	5.8216
removed	removed	CD1C	106.3774
CD1D	10.0893	CD1D	38.6346
removed	removed	CD1E	25.9328
removed	removed	CD200R1	89.1771
CD200	166.6099	CD200	1081.7684
removed	removed	CD207	16.6711
CD209	10.6347	CD209	703.8904
removed	removed	CD226	18.2588
CD22	454.564	CD22	93.1464
removed	removed	CD244	14.0249
CD247	5.181	CD247	30.9606
CD248	276.5015	CD248	3720.2988
CD24	405.7536	CD24	15129.6739
CD274	11.4527	CD274	23.2866
CD276	1764.5375	CD276	1192.909
CD27	10.2638	CD27	55.0966
CD28	28.0864	CD28	103.202
CD2AP	3910.5597	CD2AP	2312.7827
CD2BP2	951.1214	CD2BP2	491.1355
CD2	21.8147	CD2	112.7283
CD300A	58.627	CD300A	88.1186
CD300C	17.1791	CD300C	25.4036
CD300LB	5.4537	CD300LB	17.9942
CD300LF	14.7249	CD300LF	19.3173
removed	removed	CD300LG	628.7382
CD302	144.2552	CD302	3401.8731
CD320	398.6638	CD320	171.474
CD33	23.7235	CD33	108.759
CD34	1260.3449	CD34	8573.1732
CD36	97.0755	CD36	25199.2757
CD37	58.8997	CD37	224.3981
removed	removed	CD38	56.6288
removed	removed	CD3D	32.2837
CD3EAP	568.7504	CD3EAP	313.5752
CD3E	15.543	CD3E	93.6756
removed	removed	CD3G	21.9635
removed	removed	CD40LG	14.0249
CD40	154.8845	CD40	260.1219
CD44	15368.7368	CD44	13009.7996
CD46	17990.8651	CD46	10156.1327
CD47	3764.1284	CD47	5831.1761
CD48	49.9012	CD48	210.6379
CD4	415.5703	CD4	1074.0944
CD52	33.2674	CD52	260.1219
CD53	197.1505	CD53	830.9082
CD55	1101.3702	CD55	8873.2528
CD58	200.968	CD58	427.0974
CD59	4611.63	CD59	26030.7132
CD5	18.5425	CD5	34.4007
CD63	7987.7292	CD63	6031.2292
CD68	844.502	CD68	2435.5666
CD69	15.2703	CD69	122.2546
CD6	18.2698	CD6	30.9606
removed	removed	CD70	14.8187
CD72	17.4518	CD72	34.6653
CD74	7314.4727	CD74	23163.0214
CD79A	5.7264	CD79A	101.6143
CD79B	6.8171	CD79B	62.715
CD7	6.2717	CD7	13.7603
CD80	16.361	CD80	9.2617
CD81	6372.3499	CD81	8663.1441
CD82	1233.3492	CD82	445.3562
CD83	247.8697	CD83	484.7847
CD84	41.7206	CD84	146.8643
CD86	77.1695	CD86	292.9348
CD8A	49.3558	CD8A	70.6537
removed	removed	CD8B	17.4649
CD93	1505.7604	CD93	5230.2231
CD96	10.9074	CD96	98.968
CD97	133.3424	CD97	670.2836
CD99L2	344.6724	CD99L2	1103.4673
CD99	2314.5409	CD99	2319.9274
CD9	6254.2777	CD9	7551.7383
CDADC1	85.8954	CDADC1	308.5474
CDAN1	433.2947	CDAN1	194.496
CDA	21.542	CDA	26.9913
CDC123	951.5441	CDC123	968.0266
CDC14A	1408.9577	CDC14A	794.3906
CDC14B	326.4026	CDC14B	971.6863
removed	removed	CDC14C	15.8772
CDC16	698.6161	CDC16	2153.7458
CDC20	1002.6587	CDC20	25.9328
CDC23	861.9538	CDC23	1070.9189
CDC25A	158.702	CDC25A	28.8436
CDC25B	748.2446	CDC25B	504.3666
CDC25C	244.8783	CDC25C	6.8801
CDC26	91.3655	CDC26	53.2813
CDC27	2191.8331	CDC27	2661.5524
CDC34	383.1209	CDC34	155.5968
CDC37L1	555.4571	CDC37L1	688.807
CDC37	1622.1965	CDC37	752.8452
CDC40	461.6538	CDC40	1007.1454
CDC42BPA	240.5072	CDC42BPA	2545.3841
CDC42BPB	3813.7569	CDC42BPB	2272.5604
CDC42BPG	444.4747	CDC42BPG	208.2563
CDC42EP1	530.9155	CDC42EP1	998.9422
CDC42EP2	299.4069	CDC42EP2	494.5756
CDC42EP3	710.0689	CDC42EP3	1658.6409
CDC42EP4	2084.941	CDC42EP4	1547.5004
CDC42EP5	11.18	CDC42EP5	15.8772
CDC42SE1	4782.022	CDC42SE1	2722.9073
CDC42SE2	311.1323	CDC42SE2	2982.537
CDC42	7166.4053	CDC42	8561.2653
CDC45	397.3004	CDC45	12.4372
CDC5L	1753.3574	CDC5L	1603.5999
CDC6	579.726	CDC6	58.2165
CDC73	4219.7832	CDC73	1826.6749
CDC7	737.6099	CDC7	109.0236
CDCA2	431.1132	CDCA2	21.9635
CDCA3	237.1368	CDCA3	23.0299
CDCA4	388.0292	CDCA4	171.2094
CDCA5	631.2632	CDCA5	37.8407
CDCA7L	1314.56	CDCA7L	583.3981
removed	removed	CDCA7	59.0104
CDCA8	555.7298	CDCA8	42.0747
CDCP1	2195.6507	CDCP1	732.9986
removed	removed	CDH10	15.8772
CDH11	1325.5164	CDH11	852.0778
removed	removed	CDH12	93.1464
CDH13	284.1366	CDH13	1238.1591
removed	removed	CDH19	124.6362
CDH1	14683.4822	CDH1	8266.2135
removed	removed	CDH22	6.0863
CDH23	26.723	CDH23	89.4417
CDH24	187.6065	CDH24	52.3948
CDH26	5.999	CDH26	12.9664
CDH2	42.8114	CDH2	37.5761
CDH3	1171.1773	CDH3	851.0194
CDH5	728.3387	CDH5	2622.9179
CDH6	74.9881	CDH6	185.4989
CDH7	209.6939	removed	removed
CDH8	7.0898	CDH8	6.3509
removed	removed	CDHR1	6.8801
CDHR3	219.7123	CDHR3	51.4105
CDHR4	5.7264	removed	removed
CDIPT	1251.0737	CDIPT	1316.7513
CDK10	403.5722	CDK10	153.7445
CDK11A	262.8973	CDK11A	93.501
CDK11B	663.9553	CDK11B	297.0788
removed	removed	CDK12	1625.2988
CDK13	1065.1033	CDK13	1242.6576
CDK14	429.4771	CDK14	1193.7028
removed	removed	CDK15	17.9942
CDK16	1530.5747	CDK16	1033.8721
CDK17	992.5694	CDK17	1502.5149
CDK18	617.9017	CDK18	183.382
CDK19	339.7778	CDK19	1004.0573
CDK1	1656.5546	CDK1	139.7196
CDK20	279.501	CDK20	145.8059
CDK2AP1	2546.5949	CDK2AP1	3260.1239
CDK2AP2	651.1691	CDK2AP2	362.53
CDK2	1505.2151	CDK2	663.1388
CDK3	66.1477	CDK3	44.7976
CDK4	2105.665	CDK4	1331.3055
CDK5R1	137.7054	CDK5R1	26.1974
CDK5RAP1	879.6782	CDK5RAP1	369.6748
CDK5RAP2	2665.2124	CDK5RAP2	1199.7891
CDK5RAP3	2658.3953	CDK5RAP3	799.1537
CDK5	521.3716	CDK5	85.737
CDK6	103.0745	CDK6	1299.551
CDK7	751.7895	CDK7	511.5113
CDK8	62.99	CDK8	123.0485
CDK9	934.7604	CDK9	739.3495
CDKAL1	355.5798	CDKAL1	451.4425
CDKL1	5.4537	CDKL1	45.7793
removed	removed	CDKL2	88.1186
CDKL3	38.8738	CDKL3	56.9013
CDKL5	78.533	CDKL5	75.6814
CDKN1A	1365.6009	CDKN1A	2709.1841
removed	removed	CDKN1B	1409.1039
CDKN1C	133.0697	CDKN1C	523.9485
CDKN2AIPNL	311.405	CDKN2AIPNL	282.0854
CDKN2AIP	632.8993	CDKN2AIP	1027.7858
CDKN2A	69.2617	CDKN2A	57.4226
CDKN2BAS	14.9976	CDKN2BAS	5.557
CDKN2B	326.4026	CDKN2B	801.2707
CDKN2C	104.1652	CDKN2C	374.7026
CDKN2D	259.8677	CDKN2D	30.9606
CDKN3	315.2226	CDKN3	56.3642
CDNF	21.542	CDNF	105.0543
CDO1	8.1805	CDO1	751.2574
CDON	1167.9051	CDON	1049.4847
CDR1	45.9281	CDR1	347.3831
CDR2L	773.3315	CDR2L	383.9643
CDR2	1109.8234	CDR2	987.5635
CDRT4	128.4341	CDRT4	178.3542
CDS1	1406.7762	CDS1	1531.0939
CDS2	653.6233	CDS2	1141.0434
CDSN	228.7818	CDSN	28.579
CDT1	489.1949	CDT1	13.4956
CDV3	8028.0864	CDV3	8109.8228
CDYL2	197.1505	CDYL2	42.6039
CDYL	834.9581	CDYL	700.7149
CEACAM19	6.8171	CEACAM19	47.8963
CEACAM1	768.9686	CEACAM1	823.4988
removed	removed	CEACAM21	17.4649
CEACAM5	13847.4334	CEACAM5	302.1965
CEACAM6	10558.593	CEACAM6	323.6308
removed	removed	CEACAM7	12.9664
CEBPA	118.6175	CEBPA	557.2907
CEBPB	180.2441	CEBPB	906.0604
CEBPD	179.6987	CEBPD	962.9538
CEBPG	932.3062	CEBPG	1515.2167
CEBPZ	1976.6855	CEBPZ	2351.1527
CECR1	311.6777	CECR1	2313.5766
removed	removed	CECR2	16.1418
CECR5	431.1132	CECR5	195.0253
CECR6	20.1786	CECR6	28.579
CECR7	5.181	CECR7	116.433
CELF1	2417.8881	CELF1	1853.9308
CELF2	100.893	CELF2	2800.4782
removed	removed	CELF4	8.4679
removed	removed	CELF5	41.0162
CELF6	41.448	CELF6	57.9863
CELSR1	3328.1069	CELSR1	1155.5975
CELSR2	6490.9673	CELSR2	1083.0915
CELSR3	648.7831	CELSR3	23.8158
CEL	15.543	removed	removed
CEMP1	130.062	CEMP1	43.6624
CENPA	163.6103	CENPA	7.4094
CENPBD1	361.5788	CENPBD1	176.2372
CENPB	1210.9892	CENPB	728.7647
CENPC1	566.9098	CENPC1	828.262
CENPE	962.0288	CENPE	86.2663
CENPF	8167.1552	CENPF	251.654
CENPH	327.2207	CENPH	137.338
CENPI	191.6968	CENPI	20.3758
CENPJ	184.0616	CENPJ	235.7768
CENPK	214.6022	CENPK	40.2223
CENPL	600.7226	CENPL	106.1128
CENPM	219.2378	CENPM	10.5848
CENPN	440.8153	CENPN	201.6381
CENPO	198.2221	CENPO	41.4475
CENPP	145.515	CENPP	46.9199
CENPQ	292.5898	CENPQ	180.2065
CENPT	357.4886	CENPT	231.8075
CENPV	27.5411	CENPV	91.2941
CENPW	96.8028	CENPW	69.3306
CEP110	953.5756	CEP110	629.532
CEP120	929.034	CEP120	1205.6107
CEP135	382.8482	CEP135	340.8311
CEP152	127.3434	CEP152	118.8146
CEP164	479.3783	CEP164	282.35
CEP170L	5.7264	CEP170L	6.0863
CEP170	1069.1935	CEP170	1283.4092
CEP192	768.4232	CEP192	980.4187
CEP250	636.4442	CEP250	123.3131
CEP290	657.1818	CEP290	772.8875
CEP350	3922.2851	CEP350	2064.0395
CEP55	817.779	CEP55	47.6317
CEP57	1450.4056	CEP57	1389.7866
CEP63	722.8223	CEP63	765.0283
CEP68	757.794	CEP68	2180.79
CEP70	514.5545	CEP70	432.919
CEP72	94.0759	CEP72	31.2252
CEP76	194.4236	CEP76	201.9054
CEP78	468.1982	CEP78	283.1439
CEP97	515.0999	CEP97	211.961
CEPT1	554.639	CEPT1	999.736
CERCAM	724.2484	CERCAM	535.0625
CERKL	80.2018	CERKL	42.9241
CERK	366.4871	CERK	685.367
CES1	13.3615	CES1	2395.8735
CES2	1088.0087	CES2	787.2458
CES3	72.2612	CES3	14.2895
removed	removed	CES4	19.0527
CES8	206.149	CES8	70.6537
CETN2	1271.7977	CETN2	1299.551
CETN3	443.384	CETN3	371.7917
CETP	11.9981	CETP	14.8187
CFB	10385.286	CFB	1988.1013
CFDP1	920.5808	CFDP1	431.3313
CFD	71.1705	CFD	1198.2014
removed	removed	CFHR1	15.348
CFH	411.7527	CFH	4930.9374
CFI	127.6161	CFI	1152.1574
CFL1	13109.5508	CFL1	5921.9409
CFL2	329.9475	CFL2	1964.8068
CFLAR	545.3678	CFLAR	995.7667
removed	removed	CFLP1	6.6155
removed	removed	CFP	30.696
removed	removed	CFTR	35.4591
CG030	9.2713	CG030	54.2472
CGGBP1	3202.2442	CGGBP1	3792.011
CGNL1	588.7245	CGNL1	1344.2719
CGN	666.9848	CGN	591.9559
CGREF1	554.7972	CGREF1	63.4692
CGRRF1	284.682	CGRRF1	466.7905
CH25H	7.0898	CH25H	115.1099
CHAC1	22.3601	CHAC1	7.1448
CHAC2	52.3553	CHAC2	39.6931
CHADL	133.6151	CHADL	19.8465
CHAD	6602.4133	CHAD	368.3517
CHAF1A	508.8281	CHAF1A	123.8424
CHAF1B	531.7336	CHAF1B	154.2737
CHCHD10	273.5019	CHCHD10	239.2169
CHCHD1	670.8024	CHCHD1	301.1381
CHCHD2	2900.2659	CHCHD2	2073.0366
CHCHD3	866.8621	CHCHD3	589.0451
CHCHD4	249.7784	CHCHD4	218.5765
CHCHD5	549.1854	CHCHD5	107.4359
CHCHD6	84.8047	CHCHD6	61.3919
CHCHD7	239.1438	CHCHD7	566.817
CHCHD8	766.7871	CHCHD8	367.8224
CHD1L	1607.7442	CHD1L	663.9327
CHD1	1289.7948	CHD1	2995.7681
CHD2	1918.6039	CHD2	2745.9664
CHD3	1710.546	CHD3	2217.7839
CHD4	6811.4255	CHD4	3786.6471
CHD6	2317.5404	CHD6	1861.8695
CHD7	53.446	CHD7	449.0609
CHD8	2780.0123	CHD8	1825.6164
CHD9	1422.0465	CHD9	2621.5947
CHDH	1103.8244	CHDH	406.7216
CHEK1	656.0774	CHEK1	63.7735
CHEK2	297.7708	CHEK2	171.7387
CHERP	1100.4213	CHERP	626.8567
CHFR	299.4069	CHFR	258.7988
removed	removed	CHGA	6.3509
removed	removed	CHGB	138.9257
CHI3L1	87.2588	CHI3L1	2093.9416
CHI3L2	33.8128	CHI3L2	519.7146
CHIC1	423.7508	CHIC1	752.3159
CHIC2	119.1629	CHIC2	357.2376
CHID1	1329.0613	CHID1	621.3288
removed	removed	CHIT1	51.8656
CHKA	395.3916	CHKA	1006.0869
CHKB-CPT1B	188.2119	CHKB-CPT1B	155.2158
CHKB	275.6098	CHKB	281.7096
CHL1	5866.7939	CHL1	2301.6686
CHML	2227.5547	CHML	574.491
CHMP1A	2125.5709	CHMP1A	729.2939
CHMP1B	1660.3722	CHMP1B	2169.0938
CHMP2A	2040.4936	CHMP2A	550.4105
CHMP2B	1663.6444	CHMP2B	2027.5218
CHMP4A	755.6316	CHMP4A	501.1435
CHMP4B	5817.1655	CHMP4B	2381.0548
CHMP4C	215.693	CHMP4C	458.5872
CHMP5	2881.0007	CHMP5	1575.2855
CHMP6	296.1347	CHMP6	134.9564
CHMP7	1204.4447	CHMP7	744.1127
CHM	1290.6129	CHM	1074.0944
CHN1	146.9766	CHN1	1137.0741
CHN2	1556.4797	CHN2	213.0195
CHODL	5.7264	CHODL	42.6039
CHORDC1	515.9179	CHORDC1	612.5963
CHP2	360.4881	removed	removed
CHPF2	803.8721	CHPF2	501.1911
CHPF	1237.9849	CHPF	496.1633
CHPT1	3904.7624	CHPT1	3231.7089
CHP	3780.2168	CHP	4015.6153
CHRAC1	737.3372	CHRAC1	953.1628
CHRDL1	18.5425	CHRDL1	13228.9053
removed	removed	CHRDL2	55.8349
