gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
ANKRD54	240.1204	ANKRD54	448.3627
ANKRD56	172.7512	ANKRD56	55.4156
ANKRD57	1094.0911	ANKRD57	455.4996
ANKRD58	27.0982	ANKRD58	14.6935
ANKRD5	211.5167	ANKRD5	106.6331
ANKRD6	74.9228	ANKRD6	257.372
ANKRD9	167.4821	ANKRD9	79.7649
ANKS1A	1091.4565	ANKS1A	1311.0831
ANKS1B	41.0237	ANKS1B	58.3543
ANKS3	187.0531	ANKS3	264.9034
ANKS6	38.7655	ANKS6	181.78
ANKZF1	362.0625	ANKZF1	635.1805
ANLN	409.8607	ANLN	34.005
ANO10	679.3376	ANO10	977.33
ANO1	3417.0117	ANO1	8752.7288
ANO2	24.84	ANO2	37.7834
removed	removed	ANO3	38.623
ANO5	173.504	ANO5	86.0621
ANO6	1000.7527	ANO6	3488.665
ANO7	29.7328	ANO7	38.623
ANO8	249.9059	ANO8	173.3837
ANO9	224.6895	ANO9	73.0479
ANP32A	928.4908	ANP32A	3404.7019
ANP32B	1765.9014	ANP32B	4179.2611
removed	removed	ANP32C	5.8774
ANP32E	1710.1995	ANP32E	603.2746
ANPEP	274.3696	ANPEP	1501.6793
ANTXR1	2216.0331	ANTXR1	4535.2645
ANTXR2	291.306	ANTXR2	1976.4903
ANUBL1	259.315	ANUBL1	117.1285
ANXA11	4036.8837	ANXA11	6015.5332
removed	removed	ANXA13	13.0143
ANXA1	1123.4475	ANXA1	14559.6138
ANXA2P1	27.0982	ANXA2P1	53.7364
ANXA2P2	2643.9594	ANXA2P2	5256.0873
removed	removed	ANXA2P3	12.1746
ANXA2	7678.9612	ANXA2	22836.272
ANXA3	598.4193	ANXA3	2203.6104
ANXA4	2121.5657	ANXA4	1718.7238
ANXA5	5606.6993	ANXA5	13026.4484
ANXA6	16135.8675	ANXA6	11702.351
ANXA7	4312.3824	ANXA7	3323.6776
ANXA8L2	101.6184	ANXA8L2	433.2494
ANXA8	208.8822	ANXA8	852.6448
ANXA9	3209.6349	ANXA9	354.7439
AOAH	86.9402	AOAH	130.1427
AOC2	10.9146	AOC2	49.1184
AOC3	1210.3877	AOC3	11692.6952
AOX1	267.9714	AOX1	264.0638
AP1AR	946.1799	AP1AR	243.073
AP1B1	2471.9609	AP1B1	2247.2712
AP1G1	2371.4716	AP1G1	1863.1402
AP1G2	2162.7926	AP1G2	914.1226
AP1M1	1991.72	AP1M1	1267.8421
AP1M2	2876.9289	AP1M2	1094.4584
AP1S1	479.1118	AP1S1	692.6952
AP1S2	209.2586	AP1S2	287.5735
AP1S3	155.0621	AP1S3	39.8825
AP2A1	2058.3854	AP2A1	1697.8463
AP2A2	1413.6244	AP2A2	1828.2955
AP2B1	7915.318	AP2B1	6319.4794
AP2M1	6076.402	AP2M1	6247.2712
AP2S1	2292.4351	AP2S1	1410.1595
AP3B1	1512.9846	AP3B1	1102.0151
removed	removed	AP3B2	173.8035
AP3D1	3668.7994	AP3D1	2693.115
AP3M1	1602.1829	AP3M1	1149.0344
AP3M2	581.4829	AP3M2	437.8673
AP3S1	633.7975	AP3S1	819.0596
AP3S2	2531.099	AP3S2	1680.2981
AP4B1	238.1031	AP4B1	345.0966
AP4E1	310.5006	AP4E1	218.3039
AP4M1	477.1472	AP4M1	325.3233
AP4S1	60.5947	AP4S1	103.2746
APAF1	432.819	APAF1	289.6725
APBA1	33.1201	APBA1	252.309
APBA2	15.4309	APBA2	39.0428
APBA3	267.9714	APBA3	175.9026
APBB1IP	278.1332	APBB1IP	793.0311
APBB1	778.6978	APBB1	1100.3359
APBB2	1162.213	APBB2	1945.8438
APBB3	103.8766	APBB3	255.2477
APC2	40.3839	removed	removed
APCDD1L	23.711	APCDD1L	93.6188
APCDD1	100.4893	APCDD1	1252.309
APC	725.6304	APC	452.9807
APEH	2097.102	APEH	1889.5886
APEX1	3232.5932	APEX1	3308.5642
APEX2	1765.9014	APEX2	641.0579
APH1A	6481.37	APH1A	4545.3401
APH1B	1054.1965	APH1B	617.1285
API5	2025.5928	API5	2091.0999
APIP	356.0783	APIP	396.8976
APITD1	188.9349	APITD1	209.5844
APLF	43.2819	APLF	59.6138
APLNR	602.1829	APLNR	1691.8556
APLN	123.4475	APLN	250.2099
APLP1	29.3564	APLP1	50.7976
APLP2	24636.0557	APLP2	15575.9866
APOA1BP	3726.3831	APOA1BP	2073.8875
APOB48R	391.0425	APOB48R	265.3233
APOBEC3A	17.3128	APOBEC3A	13.0143
APOBEC3B	239.3677	APOBEC3B	107.4727
APOBEC3C	177.2676	APOBEC3C	535.2645
APOBEC3D	120.4366	APOBEC3D	79.3451
APOBEC3F	185.1712	APOBEC3F	201.0915
APOBEC3G	219.044	APOBEC3G	413.0982
APOBEC3H	8.6564	removed	removed
removed	removed	APOB	60.4534
APOC1	878.058	APOC1	1065.4912
APOC2	42.9055	APOC2	16.7926
APOD	3449.379	APOD	24895.466
APOE	4417.0117	APOE	9939.5466
APOF	68.4983	APOF	8.8161
APOL1	1410.9898	APOL1	1528.9673
APOL2	732.7813	APOL2	1127.204
APOL3	877.3052	APOL3	1586.0621
APOL4	218.6677	APOL4	371.9563
APOL6	1437.7117	APOL6	2540.7221
APOLD1	213.7749	APOLD1	465.5751
APOM	55.7019	APOM	78.9253
APOOL	123.8239	APOOL	42.4013
APOO	669.9285	APOO	273.7196
APPBP2	1240.8732	APPBP2	973.9715
APPL1	1525.0282	APPL1	933.6692
APPL2	905.9089	APPL2	1260.7053
APP	23159.9548	APP	26132.6616
APRT	1202.1076	APRT	1657.0109
APTX	736.9213	APTX	576.4064
AQP11	88.0693	AQP11	36.9437
AQP1	2467.0681	AQP1	30478.581
AQP3	85.4347	AQP3	1311.0831
AQP4	30.4855	AQP4	130.5626
removed	removed	AQP5	67.5903
removed	removed	AQP6	8.8161
removed	removed	AQP7P1	382.4517
removed	removed	AQP7P3	20.9908
AQP7	112.1566	AQP7	2955.9194
AQP9	6.0218	AQP9	9.6558
AQPEP	5.2691	AQPEP	150.2771
AQR	1389.9134	AQR	828.7154
ARAF	1885.2089	ARAF	1302.6868
ARAP1	2024.426	ARAP1	2487.796
ARAP2	356.7934	ARAP2	133.5013
ARAP3	189.6876	ARAP3	760.2855
ARCN1	3543.4701	ARCN1	3731.3182
ARC	60.5947	ARC	97.3971
AREG	157.3203	AREG	54.9958
ARF1	10576.9665	ARF1	9476.4903
ARF3	10019.5709	ARF3	4629.3031
ARF4	7165.2239	ARF4	3180.1008
ARF5	2534.4373	ARF5	3055.7935
ARF6	3750.0941	ARF6	2526.8682
ARFGAP1	1335.3406	ARFGAP1	1243.073
ARFGAP2	2596.9138	ARFGAP2	2706.1293
ARFGAP3	1030.1091	ARFGAP3	973.5516
ARFGEF1	2138.8784	ARFGEF1	1057.3258
ARFGEF2	1913.4362	ARFGEF2	783.7951
ARFIP1	1577.3429	ARFIP1	748.9505
ARFIP2	2913.8126	ARFIP2	1835.8522
ARFRP1	596.1611	ARFRP1	913.0982
ARG2	303.4588	ARG2	145.6675
ARGLU1	423.4099	ARGLU1	1073.0479
ARHGAP10	77.1547	ARHGAP10	928.2116
ARHGAP11A	348.8897	ARHGAP11A	41.5617
ARHGAP11B	18.9688	removed	removed
ARHGAP12	786.9778	ARHGAP12	522.67
ARHGAP15	64.3583	ARHGAP15	76.4064
ARHGAP17	1070.7565	ARHGAP17	1246.4316
ARHGAP18	457.2826	ARHGAP18	388.3291
ARHGAP19	520.5344	ARHGAP19	954.2401
ARHGAP1	4808.4306	ARHGAP1	3891.6877
ARHGAP20	16.56	ARHGAP20	171.2846
ARHGAP21	739.9323	ARHGAP21	1867.3384
ARHGAP22	53.0674	ARHGAP22	123.0059
ARHGAP23	243.5077	ARHGAP23	1264.0638
ARHGAP24	443.7335	ARHGAP24	497.9009
ARHGAP25	238.615	ARHGAP25	661.6289
ARHGAP26	171.9985	ARHGAP26	600.3359
ARHGAP27	601.4302	ARHGAP27	425.2729
ARHGAP28	33.4964	ARHGAP28	109.5718
ARHGAP29	3074.5201	ARHGAP29	1630.5626
ARHGAP30	460.2936	ARHGAP30	494.5424
ARHGAP31	385.0207	ARHGAP31	1160.7893
ARHGAP32	2589.7629	ARHGAP32	783.7951
ARHGAP33	41.7764	ARHGAP33	135.1805
ARHGAP36	16.1837	ARHGAP36	67.1704
ARHGAP39	497.5536	ARHGAP39	191.8556
ARHGAP42	57.9601	ARHGAP42	76.8262
ARHGAP4	192.6985	ARHGAP4	463.4761
ARHGAP5	1055.7019	ARHGAP5	974.3913
ARHGAP6	47.4219	ARHGAP6	116.2888
ARHGAP8	220.4592	ARHGAP8	285.0714
ARHGAP9	116.2966	ARHGAP9	115.869
ARHGDIA	4592.3974	ARHGDIA	5515.953
ARHGDIB	6687.994	ARHGDIB	5285.0546
removed	removed	ARHGDIG	73.4677
ARHGEF10L	452.3899	ARHGEF10L	684.2989
ARHGEF10	579.2247	ARHGEF10	806.4652
ARHGEF11	1125.3293	ARHGEF11	1091.5197
ARHGEF12	2523.8991	ARHGEF12	3126.7842
ARHGEF15	202.484	ARHGEF15	968.5139
ARHGEF16	159.5785	ARHGEF16	267.0025
ARHGEF17	1467.8209	ARHGEF17	1509.2359
ARHGEF18	948.8145	ARHGEF18	813.1822
ARHGEF19	339.857	ARHGEF19	265.7431
ARHGEF1	880.6925	ARHGEF1	1110.8312
ARHGEF2	1408.7317	ARHGEF2	2130.9824
removed	removed	ARHGEF33	14.6935
ARHGEF35	830.6361	ARHGEF35	1195.6339
ARHGEF37	1512.9846	ARHGEF37	1567.1704
ARHGEF38	99.7365	ARHGEF38	10.4954
ARHGEF3	838.5397	ARHGEF3	866.9186
ARHGEF4	19.5709	ARHGEF4	523.9295
ARHGEF5	420.3989	ARHGEF5	832.9135
ARHGEF6	464.4336	ARHGEF6	1751.8892
ARHGEF7	557.0192	ARHGEF7	1346.3476
ARHGEF9	351.9006	ARHGEF9	586.4819
ARID1A	2482.8754	ARID1A	2170.0252
ARID1B	1158.073	ARID1B	1540.7221
ARID2	1730.5231	ARID2	544.0806
ARID3A	125.7057	ARID3A	32.7456
ARID3B	108.3929	ARID3B	96.9773
ARID4A	443.3572	ARID4A	431.9899
ARID4B	1109.8683	ARID4B	607.5357
ARID5A	381.6334	ARID5A	999.5802
ARID5B	1482.1227	ARID5B	3161.6289
ARIH1	1619.872	ARIH1	1563.3921
ARIH2	698.4456	ARIH2	1892.8673
ARL10	5.6455	ARL10	25.1889
ARL11	37.2601	ARL11	26.0285
ARL13B	199.8495	ARL13B	230.4786
ARL15	459.1645	ARL15	325.7767
ARL16	311.2533	ARL16	613.7699
ARL17A	100.1694	ARL17A	87.7246
ARL1	4226.5713	ARL1	2182.1998
ARL2BP	1134.3621	ARL2BP	1593.199
ARL2	615.732	ARL2	1772.8799
ARL3	1861.4979	ARL3	930.3107
ARL4A	711.3286	ARL4A	1277.9177
ARL4C	334.5879	ARL4C	1811.0831
ARL4D	62.1001	ARL4D	464.7355
ARL5A	875.047	ARL5A	399.2443
ARL5B	383.1389	ARL5B	51.6373
ARL6IP1	10622.5066	ARL6IP1	4117.9681
ARL6IP4	2541.2119	ARL6IP4	3312.3426
ARL6IP5	4171.2458	ARL6IP5	4018.4719
ARL6IP6	226.5713	ARL6IP6	183.8791
ARL6	38.7655	ARL6	47.8589
ARL8A	1423.0335	ARL8A	1455.9194
ARL8B	3450.8845	ARL8B	1879.513
removed	removed	ARL9	7.9765
ARMC10	939.3338	ARMC10	711.3938
ARMC1	810.3124	ARMC1	436.6079
ARMC2	17.6891	ARMC2	20.1511
ARMC3	16.9364	removed	removed
ARMC5	347.0079	ARMC5	321.1587
ARMC6	620.9861	ARMC6	416.0369
ARMC7	575.0847	ARMC7	355.5835
ARMC8	640.5721	ARMC8	653.6524
ARMC9	453.1426	ARMC9	203.6104
ARMCX1	1235.6041	ARMCX1	976.4903
ARMCX2	1388.408	ARMCX2	1044.5004
ARMCX3	2392.1716	ARMCX3	1371.1167
ARMCX5	577.3429	ARMCX5	290.932
ARMCX6	282.6496	ARMCX6	475.6507
ARNT2	211.5167	ARNT2	190.1763
ARNTL2	10.9146	ARNTL2	23.9295
ARNTL	299.9624	ARNTL	150.7137
ARNT	1448.6263	ARNT	1592.7792
ARPC1A	2413.3609	ARPC1A	3360.6213
ARPC1B	2183.1765	ARPC1B	2175.4828
ARPC2	3592.0211	ARPC2	5160.3694
ARPC3	4194.5804	ARPC3	3235.0966
ARPC4	3280.0677	ARPC4	3983.1276
ARPC5L	828.0015	ARPC5L	829.9748
ARPC5	2048.9274	ARPC5	3639.3787
ARPM1	45.9164	ARPM1	37.7834
ARPP19	3796.3869	ARPP19	3597.817
ARRB1	996.9891	ARRB1	1808.5642
ARRB2	648.8521	ARRB2	1025.1889
ARRDC1	1990.5909	ARRDC1	570.9488
ARRDC2	377.4934	ARRDC2	835.4324
ARRDC3	1111.0275	ARRDC3	1106.2133
ARRDC4	245.7659	ARRDC4	617.5483
ARSA	1150.9221	ARSA	1016.3728
ARSB	305.2315	ARSB	228.3795
ARSD	1336.8461	ARSD	2388.749
ARSE	13.1728	ARSE	62.1327
ARSG	532.5555	ARSG	295.9698
ARSI	45.5401	ARSI	57.5147
ARSJ	331.2006	ARSJ	119.2275
ARSK	237.8623	ARSK	136.44
removed	removed	ART4	9.2359
ART5	5.6455	ART5	59.6138
ARTN	98.9838	ARTN	23.5097
ARV1	477.23	ARV1	417.7162
ARVCF	458.4117	ARVCF	535.2645
removed	removed	ARX	5.4576
AR	464.8099	AR	75.5668
AS3MT	1205.1186	AS3MT	313.8539
ASAH1	79997.3654	ASAH1	6120.0672
ASAM	215.2804	ASAM	558.7741
ASAP1	835.1524	ASAP1	666.6667
ASAP2	742.5668	ASAP2	637.2796
ASAP3	1127.2111	ASAP3	972.2922
removed	removed	ASB12	5.0378
ASB13	3626.2702	ASB13	1118.3879
ASB14	6.0218	ASB14	14.2737
ASB16	16.7444	ASB16	10.6045
ASB1	306.545	ASB1	635.1469
ASB2	34.2492	ASB2	92.7792
ASB3	252.9168	ASB3	398.8245
ASB6	737.7079	ASB6	743.8581
ASB7	465.5627	ASB7	390.0084
ASB8	1093.3384	ASB8	719.9832
ASB9	40.271	ASB9	59.194
ASCC1	779.8269	ASCC1	529.8069
ASCC2	875.047	ASCC2	1547.8589
ASCC3	520.5119	ASCC3	516.3728
ASCL2	27.851	ASCL2	25.6087
ASF1A	280.3914	ASF1A	410.1595
ASF1B	624.7648	ASF1B	75.5668
ASGR1	11.2909	ASGR1	26.4484
removed	removed	ASGR2	8.3963
ASH1L	1585.367	ASH1L	1339.6306
ASH2L	934.5126	ASH2L	1285.8942
ASL	972.149	ASL	620.0672
ASMTL	865.2578	ASMTL	1240.0924
ASNA1	2151.2985	ASNA1	1382.0319
ASNSD1	1120.8129	ASNSD1	1000.8396
ASNS	489.2736	ASNS	468.5139
ASPA	5.2691	ASPA	70.9488
removed	removed	ASPG	7.5567
ASPHD1	73.391	ASPHD1	15.953
ASPHD2	48.9274	ASPHD2	70.9488
ASPH	1186.3003	ASPH	6269.2695
ASPM	306.7369	ASPM	18.4719
ASPN	530.6737	ASPN	502.0991
ASPRV1	46.7407	ASPRV1	126.7842
ASPSCR1	481.7463	ASPSCR1	329.555
ASRGL1	1109.1457	ASRGL1	158.2704
ASS1	382.7625	ASS1	4404.2821
ASTE1	268.6112	ASTE1	260.1175
ASTL	6.3982	removed	removed
removed	removed	ASTN1	139.3787
ASTN2	972.5254	ASTN2	232.9975
ASXL1	1217.1622	ASXL1	1656.5911
ASXL2	612.3447	ASXL2	200.2519
removed	removed	ASXL3	12.5945
ATAD1	1031.6146	ATAD1	845.9278
ATAD2B	278.886	ATAD2B	138.1192
ATAD2	1315.3933	ATAD2	269.1016
ATAD3A	425.2917	ATAD3A	459.6977
ATAD3B	66.9928	ATAD3B	159.11
ATAD3C	297.3278	ATAD3C	225.4408
ATAD5	78.6601	ATAD5	18.4719
ATE1	276.2514	ATE1	103.2746
ATF1	325.5551	ATF1	337.1117
ATF2	412.1189	ATF2	330.3946
ATF3	105.7584	ATF3	1629.3031
ATF4	2722.2431	ATF4	8120.9068
ATF5	516.7482	ATF5	930.3107
ATF6B	3083.1765	ATF6B	2174.2233
ATF6	1452.3899	ATF6	971.4526
ATF7IP2	194.5804	ATF7IP2	83.5432
ATF7IP	846.067	ATF7IP	489.0848
ATF7	1190.7979	ATF7	1541.8556
ATG10	84.3056	ATG10	114.6096
ATG12	410.6135	ATG12	481.5281
ATG16L1	768.9123	ATG16L1	648.1948
ATG16L2	141.2721	ATG16L2	233.1486
ATG2A	818.5924	ATG2A	608.7322
ATG2B	869.4016	ATG2B	742.6532
ATG3	796.0105	ATG3	931.9899
ATG4A	357.5461	ATG4A	300.1679
ATG4B	412.4953	ATG4B	882.4517
ATG4C	182.9131	ATG4C	186.8178
ATG4D	416.816	ATG4D	268.4761
ATG5	422.2808	ATG5	784.2149
ATG7	715.2766	ATG7	813.8623
ATG9A	1098.7505	ATG9A	1535.2099
removed	removed	ATG9B	21.0118
ATHL1	515.9955	ATHL1	666.6667
ATIC	4345.8788	ATIC	1652.8128
ATL1	143.3948	ATL1	513.8539
ATL2	815.9578	ATL2	900.5038
ATL3	872.4125	ATL3	223.7615
ATMIN	1428.679	ATMIN	1783.7951
ATM	665.7885	ATM	530.6465
ATN1	2496.0482	ATN1	4592.3594
ATOH8	21.0764	ATOH8	504.618
ATOX1	977.4181	ATOX1	936.1881
ATP10A	85.8111	ATP10A	279.1772
removed	removed	ATP10B	9.6558
ATP10D	139.2548	ATP10D	298.9085
ATP11A	136.6202	ATP11A	243.9127
ATP11B	356.0406	ATP11B	911.419
ATP11C	296.5751	ATP11C	282.9555
ATP13A1	2076.7783	ATP13A1	1124.6851
ATP13A2	2659.7667	ATP13A2	1056.2552
ATP13A3	1818.5924	ATP13A3	746.8514
ATP13A4	24.0873	ATP13A4	29.3871
removed	removed	ATP13A5	92.7792
ATP1A1	19625.1298	ATP1A1	14441.1839
ATP1A2	65.4874	ATP1A2	668.7657
ATP1A4	25.2164	ATP1A4	14.6935
ATP1B1	3725.9315	ATP1B1	3626.0034
ATP1B2	21.4528	ATP1B2	193.115
ATP1B3	1535.9428	ATP1B3	1921.9144
removed	removed	ATP2A1	6.717
ATP2A2	6137.373	ATP2A2	4703.1906
ATP2A3	4475.7245	ATP2A3	723.7615
ATP2B1	713.2104	ATP2B1	1270.361
removed	removed	ATP2B2	9.2359
ATP2B4	1713.5868	ATP2B4	4640.6381
ATP2C1	2477.3429	ATP2C1	2185.3065
ATP2C2	871.6598	ATP2C2	327.8757
ATP5A1	8326.6842	ATP5A1	13086.9018
ATP5B	11824.9906	ATP5B	11678.0017
ATP5C1	3073.391	ATP5C1	3271.6205
ATP5D	916.0708	ATP5D	1270.7809
ATP5EP2	24.84	ATP5EP2	47.4391
ATP5E	4478.7354	ATP5E	6041.5617
ATP5F1	2940.9108	ATP5F1	3052.0571
ATP5G1	575.8374	ATP5G1	793.0311
ATP5G2	6252.5405	ATP5G2	6504.618
ATP5G3	1410.6135	ATP5G3	2927.372
ATP5H	3481.7463	ATP5H	2921.9144
ATP5I	2052.1754	ATP5I	1790.2015
ATP5J2	1194.5804	ATP5J2	1299.7481
ATP5J	1734.6933	ATP5J	3031.9899
ATP5L	1669.1758	ATP5L	4771.6205
ATP5O	3224.6895	ATP5O	4578.0856
ATP5SL	1000.7527	ATP5SL	921.4945
ATP5S	102.7475	ATP5S	83.1234
ATP6AP1L	9.0327	ATP6AP1L	28.1276
ATP6AP1	9923.2217	ATP6AP1	3815.7011
ATP6AP2	5929.2435	ATP6AP2	3209.4878
ATP6V0A1	1802.4087	ATP6V0A1	1565.0714
ATP6V0A2	467.8209	ATP6V0A2	478.5894
ATP6V0A4	173.1276	ATP6V0A4	24.7691
ATP6V0B	3495.6718	ATP6V0B	1706.5491
ATP6V0C	4829.507	ATP6V0C	2357.1495
ATP6V0D1	2094.0911	ATP6V0D1	2132.2418
ATP6V0D2	36.5073	ATP6V0D2	8.3963
ATP6V0E1	5458.0354	ATP6V0E1	4802.6868
ATP6V0E2	4227.6553	ATP6V0E2	1740.0084
ATP6V1A	2404.968	ATP6V1A	997.0613
ATP6V1B1	1972.149	ATP6V1B1	422.3342
ATP6V1B2	2494.5427	ATP6V1B2	1803.9463
ATP6V1C1	2594.2793	ATP6V1C1	1149.8741
ATP6V1C2	35.6793	ATP6V1C2	69.0764
ATP6V1D	1883.3271	ATP6V1D	1227.1201
ATP6V1E1	1943.5454	ATP6V1E1	2866.0789
ATP6V1E2	103.1238	ATP6V1E2	106.6331
ATP6V1F	1972.1453	ATP6V1F	1740.529
ATP6V1G1	3998.1182	ATP6V1G1	2246.8514
ATP6V1G2	341.7388	ATP6V1G2	29.916
ATP6V1H	1368.837	ATP6V1H	1251.0495
ATP7A	768.1596	ATP7A	366.0789
ATP7B	1986.8272	ATP7B	168.3459
ATP8A1	508.0918	ATP8A1	217.4643
removed	removed	ATP8A2	6.2972
ATP8B1	1583.9292	ATP8B1	667.0403
ATP8B2	1159.2021	ATP8B2	895.466
ATP8B3	29.7328	ATP8B3	43.241
ATP8B4	65.111	ATP8B4	145.6759
ATP8B5P	18.4419	ATP8B5P	12.5945
ATP9A	2098.2311	ATP9A	3020.1511
ATP9B	394.0534	ATP9B	401.3434
ATPAF1	1913.8615	ATPAF1	1722.0823
ATPAF2	586.752	ATPAF2	371.5365
ATPBD4	141.513	ATPBD4	91.9395
ATPIF1	1732.405	ATPIF1	1778.3375
ATRIP	424.6519	ATRIP	294.7775
ATRNL1	2441.8517	ATRNL1	69.2695
ATRN	1176.1385	ATRN	1625.105
ATRX	1727.8886	ATRX	870.6969
ATR	638.3139	ATR	449.6222
ATXN10	1920.5871	ATXN10	2328.2955
ATXN1L	736.9213	ATXN1L	1244.3325
ATXN1	1168.6112	ATXN1	915.6171
ATXN2L	2397.4407	ATXN2L	1790.932
ATXN2	511.8555	ATXN2	722.5021
ATXN3	330.0715	ATXN3	388.3291
ATXN7L1	158.073	ATXN7L1	169.6054
ATXN7L2	26.3455	ATXN7L2	75.5668
ATXN7L3B	3751.5995	ATXN7L3B	2880.7725
ATXN7L3	934.1362	ATXN7L3	1104.9538
ATXN7	414.7535	ATXN7	552.4769
AUH	89.1983	AUH	323.6776
AUP1	2818.8333	AUP1	2386.1713
AURKAIP1	2447.4972	AURKAIP1	1452.5609
AURKAPS1	7.9037	removed	removed
AURKA	327.8133	AURKA	44.0806
AURKB	218.2913	AURKB	21.4106
AURKC	10.9146	AURKC	11.335
removed	removed	AUTS2	2316.9605
AVEN	152.4275	AVEN	264.9034
AVIL	130.5984	AVIL	31.906
AVL9	444.4863	AVL9	112.9303
AVPI1	238.2386	AVPI1	529.3871
AVPR1A	19.9473	AVPR1A	14.2737
AVPR2	12.42	AVPR2	200.6717
AWAT1	46.6692	removed	removed
AXIN1	873.5416	AXIN1	624.6851
AXIN2	106.8875	AXIN2	507.1369
AXL	914.9417	AXL	1806.0453
AZGP1	7890.1016	AZGP1	50049.1184
AZI1	298.0805	AZI1	342.5693
AZI2	835.1524	AZI2	845.9278
AZIN1	4404.2153	AZIN1	2744.7523
removed	removed	AZU1	5.8774
B2M	37664.283	B2M	40978.5894
B3GALNT1	194.204	B3GALNT1	282.9555
B3GALNT2	527.4896	B3GALNT2	560.2729
removed	removed	B3GALT1	10.4954
removed	removed	B3GALT2	5.4576
B3GALT4	756.8686	B3GALT4	302.6868
removed	removed	B3GALT5	15.5332
B3GALT6	509.9737	B3GALT6	717.8841
B3GALTL	193.0749	B3GALTL	222.5021
removed	removed	B3GAT1	26.8682
removed	removed	B3GAT2	10.5584
B3GAT3	816.7106	B3GAT3	535.6843
B3GNT1	1116.2966	B3GNT1	989.9244
B3GNT2	903.6507	B3GNT2	719.5634
removed	removed	B3GNT3	55.8354
B3GNT5	72.6383	B3GNT5	219.9832
B3GNT7	50.0565	B3GNT7	109.152
B3GNT8	204.7422	B3GNT8	148.1948
B3GNT9	613.9292	B3GNT9	421.885
B3GNTL1	35.1487	B3GNTL1	44.8237
B4GALNT1	13.105	B4GALNT1	44.6977
B4GALNT3	976.6654	B4GALNT3	219.5634
B4GALNT4	273.9932	B4GALNT4	78.0856
B4GALT1	10754.6105	B4GALT1	2906.3812
B4GALT2	827.2488	B4GALT2	1225.021
B4GALT3	1188.9349	B4GALT3	850.953
B4GALT4	365.4498	B4GALT4	431.9899
B4GALT5	1035.0019	B4GALT5	1902.183
B4GALT6	12.42	B4GALT6	73.0479
B4GALT7	619.1193	B4GALT7	623.4257
B9D1	219.4656	B9D1	209.9664
B9D2	201.7313	B9D2	119.6474
BAALC	18.4419	BAALC	232.5777
BACE1	318.0279	BACE1	1007.9765
BACE2	4265.3368	BACE2	1095.7179
BACH1	713.2104	BACH1	408.4803
BACH2	34.2492	BACH2	190.5961
BAD	1263.5077	BAD	1109.534
BAG1	3572.134	BAG1	2286.1923
BAG2	86.1874	BAG2	109.9916
BAG3	4401.9571	BAG3	2203.1906
BAG4	223.9368	BAG4	165.827
BAG5	1230.7113	BAG5	1562.1327
BAHCC1	51.5619	BAHCC1	436.1881
BAHD1	1675.9503	BAHD1	803.9463
BAI1	24.0873	BAI1	51.6373
BAI2	3418.1408	BAI2	203.1906
BAIAP2L1	328.9424	BAIAP2L1	514.2737
removed	removed	BAIAP2L2	19.7313
BAIAP2	1454.2717	BAIAP2	790.0924
BAIAP3	100.2597	BAIAP3	283.6692
BAK1	1011.2909	BAK1	408.4803
BAMBI	232.5932	BAMBI	511.7548
BANF1	2140.7603	BANF1	2292.1914
BANK1	12.0437	BANK1	78.9253
BANP	213.3986	BANP	282.9555
BAP1	1025.9691	BAP1	1696.4736
BARD1	242.0023	BARD1	34.4249
BARX1	6.7746	BARX1	41.1419
BARX2	533.6846	BARX2	384.131
BASP1	226.9477	BASP1	421.9144
BAT1	4372.977	BAT1	6260.5961
BAT2L1	4409.3489	BAT2L1	4170.0882
BAT2L2	3356.417	BAT2L2	2686.8178
BAT2	5457.659	BAT2	5493.7028
BAT3	6888.2198	BAT3	4160.3694
BAT4	1094.4674	BAT4	637.2796
BAT5	2439.2172	BAT5	798.9085
BATF2	71.5092	BATF2	117.5483
BATF3	13.1728	BATF3	37.3636
BATF	452.7663	BATF	164.9874
BAX	637.1848	BAX	424.0134
BAZ1A	1073.391	BAZ1A	653.6524
BAZ1B	2483.6282	BAZ1B	1856.0034
BAZ2A	3056.2476	BAZ2A	2169.45
BAZ2B	686.1724	BAZ2B	508.707
BBC3	227.324	BBC3	134.7607
BBOX1	23.711	BBOX1	308.984
BBS10	442.9808	BBS10	370.6969
BBS12	167.4821	BBS12	224.6012
BBS1	1218.2913	BBS1	1105.3736
BBS2	404.5916	BBS2	1138.1192
BBS4	519.7591	BBS4	437.4475
BBS5	263.8314	BBS5	180.0672
BBS7	241.2495	BBS7	199.8321
BBS9	386.9025	BBS9	367.7582
BBX	643.9594	BBX	1196.4736
BCAM	16792.6233	BCAM	8974.8111
BCAN	25.9691	BCAN	59.194
BCAP29	1432.0662	BCAP29	1147.775
BCAP31	4246.895	BCAP31	9028.5474
BCAR1	941.6635	BCAR1	1156.1713
BCAR3	1331.1968	BCAR3	1013.0143
BCAS1	984.9454	BCAS1	239.7145
BCAS2	857.2337	BCAS2	730.0546
BCAS3	558.1483	BCAS3	780.8564
BCAS4	2389.1607	BCAS4	1268.262
BCAT1	202.8604	BCAT1	164.1478
BCAT2	1133.233	BCAT2	651.9731
BCCIP	1467.5122	BCCIP	1091.0369
BCDIN3D	294.2266	BCDIN3D	240.9446
BCHE	9.4091	BCHE	79.7649
