gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
NADK	1178.0512	NADK	1491.1093
NADSYN1	800.6642	NADSYN1	699.7021
NAE1	790.3993	NAE1	689.954
NAF1	157.5968	NAF1	200.3791
NAGA	1243.5656	NAGA	898.276
NAGK	1975.3944	NAGK	824.2621
NAGLU	1242.3579	NAGLU	1037.2777
NAGPA	408.7856	NAGPA	246.2316
NAGS	47.0979	NAGS	36.1043
NAIF1	169.3713	NAIF1	184.8542
NAIP	47.3998	NAIP	58.8501
NALCN	53.1361	NALCN	23.1068
NAMPT	1194.9581	NAMPT	2357.6135
NANOS1	140.9918	NANOS1	264.2838
NANP	184.1648	NANP	183.7711
NANS	1695.02	NANS	707.1866
NAP1L1	6254.0569	NAP1L1	5735.8967
NAP1L2	46.4941	NAP1L2	85.5673
NAP1L3	79.4022	NAP1L3	64.2657
NAP1L4	2626.3114	NAP1L4	2286.488
NAP1L5	48.0036	NAP1L5	193.5193
NAPA	3565.9416	NAPA	2990.1363
NAPB	147.03	NAPB	239.7328
NAPEPLD	315.0879	NAPEPLD	359.5451
NAPG	875.5378	NAPG	657.099
NAPRT1	2772.4357	NAPRT1	267.8942
NAPSB	217.3749	NAPSB	82.3179
NARFL	824.817	NARFL	307.609
NARF	769.8694	NARF	517.0142
NARG2	571.5148	NARG2	1099.7382
NARS2	391.8786	NARS2	296.7777
NARS	3091.2522	NARS	2880.7654
NASP	1540.6446	NASP	1234.4074
NAT10	1769.1901	NAT10	1041.2492
NAT14	263.869	NAT14	58.128
NAT15	1758.6233	NAT15	854.5898
NAT1	536.7952	NAT1	752.4145
removed	removed	NAT2	7.943
NAT6	61.179	NAT6	168.5026
NAT8L	6.3401	NAT8L	455.9978
NAT9	819.9864	NAT9	279.4476
NAV1	1330.2136	NAV1	2719.74
NAV2	706.0005	NAV2	1354.0753
NAV3	47.3998	NAV3	308.6921
NBAS	1068.1561	NBAS	1598.3392
NBEAL1	86.0442	NBEAL1	542.2872
NBEAL2	864.9709	NBEAL2	1112.0137
NBEA	207.7138	NBEA	449.138
NBL1	6697.5259	NBL1	2293.3478
NBLA00301	13.284	NBLA00301	40.7979
NBN	2550.2302	NBN	1904.143
NBPF10	646.2797	NBPF10	1309.2987
NBPF14	625.0826	NBPF14	908.786
NBPF15	149.3245	NBPF15	453.3406
NBPF16	65.5144	NBPF16	33.9381
NBPF1	743.3014	NBPF1	947.3779
NBPF22P	11.4726	removed	removed
NBPF3	245.1506	NBPF3	397.1478
NBPF4	333.6101	NBPF4	45.1304
NBPF6	102.6493	NBPF6	10.4703
NBPF9	335.491	NBPF9	297.1171
NBR1	2626.3114	NBR1	4625.6882
NBR2	71.8545	NBR2	117.7002
NCALD	204.6947	NCALD	1102.9876
NCAM1	16.3031	NCAM1	341.8684
NCAM2	310.665	NCAM2	74.736
NCAPD2	1484.4894	NCAPD2	1071.5769
NCAPD3	577.8549	NCAPD3	570.8096
NCAPG2	1138.8029	NCAPG2	319.8845
NCAPG	542.5134	NCAPG	29.6525
NCAPH2	815.4578	NCAPH2	426.3923
NCAPH	493.3203	NCAPH	24.1899
NCBP1	768.6618	NCBP1	787.4357
NCBP2	1628.5003	NCBP2	1475.9455
NCCRP1	14.4917	NCCRP1	14.8028
NCDN	1237.8293	NCDN	519.5415
NCEH1	480.0362	NCEH1	487.7697
NCF1B	27.7757	NCF1B	19.1353
NCF1C	85.1385	NCF1C	49.824
NCF1	223.4131	NCF1	86.2894
NCF2	579.3645	NCF2	379.0956
NCF4	222.8093	NCF4	286.3074
NCK1	495.4336	NCK1	707.6451
NCK2	685.0328	NCK2	762.8847
NCKAP1L	983.6214	NCKAP1L	657.8211
NCKAP1	3674.5415	NCKAP1	4570.0876
NCKAP5L	421.4658	NCKAP5L	749.1651
NCKAP5	49.2113	NCKAP5	250.2031
NCKIPSD	370.4431	NCKIPSD	628.2155
NCLN	2024.0018	NCLN	828.5946
NCL	15215.9408	NCL	8544.0924
NCOA1	1062.1179	NCOA1	2476.0357
NCOA2	534.6819	NCOA2	1257.1532
NCOA3	1847.9885	NCOA3	1373.4092
NCOA4	5617.6315	NCOA4	7237.1153
NCOA5	1639.369	NCOA5	1012.3657
NCOA6	2277.9078	NCOA6	1636.2488
NCOA7	631.2929	NCOA7	2043.1447
NCOR1	1791.8333	NCOR1	3482.2637
NCOR2	3465.922	NCOR2	2549.3276
NCR3	21.1337	NCR3	8.304
NCRNA00081	163.6229	NCRNA00081	200.704
NCRNA00085	35.3234	NCRNA00085	36.1043
NCRNA00086	34.4177	NCRNA00086	137.1965
NCRNA00087	13.5859	NCRNA00087	45.8525
removed	removed	NCRNA00092	8.304
removed	removed	NCRNA00093	12.243
NCRNA00094	1125.223	NCRNA00094	603.1375
NCRNA00095	35.3234	NCRNA00095	73.2918
removed	removed	NCRNA00105	18.4277
NCRNA00107	6.0382	NCRNA00107	8.304
removed	removed	NCRNA00110	40.4369
NCRNA00115	15.3974	NCRNA00115	11.5534
NCRNA00116	150.0491	NCRNA00116	145.1395
NCRNA00120	19.0203	NCRNA00120	40.0758
NCRNA00152	236.0933	NCRNA00152	151.2772
removed	removed	NCRNA00162	6.8598
NCRNA00171	41.6937	NCRNA00171	37.794
removed	removed	NCRNA00173	6.4988
NCRNA00174	51.0227	NCRNA00174	135.0302
NCRNA00176	23.8509	NCRNA00176	5.4157
NCRNA00181	97.9636	NCRNA00181	67.8401
NCRNA00182	13.284	NCRNA00182	50.9071
NCRNA00183	150.6529	NCRNA00183	293.1673
NCRNA00188	2329.5343	NCRNA00188	6472.4253
NCRNA00201	732.9972	NCRNA00201	563.3397
NCRNA00219	178.4286	NCRNA00219	289.1958
NCS1	527.1341	NCS1	385.2333
NCSTN	5006.165	NCSTN	3904.4896
NDC80	413.6161	NDC80	8.665
NDE1	920.6189	NDE1	571.4162
NDEL1	697.4111	NDEL1	1202.6356
NDFIP1	3017.2843	NDFIP1	3390.1977
NDFIP2	546.1544	NDFIP2	609.8023
NDNL2	223.4131	NDNL2	428.1975
NDN	369.2354	NDN	1000.4513
NDOR1	1381.8401	NDOR1	332.882
removed	removed	NDP	16.608
NDRG1	2381.7647	NDRG1	6574.9616
NDRG2	435.9574	NDRG2	4443.0003
NDRG3	1849.8	NDRG3	1014.171
NDRG4	129.8211	NDRG4	116.9781
NDST1	4080.6099	NDST1	7671.4505
NDST2	582.3836	NDST2	716.6712
NDUFA10	1988.6784	NDUFA10	1985.3777
NDUFA11	1502.604	NDUFA11	1099.0162
NDUFA12	704.657	NDUFA12	543.7314
NDUFA13	2987.3772	NDUFA13	1349.3023
NDUFA1	1797.2677	NDUFA1	1249.2102
NDUFA2	1123.4055	NDUFA2	752.4145
NDUFA3	673.8622	NDUFA3	730.7519
NDUFA4L2	194.4298	NDUFA4L2	344.7965
NDUFA4	3733.1119	NDUFA4	2364.1123
NDUFA5	1512.567	NDUFA5	956.043
NDUFA6	882.1798	NDUFA6	783.4642
NDUFA7	751.4529	NDUFA7	467.9123
NDUFA8	1267.7183	NDUFA8	712.6997
NDUFA9	1239.0369	NDUFA9	1059.3014
NDUFAB1	1253.5286	NDUFAB1	682.3721
NDUFAF1	264.7747	NDUFAF1	353.4615
NDUFAF2	178.4286	NDUFAF2	145.5005
NDUFAF3	489.9992	NDUFAF3	903.3306
NDUFAF4	176.919	NDUFAF4	240.4549
NDUFB10	1795.4563	NDUFB10	878.4186
NDUFB11	2021.2846	NDUFB11	892.4993
NDUFB1	514.7558	NDUFB1	522.7909
NDUFB2	2120	NDUFB2	1148.1181
NDUFB3	746.3205	NDUFB3	588.5008
NDUFB4	3098.7999	NDUFB4	1521.0759
NDUFB5	1182.5798	NDUFB5	1165.0871
NDUFB6	843.5354	NDUFB6	505.4608
NDUFB7	1314.8162	NDUFB7	853.5066
NDUFB8	1237.7357	NDUFB8	1023.8866
NDUFB9	5025.5959	NDUFB9	1667.6595
NDUFC1	743.9052	NDUFC1	548.786
NDUFC2	2714.7709	NDUFC2	1953.967
NDUFS1	1227.8663	NDUFS1	1796.9131
NDUFS2	3606.6118	NDUFS2	1885.0077
NDUFS3	2041.1624	NDUFS3	952.9597
NDUFS4	516.8692	NDUFS4	656.0159
NDUFS5	1874.5566	NDUFS5	1461.8648
NDUFS6	1676.202	NDUFS6	371.5137
NDUFS7	959.1758	NDUFS7	520.4621
NDUFS8	1778.5493	NDUFS8	918.1334
NDUFV1	1795.7582	NDUFV1	1391.4613
NDUFV2	2332.5534	NDUFV2	1439.4801
NDUFV3	752.0568	NDUFV3	849.5352
NEAT1	5447.6564	NEAT1	7720.1914
NEBL	988.15	NEBL	1733.3694
NEB	6.0382	NEB	16.608
NECAB1	21.1337	NECAB1	127.4483
removed	removed	NECAB2	5.4157
NECAB3	1025.8887	NECAB3	382.706
NECAP1	1060.0045	NECAP1	774.7992
NECAP2	1600.4227	NECAP2	1496.886
NEDD1	417.5409	NEDD1	537.2326
NEDD4L	504.7928	NEDD4L	1676.3246
NEDD4	334.5158	NEDD4	705.4788
NEDD8	2620.2732	NEDD8	1528.6578
NEDD9	499.6604	NEDD9	3387.3093
NEFH	51.3246	NEFH	27.4393
removed	removed	NEFL	7.5819
NEFM	7.8496	removed	removed
NEGR1	247.8678	NEGR1	771.5498
NEIL1	11.4726	NEIL1	140.0848
NEIL2	441.3918	NEIL2	526.4013
NEIL3	70.9488	removed	removed
removed	removed	NEK10	448.777
NEK11	132.8402	NEK11	276.5593
NEK1	315.7974	NEK1	576.5863
NEK2	705.8646	NEK2	7.2209
NEK3	70.9488	NEK3	163.9137
NEK4	655.4457	NEK4	532.9001
removed	removed	NEK5	14.8028
NEK6	657.5591	NEK6	1030.0569
NEK7	1015.9257	NEK7	3762.7945
removed	removed	NEK8	93.8713
NEK9	1544.5694	NEK9	2872.1004
NELF	1848.5923	NELF	549.8691
NELL2	646.9922	NELL2	41.52
NENF	1274.9641	NENF	991.0642
NEO1	931.9949	NEO1	1632.6383
NES	1232.9987	NES	2023.6483
NET1	2750.0943	NET1	2444.2639
NETO2	104.1588	NETO2	104.3415
NEU1	2982.2628	NEU1	1547.7931
NEU3	64.6086	NEU3	110.1182
NEU4	5.4344	removed	removed
NEURL1B	1253.5286	NEURL1B	1381.3521
NEURL2	9.489	NEURL2	11.965
NEURL3	28.0776	NEURL3	19.1353
NEURL4	522.2462	NEURL4	436.8264
NEURL	206.8081	NEURL	10.1092
removed	removed	NEUROG2	9.7482
NEXN	310.665	NEXN	610.8855
NF1	1762.5481	NF1	2569.546
NF2	537.701	NF2	892.1383
NFAM1	341.4597	NFAM1	193.1582
NFASC	146.2208	NFASC	696.8391
NFAT5	644.5769	NFAT5	2442.4587
NFATC1	199.5622	NFATC1	510.1543
NFATC2IP	1028.9078	NFATC2IP	752.7755
NFATC2	70.9488	NFATC2	116.9781
NFATC3	633.1044	NFATC3	1061.4676
NFATC4	341.7616	NFATC4	611.6075
NFE2L1	8223.4131	NFE2L1	11255.5285
NFE2L2	2267.5885	NFE2L2	3616.8427
NFE2L3	362.8953	NFE2L3	217.7092
removed	removed	NFE2	9.3871
NFIA	640.6521	NFIA	2430.5443
NFIB	1109.5177	NFIB	4852.4235
NFIC	926.8624	NFIC	1270.5118
NFIL3	252.6983	NFIL3	1820.3809
NFIX	579.0626	NFIX	5267.9845
NFKB1	1040.3804	NFKB1	1489.6651
NFKB2	1041.2861	NFKB2	571.1707
NFKBIA	2523.3603	NFKBIA	1764.0581
NFKBIB	347.196	NFKBIB	167.1631
NFKBID	17.2088	NFKBID	81.9569
NFKBIE	642.7655	NFKBIE	146.2226
NFKBIL1	481.2439	NFKBIL1	175.8281
NFKBIL2	1390.5744	NFKBIL2	51.2682
NFKBIZ	131.9345	NFKBIZ	2138.8212
NFRKB	441.0899	NFRKB	861.8106
removed	removed	NFS1	490.8024
NFU1	477.621	NFU1	719.1985
NFX1	1297.6074	NFX1	1174.4742
NFXL1	135.5574	NFXL1	229.6236
NFYA	1308.4761	NFYA	999.0071
NFYB	672.3526	NFYB	826.4284
NFYC	997.6481	NFYC	1002.7331
NGDN	726.6964	NGDN	448.4159
NGEF	25.3604	NGEF	22.7457
NGFRAP1	394.8977	NGFRAP1	1052.8026
NGFR	132.2364	NGFR	964.708
NGF	11.4726	NGF	26.3562
NGLY1	726.6964	NGLY1	643.3794
NGRN	2853.3233	NGRN	2886.7876
removed	removed	NHEDC1	7.943
NHEDC2	80.006	NHEDC2	206.8779
NHEJ1	217.6768	NHEJ1	300.3881
NHLRC1	100.8378	NHLRC1	74.3749
NHLRC2	146.7281	NHLRC2	304.7206
NHLRC3	391.8786	NHLRC3	1040.5271
NHLRC4	9.3592	NHLRC4	41.52
NHP2L1	1587.1387	NHP2L1	1940.6084
NHP2	1789.4181	NHP2	835.8155
NHSL1	177.2209	NHSL1	356.7109
NHSL2	48.9094	NHSL2	225.2911
NHS	197.7508	NHS	331.7989
NICN1	127.9161	NICN1	442.5526
NID1	4840.4317	NID1	5430.0424
NID2	1629.406	NID2	1066.5222
NIF3L1	574.232	NIF3L1	430.0027
NINJ1	1578.0814	NINJ1	1806.3002
NINJ2	272.7602	NINJ2	141.168
NINL	64.9106	NINL	197.1297
NIN	879.1607	NIN	1820.3809
NIP7	553.7022	NIP7	446.9717
NIPA1	265.0766	NIPA1	424.226
NIPA2	641.2559	NIPA2	774.0771
removed	removed	NIPAL1	24.912
NIPAL2	107.4798	NIPAL2	261.0344
NIPAL3	640.0483	NIPAL3	1377.7417
NIPAL4	13.8878	removed	removed
NIPBL	1494.1505	NIPBL	2589.4034
NIPSNAP1	1510.1517	NIPSNAP1	710.5334
NIPSNAP3A	488.7916	NIPSNAP3A	651.3223
NIPSNAP3B	8.1667	NIPSNAP3B	170.5172
NISCH	1039.4747	NISCH	2600.2347
NIT1	840.8816	NIT1	609.1561
NIT2	1007.7742	NIT2	730.3908
NKAIN1	577.2511	NKAIN1	91.705
removed	removed	NKAIN2	12.9976
NKAPL	6.642	NKAPL	45.8525
NKAP	494.8298	NKAP	324.9391
NKD1	38.9463	NKD1	10.4703
NKD2	140.086	NKD2	12.2755
NKG7	477.319	NKG7	188.1036
NKIRAS1	240.9238	NKIRAS1	311.9415
NKIRAS2	1255.34	NKIRAS2	904.0527
NKPD1	9.0573	NKPD1	16.608
NKRF	324.8547	NKRF	242.6212
NKTR	926.2586	NKTR	2143.8758
NKX2-2	9.6611	removed	removed
removed	removed	NKX3-1	240.0939
NKX3-2	46.4941	removed	removed
NKX6-1	15.3974	removed	removed
NLE1	257.8308	NLE1	302.9154
removed	removed	NLGN1	46.5746
NLGN2	653.3323	NLGN2	499.6841
removed	removed	NLGN3	38.2706
NLGN4X	16.9069	NLGN4X	198.5739
NLK	407.5779	NLK	465.0239
NLN	272.9263	NLN	332.521
NLRC3	182.3534	NLRC3	80.5127
NLRC4	71.2507	NLRC4	91.705
NLRC5	1019.5486	NLRC5	619.9115
removed	removed	NLRP12	10.1092
removed	removed	NLRP13	5.7767
NLRP1	245.1506	NLRP1	878.0576
NLRP2	1055.7778	NLRP2	272.5878
NLRP3	69.7411	NLRP3	239.0107
removed	removed	NLRP5	63.9047
NLRP7	10.8687	removed	removed
removed	removed	NLRP8	6.1377
NLRX1	192.9202	NLRX1	680.9279
NMB	66.1182	NMB	723.892
NMD3	937.7311	NMD3	1046.6649
NME1-NME2	65.9008	NME1-NME2	63.374
NME1	2887.0285	NME1	738.5215
NME2P1	105.6684	NME2P1	37.5485
NME2	7422.4953	NME2	3871.0894
NME3	1018.0391	NME3	302.5544
NME4	1488.7161	NME4	1603.0328
removed	removed	NME5	42.6031
NME6	118.6505	NME6	232.512
NME7	220.3064	NME7	176.3805
NMI	925.6548	NMI	380.1787
NMNAT1	182.9572	NMNAT1	411.5895
NMNAT2	12.0764	NMNAT2	471.5227
NMNAT3	52.8342	NMNAT3	271.1436
NMRAL1	1367.3485	NMRAL1	354.9057
NMT1	2759.4535	NMT1	2999.9097
NMT2	123.7829	NMT2	1668.3816
NMUR1	7.5477	NMUR1	342.6302
NMU	12.0764	removed	removed
NNAT	6.0382	NNAT	281.9749
NNMT	2465.3936	NNMT	3190.5407
NNT	699.5245	NNT	1750.3385
NOB1	736.6594	NOB1	844.1195
NOC2L	4023.404	NOC2L	992.057
NOC3L	394.2939	NOC3L	397.5088
NOC4L	365.6125	NOC4L	168.6073
NOD1	238.2067	NOD1	567.5602
NOD2	188.6935	NOD2	57.7669
removed	removed	NODAL	11.9144
NOL10	822.7036	NOL10	546.6197
NOL11	2579.8173	NOL11	845.2026
NOL12	223.1112	NOL12	188.8257
NOL3	847.1583	NOL3	371.5137
NOL6	1671.3714	NOL6	967.2353
NOL7	981.508	NOL7	460.3304
NOL8	532.8704	NOL8	787.4357
NOL9	175.7114	NOL9	243.7043
NOLC1	2031.2476	NOLC1	1755.3931
NOM1	627.9719	NOM1	448.0549
NOMO1	5118.575	NOMO1	3436.0502
NOMO2	2384.4818	NOMO2	2114.2702
NOMO3	1870.6317	NOMO3	1084.9355
NONO	4922.6357	NONO	4767.2173
NOP10	586.3084	NOP10	953.1546
NOP14	1142.5557	NOP14	777.1748
NOP16	506.3024	NOP16	121.3106
NOP2	1075.4019	NOP2	443.0003
NOP56	1621.8583	NOP56	1192.1654
NOP58	1535.5121	NOP58	799.3501
NOS1AP	128.9154	NOS1AP	98.2038
NOS2	19.0203	NOS2	6.4988
NOS3	258.9207	NOS3	563.0075
NOSIP	924.749	NOSIP	472.2448
NOSTRIN	170.277	NOSTRIN	1014.532
NOTCH1	996.6035	NOTCH1	2189.0062
NOTCH2NL	601.0778	NOTCH2NL	627.4357
NOTCH2	4143.407	NOTCH2	8355.6278
NOTCH3	4499.3584	NOTCH3	6009.2066
NOTCH4	492.7164	NOTCH4	2310.6779
NOVA1	32.3043	NOVA1	594.6385
NOVA2	44.9845	NOVA2	87.7335
NOV	82.1194	NOV	459.2472
NOX4	397.9168	NOX4	322.4118
removed	removed	NOX5	6.1413
NOXA1	233.9799	NOXA1	45.4915
NOXO1	9.3592	removed	removed
NPAS2	166.6541	NPAS2	291.001
NPAS3	25.3604	NPAS3	88.4556
removed	removed	NPAS4	6.8598
NPAT	361.6877	NPAT	532.539
NPC1L1	22.6432	NPC1L1	11.5534
NPC1	1046.7809	NPC1	1256.0484
NPC2	3256.6986	NPC2	3577.2182
NPDC1	5572.9489	NPDC1	947.0169
NPEPL1	919.9185	NPEPL1	449.138
NPEPPS	3151.0303	NPEPPS	2281.0723
removed	removed	NPFF	11.5534
NPHP1	80.006	NPHP1	136.8355
NPHP3	147.9357	NPHP3	546.9808
NPHP4	286.5122	NPHP4	289.5568
NPIPL3	513.675	NPIPL3	552.7466
NPIP	545.611	NPIP	1062.3341
NPLOC4	6041.8145	NPLOC4	2606.7335
NPL	446.5243	NPL	252.7304
NPM1	9980.8287	NPM1	5756.4762
removed	removed	NPM2	9.7482
NPM3	280.7759	NPM3	159.5812
NPNT	1167.1824	NPNT	1132.5932
NPR1	136.765	NPR1	3077.173
NPR2	214.6577	NPR2	662.1536
NPR3	50.4189	NPR3	731.835
NPRL2	230.3208	NPRL2	356.9636
NPRL3	1161.4461	NPRL3	877.3355
NPTN	1953.0531	NPTN	2296.5972
NPTX1	10.2649	NPTX1	29.6056
NPTX2	20.5299	removed	removed
NPTXR	769.8694	NPTXR	557.451
NPY1R	199.2603	NPY1R	3389.8366
removed	removed	NPY2R	111.9235
removed	removed	NPY5R	177.6334
NQO1	2120.0091	NQO1	5615.3082
NQO2	805.4948	NQO2	1063.9949
NR1D1	283.5233	NR1D1	250.6977
NR1D2	1068.7599	NR1D2	997.563
NR1H2	1147.5583	NR1H2	1113.8189
NR1H3	845.0449	NR1H3	949.1831
NR1I3	10.0506	removed	removed
NR2C1	171.4846	NR2C1	408.7011
NR2C2AP	804.3294	NR2C2AP	255.3588
NR2C2	679.7856	NR2C2	1356.7759
removed	removed	NR2E3	5.4157
NR2F1	207.7138	NR2F1	355.2667
NR2F2	2908.295	NR2F2	1631.1942
NR2F6	2055.0985	NR2F6	515.931
NR3C1	1190.4295	NR3C1	3863.1645
NR3C2	110.8008	NR3C2	583.0851
NR4A1	643.6712	NR4A1	16570.0876
NR4A2	115.3295	NR4A2	3378.2832
NR4A3	44.3807	NR4A3	1287.4808
NR5A2	48.9094	NR5A2	302.9154
removed	removed	NR6A1	11.5534
NRARP	327.27	NRARP	445.8886
NRAS	1818.4014	NRAS	1081.6861
NRBF2	438.0708	NRBF2	580.1968
NRBP1	5159.9366	NRBP1	2167.7047
NRBP2	695.9016	NRBP2	1014.171
NRCAM	49.8151	NRCAM	156.3318
NRD1	3716.8088	NRD1	2753.3171
NRF1	400.634	NRF1	362.4876
NRG1	18.7184	NRG1	73.6529
removed	removed	NRG2	53.4344
NRGN	60.3819	NRGN	74.0139
NRIP1	1994.7166	NRIP1	2548.6055
NRIP2	66.1182	NRIP2	111.5624
NRIP3	70.3449	NRIP3	252.7304
NRK	58.2685	NRK	63.9047
NRL	46.0865	NRL	30.7501
NRM	728.2059	NRM	241.177
NRN1	201.0718	NRN1	1331.5281
NRP1	1837.4217	NRP1	6214.6403
NRP2	1569.9298	NRP2	2089.7193
NRSN2	513.8501	NRSN2	560.7004
NRTN	24.4547	NRTN	7.2209
removed	removed	NRXN1	74.3749
NRXN2	96.913	NRXN2	72.5697
removed	removed	NRXN3	86.6504
NSA2	1184.9951	NSA2	1479.5559
NSD1	2517.0202	NSD1	2438.8483
NSDHL	642.7655	NSDHL	477.6604
NSFL1C	1534.0026	NSFL1C	1506.2731
NSF	2881.425	NSF	1018.5035
NSL1	581.7798	NSL1	663.9588
NSMAF	713.7142	NSMAF	848.7589
NSMCE1	1159.0309	NSMCE1	805.8489
NSMCE2	426.5982	NSMCE2	250.2031
NSMCE4A	243.0372	NSMCE4A	711.6166
NSUN2	2427.353	NSUN2	1139.092
NSUN3	89.9691	NSUN3	116.617
NSUN4	498.7546	NSUN4	598.61
NSUN5P1	37.7387	NSUN5P1	57.0449
NSUN5P2	106.3084	NSUN5P2	155.2992
NSUN5	751.7548	NSUN5	272.5878
NSUN6	96.0072	NSUN6	207.6
NSUN7	8.7554	NSUN7	129.2535
NT5C2	1155.7099	NT5C2	1291.0913
NT5C3L	720.6582	NT5C3L	640.491
NT5C3	562.7595	NT5C3	300.7492
NT5C	581.1759	NT5C	163.5527
NT5DC1	230.0551	NT5DC1	1009.1163
NT5DC2	759.5441	NT5DC2	603.9065
NT5DC3	222.5074	NT5DC3	513.7648
NT5E	923.8433	NT5E	1243.7946
NT5M	27.4738	NT5M	51.2682
NTAN1	817.873	NTAN1	883.1122
removed	removed	NTF3	25.6341
removed	removed	NTF4	22.2331
NTHL1	556.4194	NTHL1	97.4817
NTM	442.5994	NTM	480.9098
NTN1	168.7675	NTN1	300.7492
NTN4	344.4788	NTN4	5530.463
removed	removed	NTN5	6.1377
removed	removed	NTNG1	7.943
NTNG2	35.6253	NTNG2	9.0261
NTRK1	9.963	NTRK1	5.4157
NTRK2	242.4334	NTRK2	6557.2705
NTRK3	11.4726	NTRK3	133.5861
removed	removed	NTS	321.3286
NUAK1	612.5745	NUAK1	2852.9651
NUAK2	333.912	NUAK2	44.0473
NUB1	2863.2259	NUB1	1828.8835
NUBP1	599.6558	NUBP1	392.1798
NUBP2	1176.8435	NUBP2	374.402
NUBPL	210.1291	NUBPL	383.0671
NUCB1	5802.4002	NUCB1	6693.0228
NUCB2	2750.7193	NUCB2	2523.9029
NUCKS1	7895.2374	NUCKS1	7271.7754
NUDCD1	826.3265	NUDCD1	453.1095
NUDCD2	312.4764	NUDCD2	285.2243
NUDCD3	2071.7035	NUDCD3	2362.3071
NUDC	3121.745	NUDC	1148.4791
NUDT10	14.1898	NUDT10	20.5795
NUDT11	25.0585	NUDT11	41.881
NUDT12	369.8392	NUDT12	418.0883
NUDT13	21.2575	NUDT13	61.724
NUDT14	169.9751	NUDT14	215.5429
NUDT15	247.4481	NUDT15	419.7274
NUDT16L1	1233.9044	NUDT16L1	292.8062
NUDT16P1	23.5489	NUDT16P1	83.401
NUDT16	621.9337	NUDT16	852.0625
NUDT17	25.3604	NUDT17	32.855
NUDT18	192.0145	NUDT18	133.9471
NUDT19	322.1375	NUDT19	328.9106
NUDT1	340.2521	NUDT1	85.2062
NUDT21	1511.6613	NUDT21	2169.1488
NUDT22	430.2483	NUDT22	204.4481
NUDT2	307.042	NUDT2	266.8111
NUDT3	748.7358	NUDT3	417.0051
NUDT4	776.2095	NUDT4	914.523
NUDT5	1032.8206	NUDT5	641.7511
NUDT6	78.8376	NUDT6	80.3971
NUDT7	34.7196	NUDT7	148.0278
NUDT8	58.8724	NUDT8	97.8428
NUDT9	627.67	NUDT9	579.8357
NUF2	430.2211	NUF2	7.5819
NUFIP1	178.7305	NUFIP1	193.5193
NUFIP2	2667.673	NUFIP2	2428.7391
NUMA1	10082.2039	NUMA1	8078.9313
NUMBL	360.7819	NUMBL	431.0858
NUMB	949.2037	NUMB	1965.8814
NUP107	1128.8399	NUP107	783.1032
NUP133	1349.2339	NUP133	1296.5069
NUP153	1533.0968	NUP153	1532.9903
NUP155	682.0137	NUP155	606.5529
NUP160	1297.9093	NUP160	1255.348
NUP188	1594.3845	NUP188	1578.4818
NUP205	1760.4347	NUP205	1189.6381
removed	removed	NUP210L	13.7196
NUP210	1972.0734	NUP210	734.3623
NUP214	2188.2406	NUP214	1801.6066
NUP35	317.0051	NUP35	227.0963
NUP37	310.9669	NUP37	243.7043
NUP43	518.6807	NUP43	733.2792
NUP50	1033.7384	NUP50	1166.1702
NUP54	461.9217	NUP54	778.7706
NUP62CL	9.963	NUP62CL	14.0807
NUP62	1985.6533	NUP62	1151.9126
NUP85	1542.1541	NUP85	535.7884
NUP88	619.6362	NUP88	788.9268
NUP93	812.7406	NUP93	673.707
NUP98	2041.8145	NUP98	2863.7964
NUPL1	728.5078	NUPL1	886.0005
NUPL2	265.6804	NUPL2	289.5568
NUPR1	1661.1065	NUPR1	1936.2758
NUS1	706.4684	NUS1	1057.8572
NUSAP1	884.897	NUSAP1	41.1589
NUTF2	1657.7855	NUTF2	1136.2036
NVL	1180.1645	NVL	348.7679
removed	removed	NWD1	45.4915
NXF1	1461.2424	NXF1	1723.9823
removed	removed	NXF3	8.304
removed	removed	NXNL2	38.2706
NXN	589.0256	NXN	543.7314
removed	removed	NXPH2	5.7767
NXPH3	107.1779	NXPH3	263.9227
NXPH4	64.3067	NXPH4	11.9144
NXT1	377.0851	NXT1	289.9179
NXT2	310.0611	NXT2	301.1102
removed	removed	NYNRIN	1336.9438
OAF	562.1556	OAF	1238.74
OAS1	6193.3731	OAS1	657.8211
OAS2	8232.7723	OAS2	940.1571
OAS3	10739.5275	OAS3	975.1783
OASL	691.3729	OASL	88.4556
OAT	2136.6141	OAT	3994.5843
OAZ1	10086.1952	OAZ1	7641.1228
OAZ2	1225.1491	OAZ2	1890.0623
OAZ3	47.8557	OAZ3	24.3452
OBFC1	401.5397	OBFC1	800.7943
OBFC2A	168.1636	OBFC2A	543.0093
OBFC2B	1117.0654	OBFC2B	437.9457
removed	removed	OBP2B	41.881
OBSCN	96.1431	OBSCN	438.1478
OBSL1	1511.0574	OBSL1	1159.6715
OCEL1	464.9408	OCEL1	284.5022
OCIAD1	1693.7127	OCIAD1	2246.7732
OCIAD2	454.6758	OCIAD2	354.5446
OCLN	854.706	OCLN	309.0532
OCRL	1067.2504	OCRL	1449.9504
ODC1	577.2511	ODC1	1163.6429
ODF2L	294.6637	ODF2L	510.1543
ODF2	837.1953	ODF2	662.5147
ODF3B	118.0466	ODF3B	113.3676
removed	removed	ODF3L1	55.2396
removed	removed	ODF3L2	5.7767
