gene_id	TCGA-BH-A18U-01A-21R-A12D-07	gene_id	TCGA-BH-A18U-11A-23R-A12D-07
ANKRD43	214.9138	ANKRD43	45.283
ANKRD44	71.0517	ANKRD44	88.2075
ANKRD45	9.1453	ANKRD45	13.6792
ANKRD46	998.8076	ANKRD46	471.467
ANKRD49	678.5086	ANKRD49	283.9623
ANKRD50	1030.9532	ANKRD50	1180.1887
ANKRD52	1014.0696	ANKRD52	1469.8113
ANKRD53	5.2761	ANKRD53	33.0189
ANKRD54	603.5878	ANKRD54	366.5094
ANKRD56	64.3686	ANKRD56	119.3396
ANKRD57	554.344	ANKRD57	733.0189
ANKRD58	18.994	ANKRD58	6.6038
ANKRD5	524.7977	ANKRD5	191.0377
ANKRD6	97.675	ANKRD6	392.5236
ANKRD9	41.1537	ANKRD9	68.8679
ANKS1A	1310.5874	ANKS1A	1369.8113
ANKS1B	147.7313	ANKS1B	103.3019
ANKS3	156.1731	ANKS3	254.717
ANKS6	24.6219	ANKS6	208.4906
ANKZF1	580.7246	ANKZF1	640.566
ANLN	1567.7102	ANLN	210.8491
ANO10	1637.0032	ANO10	736.3208
ANO1	1079.1418	ANO1	7158.9623
ANO2	7.7383	ANO2	38.6792
ANO3	65.7756	ANO3	25
removed	removed	ANO4	7.5472
ANO5	11.6075	ANO5	58.4906
ANO6	1645.0932	ANO6	3747.1698
ANO7	11.6075	ANO7	7.0755
ANO8	185.3676	ANO8	267.9245
ANO9	29.898	ANO9	92.4528
ANP32A	2131.1994	ANP32A	2032.0755
ANP32B	2765.3887	ANP32B	2249.0566
ANP32E	3002.1104	ANP32E	1226.4151
ANPEP	812.1702	ANPEP	7781.1321
ANTXR1	10049.9472	ANTXR1	4707.0755
ANTXR2	1191.6989	ANTXR2	1328.7736
removed	removed	ANTXRL	6.6038
ANUBL1	182.2019	ANUBL1	227.8302
ANXA11	1152.6556	ANXA11	3900
removed	removed	ANXA13	8.4906
ANXA1	1658.1076	ANXA1	17874.0566
ANXA2P1	32.3602	ANXA2P1	51.8868
ANXA2P2	2577.5589	ANXA2P2	4242.4528
ANXA2	7945.4801	ANXA2	12250
ANXA3	230.3904	ANXA3	1661.3208
ANXA4	1083.7144	ANXA4	1458.9623
ANXA5	4171.6497	ANXA5	6292.4528
ANXA6	4284.2068	ANXA6	4682.0755
ANXA7	4102.3567	ANXA7	2898.1132
removed	removed	ANXA8L2	566.5094
ANXA8	8.4418	ANXA8	1014.6226
ANXA9	1779.4583	ANXA9	251.8868
AOAH	76.6796	AOAH	123.1132
AOC2	17.5871	AOC2	42.9245
AOC3	300.7387	AOC3	2489.6226
AOX1	171.6497	AOX1	721.2264
AP1AR	952.1632	AP1AR	618.8679
AP1B1	3660.9216	AP1B1	3073.1132
AP1G1	2150.8969	AP1G1	2837.2642
AP1G2	738.4383	AP1G2	1128.1038
AP1M1	879.3528	AP1M1	671.6981
AP1M2	3074.9209	AP1M2	1097.1698
AP1S1	826.9434	AP1S1	433.0189
AP1S2	704.5375	AP1S2	324.5283
AP1S3	115.3711	AP1S3	107.5472
AP2A1	1614.1892	AP2A1	1214.0991
AP2A2	784.7344	AP2A2	1496.6981
AP2B1	12122.4059	AP2B1	7111.3208
AP2M1	5620.1196	AP2M1	5122.6415
AP2S1	1653.1833	AP2S1	781.6038
AP3B1	1688.7091	AP3B1	1385.3774
AP3B2	110.4467	AP3B2	124.5283
AP3D1	2454.8013	AP3D1	2495.7547
AP3M1	2258.5297	AP3M1	1419.8113
AP3M2	861.414	AP3M2	434.9057
AP3S1	2619.0644	AP3S1	758.0189
AP3S2	1761.8502	AP3S2	1493.9434
AP4B1	204.7309	AP4B1	300.0896
AP4E1	474.8505	AP4E1	389.6226
AP4M1	378.5086	AP4M1	305.3019
AP4S1	50.299	AP4S1	97.6415
APAF1	450.9321	APAF1	576.8868
APBA1	160.7457	APBA1	401.4151
APBA2	74.9209	APBA2	113.2075
APBA3	301.4421	APBA3	149.0566
APBB1IP	201.8994	APBB1IP	334.434
APBB1	236.7218	APBB1	905.1887
APBB2	1462.1878	APBB2	2625.4717
APBB3	240.2392	APBB3	350
APC2	10.2462	APC2	7.1132
APCDD1L	11.9592	APCDD1L	276.4151
APCDD1	563.1375	APCDD1	1394.3396
APC	1238.4805	APC	1173.1132
APEH	3644.3897	APEH	1433.0189
APEX1	2400.6331	APEX1	2438.2075
APEX2	803.025	APEX2	409.434
APH1A	4857.8966	APH1A	3866.0377
APH1B	171.2979	APH1B	719.8113
API5	2429.1242	API5	2640.566
APIP	474.3335	APIP	329.3255
APITD1	357.0172	APITD1	141.5094
APLF	15.8284	APLF	103.3019
APLNR	364.7555	APLNR	659.434
APLN	393.9501	APLN	270.283
APLP1	137.8825	APLP1	38.6792
APLP2	11346.465	APLP2	16715.566
APOA1BP	2347.872	APOA1BP	1025.4717
APOB48R	118.5368	APOB48R	214.6226
removed	removed	APOBEC2	5.6604
APOBEC3A	62.2582	APOBEC3A	7.5472
APOBEC3B	1187.1263	APOBEC3B	91.9811
APOBEC3C	117.1298	APOBEC3C	391.5094
APOBEC3D	38.3398	APOBEC3D	71.6981
APOBEC3F	195.2163	APOBEC3F	208.0189
APOBEC3G	169.891	APOBEC3G	315.566
APOBEC3H	6.6831	APOBEC3H	5.1887
removed	removed	APOB	33.0189
APOC1	1450.2286	APOC1	196.6981
APOC2	73.5139	APOC2	45.283
APOD	597.6082	APOD	10056.6038
APOE	2022.1597	APOE	1294.3396
APOL1	2716.4967	APOL1	1101.8868
APOL2	1139.2895	APOL2	602.3585
APOL3	583.5385	APOL3	1020.283
APOL4	209.9894	APOL4	163.2075
APOL6	1542.0331	APOL6	2557.0755
APOLD1	434.752	APOLD1	2021.2264
APOM	55.2234	APOM	56.1321
APOOL	307.07	APOOL	260.8491
APOO	359.1277	APOO	152.8302
APPBP2	1113.6124	APPBP2	1445.7547
APPL1	2897.9916	APPL1	1856.1321
APPL2	724.9384	APPL2	1321.6981
APP	15361.2381	APP	39100.9434
APRT	1339.0784	APRT	980.1887
APTX	581.7798	APTX	481.6038
AQP11	43.2642	AQP11	20.7547
AQP1	1587.4077	AQP1	11936.217
AQP3	53.8164	AQP3	1150.9434
removed	removed	AQP4	101.8868
removed	removed	AQP5	338.2075
removed	removed	AQP6	5.6604
removed	removed	AQP7P1	98.1132
removed	removed	AQP7P3	6.1321
removed	removed	AQP7	348.5849
AQP9	258.178	AQP9	13.2075
AQPEP	10.5522	AQPEP	48.0991
AQR	1167.7805	AQR	1241.0377
ARAF	655.6454	ARAF	1051.8868
ARAP1	1014.7485	ARAP1	2128.7217
ARAP2	207.5273	ARAP2	461.7925
ARAP3	131.9029	ARAP3	566.9811
ARCN1	7770.313	ARCN1	4446.6981
ARC	115.7228	ARC	203.7736
AREG	232.8526	AREG	325
ARF1	13607.8087	ARF1	7594.8113
ARF3	5074.5691	ARF3	4366.0377
ARF4	6959.5498	ARF4	4126.8868
ARF5	2462.1702	ARF5	1875.8585
ARF6	2842.42	ARF6	3389.6226
ARFGAP1	1475.554	ARFGAP1	1055.6604
ARFGAP2	1444.249	ARFGAP2	1754.717
ARFGAP3	1796.6936	ARFGAP3	1424.5283
ARFGEF1	3052.8737	ARFGEF1	2034.9057
ARFGEF2	3309.8839	ARFGEF2	2900.4717
ARFIP1	902.216	ARFIP1	997.1698
ARFIP2	1212.0999	ARFIP2	1601.4151
ARFRP1	458.6704	ARFRP1	459.434
ARG2	161.1185	ARG2	223.684
ARGLU1	787.9001	ARGLU1	3071.2264
ARHGAP10	121.3507	ARHGAP10	371.6981
ARHGAP11A	758.7056	ARHGAP11A	109.434
ARHGAP11B	53.4647	ARHGAP11B	6.6038
ARHGAP12	726.3454	ARHGAP12	1295.283
ARHGAP15	54.1681	ARHGAP15	42.4528
ARHGAP17	998.9448	ARHGAP17	1169.8113
ARHGAP18	469.9261	ARHGAP18	667.4528
ARHGAP19	673.2325	ARHGAP19	1234.434
ARHGAP1	2827.2951	ARHGAP1	3127.3585
ARHGAP20	42.2089	ARHGAP20	376.4151
ARHGAP21	990.8547	ARHGAP21	2777.3585
ARHGAP22	26.7323	ARHGAP22	74.5283
ARHGAP23	232.8526	ARHGAP23	1188.2075
ARHGAP24	115.0193	ARHGAP24	327.3585
ARHGAP25	207.5273	ARHGAP25	392.9245
ARHGAP26	187.1263	ARHGAP26	936.7925
ARHGAP27	418.5719	ARHGAP27	665.566
ARHGAP28	152.6556	ARHGAP28	172.1698
ARHGAP29	2271.1924	ARHGAP29	4619.8113
ARHGAP30	366.1625	ARHGAP30	516.9811
ARHGAP31	468.1674	ARHGAP31	1151.8868
ARHGAP32	2352.4446	ARHGAP32	1808.9623
ARHGAP33	277.5237	ARHGAP33	219.3396
removed	removed	ARHGAP36	67.4528
ARHGAP39	458.6704	ARHGAP39	225
ARHGAP42	86.8801	ARHGAP42	212.2075
ARHGAP4	163.2079	ARHGAP4	338.2075
ARHGAP5	1386.5635	ARHGAP5	3841.0377
ARHGAP6	18.2905	ARHGAP6	107.5472
ARHGAP8	804.8329	ARHGAP8	269.8019
ARHGAP9	68.9413	ARHGAP9	115.0943
ARHGDIA	2947.9423	ARHGDIA	3619.3396
ARHGDIB	2587.0559	ARHGDIB	4316.9811
removed	removed	ARHGDIG	12.7358
ARHGEF10L	492.0858	ARHGEF10L	1130.6604
ARHGEF10	402.0401	ARHGEF10	1222.1698
ARHGEF11	1364.7555	ARHGEF11	1439.1509
ARHGEF12	6266.268	ARHGEF12	6035.3774
ARHGEF15	157.9318	ARHGEF15	624.0566
ARHGEF16	232.8526	ARHGEF16	261.7925
ARHGEF17	1117.1298	ARHGEF17	1989.6226
ARHGEF18	655.2937	ARHGEF18	868.3962
ARHGEF19	359.1277	ARHGEF19	434.434
ARHGEF1	765.3887	ARHGEF1	1258.9623
ARHGEF2	1209.286	ARHGEF2	2117.4528
removed	removed	ARHGEF33	24.0566
ARHGEF35	467.1122	ARHGEF35	2116.9811
ARHGEF37	361.5899	ARHGEF37	1871.6981
ARHGEF38	59.0925	ARHGEF38	56.1321
ARHGEF3	500.8794	ARHGEF3	757.5472
ARHGEF4	7.3866	ARHGEF4	179.2453
ARHGEF5	367.5695	ARHGEF5	1172.6415
ARHGEF6	1237.4253	ARHGEF6	2331.1321
ARHGEF7	771.3683	ARHGEF7	1528.7736
ARHGEF9	136.8273	ARHGEF9	1104.717
ARID1A	2614.14	ARID1A	3021.2264
ARID1B	1351.0376	ARID1B	2540.566
ARID2	1095.3218	ARID2	1035.8491
ARID3A	68.2378	ARID3A	35.8491
ARID3B	59.0925	ARID3B	119.8113
ARID4A	405.2058	ARID4A	860.8491
ARID4B	1728.8076	ARID4B	1363.8113
ARID5A	176.2223	ARID5A	3064.6226
ARID5B	1033.7671	ARID5B	5821.2264
ARIH1	1553.6405	ARIH1	2085.8491
ARIH2	1965.1776	ARIH2	1766.9811
ARL10	14.4214	ARL10	58.4906
ARL11	46.0781	ARL11	41.0377
ARL13B	424.5515	ARL13B	358.0189
ARL15	288.7795	ARL15	389.6226
ARL16	664.0872	ARL16	376.8868
ARL17A	217.4077	ARL17A	141.6557
ARL17B	9.694	removed	removed
ARL1	2930.707	ARL1	2350
ARL2BP	1186.7745	ARL2BP	1325
ARL2	606.4017	ARL2	785.8491
ARL3	979.599	ARL3	580.1887
ARL4A	104.4671	ARL4A	907.5472
ARL4C	852.6205	ARL4C	1850
ARL4D	105.1706	ARL4D	143.3962
ARL5A	742.8772	ARL5A	825
ARL5B	298.98	ARL5B	337.2642
ARL6IP1	13882.5185	ARL6IP1	4085.3774
ARL6IP4	1134.0134	ARL6IP4	1564.1509
ARL6IP5	4880.7598	ARL6IP5	3350
ARL6IP6	431.5864	ARL6IP6	276.4151
ARL6	148.083	ARL6	94.3396
ARL8A	870.2075	ARL8A	1043.8679
ARL8B	3918.7478	ARL8B	2201.8868
removed	removed	ARL9	12.2642
ARMC10	827.7981	ARMC10	627.7736
ARMC1	1743.229	ARMC1	696.6981
ARMC2	55.2234	ARMC2	51.8868
ARMC3	32.3602	removed	removed
removed	removed	ARMC4	15.0943
ARMC5	182.9054	ARMC5	267.4528
ARMC6	730.918	ARMC6	482.0755
ARMC7	402.0401	ARMC7	243.3962
ARMC8	961.3085	ARMC8	825
ARMC9	419.2754	ARMC9	243.8679
ARMCX1	264.5093	ARMCX1	645.283
ARMCX2	181.8502	ARMCX2	852.3585
ARMCX3	1169.1875	ARMCX3	1772.1698
ARMCX5	260.9919	ARMCX5	433.9623
ARMCX6	144.5656	ARMCX6	242.9245
ARNT2	985.5786	ARNT2	222.6415
ARNTL2	58.0373	ARNTL2	33.0189
ARNTL	206.8238	ARNTL	337.7358
ARNT	1239.184	ARNT	1780.6604
ARPC1A	2243.4049	ARPC1A	1638.2075
ARPC1B	1505.1002	ARPC1B	1130.6604
ARPC2	4174.8153	ARPC2	3411.7925
ARPC3	4362.6451	ARPC3	2356.6038
ARPC4	3544.2174	ARPC4	2426.8066
ARPC5L	972.5642	ARPC5L	513.6792
ARPC5	3342.2441	ARPC5	3333.4906
ARPM1	21.8079	ARPM1	57.5472
ARPP19	4461.1326	ARPP19	3730.1887
ARRB1	405.2058	ARRB1	1066.0377
ARRB2	797.0454	ARRB2	609.9057
ARRDC1	1011.6075	ARRDC1	485.3774
ARRDC2	253.9571	ARRDC2	902.3585
ARRDC3	1565.248	ARRDC3	5101.8868
ARRDC4	448.8217	ARRDC4	1404.717
ARSA	1282.0964	ARSA	660.3774
ARSB	398.8744	ARSB	214.6226
ARSD	2042.5607	ARSD	2858.4906
ARSE	22.1597	ARSE	54.2453
ARSG	414.351	ARSG	257.5472
ARSH	9.8488	removed	removed
ARSI	64.7204	ARSI	45.7547
ARSJ	105.5223	ARSJ	218.3962
ARSK	176.574	ARSK	148.5849
removed	removed	ART3	113.6792
removed	removed	ART4	30.6604
removed	removed	ART5	24.5283
ARTN	61.203	ARTN	7.5472
ARV1	937.0383	ARV1	391.9811
ARVCF	376.7147	ARVCF	435.8491
AR	285.262	AR	559.434
AS3MT	129.089	AS3MT	200.9434
ASAH1	15393.5983	ASAH1	4940.566
removed	removed	ASAH2B	13.2075
ASAH2	6.6831	removed	removed
ASAM	276.1168	ASAM	649.0566
ASAP1	1795.9902	ASAP1	982.5472
ASAP2	1117.8333	ASAP2	695.7547
ASAP3	664.7907	ASAP3	1172.6415
ASB13	590.9251	ASB13	784.434
ASB14	10.5558	ASB14	10.8491
ASB16	15.8284	ASB16	22.1698
ASB1	226.6268	ASB1	729.0802
ASB2	7.0348	ASB2	77.8302
ASB3	441.4351	ASB3	316.5094
ASB6	727.3901	ASB6	666.2075
ASB7	401.6884	ASB7	466.9811
ASB8	523.039	ASB8	718.3962
ASB9	9.1453	ASB9	16.0377
ASCC1	773.127	ASCC1	386.7925
ASCC2	1574.0415	ASCC2	1149.5283
ASCC3	1209.9894	ASCC3	1420.283
ASCL2	42.9124	ASCL2	19.8113
ASF1A	503.3415	ASF1A	486.3208
ASF1B	943.7214	ASF1B	134.9057
ASGR1	6.3313	ASGR1	12.2642
ASH1L	2544.7309	ASH1L	3763.4764
ASH2L	1581.4281	ASH2L	1164.1509
ASL	244.1083	ASL	441.9811
ASMTL	391.1361	ASMTL	714.1179
ASNA1	1382.6943	ASNA1	913.6792
ASNSD1	1077.0313	ASNSD1	950
ASNS	1445.3043	ASNS	425.4717
removed	removed	ASPA	56.1321
removed	removed	ASPG	5.6604
ASPHD1	75.2726	ASPHD1	23.5849
ASPHD2	127.682	ASPHD2	48.5849
ASPH	11884.8786	ASPH	6365.2689
ASPM	2368.6247	ASPM	238.6792
ASPN	2873.0215	ASPN	338.6792
ASPRV1	54.5621	ASPRV1	77.6132
ASPSCR1	223.7074	ASPSCR1	256.6038
ASRGL1	440.0281	ASRGL1	189.6226
ASS1	676.3982	ASS1	2050
ASTE1	286.8097	ASTE1	273.6274
removed	removed	ASTL	6.6038
removed	removed	ASTN1	185.8491
ASTN2	591.6286	ASTN2	189.1509
ASXL1	1679.9156	ASXL1	2269.3396
ASXL2	660.5698	ASXL2	939.6226
removed	removed	ASXL3	45.283
ATAD1	1141.7517	ATAD1	1173.5849
ATAD2B	450.5804	ATAD2B	366.9811
ATAD2	4792.8245	ATAD2	972.6415
ATAD3A	304.6078	ATAD3A	288.6792
ATAD3B	104.4671	ATAD3B	192.9245
ATAD3C	6.3313	ATAD3C	132.0755
ATAD5	308.1252	ATAD5	73.1132
ATE1	272.5994	ATE1	293.3962
ATF1	399.9297	ATF1	468.8679
ATF2	661.9768	ATF2	587.2642
ATF3	927.8931	ATF3	5762.7358
ATF4	8052.0577	ATF4	6535.8491
ATF5	668.3081	ATF5	685.8491
ATF6B	3482.3531	ATF6B	2278.2311
ATF6	1599.7186	ATF6	1789.1509
ATF7IP2	23.2149	ATF7IP2	91.0377
ATF7IP	1198.382	ATF7IP	1349.0566
ATF7	986.3313	ATF7	2313.0377
ATG10	50.299	ATG10	101.4151
ATG12	1050.6507	ATG12	479.2453
ATG16L1	889.2015	ATG16L1	753.7736
ATG16L2	405.0053	ATG16L2	325.5708
ATG2A	749.9121	ATG2A	683.4906
ATG2B	801.618	ATG2B	1446.2264
ATG3	1123.8129	ATG3	749.5283
ATG4A	467.8157	ATG4A	233.4906
ATG4B	712.9792	ATG4B	737.7358
ATG4C	155.8213	ATG4C	187.7358
ATG4D	278.491	ATG4D	203.5047
ATG5	1103.0601	ATG5	743.8679
ATG7	1110.503	ATG7	598.9481
ATG9A	872.6345	ATG9A	1410.1415
ATG9B	49.6694	ATG9B	12.1557
ATHL1	363.7003	ATHL1	956.6038
ATIC	3840.6613	ATIC	1141.0377
ATL1	87.2318	ATL1	570.283
ATL2	1245.1636	ATL2	2248.1132
ATL3	1037.2846	ATL3	601.8868
ATMIN	1143.8621	ATMIN	1899.5283
ATM	1484.6993	ATM	1533.9623
ATN1	2275.4133	ATN1	7145.283
removed	removed	ATOH7	7.0755
ATOH8	10.2005	ATOH8	234.9057
ATOX1	1751.6708	ATOX1	489.6226
ATP10A	155.4696	ATP10A	280.6604
removed	removed	ATP10B	16.5094
ATP10D	226.5213	ATP10D	773.5849
ATP11A	180.7949	ATP11A	833.4906
ATP11B	1481.1819	ATP11B	1795.7547
ATP11C	301.0904	ATP11C	780.1887
removed	removed	ATP12A	5.1887
ATP13A1	1251.8466	ATP13A1	1056.1321
ATP13A2	781.217	ATP13A2	951.8868
ATP13A3	3822.3707	ATP13A3	2124.5283
removed	removed	ATP13A4	219.3396
removed	removed	ATP13A5	145.7547
ATP1A1	11818.1428	ATP1A1	18172.6274
ATP1A2	5.9796	ATP1A2	241.5094
ATP1A3	752.726	removed	removed
ATP1A4	9.8488	ATP1A4	9.434
ATP1B1	3828.491	ATP1B1	5348.5094
ATP1B2	10.5522	ATP1B2	101.4151
ATP1B3	1537.4604	ATP1B3	1452.3585
ATP2A1	28.1393	ATP2A1	12.2642
ATP2A2	6730.2146	ATP2A2	6495.7547
ATP2A3	652.4798	ATP2A3	771.2264
ATP2B1	1648.9624	ATP2B1	1567.4528
removed	removed	ATP2B2	52.3585
ATP2B4	2334.5058	ATP2B4	4225.9434
ATP2C1	2557.0172	ATP2C1	2952.316
ATP2C2	169.1875	ATP2C2	366.0377
ATP5A1	6754.133	ATP5A1	7766.0377
ATP5B	11833.6265	ATP5B	7758.0189
ATP5C1	3788.2518	ATP5C1	2220.283
ATP5D	434.0485	ATP5D	379.717
ATP5EP2	45.3746	ATP5EP2	25
ATP5E	5782.2722	ATP5E	2446.6981
ATP5F1	2243.4049	ATP5F1	2094.8113
ATP5G1	10456.56	ATP5G1	590.566
ATP5G2	7283.5033	ATP5G2	3925
ATP5G3	3239.184	ATP5G3	1730.6604
ATP5H	3359.8312	ATP5H	1266.9811
ATP5I	871.3753	ATP5I	678.3019
ATP5J2	1388.6739	ATP5J2	756.1321
ATP5J	1253.5456	ATP5J	1064.5
ATP5L	4819.5568	ATP5L	2109.434
ATP5O	2799.1558	ATP5O	2076.8868
ATP5SL	1224.0591	ATP5SL	589.6226
ATP5S	117.4815	ATP5S	124.5283
ATP6AP1L	102.3567	ATP6AP1L	40.566
ATP6AP1	3711.5723	ATP6AP1	2835.3774
ATP6AP2	3361.5899	ATP6AP2	3171.2264
ATP6V0A1	1998.9448	ATP6V0A1	1474.5283
ATP6V0A2	433.3451	ATP6V0A2	566.0377
removed	removed	ATP6V0A4	67.1934
ATP6V0B	1832.5712	ATP6V0B	1091.0377
ATP6V0C	1795.6384	ATP6V0C	1123.3632
ATP6V0D1	1563.841	ATP6V0D1	1467.4528
ATP6V0D2	22.8632	removed	removed
ATP6V0E1	2754.8364	ATP6V0E1	2090.0943
ATP6V0E2	895.1811	ATP6V0E2	658.4434
ATP6V1A	3615.8987	ATP6V1A	2230.1887
ATP6V1B1	100.2462	ATP6V1B1	720.7547
ATP6V1B2	3345.4098	ATP6V1B2	1724.0566
ATP6V1C1	3266.6198	ATP6V1C1	1676.4151
ATP6V1C2	131.9803	ATP6V1C2	69.6698
ATP6V1D	1002.1104	ATP6V1D	917.4528
ATP6V1E1	3540.6261	ATP6V1E1	2092.9245
ATP6V1E2	60.4995	ATP6V1E2	68.8679
ATP6V1F	2078.7865	ATP6V1F	938.2075
ATP6V1G1	3304.6078	ATP6V1G1	1758.0189
ATP6V1G2	156.8765	ATP6V1G2	14.1509
ATP6V1H	1285.262	ATP6V1H	982.5472
ATP7A	469.5744	ATP7A	809.434
ATP7B	638.0584	ATP7B	225.4717
ATP8A1	156.5248	ATP8A1	482.0755
ATP8A2	742.1738	ATP8A2	10.3774
ATP8B1	1188.579	ATP8B1	1463.9245
ATP8B2	365.459	ATP8B2	1120.7547
ATP8B3	7.7383	ATP8B3	14.1509
ATP8B4	20.0492	ATP8B4	98.5849
ATP8B5P	29.1945	ATP8B5P	28.7736
ATP9A	3446.3595	ATP9A	3206.6038
ATP9B	234.6113	ATP9B	536.3208
ATPAF1	1373.2536	ATPAF1	1001.4292
ATPAF2	277.5237	ATPAF2	185.8491
ATPBD4	238.4805	ATPBD4	123.5849
ATPIF1	1305.663	ATPIF1	682.5472
ATRIP	600.3271	ATRIP	253.9292
ATRNL1	24.9736	ATRNL1	75.4717
ATRN	2304.9595	ATRN	2592.9245
removed	removed	ATRX	2535.8491
ATR	1210.3412	ATR	1208.9623
ATXN10	3623.2853	ATXN10	1858.0189
ATXN1L	838.2765	ATXN1L	2167.4528
ATXN1	1943.3697	ATXN1	1100
ATXN2L	3111.1502	ATXN2L	2040.0943
ATXN2	857.5448	ATXN2	817.9245
ATXN3	393.2466	ATXN3	548.1132
ATXN7L1	133.6616	ATXN7L1	240.0943
ATXN7L2	27.7875	ATXN7L2	107.0755
ATXN7L3B	3079.4935	ATXN7L3B	3565.566
ATXN7L3	1432.6416	ATXN7L3	1218.3962
ATXN7	1081.9557	ATXN7	1008.0189
AUH	367.5695	AUH	253.3019
AUP1	2187.8649	AUP1	1478.3066
AURKAIP1	510.7281	AURKAIP1	581.6038
AURKAPS1	28.1393	AURKAPS1	10.8491
AURKA	1334.8575	AURKA	93.3962
AURKB	401.3366	AURKB	49.0566
AURKC	9.1453	AURKC	22.1698
AUTS2	523.7425	AUTS2	2661.7925
AVEN	107.9845	AVEN	103.3019
AVIL	60.4995	AVIL	53.3019
AVL9	399.9297	AVL9	380.6604
AVPI1	133.6616	AVPI1	231.6038
AVPR1A	30.6015	AVPR1A	27.8302
removed	removed	AVPR2	58.9623
AXIN1	465.3535	AXIN1	588.2075
AXIN2	125.2198	AXIN2	246.2264
AXL	892.719	AXL	1594.8113
AZGP1	1631.3753	AZGP1	34000.4717
AZI1	213.1551	AZI1	235.8491
AZI2	1406.6127	AZI2	1142.9245
AZIN1	9355.6103	AZIN1	3901.8868
removed	removed	AZU1	6.1321
B2M	53010.5522	B2M	33546.6981
B3GALNT1	920.1548	B3GALNT1	475.9434
B3GALNT2	1197.7735	B3GALNT2	763.0519
removed	removed	B3GALT1	27.3585
removed	removed	B3GALT2	16.5094
B3GALT4	92.8597	B3GALT4	209.434
B3GALT5	466.057	B3GALT5	152.8302
B3GALT6	262.7506	B3GALT6	400
B3GALTL	137.5308	B3GALTL	335.8491
B3GAT1	9.1453	B3GAT1	51.8868
removed	removed	B3GAT2	9.1792
B3GAT3	1254.3088	B3GAT3	462.2642
B3GNT1	842.7717	B3GNT1	436.3208
B3GNT2	876.8906	B3GNT2	1389.6226
B3GNT3	5.2761	B3GNT3	237.7358
B3GNT4	12.3109	removed	removed
B3GNT5	83.3626	B3GNT5	836.7925
B3GNT7	74.2174	B3GNT7	126.4151
B3GNT8	32.0084	B3GNT8	33.4906
B3GNT9	338.1147	B3GNT9	294.434
B3GNTL1	56.4193	B3GNTL1	46.4009
B4GALNT1	36.7429	B4GALNT1	53.5708
B4GALNT2	36.2293	removed	removed
B4GALNT3	167.4288	B4GALNT3	216.9811
B4GALNT4	145.6208	B4GALNT4	162.7358
B4GALT1	3225.4661	B4GALT1	6293.3962
B4GALT2	693.2817	B4GALT2	756.1321
B4GALT3	1346.1133	B4GALT3	877.8302
B4GALT4	714.0345	B4GALT4	419.8113
B4GALT5	1921.5617	B4GALT5	2270.283
B4GALT6	20.0492	B4GALT6	152.8302
B4GALT7	483.2923	B4GALT7	326.4151
B9D1	11.2557	B9D1	163.816
B9D2	55.5751	B9D2	74.5283
BAALC	1058.0373	BAALC	125.4717
BACE1	657.7559	BACE1	1277.8302
BACE2	904.6782	BACE2	1575.9434
BACH1	1132.2547	BACH1	1075
BACH2	53.8164	BACH2	284.434
BAD	646.5987	BAD	378.8538
BAG1	777.6046	BAG1	1300.5142
BAG2	153.7109	BAG2	108.0189
BAG3	1230.0387	BAG3	1653.3019
BAG4	296.166	BAG4	206.6038
BAG5	1088.287	BAG5	1785.8491
BAGE2	19.6272	BAGE2	6.2594
BAHCC1	127.3303	BAHCC1	608.4906
BAHD1	734.4355	BAHD1	753.3019
removed	removed	BAI1	40.566
BAI2	113.6124	BAI2	101.8868
removed	removed	BAI3	7.0755
BAIAP2L1	884.6289	BAIAP2L1	532.5472
removed	removed	BAIAP2L2	25
BAIAP2	794.5832	BAIAP2	980.1887
BAIAP3	32.7612	BAIAP3	175.6557
BAK1	478.7197	BAK1	273.5849
BAMBI	472.0366	BAMBI	632.5472
BANF1	4080.9005	BANF1	1517.9245
BANK1	13.0144	BANK1	35.8491
BANP	128.7372	BANP	206.1321
BAP1	2055.5751	BAP1	1555.1887
BARD1	368.273	BARD1	135.8491
BARX2	135.4203	BARX2	1375.9434
BASP1	431.5864	BASP1	281.6038
BAT1	5826.9434	BAT1	5795.7547
BAT2L1	3766.8343	BAT2L1	7449.5991
BAT2L2	7170.2427	BAT2L2	5775
BAT2	8135.0686	BAT2	7110.8491
BAT3	5256.0675	BAT3	3796.6981
BAT4	458.6704	BAT4	374.0566
BAT5	1096.7288	BAT5	835.3774
BATF2	202.2511	BATF2	125.9434
BATF3	17.9388	BATF3	24.0566
BATF	124.5164	BATF	77.3585
BAX	441.7868	BAX	365.0943
BAZ1A	1203.3064	BAZ1A	1066.0377
BAZ1B	2167.7805	BAZ1B	2170.283
BAZ2A	2967.3444	BAZ2A	3770.816
BAZ2B	489.0995	BAZ2B	1285.0094
BBC3	92.5079	BBC3	91.9811
BBOX1	20.401	BBOX1	902.3585
BBS10	453.746	BBS10	366.0377
BBS12	95.3218	BBS12	200.4717
BBS1	1469.9261	BBS1	1295.7547
BBS2	715.4414	BBS2	1328.7736
BBS4	595.8495	BBS4	386.3208
BBS5	127.369	BBS5	264.3915
BBS7	269.7854	BBS7	377.3585
BBS9	164.6148	BBS9	329.717
BBX	3414.7028	BBX	2571.6981
BCAM	2027.7875	BCAM	4841.5094
removed	removed	BCAN	34.9057
