gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
ANKRD58	12.133	ANKRD58	8.454
ANKRD5	190.8617	ANKRD5	191.0599
ANKRD6	230.0607	ANKRD6	413.036
ANKRD9	112.4638	ANKRD9	35.9294
ANKS1A	976.2414	ANKS1A	1719.962
ANKS1B	128.7967	ANKS1B	131.0367
ANKS3	294.9257	ANKS3	162.7391
ANKS6	118.0636	ANKS6	191.4826
ANKZF1	481.1209	ANKZF1	523.724
ANLN	223.0609	ANLN	140.336
ANO10	911.3765	ANO10	812.85
ANO1	2276.3412	ANO1	8928.6696
ANO2	15.8663	ANO2	13.9491
removed	removed	ANO3	10.1448
removed	removed	ANO4	5.9178
ANO5	13.0663	ANO5	62.9821
ANO6	2366.8722	ANO6	3779.7739
ANO7	19.5995	ANO7	29.5889
ANO8	258.06	ANO8	263.3414
ANO9	182.462	ANO9	162.3164
ANP32A	3545.6417	ANP32A	1832.3999
ANP32B	3042.5881	ANP32B	2116.4536
ANP32E	800.3127	ANP32E	861.0377
ANPEP	993.5077	ANPEP	5796.8932
ANTXR1	9622.4181	ANTXR1	5153.5454
ANTXR2	1548.8267	ANTXR2	1325.1612
ANUBL1	173.1289	ANUBL1	255.7329
ANXA11	4254.9567	ANXA11	3271.6897
ANXA13	34.5324	ANXA13	6.7632
ANXA1	2775.6616	ANXA1	14719.2222
ANXA2P1	77.4647	ANXA2P1	53.6828
ANXA2P2	4630.6137	ANXA2P2	3849.0965
ANXA2P3	5.5999	removed	removed
ANXA2	17136.9573	ANXA2	12167.3888
ANXA3	685.049	ANXA3	1286.6956
ANXA4	1763.9544	ANXA4	1145.0914
ANXA5	7548.605	ANXA5	7279.2983
ANXA6	7132.3491	ANXA6	4768.8894
ANXA7	3026.2552	ANXA7	2966.9238
ANXA8L2	141.3963	ANXA8L2	162.7391
ANXA8	300.0589	ANXA8	401.9444
ANXA9	434.4554	ANXA9	148.79
AOAH	164.7291	AOAH	201.6274
removed	removed	AOC2	30.857
AOC3	825.0454	AOC3	3170.6647
AOX1	108.2639	AOX1	514.8473
removed	removed	AOX2P	8.0313
AP1AR	524.9864	AP1AR	540.2092
AP1B1	2841.9266	AP1B1	2151.5376
AP1G1	1404.6304	AP1G1	2631.3009
AP1G2	1682.4112	AP1G2	1243.6183
AP1M1	1051.8395	AP1M1	780.3022
AP1M2	1704.2226	AP1M2	1111.6982
AP1S1	1164.7699	AP1S1	386.7695
AP1S2	283.2593	AP1S2	230.3709
AP1S3	141.3963	AP1S3	173.7293
AP2A1	2182.483	AP2A1	1408.7287
AP2A2	2025.7477	AP2A2	1652.7528
AP2B1	9530.9538	AP2B1	8821.304
AP2M1	6977.4197	AP2M1	4552.4675
AP2S1	2041.1473	AP2S1	723.6606
AP3B1	1569.8261	AP3B1	1363.6268
AP3B2	68.1316	AP3B2	112.8606
AP3D1	3441.1111	AP3D1	2643.1364
AP3M1	1356.565	AP3M1	1487.4775
AP3M2	393.8565	AP3M2	538.5184
AP3S1	1154.5035	AP3S1	637.43
AP3S2	1783.6939	AP3S2	1601.1836
AP4B1	267.0431	AP4B1	324.7765
AP4E1	222.5942	AP4E1	395.2235
AP4M1	513.6421	AP4M1	320.7186
AP4S1	67.6649	AP4S1	103.9839
APAF1	253.3935	APAF1	374.5113
APBA1	88.6644	APBA1	478.0725
APBA2	125.9967	APBA2	84.9625
APBA3	328.9915	APBA3	133.5729
APBB1IP	385.4567	APBB1IP	313.6426
APBB1	486.7208	APBB1	644.1932
APBB2	1265.5673	APBB2	1754.2006
APBB3	149.7961	APBB3	272.2181
APCDD1L	54.1319	APCDD1L	257.001
APCDD1	578.6517	APCDD1	1746.592
APC	609.4509	APC	1255.8385
APEH	2840.5266	APEH	1571.5946
APEX1	3464.4438	APEX1	2888.7245
APEX2	598.7179	APEX2	481.4541
APH1A	8282.6527	APH1A	3696.9249
APH1B	601.0511	APH1B	633.203
API5	2350.0726	API5	2905.6325
APIP	300.1429	APIP	263.7684
APITD1	232.7767	APITD1	106.5244
APLF	134.8632	APLF	128.5005
APLNR	702.3152	APLNR	307.3021
APLN	45.7322	APLN	301.3843
APLP1	44.7988	APLP1	64.6729
APLP2	14318.3634	APLP2	12822.5721
APOA1BP	3693.5712	APOA1BP	986.1566
APOB48R	238.4605	APOB48R	65.941
removed	removed	APOBEC2	5.9178
APOBEC3A	8.8664	removed	removed
APOBEC3B	72.7981	APOBEC3B	75.0629
APOBEC3C	386.39	APOBEC3C	551.6221
APOBEC3D	116.6637	APOBEC3D	85.3852
APOBEC3F	212.7945	APOBEC3F	237.9795
APOBEC3G	342.5245	APOBEC3G	329.7052
APOBEC3H	10.2664	removed	removed
APOBEC4	20.9995	removed	removed
APOB	8.3998	APOB	111.5925
APOC1	856.3112	APOC1	349.572
APOC2	74.6647	APOC2	6.3405
APOD	14383.6951	APOD	33236.8171
APOE	4909.6732	APOE	2114.3401
APOF	7.9331	removed	removed
APOL1	2609.5326	APOL1	1270.2103
APOL2	1579.6259	APOL2	641.657
APOL3	1202.1023	APOL3	738.0323
APOL4	338.3246	APOL4	472.5774
APOL6	1985.1487	APOL6	2117.299
APOLD1	1404.6304	APOLD1	2323.576
APOM	66.7316	APOM	45.6515
APOOL	123.1968	APOOL	310.261
APOO	227.7275	APOO	142.0268
APPBP2	1001.9075	APPBP2	1365.3176
APPL1	1711.6891	APPL1	2009.5107
APPL2	1110.1713	APPL2	1513.6849
APP	34066.7199	APP	36582.0564
APRT	1740.155	APRT	1274.86
APTX	711.6483	APTX	475.5363
AQP11	11.6664	AQP11	17.3307
AQP1	4585.8149	AQP1	10864.5334
AQP3	1128.8375	AQP3	518.6516
AQP4	8.8664	AQP4	43.9607
AQP5	90.9976	AQP5	186.8329
removed	removed	AQP6	13.5264
removed	removed	AQP7P1	15.2172
AQP7	90.531	AQP7	484.413
AQP9	5.5999	AQP9	5.9178
AQPEP	5.1332	AQPEP	41.0018
AQR	1278.6336	AQR	1502.272
ARAF	1272.1005	ARAF	1001.3738
ARAP1	2260.4656	ARAP1	1684.8103
ARAP2	411.5894	ARAP2	645.4613
ARAP3	284.1927	ARAP3	602.7687
ARCN1	4262.8899	ARCN1	4556.6945
ARC	84.9311	ARC	97.2208
AREG	5332.9289	AREG	1694.1773
ARF1	13072.8623	ARF1	6635.1051
ARF3	6262.9715	ARF3	4751.5587
ARF4	4929.7393	ARF4	3382.0142
ARF5	3002.3998	ARF5	1657.6561
ARF6	3139.6522	ARF6	3155.8702
ARFGAP1	1474.6286	ARFGAP1	642.0797
ARFGAP2	2037.414	ARFGAP2	1552.5732
ARFGAP3	1294.0332	ARFGAP3	1423.65
ARFGEF1	1434.1043	ARFGEF1	2217.6857
ARFGEF2	1745.7549	ARFGEF2	2963.9649
ARFIP1	1031.3067	ARFIP1	1115.5025
ARFIP2	2249.2752	ARFIP2	1293.8814
ARFRP1	794.2461	ARFRP1	330.5506
ARG2	195.1736	ARG2	227.9615
ARGLU1	602.9178	ARGLU1	2226.778
ARHGAP10	414.3893	ARHGAP10	500.0528
ARHGAP11A	145.1296	ARHGAP11A	111.5925
ARHGAP11B	6.6638	ARHGAP11B	9.7221
ARHGAP12	916.5097	ARHGAP12	1275.2827
ARHGAP15	90.9976	ARHGAP15	81.5809
ARHGAP17	1180.1695	ARHGAP17	1091.4086
ARHGAP18	513.7867	ARHGAP18	880.4819
ARHGAP19	557.6523	ARHGAP19	1375.885
ARHGAP1	5850.9155	ARHGAP1	3621.6845
ARHGAP20	55.0652	ARHGAP20	236.7114
ARHGAP21	1498.428	ARHGAP21	2681.602
ARHGAP22	100.7974	ARHGAP22	29.1662
ARHGAP23	596.3846	ARHGAP23	869.4917
ARHGAP24	210.9279	ARHGAP24	392.6873
ARHGAP25	244.0604	ARHGAP25	342.3861
ARHGAP26	1389.2308	ARHGAP26	1528.0566
ARHGAP27	478.7876	ARHGAP27	429.8848
ARHGAP28	230.0607	ARHGAP28	163.1618
ARHGAP29	1581.4925	ARHGAP29	4305.6113
ARHGAP30	384.0567	ARHGAP30	382.1198
ARHGAP31	817.1122	ARHGAP31	1314.5937
ARHGAP32	1566.5595	ARHGAP32	2139.2793
ARHGAP33	76.0647	ARHGAP33	217.69
removed	removed	ARHGAP36	10.5675
ARHGAP39	489.5207	ARHGAP39	257.8463
ARHGAP42	92.3976	ARHGAP42	229.5255
ARHGAP4	361.1907	ARHGAP4	284.0537
ARHGAP5	1356.0983	ARHGAP5	3058.6495
ARHGAP6	80.2646	ARHGAP6	141.1814
ARHGAP8	483.8415	ARHGAP8	416.0118
ARHGAP9	146.5295	ARHGAP9	109.0563
ARHGDIA	6353.9692	ARHGDIA	3640.2832
ARHGDIB	5799.5835	ARHGDIB	2937.7576
ARHGDIG	6.9998	removed	removed
ARHGEF10L	638.8502	ARHGEF10L	901.6168
ARHGEF10	645.85	ARHGEF10	970.9394
ARHGEF11	1643.5575	ARHGEF11	1308.2532
ARHGEF12	5095.8684	ARHGEF12	6550.1427
ARHGEF15	251.0602	ARHGEF15	357.6033
ARHGEF16	441.4553	ARHGEF16	218.1126
ARHGEF17	1420.9633	ARHGEF17	1781.2533
ARHGEF18	1185.3027	ARHGEF18	624.3263
ARHGEF19	616.9174	ARHGEF19	400.2959
ARHGEF1	1351.8984	ARHGEF1	942.1959
ARHGEF2	3001.5225	ARHGEF2	1208.4962
ARHGEF33	5.1332	ARHGEF33	9.2994
ARHGEF35	747.5807	ARHGEF35	864.842
ARHGEF37	529.653	ARHGEF37	1220.3318
ARHGEF38	54.5986	ARHGEF38	32.1251
ARHGEF3	861.9111	ARHGEF3	1439.7126
ARHGEF4	114.797	ARHGEF4	211.3495
ARHGEF5	575.3851	ARHGEF5	1155.6589
ARHGEF6	1332.2989	ARHGEF6	2049.2444
ARHGEF7	1047.1729	ARHGEF7	1704.7448
ARHGEF9	397.1231	ARHGEF9	861.4604
ARID1A	3068.7207	ARID1A	3448.3779
ARID1B	1361.6982	ARID1B	2575.9273
ARID2	816.1789	ARID2	1129.4515
ARID3A	81.1979	ARID3A	16.908
ARID3B	87.2644	ARID3B	101.025
ARID4A	367.7238	ARID4A	732.5373
ARID4B	1321.7945	ARID4B	1601.8303
ARID5A	1621.1581	ARID5A	1784.2122
ARID5B	2390.6716	ARID5B	7015.1115
ARIH1	1763.4878	ARIH1	2201.8387
ARIH2	942.3203	ARIH2	1614.1815
ARL10	16.3329	ARL10	62.1367
ARL11	34.5324	ARL11	32.1251
ARL13B	190.8617	ARL13B	404.9456
ARL15	304.7255	ARL15	484.8357
ARL16	411.1227	ARL16	312.3745
ARL17A	59.9325	ARL17A	145.7212
ARL1	2416.8042	ARL1	2020.9236
ARL2BP	1355.6316	ARL2BP	1395.7519
ARL2	982.308	ARL2	750.2906
ARL3	938.4424	ARL3	520.7651
ARL4A	306.1254	ARL4A	885.977
ARL4C	1354.2317	ARL4C	2067.8432
ARL4D	233.794	ARL4D	108.2109
ARL5A	574.9185	ARL5A	721.1244
ARL5B	181.062	ARL5B	232.4844
ARL6IP1	5632.5212	ARL6IP1	3719.7506
ARL6IP4	2125.1451	ARL6IP4	821.304
ARL6IP5	5226.065	ARL6IP5	3767.5156
ARL6IP6	187.5952	ARL6IP6	244.32
ARL6	71.3982	ARL6	47.3423
ARL8A	1770.4876	ARL8A	1019.9725
ARL8B	2233.8756	ARL8B	2168.4455
removed	removed	ARL9	16.4853
ARMC10	959.1479	ARMC10	650.1194
ARMC1	489.054	ARMC1	524.1467
ARMC2	38.2657	ARMC2	97.2208
ARMC3	172.1956	ARMC3	7.6086
ARMC4	58.3318	ARMC4	6.3405
ARMC5	441.9219	ARMC5	228.2574
ARMC6	677.1158	ARMC6	410.018
ARMC7	434.9221	ARMC7	196.9777
ARMC8	491.854	ARMC8	843.2844
ARMC9	659.383	ARMC9	274.7543
ARMCX1	807.3125	ARMCX1	654.3379
ARMCX2	1730.3553	ARMCX2	738.8777
ARMCX3	1678.09	ARMCX3	1472.2604
ARMCX5	391.5232	ARMCX5	440.4523
ARMCX6	216.0611	ARMCX6	183.4513
ARNT2	645.85	ARNT2	923.5972
ARNTL2	148.8628	ARNTL2	101.8704
ARNTL	168.4623	ARNTL	220.6488
ARNT	1730.822	ARNT	1621.0504
ARPC1A	2201.6765	ARPC1A	1734.5028
ARPC1B	3697.3045	ARPC1B	970.3477
ARPC2	5126.2009	ARPC2	3581.9508
ARPC3	4356.2208	ARPC3	2542.9568
ARPC4	3754.0637	ARPC4	2356.555
ARPC5L	852.578	ARPC5L	423.5443
ARPC5	3636.6394	ARPC5	2380.2177
ARPM1	32.1992	ARPM1	26.63
ARPP19	3508.3094	ARPP19	4056.219
ARRB1	428.3889	ARRB1	1318.398
ARRB2	494.6539	ARRB2	504.2798
ARRDC1	1108.7714	ARRDC1	637.43
ARRDC2	871.2442	ARRDC2	1200.0423
ARRDC3	1814.3531	ARRDC3	7438.6558
ARRDC4	355.1242	ARRDC4	713.0931
ARSA	1490.9615	ARSA	710.5569
ARSB	516.5867	ARSB	341.118
ARSD	3855.9671	ARSD	3170.6647
ARSE	82.1312	ARSE	50.7239
ARSG	838.1117	ARSG	333.0868
ARSH	14.9329	removed	removed
ARSI	270.6597	ARSI	50.3012
ARSJ	256.1934	ARSJ	193.5961
ARSK	156.3293	ARSK	144.563
removed	removed	ART4	23.6711
ART5	12.133	ART5	20.7122
ARTN	29.8659	ARTN	16.0626
ARV1	760.1804	ARV1	337.3137
ARVCF	743.8475	ARVCF	451.4425
AR	629.0504	AR	590.5104
AS3MT	367.4765	AS3MT	227.0823
ASAH1	4859.2745	ASAH1	3346.9301
ASAH2B	10.2664	removed	removed
removed	removed	ASAH2	16.0626
ASAM	368.6571	ASAM	916.834
ASAP1	876.3774	ASAP1	1135.792
ASAP2	494.1872	ASAP2	829.3353
ASAP3	664.5162	ASAP3	862.3058
ASB13	1700.0227	ASB13	921.061
removed	removed	ASB14	12.2583
ASB16	18.6615	ASB16	14.1097
ASB1	261.6532	ASB1	507.0189
ASB2	21.4661	ASB2	21.1349
ASB3	267.9857	ASB3	385.9241
ASB6	709.595	ASB6	772.2752
ASB7	362.124	ASB7	448.9063
ASB8	814.779	ASB8	741.8366
ASB9	28.4659	ASB9	45.6515
ASCC1	515.6533	ASCC1	507.2387
ASCC2	1337.8988	ASCC2	827.2218
ASCC3	804.9792	ASCC3	1487.0548
ASCL2	36.8657	ASCL2	10.5675
ASF1A	261.3266	ASF1A	366.0573
ASF1B	250.1269	ASF1B	136.5318
ASGR1	11.6664	ASGR1	5.4951
ASGR2	9.7997	removed	removed
ASH1L	2958.0956	ASH1L	3959.9746
ASH2L	1202.5689	ASH2L	1111.2755
ASL	556.719	ASL	332.6641
ASMTL	750.8473	ASMTL	416.7811
ASNA1	1924.017	ASNA1	788.7562
ASNSD1	914.643	ASNSD1	1061.8197
ASNS	334.1247	ASNS	475.959
removed	removed	ASPA	52.8374
ASPHD1	17.2662	ASPHD1	25.7846
ASPHD2	52.2653	ASPHD2	26.2073
ASPH	8340.2705	ASPH	6706.4948
ASPM	195.9949	ASPM	75.2404
ASPN	5075.3356	ASPN	344.0769
ASPRV1	55.2239	ASPRV1	87.4987
ASPSCR1	590.7847	ASPSCR1	194.4415
ASRGL1	60.1984	ASRGL1	88.3441
ASS1	3825.6345	ASS1	1808.306
ASTE1	164.7244	ASTE1	241.5175
ASTN1	17.2662	ASTN1	194.4415
ASTN2	202.9948	ASTN2	453.556
ASXL1	1260.4341	ASXL1	2309.627
ASXL2	484.3875	ASXL2	961.2174
ASXL3	6.5332	ASXL3	21.1349
ATAD1	969.2416	ATAD1	1242.7349
ATAD2B	278.1261	ATAD2B	484.413
ATAD2	474.5877	ATAD2	636.1619
ATAD3A	531.9863	ATAD3A	301.807
ATAD3B	126.9301	ATAD3B	180.9151
ATAD3C	62.5317	ATAD3C	133.5729
ATAD5	35.9324	ATAD5	124.2735
ATE1	210.9279	ATE1	333.9322
ATF1	383.5901	ATF1	422.6989
ATF2	403.1896	ATF2	730.4238
ATF3	1828.8194	ATF3	2112.6493
ATF4	5131.3341	ATF4	5743.6331
ATF5	1169.9031	ATF5	458.2056
ATF6B	3166.2515	ATF6B	1952.5055
ATF6	2078.9463	ATF6	2166.332
ATF7IP2	114.797	ATF7IP2	85.3852
ATF7IP	867.9776	ATF7IP	1478.1782
ATF7	1703.756	ATF7	2959.7422
ATG10	105.4639	ATG10	108.2109
ATG12	434.4554	ATG12	454.8241
ATG16L1	715.8482	ATG16L1	675.0502
ATG16L2	131.5546	ATG16L2	283.1829
ATG2A	806.8458	ATG2A	659.4103
ATG2B	734.981	ATG2B	1219.0637
ATG3	731.2478	ATG3	546.9724
ATG4A	284.1927	ATG4A	273.9089
ATG4B	722.3813	ATG4B	608.2638
ATG4C	147.9295	ATG4C	189.3691
ATG4D	218.7863	ATG4D	199.3913
ATG5	461.0548	ATG5	798.4783
ATG7	986.4938	ATG7	736.2105
ATG9A	1469.192	ATG9A	1166.8984
ATG9B	21.9794	ATG9B	19.3089
ATHL1	466.188	ATHL1	529.6418
ATIC	3514.8425	ATIC	1769.4177
ATL1	357.4574	ATL1	737.1869
ATL2	856.3112	ATL2	2392.476
ATL3	405.0562	ATL3	503.8571
ATMIN	1180.6362	ATMIN	2140.9701
ATM	923.0428	ATM	1969.777
ATN1	4531.6829	ATN1	5715.3123
ATOH8	124.1301	ATOH8	396.9143
ATOX1	1235.7014	ATOX1	461.5872
ATP10A	664.9828	ATP10A	157.6667
ATP10D	417.6559	ATP10D	820.0359
ATP11A	397.5897	ATP11A	983.6204
ATP11B	630.4504	ATP11B	1566.5222
ATP11C	370.5238	ATP11C	776.4979
ATP13A1	1615.0916	ATP13A1	1394.0611
ATP13A2	2005.2149	ATP13A2	791.2924
ATP13A3	1413.9635	ATP13A3	1900.0317
ATP13A4	28.9326	ATP13A4	492.4443
ATP13A5	33.5991	ATP13A5	144.9857
ATP1A1	18704.4175	ATP1A1	18983.3583
ATP1A2	28.9326	ATP1A2	982.3523
ATP1A3	12.133	removed	removed
ATP1A4	6.0665	ATP1A4	7.6086
ATP1B1	10916.4187	ATP1B1	3600.9553
ATP1B2	48.0654	ATP1B2	201.2047
ATP1B3	1122.3043	ATP1B3	1239.776
ATP2A2	5522.8573	ATP2A2	6482.5108
ATP2A3	681.7824	ATP2A3	700.4121
ATP2B1	1102.2382	ATP2B1	2255.0988
ATP2B2	7.4665	ATP2B2	10.5675
ATP2B4	6803.3576	ATP2B4	4207.5452
ATP2C1	1910.4886	ATP2C1	3087.2366
ATP2C2	26.1327	ATP2C2	208.3906
ATP5A1	9735.8152	ATP5A1	9999.366
ATP5B	8931.3026	ATP5B	9872.5563
ATP5C1	2477.4693	ATP5C1	2390.7852
ATP5D	1371.4979	ATP5D	459.051
ATP5EP2	27.5326	ATP5EP2	24.0938
ATP5E	4380.9535	ATP5E	2404.7342
ATP5F1	2700.0636	ATP5F1	2445.736
ATP5G1	639.7835	ATP5G1	481.0314
ATP5G2	7281.6786	ATP5G2	4003.8043
ATP5G3	2616.5324	ATP5G3	2104.618
ATP5H	2345.4061	ATP5H	1181.8662
ATP5I	1528.3872	ATP5I	550.354
ATP5J2	1824.6195	ATP5J2	813.2727
ATP5J	1366.5514	ATP5J	963.6775
ATP5L	2770.5284	ATP5L	1970.1997
ATP5O	2938.0574	ATP5O	2249.181
ATP5SL	1119.5044	ATP5SL	749.0225
ATP5S	91.931	ATP5S	153.4397
ATP6AP1L	74.1981	ATP6AP1L	67.2091
ATP6AP1	4716.0115	ATP6AP1	3171.0874
ATP6AP2	3869.9667	ATP6AP2	3002.8532
ATP6V0A1	1275.3671	ATP6V0A1	1954.5599
ATP6V0A2	300.5256	ATP6V0A2	437.0707
ATP6V0A4	10.2664	ATP6V0A4	53.5517
ATP6V0B	1791.0204	ATP6V0B	1112.9663
ATP6V0C	4018.3629	ATP6V0C	1810.0898
ATP6V0D1	1463.8955	ATP6V0D1	1531.8609
ATP6V0D2	6.0665	removed	removed
ATP6V0E1	3764.9694	ATP6V0E1	2328.6484
ATP6V0E2	1949.179	ATP6V0E2	650.0687
ATP6V1A	1470.4287	ATP6V1A	1724.1889
ATP6V1B1	104.9973	ATP6V1B1	475.959
ATP6V1B2	1840.0191	ATP6V1B2	1729.2613
ATP6V1C1	1092.9051	ATP6V1C1	1449.8573
ATP6V1C2	37.0757	ATP6V1C2	131.0958
ATP6V1D	1214.2353	ATP6V1D	850.0476
ATP6V1E1	1841.4191	ATP6V1E1	1690.373
ATP6V1E2	99.8641	ATP6V1E2	94.6846
ATP6V1F	1201.1363	ATP6V1F	838.6347
ATP6V1G1	2277.2745	ATP6V1G1	1715.3123
ATP6V1G2	35.9324	ATP6V1G2	31.7024
ATP6V1H	951.5088	ATP6V1H	930.3604
ATP7A	425.589	ATP7A	700.8348
ATP7B	447.5218	ATP7B	283.631
ATP8A1	107.7972	ATP8A1	440.4523
ATP8A2	54.1319	ATP8A2	16.908
ATP8B1	1641.6116	ATP8B1	1678.1739
ATP8B2	769.5135	ATP8B2	970.5167
ATP8B3	40.599	ATP8B3	11.4129
ATP8B4	53.6653	ATP8B4	49.8785
ATP8B5P	21.4661	ATP8B5P	10.1448
ATP9A	1782.6206	ATP9A	2781.7817
ATP9B	473.1878	ATP9B	547.8178
ATPAF1	1402.2831	ATPAF1	989.3903
ATPAF2	250.5935	ATPAF2	210.5041
ATPBD4	69.5315	ATPBD4	146.6765
ATPIF1	1647.7574	ATPIF1	654.3379
ATRIP	368.7831	ATRIP	190.7091
ATRNL1	5.1332	ATRNL1	52.4147
ATRN	1920.2837	ATRN	2536.1936
ATRX	1579.6259	ATRX	2814.3295
ATR	592.1847	ATR	1239.3533
ATXN10	3129.8525	ATXN10	2588.1856
ATXN1L	772.78	ATXN1L	1989.6439
ATXN1	1093.8384	ATXN1	1118.0387
ATXN2L	3118.6528	ATXN2L	2195.921
ATXN2	738.2476	ATXN2	911.7616
ATXN3	344.8578	ATXN3	518.2289
ATXN7L1	178.2621	ATXN7L1	282.3629
ATXN7L2	59.7318	ATXN7L2	61.714
ATXN7L3B	2233.8756	ATXN7L3B	3513.0508
ATXN7L3	1312.2328	ATXN7L3	988.2701
ATXN7	565.1187	ATXN7	1000.9511
AUH	251.9935	AUH	227.8347
AUP1	2165.2961	AUP1	1607.3
AURKAIP1	1522.2273	AURKAIP1	464.9688
removed	removed	AURKAPS1	13.1037
AURKA	124.5968	AURKA	70.168
AURKB	40.599	AURKB	15.2172
AURKC	10.7331	AURKC	10.5675
AUTS2	1068.6391	AUTS2	1632.4633
AVEN	273.4596	AVEN	131.8821
AVIL	19.1328	AVIL	17.7534
AVL9	265.0598	AVL9	401.564
AVPI1	181.9953	AVPI1	197.4004
AVPR1A	27.5326	AVPR1A	103.1385
AVPR2	16.3329	AVPR2	37.1975
AXIN1	999.5742	AXIN1	462.4326
AXIN2	233.3273	AXIN2	270.5273
AXL	1995.8818	AXL	1395.7519
AZGP1	13818.5764	AZGP1	18881.5386
AZI1	364.4573	AZI1	238.4022
AZI2	886.6438	AZI2	1091.4086
AZIN1	3035.5882	AZIN1	5271.0557
B2M	49372.0719	B2M	31691.8525
B3GALNT1	481.1209	B3GALNT1	593.892
B3GALNT2	797.1534	B3GALNT2	758.4529
removed	removed	B3GALT1	54.1055
B3GALT2	9.3331	B3GALT2	9.2994
B3GALT4	228.6608	B3GALT4	102.7158
B3GALT5	13.9996	B3GALT5	92.1484
B3GALT6	734.0477	B3GALT6	427.7713
B3GALTL	259.9266	B3GALTL	382.5425
B3GAT1	9.3331	B3GAT1	65.941
removed	removed	B3GAT2	18.8397
B3GAT3	712.1149	B3GAT3	385.5014
B3GNT1	497.9205	B3GNT1	491.1762
B3GNT2	755.0472	B3GNT2	1315.0164
B3GNT3	71.8648	B3GNT3	173.3066
B3GNT5	108.7305	B3GNT5	335.2003
B3GNT7	92.8643	B3GNT7	134.841
B3GNT8	103.5973	B3GNT8	58.7552
B3GNT9	427.017	B3GNT9	427.9784
B3GNTL1	94.6749	B3GNTL1	53.1121
B4GALNT1	49.8994	B4GALNT1	18.6579
B4GALNT3	700.9152	B4GALNT3	123.4281
B4GALNT4	937.5091	B4GALNT4	400.7186
B4GALT1	11888.0262	B4GALT1	9277.8189
B4GALT2	1178.3029	B4GALT2	729.1557
B4GALT3	2105.079	B4GALT3	706.7526
B4GALT4	450.3217	B4GALT4	352.9536
B4GALT5	1685.0898	B4GALT5	2222.9737
B4GALT6	49.4654	B4GALT6	111.1698
B4GALT7	594.9846	B4GALT7	320.8285
B9D1	125.5301	B9D1	140.8264
B9D2	135.7965	B9D2	50.3012
BAALC	45.2655	BAALC	63.4048
BACE1	926.7761	BACE1	1436.7537
BACE2	921.6429	BACE2	1227.9404
BACH1	688.3156	BACH1	1501.8493
BACH2	153.5294	BACH2	411.2861
BAD	936.9771	BAD	363.0984
BAG1	2957.0223	BAG1	1257.5293
BAG2	105.9306	BAG2	61.2913
BAG3	1280.9669	BAG3	1133.6785
BAG4	184.3286	BAG4	196.9777
BAG5	1151.7036	BAG5	1850.1532
removed	removed	BAGE2	13.3066
BAHCC1	259.46	BAHCC1	432.8437
BAHD1	612.7175	BAHD1	477.2271
BAI1	38.2657	BAI1	144.9857
BAI2	940.309	BAI2	240.093
removed	removed	BAI3	24.5165
BAIAP2L1	731.7144	BAIAP2L1	631.5122
BAIAP2	1223.1017	BAIAP2	1049.5614
BAIAP3	515.7887	BAIAP3	194.7374
BAK1	429.7889	BAK1	240.093
BAMBI	2763.062	BAMBI	650.5337
BANF1	2481.2026	BANF1	1583.8529
BANK1	18.6662	BANK1	38.8883
BANP	283.726	BANP	124.6962
BAP1	1802.6868	BAP1	1375.0396
BARD1	120.8635	BARD1	148.79
BARX1	10.2664	BARX1	5.4951
BARX2	545.0526	BARX2	789.1789
BASP1	686.9156	BASP1	292.9304
BAT1	3742.1033	BAT1	5691.2184
BAT2L1	4624.0199	BAT2L1	6247.1267
BAT2L2	5931.6468	BAT2L2	6925.0766
BAT2	6779.5582	BAT2	6195.4983
BAT3	4536.3495	BAT3	3896.4388
BAT4	416.7226	BAT4	184.2967
BAT5	1452.2292	BAT5	622.6355
BATF2	127.8634	BATF2	52.4147
BATF3	56.4652	BATF3	30.857
BATF	599.6512	BATF	138.6452
BAX	657.0497	BAX	236.2887
BAZ1A	1227.7683	BAZ1A	1509.4579
BAZ1B	1889.0179	BAZ1B	2219.1694
BAZ2A	2394.0315	BAZ2A	3287.1563
BAZ2B	515.1447	BAZ2B	1302.6651
BBC3	374.257	BBC3	41.0018
BBOX1	160.0625	BBOX1	1006.0235
BBS10	273.9263	BBS10	673.7821
BBS12	136.2631	BBS12	271.3727
BBS1	1248.7677	BBS1	1129.8742
BBS2	606.1843	BBS2	1355.5955
BBS4	622.0506	BBS4	397.7597
BBS5	252.2315	BBS5	187.915
BBS7	222.1276	BBS7	379.1609
BBS9	386.39	BBS9	408.7499
BBX	1247.8344	BBX	2511.6771
BCAM	6479.9659	BCAM	3535.4539
BCAN	62.5317	BCAN	35.084
BCAP29	1147.037	BCAP29	854.2745
BCAP31	4930.206	BCAP31	3219.2751
BCAR1	1252.501	BCAR1	925.288
BCAR3	580.985	BCAR3	889.777
BCAS1	59.2651	BCAS1	76.0858
BCAS2	642.9941	BCAS2	534.3506
BCAS3	551.1191	BCAS3	657.2968
BCAS4	1210.5021	BCAS4	461.5872
BCAT1	391.5232	BCAT1	116.6649
BCAT2	742.9141	BCAT2	367.7481
BCCIP	1248.5624	BCCIP	809.7855
BCDIN3D	249.9822	BCDIN3D	148.2109
removed	removed	BCHE	87.9214
BCKDHA	1189.1106	BCKDHA	737.1869
BCKDHB	193.195	BCKDHB	589.2423
