gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
OSBP	1594.961	OSBP	2014.5321
OSCAR	96.9361	OSCAR	60.9873
OSCP1	180.6341	OSCP1	264.4409
OSGEPL1	145.6176	OSGEPL1	147.8332
OSGEP	298.4947	OSGEP	270.2957
OSGIN1	42.7031	OSGIN1	411.2983
OSGIN2	2692.4309	OSGIN2	936.7647
OSMR	210.5263	OSMR	1885.7269
removed	removed	OSM	12.6854
OSR1	464.1828	OSR1	496.1926
OSR2	29.8922	OSR2	425.9352
OST4	3873.1632	OST4	2470.7072
OSTCL	6.4055	OSTCL	5.3669
OSTC	1845.6283	OSTC	1176.8107
OSTF1	792.9967	OSTF1	846.5035
OSTM1	288.673	OSTM1	1528.0975
OSTalpha	35.0165	OSTalpha	16.1006
removed	removed	OTC	5.8548
removed	removed	OTOA	32.2013
removed	removed	OTOF	9.758
OTUB1	1291.3419	OTUB1	1148.0247
OTUB2	126.4012	OTUB2	62.9389
OTUD1	422.3337	OTUD1	514.7327
OTUD3	226.3265	OTUD3	283.4689
OTUD4	1272.9796	OTUD4	1186.5686
OTUD5	924.0952	OTUD5	1161.1979
OTUD6B	538.0591	OTUD6B	203.9415
removed	removed	OTUD7A	8.7822
OTUD7B	1260.5957	OTUD7B	1115.8234
OTX1	702.0391	removed	removed
OVCA2	564.2063	OVCA2	350.0865
removed	removed	OVCH2	7.3185
OVGP1	16.2272	OVGP1	16.5885
OVOL1	162.2718	OVOL1	39.5198
OVOL2	324.9706	OVOL2	68.7937
OXA1L	1113.697	OXA1L	2122.8455
OXCT1	2398.6335	OXCT1	2432.173
OXER1	8.5406	OXER1	11.7096
OXGR1	114.8714	OXGR1	17.0764
OXNAD1	267.3214	OXNAD1	197.1109
OXR1	1375.4671	OXR1	1399.2923
OXSM	317.2841	OXSM	173.2039
OXSR1	1826.8389	OXSR1	1430.0299
OXTR	70.0331	OXTR	2002.8225
P2RX1	5.1244	P2RX1	25.3707
P2RX4	537.6321	P2RX4	358.1173
P2RX5	32.2793	P2RX5	21.8334
removed	removed	P2RX6	88.3096
P2RX7	231.4508	P2RX7	87.8217
P2RY10	6.4055	P2RY10	11.7096
P2RY11	494.2031	removed	removed
removed	removed	P2RY12	226.8727
P2RY13	15.8001	P2RY13	336.1619
P2RY14	20.4975	P2RY14	171.2523
P2RY1	5.5514	P2RY1	40.9835
P2RY2	68.752	P2RY2	77.5758
P2RY6	36.2976	P2RY6	77.0879
P2RY8	44.4112	P2RY8	160.0306
P4HA1	2259.8484	P4HA1	991.8972
P4HA2	1670.9726	P4HA2	868.459
P4HA3	82.844	P4HA3	42.4472
P4HB	18110.3875	P4HB	12959.5545
P4HTM	944.1657	P4HTM	337.1377
P704P	28.6111	P704P	16.5885
PA2G4P4	39.7139	PA2G4P4	27.8102
PA2G4	2401.6227	PA2G4	2152.1194
PAAF1	110.174	PAAF1	325.4282
PABPC1L	319.8463	PABPC1L	60.9873
PABPC1	31971.3889	PABPC1	15988.4271
PABPC3	273.2999	PABPC3	126.8536
PABPC4L	75.5845	PABPC4L	73.1847
PABPC4	2833.3511	PABPC4	2245.7958
PABPC5	5.1244	PABPC5	72.6968
PABPN1	1983.7387	PABPN1	1569.7542
PACRGL	216.0777	PACRGL	197.5988
PACRG	5.1244	PACRG	14.6369
PACS1	1863.9906	PACS1	2627.8202
PACS2	1609.2837	PACS2	1588.5968
PACSIN1	73.4493	PACSIN1	5.8548
PACSIN2	708.4445	PACSIN2	731.8474
PACSIN3	1217.8926	PACSIN3	85.3822
PADI2	2544.2511	PADI2	622.5582
removed	removed	PADI4	5.8548
PAF1	8901.4626	PAF1	871.3864
PAFAH1B1	3895.3774	PAFAH1B1	4891.1804
PAFAH1B2	568.3783	PAFAH1B2	620.6066
PAFAH1B3	627.552	PAFAH1B3	122.4137
PAFAH2	675.9902	PAFAH2	444.9632
PAG1	87.9684	PAG1	261.5135
PAICS	3777.9438	PAICS	1382.7038
PAIP1	2688.1606	PAIP1	1027.5138
PAIP2B	438.1339	PAIP2B	262.4893
PAIP2	1178.1787	PAIP2	2111.6238
PAK1IP1	456.9232	PAK1IP1	323.4766
PAK1	4292.0892	PAK1	753.315
PAK2	3129.7107	PAK2	3246.9631
removed	removed	PAK3	30.7376
PAK4	3547.7741	PAK4	473.2613
PAK6	373.776	PAK6	93.5106
removed	removed	PAK7	22.4433
PALB2	471.0153	PALB2	240.5339
PALLD	4937.7602	PALLD	5746.954
PALM2-AKAP2	281.4903	PALM2-AKAP2	7824.3273
PALM2	11.4786	PALM2	86.0848
PALM3	283.9757	PALM3	6.8306
PALMD	585.4596	PALMD	7287.7368
PALM	196.8613	PALM	2416.0723
PAMR1	39.7139	PAMR1	1523.2185
PAM	8213.0885	PAM	8046.9065
PAN2	828.0132	PAN2	664.0296
PAN3	692.6444	PAN3	924.0794
PANK1	193.4451	PANK1	90.2612
PANK2	498.3453	PANK2	595.7238
PANK3	443.2582	PANK3	733.799
PANK4	250.2402	PANK4	288.3479
PANX1	414.2201	PANX1	519.1238
PANX2	87.9684	PANX2	14.6369
PAOX	61.4925	PAOX	93.6765
PAPD4	627.3086	PAPD4	1008.9737
PAPD5	399.274	PAPD5	320.0613
PAPD7	1453.6138	PAPD7	812.3507
PAPLN	82.844	PAPLN	671.3481
PAPL	184.0504	removed	removed
PAPOLA	2727.0204	PAPOLA	3179.6332
PAPOLG	475.7126	PAPOLG	397.6371
removed	removed	PAPPA2	105.386
PAPPA	61.4925	PAPPA	111.7287
PAPSS1	6661.6846	PAPSS1	1516.3879
PAPSS2	231.0238	PAPSS2	2235.55
PAQR3	815.3219	PAQR3	228.8292
PAQR4	1096.4407	PAQR4	138.407
PAQR5	246.3969	PAQR5	36.5924
PAQR6	1128.6431	PAQR6	10.2459
PAQR7	615.7788	PAQR7	303.4727
PAQR8	246.3969	PAQR8	260.0498
removed	removed	PAQR9	5.8548
removed	removed	PAR-SN	80.9374
removed	removed	PAR5	60.0115
PARD3B	7.6866	PARD3B	354.7021
PARD3	2713.3554	PARD3	683.5455
PARD6A	90.5306	PARD6A	58.0599
PARD6B	167.3962	PARD6B	136.6115
PARD6G	114.0173	PARD6G	228.8243
PARG	1255.8984	PARG	479.1161
PARK2	49.1086	PARK2	219.0663
PARK7	2830.7889	PARK7	3329.4179
PARL	530.3726	PARL	830.4029
PARM1	116.5795	PARM1	2469.7412
PARN	1342.1586	PARN	1025.0743
PARP10	345.4681	PARP10	416.1772
PARP11	29.8922	PARP11	341.0409
PARP12	878.8299	PARP12	505.9505
PARP14	938.1873	PARP14	1766.1918
removed	removed	PARP15	21.9554
PARP16	209.2452	PARP16	228.3364
PARP1	7131.4188	PARP1	2420.4634
PARP2	360.4142	PARP2	380.5607
PARP3	331.8031	PARP3	703.5493
PARP4	1559.0904	PARP4	2379.48
PARP6	938.6143	PARP6	650.3684
PARP8	37.1517	PARP8	340.553
PARP9	723.9116	PARP9	1243.7162
PARS2	307.4624	PARS2	92.7007
PART1	248.9591	PART1	35.6166
PARVA	1126.0809	PARVA	4927.7728
PARVB	687.947	PARVB	724.0411
removed	removed	PARVG	185.8892
PASK	147.3257	PASK	62.451
PATL1	1603.9287	PATL1	951.8896
PATL2	5.5514	removed	removed
PATZ1	439.415	PATZ1	851.3825
PAWR	291.2352	PAWR	171.2523
removed	removed	PAX2	6.3427
removed	removed	PAX3	15.6127
PAX6	14.092	PAX6	53.1809
PAX8	11.9569	PAX8	56.5962
removed	removed	PAX9	47.814
PAXIP1	605.9101	PAXIP1	336.3961
PBK	704.1742	PBK	12.1975
PBLD	331.3761	PBLD	445.939
PBRM1	2000.2135	PBRM1	2240.9169
PBX1	3967.1186	PBX1	4191.5342
PBX2	1708.5513	PBX2	863.0921
PBX3	84.5522	PBX3	545.4703
PBX4	50.8167	removed	removed
PBXIP1	2526.7428	PBXIP1	2675.6342
PCBD1	404.8255	PCBD1	903.0997
PCBD2	219.494	PCBD2	287.3721
PCBP1	10597.2029	PCBP1	5503.9806
PCBP2	6824.5415	PCBP2	9059.6712
PCBP3	8.1136	PCBP3	237.6065
PCBP4	925.3763	PCBP4	411.7862
PCCA	174.3781	PCCA	831.5836
PCCB	1934.3739	PCCB	1367.9546
PCDH11X	313.4408	PCDH11X	14.6369
PCDH12	238.7104	PCDH12	1235.8464
PCDH17	150.742	PCDH17	139.5389
PCDH18	636.2763	PCDH18	2492.1845
PCDH19	12.3839	PCDH19	427.8868
PCDH1	1710.6865	PCDH1	2418.5118
removed	removed	PCDH20	14.1491
PCDH7	99.9253	PCDH7	271.7593
PCDH9	11.9569	PCDH9	709.4041
removed	removed	PCDHA10	202.3217
PCDHA11	6.8325	PCDHA11	51.7123
PCDHA12	10.0224	PCDHA12	51.3611
PCDHA13	42.1394	PCDHA13	30.3717
PCDHA1	147.7314	PCDHA1	19.0524
PCDHA2	7.6866	PCDHA2	14.1491
PCDHA3	26.1642	PCDHA3	68.3838
removed	removed	PCDHA4	46.7699
removed	removed	PCDHA5	7.6942
PCDHA6	13.8828	PCDHA6	42.6082
removed	removed	PCDHA7	15.3737
removed	removed	PCDHA8	5.0644
PCDHAC1	13.665	PCDHAC1	70.0476
PCDHAC2	13.5454	PCDHAC2	86.197
PCDHB10	453.934	PCDHB10	97.5797
PCDHB11	8.9677	PCDHB11	63.9147
PCDHB12	17.5083	PCDHB12	104.4102
PCDHB13	14.092	PCDHB13	105.8739
PCDHB14	1007.7933	PCDHB14	163.4459
PCDHB15	51.6708	PCDHB15	86.8459
PCDHB16	46.5464	PCDHB16	263.4651
PCDHB17	11.9569	PCDHB17	6.8306
removed	removed	PCDHB18	11.7096
PCDHB19P	15.3731	removed	removed
PCDHB2	3252.6956	PCDHB2	126.8536
PCDHB3	606.8111	PCDHB3	174.1797
PCDHB4	79.4278	PCDHB4	194.6714
PCDHB5	38.4328	PCDHB5	81.479
PCDHB6	20.4975	PCDHB6	45.3745
PCDHB7	41.422	PCDHB7	125.8778
PCDHB8	19.6434	PCDHB8	44.8866
PCDHB9	1178.1787	PCDHB9	82.9427
PCDHGA10	724.834	PCDHGA10	80.9911
PCDHGA11	26.1898	PCDHGA11	44.8769
PCDHGA12	30.7462	PCDHGA12	171.4377
PCDHGA1	11.1839	PCDHGA1	25.3707
PCDHGA2	9.5271	PCDHGA2	159.9575
removed	removed	PCDHGA3	86.5239
PCDHGA4	72.9326	PCDHGA4	130.2152
PCDHGA5	30.7292	PCDHGA5	135.4064
PCDHGA6	37.5787	PCDHGA6	53.6688
PCDHGA7	19.8185	PCDHGA7	40.9835
PCDHGA8	5.1244	PCDHGA8	5.8548
PCDHGA9	10.2487	PCDHGA9	107.4498
PCDHGB1	448.041	PCDHGB1	56.4498
PCDHGB2	59.7246	PCDHGB2	124.5897
PCDHGB3	33.7355	PCDHGB3	20.0038
PCDHGB4	18.7894	PCDHGB4	74.6484
PCDHGB5	16.2272	PCDHGB5	207.9666
PCDHGB6	24.3408	PCDHGB6	207.4202
PCDHGB7	68.957	PCDHGB7	446.1927
PCDHGC3	1772.6871	PCDHGC3	2851.6875
PCDHGC4	8.1136	removed	removed
PCDHGC5	14.092	removed	removed
PCF11	2484.0397	PCF11	1108.5049
PCGF1	355.2898	PCGF1	151.7364
PCGF2	874.3077	PCGF2	572.412
PCGF3	1147.4325	PCGF3	1208.5241
PCGF5	260.0619	PCGF5	1440.2758
PCGF6	114.4443	PCGF6	213.6995
PCID2	696.0606	PCID2	647.441
PCIF1	1508.2737	PCIF1	943.1074
removed	removed	PCK1	1944.7626
PCK2	853.2081	PCK2	776.7341
PCLO	5.5514	PCLO	596.2117
PCM1	1164.5137	PCM1	3573.855
PCMT1	1860.1473	PCMT1	1412.9535
PCMTD1	3025.0881	PCMTD1	2177.978
PCMTD2	1235.8279	PCMTD2	1193.3992
PCNA	2823.1024	PCNA	811.8628
PCNP	1767.9086	PCNP	1836.4492
PCNT	2355.9304	PCNT	683.5455
PCNXL2	573.0757	PCNXL2	232.7275
PCNXL3	1310.9854	PCNXL3	1009.4616
PCNX	675.9902	PCNX	2872.2572
PCOLCE2	60.2114	PCOLCE2	6292.4243
PCOLCE	1032.4629	PCOLCE	3978.6984
PCOTH	9.5057	PCOTH	11.2217
removed	removed	PCP4L1	23.4191
PCSK1N	63.6276	PCSK1N	8.7822
PCSK1	7.2595	removed	removed
PCSK4	23.9137	PCSK4	11.2217
PCSK5	23.0597	PCSK5	813.3265
PCSK6	79.4278	PCSK6	624.9977
PCSK7	611.1711	PCSK7	622.0898
PCSK9	8.1136	removed	removed
PCTP	421.4797	PCTP	498.1442
PCYOX1L	247.678	PCYOX1L	181.9861
PCYOX1	4042.2761	PCYOX1	11381.6914
PCYT1A	371.517	PCYT1A	714.2831
PCYT1B	269.0296	PCYT1B	28.786
PCYT2	446.2475	PCYT2	576.2079
PC	656.7738	PC	2911.777
PDAP1	3657.5211	PDAP1	988.4819
PDCD10	741.3259	PDCD10	565.962
PDCD11	1491.6195	PDCD11	804.0564
PDCD1LG2	49.5356	PDCD1LG2	160.5185
PDCD1	5.1244	PDCD1	5.3669
PDCD2L	906.587	PDCD2L	84.4064
PDCD2	680.2605	PDCD2	655.2474
PDCD4	2721.2939	PDCD4	3865.2864
PDCD5	1013.3447	PDCD5	388.8549
PDCD6IP	3602.007	PDCD6IP	4713.0975
PDCD6	2033.0949	PDCD6	1253.8986
PDCD7	312.1597	PDCD7	488.3862
PDCL3	348.0303	PDCL3	281.0294
PDCL	481.264	PDCL	490.8257
PDDC1	892.922	PDDC1	804.5443
PDE10A	664.8874	PDE10A	220.0421
PDE11A	6.4055	PDE11A	471.7976
PDE12	705.8824	PDE12	567.4257
PDE1A	12.8109	PDE1A	213.6995
PDE1B	59.7843	PDE1B	296.1543
removed	removed	PDE1C	88.7975
PDE2A	32.4544	PDE2A	2153.5831
PDE3A	1245.6496	PDE3A	183.9377
PDE3B	336.9275	PDE3B	3558.2422
PDE4A	316.003	PDE4A	705.013
PDE4B	2132.5931	PDE4B	562.0588
PDE4C	5.1244	PDE4C	6.8306
PDE4DIP	2416.9958	PDE4DIP	5158.5486
PDE4D	187.4197	PDE4D	337.5915
PDE5A	326.1364	PDE5A	1061.3349
PDE6B	49.1086	PDE6B	53.6688
PDE6D	168.6773	PDE6D	277.1262
PDE6G	5.1244	PDE6G	14.1491
PDE7A	1702.1458	PDE7A	332.2587
PDE7B	128.5364	PDE7B	427.3989
PDE8A	433.0095	PDE8A	929.9341
PDE8B	88.8225	PDE8B	733.799
PDE9A	433.8636	PDE9A	279.0778
PDF	154.9525	PDF	88.9341
PDGFA	138.7851	PDGFA	334.2103
PDGFB	245.9699	PDGFB	1336.3534
PDGFC	239.5644	PDGFC	1023.1227
PDGFD	73.8764	PDGFD	2397.5322
PDGFRA	567.8873	PDGFRA	3966.0032
PDGFRB	2181.2747	PDGFRB	6620.7798
PDGFRL	219.494	PDGFRL	1059.7151
PDHA1	1139.7459	PDHA1	2239.902
PDHB	1202.9465	PDHB	1640.802
PDHX	460.6897	PDHX	919.9469
PDIA3P	2735.134	PDIA3P	1812.0543
PDIA3	10217.03	PDIA3	7276.803
PDIA4	6305.1137	PDIA4	2333.1296
PDIA5	364.2575	PDIA5	482.5314
PDIA6	15010.6245	PDIA6	4272.8425
PDIK1L	504.3237	PDIK1L	285.4205
PDK1	596.9894	PDK1	454.7212
PDK2	579.4812	PDK2	1399.7802
PDK3	599.5516	PDK3	190.7682
PDK4	581.1893	PDK4	13887.537
PDLIM1	351.8736	PDLIM1	4023.6972
PDLIM2	334.3653	PDLIM2	625.4856
PDLIM3	1330.2018	PDLIM3	831.8666
PDLIM4	119.1417	PDLIM4	339.5772
PDLIM5	1935.7318	PDLIM5	3059.6102
PDLIM7	540.1943	PDLIM7	754.2908
PDP1	763.9586	PDP1	768.9277
PDP2	85.8332	PDP2	499.12
PDPK1	1377.1752	PDPK1	1554.0488
PDPN	237.4293	PDPN	778.1978
PDPR	1825.3614	PDPR	1245.8824
PDRG1	456.9232	PDRG1	263.4651
PDS5A	3238.6036	PDS5A	2569.7603
removed	removed	PDS5B	938.7163
PDSS1	285.4233	PDSS1	33.665
PDSS2	421.4797	PDSS2	497.6563
PDXDC1	4948.009	PDXDC1	2824.9311
PDXDC2	302.765	PDXDC2	121.9746
PDXK	5238.8171	PDXK	5421.0379
PDXP	185.7585	PDXP	177.595
PDZD11	354.8628	PDZD11	621.0945
removed	removed	PDZD2	7626.8261
removed	removed	PDZD4	81.9669
PDZD7	13.238	removed	removed
PDZD8	314.7219	PDZD8	638.6589
PDZK1IP1	1005.2311	PDZK1IP1	157.5911
PDZK1P1	8.5406	removed	removed
removed	removed	PDZK1	275.1746
PDZRN3	886.9435	PDZRN3	2356.5488
removed	removed	PDZRN4	70.7453
PEA15	3771.1113	PEA15	10852.8096
PEAR1	32.0273	PEAR1	1143.1457
PEBP1	5386.9969	PEBP1	8435.2736
removed	removed	PEBP4	5.8548
PECAM1	337.7816	PECAM1	5372.736
PECI	49.1086	PECI	1348.5411
PECR	79.8762	PECR	695.4356
PEF1	1586.4204	PEF1	1790.0988
PEG10	2285.0432	PEG10	12865.878
PEG3	48.2545	PEG3	492.3333
PELI1	1827.693	PELI1	956.7686
PELI2	28.6111	PELI2	336.6498
PELI3	129.3904	PELI3	189.3045
PELO	330.522	PELO	478.1403
PELP1	3019.1096	PELP1	818.6933
PEMT	492.3668	PEMT	2101.8658
removed	removed	PENK	115.6319
PEPD	1364.3643	PEPD	1914.025
PER1	860.4676	PER1	2125.285
PER2	439.415	PER2	772.8309
PER3	611.5085	PER3	1627.1408
PERP	16933.9169	PERP	2701.0049
PES1	1342.1586	PES1	749.8997
PET112L	484.2532	PET112L	544.4945
PEX10	538.9644	PEX10	402.438
PEX11A	56.3681	PEX11A	500.5836
PEX11B	1091.4914	PEX11B	609.385
PEX11G	68.752	PEX11G	50.2535
PEX12	229.3157	PEX12	293.7148
PEX13	1618.4477	PEX13	572.3047
PEX14	395.8578	PEX14	376.1696
PEX16	295.9325	PEX16	221.5058
PEX19	1354.7176	PEX19	5144.8875
PEX1	663.6063	PEX1	474.2371
PEX26	415.5012	PEX26	554.9111
PEX2	1507.8467	PEX2	1120.2145
PEX3	435.9987	PEX3	395.1976
removed	removed	PEX5L	8.7822
PEX5	2100.9928	PEX5	1223.161
PEX6	982.1715	PEX6	509.3658
PEX7	188.3207	PEX7	177.1071
PFAS	601.2597	PFAS	381.5365
PFDN1	678.5524	PFDN1	1369.0426
PFDN2	1433.9703	PFDN2	312.2549
PFDN4	488.5235	PFDN4	253.2192
PFDN5	2378.563	PFDN5	4142.7444
PFDN6	674.2821	PFDN6	183.9377
removed	removed	PFKFB1	543.0308
PFKFB2	707.5905	PFKFB2	366.8995
PFKFB3	3074.1966	PFKFB3	9360.8166
PFKFB4	163.1259	PFKFB4	77.5758
PFKL	4766.0937	PFKL	1850.5982
PFKM	1446.7813	PFKM	799.1774
PFKP	11547.7741	PFKP	515.2206
PFN1	11831.3227	PFN1	6692.9888
PFN2	2123.6255	PFN2	1277.8056
PFN4	14.5191	removed	removed
removed	removed	PGA3	21.4675
PGAM1	2989.6445	PGAM1	3089.372
PGAM2	46.1194	PGAM2	46.3503
PGAM4	71.7412	PGAM4	77.0879
PGAM5	499.6904	PGAM5	278.102
PGAP1	170.8124	PGAP1	384.9518
PGAP2	766.5208	PGAP2	415.2014
PGAP3	525.6752	PGAP3	551.3251
PGBD1	85.8332	PGBD1	161.9822
PGBD2	219.494	PGBD2	96.6039
PGBD3	355.2984	PGBD3	116.4857
PGBD4	54.2329	PGBD4	48.3019
PGBD5	826.3051	PGBD5	28.786
PGCP	1158.9623	PGCP	1662.7574
PGD	3913.3127	PGD	4589.1713
PGF	138.3581	PGF	136.1236
PGGT1B	336.0734	PGGT1B	385.9275
PGK1	7863.3501	PGK1	6150.4459
PGLS	2063.8411	PGLS	744.5328
PGM1	2559.6242	PGM1	4676.5051
PGM2L1	430.0203	PGM2L1	271.2715
PGM2	799.8292	PGM2	547.4219
PGM3	762.5238	PGM3	442.5823
removed	removed	PGM5P2	5.8548
PGM5	13.238	PGM5	1140.7062
PGPEP1	435.1447	PGPEP1	731.8474
PGP	283.1216	PGP	245.9007
PGRMC1	4676.8442	PGRMC1	3084.493
PGRMC2	1886.1962	PGRMC2	3299.1683
PGR	16.2272	PGR	2257.5054
PGS1	512.4373	PGS1	368.8511
PHACTR1	13.238	PHACTR1	20.36
PHACTR2	651.6494	PHACTR2	1782.2925
PHACTR4	1720.0811	PHACTR4	946.5227
PHAX	373.2252	PHAX	594.748
PHB2	4320.7003	PHB2	2343.8634
PHB	2738.1232	PHB	2041.3665
PHC1	918.3132	PHC1	403.9847
PHC2	2086.9008	PHC2	2143.3372
PHC3	1065.8695	PHC3	1512.9726
PHF10	1471.0836	PHF10	1813.2935
PHF11	668.3036	PHF11	663.0538
PHF12	997.5446	PHF12	912.3698
PHF13	896.7652	PHF13	610.3608
PHF14	1409.2025	PHF14	732.3353
PHF15	501.3345	PHF15	883.0959
PHF16	603.8219	PHF16	332.2587
PHF17	1004.8041	PHF17	1290.0031
PHF19	669.1577	PHF19	533.2728
PHF1	1030.853	PHF1	709.4041
PHF20L1	1800.79	PHF20L1	996.2883
PHF20	1387.851	PHF20	1199.254
PHF21A	806.2347	PHF21A	878.7048
PHF23	936.4791	PHF23	522.5391
PHF2	1144.8703	PHF2	1305.1279
PHF3	1833.2444	PHF3	2150.1678
PHF5A	395.8578	PHF5A	385.4397
PHF6	547.0268	PHF6	570.3531
PHF7	76.4386	PHF7	81.479
PHF8	705.4553	PHF8	716.7226
PHGDH	4882.6732	PHGDH	2539.0227
PHIP	1689.2281	PHIP	1452.7269
PHKA1	557.7026	PHKA1	281.5173
PHKA2	370.9235	PHKA2	1093.5996
PHKB	1562.5067	PHKB	2880.0636
PHKG1	26.903	PHKG1	54.6446
PHKG2	660.6171	PHKG2	285.4205
PHLDA1	531.2266	PHLDA1	1192.9113
PHLDA2	69.6061	PHLDA2	40.4956
PHLDA3	506.4588	PHLDA3	1323.1802
PHLDB1	893.349	PHLDB1	7058.4246
PHLDB2	296.3596	PHLDB2	2782.9719
PHLDB3	124.266	PHLDB3	25.8586
PHLPP1	1986.9756	PHLPP1	541.0792
PHLPP2	254.2799	PHLPP2	431.0289
PHOSPHO1	100.3523	PHOSPHO1	15.1248
PHOSPHO2	19.9466	PHOSPHO2	56.8889
PHPT1	750.2936	PHPT1	757.706
PHRF1	939.4683	PHRF1	511.3174
PHTF1	234.8671	PHTF1	237.6065
PHTF2	815.6293	PHTF2	459.6002
PHYHD1	5.9784	PHYHD1	539.6155
removed	removed	PHYHIPL	9.8555
PHYHIP	15.3731	PHYHIP	182.9619
PHYH	3528.5577	PHYH	1249.9954
PI15	38.0058	PI15	2820.0521
PI16	145.1906	PI16	6184.5988
PI3	376.6414	PI3	116.1198
PI4K2A	539.0968	PI4K2A	1212.4273
PI4K2B	986.4418	PI4K2B	350.7989
PI4KAP1	355.2898	PI4KAP1	255.1708
PI4KAP2	52.0978	PI4KAP2	153.688
PI4KA	1580.869	PI4KA	1862.7957
PI4KB	2651.4359	PI4KB	2049.1728
PIAS1	289.9541	PIAS1	464.9671
PIAS2	627.3086	PIAS2	298.5938
PIAS3	1068.8588	PIAS3	823.0844
PIAS4	392.0145	PIAS4	221.5058
PIBF1	476.5667	PIBF1	403.004
PICALM	8858.7595	PICALM	7183.8145
PICK1	294.2244	PICK1	172.716
PID1	268.6025	PID1	784.0526
PIF1	83.6981	PIF1	10.2459
PIGA	196.0073	PIGA	138.5631
PIGB	161.2597	PIGB	358.898
PIGC	1223.871	PIGC	510.8295
PIGF	265.9208	PIGF	315.0359
PIGG	460.8348	PIGG	744.4889
PIGH	127.6951	PIGH	260.4011
PIGK	512.8643	PIGK	1095.3317
PIGL	120.8498	PIGL	59.5236
PIGM	658.4819	PIGM	416.1772
PIGN	1434.8244	PIGN	616.2155
PIGO	3211.2736	PIGO	606.9455
PIGP	535.924	PIGP	481.5556
PIGQ	1224.9343	PIGQ	538.9715
removed	removed	PIGR	286.8842
PIGS	1276.8229	PIGS	2130.6518
PIGT	4073.0223	PIGT	4146.6476
PIGU	879.257	PIGU	389.3428
PIGV	585.0326	PIGV	564.4983
PIGW	380.4847	PIGW	132.7083
PIGX	369.3819	PIGX	541.0792
PIGY	1575.3176	PIGY	1531.0248
PIGZ	42.2761	PIGZ	342.0167
PIH1D1	903.1707	PIH1D1	558.6435
PIH1D2	23.0597	PIH1D2	23.907
PIK3AP1	393.7226	PIK3AP1	629.3888
PIK3C2A	839.9701	PIK3C2A	2408.7539
PIK3C2B	713.5689	PIK3C2B	1827.1791
PIK3C2G	123.839	PIK3C2G	162.958
PIK3C3	1035.5503	PIK3C3	653.7837
PIK3CA	781.8939	PIK3CA	1136.803
PIK3CB	1335.3261	PIK3CB	1052.8845
PIK3CD	722.5366	PIK3CD	493.7531
PIK3CG	35.8706	PIK3CG	172.2281
PIK3IP1	434.2906	PIK3IP1	1878.8963
PIK3R1	2193.2316	PIK3R1	10059.487
PIK3R2	1866.271	PIK3R2	867.3222
PIK3R3	2453.7205	PIK3R3	2239.4532
PIK3R4	1034.2692	PIK3R4	1087.0374
PIK3R5	86.2603	PIK3R5	265.9046
PIK3R6	17.9353	PIK3R6	26.8344
PIKFYVE	627.3086	PIKFYVE	1352.4541
PILRA	108.4659	PILRA	155.6396
PILRB	808.3655	PILRB	513.7325
PIM1	1923.3479	PIM1	685.4971
PIM2	196.8613	PIM2	221.0179
PIM3	1290.0609	PIM3	857.2373
PIN1	1451.4786	PIN1	296.1543
PIN4	173.8016	PIN4	217.6026
PINK1	918.5438	PINK1	2699.5413
PINX1	38.6933	PINX1	53.8152
PION	391.5875	PION	274.1988
PIP4K2A	229.7427	PIP4K2A	902.1239
PIP4K2B	1734.1732	PIP4K2B	2651.2393
PIP4K2C	1343.8668	PIP4K2C	681.106
PIP5K1A	1885.7692	PIP5K1A	959.6959
removed	removed	PIP5K1B	105.386
PIP5K1C	1052.2045	PIP5K1C	1353.9178
PIP5KL1	40.995	PIP5KL1	7.3185
PIPOX	14.5191	PIPOX	14.1491
PIPSL	298.4947	PIPSL	106.8497
removed	removed	PIP	1332.4502
PIR	108.0389	PIR	474.2371
PISD	335.2194	PISD	1966.718
PITPNA	2263.6917	PITPNA	2117.9665
PITPNB	1035.1233	PITPNB	1322.6923
PITPNC1	308.3164	PITPNC1	328.3556
PITPNM1	376.6414	PITPNM1	297.1301
PITPNM2	325.8247	PITPNM2	397.6371
PITPNM3	983.4525	PITPNM3	176.1313
PITRM1	3949.273	PITRM1	1729.0481
removed	removed	PITX2	13.1733
removed	removed	PIWIL2	39.5198
PIWIL4	30.6779	PIWIL4	66.8518
PJA1	320.2733	PJA1	1202.1814
PJA2	2138.5716	PJA2	4850.1969
removed	removed	PKD1L1	132.2204
PKD1L2	19.2164	PKD1L2	152.2243
PKD1	1264.439	PKD1	1937.4441
PKD2	373.6522	PKD2	1555.9077
PKDCC	41.422	PKDCC	1378.3127
removed	removed	PKHD1L1	118.5593
PKIA	5.5514	PKIA	76.1121
PKIB	72.1683	PKIB	95.1402
PKIG	776.3425	PKIG	873.8258
PKM2	21355.3966	PKM2	9575.004
PKMYT1	555.7425	PKMYT1	6.4988
PKN1	12805.8076	PKN1	1501.263
PKN2	1197.3951	PKN2	1572.9841
PKN3	122.5579	PKN3	391.2944
PKNOX1	344.6141	PKNOX1	443.0116
removed	removed	PKNOX2	67.8179
PKP1	39.2869	PKP1	1013.3648
PKP2	801.5373	PKP2	233.2154
PKP3	1337.0343	PKP3	171.2523
PKP4	1636.8101	PKP4	2642.4572
