gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
TTC23	3173.734	TTC23	531.0591
TTC25	13.5858	TTC25	6.11
TTC26	355.7019	TTC26	61.0998
TTC27	516.6735	TTC27	336.558
TTC28	675.9407	TTC28	1897.8971
TTC30A	322.3549	TTC30A	269.8574
TTC30B	310.4158	TTC30B	173.1161
TTC31	872.3755	TTC31	508.6558
TTC32	20.5846	TTC32	25.9674
TTC33	190.2017	TTC33	483.1976
TTC35	3138.7402	TTC35	999.4908
TTC36	27.5834	removed	removed
TTC37	2452.8613	TTC37	3013.7475
TTC38	544.2569	TTC38	769.8574
TTC39A	3173.734	TTC39A	39.7149
TTC39B	93.8658	TTC39B	85.0305
TTC39C	1341.2927	TTC39C	779.5316
TTC3	6729.1066	TTC3	12102.3422
TTC4	617.5381	TTC4	593.1772
TTC5	181.9679	TTC5	150.2037
TTC7A	269.5224	TTC7A	831.4664
TTC7B	525.7308	TTC7B	1281.5682
TTC8	974.8868	TTC8	255.0916
TTC9C	261.0128	TTC9C	220.4684
TTC9	2097.571	TTC9	64.664
TTF1	222.7254	TTF1	361.5071
TTF2	356.937	TTF2	336.0489
TTK	91.8073	TTK	8.1466
removed	removed	TTLL10	23.4216
TTLL11	37.464	TTLL11	73.3198
TTLL12	1715.1091	TTLL12	591.1405
TTLL13	15.1338	removed	removed
TTLL1	345.4096	TTLL1	136.9654
TTLL2	24.2898	removed	removed
TTLL3	728.1186	TTLL3	535.1222
TTLL4	355.2902	TTLL4	158.3503
TTLL5	595.3067	TTLL5	425.6619
TTLL6	7.8221	removed	removed
TTLL7	53.52	TTLL7	277.4949
TTLL9	9.0572	removed	removed
TTL	717.9909	TTL	827.9022
TTN	165.8419	TTN	350.1527
TTPAL	764.9238	TTPAL	505.6008
removed	removed	TTPA	55.499
TTYH1	86.0436	TTYH1	73.3198
TTYH2	94.0634	TTYH2	261.2322
TTYH3	1326.8835	TTYH3	742.3625
TUBA1A	2594.3475	TUBA1A	5452.6477
TUBA1B	8916.6324	TUBA1B	9839.6996
TUBA1C	2567.7233	TUBA1C	1240.835
TUBA3D	12.3508	removed	removed
TUBA3E	9.0572	removed	removed
TUBA4A	290.2429	TUBA4A	268.8391
TUBA8	90.9428	TUBA8	310.0815
TUBB1	43.6394	TUBB1	58.0448
TUBB2A	632.7707	TUBB2A	2588.5947
TUBB2B	11.2433	TUBB2B	133.9104
TUBB2C	3589.543	TUBB2C	3458.7576
TUBB3	591.1898	TUBB3	109.9796
TUBB4	23.0548	TUBB4	70.7739
TUBB6	958.1145	TUBB6	5327.2403
TUBB8	17.2911	removed	removed
TUBBP5	58.4603	removed	removed
TUBB	11871.5521	TUBB	13804.4807
TUBD1	111.1569	TUBD1	168.0244
TUBE1	151.9144	TUBE1	230.1426
TUBG1	1405.9284	TUBG1	574.8473
TUBG2	515.0268	TUBG2	455.1935
TUBGCP2	1796.3524	TUBGCP2	1287.3574
TUBGCP3	659.9424	TUBGCP3	616.5988
TUBGCP4	230.1359	TUBGCP4	329.9389
TUBGCP5	284.8909	TUBGCP5	484.7251
TUBGCP6	1228.9008	TUBGCP6	677.1894
TUB	574.3104	TUB	352.8513
TUFM	3656.6488	TUFM	2862.5255
TUFT1	522.8489	TUFT1	242.8717
TUG1	5653.3553	TUG1	4070.7739
TULP3	673.9399	TULP3	773.9308
TULP4	1757.9251	TULP4	1716.3951
TUSC1	233.4294	TUSC1	316.1914
TUSC2	554.9609	TUSC2	552.9532
TUSC3	272.9518	TUSC3	408.3503
TUSC5	293.1247	TUSC5	21450.611
TUT1	511.7332	TUT1	447.556
TWF1	2176.2042	TWF1	1454.6843
TWF2	519.0325	TWF2	1059.058
TWIST1	97.571	TWIST1	522.9124
TWIST2	12.3508	TWIST2	362.5255
TWISTNB	637.2993	TWISTNB	413.9511
TWSG1	1309.1807	TWSG1	899.1853
TXK	10.2923	TXK	8.6558
TXLNA	1867.0235	TXLNA	1457.7393
TXLNB	184.0263	TXLNB	84.0122
TXLNG	466.0354	TXLNG	418.5336
TXN2	1344.9979	TXN2	1682.7902
TXNDC11	1056.8135	TXNDC11	973.0143
TXNDC12	1371.7579	TXNDC12	1271.3849
TXNDC15	1187.3199	TXNDC15	1226.5784
TXNDC16	505.1462	TXNDC16	382.3829
TXNDC17	280.9634	TXNDC17	314.5723
TXNDC5	4422.7295	TXNDC5	7027.5305
TXNDC6	7.8221	TXNDC6	7.1283
TXNDC9	357.7604	TXNDC9	339.1039
TXNIP	7682.9971	TXNIP	83101.833
TXNL1	1987.6492	TXNL1	1182.2811
TXNL4A	826.266	TXNL4A	863.5438
TXNL4B	233.4294	TXNL4B	110.998
TXNRD1	1642.6513	TXNRD1	2350.8147
TXNRD2	191.8485	TXNRD2	217.4134
TXNRD3IT1	312.886	TXNRD3IT1	253.5642
TXN	1984.7674	TXN	1415.4786
TYK2	1372.1696	TYK2	844.1955
TYMP	547.5504	TYMP	713.3401
TYMS	286.9988	TYMS	62.9684
TYRO3	167.9704	TYRO3	2819.7556
TYROBP	235.0762	TYROBP	1280.5499
removed	removed	TYRP1	8.1466
TYSND1	729.5183	TYSND1	586.558
TYW1B	388.2256	TYW1B	145.112
TYW1	1307.1223	TYW1	523.4216
TYW3	679.0078	TYW3	707.1029
U2AF1L4	107.3487	U2AF1L4	84.5214
U2AF1	880.6093	U2AF1	1168.5336
U2AF2	3314.9444	U2AF2	1414.9695
UACA	3992.5895	UACA	3834.5214
UAP1L1	382.4619	UAP1L1	273.9308
UAP1	1103.7464	UAP1	2358.9613
UBA1	8282.8324	UBA1	6873.7271
UBA2	2547.5504	UBA2	4468.9409
UBA3	1300.1235	UBA3	928.2077
UBA52	4368.4644	UBA52	8584.0122
UBA5	654.2116	UBA5	782.5866
UBA6	1174.1457	UBA6	670.5703
UBA7	284.0675	UBA7	667.0061
UBAC1	358.1721	UBAC1	822.3014
UBAC2	1553.0383	UBAC2	1047.0418
UBAP1	1350.7616	UBAP1	2072.8106
UBAP2L	4331.0004	UBAP2L	2504.5825
UBAP2	1761.2186	UBAP2	791.7515
UBASH3A	5.7637	UBASH3A	6.11
UBASH3B	118.1556	UBASH3B	95.2138
UBB	19950.1853	UBB	12970.4684
UBC	34294.7715	UBC	61232.1792
UBD	18.1145	UBD	57.5356
UBE2A	1580.8975	UBE2A	1627.2912
UBE2B	1561.1363	UBE2B	966.3951
UBE2CBP	65.0473	UBE2CBP	43.7882
UBE2C	118.1556	UBE2C	11.7108
UBE2D1	268.0115	UBE2D1	219.4501
UBE2D2	1466.0354	UBE2D2	1342.1589
UBE2D3	4981.4739	UBE2D3	4779.5316
UBE2D4	492.9889	UBE2D4	769.333
UBE2E1	1160.5599	UBE2E1	1077.3931
UBE2E2	474.2692	UBE2E2	810.0815
UBE2E3	695.3479	UBE2E3	1340.1222
UBE2F	1426.1013	UBE2F	620.6721
UBE2G1	1001.2351	UBE2G1	1100.8147
UBE2G2	2300.5352	UBE2G2	2336.0489
UBE2H	4425.6896	UBE2H	2521.8941
UBE2I	2051.0498	UBE2I	1545.8248
UBE2J1	2219.0202	UBE2J1	1447.0468
UBE2J2	1019.3495	UBE2J2	728.1059
UBE2K	2437.217	UBE2K	1711.3035
UBE2L3	2448.3326	UBE2L3	2728.1059
UBE2L6	650.0618	UBE2L6	940.4277
UBE2MP1	74.1046	UBE2MP1	84.5214
UBE2M	763.6888	UBE2M	679.7352
UBE2NL	5.7637	UBE2NL	15.7841
UBE2N	2194.3186	UBE2N	1421.5886
UBE2O	790.8604	UBE2O	488.7984
UBE2Q1	1746.3977	UBE2Q1	1750.5092
UBE2Q2P1	41.1692	UBE2Q2P1	43.279
UBE2Q2	4131.7415	UBE2Q2	1130.3462
UBE2QL1	83.5735	UBE2QL1	67.7189
UBE2R2	2104.1581	UBE2R2	2173.6253
UBE2S	159.3248	UBE2S	49.8982
UBE2T	148.2091	UBE2T	19.3483
UBE2V1	14622.3837	UBE2V1	3323.0652
UBE2V2	2312.0626	UBE2V2	884.9287
UBE2W	1611.3627	UBE2W	580.9572
UBE2Z	3958.4191	UBE2Z	1894.0937
UBE3A	1801.9761	UBE3A	1868.6354
UBE3B	1998.7649	UBE3B	1447.556
UBE3C	5168.3821	UBE3C	2909.8778
UBE4A	2365.5825	UBE4A	2473.5234
UBE4B	2060.107	UBE4B	1971.4868
UBFD1	2424.4545	UBFD1	1227.0876
UBIAD1	799.0943	UBIAD1	415.4786
UBL3	1179.086	UBL3	1946.0285
UBL4A	463.5653	UBL4A	820.7739
UBL5	1522.8489	UBL5	1521.3849
UBL7	1222.7254	UBL7	672.6069
UBLCP1	536.8464	UBLCP1	540.7332
UBN1	2187.7316	UBN1	1521.8941
UBN2	2321.9432	UBN2	530.0407
UBOX5	464.191	UBOX5	322.3014
UBP1	2428.9831	UBP1	1258.1466
UBQLN1	2344.1746	UBQLN1	3711.3035
UBQLN2	875.669	UBQLN2	1098.2688
UBQLN4	3311.2392	UBQLN4	894.6029
removed	removed	UBQLNL	8.6558
UBR1	464.8003	UBR1	1340.6314
UBR2	1331.4121	UBR2	1281.5682
UBR3	2129.683	UBR3	2314.664
UBR4	5619.5965	UBR4	5118.1263
removed	removed	UBR5	3720.4684
UBR7	1528.6126	UBR7	958.7576
UBTD1	259.366	UBTD1	233.7067
UBTD2	919.72	UBTD2	743.89
UBTF	4168.7937	UBTF	2335.0305
UBXN10	361.8773	UBXN10	27.4949
UBXN11	261.8361	UBXN11	208.7576
UBXN1	1038.6991	UBXN1	1723.5234
UBXN2A	221.902	UBXN2A	408.8595
UBXN2B	1487.4434	UBXN2B	485.2342
UBXN4	4453.6846	UBXN4	2775.4582
UBXN6	1280.774	UBXN6	1914.4603
UBXN7	366.4059	UBXN7	553.9715
UBXN8	93.8658	UBXN8	258.6558
UCHL1	296.0066	UCHL1	2010.1833
UCHL3	443.3923	UCHL3	478.6151
UCHL5	342.8242	UCHL5	421.1202
UCK1	373.4047	UCK1	872.7088
UCK2	248.662	UCK2	123.2179
UCKL1AS	188.5632	UCKL1AS	10.1629
UCKL1	3573.1	UCKL1	324.2821
UCN2	6.9988	removed	removed
UCP2	1467.6822	UCP2	2217.9226
UCP3	6.1754	UCP3	10.6925
UEVLD	443.3923	UEVLD	384.4196
UFC1	1846.4389	UFC1	1896.1303
UFD1L	1170.4323	UFD1L	923.6253
UFM1	2099.2178	UFM1	1831.4664
UFSP1	22.6431	UFSP1	16.8024
UFSP2	666.3977	UFSP2	1197.9481
UGCG	295.5949	UGCG	261.7108
UGDH	825.8543	UGDH	1171.5886
UGGT1	2544.2569	UGGT1	2076.3747
UGGT2	687.114	UGGT2	412.9328
UGP2	2118.979	UGP2	13000
UGT1A6	126.4759	UGT1A6	57.9022
UGT1A7	65.6072	UGT1A7	27.7495
UGT1A8	12.9436	removed	removed
removed	removed	UGT2B4	17.3116
UGT8	7.8221	UGT8	5.6008
UHMK1	563.6064	UHMK1	950.1018
UHRF1BP1L	683.8205	UHRF1BP1L	972.5051
UHRF1BP1	953.0671	UHRF1BP1	918.5336
UHRF1	151.091	UHRF1	10.6925
UHRF2	408.8102	UHRF2	616.5988
UIMC1	244.9568	UIMC1	366.0896
ULBP1	13.5858	removed	removed
ULBP2	23.4664	removed	removed
ULBP3	11.1157	ULBP3	13.2383
ULK1	2600.6587	ULK1	1118.6354
ULK2	1980.2388	ULK2	1105.9063
ULK3	1638.1227	ULK3	332.9939
ULK4	113.627	ULK4	61.609
UMPS	689.9959	UMPS	522.9124
UNC119B	1179.4977	UNC119B	1207.7393
UNC119	652.1202	UNC119	524.4399
UNC13A	32.112	UNC13A	6.6191
UNC13B	897.9004	UNC13B	2347.2505
removed	removed	UNC13C	13.2383
UNC13D	81.515	UNC13D	93.6864
UNC45A	3253.6023	UNC45A	1593.6864
UNC50	549.6089	UNC50	686.8635
UNC5A	67.1058	removed	removed
UNC5B	1318.238	UNC5B	160.8961
UNC5CL	65.1379	UNC5CL	10.7332
UNC5C	11.9391	UNC5C	26.9857
UNC5D	12.3508	removed	removed
UNC93B1	920.1317	UNC93B1	376.2729
UNG	1178.2627	UNG	913.442
UNKL	403.8699	UNKL	561.609
UNK	310.8275	UNK	423.1161
removed	removed	UPB1	5.0916
UPF0639	94.2775	removed	removed
UPF1	4687.114	UPF1	2235.2342
UPF2	1543.8452	UPF2	1175.6619
UPF3A	790.4487	UPF3A	885.947
UPF3B	275.422	UPF3B	242.8717
UPK1B	104.5698	UPK1B	29.0224
UPK2	29.2301	removed	removed
UPK3BL	173.1824	UPK3BL	174.8473
UPK3B	20.9963	UPK3B	7.6375
UPP1	111.9802	UPP1	213.3401
UPP2	6.5871	removed	removed
UPRT	315.3561	UPRT	198.5743
UQCC	1130.9181	UQCC	930.2444
UQCR10	1015.2326	UQCR10	1203.666
UQCR11	863.7299	UQCR11	1218.4318
UQCRB	4636.4759	UQCRB	3100.8147
UQCRC1	2947.3034	UQCRC1	2101.833
UQCRC2	3816.797	UQCRC2	5425.1527
UQCRFS1	1183.6147	UQCRFS1	2087.5764
UQCRHL	331.8238	UQCRHL	469.4501
UQCRH	1161.3833	UQCRH	1414.9695
UQCRQ	836.5583	UQCRQ	1477.0876
URB1	1162.8036	URB1	1012.6782
URB2	466.4471	URB2	259.165
URGCP	1470.1523	URGCP	922.6069
URM1	557.431	URM1	890.5295
UROD	721.6962	UROD	1987.78
UROS	554.1375	UROS	651.7312
USE1	238.3697	USE1	358.4521
USF1	638.9461	USF1	806.0081
USF2	2701.935	USF2	2724.5418
USHBP1	36.6406	USHBP1	214.8676
USMG5	768.6291	USMG5	933.2994
USO1	3018.1145	USO1	2942.4644
USP10	2219.4319	USP10	1026.4766
USP11	887.6081	USP11	1173.1161
USP12	450.8028	USP12	598.778
USP13	1064.224	USP13	998.9817
USP14	1953.4788	USP14	1982.6884
USP15	969.5348	USP15	995.9267
USP16	1863.7299	USP16	1568.2281
USP18	261.0128	USP18	603.8697
USP19	1733.2235	USP19	1709.776
USP1	1244.5451	USP1	786.6599
USP20	389.8724	USP20	427.1894
USP21	480.0329	USP21	293.279
USP22	4550.4323	USP22	4025.9674
USP24	1880.6093	USP24	2986.2525
USP25	1220.2552	USP25	1968.9409
USP27X	165.5002	USP27X	99.2872
USP28	803.2112	USP28	343.6864
USP2	52.6966	USP2	40.224
USP30	643.4747	USP30	741.8534
USP31	491.972	USP31	526.4766
USP32	1355.7019	USP32	1095.723
USP33	1571.4286	USP33	2811.0998
USP34	3355.7019	USP34	4434.8269
USP35	238.7814	USP35	156.8228
USP36	1184.8497	USP36	940.9369
USP37	778.5097	USP37	318.7373
USP38	1032.9354	USP38	693.9919
USP39	1451.2145	USP39	946.5377
USP3	2303.063	USP3	491.8483
USP40	1337.1758	USP40	884.9287
USP42	775.2161	USP42	276.9857
USP43	76.163	removed	removed
removed	removed	USP44	16.8024
USP45	252.3672	USP45	119.1446
USP46	803.6229	USP46	435.336
USP47	3068.7526	USP47	2684.8269
USP48	1728.2832	USP48	1558.0448
USP49	19.7612	USP49	15.7841
USP4	1913.133	USP4	1996.945
USP51	53.9317	USP51	57.0265
USP53	1191.8485	USP53	2191.446
USP54	438.452	USP54	375.7637
USP5	2275.8337	USP5	1781.5682
USP6NL	472.6225	USP6NL	625.7637
USP6	81.515	USP6	38.1874
USP7	5089.7489	USP7	3061.609
USP8	1028.7238	USP8	1668.9664
USP9X	6638.5344	USP9X	6830.9572
USPL1	517.9086	USPL1	557.0265
UST	520.3788	UST	719.4501
UTP11L	617.1264	UTP11L	442.9735
UTP14A	596.9535	UTP14A	390.0204
UTP14C	1498.9708	UTP14C	1473.0143
UTP15	439.6871	UTP15	262.7291
UTP18	411.2804	UTP18	312.6273
UTP20	997.9415	UTP20	839.1039
UTP23	1495.2655	UTP23	485.7434
UTP3	713.874	UTP3	755.6008
UTP6	790.8604	UTP6	700.611
UTRN	2182.3796	UTRN	10179.7352
removed	removed	UTS2D	10.6925
UVRAG	756.69	UVRAG	1922.6069
UXS1	875.669	UXS1	565.6823
UXT	506.5541	UXT	699.5468
VAC14	1132.5648	VAC14	940.4277
VAMP1	84.3886	VAMP1	111.4308
VAMP2	1533.1412	VAMP2	2987.78
VAMP3	2130.9181	VAMP3	5283.6049
VAMP4	406.7517	VAMP4	551.4257
VAMP5	159.7365	VAMP5	585.0305
VAMP7	822.149	VAMP7	1278.5132
VAMP8	2595.7184	VAMP8	592.1589
VANGL1	1315.7678	VANGL1	594.7047
VANGL2	53.52	VANGL2	72.8106
VAPA	4040.7575	VAPA	3028.5132
VAPB	6443.804	VAPB	1539.2057
VARS2	936.7929	VARS2	454.6843
VARS	1263.0712	VARS	821.7923
VASH1	1094.7962	VASH1	885.5346
VASH2	31.7003	VASH2	65.1731
VASN	386.5788	VASN	528.0041
VASP	1336.7641	VASP	777.4949
VAT1L	6.5871	VAT1L	20.8758
VAT1	2536.4347	VAT1	9544.2974
VAV1	37.464	VAV1	241.3442
VAV2	1934.541	VAV2	263.2383
VAV3	2879.7859	VAV3	100.8147
VAX2	42.4043	removed	removed
VBP1	1075.3396	VBP1	822.3014
VCAM1	716.3442	VCAM1	850.3055
VCAN	11563.1947	VCAN	5295.3157
VCL	3553.7258	VCL	7749.4908
VCPIP1	1275.8337	VCPIP1	726.5784
VCP	8841.9103	VCP	8769.3483
VDAC1	6113.2153	VDAC1	3496.945
VDAC2	1445.4508	VDAC2	1649.1853
VDAC3	1069.9876	VDAC3	1724.5418
VDR	539.7283	VDR	98.2688
VEGFA	3478.7979	VEGFA	1979.1242
VEGFB	1115.2738	VEGFB	6650.7128
VEGFC	118.979	VEGFC	201.6293
removed	removed	VENTX	47.8615
VEPH1	16.4677	removed	removed
VEZF1	917.2499	VEZF1	1395.6212
VEZT	1370.9345	VEZT	1266.8024
VGF	6.1754	removed	removed
VGLL3	224.3722	VGLL3	1870.6721
VGLL4	1667.3611	VGLL4	1296.8381
VHL	883.9028	VHL	473.0143
VILL	226.4306	VILL	132.8921
VIM	14019.2013	VIM	132538.6558
VIPAR	720.8728	VIPAR	682.7902
VIPR1	452.4496	VIPR1	453.666
VIPR2	51.1898	VIPR2	21.334
removed	removed	VIP	12.22
VIT	32.5237	VIT	1036.1507
VKORC1L1	2149.8559	VKORC1L1	11893.0754
VKORC1	718.1721	VKORC1	1444.501
VLDLR	89.7489	VLDLR	5810.5906
VMA21	972.0049	VMA21	837.5764
VMAC	191.8485	VMAC	91.1405
removed	removed	VMO1	13.2383
VN1R1	25.1132	removed	removed
VNN1	10.2923	VNN1	98.778
VNN2	11.1157	VNN2	121.1813
removed	removed	VNN3	18.3299
VOPP1	571.8403	VOPP1	1206.721
VPRBP	1828.7896	VPRBP	1084.2057
VPS11	1454.9197	VPS11	1574.8473
VPS13A	697.818	VPS13A	855.9063
VPS13B	2482.5031	VPS13B	1525.4582
VPS13C	22909.0161	VPS13C	2542.2607
VPS13D	3231.3709	VPS13D	3555.499
VPS16	984.3557	VPS16	645.112
VPS18	441.3339	VPS18	762.7291
VPS24	3320.7081	VPS24	5972.5153
VPS25	1194.7303	VPS25	621.1813
VPS26A	1955.1256	VPS26A	1796.334
VPS26B	1741.0457	VPS26B	1593.6864
VPS28	4768.2174	VPS28	997.4542
VPS29	1312.886	VPS29	1598.778
VPS33A	787.7974	VPS33A	594.9695
VPS33B	541.3751	VPS33B	294.8065
VPS35	4913.133	VPS35	3254.5825
VPS36	2042.816	VPS36	1291.2424
VPS37A	675.0021	VPS37A	873.7678
VPS37B	438.452	VPS37B	569.2464
VPS37C	934.541	VPS37C	515.7841
VPS37D	94.2775	VPS37D	15.2749
VPS39	1322.3549	VPS39	3053.9715
VPS41	2340.4693	VPS41	1613.5438
VPS45	747.2211	VPS45	1144.6029
VPS4A	1747.6328	VPS4A	2664.9695
VPS4B	2010.2923	VPS4B	1637.9837
VPS52	1696.1713	VPS52	1360.998
VPS53	1514.2034	VPS53	1153.2587
VPS54	1051.0498	VPS54	820.7739
VPS72	712.2273	VPS72	696.0285
VPS8	1220.6669	VPS8	971.9959
VRK1	263.4829	VRK1	187.3727
VRK2	572.3549	VRK2	502.0672
VRK3	558.2544	VRK3	475.5601
VSIG10L	40.3458	VSIG10L	59.0631
VSIG10	736.9288	VSIG10	775.4582
VSIG1	6.9988	removed	removed
VSIG2	93.8658	VSIG2	5.6008
VSIG4	179.086	VSIG4	1422.0978
VSNL1	35.8172	VSNL1	12.22
VSTM2L	86.0436	VSTM2L	5.6008
VTA1	1321.9432	VTA1	867.1079
VTCN1	292.3014	VTCN1	96.7413
VTI1A	348.2503	VTI1A	578.8187
VTI1B	1103.2977	VTI1B	3712.3931
VTN	6.1754	removed	removed
VWA1	761.2186	VWA1	731.6701
VWA2	30.8769	VWA2	23.9308
VWA5A	409.2219	VWA5A	1077.3931
VWA5B2	72.4578	removed	removed
removed	removed	VWCE	18.3299
VWDE	11.9391	removed	removed
VWF	3186.9082	VWF	25237.78
WAC	3396.4594	WAC	3983.1976
WAPAL	3149.0325	WAPAL	1429.7352
WARS2	286.126	WARS2	322.3014
WARS	2052.2849	WARS	3036.6599
WASF1	154.7962	WASF1	121.6904
WASF2	5020.5846	WASF2	8667.5153
WASF3	426.9247	WASF3	2842.668
WASH2P	326.4718	WASH2P	186.8635
WASH3P	296.83	WASH3P	231.1609
WASH5P	129.683	WASH5P	137.9837
WASH7P	1078.2215	WASH7P	614.5621
WASL	2602.3055	WASL	1382.8921
WAS	34.9938	WAS	173.6253
WBP11P1	12.7625	WBP11P1	12.22
WBP11	2478.7979	WBP11	2039.7149
WBP1	1290.8646	WBP1	1222.0876
WBP2NL	38.2874	removed	removed
WBP2	1125.5661	WBP2	2850.8147
WBP4	478.7979	WBP4	782.5866
WBP5	324.4133	WBP5	831.4664
WBSCR16	1337.9992	WBSCR16	1233.1976
WBSCR17	16.4677	WBSCR17	48.8798
WBSCR22	1854.7674	WBSCR22	740.835
WBSCR26	16.4677	WBSCR26	5.6008
WBSCR27	118.1556	WBSCR27	24.4399
WDFY1	2082.3384	WDFY1	1211.8126
WDFY2	95.5126	WDFY2	235.2342
WDFY3	2467.6822	WDFY3	1963.3401
WDFY4	55.1667	WDFY4	178.7169
WDHD1	223.1371	WDHD1	85.5397
WDR11	971.1816	WDR11	1362.5255
WDR12	486.62	WDR12	319.7556
removed	removed	WDR13	1373.2179
WDR17	22.2314	WDR17	15.7841
WDR18	517.0852	WDR18	300.9165
WDR19	675.5867	WDR19	695.5193
WDR1	5514.2034	WDR1	3714.3585
WDR20	757.9251	WDR20	662.4236
WDR24	331.4121	WDR24	200.611
WDR25	283.6558	WDR25	153.2587
WDR26	3373.4047	WDR26	3473.0143
WDR27	142.8571	WDR27	79.4297
WDR31	53.52	WDR31	83.5031
WDR33	1245.7802	WDR33	1607.4338
WDR34	980.2388	WDR34	217.4134
WDR35	787.1552	WDR35	483.7067
WDR36	1044.4627	WDR36	757.1283
WDR37	634.0058	WDR37	616.0896
WDR3	1109.5101	WDR3	881.3646
WDR41	781.3915	WDR41	906.3136
WDR43	1196.3771	WDR43	770.3666
WDR44	520.3788	WDR44	556.0081
WDR45L	1122.2725	WDR45L	1787.169
WDR45	698.6414	WDR45	1093.1772
WDR46	682.1737	WDR46	553.9715
WDR47	468.5056	WDR47	528.5132
WDR48	1164.6768	WDR48	1385.4379
WDR4	132.5648	WDR4	69.7556
WDR52	494.8538	WDR52	93.1772
WDR53	177.4393	WDR53	150.2037
WDR54	175.3808	WDR54	42.7699
WDR55	589.8065	WDR55	412.0316
WDR59	830.7946	WDR59	570.7739
WDR5B	359.4072	WDR5B	211.8126
WDR5	594.895	WDR5	739.3075
WDR60	785.5084	WDR60	577.9022
WDR61	7686.2907	WDR61	1033.6049
WDR62	67.9292	removed	removed
WDR65	5.352	removed	removed
WDR66	191.0251	WDR66	21.8941
WDR67	296.4183	WDR67	124.7454
WDR6	3020.811	WDR6	1321.8788
WDR70	570.1935	WDR70	507.1283
WDR72	51.4615	WDR72	10.6925
WDR73	507.4804	WDR73	186.6242
WDR74	380.4035	WDR74	288.6965
WDR75	1016.4677	WDR75	670.5703
WDR76	53.9317	WDR76	69.2464
WDR77	642.6513	WDR77	501.0183
WDR78	154.3845	WDR78	48.8798
WDR7	764.9238	WDR7	899.6945
WDR81	846.8506	WDR81	959.776
WDR82	2600.6587	WDR82	3242.8717
WDR83	111.9802	WDR83	134.9287
WDR85	229.3125	WDR85	181.2627
WDR86	14.4092	WDR86	16.8024
WDR87	6.1754	removed	removed
WDR89	517.9086	WDR89	214.3585
WDR8	405.9284	WDR8	225.5601
WDR90	421.9844	WDR90	62.1181
WDR91	585.8378	WDR91	374.7454
WDR92	267.1881	WDR92	268.3299
WDR93	25.5249	WDR93	9.6741
WDSUB1	289.8312	WDSUB1	160.8961
WDTC1	2282.0091	WDTC1	1949.0835
WDYHV1	317.8263	WDYHV1	127.8004
WEE1	1580.0741	WEE1	356.9246
WFDC1	62.1655	WFDC1	14.7658
WFDC2	76.163	WFDC2	35.6415
WFDC3	7.4105	WFDC3	7.6375
WFIKKN1	20.1729	removed	removed
removed	removed	WFIKKN2	8.6558
WFS1	3297.2417	WFS1	2612.5255
WHAMML1	33.3471	WHAMML1	196.0285
WHAMML2	23.8781	WHAMML2	71.7923
WHAMM	355.2902	WHAMM	297.8615
WHSC1L1	32024.2898	WHSC1L1	1679.2261
WHSC1	1317.4146	WHSC1	1304.4807
WHSC2	897.4887	WHSC2	339.613
WIBG	494.0305	WIBG	366.5988
removed	removed	WIF1	10.1833
WIPF1	1095.9242	WIPF1	1923.1161
WIPF2	941.128	WIPF2	1252.5458
WIPF3	5.7637	removed	removed
WIPI1	491.5603	WIPI1	970.4684
WIPI2	2199.259	WIPI2	1955.1935
WISP1	251.5438	WISP1	29.0224
WISP2	213.2565	WISP2	3752.5458
WIZ	1641.0045	WIZ	1205.7026
WLS	417.4557	WLS	1736.2525
WNK1	8223.1371	WNK1	12352.8513
WNK2	47.8057	WNK2	17.8259
WNK3	21.8197	WNK3	6.6191
WNK4	182.7913	WNK4	6.502
WNT10A	5.7637	WNT10A	7.1283
removed	removed	WNT10B	56.5173
WNT11	17.2911	WNT11	737.78
WNT2B	8.6455	WNT2B	29.0224
WNT2	80.6916	WNT2	136.9654
WNT3A	5.7637	removed	removed
WNT3	118.1556	removed	removed
WNT4	385.3438	WNT4	29.5316
WNT5A	316.5912	WNT5A	144.6029
WNT5B	24.7015	WNT5B	114.5621
WNT7B	2441.3339	WNT7B	18.3299
WNT9A	22.2314	WNT9A	16.8024
WRAP53	102.923	WRAP53	101.3238
WRB	473.4459	WRB	424.6436
WRNIP1	1443.3923	WRNIP1	565.6823
WRN	373.4047	WRN	518.8238
WSB1	1798.2709	WSB1	1526.9857
WSB2	1372.1696	WSB2	2257.6375
WSCD1	44.051	WSCD1	173.6253
WSCD2	9.8806	WSCD2	83.5031
WT1	14.4092	removed	removed
WTAP	1539.7283	WTAP	1497.9633
WTIP	201.3174	WTIP	496.945
WWC1	2809.7983	WWC1	95.2138
WWC2	1186.0848	WWC2	1214.8676
WWC3	1375.4632	WWC3	848.2688
WWOX	389.4607	WWOX	479.6334
WWP1	15114.8621	WWP1	2323.3198
WWP2	1237.958	WWP2	1257.1283
WWTR1	250.8234	WWTR1	742.4033
XAB2	1115.2738	XAB2	716.3951
XAF1	253.1906	XAF1	775.4582
XBP1	66988.4726	XBP1	2474.0326
removed	removed	XCL2	12.7291
removed	removed	XDH	15.2749
XG	66.2824	XG	933.2994
XIAP	1664.8827	XIAP	1233.7067
XIRP1	13.9975	removed	removed
XIST	15574.965	XIST	7655.8401
removed	removed	XKR4	7.1283
XKR6	5.352	removed	removed
XKR8	202.5525	XKR8	156.8228
XKRX	23.0548	XKRX	7.1283
