gene_id	TCGA-BH-A1FN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FN-11A-34R-A13Q-07
CLDND1	1745.5741	CLDND1	2002.0719
removed	removed	CLEC10A	412.6408
CLEC11A	145.3835	CLEC11A	122.8406
removed	removed	CLEC12A	63.4388
removed	removed	CLEC12B	5.1904
CLEC14A	175.0436	CLEC14A	1510.4209
CLEC16A	981.2168	CLEC16A	577.5817
removed	removed	CLEC17A	10.9576
CLEC1A	19.4493	CLEC1A	312.8688
CLEC2B	308.7575	CLEC2B	1040.6852
CLEC2D	309.2438	CLEC2D	536.6348
removed	removed	CLEC2L	7.4973
CLEC3A	23109.164	removed	removed
CLEC3B	18.9631	CLEC3B	559.9919
CLEC4A	30.6326	CLEC4A	174.1684
CLEC4E	25.7703	CLEC4E	27.394
removed	removed	CLEC4F	78.4335
removed	removed	CLEC4GP1	8.074
removed	removed	CLEC4G	35.7564
CLEC5A	316.051	CLEC5A	18.7433
CLEC7A	143.4385	CLEC7A	333.0539
removed	removed	CLEC9A	36.3331
removed	removed	CLECL1	52.1929
CLGN	229.5017	CLGN	36.9099
CLIC1	9535.016	CLIC1	4788.19
CLIC2	143.9248	CLIC2	1259.2608
CLIC3	14.1007	CLIC3	14.4179
CLIC4	8222.1887	CLIC4	6483.737
CLIC5	30.1464	CLIC5	592.8647
CLIC6	47.1645	CLIC6	2658.9521
CLINT1	2190.4767	CLINT1	2008.9925
CLIP1	1284.6258	CLIP1	1816.0807
CLIP2	666.6245	CLIP2	485.8838
CLIP3	990.4553	CLIP3	1034.918
CLIP4	358.8395	CLIP4	920.7281
CLK1	1879.288	CLK1	4428.3188
CLK2P	25.2841	CLK2P	12.3994
CLK2	997.7487	CLK2	725.7979
CLK3	311.1887	CLK3	706.1895
CLK4	425.4533	CLK4	1009.5425
CLMN	1799.5459	CLMN	1340.8662
CLN3	944.7494	CLN3	898.2362
CLN5	1126.1141	CLN5	1171.3115
CLN6	414.2699	CLN6	612.7614
CLN8	252.3546	CLN8	413.5058
CLNS1A	1755.7849	CLNS1A	1731.5917
CLOCK	590.2861	CLOCK	173.3034
CLP1	323.8307	CLP1	422.1566
CLPB	369.0503	CLPB	127.166
CLPP	550.9012	CLPP	316.0407
CLPTM1L	1536.4942	CLPTM1L	1666.9995
CLPTM1	2477.84	CLPTM1	2111.648
CLPX	508.1128	CLPX	765.303
CLSPN	292.7119	CLSPN	14.9946
CLSTN1	5843.5402	CLSTN1	4545.6806
CLSTN2	3984.1877	CLSTN2	274.5171
CLSTN3	1871.022	CLSTN3	1482.7385
CLTA	1765.9958	CLTA	2301.9645
CLTB	340.3626	CLTB	387.5536
CLTCL1	181.8509	CLTCL1	79.8753
CLTC	17270	CLTC	8890.9523
CLUAP1	421.0772	CLUAP1	530.0026
CLUL1	150.732	CLUL1	87.3726
CLU	1850.6003	CLU	18884.5867
removed	removed	CLVS1	9.9426
CLYBL	152.677	CLYBL	99.1953
removed	removed	CMA1	244.8162
CMAH	180.8784	CMAH	362.7548
CMAS	1248.1584	CMAS	912.9425
CMBL	806.1732	CMBL	463.1035
CMC1	133.7139	CMC1	138.7004
CMIP	1586.5761	CMIP	1647.9678
CMKLR1	88.4943	CMKLR1	862.4798
CMPK1	6760.0881	CMPK1	4628.1511
CMPK2	1281.2222	CMPK2	344.8766
CMTM1	149.2733	CMTM1	125.4359
CMTM2	5.3486	removed	removed
CMTM3	1247.6722	CMTM3	1711.4067
CMTM4	2458.3907	CMTM4	1262.4327
removed	removed	CMTM5	13.2645
CMTM6	2454.0146	CMTM6	3401.7632
CMTM7	372.454	CMTM7	1753.507
CMTM8	312.1612	CMTM8	255.7738
CMYA5	158.5117	CMYA5	772.2236
CNBP	11594.6962	CNBP	9820.0428
CNDP2	2927.1186	CNDP2	2494.0112
CNFN	49.5957	CNFN	43.2537
CNGA1	48.6232	CNGA1	30.566
CNGA2	14.1007	removed	removed
CNIH2	412.325	CNIH2	8.074
CNIH3	73.9073	CNIH3	245.9697
CNIH4	1382.8448	CNIH4	953.601
CNIH	1711.5378	CNIH	1406.0352
CNKSR1	339.8764	CNKSR1	273.3637
CNKSR2	7.7797	CNKSR2	30.2776
CNKSR3	169.2089	CNKSR3	502.0318
CNN1	228.5292	CNN1	1267.0465
CNN2	3055.484	CNN2	2706.2429
CNN3	7838.5514	CNN3	6670.3048
CNNM1	10.6971	CNNM1	59.4018
CNNM2	410.8663	CNNM2	159.7505
CNNM3	743.4492	CNNM3	937.4529
CNNM4	1231.1403	CNNM4	805.3848
CNOT10	709.8992	CNOT10	659.4755
CNOT1	5601.3089	CNOT1	4872.5521
CNOT2	1629.8508	CNOT2	1805.4115
CNOT3	2010.5707	CNOT3	700.4224
CNOT4	433.7192	CNOT4	716.2821
CNOT6L	815.8979	CNOT6L	1927.0987
CNOT6	2174.9172	CNOT6	1264.7396
CNOT7	2117.0556	CNOT7	2227.8564
CNOT8	1440.2202	CNOT8	2029.1775
CNO	138.5762	CNO	287.7816
CNPY2	791.1	CNPY2	978.6882
CNPY3	746.8529	CNPY3	934.8577
CNPY4	205.6763	CNPY4	263.5595
CNP	1738.6647	CNP	1411.2718
CNR1	55.4305	CNR1	175.6102
removed	removed	CNR2	10.9576
CNRIP1	132.2552	CNRIP1	805.0964
CNST	2047.0381	CNST	775.1072
CNTD1	48.2537	CNTD1	45.9355
CNTD2	8.2659	removed	removed
CNTFR	285.9046	CNTFR	365.6384
CNTF	36.3848	CNTF	12.3994
CNTLN	356.8945	CNTLN	297.2974
CNTN1	63.6964	CNTN1	570.6611
CNTN2	10.2109	CNTN2	5.1904
CNTN3	155.5943	CNTN3	39.7934
CNTN4	20.908	CNTN4	285.4747
removed	removed	CNTN6	6.0555
CNTNAP1	369.5366	CNTNAP1	315.464
CNTNAP2	93.8428	CNTNAP2	6.6322
removed	removed	CNTNAP3	172.4383
removed	removed	CNTNAP4	10.3809
CNTROB	744.9079	CNTROB	544.1322
COASY	1239.4062	COASY	817.7842
COBLL1	855.7689	COBLL1	825.8582
COBL	630.6433	COBL	973.4977
COBRA1	709.413	COBRA1	831.3371
COCH	28.8336	COCH	80.3539
COG1	794.1924	COG1	939.2206
COG2	810.5493	COG2	710.5149
COG3	689.9637	COG3	1031.4577
COG4	1044.9133	COG4	847.1968
COG5	777.8599	COG5	921.3827
COG6	572.7817	COG6	727.2397
COG7	498.3881	COG7	658.6104
COG8	428.784	COG8	425.1699
COIL	715.734	COIL	624.8725
COL10A1	2720.4699	COL10A1	14.4179
COL11A1	5343.6933	COL11A1	43.5421
COL11A2	49.1095	COL11A2	11.246
COL12A1	20381.8869	COL12A1	2254.097
COL13A1	78.7696	COL13A1	15.8597
COL14A1	276.6662	COL14A1	7638.9004
COL15A1	1362.423	COL15A1	4931.5041
COL16A1	635.0194	COL16A1	875.4559
COL17A1	74.8798	COL17A1	4980.525
COL18A1	2887.7338	COL18A1	1728.1314
COL1A1	128532.5994	COL1A1	24381.8499
COL1A2	104541.8962	COL1A2	35363.1116
COL21A1	20.908	COL21A1	98.0418
COL22A1	85.0907	COL22A1	32.2961
COL23A1	25.2841	COL23A1	31.7194
COL24A1	24.7978	COL24A1	12.3994
removed	removed	COL25A1	21.0502
COL27A1	100.1639	COL27A1	195.7953
removed	removed	COL28A1	6.3439
COL2A1	145.3835	COL2A1	42.1003
COL3A1	99424.3009	COL3A1	24064.079
COL4A1	8855.2632	COL4A1	4753.0103
COL4A2	5680.6523	COL4A2	5005.0355
COL4A3BP	687.5325	COL4A3BP	1553.963
COL4A3	11.6696	COL4A3	39.7934
COL4A4	42.3022	COL4A4	123.129
COL4A5	1942.0119	COL4A5	616.2217
COL4A6	843.1269	COL4A6	262.9828
COL5A1	9722.7017	COL5A1	1386.1385
COL5A2	16925.7475	COL5A2	1812.6204
COL5A3	600.9832	COL5A3	178.2054
COL6A1	12282.7149	COL6A1	6932.7109
COL6A2	12155.3221	COL6A2	6768.9233
COL6A3	24391.3587	COL6A3	19655.9453
COL6A4P2	9.2384	removed	removed
COL6A6	17.0181	COL6A6	612.1847
COL7A1	203.7313	COL7A1	134.375
COL8A1	770.192	COL8A1	27.9708
COL8A2	1659.0247	COL8A2	1075.2882
COL9A2	166.7777	COL9A2	154.5601
COL9A3	6.8073	COL9A3	11.5343
COLEC10	10.6971	removed	removed
removed	removed	COLEC11	26.8173
COLEC12	804.7145	COLEC12	1759.2741
COLQ	42.7884	COLQ	70.3075
COMMD10	724.9724	COMMD10	430.2306
COMMD1	201.7864	COMMD1	270.7685
COMMD2	1147.0221	COMMD2	1090.2828
COMMD3	683.453	COMMD3	973.8264
COMMD4	408.4352	COMMD4	472.6193
COMMD5	328.1144	COMMD5	334.0314
COMMD6	2545.9125	COMMD6	2664.4309
COMMD7	748.3116	COMMD7	1391.9056
COMMD8	588.8274	COMMD8	387.8419
COMMD9	902.4472	COMMD9	1034.3413
COMP	467.2693	removed	removed
COMTD1	247.9785	COMTD1	24.5105
COMT	771.1645	COMT	1045.2989
COPA	11795.5101	COPA	4547.8635
COPB1	5691.578	COPB1	3407.3573
COPB2	6845.1788	COPB2	2984.2203
COPE	1156.2605	COPE	870.2654
COPG2	174.5574	COPG2	362.4664
COPG	7847.7898	COPG	2623.7724
COPS2	1597.7594	COPS2	2229.2982
COPS3	1133.8938	COPS3	1214.8536
COPS4	1204.8837	COPS4	1118.8303
COPS5	1014.7669	COPS5	1143.9175
COPS6	1222.8743	COPS6	1211.3933
COPS7A	997.2625	COPS7A	1338.8477
COPS7B	823.1913	COPS7B	822.3979
COPS8	1612.8278	COPS8	1451.8726
COPZ1	2429.703	COPZ1	3831.9938
COPZ2	185.2545	COPZ2	300.7577
COQ10A	81.687	COQ10A	204.1577
COQ10B	725.4586	COQ10B	864.7866
COQ2	303.8952	COQ2	208.4831
COQ3	273.2626	COQ3	172.4383
COQ4	274.7213	COQ4	403.7017
COQ5	405.5178	COQ5	549.0343
COQ6	272.2366	COQ6	296.813
COQ7	330.638	COQ7	486.7489
COQ9	618.0013	COQ9	640.7322
CORIN	141.0074	CORIN	19.6084
CORO1A	202.7589	CORO1A	613.9149
CORO1B	869.3834	CORO1B	579.8886
CORO1C	2842.5142	CORO1C	2674.2351
CORO2A	1008.4459	CORO2A	469.4474
CORO2B	73.4211	CORO2B	396.2043
CORO6	224.1531	CORO6	13.5528
CORO7	522.9137	CORO7	402.9692
CORT	5.3583	removed	removed
COTL1	1371.6614	COTL1	2207.0946
COX10	317.0235	COX10	361.8897
COX11	712.7339	COX11	941.7754
COX15	615.8132	COX15	1290.2564
COX16	1088.188	COX16	1077.3067
COX17	715.734	COX17	347.1834
COX18	290.2807	COX18	414.6593
COX19	341.7192	COX19	259.1649
COX4I1	2451.0972	COX4I1	3363.1232
COX4I2	9.7246	COX4I2	35.1797
COX4NB	470.1867	COX4NB	408.8921
COX5A	906.3371	COX5A	1301.9378
COX5B	1057.0691	COX5B	921.0165
COX6A1	1408.1288	COX6A1	1577.6084
COX6B1	2546.3987	COX6B1	2688.3647
COX6B2	51.5406	COX6B2	22.7803
COX6C	2699.0757	COX6C	1924.2151
COX7A1	58.8341	COX7A1	264.1362
COX7A2L	2409.7674	COX7A2L	2731.3301
COX7A2	2676.709	COX7A2	1262.4327
COX7B	928.7038	COX7B	1679.9756
COX7C	2915.4491	COX7C	3329.3852
COX8A	2031.9649	COX8A	1240.2292
CP110	1194.6728	CP110	689.1764
CPA3	75.8522	CPA3	1402.5749
CPA4	11.1833	CPA4	29.7009
removed	removed	CPA6	7.4973
CPAMD8	24.3116	CPAMD8	709.9382
CPB1	667.1108	CPB1	5.7672
CPD	4297.3213	CPD	2865.705
CPEB1	7.2935	CPEB1	102.9439
CPEB2	657.8723	CPEB2	807.6917
CPEB3	70.0175	CPEB3	267.3082
CPEB4	1066.7937	CPEB4	942.9317
CPE	2731.167	CPE	2470.6541
CPLX1	48.6232	CPLX1	54.4997
CPM	234.8502	CPM	700.4224
CPNE1	3247.7597	CPNE1	2021.8302
CPNE2	695.3122	CPNE2	1028.5741
CPNE3	5144.3381	CPNE3	3172.8067
removed	removed	CPNE4	10.3809
CPNE5	25.2841	CPNE5	190.0281
CPNE7	90.9254	CPNE7	21.3385
CPNE8	73.9073	CPNE8	463.6802
CPOX	313.1336	CPOX	382.9399
removed	removed	CPO	8.074
CPPED1	841.1819	CPPED1	661.494
CPS1	15.5594	CPS1	117.0735
CPSF1	863.0624	CPSF1	637.5603
CPSF2	1342.4875	CPSF2	1080.767
CPSF3L	1412.9912	CPSF3L	893.9108
removed	removed	CPSF3	858.1544
CPSF4	305.8401	CPSF4	397.3578
CPSF6	1938.6083	CPSF6	1895.956
CPSF7	2617.8749	CPSF7	2146.8277
CPT1A	2867.7983	CPT1A	2133.2749
CPT1B	195.2515	CPT1B	151.3824
CPT1C	254.7857	CPT1C	133.7983
CPT2	972.4647	CPT2	551.0528
CPVL	172.1262	CPVL	1920.7548
CPXM1	445.3888	CPXM1	1616.2484
CPXM2	692.8811	CPXM2	2589.7461
CPZ	148.7871	CPZ	454.4527
CP	625.64	CP	385.6418
CR1	19.4493	CR1	266.4431
removed	removed	CR2	58.8251
CRABP1	1455.2934	CRABP1	338.2443
CRABP2	18419.4532	CRABP2	1307.9934
CRADD	71.4762	CRADD	151.6765
CRAMP1L	723.5332	CRAMP1L	951.8795
CRAT	708.9267	CRAT	668.9913
CRB1	12.1558	removed	removed
removed	removed	CRB2	68.9176
CRB3	240.685	CRB3	62.5738
CRBN	582.8564	CRBN	1182.9151
CRCP	1390.6245	CRCP	801.9245
CREB1	1586.5761	CREB1	1794.4539
CREB3L1	815.4116	CREB3L1	273.0753
CREB3L2	1571.9891	CREB3L2	3010.4609
CREB3L4	1273.9287	CREB3L4	482.4235
CREB3	1171.2364	CREB3	828.0873
CREB5	345.225	CREB5	317.7709
CREBBP	3057.9151	CREBBP	2697.5921
CREBL2	891.7501	CREBL2	3469.8157
CREBZF	2525.977	CREBZF	1372.5856
CREG1	2320.7869	CREG1	3941.2816
CREG2	9.2384	removed	removed
CRELD1	406.9765	CRELD1	294.1255
CRELD2	453.6548	CRELD2	217.1338
CREM	390.9308	CREM	533.4629
removed	removed	CRHBP	38.9284
CRHR1	58.9022	CRHR1	14.0777
CRIM1	2141.3672	CRIM1	6138.8604
CRIP1	910.7132	CRIP1	499.4366
CRIP2	1908.4619	CRIP2	2013.0295
CRIPAK	204.7038	CRIPAK	294.9906
CRIPT	481.37	CRIPT	630.6397
removed	removed	CRISP2	8.3624
CRISP3	7.7797	removed	removed
CRISPLD1	253.327	CRISPLD1	2188.928
CRISPLD2	1762.5922	CRISPLD2	2767.6632
CRKL	2778.8178	CRKL	2593.2064
CRK	993.3727	CRK	913.2308
CRLF1	44.7334	CRLF1	26.8173
CRLF3	388.0134	CRLF3	590.5579
CRLS1	774.0819	CRLS1	928.8022
CRMP1	108.741	CRMP1	186.4669
CRNKL1	976.3545	CRNKL1	1123.7324
CROCCL1	168.9414	CROCCL1	307.3583
CROCCL2	69.045	CROCCL2	59.1135
CROCC	108.916	CROCC	106.6926
CROT	566.4607	CROT	511.5477
CRTAC1	57.3754	CRTAC1	143.3141
removed	removed	CRTAM	57.6717
CRTAP	2066.4874	CRTAP	7877.6611
CRTC1	282.501	CRTC1	250.295
CRTC2	1134.8663	CRTC2	961.3867
CRTC3	831.9435	CRTC3	1467.7439
CRY1	511.0302	CRY1	487.3256
CRY2	814.9254	CRY2	1315.4907
CRYAB	277.1524	CRYAB	4817.0258
removed	removed	CRYBB1	16.4364
CRYBG3	471.2467	CRYBG3	981.1133
CRYGS	31.6051	CRYGS	20.8656
CRYL1	430.3156	CRYL1	724.9328
CRYM	11.6696	CRYM	25.0872
CRYZL1	207.0961	CRYZL1	467.4058
CRYZ	1878.1599	CRYZ	978.8179
CSAD	141.4936	CSAD	255.4855
CSAG3	32.0913	removed	removed
CSDAP1	61.7515	CSDAP1	39.5051
CSDA	4113.5255	CSDA	4099.0136
CSDC2	16.5319	CSDC2	14.1296
CSDE1	16146.8033	CSDE1	19120.7522
CSE1L	4150.4792	CSE1L	2385.3001
CSF1R	710.8717	CSF1R	3855.6392
CSF1	455.5997	CSF1	1355.8608
CSF2RA	38.8986	CSF2RA	246.258
CSF2RB	93.8428	CSF2RB	865.9401
CSF3R	156.5668	CSF3R	157.1553
CSGALNACT1	234.8502	CSGALNACT1	795.5806
CSGALNACT2	2920.3114	CSGALNACT2	780.8743
CSK	621.8912	CSK	769.0517
CSNK1A1	8744.8885	CSNK1A1	6758.8308
CSNK1D	2439.4276	CSNK1D	2290.4302
CSNK1E	1522.8797	CSNK1E	2244.9849
CSNK1G1	776.0268	CSNK1G1	688.023
CSNK1G2	758.5224	CSNK1G2	436.5745
CSNK1G3	1154.3156	CSNK1G3	1005.7938
CSNK2A1P	512.4889	CSNK2A1P	365.0616
CSNK2A1	1269.5526	CSNK2A1	1271.6602
CSNK2A2	493.0396	CSNK2A2	667.5495
CSNK2B	4623.982	CSNK2B	3036.1248
CSPG4	337.9315	CSPG4	95.1582
CSPG5	34.0363	CSPG5	13.2645
CSPP1	226.5843	CSPP1	310.2101
CSRNP1	919.9516	CSRNP1	2454.7944
CSRNP2	1348.3223	CSRNP2	1001.4685
removed	removed	CSRNP3	21.3385
CSRP1	4828.2871	CSRP1	12273.1071
CSRP2BP	642.7991	CSRP2BP	758.9591
CSRP2	211.0248	CSRP2	818.9376
CST1	25.2841	removed	removed
CST3	1411.5325	CST3	8080.9537
CST6	61.7515	CST6	6.9206
CST7	24.3116	CST7	242.7977
CSTA	31.1189	CSTA	142.7374
CSTB	2476.8675	CSTB	2356.1759
CSTF1	745.8804	CSTF1	815.189
CSTF2T	856.2551	CSTF2T	1078.4601
CSTF2	319.4546	CSTF2	169.8431
CSTF3	1141.1241	CSTF3	596.8354
CS	4026.4899	CS	3578.8152
CT62	7.2935	CT62	5.7672
CTAGE4	55.9167	CTAGE4	50.7511
CTAGE5	675.401	CTAGE5	999.92
CTAGE6	6.8073	removed	removed
CTAGE9	166.2915	CTAGE9	136.6818
CTBP1	1715.2818	CTBP1	1668.4528
CTBP2	2395.1805	CTBP2	2029.7543
CTBS	566.9274	CTBS	606.6886
CTCFL	11.3438	CTCFL	8.7228
CTCF	1466.4767	CTCF	1839.4378
CTDP1	264.5104	CTDP1	265.2897
CTDSP1	1663.887	CTDSP1	2614.2566
CTDSP2	3250.4631	CTDSP2	8570.0094
CTDSPL2	902.4472	CTDSPL2	815.189
CTDSPL	806.6594	CTDSPL	2401.1598
CTF1	37.4399	CTF1	265.2897
CTGF	5447.2608	CTGF	12685.7478
CTHRC1	3361.3241	CTHRC1	1324.4298
CTH	173.0987	CTH	73.8197
CTLA4	16.5319	CTLA4	35.4681
CTNNA1	13102.5026	CTNNA1	9084.729
CTNNAL1	1488.3572	CTNNAL1	923.9001
CTNNB1	9836.9177	CTNNB1	16919.3786
CTNNBIP1	1075.5459	CTNNBIP1	762.9961
CTNNBL1	840.2095	CTNNBL1	792.1203
CTNND1	7660.5904	CTNND1	8514.0679
CTNND2	155.1081	CTNND2	128.6078
CTNS	237.1112	CTNS	484.3439
CTPS2	669.5419	CTPS2	636.9835
CTPS	1413.4774	CTPS	370.8288
CTR9	1519.9623	CTR9	1575.8782
CTRL	8.7522	CTRL	5.4788
CTSA	2201.6162	CTSA	2405.1391
CTSB	14655.0425	CTSB	13821.0145
CTSC	940.8596	CTSC	4691.0132
CTSD	10500.6734	CTSD	7427.5338
CTSF	1340.0563	CTSF	1758.4091
removed	removed	CTSG	277.6891
CTSH	1003.5835	CTSH	3588.6194
CTSK	3065.6949	CTSK	17751.0502
CTSL1	3328.2603	CTSL1	1591.4496
CTSL2	267.914	CTSL2	59.6902
CTSO	559.1672	CTSO	2041.5769
CTSS	1111.0409	CTSS	3866.0201
CTSW	5.8348	CTSW	122.8406
CTSZ	2562.4444	CTSZ	2858.4961
CTTNBP2NL	757.0637	CTTNBP2NL	1269.065
CTTNBP2	23.8254	CTTNBP2	338.5327
CTTN	3268.94	CTTN	2541.8786
CTU1	36.9537	CTU1	20.1851
CTU2	128.6911	CTU2	85.1955
CTXN1	490.1222	CTXN1	51.3278
removed	removed	CTXN3	6.6322
CUBN	15.0732	CUBN	168.1129
CUEDC1	326.2619	CUEDC1	181.089
CUEDC2	1696.9508	CUEDC2	472.3309
CUL1	1107.6373	CUL1	1861.9297
CUL2	862.0899	CUL2	881.223
CUL3	2893.5686	CUL3	2196.4254
CUL4A	4634.7666	CUL4A	1858.4694
CUL4B	2180.752	CUL4B	2677.1187
CUL5	1220.4432	CUL5	1160.3539
CUL7	567.9096	CUL7	669.5565
CUL9	493.0396	CUL9	515.008
CUTA	1699.8682	CUTA	2105.8809
CUTC	116.6958	CUTC	363.1152
CUX1	658.8448	CUX1	748.0015
CUX2	15.0732	CUX2	121.3989
CUZD1	15.0489	CUZD1	31.6127
CWC15	831.9435	CWC15	839.4111
CWC22	878.1356	CWC22	1055.9682
CWC25	348.6286	CWC25	476.9447
CWC27	366.1329	CWC27	554.5131
CWF19L1	998.7212	CWF19L1	717.7239
CWF19L2	338.4177	CWF19L2	860.4612
CWH43	19.4493	CWH43	21.9152
CX3CL1	1160.1503	CX3CL1	10050.4411
CX3CR1	23.3392	CX3CR1	1207.6447
CXADRP3	260.6205	removed	removed
CXADR	951.5567	CXADR	179.6472
CXCL10	2306.1999	CXCL10	223.7661
CXCL11	756.5775	CXCL11	50.1743
CXCL12	706.4956	CXCL12	17851.6872
CXCL13	119.6132	CXCL13	7760.2993
CXCL14	1122.2242	CXCL14	8807.3283
CXCL16	828.5399	CXCL16	2581.9604
CXCL17	19.4493	CXCL17	102.9439
CXCL1	6.8073	CXCL1	277.6891
CXCL2	21.3942	CXCL2	1545.0239
removed	removed	CXCL3	162.9225
CXCL5	25.7703	CXCL5	62.8621
removed	removed	CXCL6	16.4364
CXCL9	309.73	CXCL9	299.6043
removed	removed	CXCR1	16.1481
CXCR2P1	52.9993	CXCR2P1	12.6878
removed	removed	CXCR2	39.7934
CXCR3	13.6145	CXCR3	94.0048
CXCR4	2213.8158	CXCR4	1362.2047
removed	removed	CXCR5	45.5808
CXCR6	27.7152	CXCR6	156.8669
CXCR7	697.7434	CXCR7	904.5801
CXXC1	896.6124	CXXC1	525.1005
CXXC5	652.0376	CXXC5	228.6682
CXorf21	45.2196	CXorf21	158.5971
CXorf23	194.4929	CXorf23	227.5147
CXorf26	386.0685	CXorf26	495.3996
CXorf36	316.051	CXorf36	3019.1117
CXorf38	198.3828	CXorf38	179.6472
CXorf40A	262.0792	CXorf40A	290.3768
CXorf40B	370.509	CXorf40B	347.1834
CXorf42	8.2659	CXorf42	39.7934
removed	removed	CXorf50B	5.1904
CXorf56	199.3553	CXorf56	242.7977
CXorf57	9.2384	CXorf57	75.2615
CYB561D1	151.7045	CYB561D1	500.5901
CYB561D2	219.3297	CYB561D2	246.8347
CYB561	2351.4196	CYB561	1792.4354
CYB5A	6581.1546	CYB5A	961.9634
CYB5B	1216.0671	CYB5B	1634.7033
CYB5D1	311.6749	CYB5D1	543.5554
CYB5D2	73.4211	CYB5D2	455.8945
CYB5R1	944.2632	CYB5R1	1373.4507
CYB5R2	363.7018	CYB5R2	256.9273
CYB5R3	3117.7217	CYB5R3	5807.2483
CYB5R4	533.3969	CYB5R4	362.7548
CYB5RL	237.2814	CYB5RL	63.1505
CYBASC3	836.8058	CYBASC3	1358.7444
CYBA	492.5534	CYBA	408.027
CYBB	636.9644	CYBB	3117.4419
CYBRD1	2570.2241	CYBRD1	12272.5303
CYC1	1416.881	CYC1	963.6935
CYCS	4118.3878	CYCS	1737.6473
CYFIP1	4166.0386	CYFIP1	3559.2068
CYFIP2	1130.0039	CYFIP2	584.5023
CYGB	87.0356	CYGB	615.9334
CYHR1	402.1141	CYHR1	406.2969
CYLD	1325.4693	CYLD	1760.4276
removed	removed	CYP11A1	57.0949
removed	removed	CYP19A1	68.9176
CYP1B1	2208.4672	CYP1B1	3825.9383
CYP20A1	592.7172	CYP20A1	830.1836
CYP21A2	82.8297	CYP21A2	41.6851
removed	removed	CYP24A1	26.8173
CYP26A1	12.642	CYP26A1	24.2221
CYP26B1	64.1827	CYP26B1	109.2878
CYP27A1	695.7985	CYP27A1	1410.6489
CYP27B1	33.0638	CYP27B1	18.7433
CYP27C1	6.8073	CYP27C1	12.9761
CYP2A6	290.2807	removed	removed
CYP2A7	17.9906	removed	removed
CYP2B6	5.8348	removed	removed
CYP2B7P1	2192.9078	CYP2B7P1	9.2275
CYP2D7P1	11.6696	CYP2D7P1	6.9206
CYP2E1	14.9079	CYP2E1	31.8809
CYP2J2	128.3653	CYP2J2	164.0759
CYP2R1	198.3828	CYP2R1	269.615
CYP2S1	92.3841	CYP2S1	123.4174
CYP2U1	275.2075	CYP2U1	715.1286
CYP39A1	92.8704	CYP39A1	258.6574
CYP3A5	5.3486	CYP3A5	11.5343
CYP46A1	29.1739	CYP46A1	26.2406
CYP4A11	9.2384	removed	removed
CYP4B1	4608.51	CYP4B1	146.486
CYP4F11	142.4661	CYP4F11	60.2669
removed	removed	CYP4F12	28.8358
CYP4F22	232.4191	CYP4F22	902.2732
CYP4F8	9.7246	removed	removed
CYP4V2	582.0201	CYP4V2	960.5216
CYP4X1	2151.0918	CYP4X1	226.938
CYP4Z1	3713.3563	removed	removed
CYP4Z2P	618.4875	CYP4Z2P	43.5421
CYP51A1	1219.9569	CYP51A1	1431.9874
CYP7B1	57.3754	CYP7B1	171.2848
removed	removed	CYP8B1	7.7857
CYR61	3548.0373	CYR61	18950.0441
CYS1	102.595	CYS1	106.6926
CYSLTR1	51.0544	CYSLTR1	108.9994
CYSLTR2	14.1007	CYSLTR2	21.3385
CYTH1	548.9563	CYTH1	794.7155
CYTH2	939.4009	CYTH2	729.8349
CYTH3	1127.0865	CYTH3	1299.3426
CYTH4	159.4842	CYTH4	417.5429
CYTIP	114.2646	CYTIP	280.861
CYTL1	13.1283	CYTL1	167.5362
CYTSA	2000.846	CYTSA	1596.0633
CYTSB	693.8535	CYTSB	255.7738
CYYR1	184.7683	CYYR1	2792.1737
D2HGDH	104.54	D2HGDH	115.6317
D4S234E	49.1095	D4S234E	338.821
DAAM1	1166.4714	DAAM1	600.0737
DAAM2	598.163	DAAM2	569.3203
DAB1	68.0725	removed	removed
DAB2IP	521.2411	DAB2IP	1466.5904
DAB2	1272.9562	DAB2	5921.4382
DACH1	153.6494	DACH1	214.5386
DACT1	652.0376	DACT1	566.6241
removed	removed	DACT2	57.96
DACT3	107.9436	DACT3	210.7899
DAD1	3373.4799	DAD1	3250.375
DAG1	2455.9595	DAG1	3070.7278
DAGLA	211.9973	DAGLA	179.0705
DAGLB	623.3498	DAGLB	358.7178
DAK	501.7918	DAK	478.9632
DALRD3	353.5979	DALRD3	597.4756
DAND5	6.321	removed	removed
DAP3	2445.2624	DAP3	1935.7494
DAPK1	164.8328	DAPK1	637.5603
DAPK2	264.5104	DAPK2	343.7231
DAPK3	661.7622	DAPK3	295.5673
removed	removed	DAPL1	14.1296
DAPP1	133.2277	DAPP1	489.3441
DAP	2872.6606	DAP	3294.2055
removed	removed	DARC	5741.2143
DARS2	1179.1134	DARS2	398.5112
DARS	3606.8714	DARS	2418.4613
DAXX	1078.9495	DAXX	1385.8501
DAZAP1	1559.3471	DAZAP1	813.1705
DAZAP2	3288.8755	DAZAP2	9331.5638
DBC1	5.3486	DBC1	191.4699
DBF4B	198.869	DBF4B	89.9678
DBF4	305.5435	DBF4	194.9302
DBI	1742.1704	DBI	1954.7811
DBN1	2919.8252	DBN1	1040.6852
DBNDD1	939.4009	DBNDD1	203.0043
DBNDD2	834.681	DBNDD2	944.2928
DBNL	1490.7883	DBNL	1329.0435
