gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
CDCP1	2268.1786	CDCP1	202.2613
CDH11	2462.9292	CDH11	698.9112
CDH13	385.0607	CDH13	1013.8191
CDH15	11.1014	removed	removed
CDH16	10.7842	removed	removed
removed	removed	CDH19	17.5879
CDH1	18788.3594	CDH1	1687.1859
removed	removed	CDH20	110.134
CDH23	496.0749	CDH23	1291.428
CDH24	103.4018	CDH24	107.2027
removed	removed	CDH26	11.3065
CDH2	55.5071	CDH2	11.3065
CDH3	9354.056	CDH3	486.1809
removed	removed	CDH4	5.4439
CDH5	229.6408	CDH5	3873.1156
CDH6	28.8637	CDH6	121.4405
removed	removed	CDH8	28.057
removed	removed	CDHR3	43.9992
CDIPT	1627.4681	CDIPT	2199.33
CDK10	172.2306	CDK10	414.9916
CDK11A	312.8697	CDK11A	278.0695
CDK11B	719.2451	CDK11B	732.3995
CDK12	3095.3929	CDK12	1130.6533
CDK13	1639.2039	CDK13	931.3233
CDK14	349.2189	CDK14	610.9715
removed	removed	CDK15	12.5628
CDK16	2753.7864	CDK16	1803.1826
CDK17	464.9909	CDK17	709.799
CDK18	201.0943	CDK18	139.866
CDK19	1256.5601	CDK19	718.191
CDK1	5313.1393	CDK1	87.9397
CDK20	50.4322	CDK20	56.9514
CDK2AP1	2938.3871	CDK2AP1	2485.3434
CDK2AP2	491.3171	CDK2AP2	520.1005
CDK2	2014.4318	CDK2	317.0017
CDK3	58.2729	CDK3	94.5687
CDK4	2781.3813	CDK4	1667.5042
CDK5R1	102.4502	CDK5R1	27.2194
CDK5RAP1	650.5432	CDK5RAP1	376.4657
CDK5RAP2	2400.4441	CDK5RAP2	1495.3936
CDK5RAP3	1372.1354	CDK5RAP3	1240.3685
CDK5	245.5	CDK5	113.4841
CDK6	198.874	CDK6	714.4054
CDK7	294.3462	CDK7	251.2563
CDK8	305.4476	CDK8	205.1926
CDK9	701.6097	CDK9	854.6901
CDKAL1	339.0691	CDKAL1	288.1072
CDKL1	6.3437	CDKL1	29.732
removed	removed	CDKL2	16.7504
CDKL3	20.563	CDKL3	47.6884
CDKL5	117.675	CDKL5	63.6516
CDKN1A	1020.379	CDKN1A	680.4858
CDKN1B	970.8984	CDKN1B	2111.3903
CDKN1C	64.3882	CDKN1C	2324.9581
CDKN2AIPNL	252.478	CDKN2AIPNL	342.9648
CDKN2AIP	563.3177	CDKN2AIP	626.8844
CDKN2A	218.2222	CDKN2A	82.4958
CDKN2BAS	9.8422	removed	removed
CDKN2B	1147.5696	CDKN2B	2293.5511
CDKN2C	215.3675	CDKN2C	3128.5595
CDKN2D	68.5116	CDKN2D	103.4338
CDKN3	405.3604	CDKN3	11.3065
CDNF	24.4231	CDNF	64.0704
CDO1	26.3262	CDO1	3342.9648
CDON	529.0619	CDON	2126.8844
CDR1	14.8791	CDR1	364.799
CDR2L	1352.4701	CDR2L	363.0653
CDR2	1407.9772	CDR2	406.6164
CDRT4	98.3776	CDRT4	169.3802
CDS1	621.9967	CDS1	206.0302
CDS2	495.1233	CDS2	982.8308
CDSN	7470.9381	CDSN	36.4322
CDT1	287.051	CDT1	19.263
CDV3	7966.0614	CDV3	5751.2563
CDX1	5.0749	removed	removed
CDYL2	313.06	CDYL2	60.7203
CDYL	928.713	CDYL	606.3652
CEACAM19	5.0749	CEACAM19	30.9883
CEACAM1	23.4716	CEACAM1	301.5075
removed	removed	CEACAM21	11.7253
removed	removed	CEACAM5	5.4439
removed	removed	CEACAM6	10.0503
CEBPA	921.735	CEBPA	6915.8291
CEBPB	845.611	CEBPB	1058.2077
CEBPD	1438.4268	CEBPD	524.2881
CEBPG	1472.9998	CEBPG	1270.938
CEBPZ	2841.9634	CEBPZ	1298.5762
CECR1	298.1524	CECR1	589.196
CECR2	217.2706	CECR2	47.3199
removed	removed	CECR4	6.7002
CECR5	577.591	CECR5	354.2714
CECR6	69.4632	CECR6	23.4506
CECR7	97.0581	CECR7	95.0586
CELF1	1181.5082	CELF1	1892.7973
CELF2	510.9825	CELF2	5015.9129
removed	removed	CELF4	14.2379
CELF5	53.2868	CELF5	15.0754
removed	removed	CELF6	71.3693
CELSR1	2795.6546	CELSR1	415.8291
CELSR2	956.6252	CELSR2	577.8894
CELSR3	592.9141	CELSR3	31.407
removed	removed	CEL	9.6315
CEMP1	100.2395	CEMP1	116.3233
CENPA	959.797	removed	removed
CENPBD1	362.8578	CENPBD1	264.2379
CENPB	963.9204	CENPB	1694.3049
CENPC1	217.905	CENPC1	567.8392
CENPE	592.4986	CENPE	47.3199
CENPF	3418.2856	CENPF	181.742
CENPH	208.7067	CENPH	61.139
CENPI	295.2978	CENPI	13.8191
CENPJ	190.9444	CENPJ	152.0101
CENPK	163.3495	CENPK	11.7253
CENPL	203.6318	CENPL	84.5896
CENPM	236.6188	removed	removed
CENPN	1260.0999	CENPN	93.9782
CENPO	644.1107	CENPO	32.8015
CENPP	120.425	CENPP	38.6097
CENPQ	189.6757	CENPQ	90.4523
CENPT	209.9754	CENPT	340.871
CENPV	195.0678	CENPV	145.7286
CENPW	141.4638	CENPW	49.8325
CEP110	510.3481	CEP110	457.2864
CEP120	667.6711	CEP120	894.0536
CEP135	442.1537	CEP135	148.66
CEP152	115.7719	CEP152	136.0972
CEP164	297.8352	CEP164	360.5528
removed	removed	CEP170L	8.3752
CEP170	1665.8473	CEP170	1067.8392
CEP192	809.7692	CEP192	561.5578
CEP250	1482.5153	CEP250	543.1323
CEP290	459.5988	CEP290	470.4481
CEP350	2058.8375	CEP350	1621.4405
CEP55	900.8009	CEP55	25.1256
CEP57	1197.0502	CEP57	1004.6064
CEP63	905.5111	CEP63	903.2496
CEP68	596.9487	CEP68	1851.0302
CEP70	1284.91	CEP70	280.9883
CEP72	76.124	CEP72	27.6382
CEP76	214.416	CEP76	133.1658
CEP78	502.7357	CEP78	228.6432
CEP97	505.5904	CEP97	108.8777
CEPT1	1160.5741	CEPT1	1526.3819
CERCAM	1051.463	CERCAM	862.6466
CERKL	12.9601	CERKL	21.428
CERK	988.9779	CERK	1148.66
CES1	19.6654	CES1	5995.3936
CES2	996.2731	CES2	1287.6884
CES3	103.719	CES3	39.7822
removed	removed	CES4	49.8325
removed	removed	CES8	67.0017
CETN2	1355.9591	CETN2	979.062
CETN3	324.1614	CETN3	264.2379
removed	removed	CETN4P	17.1692
removed	removed	CETP	298.5762
CFB	1210.5717	CFB	1161.8844
CFDP1	1267.4649	CFDP1	890.2848
CFD	25.6919	CFD	12615.1591
removed	removed	CFHR3	12.5628
CFH	995.3215	CFH	6029.3132
CFI	69.4632	CFI	668.7605
CFL1	16052.3353	CFL1	7257.1189
CFL2	424.3914	CFL2	2406.1977
CFLAR	1004.2027	CFLAR	2088.3585
removed	removed	CFP	121.4405
CG030	11.7358	CG030	60.7203
CGGBP1	1541.5146	CGGBP1	2951.0469
CGNL1	377.1311	CGNL1	495.8124
CGN	386.6466	CGN	166.6667
CGREF1	553.834	CGREF1	153.4171
CGRRF1	209.3411	CGRRF1	265.9129
CH25H	39.3307	CH25H	23.4506
CHAC1	55.1899	removed	removed
CHAC2	171.5962	CHAC2	48.995
CHADL	25.6919	CHADL	62.3953
removed	removed	CHAD	51.5075
CHAF1A	610.8953	CHAF1A	229.062
CHAF1B	969.9469	CHAF1B	82.9146
CHCHD10	371.1046	CHCHD10	846.7337
CHCHD1	1759.4164	CHCHD1	413.7353
CHCHD2	5617.3182	CHCHD2	2740.3685
CHCHD3	1071.4456	CHCHD3	1091.7085
CHCHD4	906.193	CHCHD4	306.5327
CHCHD5	294.6634	CHCHD5	172.9481
CHCHD6	95.7894	CHCHD6	74.9581
CHCHD7	557.9256	CHCHD7	424.6231
CHCHD8	610.2609	CHCHD8	445.9799
CHD1L	835.4611	CHD1L	700.5863
CHD1	1004.837	CHD1	916.2479
CHD2	2377.6069	CHD2	2141.9598
CHD3	2265.9583	CHD3	2823.2831
CHD4	6997.0407	CHD4	5133.9238
CHD5	6.6609	removed	removed
CHD6	2690.0325	CHD6	1356.3652
CHD7	1567.5204	CHD7	466.0804
CHD8	3236.8567	CHD8	1667.5042
CHD9	1560.5424	CHD9	2134.0034
CHDH	30.4496	CHDH	153.6851
CHEK1	527.476	CHEK1	77.4707
CHEK2	163.9838	CHEK2	83.7521
CHERP	2055.5293	CHERP	698.5008
CHFR	358.1001	CHFR	260.0503
removed	removed	CHGB	5.8626
CHI3L1	1382.6025	CHI3L1	409.5477
CHI3L2	15.8592	CHI3L2	162.4791
CHIC1	58.6789	CHIC1	386.5159
CHIC2	311.1569	CHIC2	146.1474
CHID1	483.7047	CHID1	1174.2044
CHIT1	5.3921	CHIT1	19.263
CHKA	235.3501	CHKA	427.1357
CHKB-CPT1B	20.1031	CHKB-CPT1B	254.3132
CHKB	57.0423	CHKB	267.0184
CHL1	74.2209	CHL1	2470.6868
CHML	2300.5313	CHML	309.0452
CHMP1A	2018.8724	CHMP1A	1325.3769
CHMP1B	2594.2431	CHMP1B	1329.9832
CHMP2A	588.058	CHMP2A	1802.7638
CHMP2B	5668.0676	CHMP2B	1230.3183
CHMP4A	172.9538	CHMP4A	1184.0578
CHMP4B	3779.8747	CHMP4B	2522.1943
CHMP4C	346.3643	CHMP4C	102.1776
CHMP5	1505.6126	CHMP5	1668.4045
CHMP6	239.1563	CHMP6	303.1826
removed	removed	CHMP7	923.7856
CHM	1221.4733	CHM	747.4874
CHN1	534.7712	CHN1	219.4305
CHN2	7.2952	CHN2	152.8476
removed	removed	CHODL	51.0888
CHORDC1	1365.4746	CHORDC1	319.0955
CHPF2	860.5186	CHPF2	561.5578
CHPF	1016.5728	CHPF	652.8476
CHPT1	1710.5701	CHPT1	2097.1524
CHP	2745.2224	CHP	6612.6466
CHRAC1	853.5406	CHRAC1	476.1307
removed	removed	CHRDL1	13229.8995
CHRDL2	51.0665	CHRDL2	119.3467
CHRD	50.7493	CHRD	250.4188
removed	removed	CHRFAM7A	25.3434
removed	removed	CHRM1	22.1943
removed	removed	CHRM3	13.4003
removed	removed	CHRM4	6.7002
CHRNA10	499.8811	CHRNA10	5.0251
CHRNA3	7.9296	CHRNA3	31.407
CHRNA5	200.4599	CHRNA5	22.1943
removed	removed	CHRNA7	10.469
CHRNB1	64.7054	CHRNB1	191.3735
CHRNB2	5.0749	CHRNB2	7.1189
removed	removed	CHRNE	17.5
CHST10	51.0665	CHST10	182.9983
CHST11	162.7151	CHST11	35.5946
CHST12	171.5962	CHST12	297.7387
removed	removed	CHST13	7.1189
CHST14	717.1517	CHST14	446.3987
CHST15	939.8144	CHST15	513.4003
CHST1	148.759	CHST1	33.0821
CHST2	48.8462	CHST2	169.1792
CHST3	995.9559	CHST3	895.7286
CHST4	46.9431	removed	removed
CHST6	36.1589	CHST6	7.1189
CHST7	21.8857	CHST7	150.335
CHST8	20.6169	CHST8	23.8693
removed	removed	CHST9	80.8208
CHSY1	1742.2885	CHSY1	858.459
CHSY3	65.3398	CHSY3	64.9079
CHTF18	242.0109	CHTF18	43.1323
CHTF8	2544.1281	CHTF8	2197.6549
CHUK	698.7551	CHUK	639.866
CHURC1	809.008	CHURC1	2214.6441
CIAO1	1623.6619	CIAO1	1932.1608
CIAPIN1	1054.0005	CIAPIN1	605.5276
CIB1	1166.2834	CIB1	1159.129
CIB2	188.7241	CIB2	165.4104
CIC	719.372	CIC	1015.4941
removed	removed	CIDEA	5682.9983
CIDEB	256.2271	CIDEB	344.2672
CIDECP	119.261	CIDECP	142.6843
removed	removed	CIDEC	16304.5519
CIITA	176.0368	CIITA	245.8124
CILP2	175.4024	CILP2	19.263
CILP	2112.4415	CILP	13767.5879
CINP	623.5826	CINP	477.8057
CIR1	721.2751	CIR1	1030.5695
CIRBP	2928.2373	CIRBP	5412.4791
CIRH1A	1091.4281	CIRH1A	979.062
CISD1	926.8099	CISD1	294.3886
CISD2	658.4728	CISD2	407.4539
CISD3	465.4223	CISD3	563.3668
CISH	320.3552	CISH	1331.6583
removed	removed	CITED1	53.6013
CITED2	2932.3606	CITED2	2807.3702
CITED4	387.9153	CITED4	221.5243
CIT	772.0244	CIT	67.4204
CIZ1	1609.0714	CIZ1	1786.0134
CKAP2L	703.83	CKAP2L	5.8626
CKAP2	1518.9914	CKAP2	218.593
CKAP4	3132.8206	CKAP4	1392.3786
CKAP5	1756.2445	CKAP5	2255.0251
CKB	510.9825	CKB	1524.7069
CKLF	397.1136	CKLF	249.1625
CKMT1A	268.6543	CKMT1A	49.8325
CKMT1B	1409.8803	CKMT1B	47.3199
CKMT2	42.5026	CKMT2	431.742
CKS1B	970.2641	CKS1B	644.4724
CKS2	724.7641	CKS2	67.0017
CLASP1	1567.2032	CLASP1	2141.9598
CLASP2	638.4902	CLASP2	1382.7471
CLCA2	15156.2921	CLCA2	225.7119
removed	removed	CLCA4	12.1441
CLCC1	1997.0692	CLCC1	1074.3132
CLCF1	41.2338	CLCF1	27.6382
CLCN2	164.9354	CLCN2	32.6633
CLCN3	3317.4213	CLCN3	1620.603
CLCN4	135.7545	CLCN4	534.7571
CLCN5	187.7726	CLCN5	198.0737
CLCN6	179.2086	CLCN6	862.2278
CLCN7	2488.9382	CLCN7	1085.8459
CLCNKA	16.4935	CLCNKA	35.5946
removed	removed	CLDN10	18.0193
CLDN11	38.062	CLDN11	1277.6382
CLDN12	724.4469	CLDN12	618.928
CLDN14	18.3966	removed	removed
CLDN15	44.0885	CLDN15	178.8107
CLDN16	12.3702	removed	removed
removed	removed	CLDN19	58.2077
CLDN1	9541.1942	CLDN1	89.6147
CLDN23	97.6925	CLDN23	147.4037
removed	removed	CLDN2	78.727
CLDN3	644.8339	CLDN3	84.1709
CLDN4	2867.0209	CLDN4	376.0469
removed	removed	CLDN5	1101.7588
CLDN7	991.8325	CLDN7	186.3484
CLDN8	3050.67	CLDN8	142.7973
CLDN9	17.1279	removed	removed
CLDND1	957.8939	CLDND1	1493.2998
removed	removed	CLDND2	47.7387
CLEC10A	7.9296	CLEC10A	252.5126
CLEC11A	118.9438	CLEC11A	61.5578
removed	removed	CLEC12A	10.0503
CLEC14A	69.146	CLEC14A	1297.7387
CLEC16A	779.3196	CLEC16A	488.6935
CLEC1A	13.0045	CLEC1A	194.7236
CLEC2A	7.6124	removed	removed
CLEC2B	560.4631	CLEC2B	552.7638
CLEC2D	389.8184	CLEC2D	264.6566
removed	removed	CLEC2L	6.7002
removed	removed	CLEC3A	8.3752
CLEC3B	6.0265	CLEC3B	3318.258
CLEC4A	30.1324	CLEC4A	37.6884
CLEC4E	10.1499	CLEC4E	10.0503
removed	removed	CLEC4F	41.876
CLEC4GP1	5.3921	CLEC4GP1	20.5193
removed	removed	CLEC4G	47.7387
CLEC5A	377.7654	CLEC5A	9.6315
CLEC7A	165.2526	CLEC7A	32.2446
CLGN	45.04	CLGN	17.1692
CLIC1	5198.9533	CLIC1	4237.8559
CLIC2	91.9832	CLIC2	1092.9648
CLIC3	1874.2368	CLIC3	13.4003
CLIC4	5721.3544	CLIC4	9039.3635
CLIC5	11.1014	CLIC5	796.4824
CLIC6	136.3889	CLIC6	516.7504
CLINT1	1801.919	CLINT1	1890.2848
CLIP1	3391.6422	CLIP1	2940.536
CLIP2	577.2738	CLIP2	431.742
CLIP3	248.989	CLIP3	590.4523
CLIP4	288.3197	CLIP4	1943.0486
CLK1	793.5929	CLK1	2759.2127
CLK2P	10.1499	CLK2P	9.2127
CLK2	379.0342	CLK2	453.9363
CLK3	551.8991	CLK3	607.2027
CLK4	398.0652	CLK4	746.6499
CLLU1OS	7.9296	removed	removed
CLMN	1822.8531	CLMN	2040.6198
CLN3	1571.6438	CLN3	686.7672
CLN5	658.4728	CLN5	839.6147
CLN6	620.4108	CLN6	437.1859
CLN8	219.1737	CLN8	378.1407
CLNS1A	1678.8518	CLNS1A	1209.3802
CLOCK	1714.3763	CLOCK	529.732
CLP1	263.8966	CLP1	235.7621
CLPB	330.1879	CLPB	306.1139
CLPP	238.5219	CLPP	561.5578
CLPTM1L	2699.8652	CLPTM1L	1787.6884
CLPTM1	1369.598	CLPTM1	2705.1926
CLPX	636.2699	CLPX	812.8141
CLSPN	420.9024	CLSPN	11.7253
CLSTN1	5122.8293	CLSTN1	3142.7973
CLSTN2	30.7668	CLSTN2	1693.4673
CLSTN3	831.9721	CLSTN3	809.464
CLTA	1492.6651	CLTA	2144.4724
CLTB	774.5619	CLTB	880.2345
CLTCL1	168.1072	CLTCL1	155.3601
CLTC	29212.5922	CLTC	12185.0921
CLUAP1	648.3229	CLUAP1	604.2714
removed	removed	CLUL1	10.0503
CLU	17634.1289	CLU	26153.6851
removed	removed	CLVS1	26.2353
CLYBL	18.0795	CLYBL	185.0921
removed	removed	CMA1	214.4054
CMAH	41.551	CMAH	274.7069
CMAS	1199.2705	CMAS	545.6449
CMBL	4686.0677	CMBL	1494.1374
CMC1	115.1376	CMC1	120.1843
CMIP	1102.2124	CMIP	1302.3451
CMKLR1	68.1944	CMKLR1	1029.3132
CMPK1	3278.7249	CMPK1	5266.3317
CMPK2	168.4244	CMPK2	193.8861
CMTM1	162.7151	CMTM1	100.9213
CMTM3	883.673	CMTM3	997.0687
CMTM4	2778.8439	CMTM4	964.4054
CMTM6	1974.1496	CMTM6	1820.7705
CMTM7	123.0672	CMTM7	369.7655
CMTM8	159.5433	CMTM8	130.2345
CMYA5	122.4328	CMYA5	440.1173
CN5H6.4	51.3837	removed	removed
CNBP	10441.3607	CNBP	8425.4606
CNDP2	3358.338	CNDP2	2397.4037
CNFN	33.3043	CNFN	20.5193
CNGA1	9.1983	CNGA1	8.794
CNGB1	20.9341	removed	removed
CNIH2	55.8243	removed	removed
CNIH3	133.217	CNIH3	48.995
CNIH4	706.0503	CNIH4	927.1357
CNIH	2003.9648	CNIH	1422.9481
CNKSR1	160.1776	CNKSR1	48.1575
removed	removed	CNKSR2	114.7404
CNKSR3	166.5213	CNKSR3	126.0469
CNN1	68.5116	CNN1	2015.0754
CNN2	3833.4787	CNN2	2219.4305
CNN3	19768.4561	CNN3	5091.7085
CNNM1	88.177	CNNM1	30.1508
CNNM2	102.7674	CNNM2	167.5042
CNNM3	1334.0734	CNNM3	663.3166
CNNM4	1046.0709	CNNM4	277.6382
CNOT10	512.2512	CNOT10	474.4556
CNOT1	8625.5523	CNOT1	4552.1106
CNOT2	1368.9636	CNOT2	1368.5092
CNOT3	654.6666	CNOT3	565.3266
CNOT4	437.7131	CNOT4	651.5913
CNOT6L	1075.5689	CNOT6L	1462.7303
CNOT6	1361.9856	CNOT6	724.8744
CNOT7	1158.671	CNOT7	1572.4456
CNOT8	1093.9656	CNOT8	1737.8559
CNO	330.1879	CNO	146.5662
CNPY2	1003.5683	CNPY2	866.8342
CNPY3	912.5367	CNPY3	775.1256
CNPY4	257.518	CNPY4	335.0084
CNP	1809.0239	CNP	1511.6248
removed	removed	CNR1	264.6566
CNRIP1	163.3495	CNRIP1	1180.9045
CNST	671.1601	CNST	675.4606
CNTD1	15.0091	CNTD1	22.9481
CNTD2	12.053	CNTD2	8.794
CNTFR	354.6111	CNTFR	1980.737
CNTF	5.0749	CNTF	24.2881
CNTLN	108.1595	CNTLN	259.2127
CNTN1	357.1485	CNTN1	249.5812
CNTN2	20.6169	CNTN2	19.263
CNTN3	1033.7007	CNTN3	136.9347
CNTN4	50.4322	CNTN4	159.5477
removed	removed	CNTN6	29.732
CNTNAP1	124.6531	CNTNAP1	302.7638
CNTNAP2	522.7183	removed	removed
removed	removed	CNTNAP3	239.1122
removed	removed	CNTNAP4	22.1943
CNTROB	543.018	CNTROB	372.6968
COASY	572.1989	COASY	1127.3032
COBLL1	724.1297	COBLL1	3916.2479
COBL	314.3288	COBL	328.727
COBRA1	932.202	COBRA1	997.9062
COCH	10.1404	COCH	72.701
COG1	1568.7289	COG1	946.227
COG2	990.881	COG2	636.9347
COG3	880.184	COG3	638.6097
COG4	1347.7123	COG4	1281.407
COG5	1016.4142	COG5	1164.1541
COG6	1021.965	COG6	659.5477
COG7	558.8772	COG7	433.4171
COG8	434.9282	COG8	391.629
COIL	809.1349	COIL	368.5092
COL10A1	2585.362	COL10A1	30.5695
COL11A1	11504.2423	COL11A1	12.1441
removed	removed	COL11A2	10.0503
COL12A1	38287.2096	COL12A1	5200.5863
COL13A1	74.8553	COL13A1	5.8626
COL14A1	349.2189	COL14A1	16247.4874
COL15A1	903.6555	COL15A1	6219.4305
COL16A1	1473.3169	COL16A1	1457.2864
removed	removed	COL17A1	2074.1206
COL18A1	1324.5579	COL18A1	2700.1675
COL1A1	109454.6031	COL1A1	32818.6767
COL1A2	112868.131	COL1A2	59748.325
COL21A1	24.7403	COL21A1	97.5712
COL23A1	61.5336	COL23A1	11.3065
COL24A1	14.9076	removed	removed
removed	removed	COL25A1	97.1524
COL27A1	99.9128	COL27A1	70.3518
removed	removed	COL28A1	7.9564
removed	removed	COL2A1	12.5628
COL3A1	123070.3354	COL3A1	40683.8358
COL4A1	4134.4858	COL4A1	18992.4623
COL4A2	3191.4995	COL4A2	16387.7722
COL4A3BP	1278.2491	COL4A3BP	3265.9129
removed	removed	COL4A3	5.8626
COL4A4	41.551	COL4A4	33.5008
COL4A5	2767.4253	COL4A5	331.2395
COL4A6	873.8403	COL4A6	117.6717
COL5A1	17272.857	COL5A1	2771.3568
COL5A2	14504.4802	COL5A2	3502.5126
COL5A3	313.6944	COL5A3	840.0335
COL6A1	12575.3707	COL6A1	13035.1759
COL6A2	13828.5624	COL6A2	20567.4204
COL6A3	36892.5541	COL6A3	40814.9079
COL6A6	29.4981	COL6A6	1947.6549
COL7A1	730.7906	COL7A1	18.0067
COL8A1	984.5373	COL8A1	1030.5695
COL8A2	1489.4933	COL8A2	677.1357
COL9A2	39.9651	COL9A2	45.2261
COL9A3	76.4412	COL9A3	7.9564
COLEC11	9.5155	COLEC11	18.4255
COLEC12	643.248	COLEC12	3102.1776
COLQ	7.2952	COLQ	30.1508
COMMD10	324.7958	COMMD10	462.3116
COMMD1	332.091	COMMD1	306.9514
COMMD2	1414.638	COMMD2	734.5059
COMMD3	324.5643	COMMD3	597.7471
COMMD4	540.7977	COMMD4	587.9397
COMMD5	454.3018	COMMD5	282.5293
COMMD6	966.1407	COMMD6	1680.9045
COMMD7	903.6555	COMMD7	980.3183
COMMD8	562.3662	COMMD8	260.0503
COMMD9	275.6324	COMMD9	824.1206
COMP	2196.8123	COMP	55.6951
COMTD1	157.9573	COMTD1	28.4757
COMT	1557.3705	COMT	1125.2094
COPA	9241.3734	COPA	6511.1683
COPB1	5535.9702	COPB1	3055.4439
COPB2	11348.1881	COPB2	3456.0302
COPE	1280.7739	COPE	1019.263
COPG2	530.0135	COPG2	718.593
COPG	11895.9638	COPG	3202.6801
COPS2	2040.4409	COPS2	3250
COPS3	1539.2911	COPS3	968.1742
COPS4	885.2589	COPS4	1033.5008
COPS5	1387.3602	COPS5	1099.665
COPS6	1639.8382	COPS6	1665.8291
COPS7A	1019.7447	COPS7A	1387.7722
COPS7B	396.1621	COPS7B	517.5879
COPS8	2357.8463	COPS8	1226.541
COPZ1	3066.8464	COPZ1	2617.2529
COPZ2	331.1395	COPZ2	1011.7253
COQ10A	111.0142	COQ10A	203.0988
COQ10B	727.3016	COQ10B	619.7655
COQ2	540.7977	COQ2	139.4472
COQ3	199.8255	COQ3	197.2362
COQ4	461.819	COQ4	517.5879
COQ5	638.4902	COQ5	798.1575
COQ6	299.5258	COQ6	379.3593
COQ7	591.5471	COQ7	451.005
COQ9	681.31	COQ9	917.0854
CORIN	97.3753	CORIN	9.6315
CORO1A	258.5045	CORO1A	302.7638
CORO1B	1218.6187	CORO1B	1061.9765
CORO1C	5188.1691	CORO1C	3893.6348
CORO2A	48.5291	CORO2A	212.3116
CORO2B	47.8947	CORO2B	726.1307
CORO6	69.7804	CORO6	140.2848
CORO7	295.837	CORO7	331.428
COTL1	3036.714	COTL1	1293.1323
COX10	140.1951	COX10	350.0838
COX11	858.3998	COX11	651.6667
COX15	2364.2534	COX15	1445.4439
COX16	805.3287	COX16	715.2429
COX17	502.1013	COX17	357.6214
COX18	328.602	COX18	460.6365
COX19	258.9644	COX19	217.4874
COX4I1	2127.9835	COX4I1	5037.2697
removed	removed	COX4I2	88.3585
COX4NB	488.1453	COX4NB	354.2714
COX5A	815.1614	COX5A	1559.8827
COX5B	1250.0198	COX5B	1639.4472
COX6A1	1213.2265	COX6A1	1721.943
COX6B1	2738.8788	COX6B1	2752.0938
COX6B2	10.7842	removed	removed
COX6C	1808.5798	COX6C	1830.8208
COX7A1	28.5465	COX7A1	1045.6449
COX7A2L	4182.3805	COX7A2L	2150.335
COX7A2	1381.3338	COX7A2	1412.0603
COX7B2	107.5252	removed	removed
COX7B	1992.5462	COX7B	1645.7286
COX7C	1623.3447	COX7C	3652.8476
COX8A	1098.7233	COX8A	1610.9715
CP110	5848.2277	CP110	505.8626
removed	removed	CPA1	83.7521
removed	removed	CPA2	22.6131
CPA3	213.4644	CPA3	797.7387
CPA4	949.6471	CPA4	14.2379
CPAMD8	1232.5747	CPAMD8	202.2613
removed	removed	CPB1	111.809
CPD	9215.4468	CPD	3832.9146
CPEB1	75.1725	CPEB1	92.9648
CPEB2	169.3759	CPEB2	818.258
CPEB3	75.8068	CPEB3	174.6231
CPEB4	945.2066	CPEB4	1118.0905
CPE	3624.772	CPE	6015.9129
CPLX1	6.6609	CPLX1	56.1139
CPM	77.3928	CPM	9751.2563
CPN2	26.3262	CPN2	5.4439
CPNE1	3227.6774	CPNE1	1517.9229
CPNE2	650.8604	CPNE2	1667.9229
CPNE3	5189.1206	CPNE3	4479.062
CPNE4	7.2952	removed	removed
CPNE5	33.3043	CPNE5	27.6382
CPNE7	5.7093	removed	removed
CPNE8	63.7539	CPNE8	419.598
CPOX	647.6885	CPOX	338.7772
CPPED1	623.5826	CPPED1	801.0888
CPS1	37.1105	CPS1	448.9112
CPSF1	875.109	CPSF1	775.9631
CPSF2	5535.8021	CPSF2	1280.1508
CPSF3L	959.1626	CPSF3L	973.1993
CPSF3	2288.7955	CPSF3	824.1206
CPSF4	342.5581	CPSF4	478.2245
CPSF6	1747.0462	CPSF6	1348.4087
CPSF7	1613.512	CPSF7	1551.9263
CPT1A	1339.7827	CPT1A	1812.3953
CPT1B	13.9973	CPT1B	288.2412
CPT1C	24.7403	CPT1C	32.2446
CPT2	425.6601	CPT2	859.2965
CPVL	61.5336	CPVL	861.809
CPXM1	120.8469	CPXM1	329.1457
CPXM2	712.7111	CPXM2	3447.2362
CPZ	128.4593	CPZ	223.1993
CP	254.5238	CP	391.5997
CR1	19.3482	CR1	182.1608
removed	removed	CR2	5.0251
CRABP1	19.6654	CRABP1	77.4707
CRABP2	993.1013	CRABP2	1195.5611
CRADD	68.1944	CRADD	151.5913
CRAMP1L	1572.6873	CRAMP1L	720.2722
CRAT	708.9049	CRAT	1651.5913
removed	removed	CRB1	9.6315
removed	removed	CRB2	35.1759
CRB3	89.7629	CRB3	11.3065
CRBN	1316.1177	CRBN	1240.9631
CRCP	1028.3086	CRCP	747.0687
CREB1	1983.9822	CREB1	1515.4941
CREB3L1	662.279	CREB3L1	334.5896
CREB3L2	5998.5727	CREB3L2	2853.4338
CREB3L4	1226.0598	CREB3L4	320.3518
CREB3	796.7647	CREB3	848.7228
CREB5	57.4102	CREB5	719.8492
CREBBP	4219.1737	CREBBP	2688.0235
CREBL2	830.3862	CREBL2	4240.7873
CREBZF	2068.6702	CREBZF	1098.8275
CREG1	2215.2089	CREG1	5426.7169
CREG2	6.6609	removed	removed
CRELD1	358.7344	CRELD1	865.9966
CRELD2	299.4211	CRELD2	329.9832
CREM	304.8133	CREM	294.8074
removed	removed	CRHBP	139.866
CRHR1	114.4017	CRHR1	37.6382
