gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
SLC39A1	1837.4587	SLC39A1	2443.0394
removed	removed	SLC39A2	9.6563
SLC39A3	266.0891	SLC39A3	297.0456
SLC39A4	87.2525	SLC39A4	91.9646
SLC39A6	7628.7129	SLC39A6	8331.5324
SLC39A7	2980.6106	SLC39A7	1884.8143
SLC39A8	2572.6073	SLC39A8	607.886
SLC39A9	2189.9752	SLC39A9	2194.735
SLC3A2	1776.1964	SLC3A2	2314.289
SLC40A1	9033.6221	SLC40A1	7049.5459
SLC41A1	1500.2063	SLC41A1	1007.9319
SLC41A2	422.6485	SLC41A2	360.0414
SLC41A3	497.5248	SLC41A3	1054.3741
SLC43A1	255.7756	SLC43A1	418.4389
SLC43A2	342.203	SLC43A2	536.1536
SLC43A3	1270.6271	SLC43A3	1879.5678
SLC44A1	4160.2723	SLC44A1	3998.1607
SLC44A2	5127.0627	SLC44A2	5365.6742
SLC44A3	231.2294	SLC44A3	324.635
SLC44A4	2737.6238	SLC44A4	486.9525
SLC44A5	57.3432	SLC44A5	106.6789
SLC45A1	22.896	SLC45A1	79.5494
SLC45A3	74.0512	SLC45A3	158.6389
SLC45A4	309.1997	SLC45A4	264.858
SLC46A1	439.4101	SLC46A1	804.6028
SLC46A2	10.9323	removed	removed
SLC46A3	541.6667	SLC46A3	566.5019
SLC47A1	67.2442	SLC47A1	80.9288
removed	removed	SLC47A2	7.817
SLC48A1	448.8449	SLC48A1	1010.2311
SLC4A11	70.5446	SLC4A11	57.4779
SLC4A1AP	693.4818	SLC4A1AP	565.5823
removed	removed	SLC4A1	19.3126
SLC4A2	1109.2987	SLC4A2	1343.8878
SLC4A3	33.0033	SLC4A3	251.983
SLC4A4	53.6304	SLC4A4	249.224
SLC4A5	267.2545	SLC4A5	113.728
SLC4A7	1836.6337	SLC4A7	1577.1928
SLC4A8	853.9604	SLC4A8	142.0853
SLC5A1	159.2409	SLC5A1	200.023
SLC5A3	1054.342	SLC5A3	1177.9193
SLC5A4	8.6634	SLC5A4	7.3572
SLC5A6	916.9224	SLC5A6	1176.687
removed	removed	SLC5A7	5.5179
removed	removed	SLC5A9	13.3349
removed	removed	SLC6A11	7.817
SLC6A12	32.5908	SLC6A12	25.2903
SLC6A14	79.4142	SLC6A14	317.7377
SLC6A15	8.2508	SLC6A15	11.4956
SLC6A16	18.3581	SLC6A16	42.3037
SLC6A17	43.5231	SLC6A17	59.3172
SLC6A1	25.3713	SLC6A1	15.634
SLC6A20	23.7211	removed	removed
removed	removed	SLC6A2	41.3841
SLC6A3	11.3449	removed	removed
SLC6A6	2007.2195	SLC6A6	902.6325
SLC6A8	406.1469	SLC6A8	598.6895
SLC6A9	446.1531	SLC6A9	201.8669
SLC7A10	35.1898	SLC7A10	255.2477
SLC7A11	69.3069	SLC7A11	23.451
SLC7A1	960.396	SLC7A1	986.3203
SLC7A2	4087.8713	SLC7A2	2563.513
removed	removed	SLC7A3	81.8485
removed	removed	SLC7A4	50.5805
SLC7A5	901.6089	SLC7A5	423.497
SLC7A6OS	141.5326	SLC7A6OS	143.1015
SLC7A6	1317.8321	SLC7A6	806.8927
SLC7A7	681.3119	SLC7A7	264.3982
SLC7A8	1516.2954	SLC7A8	1583.6303
SLC7A9	6.3944	removed	removed
SLC8A1	548.4736	SLC8A1	448.7872
SLC8A2	7.4257	SLC8A2	14.2545
SLC8A3	6.8069	SLC8A3	9.6563
SLC9A10	29.0842	removed	removed
SLC9A1	990.7178	SLC9A1	1484.3085
SLC9A2	124.3812	SLC9A2	40.9242
SLC9A3R1	2512.7888	SLC9A3R1	1400.1609
SLC9A3R2	970.7096	SLC9A3R2	1275.5489
SLC9A5	5.363	SLC9A5	13.3349
SLC9A6	543.9356	SLC9A6	466.7203
SLC9A7	150.5776	SLC9A7	108.978
SLC9A8	503.7129	SLC9A8	451.0863
SLC9A9	372.1122	SLC9A9	435.4524
removed	removed	SLCO1A2	41.3841
SLCO1C1	22.6898	SLCO1C1	11.0358
SLCO2A1	1450.0825	SLCO2A1	878.2619
SLCO2B1	1747.3185	SLCO2B1	1145.419
SLCO3A1	530.7343	SLCO3A1	792.7348
SLCO4A1	48.0549	SLCO4A1	135.6294
SLCO4C1	11.7574	SLCO4C1	23.451
SLCO5A1	16.2954	SLCO5A1	11.9554
SLFN11	1317.2442	SLFN11	1264.0533
SLFN12L	80.2393	SLFN12L	17.4733
SLFN12	158.6221	SLFN12	130.5897
SLFN13	202.3515	SLFN13	463.0417
SLFN14	5.5693	removed	removed
SLFN5	1966.1716	SLFN5	1349.5804
SLIT1	6.6007	SLIT1	13.3349
SLIT2	973.5974	SLIT2	846.5341
SLIT3	1389.0264	SLIT3	5497.6434
removed	removed	SLITRK1	7.817
SLITRK2	16.5017	SLITRK2	22.5313
SLITRK4	86.6337	SLITRK4	77.7101
SLITRK5	6.3944	SLITRK5	46.9019
SLITRK6	88.2838	SLITRK6	197.7239
SLK	3010.7261	SLK	2709.7368
SLMAP	1689.3564	SLMAP	2480.2851
SLMO1	28.2591	SLMO1	22.5313
SLMO2	2200.9076	SLMO2	1163.3521
SLPI	668.9356	SLPI	675.0201
SLTM	2215.9653	SLTM	1746.8675
SLU7	1581.8894	SLU7	1403.3797
SMAD1	1251.2376	SMAD1	1304.9776
SMAD2	2094.8845	SMAD2	2248.0745
SMAD3	1063.3251	SMAD3	1784.1131
SMAD4	1442.8094	SMAD4	2044.9937
SMAD5	1701.3201	SMAD5	2146.4536
SMAD6	54.868	SMAD6	152.2014
SMAD7	684.1997	SMAD7	1199.2183
SMAD9	61.8812	SMAD9	123.2326
SMAGP	207.302	SMAGP	196.8042
SMAP1	1380.328	SMAP1	731.4174
SMAP2	1569.3069	SMAP2	1076.9054
SMARCA1	1068.6881	SMARCA1	1763.8809
SMARCA2	4112.005	SMARCA2	4445.1086
SMARCA4	3048.6799	SMARCA4	1469.1344
SMARCA5	2859.5215	SMARCA5	2634.6523
SMARCAD1	1238.6551	SMARCAD1	925.1638
SMARCAL1	539.3977	SMARCAL1	609.2654
SMARCB1	1233.2921	SMARCB1	941.2576
SMARCC1	4477.104	SMARCC1	2763.536
SMARCC2	3603.3416	SMARCC2	3097.3675
SMARCD1	1266.2954	SMARCD1	1176.687
SMARCD2	1816.4191	SMARCD2	2083.4579
SMARCD3	379.538	SMARCD3	510.4035
SMARCE1	3169.3482	SMARCE1	2823.313
SMC1A	3192.6568	SMC1A	1962.5244
SMC2	979.5792	SMC2	497.5285
SMC3	2566.2129	SMC3	1558.7999
SMC4	3329.2079	SMC4	510.4035
SMC5	1081.2706	SMC5	1051.1553
SMC6	1174.2987	SMC6	569.2608
SMCHD1	2636.3449	SMCHD1	1507.7595
SMCR7L	850.2475	SMCR7L	813.8867
SMCR7	120.2558	SMCR7	280.492
SMCR8	1093.3725	SMCR8	990.5828
SMEK1	2014.0264	SMEK1	1796.5283
SMEK2	3859.5297	SMEK2	2072.8819
SMG1	5656.9719	SMG1	3162.6624
SMG5	1693.2756	SMG5	1413.036
SMG6	892.3267	SMG6	1366.134
SMG7	5143.7706	SMG7	1635.1305
SMN1	11.7017	SMN1	6.0283
SMN2	1993.6613	SMN2	1386.3157
SMNDC1	1049.2987	SMNDC1	684.2166
SMOC1	45.9983	SMOC1	182.0899
SMOC2	2966.5842	SMOC2	4625.3592
SMOX	57.3432	SMOX	114.0361
SMO	212.2525	SMO	497.5285
SMPD1	578.3828	SMPD1	749.9713
SMPD2	189.1502	SMPD2	123.2326
SMPD3	181.7244	SMPD3	93.8039
SMPD4	1622.9373	SMPD4	1207.4951
SMPDL3A	372.5248	SMPDL3A	342.1083
SMPDL3B	153.4653	SMPDL3B	128.7504
removed	removed	SMR3B	16.5536
SMS	2687.7063	SMS	955.0523
SMTNL1	6.8069	removed	removed
removed	removed	SMTNL2	14.7143
SMTN	390.0578	SMTN	2464.1913
SMU1	1925.1238	SMU1	1808.4837
SMUG1	349.6287	SMUG1	326.4743
SMURF1	856.8894	SMURF1	1106.7525
SMURF2	805.8993	SMURF2	729.7391
removed	removed	SMYD1	186.6881
SMYD2	716.7904	SMYD2	525.5777
SMYD3	571.7822	SMYD3	245.5455
SMYD4	272.2772	SMYD4	317.2778
SMYD5	402.0215	SMYD5	452.006
SNAI1	58.9934	SNAI1	228.9918
SNAI2	438.7376	SNAI2	496.6088
SNAI3	22.071	SNAI3	11.9554
SNAP23	1984.5297	SNAP23	1502.2416
SNAP25	30.9406	SNAP25	12.875
SNAP29	1981.8482	SNAP29	1133.4636
SNAP47	803.224	SNAP47	475.7742
removed	removed	SNAP91	8.2768
SNAPC1	156.1469	SNAPC1	175.1926
SNAPC2	267.3267	SNAPC2	341.1886
SNAPC3	730.198	SNAPC3	452.006
SNAPC4	171.8234	SNAPC4	239.1079
SNAPC5	78.1312	SNAPC5	57.8457
SNAPIN	516.0891	SNAPIN	564.6626
SNCAIP	154.703	SNCAIP	307.1617
SNCA	53.2178	SNCA	166.9157
SNCG	165.6353	SNCG	998.7355
SND1	3200.2888	SND1	2817.3353
SNED1	710.8086	SNED1	972.0658
SNF8	479.9917	SNF8	576.1582
SNHG10	42.4917	SNHG10	23.451
SNHG11	115.3548	SNHG11	86.4467
SNHG12	170.0701	SNHG12	41.8439
SNHG1	770.2145	SNHG1	217.0364
SNHG3-RCC1	169.2636	SNHG3-RCC1	102.1911
SNHG3	40.8416	SNHG3	12.4152
SNHG5	2035.6848	SNHG5	2355.6731
SNHG6	601.8977	SNHG6	629.9575
SNHG7	272.9868	SNHG7	416.687
SNHG8	390.4703	SNHG8	600.069
SNHG9	20.4208	SNHG9	22.5313
SNIP1	415.429	SNIP1	389.9299
SNN	794.7607	SNN	1181.745
SNORA39	13.7706	removed	removed
SNORA53	5.9818	removed	removed
SNORA7B	6.0747	removed	removed
SNORA8	255.5755	SNORA8	107.2997
removed	removed	SNORD116-20	15.634
SNORD116-28	23.3333	SNORD116-28	10.7737
SNORD116-4	24.2719	SNORD116-4	98.8206
SNORD17	5.7756	SNORD17	8.2768
SNORD1C	15.4744	removed	removed
SNPH	448.0198	SNPH	137.4871
SNRK	2038.7789	SNRK	2174.043
SNRNP200	5797.8548	SNRNP200	5331.6473
SNRNP25	661.7162	SNRNP25	251.983
SNRNP27	623.7624	SNRNP27	484.6534
SNRNP35	220.0866	SNRNP35	282.0094
SNRNP40	859.3234	SNRNP40	647.8906
SNRNP48	944.9257	SNRNP48	371.537
SNRNP70	1560.8498	SNRNP70	1096.218
SNRPA1	440.3878	SNRPA1	191.7462
SNRPA	902.2277	SNRPA	915.9674
SNRPB2	1198.6386	SNRPB2	843.7751
SNRPB	1546.8234	SNRPB	1159.2137
SNRPC	1114.4802	SNRPC	691.5737
SNRPD1	616.9554	SNRPD1	408.3228
SNRPD2	2268.3581	SNRPD2	1632.3715
SNRPD3	2331.7574	SNRPD3	1119.4666
SNRPE	1870.8746	SNRPE	503.0463
SNRPF	705.6518	SNRPF	384.412
SNRPG	681.3119	SNRPG	403.7246
SNRPN	837.7496	SNRPN	1737.0824
SNTA1	164.604	SNTA1	707.2077
SNTB1	749.7937	SNTB1	446.9479
SNTB2	1158.6221	SNTB2	1316.4732
removed	removed	SNTG2	11.4956
SNUPN	431.7244	SNUPN	414.7603
SNURF	39.0285	SNURF	67.948
SNW1	1620.462	SNW1	1276.0087
SNX10	734.9422	SNX10	255.2017
SNX11	485.9736	SNX11	439.1309
SNX12	184.4059	SNX12	228.0722
SNX13	1509.2822	SNX13	1124.2672
SNX14	2323.4323	SNX14	1196.9192
SNX15	418.1106	SNX15	524.1982
SNX16	532.797	SNX16	376.595
SNX17	1297.4422	SNX17	2093.574
SNX18	1139.2327	SNX18	1442.4647
SNX19	2061.0561	SNX19	2123.0026
SNX1	3194.3069	SNX1	3656.9721
SNX20	134.7649	SNX20	15.1742
SNX21	308.9769	SNX21	781.9244
SNX22	110.3486	SNX22	69.3045
SNX24	232.0545	SNX24	185.7685
SNX25	515.264	SNX25	397.7469
SNX27	1758.7087	SNX27	1031.3323
SNX29	783.0033	SNX29	898.0343
SNX2	2319.5132	SNX2	1691.6887
SNX30	1095.9158	SNX30	747.6721
SNX31	6.1881	SNX31	7.817
SNX33	756.6007	SNX33	1430.9691
SNX3	4425.5363	SNX3	3118.0595
SNX4	805.2805	SNX4	814.8063
SNX5	2642.7393	SNX5	1788.2515
SNX6	1965.5528	SNX6	1425.4512
SNX7	520.4208	SNX7	597.31
SNX8	259.4884	SNX8	225.7731
SNX9	3145.4208	SNX9	2835.7282
SOAT1	1116.5429	SOAT1	548.109
SOBP	104.7855	SOBP	384.8718
SOCS1	27.2277	SOCS1	47.8216
SOCS2	754.538	SOCS2	1769.3988
SOCS3	705.033	SOCS3	33970.8012
SOCS4	869.637	SOCS4	675.4799
SOCS5	1078.7954	SOCS5	1442.4647
SOCS6	1719.0594	SOCS6	1014.8293
SOCS7	62.0875	SOCS7	102.0807
SOD1	4039.8102	SOD1	2592.9417
SOD2	6463.4901	SOD2	8801.9313
SOD3	260.3135	SOD3	2516.1513
SOHLH2	5.5693	removed	removed
SOLH	315.1815	SOLH	306.7019
SON	9086.4274	SON	7128.1757
SORBS1	3416.8729	SORBS1	9112.3118
SORBS2	676.3614	SORBS2	4723.3015
SORBS3	1199.2574	SORBS3	3175.9972
removed	removed	SORCS1	45.5225
SORCS2	191.4191	SORCS2	206.4605
SORD	1263.6139	SORD	381.6531
SORL1	3486.7987	SORL1	3085.8719
SORT1	3608.2921	SORT1	4445.1086
SOS1	1810.8498	SOS1	2088.5159
SOS2	1467.6155	SOS2	1723.4165
SOSTDC1	5.363	SOSTDC1	349.0056
removed	removed	SOST	13.3349
SOX10	11.3449	SOX10	1368.893
SOX11	81.2706	SOX11	39.5448
SOX12	466.5842	SOX12	326.9341
SOX13	1462.0462	SOX13	1185.8834
SOX15	13.6139	SOX15	45.0627
SOX17	93.8531	SOX17	788.1366
SOX18	140.6766	SOX18	487.8722
SOX4	3744.637	SOX4	3816.0708
SOX5	54.868	SOX5	126.4513
SOX6	60.0248	SOX6	127.8308
SOX7	198.255	SOX7	1228.1871
SOX8	19.5957	SOX8	41.3841
SOX9	1216.1716	SOX9	2993.4475
SP100	3478.5479	SP100	1763.8809
SP110	1547.4422	SP110	587.6538
SP140L	643.323	SP140L	250.1437
SP140	286.3387	SP140	24.8304
SP1	5258.4571	SP1	3935.6248
SP2	411.5099	SP2	708.5872
SP3	3279.4967	SP3	2359.8115
SP4	329.8267	SP4	334.7511
SP5	6.8069	SP5	11.0358
SP6	158.4158	SP6	97.9423
SPA17	157.797	SPA17	125.0718
SPAG16	325.2888	SPAG16	269.4563
SPAG17	10.7261	removed	removed
SPAG1	396.8647	SPAG1	184.389
SPAG4	16.5017	SPAG4	16.5536
SPAG5	599.2327	SPAG5	43.6832
removed	removed	SPAG6	9.6563
SPAG7	347.3597	SPAG7	521.4392
SPAG8	9.6947	SPAG8	17.0134
SPAG9	2382.0132	SPAG9	2411.7715
SPARCL1	13558.3746	SPARCL1	29247.9595
SPARC	67656.3531	SPARC	38615.0132
SPAST	712.4587	SPAST	624.4396
SPATA13	556.6894	SPATA13	485.1132
SPATA17	84.571	SPATA17	16.5536
SPATA18	135.5198	SPATA18	478.6757
SPATA20	435.8498	SPATA20	877.802
SPATA24	13.2013	SPATA24	19.7724
SPATA2L	67.863	SPATA2L	235.4294
SPATA2	422.8548	SPATA2	513.1624
removed	removed	SPATA4	5.0581
SPATA5L1	192.6568	SPATA5L1	125.0718
SPATA5	838.6964	SPATA5	272.675
SPATA6	98.8036	SPATA6	183.0095
SPATA7	171.8234	SPATA7	234.0499
SPATA9	8.4571	SPATA9	10.1161
SPATS2L	2648.1023	SPATS2L	1329.808
SPATS2	1162.5413	SPATS2	455.2247
SPC24	22.4835	removed	removed
SPC25	285.8911	SPC25	5.9777
SPCS1	2538.9645	SPCS1	1513.2406
SPCS2	643.9769	SPCS2	471.7784
SPCS3	3584.3647	SPCS3	2738.2458
SPDEF	1552.1865	SPDEF	1354.1786
SPDYA	5.79	SPDYA	7.1686
SPDYE1	10.1073	SPDYE1	6.3318
SPDYE3	56.8709	SPDYE3	75.9168
SPDYE5	9.2822	removed	removed
SPDYE6	41.2541	SPDYE6	8.7366
SPDYE7P	6.6007	removed	removed
SPDYE8P	15.6766	SPDYE8P	13.7947
SPEF1	8.8696	SPEF1	8.7366
SPEF2	303.8366	SPEF2	172.8934
SPEG	111.5924	SPEG	633.6361
SPEN	2452.764	SPEN	2662.8348
SPESP1	63.092	SPESP1	94.7051
SPG11	2150.5776	SPG11	1894.0108
SPG20	1222.7723	SPG20	2203.9315
SPG21	2059.6122	SPG21	1553.282
SPG7	610.7673	SPG7	841.9359
SPHAR	181.2583	SPHAR	178.7332
SPHK1	166.5099	SPHK1	246.0145
SPHK2	183.8243	SPHK2	181.1702
removed	removed	SPHKAP	57.018
SPI1	489.6865	SPI1	239.5678
SPIB	41.0479	removed	removed
SPIN1	3048.0611	SPIN1	3382.4578
removed	removed	SPIN2A	6.4375
SPIN2B	118.6386	SPIN2B	91.3208
SPIN3	385.9323	SPIN3	264.3982
SPIN4	222.566	SPIN4	169.2149
SPINK4	17.9455	removed	removed
SPINK5	28.2591	SPINK5	48.7412
removed	removed	SPINK8	9.6563
SPINT1	2133.0446	SPINT1	1984.5959
SPINT2	6550.1238	SPINT2	3627.5434
SPIRE1	873.9686	SPIRE1	714.5649
SPIRE2	129.3317	SPIRE2	49.6609
SPNS1	431.5408	SPNS1	598.947
SPNS2	306.0499	SPNS2	828.2009
SPNS3	12.5825	SPNS3	17.9331
SPN	645.2145	SPN	148.063
SPOCD1	47.6485	SPOCD1	5.5179
SPOCK1	849.0099	SPOCK1	684.2166
SPOCK2	1697.401	SPOCK2	452.006
removed	removed	SPOCK3	11.9554
SPON1	2231.4356	SPON1	1115.5305
SPON2	371.4934	SPON2	1043.7981
SPOPL	2442.2442	SPOPL	1641.1082
SPOP	1246.0809	SPOP	1495.8041
SPP1	5739.0677	SPP1	732.0382
SPPL2A	1216.3779	SPPL2A	745.8329
SPPL2B	321.9884	SPPL2B	543.5107
SPPL3	1161.9224	SPPL3	1470.9737
SPRED1	1897.2772	SPRED1	1424.5316
SPRED2	1259.901	SPRED2	1607.0813
SPRN	43.5231	SPRN	31.7278
SPRY1	1511.1386	SPRY1	5994.2522
SPRY2	298.0611	SPRY2	1567.9963
SPRY3	89.3152	SPRY3	83.228
SPRY4	667.2855	SPRY4	1003.3337
SPRYD3	1011.9637	SPRYD3	1688.4699
SPRYD4	187.9125	SPRYD4	256.1214
SPR	463.9026	SPR	442.3497
SPSB1	491.5429	SPSB1	943.5567
SPSB2	39.8102	SPSB2	70.8127
SPSB3	386.7574	SPSB3	571.5599
SPSB4	6.1881	SPSB4	59.777
SPTA1	25.3713	SPTA1	84.6074
SPTAN1	9071.1634	SPTAN1	8761.9267
SPTBN1	13141.0891	SPTBN1	19111.622
SPTBN2	340.5528	SPTBN2	356.8226
SPTBN4	9.901	SPTBN4	31.268
SPTBN5	39.6432	SPTBN5	92.8842
SPTB	45.5858	SPTB	191.2864
SPTLC1	1711.8399	SPTLC1	1739.0505
SPTLC2	3118.3993	SPTLC2	2168.0653
SPTLC3	278.0528	SPTLC3	348.086
SPTY2D1	1606.087	SPTY2D1	1239.6827
SQLE	1524.5462	SQLE	321.8761
SQRDL	2334.1584	SQRDL	1305.8972
SQSTM1	6467.6568	SQSTM1	7598.3676
SR140	2459.3647	SR140	1738.1308
SRA1	372.1122	SRA1	359.1217
SRBD1	453.3828	SRBD1	406.4835
SRCAP	3492.7805	SRCAP	3362.6854
SRCIN1	135.5198	SRCIN1	136.1076
SRCRB4D	13.6139	SRCRB4D	15.6432
SRC	573.0198	SRC	597.31
SRD5A1	481.2294	SRD5A1	108.978
SRD5A3	846.6955	SRD5A3	597.2916
SREBF1	773.1023	SREBF1	1779.5149
SREBF2	1373.1436	SREBF2	2385.5616
SRFBP1	332.9208	SRFBP1	267.617
SRF	806.7244	SRF	2847.2238
SRGAP1	416.2541	SRGAP1	463.0417
SRGAP2	1463.2838	SRGAP2	807.4491
SRGAP3	258.4571	SRGAP3	347.6262
SRGN	2508.6634	SRGN	2938.2688
SRI	1296.8234	SRI	1602.0232
SRL	37.5413	SRL	210.1391
SRMS	18.9769	removed	removed
SRM	481.0231	SRM	806.9893
SRP14	3925.5363	SRP14	3784.8029
SRP19	851.1757	SRP19	530.9254
SRP54	1947.1947	SRP54	914.1281
SRP68	1911.9224	SRP68	1808.0239
SRP72	3527.2277	SRP72	2368.0883
SRP9	10608.9109	SRP9	3013.2199
SRPK1	2090.3465	SRPK1	810.6679
SRPK2	1376.8564	SRPK2	1212.5532
SRPK3	6.2438	SRPK3	7.0859
SRPRB	1532.1782	SRPRB	873.6636
SRPR	3264.4389	SRPR	3257.3859
SRPX2	551.9802	SRPX2	437.2916
SRPX	400.3713	SRPX	2391.9991
SRRD	284.0347	SRRD	222.0945
SRRM1	2249.1749	SRRM1	1980.9173
SRRM2	12501.8564	SRRM2	13169.3298
SRRM3	38.5726	SRRM3	131.5094
SRRM5	18.9934	SRRM5	8.8102
SRRT	1134.4884	SRRT	934.3603
SRR	260.5136	SRR	267.8975
SRXN1	1040.0165	SRXN1	682.3773
SS18L1	510.5198	SS18L1	367.8584
SS18L2	341.1716	SS18L2	236.8088
SS18	1848.1848	SS18	2156.1099
SSBP1	1003.5066	SSBP1	779.8598
SSBP2	552.3927	SSBP2	913.2084
SSBP3	824.8762	SSBP3	898.0343
SSBP4	283.4158	SSBP4	394.0683
SSB	3046.6357	SSB	1884.8006
SSC5D	447.8135	SSC5D	984.0212
SSFA2	3035.066	SSFA2	3131.8542
SSH1	1425.7426	SSH1	1305.8972
SSH2	913.1601	SSH2	601.4484
SSH3	574.0512	SSH3	825.3822
SSNA1	291.0479	SSNA1	398.2067
SSPN	1069.5132	SSPN	2273.3648
removed	removed	SSPO	12.875
SSR1	5941.2129	SSR1	3312.5647
SSR2	6564.769	SSR2	4087.8262
SSR3	5419.7607	SSR3	3667.548
SSR4	1958.1271	SSR4	1584.0901
SSRP1	3495.0495	SSRP1	2421.4278
SSSCA1	187.5	SSSCA1	222.5543
SSTR1	13.4076	SSTR1	89.6655
SSTR2	147.4835	SSTR2	56.5582
SSU72	2043.9356	SSU72	1897.6894
SSX2IP	974.4224	SSX2IP	278.1929
ST13	4820.132	ST13	5728.4745
ST14	1234.9422	ST14	1127.4859
ST18	12.5825	removed	removed
ST20	67.9125	ST20	17.7446
ST3GAL1	4416.4604	ST3GAL1	1369.3528
ST3GAL2	365.3053	ST3GAL2	537.9929
ST3GAL3	137.3762	ST3GAL3	300.2644
ST3GAL4	277.2277	ST3GAL4	324.635
ST3GAL5	379.3317	ST3GAL5	698.9309
ST3GAL6	201.9389	ST3GAL6	148.063
ST5	1147.2772	ST5	1745.0282
ST6GAL1	3050.5363	ST6GAL1	2252.2129
ST6GAL2	165.0165	ST6GAL2	173.8131
ST6GALNAC1	43.5231	ST6GALNAC1	76.7904
ST6GALNAC2	470.297	ST6GALNAC2	633.6361
ST6GALNAC3	211.8399	ST6GALNAC3	216.5766
ST6GALNAC4	358.2921	ST6GALNAC4	324.635
ST6GALNAC5	414.8102	ST6GALNAC5	120.9334
ST6GALNAC6	965.1403	ST6GALNAC6	2461.8922
ST7L	302.8053	ST7L	293.8269
ST7OT1	13.8119	ST7OT1	46.4375
ST7	591.5759	ST7	664.4488
ST8SIA1	146.8647	ST8SIA1	157.2595
ST8SIA2	5.5693	ST8SIA2	35.8662
ST8SIA4	831.2706	ST8SIA4	291.5278
ST8SIA6	179.868	ST8SIA6	106.6789
STAB1	1698.1374	STAB1	2385.2719
removed	removed	STAB2	103.0003
removed	removed	STAC2	1693.528
STAC3	73.5644	STAC3	21.1105
STAC	56.9307	STAC	199.1033
STAG1	1080.7199	STAG1	1122.037
STAG2	4022.6898	STAG2	3427.0606
STAG3L1	16.0891	STAG3L1	38.1653
STAG3L2	63.9439	STAG3L2	23.451
STAG3L3	91.2974	STAG3L3	127.7526
STAG3L4	74.0512	STAG3L4	119.0941
STAG3	25.3713	STAG3	9.0723
STAM2	1282.1782	STAM2	1117.3698
STAMBPL1	218.8531	STAMBPL1	128.7504
STAMBP	956.0644	STAMBP	664.904
STAM	802.8053	STAM	560.984
STAP1	48.6799	removed	removed
STAP2	239.4802	STAP2	246.0053
STARD10	1126.8564	STARD10	1000.115
STARD13	606.2294	STARD13	1077.825
STARD3NL	849.835	STARD3NL	706.7479
STARD3	959.7772	STARD3	755.4891
STARD4	91.9967	STARD4	53.3395
STARD5	89.1089	STARD5	85.9869
STARD7	3371.5615	STARD7	2700.8898
STARD8	259.0759	STARD8	447.4077
STAR	5.1568	STAR	5.9777
STAT1	14321.5759	STAT1	3072.0773
STAT2	3629.7442	STAT2	2350.1552
STAT3	5016.2954	STAT3	6971.376
STAT4	262.5825	STAT4	57.018
STAT5A	1240.099	STAT5A	1795.6087
STAT5B	1794.5545	STAT5B	2970.4564
STAT6	3058.5809	STAT6	3862.0531
STAU1	4605.8168	STAU1	2692.7233
STAU2	1765.8828	STAU2	856.6502
STBD1	405.066	STBD1	879.8575
STC1	575.2888	STC1	2802.621
STC2	3504.9505	STC2	7616.9675
STEAP1	197.6073	STEAP1	343.0279
STEAP2	384.0759	STEAP2	1008.8516
STEAP3	362.005	STEAP3	918.7263
STEAP4	2705.8581	STEAP4	4163.697
STIL	657.5908	STIL	41.8439
STIM1	1466.5842	STIM1	2008.0469
STIM2	794.3482	STIM2	871.3645
STIP1	4133.0446	STIP1	1688.4699
STK10	1356.6419	STK10	701.23
STK11IP	262.7888	STK11IP	229.4517
STK11	379.3317	STK11	630.4173
STK16	393.3581	STK16	519.6
STK17A	1310.231	STK17A	846.5341
STK17B	2004.9505	STK17B	1302.2186
STK19	314.9422	STK19	288.6125
STK24	2680.4868	STK24	2507.8745
STK25	869.637	STK25	1240.6024
STK32B	499.7937	STK32B	381.1932
STK32C	91.9967	STK32C	71.7324
STK33	12.995	STK33	7.817
STK35	1054.0429	STK35	810.6679
STK36	427.8053	STK36	455.2247
STK38L	2079.0017	STK38L	1602.9429
STK38	1755.363	STK38	1387.7457
STK39	1274.7525	STK39	561.9037
STK3	795.3795	STK3	616.6226
STK40	1048.0611	STK40	1462.6969
STK4	2596.9472	STK4	823.5429
STL	5.9818	removed	removed
STMN1	5967.203	STMN1	1270.031
STMN2	65.5941	STMN2	18.8527
STMN3	764.2327	STMN3	612.944
STOML1	108.9109	STOML1	184.8488
STOML2	1033.2096	STOML2	984.0212
STOM	5023.3086	STOM	10898.724
STON1-GTF2A1L	23.1931	STON1-GTF2A1L	18.7654
STON1	479.9897	STON1	853.4314
STON2	290.8416	STON2	351.7646
STOX1	262.5825	STOX1	226.2329
STOX2	37.1287	STOX2	64.835
STRA13	218.2343	STRA13	165.5363
STRA6	48.0611	STRA6	38.1653
STRADA	402.0215	STRADA	457.9837
STRADB	307.962	STRADB	350.3851
STRAP	3041.4604	STRAP	1806.1846
STRBP	1416.6667	STRBP	438.2113
STRC	9.4884	removed	removed
STRN3	831.2686	STRN3	995.5167
STRN4	1096.3284	STRN4	1194.1602
STRN	684.1997	STRN	440.0506
STS	794.967	STS	972.0658
STT3A	4400.165	STT3A	2843.5452
STT3B	3091.1716	STT3B	1727.5549
STUB1	857.4051	STUB1	909.6908
STX10	241.5429	STX10	197.7239
STX11	222.1535	STX11	444.6488
STX12	1852.929	STX12	1880.6759
STX16	1430.4868	STX16	1435.5673
STX17	961.0149	STX17	1056.6732
STX18	617.7805	STX18	395.9076
STX19	7.8383	STX19	22.5313
STX1A	42.4876	STX1A	35.8662
