gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
FOXO3	4549.1115	FOXO3	2818.8955
FOXO4	458.161	FOXO4	971.9228
FOXP1	4962.4101	FOXP1	2172.7212
FOXP2	17.6623	FOXP2	350.7651
FOXP3	62.3975	removed	removed
FOXP4	1436.6545	FOXP4	1199.2016
FOXQ1	9.8909	FOXQ1	10.6454
FOXRED1	297.787	FOXRED1	328.9421
FOXRED2	558.8363	FOXRED2	399.7339
FOXS1	24.374	FOXS1	9.5808
FPGS	692.3636	FPGS	945.3094
FPGT	615.2816	FPGT	542.7066
FPR1	80.5403	FPR1	19.1617
FPR3	252.2182	FPR3	89.9534
FRAS1	3290.4933	FRAS1	87.8244
FRAT1	167.439	FRAT1	78.7758
FRAT2	386.0987	FRAT2	113.9055
FREM1	179.8026	FREM1	779.2415
FREM2	9.1844	FREM2	88.3566
FRG1B	297.4338	FRG1B	736.1277
FRG1	514.3272	FRG1	1033.1337
FRK	287.5428	FRK	41.517
FRMD1	6.3584	FRMD1	522.688
FRMD3	59.3455	FRMD3	287.9574
FRMD4A	485.0784	FRMD4A	2743.851
FRMD4B	1397.7973	FRMD4B	381.6367
FRMD5	6.3584	removed	removed
FRMD6	3927.044	FRMD6	2057.7512
FRMD8	677.174	FRMD8	528.0106
removed	removed	FRMPD1	55.356
FRMPD2	13.0701	removed	removed
removed	removed	FRMPD4	7.984
FRRS1	215.8338	FRRS1	111.7764
FRS2	2060.135	FRS2	1411.5768
FRS3	68.8831	FRS3	139.4544
FRYL	1907.1791	FRYL	2267.4651
FRY	1408.37	FRY	1053.8922
FRZB	475.1169	FRZB	332.668
FSCN1	444.7376	FSCN1	563.6727
FSCN2	9.1844	removed	removed
FSD1L	105.974	FSD1L	57.485
FSIP1	188.987	removed	removed
FSTL1	6168.0412	FSTL1	23181.9029
FSTL3	692.3636	FSTL3	234.1983
FSTL4	48.0416	removed	removed
FST	257.1636	FST	681.8363
FTH1	28664.2063	FTH1	29151.8244
FTHL3	192.1662	FTHL3	184.6973
FTL	14918.3161	FTL	35531.0712
FTO	2720.3531	FTO	1981.1045
FTSJ1	401.9948	FTSJ1	389.6208
FTSJ2	709.6727	FTSJ2	442.3154
FTSJ3	1076.2757	FTSJ3	882.5017
FTSJD1	680.7065	FTSJD1	670.6587
FTSJD2	1634.1194	FTSJD2	1117.7645
FUBP1	2020.9246	FUBP1	1194.4112
FUBP3	1343.0441	FUBP3	1260.4125
FUCA1	1879.6259	FUCA1	767.5316
FUCA2	825.1844	FUCA2	965.5356
FUK	244.4467	FUK	186.8263
FUNDC1	318.2753	FUNDC1	199.6008
FUNDC2	891.5912	FUNDC2	1483.9654
FURIN	1196.4467	FURIN	2612.9075
FUS	5807.0231	FUS	1318.9621
FUT10	84.0727	FUT10	228.8756
FUT11	164.2597	FUT11	312.4418
FUT1	110.213	FUT1	118.6959
FUT2	365.6104	FUT2	13.839
FUT3	7.4182	removed	removed
FUT4	102.7842	FUT4	432.4631
FUT6	269.174	FUT6	9.5808
FUT7	11.1591	removed	removed
FUT8	2816.1148	FUT8	712.7132
FUT9	404.4675	FUT9	25.5489
FUZ	286.0769	FUZ	321.2136
FXC1	985.2051	FXC1	877.179
FXN	176.2701	FXN	239.521
FXR1	2453.6518	FXR1	3495.9415
FXR2	623.4805	FXR2	875.5822
FXYD1	11.6571	FXYD1	776.0479
FXYD3	533.0493	FXYD3	237.9242
FXYD5	680	FXYD5	826.6134
FXYD6	321.8078	FXYD6	941.0512
FYB	753.4753	FYB	152.2289
FYCO1	1825.2259	FYCO1	3173.3866
FYN	468.4052	FYN	1349.3014
FYTTD1	1952.3947	FYTTD1	2252.0293
FZD10	20.1351	FZD10	23.4198
FZD1	1024.7688	FZD1	1120.4258
FZD2	103.8545	FZD2	36.7265
FZD3	183.3351	FZD3	50.5655
FZD4	900.5743	FZD4	21568.9102
removed	removed	FZD5	886.2275
FZD6	311.9169	FZD6	902.1956
FZD7	561.3091	FZD7	1674.5176
FZD8	319.335	FZD8	159.6806
removed	removed	FZD9	75.5822
FZR1	890.535	FZR1	409.847
G0S2	13.4234	G0S2	5076.2475
G2E3	803.2831	G2E3	493.4132
G3BP1	2468.1349	G3BP1	1973.6527
G3BP2	4328.6855	G3BP2	2687.4251
G6PC2	6.3584	removed	removed
G6PC3	902.1922	G6PC3	882.5017
G6PD	615.0026	G6PD	1040.5855
GAA	3343.8336	GAA	949.5675
GAB1	1243.4285	GAB1	1820.8916
GAB2	600.1662	GAB2	3282.5017
GAB3	130.7013	GAB3	255.489
GABARAPL1	586.0363	GABARAPL1	3750.3659
GABARAPL2	1020.5298	GABARAPL2	2172.189
GABARAP	4000.166	GABARAP	7597.6048
GABBR1	699.7818	GABBR1	401.8629
GABPA	1153.559	GABPA	1928.1171
GABPB1	625.9461	GABPB1	417.666
GABPB2	152.9558	GABPB2	168.1969
removed	removed	GABRA2	28.7425
GABRB2	12.3636	GABRB2	18.6294
GABRB3	11.3039	GABRB3	61.2109
GABRD	19.7818	removed	removed
GABRE	16.6026	GABRE	2280.7718
removed	removed	GABRG1	5.855
GABRP	431.6675	GABRP	2698.0705
GAD1	9.8909	removed	removed
GADD45A	469.8182	GADD45A	605.1896
GADD45B	501.6104	GADD45B	3123.3533
GADD45GIP1	260.3428	GADD45GIP1	240.5855
GADD45G	316.1558	GADD45G	545.5755
GAK	1664.1454	GAK	773.9188
removed	removed	GAL3ST1	5.3227
GAL3ST4	280.4779	GAL3ST4	128.809
GALC	1548.9869	GALC	1192.2821
GALE	401.2883	GALE	64.4045
GALK1	108.0935	GALK1	104.3247
GALK2	244.4997	GALK2	410.3633
GALM	313.3299	GALM	343.8456
GALNS	267.4078	GALNS	260.8117
GALNT10	2141.3817	GALNT10	631.2708
GALNT11	1228.2389	GALNT11	1254.5576
GALNT12	33.9117	GALNT12	211.843
GALNT13	13.7766	GALNT13	109.6474
GALNT14	12.7169	GALNT14	13.3067
GALNT1	3913.9738	GALNT1	1823.5529
GALNT2	1603.3869	GALNT2	1442.9807
GALNT3	3185.9323	GALNT3	268.7957
GALNT4	486.8941	GALNT4	423.4358
GALNT5	119.7506	GALNT5	35.1297
GALNT6	5253.8387	GALNT6	156.487
GALNT7	4743.3972	GALNT7	527.4784
GALNTL1	184.3948	GALNTL1	784.0319
GALNTL2	80.5403	GALNTL2	3629.5409
GALNTL4	191.4597	GALNTL4	103.7924
GALT	164.2597	GALT	423.1537
GAMT	301.3195	GAMT	151.1643
GANAB	10614.3579	GANAB	6905.6554
GANC	332.4122	GANC	549.8656
GAN	46.6286	GAN	82.5017
GAPDH	12251.6565	GAPDH	16867.0659
GAPT	169.2052	GAPT	20.2262
GAPVD1	1691.3454	GAPVD1	1603.1936
GAR1	334.8779	GAR1	149.0353
GARNL3	157.9013	GARNL3	178.31
GARS	1530.9713	GARS	1223.1537
GART	1255.4389	GART	1415.3027
GAS1	374.0883	GAS1	2323.3533
GAS2L1	328.1662	GAS2L1	519.4943
GAS2L2	54.0468	GAS2L2	8.5163
GAS2L3	23.6675	GAS2L3	14.3713
removed	removed	GAS2	23.4198
GAS5	1899.7609	GAS5	1619.1617
GAS6	1226.1194	GAS6	2117.3653
GAS7	1396.0311	GAS7	1757.5516
GAS8	383.8344	GAS8	210.2941
GATA2	495.2519	GATA2	210.2462
GATA3	21632.1236	GATA3	627.0126
GATA6	52.987	GATA6	189.4877
GATAD1	1663.0856	GATAD1	1282.2355
GATAD2A	1235.6571	GATAD2A	703.1271
GATAD2B	1429.2363	GATAD2B	1092.2156
GATC	29.3195	GATC	19.6939
GATM	374.4415	GATM	532.8011
GATSL1	13.7766	GATSL1	9.0486
GATSL3	117.8996	GATSL3	469.674
GATS	108.7753	GATS	179.6514
GBA2	1045.0875	GBA2	868.6733
GBA3	8.8312	removed	removed
GBAP1	248.3325	GBAP1	196.9395
GBAS	2816.4362	GBAS	2849.7671
GBA	834.0155	GBA	838.3234
GBE1	332.4052	GBE1	5385.4957
GBF1	2839.3973	GBF1	1842.1823
GBGT1	46.2753	GBGT1	124.0186
GBP1	1067.1584	GBP1	921.8896
GBP2	1191.8898	GBP2	3569.9215
GBP3	907.1376	GBP3	368.8623
GBP4	1110.961	GBP4	1619.1617
GBP5	365.2571	GBP5	37.7911
GBP6	15.8961	removed	removed
GCAT	56.1662	GCAT	90.4857
GCA	494.1922	GCA	509.3812
GCC1	1293.5895	GCC1	548.7691
GCC2	2188.7168	GCC2	1071.9894
removed	removed	GCDH	553.5595
GCET2	110.5662	GCET2	17.0326
GCFC1	901.8389	GCFC1	650.4325
GCH1	186.5143	GCH1	126.68
GCHFR	254.6909	GCHFR	196.9395
GCLC	1240.9558	GCLC	2377.6447
GCLM	279.7714	GCLM	412.5083
GCM1	28.613	removed	removed
GCN1L1	2813.9635	GCN1L1	2421.2908
GCNT1	1785.309	GCNT1	164.4711
GCNT2	492.7792	GCNT2	166.6001
GCNT3	8.4779	removed	removed
GCNT4	51.2208	GCNT4	78.7758
GCOM1	89.873	GCOM1	2333.2535
removed	removed	GCSH	20.2262
GDAP1	358.1922	GDAP1	160.7452
GDAP2	623.1272	GDAP2	508.849
GDE1	4313.4959	GDE1	2021.5569
GDF10	15.5429	GDF10	278.9088
GDF11	74.1677	GDF11	93.2003
GDF15	78.0675	GDF15	20.2262
GDF5	6.143	GDF5	72.5429
removed	removed	GDF6	15.9681
GDF9	26.4935	GDF9	12.7745
GDI1	2242.057	GDI1	2234.9967
GDI2	4858.2023	GDI2	6811.4438
GDPD1	233.1428	GDPD1	35.662
GDPD3	27.7723	GDPD3	41.5276
GDPD5	124.6961	GDPD5	1168.33
GEFT	268.3439	GEFT	303.7232
GEMIN4	368.7896	GEMIN4	590.2861
GEMIN5	710.0259	GEMIN5	921.8896
GEMIN6	178.7428	GEMIN6	113.9055
GEMIN7	271.2935	GEMIN7	148.503
GEMIN8P4	18.3688	GEMIN8P4	15.4358
GEMIN8	446.8571	GEMIN8	366.7332
GEM	1461.0285	GEM	1181.6367
GEN1	351.1273	GEN1	158.6161
GET4	982.3792	GET4	407.7605
GFAP	15.1896	GFAP	35.1297
GFER	694.8363	GFER	194.8104
GFI1	66.7636	GFI1	15.9681
GFM1	1884.5713	GFM1	1585.0965
GFM2	1014.8779	GFM2	728.676
GFOD1	39.2104	GFOD1	150.6321
GFOD2	545.7662	GFOD2	529.6075
GFPT1	3010.7219	GFPT1	4922.9541
GFPT2	188.2805	GFPT2	604.6574
GFRA1	6541.423	GFRA1	3553.9587
removed	removed	GFRA2	37.2588
removed	removed	GFRA3	9.5808
GGA1	683.5324	GGA1	534.9301
GGA2	3052.7583	GGA2	1501.5303
GGA3	832.9558	GGA3	656.8197
GGCT	1920.2493	GGCT	865.4691
GGCX	628.0727	GGCX	857.485
GGH	79.1273	GGH	184.6973
GGNBP2	1337.3921	GGNBP2	2126.4138
GGN	5.2987	removed	removed
GGPS1	1229.6519	GGPS1	874.5176
GGT1	68.1766	GGT1	45.2428
GGT3P	6.0052	GGT3P	9.5808
GGT5	456.0415	GGT5	403.992
GGT6	119.3974	GGT6	60.1464
GGT7	373.735	GGT7	310.845
GGTA1	150.8364	GGTA1	542.9142
GGTLC2	9.5377	GGTLC2	6.9195
GHDC	862.9818	GHDC	421.0246
GHITM	3603.4699	GHITM	5622.8876
GHRLOS	13.0701	GHRLOS	11.7099
GHR	901.8389	GHR	16773.3866
GIGYF1	2266.7843	GIGYF1	969.7937
removed	removed	GIGYF2	2077.9774
GIMAP1	76.6545	GIMAP1	201.7299
GIMAP2	357.1324	GIMAP2	218.7625
GIMAP4	566.961	GIMAP4	1240.7186
GIMAP5	285.0701	GIMAP5	827.1457
GIMAP6	353.9532	GIMAP6	1752.7611
GIMAP7	235.2623	GIMAP7	733.9987
GIMAP8	237.3818	GIMAP8	1190.6853
GIN1	193.5792	GIN1	176.181
GINS1	168.4987	GINS1	30.3393
GINS2	50.161	GINS2	21.823
GINS3	90.0779	GINS3	226.2142
GINS4	59.3455	GINS4	31.9361
GIPC1	752.7688	GIPC1	476.9128
GIPC2	43.0961	GIPC2	311.9095
GIPC3	74.5351	GIPC3	168.1969
GIPR	10.9506	GIPR	7.984
GIT1	1056.2077	GIT1	938.3899
GIT2	1455.7051	GIT2	1365.8017
GIYD2	279.9304	GIYD2	149.0566
GJA1	2553.9739	GJA1	5931.6035
GJA4	141.2987	GJA4	382.169
GJA5	292.8415	GJA5	554.6241
GJA9	9.8909	GJA9	7.4518
GJB1	26.4935	GJB1	25.5489
GJB2	440.8519	GJB2	12.7745
removed	removed	GJB3	7.4518
GJB5	5.2987	GJB5	5.3227
GJC1	152.9558	GJC1	1123.0872
GJC2	12.3636	GJC2	26.0812
GJC3	32.1455	GJC3	6.9195
GJD3	20.4283	GJD3	66.8955
GK3P	56.5195	GK3P	14.3713
GK5	1493.1739	GK5	603.0605
GKAP1	195.3454	GKAP1	496.0745
GK	530.9298	GK	65.4691
GLA	273.413	GLA	265.6021
GLB1L2	201.3506	GLB1L2	125.0832
GLB1L	286.8363	GLB1L	311.3772
GLB1	1586.7843	GLB1	732.9341
GLCCI1	1033.9532	GLCCI1	1724.0186
GLCE	1798.0259	GLCE	878.2435
removed	removed	GLDC	19.6939
GLDN	11.6571	GLDN	865.4691
GLE1	1180.9038	GLE1	1015.5689
GLG1	3480.1868	GLG1	5417.4318
GLI1	62.1714	GLI1	19.6939
removed	removed	GLI2	91.018
GLI3	2610.4934	GLI3	1376.9794
GLI4	58.2998	GLI4	114.7891
GLIPR1L2	86.5455	GLIPR1L2	93.6793
GLIPR1	613.3494	GLIPR1	438.0945
GLIPR2	324.987	GLIPR2	551.4305
GLIS1	11.6571	GLIS1	55.8882
GLIS2	709.6727	GLIS2	246.9727
GLIS3	94.6701	GLIS3	80.9049
GLMN	211.948	GLMN	93.147
GLO1	2543.0232	GLO1	2781.1045
GLOD4	796.9246	GLOD4	972.4551
removed	removed	GLP1R	12.2422
removed	removed	GLP2R	30.3393
GLRB	205.5896	GLRB	518.9621
GLRX2	61.8182	GLRX2	96.3407
GLRX3	561.3091	GLRX3	858.0173
GLRX5	747.1168	GLRX5	763.2735
GLRX	879.5844	GLRX	408.2502
GLS2	33.5584	GLS2	43.1138
GLS	836.135	GLS	1952.3619
GLT25D1	1315.1376	GLT25D1	1671.324
GLT25D2	96.4364	GLT25D2	103.2601
GLT8D1	1508.0951	GLT8D1	1042.1823
GLT8D2	366.6701	GLT8D2	655.7552
GLTPD1	403.0545	GLTPD1	306.0546
GLTP	821.6519	GLTP	875.0499
GLTSCR1	365.6104	GLTSCR1	135.1963
GLTSCR2	3578.7427	GLTSCR2	4260.2794
GLUD1	5061.3192	GLUD1	4575.3826
GLUD2	620.3013	GLUD2	673.32
GLUL	9603.719	GLUL	66974.318
GLYATL1	197.8182	GLYATL1	14.3713
GLYATL2	32.8519	GLYATL2	54.2914
removed	removed	GLYAT	822.8876
GLYCTK	48.0416	GLYCTK	532.8011
GLYR1	5411.74	GLYR1	1403.0605
GM2A	1892.3428	GM2A	1792.6813
GMCL1L	7.7714	GMCL1L	9.5808
GMCL1	554.9506	GMCL1	979.9069
GMDS	273.7662	GMDS	125.6154
GMEB1	186.161	GMEB1	136.2608
GMEB2	498.4311	GMEB2	301.2641
GMFB	3003.3037	GMFB	1478.6427
GMFG	196.4052	GMFG	352.8942
removed	removed	GMIP	63.34
GMNN	278.3584	GMNN	204.9235
GMPPA	590.9818	GMPPA	287.9574
GMPPB	416.8311	GMPPB	120.2927
GMPR2	2324.3635	GMPR2	1081.0379
GMPR	33.5584	GMPR	51.6301
GMPS	710.0259	GMPS	1015.0366
GNA11	553.8909	GNA11	522.688
GNA12	1883.5116	GNA12	1763.4065
GNA13	2433.5168	GNA13	2077.9774
GNA14	57.5792	GNA14	132.5349
GNA15	67.1169	GNA15	44.1783
GNAI1	108.8	GNAI1	5499.9335
GNAI2	4790.7322	GNAI2	6031.67
GNAI3	1912.1246	GNAI3	1837.9242
GNAL	66.4104	GNAL	460.9448
GNAO1	58.639	GNAO1	51.6301
GNAQ	2985.6414	GNAQ	4395.4757
GNAS	14118.9187	GNAS	24449.7671
GNAZ	118.3377	GNAZ	512.0426
GNB1L	37.967	GNB1L	11.3586
GNB1	8036.7165	GNB1	8614.7705
GNB2L1	15748.0927	GNB2L1	24607.851
GNB2	4425.4751	GNB2	2343.0472
GNB3	8.4779	GNB3	6.0572
GNB4	909.6103	GNB4	1124.684
GNB5	228.1974	GNB5	324.684
GNE	468.7584	GNE	2076.9128
GNG10	399.8753	GNG10	798.9355
GNG11	354.6597	GNG11	3368.1969
GNG12	4114.2647	GNG12	5350.8982
GNG13	38.8571	removed	removed
GNG2	433.4337	GNG2	2342.515
GNG3	9.8909	removed	removed
GNG4	8.8312	GNG4	56.4205
GNG5	1813.5687	GNG5	996.9395
GNG7	279.4182	GNG7	336.9261
GNGT2	19.4286	GNGT2	7.984
GNL1	618.3725	GNL1	654.2382
GNL2	1092.2389	GNL2	1065.0699
GNL3L	732.987	GNL3L	483.3001
GNL3	2154.0986	GNL3	999.0685
GNLY	22.6078	GNLY	14.3713
GNMT	39.2104	removed	removed
GNPAT	1000.3948	GNPAT	2154.6241
GNPDA1	787.7402	GNPDA1	683.9654
GNPDA2	400.935	GNPDA2	554.6241
GNPNAT1	1493.5272	GNPNAT1	797.8709
GNPTAB	1423.9376	GNPTAB	1190.6853
GNPTG	1160.6345	GNPTG	878.2222
GNRH1	30.7325	GNRH1	19.6939
GNRHR2	382.7852	GNRHR2	338.9914
GNRHR	10.5974	removed	removed
GNS	4577.0179	GNS	10480.3726
GOLGA1	1097.8909	GOLGA1	754.7572
GOLGA2B	468.0519	GOLGA2B	93.147
GOLGA2	2134.67	GOLGA2	1506.853
GOLGA3	2446.5869	GOLGA3	1543.5795
GOLGA4	6070.8984	GOLGA4	5263.6061
GOLGA5	2357.2155	GOLGA5	1209.847
GOLGA6L10	105.2675	GOLGA6L10	217.1657
GOLGA6L5	18.7221	GOLGA6L5	45.2428
GOLGA6L9	149.7766	GOLGA6L9	80.9049
GOLGA7B	17.3091	GOLGA7B	25.5489
GOLGA7	1000.0415	GOLGA7	2054.0253
GOLGA8A	799.7506	GOLGA8A	754.7572
GOLGA8B	637.6104	GOLGA8B	290.6188
removed	removed	GOLGA9P	12.2422
GOLGB1	9024.3943	GOLGB1	4968.7292
GOLIM4	601.2259	GOLIM4	794.6773
GOLM1	9249.7658	GOLM1	841.517
GOLPH3L	1843.5947	GOLPH3L	1020.8916
GOLPH3	3347.7193	GOLPH3	2451.6301
GOLT1A	52.2805	GOLT1A	6.9195
GOLT1B	906.0779	GOLT1B	1005.988
GON4L	1565.095	GON4L	986.0013
GOPC	1489.9947	GOPC	1498.3367
GORAB	223.2519	GORAB	128.2768
GORASP1	1494.2337	GORASP1	922.4218
GORASP2	2024.8103	GORASP2	1695.2761
GOSR1	1519.3142	GOSR1	1257.2189
GOSR2	1180.5506	GOSR2	976.7132
GOT1	551.7714	GOT1	535.9947
GOT2	1374.483	GOT2	809.0486
GP1BA	31.0857	GP1BA	7.67
GP2	5466.4932	removed	removed
GP6	12.3636	GP6	6.9195
GPA33	5.6519	removed	removed
GPAA1	1363.8856	GPAA1	1463.2069
removed	removed	GPAM	30100.3327
GPAT2	14.1299	GPAT2	53.7591
GPATCH1	302.026	GPATCH1	236.3273
GPATCH2	882.4103	GPATCH2	216.6334
GPATCH3	192.5195	GPATCH3	182.5682
GPATCH4	488.8935	GPATCH4	212.9075
GPATCH8	1823.4596	GPATCH8	1544.1118
removed	removed	GPBAR1	84.0985
GPBP1L1	3756.0725	GPBP1L1	2930.672
GPBP1	3084.9037	GPBP1	2569.7937
GPC1	986.9714	GPC1	393.3466
GPC2	25.4338	removed	removed
GPC3	412.5922	GPC3	6361.6766
GPC4	1829.1116	GPC4	987.3586
removed	removed	GPC5	5.3227
GPC6	112.6857	GPC6	986.2941
GPCPD1	1520.7272	GPCPD1	1524.9501
GPD1L	2340.2596	GPD1L	7170.1929
GPD1	49.1013	GPD1	27943.5795
GPD2	3038.2752	GPD2	1614.3713
GPER	76.6545	GPER	335.3293
GPHN	393.8701	GPHN	1104.99
GPIHBP1	64.9974	GPIHBP1	1143.3134
GPI	3856.3946	GPI	9302.994
GPKOW	338.7636	GPKOW	283.167
removed	removed	GPLD1	139.9867
GPM6A	35.3247	GPM6A	171.9228
GPM6B	168.1454	GPM6B	706.3207
GPN1	726.2506	GPN1	825.3573
GPN2	217.2467	GPN2	203.8589
GPN3	385.0389	GPN3	798.4032
GPNMB	4089.5374	GPNMB	6968.9953
GPR107	3922.4517	GPR107	2652.2954
GPR108	1033.9532	GPR108	1043.7791
GPR109A	38.5039	GPR109A	1535.5955
GPR109B	16.2493	GPR109B	256.5536
removed	removed	GPR110	8.5163
GPR113	6.7258	GPR113	5.855
GPR114	52.2805	GPR114	14.3713
GPR116	580.3844	GPR116	5102.3287
removed	removed	GPR120	83.5662
GPR124	793.3922	GPR124	3010.5123
GPR125	583.5636	GPR125	1443.513
GPR126	111.626	GPR126	174.5842
removed	removed	GPR12	26.0812
GPR132	89.3714	GPR132	14.9035
GPR133	49.4545	GPR133	325.7485
GPR135	20.8416	GPR135	20.7585
GPR137B	220.0727	GPR137B	255.489
GPR137C	45.2156	GPR137C	46.8397
GPR137	559.0765	GPR137	243.2468
GPR141	11.3039	removed	removed
GPR143	7.0649	removed	removed
removed	removed	GPR144	5.3227
GPR146	78.0675	GPR146	1998.1371
GPR153	169.9117	GPR153	523.7525
GPR155	202.4104	GPR155	531.2043
GPR157	25.4338	GPR157	31.4039
GPR158	31.0857	GPR158	35.662
removed	removed	GPR15	11.7099
GPR160	2549.0284	GPR160	294.3446
GPR161	57.226	GPR161	86.7598
GPR162	352.5402	GPR162	8.5163
GPR171	75.2416	GPR171	22.3553
GPR172A	444.3279	GPR172A	258.6826
GPR172B	19.7818	GPR172B	6.3872
GPR173	13.4234	GPR173	5.855
GPR174	30.3792	removed	removed
GPR176	119.7506	GPR176	118.6959
GPR179	6.7117	removed	removed
removed	removed	GPR17	15.9681
GPR180	300.9662	GPR180	1272.6547
removed	removed	GPR182	6.3872
GPR183	353.9532	GPR183	207.0526
GPR18	19.4286	removed	removed
GPR1	19.4286	GPR1	50.0333
GPR34	176.9766	GPR34	1202.3952
GPR35	49.9208	GPR35	9.5808
GPR37	47.6883	GPR37	103.2601
GPR39	160.911	GPR39	14.8397
GPR3	6.7117	GPR3	18.6294
GPR44	7.072	GPR44	94.5522
GPR4	61.4649	GPR4	173.5196
GPR55	16.2493	removed	removed
GPR56	1266.0363	GPR56	1256.1544
removed	removed	GPR62	9.5808
removed	removed	GPR63	10.6454
GPR64	7.7714	GPR64	173.5196
GPR65	101.7351	GPR65	31.9361
GPR68	146.5974	GPR68	28.7425
GPR75	60.7584	GPR75	29.2748
GPR77	34.9714	removed	removed
GPR81	643.9688	GPR81	901.6633
GPR82	10.2442	removed	removed
GPR83	19.0753	GPR83	7.4518
GPR84	11.3039	removed	removed
GPR85	19.4286	GPR85	14.9035
GPR87	21.5481	GPR87	19.6939
removed	removed	GPR88	35.662
GPR89A	489.2467	GPR89A	368.33
GPR89B	16.2493	GPR89B	11.1776
GPR89C	51.574	GPR89C	99.5343
GPR97	15.1896	GPR97	33.0007
GPR98	470.1714	GPR98	117.0991
GPRASP1	203.4701	GPRASP1	811.7099
GPRASP2	373.3818	GPRASP2	727.0792
GPRC5A	3044.2804	GPRC5A	358.2169
GPRC5B	621.7143	GPRC5B	1608.5163
GPRC5C	745.3506	GPRC5C	212.9075
GPRC5D	6.7117	GPRC5D	15.4358
GPRIN1	37.4442	GPRIN1	11.7099
removed	removed	GPRIN2	55.8882
GPRIN3	174.5039	GPRIN3	177.7778
GPS1	1203.8649	GPS1	1181.1045
removed	removed	GPS2	590.9461
GPSM1	255.7506	GPSM1	77.179
GPSM2	193.498	GPSM2	175.356
GPSM3	420.7169	GPSM3	122.9541
GPT2	128.9351	GPT2	3071.191
GPT	32.8519	GPT	361.9428
GPX1	1443.0129	GPX1	3352.2289
GPX2	8.4779	GPX2	5.3227
GPX3	261.0493	GPX3	56191.6168
GPX4	1968.6441	GPX4	8380.0399
GPX7	114.4519	GPX7	214.5043
GPX8	870.7532	GPX8	622.2222
GRAMD1A	1069.2779	GRAMD1A	763.2735
GRAMD1B	12.7169	GRAMD1B	9.5808
GRAMD1C	511.8545	GRAMD1C	169.2615
GRAMD2	159.6675	GRAMD2	55.8882
GRAMD3	477.2363	GRAMD3	823.9521
GRAMD4	540.1143	GRAMD4	442.8476
GRAP2	76.6545	GRAP2	27.678
GRAP	95.3766	GRAP	97.9375
GRASP	71.7091	GRASP	186.8263
GRB10	535.1688	GRB10	1388.6893
GRB14	8.1247	GRB14	67.0659
GRB2	3664.5816	GRB2	2204.6574
GRB7	331.3454	GRB7	79.3081
GREB1L	217.6	GREB1L	427.9441
GREB1	2176.7064	GREB1	221.4238
GREM1	638.3168	GREM1	199.6008
GREM2	9.8909	GREM2	40.9847
GRHL1	1454.9279	GRHL1	299.1031
GRHL2	2043.1791	GRHL2	231.5369
GRHL3	63.9377	removed	removed
GRHPR	964.3636	GRHPR	1657.485
removed	removed	GRIA1	87.8244
GRIA2	414.3584	GRIA2	6.3872
GRIA3	14.4831	GRIA3	97.9375
GRIA4	197.4649	GRIA4	121.8896
GRID1	33.5584	GRID1	124.0186
GRID2IP	13.7766	removed	removed
GRIK1	5.2987	removed	removed
GRIK3	42.7429	GRIK3	37.2588
GRIK4	12.3636	removed	removed
GRIK5	24.374	GRIK5	20.7585
GRIN1	168.1454	removed	removed
GRIN2A	38.5039	GRIN2A	25.5489
removed	removed	GRIN2B	19.6939
GRIN2C	5.2987	GRIN2C	6.9195
GRIN2D	10.9506	GRIN2D	7.4518
GRIN3A	16.2493	GRIN3A	19.1617
GRINA	3835.9063	GRINA	6445.7751
GRINL1A	1515.2801	GRINL1A	2098.4165
GRIP1	1344.8103	GRIP1	48.4365
removed	removed	GRIP2	20.2262
GRIPAP1	953.0597	GRIPAP1	476.9128
GRK4	54.7532	GRK4	87.8244
GRK5	285.7766	GRK5	661.6101
GRK6	543.2935	GRK6	384.2981
GRLF1	5670.3166	GRLF1	2784.2981
GRM4	8.8312	removed	removed
GRM8	8.4779	removed	removed
GRN	4534.6283	GRN	2722.5549
GRPEL1	459.574	GRPEL1	821.2908
GRPEL2	427.4285	GRPEL2	449.7671
GRPR	385.7454	GRPR	11.7099
GRP	61.8182	GRP	10.6454
GRRP1	9.5377	GRRP1	136.7931
GRSF1	2156.9246	GRSF1	2499.5343
GRTP1	974.2545	GRTP1	94.2116
GRWD1	532.3428	GRWD1	408.7824
GSC	17.3091	GSC	30.8716
GSDMA	8.4779	removed	removed
GSDMB	105.2675	GSDMB	437.525
GSDMD	958.0051	GSDMD	325.2162
GSG2	9.8909	GSG2	5.3227
GSK3A	1308.0727	GSK3A	1146.507
GSK3B	2702.6908	GSK3B	1544.644
GSN	4017.4751	GSN	62188.157
GSPT1	6543.8958	GSPT1	3212.7745
GSPT2	245.8597	GSPT2	380.0399
GSR	1752.8103	GSR	493.9454
GSS	813.5272	GSS	641.3839
GSTA4	174.8571	GSTA4	665.336
GSTCD	574.3792	GSTCD	219.2947
GSTK1	2620.031	GSTK1	2652.8277
GSTM2	590.6285	GSTM2	1325.8816
GSTM3	1571.2415	GSTM3	1026.2142
GSTM4	448.9766	GSTM4	667.9973
GSTM5	48.3948	GSTM5	663.7392
GSTO1	642.2026	GSTO1	852.1623
GSTO2	249.0389	GSTO2	52.6946
GSTP1	4481.9946	GSTP1	2937.0592
GSTT1	768.3116	GSTT1	1343.9787
GSTT2	16.2493	GSTT2	44.1783
