gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
ANKRD45	6.229	ANKRD45	38.7107
ANKRD46	316.9046	ANKRD46	573.9328
ANKRD49	183.9962	ANKRD49	344.7382
ANKRD50	1470.5319	ANKRD50	2215.6519
ANKRD52	1131.2889	ANKRD52	1607.8641
ANKRD53	16.2913	ANKRD53	20.1174
ANKRD54	572.1131	ANKRD54	323.4017
ANKRD55	17.7288	removed	removed
ANKRD56	60.8529	ANKRD56	98.1483
ANKRD57	335.8888	ANKRD57	958.9271
ANKRD58	15.333	removed	removed
ANKRD5	195.9751	ANKRD5	227.9966
ANKRD6	428.0834	ANKRD6	466.7317
ANKRD9	41.6866	ANKRD9	35.9674
ANKS1A	758.505	ANKS1A	1778.5567
ANKS1B	48.874	ANKS1B	239.8842
ANKS3	194.0585	ANKS3	284.691
ANKS6	249.1615	ANKS6	120.3993
ANKZF1	370.3881	ANKZF1	1030.2522
ANLN	519.885	ANLN	40.8443
ANO10	1160.0383	ANO10	728.7968
ANO1	4331.5764	ANO1	9115.2938
ANO2	9.5831	ANO2	49.6838
ANO3	132.7264	ANO3	10.0587
removed	removed	ANO4	23.4702
ANO5	236.7034	ANO5	114.6079
ANO6	3095.8313	ANO6	3945.7441
ANO7	35.9368	ANO7	15.85
ANO8	238.1409	ANO8	283.4718
ANO9	80.4983	ANO9	126.4955
ANP32A	2813.1289	ANP32A	2127.5623
ANP32B	1782.942	ANP32B	2517.4122
ANP32E	1005.7499	ANP32E	931.7991
ANPEP	1327.264	ANPEP	2272.6511
ANTXR1	20820.3162	ANTXR1	4838.5278
ANTXR2	1622.9037	ANTXR2	1833.1174
ANUBL1	149.4969	ANUBL1	414.8442
ANXA11	4894.1064	ANXA11	2530.2141
ANXA13	6.229	ANXA13	8.5346
ANXA1	4425.9703	ANXA1	6645.1269
ANXA2P1	91.0398	ANXA2P1	35.3578
ANXA2P2	6600.8625	ANXA2P2	2756.3819
ANXA2P3	11.0206	removed	removed
ANXA2	20844.7532	ANXA2	8121.9233
ANXA3	198.3709	ANXA3	1281.4143
ANXA4	1729.7556	ANXA4	1486.8551
ANXA5	10961.6675	ANXA5	4958.0126
ANXA6	8351.701	ANXA6	4534.6338
ANXA7	3632.4868	ANXA7	2463.7659
ANXA8L2	68.9986	ANXA8L2	106.0733
ANXA8	239.5783	ANXA8	177.752
ANXA9	627.2161	ANXA9	203.3072
AOAH	96.3105	AOAH	144.1744
AOC2	27.7911	AOC2	16.1548
AOC3	1799.2333	AOC3	935.4568
AOX1	248.6823	AOX1	458.4318
AP1AR	388.5961	AP1AR	781.8334
AP1B1	2724.0057	AP1B1	2094.3382
AP1G1	2383.3253	AP1G1	2752.4194
AP1G2	714.0632	AP1G2	1636.1655
AP1M1	1371.3464	AP1M1	680.9419
AP1M2	2247.724	AP1M2	1104.9303
AP1S1	374.2214	AP1S1	411.1865
AP1S2	321.5141	AP1S2	355.1017
AP1S3	142.3095	AP1S3	121.3137
AP2A1	2469.5304	AP2A1	1429.6457
AP2A2	1821.7537	AP2A2	1737.1028
AP2B1	7965.0216	AP2B1	7937.2095
AP2M1	8189.2669	AP2M1	4344.1286
AP2S1	1579.7796	AP2S1	590.7186
AP3B1	2364.6382	AP3B1	1370.7232
AP3B2	21.0829	AP3B2	129.8484
AP3D1	2802.5874	AP3D1	2849.6533
AP3M1	1495.448	AP3M1	1386.5732
AP3M2	676.5692	AP3M2	546.8262
AP3S1	1132.2472	AP3S1	708.6794
AP3S2	2162.5252	AP3S2	1343.5221
AP4B1	341.0398	AP4B1	371.8906
AP4E1	395.7834	AP4E1	563.5906
AP4M1	308.7446	AP4M1	341.9279
AP4S1	62.2904	AP4S1	101.1964
APAF1	375.1797	APAF1	764.1545
APBA1	164.8299	APBA1	362.4171
APBA2	218.4954	APBA2	81.6886
APBA3	202.6833	APBA3	185.9331
APBB1IP	359.3675	APBB1IP	267.0121
APBB1	659.7988	APBB1	866.875
APBB2	3603.7374	APBB2	2986.2074
APBB3	212.2664	APBB3	488.6078
APC2	5.8074	APC2	5.8371
APCDD1L	66.1236	APCDD1L	146.6128
APCDD1	719.2142	APCDD1	737.3314
APC	1206.9957	APC	1404.8617
APEH	1243.8908	APEH	1467.6522
APEX1	2447.5323	APEX1	2552.4651
APEX2	707.7144	APEX2	649.2418
APH1A	5220.4121	APH1A	3446.468
APH1B	540.0096	APH1B	745.5612
API5	2156.6842	API5	2654.2711
APIP	395.3953	APIP	307.64
APITD1	253.3445	APITD1	161.7313
APLF	60.3737	APLF	128.6291
APLNR	1793.4835	APLNR	546.5214
APLN	96.7897	APLN	267.6217
APLP1	119.7892	APLP1	46.9405
APLP2	10836.1284	APLP2	17259.1633
APOA1BP	3899.3771	APOA1BP	803.17
APOB48R	127.4557	APOB48R	181.9706
removed	removed	APOBEC3A	5.7914
APOBEC3B	86.7274	APOBEC3B	8.2298
APOBEC3C	232.391	APOBEC3C	402.0422
APOBEC3D	79.54	APOBEC3D	131.3724
APOBEC3F	315.7643	APOBEC3F	285.6054
APOBEC3G	382.367	APOBEC3G	388.6306
APOBEC3H	5.2707	removed	removed
removed	removed	APOB	17.9837
APOC1	1732.1514	APOC1	860.1692
APOC2	135.6013	APOC2	37.7962
APOD	5041.6866	APOD	20909.8529
APOE	3439.8658	APOE	4422.4644
APOF	6.229	APOF	9.4491
APOL1	2481.0733	APOL1	850.7201
APOL2	920.46	APOL2	615.7129
APOL3	667.9444	APOL3	708.6794
APOL4	567.3215	APOL4	651.0706
APOL6	1978.9171	APOL6	1068.0485
APOLD1	684.2357	APOLD1	2050.7506
APOM	21.5621	APOM	45.7213
APOOL	174.413	APOOL	333.1555
APOO	367.034	APOO	126.8003
APPBP2	1356.0134	APPBP2	1645.3555
APPL1	1130.8098	APPL1	2364.0936
APPL2	1164.3507	APPL2	1960.5273
APP	28604.2166	APP	38638.4211
APRT	1235.7451	APRT	921.4356
APTX	351.2218	APTX	468.7952
AQP11	32.5827	AQP11	27.7376
AQP1	5833.7326	AQP1	9795.8729
AQP3	3421.6579	AQP3	986.9694
AQP4	7.1874	AQP4	63.7049
AQP5	17.7288	AQP5	214.5851
removed	removed	AQP6	8.2298
AQP7P1	12.9372	AQP7P1	58.5232
AQP7	138.9554	AQP7	53.0367
removed	removed	AQP9	8.2298
AQPEP	17.7288	AQPEP	8.5346
AQR	1033.0618	AQR	1527.0898
ARAF	1159.08	ARAF	1000.6858
ARAP1	1928.0115	ARAP1	2597.5646
ARAP2	274.0776	ARAP2	369.7325
ARAP3	587.9253	ARAP3	680.637
ARCN1	5242.9324	ARCN1	4022.8606
removed	removed	ARC	161.8532
AREG	1474.8443	AREG	1900.1753
ARF1	17549.5927	ARF1	5536.5389
ARF3	6279.3483	ARF3	4559.3233
ARF4	6250.5989	ARF4	3105.0827
ARF5	2100.1437	ARF5	1705.3448
ARF6	3458.5529	ARF6	3152.328
ARFGAP1	1106.3728	ARFGAP1	858.9499
ARFGAP2	1724.4849	ARFGAP2	1870.304
removed	removed	ARFGAP3	953.4405
ARFGEF1	1531.2554	ARFGEF1	2468.0332
ARFGEF2	1425.4911	ARFGEF2	3201.7069
ARFIP1	1143.747	ARFIP1	1123.8284
ARFIP2	2004.3124	ARFIP2	1512.1542
ARFRP1	328.2223	ARFRP1	482.2068
ARG2	103.6512	ARG2	178.319
ARGLU1	665.0695	ARGLU1	2919.1496
ARHGAP10	243.4116	ARHGAP10	576.3926
ARHGAP11A	191.1835	ARHGAP11A	81.3838
removed	removed	ARHGAP11B	6.401
ARHGAP12	734.068	ARHGAP12	1533.186
ARHGAP15	94.873	ARHGAP15	58.2184
ARHGAP17	1295.1605	ARHGAP17	1091.2139
ARHGAP18	804.9832	ARHGAP18	755.0103
ARHGAP19	528.0307	ARHGAP19	1940.1052
ARHGAP1	6868.7111	ARHGAP1	3398.3083
ARHGAP20	207.4748	ARHGAP20	401.1278
ARHGAP21	2300.4312	ARHGAP21	2625.924
ARHGAP22	64.207	ARHGAP22	40.8443
ARHGAP23	1002.3958	ARHGAP23	883.6394
ARHGAP24	409.1998	ARHGAP24	637.3543
ARHGAP25	251.0781	ARHGAP25	409.3576
ARHGAP26	479.1567	ARHGAP26	1047.9311
ARHGAP27	330.0958	ARHGAP27	470.3101
ARHGAP28	640.1533	ARHGAP28	407.5288
ARHGAP29	932.9181	ARHGAP29	2695.7251
ARHGAP30	296.598	ARHGAP30	367.2941
ARHGAP31	1527.0724	ARHGAP31	1042.4446
ARHGAP32	1069.4777	ARHGAP32	2273.2607
ARHGAP33	146.6219	ARHGAP33	377.3527
removed	removed	ARHGAP36	26.2135
ARHGAP39	252.0364	ARHGAP39	295.0545
ARHGAP42	222.3287	ARHGAP42	297.4046
ARHGAP4	206.5165	ARHGAP4	319.4392
ARHGAP5	1590.8002	ARHGAP5	3537.3009
ARHGAP6	136.0805	ARHGAP6	210.9274
ARHGAP8	410.3737	ARHGAP8	515.0987
ARHGAP9	102.5395	ARHGAP9	91.7473
ARHGDIA	9253.4739	ARHGDIA	2546.369
ARHGDIB	5036.4159	ARHGDIB	2388.1734
ARHGEF10L	689.9856	ARHGEF10L	1138.4592
ARHGEF10	956.3967	ARHGEF10	1080.5456
ARHGEF11	2039.2908	ARHGEF11	1624.9333
ARHGEF12	3767.1299	ARHGEF12	8021.6414
ARHGEF15	522.2808	ARHGEF15	415.7586
ARHGEF16	344.9928	ARHGEF16	334.6796
ARHGEF17	1819.3579	ARHGEF17	2006.5534
ARHGEF18	747.9636	ARHGEF18	883.6394
ARHGEF19	407.7623	ARHGEF19	392.2883
ARHGEF1	1223.287	ARHGEF1	1293.3018
ARHGEF2	1807.379	ARHGEF2	2115.0652
removed	removed	ARHGEF33	21.6414
ARHGEF35	202.2041	ARHGEF35	1025.6801
ARHGEF37	197.4126	ARHGEF37	2040.9967
ARHGEF38	30.666	ARHGEF38	115.5224
ARHGEF3	772.4006	ARHGEF3	1646.5747
ARHGEF4	153.8093	ARHGEF4	263.0496
ARHGEF5	211.7873	ARHGEF5	947.954
ARHGEF6	753.7135	ARHGEF6	1984.3024
ARHGEF7	1517.0101	ARHGEF7	1466.7378
ARHGEF9	572.1131	ARHGEF9	743.1228
ARID1A	2656.9238	ARID1A	3951.8403
ARID1B	1784.8586	ARID1B	2989.8651
ARID2	787.2544	ARID2	1307.6278
ARID3A	79.54	ARID3A	38.4059
ARID3B	115.9559	ARID3B	151.7946
ARID4A	473.886	ARID4A	1379.2578
ARID4B	1371.2602	ARID4B	2559.6129
ARID5A	1212.7456	ARID5A	1493.2561
ARID5B	1667.9444	ARID5B	4930.2751
ARIH1	1848.5865	ARIH1	2084.8891
ARIH2	785.3378	ARIH2	1740.6752
ARL10	48.874	ARL10	93.5762
ARL11	43.1241	ARL11	65.229
ARL13B	289.4106	ARL13B	367.5989
ARL15	608.0498	ARL15	599.558
ARL16	383.8045	ARL16	414.2346
ARL17A	94.7197	ARL17A	133.692
removed	removed	ARL17B	7.0167
ARL1	3228.5577	ARL1	2110.493
ARL2BP	2530.9056	ARL2BP	1133.5823
ARL2	1429.3244	ARL2	510.2492
ARL3	903.6895	ARL3	601.9965
ARL4A	553.9051	ARL4A	1003.7339
ARL4C	1591.7585	ARL4C	2169.6258
ARL4D	113.5601	ARL4D	221.2909
ARL5A	750.8385	ARL5A	895.2221
ARL5B	201.725	ARL5B	333.1555
ARL6IP1	4825.1078	ARL6IP1	3559.5519
ARL6IP4	1001.4375	ARL6IP4	1307.0182
ARL6IP5	3709.631	ARL6IP5	3142.8789
ARL6IP6	192.621	ARL6IP6	302.6747
ARL6	90.5606	ARL6	94.4906
ARL8A	2076.1859	ARL8A	928.1414
ARL8B	2451.8448	ARL8B	2090.9853
ARL9	8.1457	ARL9	9.4491
ARMC10	642.3143	ARMC10	744.0433
ARMC1	574.988	ARMC1	701.6688
ARMC2	55.103	ARMC2	77.1165
ARMC3	18.6871	ARMC3	10.3635
ARMC4	27.7911	ARMC4	12.802
ARMC5	245.8074	ARMC5	252.6861
ARMC6	545.7595	ARMC6	424.598
ARMC7	460.4696	ARMC7	308.1612
ARMC8	661.7154	ARMC8	776.6517
ARMC9	431.7202	ARMC9	456.6029
ARMCX1	460.4696	ARMCX1	1165.5871
ARMCX2	1265.4528	ARMCX2	1300.3124
ARMCX3	1902.252	ARMCX3	2138.2306
ARMCX5	290.369	ARMCX5	509.3348
ARMCX6	243.8908	ARMCX6	278.5948
ARNT2	857.2113	ARNT2	531.8906
ARNTL2	34.4993	ARNTL2	35.6626
ARNTL	224.2453	ARNTL	374.6095
ARNT	1799.7125	ARNT	2149.8133
ARPC1A	1758.0259	ARPC1A	1649.7142
ARPC1B	2337.8055	ARPC1B	852.7623
ARPC2	5807.8582	ARPC2	2525.9468
ARPC3	4427.8869	ARPC3	1902.6137
ARPC4	3344.9161	ARPC4	1998.0767
ARPC5L	712.0268	ARPC5L	342.9094
ARPC5	4461.4279	ARPC5	2315.3242
ARPM1	38.3325	ARPM1	28.652
ARPP19	3095.8313	ARPP19	3644.2887
ARRB1	270.2444	ARRB1	1382.6107
ARRB2	645.9032	ARRB2	498.9713
ARRDC1	454.2405	ARRDC1	561.1522
ARRDC2	637.7575	ARRDC2	695.8775
ARRDC3	1986.5836	ARRDC3	7837.842
ARRDC4	587.9253	ARRDC4	1102.187
ARSA	979.8754	ARSA	655.6428
ARSB	801.6291	ARSB	178.9225
ARSD	3721.61	ARSD	3911.9104
ARSE	124.1016	ARSE	92.6617
ARSG	632.0077	ARSG	365.1604
ARSI	436.5117	ARSI	40.8443
ARSJ	217.058	ARSJ	306.6372
ARSK	231.9118	ARSK	314.5622
ART3	5.7499	ART3	7.6202
removed	removed	ART4	63.0953
ART5	15.333	ART5	40.2347
ARTN	44.0824	removed	removed
ARV1	723.0474	ARV1	309.0757
ARVCF	102.0604	ARVCF	571.2109
removed	removed	ARX	12.4971
AR	242.9324	AR	1138.1544
AS3MT	601.3416	AS3MT	208.7937
ASAH1	3636.3201	ASAH1	3511.0874
ASAH2B	12.4581	ASAH2B	7.6202
removed	removed	ASAH2	7.0106
ASAM	730.2348	ASAM	821.7633
ASAP1	1625.7786	ASAP1	1297.2643
ASAP2	866.7944	ASAP2	1031.4715
ASAP3	1490.6564	ASAP3	844.9288
ASB13	1947.7719	ASB13	927.8366
ASB14	6.229	ASB14	19.2029
ASB16	32.7887	ASB16	17.3741
ASB1	304.9018	ASB1	582.9246
ASB2	22.5204	ASB2	17.0693
ASB3	312.4102	ASB3	491.0463
ASB6	746.7513	ASB6	772.8873
ASB7	545.2803	ASB7	563.8955
ASB8	778.6296	ASB8	856.5115
ASB9	11.4998	ASB9	68.5819
ASCC1	478.6775	ASCC1	408.1384
ASCC2	1373.2631	ASCC2	1065.61
ASCC3	1220.8912	ASCC3	1329.2692
ASCL2	20.1246	ASCL2	11.8875
ASF1A	348.8261	ASF1A	426.1221
ASF1B	322.4724	ASF1B	36.577
ASGR1	7.6665	ASGR1	11.8875
ASGR2	13.8955	ASGR2	5.1817
ASH1L	2818.323	ASH1L	4885.5628
ASH2L	1138.4763	ASH2L	1146.9938
ASL	287.494	ASL	345.9575
ASMTL	661.7154	ASMTL	718.7381
ASNA1	1629.1327	ASNA1	845.8432
ASNSD1	1139.9138	ASNSD1	1047.0167
ASNS	320.5558	ASNS	380.096
ASPA	19.1663	ASPA	27.7376
ASPHD1	15.8122	ASPHD1	30.176
ASPHD2	209.8706	ASPHD2	42.3684
ASPH	3891.5429	ASPH	5622.1596
ASPM	203.1624	ASPM	19.8125
ASPN	20507.4269	ASPN	666.6159
ASPRV1	37.6378	ASPRV1	102.6198
ASPSCR1	475.3234	ASPSCR1	231.9592
ASRGL1	387.1586	ASRGL1	76.5069
ASS1	1399.1375	ASS1	610.5311
ASTE1	222.0508	ASTE1	313.7179
ASTN1	63.7278	ASTN1	411.4913
ASTN2	186.8711	ASTN2	550.7887
ASXL1	1307.6186	ASXL1	2440.2957
ASXL2	484.4274	ASXL2	1163.4535
ASXL3	15.8122	ASXL3	31.7001
ATAD1	1200.7667	ATAD1	1296.0451
ATAD2B	308.5769	ATAD2B	639.1831
ATAD2	491.1356	ATAD2	559.6281
ATAD3A	296.1188	ATAD3A	314.867
ATAD3B	52.2281	ATAD3B	250.5525
ATAD3C	130.8098	ATAD3C	176.484
ATAD5	45.0407	ATAD5	103.0252
ATE1	243.4116	ATE1	443.801
ATF1	398.6584	ATF1	603.2157
ATF2	584.5712	ATF2	821.7633
ATF3	128.8931	ATF3	4855.2922
ATF4	4725.4432	ATF4	5023.5464
ATF5	482.9899	ATF5	622.1138
ATF6B	2249.1615	ATF6B	2260.9952
ATF6	2029.2286	ATF6	1894.6887
ATF7IP2	63.2487	ATF7IP2	78.9454
ATF7IP	1030.666	ATF7IP	1881.582
ATF7	2086.3776	ATF7	3636.0588
ATG10	142.7887	ATG10	110.9502
ATG12	731.6723	ATG12	512.3828
ATG16L1	831.3368	ATG16L1	954.6598
ATG16L2	167.9396	ATG16L2	451.6132
ATG2A	528.5098	ATG2A	862.3028
ATG2B	803.0666	ATG2B	1743.5038
ATG3	713.4643	ATG3	630.6485
ATG4A	391.471	ATG4A	265.4881
ATG4B	713.9435	ATG4B	713.8612
ATG4C	224.2453	ATG4C	240.7986
ATG4D	373.7662	ATG4D	209.0193
ATG5	691.9023	ATG5	838.223
ATG7	913.8045	ATG7	730.0008
ATG9A	1873.0235	ATG9A	1366.4833
ATG9B	13.3589	ATG9B	12.6922
ATHL1	207.4748	ATHL1	1793.1875
ATIC	2109.7269	ATIC	1221.0623
ATL1	361.2841	ATL1	732.7593
ATL2	895.5438	ATL2	1761.7923
ATL3	579.3004	ATL3	498.6665
ATMIN	1567.8007	ATMIN	2230.8923
ATM	862.0029	ATM	2306.7896
ATN1	4012.9372	ATN1	6221.7481
ATOH8	29.7077	ATOH8	205.136
ATOX1	1505.9895	ATOX1	350.2248
ATP10A	1170.1006	ATP10A	175.2648
ATP10B	23.4787	removed	removed
ATP10D	789.6502	ATP10D	1085.7273
ATP11A	653.5697	ATP11A	707.4602
ATP11B	1415.4288	ATP11B	1584.089
ATP11C	416.8663	ATP11C	670.8832
ATP13A1	1593.6751	ATP13A1	1240.8748
ATP13A2	1129.8515	ATP13A2	724.2246
ATP13A3	1822.2329	ATP13A3	1386.878
ATP13A4	168.6632	ATP13A4	577.9166
ATP13A5	45.999	ATP13A5	409.6624
ATP1A1	14147.5659	ATP1A1	13392.6084
ATP1A2	56.0613	ATP1A2	300.8458
removed	removed	ATP1A4	5.1817
ATP1B1	1734.298	ATP1B1	3545.0034
ATP1B2	99.6646	ATP1B2	148.1369
ATP1B3	1974.1255	ATP1B3	723.3102
removed	removed	ATP2A1	5.4866
ATP2A2	6238.62	ATP2A2	5268.0027
ATP2A3	821.7537	ATP2A3	516.3453
ATP2B1	896.023	ATP2B1	3079.4788
removed	removed	ATP2B2	9.7539
ATP2B4	4773.838	ATP2B4	3593.6905
ATP2C1	2904.9257	ATP2C1	3271.7427
ATP2C2	171.0589	ATP2C2	323.7065
ATP5A1	5662.6737	ATP5A1	7861.3122
ATP5B	8347.3886	ATP5B	6535.7007
ATP5C1	3350.7427	ATP5C1	1866.6463
ATP5D	697.6521	ATP5D	375.2191
ATP5EP2	33.0618	ATP5EP2	9.4491
ATP5E	4862.482	ATP5E	1858.4165
ATP5F1	1978.9171	ATP5F1	1837.6896
ATP5G1	905.127	ATP5G1	387.7162
ATP5G2	6607.5707	ATP5G2	3883.2584
ATP5G3	3186.8711	ATP5G3	1511.2398
ATP5H	3585.5295	ATP5H	1011.6589
ATP5I	1030.0958	ATP5I	635.9582
ATP5J2	700.5271	ATP5J2	584.5919
ATP5J	1688.9123	ATP5J	821.6719
ATP5L	2109.7269	ATP5L	1577.9928
ATP5O	3005.7499	ATP5O	1767.2788
ATP5SL	826.0661	ATP5SL	599.8628
ATP5S	94.873	ATP5S	122.2281
ATP6AP1L	53.1864	ATP6AP1L	66.1434
ATP6AP1	8273.1193	ATP6AP1	3017.2979
ATP6AP2	4455.1989	ATP6AP2	2843.8619
ATP6V0A1	1554.3843	ATP6V0A1	1570.0678
ATP6V0A2	483.4691	ATP6V0A2	441.3625
ATP6V0A4	15.333	ATP6V0A4	122.664
ATP6V0B	2959.2717	ATP6V0B	945.5155
ATP6V0C	3154.1255	ATP6V0C	1107.3383
ATP6V0D1	2286.5357	ATP6V0D1	1343.2904
ATP6V0D2	103.0187	ATP6V0D2	39.9299
ATP6V0E1	5603.7374	ATP6V0E1	1897.7368
ATP6V0E2	634.4034	ATP6V0E2	663.2386
ATP6V1A	2079.54	ATP6V1A	2091.5949
ATP6V1B1	537.6138	ATP6V1B1	371.2566
ATP6V1B2	2409.1998	ATP6V1B2	1565.4957
ATP6V1C1	1327.7432	ATP6V1C1	1562.1428
ATP6V1C2	43.6224	ATP6V1C2	126.2851
ATP6V1D	937.2305	ATP6V1D	880.2865
ATP6V1E1	2991.3752	ATP6V1E1	1569.763
ATP6V1E2	83.8524	ATP6V1E2	101.806
ATP6V1F	1555.3186	ATP6V1F	840.6553
ATP6V1G1	2790.1294	ATP6V1G1	1962.0514
ATP6V1G2	47.4365	ATP6V1G2	76.0344
ATP6V1H	1254.4322	ATP6V1H	1089.385
ATP7A	721.1308	ATP7A	1148.2131
ATP7B	227.1203	ATP7B	424.9028
ATP8A1	224.2453	ATP8A1	430.999
removed	removed	ATP8A2	9.7539
ATP8B1	1106.9909	ATP8B1	1762.853
ATP8B2	1334.4514	ATP8B2	1181.4372
ATP8B3	54.6239	ATP8B3	25.9087
ATP8B4	53.6655	ATP8B4	110.0358
ATP8B5P	47.9157	ATP8B5P	18.2885
ATP9A	1579.3004	ATP9A	3177.9319
ATP9B	370.3881	ATP9B	731.8449
ATPAF1	1209.2525	ATPAF1	961.7679
ATPAF2	271.6818	ATPAF2	255.4934
ATPBD4	99.6646	ATPBD4	162.4629
ATPIF1	1402.4916	ATPIF1	816.8864
ATRIP	242.8462	ATRIP	362.8896
ATRNL1	20.6037	ATRNL1	117.0464
ATRN	2586.0086	ATRN	2981.0257
ATRX	1939.6263	ATRX	3872.5901
ATR	667.9444	ATR	1132.6678
ATXN10	2810.7331	ATXN10	2027.5852
ATXN1L	1206.9957	ATXN1L	2030.6332
ATXN1	1740.7762	ATXN1	1223.1959
ATXN2L	2252.0364	ATXN2L	2276.3088
ATXN2	1045.0407	ATXN2	1091.8235
ATXN3	297.0771	ATXN3	637.9639
ATXN7L1	151.4135	ATXN7L1	473.977
ATXN7L2	82.4149	ATXN7L2	100.8916
ATXN7L3B	2893.1481	ATXN7L3B	3953.6691
ATXN7L3	1479.1567	ATXN7L3	1135.1063
ATXN7	553.426	ATXN7	1076.8879
AUH	173.9339	AUH	333.7651
AUP1	3371.9262	AUP1	1477.403
AURKAIP1	886.4399	AURKAIP1	489.5222
AURKAPS1	7.6665	AURKAPS1	5.4866
AURKA	164.3507	AURKA	43.5876
AURKB	47.9157	AURKB	9.4491
AURKC	7.1874	AURKC	22.8606
AUTS2	1678.0067	AUTS2	3368.4371
AVEN	274.0776	AVEN	149.0513
AVIL	61.3321	AVIL	57.304
AVL9	300.4312	AVL9	441.0577
AVPI1	150.9344	AVPI1	145.3936
AVPR1A	63.7278	AVPR1A	126.4955
AVPR2	18.208	AVPR2	53.3415
AXIN1	462.3862	AXIN1	656.2524
AXIN2	359.8467	AXIN2	468.1856
AXL	3318.6392	AXL	1768.8029
AZGP1	13027.3119	AZGP1	33401.5088
AZI1	203.1624	AZI1	316.6959
AZI2	1239.0992	AZI2	1111.3313
AZIN1	3752.7552	AZIN1	4320.6584
removed	removed	AZU1	5.1817
B2M	50172.0172	B2M	19309.6091
B3GALNT1	625.7786	B3GALNT1	538.5964
B3GALNT2	718.0594	B3GALNT2	807.3672
B3GALT1	7.1874	B3GALT1	101.806
B3GALT2	5.7499	B3GALT2	9.1443
B3GALT4	159.08	B3GALT4	118.2656
B3GALT5	11.9789	B3GALT5	101.806
B3GALT6	584.092	B3GALT6	372.4758
B3GALTL	481.5525	B3GALTL	394.7268
B3GAT1	5.7499	B3GAT1	87.1752
B3GAT2	6.9957	B3GAT2	23.9701
B3GAT3	715.3809	B3GAT3	444.7154
B3GNT1	625.7786	B3GNT1	702.2784
B3GNT2	811.6914	B3GNT2	1245.7517
B3GNT3	34.9784	B3GNT3	167.035
B3GNT5	126.4974	B3GNT5	395.6412
B3GNT7	117.8725	B3GNT7	105.1589
B3GNT8	82.4149	B3GNT8	67.9723
B3GNT9	787.5755	B3GNT9	283.1456
B3GNTL1	104.988	B3GNTL1	58.7
B4GALNT1	145.6253	B4GALNT1	28.8654
removed	removed	B4GALNT2	12.1923
B4GALNT3	73.7901	B4GALNT3	178.3129
B4GALNT4	281.7441	B4GALNT4	217.6332
B4GALT1	7216.0997	B4GALT1	5656.0238
B4GALT2	1461.4279	B4GALT2	473.3674
B4GALT3	1459.0321	B4GALT3	679.113
B4GALT4	873.5026	B4GALT4	452.3356
B4GALT5	1310.4935	B4GALT5	2026.6707
B4GALT6	95.8313	B4GALT6	100.2819
B4GALT7	554.3843	B4GALT7	272.8035
B9D1	113.426	B9D1	126.9588
B9D2	93.4356	B9D2	71.63
BAALC	82.8941	BAALC	67.9723
BACE1	2082.4149	BACE1	1845.3098
BACE2	1318.16	BACE2	682.4659
BACH1	1042.1658	BACH1	1560.6188
BACH2	247.2448	BACH2	482.2068
BAD	895.8553	BAD	447.8
BAG1	1154.2885	BAG1	1324.1759
BAG2	241.0158	BAG2	156.6715
BAG3	2387.1586	BAG3	1246.3614
BAG4	218.0163	BAG4	317.9151
BAG5	1159.08	BAG5	1352.4347
removed	removed	BAGE2	11.2139
BAHCC1	290.8481	BAHCC1	788.844
BAHD1	538.093	BAHD1	765.3738
BAI1	21.5621	BAI1	183.7994
BAI2	493.0522	BAI2	293.2256
removed	removed	BAI3	30.4808
BAIAP2L1	423.0954	BAIAP2L1	512.6876
removed	removed	BAIAP2L2	56.9992
BAIAP2	1276.4734	BAIAP2	1061.9523
BAIAP3	310.805	BAIAP3	308.7709
BAK1	424.0537	BAK1	246.2851
BAMBI	101.5812	BAMBI	904.0616
BANF1	2143.747	BANF1	1185.7045
BANK1	16.2913	BANK1	35.6626
BANP	140.3929	BANP	293.2256
BAP1	1228.0786	BAP1	1518.2504
BARD1	77.6234	BARD1	98.4531
BARX2	138.9554	BARX2	764.4593
BASP1	993.2918	BASP1	343.519
BAT1	4344.9928	BAT1	5401.6764
BAT2L1	3585.7738	BAT2L1	7265.1406
BAT2L2	6081.9358	BAT2L2	7608.0165
BAT2	5677.0484	BAT2	6791.7397
BAT3	4241.495	BAT3	3839.366
BAT4	246.7657	BAT4	388.6306
BAT5	932.4389	BAT5	903.1471
BATF2	112.1227	BATF2	46.6357
BATF3	22.9995	BATF3	10.6683
BATF	43.6033	BATF	260.3063
BAX	418.3038	BAX	329.193
BAZ1A	857.6905	BAZ1A	1264.9547
BAZ1B	1921.4183	BAZ1B	2775.5849
BAZ2A	2047.2976	BAZ2A	3926.4376
BAZ2B	708.5338	BAZ2B	2031.4075
BBC3	96.7897	BBC3	115.5224
BBOX1	102.5395	BBOX1	342.9094
BBS10	369.4298	BBS10	698.0111
BBS12	218.4954	BBS12	206.3553
BBS1	1172.0172	BBS1	1452.4301
BBS2	891.7106	BBS2	1716.6806
BBS4	798.275	BBS4	583.0984
BBS5	181.8687	BBS5	255.3532
removed	removed	BBS7	382.2297
BBS9	482.9899	BBS9	422.4644
BBX	1534.2597	BBX	2995.0469
BCAM	10098.7063	BCAM	5403.9473
BCAN	6.7082	BCAN	29.5664
BCAP29	1023.4787	BCAP29	955.5742
