gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
ANKRD6	179.7337	ANKRD6	335.5055
ANKRD9	64.8273	ANKRD9	83.8524
ANKS1A	337.2564	ANKS1A	1302.3479
ANKS1B	12.3481	ANKS1B	132.3239
ANKS3	422.1493	ANKS3	271.6818
ANKS6	477.7156	ANKS6	88.644
ANKZF1	855.875	ANKZF1	789.6502
ANLN	1578.2365	ANLN	48.3948
ANO10	1128.3041	ANO10	866.7944
ANO1	1230.9473	ANO1	8938.6679
ANO2	57.1098	ANO2	48.874
ANO3	22.3809	ANO3	9.104
ANO4	13.1198	removed	removed
ANO5	7.7175	ANO5	163.3924
ANO6	1014.0845	ANO6	3204.5999
ANO7	19.2938	ANO7	11.0206
ANO8	209.917	ANO8	269.7652
ANO9	343.4304	ANO9	172.9756
ANP32A	2772.1397	ANP32A	2684.2357
ANP32B	3783.1372	ANP32B	2431.7202
ANP32E	5251.7847	ANP32E	883.0858
ANPEP	1251.0129	ANPEP	1717.2976
ANTXR1	2702.6818	ANTXR1	3722.5683
ANTXR2	669.8823	ANTXR2	803.0666
removed	removed	ANTXRL	5.2707
ANUBL1	81.0342	ANUBL1	355.5343
ANXA11	4584.2176	ANXA11	3642.07
removed	removed	ANXA13	17.2496
ANXA1	10648.6591	ANXA1	6990.4169
ANXA2P1	86.4364	ANXA2P1	42.1658
ANXA2P2	7345.5528	ANXA2P2	3214.6622
ANXA2P3	5.4023	ANXA2P3	7.1874
ANXA2	30035.8866	ANXA2	9392.9085
ANXA3	2781.4007	ANXA3	1510.781
ANXA4	2493.5366	ANXA4	1764.7341
ANXA5	11016.0139	ANXA5	5862.0029
ANXA6	5170.7505	ANXA6	5013.4164
ANXA7	2397.0673	ANXA7	3051.7489
ANXA8L2	61.7403	ANXA8L2	296.1188
ANXA8	378.9311	ANXA8	532.8222
ANXA9	50.9358	ANXA9	208.4332
AOAH	153.579	AOAH	91.5189
AOC2	52.4793	AOC2	16.2913
AOC3	1301.1769	AOC3	1466.6986
AOX1	128.1111	AOX1	251.0781
AP1AR	357.322	AP1AR	708.6727
AP1B1	2669.4964	AP1B1	2747.0053
AP1G1	1443.9514	AP1G1	3014.8539
AP1G2	1368.0185	AP1G2	1417.4317
AP1M1	1520.355	AP1M1	718.735
AP1M2	3443.5655	AP1M2	1637.2784
AP1S1	1443.1796	AP1S1	770.0048
AP1S2	379.7029	AP1S2	243.4116
AP1S3	435.2691	AP1S3	141.3512
AP2A1	1835.4775	AP2A1	1531.2027
AP2A2	1332.8188	AP2A2	1571.6339
AP2B1	3238.279	AP2B1	6552.9468
AP2M1	7567.0461	AP2M1	4903.2103
AP2S1	1680.108	AP2S1	839.9617
AP3B1	1193.9031	AP3B1	1325.8265
AP3B2	138.1439	AP3B2	136.0805
AP3D1	2355.3926	AP3D1	3090.5606
AP3M1	791.0477	AP3M1	1502.6354
AP3M2	290.1794	AP3M2	452.3239
AP3S1	1234.0343	AP3S1	865.8361
AP3S2	1734.4086	AP3S2	1282.0556
AP4B1	323.0176	AP4B1	340.5798
AP4E1	210.6888	AP4E1	348.3469
AP4M1	248.5973	AP4M1	379.909
AP4S1	74.0884	AP4S1	70.436
APAF1	336.4847	APAF1	536.0997
APBA1	589.6199	APBA1	450.8864
APBA2	375.0724	APBA2	60.8529
APBA3	414.4318	APBA3	220.4121
APBB1IP	582.6741	APBB1IP	276.9526
APBB1	366.5831	APBB1	830.3785
APBB2	667.567	APBB2	2162.4341
APBB3	348.061	APBB3	286.0565
APCDD1L	23.9244	APCDD1L	489.6981
APCDD1	374.3006	APCDD1	2032.1035
APC	375.8441	APC	1001.9166
APEH	997.8777	APEH	2036.8951
APEX1	4625.1206	APEX1	2594.6334
APEX2	760.1775	APEX2	634.4034
APH1A	6259.6952	APH1A	4544.8011
APH1B	300.984	APH1B	834.6909
API5	1331.2753	API5	2724.4849
APIP	349.2649	APIP	437.1251
APITD1	262.5043	APITD1	142.3095
APLF	33.9572	APLF	94.3939
APLNR	848.1574	APLNR	639.6742
APLN	71.7731	APLN	62.7695
APLP1	162.0683	APLP1	57.978
APLP2	16209.1453	APLP2	20872.5443
APOA1BP	2601.5821	APOA1BP	1324.8682
APOB48R	566.4673	APOB48R	265.4528
APOBEC3A	264.727	APOBEC3A	8.5098
APOBEC3B	6685.6878	APOBEC3B	43.7183
APOBEC3C	287.0924	APOBEC3C	519.4058
APOBEC3D	126.5676	APOBEC3D	145.1845
APOBEC3F	160.5248	APOBEC3F	321.5141
APOBEC3G	952.3442	APOBEC3G	407.7623
APOBEC3H	27.0114	APOBEC3H	9.5831
removed	removed	APOB	8.6248
APOC1	3966.0428	APOC1	1995.6876
APOC2	121.9371	APOC2	72.3527
APOD	34695.7361	APOD	11235.2659
APOE	20595.7939	APOE	5056.5405
removed	removed	APOF	7.1874
APOL1	4166.6988	APOL1	754.1926
APOL2	1510.3222	APOL2	670.3402
APOL3	1019.4868	APOL3	678.0067
APOL4	179.0469	APOL4	173.9339
APOL6	7851.0515	APOL6	1451.3656
APOLD1	303.8703	APOLD1	260.1821
APOM	30.0984	APOM	57.4988
APOOL	67.1426	APOOL	201.2458
APOO	297.1252	APOO	189.746
APPBP2	682.2304	APPBP2	1351.2218
APPL1	831.9506	APPL1	1902.2472
APPL2	274.7444	APPL2	1585.0503
APP	36616.6313	APP	43283.1816
APRT	1849.8939	APRT	1317.6809
APTX	412.8883	APTX	511.7393
AQP11	6.174	AQP11	67.5611
AQP1	4136.6004	AQP1	8588.0307
AQP3	3310.0521	AQP3	1623.862
removed	removed	AQP4	48.3948
AQP5	3232.8767	AQP5	595.5918
AQP6	8.4893	removed	removed
AQP7P1	9.261	AQP7P1	15.8122
AQP7	197.569	AQP7	221.3704
AQP9	249.2765	AQP9	13.4164
AQPEP	17.7503	AQPEP	23.9578
AQR	753.2317	AQR	1254.9114
ARAF	549.4887	ARAF	1199.8083
ARAP1	2151.6342	ARAP1	2518.4092
ARAP2	229.9826	ARAP2	417.3455
ARAP3	446.0737	ARAP3	427.8869
ARCN1	3156.4731	ARCN1	3840.4408
ARC	5.4023	ARC	137.9971
AREG	12.3481	AREG	453.7614
ARF1	25510.3222	ARF1	7723.0474
ARF3	4730.8509	ARF3	5271.6818
ARF4	5313.525	ARF4	3071.8735
ARF5	4935.3425	ARF5	2190.6804
ARF6	5267.9915	ARF6	3104.9353
ARFGAP1	2938.0668	ARFGAP1	1039.77
ARFGAP2	1527.3008	ARFGAP2	2363.6799
ARFGAP3	1278.7961	ARFGAP3	1366.0757
ARFGEF1	1131.3911	ARFGEF1	2087.8486
ARFGEF2	2485.819	ARFGEF2	2676.0901
ARFIP1	497.7812	ARFIP1	1245.3282
ARFIP2	1010.2257	ARFIP2	1857.6905
ARFRP1	929.9633	ARFRP1	606.1332
ARG2	89.2688	ARG2	374.5903
ARGLU1	1159.1742	ARGLU1	1722.5683
ARHGAP10	326.4519	ARHGAP10	417.8246
ARHGAP11A	577.2719	ARHGAP11A	58.9363
ARHGAP11B	27.7831	ARHGAP11B	6.7609
ARHGAP12	611.229	ARHGAP12	1193.1001
ARHGAP15	202.9713	ARHGAP15	109.2477
ARHGAP17	774.8408	ARHGAP17	985.1461
ARHGAP18	438.3562	ARHGAP18	605.1749
ARHGAP19	208.3735	ARHGAP19	1019.6454
ARHGAP1	3065.4061	ARHGAP1	3360.3258
ARHGAP20	28.5549	ARHGAP20	169.1423
ARHGAP21	2444.1443	ARHGAP21	1581.6962
ARHGAP22	184.4492	ARHGAP22	45.5199
ARHGAP23	437.5844	ARHGAP23	689.9856
ARHGAP24	157.4378	ARHGAP24	294.2022
ARHGAP25	745.5142	ARHGAP25	537.1346
ARHGAP26	301.7557	ARHGAP26	741.2554
ARHGAP27	960.7795	ARHGAP27	554.8634
ARHGAP28	149.7202	ARHGAP28	74.2693
ARHGAP29	691.4914	ARHGAP29	2860.5654
ARHGAP30	936.9091	ARHGAP30	536.6555
ARHGAP31	743.1989	ARHGAP31	717.7767
ARHGAP32	859.7337	ARHGAP32	2043.6033
ARHGAP33	244.646	ARHGAP33	181.6004
ARHGAP39	949.2572	ARHGAP39	339.2429
ARHGAP42	32.4137	ARHGAP42	111.6435
ARHGAP4	913.7565	ARHGAP4	362.7216
ARHGAP5	1804.3604	ARHGAP5	2802.5874
ARHGAP6	27.7831	ARHGAP6	36.4159
ARHGAP8	1405.4872	ARHGAP8	730.0815
ARHGAP9	463.824	ARHGAP9	137.9971
ARHGDIA	7691.2985	ARHGDIA	3564.9257
ARHGDIB	10931.121	ARHGDIB	4643.9866
ARHGDIG	59.4868	removed	removed
ARHGEF10L	3531.5454	ARHGEF10L	1117.3934
ARHGEF10	937.6809	ARHGEF10	860.5654
ARHGEF11	3699.016	ARHGEF11	1496.4063
ARHGEF12	2200.2701	ARHGEF12	6041.6866
ARHGEF15	263.168	ARHGEF15	352.6593
ARHGEF16	600.4245	ARHGEF16	376.6172
ARHGEF17	786.4171	ARHGEF17	1811.6914
ARHGEF18	868.223	ARHGEF18	1008.1457
ARHGEF19	499.3247	ARHGEF19	417.8246
ARHGEF1	2961.9911	ARHGEF1	1315.2851
ARHGEF2	3864.1713	ARHGEF2	1870.6277
ARHGEF33	6.174	ARHGEF33	12.4581
ARHGEF35	461.5088	ARHGEF35	1032.1035
ARHGEF37	366.5831	ARHGEF37	2854.3364
removed	removed	ARHGEF38	113.5601
ARHGEF3	768.6668	ARHGEF3	1457.5946
ARHGEF4	355.0068	ARHGEF4	218.9746
ARHGEF5	334.1694	ARHGEF5	774.7964
ARHGEF6	532.5101	ARHGEF6	2163.8716
ARHGEF7	1558.1709	ARHGEF7	1210.8289
ARHGEF9	4368.1266	ARHGEF9	781.9837
ARID1A	936.1374	ARID1A	3137.9971
ARID1B	1027.9761	ARID1B	2676.5692
ARID2	419.8341	ARID2	960.7092
ARID3A	88.7517	ARID3A	45.999
ARID3B	185.2209	ARID3B	153.3301
ARID4A	240.0154	ARID4A	652.6114
ARID4B	919.1588	ARID4B	1497.8438
ARID5A	1249.4694	ARID5A	2581.6962
ARID5B	698.4372	ARID5B	3074.7484
ARIH1	1634.5746	ARIH1	2028.7494
ARIH2	990.1601	ARIH2	1747.8342
ARL10	12.3481	ARL10	46.9574
ARL11	149.7202	ARL11	63.2487
ARL13B	103.415	ARL13B	241.9741
ARL15	172.8729	ARL15	415.4288
ARL16	517.0751	ARL16	385.7211
ARL17A	36.1026	ARL17A	62.3095
ARL1	1747.2506	ARL1	2267.8486
ARL2BP	1031.0631	ARL2BP	1367.9923
ARL2	1924.754	ARL2	828.9411
ARL3	245.4177	ARL3	554.8634
ARL4A	209.1453	ARL4A	3091.9981
ARL4C	1060.3897	ARL4C	2413.9914
ARL4D	58.6533	ARL4D	238.62
ARL5A	813.4285	ARL5A	723.0474
ARL5B	144.318	ARL5B	183.9962
ARL6IP1	8395.138	ARL6IP1	3890.2731
ARL6IP4	2525.1785	ARL6IP4	1919.0225
ARL6IP5	2941.1538	ARL6IP5	4815.5247
ARL6IP6	236.9284	ARL6IP6	284.1399
ARL6	49.3922	ARL6	64.6862
ARL8A	2742.813	ARL8A	1181.6004
ARL8B	1846.8069	ARL8B	2191.6627
ARL9	19.2938	ARL9	9.104
ARMC10	700.7139	ARMC10	682.3575
ARMC1	730.8509	ARMC1	735.9847
ARMC2	34.7289	ARMC2	53.1864
removed	removed	ARMC4	6.7082
ARMC5	284.0054	ARMC5	319.5975
ARMC6	865.9078	ARMC6	510.781
ARMC7	341.1152	ARMC7	404.4082
ARMC8	440.6714	ARMC8	665.5486
ARMC9	198.3407	ARMC9	254.9114
ARMCX1	236.9284	ARMCX1	944.897
ARMCX2	391.2792	ARMCX2	984.1878
ARMCX3	618.1748	ARMCX3	1758.9842
ARMCX5	104.9585	ARMCX5	471.011
ARMCX6	172.1011	ARMCX6	326.7849
ARNT2	68.6861	ARNT2	425.9703
ARNTL2	67.1426	ARNTL2	18.6871
ARNTL	207.6018	ARNTL	684.7149
ARNT	1038.0089	ARNT	1588.8836
ARPC1A	2786.803	ARPC1A	2208.9123
ARPC1B	4465.3675	ARPC1B	1229.9952
ARPC2	8303.2992	ARPC2	2978.4379
ARPC3	6195.6396	ARPC3	2519.885
ARPC4	4475.2614	ARPC4	2562.5204
ARPC5L	1213.9687	ARPC5L	502.1562
ARPC5	6932.6645	ARPC5	2458.5529
ARPM1	33.9572	ARPM1	42.1658
ARPP19	2546.7876	ARPP19	3352.1802
ARRB1	166.6988	ARRB1	1144.7053
ARRB2	2239.6296	ARRB2	602.3
ARRDC1	926.1046	ARRDC1	791.0877
ARRDC2	1030.2913	ARRDC2	648.299
ARRDC3	1398.4179	ARRDC3	4746.047
ARRDC4	419.0623	ARRDC4	876.3776
ARRDC5	16.2068	removed	removed
ARSA	1067.3355	ARSA	802.5874
ARSB	505.4987	ARSB	167.2257
ARSD	676.8281	ARSD	4433.6368
ARSE	49.3922	ARSE	28.2702
ARSG	70.2296	ARSG	410.1581
removed	removed	ARSH	6.7082
ARSI	202.1995	ARSI	34.4993
ARSJ	30.0984	ARSJ	306.6603
ARSK	88.7517	ARSK	190.7044
ART3	1172.294	removed	removed
removed	removed	ART5	33.541
ARTN	882.1146	ARTN	11.0206
ARV1	985.5296	ARV1	410.1581
ARVCF	393.5944	ARVCF	696.2147
removed	removed	ARX	38.8117
removed	removed	AR	859.1279
AS3MT	124.2524	AS3MT	182.0795
ASAH1	2089.9093	ASAH1	4466.2195
removed	removed	ASAH2B	11.0206
removed	removed	ASAH2	5.2707
ASAM	58.6533	ASAM	552.4677
ASAP1	859.7337	ASAP1	607.0915
ASAP2	684.5456	ASAP2	511.2602
ASAP3	1087.4011	ASAP3	988.0211
ASB12	19.2938	removed	removed
ASB13	838.1246	ASB13	859.1279
ASB14	8.4893	ASB14	16.2961
ASB16	8.5279	ASB16	12.07
ASB1	245.5026	ASB1	617.7767
ASB2	98.7845	ASB2	30.666
ASB3	160.5248	ASB3	321.5141
ASB6	1071.0322	ASB6	842.736
ASB7	450.7042	ASB7	568.2798
ASB8	414.4318	ASB8	953.5218
ASB9	24.6961	ASB9	22.5204
ASCC1	438.3562	ASCC1	318.6392
ASCC2	1631.4876	ASCC2	1169.1423
ASCC3	762.4928	ASCC3	966.9382
ASCL2	98.0127	ASCL2	46.9574
ASF1A	1460.93	ASF1A	559.655
ASF1B	896.0062	ASF1B	58.4571
ASGR1	40.1312	removed	removed
ASGR2	31.6419	removed	removed
ASH1L	1048.0108	ASH1L	3268.2559
ASH2L	515.5315	ASH2L	1126.9765
ASL	486.9767	ASL	558.6967
ASMTL	321.0496	ASMTL	919.4873
ASNA1	1789.6971	ASNA1	1102.5395
ASNSD1	489.2919	ASNSD1	1110.206
ASNS	1322.0143	ASNS	380.9296
removed	removed	ASPA	21.5621
ASPHD1	102.6433	ASPHD1	28.2702
ASPHD2	112.6761	ASPHD2	55.103
ASPH	2241.4972	ASPH	5105.3713
ASPM	992.4754	ASPM	22.9995
ASPN	330.3106	ASPN	35.9368
ASPRV1	40.1698	ASPRV1	96.4494
ASPSCR1	657.5342	ASPSCR1	384.2837
ASRGL1	748.6012	ASRGL1	181.1212
ASS1	6019.6797	ASS1	1629.1327
ASTE1	104.8042	ASTE1	298.4188
removed	removed	ASTN1	11.9789
ASTN2	37.0442	ASTN2	428.3661
ASXL1	920.7023	ASXL1	1878.7734
ASXL2	119.6218	ASXL2	782.4629
removed	removed	ASXL3	34.0201
ATAD1	591.9352	ATAD1	1124.5807
ATAD2B	254.6788	ATAD2B	401.5333
ATAD2	1627.6288	ATAD2	393.8668
ATAD3A	1922.4387	ATAD3A	454.7197
ATAD3B	1004.8235	ATAD3B	247.724
ATAD3C	206.0583	ATAD3C	283.1816
ATAD5	55.5663	ATAD5	71.8735
ATE1	43.99	ATE1	274.5568
ATF1	328.7671	ATF1	502.6354
ATF2	133.5134	ATF2	561.5716
ATF3	793.3629	ATF3	3521.3225
ATF4	20089.5234	ATF4	5551.5093
ATF5	1268.7633	ATF5	709.631
ATF6B	2464.9817	ATF6B	2413.0331
ATF6	708.47	ATF6	1452.3239
ATF7IP2	186.7644	ATF7IP2	125.5391
ATF7IP	805.711	ATF7IP	1282.2233
ATF7	799.5369	ATF7	2400.5702
ATG10	95.6975	ATG10	92.4772
ATG12	360.409	ATG12	408.2415
ATG16L1	517.0751	ATG16L1	1150.4552
ATG16L2	269.3035	ATG16L2	287.7288
ATG2A	797.2217	ATG2A	871.1069
ATG2B	369.6701	ATG2B	1201.725
ATG3	1526.529	ATG3	690.9439
ATG4A	203.743	ATG4A	281.7441
ATG4B	1172.294	ATG4B	799.2333
ATG4C	173.6446	ATG4C	224.2453
ATG4D	533.6369	ATG4D	303.0474
ATG5	1752.6529	ATG5	863.4403
ATG7	820.027	ATG7	772.6977
ATG9A	3137.241	ATG9A	1458.3565
ATG9B	133.2819	ATG9B	9.2046
ATHL1	710.7853	ATHL1	1550.0719
ATIC	6133.1275	ATIC	1560.6133
ATL1	412.8883	ATL1	506.9478
ATL2	978.5838	ATL2	1953.5218
ATL3	484.6614	ATL3	424.5328
ATMIN	944.6267	ATMIN	1953.5218
ATM	1040.3241	ATM	1490.1773
ATN1	6192.5526	ATN1	5895.0647
ATOH8	52.4793	ATOH8	148.0594
ATOX1	1112.869	ATOX1	630.5702
ATP10A	219.1781	ATP10A	178.7254
ATP10B	9.261	removed	removed
ATP10D	163.6118	ATP10D	727.839
ATP11A	1534.2466	ATP11A	453.2822
ATP11B	578.0436	ATP11B	1410.1581
ATP11C	204.5148	ATP11C	522.2808
ATP12A	27.0114	removed	removed
ATP13A1	1486.3978	ATP13A1	1322.4724
ATP13A2	1675.4775	ATP13A2	1326.3057
ATP13A3	1076.5966	ATP13A3	1375.6588
removed	removed	ATP13A4	307.6186
removed	removed	ATP13A5	382.367
ATP1A1	13813.6215	ATP1A1	18770.9535
ATP1A2	14.6633	ATP1A2	3346.9094
ATP1A3	35.5007	removed	removed
removed	removed	ATP1A4	95.3522
ATP1B1	10783.0369	ATP1B1	6124.2405
ATP1B2	30.8702	ATP1B2	136.5597
ATP1B3	2750.5306	ATP1B3	1108.7686
ATP2A1	13.8916	ATP2A1	6.7082
ATP2A2	4002.3153	ATP2A2	4494.9689
ATP2A3	1261.8175	ATP2A3	825.1078
ATP2B1	338.7999	ATP2B1	1630.091
removed	removed	ATP2B2	82.8941
ATP2B4	4501.64	ATP2B4	2884.0441
ATP2C1	2147.9452	ATP2C1	2829.5161
ATP2C2	186.7644	ATP2C2	509.8227
ATP5A1	7345.5528	ATP5A1	10184.4753
ATP5B	6694.1926	ATP5B	8820.3162
ATP5C1	9291.1441	ATP5C1	2298.5146
ATP5D	1537.3336	ATP5D	720.6517
ATP5EP2	67.1426	ATP5EP2	17.7288
ATP5E	7862.6278	ATP5E	2448.0115
ATP5F1	2502.7976	ATP5F1	2342.597
ATP5G1	1208.5665	ATP5G1	638.2367
ATP5G2	5216.284	ATP5G2	5548.1552
ATP5G3	4067.1426	ATP5G3	1928.1265
ATP5H	3816.3226	ATP5H	1537.1346
ATP5I	1279.2977	ATP5I	818.0594
ATP5J2	3344.781	ATP5J2	868.2319
ATP5J	2609.6238	ATP5J	1138.39
ATP5L	5039.5524	ATP5L	2390.0335
ATP5O	7810.1486	ATP5O	2439.3867
ATP5SL	666.7953	ATP5SL	747.4844
ATP5S	170.5576	ATP5S	133.6847
ATP6AP1L	47.077	ATP6AP1L	66.1236
ATP6AP1	4313.332	ATP6AP1	3473.886
ATP6AP2	4185.2209	ATP6AP2	3225.2036
ATP6V0A1	1716.3805	ATP6V0A1	1805.4624
ATP6V0A2	287.0924	ATP6V0A2	448.0115
ATP6V0A4	7.4629	ATP6V0A4	247.173
ATP6V0B	4544.0864	ATP6V0B	1368.9506
ATP6V0C	7146.8184	ATP6V0C	1895.2132
ATP6V0D1	1021.0303	ATP6V0D1	1690.9439
ATP6V0D2	9.261	ATP6V0D2	54.6239
ATP6V0E1	9148.3697	ATP6V0E1	2300.4312
ATP6V0E2	492.3249	ATP6V0E2	1061.3033
ATP6V1A	1971.831	ATP6V1A	1875.4193
ATP6V1B1	449.9325	ATP6V1B1	732.6306
ATP6V1B2	2276.6737	ATP6V1B2	1675.1318
ATP6V1C1	2147.7909	ATP6V1C1	1525.6349
ATP6V1C2	719.0585	ATP6V1C2	55.0982
ATP6V1D	1131.3911	ATP6V1D	1094.3939
ATP6V1E1	3254.4858	ATP6V1E1	1902.7312
ATP6V1E2	72.5449	ATP6V1E2	116.9142
ATP6V1F	4203.7276	ATP6V1F	1153.3206
ATP6V1G1	3687.4397	ATP6V1G1	2610.4456
ATP6V1G2	13.1661	ATP6V1G2	24.001
ATP6V1H	1722.5545	ATP6V1H	1290.8481
ATP7A	238.4719	ATP7A	940.5846
ATP7B	67.1426	ATP7B	389.5544
ATP8A1	241.5589	ATP8A1	557.7384
removed	removed	ATP8A2	33.541
ATP8B1	412.8883	ATP8B1	1498.7542
ATP8B2	497.0095	ATP8B2	824.1495
ATP8B3	22.3809	ATP8B3	13.8955
ATP8B4	76.4036	ATP8B4	80.9775
ATP8B5P	48.6205	ATP8B5P	38.3325
ATP9A	1783.5231	ATP9A	2615.7163
ATP9B	150.492	ATP9B	647.8198
ATPAF1	686.0891	ATPAF1	1204.0057
ATPAF2	355.0068	ATPAF2	304.7437
ATPBD4	107.2738	ATPBD4	154.7676
ATPIF1	2168.6282	ATPIF1	1138.4763
ATRIP	207.3317	ATRIP	351.8735
removed	removed	ATRNL1	177.288
ATRN	1124.4453	ATRN	2461.4279
ATRX	897.5497	ATRX	2196.9334
ATR	609.6855	ATR	962.6258
ATXN10	1784.2948	ATXN10	2216.0997
ATXN1L	844.2987	ATXN1L	1676.5692
ATXN1	721.5898	ATXN1	1166.2674
ATXN2L	2468.8404	ATXN2L	2227.1203
ATXN2	639.7839	ATXN2	828.4619
ATXN3	651.3602	ATXN3	523.7183
ATXN7L1	325.6801	ATXN7L1	289.8898
ATXN7L2	138.1439	ATXN7L2	66.6028
ATXN7L3B	2017.3645	ATXN7L3B	4378.5338
ATXN7L3	1578.2365	ATXN7L3	1327.264
ATXN7	432.9539	ATXN7	906.0853
AUH	223.0369	AUH	340.2012
AUP1	4211.5223	AUP1	1662.3479
AURKAIP1	3999.2282	AURKAIP1	927.1682
AURKAPS1	31.6419	removed	removed
AURKA	1014.0845	AURKA	46.9574
AURKB	579.5871	AURKB	9.104
AURKC	154.3508	AURKC	62.7695
AUTS2	820.3743	AUTS2	2616.1955
AVEN	516.3033	AVEN	115.9559
AVIL	24.6961	AVIL	44.0824
AVL9	79.4906	AVL9	327.264
removed	removed	AVPI1	261.6195
AVPR1A	7.7175	AVPR1A	22.0412
AVPR2	27.7831	AVPR2	67.5611
AXIN1	2238.0861	AXIN1	813.1289
AXIN2	55.5663	AXIN2	360.3258
AXL	649.8167	AXL	889.3148
AZGP1	10140.8451	AZGP1	37321.5141
AZI1	463.0523	AZI1	287.9732
AZI2	544.8582	AZI2	977.9588
AZIN1	6349.2186	AZIN1	3396.2626
removed	removed	AZU1	7.1874
B2M	81280.3859	B2M	24824.1495
B3GALNT1	236.9284	B3GALNT1	406.3249
B3GALNT2	1025.1052	B3GALNT2	624.873
removed	removed	B3GALT1	22.5204
removed	removed	B3GALT2	11.4998
B3GALT4	273.2008	B3GALT4	187.3503
removed	removed	B3GALT5	53.6655
B3GALT6	1185.4139	B3GALT6	525.1557
B3GALTL	123.4806	B3GALTL	324.3891
B3GAT1	195.2537	B3GAT1	92.4772
B3GAT2	7.2776	removed	removed
B3GAT3	1600.6174	B3GAT3	659.7988
B3GNT1	390.5074	B3GNT1	859.6071
B3GNT2	528.6514	B3GNT2	975.563
B3GNT3	467.6828	B3GNT3	242.9324
B3GNT4	10.0328	removed	removed
B3GNT5	563.3803	B3GNT5	309.5352
B3GNT7	3205.8653	B3GNT7	167.7048
B3GNT8	66.3708	B3GNT8	91.9981
B3GNT9	304.2639	B3GNT9	358.3757
B3GNTL1	360.1929	B3GNTL1	57.1778
B4GALNT1	47.7021	B4GALNT1	29.5783
B4GALNT2	85.6647	B4GALNT2	9.5831
B4GALNT3	444.5302	B4GALNT3	244.3699
B4GALNT4	497.0095	B4GALNT4	234.7868
B4GALT1	3142.5815	B4GALT1	4053.1864
B4GALT2	1611.422	B4GALT2	667.9444
B4GALT3	1869.9595	B4GALT3	1055.5822
B4GALT4	669.1106	B4GALT4	368.9506
B4GALT5	3299.2475	B4GALT5	1497.3646
B4GALT6	37.8159	B4GALT6	124.1016
B4GALT7	1064.2485	B4GALT7	441.7825
B9D1	155.8943	B9D1	160.6229
B9D2	74.0884	B9D2	87.2065
BAALC	56.338	BAALC	41.2075
BACE1	461.5088	BACE1	1148.5386
BACE2	6727.378	BACE2	801.6291
BACH1	1005.5952	BACH1	901.2937
BACH2	127.3394	BACH2	287.9732
BAD	1083.3571	BAD	717.0005
BAG1	962.1841	BAG1	1574.7772
BAG2	569.5543	BAG2	43.1241
BAG3	1347.4822	BAG3	1587.9253
BAG4	57.8815	BAG4	278.8692
BAG5	1067.3355	BAG5	1542.8845
BAHCC1	521.7056	BAHCC1	569.2381
BAHD1	487.7484	BAHD1	1019.6454
BAI1	84.1212	BAI1	55.103
BAI2	31.6419	BAI2	234.7868
removed	removed	BAI3	11.9789
BAIAP2L1	1248.3581	BAIAP2L1	659.3196
BAIAP2L2	686.8609	BAIAP2L2	7.6665
BAIAP2	1426.1933	BAIAP2	1041.6866
BAIAP3	59.5562	BAIAP3	277.7048
BAK1	520.9338	BAK1	258.2655
BAMBI	2890.9898	BAMBI	2255.3905
BANF1	7715.2228	BANF1	2059.4154
BANK1	147.405	BANK1	86.7274
BANP	226.1239	BANP	340.2012
BAP1	1172.294	BAP1	1785.817
BARD1	135.0569	BARD1	67.0819
BARHL2	6.9458	removed	removed
BARX1	20.8374	removed	removed
BARX2	2032.7995	BARX2	1011.9789
BASP1	654.4472	BASP1	114.9976
BAT1	4767.077	BAT1	6042.1227
BAT2L1	3461.8869	BAT2L1	7349.4825
BAT2L2	4250.82	BAT2L2	4645.9032
BAT2	4696.1219	BAT2	7107.8103
BAT3	4020.8374	BAT3	4412.0747
BAT4	275.5161	BAT4	420.2204
BAT5	999.4212	BAT5	938.6679
BATF2	1252.5564	BATF2	104.9353
BATF3	128.1111	BATF3	8.6248
BATF	361.1808	BATF	218.4954
BAX	900.6367	BAX	394.346
BAZ1A	1673.1623	BAZ1A	899.3771
BAZ1B	2084.507	BAZ1B	1968.8548
BAZ2A	1159.3209	BAZ2A	2986.0326
BAZ2B	402.4002	BAZ2B	1491.7681
BBC3	246.9612	BBC3	297.5563
BBOX1	934.5939	BBOX1	545.2803
BBS10	178.2751	BBS10	553.426
BBS12	57.1098	BBS12	245.3282
BBS1	452.2477	BBS1	1331.5764
BBS2	576.5001	BBS2	1430.7619
BBS4	223.0369	BBS4	496.8855
BBS5	92.6105	BBS5	287.0388
BBS7	133.5134	BBS7	288.4523
removed	removed	BBS9	343.5553
BBX	747.0577	BBX	2424.0537
BCAM	3692.842	BCAM	8060.8529
BCAN	10.8046	BCAN	63.2487
BCAP29	1043.4112	BCAP29	885.4816
BCAP31	8141.2309	BCAP31	3904.6478
BCAR1	1203.1642	BCAR1	890.2731
BCAR3	706.9265	BCAR3	953.5218
BCAS1	7.7175	BCAS1	321.035
BCAS2	461.2232	BCAS2	683.8093
BCAS3	249.2765	BCAS3	676.0901
BCAS4	1004.8235	BCAS4	366.0757
BCAT1	399.7685	BCAT1	121.7058
BCAT2	476.1721	BCAT2	550.0719
BCCIP	1341.4856	BCCIP	1069.9233
BCDIN3D	183.8086	BCDIN3D	335.0743
