gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
SPATA5	197.9736	SPATA5	291.6667
SPATA6	375.863	SPATA6	212.8268
SPATA7	156.0118	SPATA7	252.451
SPATA9	10.078	removed	removed
SPATS2L	1206.8502	SPATS2L	1392.1569
SPATS2	553.3937	SPATS2	515.5229
SPC24	23.6708	removed	removed
SPC25	157.4464	SPC25	23.6928
SPCS1	1724.8848	SPCS1	1399.1013
SPCS2	896.6197	SPCS2	368.4641
SPCS3	2444.1854	SPCS3	2008.5784
SPDEF	2199.9462	SPDEF	948.5294
SPDYA	5.3187	SPDYA	18.7582
SPDYE1	7.2985	removed	removed
SPDYE3	71.9161	SPDYE3	72.5899
SPDYE5	5.0211	removed	removed
SPDYE6	14.7046	SPDYE6	11.4379
removed	removed	SPDYE7P	5.3105
SPDYE8P	20.8016	SPDYE8P	17.9739
SPEF1	68.8604	SPEF1	5.3105
SPEF2	443.2888	SPEF2	333.7418
SPEG	85.3582	SPEG	646.6503
SPEN	2161.9295	SPEN	3436.683
SPESP1	20.0843	SPESP1	82.9248
SPG11	2549.2693	SPG11	2453.8399
SPG20	1410.2035	SPG20	1659.7222
SPG21	2000.8966	SPG21	1439.951
SPG7	1037.927	SPG7	1019.1993
SPHAR	121.9331	SPHAR	42.357
SPHK1	588.8568	SPHK1	396.7034
SPHK2	364.6015	SPHK2	170.8007
SPHKAP	13.27	SPHKAP	332.1078
SPI1	461.2212	SPI1	127.8595
SPIB	11.4767	removed	removed
SPIN1	3506.8591	SPIN1	3162.5817
removed	removed	SPIN2A	6.1275
SPIN2B	123.6259	SPIN2B	48.4641
SPIN3	341.7914	SPIN3	391.7484
SPIN4	195.4631	SPIN4	214.0523
removed	removed	SPINK5	40.8497
SPINT1	4911.683	SPINT1	3106.6176
SPINT2	9426.3427	SPINT2	6453.4314
SPIRE1	1004.2141	SPIRE1	1028.1863
SPIRE2	161.7502	SPIRE2	116.8301
SPNS1	689.6943	SPNS1	466.1234
SPNS2	232.845	SPNS2	598.3619
SPNS3	11.1181	SPNS3	8.1699
SPN	202.6361	SPN	176.4706
SPOCD1	48.4175	SPOCD1	10.2124
SPOCK1	1302.2505	SPOCK1	434.232
SPOCK2	474.8498	SPOCK2	288.3987
SPON1	1337.398	SPON1	1287.5817
SPON2	1480.4985	SPON2	828.8399
SPOPL	3173.6752	SPOPL	1120.915
SPOP	1032.5473	SPOP	1195.2614
SPP1	3667.892	SPP1	937.9085
SPPL2A	903.7927	SPPL2A	598.4477
SPPL2B	858.2444	SPPL2B	506.1275
SPPL3	1206.8502	SPPL3	1564.951
SPRED1	1253.833	SPRED1	1744.281
SPRED2	1196.808	SPRED2	1512.2549
SPRN	52.0039	SPRN	69.4444
removed	removed	SPRR1A	16.3399
removed	removed	SPRR1B	7.3529
removed	removed	SPRR2A	15.1144
removed	removed	SPRR2D	5.3105
removed	removed	SPRR3	57.598
SPRY1	565.5877	SPRY1	2145.0163
SPRY2	217.6993	SPRY2	1498.7745
SPRY3	51.6453	SPRY3	70.2614
SPRY4	604.3217	SPRY4	725.0817
SPRYD3	2022.4155	SPRYD3	1027.3693
SPRYD4	263.6062	SPRYD4	322.7124
SPR	1361.7861	SPR	491.0131
SPSB1	495.2927	SPSB1	702.6144
SPSB2	123.7335	SPSB2	112.3366
SPSB3	583.1615	SPSB3	476.7157
SPSB4	11.1181	SPSB4	6.5359
SPTAN1	9539.3168	SPTAN1	8891.3399
SPTBN1	7449.8341	SPTBN1	12881.5359
SPTBN2	194.7458	SPTBN2	1234.8856
SPTBN4	64.198	SPTBN4	27.3693
SPTBN5	74.9574	SPTBN5	95.4371
SPTB	35.1475	SPTB	110.7026
SPTLC1	1963.2386	SPTLC1	1513.8889
SPTLC2	2616.3364	SPTLC2	2319.8529
SPTLC3	345.3779	SPTLC3	487.7451
SPTY2D1	1518.4004	SPTY2D1	1188.6479
SQLE	1143.3695	SQLE	475.8987
SQRDL	2702.7706	SQRDL	1267.1569
SQSTM1	8827.0098	SQSTM1	5341.5605
SR140	1507.7558	SR140	2252.451
SRA1	704.3845	SRA1	336.1928
SRBD1	432.5294	SRBD1	448.9379
SRCAP	3846.8573	SRCAP	3968.9542
SRCIN1	369.4073	SRCIN1	347.2222
SRCRB4D	18.0472	SRCRB4D	24.5588
SRC	1041.8721	SRC	968.9542
SRD5A1	173.9442	SRD5A1	144.6078
SRD5A3	716.184	SRD5A3	357.3938
SREBF1	2302.1609	SREBF1	2044.5261
SREBF2	1988.7026	SREBF2	2393.7908
SRFBP1	297.6778	SRFBP1	402.3693
SRF	1006.366	SRF	1891.7484
SRGAP1	522.55	SRGAP1	528.1863
SRGAP2	1140.5003	SRGAP2	663.8072
SRGAP3	101.1387	SRGAP3	419.1176
SRGN	1334.1702	SRGN	667.8922
SRI	2665.4712	SRI	1210.7843
SRL	21.1602	SRL	36.3562
SRMS	43.755	SRMS	6.1275
SRM	624.7646	SRM	646.2418
SRP14	4248.9016	SRP14	3113.1536
SRP19	690.7702	SRP19	580.2369
SRP54	1197.5253	SRP54	1234.8856
SRP68	1701.067	SRP68	1952.6144
SRP72	2280.642	SRP72	2990.6046
SRP9	8928.5394	SRP9	2288.8072
SRPK1	1369.6763	SRPK1	1261.0294
SRPK2	1700.7083	SRPK2	1085.3758
SRPK3	7.8436	SRPK3	20.4453
SRPRB	1609.6118	SRPRB	1036.3562
SRPR	5899.0406	SRPR	3658.4967
SRPX2	593.9209	SRPX2	438.7255
SRPX	263.9649	SRPX	1415.8497
SRRD	257.1505	SRRD	266.3399
SRRM1	1337.398	SRRM1	2363.1536
SRRM2	10349.4988	SRRM2	15321.8954
SRRM3	314.1756	SRRM3	92.3203
SRRM5	19.5212	SRRM5	32.9493
SRRT	1351.0266	SRRT	1536.7647
SRR	369.7767	SRR	305.2941
SRXN1	1050.4797	SRXN1	587.8268
SS18L1	213.3955	SS18L1	462.8268
SS18L2	169.2818	SS18L2	241.8301
SS18	1985.1161	SS18	2049.0196
SSBP1	1374.3387	SSBP1	901.9608
SSBP2	797.9916	SSBP2	875.817
SSBP3	621.5368	SSBP3	789.2157
SSBP4	556.9802	SSBP4	313.317
SSB	1721.7287	SSB	2110.9845
SSC5D	984.4885	SSC5D	512.2549
SSFA2	2594.8175	SSFA2	3555.9641
SSH1	1023.2225	SSH1	1352.1242
SSH2	834.5737	SSH2	539.6242
SSH3	1638.3036	SSH3	1110.2941
SSNA1	698.2875	SSNA1	375.817
SSPN	766.0719	SSPN	1764.2974
SSPO	20.4429	SSPO	24.9183
SSR1	3942.2577	SSR1	3633.1699
SSR2	9619.2953	SSR2	5510.2124
SSR3	3632.0273	SSR3	3553.9216
SSR4	3695.1493	SSR4	1515.1144
SSRP1	3805.2542	SSRP1	4079.6569
SSSCA1	368.3314	SSSCA1	193.219
SSTR1	12.9113	SSTR1	52.6961
SSTR2	494.5755	SSTR2	47.3856
removed	removed	SST	8.1699
SSU72	2085.8962	SSU72	1918.7092
SSX2IP	753.8779	SSX2IP	451.7974
ST13	3835.7393	ST13	7103.3497
ST14	4487.4025	ST14	2379.085
ST18	5.7384	removed	removed
ST20	66.0163	ST20	34.1217
ST3GAL1	1232.6728	ST3GAL1	1496.3235
ST3GAL2	537.2546	ST3GAL2	531.8627
ST3GAL3	123.0162	ST3GAL3	187.0915
ST3GAL4	787.9494	ST3GAL4	444.0359
ST3GAL5	136.6448	ST3GAL5	305.5556
ST3GAL6	108.3117	ST3GAL6	133.1699
ST5	1877.8804	ST5	2928.9216
ST6GAL1	956.8726	ST6GAL1	1416.2582
ST6GAL2	298.0364	ST6GAL2	245.098
ST6GALNAC1	17.5737	ST6GALNAC1	110.7026
ST6GALNAC2	470.546	ST6GALNAC2	874.183
ST6GALNAC3	47.7002	ST6GALNAC3	102.1242
ST6GALNAC4	294.8086	ST6GALNAC4	179.7386
ST6GALNAC5	449.0272	ST6GALNAC5	263.4804
ST6GALNAC6	1309.7821	ST6GALNAC6	1271.2418
ST7L	197.9736	ST7L	399.9183
ST7OT1	18.8111	ST7OT1	81.7525
ST7	677.676	ST7	486.0335
ST8SIA1	48.4175	ST8SIA1	565.768
ST8SIA2	39.4513	ST8SIA2	369.6895
ST8SIA4	379.4495	ST8SIA4	125.4085
ST8SIA6	336.4117	ST8SIA6	109.4771
STAB1	772.6782	STAB1	770.4779
STAB2	5.7384	STAB2	280.2288
STAC2	252.8468	STAC2	10830.0654
STAC3	44.1137	STAC3	34.6364
STAC	13.9873	STAC	115.6046
STAG1	879.8099	STAG1	1300.335
STAG2	3061.4185	STAG2	3458.3333
STAG3L1	48.4175	STAG3L1	117.2386
STAG3L2	57.3837	STAG3L2	98.8562
STAG3L3	110.2233	STAG3L3	161.4093
STAG3L4	239.2181	STAG3L4	147.8758
STAG3	13.105	STAG3	22.5123
STAM2	1185.6899	STAM2	994.281
STAMBPL1	66.7085	STAMBPL1	115.1961
STAMBP	678.5618	STAMBP	621.732
STAM	586.3893	STAM	504.085
STAP1	7.5316	removed	removed
STAP2	777.19	STAP2	460.3758
STARD10	1294.3603	STARD10	964.8693
STARD13	835.291	STARD13	727.5327
STARD3NL	622.2541	STARD3NL	462.8268
STARD3	758.899	STARD3	598.0392
removed	removed	STARD4	10.2124
STARD5	59.1769	STARD5	58.8235
STARD7	3113.1104	STARD7	3441.8954
STARD8	208.3744	STARD8	248.366
removed	removed	STAR	14.2974
STAT1	4139.514	STAT1	2605.3922
STAT2	1513.4941	STAT2	1972.2222
STAT3	7782.3007	STAT3	7374.183
STAT4	37.658	STAT4	71.8954
STAT5A	1286.8287	STAT5A	2974.6732
STAT5B	1664.1262	STAT5B	3659.3137
STAT6	2909.7104	STAT6	3960.3758
STAU1	3379.8978	STAU1	3080.8824
STAU2	951.8515	STAU2	657.2712
STBD1	410.0744	STBD1	605.7475
STC1	3447.6822	STC1	979.9837
STC2	4283.3318	STC2	6763.4804
STEAP1	591.0517	STEAP1	195.6699
STEAP2	2657.5809	STEAP2	763.0719
STEAP3	1549.7176	STEAP3	1623.366
STEAP4	16713.3507	STEAP4	1194.0359
STIL	233.8384	STIL	122.549
STIM1	2191.6973	STIM1	1708.3333
STIM2	382.3187	STIM2	785.9477
STIP1	2950.9549	STIP1	2514.2974
STK10	876.1768	STK10	572.7124
STK11IP	578.8577	STK11IP	319.8529
STK11	1073.0745	STK11	725.0817
STK16	816.6413	STK16	637.6634
STK17A	542.9929	STK17A	709.9673
STK17B	1066.2602	STK17B	1171.5686
STK19	401.9582	STK19	307.5531
STK24	1820.1381	STK24	2970.5882
STK25	1248.0947	STK25	1181.781
removed	removed	STK32A	12.2549
STK32B	446.5166	STK32B	234.4771
STK32C	145.3636	STK32C	104.1667
removed	removed	STK33	7.7614
STK35	1020.7119	STK35	915.4412
STK36	563.7945	STK36	720.9967
STK38L	1083.4753	STK38L	906.8627
STK38	1049.0451	STK38	1435.049
STK39	997.7585	STK39	513.4804
STK3	550.5245	STK3	607.0261
STK40	1090.6483	STK40	1164.6242
STK4	982.3366	STK4	943.6275
STL	5.0318	STL	11.0458
STMN1	2089.4827	STMN1	1371.3235
STMN2	19.7256	STMN2	16.7484
STMN3	950.4169	STMN3	951.3889
STOML1	272.2138	STOML1	155.2288
STOML2	1523.1776	STOML2	1291.2582
STOM	5363.938	STOM	5551.8791
STON1	321.3485	STON1	406.0458
STON2	455.4828	STON2	411.7647
STOX1	235.273	STOX1	191.585
STOX2	25.1054	STOX2	125.817
STRA13	521.8327	STRA13	300.6536
STRA6	242.446	STRA6	142.9739
STRADA	502.8244	STRADA	607.8431
STRADB	433.2467	STRADB	277.7778
STRAP	2250.5156	STRAP	1997.9575
STRBP	1660.1811	STRBP	770.8333
removed	removed	STRC	19.6078
STRN3	407.424	STRN3	754.902
STRN4	1551.8695	STRN4	1253.6765
STRN	560.208	STRN	537.1732
STS	818.0759	STS	801.4706
STT3A	6063.66	STT3A	3322.3039
STT3B	1952.1205	STT3B	2156.8627
STUB1	1316.0082	STUB1	884.0891
STX10	342.1501	STX10	217.3203
STX11	86.7928	STX11	81.6993
STX12	1597.4177	STX12	1473.4477
STX16	880.1219	STX16	1952.2059
STX17	969.0666	STX17	1388.4804
STX18	409.2173	STX18	556.3725
STX19	5.0211	STX19	86.1928
STX1A	38.0167	STX1A	64.5425
STX1B	24.7467	STX1B	45.7516
STX2	215.906	STX2	166.6667
STX3	830.9872	STX3	842.7288
STX4	690.7559	STX4	679.3301
STX5	1344.9296	STX5	901.1438
STX6	1823.5596	STX6	1196.4134
STX7	1042.2308	STX7	1236.1111
STX8	430.0188	STX8	366.8301
STXBP1	718.7304	STXBP1	804.7386
STXBP2	2156.5498	STXBP2	844.7712
STXBP3	760.3335	STXBP3	1030.6373
STXBP4	216.982	STXBP4	189.5425
STXBP5	341.3718	STXBP5	429.7059
removed	removed	STXBP6	28.1863
STYK1	159.2397	STYK1	84.1503
STYXL1	754.9538	STYXL1	399.9183
STYX	541.917	STYX	401.5523
SUB1	6071.1916	SUB1	2427.2876
SUCLA2	618.2337	SUCLA2	809.1013
SUCLG1	1472.6083	SUCLG1	1587.8268
SUCLG2	1354.2545	SUCLG2	1256.1275
SUCNR1	21.8775	removed	removed
SUDS3	1579.844	SUDS3	1678.1046
SUFU	680.3551	SUFU	1053.9216
SUGT1L1	24.3809	SUGT1L1	107.1201
removed	removed	SUGT1P1	7.3529
SUGT1	408.5	SUGT1	455.8824
SULF1	4924.5943	SULF1	1277.7778
SULF2	6031.3817	SULF2	3341.0948
SULT1A1	273.6483	SULT1A1	261.0294
SULT1A2	5.7384	SULT1A2	8.9869
SULT1A3	254.5934	SULT1A3	555.6291
SULT1B1	5.7384	removed	removed
removed	removed	SULT1C2	15.1144
SULT1C4	22.2362	SULT1C4	51.4706
SULT2B1	162.4675	SULT2B1	118.0556
SULT4A1	11.8354	SULT4A1	16.7484
SUMF1	955.438	SUMF1	1080.0654
SUMF2	4657.0429	SUMF2	2281.0458
SUMO1P3	170.7164	SUMO1P3	89.4608
SUMO1	2023.8501	SUMO1	1613.9706
SUMO2	2783.1077	SUMO2	2529.4118
SUMO3	2350.2197	SUMO3	2168.7092
SUN1	2519.1428	SUN1	2851.3072
SUN2	3223.5273	SUN2	5397.4673
SUOX	795.8397	SUOX	697.7124
SUPT16H	2641.4418	SUPT16H	3816.585
SUPT3H	91.0966	SUPT3H	185.4575
SUPT4H1	1429.029	SUPT4H1	1196.7484
SUPT5H	2691.2938	SUPT5H	2365.6046
SUPT6H	3575.7195	SUPT6H	3511.0294
SUPT7L	605.6702	SUPT7L	858.4273
SUPV3L1	370.8419	SUPV3L1	632.3529
SURF1	1019.2773	SURF1	703.4314
SURF2	176.0961	SURF2	216.0948
SURF4	6316.8654	SURF4	4097.2222
SURF6	573.478	SURF6	898.6928
SUSD1	333.1839	SUSD1	302.6961
SUSD2	369.0487	SUSD2	344.7712
SUSD3	1871.7834	SUSD3	347.2222
SUSD4	352.1922	SUSD4	423.2026
SUSD5	40.1686	SUSD5	85.7843
SUV39H1	316.6861	SUV39H1	196.8954
SUV39H2	141.3073	SUV39H2	179.3301
SUV420H1	1608.5358	SUV420H1	1960.3758
SUV420H2	148.1216	SUV420H2	94.3627
SUZ12P	102.9319	SUZ12P	203.4314
SUZ12	1161.6605	SUZ12	941.585
SV2A	39.8099	SV2A	265.9314
SV2B	134.493	SV2B	62.0915
SVEP1	824.5674	SVEP1	3051.3113
SVIL	3096.071	SVIL	4350.5637
SVIP	490.2717	SVIP	231.2092
SVOPL	6.097	SVOPL	87.4183
SWAP70	2548.1933	SWAP70	2680.9641
SYAP1	1814.7584	SYAP1	947.7124
SYBU	487.0474	SYBU	520.4248
SYCE1L	13.9873	SYCE1L	14.2974
SYCE1	7.4312	SYCE1	32.21
SYCE2	10.0421	removed	removed
SYCP1	5.3797	removed	removed
removed	removed	SYCP2L	6.1275
SYCP2	213.3955	SYCP2	486.5196
SYDE1	332.108	SYDE1	334.9673
SYDE2	171.4337	SYDE2	180.5556
SYF2	1078.8129	SYF2	1408.4967
SYK	1073.4332	SYK	516.7484
SYMPK	1653.7255	SYMPK	1440.3595
SYN1	16.4978	SYN1	16.3399
SYN2	58.8183	SYN2	125
removed	removed	SYN3	7.7614
SYNCRIP	3503.2727	SYNCRIP	4770.0163
SYNC	219.2379	SYNC	230.2206
SYNE1	970.8599	SYNE1	2280.2288
SYNE2	2858.4237	SYNE2	6915.8497
SYNGAP1	233.1211	SYNGAP1	537.5817
SYNGR1	332.2335	SYNGR1	1079.5098
SYNGR2	4347.5298	SYNGR2	2002.451
SYNGR3	7.5316	SYNGR3	11.4379
SYNJ1	351.8336	SYNJ1	387.6634
SYNJ2BP	900.2062	SYNJ2BP	1412.5817
SYNJ2	912.7589	SYNJ2	1646.6503
SYNM	894.4679	SYNM	22014.7059
removed	removed	SYNPO2L	9.8039
SYNPO2	1331.301	SYNPO2	3253.6765
SYNPO	1925.9392	SYNPO	2614.7876
SYNRG	1186.7659	SYNRG	1504.4935
SYPL1	6502.645	SYPL1	2677.6961
SYPL2	33.7129	SYPL2	8.1699
SYP	98.9868	SYP	56.3725
SYS1-DBNDD2	23.4556	SYS1-DBNDD2	15.9681
SYS1	1259.2809	SYS1	862.3284
SYT11	380.1668	SYT11	323.1209
SYT12	482.3814	SYT12	920.3431
SYT13	59.8942	SYT13	61.2745
SYT15	25.8226	SYT15	116.4216
SYT17	62.7634	SYT17	129.902
SYT1	1329.1491	SYT1	128.6765
SYT2	5.3797	SYT2	27.7778
SYT3	16.4978	SYT3	6.5359
SYT6	21.8775	SYT6	15.9314
SYT7	1150.9011	SYT7	1437.5
SYT8	17.5737	SYT8	228.7582
SYT9	1157.3568	SYT9	171.1601
SYTL1	216.2647	SYTL1	476.7157
SYTL2	4696.1356	SYTL2	2350.8987
SYTL3	92.8898	SYTL3	240.6046
SYTL4	835.6496	SYTL4	446.4869
SYTL5	41.6032	SYTL5	147.4673
SYVN1	1687.4384	SYVN1	1171.9771
TAB1	438.5009	TAB1	697.451
TAB2	1637.5863	TAB2	3522.8758
TAB3	1312.6513	TAB3	854.5752
TAC1	16.1392	TAC1	63.317
TACC1	2555.3663	TACC1	2595.1797
TACC2	1364.6552	TACC2	1312.5
TACC3	244.5979	TACC3	163.8072
TACO1	362.9517	TACO1	268.3824
TACR1	70.6536	TACR1	332.1078
TACR2	16.4978	TACR2	11.0294
TACSTD2	21278.2211	TACSTD2	14984.8856
TADA1	517.5289	TADA1	298.2026
TADA2A	104.7252	TADA2A	254.4935
TADA2B	889.8054	TADA2B	1095.1797
TADA3	1213.2162	TADA3	1444.1136
TAF10	1024.2984	TAF10	473.8562
TAF11	521.8327	TAF11	615.6046
TAF12	431.4534	TAF12	390.1144
TAF13	115.126	TAF13	164.2157
TAF15	2418.0041	TAF15	3268.3824
TAF1A	101.856	TAF1A	107.8431
TAF1B	209.0917	TAF1B	236.1111
TAF1C	444.7234	TAF1C	548.2026
TAF1D	404.5584	TAF1D	930.1675
TAF1L	36.5821	TAF1L	35.9477
TAF1	1303.3265	TAF1	1785.1307
TAF2	841.388	TAF2	861.1111
TAF3	199.7669	TAF3	265.1144
TAF4B	97.5522	TAF4B	474.6732
TAF4	379.8081	TAF4	433.0065
TAF5L	922.0837	TAF5L	876.634
TAF5	94.3244	TAF5	148.6928
TAF6L	289.0702	TAF6L	187.0915
TAF6	952.7553	TAF6	786.8015
TAF7	3563.8842	TAF7	3118.4641
TAF8	267.1927	TAF8	478.3497
TAF9B	1391.1952	TAF9B	636.4379
TAF9	1469.0218	TAF9	1010.6127
TAGAP	145.611	TAGAP	234.0686
TAGLN2	19157.1774	TAGLN2	7411.7647
TAGLN	7278.5762	TAGLN	19096.0662
TAL1	48.7761	TAL1	116.0131
TAL2	6.8143	removed	removed
TALDO1	2869.9005	TALDO1	1713.6438
TANC1	1507.0385	TANC1	1686.2745
TANC2	3873.3973	TANC2	1185.049
TANK	581.0096	TANK	3218.1373
TAOK1	825.2488	TAOK1	656.4542
removed	removed	TAOK2	1044.5261
TAOK3	1058.3699	TAOK3	1274.5098
TAP1	2721.4202	TAP1	1303.5131
TAP2	830.2986	TAP2	1065.3145
TAPBPL	725.5483	TAPBPL	753.7214
TAPBP	4555.5456	TAPBP	3210.3758
TAPT1	700.798	TAPT1	743.4641
TARBP1	1070.564	TARBP1	839.4608
TARBP2	259.6611	TARBP2	280.2288
TARDBP	3230.7003	TARDBP	3060.049
TARP	12.194	TARP	16.7484
TARS2	1082.0407	TARS2	512.2549
TARSL2	214.4714	TARSL2	348.4477
TARS	2132.5204	TARS	1787.1732
removed	removed	TAS1R1	5.3105
TAS1R3	21.1602	removed	removed
removed	removed	TAS2R14	6.8382
TAS2R20	10.4008	TAS2R20	15.1144
removed	removed	TAS2R5	22.4673
TASP1	167.8472	TASP1	238.9706
TATDN1	377.2976	TATDN1	468.9542
TATDN2	893.7506	TATDN2	1569.5425
TATDN3	423.5632	TATDN3	233.6601
TAT	151.7081	TAT	218.5458
TAX1BP1	3169.0128	TAX1BP1	3379.4935
TAX1BP3	2702.8423	TAX1BP3	1589.7345
TAZ	199.0496	TAZ	210.3758
TBC1D10A	400.624	TBC1D10A	526.5605
TBC1D10B	1286.1114	TBC1D10B	999.183
TBC1D10C	66.3499	TBC1D10C	46.5686
TBC1D12	364.7449	TBC1D12	433.0065
TBC1D13	933.5605	TBC1D13	1067.8105
TBC1D14	1159.15	TBC1D14	2703.4314
TBC1D15	1034.6992	TBC1D15	1236.9281
TBC1D16	627.9925	TBC1D16	446.4869
TBC1D17	892.9077	TBC1D17	874.3178
TBC1D19	135.5689	TBC1D19	122.549
TBC1D1	1463.2834	TBC1D1	1660.9477
TBC1D20	1259.2128	TBC1D20	1357.4346
TBC1D22A	337.129	TBC1D22A	332.5163
TBC1D22B	293.2233	TBC1D22B	467.4142
TBC1D23	724.8274	TBC1D23	789.2157
TBC1D24	348.2471	TBC1D24	363.5621
TBC1D25	482.7401	TBC1D25	525.7353
TBC1D2B	1433.8743	TBC1D2B	1700.5719
TBC1D2	387.6984	TBC1D2	317.8105
TBC1D3B	44.1137	TBC1D3B	111.1111
TBC1D3C	14.3459	TBC1D3C	33.9052
removed	removed	TBC1D3H	6.5359
TBC1D3	189.0756	TBC1D3	408.3783
TBC1D4	1042.2308	TBC1D4	2426.0621
TBC1D5	1244.5082	TBC1D5	2212.4183
TBC1D7	262.5303	TBC1D7	229.1667
TBC1D8B	473.7739	TBC1D8B	290.8497
TBC1D8	876.1768	TBC1D8	1089.4608
TBC1D9B	4793.3291	TBC1D9B	3908.0882
TBC1D9	8034.0716	TBC1D9	5598.0392
TBCA	1557.2492	TBCA	1243.8725
TBCB	1329.2531	TBCB	519.1953
TBCCD1	234.9144	TBCCD1	381.1275
TBCC	456.9174	TBCC	470.9967
TBCD	1796.7004	TBCD	1254.7059
TBCEL	496.01	TBCEL	440.3595
TBCE	466.895	TBCE	285.3186
TBCK	382.082	TBCK	491.3358
TBK1	773.9622	TBK1	764.7059
TBKBP1	164.978	TBKBP1	270.0163
TBL1XR1	3047.0725	TBL1XR1	1871.732
TBL1X	867.9279	TBL1X	1233.2516
TBL2	1401.596	TBL2	662.1732
TBL3	763.2027	TBL3	586.1928
TBPL1	172.5096	TBPL1	282.2712
TBP	148.4802	TBP	311.2745
TBRG1	597.9736	TBRG1	916.6667
TBRG4	801.9367	TBRG4	754.902
TBX15	136.2862	TBX15	186.683
TBX18	92.1725	TBX18	273.2843
TBX19	39.1285	TBX19	145.8864
TBX1	28.3332	TBX1	82.1078
TBX21	14.3459	TBX21	9.8039
TBX2	192.9526	TBX2	187.9085
TBX3	1163.4538	TBX3	2945.2614
TBX4	22.2362	removed	removed
TBX5	60.2528	TBX5	90.2778
TBX6	28.6918	TBX6	16.3399
TBXA2R	42.6791	TBXA2R	20.4248
TBXAS1	278.3108	TBXAS1	176.4706
TC2N	3538.0615	TC2N	4450.5719
TCAM1P	9.3248	TCAM1P	8.1699
TCEA1	1638.3036	TCEA1	1022.4673
TCEA2	347.1712	TCEA2	302.6961
TCEA3	1587.3756	TCEA3	752.451
TCEAL1	1764.5477	TCEAL1	473.4477
TCEAL2	14.7046	TCEAL2	123.366
TCEAL3	1878.5977	TCEAL3	746.3235
TCEAL4	8854.2993	TCEAL4	3024.9183
TCEAL5	28.3332	TCEAL5	128.6765
TCEAL6	101.4974	TCEAL6	41.2582
TCEAL7	45.5483	TCEAL7	152.7778
TCEAL8	1256.7022	TCEAL8	1103.7582
TCEANC	65.6326	TCEANC	93.5458
TCEB1	520.0395	TCEB1	322.7124
TCEB2	1858.5134	TCEB2	571.4869
TCEB3	1175.6478	TCEB3	1670.5147
TCERG1	693.2664	TCERG1	1210.7843
TCF12	1768.1341	TCF12	2392.9739
TCF15	11.4767	TCF15	5.719
TCF19	356.1374	TCF19	348.4477
TCF20	819.1518	TCF20	1661.3562
TCF25	1959.6521	TCF25	2306.3725
TCF3	1449.6548	TCF3	1141.3399
TCF4	1972.9221	TCF4	1887.2549
TCF7L1	279.0281	TCF7L1	1369.6895
TCF7L2	499.5965	TCF7L2	1592.3203
TCF7	236.7076	TCF7	1109.8856
TCFL5	331.3907	TCFL5	459.1503
TCHH	8.9662	TCHH	5.3105
TCHP	377.2976	TCHP	441.1765
TCIRG1	1700.7083	TCIRG1	366.4216
TCN1	3356.9443	TCN1	153.1863
TCN2	349.3231	TCN2	592.3203
TCOF1	962.9696	TCOF1	1083.7418
TCP10L	13.8653	TCP10L	17.1569
TCP11L1	207.7145	TCP11L1	182.2304
TCP11L2	216.2647	TCP11L2	323.9379
TCP1	2735.1672	TCP1	4067.9739
TCTA	1625.3923	TCTA	761.0294
TCTE3	24.3881	TCTE3	37.9902
TCTEX1D1	6.4557	TCTEX1D1	9.3954
TCTEX1D2	276.1589	TCTEX1D2	96.4052
TCTN1	923.938	TCTN1	672.3448
TCTN2	639.4692	TCTN2	505.719
TCTN3	1227.2931	TCTN3	1485.2941
TDG	365.1036	TDG	528.1863
TDO2	26.5399	removed	removed
TDP1	308.0785	TDP1	557.598
TDP2	856.8098	TDP2	665.0327
TDRD10	8.6075	TDRD10	31.4542
TDRD3	529.0056	TDRD3	554.7386
TDRD5	292.6567	TDRD5	138.8889
removed	removed	TDRD6	20.4248
TDRD7	745.2703	TDRD7	436.683
TDRD9	6.097	TDRD9	8.5784
TDRKH	680.4017	TDRKH	285.5392
TEAD1	2924.7736	TEAD1	2238.9706
TEAD2	1231.9555	TEAD2	943.6275
TEAD3	709.7642	TEAD3	1076.7974
TEAD4	343.9433	TEAD4	176.8791
TECPR1	316.3274	TECPR1	261.0294
TECPR2	572.0434	TECPR2	1229.1667
TECR	1823.3659	TECR	937.9085
TECTA	12.194	TECTA	25.3268
TEC	23.3121	TEC	76.7974
TEF	350.0403	TEF	927.2876
TEKT2	14.3459	TEKT2	17.9739
TEKT3	57.7423	TEKT3	13.8889
TEKT4	5.7384	TEKT4	6.1275
TEK	447.5926	TEK	555.1471
TELO2	505.6935	TELO2	328.8399
TENC1	1451.8067	TENC1	2150.2982
TEP1	390.9262	TEP1	887.2549
removed	removed	TEPP	5.719
TERF1	579.2164	TERF1	640.1144
TERF2IP	1446.427	TERF2IP	1928.9216
TERF2	709.7642	TERF2	692.8105
TESC	33.7129	TESC	497.1405
TESK1	610.0601	TESK1	610.2941
TESK2	135.9276	TESK2	379.902
TES	1584.3737	TES	1833.6846
TET1	29.0505	TET1	113.5621
TET2	478.0776	TET2	1204.2484
removed	removed	TET3	763.0719
TEX10	379.0908	TEX10	650.3268
TEX14	11.1181	TEX14	8.1699
TEX261	2690.5765	TEX261	2285.5392
TEX264	1248.0947	TEX264	728.7582
TEX2	1680.9827	TEX2	2930.1471
