gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
DSE	1013.5959	DSE	2182.2151
removed	removed	DSG1	5.7072
DSG2	5024.5903	DSG2	3461.3376
DSG3	63.6436	DSG3	8.5607
removed	removed	DSG4	19.2616
DSN1	424.0255	DSN1	222.5789
DSP	642.8003	DSP	514.3571
DSTN	13988.8624	DSTN	5725.7
DSTYK	660.3023	DSTYK	643.4814
DST	6301.5115	DST	3303.7275
DTD1	275.2586	DTD1	467.2731
DTL	50.1193	DTL	5.7072
DTNA	50.9149	DTNA	172.6413
DTNBP1	286.3962	DTNBP1	278.2236
DTNB	487.6691	DTNB	156.2333
DTWD1	692.1241	DTWD1	604.9581
DTWD2	455.8473	DTWD2	126.9841
DTX1	302.3071	DTX1	3860.8882
DTX2	391.4081	DTX2	238.2736
DTX3L	2578.1543	DTX3L	903.0854
DTX3	501.9889	DTX3	163.3672
DTX4	253.7788	DTX4	565.008
DTYMK	205.2506	DTYMK	230.4263
DULLARD	1150.358	DULLARD	2899.9465
DUOX1	20.6842	DUOX1	24.9688
DUOX2	7.1599	removed	removed
DUOXA1	9.3556	removed	removed
DUS1L	1052.506	DUS1L	1437.4889
DUS2L	121.7184	DUS2L	134.1181
DUS3L	122.5139	DUS3L	388.0863
DUS4L	130.4694	DUS4L	143.6989
DUSP10	245.0278	DUSP10	107.7225
DUSP11	520.2864	DUSP11	401.6408
DUSP12	214.7971	DUSP12	304.6192
DUSP14	284.8051	DUSP14	257.5352
DUSP15	8.751	removed	removed
DUSP16	3209.2283	DUSP16	688.4252
DUSP18	192.5219	DUSP18	74.193
DUSP19	143.9936	DUSP19	100.5886
DUSP1	10216.3882	DUSP1	25973.9611
DUSP22	663.4845	DUSP22	1948.9923
DUSP23	379.4749	DUSP23	648.4751
removed	removed	DUSP26	9.2741
DUSP28	89.8966	DUSP28	50.651
DUSP2	60.4614	DUSP2	47.7974
DUSP3	1479.7136	DUSP3	1692.8839
DUSP4	2478.1225	DUSP4	1458.8907
DUSP5	607.0008	DUSP5	379.5256
DUSP6	3237.0724	DUSP6	2888.5322
DUSP7	350.8353	DUSP7	560.0143
DUSP8	206.8417	DUSP8	66.3456
DUT	497.7566	DUT	1228.2647
DVL1	505.9666	DVL1	1145.7107
DVL2	284.0095	DVL2	572.142
DVL3	2054.0971	DVL3	1271.9815
DYM	838.5044	DYM	686.285
DYNC1H1	8571.9968	DYNC1H1	7181.0237
DYNC1I1	23.8663	DYNC1I1	35.6697
DYNC1I2	2916.4678	DYNC1I2	1676.4758
DYNC1LI1	778.8385	DYNC1LI1	790.4405
DYNC1LI2	2637.2315	DYNC1LI2	3682.5397
DYNC2H1	3113.7629	DYNC2H1	560.0143
DYNC2LI1	637.2315	DYNC2LI1	378.0988
DYNLL1	2829.7534	DYNLL1	1746.3884
DYNLL2	1459.0294	DYNLL2	1802.7466
DYNLRB1	1165.4733	DYNLRB1	1842.6966
DYNLRB2	25.4574	removed	removed
DYNLT1	844.0732	DYNLT1	544.3196
DYNLT3	848.0509	DYNLT3	649.1885
DYRK1A	1969.7693	DYRK1A	1468.1648
DYRK1B	403.3413	DYRK1B	533.6187
DYRK2	745.4256	DYRK2	306.7594
DYRK3	165.4733	DYRK3	168.361
DYRK4	300.716	DYRK4	224.7191
DYSF	371.5195	DYSF	848.2254
DYX1C1	185.362	DYX1C1	12.1277
DZIP1L	40.5728	DZIP1L	40.6635
DZIP1	237.8679	DZIP1	195.3059
DZIP3	495.6245	DZIP3	425.1828
E2F1	30.2307	E2F1	27.109
E2F2	15.1154	removed	removed
E2F3	572.7924	E2F3	158.3735
E2F4	449.4829	E2F4	955.2345
E2F5	127.5975	E2F5	48.9246
E2F6	287.1917	E2F6	299.6255
E2F7	9.5465	removed	removed
E2F8	7.9554	removed	removed
E4F1	378.6794	E4F1	387.3729
EAF1	1330.1512	EAF1	535.0455
EAF2	73.9857	EAF2	26.3956
EAPP	1249.0056	EAPP	896.0228
EARS2	1080.35	EARS2	400.9274
EBAG9	591.0899	EBAG9	612.092
EBF1	596.6587	EBF1	3002.6752
EBF2	28.6396	EBF2	174.0681
EBF3	223.5481	EBF3	1426.7879
EBF4	244.2323	EBF4	70.626
EBI3	6.3644	EBI3	10.7009
EBNA1BP2	1108.1941	EBNA1BP2	562.8678
EBPL	338.9021	EBPL	192.6164
EBP	334.1289	EBP	394.5069
ECD	974.5426	ECD	470.84
ECE1	4901.3524	ECE1	14640.9845
ECE2	84.3278	ECE2	47.084
ECH1	2491.5752	ECH1	8012.8411
ECHDC1	1306.2848	ECHDC1	4562.1544
ECHDC2	1331.7422	ECHDC2	2921.3483
ECHDC3	521.8775	ECHDC3	7239.522
ECHS1	2342.0843	ECHS1	12279.6504
ECM1	419.2522	ECM1	898.8764
ECM2	1028.6396	ECM2	1725.7
ECSCR	110.5807	ECSCR	248.9745
ECSIT	388.2259	ECSIT	1358.3021
ECT2L	6.3644	removed	removed
ECT2	746.2212	ECT2	92.0278
EDA2R	55.6881	EDA2R	34.9563
EDARADD	105.8075	EDARADD	44.9438
EDA	68.4169	EDA	138.3984
EDC3	953.8584	EDC3	647.7617
EDC4	744.9642	EDC4	1040.7776
EDEM1	1881.4638	EDEM1	1100.7669
EDEM2	453.4606	EDEM2	540.0392
EDEM3	1941.1297	EDEM3	898.8764
EDF1	2589.4988	EDF1	5507.4015
EDIL3	654.7335	EDIL3	77.0465
EDN1	440.7319	EDN1	368.1113
EDN2	196.4996	removed	removed
EDNRA	1480.5091	EDNRA	314.6067
EDNRB	468.576	EDNRB	1552.3453
EEA1	1406.5235	EEA1	1210.6296
EED	338.9021	EED	383.0926
EEF1A1P9	3106.603	EEF1A1P9	12611.3786
EEF1A1	65254.5744	EEF1A1	177187.0876
EEF1A2	1101.0342	EEF1A2	57.0715
EEF1B2	2535.4018	EEF1B2	8180.4887
EEF1D	3723.9459	EEF1D	12104.1555
EEF1E1	244.2323	EEF1E1	161.227
EEF1G	7964.2005	EEF1G	28262.529
EEF2K	2423.2299	EEF2K	2073.8363
EEF2	38511.5354	EEF2	151377.2071
EEFSEC	280.0318	EEFSEC	508.3645
EEPD1	189.3397	EEPD1	896.0228
EFCAB2	89.8966	EFCAB2	256.1084
EFCAB4A	1571.9968	EFCAB4A	320.3139
EFCAB4B	11.9332	EFCAB4B	30.6759
EFCAB6	112.9674	EFCAB6	19.2616
EFCAB7	153.5402	EFCAB7	84.1805
EFEMP1	1129.6738	EFEMP1	3355.0918
EFEMP2	741.4479	EFEMP2	1311.2181
EFHA1	1644.3914	EFHA1	787.5869
EFHA2	45.3461	EFHA2	282.504
EFHB	14.3198	EFHB	10.7009
EFHC1	517.1042	EFHC1	181.9155
EFHC2	48.5282	removed	removed
EFHD1	7634.8449	EFHD1	1047.9757
EFHD2	420.8433	EFHD2	515.0704
EFNA1	2131.2649	EFNA1	1173.5331
EFNA3	858.393	EFNA3	38.5233
EFNA4	441.5274	EFNA4	49.9376
EFNA5	99.4431	EFNA5	328.8746
EFNB1	431.9809	EFNB1	2801.4981
EFNB2	914.0811	EFNB2	1246.2993
EFNB3	25.4574	EFNB3	7.8473
EFR3A	3064.4391	EFR3A	1398.9656
EFR3B	60.4614	EFR3B	41.3769
EFS	740.6523	EFS	885.3219
EFTUD1	891.0103	EFTUD1	492.9552
EFTUD2	1832.0923	EFTUD2	1597.0037
EGFL6	19.0931	removed	removed
EGFL7	216.3882	EGFL7	1927.5905
EGFL8	35.3699	EGFL8	142.6788
EGFLAM	218.7749	EGFLAM	853.2192
EGFR	478.9101	EGFR	2444.7726
EGF	51.7104	removed	removed
EGLN1	1271.2808	EGLN1	1845.5502
EGLN2	929.992	EGLN2	2708.0435
EGLN3	1467.7804	EGLN3	109.1493
EGOT	17.502	removed	removed
EGR1	7195.7041	EGR1	29741.3947
EGR2	457.4383	EGR2	318.1737
EGR3	434.3675	EGR3	714.8208
EHBP1L1	631.6627	EHBP1L1	806.8486
EHBP1	855.9825	EHBP1	1357.5887
EHD1	655.529	EHD1	1680.7562
EHD2	2376.2928	EHD2	13553.7721
EHD3	241.0501	EHD3	82.0403
EHD4	1473.3492	EHD4	1413.2335
EHF	243.4368	EHF	10.7009
EHHADH	425.6165	EHHADH	751.9172
EHMT1	1587.1122	EHMT1	1708.5786
EHMT2	1006.3644	EHMT2	1088.6392
EI24	2793.9539	EI24	2611.0219
EID1	2687.3508	EID1	4301.7657
EID2B	23.0708	EID2B	44.9438
EID2	315.8313	EID2	262.529
EID3	20.6842	EID3	61.3519
EIF1AD	317.4224	EIF1AD	420.189
EIF1AX	2013.5243	EIF1AX	2309.9697
EIF1B	1080.35	EIF1B	1168.5393
EIF1	9177.4065	EIF1	26981.2734
EIF2AK1	4769.8727	EIF2AK1	2261.1093
EIF2AK2	550.5171	EIF2AK2	263.9558
EIF2AK3	1241.8457	EIF2AK3	448.7248
EIF2AK4	2544.9483	EIF2AK4	1471.0184
EIF2A	2093.0788	EIF2A	3259.4971
EIF2B1	914.0811	EIF2B1	1187.0876
EIF2B2	451.8695	EIF2B2	622.7929
EIF2B3	597.4543	EIF2B3	906.0103
EIF2B4	1042.9594	EIF2B4	995.1846
EIF2B5	1485.2824	EIF2B5	833.2442
EIF2C1	1216.3882	EIF2C1	749.7771
EIF2C2	165.4733	EIF2C2	290.3513
EIF2C3	232.2991	EIF2C3	208.311
EIF2C4	366.7462	EIF2C4	374.5318
EIF2S1	2031.8218	EIF2S1	1792.7591
EIF2S2	1162.2912	EIF2S2	1508.8283
EIF2S3	5852.0286	EIF2S3	6319.9572
EIF3A	7131.2649	EIF3A	12954.5211
EIF3B	2599.0453	EIF3B	4315.3201
EIF3CL	10484.4391	EIF3CL	15349.1707
EIF3C	1078.0111	EIF3C	399.7146
EIF3D	3673.8266	EIF3D	5006.5989
EIF3E	4021.4797	EIF3E	10701.623
EIF3F	2762.9276	EIF3F	4816.8361
EIF3G	1287.7566	EIF3G	3728.1256
EIF3H	4377.0883	EIF3H	7252.3631
EIF3I	3393.0549	EIF3I	4691.9922
EIF3J	1875.0994	EIF3J	1338.3271
EIF3K	1806.6826	EIF3K	6739.4329
EIF3L	7349.2442	EIF3L	12554.3071
EIF3M	3210.35	EIF3M	3677.9169
EIF4A1	5732.6014	EIF4A1	10122.6538
EIF4A2	5758.9499	EIF4A2	11999.2866
EIF4A3	2353.222	EIF4A3	1002.3185
EIF4B	10526.8974	EIF4B	20483.46
EIF4E2	1241.0501	EIF4E2	1064.3838
EIF4E3	1285.6006	EIF4E3	2365.6144
EIF4EBP1	292.7605	EIF4EBP1	2738.0061
EIF4EBP2	5033.4129	EIF4EBP2	22016.0514
EIF4EBP3	283.5561	EIF4EBP3	877.7385
EIF4ENIF1	870.3262	EIF4ENIF1	658.4626
EIF4E	591.0899	EIF4E	363.8309
EIF4G1	7776.4519	EIF4G1	6838.5946
EIF4G2	27766.9053	EIF4G2	12827.537
EIF4G3	2677.8043	EIF4G3	1146.4241
EIF4H	5262.5298	EIF4H	7230.2479
EIF5A2	210.0239	EIF5A2	194.0432
EIF5AL1	785.9984	EIF5AL1	1127.8759
EIF5A	2136.0382	EIF5A	4312.4666
EIF5B	4102.6253	EIF5B	2438.3806
EIF5	5849.642	EIF5	6874.2643
EIF6	1234.6858	EIF6	1413.2335
ELAC1	97.0804	ELAC1	145.0473
ELAC2	871.9173	ELAC2	1438.2022
removed	removed	ELANE	34.2429
ELAVL1	1622.1161	ELAVL1	1312.6449
ELAVL2	6.3644	removed	removed
ELF1	3158.3134	ELF1	1256.2868
ELF2	1164.6778	ELF2	947.3872
ELF3	2595.0676	ELF3	9.2741
ELF4	635.6404	ELF4	294.6317
ELF5	6.3644	ELF5	8.5607
ELFN1	38.9817	ELFN1	398.0738
ELFN2	5.5688	removed	removed
ELK1	679.3954	ELK1	823.2566
ELK3	647.5736	ELK3	530.0517
ELK4	171.0422	ELK4	89.1742
ELL2	897.3747	ELL2	3330.8365
ELL3	186.3644	ELL3	76.7612
ELL	433.572	ELL	624.2197
ELMO1	256.961	ELMO1	700.5529
ELMO2	967.3827	ELMO2	884.6085
ELMO3	208.4328	ELMO3	17.8348
removed	removed	ELMOD1	25.6822
ELMOD2	449.4829	ELMOD2	145.5324
ELMOD3	476.5314	ELMOD3	2489.0316
ELN	3889.4193	ELN	2358.4805
ELOF1	578.3612	ELOF1	847.512
ELOVL1	1380.2705	ELOVL1	1525.2363
ELOVL2	504.3755	ELOVL2	18.5482
ELOVL3	41.3683	ELOVL3	412.3417
ELOVL4	35.7995	ELOVL4	30.6759
ELOVL5	16194.9085	ELOVL5	9569.4667
ELOVL6	388.2259	ELOVL6	438.7373
ELOVL7	39.7772	ELOVL7	150.5261
removed	removed	ELP2P	12.8411
ELP2	1782.8162	ELP2	1724.9866
ELP3	1602.2275	ELP3	884.6085
ELP4	310.2625	ELP4	241.8406
ELTD1	1133.6516	ELTD1	2925.6287
EMB	300.716	EMB	169.7878
EMCN	543.3572	EMCN	1466.738
EMD	793.1583	EMD	1199.2153
EME1	14.6142	EME1	8.1755
EME2	9.5465	removed	removed
EMG1	423.1106	EMG1	456.5721
EMID1	21.4797	EMID1	9.9875
EMID2	5.5688	removed	removed
EMILIN1	1296.7383	EMILIN1	1325.486
EMILIN2	114.5585	EMILIN2	603.5313
removed	removed	EMILIN3	32.2169
EML1	338.1066	EML1	525.7714
EML2	513.922	EML2	405.2078
EML3	477.327	EML3	1632.9588
EML4	1116.9451	EML4	761.9048
EML5	38.9817	EML5	38.5233
EML6	28.6396	EML6	7.1339
EMP1	6938.743	EMP1	8873.9076
EMP2	9653.9379	EMP2	3984.3053
EMP3	249.0056	EMP3	514.3571
EMR1	7.1599	removed	removed
EMR2	53.3015	EMR2	14.9813
EMR4P	8.751	removed	removed
EMX2OS	95.4654	EMX2OS	378.0988
EMX2	50.1193	EMX2	152.6663
EN1	59.6659	EN1	131.9779
ENAH	7226.7303	ENAH	1949.7057
ENC1	2123.9698	ENC1	386.6595
ENDOD1	586.3166	ENDOD1	1077.9383
ENDOG	220.3341	ENDOG	206.2493
removed	removed	ENDOU	17.8348
ENGASE	171.8377	ENGASE	624.2197
ENG	1829.7454	ENG	5007.3123
ENHO	28.6396	ENHO	268.9495
ENO1	13315.0358	ENO1	12301.7657
ENO2	181.3842	ENO2	169.7878
ENO3	28.6396	ENO3	107.0091
ENOPH1	675.4177	ENOPH1	462.9927
ENOSF1	597.8441	ENOSF1	463.1924
ENOX1	171.8377	ENOX1	390.9399
ENOX2	227.5259	ENOX2	393.7935
ENPEP	354.0175	ENPEP	430.1766
ENPP1	2741.4479	ENPP1	2531.1218
ENPP2	940.3341	ENPP2	3497.0572
ENPP3	35.004	ENPP3	16.4081
ENPP4	283.214	ENPP4	682.718
ENPP5	747.0167	ENPP5	23.542
ENPP6	11.9332	ENPP6	5.7072
ENSA	4598.2498	ENSA	3793.1157
ENTPD1	1445.4893	ENTPD1	580.7027
ENTPD2	125.6961	ENTPD2	18.5482
ENTPD3	652.3469	ENTPD3	149.8127
ENTPD4	391.4081	ENTPD4	199.0369
ENTPD5	399.7772	ENTPD5	150.733
ENTPD6	1438.3453	ENTPD6	1252.7198
ENTPD7	938.2578	ENTPD7	47.405
ENY2	455.0517	ENY2	632.0671
EOMES	8.751	EOMES	6.4205
EP300	3062.8481	EP300	2048.8675
EP400NL	120.1273	EP400NL	77.7599
EP400	1389.817	EP400	1115.0348
EPAS1	4963.4049	EPAS1	21143.5705
EPB41L1	1123.3095	EPB41L1	965.222
EPB41L2	1515.5131	EPB41L2	4305.3326
EPB41L3	583.1344	EPB41L3	2620.2961
EPB41L4A	1289.5784	EPB41L4A	876.7612
EPB41L4B	1035.7995	EPB41L4B	4238.987
EPB41L5	955.4495	EPB41L5	811.8423
EPB41	1321.8775	EPB41	1763.1104
EPB42	15.9109	EPB42	106.2957
EPB49	101.0342	EPB49	898.163
EPC1	663.4845	EPC1	429.4632
EPC2	867.9395	EPC2	694.1323
EPCAM	2802.7049	EPCAM	15.6947
EPDR1	124.9006	EPDR1	353.13
EPGN	15.9109	removed	removed
EPHA10	114.5585	removed	removed
EPHA1	102.6253	removed	removed
EPHA2	153.5402	EPHA2	417.3355
EPHA3	128.0827	EPHA3	240.4138
EPHA4	249.8011	EPHA4	680.5778
removed	removed	EPHA6	5.7072
removed	removed	EPHA7	5.7072
EPHB1	27.8441	EPHB1	8.5607
EPHB2	99.4431	EPHB2	341.0023
EPHB3	797.136	EPHB3	30.6759
EPHB4	1001.5911	EPHB4	1701.4446
EPHB6	27.0485	EPHB6	316.0335
EPHX1	2646.778	EPHX1	7006.9556
EPHX2	902.9435	EPHX2	1490.28
EPM2AIP1	1689.7375	EPM2AIP1	687.7118
EPM2A	111.3763	EPM2A	321.7407
EPN1	1368.3373	EPN1	2163.7239
EPN2	760.541	EPN2	758.3378
EPN3	451.8695	removed	removed
EPOR	98.6476	EPOR	107.0091
EPPK1	530.6285	removed	removed
EPR1	12.7128	removed	removed
EPRS	4258.5521	EPRS	2316.3902
EPS15L1	1081.1456	EPS15L1	910.2907
EPS15	2831.3445	EPS15	2673.0872
EPS8L1	954.6539	EPS8L1	16.4081
EPS8L2	966.5871	EPS8L2	55.6447
EPS8	1378.6794	EPS8	3145.354
EPSTI1	102.6253	EPSTI1	70.626
EPT1	2067.5895	EPT1	278.937
EPYC	22.2753	removed	removed
ERAL1	830.5489	ERAL1	939.5399
ERAP1	1536.5235	ERAP1	2046.7558
ERAP2	51.7104	ERAP2	71.3394
ERBB2IP	3348.4487	ERBB2IP	1449.6166
ERBB2	8978.5203	ERBB2	495.0954
ERBB3	10552.9037	ERBB3	22.8286
ERBB4	2735.8791	ERBB4	37.0965
ERC1	2071.599	ERC1	1618.6909
ERC2	13.5243	removed	removed
ERCC1	788.4169	ERCC1	732.6556
ERCC2	336.5155	ERCC2	275.3701
ERCC3	945.9029	ERCC3	915.9979
ERCC4	468.576	ERCC4	246.8343
ERCC5	1761.3365	ERCC5	1672.5736
ERCC6L	25.4574	ERCC6L	7.1339
ERCC6	535.4733	ERCC6	181.2449
ERCC8	178.9976	ERCC8	226.8593
removed	removed	EREG	7.1339
ERF	690.533	ERF	652.7555
ERGIC1	7271.2808	ERGIC1	3773.8541
ERGIC2	1062.8481	ERGIC2	596.3974
ERGIC3	2682.5776	ERGIC3	3310.8614
ERG	505.171	ERG	1142.1437
ERH	1745.4256	ERH	1199.2153
ERI1	329.3556	ERI1	313.18
ERI2	789.992	ERI2	292.0564
ERI3	614.1607	ERI3	638.4876
ERICH1	102.6253	ERICH1	393.0801
ERLEC1	2738.2657	ERLEC1	1169.9661
ERLIN1	951.4718	ERLIN1	998.0382
ERLIN2	1406.5235	ERLIN2	1902.6217
ERMAP	459.825	ERMAP	522.9178
ERMN	29.4352	removed	removed
ERMP1	3929.459	ERMP1	561.4981
ERN1	110.5807	ERN1	79.9001
removed	removed	ERN2	9.2741
ERO1LB	142.4025	ERO1LB	395.9337
ERO1L	1081.1456	ERO1L	433.7435
ERP27	251.3922	ERP27	8.5607
ERP29	3495.6245	ERP29	2439.094
ERP44	1312.6492	ERP44	1479.5791
ERRFI1	1963.4049	ERRFI1	5561.6194
removed	removed	ERVFRDE1	12.1277
ESAM	595.8632	ESAM	2044.5871
ESCO1	1195.7041	ESCO1	451.5784
ESCO2	19.8886	removed	removed
ESD	1589.4988	ESD	3254.5033
ESF1	456.6428	ESF1	352.4166
ESM1	153.5402	ESM1	35.6697
ESPL1	13.5243	ESPL1	6.4205
ESPNL	9.5465	ESPNL	21.4018
ESPN	163.0867	removed	removed
ESR1	7105.0119	ESR1	226.8593
ESR2	14.3198	ESR2	164.0806
ESRP1	2598.2498	removed	removed
ESRP2	824.9801	ESRP2	238.2736
ESRRA	275.2586	ESRRA	1023.007
ESRRG	839.2999	removed	removed
ESYT1	3137.6293	ESYT1	14460.4958
ESYT2	2647.5736	ESYT2	3953.6294
ESYT3	5.5688	removed	removed
ETAA1	569.6102	ETAA1	363.8309
ETF1	3498.8067	ETF1	3173.8898
ETFA	2495.6245	ETFA	4735.5092
ETFB	403.3413	ETFB	5891.2074
ETFDH	708.8305	ETFDH	1456.7505
ETHE1	403.3413	ETHE1	529.3383
ETNK1	2252.9833	ETNK1	801.8548
ETNK2	799.5227	ETNK2	388.7997
ETS1	2624.5028	ETS1	5493.847
ETS2	1155.9268	ETS2	2225.0758
ETV1	199.6818	ETV1	72.7662
ETV2	10.3421	ETV2	9.2741
ETV3	249.8011	ETV3	181.9155
ETV4	7.1599	removed	removed
ETV5	267.3031	ETV5	199.7503
ETV6	1500.3978	ETV6	312.4666
ETV7	15.1154	ETV7	5.7072
EVC2	91.4877	EVC2	229.7129
EVC	660.7876	EVC	398.7944
EVI2A	177.4065	EVI2A	97.735
EVI2B	189.3397	EVI2B	131.2645
EVI5L	233.8902	EVI5L	286.7844
EVI5	607.7963	EVI5	413.7685
EVL	3292.7605	EVL	827.537
EVPL	571.9968	EVPL	19.975
EWSR1	3612.5696	EWSR1	2661.6729
EXD2	992.0446	EXD2	567.1482
EXD3	64.4391	EXD3	147.6726
EXO1	8.751	removed	removed
EXOC1	1099.4431	EXOC1	995.898
EXOC2	801.9093	EXOC2	603.5313
EXOC3L2	71.599	EXOC3L2	119.1368
EXOC3L	61.0342	EXOC3L	127.6975
EXOC3	583.1344	EXOC3	1615.8373
EXOC4	1456.6428	EXOC4	1648.6535
EXOC5	1647.5736	EXOC5	1356.1619
EXOC6B	315.0358	EXOC6B	214.7316
EXOC6	794.7494	EXOC6	246.1209
EXOC7	2606.0461	EXOC7	2467.6297
EXOC8	715.1949	EXOC8	367.3979
EXOG	121.7184	EXOG	80.6135
EXOSC10	1644.3914	EXOSC10	1351.8816
EXOSC1	243.4368	EXOSC1	418.7623
EXOSC2	321.4002	EXOSC2	431.6034
EXOSC3	483.6913	EXOSC3	256.8218
EXOSC4	155.1313	EXOSC4	224.7191
EXOSC5	175.8154	EXOSC5	496.5222
EXOSC6	125.6961	EXOSC6	223.2923
EXOSC7	382.6571	EXOSC7	477.2606
EXOSC8	292.2514	EXOSC8	364.794
EXOSC9	382.3946	EXOSC9	367.2195
EXPH5	436.7542	EXPH5	47.7974
EXT1	1015.9109	EXT1	729.802
EXT2	2490.8512	EXT2	1537.364
EXTL1	49.3238	removed	removed
EXTL2	347.6531	EXTL2	331.7282
EXTL3	1023.0708	EXTL3	1054.3963
EYA1	17.502	EYA1	257.5352
EYA2	99.4431	EYA2	124.1306
EYA3	229.1169	EYA3	64.2055
EYA4	56.4837	EYA4	125.5573
EYS	16.7064	EYS	115.5698
EZH1	924.4232	EZH1	3230.2479
EZH2	70.8035	EZH2	32.1027
EZR	2922.8321	EZR	884.6085
F10	35.004	F10	423.0426
F11R	5609.3874	F11R	2573.9255
F12	10.3421	F12	6.4205
F13A1	1151.9491	F13A1	1341.1807
F2RL1	171.8377	F2RL1	7.8473
F2RL2	967.3827	removed	removed
F2RL3	79.5545	F2RL3	228.9995
F2R	1815.4336	F2R	160.5136
F3	782.8162	F3	2402.7109
F5	19.0931	F5	85.6073
F7	198.8862	removed	removed
F8A1	95.4654	F8A1	341.0023
F8	743.039	F8	2620.2961
FA2H	19.0931	removed	removed
FAAH2	583.93	removed	removed
FAAH	454.2562	FAAH	252.5415
FABP3	58.0748	FABP3	80.6135
FABP4	8346.8576	FABP4	100457.2855
FABP5	44.5505	FABP5	918.8514
FADD	466.1893	FADD	343.8559
FADS1	724.7414	FADS1	3462.7359
FADS2	591.8854	FADS2	900.3817
FADS3	206.0461	FADS3	1520.2426
FAF1	851.2331	FAF1	925.272
FAF2	2466.1893	FAF2	1186.3742
FAHD1	562.4503	FAHD1	564.2946
FAHD2A	149.5625	FAHD2A	766.8985
FAHD2B	231.5036	FAHD2B	229.7129
FAH	3098.6476	FAH	6846.4419
FAIM2	101.8298	FAIM2	64.2055
FAIM3	108.0111	FAIM3	34.9563
FAIM	264.1209	FAIM	358.8372
FAM100A	264.1209	FAM100A	252.5415
FAM100B	249.0056	FAM100B	1391.1182
FAM101A	45.3461	FAM101A	12.1277
FAM101B	721.5593	FAM101B	1176.3867
FAM102A	3304.6937	FAM102A	419.4757
FAM102B	532.2196	FAM102B	242.554
FAM103A1	408.9737	FAM103A1	211.1646
FAM104A	1010.4853	FAM104A	580.2176
FAM104B	149.5625	FAM104B	186.9092
FAM105A	786.794	FAM105A	119.8502
FAM105B	494.829	FAM105B	373.8184
FAM106C	13.5243	FAM106C	7.8473
FAM107A	375.4972	FAM107A	2752.9873
FAM107B	2161.4956	FAM107B	1714.9991
FAM108A1	198.8862	FAM108A1	519.3508
FAM108B1	404.9324	FAM108B1	278.937
FAM108C1	613.3652	FAM108C1	93.4546
FAM109A	222.7526	FAM109A	190.4762
FAM109B	300.716	FAM109B	251.1147
FAM10A4	408.9101	FAM10A4	739.0762
FAM110A	416.8656	FAM110A	42.8036
FAM110B	1045.3461	FAM110B	241.8406
FAM110C	11.1376	removed	removed
FAM111A	2564.0414	FAM111A	540.7526
FAM111B	69.2124	removed	removed
FAM113A	218.7749	FAM113A	572.8554
FAM113B	66.8258	FAM113B	71.3394
FAM114A1	1059.6659	FAM114A1	572.142
FAM114A2	730.3103	FAM114A2	455.1454
FAM115A	223.5481	FAM115A	729.0886
FAM115C	240.6842	FAM115C	165.1364
FAM116A	817.8202	FAM116A	689.852
FAM116B	192.5219	FAM116B	79.1867
FAM117A	247.4145	FAM117A	487.9615
FAM117B	439.1408	FAM117B	370.2515
FAM118A	245.0278	FAM118A	219.7253
FAM118B	207.6372	FAM118B	176.9217
FAM119A	202.864	FAM119A	117.71
FAM119B	323.7868	FAM119B	256.1084
FAM120AOS	1758.2418	FAM120AOS	1419.2973
FAM120A	6680.1034	FAM120A	4436.2404
FAM120B	869.5306	FAM120B	908.8639
FAM120C	364.3596	FAM120C	409.4881
FAM122A	690.533	FAM122A	554.3071
FAM122B	732.6969	FAM122B	324.5943
FAM122C	25.4574	FAM122C	23.542
FAM123B	182.1798	FAM123B	161.9404
FAM124A	21.4797	FAM124A	62.7787
FAM124B	45.3461	FAM124B	109.8627
FAM125A	423.2299	FAM125A	633.4938
FAM125B	240.2546	FAM125B	267.5227
FAM126A	421.6388	FAM126A	634.9206
FAM126B	774.0652	FAM126B	868.2005
FAM127A	996.0223	FAM127A	2150.9042
FAM127B	459.0294	FAM127B	826.1102
FAM127C	295.9427	FAM127C	455.8587
FAM128A	42.1639	FAM128A	229.7129
FAM128B	416.07	FAM128B	1879.0797
FAM129A	6274.463	FAM129A	802.5682
FAM129B	2451.074	FAM129B	1136.4366
FAM131A	164.6778	FAM131A	281.7906
FAM131B	60.4614	FAM131B	19.2616
FAM133A	7.1599	removed	removed
FAM133B	106.603	FAM133B	95.5948
FAM134A	2376.2928	FAM134A	3010.5226
FAM134B	466.9849	FAM134B	2680.2212
FAM134C	2416.8656	FAM134C	2042.4469
FAM135A	118.5362	FAM135A	264.6692
FAM135B	26.253	removed	removed
FAM136A	598.2498	FAM136A	551.4535
FAM13AOS	67.2156	FAM13AOS	44.8083
FAM13A	908.1225	FAM13A	4855.4949
FAM13B	1112.1161	FAM13B	651.2716
FAM13C	56.3405	FAM13C	431.96
FAM149A	69.2124	FAM149A	498.6624
FAM149B1	451.8695	FAM149B1	558.5875
FAM151B	41.3683	FAM151B	9.2741
FAM154B	85.1233	removed	removed
FAM155A	289.5784	FAM155A	32.8161
FAM155B	41.3683	removed	removed
FAM156A	460.6205	FAM156A	1019.44
FAM157A	42.9594	FAM157A	29.2492
FAM158A	103.4208	FAM158A	154.0931
FAM160A1	99.4431	removed	removed
FAM160A2	937.9475	FAM160A2	706.9734
FAM160B1	1237.8679	FAM160B1	1016.5864
