gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
LARP4B	1482.9552	LARP4B	1148.2085
LARP4	1486.3521	LARP4	950.7329
LARP6	199.9272	LARP6	320.4397
LARP7	707.9947	LARP7	961.3192
LARS2	647.3371	LARS2	627.443
LARS	2166.6869	LARS	3078.1759
LAS1L	1100.5702	LAS1L	949.9186
LASP1	5032.1485	LASP1	4938.9251
LASS1	11.4764	LASS1	26.2704
LASS2	3212.9079	LASS2	3559.4463
LASS3	5.8231	LASS3	15.0651
LASS4	1515.4677	LASS4	778.0945
LASS5	741.4776	LASS5	914.0879
LASS6	2492.5537	LASS6	1359.0472
LAT2	213.5145	LAT2	192.5896
LATS1	694.4074	LATS1	632.329
LATS2	252.8206	LATS2	843.241
LAT	196.9962	LAT	96.3762
LAX1	70.848	LAX1	44.7883
LAYN	151.4012	LAYN	287.4593
LBH	2143.3944	LBH	3015.0651
LBP	6.7936	LBP	60.6678
LBR	1788.6692	LBR	840.798
LBX2	10.0303	LBX2	7.2761
LBXCOR1	6.7936	LBXCOR1	6.5147
LCA5L	53.3786	LCA5L	72.8827
LCA5	128.594	LCA5	370.5212
LCAT	44.2218	LCAT	102.8176
LCK	376.5619	LCK	206.4332
LCLAT1	861.3369	LCLAT1	335.9121
LCMT1	433.3374	LCMT1	541.5309
LCMT2	360.0631	LCMT2	276.873
removed	removed	LCN10	63.9495
LCN12	15.0431	LCN12	7.7362
removed	removed	LCN2	85.9121
removed	removed	LCN6	15.4479
LCORL	168.2203	LCORL	87.842
LCOR	132.4081	LCOR	139.886
LCP1	3966.517	LCP1	2434.0391
LCP2	707.9947	LCP2	577.7687
LDB1	1392.6968	LDB1	1575.3257
LDB2	158.1948	LDB2	859.1205
LDB3	15.5283	LDB3	42.7524
LDHA	15901.0069	LDHA	8156.759
LDHB	2896.5183	LDHB	6361.5635
LDHC	10.1905	removed	removed
LDHD	18.9251	LDHD	107.4919
LDLRAD2	74.8951	LDLRAD2	199.2752
LDLRAD3	963.7268	LDLRAD3	734.1205
LDLRAP1	832.7065	LDLRAP1	903.5016
LDLR	1399.4905	LDLR	4381.1075
LDOC1L	2833.4344	LDOC1L	1223.5342
LDOC1	768.1669	LDOC1	875.4072
removed	removed	LEAP2	5.2932
LEF1	314.4486	LEF1	325.3257
LEFTY1	8.0602	removed	removed
removed	removed	LEFTY2	5.2932
LEKR1	21.3514	LEKR1	21.5798
removed	removed	LEMD1	6.5147
LEMD2	581.827	LEMD2	854.6417
LEMD3	717.6999	LEMD3	769.1368
LENG1	228.0723	LENG1	153.5016
LENG8	2314.3128	LENG8	3655.6189
LENG9	68.3149	LENG9	121.6612
LEO1	532.8157	LEO1	572.8827
LEPRE1	707.9947	LEPRE1	601.3844
LEPREL1	30.0861	LEPREL1	614.0065
LEPREL2	504.1854	LEPREL2	609.9349
LEPROTL1	749.2418	LEPROTL1	815.5537
LEPROT	535.1935	LEPROT	960.8103
LEPR	212.1072	LEPR	839.2712
LEP	91.7142	LEP	408.3876
LETM1	1494.1162	LETM1	971.4984
LETM2	36.8798	LETM2	29.7231
LETMD1	630.353	LETMD1	1213.7622
LFNG	459.5414	LFNG	255.2932
LGALS12	52.8934	LGALS12	99.7557
LGALS1	2377.2898	LGALS1	3088.355
LGALS2	22.8072	LGALS2	22.3941
LGALS3BP	25297.5858	LGALS3BP	9083.0619
LGALS3	1526.6287	LGALS3	3970.684
removed	removed	LGALS4	5.2932
removed	removed	LGALS7B	6.5147
LGALS7	9.7052	LGALS7	180.7818
LGALS8	1900.2208	LGALS8	789.4748
LGALS9C	8.7347	LGALS9C	15.0651
LGALS9	1454.8101	LGALS9	1319.6254
LGI2	126.1677	LGI2	107.4919
LGI4	35.9093	LGI4	128.2573
LGMN	2279.7525	LGMN	2784.202
LGR4	431.3963	LGR4	1447.4756
LGR5	23.2925	LGR5	8.5505
LGR6	1727.0411	LGR6	1337.9479
LGTN	614.3394	LGTN	1318.8111
LHFPL1	15.0431	LHFPL1	22.8013
LHFPL2	1322.3341	LHFPL2	2192.5896
LHFPL3	7.2789	removed	removed
LHFPL5	28.1451	removed	removed
LHFP	577.4597	LHFP	1931.1889
LHPP	212.0587	LHPP	500
LHX1	19.8957	removed	removed
LHX2	226.6165	removed	removed
LHX4	6.682	removed	removed
LHX6	100.9341	LHX6	539.4951
LIAS	201.383	LIAS	221.9055
LIFR	320.757	LIFR	5663.2736
LIF	77.1564	LIF	196.2541
LIG1	1517.894	LIG1	652.2801
LIG3	639.573	LIG3	719.8697
LIG4	175.6642	LIG4	296.0098
removed	removed	LILRA1	7.101
LILRA2	28.6304	LILRA2	32.3941
LILRA4	29.6009	LILRA4	16.6938
LILRA5	13.5873	LILRA5	21.5798
LILRA6	78.3356	LILRA6	41.6897
LILRB1	184.3989	LILRB1	144.544
LILRB2	228.5576	LILRB2	173.8599
LILRB3	93.4466	LILRB3	53.5871
LILRB4	640.0582	LILRB4	191.3681
LILRB5	98.0226	LILRB5	179.5603
LIMA1	1788.1839	LIMA1	3244.2997
LIMCH1	1265.0734	LIMCH1	1776.0586
LIMD1	2023.6516	LIMD1	976.9951
LIMD2	782.8558	LIMD2	204.4218
LIME1	99.2454	LIME1	82.1906
LIMK1	971.9762	LIMK1	686.4821
LIMK2	1365.037	LIMK2	2511.4007
LIMS1	397.9134	LIMS1	339.5765
LIMS2	242.1449	LIMS2	1299.6254
LIMS3-LOC440895	6.4248	LIMS3-LOC440895	24.0024
removed	removed	LIMS3	14.2712
LIN28A	959.8447	removed	removed
LIN37	203.6734	LIN37	101.6531
LIN52	156.7391	LIN52	165.3094
LIN54	299.4056	LIN54	312.2964
LIN7A	8.7347	LIN7A	96.4984
LIN7B	39.7913	LIN7B	43.1596
LIN7C	1429.0914	LIN7C	626.2215
LIN9	218.8524	LIN9	131.5147
LINGO1	211.5735	LINGO1	64.7394
LINGO3	7.2789	removed	removed
LINGO4	24.7483	LINGO4	12.215
LINS1	349.8726	LINS1	371.7427
LIPA	2002.1837	LIPA	2174.2671
removed	removed	LIPC	18.7296
LIPE	401.3102	LIPE	714.9837
LIPG	60.6575	LIPG	131.1075
LIPH	12.6168	LIPH	184.8534
LIPJ	6.3084	removed	removed
LIPT1	140.9196	LIPT1	181.5106
LIPT2	43.1445	LIPT2	9.0147
LITAF	2949.8969	LITAF	4056.1889
LIX1L	316.3897	LIX1L	742.671
LLGL1	713.3325	LLGL1	977.1987
LLGL2	2212.3013	LLGL2	1089.1694
LLPH	518.4181	LLPH	400.1344
LMAN1	7052.2868	LMAN1	3252.0358
LMAN2L	980.7109	LMAN2L	866.4495
LMAN2	4875.4094	LMAN2	2750.4072
LMBR1L	357.1515	LMBR1L	354.6417
LMBR1	853.5727	LMBR1	915.7166
LMBRD1	1193.2549	LMBRD1	1419.7883
LMBRD2	178.5758	LMBRD2	209.6906
LMCD1	941.8901	LMCD1	1146.987
LMF1	170.8116	LMF1	398.6156
LMF2	2371.952	LMF2	1281.759
LMLN	329.4917	LMLN	250.4072
LMNA	4164.9885	LMNA	11593.241
LMNB1	6837.8018	LMNB1	402.2801
LMNB2	2979.983	LMNB2	936.4821
LMO2	140.2402	LMO2	430.3746
LMO3	482.3487	LMO3	57.4104
LMO4	1415.0188	LMO4	920.1954
LMO7	895.7904	LMO7	693.8111
LMOD1	330.4622	LMOD1	3586.7264
LMOD2	5.8231	removed	removed
LMTK2	239.2333	LMTK2	372.557
removed	removed	LMTK3	166.5309
LMX1B	3006.1871	LMX1B	1411.2378
LNP1	26.7233	LNP1	79.3974
LNPEP	220.0461	LNPEP	294.7883
LNX1	879.7768	LNX1	463.7622
LNX2	730.8019	LNX2	596.9055
LOC100009676	69.3243	LOC100009676	76.8526
removed	removed	LOC100101266	5.2932
removed	removed	LOC100124692	184.8534
LOC100125556	86.386	LOC100125556	51.3396
LOC100126784	20.2499	LOC100126784	198.8599
removed	removed	LOC100127888	15.2321
LOC100128191	151.1877	LOC100128191	23.7215
removed	removed	LOC100128239	15.4723
LOC100128288	33.483	LOC100128288	61.4821
LOC100128292	56.2902	LOC100128292	65.1466
LOC100128640	44.1587	LOC100128640	52.1173
LOC100128788	13.102	LOC100128788	12.6221
LOC100128822	33.483	LOC100128822	70.0326
LOC100128842	21.3514	LOC100128842	33.3876
LOC100128977	23.2925	removed	removed
LOC100129034	2538.0032	LOC100129034	2043.5831
LOC100129066	6.3084	removed	removed
LOC100129387	86.8033	LOC100129387	138.184
LOC100129534	57.746	LOC100129534	109.9349
LOC100129550	86.8616	LOC100129550	205.6189
LOC100129637	143.4381	LOC100129637	201.8404
removed	removed	LOC100129716	16.2866
LOC100129726	8.7347	LOC100129726	8.9577
LOC100130015	6.2987	LOC100130015	35.4682
LOC100130093	66.2089	LOC100130093	114.7598
LOC100130148	33.483	LOC100130148	7.329
LOC100130522	43.1882	LOC100130522	32.9805
LOC100130557	41.975	LOC100130557	30.9568
LOC100130581	9.2199	LOC100130581	41.9381
removed	removed	LOC100130691	10.1995
LOC100130776	367.1479	LOC100130776	276.3681
LOC100130872	29.6009	LOC100130872	91.2052
LOC100130932	65.5101	LOC100130932	37.8664
LOC100130987	15.5283	LOC100130987	15.8795
LOC100131193	16.0136	LOC100131193	28.9088
LOC100131434	19.8617	LOC100131434	40.2932
removed	removed	LOC100131496	8.9577
LOC100131551	14.5578	removed	removed
LOC100131691	31.0906	LOC100131691	16.4169
removed	removed	LOC100132111	12.2109
LOC100132215	6.7936	LOC100132215	17.9601
LOC100132247	85.8911	LOC100132247	385.9935
LOC100132287	196.0451	LOC100132287	292.7524
LOC100132288	187.3104	LOC100132288	317.1824
LOC100132707	35.0358	LOC100132707	113.3469
removed	removed	LOC100132832	7.4104
LOC100133161	17.9546	LOC100133161	22.3941
LOC100133331	140.3227	LOC100133331	149.0472
removed	removed	LOC100133545	30.5375
LOC100133669	9.2199	LOC100133669	16.6938
LOC100133957	9.6955	removed	removed
LOC100133985	6.7936	removed	removed
LOC100133991	8.7347	LOC100133991	22.3941
LOC100134229	66.9659	LOC100134229	109.9349
LOC100134259	11.6462	LOC100134259	21.5798
LOC100134713	15.5332	LOC100134713	13.3265
LOC100144603	11.161	removed	removed
LOC100144604	16.9841	removed	removed
LOC100170939	75.2153	LOC100170939	127.443
removed	removed	LOC100188947	22.3941
LOC100188949	17.9546	LOC100188949	5.2932
LOC100190938	162.5622	LOC100190938	65.9609
LOC100190939	112.5804	LOC100190939	382.7362
LOC100190940	74.2448	removed	removed
LOC100190986	92.6847	LOC100190986	206.8404
removed	removed	LOC100192378	5.2932
LOC100216545	48.526	LOC100216545	56.1889
LOC100233209	24.263	LOC100233209	33.7948
removed	removed	LOC100240726	6.5147
LOC100240735	7.2789	LOC100240735	6.9218
LOC100268168	8.2494	LOC100268168	6.9218
LOC100270710	228.2373	LOC100270710	250.1181
LOC100270746	31.5419	LOC100270746	36.645
LOC100270804	23.7778	LOC100270804	26.873
LOC100271722	45.6145	LOC100271722	60.2606
LOC100271831	11.3114	LOC100271831	12.0521
LOC100271836	252.9856	LOC100271836	432.1539
LOC100272146	27.1746	LOC100272146	35.4235
LOC100272216	34.7835	LOC100272216	28.8436
LOC100272217	31.0567	LOC100272217	8.1433
LOC100272228	15.0431	LOC100272228	40.7166
LOC100286793	471.6729	LOC100286793	192.9967
LOC100286844	13.8542	LOC100286844	18.4487
removed	removed	LOC100287227	6.93
LOC100288778	384.098	LOC100288778	562.5163
LOC100289341	26.6893	LOC100289341	37.0521
LOC100302401	12.6168	LOC100302401	25.9283
removed	removed	LOC100302640	15.0651
LOC100302650	13.102	LOC100302650	37.0521
LOC100303728	31.5419	LOC100303728	26.4658
LOC113230	46.0997	LOC113230	116.8567
LOC115110	63.3362	LOC115110	97.5
LOC121838	5.8231	LOC121838	51.7101
LOC134466	8.2494	LOC134466	72.8827
LOC143188	15.5283	LOC143188	23.2085
LOC143666	12.1315	LOC143666	24.8371
LOC144438	1020.5022	LOC144438	745.5212
LOC144486	9.7052	LOC144486	8.9577
LOC144571	24.7774	LOC144571	36.3151
LOC145783	37.729	LOC145783	26.5309
LOC145820	5.3379	LOC145820	20.7655
LOC145837	16.9841	LOC145837	45.6026
LOC146880	268.1305	LOC146880	305.9202
LOC147727	630.8383	LOC147727	557.0033
LOC147804	273.2015	LOC147804	118.0782
LOC148189	80.5532	LOC148189	60.452
LOC148413	437.7047	LOC148413	336.3599
LOC148709	16.4988	removed	removed
removed	removed	LOC149134	7.7362
LOC149837	22.322	LOC149837	39.9023
LOC150381	94.9072	LOC150381	60.9365
LOC150568	6.3084	removed	removed
LOC150622	51.4376	removed	removed
LOC150776	1105.4228	LOC150776	440.1466
LOC150786	39.3061	LOC150786	37.8664
LOC151009	16.9841	LOC151009	60.2606
LOC151162	1309.2321	LOC151162	1323.6971
LOC151534	128.7541	LOC151534	105.509
LOC152217	235.8365	LOC152217	198.6971
LOC153328	26.2041	LOC153328	10.1792
LOC153684	16.9841	LOC153684	18.3225
LOC154761	21.0894	LOC154761	105.566
LOC154822	48.5551	LOC154822	23.2614
LOC157381	16.0136	removed	removed
LOC158376	11.161	LOC158376	63.1107
LOC158572	23.7778	LOC158572	30.1303
LOC158696	5.8231	LOC158696	6.9218
LOC162632	41.3345	LOC162632	117.5936
LOC168474	7.7642	LOC168474	7.329
LOC200030	627.0824	LOC200030	729.2345
LOC202181	108.6983	LOC202181	67.5896
LOC202781	162.5622	LOC202781	178.7459
LOC219347	102.1036	LOC219347	51.7101
LOC220594	8.6813	LOC220594	24.0228
LOC220729	130.535	LOC220729	131.9218
LOC220930	75.4531	LOC220930	86.9381
LOC221442	25.7188	LOC221442	66.3681
LOC221710	296.0087	LOC221710	252.443
LOC222699	35.9093	LOC222699	31.3518
LOC253039	385.7819	LOC253039	339.9837
LOC253724	11.6462	LOC253724	15.8795
LOC254559	584.2533	LOC254559	89.5765
removed	removed	LOC255167	13.0293
LOC25845	598.0541	LOC25845	272.6832
LOC282997	105.7867	LOC282997	47.2313
LOC283050	26.6893	LOC283050	40.3094
LOC283070	502.2443	LOC283070	213.355
LOC283174	78.6122	LOC283174	320.0326
LOC283267	437.7047	LOC283267	183.6319
LOC283314	60.1965	LOC283314	114.829
removed	removed	LOC283392	14.1857
LOC283663	25.7188	LOC283663	50.4886
LOC283867	14.5578	removed	removed
LOC283922	38.8208	LOC283922	93.241
LOC284023	103.8457	LOC284023	213.355
removed	removed	LOC284232	17.101
removed	removed	LOC284233	20.7655
LOC284276	47.5555	LOC284276	20.3583
LOC284440	42.7029	LOC284440	146.987
LOC284441	62.5986	LOC284441	52.5244
removed	removed	LOC284578	37.0521
LOC284749	32.5124	removed	removed
LOC284837	22.322	LOC284837	54.5603
LOC284900	332.2431	LOC284900	194.9959
LOC285033	55.9165	LOC285033	43.0497
LOC285074	322.698	LOC285074	290.3094
LOC285359	62.5986	LOC285359	73.2899
removed	removed	LOC285419	8.5505
LOC285593	11.161	LOC285593	5.7003
LOC285629	5.3379	removed	removed
LOC285830	14.8975	LOC285830	54.7883
removed	removed	LOC286002	21.987
LOC286367	14.5578	LOC286367	92.4267
LOC286467	21.8367	LOC286467	17.5081
LOC338651	8.2494	LOC338651	34.9878
LOC338758	15.0431	LOC338758	56.5961
LOC338799	127.1382	LOC338799	208.0619
LOC339047	969.0647	LOC339047	1222.7199
LOC339290	549.0477	LOC339290	624.259
LOC339524	51.9228	LOC339524	168.5668
LOC339535	125.6824	LOC339535	162.4593
LOC339674	12.6168	removed	removed
LOC341056	23.7778	LOC341056	8.5505
removed	removed	LOC342346	6.1075
LOC344595	108.6983	LOC344595	201.1401
LOC344967	7.7642	removed	removed
LOC348926	116.4625	LOC348926	95.2769
LOC349114	156.7391	LOC349114	96.4984
removed	removed	LOC349196	8.3306
LOC374443	190.222	LOC374443	143.3225
LOC375190	11.161	LOC375190	57.0033
LOC387646	49.9818	LOC387646	111.9707
LOC387647	414.2812	LOC387647	592.5041
LOC388152	398.8839	LOC388152	373.3713
removed	removed	LOC388242	41.9381
LOC388588	32.9977	LOC388588	27.2801
LOC388692	1631.9301	LOC388692	455.2117
LOC388789	469.7319	LOC388789	528.0945
LOC388796	465.3646	LOC388796	333.4691
LOC388955	515.3464	LOC388955	264.658
LOC389033	6.7936	LOC389033	18.3225
LOC389333	15.0431	LOC389333	45.1954
LOC389493	22.8072	LOC389493	27.2801
LOC389634	8.2494	LOC389634	8.9577
removed	removed	LOC389705	11.4007
LOC389791	6.3084	removed	removed
LOC390595	7.7642	LOC390595	19.544
removed	removed	LOC391322	6.9218
LOC399744	213.5145	LOC399744	116.0423
LOC399815	12.6168	LOC399815	5.7003
LOC399959	95.5963	LOC399959	593.6482
LOC400027	454.2036	LOC400027	293.9739
LOC400043	578.4302	LOC400043	240.228
LOC400657	613.8542	LOC400657	250
LOC400696	177.12	removed	removed
LOC400752	38.3356	LOC400752	39.4951
LOC400759	202.3535	LOC400759	70.4397
LOC400927	18.7068	LOC400927	27.0155
LOC400931	62.5986	LOC400931	52.5244
LOC400940	10.6757	removed	removed
LOC401010	57.746	LOC401010	30.9446
LOC401052	77.1564	LOC401052	68.8111
LOC401093	26.6262	LOC401093	169.377
LOC401127	7.2789	LOC401127	6.5147
LOC401397	392.5755	LOC401397	483.3062
LOC401431	28.6595	LOC401431	34.6213
LOC401588	84.9205	LOC401588	63.5179
LOC402377	16.4988	LOC402377	13.8436
LOC407835	49.9818	LOC407835	41.9381
removed	removed	LOC440173	6.5147
LOC440354	138.2992	LOC440354	263.3836
removed	removed	LOC440461	16.2866
LOC440905	9.2199	LOC440905	100.1629
LOC440944	315.4191	LOC440944	214.1694
LOC440957	90.2584	LOC440957	125
LOC441046	19.8957	LOC441046	16.2866
LOC441089	166.9295	LOC441089	114.4137
LOC441177	5.8716	removed	removed
LOC441204	33.9682	LOC441204	48.8599
LOC441208	56.7754	LOC441208	53.7459
LOC441294	12.6168	LOC441294	60.2606
removed	removed	LOC441454	5.2932
removed	removed	LOC441455	9.772
LOC441666	5.8231	LOC441666	53.7459
LOC441869	88.8026	LOC441869	276.4658
LOC442421	32.0272	LOC442421	36.2378
LOC442454	172.2674	LOC442454	130.7003
LOC493754	421.6911	LOC493754	547.6384
LOC541471	400.8249	LOC541471	136.4007
removed	removed	LOC541473	7.0888
LOC550112	328.0359	LOC550112	323.6971
LOC550643	426.0585	LOC550643	325.3257
LOC554202	28.6304	LOC554202	55.3746
removed	removed	LOC572558	6.1075
LOC595101	74.701	LOC595101	101.3355
LOC606724	18.4399	LOC606724	19.544
LOC613037	47.3711	LOC613037	11.7386
LOC619207	7.7642	LOC619207	22.3941
LOC641298	92.7963	LOC641298	131.6979
LOC641367	5.8231	removed	removed
LOC642587	78.6122	LOC642587	589.5765
LOC642826	70.945	LOC642826	105.2932
LOC642846	148.9749	LOC642846	131.5147
LOC642852	396.4576	LOC642852	281.759
LOC643008	11.161	LOC643008	13.8436
LOC643387	66.4807	LOC643387	18.3225
LOC643677	11.161	removed	removed
LOC643719	6.7936	LOC643719	14.658
removed	removed	LOC643763	5.2932
LOC643837	172.7526	LOC643837	127.8502
LOC644165	16.9647	LOC644165	13.8436
LOC644172	41.7324	LOC644172	10.9935
LOC644538	39.3061	LOC644538	109.1205
LOC644936	23.2925	LOC644936	13.8436
LOC645166	38.3356	LOC645166	78.5831
LOC645323	19.4104	removed	removed
LOC645332	109.6688	LOC645332	106.2704
LOC645431	8.691	LOC645431	26.5717
LOC645676	24.8016	LOC645676	27.5204
LOC646214	50.9523	LOC646214	84.6906
LOC646471	35.8365	LOC646471	60.4397
LOC646762	332.8885	LOC646762	305.7818
LOC646851	164.5032	LOC646851	118.0782
LOC646999	18.4399	LOC646999	16.2866
LOC647121	60.6575	LOC647121	30.1303
LOC647946	164.5032	LOC647946	10.9935
LOC647979	11778.7213	LOC647979	8942.1824
LOC648740	6.6772	LOC648740	14.4951
LOC649330	19.8957	LOC649330	10.1792
LOC650368	12.6168	LOC650368	36.2378
LOC650623	69.3922	LOC650623	115.228
LOC651250	1726.5559	LOC651250	1710.0977
LOC652276	42.7029	LOC652276	39.0879
LOC653113	51.4376	LOC653113	62.7036
LOC653501	235.8365	LOC653501	224.7557
LOC653566	2781.0263	LOC653566	1323.2899
LOC653653	129.5645	LOC653653	78.5831
LOC653786	5.8231	removed	removed
LOC654342	143.637	LOC654342	328.5831
LOC654433	12.1315	LOC654433	6.1075
LOC678655	333.8493	LOC678655	346.6897
LOC723972	13.5873	LOC723972	8.5505
LOC727896	33.9682	LOC727896	9.3648
LOC728024	16.9841	LOC728024	30.5375
LOC728190	136.3581	LOC728190	266.2866
LOC728264	51.4376	LOC728264	2668.1596
LOC728323	28.6304	LOC728323	25.6515
LOC728392	74.7301	LOC728392	177.5244
LOC728554	344.0495	LOC728554	129.0717
LOC728606	56.7754	LOC728606	41.5309
LOC728613	248.4532	LOC728613	131.9218
LOC728640	26.6893	LOC728640	31.3518
LOC728643	74.7301	LOC728643	61.0749
LOC728723	11.6462	LOC728723	26.0586
LOC728743	124.2266	LOC728743	158.3876
LOC728758	40.7619	LOC728758	32.9805
LOC728819	16.9841	LOC728819	17.101
LOC728855	1394.8951	LOC728855	244.5033
LOC728875	192.8764	LOC728875	77.9723
removed	removed	LOC728989	5.2932
LOC729020	34.4535	LOC729020	29.316
LOC729082	511.4255	LOC729082	357.671
LOC729176	26.6893	LOC729176	29.7231
LOC729234	34.4535	LOC729234	112.785
LOC729375	38.8208	LOC729375	59.0391
LOC729603	14.0725	LOC729603	26.0586
LOC729678	589.266	LOC729678	443.8559
LOC729799	11.6462	LOC729799	18.7296
LOC729991-MEF2B	75.72	LOC729991-MEF2B	63.6319
LOC729991	231.406	LOC729991	214.434
LOC730101	411.5007	LOC730101	110.342
LOC80054	16.0136	LOC80054	67.5896
LOC80154	569.2102	LOC80154	991.8567
LOC81691	103.8457	LOC81691	104.2345
removed	removed	LOC84740	8.5912
removed	removed	LOC84856	23.2085
LOC84989	5.3379	LOC84989	15.1995
LOC90110	113.5509	LOC90110	246.7427
LOC90246	17.9546	LOC90246	17.101
removed	removed	LOC90586	5.2932
LOC90784	666.2623	LOC90784	256.1075
LOC90834	15.5283	LOC90834	36.2378
LOC91316	183.7147	LOC91316	403.6197
LOC92249	331.918	LOC92249	635.5863
LOC92659	395.0018	LOC92659	82.6547
LOC92973	51.9228	LOC92973	53.7459
removed	removed	LOC93432	41.9381
LOC93622	533.7862	LOC93622	331.8404
LOC96610	9874.0362	LOC96610	18238.1881
LOH12CR1	75.2153	LOH12CR1	103.013
LOH12CR2	22.8072	LOH12CR2	32.5733
LOH3CR2A	34.9387	LOH3CR2A	78.1759
LONP1	2112.823	LONP1	1383.9577
LONP2	1834.7689	LONP2	1860.342
LONRF1	275.1425	LONRF1	658.3876
LONRF2	707.9947	LONRF2	561.4821
LONRF3	6.7936	LONRF3	31.3518
removed	removed	LOXHD1	6.1075
LOXL1	764.2848	LOXL1	418.9739
LOXL2	692.4324	LOXL2	894.4218
LOXL3	295.834	LOXL3	116.1401
LOXL4	31.0567	LOXL4	409.202
LOX	625.0152	LOX	756.5147
removed	removed	LPAL2	7.7362
LPAR1	206.2356	LPAR1	565.9609
LPAR2	406.1628	LPAR2	312.2964
LPAR3	47.5555	LPAR3	52.1173
LPAR4	6.7936	LPAR4	5.2932
LPAR5	94.6257	LPAR5	95.684
LPAR6	565.8134	LPAR6	1040.3094
LPCAT1	3616.1592	LPCAT1	984.9349
LPCAT2	338.2264	LPCAT2	1105.456
LPCAT3	2247.2401	LPCAT3	1239.4137
LPCAT4	267.3784	LPCAT4	611.9707
LPGAT1	3564.2363	LPGAT1	1740.6352
LPHN1	1472.7648	LPHN1	892.5081
LPHN2	203.324	LPHN2	1756.1075
removed	removed	LPHN3	159.6091
LPIN1	504.1854	LPIN1	1396.5798
LPIN2	1161.2277	LPIN2	1059.4463
LPIN3	210.6418	LPIN3	561.4047
LPL	848.7201	LPL	2245.5212
LPPR1	13.5873	LPPR1	61.0749
LPPR2	737.1103	LPPR2	527.6873
LPPR3	274.6573	LPPR3	60.2606
LPPR4	44.1587	LPPR4	122.9642
LPP	303.7729	LPP	760.5863
LPXN	453.7183	LPXN	328.1759
LRAT	66.9659	LRAT	70.8469
LRBA	1286.4248	LRBA	2392.101
LRCH1	682.7611	LRCH1	1021.1726
LRCH2	22.322	LRCH2	68.4039
LRCH3	253.7911	LRCH3	406.3518
LRCH4	505.1559	LRCH4	860.7492
LRDD	393.546	LRDD	299.2671
LRFN1	86.8616	LRFN1	52.5244
LRFN2	81.0385	removed	removed
LRFN3	209.1472	LRFN3	192.9967
LRFN4	562.9019	LRFN4	180.3746
LRFN5	17.4694	LRFN5	67.5896
LRG1	24.7483	LRG1	239.8208
LRGUK	10.1905	LRGUK	6.5147
LRIG1	3222.783	LRIG1	5983.4283
LRIG2	237.7775	LRIG2	353.013
LRIG3	230.0133	LRIG3	995.5212
LRIT3	10.6757	LRIT3	11.8078
LRMP	88.8026	LRMP	204.3974
LRP10	4144.6075	LRP10	5307.0033
LRP11	3407.9437	LRP11	795.1954
LRP12	304.2582	LRP12	355.8632
LRP1B	357.6368	LRP1B	19.544
LRP1	4544.462	LRP1	14896.5798
LRP2BP	19.8957	LRP2BP	74.1042
LRP2	121.3151	LRP2	3743.4853
LRP3	1204.3576	LRP3	780.3379
LRP4	70.848	LRP4	368.4487
LRP5L	143.1518	LRP5L	168.5668
LRP5	2173.4805	LRP5	3167.3453
LRP6	673.5412	LRP6	2051.3029
LRP8	743.9039	LRP8	49.2671
LRPAP1	3725.828	LRPAP1	1874.1857
LRPPRC	4122.2856	LRPPRC	3219.8697
LRRC10B	329.4917	LRRC10B	22.3941
LRRC14B	26.6893	removed	removed
LRRC14	1091.6414	LRRC14	629.9919
LRRC15	1233.0462	LRRC15	29.7231
LRRC16A	458.5709	LRRC16A	611.1564
LRRC16B	216.9113	LRRC16B	19.1368
LRRC17	75.2153	LRRC17	243.4853
LRRC1	483.8044	LRRC1	706.4332
LRRC20	456.6299	LRRC20	119.2997
LRRC23	90.7437	LRRC23	172.6384
LRRC24	137.5227	LRRC24	6.0016
LRRC25	221.2787	LRRC25	251.6287
LRRC26	5.3379	LRRC26	37.4593
LRRC27	133.4466	LRRC27	260.9935
LRRC28	96.5668	LRRC28	195.4397
LRRC29	12.6168	LRRC29	81.8404
LRRC2	30.0861	LRRC2	55.7818
LRRC31	124.7119	LRRC31	23.6156
LRRC32	826.8834	LRRC32	2419.7883
LRRC33	141.696	LRRC33	141.2866
LRRC34	12.6168	LRRC34	48.0456
LRRC37A2	68.412	LRRC37A2	327.1091
LRRC37A3	160.6211	LRRC37A3	143.3225
LRRC37A4	463.7341	LRRC37A4	216.9625
LRRC37A	308.1402	LRRC37A	537.4593
LRRC37B2	331.918	LRRC37B2	479.2345
LRRC37B	169.3558	LRRC37B	159.6091
LRRC39	6.5995	LRRC39	14.9267
removed	removed	LRRC3B	33.7948
LRRC3	15.0431	LRRC3	51.3029
LRRC40	558.5345	LRRC40	317.9967
LRRC41	1954.6282	LRRC41	2049.2671
LRRC42	775.4458	LRRC42	528.9088
removed	removed	LRRC43	6.5147
LRRC45	771.5638	LRRC45	279.7231
LRRC46	44.1587	LRRC46	33.3876
LRRC47	1319.9078	LRRC47	1267.9153
LRRC48	49.9818	LRRC48	152.2801
LRRC49	158.6801	LRRC49	111.5635
removed	removed	LRRC4B	24.8371
LRRC4C	32.0272	LRRC4C	171.4169
LRRC4	34.9387	LRRC4	41.1238
LRRC50	7.2789	LRRC50	29.7231
LRRC55	13.102	LRRC55	10.5863
LRRC56	79.5827	LRRC56	127.0358
LRRC57	402.2807	LRRC57	398.6156
LRRC58	1273.3228	LRRC58	1165.7166
