gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
CACNA1D	1169.8392	CACNA1D	5.2867
CACNA1F	140.4453	removed	removed
CACNA1G	102.5089	CACNA1G	8.9467
CACNA1H	333.6248	CACNA1H	111.4274
CACNA1I	17.2193	removed	removed
CACNA2D1	23.9457	CACNA2D1	491.2566
CACNA2D2	787.2469	CACNA2D2	35.3802
CACNA2D3	348.6917	CACNA2D3	13.0134
CACNA2D4	99.8184	CACNA2D4	153.3144
CACNB1	71.2988	CACNB1	34.1602
CACNB2	23.9457	CACNB2	27.2468
CACNB3	499.8991	CACNB3	122.8142
CACNB4	35.5149	CACNB4	52.867
CACNG1	11.0311	removed	removed
CACNG4	661.8686	removed	removed
CACYBP	1614.0445	CACYBP	1169.9878
CADM1	269.0523	CADM1	396.5026
removed	removed	CADM2	196.4213
CADM3	14.0687	CADM3	333.3794
CADM4	1131.6338	CADM4	45.1403
CADPS2	1345.5304	CADPS2	534.7702
CAD	1384.5429	CAD	697.438
CALB2	33.0934	CALB2	3037.4136
CALCOCO1	1661.6668	CALCOCO1	4334.2822
CALCOCO2	2453.2185	CALCOCO2	5313.1354
CALCRL	438.5552	CALCRL	8642.1309
removed	removed	CALCR	7.32
CALD1	3120.4682	CALD1	9796.6653
CALHM2	191.2962	CALHM2	699.0647
CALM1	3921.4367	CALM1	11042.2936
CALM2	8715.679	CALM2	9712.8914
CALM3	4554.5167	CALM3	2878.4059
CALML3	1079.9758	removed	removed
CALML4	168.6958	CALML4	229.7682
CALML5	25.0219	removed	removed
CALML6	11.0311	removed	removed
CALN1	15.336	CALN1	15.4534
CALR	13283.9174	CALR	7199.268
CALU	2666.577	CALU	3575.0305
CAMK1D	40.0888	CAMK1D	153.721
CAMK1	203.5892	CAMK1	1516.2017
CAMK2A	8.3406	removed	removed
CAMK2B	94.7064	removed	removed
CAMK2D	136.1404	CAMK2D	1965.0264
CAMK2G	602.139	CAMK2G	803.5787
CAMK2N1	929.3065	CAMK2N1	349.7357
CAMK2N2	7.5335	removed	removed
CAMK4	6.1882	removed	removed
CAMKK1	212.2822	CAMKK1	152.9077
CAMKK2	1799.1525	CAMKK2	1940.2196
CAMLG	958.6332	CAMLG	1049.207
CAMSAP1L1	1753.4136	CAMSAP1L1	1965.4331
CAMSAP1	937.3781	CAMSAP1	1181.3745
CAMTA1	611.2867	CAMTA1	348.109
CAMTA2	1724.356	CAMTA2	1396.096
CAND1	3049.1693	CAND1	2678.7312
CAND2	79.9085	CAND2	71.5738
CANT1	4018.2956	CANT1	737.6983
CANX	19340.0148	CANX	14080.5205
CAP1	6723.078	CAP1	5932.8996
CAP2	454.6983	CAP2	883.6926
CAPG	1531.7145	CAPG	370.4758
CAPN10	160.939	CAPN10	83.843
removed	removed	CAPN11	56.1204
CAPN12	85.5586	CAPN12	46.0309
CAPN13	1194.323	removed	removed
CAPN14	18.5646	removed	removed
CAPN1	4298.379	CAPN1	1486.7832
CAPN2	10609.807	CAPN2	5951.6063
CAPN3	78.4368	CAPN3	192.802
CAPN5	66.725	CAPN5	267.5885
CAPN6	8.8787	CAPN6	505.8967
CAPN7	1028.3178	CAPN7	1261.4884
CAPN8	1719.513	removed	removed
CAPN9	301.3385	removed	removed
CAPNS1	5546.5124	CAPNS1	7185.0346
CAPRIN1	12566.355	CAPRIN1	6019.5201
CAPRIN2	230.5778	CAPRIN2	639.2843
CAPS2	65.1106	CAPS2	40.6669
CAPS	188.3366	CAPS	34.9736
CAPZA1	3876.7714	CAPZA1	2465.2298
CAPZA2	1191.0944	CAPZA2	3597.3973
CAPZB	4075.0656	CAPZB	3059.3737
CARD10	686.3523	CARD10	271.2485
CARD11	57.5772	CARD11	6.9134
CARD14	367.2563	CARD14	7.32
CARD16	103.047	CARD16	171.6145
CARD6	68.0702	CARD6	666.9378
CARD8	676.3974	CARD8	1624.6442
CARD9	30.941	CARD9	6.5067
CARHSP1	1062.4766	CARHSP1	1265.3274
CARKD	1435.3938	CARKD	716.5514
CARM1	765.9918	CARM1	694.998
CARNS1	27.9814	CARNS1	15.4534
CARS2	869.5446	CARS2	685.4819
CARS	792.0764	CARS	834.8922
CASC1	111.6567	CASC1	9.3534
CASC2	95.7826	CASC2	30.5002
CASC3	2883.9712	CASC3	2829.1989
CASC4	3536.692	CASC4	2729.9715
CASC5	111.6567	CASC5	7.32
CASD1	578.1933	CASD1	855.6324
CASKIN1	34.5086	removed	removed
CASKIN2	540.1655	CASKIN2	1054.514
CASK	1225.8021	CASK	875.5592
CASP10	67.2631	CASP10	881.2525
CASP1	476.4916	CASP1	641.7243
CASP2	585.1887	CASP2	561.2037
CASP3	682.8546	CASP3	397.316
CASP4	701.4193	CASP4	894.6726
CASP6	929.3065	CASP6	198.4547
CASP7	1051.7253	CASP7	915.8194
CASP8AP2	645.7254	CASP8AP2	651.4843
CASP8	794.2423	CASP8	644.1643
CASP9	384.4757	CASP9	200.0813
CASQ1	57.8462	CASQ1	6.5067
CASQ2	21.2551	CASQ2	626.6775
CASS4	11.8383	CASS4	8.9467
CAST	5640.3686	CAST	12460.8133
CASZ1	3232.932	CASZ1	151.6877
CATSPER2P1	39.8978	CATSPER2P1	41.3013
CATSPER2	17.9646	CATSPER2	29.2802
CATSPER3	23.2757	removed	removed
CATSPERB	176.7673	removed	removed
CATSPERG	66.725	CATSPERG	10.5734
CAT	1591.7132	CAT	21352.5824
CAV1	469.2271	CAV1	32317.6088
CAV2	184.8389	CAV2	8763.3184
CBARA1	1292.258	CBARA1	1625.4575
CBFA2T2	1298.1772	CBFA2T2	685.6446
CBFA2T3	259.6354	CBFA2T3	211.8747
CBFB	521.4233	CBFB	585.6039
CBLB	401.9641	CBLB	653.5177
CBLC	361.3372	removed	removed
CBLL1	521.1542	CBLL1	743.3916
removed	removed	CBLN1	222.0415
CBLN3	168.6958	CBLN3	113.8674
CBLN4	20.1789	CBLN4	12.6068
CBL	902.9394	CBL	1845.4656
CBR1	690.6679	CBR1	453.3916
CBR3	335.9709	CBR3	300.122
CBR4	940.8758	CBR4	668.1578
CBS	164.66	CBS	526.2302
CBWD1	1213.6948	CBWD1	387.5559
CBWD2	547.2523	CBWD2	342.4156
CBWD3	389.2271	CBWD3	178.5279
CBWD5	27.5348	removed	removed
CBWD6	106.8137	CBWD6	43.107
CBX1	1658.1691	CBX1	897.5193
CBX2	80.4466	CBX2	38.6336
CBX3	5904.89	CBX3	2280.6019
CBX4	2485.5048	CBX4	155.3477
CBX5	5191.9015	CBX5	2675.0712
CBX6	1272.0791	CBX6	630.7442
CBX7	1356.5615	CBX7	1781.2119
CBX8	380.709	CBX8	14.6401
CBY1	581.6775	CBY1	482.9809
CC2D1A	785.9017	CC2D1A	303.782
CC2D1B	670.2092	CC2D1B	925.9862
CC2D2A	191.0271	CC2D2A	554.2904
CCAR1	2306.0469	CCAR1	1008.5401
CCBE1	106.0066	CCBE1	89.4673
CCBL1	94.4373	CCBL1	59.3737
CCBL2	583.9295	CCBL2	817.4502
CCBP2	169.2339	CCBP2	161.4477
CCDC101	371.2921	CCDC101	231.8015
CCDC102A	57.5772	CCDC102A	36.6002
CCDC102B	25.829	CCDC102B	115.4941
CCDC103	194.5248	CCDC103	37.0069
CCDC104	894.5988	CCDC104	481.9032
CCDC106	391.7401	CCDC106	196.828
CCDC107	162.8735	CCDC107	376.8727
CCDC108	204.7488	removed	removed
CCDC109A	544.0237	CCDC109A	442.863
CCDC109B	185.6461	CCDC109B	204.148
CCDC110	183.4936	CCDC110	14.6401
CCDC111	287.8617	CCDC111	269.9024
CCDC112	111.9257	CCDC112	197.6413
CCDC113	297.8409	CCDC113	168.7678
CCDC114	18.5646	removed	removed
CCDC115	1133.5172	CCDC115	691.7446
removed	removed	CCDC116	7.32
CCDC117	1129.4814	CCDC117	715.7381
CCDC11	104.1232	removed	removed
CCDC120	426.4478	CCDC120	74.8272
CCDC121	117.5758	CCDC121	178.5279
CCDC122	130.2213	CCDC122	78.8939
CCDC123	599.7175	CCDC123	300.9353
CCDC124	436.6718	CCDC124	257.8284
CCDC125	1473.0611	CCDC125	307.0354
CCDC126	1573.9557	CCDC126	302.562
CCDC127	513.3517	CCDC127	284.6686
CCDC12	328.2438	CCDC12	161.8544
CCDC130	454.1602	CCDC130	181.7812
CCDC132	401.426	CCDC132	571.3705
CCDC134	83.4062	CCDC134	24.8068
removed	removed	CCDC136	31.3135
CCDC137	333.8939	CCDC137	80.1139
CCDC138	55.4248	CCDC138	26.0268
CCDC13	60.5368	CCDC13	7.7267
removed	removed	CCDC141	45.547
CCDC142	190.489	CCDC142	104.9207
CCDC144A	8.4133	CCDC144A	177.0842
removed	removed	CCDC144B	169.1745
CCDC146	177.0364	CCDC146	319.2355
CCDC147	13.1836	CCDC147	8.1334
CCDC148	25.2909	removed	removed
CCDC149	1020.2462	CCDC149	335.9089
CCDC14	803.6591	CCDC14	664.0911
CCDC150	7.8025	CCDC150	10.9801
CCDC151	10.224	removed	removed
CCDC152	35.6279	CCDC152	285.0142
CCDC153	66.4559	CCDC153	5.6934
CCDC154	14.5288	removed	removed
CCDC157	103.9645	removed	removed
CCDC158	129.9522	CCDC158	51.2403
CCDC159	350.306	CCDC159	54.087
CCDC15	140.9834	CCDC15	84.1806
CCDC160	222.5062	removed	removed
CCDC163P	65.6488	CCDC163P	19.1135
CCDC17	8.0716	CCDC17	18.3001
CCDC18	48.9729	CCDC18	129.7397
CCDC19	221.161	removed	removed
CCDC21	650.8374	CCDC21	117.5275
CCDC22	518.7893	CCDC22	245.1566
CCDC23	224.3896	CCDC23	505.49
CCDC24	492.7342	CCDC24	23.9935
CCDC25	1132.441	CCDC25	1087.0272
CCDC28A	823.0309	CCDC28A	482.7166
CCDC28B	63.2273	CCDC28B	16.2668
CCDC30	230.3087	CCDC30	50.427
CCDC34	168.6958	CCDC34	120.3741
CCDC36	5.381	CCDC36	167.5478
CCDC39	80.9847	CCDC39	44.1724
CCDC3	99.8184	CCDC3	2114.2741
CCDC40	533.5306	CCDC40	19.9268
CCDC41	205.0178	CCDC41	114.6808
CCDC43	491.8275	CCDC43	309.0687
CCDC45	469.4962	CCDC45	502.2367
CCDC46	27.629	CCDC46	681.1712
CCDC47	3261.7206	CCDC47	2678.7312
CCDC48	260.7116	CCDC48	43.107
CCDC50	867.4245	CCDC50	6797.072
CCDC51	351.6513	CCDC51	137.8609
CCDC52	1202.6636	CCDC52	246.8483
CCDC53	307.7958	CCDC53	456.283
CCDC55	1097.7332	CCDC55	749.8983
CCDC56	1155.8781	CCDC56	760.8784
CCDC57	546.4451	CCDC57	153.721
CCDC58	154.7051	CCDC58	145.9943
CCDC59	291.6527	CCDC59	487.1899
CCDC61	74.5275	CCDC61	80.9272
CCDC62	10.224	removed	removed
CCDC64B	912.8943	removed	removed
CCDC64	620.9726	removed	removed
CCDC65	93.6302	removed	removed
CCDC66	406.2824	CCDC66	258.1415
removed	removed	CCDC68	262.3017
CCDC69	124.0331	CCDC69	6845.4656
CCDC6	2733.3019	CCDC6	1438.7963
CCDC71	634.4252	CCDC71	315.5754
CCDC72	954.5974	CCDC72	784.8719
CCDC73	19.9771	CCDC73	40.793
CCDC74A	4327.1676	CCDC74A	27.2468
CCDC74B	559.3597	CCDC74B	7.7267
CCDC75	121.3426	CCDC75	661.2444
CCDC76	242.9515	CCDC76	327.7552
CCDC77	143.6739	CCDC77	145.9943
CCDC78	86.9039	removed	removed
CCDC7	53.0275	CCDC7	43.0582
CCDC80	1180.8704	CCDC80	14642.9443
CCDC82	64.8416	CCDC82	841.3989
CCDC84	109.2352	CCDC84	89.8739
CCDC85A	25.0219	CCDC85A	582.5092
CCDC85B	83.6753	CCDC85B	108.9874
CCDC85C	1106.9402	CCDC85C	138.8329
CCDC86	322.0475	CCDC86	326.1163
CCDC87	62.9582	CCDC87	5.2867
CCDC88A	221.9681	CCDC88A	1278.9752
CCDC88B	84.4824	CCDC88B	29.2802
CCDC88C	2637.7884	CCDC88C	324.1155
CCDC89	12.9145	CCDC89	19.5201
CCDC8	120.8045	CCDC8	69.9471
CCDC90A	414.8786	CCDC90A	513.2168
CCDC90B	642.1955	CCDC90B	783.6438
CCDC91	713.5266	CCDC91	593.7373
CCDC92	785.9017	CCDC92	2013.4201
CCDC93	970.4715	CCDC93	1182.5946
CCDC94	406.2689	CCDC94	146.8076
CCDC96	227.0801	CCDC96	17.8935
CCDC97	1096.1189	CCDC97	591.2973
CCDC99	180.5341	CCDC99	97.194
CCDC9	341.4273	CCDC9	99.634
CCHCR1	384.7447	CCHCR1	110.6141
CCIN	10.493	CCIN	6.9134
CCKAR	9.1478	removed	removed
removed	removed	CCL13	601.8707
CCL14	68.8774	CCL14	4775.8682
removed	removed	CCL16	27.2468
CCL18	28.7886	CCL18	59.3737
CCL19	12.3764	CCL19	23.9935
CCL21	7.2644	CCL21	1036.6002
CCL22	39.0126	CCL22	6.5067
removed	removed	CCL23	21.9601
CCL28	160.3551	CCL28	57.3404
CCL2	67.8012	CCL2	1673.8512
CCL3L1	15.4409	CCL3L1	6.4172
CCL3	55.1557	CCL3	187.8813
CCL4L2	45.7389	CCL4L2	51.647
CCL4	39.8197	CCL4	126.4742
CCL5	51.389	CCL5	83.3672
removed	removed	CCL8	339.5689
CCM2	738.8175	CCM2	514.4368
CCNA2	135.6077	CCNA2	29.9065
CCNB1IP1	453.3531	CCNB1IP1	638.0643
CCNB1	366.9873	CCNB1	55.307
CCNB2	116.2306	CCNB2	8.1334
CCNB3	94.1683	CCNB3	27.6535
CCNC	1598.4395	CCNC	1301.342
CCND1	13238.5444	CCND1	2253.5584
CCND2	446.6268	CCND2	1050.8337
CCND3	969.6644	CCND3	1703.1314
CCNDBP1	1450.9989	CCNDBP1	1832.4522
CCNE1	15.8741	CCNE1	40.2603
CCNE2	113.4782	CCNE2	26.4782
CCNF	407.0761	CCNF	188.2879
CCNG1	1892.2446	CCNG1	4545.7503
CCNG2	2127.9344	CCNG2	1976.4132
CCNH	666.4182	CCNH	1194.8719
CCNI2	52.3818	CCNI2	6.7019
CCNI	6966.0322	CCNI	8995.12
CCNJL	16.6812	CCNJL	24.8068
CCNJ	152.8217	CCNJ	155.7544
CCNK	1006.4653	CCNK	763.9732
CCNL1	1114.9526	CCNL1	2016.2668
CCNL2	2266.2272	CCNL2	2047.1736
CCNO	278.4691	removed	removed
CCNT1	284.6573	CCNT1	361.5291
CCNT2	1018.9009	CCNT2	1006.1
CCNYL1	283.5811	CCNYL1	672.6312
CCNY	1495.1234	CCNY	2189.9146
CCPG1	3281.7757	CCPG1	3376.5108
CCR10	6.4573	CCR10	26.0268
CCR1	44.9317	CCR1	317.6088
CCR2	24.4838	CCR2	29.6869
CCR3	7.5335	removed	removed
CCR4	6.1882	CCR4	11.7934
CCR5	33.6315	CCR5	19.9268
CCR6	118.7543	CCR6	12.0252
CCR7	9.1478	CCR7	9.3534
CCRL1	16.4122	CCRL1	402.6027
CCRL2	125.3784	CCRL2	111.4274
CCRN4L	123.764	CCRN4L	152.0943
CCS	404.3856	CCS	200.8947
CCT2	2735.1853	CCT2	1665.7178
CCT3	7585.9286	CCT3	2416.4294
CCT4	3256.6086	CCT4	3468.4831
CCT5	2889.3523	CCT5	2718.5848
CCT6A	4750.1177	CCT6A	2397.7227
CCT6B	124.0331	CCT6B	87.4339
CCT6P1	69.6845	CCT6P1	56.527
CCT7	3556.6019	CCT7	3299.7153
CCT8	3037.6001	CCT8	2794.632
CD101	31.2101	CD101	6.1
CD109	1012.9818	CD109	1518.5035
CD14	471.9177	CD14	2045.547
CD151	6034.8423	CD151	5210.6547
CD160	30.1339	CD160	18.7068
CD163L1	305.3743	CD163L1	237.9016
CD163	68.8774	CD163	1863.3591
CD164	13209.659	CD164	18728.3449
CD180	22.8694	CD180	57.3404
CD1A	383.9376	removed	removed
CD1C	41.434	CD1C	34.9736
CD1D	11.8383	CD1D	23.9935
CD1E	84.2134	removed	removed
CD200R1	19.3718	CD200R1	111.8341
CD200	109.5043	CD200	297.682
CD207	687.1595	CD207	8.1334
removed	removed	CD209	1212.6881
CD226	6.9954	CD226	10.5734
CD22	96.3207	CD22	38.2269
removed	removed	CD244	5.6934
CD247	6.1882	CD247	33.7536
CD248	596.7579	CD248	4130.5409
CD24	4549.9428	CD24	82.1472
CD274	11.8383	CD274	24.4002
CD276	1704.7151	CD276	995.12
CD27	9.3845	CD27	13.3794
removed	removed	CD28	143.1476
CD2AP	2142.7322	CD2AP	1690.1179
CD2BP2	1455.3037	CD2BP2	629.1175
CD2	14.2598	CD2	27.2468
CD300A	62.4201	CD300A	78.8939
CD300C	19.1027	CD300C	25.6202
removed	removed	CD300LB	10.1667
CD300LF	22.0623	CD300LF	7.32
CD300LG	10.224	CD300LG	4499.39
CD302	1791.1105	CD302	6461.9764
CD320	161.4314	CD320	277.3485
CD33	40.6269	CD33	122.0008
CD34	646.8016	CD34	9352.989
CD36	458.196	CD36	142479.0565
CD37	96.0517	CD37	82.9606
removed	removed	CD38	21.5535
removed	removed	CD3D	7.32
CD3EAP	419.6247	CD3EAP	152.9077
CD3E	7.8025	CD3E	43.107
removed	removed	CD3G	5.6934
removed	removed	CD40LG	18.3001
CD40	304.2981	CD40	694.1846
CD44	17652.2499	CD44	5508.7434
CD46	14974.6418	CD46	7420.9028
CD47	1451.806	CD47	1938.5929
CD48	23.9457	CD48	68.3205
CD4	785.9017	CD4	1235.8682
CD52	42.7793	CD52	91.5006
CD53	238.3803	CD53	374.1358
CD55	1005.4483	CD55	1514.0301
CD58	140.7143	CD58	302.1553
CD59	9721.3964	CD59	13283.0419
CD5	7.2644	CD5	14.2334
CD63	8781.0587	CD63	11864.1724
CD68	885.9891	CD68	2751.1183
CD69	22.6004	CD69	220.0081
CD6	32.8244	CD6	20.3335
removed	removed	CD70	11.3867
CD72	18.2956	CD72	17.8935
CD74	16436.6718	CD74	17310.2887
CD79B	9.1478	CD79B	55.307
CD7	7.5335	CD7	10.9801
CD80	9.4168	removed	removed
CD81	6309.5446	CD81	22791.7853
CD82	280.8906	CD82	355.8357
CD83	181.3412	CD83	385.1159
CD84	50.8509	CD84	86.2139
CD86	75.0656	CD86	135.0142
CD8A	12.9145	CD8A	19.9268
CD93	1058.7207	CD93	6843.0256
CD96	7.2644	CD96	240.7483
CD97	167.0815	CD97	878.8125
CD99L2	798.5471	CD99L2	3514.0301
CD99	1018.3628	CD99	3710.4514
CD9	5381.0453	CD9	769.0118
CDADC1	125.3784	CDADC1	380.2359
CDAN1	497.7467	CDAN1	279.7885
CDA	30.1339	CDA	31.7202
CDC123	896.6839	CDC123	744.4368
CDC14A	21.7932	CDC14A	171.2078
CDC14B	174.884	CDC14B	1592.924
removed	removed	CDC14C	29.2802
CDC16	1706.8676	CDC16	1840.5856
CDC20	180.5341	removed	removed
CDC23	782.404	CDC23	833.2656
CDC25A	31.7482	CDC25A	5.6934
CDC25B	279.0072	CDC25B	427.0028
CDC26	96.8588	CDC26	70.1017
CDC27	1819.8695	CDC27	2283.4486
CDC34	359.7229	CDC34	365.5958
CDC37L1	362.9515	CDC37L1	534.7702
CDC37	2182.821	CDC37	1537.2102
CDC40	745.2748	CDC40	786.4986
CDC42BPA	290.0383	CDC42BPA	3860.9191
CDC42BPB	4556.9382	CDC42BPB	5071.1671
CDC42BPG	473.801	removed	removed
CDC42EP1	1045.268	CDC42EP1	791.3786
CDC42EP2	134.5261	CDC42EP2	1028.4669
CDC42EP3	319.9031	CDC42EP3	855.2257
CDC42EP4	1658.9763	CDC42EP4	3132.9809
CDC42EP5	27.7124	CDC42EP5	17.0801
CDC42SE1	6120.0108	CDC42SE1	1453.8064
CDC42SE2	791.0137	CDC42SE2	1157.7877
CDC42	5799.4215	CDC42	5492.0699
CDC45	62.9582	removed	removed
CDC5L	1327.7729	CDC5L	1145.9943
CDC6	186.4532	CDC6	19.5201
CDC73	2088.3837	CDC73	1563.6438
CDC7	160.6242	CDC7	50.0203
CDCA2	66.725	removed	removed
CDCA3	63.5179	CDCA3	11.8788
CDCA4	333.3558	CDCA4	71.1671
CDCA5	117.3068	CDCA5	13.8268
CDCA7L	1180.9995	CDCA7L	224.4815
CDCA7	12.1074	CDCA7	14.2334
CDCA8	141.7905	CDCA8	16.2668
CDCP1	1771.7092	CDCP1	11.7934
CDH11	2151.3419	CDH11	590.4839
CDH12	5.112	removed	removed
CDH13	290.0383	CDH13	1446.9296
CDH17	11.5692	removed	removed
CDH1	9441.313	CDH1	10.1667
CDH20	22.3313	CDH20	92.3139
CDH22	7.2644	removed	removed
CDH23	33.9006	CDH23	2031.7202
CDH24	93.0921	CDH24	76.4538
removed	removed	CDH26	21.1468
CDH2	32.5553	CDH2	8.1334
CDH3	272.5499	removed	removed
CDH5	486.9846	CDH5	5902.3993
CDH6	46.546	CDH6	219.1948
CDH7	67.2631	removed	removed
CDHR3	13.7217	CDHR3	98.9711
CDIPT	1986.6819	CDIPT	1887.7593
CDK10	395.5068	CDK10	340.7889
CDK11A	345.2263	CDK11A	175.7544
CDK11B	681.7461	CDK11B	557.4705
CDK12	1702.8318	CDK12	1296.0553
CDK13	1971.3459	CDK13	1118.3408
CDK14	408.4213	CDK14	689.7113
removed	removed	CDK15	13.0134
CDK16	1968.9245	CDK16	2287.1086
CDK17	1582.2964	CDK17	868.2391
CDK18	259.9045	CDK18	130.5409
CDK19	594.2773	CDK19	871.0939
CDK1	302.4147	CDK1	74.8272
CDK20	283.312	CDK20	60.5937
CDK2AP1	2535.8176	CDK2AP1	1693.778
CDK2AP2	724.8268	CDK2AP2	529.4835
CDK2	572.0051	CDK2	358.6824
CDK3	87.5657	CDK3	104.88
CDK4	1471.9849	CDK4	1500.61
CDK5R1	27.7124	CDK5R1	15.0468
CDK5RAP1	515.2351	CDK5RAP1	330.2155
CDK5RAP2	3245.8465	CDK5RAP2	1080.5205
CDK5RAP3	2511.0648	CDK5RAP3	949.9797
CDK5	173.0006	CDK5	92.3139
CDK6	218.2014	CDK6	867.0191
CDK7	558.5525	CDK7	255.3884
CDK8	127.7998	CDK8	172.0211
CDK9	990.1123	CDK9	1095.1606
CDKAL1	235.1517	CDKAL1	311.5087
CDKL1	18.0265	CDKL1	40.6669
CDKL2	8.6097	CDKL2	5.6934
CDKL3	37.148	CDKL3	60.0691
CDKL5	112.4638	CDKL5	116.3074
CDKN1A	619.3583	CDKN1A	1538.4303
CDKN1B	2038.8781	CDKN1B	1726.3115
CDKN1C	113.5401	CDKN1C	1942.6596
CDKN2AIPNL	362.4134	CDKN2AIPNL	344.8556
CDKN2AIP	525.19	CDKN2AIP	557.9504
CDKN2A	39.2816	CDKN2A	14.2334
CDKN2B	358.6467	CDKN2B	1221.2281
CDKN2C	229.7706	CDKN2C	4041.4803
CDKN2D	89.5944	CDKN2D	78.0805
CDKN3	61.882	removed	removed
CDNF	65.3797	CDNF	71.5738
CDO1	23.9457	CDO1	5323.3022
CDON	36.053	CDON	1336.3156
CDR1	9.2285	CDR1	301.0533
CDR2L	753.0773	CDR2L	201.708
CDR2	1558.8888	CDR2	414.3961
CDRT15P	16.4122	removed	removed
CDRT1	6.8366	CDRT1	6.9215
CDRT4	475.0494	CDRT4	189.2273
CDS1	1796.731	CDS1	75.6405
CDS2	1255.936	CDS2	1237.9016
CDSN	69.1464	removed	removed
CDT1	42.2412	removed	removed
CDV3	1550.2791	CDV3	6424.5628
CDYL2	213.3584	CDYL2	73.6072
CDYL	611.8248	CDYL	535.9902
CEACAM19	74.2584	CEACAM19	44.327
CEACAM1	186.9913	CEACAM1	226.9215
CEACAM21	6.1882	CEACAM21	19.5201
CEACAM5	598.1032	removed	removed
CEACAM6	1610.5468	removed	removed
CEACAM7	16.6812	removed	removed
CEBPA	400.8879	CEBPA	9208.2147
CEBPB	226.8111	CEBPB	2503.05
CEBPD	86.0967	CEBPD	874.3392
CEBPG	766.5299	CEBPG	1612.4441
CEBPZ	1570.189	CEBPZ	1374.1358
CECR1	214.9728	CECR1	429.8495
removed	removed	CECR2	126.8808
removed	removed	CECR4	8.1334
CECR5	495.5943	CECR5	373.7292
CECR6	10.493	CECR6	23.9935
CECR7	39.8197	CECR7	39.4469
CELF1	2471.7831	CELF1	2065.8804
CELF2	156.8575	CELF2	5744.205
CELF4	12.6455	CELF4	12.2001
CELF5	9.1478	removed	removed
CELF6	58.8337	CELF6	101.2078
CELSR1	15774.8033	CELSR1	120.7808
CELSR2	3928.9702	CELSR2	216.3481
CELSR3	191.3338	CELSR3	22.501
CEL	14.7979	CEL	10.1667
CEMP1	158.2269	CEMP1	109.6503
CENPA	33.3625	CENPA	5.6934
CENPBD1	125.9165	CENPBD1	159.4144
CENPB	1808.8384	CENPB	1422.9362
CENPC1	420.2596	CENPC1	568.5238
CENPE	165.4671	CENPE	35.3802
CENPF	1058.9897	CENPF	50.0203
CENPH	71.5679	CENPH	54.9004
CENPI	23.1385	CENPI	10.9801
CENPJ	112.1948	CENPJ	187.8813
CENPK	22.6004	CENPK	8.9467
CENPL	271.7428	CENPL	113.4608
CENPM	66.725	removed	removed
CENPN	119.4269	CENPN	105.7788
CENPO	120.2314	CENPO	34.7865
CENPP	345.8748	CENPP	34.0504
CENPQ	94.1683	CENPQ	137.4542
CENPT	224.6586	CENPT	380.6425
CENPV	104.6613	CENPV	180.1545
CENPW	39.8197	CENPW	36.1936
CEP110	565.5479	CEP110	742.5783
CEP120	454.4293	CEP120	890.1993
CEP135	234.3445	CEP135	186.2546
CEP152	64.3035	CEP152	213.5014
CEP164	582.4982	CEP164	303.782
removed	removed	CEP170L	6.5067
CEP170	1198.0897	CEP170	1301.7487
CEP192	800.1614	CEP192	799.9187
CEP250	859.622	CEP250	310.2887
CEP290	860.1601	CEP290	637.8975
CEP350	3051.3217	CEP350	1905.246
CEP55	129.6832	CEP55	8.9467
CEP57	644.3802	CEP57	1108.9874
CEP63	848.3998	CEP63	917.4217
CEP68	551.5625	CEP68	2229.8536
CEP70	569.3146	CEP70	292.3953
CEP72	53.2723	CEP72	32.9402
CEP76	175.9602	CEP76	155.3477
CEP78	185.108	CEP78	226.5148
CEP97	372.9064	CEP97	159.8211
CEPT1	620.7036	CEPT1	2045.547
CERCAM	799.8924	CERCAM	469.7031
CERKL	12.2446	CERKL	13.1476
CERK	1165.2654	CERK	1244.0016
CES1	71.5679	CES1	5229.7682
CES2	884.3748	CES2	1517.6901
CES3	26.6362	CES3	13.8268
removed	removed	CES4	159.0077
CES8	82.0609	CES8	34.9736
CETN2	1399.0718	CETN2	769.4185
CETN3	213.6275	CETN3	279.7885
removed	removed	CETN4P	18.3001
CETP	6.1882	CETP	834.0789
CFB	34471.0459	CFB	303.1314
CFDP1	397.3902	CFDP1	608.7841
CFD	115.4234	CFD	6609.5974
CFH	450.3935	CFH	3688.4913
CFI	92.554	CFI	701.098
CFL1	10970.606	CFL1	5329.8089
CFL2	240.5327	CFL2	2789.7519
CFLAR	810.9181	CFLAR	3029.6869
CFP	8.8787	CFP	42.2936
CG030	34.9768	CG030	56.9337
CGGBP1	2567.8348	CGGBP1	3463.1964
CGNL1	3051.0527	CGNL1	184.2212
CGN	1754.7589	removed	removed
CGREF1	191.993	CGREF1	106.1082
CGRRF1	282.5049	CGRRF1	284.6686
CH25H	10.224	CH25H	71.1671
CHAC1	11.8383	CHAC1	6.1
CHAC2	27.9814	CHAC2	45.547
CHADL	250.2267	CHADL	52.9118
CHAD	2913.567	CHAD	18.7068
CHAF1A	431.8289	CHAF1A	137.8609
CHAF1B	218.4704	CHAF1B	51.2403
CHCHD10	270.6666	CHCHD10	1414.3961
CHCHD1	591.1078	CHCHD1	287.5153
CHCHD2	5418.9816	CHCHD2	2437.5763
CHCHD3	425.9097	CHCHD3	1248.8817
