gene_id	TCGA-BH-A0DT-01A-21R-A12D-07	gene_id	TCGA-BH-A0DT-11A-12R-A12D-07
C6orf163	5.4175	C6orf163	12.4133
removed	removed	C6orf164	13.8335
C6orf165	59.2636	C6orf165	39.4743
C6orf167	198.1257	C6orf167	339.9051
C6orf168	186.5168	C6orf168	247.5356
C6orf170	126.9243	C6orf170	204.8193
C6orf174	33.4415	C6orf174	184.6769
removed	removed	C6orf176	17.0281
C6orf182	136.9854	C6orf182	128.149
C6orf186	7.7393	C6orf186	10.2227
C6orf192	422.952	C6orf192	517.3421
C6orf1	355.6202	C6orf1	200.073
C6orf201	10.448	C6orf201	13.5122
C6orf203	179.9384	C6orf203	191.6758
C6orf204	24.7657	C6orf204	60.241
removed	removed	C6orf208	10.1497
C6orf211	1128.001	C6orf211	1262.1395
C6orf217	21.283	C6orf217	17.5246
C6orf223	5.4175	C6orf223	649.5728
C6orf225	155.9466	C6orf225	186.5644
C6orf226	31.7311	C6orf226	33.2238
C6orf26	15.0916	C6orf26	24.9252
C6orf27	52.2402	C6orf27	62.0664
C6orf35	316.9238	C6orf35	426.7981
C6orf41	13.9307	C6orf41	17.1595
C6orf47	617.2081	C6orf47	569.5509
C6orf48	1438.3464	C6orf48	1149.6897
C6orf52	21.283	C6orf52	13.1435
C6orf57	89.7757	C6orf57	103.3224
removed	removed	C6orf58	13.8737
removed	removed	C6orf59	5.1114
C6orf62	3915.0807	C6orf62	3554.7317
C6orf64	830.4255	C6orf64	757.2107
C6orf70	501.5058	C6orf70	464.4031
C6orf72	707.7578	C6orf72	818.912
C6orf81	6.1914	removed	removed
C6orf89	2778.7909	C6orf89	3271.2669
C6orf97	705.8229	C6orf97	498.7222
C6	63.0752	C6	32.4936
C7orf10	53.0141	C7orf10	35.4144
C7orf11	349.4288	C7orf11	285.8708
C7orf13	120.7329	C7orf13	104.4177
C7orf23	283.3508	C7orf23	319.7919
C7orf25	400.0708	C7orf25	279.299
C7orf26	588.1858	C7orf26	513.6911
C7orf27	991.4026	C7orf27	659.3647
C7orf28A	867.1871	C7orf28A	591.0916
C7orf28B	1024.6816	C7orf28B	547.28
C7orf29	174.5209	C7orf29	142.3877
C7orf30	219.7957	C7orf30	219.4231
C7orf31	111.8327	C7orf31	83.2421
C7orf36	226.3741	C7orf36	204.4542
C7orf40	265.4575	C7orf40	310.6973
C7orf41	1423.2548	C7orf41	2400.146
C7orf42	4513.552	C7orf42	3308.1417
C7orf43	500.3449	C7orf43	309.602
C7orf44	769.6721	C7orf44	657.5392
C7orf46	128.8591	C7orf46	143.1179
C7orf47	251.5268	C7orf47	105.8781
C7orf49	597.7012	C7orf49	491.7853
C7orf50	658.2263	C7orf50	581.9642
C7orf51	6.1914	C7orf51	32.1285
C7orf53	10.448	C7orf53	12.7784
C7orf55	147.8204	C7orf55	174.3045
C7orf58	242.2397	C7orf58	418.0358
C7orf59	922.523	C7orf59	614.8229
C7orf60	318.0847	C7orf60	380.4308
removed	removed	C7orf61	14.2388
C7orf63	275.9056	C7orf63	267.2508
C7orf64	306.4758	C7orf64	305.586
C7orf68	408.6343	C7orf68	347.5721
C7orf70	552.1981	C7orf70	431.9095
C7	782.0549	C7	219.7882
C8orf30A	706.9838	C8orf30A	354.1438
C8orf31	9.2871	C8orf31	5.8415
C8orf33	1199.5894	C8orf33	1224.8996
C8orf34	753.0326	C8orf34	14.6039
C8orf37	113.3805	C8orf37	113.18
C8orf38	333.9502	C8orf38	249.7262
C8orf39	6.5784	C8orf39	6.5717
C8orf40	836.6169	C8orf40	540.3432
C8orf41	368.065	C8orf41	305.6809
C8orf42	138.1463	C8orf42	614.8229
C8orf44	41.8076	C8orf44	44.8558
C8orf45	17.4134	C8orf45	46.7324
C8orf46	15.4786	C8orf46	13.8737
removed	removed	C8orf47	21.5407
C8orf48	57.2707	C8orf48	36.8748
C8orf4	4048.0339	C8orf4	3856.1519
C8orf51	102.5455	C8orf51	49.2881
C8orf55	656.6785	C8orf55	565.5349
C8orf58	299.5104	C8orf58	218.3279
C8orf59	611.9918	C8orf59	449.7517
C8orf73	270.4881	C8orf73	72.2892
removed	removed	C8orf75	13.5086
C8orf76	321.5674	C8orf76	234.7864
C8orf77	5.4175	removed	removed
C8orf79	356.0072	C8orf79	615.188
C8orf80	6.5784	C8orf80	8.7623
C8orf83	1309.4873	C8orf83	686.3819
C8orf84	299.5104	C8orf84	899.2333
C8orf85	116.4763	C8orf85	311.7926
C8orf86	5.4175	removed	removed
C9orf100	95.2745	C9orf100	43.7422
C9orf102	123.5035	C9orf102	217.7218
C9orf103	90.9366	C9orf103	99.3063
C9orf109	20.1221	C9orf109	20.8105
C9orf110	108.35	C9orf110	120.4819
C9orf114	481.5655	C9orf114	469.6093
C9orf116	215.5391	C9orf116	56.9551
C9orf117	24.7657	C9orf117	6.5717
C9orf119	253.0747	C9orf119	254.8375
C9orf122	40.6313	C9orf122	30.303
C9orf123	414.4388	C9orf123	604.9653
C9orf125	36.7616	C9orf125	103.6875
C9orf128	6.1914	C9orf128	10.2227
C9orf129	107.7193	C9orf129	93.5524
C9orf130	108.795	C9orf130	188.7185
C9orf140	146.6595	C9orf140	244.6148
C9orf142	264.2966	C9orf142	173.0559
C9orf150	1016.1683	C9orf150	631.2523
C9orf152	704.662	C9orf152	628.3315
C9orf156	312.2802	C9orf156	343.1909
C9orf163	9.6741	removed	removed
C9orf167	75.845	C9orf167	36.1446
C9orf169	5.5878	C9orf169	6.5279
C9orf16	549.4894	C9orf16	434.8302
C9orf171	5.8045	removed	removed
C9orf172	13.9307	removed	removed
C9orf21	150.9161	C9orf21	244.6148
C9orf23	288.6754	C9orf23	321.6502
C9orf25	324.2761	C9orf25	451.9898
C9orf30	268.2359	C9orf30	183.2311
C9orf37	110.2848	C9orf37	106.6083
C9orf3	165.1293	C9orf3	358.6747
C9orf40	68.8797	C9orf40	121.2121
C9orf41	170.6513	C9orf41	207.7401
C9orf43	6.1914	removed	removed
C9orf44	14.7046	removed	removed
C9orf45	112.6066	C9orf45	227.0902
C9orf46	769.6721	C9orf46	537.7875
C9orf47	17.0535	C9orf47	43.8846
C9orf5	1407.7762	C9orf5	2918.5834
C9orf64	583.5422	C9orf64	368.3826
C9orf66	33.2789	C9orf66	45.7028
C9orf68	199.6736	C9orf68	108.4337
C9orf69	715.1101	C9orf69	602.7747
C9orf6	390.447	C9orf6	526.1044
C9orf72	283.2579	C9orf72	335.889
C9orf78	1119.4878	C9orf78	1202.6287
C9orf7	919.4273	C9orf7	625.4107
C9orf80	264.2966	C9orf80	343.1909
C9orf82	430.3043	C9orf82	451.9898
C9orf85	126.9243	C9orf85	150.4199
C9orf86	1465.047	C9orf86	1239.1384
C9orf89	400.1211	C9orf89	269.4414
C9orf91	1114.4573	C9orf91	894.487
C9orf93	63.8491	C9orf93	136.1811
C9orf95	448.8786	C9orf95	420.2264
C9orf96	18.1873	C9orf96	10.9529
C9orf98	145.8856	C9orf98	71.559
C9orf9	202.3823	C9orf9	174.5162
CA11	74.2972	CA11	293.9029
CA12	9212.8468	CA12	6143.1179
CA13	99.5853	CA13	196.6265
CA14	15.8655	CA14	9.1274
CA2	127.6982	CA2	493.9759
CA3	20.3737	CA3	407.9737
removed	removed	CA4	189.8503
CA5BP	180.3254	CA5BP	210.2957
CA5B	238.7802	CA5B	510.3067
removed	removed	CA6	6.9368
CA8	440.7524	CA8	434.8302
CA9	40.1708	removed	removed
CAB39L	917.4924	CAB39L	2105.1479
CAB39	1956.4917	CAB39	2051.8437
CABC1	1264.0383	CABC1	1006.8675
CABIN1	1852.3983	CABIN1	1442.1322
CABLES1	1538.5702	CABLES1	892.6616
CABLES2	291.7711	CABLES2	203.3589
removed	removed	CABP1	6.5717
CABP4	31.7195	CABP4	25.0055
CABYR	555.2938	CABYR	109.8941
CACHD1	400.895	CACHD1	1299.3793
CACNA1A	19.7352	CACNA1A	17.8897
CACNA1C	273.5838	CACNA1C	691.4932
CACNA1D	702.3403	CACNA1D	377.1449
CACNA1E	5.4175	removed	removed
CACNA1F	46.8227	CACNA1F	21.9058
CACNA1G	37.9225	CACNA1G	87.2581
CACNA1H	89.3888	CACNA1H	45.272
CACNA1I	11.9959	CACNA1I	19.7152
CACNA2D1	85.9061	CACNA2D1	242.0591
CACNA2D2	48.7575	CACNA2D2	341.7306
CACNA2D3	13.5438	removed	removed
CACNA2D4	83.1973	CACNA2D4	44.1767
CACNB1	70.8145	CACNB1	181.8182
CACNB2	24.7657	CACNB2	24.4615
CACNB3	1125.6792	CACNB3	358.1599
CACNB4	33.6659	CACNB4	181.4531
CACNG1	34.8268	CACNG1	12.7784
CACNG4	2307.8553	CACNG4	871.1208
CACYBP	1604.3541	CACYBP	947.061
CADM1	966.2499	CADM1	892.6616
CADM2	20.1221	CADM2	31.0332
CADM3	258.1091	CADM3	715.3523
CADM4	702.7272	CADM4	644.3958
CADPS2	1579.9754	CADPS2	1580.8689
CAD	1439.5073	CAD	1287.3311
CALB2	84.7452	CALB2	154.801
CALCOCO1	2191.379	CALCOCO1	2506.0241
CALCOCO2	2250.1976	CALCOCO2	2484.8485
CALCRL	924.8448	CALCRL	552.0263
CALCR	6.1914	CALCR	12.0482
CALD1	7191.7321	CALD1	10027.3823
CALHM2	719.3667	CALHM2	507.1194
CALM1	4527.8697	CALM1	6437.0208
CALM2	10386.8966	CALM2	9947.4261
CALM3	3061.6618	CALM3	3356.3344
CALML3	347.494	CALML3	279.6641
CALML4	222.8915	CALML4	282.95
CALML5	12.3829	CALML5	180.7229
removed	removed	CALN1	23.7313
CALR	11538.1155	CALR	9118.6564
CALU	4181.5366	CALU	3135.816
CAMK1D	75.0711	CAMK1D	52.2088
CAMK1	173.2323	CAMK1	210.6718
CAMK2A	10.835	removed	removed
CAMK2B	54.562	CAMK2B	300.4746
CAMK2D	627.2692	CAMK2D	948.8865
CAMK2G	765.0285	CAMK2G	713.3991
CAMK2N1	831.9733	CAMK2N1	1331.1428
CAMK2N2	10.835	CAMK2N2	8.3972
CAMK4	25.1527	CAMK4	7.3019
CAMKK1	267.0054	CAMKK1	298.284
CAMKK2	1789.3231	CAMKK2	1685.6517
CAMLG	900.853	CAMLG	799.1968
CAMSAP1L1	1454.212	CAMSAP1L1	1516.6119
CAMSAP1	1008.4291	CAMSAP1	1012.0482
CAMTA1	584.3161	CAMTA1	642.9354
CAMTA2	1172.5019	CAMTA2	1313.253
CAND1	2954.4727	CAND1	3216.8675
CAND2	40.6313	CAND2	88.3534
CANT1	2103.9251	CANT1	1921.1391
CANX	17557.7327	CANX	16596.9332
CAP1	7193.6669	CAP1	6213.9467
CAP2	547.1676	CAP2	742.6068
CAPG	3029.5438	CAPG	1851.4056
CAPN10	143.3084	CAPN10	177.1778
CAPN11	25.9266	CAPN11	124.1329
CAPN12	62.7617	CAPN12	91.8401
CAPN13	897.3703	CAPN13	463.6729
CAPN1	4612.6148	CAPN1	3412.5593
CAPN2	4614.9366	CAPN2	4186.9295
CAPN3	51.6713	CAPN3	124.0197
CAPN5	208.1868	CAPN5	368.3826
CAPN6	184.582	CAPN6	652.793
CAPN7	837.3908	CAPN7	1138.3717
CAPN8	979.7937	CAPN8	434.4651
CAPN9	29.7963	CAPN9	5.8415
CAPNS1	7411.5279	CAPNS1	5911.6466
CAPRIN1	8997.6947	CAPRIN1	6699.8905
CAPRIN2	233.7265	CAPRIN2	327.4918
CAPS2	95.5802	CAPS2	77.4005
CAPSL	16.6395	removed	removed
CAPS	769.2851	CAPS	121.5772
CAPZA1	3477.6485	CAPZA1	2285.5057
CAPZA2	2444.8407	CAPZA2	2365.4618
removed	removed	CAPZA3	10.5878
CAPZB	3961.7408	CAPZB	3525.0091
CARD10	731.498	CARD10	578.4155
CARD11	86.293	CARD11	34.3191
CARD14	165.6207	CARD14	251.9168
CARD16	121.1198	CARD16	131.4348
CARD6	155.1727	CARD6	254.4724
CARD8	609.8558	CARD8	667.762
CARD9	44.5009	CARD9	52.2088
CARHSP1	1368.4104	CARHSP1	857.4772
CARKD	1039.7732	CARKD	1051.8437
CARM1	1077.6957	CARM1	714.8594
CARNS1	44.5009	CARNS1	39.0654
CARS2	622.5366	CARS2	582.636
CARS	891.5542	CARS	697.3348
removed	removed	CARTPT	5.1114
CASC1	84.3582	CASC1	69.7335
CASC2	111.8327	CASC2	52.939
CASC3	2906.8761	CASC3	3045.6371
CASC4	3138.2807	CASC4	3286.6009
CASC5	84.7452	CASC5	35.7795
CASD1	1633.7634	CASD1	1405.2574
CASKIN1	14.1668	CASKIN1	23.3224
CASKIN2	916.1806	CASKIN2	1100.9785
CASK	2334.9428	CASK	1723.9869
CASP10	185.7429	CASP10	285.5057
removed	removed	CASP12	5.1114
CASP1	332.7893	CASP1	571.7415
CASP2	1739.7916	CASP2	1272.7273
CASP3	697.3097	CASP3	506.7543
CASP4	789.4072	CASP4	764.5126
CASP6	865.2522	CASP6	405.2574
CASP7	1534.3136	CASP7	780.9419
CASP8AP2	556.0677	CASP8AP2	741.1464
CASP8	625.3344	CASP8	472.8003
CASP9	305.3149	CASP9	360.3505
CASQ1	63.4622	CASQ1	46.3673
CASQ2	21.67	CASQ2	56.2249
CASS4	32.505	CASS4	28.1124
CAST	5898.8301	CAST	5105.8525
CASZ1	1086.9828	CASZ1	1245.7101
CATSPER2P1	26.035	CATSPER2P1	21.2632
CATSPER2	27.8614	CATSPER2	58.4155
CATSPER3	11.222	removed	removed
CATSPERB	13.1568	CATSPERB	48.5579
CATSPERG	42.953	CATSPERG	35.0493
CAT	2132.5604	CAT	3163.5633
CAV1	2239.3626	CAV1	8851.4056
CAV2	675.2528	CAV2	2845.199
CBARA1	1572.2361	CBARA1	1178.8974
CBFA2T2	886.9223	CBFA2T2	911.2815
CBFA2T3	277.8404	CBFA2T3	153.3406
removed	removed	CBFB	915.2976
CBLB	482.9315	CBLB	526.1044
CBLC	364.5204	CBLC	175.2464
CBLL1	1030.0991	CBLL1	927.3457
removed	removed	CBLN1	5.4765
CBLN2	603.2774	CBLN2	10.2227
CBLN3	91.7105	CBLN3	70.0986
CBLN4	8.1263	CBLN4	10.9529
CBL	954.641	CBL	1175.2464
CBR1	425.3628	CBR1	489.8941
CBR3	382.3208	CBR3	175.9766
CBR4	765.4154	CBR4	675.0639
CBS	173.36	CBS	128.149
CBWD1	1073.4391	CBWD1	932.092
CBWD2	473.2574	CBWD2	672.8733
CBWD3	585.477	CBWD3	401.2851
CBWD6	120.7329	CBWD6	151.1501
CBX1	1686.3906	CBX1	1613.7276
CBX2	89.0018	CBX2	100.7667
CBX3	5207.379	CBX3	3086.1628
CBX4	711.6274	CBX4	362.9062
CBX5	3490.0313	CBX5	4055.1296
CBX6	342.4634	CBX6	827.3092
CBX7	868.348	CBX7	1993.4283
CBX8	102.1586	CBX8	81.7817
CBY1	549.5822	CBY1	528.5652
CC2D1A	817.6556	CC2D1A	804.3081
CC2D1B	667.1265	CC2D1B	675.7941
CC2D2A	316.5368	CC2D2A	398.3206
CCAR1	1694.9038	CCAR1	1533.7714
CCBE1	8.9002	CCBE1	12.7784
CCBL1	104.8673	CCBL1	97.1157
CCBL2	685.9368	CCBL2	712.2271
CCBP2	44.8879	CCBP2	72.2892
CCDC101	327.3718	CCDC101	241.329
CCDC102A	89.0018	CCDC102A	124.1329
CCDC102B	79.7147	CCDC102B	78.4958
CCDC103	216.7	CCDC103	180.7229
CCDC104	741.8106	CCDC104	934.2826
CCDC106	294.8668	CCDC106	163.5633
CCDC107	244.1629	CCDC107	264.3994
removed	removed	CCDC108	6.9368
CCDC109A	551.0372	CCDC109A	460.0219
CCDC109B	431.0783	CCDC109B	175.9766
CCDC110	22.057	CCDC110	106.2432
CCDC111	263.3099	CCDC111	265.1917
CCDC112	248.0441	CCDC112	235.4874
CCDC113	177.2297	CCDC113	323.1106
CCDC114	34.0529	CCDC114	14.2388
CCDC115	977.8589	CCDC115	953.6327
removed	removed	CCDC116	5.1114
CCDC117	914.3967	CCDC117	770.7192
CCDC11	85.9061	CCDC11	37.605
CCDC120	490.2838	CCDC120	447.6086
CCDC121	122.6677	CCDC121	146.0387
CCDC122	131.1809	CCDC122	89.4487
CCDC123	499.9579	CCDC123	483.3881
CCDC124	486.0272	CCDC124	392.1139
CCDC125	645.4565	CCDC125	568.8207
CCDC126	209.3477	CCDC126	330.7777
CCDC127	481.3836	CCDC127	342.4608
removed	removed	CCDC129	22.2709
CCDC12	367.2292	CCDC12	351.2231
CCDC130	311.5063	CCDC130	329.6824
CCDC132	1098.5917	CCDC132	983.2055
CCDC134	47.2096	CCDC134	55.8598
CCDC136	15.4786	CCDC136	139.1019
CCDC137	326.2109	CCDC137	258.8536
CCDC138	65.397	CCDC138	68.6382
CCDC13	17.0264	CCDC13	8.0321
CCDC141	7.3523	CCDC141	11.6831
CCDC142	135.8245	CCDC142	114.8886
CCDC144A	28.2794	CCDC144A	58.5652
CCDC144B	18.5743	CCDC144B	75.6992
removed	removed	CCDC144NL	6.5717
CCDC146	232.9525	CCDC146	171.5955
CCDC147	15.8655	CCDC147	12.7784
CCDC148	25.9266	CCDC148	35.0493
CCDC149	686.8617	CCDC149	749.1785
CCDC14	644.6826	CCDC14	1365.0968
CCDC150	6.5784	CCDC150	8.7623
CCDC151	49.9184	CCDC151	8.7623
CCDC152	48.9819	CCDC152	126.2066
CCDC157	57.3481	CCDC157	47.8423
CCDC158	33.6659	CCDC158	49.6532
CCDC159	193.0952	CCDC159	180.7229
CCDC15	112.9936	CCDC15	186.1993
CCDC160	115.7023	CCDC160	87.2581
CCDC163P	28.6354	CCDC163P	23.7313
removed	removed	CCDC17	6.2066
CCDC18	68.8797	CCDC18	47.4662
CCDC19	109.5109	CCDC19	22.636
CCDC21	315.7629	CCDC21	322.3804
CCDC22	478.7097	CCDC22	401.8328
CCDC23	237.9831	CCDC23	192.7711
CCDC24	371.0369	CCDC24	219.7408
CCDC25	1340.4444	CCDC25	1268.7112
CCDC28A	563.0331	CCDC28A	457.4626
CCDC28B	85.1322	CCDC28B	46.3673
CCDC30	136.9854	CCDC30	118.2913
CCDC34	218.2479	CCDC34	304.4907
CCDC36	13.1568	CCDC36	24.0964
CCDC39	18.5743	CCDC39	47.2691
CCDC3	364.5204	CCDC3	642.5703
CCDC40	171.8122	CCDC40	148.5944
CCDC41	173.36	CCDC41	221.9788
CCDC43	485.6402	CCDC43	445.0529
CCDC45	441.9133	CCDC45	689.3027
CCDC46	115.3154	CCDC46	248.6309
CCDC47	2512.1724	CCDC47	3422.0518
CCDC48	120.3459	CCDC48	125.2282
CCDC50	1624.4763	CCDC50	2364.7317
CCDC51	261.2009	CCDC51	194.9617
CCDC52	552.1981	CCDC52	573.9321
CCDC53	351.7506	CCDC53	385.5422
CCDC55	849.7737	CCDC55	943.0449
CCDC56	957.876	CCDC56	812.1249
CCDC57	511.9538	CCDC57	699.8905
CCDC58	155.9466	CCDC58	146.7689
CCDC59	345.1722	CCDC59	470.6097
CCDC61	147.4334	CCDC61	117.5612
CCDC64B	514.6626	CCDC64B	389.1931
CCDC64	334.7241	CCDC64	104.7828
CCDC65	42.1791	CCDC65	27.3823
CCDC66	332.0231	CCDC66	453.3151
removed	removed	CCDC67	7.667
CCDC68	13.5438	CCDC68	55.4947
CCDC69	490.2838	CCDC69	893.0267
CCDC6	4176.1191	CCDC6	3466.5936
CCDC71	600.1817	CCDC71	493.9759
CCDC72	739.1019	CCDC72	653.8883
CCDC73	24.0537	CCDC73	41.3691
CCDC74A	540.5892	CCDC74A	305.9511
CCDC74B	325.437	CCDC74B	44.9069
CCDC75	45.6618	CCDC75	83.9723
CCDC76	232.0238	CCDC76	370.0584
CCDC77	142.4029	CCDC77	157.3567
CCDC78	69.2666	CCDC78	12.7784
CCDC7	47.5889	CCDC7	44.1767
CCDC80	4270.5384	CCDC80	4374.2242
CCDC81	9.6741	CCDC81	13.1435
CCDC82	189.9995	CCDC82	492.5155
CCDC84	89.3888	CCDC84	111.7196
CCDC85A	49.9184	CCDC85A	170.8178
CCDC85B	104.8673	CCDC85B	81.0515
CCDC85C	668.2294	CCDC85C	732.7893
CCDC86	398.9525	CCDC86	490.3103
CCDC87	47.5966	CCDC87	25.9219
CCDC88A	403.9908	CCDC88A	820.0073
CCDC88B	118.0241	CCDC88B	93.4648
CCDC88C	838.1647	CCDC88C	1063.1617
CCDC89	11.6089	CCDC89	41.9861
CCDC8	289.8363	CCDC8	1114.6404
CCDC90A	318.8586	CCDC90A	275.648
CCDC90B	677.1102	CCDC90B	643.6291
CCDC91	547.5545	CCDC91	683.4611
CCDC92	1038.9992	CCDC92	813.8007
CCDC93	826.9428	CCDC93	1068.6382
CCDC94	290.9972	CCDC94	319.8248
CCDC96	118.7981	CCDC96	79.9562
CCDC97	1049.4473	CCDC97	1075.2099
CCDC99	204.7041	CCDC99	170.1351
CCDC9	299.1234	CCDC9	267.6159
CCHCR1	350.5897	CCHCR1	355.2391
CCIN	11.6089	removed	removed
CCL11	10.448	removed	removed
CCL13	15.4786	CCL13	39.4304
CCL14	438.0359	CCL14	1467.3092
CCL17	8.9002	removed	removed
CCL18	10.448	CCL18	16.7945
CCL19	551.4242	CCL19	55.4947
CCL20	7.3523	removed	removed
CCL21	613.3385	CCL21	626.506
CCL22	453.1352	CCL22	63.1617
removed	removed	CCL23	5.1114
CCL28	159.0423	CCL28	1231.4713
CCL2	384.6425	CCL2	445.7831
CCL3L1	6.9654	CCL3L1	5.1369
CCL3	58.0446	CCL3	90.1789
CCL4L2	24.3788	CCL4L2	25.1917
CCL4	67.7188	CCL4	82.1468
CCL5	565.3549	CCL5	180.3578
CCL8	14.7046	CCL8	48.923
CCM2	823.8471	CCM2	541.4385
CCNA1	6.1914	CCNA1	20.0803
CCNA2	206.9756	CCNA2	70.5951
CCNB1IP1	585.477	CCNB1IP1	807.594
CCNB1	463.1963	CCNB1	211.7561
CCNB2	179.1645	CCNB2	54.0343
CCNB3	32.892	CCNB3	13.8737
CCNC	1144.6405	CCNC	1357.0646
CCND1	7077.0978	CCND1	4153.1216
CCND2	921.3621	CCND2	1410.3687
CCND3	1226.6769	CCND3	2064.9872
CCNDBP1	929.8753	CCNDBP1	1025.9219
CCNE1	33.6659	CCNE1	22.636
CCNE2	106.2604	CCNE2	51.2012
CCNF	254.2356	CCNF	231.1062
CCNG1	2312.4989	CCNG1	2456.736
CCNG2	5379.1912	CCNG2	2586.7105
CCNH	441.2322	CCNH	606.8565
CCNI2	5.1273	CCNI2	11.3983
CCNI	8165.7213	CCNI	6775.4655
CCNJL	203.1563	CCNJL	137.6415
CCNJ	176.4557	CCNJ	251.5517
CCNK	984.4953	CCNK	832.7455
CCNL1	995.2723	CCNL1	2237.3129
CCNL2	1413.9677	CCNL2	1994.1585
CCNO	268.1663	CCNO	64.6221
CCNT1	142.4029	CCNT1	321.6502
CCNT2	853.6433	CCNT2	1046.0022
CCNYL1	340.5286	CCNYL1	416.2103
CCNY	2136.817	CCNY	1894.1219
CCPG1	2224.1472	CCPG1	2522.8806
CCR10	5.0305	removed	removed
CCR1	114.5414	CCR1	70.8288
CCR2	121.5068	CCR2	60.241
CCR4	56.8838	CCR4	5.8415
CCR5	187.2907	CCR5	57.6853
CCR6	207.9817	CCR6	55.2209
CCR7	210.1216	CCR7	20.0803
CCR8	12.3829	removed	removed
CCRL1	28.2484	CCRL1	66.0825
CCRL2	31.7311	CCRL2	31.0332
CCRN4L	371.0988	CCRN4L	172.3257
CCS	299.8974	CCS	296.8237
CCT2	2606.9787	CCT2	2945.9657
CCT3	7921.1599	CCT3	4173.0559
CCT4	3124.737	CCT4	3700.6207
CCT5	3307.3842	CCT5	3150.4199
CCT6A	4079.378	CCT6A	2897.0427
CCT6B	95.9672	CCT6B	119.7517
CCT6P1	121.8938	CCT6P1	109.8941
CCT7	3837.1383	CCT7	3738.2256
CCT8	3755.4888	CCT8	3539.613
CD101	11.9959	CD101	16.7945
CD109	2699.8385	CD109	1025.9219
CD14	763.4806	CD14	1017.1595
CD151	7191.7321	CD151	5456.3709
CD160	11.9959	CD160	11.318
CD163L1	38.6964	CD163L1	151.8802
CD163	274.3577	CD163	184.739
CD164L2	25.1527	CD164L2	100.0365
CD164	12165.3847	CD164	10969.697
CD180	88.2279	CD180	66.0825
CD1A	273.1968	removed	removed
CD1B	13.1568	removed	removed
CD1C	116.0893	CD1C	25.5568
CD1D	42.5661	CD1D	16.0643
CD1E	147.4334	CD1E	16.4294
CD200R1	30.1832	CD200R1	14.969
CD200	262.3618	CD200	881.3436
CD207	578.5117	CD207	29.9379
CD209	47.9836	CD209	138.7368
CD226	32.118	CD226	12.7784
CD22	87.4539	CD22	32.1285
CD244	17.0264	CD244	8.3972
CD247	110.2848	CD247	30.6681
CD248	931.8101	CD248	1387.3677
CD24	25126.368	CD24	19430.4491
CD274	28.6354	CD274	19.7152
CD276	2448.3233	CD276	1537.0573
CD27	143.587	CD27	41.3034
CD28	61.5273	CD28	20.0803
CD2AP	1891.0947	CD2AP	1627.9664
CD2BP2	1459.2425	CD2BP2	1050.0183
CD2	299.8974	CD2	71.9241
CD300A	127.3113	CD300A	67.1778
CD300C	23.2179	CD300C	8.7623
CD300LB	13.1568	removed	removed
CD300LF	26.3136	CD300LF	10.2227
CD300LG	62.6882	CD300LG	529.7554
CD302	1308.9301	CD302	1539.613
CD320	278.2274	CD320	422.4169
CD33	47.9836	CD33	16.4294
CD34	2002.9274	CD34	3570.6462
CD36	1184.4978	CD36	6092.7346
CD37	327.7588	CD37	90.1789
CD38	15.8655	CD38	15.6992
CD3D	107.1891	CD3D	31.7634
CD3EAP	471.3226	CD3EAP	507.1194
CD3E	366.8422	CD3E	82.5119
CD3G	50.3054	CD3G	14.2388
CD40LG	53.0141	CD40LG	17.5246
CD40	213.6043	CD40	250.4564
CD44	18970.1525	CD44	7680.5403
CD46	8578.9993	CD46	6724.352
CD47	3379.3595	CD47	3543.6291
CD48	290.9972	CD48	70.4637
CD4	1158.5712	CD4	614.4578
CD52	327.3718	CD52	85.4326
CD53	621.0778	CD53	325.6663
CD55	1490.9736	CD55	2336.6192
CD58	245.3354	CD58	184.0088
CD59	19080.4373	CD59	17007.3019
CD5	177.2297	CD5	25.9219
CD63	9349.0583	CD63	6527.1997
CD68	1435.6377	CD68	611.172
CD69	184.582	CD69	65.3523
CD6	145.1116	CD6	37.9701
CD70	5.4175	removed	removed
CD72	43.727	CD72	20.8105
CD74	53781.8508	CD74	15825.1187
CD79A	104.4804	CD79A	53.3041
CD79B	90.1627	CD79B	103.3224
CD7	103.3195	CD7	19.3501
CD80	10.0611	removed	removed
CD81	9392.0113	CD81	9734.5747
CD82	437.6567	CD82	1545.4545
CD83	170.2643	CD83	110.2592
CD84	80.4886	CD84	24.0964
CD86	152.077	CD86	58.4155
CD8A	214.3782	CD8A	91.6393
CD8B	38.3095	CD8B	17.8897
CD93	2851.9271	CD93	3246.4403
CD96	130.407	CD96	45.272
CD97	729.0408	CD97	622.1249
CD99L2	850.5476	CD99L2	1020.0803
CD99	1834.2109	CD99	1576.1227
CD9	6193.7511	CD9	7041.9861
CDADC1	132.3418	CDADC1	230.011
CDAN1	469.7747	CDAN1	392.1139
CDA	48.7575	CDA	23.0011
CDC123	1175.2997	CDC123	788.8098
CDC14A	134.6636	CDC14A	672.5082
CDC14B	470.5486	CDC14B	687.8423
removed	removed	CDC14C	13.1435
CDC16	1665.1075	CDC16	1649.142
CDC20B	34.4398	removed	removed
CDC20	192.7082	CDC20	64.9872
CDC23	865.2522	CDC23	846.6594
CDC25A	55.3359	CDC25A	43.8116
CDC25B	752.2587	CDC25B	572.8368
CDC25C	37.1486	CDC25C	6.2066
CDC26	81.7888	CDC26	72.8076
CDC27	1543.2138	CDC27	1578.3133
