gene_id	TCGA-BH-A0BS-01A-11R-A12P-07	gene_id	TCGA-BH-A0BS-11A-11R-A12P-07
LOC151162	2042.7336	LOC151162	1214.0548
removed	removed	LOC151174	9.8219
LOC151534	121.703	LOC151534	85.5907
LOC152217	135.6212	LOC152217	347.9752
LOC152225	24.5995	removed	removed
LOC153328	36.8993	LOC153328	67.35
LOC153684	12.6235	LOC153684	27.7117
LOC154761	17.9674	LOC154761	134.5142
LOC154822	10.7817	LOC154822	15.6764
LOC158376	14.2418	LOC158376	83.1352
LOC158572	15.8602	LOC158572	44.9
removed	removed	LOC158696	7.7172
LOC162632	171.6142	LOC162632	396.3726
LOC200030	438.6003	LOC200030	702.2225
LOC202181	33.6625	LOC202181	59.9836
LOC202781	73.475	LOC202781	237.4791
LOC219347	41.1589	LOC219347	71.6401
removed	removed	LOC220594	7.7172
LOC220729	78.9775	LOC220729	132.9462
LOC220930	35.8312	LOC220930	96.8052
LOC221442	9.063	LOC221442	61.7375
LOC221710	329.1808	LOC221710	248.0025
LOC222699	66.6777	LOC222699	42.7953
LOC253039	278.687	LOC253039	694.5474
LOC253724	13.5945	LOC253724	11.5758
LOC254559	77.3591	LOC254559	123.4751
removed	removed	LOC255167	25.2563
LOC25845	183.4058	LOC25845	399.7366
LOC282997	20.7154	LOC282997	32.2719
LOC283050	5.8262	LOC283050	58.9313
LOC283070	153.4235	LOC283070	133.6478
LOC283174	19.7444	LOC283174	218.1861
LOC283267	111.669	LOC283267	162.4118
LOC283314	29.5486	LOC283314	55.9917
LOC283392	5.5025	LOC283392	110.8785
removed	removed	LOC283663	29.1149
LOC283856	7.7683	removed	removed
LOC283922	13.9182	LOC283922	128.0352
LOC284023	67.6488	LOC284023	245.8978
LOC284100	8.7393	removed	removed
LOC284232	28.4837	LOC284232	17.8899
LOC284233	78.9775	LOC284233	19.9945
LOC284276	19.4207	LOC284276	19.293
LOC284440	51.1412	LOC284440	164.5165
LOC284441	155.6893	LOC284441	55.0727
removed	removed	LOC284578	85.2399
LOC284837	57.9384	LOC284837	48.7586
LOC284900	85.5061	LOC284900	202.2957
LOC285033	24.2435	LOC285033	37.93
LOC285074	165.7233	LOC285074	303.426
LOC285359	55.6727	LOC285359	61.3868
removed	removed	LOC285419	9.1203
removed	removed	LOC285593	14.7328
LOC285830	6.5577	LOC285830	62.6601
removed	removed	LOC286002	46.3032
LOC286367	8.7393	LOC286367	120.3181
removed	removed	LOC286467	13.3297
LOC338651	52.4359	LOC338651	29.8164
LOC338758	10.3577	LOC338758	51.5649
LOC338799	75.417	LOC338799	165.5689
LOC339047	130.1187	LOC339047	773.4732
LOC339290	214.5987	LOC339290	754.8818
LOC339524	53.7306	LOC339524	213.6259
removed	removed	LOC339535	12.2774
LOC341056	16.5076	LOC341056	7.0156
LOC344595	216.5408	LOC344595	309.0385
LOC348926	53.4069	LOC348926	110.4962
LOC349114	45.6386	LOC349114	101.3759
LOC349196	8.202	LOC349196	20.5523
LOC374443	110.3743	LOC374443	141.7157
LOC375190	64.412	LOC375190	131.8938
LOC387646	67.3251	LOC387646	31.2196
LOC387647	450.5569	LOC387647	487.7055
LOC388152	83.1853	LOC388152	298.1643
removed	removed	LOC388242	43.8477
LOC388588	12.6235	LOC388588	16.8375
LOC388692	471.5993	LOC388692	383.4042
LOC388789	568.3791	LOC388789	702.6153
LOC388796	47.9044	LOC388796	391.8229
LOC388955	311.0548	LOC388955	294.3057
LOC389333	64.412	LOC389333	36.4813
LOC389493	9.3867	LOC389493	22.8008
removed	removed	LOC389705	13.3297
removed	removed	LOC390595	13.3297
removed	removed	LOC391322	9.4711
LOC399744	36.5756	LOC399744	81.3813
LOC399959	42.0782	LOC399959	547.2191
LOC400027	194.5306	LOC400027	359.2003
LOC400043	301.9918	LOC400043	310.0908
LOC400657	113.9348	LOC400657	328.6823
LOC400752	17.8023	LOC400752	41.0414
removed	removed	LOC400759	16.1359
LOC400927	6.0528	LOC400927	14.8942
LOC400931	6.7972	LOC400931	47.3555
LOC401010	25.5706	LOC401010	34.0258
LOC401052	74.1223	LOC401052	129.0876
LOC401093	46.5352	LOC401093	151.6078
removed	removed	LOC401127	6.3141
LOC401397	798.838	LOC401397	569.6692
LOC401431	27.5159	LOC401431	100.0709
removed	removed	LOC401463	7.0156
LOC401588	38.5177	LOC401588	70.1563
LOC402377	15.8602	LOC402377	15.7852
LOC407835	42.4019	LOC407835	49.4602
removed	removed	LOC440173	8.7695
LOC440354	101.3307	LOC440354	188.3311
removed	removed	LOC440461	5.2617
LOC440905	56.32	LOC440905	58.9313
LOC440925	99.6929	LOC440925	6.3141
LOC440944	56.9674	LOC440944	138.2079
LOC440957	199.0621	LOC440957	133.297
LOC441046	7.1209	LOC441046	9.1203
LOC441089	102.2823	LOC441089	147.3282
LOC441204	26.5416	LOC441204	23.5024
LOC441208	28.8074	LOC441208	35.4289
LOC441294	61.1752	LOC441294	82.7844
LOC441454	5.1789	LOC441454	9.8219
LOC441455	12.6235	LOC441455	11.5758
LOC441666	9.063	LOC441666	62.4391
LOC441869	33.0152	LOC441869	321.6666
LOC442421	10.034	LOC442421	20.3453
LOC442454	122.0267	LOC442454	147.679
LOC493754	372.5537	LOC493754	648.2442
LOC541471	201.9752	LOC541471	67.35
removed	removed	LOC541473	5.4862
LOC550112	313.6443	LOC550112	388.3151
LOC550643	351.5146	LOC550643	252.2119
removed	removed	LOC554202	34.0258
removed	removed	LOC55908	20.6961
removed	removed	LOC572558	10.5234
LOC595101	17.8023	LOC595101	118.8904
removed	removed	LOC606724	14.7328
LOC613037	9.063	LOC613037	24.1443
removed	removed	LOC619207	18.9422
LOC641298	106.7912	LOC641298	235.0762
LOC642587	680.0481	LOC642587	1171.6102
LOC642826	40.1361	LOC642826	121.5212
LOC642846	31.0731	LOC642846	177.1447
LOC642852	115.5531	LOC642852	300.269
removed	removed	LOC643008	11.5758
LOC643387	40.4598	LOC643387	30.8688
removed	removed	LOC643719	34.3766
removed	removed	LOC643763	18.9422
LOC643837	95.4851	LOC643837	133.297
removed	removed	LOC644172	61.3868
LOC644538	33.0152	LOC644538	112.2501
LOC644936	19.7444	LOC644936	17.5391
LOC645166	88.6878	LOC645166	64.8946
LOC645332	80.2722	LOC645332	142.0665
LOC645431	93.8796	LOC645431	5.3915
LOC645676	19.5049	LOC645676	32.7349
LOC646214	167.018	LOC646214	212.9244
LOC646471	16.5076	LOC646471	40.4065
LOC646762	156.984	LOC646762	337.4518
LOC646851	29.131	LOC646851	124.1767
LOC646999	6.7972	LOC646999	14.7328
LOC647121	40.4598	LOC647121	30.518
LOC647288	16.1839	LOC647288	7.3664
removed	removed	LOC647309	8.4188
LOC647946	7.7683	LOC647946	12.2774
LOC647979	12415.9751	LOC647979	10004.9899
removed	removed	LOC648740	13.905
LOC649330	10.3577	LOC649330	16.1359
LOC650368	12.6235	LOC650368	21.3977
LOC650623	21.6864	LOC650623	73.3133
LOC651250	2211.37	LOC651250	1697.0809
LOC652276	36.8993	LOC652276	50.8633
LOC653113	86.4221	LOC653113	143.8204
LOC653501	202.6226	LOC653501	313.5987
LOC653566	2975.8981	LOC653566	1583.4277
LOC653653	72.1803	LOC653653	56.125
LOC654342	169.6074	LOC654342	357.0956
LOC654433	7.7683	LOC654433	85.6152
LOC678655	133.0868	LOC678655	308.0984
LOC723972	7.4446	LOC723972	7.0156
LOC727896	17.4786	LOC727896	17.5391
LOC728024	19.7444	LOC728024	33.675
LOC728190	133.6791	LOC728190	152.9407
LOC728264	45.9623	LOC728264	2536.501
LOC728323	30.1021	LOC728323	41.3922
LOC728392	18.126	LOC728392	101.0251
LOC728554	101.9587	LOC728554	197.49
LOC728606	587.7998	LOC728606	59.2821
LOC728613	130.1187	LOC728613	145.9251
LOC728640	20.3917	LOC728640	48.7586
LOC728643	29.7784	LOC728643	88.7477
removed	removed	LOC728723	26.3086
LOC728743	73.475	LOC728743	186.265
LOC728758	46.9334	LOC728758	29.8164
LOC728819	5.8262	LOC728819	34.3766
LOC728855	228.7661	LOC728855	238.8436
LOC728875	107.212	LOC728875	64.2316
LOC729020	49.5228	LOC729020	30.1672
LOC729082	678.5106	LOC729082	348.3611
LOC729176	43.0492	LOC729176	31.9211
LOC729234	39.8124	LOC729234	168.0243
LOC729375	16.1839	LOC729375	117.161
LOC729603	10.3577	LOC729603	24.9055
LOC729678	353.5214	LOC729678	524.7375
removed	removed	LOC729799	19.9945
LOC729991-MEF2B	27.5612	LOC729991-MEF2B	80.6692
LOC729991	274.026	LOC729991	211.0442
LOC730101	121.0557	LOC730101	96.4649
LOC80054	36.252	LOC80054	110.4962
LOC80154	120.732	LOC80154	708.9294
LOC81691	130.766	LOC81691	127.6845
LOC84740	6.1596	LOC84740	5.2722
removed	removed	LOC84856	44.5493
removed	removed	LOC84989	12.8667
LOC90110	120.4083	LOC90110	263.7877
LOC90246	86.4221	LOC90246	8.7695
LOC90784	350.2199	LOC90784	247.6517
removed	removed	LOC90834	23.1516
LOC91316	21.6864	LOC91316	246.7713
LOC92249	450.8838	LOC92249	804.6928
LOC92659	75.417	LOC92659	95.4126
LOC92973	67.3251	LOC92973	115.4071
removed	removed	LOC93432	8.7695
LOC93622	286.4553	LOC93622	496.005
LOC96610	583.2003	LOC96610	16694.2983
LOH12CR1	98.3982	LOH12CR1	88.0462
LOH12CR2	30.7494	LOH12CR2	50.8633
LOH3CR2A	10.034	LOH3CR2A	39.2875
LONP1	912.1254	LONP1	1437.1518
LONP2	1893.5179	LONP2	1644.1129
LONRF1	467.3914	LONRF1	611.0614
LONRF2	770.3543	LONRF2	461.2777
removed	removed	LONRF3	40.3399
LOXL1	342.4516	LOXL1	134.7001
LOXL2	468.233	LOXL2	643.642
LOXL3	38.9094	LOXL3	40.9748
LOXL4	13.9182	LOXL4	961.1413
LOX	205.5357	LOX	233.2697
LPAR1	396.8296	LPAR1	392.8753
LPAR2	360.2539	LPAR2	344.1166
LPAR3	19.4207	LPAR3	47.7063
removed	removed	LPAR4	6.6648
LPAR5	51.4648	LPAR5	70.5071
LPAR6	412.3661	LPAR6	1082.8625
LPCAT1	820.8481	LPCAT1	614.92
LPCAT2	222.6907	LPCAT2	1787.5825
LPCAT3	3012.7974	LPCAT3	1509.062
LPCAT4	108.4322	LPCAT4	411.4667
LPGAT1	5995.4928	LPGAT1	1820.9068
LPHN1	899.5019	LPHN1	948.1624
LPHN2	470.6282	LPHN2	1229.8399
LPHN3	29.131	LPHN3	35.0781
LPIN1	319.7941	LPIN1	1361.7338
LPIN2	840.2688	LPIN2	775.9287
LPIN3	177.3077	LPIN3	519.7179
LPL	418.516	LPL	6060.1011
removed	removed	LPPR1	101.7266
LPPR2	605.2784	LPPR2	483.0261
LPPR3	53.0832	LPPR3	18.9422
LPPR4	51.1412	LPPR4	65.5961
LPP	1116.6901	LPP	363.4096
LPXN	240.1693	LPXN	295.358
LRAT	11.6524	LRAT	115.4071
LRBA	9415.8012	LRBA	2580.3487
LRCH1	362.196	LRCH1	843.2787
LRCH2	17.1549	LRCH2	70.5071
LRCH3	434.0526	LRCH3	319.9127
LRCH4	482.928	LRCH4	787.1537
LRDD	78.9775	LRDD	220.2908
LRFN1	16.5076	LRFN1	57.1774
LRFN2	5.1789	removed	removed
LRFN3	194.207	LRFN3	208.0134
LRFN4	236.2851	LRFN4	137.8571
LRFN5	10.6814	LRFN5	43.8477
LRG1	2832.5086	LRG1	60.6852
LRGUK	21.3628	LRGUK	10.5234
LRIG1	9130.4723	LRIG1	4554.9819
LRIG2	158.926	LRIG2	329.033
LRIG3	118.4663	LRIG3	1025.6851
removed	removed	LRIT3	12.2774
LRMP	14.2418	LRMP	105.936
LRP10	7283.4087	LRP10	5024.9449
LRP11	1550.0953	LRP11	740.847
LRP12	112.3164	LRP12	326.2268
removed	removed	LRP1B	29.8164
LRP1	1961.4904	LRP1	8251.7839
LRP2BP	29.7784	LRP2BP	59.2821
LRP2	243.4061	LRP2	1396.8119
LRP3	415.5964	LRP3	707.7578
LRP4	69.2639	LRP4	373.9226
LRP5L	26.2179	LRP5L	127.3337
LRP5	1946.6012	LRP5	2341.8173
LRP6	870.3709	LRP6	1974.1983
LRP8	49.1991	LRP8	28.4133
LRPAP1	1787.9988	LRPAP1	2051.0194
LRPPRC	4427.9189	LRPPRC	3824.2199
LRRC10B	477.7491	LRRC10B	56.4758
LRRC14B	7.1209	LRRC14B	10.1727
LRRC14	572.5383	LRRC14	673.3777
LRRC15	280.6291	LRRC15	12.2774
LRRC16A	650.2697	LRRC16A	551.0777
LRRC16B	8.7393	LRRC16B	12.2774
LRRC17	63.7646	LRRC17	158.2025
LRRC1	1532.9403	LRRC1	893.7913
LRRC20	413.6608	LRRC20	149.0821
LRRC23	143.7132	LRRC23	206.9611
LRRC24	15.9088	LRRC24	8.8923
LRRC25	58.5858	LRRC25	78.2243
LRRC26	52.4359	LRRC26	42.7953
LRRC27	283.2185	LRRC27	226.9556
LRRC28	39.8124	LRRC28	203.4533
LRRC29	29.4547	LRRC29	74.3657
removed	removed	LRRC2	36.1305
LRRC31	1123.1636	LRRC31	13.3297
LRRC32	718.8895	LRRC32	573.5277
LRRC33	38.5177	LRRC33	91.2032
LRRC34	24.9232	LRRC34	52.2664
LRRC36	13.9182	removed	removed
LRRC37A2	92.1221	LRRC37A2	339.4407
LRRC37A3	112.9637	LRRC37A3	113.6532
LRRC37A4	51.4648	LRRC37A4	169.3678
LRRC37A	268.3293	LRRC37A	508.984
LRRC37B2	635.0568	LRRC37B2	530.7324
LRRC37B	77.6828	LRRC37B	186.9665
removed	removed	LRRC3B	35.7797
LRRC3	41.4308	LRRC3	69.104
LRRC40	654.1538	LRRC40	351.8338
LRRC41	2587.8078	LRRC41	2177.3008
LRRC42	1172.3627	LRRC42	635.9669
removed	removed	LRRC43	9.8219
LRRC45	215.5697	LRRC45	237.8299
LRRC46	168.6364	LRRC46	29.1149
LRRC47	952.9089	LRRC47	1354.3674
LRRC48	233.0484	LRRC48	123.4751
LRRC49	79.6249	LRRC49	142.0665
removed	removed	LRRC4B	16.4867
LRRC4C	30.1021	LRRC4C	115.7579
LRRC4	29.7784	LRRC4	24.2039
LRRC50	27.5127	LRRC50	40.3399
removed	removed	LRRC55	21.3977
LRRC56	143.7132	LRRC56	72.9626
LRRC57	529.214	LRRC57	412.8698
LRRC58	1434.2185	LRRC58	1325.6033
LRRC59	3969.5581	LRRC59	1875.797
LRRC61	220.7486	LRRC61	331.1377
LRRC6	204.5647	LRRC6	59.6329
LRRC70	51.1574	LRRC70	113.3585
LRRC8A	935.1066	LRRC8A	1683.7512
LRRC8B	915.0385	LRRC8B	547.2191
LRRC8C	305.2286	LRRC8C	601.2395
LRRC8D	570.9685	LRRC8D	1019.371
LRRC8E	790.0987	LRRC8E	500.5652
LRRCC1	511.4117	LRRCC1	441.6339
LRRFIP1	4791.0859	LRRFIP1	2970.7685
LRRFIP2	1189.5177	LRRFIP2	1066.025
removed	removed	LRRIQ1	22.0992
LRRIQ3	17.4786	LRRIQ3	16.8375
LRRK1	468.3625	LRRK1	428.3042
LRRK2	159.8971	LRRK2	173.2861
LRRN1	127.5292	LRRN1	692.0919
LRRN2	46.6097	LRRN2	214.3275
LRRN3	13.2708	LRRN3	109.7946
LRRN4CL	8.092	LRRN4CL	74.0149
removed	removed	LRRTM2	34.0258
LRSAM1	699.1451	LRSAM1	520.209
LRTOMT	480.8241	LRTOMT	322.8523
LRWD1	183.8493	LRWD1	201.6994
removed	removed	LSAMP	12.6281
LSG1	987.5424	LSG1	1080.0562
LSM10	259.2663	LSM10	336.7502
LSM11	142.7421	LSM11	238.8822
LSM12	968.1217	LSM12	722.2591
LSM14A	2699.8005	LSM14A	3414.1563
LSM14B	849.0081	LSM14B	975.8741
LSM1	435.0236	LSM1	464.7855
LSM2	732.4839	LSM2	678.7622
LSM3	1001.4606	LSM3	690.6888
LSM4	1231.9195	LSM4	926.7647
LSM5	615.6361	LSM5	638.4223
LSM6	148.892	LSM6	248.3533
LSM7	232.401	LSM7	301.6721
LSMD1	541.5138	LSMD1	404.1003
LSP1	241.1403	LSP1	674.9036
LSR	3013.7685	LSR	1541.3339
LSS	1099.2114	LSS	1144.9508
LST1	55.349	LST1	85.5907
LTA4H	1801.2696	LTA4H	2655.4159
removed	removed	LTA	11.5758
LTB4R2	20.7348	LTB4R2	41.9394
LTB4R	66.3799	LTB4R	151.0921
LTBP1	802.3985	LTBP1	619.1293
LTBP2	1434.2185	LTBP2	9191.5276
LTBP3	4336.7031	LTBP3	2543.9762
LTBP4	681.6665	LTBP4	1500.994
LTBR	1127.0478	LTBR	1434.3455
removed	removed	LTB	89.0985
removed	removed	LTC4S	25.7368
LTF	20164.1858	LTF	30195.2713
removed	removed	LTK	22.8008
LTV1	463.831	LTV1	660.8723
LUC7L2	1634.2516	LUC7L2	2385.3142
LUC7L3	1057.4569	LUC7L3	1959.4654
LUC7L	251.498	LUC7L	481.623
LUM	2711.1293	LUM	3207.546
LUZP1	927.0146	LUZP1	1191.254
removed	removed	LUZP2	14.382
LUZP6	4828.6326	LUZP6	3561.4845
LXN	100.9876	LXN	324.1221
removed	removed	LY6D	12.6281
LY6E	3228.3672	LY6E	3720.0378
removed	removed	LY6G5B	24.1934
LY6G5C	25.2469	LY6G5C	44.9
removed	removed	LY6G6C	35.7797
LY6K	22.3338	LY6K	91.9048
LY75	1212.0586	LY75	1603.6888
LY86	65.383	LY86	98.2188
LY96	48.2281	LY96	68.7532
removed	removed	LY9	77.1719
LYAR	128.5003	LYAR	300.6197
removed	removed	LYG1	11.225
LYL1	17.8023	LYL1	52.2664
LYNX1	58.5858	LYNX1	702.9661
LYN	318.1757	LYN	647.1919
LYPD1	25.4087	LYPD1	8.4924
LYPD3	1089.5011	LYPD3	939.3928
LYPD5	34.9573	LYPD5	99.2712
LYPD6B	670.9851	LYPD6B	642.9825
LYPD6	1412.532	LYPD6	501.9683
LYPLA1	3850.1531	LYPLA1	1311.2212
LYPLA2P1	103.2534	LYPLA2P1	50.1618
LYPLA2	1679.5666	LYPLA2	1075.8469
LYPLAL1	560.9345	LYPLAL1	353.5877
LYRM1	365.1091	LYRM1	806.7974
LYRM2	842.9456	LYRM2	898.9863
LYRM4	345.041	LYRM4	498.1097
LYRM5	394.8875	LYRM5	409.7128
LYRM7	322.3836	LYRM7	450.0527
LYSMD1	173.1679	LYSMD1	210.1181
LYSMD2	67.3251	LYSMD2	231.8666
LYSMD3	405.8926	LYSMD3	538.4496
LYSMD4	35.2486	LYSMD4	328.2824
LYST	1886.7207	LYST	812.7607
LYVE1	47.9044	LYVE1	74.0149
LYZ	605.2784	LYZ	1018.3187
LZIC	574.5289	LZIC	337.8026
LZTFL1	1511.5776	LZTFL1	846.4358
LZTR1	980.0234	LZTR1	890.985
LZTS1	294.8709	LZTS1	729.2747
LZTS2	710.7975	LZTS2	1547.2972
M6PR	3319.7966	M6PR	3423.8554
MAB21L1	10.6814	MAB21L1	204.1548
MACC1	238.2272	MACC1	632.1083
MACF1	9109.9252	MACF1	4736.6026
MACROD1	146.6263	MACROD1	259.9291
MACROD2	149.5394	MACROD2	171.1814
MAD1L1	207.8015	MAD1L1	411.1159
MAD2L1BP	564.8186	MAD2L1BP	345.8706
MAD2L1	255.3822	MAD2L1	146.2759
MAD2L2	403.6268	MAD2L2	386.5612
MADD	1481.1518	MADD	1315.7814
MAEA	822.7902	MAEA	1027.7898
MAF1	1071.3751	MAF1	2244.3
MAFB	517.2379	MAFB	1122.5008
MAFF	169.2837	MAFF	880.4616
MAFG	256.6769	MAFG	535.2926
MAFK	209.2548	MAFK	574.4924
MAF	309.1128	MAF	540.5543
MAGED1	3289.2187	MAGED1	3617.9604
MAGED2	26479.7964	MAGED2	8711.6585
MAGED4B	33.4489	MAGED4B	531.1323
MAGED4	10.2477	MAGED4	140.2635
MAGEE1	112.64	MAGEE1	223.4478
MAGEF1	703.6766	MAGEF1	948.5132
MAGEH1	125.5872	MAGEH1	442.3355
removed	removed	MAGEL2	5.9633
MAGI1	603.66	MAGI1	1453.6385
MAGI2	1263.3163	MAGI2	281.3268
MAGI3	873.9314	MAGI3	1037.2609
MAGIX	59.8805	MAGIX	55.4235
MAGOHB	236.9325	MAGOHB	197.8408
MAGOH	312.9969	MAGOH	436.0214
MAGT1	3656.9172	MAGT1	2335.854
MAK16	314.7965	MAK16	415.0447
removed	removed	MAK	35.0781
MAL2	6922.5074	MAL2	3226.1374
MALAT1	465.0512	MALAT1	1938.7062
MALL	178.3467	MALL	630.7051
MALT1	365.4328	MALT1	619.1293
removed	removed	MAL	26.3086
MAMDC2	48.8754	MAMDC2	913.3614
MAMDC4	39.1651	MAMDC4	39.9891
MAML1	1096.6447	MAML1	1421.9384
MAML2	134.9738	MAML2	1498.5386
MAML3	512.3827	MAML3	757.688
MAMLD1	41.1071	MAMLD1	150.1345
MAMSTR	14.8892	MAMSTR	26.3086
MAN1A1	5516.4489	MAN1A1	1003.5859
MAN1A2	1709.9924	MAN1A2	726.1177
MAN1B1	3728.4501	MAN1B1	2209.2219
MAN1C1	373.5247	MAN1C1	149.0821
MAN2A1	1302.4814	MAN2A1	467.9425
MAN2A2	1237.0984	MAN2A2	1336.4775
MAN2B1	1277.5582	MAN2B1	1337.5298
MAN2B2	2566.4451	MAN2B2	1138.286
MAN2C1	419.4871	MAN2C1	941.8483
MANBAL	1133.5213	MANBAL	1568.3441
MANBA	3251.9957	MANBA	1142.4953
MANEAL	565.1423	MANEAL	368.3206
MANEA	819.5534	MANEA	501.6175
MANF	1983.8242	MANF	701.563
MANSC1	2043.0573	MANSC1	1081.1086
MAOA	2268.0137	MAOA	2529.8362
MAOB	352.162	MAOB	3079.16
MAP1A	209.4198	MAP1A	326.5776
MAP1B	646.0618	MAP1B	1348.7549
MAP1D	33.3389	MAP1D	111.8993
MAP1LC3A	162.4865	MAP1LC3A	284.8346
MAP1LC3B2	105.8428	MAP1LC3B2	213.2752
MAP1LC3B	844.153	MAP1LC3B	2026.1139
removed	removed	MAP1LC3C	27.361
MAP1S	485.5174	MAP1S	637.0192
MAP2K1	757.8636	MAP2K1	944.4125
MAP2K2	1098.8878	MAP2K2	1499.5909
MAP2K3	650.5933	MAP2K3	1275.4415
MAP2K4	1698.9873	MAP2K4	927.4663
MAP2K5	279.9817	MAP2K5	490.7433
MAP2K6	159.5734	MAP2K6	217.1337
MAP2K7	431.4631	MAP2K7	921.503
MAP2	150.1867	MAP2	672.7989
MAP3K10	84.48	MAP3K10	98.9204
MAP3K11	857.4238	MAP3K11	1302.8025
MAP3K12	91.7596	MAP3K12	115.3194
MAP3K13	71.6235	MAP3K13	44.3633
MAP3K14	156.0129	MAP3K14	886.7756
removed	removed	MAP3K15	11.2496
MAP3K1	4512.7226	MAP3K1	2750.4777
MAP3K2	894.9704	MAP3K2	503.7222
MAP3K3	380.7395	MAP3K3	947.2889
MAP3K4	460.2705	MAP3K4	871.3412
MAP3K5	694.9373	MAP3K5	625.4434
MAP3K6	731.5129	MAP3K6	789.2584
MAP3K7	589.0945	MAP3K7	823.635
MAP3K8	42.7255	MAP3K8	150.1345
MAP3K9	248.2612	MAP3K9	136.8048
MAP4K1	18.7733	MAP4K1	96.4649
MAP4K2	383.2351	MAP4K2	331.4885
MAP4K3	787.1856	MAP4K3	918.6967
MAP4K4	1787.3515	MAP4K4	1567.9933
MAP4K5	835.7373	MAP4K5	995.5179
MAP4	7699.9826	MAP4	5113.3419
MAP6D1	24.5995	MAP6D1	54.0204
MAP6	16.8313	MAP6	129.4384
MAP7D1	961.9718	MAP7D1	1780.9177
removed	removed	MAP7D2	24.9055
MAP7D3	51.1412	MAP7D3	239.5838
MAP7	2532.4589	MAP7	946.0577
MAP9	478.3965	MAP9	378.4932
MAPK10	151.8051	MAPK10	176.0923
MAPK11	287.4263	MAPK11	211.5212
MAPK12	87.4223	MAPK12	91.2839
MAPK13	2363.4988	MAPK13	888.1788
MAPK14	1564.6608	MAPK14	1579.9199
MAPK15	64.7357	MAPK15	51.5649
MAPK1IP1L	1267.8478	MAPK1IP1L	1969.9889
MAPK1	5683.1432	MAPK1	3455.1977
MAPK3	1259.348	MAPK3	2030.3584
removed	removed	MAPK4	93.6587
MAPK6	1483.7412	MAPK6	773.824
MAPK7	268.5429	MAPK7	350.6201
MAPK8IP1	118.4663	MAPK8IP1	382.0011
MAPK8IP2	1175.9232	MAPK8IP2	206.2595
MAPK8IP3	109.4033	MAPK8IP3	572.1246
MAPK8	308.7891	MAPK8	320.2635
MAPK9	1442.9578	MAPK9	877.3045
MAPKAP1	1410.2663	MAPKAP1	1566.2394
MAPKAPK2	5096.9619	MAPKAPK2	2625.9503
MAPKAPK3	881.0523	MAPKAPK3	771.0177
MAPKAPK5	441.3062	MAPKAPK5	540.656
MAPKBP1	360.5776	MAPKBP1	888.5295
MAPKSP1	1611.9178	MAPKSP1	1380.676
MAPRE1	3171.7235	MAPRE1	2685.9339
MAPRE2	316.881	MAPRE2	959.0366
MAPRE3	194.8543	MAPRE3	433.2151
MAPT	5162.9922	MAPT	1195.8141
MARCH10	7.9366	removed	removed
MARCH1	37.5467	MARCH1	38.2352
MARCH2	881.376	MARCH2	541.9574
MARCH3	100.6639	MARCH3	59.9836
MARCH4	15.5366	removed	removed
MARCH5	1519.0222	MARCH5	1381.0268
MARCH6	2996.6135	MARCH6	1758.8184
MARCH7	2943.5303	MARCH7	2347.079
MARCH8	768.4122	MARCH8	606.5012
MARCH9	265.7399	MARCH9	216.783
MARCKSL1	5423.2296	MARCKSL1	4225.1631
MARCKS	1191.4597	MARCKS	4017.1497
removed	removed	MARCO	47.3555
MARK1	526.6246	MARK1	210.4689
MARK2	1773.4333	MARK2	1874.9271
MARK3	820.8481	MARK3	931.3249
MARK4	692.9952	MARK4	687.5317
MARS2	192.5886	MARS2	240.2853
MARS	1678.9775	MARS	1283.2745
MARVELD1	945.3315	MARVELD1	1061.8507
MARVELD2	759.9966	MARVELD2	432.8644
MARVELD3	460.2964	MARVELD3	444.384
MASP1	7.7683	MASP1	20.6961
MASP2	5.1789	MASP2	24.9055
removed	removed	MAST1	15.4344
MAST2	2022.6656	MAST2	901.8592
MAST3	246.9665	MAST3	329.7346
MAST4	1144.8501	MAST4	697.0028
MASTL	296.4893	MASTL	249.7564
MAT1A	7.1209	MAT1A	17.8899
MAT2A	4161.208	MAT2A	3921.3864
MAT2B	1564.9845	MAT2B	2061.5429
removed	removed	MATK	180.6525
MATN2	158.926	MATN2	3702.1479
MATN3	490.0489	MATN3	48.0571
MATR3	9164.2416	MATR3	8742.0046
MAVS	2217.8436	MAVS	2109.5999
MAX	1265.9058	MAX	1256.1485
MAZ	3521.5226	MAZ	2121.095
MBD1	619.8439	MBD1	1156.1758
MBD2	1655.9381	MBD2	1317.1845
MBD3	641.854	MBD3	1156.5266
MBD4	739.2812	MBD4	644.0348
MBD5	273.8318	MBD5	300.9705
MBD6	1268.4952	MBD6	1235.8032
MBIP	243.7297	MBIP	445.8433
MBLAC1	14.8892	MBLAC1	29.8164
MBLAC2	193.5596	MBLAC2	362.0065
MBNL1	2395.9411	MBNL1	3548.0847
MBNL2	2090.3143	MBNL2	2847.2934
MBNL3	11.9761	MBNL3	60.3344
MBOAT1	1126.0767	MBOAT1	936.2358
MBOAT2	3433.9029	MBOAT2	347.2737
MBOAT7	1486.6543	MBOAT7	975.1726
MBP	757.7309	MBP	1284.9126
MBTD1	403.9505	MBTD1	819.7764
MBTPS1	3676.9853	MBTPS1	4849.5542
MBTPS2	891.6204	MBTPS2	627.8147
MB	787.8329	MB	302.7244
MC1R	28.8074	MC1R	30.518
MC5R	15.5366	removed	removed
MCAM	2460.2786	MCAM	5109.8341
MCART1	262.1794	MCART1	166.6212
