gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
MAPRE2	401.51	MAPRE2	873.6772
MAPRE3	304.7358	MAPRE3	503.3069
MAPT	7884.3514	MAPT	2988.0952
MARCH1	84.7632	MARCH1	88.2937
MARCH2	624.9142	MARCH2	952.7116
MARCH3	256.3487	MARCH3	126.3228
MARCH4	12.3542	removed	removed
MARCH5	1073.4386	MARCH5	1113.4259
MARCH6	3275.9094	MARCH6	2443.1217
MARCH7	1537.7488	MARCH7	2182.5397
MARCH8	721.6884	MARCH8	666.9974
MARCH9	352.4365	MARCH9	207.3413
MARCKSL1	4790.3226	MARCKSL1	2561.1772
MARCKS	1434.4544	MARCKS	3942.1296
removed	removed	MARCO	284.0608
MARK1	31.5717	MARK1	295.6349
MARK2	1427.2478	MARK2	1504.9603
MARK3	1015.0995	MARK3	1191.1376
MARK4	1214.1386	MARK4	722.2222
MARS2	228.895	MARS2	147.8175
MARS	2049.1078	MARS	1384.1171
MARVELD1	1252.3576	MARVELD1	852.2851
MARVELD2	760.8099	MARVELD2	349.2063
MARVELD3	735.6966	MARVELD3	370.7242
removed	removed	MAS1L	5.6217
removed	removed	MASP1	158.0688
MASP2	27.4537	MASP2	53.9021
removed	removed	MAST1	6.2831
MAST2	1677.7625	MAST2	1135.582
MAST3	180.5079	MAST3	382.6058
MAST4	2415.58	MAST4	1350.1984
MASTL	226.4928	MASTL	238.0952
MAT1A	124.9142	MAT1A	26.1243
MAT2A	5921.757	MAT2A	4455.3571
MAT2B	2885.3809	MAT2B	1556.5476
MATK	8.9224	MATK	31.0847
MATN2	83.0474	MATN2	3319.1138
MATN3	353.8092	MATN3	77.381
MATR3	9076.9904	MATR3	6944.0278
MAVS	2722.0316	MAVS	3451.3889
MAX	1030.199	MAX	1265.2116
MAZ	5452.8106	MAZ	1839.5999
MBD1	1176.733	MBD1	1148.1481
MBD2	1820.1784	MBD2	1616.4021
MBD3	1405.2848	MBD3	1109.127
MBD4	904.9417	MBD4	782.0767
MBD5	360.3294	MBD5	400.463
MBD6	2039.1215	MBD6	1464.6164
MBIP	268.3596	MBIP	374.0079
removed	removed	MBL1P	10.582
MBLAC1	32.2581	MBLAC1	19.5106
MBLAC2	340.7687	MBLAC2	261.2434
MBNL1	1730.3775	MBNL1	4689.0807
MBNL2	1419.698	MBNL2	3014.5503
MBNL3	112.5601	MBNL3	136.2434
MBOAT1	2366.5065	MBOAT1	921.627
MBOAT2	508.2361	MBOAT2	325.7275
MBOAT7	2169.8696	MBOAT7	871.0317
MBP	663.0062	MBP	1150.7937
MBTD1	615.6486	MBTD1	745.0397
MBTPS1	2832.8758	MBTPS1	4568.4524
MBTPS2	849.0014	MBTPS2	600.3803
MB	535.6898	MB	107.8042
MC1R	54.9073	MC1R	49.2692
MCAM	3517.5017	MCAM	9545.9656
MCART1	114.2759	MCART1	202.0503
removed	removed	MCART6	6.9444
MCAT	282.0865	MCAT	225.5291
MCCC1	726.4928	MCCC1	819.4444
MCCC2	11517.1585	MCCC2	2584.3254
MCCD1	5.4907	MCCD1	20.8333
MCC	1352.0933	MCC	1301.918
MCEE	403.569	MCEE	206.3492
removed	removed	MCF2L2	14.881
MCF2L	845.2505	MCF2L	1113.6078
MCF2	8.9224	removed	removed
MCFD2	2765.6143	MCFD2	3616.8155
MCHR1	95.0583	MCHR1	14.881
MCL1	4591.9698	MCL1	11885.2513
MCM10	83.0474	MCM10	8.5979
MCM2	1133.8367	MCM2	287.3677
MCM3APAS	13.1709	MCM3APAS	44.6164
MCM3AP	1904.8113	MCM3AP	2208.3598
MCM3	2345.5731	MCM3	1438.8228
MCM4	2423.4729	MCM4	690.8069
MCM5	970.1441	MCM5	581.6799
MCM6	656.8291	MCM6	555.2249
MCM7	1723.3219	MCM7	1385.7705
MCM8	219.9725	MCM8	207.0106
MCM9	143.1023	MCM9	108.4656
MCOLN1	353.1229	MCOLN1	466.9312
MCOLN2	144.1318	MCOLN2	36.045
MCOLN3	584.42	MCOLN3	118.3862
MCPH1	206.8668	MCPH1	575.0992
MCRS1	1225.8065	MCRS1	822.4206
MCTP1	48.7303	MCTP1	340.6085
MCTP2	7.8929	MCTP2	265.873
MCTS1	1019.9039	MCTS1	740.7407
MDC1	882.9787	MDC1	1186.5079
MDFIC	1101.2354	MDFIC	1642.8571
MDFI	136.9252	MDFI	485.7804
MDGA1	77.2135	MDGA1	147.8175
MDH1B	18.5312	MDH1B	42.6587
MDH1	1622.512	MDH1	3093.5847
MDH2	2547.3576	MDH2	2166.0053
MDK	2856.5546	MDK	1558.2011
MDM1	442.6905	MDM1	293.3201
MDM2	2617.7076	MDM2	2101.8519
MDM4	782.0865	MDM4	1016.5344
MDN1	971.86	MDN1	1966.2698
MDP1	245.127	MDP1	153.8657
ME1	749.4852	ME1	847.2222
ME2	707.6184	ME2	541.9974
ME3	857.9272	ME3	447.4206
MEA1	1069.3102	MEA1	749.0079
MEAF6	1986.2732	MEAF6	1318.4524
MECOM	187.7145	MECOM	768.5185
MECP2	1511.3246	MECP2	2221.8915
MECR	307.8243	MECR	453.0423
MED10	345.5731	MED10	346.2302
MED11	239.5333	MED11	204.3651
MED12L	34.3171	MED12L	9.5899
MED12	1110.8442	MED12	1691.4683
MED13L	6316.4036	MED13L	4638.8889
MED13	2661.9767	MED13	2308.8624
MED14	1502.4022	MED14	1119.6892
MED15	1119.4235	MED15	1628.9683
MED16	1362.0453	MED16	992.0635
MED17	569.6637	MED17	663.3598
MED18	391.558	MED18	272.8175
MED19	194.9211	MED19	238.4259
MED1	2018.8744	MED1	1827.381
MED20	443.72	MED20	438.4921
MED21	532.6012	MED21	517.8571
MED22	755.6623	MED22	830.3571
MED23	888.4695	MED23	1107.1429
MED24	1929.9931	MED24	1338.2937
MED25	1050.103	MED25	631.6138
MED26	264.9279	MED26	249.0079
MED27	198.3528	MED27	196.4286
MED28	606.0398	MED28	530.4233
MED29	2553.1915	MED29	1444.1138
MED30	147.2203	MED30	146.164
MED31	152.3027	MED31	124.6164
MED4	996.9115	MED4	869.0476
MED6	255.3191	MED6	288.0291
MED7	237.1311	MED7	238.4259
MED8	509.2656	MED8	549.9339
MED9	481.4688	MED9	415.6746
MEF2A	1029.7186	MEF2A	1945.0661
MEF2B	18.6788	MEF2B	15.5721
MEF2C	742.2787	MEF2C	1343.9153
MEF2D	1410.0892	MEF2D	1999.3386
removed	removed	MEFV	8.2672
MEG3	27.4537	MEG3	190.8069
MEGF10	3711.7364	MEGF10	139.2196
MEGF6	156.8291	MEGF6	975.8598
MEGF8	1283.8023	MEGF8	1863.4259
MEGF9	2819.8353	MEGF9	2159.0608
MEI1	5.4907	MEI1	49.2725
MEIS1	213.7955	MEIS1	481.1508
MEIS2	42.5532	MEIS2	426.5873
MEIS3P1	952.9856	MEIS3P1	826.3889
MEIS3	815.3741	MEIS3	218.9153
MELK	110.8442	MELK	7.6058
MEMO1	245.2848	MEMO1	254.2725
MEN1	711.3933	MEN1	675.5952
removed	removed	MEOX1	741.4021
MEOX2	14.7563	MEOX2	847.2222
MEPCE	1265.2711	MEPCE	1332.672
MERTK	169.1833	MERTK	375.3307
MESDC1	463.2807	MESDC1	464.2857
MESDC2	1358.6136	MESDC2	1157.4074
MESP1	50.103	MESP1	79.6958
MESP2	33.6307	MESP2	14.5503
removed	removed	MESTIT1	29.7619
MEST	241.9355	MEST	2254.9603
METAP1	859.6431	METAP1	1016.5344
METAP2	1593.6857	METAP2	1620.7011
METRNL	191.1462	METRNL	380.6217
METRN	654.4269	METRN	93.9153
METT10D	1438.2292	METT10D	997.6852
METT11D1	539.8078	METT11D1	514.5503
METT5D1	457.4468	METT5D1	352.8439
METTL10	283.8161	METTL10	329.9041
METTL11A	276.3898	METTL11A	269.4345
METTL12	69.4475	METTL12	53.0423
METTL13	695.2642	METTL13	770.172
METTL14	384.3514	METTL14	478.836
METTL1	283.8023	METTL1	208.3333
METTL2A	394.9897	METTL2A	337.963
METTL2B	225.4633	METTL2B	267.8571
METTL3	888.3837	METTL3	762.8142
METTL4	257.7213	METTL4	237.7646
METTL5	371.2869	METTL5	426.2235
METTL6	332.8758	METTL6	259.5899
METTL7A	2960.1922	METTL7A	4380.291
METTL7B	5.1476	METTL7B	27.4471
METTL8	521.2766	METTL8	416.336
METTL9	2871.9973	METTL9	1669.6429
MET	125.9437	MET	2039.3519
MEX3A	51.1325	MEX3A	163.0291
MEX3B	25.7378	MEX3B	50.5952
MEX3C	699.3823	MEX3C	1252.9762
MEX3D	281.4001	MEX3D	258.2672
MFAP1	1428.9636	MFAP1	808.5317
MFAP2	343.8572	MFAP2	161.045
MFAP3L	391.9012	MFAP3L	664.3519
MFAP3	1585.7927	MFAP3	1308.2011
MFAP4	64.173	MFAP4	5415.0132
MFAP5	379.8902	MFAP5	1350.5291
MFF	900.1373	MFF	954.0344
MFGE8	968.4283	MFGE8	3918.3201
MFHAS1	89.5676	MFHAS1	355.8201
MFI2	159.9176	MFI2	565.4762
MFN1	837.6802	MFN1	914.0212
MFN2	2141.7296	MFN2	3226.1905
MFNG	94.7152	MFNG	410.0529
MFRP	386.0673	MFRP	307.8704
MFSD10	1105.3535	MFSD10	774.1402
MFSD11	338.8984	MFSD11	451.0913
MFSD1	1315.0309	MFSD1	1440.8069
MFSD2A	12.011	MFSD2A	48.6111
MFSD2B	11.3246	MFSD2B	5.291
MFSD3	514.4132	MFSD3	132.9365
MFSD4	38.092	MFSD4	142.8571
MFSD5	1024.3651	MFSD5	536.045
MFSD6L	158.8881	MFSD6L	53.2407
MFSD6	456.0741	MFSD6	1428.9021
MFSD7	1548.1984	MFSD7	254.7553
MFSD8	456.4173	MFSD8	382.9365
MFSD9	79.2725	MFSD9	163.3598
removed	removed	MGAM	5.9524
MGAT1	2882.6356	MGAT1	3119.709
MGAT2	520.9334	MGAT2	602.1825
MGAT3	42.5532	MGAT3	415.6746
MGAT4A	6732.3267	MGAT4A	1629.6296
MGAT4B	1826.3555	MGAT4B	1104.4974
removed	removed	MGAT5B	9.5899
MGAT5	343.1709	MGAT5	382.6058
MGA	1362.7316	MGA	1497.3545
MGC12982	64.8593	MGC12982	18.1878
MGC14436	29.5127	removed	removed
MGC16121	6.5202	MGC16121	7.6058
MGC16142	16.4722	MGC16142	8.2672
MGC16275	16.8154	MGC16275	23.4788
MGC16384	5.4907	MGC16384	6.9444
MGC21881	243.3082	MGC21881	147.8175
MGC23270	50.7893	MGC23270	39.3519
MGC23284	12.011	MGC23284	33.7302
MGC2752	807.138	MGC2752	643.1878
MGC29506	29.5127	MGC29506	226.5212
MGC3771	36.6609	MGC3771	13.4623
MGC42105	38.7783	removed	removed
MGC45800	7.8929	MGC45800	70.7672
MGC57346	123.1984	MGC57346	206.0813
MGC70857	575.4976	MGC70857	254.6296
MGC72080	24.0528	MGC72080	49.9702
MGC87042	5.4907	MGC87042	24.8016
MGEA5	4862.0453	MGEA5	5095.8995
MGLL	722.0316	MGLL	6755.291
MGMT	480.4393	MGMT	380.6217
MGP	16211.3933	MGP	104093.254
MGRN1	2019.5607	MGRN1	1229.4974
MGST1	4424.5024	MGST1	6069.4444
MGST2	1130.4049	MGST2	630.6217
MGST3	727.1791	MGST3	1532.0767
MIA3	1388.8126	MIA3	2411.045
MIAT	77.8964	MIAT	75.2579
removed	removed	MIA	226.1806
MIB1	2107.0693	MIB1	1984.4577
MIB2	299.5882	MIB2	370.3704
MICAL1	436.8566	MICAL1	420.3042
MICAL2	1190.803	MICAL2	1034.0608
MICAL3	366.5065	MICAL3	1718.254
MICALCL	62.8003	MICALCL	58.8624
MICALL1	556.9664	MICALL1	981.1508
MICALL2	478.7234	MICALL2	282.4074
MICA	179.8216	MICA	234.4577
MICB	344.2004	MICB	119.0476
MID1IP1	424.5024	MID1IP1	502.3148
MID1	42.5532	MID1	785.0529
MID2	3241.2491	MID2	993.7169
MIDN	1225.1201	MIDN	2086.6402
MIER1	1004.4612	MIER1	1221.8915
MIER2	273.164	MIER2	419.9735
MIER3	1244.6809	MIER3	650.7937
MIF4GD	457.5257	MIF4GD	347.371
MIF	2236.3452	MIF	1524.2163
MIIP	164.3789	MIIP	238.0952
MINA	541.9698	MINA	803.2407
MINK1	1542.4846	MINK1	2152.3148
MINPP1	614.6191	MINPP1	379.2989
MIOS	521.2766	MIOS	650.7937
MIPEP	537.7488	MIPEP	384.5899
MIPOL1	261.1531	MIPOL1	153.7698
MIR155HG	156.1428	MIR155HG	6.2831
MIR17HG	29.8559	MIR17HG	36.3757
MIS12	515.4427	MIS12	444.1138
MITD1	162.3198	MITD1	202.7116
MITF	132.464	MITF	770.172
MIXL1	21.6198	removed	removed
MKI67IP	582.011	MKI67IP	583.3333
MKI67	984.9005	MKI67	95.8995
MKKS	753.6033	MKKS	800.5952
MKL1	825.326	MKL1	1262.5661
MKL2	7199.3823	MKL2	3395.172
MKLN1	1923.1297	MKLN1	2338.6243
MKNK1	330.8648	MKNK1	670.9854
MKNK2	3535.6898	MKNK2	3398.1481
MKRN1	2902.5395	MKRN1	2571.0979
MKRN2	612.2169	MKRN2	623.0159
MKS1	419.3548	MKS1	294.3122
MKX	1194.2347	MKX	100.8598
removed	removed	MLC1	9.9206
MLEC	8091.9698	MLEC	5647.4868
MLF1IP	215.1167	MLF1IP	46.6138
MLF1	180.8511	MLF1	380.9524
MLF2	2805.4221	MLF2	2502.6455
MLH1	1296.4997	MLH1	699.0741
MLH3	527.4537	MLH3	621.3624
MLKL	123.8847	MLKL	201.3889
MLL2	2810.6692	MLL2	3481.3988
removed	removed	MLL3	3900.1323
MLL4	1277.9684	MLL4	1185.5159
MLL5	1999.4612	MLL5	3032.6852
MLLT10	538.4351	MLLT10	945.4365
MLLT11	120.1098	MLLT11	38.6905
MLLT1	2106.7261	MLLT1	1641.8651
MLLT3	563.8298	MLLT3	441.1376
MLLT4	7664.722	MLLT4	4032.0767
MLLT6	3646.8771	MLLT6	5096.5608
MLL	1971.1736	MLL	3725.8598
MLPH	9264.2416	MLPH	4135.9127
MLST8	1371.685	MLST8	459.2063
MLXIPL	37.4056	MLXIPL	400.1323
MLXIP	271.105	MLXIP	1384.2593
MLX	807.9272	MLX	982.6091
MLYCD	239.8765	MLYCD	316.1376
MMAA	330.8167	MMAA	289.3519
MMAB	480.0961	MMAB	517.5265
MMACHC	135.5525	MMACHC	161.7063
MMADHC	1595.7447	MMADHC	1573.082
MMD	163.0062	MMD	1931.8783
MMEL1	9.4029	MMEL1	10.8929
MME	53.5347	MME	5056.5476
MMGT1	532.2581	MMGT1	1005.6217
MMP10	32.9444	MMP10	6.9444
MMP11	7088.1949	MMP11	96.5608
MMP13	123.5415	removed	removed
MMP14	5836.6507	MMP14	3873.6772
MMP15	300.9609	MMP15	504.9603
MMP16	168.8401	MMP16	94.246
MMP17	293.0679	MMP17	65.4762
MMP19	213.4523	MMP19	618.0556
MMP1	61.4276	removed	removed
MMP23B	10.6383	MMP23B	82.3413
MMP24	287.5772	MMP24	372.3545
MMP25	51.2835	MMP25	97.9729
MMP28	42.21	MMP28	296.2963
MMP2	2986.9595	MMP2	10824.0741
MMP3	11.6678	MMP3	28.1085
MMP7	106.7261	MMP7	815.4762
MMP9	1907.0007	MMP9	89.2857
MMRN1	21.6198	MMRN1	2129.2989
MMRN2	675.0172	MMRN2	3013.8889
MMS19	871.6541	MMS19	1205.0265
MN1	240.2196	MN1	293.3201
MNAT1	259.4372	MNAT1	224.537
MND1	25.0515	removed	removed
MNDA	106.0398	MNDA	116.7328
MNS1	95.7447	MNS1	95.2381
MNT	689.4303	MNT	661.7063
MOAP1	1163.3493	MOAP1	948.7434
MOB2	463.6239	MOB2	553.5714
MOBKL1A	1155.4564	MOBKL1A	1092.5926
MOBKL1B	652.7111	MOBKL1B	763.8889
MOBKL2A	1088.8813	MOBKL2A	1135.582
MOBKL2B	101.9218	MOBKL2B	517.1958
MOBKL2C	234.6809	MOBKL2C	734.4378
MOBKL3	909.4029	MOBKL3	932.8704
MOCOS	492.7934	MOCOS	173.9418
MOCS1	399.0117	MOCS1	883.3466
MOCS2	670.5559	MOCS2	691.1376
MOCS3	172.2718	MOCS3	146.4947
removed	removed	MOGAT2	37.6984
MOGS	1052.8483	MOGS	973.8757
MON1A	145.1613	MON1A	187.1693
MON1B	474.2622	MON1B	781.4153
MON2	1323.6102	MON2	1699.4048
MORC1	27.4537	removed	removed
MORC2	982.1551	MORC2	923.9418
MORC3	730.954	MORC3	1160.7143
MORC4	625.2574	MORC4	597.2222
MORF4L1	3522.3061	MORF4L1	3943.7831
MORF4L2	8754.976	MORF4L2	3697.0866
MORN1	129.3754	MORN1	88.2937
MORN2	160.604	MORN2	166.0053
MORN3	43.9259	MORN3	9.2593
MORN4	150.3089	MORN4	182.209
MOSC1	53.5347	MOSC1	1448.7434
MOSC2	256.3487	MOSC2	338.2937
MOSPD1	224.0906	MOSPD1	217.5926
MOSPD2	260.8099	MOSPD2	328.7037
MOSPD3	204.873	MOSPD3	196.0979
removed	removed	MOV10L1	18.5185
MOV10	724.7769	MOV10	787.3677
MOXD1	81.6747	MOXD1	85.6481
MPDU1	1587.1654	MPDU1	801.5873
MPDZ	1352.0933	MPDZ	1944.4444
MPEG1	555.9369	MPEG1	1645.172
MPG	1399.1078	MPG	505.6217
MPHOSPH10	876.4585	MPHOSPH10	808.2011
MPHOSPH6	131.4345	MPHOSPH6	294.9735
MPHOSPH8	1530.5422	MPHOSPH8	1519.8413
MPHOSPH9	222.7179	MPHOSPH9	153.1085
MPI	650.652	MPI	637.8968
MPL	10.6383	MPL	35.7143
MPND	404.2553	MPND	271.4947
MPP1	407.687	MPP1	485.4497
MPP2	121.4825	MPP2	254.6296
MPP3	69.3205	MPP3	131.6138
MPP5	702.1277	MPP5	1025.1323
MPP6	7.2066	MPP6	86.9709
MPP7	645.1613	MPP7	921.627
MPPE1	708.6479	MPPE1	596.5608
MPPED1	49.7598	removed	removed
MPPED2	37.4056	MPPED2	214.2857
MPRIP	2484.9005	MPRIP	3009.9206
MPST	654.4269	MPST	607.4735
MPV17L2	315.0309	MPV17L2	208.9947
MPV17L	484.9005	MPV17L	134.9206
MPV17	610.1579	MPV17	579.3651
MPZL1	1820.5216	MPZL1	4118.3862
MPZL2	552.5051	MPZL2	1010.582
MPZL3	66.232	MPZL3	82.0106
MPZ	29.1695	MPZ	82.3413
MR1	206.2457	MR1	192.791
removed	removed	MRAP2	67.791
removed	removed	MRAP	461.5642
MRAS	382.6356	MRAS	2811.1772
MRC1	14.7563	MRC1	1082.0106
MRC2	1152.7111	MRC2	2614.0873
MRE11A	502.4022	MRE11A	587.6323
MREG	539.8078	MREG	1028.3829
MRFAP1L1	2540.8373	MRFAP1L1	1328.373
MRFAP1	8424.5024	MRFAP1	5198.082
MRGPRF	17.8449	MRGPRF	478.1746
removed	removed	MRGPRX2	5.6217
removed	removed	MRGPRX3	29.1005
MRI1	1057.9959	MRI1	696.4286
MRM1	150.652	MRM1	61.1772
MRO	24.022	MRO	97.2222
MRP63	837.9444	MRP63	487.7579
MRPL10	807.138	MRPL10	763.2275
MRPL11	344.8868	MRPL11	449.7354
MRPL12	696.9801	MRPL12	396.4947
MRPL13	911.4619	MRPL13	386.5741
MRPL14	731.9835	MRPL14	330.3571
MRPL15	676.733	MRPL15	468.254
MRPL16	395.676	MRPL16	561.5079
MRPL17	822.2375	MRPL17	545.3042
MRPL18	682.5669	MRPL18	568.4524
MRPL19	1050.4461	MRPL19	1125.9921
MRPL1	241.9355	MRPL1	295.6349
MRPL20	1377.1585	MRPL20	909.8446
MRPL21	403.569	MRPL21	383.9286
MRPL22	384.3514	MRPL22	270.5026
MRPL23	353.1229	MRPL23	254.2989
MRPL24	1205.2162	MRPL24	726.8519
MRPL27	705.5594	MRPL27	487.7646
MRPL28	1464.6534	MRPL28	600.1984
MRPL2	272.1345	MRPL2	355.1587
MRPL30	686.7639	MRPL30	759.3585
MRPL32	686.3418	MRPL32	591.6005
MRPL33	529.5127	MRPL33	422.2884
MRPL34	540.4942	MRPL34	334.9868
MRPL35	931.709	MRPL35	735.4497
MRPL36	338.3665	MRPL36	200.7275
MRPL37	984.5573	MRPL37	919.9735
MRPL38	734.6362	MRPL38	532.8175
MRPL39	480.0961	MRPL39	317.1296
MRPL3	1863.418	MRPL3	1094.9074
MRPL40	687.3713	MRPL40	456.6799
MRPL41	303.0199	MRPL41	314.4841
removed	removed	MRPL42P5	6.2434
MRPL42	772.1345	MRPL42	528.7698
MRPL43	858.8264	MRPL43	809.2196
MRPL44	453.6719	MRPL44	470.5688
MRPL45	991.4207	MRPL45	789.3519
MRPL46	411.1187	MRPL46	344.246
MRPL47	506.8634	MRPL47	357.1429
MRPL48	268.0165	MRPL48	248.3466
MRPL49	1925.5319	MRPL49	1270.5026
MRPL4	637.2684	MRPL4	509.2593
MRPL50	235.7584	MRPL50	327.7116
MRPL51	1429.9931	MRPL51	870.7011
MRPL52	379.8902	MRPL52	291.336
MRPL53	348.7406	MRPL53	328.5648
MRPL54	547.7008	MRPL54	348.545
MRPL55	357.2409	MRPL55	307.5397
MRPL9	577.1757	MRPL9	660.754
MRPS10	710.7069	MRPS10	755.6217
MRPS11	589.2244	MRPS11	356.8122
MRPS12	412.8346	MRPS12	226.1905
MRPS14	354.4955	MRPS14	307.209
MRPS15	863.418	MRPS15	747.0238
MRPS16	1674.674	MRPS16	1220.8929
MRPS17	165.7515	MRPS17	165.1356
MRPS18A	595.0583	MRPS18A	475.8598
MRPS18B	1145.1613	MRPS18B	1063.4921
MRPS18C	252.3404	MRPS18C	225.0595
MRPS21	635.2093	MRPS21	589.6164
MRPS22	347.9753	MRPS22	432.5397
MRPS23	850.0343	MRPS23	414.3519
MRPS24	561.7708	MRPS24	578.373
MRPS25	543.2155	MRPS25	668.0787
MRPS26	877.1448	MRPS26	469.5767
MRPS27	1758.4077	MRPS27	1346.8915
MRPS28	477.862	MRPS28	231.9775
MRPS2	662.9307	MRPS2	643.8194
MRPS30	4658.2018	MRPS30	444.7751
MRPS31	330.8167	MRPS31	393.1878
MRPS33	561.4276	MRPS33	404.4312
MRPS34	1578.243	MRPS34	494.709
MRPS35	1249.1421	MRPS35	876.9841
MRPS36	548.3871	MRPS36	263.5582
MRPS5	440.2883	MRPS5	569.4444
MRPS6	441.4585	MRPS6	572.5992
MRPS7	865.3981	MRPS7	713.8062
MRPS9	376.4585	MRPS9	432.5397
MRRF	431.3658	MRRF	413.3598
MRS2	453.3288	MRS2	594.246
MRTO4	796.4997	MRTO4	659.3915
MRVI1	429.65	MRVI1	956.3492
MS4A14	35.0412	MS4A14	116.8684
MS4A15	131.7776	removed	removed
removed	removed	MS4A1	20.8333
MS4A2	34.6603	MS4A2	119.709
MS4A4A	62.8003	MS4A4A	602.8439
MS4A6A	466.0261	MS4A6A	1017.8571
MS4A7	364.0666	MS4A7	1276.6501
MS4A8B	256.3487	removed	removed
MSC	39.7769	MSC	145.1455
MSH2	536.0329	MSH2	741.7328
MSH3	787.1277	MSH3	609.8016
MSH5	50.103	MSH5	197.2784
MSH6	1439.2588	MSH6	1165.6746
MSI1	292.3816	MSI1	60.5159
MSI2	982.4983	MSI2	301.918
MSL1	2344.2004	MSL1	1846.8915
MSL2	1154.4269	MSL2	998.0159
MSL3L2	35.6898	MSL3L2	55.8862
MSL3	353.1229	MSL3	548.2804
removed	removed	MSLN	6.2831
MSMB	8.9224	MSMB	8.5979
MSMP	26.7673	MSMP	46.627
MSN	6065.5456	MSN	10436.5079
MSR1	768.7028	MSR1	523.8095
MSRA	66.5752	MSRA	206.6799
MSRB2	441.6609	MSRB2	460.3175
MSRB3	474.6054	MSRB3	2694.1138
MST1P2	150.652	MST1P2	101.8519
MST1P9	60.7412	MST1P9	72.0899
MST1R	650.3089	MST1R	198.7434
MST1	213.1091	MST1	68.4524
MST4	495.1956	MST4	298.2804
MSTN	6.5202	MSTN	7.2751
MSTO1	415.5045	MSTO1	662.9134
MSTO2P	79.8765	MSTO2P	157.3049
MSX1	56.28	MSX1	100.8598
MSX2	6.5202	MSX2	217.2619
MT1A	42.8964	MT1A	24.1402
MT1E	204.5299	MT1E	508.2672
MT1F	65.5456	MT1F	116.0714
MT1G	146.534	MT1G	127.9762
MT1L	21.2766	MT1L	75.0661
MT1M	15.7859	MT1M	81.0185
MT1X	152.3679	MT1X	1031.746
MT2A	907.3439	MT2A	1443.7831
MTA1	599.1764	MTA1	941.4683
MTA2	1478.7234	MTA2	1769.8413
MTA3	958.4763	MTA3	971.5608
MTAP	614.9623	MTAP	702.0503
MTBP	150.9952	MTBP	68.1217
MTCH1	3404.5985	MTCH1	3255.6217
MTCH2	1344.8868	MTCH2	1173.9418
MTCP1NB	234.0048	MTCP1NB	215.711
MTCP1	24.0597	MTCP1	25.6911
MTDH	5248.1126	MTDH	3144.1799
MTERFD1	657.5154	MTERFD1	249.3386
MTERFD2	272.4777	MTERFD2	447.7513
MTERFD3	584.7632	MTERFD3	539.0212
MTERF	164.722	MTERF	187.1693
MTF1	512.6973	MTF1	884.2593
MTF2	370.6246	MTF2	515.2116
MTFMT	236.4447	MTFMT	206.6799
MTFR1	649.7049	MTFR1	384.5899
MTG1	359.9863	MTG1	303.9021
MTHFD1L	197.6664	MTHFD1L	234.4577
MTHFD1	1153.5381	MTHFD1	1807.9464
MTHFD2L	314.3342	MTHFD2L	260.5225
MTHFD2	585.4496	MTHFD2	869.0476
MTHFR	518.6788	MTHFR	864.4147
MTHFSD	188.744	MTHFSD	371.3624
MTHFS	379.8902	MTHFS	218.5847
MTIF2	765.6143	MTIF2	680.2249
MTIF3	889.8421	MTIF3	833.664
MTL5	564.5161	MTL5	286.3757
MTM1	480.7824	MTM1	457.0106
MTMR10	1295.5079	MTMR10	1415.4233
MTMR11	190.803	MTMR11	294.6429
MTMR12	2133.1503	MTMR12	1887.8968
MTMR14	886.4104	MTMR14	697.4206
MTMR15	885.6863	MTMR15	704.2857
MTMR1	943.3768	MTMR1	788.0291
MTMR2	424.8456	MTMR2	799.2725
MTMR3	1590.9403	MTMR3	2075.7275
MTMR4	1349.6911	MTMR4	1077.381
MTMR6	1135.5525	MTMR6	1049.9339
MTMR7	15.4736	MTMR7	60.4233
MTMR8	13.0405	MTMR8	13.8889
MTMR9L	130.0618	MTMR9L	186.5079
MTMR9	225.1098	MTMR9	534.0046
MTO1	292.0384	MTO1	456.0185
MTOR	1576.5271	MTOR	1962.963
MTP18	447.965	MTP18	168.879
MTPAP	324.2347	MTPAP	423.2804
MTRF1L	262.1826	MTRF1L	337.963
MTRF1	117.3644	MTRF1	104.828
MTRR	905.2848	MTRR	672.619
MTR	845.5731	MTR	1793.9815
MTSS1L	996.2251	MTSS1L	1012.2354
MTSS1	621.8119	MTSS1	944.7685
MTUS1	958.1332	MTUS1	3301.2566
removed	removed	MTUS2	21.4947
MTX1	570.6623	MTX1	433.8029
MTX2	611.8737	MTX2	427.9101
MTX3	989.0185	MTX3	730.8201
removed	removed	MUC15	619.0476
removed	removed	MUC16	78.7037
MUC1	680.8511	MUC1	1919.9735
MUC20	293.4111	MUC20	303.9021
removed	removed	MUC2	16.5344
MUC4	10.6383	MUC4	13.2275
removed	removed	MUC5B	157.4074
removed	removed	MUC6	284.3915
removed	removed	MUCL1	5652.7778
MUDENG	695.2642	MUDENG	737.1032
MUL1	914.8936	MUL1	889.5503
MUM1L1	114.2759	MUM1L1	94.9074
MUM1	832.8758	MUM1	820.1058
removed	removed	MURC	6.6138
MUS81	391.9012	MUS81	408.3995
MUSTN1	30.8854	MUSTN1	171.7163
MUTED	277.6253	MUTED	354.4974
MUTYH	149.9005	MUTYH	152.5661
MUT	961.2217	MUT	925.2646
MVD	131.7776	MVD	249.3386
