gene_id	TCGA-AC-A23H-01A-11R-A157-07	gene_id	TCGA-AC-A23H-11A-12R-A157-07
MKRN3	26.1846	MKRN3	16.4594
removed	removed	MKS1	217.9086
removed	removed	MKX	97.6832
MLC1	7.1413	MLC1	6.4406
MLEC	4834.9327	MLEC	5306.7358
MLF1IP	751.2103	MLF1IP	138.5133
removed	removed	MLF1	373.1997
MLF2	2533.9582	MLF2	2300.0268
MLH1	1951.6477	MLH1	775.0246
MLH3	370.1555	MLH3	499.8658
MLKL	69.0322	MLKL	241.5243
MLL2	2337.4872	MLL2	1910.1172
removed	removed	MLL3	3466.1419
removed	removed	MLL4	609.3568
MLL5	1921.0355	MLL5	3292.2444
removed	removed	MLLT10	861.9733
MLLT11	203.8236	MLLT11	66.9112
MLLT1	1299.4123	MLLT1	1240.8981
MLLT3	308.5621	MLLT3	373.9154
removed	removed	MLLT4	3173.0924
removed	removed	MLLT6	3126.9344
removed	removed	MLL	3995.3484
MLPH	8926.2813	MLPH	965.7393
MLST8	803.3713	MLST8	394.6328
removed	removed	MLXIPL	215.0461
MLXIP	821.2453	MLXIP	1307.4515
MLX	705.9585	MLX	1111.552
MLYCD	217.511	MLYCD	250.4696
MMAA	159.1907	MMAA	364.2544
MMAB	518.3367	MMAB	520.2612
MMACHC	132.4109	MMACHC	168.8881
MMADHC	3048.7242	MMADHC	2162.6264
MMD	319.274	MMD	811.8794
removed	removed	MME	11673.316
MMGT1	810.5334	MMGT1	1584.3993
MMP10	5.0584	removed	removed
MMP11	3068.3627	MMP11	74.0674
MMP12	9.5217	removed	removed
MMP13	3999.4049	removed	removed
removed	removed	MMP14	3339.118
MMP15	1181.2839	MMP15	216.1195
MMP16	136.8742	MMP16	201.4491
MMP17	166.927	MMP17	28.9829
MMP19	171.3903	MMP19	608.999
MMP1	9853.1578	removed	removed
MMP23B	20.5311	MMP23B	179.2647
removed	removed	MMP24	188.5679
removed	removed	MMP25	30.8435
removed	removed	MMP27	67.6268
MMP28	62.1885	MMP28	118.4364
removed	removed	MMP2	30141.5153
MMP3	1075.9503	MMP3	120.2254
MMP7	238.9348	MMP7	2949.8166
MMP9	2656.8474	MMP9	30.772
removed	removed	MMRN1	3811.4321
removed	removed	MMRN2	2252.4376
removed	removed	MMS19	1528.2226
MN1	1029.8297	MN1	790.7684
MNAT1	290.1138	MNAT1	205.3851
MND1	78.2563	MND1	5.725
removed	removed	MNDA	190.7147
MNS1	109.2018	MNS1	149.2083
MNT	663.5424	MNT	473.3876
MNX1	91.9438	removed	removed
MOAP1	732.8721	MOAP1	731.7291
MOB2	549.5797	MOB2	319.5277
MOBKL1A	430.5587	MOBKL1A	978.9784
MOBKL1B	1788.8864	MOBKL1B	804.0075
MOBKL2A	741.7987	MOBKL2A	1299.9374
MOBKL2B	47.0133	MOBKL2B	1191.162
MOBKL2C	241.6127	MOBKL2C	568.5661
MOBKL3	1581.7898	MOBKL3	1034.0818
MOBP	5.0584	removed	removed
MOCOS	99.3826	MOCOS	117.7207
MOCS1	125.3917	MOCS1	2045.3636
MOCS2	742.9889	MOCS2	1019.0536
MOCS3	267.4998	MOCS3	201.0913
MOGAT2	67.2469	MOGAT2	31.1298
MOGS	951.8709	MOGS	539.2253
MON1A	228.818	MON1A	133.4645
MON1B	1045.0048	MON1B	571.4286
MON2	1346.4256	MON2	1516.0569
MORC2	1250.9113	MORC2	625.1006
MORC3	957.5244	MORC3	1214.0621
removed	removed	MORC4	951.7846
removed	removed	MORF4L1	5986.9398
MORF4L2	13383.3222	MORF4L2	4258.5884
MORN1	54.7497	MORN1	25.047
MORN2	198.7652	MORN2	200.0179
MORN3	14.2825	removed	removed
MORN4	117.2357	MORN4	222.2023
MOSC1	337.1271	MOSC1	905.6266
MOSC2	415.3835	MOSC2	359.9606
MOSPD1	299.6355	MOSPD1	252.9743
MOSPD2	332.6638	MOSPD2	328.8308
MOSPD3	277.0215	MOSPD3	220.7711
removed	removed	MOV10L1	7.8719
MOV10	1023.8786	MOV10	671.2586
removed	removed	MOXD1	229.0008
MPDU1	1869.5232	MPDU1	815.8154
removed	removed	MPDZ	2046.3369
MPEG1	112.1773	MPEG1	1475.9818
MPG	596.593	MPG	314.5183
MPHOSPH10	1245.2578	MPHOSPH10	872.3499
MPHOSPH6	1383.6197	MPHOSPH6	398.6045
MPHOSPH8	846.2397	MPHOSPH8	1391.5377
MPHOSPH9	435.617	MPHOSPH9	126.3083
MPI	446.6265	MPI	717.7744
MPL	11.307	MPL	37.9283
MPND	251.432	MPND	177.1178
removed	removed	MPO	15.7438
MPP1	167.2246	MPP1	558.1895
MPP2	47.6084	MPP2	260.4884
MPP3	99.3826	MPP3	57.608
removed	removed	MPP4	5.0094
MPP5	804.8799	MPP5	1357.9032
MPP6	11.6046	MPP6	143.8411
MPP7	648.0696	MPP7	780.3918
MPPE1	327.0103	MPPE1	614.0084
removed	removed	MPPED1	6.4406
removed	removed	MPPED2	509.5268
MPRIP	1061.6678	MPRIP	1853.4753
MPST	701.9267	MPST	420.0734
MPV17L2	440.0803	MPV17L2	170.6772
removed	removed	MPV17L	169.9615
MPV17	950.3831	MPV17	785.4012
MPZL1	3910.4367	MPZL1	11018.159
MPZL2	351.1121	MPZL2	1441.9894
MPZL3	49.6913	MPZL3	41.5064
removed	removed	MPZ	66.1955
removed	removed	MR1	215.4039
removed	removed	MRAP2	131.6755
removed	removed	MRAP	56.9282
removed	removed	MRAS	1690.3122
MRC1	22.3164	MRC1	1211.9152
removed	removed	MRC2	3018.159
MRE11A	559.994	MRE11A	676.6258
MREG	1136.3148	MREG	292.6917
MRFAP1L1	1419.9211	MRFAP1L1	1422.6675
MRFAP1	6956.4829	MRFAP1	7005.2778
MRGPRE	7.4388	MRGPRE	5.0094
MRGPRF	14.2825	MRGPRF	479.8282
removed	removed	MRGPRX2	18.2485
removed	removed	MRGPRX3	26.836
removed	removed	MRI1	367.1169
MRM1	53.2619	MRM1	30.4142
MRO	29.1602	MRO	23.2579
MRP63	752.4332	MRP63	509.8846
MRPL10	2158.1492	MRPL10	1050.1834
MRPL11	634.6798	MRPL11	651.9367
MRPL12	401.9936	MRPL12	255.9621
MRPL13	992.338	MRPL13	419.3577
removed	removed	MRPL14	306.2886
MRPL15	806.9627	MRPL15	640.1288
MRPL16	497.8055	MRPL16	553.1801
MRPL17	1211.0392	MRPL17	549.6019
MRPL18	1027.7468	MRPL18	642.2757
MRPL19	2109.053	MRPL19	1226.5856
MRPL1	215.4281	MRPL1	491.9939
removed	removed	MRPL20	1050.2728
MRPL21	595.4028	MRPL21	449.4141
MRPL22	368.9653	MRPL22	317.3808
MRPL23	404.0765	MRPL23	223.9914
MRPL24	1164.621	MRPL24	667.3227
MRPL27	1026.5566	MRPL27	490.9205
MRPL28	550.7699	MRPL28	346.7215
MRPL2	323.4397	MRPL2	315.5917
MRPL30	1219.6206	MRPL30	948.7146
MRPL32	638.5479	MRPL32	720.2791
MRPL33	479.3573	MRPL33	463.7266
MRPL34	426.0954	MRPL34	463.011
MRPL35	977.4604	MRPL35	844.0827
MRPL36	316.8936	MRPL36	232.9368
MRPL37	1483.0023	MRPL37	1396.5471
MRPL38	804.3651	MRPL38	490.0474
MRPL39	352.8974	MRPL39	460.5063
MRPL3	2507.476	MRPL3	1576.8852
MRPL40	1148.5532	MRPL40	604.7053
MRPL41	633.4895	MRPL41	183.2006
removed	removed	MRPL42P5	8.634
MRPL42	757.8665	MRPL42	585.3833
MRPL43	676.1556	MRPL43	892.0333
MRPL44	781.6708	MRPL44	564.2723
removed	removed	MRPL45	1396.1893
MRPL46	317.7862	MRPL46	331.3355
MRPL47	753.7008	MRPL47	435.1015
MRPL48	263.9292	MRPL48	359.245
MRPL49	3488.2095	MRPL49	1288.1295
MRPL4	555.5308	MRPL4	397.8889
MRPL50	608.4951	MRPL50	468.736
MRPL51	1118.7979	MRPL51	1115.6633
MRPL52	295.7673	MRPL52	283.7463
MRPL53	443.5825	MRPL53	240.4508
MRPL54	544.2238	MRPL54	307.7198
MRPL55	425.2027	MRPL55	164.2365
MRPL9	938.4364	MRPL9	909.0795
removed	removed	MRPS10	1010.1082
MRPS11	639.4406	MRPS11	304.1417
MRPS12	489.9323	MRPS12	186.7788
removed	removed	MRPS14	415.064
MRPS15	860.2247	MRPS15	828.3388
MRPS16	1323.2165	MRPS16	1412.6487
MRPS17	373.8481	MRPS17	209.321
MRPS18A	624.8605	MRPS18A	474.461
MRPS18B	1541.6202	MRPS18B	1624.8323
MRPS18C	333.8511	MRPS18C	424.3671
MRPS21	274.3435	MRPS21	860.5421
MRPS22	593.3199	MRPS22	549.2441
MRPS23	2961.2438	MRPS23	514.1784
MRPS24	737.9305	MRPS24	738.5276
MRPS25	526.1921	MRPS25	685.9612
MRPS26	976.5677	MRPS26	344.5746
MRPS27	1007.2157	MRPS27	2092.8527
MRPS28	290.9737	MRPS28	209.4033
MRPS2	820.308	MRPS2	733.1389
MRPS30	416.5737	MRPS30	343.1434
MRPS31	217.8085	MRPS31	422.2202
MRPS33	755.1886	MRPS33	670.1852
removed	removed	MRPS34	268.0025
MRPS35	1150.9336	MRPS35	1187.226
MRPS36	355.8729	MRPS36	408.2655
MRPS5	632.2993	MRPS5	537.0785
MRPS6	1088.1708	MRPS6	1011.6969
MRPS7	2741.769	MRPS7	811.6111
MRPS9	467.7527	MRPS9	525.2706
MRRF	289.8163	MRRF	542.0878
removed	removed	MRS2P2	6.0828
MRS2	770.9589	MRS2	593.9708
MRTO4	810.2358	MRTO4	595.0443
MRVI1	220.1889	MRVI1	929.2423
removed	removed	MS4A14	44.4297
removed	removed	MS4A1	10.0188
MS4A2	19.0434	MS4A2	367.8325
MS4A4A	82.7196	MS4A4A	588.6036
MS4A6A	257.6806	MS4A6A	949.9955
MS4A7	292.4764	MS4A7	584.249
MSC	66.8988	MSC	96.8101
removed	removed	MSH2	828.6967
removed	removed	MSH3	654.8421
MSH5	58.9452	MSH5	103.4082
removed	removed	MSH6	1379.372
removed	removed	MSI1	51.5252
MSI2	887.897	MSI2	209.321
MSL1	1527.3376	MSL1	1861.705
removed	removed	MSL2	1227.659
MSL3L2	129.7329	MSL3L2	54.0299
removed	removed	MSL3	802.2184
removed	removed	MSLN	39.3595
MSMB	8.9266	MSMB	6.7985
MSMP	27.6724	MSMP	47.5892
removed	removed	MSN	11976.0265
MSR1	942.9443	MSR1	275.5166
MSRA	66.9493	MSRA	248.6806
MSRB2	361.824	MSRB2	487.3423
MSRB3	734.955	MSRB3	3333.393
MST1P2	8.0339	MST1P2	33.6345
removed	removed	MST1P9	26.4782
MST1R	1264.3011	MST1R	76.93
MST1	10.4143	MST1	23.9735
MST4	740.6085	MST4	420.789
removed	removed	MSTN	20.0376
removed	removed	MSTO1	415.9227
MSTO2P	86.5759	MSTO2P	78.6761
MSX1	91.3487	MSX1	375.7044
MSX2	283.5677	MSX2	200.7335
removed	removed	MT1A	15.386
MT1E	42.8476	MT1E	605.0631
MT1F	57.1301	MT1F	153.8599
MT1G	8.0339	MT1G	77.2878
removed	removed	MT1L	67.269
removed	removed	MT1M	119.5098
MT1X	285.9481	MT1X	1522.8554
MT2A	2609.5366	MT2A	1565.0774
MTA1	864.6879	MTA1	689.5071
MTA2	2414.6396	MTA2	1115.3055
MTA3	1424.0869	MTA3	891.6719
MTAP	1192.5909	MTAP	897.3969
MTBP	84.5049	MTBP	81.2237
MTCH1	3632.8201	MTCH1	3655.7832
MTCH2	3511.4186	MTCH2	1246.2653
MTCP1NB	185.902	MTCP1NB	292.6773
removed	removed	MTCP1	22.9144
MTDH	4471.6209	MTDH	3310.8507
MTERFD1	376.9992	MTERFD1	283.0307
MTERFD2	416.8712	MTERFD2	341.3543
MTERFD3	282.675	MTERFD3	459.4329
MTERF	214.5354	MTERF	223.6336
MTF1	874.8047	MTF1	724.9307
MTF2	439.7828	MTF2	490.5627
MTFMT	188.6484	MTFMT	205.7429
MTFR1	1177.1182	MTFR1	425.7984
MTG1	450.1971	MTG1	342.4278
MTHFD1L	341.5904	MTHFD1L	328.8308
MTHFD1	1482.7434	MTHFD1	1482.3151
MTHFD2L	217.6538	MTHFD2L	265.14
MTHFD2	4218.4036	MTHFD2	629.0366
removed	removed	MTHFR	579.9589
MTHFSD	316.2984	MTHFSD	320.6011
MTHFS	425.7978	MTHFS	240.093
MTIF2	877.1852	MTIF2	775.7402
MTIF3	711.4483	MTIF3	916.361
MTL5	205.9064	MTL5	91.6003
removed	removed	MTM1	501.2971
MTMR10	682.0948	MTMR10	1296.3879
MTMR11	170.7952	MTMR11	460.5063
MTMR12	831.6596	MTMR12	2478.9337
removed	removed	MTMR14	701.6728
MTMR15	478.9556	MTMR15	717.388
MTMR1	1034.2929	MTMR1	1029.0724
removed	removed	MTMR2	1106.718
MTMR3	3913.7097	MTMR3	2112.8902
MTMR4	4680.2053	MTMR4	1108.507
MTMR6	814.9967	MTMR6	1104.2133
MTMR7	6.7098	MTMR7	67.3191
removed	removed	MTMR8	14.3126
MTMR9L	8.3315	MTMR9L	89.4534
MTMR9	214.223	MTMR9	559.2343
removed	removed	MTO1	439.7531
MTOR	2253.6636	MTOR	1796.5829
MTP18	439.4823	MTP18	112.9618
MTPAP	496.9129	MTPAP	593.613
MTRF1L	227.6278	MTRF1L	235.7993
removed	removed	MTRF1	94.105
MTRR	528.4535	MTRR	693.4431
removed	removed	MTR	1867.0722
MTSS1L	2163.5052	MTSS1L	528.1331
MTSS1	1829.9427	MTSS1	845.1561
MTUS1	574.8717	MTUS1	4855.1749
MTUS2	50.2864	MTUS2	21.111
MTX1	603.4338	MTX1	365.6857
MTX2	763.8176	MTX2	402.5405
MTX3	612.9584	MTX3	858.3952
removed	removed	MUC15	1761.1593
removed	removed	MUC16	397.1733
MUC1	11911.3293	MUC1	1750.7827
removed	removed	MUC20	497.0033
MUC21	5.0584	removed	removed
MUC2	13.0923	removed	removed
MUC4	7.7364	MUC4	148.4927
MUC5B	4884.624	MUC5B	308.4355
removed	removed	MUC6	39.7173
removed	removed	MUC7	8.9453
MUCL1	1061.3702	MUCL1	17567.5821
MUDENG	865.283	MUDENG	867.3405
MUL1	750.4277	MUL1	746.7573
MUM1L1	5.9511	MUM1L1	27.5517
MUM1	407.6471	MUM1	644.0648
MURC	18.1507	removed	removed
MUS81	512.6832	MUS81	287.3244
removed	removed	MUSTN1	129.1708
MUTED	291.8991	MUTED	502.3705
MUTYH	49.843	MUTYH	93.7579
MUT	1101.2423	MUT	968.9597
MVD	519.8244	MVD	124.1614
MVK	568.9206	MVK	196.4398
MVP	2352.4511	MVP	1558.9945
MX1	701.9267	MX1	1313.8921
removed	removed	MX2	585.0255
MXD1	258.2757	MXD1	470.1673
MXD3	157.3577	MXD3	67.2761
MXD4	1221.4535	MXD4	1332.4984
MXI1	327.903	MXI1	2781.2863
removed	removed	MXRA5	5026.9255
MXRA7	1283.0469	MXRA7	6648.1796
MXRA8	1829.3536	MXRA8	3656.8566
MYADM	4781.6708	MYADM	5880.3113
removed	removed	MYBBP1A	735.3788
MYBL1	134.7913	MYBL1	52.9564
MYBL2	1412.4823	MYBL2	42.222
removed	removed	MYBPC1	88.38
MYB	749.2375	MYB	443.6891
removed	removed	MYCBP2	3347.3477
removed	removed	MYCBPAP	5.725
MYCBP	911.0228	MYCBP	724.5729
MYCL1	189.8386	MYCL1	140.263
MYCNOS	7.7364	removed	removed
MYCN	218.1061	MYCN	70.4893
MYCT1	114.8553	MYCT1	811.1638
MYC	99.085	MYC	2282.1361
MYD88	1903.1466	MYD88	1102.0664
MYEF2	881.6603	MYEF2	238.3183
removed	removed	MYEOV2	470.1673
MYEOV	37.7892	MYEOV	157.7959
removed	removed	MYH10	2756.5972
MYH11	103.5096	MYH11	16251.7685
removed	removed	MYH14	961.8034
removed	removed	MYH2	13.2391
MYH3	6.5462	MYH3	41.8642
removed	removed	MYH7B	10.3766
removed	removed	MYH9	21436.2644
MYL12A	4776.3148	MYL12A	6648.1796
MYL12B	5111.9542	MYL12B	8052.5986
removed	removed	MYL3	7.1563
MYL5	64.3993	MYL5	71.7238
MYL6B	266.9047	MYL6B	369.9794
MYL6	18796.1021	MYL6	10406.6553
removed	removed	MYL7	66.1955
MYL9	4102.9532	MYL9	13583.3259
MYLIP	1215.5025	MYLIP	1540.746
MYLK3	6.8437	MYLK3	14.3126
MYLK4	22.614	MYLK4	84.0862
removed	removed	MYLK	19034.6077
removed	removed	MYNN	510.6002
MYO10	1765.9749	MYO10	898.4703
removed	removed	MYO15A	12.1657
MYO15B	67.842	MYO15B	342.07
MYO16	11.6046	MYO16	49.0205
removed	removed	MYO18A	1060.7675
MYO19	530.5661	MYO19	301.433
MYO1B	3269.2107	MYO1B	2158.6904
MYO1C	8094.6217	MYO1C	4963.5925
MYO1D	2528.6022	MYO1D	2596.2966
MYO1E	1201.5175	MYO1E	1472.7614
MYO1F	146.3959	MYO1F	179.6225
MYO1G	47.906	MYO1G	41.8642
removed	removed	MYO1H	15.386
removed	removed	MYO3A	6.7985
removed	removed	MYO3B	18.2485
removed	removed	MYO5A	1129.9758
MYO5B	5276.2032	MYO5B	1434.8332
removed	removed	MYO5C	1253.6792
MYO6	10500.9299	MYO6	2818.499
removed	removed	MYO7A	164.5943
MYO9A	539.7605	MYO9A	1280.2576
MYO9B	1367.5519	MYO9B	1107.7914
removed	removed	MYOCD	49.7361
removed	removed	MYOC	643.3491
MYOF	2830.6182	MYOF	9058.7709
removed	removed	MYOM1	264.7822
MYOM2	6.2486	MYOM2	64.4065
removed	removed	MYOM3	40.0751
removed	removed	MYOT	24.3313
MYOZ1	9.8192	MYOZ1	22.5423
removed	removed	MYOZ2	6.0828
removed	removed	MYOZ3	32.9189
MYPOP	125.5672	MYPOP	90.8847
MYRIP	65.4616	MYRIP	110.5645
MYSM1	202.9309	MYSM1	234.0102
MYST1	252.9197	MYST1	597.1912
MYST2	2097.1509	MYST2	1578.6743
MYST3	1566.317	MYST3	2563.7356
MYST4	1799.3008	MYST4	1378.6564
MZF1	151.3412	MZF1	144.5961
N4BP1	1164.621	N4BP1	1660.2558
N4BP2L1	275.8313	N4BP2L1	905.2688
N4BP2L2	890.575	N4BP2L2	2015.2071
N4BP2	379.9747	N4BP2	253.3321
N4BP3	424.31	N4BP3	128.4551
N6AMT1	354.0876	N6AMT1	403.9717
N6AMT2	152.0494	N6AMT2	239.3774
NAA10	609.3878	NAA10	416.4952
NAA15	1710.6301	NAA15	1039.449
removed	removed	NAA16	287.6823
NAA20	1433.311	NAA20	907.7735
NAA25	954.2513	NAA25	710.2603
NAA30	741.5012	NAA30	786.1168
NAA35	850.1079	NAA35	480.9017
NAA38	448.1143	NAA38	386.7967
NAA40	579.6325	NAA40	359.245
NAA50	4597.7832	NAA50	3374.8994
NAAA	748.3449	NAAA	705.2509
NAALAD2	11.0094	NAALAD2	341.7121
NAALADL1	16.9605	NAALADL1	113.7848
NAALADL2	917.3548	NAALADL2	609.3568
NAB1	707.5802	NAB1	1454.1551
NAB2	359.4436	NAB2	509.169
removed	removed	NACA2	72.6362
NACAD	18.1507	NACAD	184.2741
NACAP1	108.6067	NACAP1	227.5696
removed	removed	NACA	25890.6879
NACC1	2091.4974	NACC1	430.45
NACC2	85.3976	NACC2	26.1204
NADK	800.4166	NADK	707.3978
NADSYN1	3617.9424	NADSYN1	543.1613
removed	removed	NAE1	871.2765
NAF1	155.0249	NAF1	225.0649
NAGA	1430.0379	NAGA	920.6548
removed	removed	NAGK	590.3927
NAGLU	462.9919	NAGLU	595.0443
removed	removed	NAGPA	115.9317
NAGS	23.2091	NAGS	28.2673
NAIF1	132.7085	NAIF1	153.8599
NAIP	37.7892	NAIP	81.9394
NALCN	54.4521	NALCN	249.0384
NAMPT	2864.8367	NAMPT	3318.7226
NANOS1	153.5372	NANOS1	297.3432
removed	removed	NANOS3	6.0828
removed	removed	NANP	211.1101
NANS	1773.7112	NANS	577.1536
NAP1L1	5333.3333	NAP1L1	11039.6279
removed	removed	NAP1L2	253.69
removed	removed	NAP1L3	254.7634
removed	removed	NAP1L4	2230.9688
NAP1L5	42.2525	NAP1L5	243.3134
removed	removed	NAP1L6	6.7985
NAPA	2779.5135	NAPA	2139.7907
NAPB	213.6428	NAPB	286.9666
NAPEPLD	455.1514	NAPEPLD	547.5123
NAPG	631.7042	NAPG	685.5712
NAPRT1	782.861	NAPRT1	240.8087
NAPSB	130.3281	NAPSB	140.263
NARFL	418.0614	NARFL	174.6131
NARF	764.1152	NARF	515.2518
NARG2	682.5857	NARG2	1335.7188
NARS2	255.5977	NARS2	352.4466
NARS	3026.7053	NARS	3190.2675
NASP	1467.5296	NASP	1426.9613
removed	removed	NAT10	1206.548
NAT14	292.1967	NAT14	71.2049
NAT15	993.2307	NAT15	661.5976
NAT1	270.4753	NAT1	114.8582
NAT6	178.6595	NAT6	171.332
NAT8B	7.4388	removed	removed
NAT8L	16.0678	NAT8L	87.6644
NAT8	44.3353	removed	removed
removed	removed	NAT9	225.4227
NAV1	1211.0392	NAV1	2006.2617
NAV2	847.2097	NAV2	4190.1887
removed	removed	NAV3	317.3808
NBAS	1098.2668	NBAS	1994.0961
removed	removed	NBEAL1	329.5465
NBEAL2	2101.6142	NBEAL2	559.9785
removed	removed	NBEA	449.0563
NBL1	3215.9488	NBL1	2138.6528
removed	removed	NBLA00301	100.1879
NBN	2198.3188	NBN	1691.3856
NBPF10	942.4474	NBPF10	958.6367
NBPF14	610.8101	NBPF14	605.7715
NBPF15	216.169	NBPF15	337.9766
NBPF16	159.4882	NBPF16	20.0376
NBPF1	591.5346	NBPF1	1083.8179
NBPF3	245.7785	NBPF3	244.3868
NBPF4	5.9511	removed	removed
NBPF9	174.7646	NBPF9	272.5646
NBR1	3271.5912	NBR1	5066.285
NBR2	70.8175	NBR2	145.2724
NCALD	97.2997	NCALD	3979.2468
removed	removed	NCAM1	421.8517
NCAM2	123.1868	NCAM2	150.9974
NCAPD2	1703.1913	NCAPD2	1220.1449
NCAPD3	543.0335	NCAPD3	493.4252
removed	removed	NCAPG2	348.1528
NCAPG	738.4096	NCAPG	62.4135
removed	removed	NCAPH2	356.7403
NCAPH	445.1387	NCAPH	34.7079
NCBP1	2430.3206	NCBP1	996.1535
removed	removed	NCBP2	1700.331
removed	removed	NCCRP1	338.8496
NCDN	1254.1843	NCDN	430.0921
NCEH1	1039.9464	NCEH1	446.9094
removed	removed	NCF1B	6.4406
NCF1C	12.4972	NCF1C	32.9189
NCF1	41.3598	NCF1	53.6721
removed	removed	NCF2	278.3791
removed	removed	NCF4	126.3083
NCK1	578.7399	NCK1	832.2748
NCK2	586.7738	NCK2	862.3312
NCKAP1L	243.1005	NCKAP1L	443.3312
NCKAP1	7085.3232	NCKAP1	5859.9159
NCKAP5L	331.4736	NCKAP5L	329.1887
NCKAP5	839.9911	NCKAP5	302.7104
removed	removed	NCKIPSD	469.0938
NCLN	930.1495	NCLN	446.9094
removed	removed	NCL	9977.2788
removed	removed	NCOA1	2841.3991
removed	removed	NCOA2	1209.7683
removed	removed	NCOA3	1663.4762
NCOA4	3277.8398	NCOA4	7839.3416
NCOA5	1322.0263	NCOA5	1096.3414
NCOA6	2681.2467	NCOA6	1788.711
NCOA7	391.8768	NCOA7	1407.6393
NCOR1	3319.4971	NCOR1	3015.2965
NCOR2	3214.7586	NCOR2	2266.3923
removed	removed	NCR3	6.0828
NCRNA00081	208.8224	NCRNA00081	222.2131
NCRNA00085	12.1997	NCRNA00085	36.1392
removed	removed	NCRNA00086	177.8334
NCRNA00087	5.3559	NCRNA00087	49.3783
removed	removed	NCRNA00092	46.5158
removed	removed	NCRNA00093	11.2103
NCRNA00094	617.0944	NCRNA00094	748.7253
NCRNA00095	58.9154	NCRNA00095	37.9283
NCRNA00105	5.0614	NCRNA00105	7.1563
NCRNA00107	5.0584	NCRNA00107	17.1751
removed	removed	NCRNA00110	26.1204
NCRNA00115	8.0339	NCRNA00115	8.9453
NCRNA00116	92.2413	NCRNA00116	104.1238
NCRNA00120	43.1451	NCRNA00120	46.5158
NCRNA00152	511.493	NCRNA00152	140.9786
NCRNA00171	23.7745	NCRNA00171	42.3473
removed	removed	NCRNA00173	26.1204
NCRNA00174	132.1134	NCRNA00174	127.0239
NCRNA00176	50.8815	removed	removed
NCRNA00181	37.081	NCRNA00181	88.7772
NCRNA00182	56.535	NCRNA00182	95.1785
NCRNA00183	241.3152	NCRNA00183	344.9325
NCRNA00188	3166.8526	NCRNA00188	15655.0675
NCRNA00201	382.9145	NCRNA00201	1096.7171
removed	removed	NCRNA00204B	8.9453
NCRNA00219	105.9287	NCRNA00219	969.3175
NCS1	589.4518	NCS1	587.1724
removed	removed	NCSTN	3797.1196
NDC80	250.8369	NDC80	33.2767
NDE1	447.2603	NDE1	320.0179
NDEL1	892.3603	NDEL1	944.6283
NDFIP1	2988.9162	NDFIP1	5065.5694
NDFIP2	1110.4664	NDFIP2	785.0434
NDNL2	260.3586	NDNL2	419.3577
NDN	170.4977	NDN	1033.0083
NDOR1	692.7025	NDOR1	233.6524
removed	removed	NDP	140.9786
NDRG1	1892.1372	NDRG1	6957.6885
NDRG2	271.0704	NDRG2	10338.6707
removed	removed	NDRG3	1536.0945
NDRG4	87.778	NDRG4	252.2587
removed	removed	NDST1	4674.8367
NDST2	318.0838	NDST2	724.5729
removed	removed	NDST3	5.725
NDUFA10	2333.7053	NDUFA10	2068.5213
NDUFA11	1093.8035	NDUFA11	962.519
NDUFA12	817.3771	NDUFA12	706.3244
NDUFA13	2003.4248	NDUFA13	846.5444
NDUFA1	1371.7176	NDUFA1	1192.9511
NDUFA2	833.4449	NDUFA2	614.3662
NDUFA3	382.0576	NDUFA3	438.6797
NDUFA4L2	169.3074	NDUFA4L2	190.7147
NDUFA4	1813.2857	NDUFA4	2862.5101
NDUFA5	1604.1062	NDUFA5	1443.7785
NDUFA6	1727.293	NDUFA6	822.6138
NDUFA7	400.5058	NDUFA7	282.6729
NDUFA8	1098.2668	NDUFA8	547.8129
NDUFA9	694.4878	NDUFA9	1238.7512
NDUFAB1	947.7051	NDUFAB1	712.765
removed	removed	NDUFAF1	257.6259
NDUFAF2	78.2563	NDUFAF2	192.8616
NDUFAF3	1109.2762	NDUFAF3	691.654
NDUFAF4	167.8197	NDUFAF4	255.1212
NDUFB10	1538.6446	NDUFB10	726.3619
NDUFB11	1386.5953	NDUFB11	1036.9443
NDUFB1	588.2615	NDUFB1	614.0084
NDUFB2	1381.5279	NDUFB2	780.0304
NDUFB3	889.9799	NDUFB3	511.3159
NDUFB4	2762.1811	NDUFB4	1551.8383
NDUFB5	1476.4561	NDUFB5	1570.0868
removed	removed	NDUFB6	485.1955
NDUFB7	772.7442	NDUFB7	430.0921
NDUFB8	694.2825	NDUFB8	826.4102
NDUFB9	3123.4159	NDUFB9	1617.3182
NDUFC1	618.0168	NDUFC1	773.9512
NDUFC2	1616.3059	NDUFC2	1652.3839
NDUFS1	2720.8212	NDUFS1	1226.2277
NDUFS2	3053.4851	NDUFS2	1481.7068
NDUFS3	1764.2104	NDUFS3	1058.2449
NDUFS4	405.8618	NDUFS4	953.5737
NDUFS5	1926.3557	NDUFS5	2197.6921
NDUFS6	593.0224	NDUFS6	252.2587
NDUFS7	307.0059	NDUFS7	220.5707
NDUFS8	1475.5635	NDUFS8	435.1015
NDUFV1	2071.859	NDUFV1	888.4516
NDUFV2	1430.0379	NDUFV2	1324.9843
NDUFV3	726.9211	NDUFV3	537.4363
NEAT1	8770.6613	NEAT1	6374.4521
NEBL	3294.2052	NEBL	3321.9429
removed	removed	NEB	59.0393
NECAB1	11.307	NECAB1	226.1383
removed	removed	NECAB2	14.6704
NECAB3	470.7283	NECAB3	189.6413
NECAP1	798.0362	NECAP1	768.584
