gene_id	TCGA-E9-A1RI-01A-11R-A169-07	gene_id	TCGA-E9-A1RI-11A-41R-A169-07
SAMD8	117.9875	SAMD8	510.0956
SAMD9L	1326.4748	SAMD9L	1037.1945
SAMD9	1179.2316	SAMD9	470.2927
SAMHD1	838.7783	SAMHD1	2247.2302
SAMM50	592.8307	SAMM50	1601.3912
SAMSN1	220.2218	SAMSN1	80.3787
SAP130	772.8661	SAP130	669.6937
SAP18	2970.905	SAP18	3280.456
SAP30BP	1461.5014	SAP30BP	757.8012
SAP30L	1333.2262	SAP30L	2344.8942
SAP30	174.2485	SAP30	93.904
SAPS1	1669.185	SAPS1	557.2408
SAPS2	525.3175	SAPS2	664.2836
SAPS3	2535.2837	SAPS3	2111.4868
SAR1A	3403.9543	SAR1A	8644.9618
SAR1B	771.9016	SAR1B	753.9368
SARDH	181.9643	SARDH	10.4338
SARM1	117.232	SARM1	134.1281
SARNP	1069.7894	SARNP	650.9786
SARS2	384.5041	SARS2	143.7542
SARS	2735.5731	SARS	2188.774
SART1	493.4898	SART1	298.7151
SART3	1369.5547	SART3	694.0392
SASH1	1747.3075	SASH1	7137.8611
SASH3	260.7298	SASH3	133.3205
SASS6	314.4189	SASS6	102.0191
SAT1	4597.3316	SAT1	4331.5622
SAT2	406.687	SAT2	783.306
SATB1	527.5679	SATB1	1020.1913
SATB2	191.9306	SATB2	285.9627
SATL1	43.4014	SATL1	46.3723
SAV1	1122.6491	SAV1	2046.952
SBDSP1	507.6354	SBDSP1	1115.2546
SBDS	2123.4528	SBDS	6044.2469
SBF1	390.6124	SBF1	871.4134
SBF2	956.8269	SBF2	3636.9974
SBK1	510.5289	SBK1	13.9117
SBNO1	855.168	SBNO1	828.1325
SBNO2	643.6264	SBNO2	272.4374
SC4MOL	1228.4199	SC4MOL	643.0297
SC5DL	2454.2678	SC5DL	3592.3099
SC65	902.1058	SC65	62.2162
SCAF1	993.4094	SCAF1	468.747
SCAI	433.3708	SCAI	525.5531
SCAMP1	2804.6938	SCAMP1	1816.6361
SCAMP2	2166.2112	SCAMP2	2658.2939
SCAMP3	1280.823	SCAMP3	1127.2341
SCAMP4	898.5694	SCAMP4	837.7934
SCAMP5	183.5718	SCAMP5	120.5681
SCAND1	253.657	SCAND1	132.1611
SCAND2	345.9251	SCAND2	260.0715
SCAND3	105.1278	SCAND3	18.9354
SCAPER	434.6568	SCAPER	515.1193
SCAP	1006.0473	SCAP	1126.098
SCARA3	538.4986	SCARA3	299.1015
removed	removed	SCARA5	1368.7566
SCARB1	410.2234	SCARB1	2081.7312
SCARB2	6380.3247	SCARB2	12413.1002
SCARF1	88.0887	SCARF1	368.2736
SCARF2	225.6872	SCARF2	93.1311
SCARNA9	12.8597	SCARNA9	22.0269
SCCPDH	1076.6758	SCCPDH	1276.012
SCD5	405.0796	SCD5	118.6359
SCD	12535.6052	SCD	12567.2882
removed	removed	SCEL	8.5016
SCFD1	1356.3736	SCFD1	1630.3739
SCFD2	566.7899	SCFD2	425.0797
SCG2	53.0461	removed	removed
SCG5	100.9484	SCG5	11.5931
SCGB1D2	32.1492	SCGB1D2	6.5694
SCGB2A1	8.0373	removed	removed
SCGB2A2	209.9341	SCGB2A2	30.142
removed	removed	SCGB3A1	19.3218
removed	removed	SCGN	139.8899
SCHIP1	164.2823	SCHIP1	274.7561
SCIN	73.3001	SCIN	2235.9192
SCLT1	267.8026	SCLT1	131.3883
SCLY	146.2787	SCLY	149.5508
SCMH1	746.1823	SCMH1	1278.3306
SCML1	102.8774	SCML1	293.6914
SCML2	39.865	SCML2	41.3487
SCML4	22.5044	SCML4	5.4101
removed	removed	SCN11A	173.1234
SCN1B	126.6677	SCN1B	174.2827
SCN2A	21.2185	SCN2A	28.9827
SCN2B	20.254	SCN2B	22.7997
SCN3A	5.1439	SCN3A	36.7114
SCN3B	36.0071	SCN3B	98.1548
SCN4A	26.6838	SCN4A	1444.4981
SCN4B	156.5665	SCN4B	1530.6734
SCN5A	8.3588	SCN5A	8.1152
SCN7A	133.0976	SCN7A	40.9622
SCN8A	17.0391	SCN8A	13.5253
SCN9A	13.8241	SCN9A	280.5526
SCNM1	388.6835	SCNM1	319.5826
SCNN1A	2331.458	SCNN1A	188.9672
SCNN1B	61.4049	SCNN1B	428.1712
SCNN1D	54.9751	SCNN1D	8.5016
SCNN1G	117.9875	SCNN1G	9.2745
SCO1	353.3194	SCO1	512.0278
SCO2	222.1508	SCO2	161.9167
SCOC	2556.1807	SCOC	2098.348
SCP2	5685.5811	SCP2	5687.9529
SCPEP1	1923.485	SCPEP1	3399.8647
removed	removed	SCRG1	5.0237
SCRIB	665.8094	SCRIB	248.4784
SCRN1	1370.1977	SCRN1	1946.4786
SCRN2	424.3691	SCRN2	898.0775
SCRN3	528.2109	SCRN3	540.6241
removed	removed	SCTR	11.2066
SCT	10.9307	removed	removed
SCUBE1	222.7938	SCUBE1	216.0178
SCUBE2	15767.883	SCUBE2	2934.5957
SCUBE3	70.7282	SCUBE3	11.5931
SCYL1	1092.76	SCYL1	1129.1663
SCYL2	1582.3823	SCYL2	1332.0452
SCYL3	682.3758	SCYL3	404.0692
SDAD1	1264.1054	SDAD1	1095.1599
SDC1	7617.7463	SDC1	253.8885
SDC2	3446.3913	SDC2	5085.1125
SDC3	1106.253	SDC3	2402.4732
SDC4	6480.3086	SDC4	1034.8759
SDCBP2	20.553	SDCBP2	38.8793
SDCBP	3682.0447	SDCBP	10538.8851
SDCCAG1	1320.688	SDCCAG1	1188.6774
SDCCAG3	481.5946	SDCCAG3	364.7957
SDCCAG8	628.5163	SDCCAG8	498.1161
SDF2L1	180.0354	SDF2L1	27.437
SDF2	1180.1961	SDF2	532.5089
SDF4	1596.8494	SDF4	1173.22
SDHAF1	196.11	SDHAF1	95.4497
SDHAF2	629.4808	SDHAF2	585.0642
SDHAP1	122.1669	SDHAP1	85.7888
SDHAP2	136.9555	SDHAP2	107.0428
SDHAP3	94.8401	SDHAP3	47.1452
SDHA	1274.7147	SDHA	1997.8746
SDHB	1374.0556	SDHB	1621.8723
SDHC	1897.7656	SDHC	2750.6521
SDHD	1609.709	SDHD	2813.6412
SDK1	71.3712	SDK1	508.1635
SDK2	112.2006	SDK2	34.3928
SDPR	113.1651	SDPR	6737.8997
SDR16C5	218.6144	SDR16C5	19.3218
SDR39U1	480.1607	SDR39U1	368.575
SDR42E1	194.824	SDR42E1	49.4638
SDSL	179.0709	SDSL	51.0096
SDS	203.8258	SDS	7.3423
SEC11A	2011.5737	SEC11A	3766.979
SEC11C	555.5377	SEC11C	351.2704
SEC13	1618.3893	SEC13	1383.0548
SEC14L1	1540.9098	SEC14L1	4962.6123
SEC14L2	7266.0505	SEC14L2	89.1469
SEC14L5	11.2522	SEC14L5	22.0269
SEC16A	4510.2074	SEC16A	2764.1774
SEC16B	160.9452	SEC16B	252.2307
SEC22A	449.1239	SEC22A	448.2659
SEC22B	2263.6232	SEC22B	3503.8161
SEC22C	930.397	SEC22C	1037.9673
SEC23A	2476.7722	SEC23A	4416.1917
SEC23B	2026.6838	SEC23B	934.4025
SEC23IP	2452.0174	SEC23IP	1464.5928
SEC24A	1277.2866	SEC24A	1657.4244
SEC24B	1697.4763	SEC24B	1771.4231
SEC24C	3207.8444	SEC24C	1933.3398
SEC24D	3738.6272	SEC24D	1065.7907
SEC31A	6910.6478	SEC31A	7624.5812
SEC31B	145.266	SEC31B	133.0538
SEC61A1	5769.214	SEC61A1	4920.2512
SEC61A2	241.2217	SEC61A2	72.337
SEC61B	1079.8907	SEC61B	1018.6455
SEC61G	746.1823	SEC61G	839.3392
SEC62	4520.8166	SEC62	10079.7991
SEC63	2146.9217	SEC63	4818.8581
SECISBP2L	1492.0431	SECISBP2L	3194.2807
SECISBP2	1245.4589	SECISBP2	659.26
SECTM1	235.9749	SECTM1	142.5949
SEH1L	811.7666	SEH1L	850.5458
removed	removed	SEL1L2	56.8061
SEL1L3	387.076	SEL1L3	396.097
SEL1L	6298.3443	SEL1L	6286.1559
SELENBP1	1234.5282	SELENBP1	3491.0637
SELE	61.0834	SELE	203.6518
SELK	559.7171	SELK	661.5786
SELL	171.9981	SELL	112.8393
SELM	488.6674	SELM	347.406
SELO	148.8507	SELO	151.0965
SELPLG	645.2339	SELPLG	224.9058
SELP	22.5044	SELP	599.3624
SELS	1035.5248	SELS	763.5977
SELT	2744.2533	SELT	2521.1091
SEMA3A	34.7211	SEMA3A	544.102
SEMA3B	359.7492	SEMA3B	1110.6173
SEMA3C	5769.1689	SEMA3C	6965.897
SEMA3D	500.8841	SEMA3D	479.9536
SEMA3E	392.5414	SEMA3E	121.7274
SEMA3F	1546.0537	SEMA3F	636.4602
SEMA3G	145.9572	SEMA3G	9954.5938
SEMA4A	335.6374	SEMA4A	64.9213
SEMA4B	1681.4017	SEMA4B	295.6236
SEMA4C	513.1008	SEMA4C	425.8526
SEMA4D	628.5163	SEMA4D	182.0114
SEMA4F	190.9661	SEMA4F	411.168
SEMA4G	62.0415	SEMA4G	37.1133
SEMA5A	818.8394	SEMA5A	803.0142
SEMA5B	38.9005	SEMA5B	13.9117
SEMA6A	1427.7447	SEMA6A	979.2291
SEMA6B	54.3321	SEMA6B	216.7906
SEMA6C	121.8454	SEMA6C	212.9263
SEMA6D	179.3924	SEMA6D	566.1289
SEMA7A	65.5843	SEMA7A	28.9827
SENP1	650.0563	SENP1	525.9395
SENP2	767.7222	SENP2	1258.2359
SENP3	525.2403	SENP3	809.1238
SENP5	960.2958	SENP5	919.7179
SENP6	2406.687	SENP6	2065.5009
SENP7	773.5091	SENP7	565.7424
SENP8	95.1615	SENP8	55.6468
SEP15	3856.2932	SEP15	3435.8033
SEPHS1	1035.2033	SEPHS1	886.4844
SEPHS2	3724.8031	SEPHS2	1201.4298
SEPN1	3142.2601	SEPN1	3757.3181
SEPP1	8164.7999	SEPP1	45696.7365
SEPSECS	569.0403	SEPSECS	472.2249
SEPT10	1923.8065	SEPT10	3916.5298
SEPT11	4327.2786	SEPT11	13932.1805
SEPT1	47.5808	SEPT1	23.1862
SEPT2	12374.8593	SEPT2	22279.9729
SEPT3	42.7584	SEPT3	10.0473
SEPT4	333.3869	SEPT4	410.3951
SEPT5	448.8024	SEPT5	134.8662
SEPT6	933.2905	SEPT6	524.7802
SEPT7P2	177.4634	SEPT7P2	130.229
SEPT7	4452.3389	SEPT7	6183.7504
SEPT8	2556.4604	SEPT8	1230.3546
SEPT9	4671.9177	SEPT9	1522.9446
SEPW1	2628.1948	SEPW1	2654.816
SEPX1	467.7705	SEPX1	358.6127
SERAC1	277.7688	SERAC1	342.3824
SERBP1	5857.9007	SERBP1	7424.9831
SERF1A	669.9887	SERF1A	360.1584
SERF2	7143.4785	SERF2	7959.3199
SERGEF	248.1916	SERGEF	294.8507
SERHL2	185.1278	SERHL2	44.8961
SERHL	108.3427	SERHL	71.8771
SERINC1	5684.6166	SERINC1	22645.9279
SERINC2	4389.9695	SERINC2	251.1835
SERINC3	3380.4855	SERINC3	6162.1099
removed	removed	SERINC4	5.0855
SERINC5	131.4901	SERINC5	211.767
SERP1	6393.4512	SERP1	4078.8639
SERP2	66.2273	SERP2	28.5963
SERPINA11	108.0212	SERPINA11	10.4338
SERPINA1	897.6049	SERPINA1	948.7006
SERPINA3	10343.9961	SERPINA3	646.5076
SERPINA5	404.1151	SERPINA5	192.0587
SERPINA6	45.3303	SERPINA6	104.3377
SERPINB1	1298.1836	SERPINB1	1017.0998
removed	removed	SERPINB2	84.2083
SERPINB5	172.9625	SERPINB5	69.9449
SERPINB6	2438.5147	SERPINB6	3429.2339
SERPINB7	43.4014	SERPINB7	11.9795
SERPINB8	263.3017	SERPINB8	197.4688
SERPINB9	289.664	SERPINB9	467.5877
removed	removed	SERPIND1	10.0473
SERPINE1	1330.9757	SERPINE1	150.3236
SERPINE2	1125.864	SERPINE2	159.5981
SERPINF1	5972.9947	SERPINF1	18063.1823
SERPINF2	34.7211	SERPINF2	34.3928
SERPING1	10716.2836	SERPING1	27469.8097
SERPINH1	5449.6062	SERPINH1	2738.6726
SERPINI1	495.4187	SERPINI1	230.7023
SERTAD1	423.4046	SERTAD1	169.6454
SERTAD2	1110.7539	SERTAD2	1146.9423
SERTAD3	1255.1037	SERTAD3	417.7374
SERTAD4	358.1418	SERTAD4	114.3851
SESN1	617.9071	SESN1	1612.9843
SESN2	462.9481	SESN2	326.9249
SESN3	107.0567	SESN3	357.4534
SESTD1	1373.4126	SESTD1	8093.1311
SETBP1	601.8325	SETBP1	858.661
SETD1A	730.1077	SETD1A	433.1949
SETD1B	807.2657	SETD1B	708.3374
SETD2	2679.312	SETD2	2870.8337
SETD3	1904.1955	SETD3	3521.2057
SETD4	309.918	SETD4	209.0619
SETD5	2967.3686	SETD5	2031.881
SETD6	275.6759	SETD6	224.8633
SETD7	3535.4445	SETD7	14991.0154
SETD8	823.6618	SETD8	680.9004
SETDB1	1189.8409	SETDB1	670.0802
SETDB2	513.1008	SETDB2	484.9773
SETMAR	404.4366	SETMAR	716.839
SETX	2360.3922	SETX	3387.8852
SET	7839.2541	SET	4148.3915
SEZ6L2	849.3811	SEZ6L2	44.8266
SEZ6L	6.7513	removed	removed
SF1	3514.869	SF1	3670.37
SF3A1	2401.5367	SF3A1	3145.2034
SF3A2	428.5485	SF3A2	402.28
SF3A3	1670.7925	SF3A3	1648.1499
SF3B14	1170.5514	SF3B14	1081.6346
SF3B1	9895.5152	SF3B1	7559.4629
SF3B2	3905.4814	SF3B2	3434.644
SF3B3	2733.6441	SF3B3	2640.5178
SF3B4	1606.8156	SF3B4	952.1785
SF3B5	588.9728	SF3B5	826.9732
SF4	409.9019	SF4	239.2039
SFI1	248.8346	SFI1	63.762
SFMBT1	316.9908	SFMBT1	227.9973
SFMBT2	85.8383	SFMBT2	62.6026
SFN	333.0654	SFN	44.0537
SFPQ	5310.5578	SFPQ	1944.759
SFRP1	780.5819	SFRP1	9012.849
SFRP2	31192.4128	SFRP2	2608.0572
SFRP4	9475.647	SFRP4	3830.3546
SFRS11	4087.1243	SFRS11	2385.0836
SFRS12IP1	711.7827	SFRS12IP1	892.2809
SFRS12	2485.131	SFRS12	1241.6192
SFRS13A	2309.5965	SFRS13A	1459.9556
SFRS13B	9.0018	SFRS13B	7.7287
SFRS14	2142.0993	SFRS14	607.864
SFRS15	959.3313	SFRS15	719.544
SFRS16	328.5645	SFRS16	92.3582
SFRS17A	697.9585	SFRS17A	342.3824
SFRS18	1598.4568	SFRS18	1390.0106
SFRS1	6226.9732	SFRS1	3586.5134
SFRS2B	1009.8055	SFRS2B	1490.484
SFRS2IP	3577.2384	SFRS2IP	3969.858
SFRS2	3890.8439	SFRS2	2417.5403
SFRS3	5750.8439	SFRS3	4969.9546
SFRS4	1726.4105	SFRS4	1740.5082
SFRS5	5237.7431	SFRS5	2774.9976
SFRS6	4157.5309	SFRS6	1831.7071
SFRS7	1904.517	SFRS7	1700.7052
SFRS8	937.7914	SFRS8	514.3464
SFRS9	1941.167	SFRS9	1172.4471
SFT2D1	268.7671	SFT2D1	491.5467
SFT2D2	54.6536	SFT2D2	89.2667
SFT2D3	341.1027	SFT2D3	361.7042
SFTA1P	5.1439	SFTA1P	70.7178
SFTPD	5.7869	SFTPD	25.1183
SFXN1	999.5178	SFXN1	282.4848
SFXN2	740.3954	SFXN2	79.9923
SFXN3	1281.466	SFXN3	710.2695
SFXN4	374.2164	SFXN4	316.4912
SFXN5	641.376	SFXN5	92.7447
removed	removed	SGCA	5.7965
SGCB	1054.4928	SGCB	5880.398
SGCD	1173.7663	SGCD	620.2299
SGCE	815.946	SGCE	1862.2355
SGCG	5.4654	SGCG	488.0688
SGEF	639.447	SGEF	489.6145
SGIP1	318.5983	SGIP1	39.03
SGK196	36.9715	SGK196	42.8944
SGK1	990.8375	SGK1	1264.8053
SGK223	1122.6491	SGK223	788.3296
SGK269	1465.0378	SGK269	4947.9277
SGK2	5.1439	SGK2	910.8299
SGK3	2256.3189	SGK3	532.3389
SGK494	47.2593	SGK494	16.2303
SGMS1	1105.61	SGMS1	1122.2104
SGMS2	1421.9129	SGMS2	378.3209
SGOL1	32.7922	removed	removed
SGOL2	186.7867	SGOL2	84.6295
SGPL1	3088.571	SGPL1	1699.5459
SGPP1	933.2905	SGPP1	877.2099
SGSH	1026.2016	SGSH	560.7188
SGSM1	169.4261	SGSM1	24.3455
SGSM2	744.2533	SGSM2	610.569
SGSM3	503.7775	SGSM3	386.0497
SGTA	766.7578	SGTA	789.4889
SGTB	222.4883	SGTB	394.3039
SH2B1	787.3332	SH2B1	425.8526
SH2B2	10.6092	removed	removed
SH2B3	808.8732	SH2B3	1732.7794
SH2D1A	33.4351	SH2D1A	14.6846
removed	removed	SH2D1B	11.9795
SH2D2A	27.0053	SH2D2A	15.071
SH2D3A	286.4491	SH2D3A	17.3896
SH2D3C	180.3569	SH2D3C	697.1307
SH2D4A	579.0066	SH2D4A	348.5654
removed	removed	SH2D4B	5.4101
SH3BGRL2	208.3266	SH3BGRL2	2736.7404
SH3BGRL3	2207.6837	SH3BGRL3	1930.2483
SH3BGRL	22328.5581	SH3BGRL	4542.5563
SH3BGR	108.6642	SH3BGR	195.9231
SH3BP1	146.5327	SH3BP1	45.2053
SH3BP2	526.9249	SH3BP2	978.8426
SH3BP4	3123.2921	SH3BP4	1017.0998
SH3BP5L	604.0829	SH3BP5L	489.6145
SH3BP5	971.3744	SH3BP5	3373.9001
SH3D19	2295.4509	SH3D19	19407.9799
SH3GL1	1343.1924	SH3GL1	832.3833
SH3GL2	25.0764	SH3GL2	5.4101
SH3GLB1	3512.2971	SH3GLB1	10383.1514
SH3GLB2	1317.4731	SH3GLB2	505.072
SH3KBP1	758.399	SH3KBP1	3915.7569
SH3PXD2A	3753.4158	SH3PXD2A	1539.175
SH3PXD2B	2413.1169	SH3PXD2B	1176.6979
SH3RF1	1182.768	SH3RF1	789.1025
SH3RF2	212.8275	SH3RF2	88.8803
SH3RF3	242.4048	SH3RF3	448.6523
SH3TC1	116.7015	SH3TC1	105.8835
SH3TC2	29.8987	SH3TC2	83.4702
SH3YL1	831.6991	SH3YL1	659.6464
SHANK1	18.325	removed	removed
SHANK2	786.0473	SHANK2	307.2244
SHANK3	199.9679	SHANK3	1586.3202
SHARPIN	640.09	SHARPIN	545.6478
removed	removed	SHBG	7.3423
SHB	496.0617	SHB	181.625
SHC1	2609.8698	SHC1	2705.4391
SHC2	198.6819	SHC2	186.6486
SHC4	52.0817	SHC4	8.1152
SHCBP1	74.5861	SHCBP1	10.4338
SHE	166.2112	SHE	1316.5878
SHFM1	1295.6116	SHFM1	971.5003
SHF	73.6216	SHF	33.6199
SHISA2	5281.466	SHISA2	68.3992
removed	removed	SHISA3	75.7415
SHISA4	197.7174	SHISA4	151.4829
SHISA5	3496.2225	SHISA5	2373.4905
SHISA6	15.1101	SHISA6	8.5016
SHISA9	170.3906	SHISA9	13.9117
SHKBP1	745.2178	SHKBP1	338.9045
SHMT1	429.3297	SHMT1	1838.1026
SHMT2	993.7309	SHMT2	467.2012
SHOC2	1803.2471	SHOC2	2630.4705
SHOX2	206.7192	SHOX2	339.2909
SHPK	304.0604	SHPK	272.4374
SHPRH	297.5406	SHPRH	629.7247
SHQ1	623.6939	SHQ1	311.8539
SHROOM1	110.2717	SHROOM1	93.5175
SHROOM2	393.1844	SHROOM2	48.3045
SHROOM3	2857.4184	SHROOM3	308.7624
SHROOM4	283.8772	SHROOM4	1208.3857
SIAE	990.9275	SIAE	2095.9405
SIAH1	586.8413	SIAH1	873.7475
SIAH2	6642.019	SIAH2	726.1134
SIDT1	817.5534	SIDT1	197.8553
SIDT2	1075.1037	SIDT2	3488.9035
SIGIRR	366.1791	SIGIRR	141.822
SIGLEC10	148.5292	SIGLEC10	17.0032
SIGLEC11	5.4654	SIGLEC11	6.9558
SIGLEC12	13.1812	removed	removed
SIGLEC14	27.0053	SIGLEC14	7.7287
SIGLEC15	27.9698	SIGLEC15	7.7287
SIGLEC16	6.1083	SIGLEC16	15.4574
SIGLEC1	501.5271	SIGLEC1	758.1876
SIGLEC5	39.222	SIGLEC5	11.2066
SIGLEC6	21.2185	removed	removed
SIGLEC7	34.7211	SIGLEC7	8.888
SIGLEC8	100.9484	removed	removed
SIGLEC9	53.6891	SIGLEC9	24.7319
SIGLECP3	17.0391	SIGLECP3	11.9795
SIGMAR1	888.6031	SIGMAR1	864.0711
SIK1	1434.4961	SIK1	667.3751
SIK2	577.3991	SIK2	8962.6123
SIK3	1376.949	SIK3	1108.2987
SIKE1	1163.157	SIKE1	1168.9692
SIL1	859.9904	SIL1	739.2522
SILV	46.9378	SILV	8.888
SIM1	7.0728	SIM1	11.9795
SIM2	128.9182	SIM2	24.3455
SIN3A	2585.1149	SIN3A	1671.3361
SIN3B	627.8733	SIN3B	695.9714
SIP1	182.6073	SIP1	137.9577
SIPA1L1	1194.3417	SIPA1L1	898.4639
SIPA1L2	421.4756	SIPA1L2	738.0929
SIPA1L3	2071.0497	SIPA1L3	221.4279
SIPA1	392.2199	SIPA1	258.1393
SIRPA	1031.9884	SIRPA	3283.9339
SIRPB1	40.508	SIRPB1	109.7479
SIRPB2	75.872	SIRPB2	78.0601
SIRPG	17.0391	removed	removed
SIRT1	963.5107	SIRT1	1362.9601
SIRT2	944.2212	SIRT2	1412.0375
SIRT3	568.796	SIRT3	637.0863
SIRT4	36.0071	SIRT4	22.7997
SIRT5	369.0725	SIRT5	447.1066
SIRT6	157.8524	SIRT6	42.1215
SIRT7	297.7013	SIRT7	88.8803
SIT1	17.3606	SIT1	21.6404
SIVA1	453.6248	SIVA1	389.5276
SIX1	90.9822	SIX1	561.8781
SIX2	155.602	SIX2	39.8029
SIX3	8.6803	removed	removed
SIX4	551.3583	SIX4	91.5854
SIX5	440.7652	SIX5	200.1739
SKA1	42.4369	SKA1	6.9558
SKA2	1036.4893	SKA2	907.7384
SKA3	75.2291	removed	removed
SKAP1	383.5396	SKAP1	6.9558
SKAP2	746.5038	SKAP2	2829.8715
SKIL	1068.317	SKIL	703.3137
SKIV2L2	1514.1746	SKIV2L2	1871.34
SKIV2L	985.7869	SKIV2L	495.8709
SKI	1877.8331	SKI	3494.928
SKP1	7160.5851	SKP1	8524.7802
SKP2	136.3125	SKP2	217.5635
SLA2	27.0053	SLA2	15.4574
SLAIN1	82.3019	SLAIN1	55.6468
SLAIN2	2059.476	SLAIN2	3358.9025
SLAMF1	23.1474	SLAMF1	6.5694
SLAMF6	62.6909	SLAMF6	37.0979
SLAMF7	214.7565	SLAMF7	36.325
SLAMF8	194.0492	SLAMF8	123.76
SLA	414.0813	SLA	325.3792
SLBP	968.6546	SLBP	865.6168
SLC10A3	441.7296	SLC10A3	433.1949
SLC10A5	9.3233	removed	removed
removed	removed	SLC10A6	36.325
SLC10A7	306.3816	SLC10A7	291.7593
SLC11A1	138.8844	SLC11A1	15.071
SLC11A2	1650.217	SLC11A2	918.1722
SLC12A2	2904.0347	SLC12A2	1189.8367
SLC12A4	670.6317	SLC12A4	1888.6523
SLC12A6	528.6224	SLC12A6	1032.7157
SLC12A7	1070.8889	SLC12A7	650.3719
SLC12A8	419.8682	SLC12A8	21.254
SLC12A9	500.8841	SLC12A9	215.6313
SLC13A2	9.3233	SLC13A2	7.7287
SLC13A3	151.1011	SLC13A3	32.8471
SLC13A4	5.4654	removed	removed
removed	removed	SLC13A5	14.6846
SLC14A1	29.5772	SLC14A1	82.6973
removed	removed	SLC14A2	355.9076
SLC15A2	91.6251	SLC15A2	59.8976
SLC15A3	535.2837	SLC15A3	488.4552
SLC15A4	734.2871	SLC15A4	700.6086
SLC16A10	17.3606	SLC16A10	6.9558
removed	removed	SLC16A11	6.5694
SLC16A12	6.1083	SLC16A12	98.1548
SLC16A13	25.0764	SLC16A13	14.6846
SLC16A14	186.7867	SLC16A14	357.067
SLC16A1	640.733	SLC16A1	1049.9469
SLC16A2	565.8254	SLC16A2	2952.3718
SLC16A3	227.9376	SLC16A3	41.7351
SLC16A4	237.5824	SLC16A4	144.9135
SLC16A5	338.5308	SLC16A5	96.2226
SLC16A6	413.1169	SLC16A6	8.5016
SLC16A7	25.0764	SLC16A7	867.549
SLC16A9	40.508	SLC16A9	109.7479
SLC17A5	723.6779	SLC17A5	879.5285
SLC17A7	12.8597	SLC17A7	156.1202
SLC17A9	57.547	removed	removed
SLC18A2	28.6128	removed	removed
SLC19A1	210.5771	SLC19A1	251.9563
SLC19A2	3069.2815	SLC19A2	520.143
SLC19A3	5.7869	SLC19A3	9103.6615
SLC1A1	8884.4237	SLC1A1	387.209
SLC1A2	97.0905	SLC1A2	19.3218
SLC1A3	466.806	SLC1A3	1960.3903
SLC1A4	1812.2488	SLC1A4	432.422
SLC1A5	1881.0481	SLC1A5	2918.7518
SLC1A7	26.0408	SLC1A7	64.9213
SLC20A1	3483.3628	SLC20A1	537.1462
SLC20A2	879.2799	SLC20A2	559.9459
removed	removed	SLC22A12	44.8266
SLC22A15	171.6766	SLC22A15	22.7997
SLC22A17	288.3781	SLC22A17	154.9609
SLC22A18AS	6.4298	removed	removed
SLC22A18	244.9767	SLC22A18	94.2904
SLC22A23	650.5803	SLC22A23	829.6628
removed	removed	SLC22A25	5.4101
SLC22A3	5.1439	SLC22A3	522.4616
SLC22A4	108.9375	SLC22A4	15.4574
SLC22A5	1050.3135	SLC22A5	512.4143
SLC23A1	12.8597	removed	removed
SLC23A2	539.7846	SLC23A2	1419.7662
SLC24A1	470.3424	SLC24A1	550.3159
SLC24A2	124.0958	removed	removed
SLC24A3	566.4684	SLC24A3	1715.0034
removed	removed	SLC24A4	14.6846
SLC24A5	32.4417	removed	removed
SLC24A6	620.1575	SLC24A6	913.1485
SLC25A10	785.7258	SLC25A10	569.1895
SLC25A11	548.4649	SLC25A11	748.5267
SLC25A12	763.2213	SLC25A12	531.7361
SLC25A13	429.1914	SLC25A13	381.4124
SLC25A14	242.7262	SLC25A14	101.2463
SLC25A15	491.2715	SLC25A15	140.6318
SLC25A16	455.5538	SLC25A16	1380.7362
SLC25A17	499.2766	SLC25A17	426.239
SLC25A18	9.9662	SLC25A18	260.4579
SLC25A19	281.3053	SLC25A19	131.3883
SLC25A1	1042.9191	SLC25A1	1975.8477
SLC25A20	371.3229	SLC25A20	893.4402
SLC25A21	6.3398	SLC25A21	12.4239
SLC25A22	433.0493	SLC25A22	63.3755
SLC25A23	1689.1175	SLC25A23	2367.3075
SLC25A24	1758.2382	SLC25A24	1773.3552
SLC25A25	350.7475	SLC25A25	434.3542
SLC25A26	369.8441	SLC25A26	519.5556
SLC25A27	65.9058	SLC25A27	211.3805
SLC25A28	421.1542	SLC25A28	678.5818
SLC25A29	580.2926	SLC25A29	140.2763
SLC25A30	716.9265	SLC25A30	1276.3984
SLC25A32	609.2557	SLC25A32	680.1778
SLC25A33	252.371	SLC25A33	531.3496
SLC25A34	11.2522	SLC25A34	40.9622
SLC25A35	160.8134	SLC25A35	129.0658
SLC25A36	2276.4829	SLC25A36	2383.5378
SLC25A37	323.0992	SLC25A37	485.3637
SLC25A38	839.4149	SLC25A38	603.9996
SLC25A39	2621.4435	SLC25A39	862.5254
SLC25A3	5312.9722	SLC25A3	9232.3447
SLC25A40	198.6819	SLC25A40	142.5254
SLC25A42	317.9553	SLC25A42	415.8052
SLC25A43	503.1345	SLC25A43	734.2286
SLC25A44	1014.6279	SLC25A44	893.4402
SLC25A45	224.4012	SLC25A45	102.4056
SLC25A46	984.4077	SLC25A46	1345.5705
SLC25A4	746.1823	SLC25A4	622.5485
SLC25A5	3456.679	SLC25A5	2975.5579
SLC25A6	3906.7674	SLC25A6	3453.9658
SLC26A10	19.4728	removed	removed
SLC26A11	442.6941	SLC26A11	102.0191
