gene_id	TCGA-AC-A2FF-01A-11R-A17B-07	gene_id	TCGA-AC-A2FF-11A-13R-A17B-07
MYO9B	1838.9694	MYO9B	2165.1711
MYOCD	134.2995	MYOCD	36.6078
MYOC	11.5942	MYOC	13.4136
MYOF	7900.4831	MYOF	6232.2725
MYOM1	270.8535	MYOM1	102.2783
MYOM2	10.628	MYOM2	53.0953
MYOM3	13.8486	MYOM3	101.44
MYOZ1	34.7826	MYOZ1	42.4763
removed	removed	MYOZ2	5.8684
MYOZ3	94.686	MYOZ3	19.5614
MYPN	319.8068	MYPN	8.9424
MYPOP	117.2303	MYPOP	107.8673
MYRIP	404.1868	MYRIP	155.3737
MYSM1	282.7697	MYSM1	198.6883
MYST1	543.6393	MYST1	580.1362
MYST2	1417.0692	MYST2	1294.4079
MYST3	2247.9871	MYST3	2255.1537
MYST4	1713.3655	MYST4	1301.6736
MZF1	179.5395	MZF1	246.4517
N4BP1	1373.2689	N4BP1	1503.9947
N4BP2L1	445.7327	N4BP2L1	345.9579
N4BP2L2	1365.2174	N4BP2L2	1268.6986
N4BP2	366.1836	N4BP2	269.9478
N4BP3	470.2093	N4BP3	263.241
N6AMT1	308.8567	N6AMT1	366.9166
N6AMT2	150.0805	N6AMT2	136.93
NAA10	541.3849	NAA10	638.8205
NAA15	1251.8519	NAA15	1186.5406
NAA16	276.0064	NAA16	306.2761
NAA20	1303.0596	NAA20	933.3598
NAA25	707.5684	NAA25	714.5512
NAA30	717.2303	NAA30	676.8256
NAA35	447.6651	NAA35	567.8404
NAA38	362.963	NAA38	350.1496
NAA40	474.3961	NAA40	594.6676
NAA50	3597.4235	NAA50	2992.0609
NAAA	517.8744	NAAA	633.7904
NAALAD2	108.8567	NAALAD2	45.8296
NAALADL1	82.4477	NAALADL1	98.0866
NAALADL2	319.1626	NAALADL2	429.5132
NAB1	1036.3929	NAB1	1476.6087
NAB2	607.0853	NAB2	670.1188
NACA2	33.8164	NACA2	42.1968
NACAD	76.9726	NACAD	98.925
NACAP1	127.8583	NACAP1	126.5904
NACA	15618.0354	NACA	18128.1386
NACC1	1466.3446	NACC1	1507.907
NACC2	41.5459	NACC2	47.5063
NADK	1064.4122	NADK	1136.7987
NADSYN1	714.0097	NADSYN1	882.2206
NAE1	509.5008	NAE1	730.7592
NAF1	249.2754	NAF1	200.9239
NAGA	1303.3816	NAGA	1284.9067
NAGK	959.4203	NAGK	1217.28
NAGLU	721.095	NAGLU	737.1866
NAGPA	179.066	NAGPA	184.4364
NAGS	46.6989	NAGS	68.465
NAIF1	186.7955	NAIF1	181.6419
NAIP	80.5153	NAIP	92.4976
NALCN	132.3671	NALCN	280.5668
NAMPT	1763.285	NAMPT	2038.3013
removed	removed	NANOG	10.0602
NANOS1	144.9275	NANOS1	348.473
removed	removed	NANOS3	7.5451
NANP	191.3043	NANP	195.3349
NANS	503.0596	NANS	1011.6055
NAP1L1	9361.6747	NAP1L1	9410.4464
NAP1L2	137.5201	NAP1L2	138.3273
NAP1L3	154.9114	NAP1L3	131.8999
NAP1L4	2261.5137	NAP1L4	2649.4563
NAP1L5	181.3205	NAP1L5	194.4965
NAPA	3172.0837	NAPA	2456.2117
NAPB	255.0725	NAPB	270.7861
NAPEPLD	540.5411	NAPEPLD	540.094
NAPG	574.8792	NAPG	599.6976
NAPRT1	219.6457	NAPRT1	325.2787
NAPSB	204.5089	NAPSB	194.2171
NARFL	417.7134	NARFL	424.2036
NARF	617.3913	NARF	620.0974
NARG2	1024.4767	NARG2	972.2032
NARS2	360.0644	NARS2	404.9217
NARS	2897.9066	NARS	3308.9561
NASP	1845.7327	NASP	2005.0468
NAT10	1535.9098	NAT10	1524.3945
NAT14	187.7617	NAT14	170.1845
NAT15	1280.1932	NAT15	1097.1169
NAT1	254.4283	NAT1	548.5585
removed	removed	NAT2	11.178
NAT6	159.9678	NAT6	134.7168
NAT8L	89.8551	NAT8L	60.361
NAT9	357.1659	NAT9	472.5483
NAV1	1749.1143	NAV1	1588.6678
NAV2	1430.058	NAV2	1745.2934
NAV3	276.9726	NAV3	141.1218
NBAS	1282.4477	NBAS	1506.2303
NBEAL1	375.2013	NBEAL1	268.2711
NBEAL2	1309.5008	NBEAL2	1621.0839
NBEA	616.7472	NBEA	556.9419
NBL1	4298.2287	NBL1	2229.7239
NBLA00301	47.0209	NBLA00301	46.1091
NBN	1688.8889	NBN	1733.4224
NBPF10	1396.7923	NBPF10	1635.8332
NBPF14	864.1546	NBPF14	827.0797
NBPF15	234.9501	NBPF15	250.1404
NBPF16	151.0467	NBPF16	345.1196
NBPF1	1653.1401	NBPF1	1135.122
NBPF3	190.6602	NBPF3	223.0003
removed	removed	NBPF4	27.1066
NBPF9	322.6667	NBPF9	359.4441
NBR1	5053.4622	NBR1	4288.1455
NBR2	116.5862	NBR2	116.2508
NCALD	583.5749	NCALD	2132.4756
NCAM1	170.6699	NCAM1	117.6425
NCAM2	296.6184	NCAM2	84.9525
NCAPD2	1619.9678	NCAPD2	1676.1353
NCAPD3	584.219	NCAPD3	762.6164
NCAPG2	635.4267	NCAPG2	467.5182
NCAPG	277.1047	NCAPG	218.6102
NCAPH2	459.5813	NCAPH2	524.8053
NCAPH	176.8116	NCAPH	152.2997
NCBP1	832.3897	NCBP1	1236.7828
NCBP2	2106.6023	NCBP2	1916.741
NCCRP1	53.4622	NCCRP1	56.4487
NCDN	791.3043	NCDN	864.8948
NCEH1	581.9646	NCEH1	537.6599
NCF1B	65.3784	NCF1B	61.7582
NCF1C	77.9388	NCF1C	74.8923
NCF1	67.6329	NCF1	145.3135
NCF2	390.3382	NCF2	407.4367
NCF4	196.4573	NCF4	188.0692
NCK1	730.1127	NCK1	704.2116
NCK2	676.6506	NCK2	1272.052
NCKAP1L	942.9952	NCKAP1L	833.5965
NCKAP1	3658.6151	NCKAP1	3913.6838
NCKAP5L	563.6071	NCKAP5L	559.457
NCKAP5	155.2335	NCKAP5	223.2798
NCKIPSD	577.4557	NCKIPSD	566.4432
NCLN	624.4767	NCLN	958.2308
NCL	10652.1739	NCL	14585.8426
NCOA1	1995.4911	NCOA1	2019.8576
NCOA2	1162.3188	NCOA2	1010.4877
NCOA3	1738.1643	NCOA3	1446.4282
NCOA4	5873.43	NCOA4	6118.5367
NCOA5	1228.3414	NCOA5	1369.0208
NCOA6	1733.0113	NCOA6	1549.8244
NCOA7	1043.1562	NCOA7	1312.8516
NCOR1	3766.1836	NCOR1	3437.5026
NCOR2	2644.4444	NCOR2	3402.5715
NCR3	15.1369	NCR3	11.7369
NCRNA00081	184.9984	NCRNA00081	156.6787
NCRNA00085	27.6973	NCRNA00085	37.7256
NCRNA00086	189.694	NCRNA00086	319.1308
NCRNA00087	34.1385	NCRNA00087	81.0402
NCRNA00092	9.6618	NCRNA00092	34.0928
NCRNA00093	11.0564	NCRNA00093	11.8961
NCRNA00094	880.5636	NCRNA00094	615.249
NCRNA00095	53.1401	NCRNA00095	71.8184
NCRNA00105	11.2721	NCRNA00105	43.636
NCRNA00107	24.4767	NCRNA00107	20.3998
NCRNA00110	5.7971	removed	removed
NCRNA00115	13.8486	NCRNA00115	18.7231
NCRNA00116	58.9372	NCRNA00116	84.3936
NCRNA00120	36.3929	NCRNA00120	43.594
NCRNA00152	136.5539	NCRNA00152	120.4425
removed	removed	NCRNA00162	9.2218
NCRNA00171	36.2512	NCRNA00171	33.8972
NCRNA00173	6.7633	NCRNA00173	23.4737
NCRNA00174	151.6908	NCRNA00174	155.9326
removed	removed	NCRNA00176	11.4574
NCRNA00181	107.2915	NCRNA00181	167.9573
NCRNA00182	48.6312	NCRNA00182	49.183
NCRNA00183	232.8502	NCRNA00183	276.934
NCRNA00188	10205.153	NCRNA00188	9795.5271
NCRNA00201	778.7794	NCRNA00201	930.7302
removed	removed	NCRNA00202	5.0301
NCRNA00204B	5.153	NCRNA00204B	5.589
NCRNA00219	503.7037	NCRNA00219	382.8452
NCS1	393.8808	NCS1	577.0623
NCSTN	3394.4605	NCSTN	3232.8928
NDC80	130.7568	NDC80	128.5466
NDE1	441.5588	NDE1	490.6734
NDEL1	795.4911	NDEL1	847.8484
NDFIP1	3769.4042	NDFIP1	3158.0536
NDFIP2	807.7295	NDFIP2	660.0586
NDNL2	421.9002	NDNL2	429.5132
NDN	714.6538	NDN	828.0075
NDOR1	499.5169	NDOR1	453.2663
NDP	468.277	NDP	78.5252
NDRG1	4586.7955	NDRG1	3196.0587
NDRG2	2765.5395	NDRG2	6698.3934
NDRG3	1200.6441	NDRG3	1193.2474
NDRG4	165.2174	NDRG4	224.3976
NDST1	6558.132	NDST1	6580.466
NDST2	866.9887	NDST2	806.4899
NDUFA10	1788.4058	NDUFA10	2094.4705
NDUFA11	1101.1272	NDUFA11	1131.7686
NDUFA12	605.7971	NDUFA12	570.6349
NDUFA13	1657.7262	NDUFA13	1729.2055
NDUFA1	1315.2979	NDUFA1	1148.5355
NDUFA2	927.8583	NDUFA2	659.2203
NDUFA3	529.4686	NDUFA3	454.943
NDUFA4L2	283.4138	NDUFA4L2	189.4664
NDUFA4	3057.649	NDUFA4	2684.3875
NDUFA5	1370.3704	NDUFA5	1199.6747
NDUFA6	813.2045	NDUFA6	846.7306
NDUFA7	501.1272	NDUFA7	351.5469
NDUFA8	439.2915	NDUFA8	653.6313
NDUFA9	1024.4767	NDUFA9	1263.948
NDUFAB1	716.2641	NDUFAB1	653.3519
NDUFAF1	218.0354	NDUFAF1	305.1583
NDUFAF2	153.6232	NDUFAF2	167.39
NDUFAF3	785.1852	NDUFAF3	684.3707
NDUFAF4	182.6087	NDUFAF4	241.1645
NDUFB10	993.5588	NDUFB10	926.0941
NDUFB11	1112.7214	NDUFB11	1034.7998
NDUFB1	586.4734	NDUFB1	540.7339
NDUFB2	1093.3849	NDUFB2	1121.144
NDUFB3	597.7456	NDUFB3	561.4131
NDUFB4	1574.5572	NDUFB4	1291.334
NDUFB5	1309.5008	NDUFB5	999.0303
NDUFB6	442.8341	NDUFB6	592.432
NDUFB7	716.5862	NDUFB7	754.233
NDUFB8	999.8293	NDUFB8	1080.9284
NDUFB9	1551.3688	NDUFB9	1701.8446
NDUFC1	581.9646	NDUFC1	557.5008
NDUFC2	2790.6602	NDUFC2	1904.1657
NDUFS1	1144.9275	NDUFS1	1322.0734
NDUFS2	1898.2287	NDUFS2	1999.4579
NDUFS3	1002.2061	NDUFS3	1027.8918
NDUFS4	655.0725	NDUFS4	634.3493
NDUFS5	2063.7681	NDUFS5	2259.066
NDUFS6	441.5459	NDUFS6	547.9996
NDUFS7	322.5507	NDUFS7	476.564
NDUFS8	662.8019	NDUFS8	746.9673
NDUFV1	1287.6006	NDUFV1	1727.8334
NDUFV2	1128.8245	NDUFV2	1258.6385
NDUFV3	637.037	NDUFV3	626.5247
NEAT1	6444.4444	NEAT1	6137.2598
NEBL	4492.1095	NEBL	2644.7057
NEB	35.1047	NEB	58.4048
NECAB1	112.0773	NECAB1	149.2258
NECAB3	242.8341	NECAB3	240.3262
NECAP1	702.7375	NECAP1	709.5211
NECAP2	1484.058	NECAP2	1494.7729
NEDD1	570.3704	NEDD1	572.3116
NEDD4L	1438.9694	NEDD4L	1944.6859
NEDD4	936.5539	NEDD4	587.9608
NEDD8	1818.3575	NEDD8	1725.0389
NEDD9	1404.8309	NEDD9	1546.1915
NEFH	205.7971	NEFH	156.7709
NEFL	23.1884	NEFL	8.104
NEFM	9.971	NEFM	11.871
NEGR1	825.4428	NEGR1	174.6556
NEIL1	101.7713	NEIL1	155.3737
NEIL2	543.9614	NEIL2	518.0985
NEIL3	39.2915	NEIL3	25.4299
NEK10	215.1369	NEK10	305.4378
NEK11	297.9066	NEK11	235.5755
NEK1	679.2271	NEK1	578.1801
NEK2	139.7746	NEK2	104.5139
NEK3	150.4026	NEK3	155.0942
NEK4	541.7069	NEK4	557.2214
NEK5	9.3398	NEK5	6.4273
NEK6	1482.7697	NEK6	1324.309
NEK7	1567.4718	NEK7	1115.2811
NEK8	73.752	NEK8	97.5277
NEK9	2856.3607	NEK9	2571.7695
NELF	545.2496	NELF	702.2554
NELL2	176.8116	NELL2	162.6393
NENF	1089.8551	NENF	1007.6932
NEO1	2838.0032	NEO1	3141.5661
NES	1428.0193	NES	7841.34
NET1	2687.6006	NET1	1861.1306
NETO2	355.5556	NETO2	589.0786
NEU1	1702.0934	NEU1	1276.5232
NEU3	182.9308	NEU3	168.2283
NEURL1B	2019.3237	NEURL1B	1339.6787
NEURL2	11.9163	NEURL2	20.6038
NEURL3	17.3913	NEURL3	71.2595
NEURL4	312.7214	NEURL4	506.0822
NEURL	67.6329	NEURL	95.0127
removed	removed	NEUROG2	62.876
NEXN	269.2432	NEXN	372.785
NF1	3232.5282	NF1	2565.6216
NF2	915.2979	NF2	1201.3514
NFAM1	200.3221	NFAM1	240.6056
NFASC	389.591	NFASC	984.2363
NFAT5	1976.1675	NFAT5	2298.7478
NFATC1	450.8857	NFATC1	409.6723
NFATC2IP	900.161	NFATC2IP	889.7657
NFATC2	177.1337	NFATC2	101.1606
NFATC3	853.4622	NFATC3	1070.5693
NFATC4	799.3559	NFATC4	866.0126
NFE2L1	7132.3671	NFE2L1	7667.5227
NFE2L2	2519.3655	NFE2L2	2944.9597
NFE2L3	387.7617	NFE2L3	466.9593
NFE2	10.9501	NFE2	10.6191
NFIA	2555.5556	NFIA	2262.4194
NFIB	3713.0435	NFIB	6265.2474
NFIC	1045.7327	NFIC	1185.9817
NFIL3	354.9114	NFIL3	476.1812
NFIX	3538.8084	NFIX	5020.302
NFKB1	1831.562	NFKB1	2069.3201
NFKB2	692.4316	NFKB2	863.777
NFKBIA	1904.6699	NFKBIA	2092.5144
NFKBIB	188.7279	NFKBIB	223.2798
NFKBID	34.4605	NFKBID	26.5477
NFKBIE	313.3655	NFKBIE	436.7788
NFKBIL1	211.9163	NFKBIL1	236.4139
NFKBIL2	128.1804	NFKBIL2	146.7107
NFKBIZ	185.1852	NFKBIZ	478.9365
NFRKB	934.9436	NFRKB	967.732
NFS1	490.9597	NFS1	460.8115
NFU1	413.8486	NFU1	389.552
NFX1	1235.1047	NFX1	1306.7037
NFXL1	321.4461	NFXL1	303.8002
NFYA	1149.1143	NFYA	1270.6548
NFYB	871.4976	NFYB	851.2018
NFYC	1175.1787	NFYC	1065.4861
NGDN	487.6006	NGDN	463.606
NGEF	23.1884	NGEF	31.5777
NGFRAP1	1832.8502	NGFRAP1	1718.891
NGFR	1034.7826	NGFR	3039.5672
removed	removed	NGF	17.3258
NGLY1	723.0274	NGLY1	718.7429
NGRN	2379.2593	NGRN	2326.3378
NHEDC1	8.0548	removed	removed
NHEDC2	219.6457	NHEDC2	235.855
NHEJ1	232.5862	NHEJ1	279.7117
NHLRC1	84.38	NHLRC1	92.2182
NHLRC2	196.4573	NHLRC2	161.2421
NHLRC3	807.7295	NHLRC3	620.0974
NHLRC4	59.9034	NHLRC4	48.6241
NHP2L1	2252.1739	NHP2L1	2482.3458
NHP2	1589.694	NHP2	1397.2452
NHSL1	342.029	NHSL1	450.7513
NHSL2	154.9114	NHSL2	83.8347
NHS	407.4074	NHS	224.9565
NICN1	403.2657	NICN1	439.1653
NID1	6759.0467	NID1	7057.9158
NID2	1344.2834	NID2	872.1604
NIF3L1	391.9485	NIF3L1	456.0608
NINJ1	1390.3382	NINJ1	1578.0487
NINJ2	135.9871	NINJ2	62.3423
NINL	247.0209	NINL	249.2685
NIN	1461.1916	NIN	1770.8686
NIP7	405.475	NIP7	653.0724
NIPA1	404.5089	NIPA1	382.2863
NIPA2	994.525	NIPA2	990.0879
NIPAL1	26.409	NIPAL1	36.8873
NIPAL2	249.5974	NIPAL2	277.7723
NIPAL3	1167.7939	NIPAL3	1404.7903
NIPAL4	6.4412	NIPAL4	8.6629
NIPBL	2675.0403	NIPBL	2282.8192
NIPSNAP1	2366.5056	NIPSNAP1	1827.3173
NIPSNAP3A	361.9968	NIPSNAP3A	615.6262
NIPSNAP3B	72.5378	NIPSNAP3B	52.8438
NISCH	2328.5024	NISCH	3038.7288
NIT1	493.1143	NIT1	497.3075
NIT2	815.4589	NIT2	708.1239
NKAIN1	128.5024	NKAIN1	105.6317
NKAIN2	30.5958	NKAIN2	92.2182
NKAPL	17.3913	NKAPL	23.4737
NKAP	318.5185	NKAP	289.7887
NKD1	66.9887	NKD1	18.4436
NKD2	129.4686	NKD2	122.6781
NKG7	155.5556	NKG7	127.4288
NKIRAS1	203.2206	NKIRAS1	203.4389
NKIRAS2	645.0886	NKIRAS2	851.2018
NKPD1	9.0177	NKPD1	30.4599
NKRF	382.6087	NKRF	387.0369
NKTR	2208.3736	NKTR	2131.3578
NKX3-1	81.8035	NKX3-1	143.6368
NKX3-2	11.2721	NKX3-2	6.1479
removed	removed	NKX6-1	11.178
NLE1	428.0193	NLE1	548.8379
NLGN1	32.2061	NLGN1	48.6241
NLGN2	711.7552	NLGN2	1076.4377
NLGN3	104.9919	NLGN3	99.4839
NLGN4X	129.1465	NLGN4X	324.4403
NLK	587.1176	NLK	402.1272
NLN	461.1916	NLN	519.7752
NLRC3	197.7456	NLRC3	131.0616
NLRC4	72.7858	NLRC4	66.7883
NLRC5	706.6023	NLRC5	550.5146
NLRP11	6.1192	removed	removed
NLRP12	11.9163	NLRP12	15.6491
NLRP1	612.2383	NLRP1	437.3377
NLRP2	700.4831	NLRP2	633.7904
NLRP3	160.7085	NLRP3	110.6618
NLRP5	33.4944	NLRP5	31.8572
NLRP7	13.8486	NLRP7	10.6191
NLRX1	411.2721	NLRX1	601.9332
NMB	128.1804	NMB	40.7996
NMD3	1303.0596	NMD3	1161.9491
NME1-NME2	73.868	NME1-NME2	72.9027
NME1	1521.3688	NME1	1284.3785
NME2P1	84.7021	NME2P1	79.3635
NME2	6030.8502	NME2	6785.5843
NME3	500.8052	NME3	378.0945
NME4	2205.475	NME4	1267.8603
NME5	89.8551	NME5	84.6731
NME6	248.3092	NME6	198.4088
NME7	199.211	NME7	245.9124
NMI	419.6457	NMI	366.3577
NMNAT1	352.657	NMNAT1	344.5607
NMNAT2	157.1659	NMNAT2	267.9916
NMNAT3	452.1739	NMNAT3	126.8699
NMRAL1	585.5072	NMRAL1	655.0285
NMT1	2170.3704	NMT1	2653.3686
NMT2	520.1288	NMT2	471.1511
NMUR1	15.1369	NMUR1	8.104
NMU	17.0692	NMU	6.4273
NNAT	156.8438	NNAT	52.8159
NNMT	1228.9855	NNMT	1413.7327
NNT	1251.8519	NNT	1071.9665
NOB1	910.789	NOB1	1532.2191
NOC2L	1519.9742	NOC2L	1573.4909
NOC3L	548.4702	NOC3L	555.2652
NOC4L	189.372	NOC4L	234.4577
NOD1	408.6957	NOD1	396.8176
NOD2	96.9404	NOD2	150.3436
NODAL	5.153	NODAL	7.5451
removed	removed	NOG	19.8409
NOL10	604.1868	NOL10	690.798
NOL11	1136.5539	NOL11	1064.9803
NOL12	159.8937	NOL12	234.7148
NOL3	256.0386	NOL3	320.9863
removed	removed	NOL4	19.0025
NOL6	794.2029	NOL6	1467.3869
NOL7	497.9066	NOL7	506.9206
NOL8	843.1562	NOL8	927.4494
NOL9	236.715	NOL9	206.5128
NOLC1	2881.4815	NOLC1	2998.7676
NOM1	388.7279	NOM1	483.1674
NOMO1	3862.8019	NOMO1	4307.4275
NOMO2	862.1578	NOMO2	1285.1861
NOMO3	1970.6924	NOMO3	1910.0342
NONO	8200.9662	NONO	8538.5654
NOP10	1014.4928	NOP10	896.752
NOP14	1037.5072	NOP14	1269.0228
NOP16	204.8309	NOP16	269.6683
NOP2	545.2496	NOP2	810.1228
NOP56	1830.5958	NOP56	2117.9443
NOP58	1042.19	NOP58	1265.9041
NOS1AP	102.7375	NOS1AP	228.5893
NOS1	7.0853	removed	removed
NOS2	22.3092	NOS2	15.7442
NOS3	305.0918	NOS3	206.1496
NOSIP	504.9919	NOSIP	558.3392
NOSTRIN	450.2415	NOSTRIN	447.9568
NOTCH1	1139.4525	NOTCH1	1442.7954
NOTCH2NL	876.029	NOTCH2NL	863.0029
NOTCH2	7115.62	NOTCH2	7817.3074
NOTCH3	6038.3253	NOTCH3	4335.9313
NOTCH4	968.438	NOTCH4	773.7944
NOTUM	5.153	removed	removed
NOVA1	1171.6586	NOVA1	368.8727
NOVA2	60.8696	NOVA2	34.6517
NOV	561.0306	NOV	382.8452
NOX4	214.8148	NOX4	12.8547
removed	removed	NOX5	12.8602
NOXA1	34.1385	NOXA1	51.9775
NOXO1	5.153	NOXO1	6.4273
NPAS1	10.628	NPAS1	7.2657
NPAS2	191.9485	NPAS2	353.7825
NPAS3	47.9871	NPAS3	142.2396
removed	removed	NPAS4	5.589
NPAT	696.9404	NPAT	525.6436
removed	removed	NPC1L1	11.7369
NPC1	846.6989	NPC1	1204.6713
NPC2	4355.5556	NPC2	4846.2052
NPDC1	1443.4783	NPDC1	1383.5522
NPEPL1	304.6699	NPEPL1	465.0032
NPEPPS	2943.3172	NPEPPS	2283.937
NPFFR2	9.9839	NPFFR2	16.208
NPFF	8.6957	NPFF	15.9286
NPHP1	82.4477	NPHP1	80.4813
NPHP3	445.7327	NPHP3	475.9017
NPHP4	252.818	NPHP4	365.7988
NPIPL3	584.8631	NPIPL3	888.0611
NPIP	909.0789	NPIP	769.6669
NPLOC4	2122.7053	NPLOC4	1948.3187
NPL	266.6667	NPL	448.5157
NPM1	13340.4187	NPM1	12470.9722
removed	removed	NPM2	44.7118
NPM3	282.1256	NPM3	497.9782
NPNT	1011.5942	NPNT	907.371
NPR1	502.0934	NPR1	721.8169
NPR2	394.525	NPR2	365.7988
NPR3	44.4444	NPR3	21.2381
NPRL2	394.0709	NPRL2	359.8018
NPRL3	967.1498	NPRL3	829.4047
NPTN	2099.839	NPTN	3038.4494
NPTX1	32.2061	NPTX1	169.905
NPTX2	58.2931	NPTX2	13.693
NPTXR	435.7488	NPTXR	874.1166
NPY1R	1928.8245	NPY1R	638.8205
NPY2R	60.2254	NPY2R	35.49
NPY5R	16.1031	NPY5R	10.6191
NQO1	1593.2367	NQO1	1968.7185
NQO2	540.0966	NQO2	517.8191
NR1D1	249.5749	NR1D1	209.3884
NR1D2	1165.8615	NR1D2	876.9111
NR1H2	1038.3253	NR1H2	975.5566
NR1H3	607.0853	NR1H3	742.4961
removed	removed	NR1I2	6.1479
NR1I3	8.4831	NR1I3	12.5193
NR2C1	379.066	NR2C1	410.7901
NR2C2AP	336.7504	NR2C2AP	354.9841
NR2C2	1619.6071	NR2C2	1483.458
NR2F1	1030.2738	NR2F1	917.7106
NR2F2	3370.3704	NR2F2	2089.161
NR2F6	600.3221	NR2F6	639.9383
NR3C1	2778.0998	NR3C1	2222.1788
NR3C2	455.7166	NR3C2	419.1736
NR4A1	478.2609	NR4A1	389.8314
NR4A2	144.6055	NR4A2	158.4476
NR4A3	86.3124	NR4A3	34.0928
NR5A2	271.4976	NR5A2	156.4915
NR6A1	28.6634	NR6A1	7.8246
NRARP	333.0113	NRARP	307.3939
NRAS	1739.4525	NRAS	1374.0509
NRBF2	419.0016	NRBF2	401.0094
NRBP1	2342.6731	NRBP1	2545.2218
NRBP2	548.4702	NRBP2	720.1402
NRCAM	130.4348	NRCAM	225.7948
NRD1	2931.723	NRD1	2638.5578
NRF1	422.8663	NRF1	418.3352
NRG1	42.5121	NRG1	210.984
NRG2	21.5781	NRG2	174.3762
removed	removed	NRG3	47.2269
NRGN	64.0902	NRGN	77.1279
NRIP1	3289.533	NRIP1	2141.9769
NRIP2	267.6329	NRIP2	388.4342
NRIP3	460.2254	NRIP3	93.8949
NRK	269.8873	NRK	122.3987
NRL	24.5185	NRL	21.2912
NRM	359.4203	NRM	334.5005
NRN1	790.0161	NRN1	574.2678
NRP1	5343.6393	NRP1	2687.4614
NRP2	1244.1224	NRP2	1582.7994
NRSN2	796.7794	NRSN2	677.9434
removed	removed	NRTN	14.2519
NRXN1	44.7665	NRXN1	59.5226
NRXN2	235.1047	NRXN2	482.0496
NRXN3	73.43	NRXN3	100.6017
NSA2	2137.5201	NSA2	1909.4753
NSD1	3485.6683	NSD1	3229.0336
NSDHL	385.8293	NSDHL	432.8666
NSFL1C	1356.1997	NSFL1C	1407.5848
NSF	2261.5137	NSF	1420.16
NSL1	707.8905	NSL1	598.8593
NSMAF	759.7424	NSMAF	930.8447
NSMCE1	1057.3269	NSMCE1	1063.8625
NSMCE2	348.1481	NSMCE2	286.4353
NSMCE4A	451.8519	NSMCE4A	468.0771
NSUN2	1246.0548	NSUN2	1680.3271
NSUN3	141.6554	NSUN3	118.1902
NSUN4	709.5008	NSUN4	648.3218
NSUN5P1	57.971	NSUN5P1	93.6154
NSUN5P2	172.7375	NSUN5P2	257.9426
NSUN5	359.4203	NSUN5	406.3189
NSUN6	234.7826	NSUN6	240.0467
NSUN7	244.1224	NSUN7	160.1243
NT5C2	1338.4863	NT5C2	1448.6638
NT5C3L	458.6151	NT5C3L	730.4798
NT5C3	522.3833	NT5C3	392.3464
NT5C	246.0548	NT5C	252.3425
NT5DC1	802.8986	NT5DC1	811.7995
NT5DC2	1102.5926	NT5DC2	1618.4012
NT5DC3	352.9791	NT5DC3	423.6447
NT5E	651.8519	NT5E	646.9245
NT5M	32.5282	NT5M	63.9938
NTAN1	712.0773	NTAN1	588.2402
NTF3	39.6135	NTF3	84.6731
NTF4	8.6957	NTF4	68.7501
NTHL1	95.9742	NTHL1	164.316
NTM	192.5926	NTM	178.8474
NTN1	604.1868	NTN1	509.1561
NTN4	3400.3221	NTN4	3577.5066
NTN5	7.7295	NTN5	19.8409
NTNG1	6.7633	NTNG1	6.7068
NTNG2	21.5781	NTNG2	12.8547
removed	removed	NTRK1	56.7282
NTRK2	2133.0113	NTRK2	7698.2621
NTRK3	133.0113	NTRK3	131.6205
NTS	78.2609	NTS	36.8873
NUAK1	1058.2931	NUAK1	585.4457
NUAK2	153.3011	NUAK2	87.1881
NUB1	1940.6312	NUB1	1549.5058
NUBP1	389.0177	NUBP1	361.104
NUBP2	524.3156	NUBP2	539.8955
NUBPL	416.7472	NUBPL	354.6208
NUCB1	4908.5346	NUCB1	5145.2157
NUCB2	2016.57	NUCB2	1901.3182
NUCKS1	10508.5346	NUCKS1	9351.7621
NUDCD1	399.3559	NUDCD1	437.8966
NUDCD2	344.9275	NUDCD2	357.9742
NUDCD3	2476.3285	NUDCD3	2370.8456
NUDC	1178.0998	NUDC	1551.2216
NUDT10	54.7504	NUDT10	60.9199
NUDT11	57.0048	NUDT11	75.1718
NUDT12	620.2899	NUDT12	439.5733
NUDT13	57.2593	NUDT13	60.3414
NUDT14	158.4541	NUDT14	218.5291
NUDT15	416.7021	NUDT15	508.2927
NUDT16L1	610.9501	NUDT16L1	427.8365
NUDT16P1	33.8164	NUDT16P1	78.5252
NUDT16	769.7262	NUDT16	807.6077
NUDT17	31.8841	NUDT17	32.4161
NUDT18	112.7214	NUDT18	119.3247
NUDT19	476.9726	NUDT19	486.5208
NUDT1	142.9952	NUDT1	168.2283
NUDT21	2315.62	NUDT21	2807.6245
NUDT22	223.6457	NUDT22	268.9501
NUDT2	203.5427	NUDT2	232.5016
NUDT3	497.9066	NUDT3	554.4269
NUDT4	1045.7327	NUDT4	829.6842
NUDT5	617.4718	NUDT5	557.0118
NUDT6	89.8937	NUDT6	76.175
NUDT7	53.4622	NUDT7	89.4237
NUDT8	30.9179	NUDT8	171.3023
removed	removed	NUDT9P1	7.8246
NUDT9	507.8905	NUDT9	606.6839
NUF2	85.6683	NUF2	57.2871
NUFIP1	279.2271	NUFIP1	295.3776
NUFIP2	3063.7681	NUFIP2	2828.8626
NUMA1	8543.6393	NUMA1	8280.8155
NUMBL	336.2319	NUMBL	309.0706
NUMB	1708.8567	NUMB	1802.4463
NUP107	900.8052	NUP107	888.089
