gene_id	TCGA-A7-A0CH-01A-21R-A00Z-07	gene_id	TCGA-A7-A0CH-11A-32R-A089-07
ANKRD52	1337.1713	ANKRD52	1091.8665
ANKRD53	5.2335	ANKRD53	72.5905
ANKRD54	465.3496	ANKRD54	473.9069
removed	removed	ANKRD55	14.2924
ANKRD56	143.4864	ANKRD56	75.2233
ANKRD57	1300.9726	ANKRD57	546.1213
ANKRD58	6.5419	ANKRD58	13.9163
ANKRD5	419.556	ANKRD5	164.7391
ANKRD6	109.826	ANKRD6	202.1439
ANKRD9	60.1858	ANKRD9	123.7424
ANKS1A	833.8785	ANKS1A	1177.6211
ANKS1B	244.2322	ANKS1B	42.1251
ANKS3	258.6244	ANKS3	253.5026
ANKS6	67.6	ANKS6	334.7438
ANKZF1	540.3637	ANKZF1	526.5632
ANLN	496.3147	ANLN	63.9398
ANO10	815.5611	ANO10	1170.4748
ANO1	1350.6913	ANO1	2708.0395
ANO2	11.7755	ANO2	39.4922
removed	removed	ANO3	15.7969
ANO4	6.5419	removed	removed
removed	removed	ANO5	56.4175
ANO6	2203.3233	ANO6	4493.8411
ANO7	5.6697	removed	removed
ANO8	297.8761	ANO8	238.0818
ANO9	109.0322	ANO9	68.8293
ANP32A	3675.6945	ANP32A	2608.7447
ANP32B	2086.4408	ANP32B	3116.126
ANP32E	1314.0564	ANP32E	802.2567
ANPEP	1506.3893	ANPEP	3441.843
ANTXR1	7868.2018	ANTXR1	2809.591
ANTXR2	588.774	ANTXR2	2548.1899
ANUBL1	630.2063	ANUBL1	166.9958
ANXA11	3222.1205	ANXA11	7154.866
ANXA13	6.1058	ANXA13	6.0179
ANXA1	1228.139	ANXA1	15516.3141
ANXA2P1	82.8645	ANXA2P1	148.9422
ANXA2P2	4062.977	ANXA2P2	7832.252
removed	removed	ANXA2P3	10.5313
ANXA2	12744.5593	ANXA2	27805.5477
ANXA3	208.0335	ANXA3	492.3366
ANXA4	1792.926	ANXA4	1716.5961
ANXA5	4688.822	ANXA5	19295.5336
ANXA6	5804.0037	ANXA6	11634.7908
ANXA7	3735.4442	ANXA7	3846.5444
ANXA8L2	44.9213	ANXA8L2	148.9422
ANXA8	144.7948	ANXA8	252.7504
ANXA9	595.316	ANXA9	220.0282
AOAH	64.111	AOAH	180.536
AOC2	5.6697	AOC2	181.6643
AOC3	175.76	AOC3	19112.3648
AOX1	74.578	AOX1	1255.8533
AP1AR	1507.6977	AP1AR	395.2985
AP1B1	2560.5129	AP1B1	3236.8594
AP1G1	2337.2149	AP1G1	1955.8063
AP1G2	1469.6847	AP1G2	832.9441
AP1M1	604.4747	AP1M1	1657.922
AP1M2	2519.5168	AP1M2	1201.3164
AP1S1	822.9753	AP1S1	663.4697
AP1S2	256.4438	AP1S2	582.6046
AP1S3	235.5096	AP1S3	44.7579
AP2A1	1283.0869	AP2A1	2046.582
AP2A2	1536.4822	AP2A2	2163.7988
AP2B1	7809.3244	AP2B1	5558.6272
AP2M1	4367.8311	AP2M1	6455.6653
AP2S1	1218.9803	AP2S1	1698.5425
AP3B1	1908.064	AP3B1	1220.4984
AP3B2	40.1239	AP3B2	79.7367
AP3D1	2753.718	AP3D1	2997.6493
AP3M1	1959.0911	AP3M1	1263.3756
AP3M2	491.5173	AP3M2	371.9793
AP3S1	882.2888	AP3S1	1131.3587
AP3S2	1448.3754	AP3S2	2069.7057
AP4B1	326.2942	AP4B1	319.1462
AP4E1	355.8812	AP4E1	266.6667
AP4M1	364.8	AP4M1	349.1904
AP4S1	54.08	AP4S1	48.519
APAF1	502.4205	APAF1	333.2393
APBA1	50.591	APBA1	261.7772
APBA2	99.8735	APBA2	55.6653
APBA3	158.7509	APBA3	238.0818
APBB1IP	170.0903	APBB1IP	1423.6013
APBB1	329.7135	APBB1	974.5181
APBB2	3359.0649	APBB2	2333.8035
APBB3	209.3419	APBB3	242.5952
APCDD1L	26.6039	APCDD1L	86.5068
APCDD1	381.6128	APCDD1	2079.5487
APC	1057.6126	APC	668.3592
APEH	2257.4033	APEH	1967.4659
APEX1	2758.0793	APEX1	2722.3319
APEX2	674.6914	APEX2	613.8223
APH1A	7653.6264	APH1A	4607.0522
APH1B	660.7353	APH1B	670.2398
API5	3142.3089	API5	1968.5943
APIP	348.2359	APIP	507.889
APITD1	302.7781	APITD1	162.4824
APLF	96.8206	APLF	78.2323
APLNR	388.1547	APLNR	1879.0785
APLN	186.6632	APLN	89.5157
APLP1	33.1458	APLP1	45.8862
APLP2	16993.3272	APLP2	17708.6977
APOA1BP	3094.3347	APOA1BP	1652.6563
APOA1	10.9032	removed	removed
APOB48R	238.9986	APOB48R	297.8843
APOBEC3A	5.2335	APOBEC3A	11.6596
APOBEC3B	49.2826	APOBEC3B	39.4922
APOBEC3C	84.1729	APOBEC3C	380.63
APOBEC3D	102.9264	APOBEC3D	83.874
APOBEC3F	165.729	APOBEC3F	157.969
APOBEC3G	198.0025	APOBEC3G	359.9436
removed	removed	APOBEC3H	7.8984
removed	removed	APOB	107.9455
APOC1	183.1741	APOC1	757.8749
APOC2	99.8735	APOC2	190.315
APOD	727.0269	APOD	87681.0531
APOE	911.5094	APOE	6248.0489
APOF	16.1368	APOF	7.1462
APOL1	1252.1261	APOL1	1599.6239
APOL2	748.8334	APOL2	923.7424
APOL3	510.707	APOL3	1546.5914
APOL4	218.9367	APOL4	192.9478
APOL6	2058.9646	APOL6	4511.8947
APOLD1	703.0398	APOLD1	3985.3315
APOM	43.7001	APOM	65.2111
APOOL	334.5109	APOOL	66.5726
APOO	341.4889	APOO	187.3061
APPBP2	1483.7106	APPBP2	1035.8251
APPL1	2466.7408	APPL1	1208.4626
APPL2	1048.8901	APPL2	1013.6342
APP	21881.024	APP	21473.6248
APRT	751.4501	APRT	1618.8058
APTX	750.5779	APTX	465.2562
AQP11	74.578	AQP11	51.9041
AQP1	1750.1854	AQP1	21466.1175
AQP3	546.0334	AQP3	1663.5637
removed	removed	AQP4	56.4175
AQP5	126.4774	AQP5	44.0056
AQP6	7.8503	removed	removed
removed	removed	AQP7P1	512.2708
removed	removed	AQP7P3	53.0324
removed	removed	AQP7	2694.4993
AQP9	11.3394	AQP9	204.9835
removed	removed	AQPEP	419.9718
AQR	1398.6654	AQR	805.2656
ARAF	1105.5868	ARAF	1447.6728
ARAP1	1443.5344	ARAP1	2747.0992
ARAP2	170.0903	ARAP2	209.1208
ARAP3	141.3058	ARAP3	664.598
ARCN1	5025.5135	ARCN1	4168.1241
ARC	7.4142	ARC	89.1396
AREG	266.9109	AREG	154.96
ARF1	12365.5633	ARF1	10097.2261
ARF3	6082.2539	ARF3	4709.732
ARF4	5493.0437	ARF4	4538.2228
ARF5	1995.2898	ARF5	2493.48
ARF6	4153.6918	ARF6	2766.3376
ARFGAP1	930.263	ARFGAP1	1193.418
ARFGAP2	2166.6885	ARFGAP2	2361.26
ARFGAP3	810.3275	ARFGAP3	899.6709
ARFGEF1	2276.1568	ARFGEF1	1102.7739
ARFGEF2	3618.9978	ARFGEF2	1355.5242
ARFIP1	1730.9957	ARFIP1	969.6286
ARFIP2	1922.4563	ARFIP2	1484.5322
ARFRP1	484.1031	ARFRP1	783.827
ARG2	163.5483	ARG2	184.1993
ARGLU1	1167.9532	ARGLU1	1500.3291
ARHGAP10	184.0464	ARHGAP10	831.5938
ARHGAP11A	200.6193	ARHGAP11A	71.8383
ARHGAP11B	14.3923	removed	removed
ARHGAP12	1224.65	ARHGAP12	740.9497
ARHGAP15	41.8684	ARHGAP15	181.6643
ARHGAP17	901.0423	ARHGAP17	1539.0691
ARHGAP18	741.8553	ARHGAP18	506.6291
ARHGAP19	499.3676	ARHGAP19	563.4227
ARHGAP1	3516.0714	ARHGAP1	4145.181
ARHGAP20	20.0619	ARHGAP20	278.7024
ARHGAP21	1210.2578	ARHGAP21	2503.8082
ARHGAP22	50.591	ARHGAP22	100.4231
ARHGAP23	205.8529	ARHGAP23	874.4711
ARHGAP24	92.4593	ARHGAP24	464.504
ARHGAP25	124.7329	ARHGAP25	583.3568
ARHGAP26	395.5689	ARHGAP26	475.4114
ARHGAP27	290.898	ARHGAP27	495.7217
ARHGAP28	100.7458	ARHGAP28	210.6253
ARHGAP29	3549.6533	ARHGAP29	2110.7663
ARHGAP30	299.1844	ARHGAP30	831.2177
ARHGAP31	508.0902	ARHGAP31	1595.1105
ARHGAP32	3626.8481	ARHGAP32	896.2858
ARHGAP33	79.3755	ARHGAP33	80.489
removed	removed	ARHGAP36	22.567
ARHGAP39	331.8941	ARHGAP39	184.6732
ARHGAP42	107.2615	ARHGAP42	145.9332
ARHGAP4	176.1961	ARHGAP4	667.2308
ARHGAP5	2635.5271	ARHGAP5	1412.6939
ARHGAP6	41.4322	ARHGAP6	130.5125
ARHGAP8	613.1842	ARHGAP8	380.9685
ARHGAP9	37.9432	ARHGAP9	183.921
ARHGDIA	3657.3771	ARHGDIA	7053.3145
ARHGDIB	6881.6782	ARHGDIB	5568.4062
removed	removed	ARHGDIG	162.4673
ARHGEF10L	665.9689	ARHGEF10L	1082.8397
ARHGEF10	533.8218	ARHGEF10	891.0202
ARHGEF11	2162.3272	ARHGEF11	1298.7306
ARHGEF12	7984.2121	ARHGEF12	3297.0381
ARHGEF15	145.6671	ARHGEF15	1150.5407
ARHGEF16	369.8373	ARHGEF16	204.9835
ARHGEF17	1106.4591	ARHGEF17	1488.6695
ARHGEF18	935.4965	ARHGEF18	971.1331
ARHGEF19	505.0373	ARHGEF19	305.0306
ARHGEF1	824.7198	ARHGEF1	1420.9685
ARHGEF2	2540.451	ARHGEF2	2346.5914
ARHGEF33	5.6697	ARHGEF33	9.4029
ARHGEF35	911.5094	ARHGEF35	469.3935
ARHGEF37	807.2746	ARHGEF37	1167.842
ARHGEF38	199.3109	ARHGEF38	31.9699
ARHGEF3	1186.7068	ARHGEF3	783.0748
ARHGEF4	51.4632	ARHGEF4	290.362
ARHGEF5	574.3818	ARHGEF5	473.5308
ARHGEF6	770.2037	ARHGEF6	3482.8397
ARHGEF7	1038.423	ARHGEF7	1672.9666
ARHGEF9	455.3186	ARHGEF9	569.4405
ARID1A	4193.8157	ARID1A	2181.8524
ARID1B	1911.9892	ARID1B	1600.7522
ARID2	1443.5867	ARID2	484.4382
ARID3A	34.8903	ARID3A	41.3728
ARID3B	89.4064	ARID3B	92.1486
ARID4A	525.5353	ARID4A	461.4951
ARID4B	2452.789	ARID4B	674.4974
ARID5A	876.183	ARID5A	1589.0926
ARID5B	2307.122	ARID5B	3269.9577
ARIH1	2115.6614	ARIH1	1478.5143
ARIH2	1129.5739	ARIH2	1488.2934
ARL10	27.9123	ARL10	25.952
ARL11	36.6348	ARL11	45.134
ARL13B	297.4399	ARL13B	189.5628
ARL15	449.2128	ARL15	391.5374
ARL16	364.6038	ARL16	494.5933
ARL17A	183.0259	ARL17A	83.0654
ARL1	3012.3424	ARL1	2053.2205
ARL2BP	1031.0088	ARL2BP	1816.267
ARL2	675.5637	ARL2	1858.7682
ARL3	1005.2772	ARL3	583.3568
ARL4A	265.1664	ARL4A	831.2177
ARL4C	469.7108	ARL4C	1213.3521
ARL4D	118.6271	ARL4D	179.0315
ARL5A	884.4694	ARL5A	651.8101
ARL5B	264.2941	ARL5B	84.2501
ARL6IP1	9541.1924	ARL6IP1	4779.6897
ARL6IP4	1211.13	ARL6IP4	2607.6164
ARL6IP5	7534.9993	ARL6IP5	7266.1965
ARL6IP6	281.7393	ARL6IP6	258.3921
ARL6	81.5561	ARL6	39.8684
ARL8A	1594.0512	ARL8A	1307.3813
ARL8B	3298.443	ARL8B	2143.1124
removed	removed	ARL9	12.0357
ARMC10	864.1807	ARMC10	668.8557
ARMC1	792.8824	ARMC1	503.9962
ARMC2	79.3755	ARMC2	48.519
ARMC3	153.9535	ARMC3	12.788
ARMC4	76.7587	ARMC4	5.6417
ARMC5	414.7586	ARMC5	366.3376
ARMC6	508.5002	ARMC6	610.0536
ARMC7	380.3044	ARMC7	305.7828
ARMC8	591.3908	ARMC8	648.425
ARMC9	484.5392	ARMC9	157.2167
ARMCX1	566.0953	ARMCX1	1010.6253
ARMCX2	947.7081	ARMCX2	759.7555
ARMCX3	1912.4253	ARMCX3	1721.4857
ARMCX5	353.2644	ARMCX5	286.977
ARMCX6	190.5883	ARMCX6	274.9412
ARNT2	2659.078	ARNT2	521.2976
ARNTL2	70.6529	ARNTL2	23.3192
ARNTL	271.7083	ARNTL	219.6521
ARNT	2003.5763	ARNT	1575.9285
ARPC1A	1936.8485	ARPC1A	2540.2915
ARPC1B	1573.9893	ARPC1B	3029.2431
ARPC2	3465.4804	ARPC2	4721.3916
ARPC3	3135.7669	ARPC3	3236.1072
ARPC4	3157.3161	ARPC4	3895.3568
ARPC5L	790.2656	ARPC5L	743.5825
ARPC5	4751.6246	ARPC5	3116.5021
ARPM1	36.1987	ARPM1	46.6385
ARPP19	4863.7097	ARPP19	3704.7485
ARPP21	6.5419	removed	removed
ARRB1	467.5302	ARRB1	1176.8688
ARRB2	356.7535	ARRB2	1202.4448
ARRDC1	741.4192	ARRDC1	664.2219
ARRDC2	406.4722	ARRDC2	1309.2619
ARRDC3	1348.9467	ARRDC3	2456.7936
ARRDC4	394.6967	ARRDC4	721.7677
removed	removed	ARRDC5	7.1462
ARSA	166.6012	ARSA	314.0574
ARSB	242.0516	ARSB	283.2158
ARSD	5270.618	ARSD	2622.661
ARSE	85.4813	ARSE	12.0357
ARSG	441.3625	ARSG	226.0461
ARSH	10.9032	removed	removed
ARSI	78.0671	ARSI	32.346
ARSJ	194.5135	ARSJ	72.9666
ARSK	104.6709	ARSK	125.2468
removed	removed	ART4	20.6864
removed	removed	ART5	20.6864
ARTN	16.5729	ARTN	11.6596
ARV1	1118.6707	ARV1	417.8655
ARVCF	374.6347	ARVCF	390.7851
removed	removed	ARX	5.2656
AR	2196.7814	AR	249.7414
AS3MT	285.2283	AS3MT	130.8886
ASAH1	13939.5569	ASAH1	9250.5877
ASAH2	17.009	removed	removed
ASAM	195.3858	ASAM	963.9868
ASAP1	1300.5364	ASAP1	857.922
ASAP2	708.7095	ASAP2	1026.7983
ASAP3	1468.8822	ASAP3	1060.2727
removed	removed	ASB12	5.6417
ASB13	1122.5958	ASB13	798.1194
ASB14	10.0353	ASB14	9.0268
ASB16	44.206	ASB16	15.5223
ASB1	284.2994	ASB1	671.1274
removed	removed	ASB2	47.7668
ASB3	354.1367	ASB3	263.2816
ASB6	607.0958	ASB6	658.4673
ASB7	486.2837	ASB7	350.1646
ASB8	909.7649	ASB8	740.9497
removed	removed	ASB9	42.8773
ASCC1	588.3379	ASCC1	499.4828
ASCC2	1143.9662	ASCC2	1539.4452
ASCC3	1261.2848	ASCC3	726.2811
ASCL2	14.3923	ASCL2	34.9788
ASF1A	565.2231	ASF1A	446.0743
ASF1B	207.5974	ASF1B	101.9276
removed	removed	ASGR1	21.0625
removed	removed	ASGR2	30.4654
ASH1L	5942.4964	ASH1L	1594.1777
ASH2L	1497.2306	ASH2L	1152.0451
ASL	559.9895	ASL	668.7353
ASMTL	628.0082	ASMTL	1142.2435
ASNA1	1443.1506	ASNA1	1273.9069
ASNSD1	971.2591	ASNSD1	999.7179
ASNS	285.6644	ASNS	312.5529
removed	removed	ASPA	62.4354
removed	removed	ASPG	9.0268
ASPHD1	5.6697	ASPHD1	47.0146
ASPHD2	124.7329	ASPHD2	72.5905
ASPH	11094.8144	ASPH	13275.4039
ASPM	384.2296	ASPM	34.9788
ASPN	4596.3627	ASPN	347.1556
ASPRV1	44.4633	ASPRV1	88.8914
ASPSCR1	378.996	ASPSCR1	409.2149
ASRGL1	301.3651	ASRGL1	173.7659
ASS1	165.729	ASS1	5027.9267
ASTE1	258.5023	ASTE1	181.1227
ASTN1	16.1368	ASTN1	83.4979
ASTN2	308.7793	ASTN2	222.2849
ASXL1	1281.7829	ASXL1	1474.0009
ASXL2	876.183	ASXL2	317.0663
ASXL3	5.2335	ASXL3	14.2924
ATAD1	1168.8255	ATAD1	910.5783
ATAD2B	471.0192	ATAD2B	176.7748
ATAD2	993.9378	ATAD2	309.544
ATAD3A	254.6993	ATAD3A	463.7518
ATAD3B	94.2038	ATAD3B	153.8317
ATAD3C	56.6968	ATAD3C	118.1006
ATAD5	88.9703	ATAD5	24.8237
ATE1	301.3651	ATE1	163.9868
ATF1	655.5018	ATF1	286.6008
ATF2	641.9818	ATF2	270.8039
ATF3	677.3082	ATF3	2793.7941
ATF4	2793.8419	ATF4	6350.3526
ATF5	597.9327	ATF5	896.662
ATF6B	3065.9863	ATF6B	2295.4396
ATF6	3289.7204	ATF6	1196.4269
ATF7IP2	209.3419	ATF7IP2	99.2948
ATF7IP	1420.4719	ATF7IP	588.2464
ATF7	2262.0306	ATF7	1467.2797
ATG10	121.68	ATG10	102.3037
ATG12	557.8089	ATG12	500.9873
ATG16L1	1065.0268	ATG16L1	562.6704
ATG16L2	222.6525	ATG16L2	257.2826
ATG2A	613.6334	ATG2A	784.9553
ATG2B	1197.61	ATG2B	791.3493
ATG3	768.023	ATG3	798.1194
ATG4A	359.8064	ATG4A	361.0719
ATG4B	567.4037	ATG4B	874.095
ATG4C	214.1393	ATG4C	192.9478
ATG4D	201.6137	ATG4D	247.3644
ATG5	880.5443	ATG5	737.1885
ATG7	875.5375	ATG7	1065.7113
ATG9A	1008.7357	ATG9A	1814.488
removed	removed	ATG9B	10.174
ATHL1	1206.3326	ATHL1	647.2967
ATIC	2674.3425	ATIC	1776.0226
ATL1	369.4012	ATL1	295.2515
ATL2	1313.6203	ATL2	890.268
ATL3	766.2785	ATL3	385.1434
ATMIN	1046.2733	ATMIN	1440.9027
ATM	1491.997	ATM	723.2722
ATN1	3270.9669	ATN1	4695.4396
ATOH8	17.009	ATOH8	1084.7203
ATOX1	1230.7558	ATOX1	1030.1834
ATP10A	427.8425	ATP10A	412.5999
removed	removed	ATP10B	9.4029
ATP10D	259.0606	ATP10D	363.7047
ATP11A	248.1574	ATP11A	508.8858
ATP11B	574.3818	ATP11B	925.2468
ATP11C	359.3702	ATP11C	446.4504
ATP13A1	1089.8862	ATP13A1	1267.1368
ATP13A2	1138.2965	ATP13A2	1445.04
ATP13A3	2113.0446	ATP13A3	1370.945
ATP13A4	30.529	ATP13A4	201.2224
ATP13A5	46.6658	ATP13A5	172.6375
ATP1A1	21329.744	ATP1A1	12654.4391
ATP1A2	15.7006	ATP1A2	1587.212
removed	removed	ATP1A3	6.7701
ATP1A4	67.1639	ATP1A4	7.8984
ATP1B1	10429.6132	ATP1B1	3453.3747
ATP1B2	10.031	ATP1B2	93.653
ATP1B3	793.3185	ATP1B3	1943.0183
ATP2A1	6.9781	removed	removed
ATP2A2	4252.6931	ATP2A2	4132.7692
ATP2A3	1230.3197	ATP2A3	1055.0071
ATP2B1	1104.7146	ATP2B1	1007.6164
removed	removed	ATP2B2	13.5402
ATP2B4	4213.0054	ATP2B4	6251.8101
ATP2C1	3555.4451	ATP2C1	2246.7099
ATP2C2	116.4464	ATP2C2	171.5092
ATP5A1	9788.4775	ATP5A1	11896.9441
ATP5B	9044.8777	ATP5B	11420.0282
ATP5C1	2897.2044	ATP5C1	2731.7348
ATP5D	596.6244	ATP5D	1398.0254
ATP5EP2	36.6348	ATP5EP2	30.4654
ATP5E	3370.8404	ATP5E	4947.4377
ATP5F1	2833.5296	ATP5F1	2568.8764
ATP5G1	790.2656	ATP5G1	710.4843
ATP5G2	4904.2697	ATP5G2	5222.3789
ATP5G3	2360.7658	ATP5G3	3693.8411
ATP5H	2220.7685	ATP5H	2623.7894
ATP5I	1202.1501	ATP5I	1451.9868
ATP5J2	1625.8886	ATP5J2	1468.3592
ATP5J	1468.7557	ATP5J	2020.6225
ATP5L	2677.3954	ATP5L	3205.6417
ATP5O	1358.9777	ATP5O	3482.8397
ATP5SL	600.9857	ATP5SL	826.7043
ATP5S	161.3677	ATP5S	103.0559
ATP6AP1L	65.8555	ATP6AP1L	40.2445
ATP6AP1	5129.3122	ATP6AP1	3990.5971
ATP6AP2	4775.6117	ATP6AP2	3932.6751
ATP6V0A1	1515.1119	ATP6V0A1	1663.9398
ATP6V0A2	457.0631	ATP6V0A2	388.5284
ATP6V0A4	231.2879	ATP6V0A4	17.3014
ATP6V0B	1890.6189	ATP6V0B	2124.3065
ATP6V0C	2361.202	ATP6V0C	3324.1598
ATP6V0D1	1354.6164	ATP6V0D1	2401.8806
ATP6V0D2	10.031	ATP6V0D2	27.8326
ATP6V0E1	2675.6509	ATP6V0E1	3929.2901
ATP6V0E2	1593.5845	ATP6V0E2	1432.4024
ATP6V1A	2408.3039	ATP6V1A	1403.291
ATP6V1B1	22.6787	ATP6V1B1	336.6244
ATP6V1B2	1743.6434	ATP6V1B2	2142.3601
ATP6V1C1	1673.4267	ATP6V1C1	1242.3131
ATP6V1C2	24.7111	ATP6V1C2	92.9459
ATP6V1D	1666.4486	ATP6V1D	1125.717
ATP6V1E1	2202.0149	ATP6V1E1	2825.764
ATP6V1E2	81.12	ATP6V1E2	96.662
ATP6V1F	1162.2618	ATP6V1F	1681.1998
ATP6V1G1	3327.6637	ATP6V1G1	2032.158
ATP6V1G2	38.2136	ATP6V1G2	15.7969
ATP6V1H	1174.9313	ATP6V1H	1193.0418
ATP7A	934.1881	ATP7A	441.937
ATP7B	654.1934	ATP7B	212.1298
ATP8A1	149.5922	ATP8A1	361.448
ATP8A2	23.9871	ATP8A2	16.5491
ATP8B1	2395.4163	ATP8B1	812.3028
ATP8B2	570.8928	ATP8B2	995.5806
ATP8B3	34.4542	ATP8B3	21.4386
ATP8B4	55.8245	ATP8B4	137.6587
ATP8B5P	41.4322	ATP8B5P	25.952
ATP9A	1937.2847	ATP9A	3624.6356
ATP9B	422.6089	ATP9B	478.7964
ATPAF1	1499.1147	ATPAF1	1581.9464
ATPAF2	360.4039	ATPAF2	310.2962
ATPBD4	107.7238	ATPBD4	113.2111
ATPIF1	1309.259	ATPIF1	1092.6187
ATRIP	397.139	ATRIP	214.2924
ATRNL1	170.9625	ATRNL1	92.1486
ATRN	1873.1737	ATRN	1743.3004
ATRX	3106.9824	ATRX	1357.7809
ATR	898.8617	ATR	561.166
ATXN10	2743.687	ATXN10	1915.1857
ATXN1L	851.3237	ATXN1L	1440.9027
ATXN1	1291.3777	ATXN1	771.4151
ATXN2L	2526.931	ATXN2L	1842.9713
ATXN2	917.6152	ATXN2	669.1114
ATXN3	631.0785	ATXN3	388.1523
ATXN7L1	222.4257	ATXN7L1	189.5628
ATXN7L2	56.2606	ATXN7L2	65.4443
ATXN7L3B	2678.2677	ATXN7L3B	2545.181
ATXN7L3	1234.681	ATXN7L3	1133.6154
ATXN7	992.1933	ATXN7	520.9215
AUH	342.7973	AUH	271.9323
AUP1	1964.8393	AUP1	2338.5689
AURKAIP1	1022.2862	AURKAIP1	1635.355
AURKAPS1	12.2116	removed	removed
AURKA	165.2929	AURKA	68.8293
AURKB	53.6439	AURKB	26.3282
removed	removed	AURKC	23.6953
AUTS2	1556.9802	AUTS2	1295.3456
AVEN	137.8167	AVEN	276.0696
AVIL	17.4452	AVIL	27.4565
AVL9	513.3237	AVL9	186.1777
AVPI1	119.9355	AVPI1	593.512
AVPR1A	32.7097	AVPR1A	40.9967
removed	removed	AVPR2	201.9746
removed	removed	AWAT2	26.7043
AXIN1	908.4565	AXIN1	636.3893
AXIN2	211.0864	AXIN2	347.5317
AXL	871.3856	AXL	1785.8016
AZGP1	35155.9161	AZGP1	32548.378
AZI1	242.9238	AZI1	276.4457
AZI2	1011.8191	AZI2	977.1509
AZIN1	4148.0222	AZIN1	2584.2971
AZU1	5.6697	AZU1	5.2656
B2M	33313.7075	B2M	44311.8007
B3GALNT1	449.6489	B3GALNT1	264.7861
B3GALNT2	1271.4248	B3GALNT2	437.5703
removed	removed	B3GALT1	6.394
B3GALT2	8.2864	B3GALT2	6.394
B3GALT4	200.1832	B3GALT4	434.4147
B3GALT5	143.0503	B3GALT5	6.394
B3GALT6	587.0295	B3GALT6	661.9652
B3GALTL	284.7922	B3GALTL	248.9892
B3GAT1	9.1587	B3GAT1	189.1866
B3GAT2	7.1263	B3GAT2	11.3775
B3GAT3	474.5083	B3GAT3	556.6526
B3GNT1	367.2206	B3GNT1	726.6573
B3GNT2	1827.3802	B3GNT2	872.2144
B3GNT3	14.3923	B3GNT3	83.4979
B3GNT5	77.6309	B3GNT5	254.6309
B3GNT7	68.4722	B3GNT7	175.6465
B3GNT8	36.1987	B3GNT8	99.6709
B3GNT9	202.9788	B3GNT9	357.9389
B3GNTL1	80.2783	B3GNTL1	63.8834
B4GALNT1	35.6099	B4GALNT1	17.8317
B4GALNT3	258.1883	B4GALNT3	89.1396
B4GALNT4	320.5548	B4GALNT4	136.5303
B4GALT1	5302.4554	B4GALT1	3551.2929
B4GALT2	666.405	B4GALT2	1169.7226
B4GALT3	2348.5542	B4GALT3	904.5604
B4GALT4	491.9534	B4GALT4	368.2181
B4GALT5	1045.401	B4GALT5	1756.0884
B4GALT6	105.5432	B4GALT6	104.1843
B4GALT7	437.8734	B4GALT7	628.8669
B9D1	119.0632	B9D1	148.9422
B9D2	123.4245	B9D2	106.7193
BAALC	15.2645	BAALC	230.5595
BACE1	649.396	BACE1	1148.284
BACE2	1527.7596	BACE2	1288.9516
BACH1	867.0243	BACH1	485.1904
BACH2	62.3664	BACH2	224.1655
BAD	546.9842	BAD	1087.4922
BAG1	1522.7659	BAG1	1521.1547
BAG2	167.4735	BAG2	191.0672
BAG3	1320.1622	BAG3	1753.8317
BAG4	256.0077	BAG4	153.8317
BAG5	1587.0731	BAG5	1665.0682
BAGE2	9.3026	removed	removed
BAHCC1	511.1431	BAHCC1	525.811
BAHD1	934.6243	BAHD1	943.3004
BAI1	15.7006	BAI1	28.961
BAI2	1113.001	BAI2	361.448
BAI3	5.2335	removed	removed
BAIAP2L1	583.1044	BAIAP2L1	375.3644
BAIAP2L2	7.8503	BAIAP2L2	15.0447
BAIAP2	825.1559	BAIAP2	994.0574
BAIAP3	473.8105	BAIAP3	217.6512
BAK1	240.7432	BAK1	278.7024
BAMBI	512.8876	BAMBI	783.827
BANF1	2115.6614	BANF1	1969.3465
BANK1	5.2335	BANK1	275.3173
BANP	185.3548	BANP	206.8641
BAP1	1404.3351	BAP1	1690.6441
BARD1	153.0813	BARD1	32.346
BARX2	535.1302	BARX2	524.3065
BASP1	288.2812	BASP1	473.5308
BAT1	4804.998	BAT1	5015.8909
BAT2L1	5150.7349	BAT2L1	5039.7405
BAT2L2	8835.0997	BAT2L2	3127.0334
BAT2	5922.1946	BAT2	5212.5999
BAT3	3353.7442	BAT3	4421.8599
BAT4	368.5289	BAT4	455.481
BAT5	1179.7287	BAT5	916.9723
BATF2	29.2206	BATF2	74.8472
BATF3	7.8503	BATF3	34.2266
BATF	273.0167	BATF	201.5985
BAX	492.3896	BAX	415.6088
BAZ1A	1488.9441	BAZ1A	610.4372
BAZ1B	2655.589	BAZ1B	1779.4076
BAZ2A	2977.4739	BAZ2A	1980.6638
BAZ2B	1080.7754	BAZ2B	575.3719
BBC3	239.8709	BBC3	145.5571
BBOX1	14.3923	BBOX1	269.6756
BBS10	484.1031	BBS10	379.8778
BBS12	120.3716	BBS12	160.9779
BBS1	1120.3585	BBS1	821.8148
BBS2	631.9508	BBS2	828.2087
BBS4	674.6914	BBS4	379.5016
BBS5	324.2924	BBS5	203.103
BBS7	171.8348	BBS7	184.6732
BBS9	287.409	BBS9	311.4245
BBX	2021.0214	BBX	1178.3733
BCAM	6467.7919	BCAM	6893.465
BCAN	6.1058	BCAN	27.0804
BCAP29	1332.81	BCAP29	1664.6921
BCAP31	3602.861	BCAP31	9392.3836
BCAR1	629.334	BCAR1	1314.5275
BCAR3	507.6279	BCAR3	760.8839
