gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
removed	removed	KLHL33	28.621
KLHL35	43.0672	KLHL35	16.0451
KLHL36	221.6387	KLHL36	350.8239
KLHL38	9.8039	removed	removed
KLHL3	137.605	KLHL3	506.5048
removed	removed	KLHL4	41.6305
KLHL5	1627.1008	KLHL5	2042.9315
KLHL6	88.9356	KLHL6	124.4579
KLHL7	647.409	KLHL7	592.3677
KLHL8	631.3025	KLHL8	518.2134
KLHL9	1821.0784	KLHL9	1173.8942
KLK10	34.3137	removed	removed
KLK11	17.507	removed	removed
KLK12	11.2045	removed	removed
KLK14	139.7059	removed	removed
KLK4	17.8571	removed	removed
KLK8	19.6078	removed	removed
KLRA1	19.6078	KLRA1	31.6565
KLRAQ1	414.5658	KLRAQ1	726.7997
KLRB1	5.6022	KLRB1	29.4883
KLRD1	10.8543	KLRD1	28.1873
removed	removed	KLRF1	15.6114
KLRG1	13.6555	KLRG1	131.3964
KLRG2	79.4818	removed	removed
KLRK1	34.3137	KLRK1	91.1969
KL	12.9552	KL	450.1301
KMO	45.5882	KMO	11.8604
KNTC1	2049.6709	KNTC1	248.0486
KPNA1	2203.7815	KPNA1	2024.7181
KPNA2	7314.4258	KPNA2	689.5056
KPNA3	605.042	KPNA3	1585.4293
KPNA4	2292.3669	KPNA4	2385.0824
KPNA5	68.2773	KPNA5	114.9176
KPNA6	2429.2717	KPNA6	2336.0798
KPNB1	6321.0784	KPNB1	3754.5533
KPTN	153.3613	KPTN	128.3608
KRAS	1445.3782	KRAS	682.1336
KRBA1	235.9944	KRBA1	153.0789
KRBA2	59.5238	KRBA2	120.9887
KRCC1	691.8768	KRCC1	915.8716
KREMEN1	345.9384	KREMEN1	1449.6964
KREMEN2	10.8543	removed	removed
KRI1	944.1387	KRI1	421.2923
KRIT1	881.6527	KRIT1	781.0061
KRR1	1056.9958	KRR1	591.4701
KRT10	871.1485	KRT10	227.667
KRT13	5.6022	removed	removed
removed	removed	KRT14	21.2489
KRT15	188.3754	removed	removed
removed	removed	KRT16	156.5481
KRT18	8992.2304	KRT18	186.4441
KRT19	35384.4538	KRT19	572.4198
KRT222	204.1317	KRT222	105.8109
KRT23	188.3754	removed	removed
KRT32	5.2521	removed	removed
KRT37	8.4034	removed	removed
KRT5	49.7199	KRT5	34.2585
KRT6A	40.2661	removed	removed
KRT6B	13.6555	removed	removed
removed	removed	KRT79	51.1709
KRT7	763.6555	KRT7	94.536
KRT80	969.5378	KRT80	11.2749
KRT81	13.6555	removed	removed
KRT86	16.1064	removed	removed
KRT8	14930.0385	KRT8	411.5611
KRTAP5-1	7.0028	removed	removed
removed	removed	KRTAP5-9	5.2038
KRTCAP2	1439.0756	KRTCAP2	1129.6618
KRTCAP3	105.042	KRTCAP3	6.0711
KSR1	214.986	KSR1	928.4475
KSR2	224.0896	KSR2	8.2394
KTELC1	261.5546	KTELC1	405.8977
KTI12	101.8908	KTI12	131.83
KTN1	11561.6246	KTN1	6209.4536
KYNU	331.5826	KYNU	74.1544
removed	removed	KY	7.3721
removed	removed	L1CAM	101.9081
L1TD1	5.9524	L1TD1	13.0095
L2HGDH	409.3137	L2HGDH	167.3894
L3MBTL2	818.5434	L3MBTL2	627.9532
L3MBTL3	99.0896	L3MBTL3	282.307
L3MBTL4	7.7031	L3MBTL4	95.4033
L3MBTL	104.3417	L3MBTL	105.8109
LACE1	52.1709	LACE1	59.4102
LACTB2	293.7675	LACTB2	246.314
LACTB	805.3221	LACTB	383.7814
LAD1	1000	LAD1	20.8153
LAG3	98.0392	LAG3	26.4527
LAGE3	550.07	LAGE3	130.5291
LAIR1	262.2549	LAIR1	1508.673
LAMA1	40.9664	LAMA1	19.5143
LAMA2	287.8151	LAMA2	4063.7424
LAMA3	286.0644	LAMA3	1253.686
LAMA4	1153.7115	LAMA4	15434.5186
LAMA5	2531.8627	LAMA5	2666.5221
LAMB1	2271.0084	LAMB1	6058.9766
LAMB2L	31.5126	LAMB2L	19.5143
LAMB2	4696.7787	LAMB2	16658.2827
LAMB3	238.7955	LAMB3	2491.327
LAMC1	5785.014	LAMC1	19166.5221
LAMC2	851.5406	LAMC2	83.6947
LAMC3	28.3613	LAMC3	8.673
LAMP1	2564.7759	LAMP1	7609.7138
LAMP2	5975.4902	LAMP2	3640.503
LAMP3	85.084	LAMP3	13.8768
LANCL1	2492.2969	LANCL1	2295.7502
LANCL2	303.5714	LANCL2	458.8031
removed	removed	LANCL3	5.2038
LAP3	2896.0084	LAP3	2274.5013
LAPTM4A	5588.5854	LAPTM4A	9070.2515
LAPTM4B	1978.6415	LAPTM4B	928.4475
LAPTM5	2149.8599	LAPTM5	2774.5013
LARGE	1526.9608	LARGE	537.7277
LARP1B	570.028	LARP1B	290.9801
LARP1	8821.7787	LARP1	5922.8101
LARP4B	1795.5182	LARP4B	1136.6002
LARP4	1777.3109	LARP4	843.4519
LARP6	55.3221	LARP6	1126.6262
LARP7	846.2885	LARP7	975.7155
LARS2	797.2689	LARS2	437.1206
LARS	2915.6162	LARS	2139.6357
LAS1L	1074.5798	LAS1L	664.3539
LASP1	10568.2773	LASP1	8283.608
LASS2	6671.5686	LASS2	3280.1388
LASS4	2000	LASS4	440.5898
LASS5	586.8347	LASS5	545.5334
LASS6	5265.3256	LASS6	1132.1249
LAT2	98.0392	LAT2	76.3226
LATS1	907.2129	LATS1	691.2402
LATS2	282.9132	LATS2	1541.6305
LAT	76.222	LAT	55.2775
LAX1	11.9048	LAX1	16.0451
LAYN	84.3838	LAYN	53.3391
LBH	814.7759	LBH	606.6782
removed	removed	LBP	175.6288
LBR	919.4678	LBR	1194.7095
LBX2	13.0777	removed	removed
LCA5L	111.3445	LCA5L	24.2845
LCA5	221.9888	LCA5	352.9922
LCAT	35.7143	LCAT	118.5733
LCK	92.0868	LCK	39.4623
LCLAT1	536.4146	LCLAT1	189.072
LCMT1	437.6751	LCMT1	379.4449
LCMT2	464.986	LCMT2	242.4111
removed	removed	LCN10	57.6756
LCN12	8.7535	removed	removed
removed	removed	LCN6	9.1067
LCORL	151.9748	LCORL	121.3573
LCOR	214.6218	LCOR	94.2151
LCP1	1957.6331	LCP1	3320.902
LCP2	239.4958	LCP2	301.3877
LDB1	1509.4538	LDB1	751.9514
LDB2	120.098	LDB2	1901.9948
LDB3	13.3053	LDB3	78.0572
LDHA	10175.07	LDHA	13124.0243
LDHB	1946.4286	LDHB	11409.3669
LDHD	81.2325	LDHD	334.7788
LDLRAD2	46.5861	LDLRAD2	763.3435
LDLRAD3	2008.0532	LDLRAD3	692.9748
LDLRAP1	420.5182	LDLRAP1	786.6435
LDLR	1687.6751	LDLR	847.3547
LDOC1L	2093.1373	LDOC1L	1358.6297
LDOC1	1633.0532	LDOC1	653.9462
LEF1	279.4118	LEF1	31.6565
removed	removed	LEFTY1	5.9237
removed	removed	LEFTY2	61.1448
LEKR1	12.2549	LEKR1	6.9384
LEMD2	836.8347	LEMD2	545.0997
LEMD3	713.2353	LEMD3	601.9081
LENG1	145.6583	LENG1	160.0173
LENG8	2167.7101	LENG8	2963.5039
LENG9	138.3123	LENG9	84.1977
LEO1	783.6134	LEO1	368.6036
LEPRE1	595.5882	LEPRE1	624.8916
LEPREL1	13.3053	LEPREL1	192.9748
LEPREL2	205.5322	LEPREL2	352.5585
LEPROTL1	965.6863	LEPROTL1	952.2984
LEPROT	462.8711	LEPROT	1784.3972
LEPR	91.7507	LEPR	2275.013
removed	removed	LEP	30669.9913
LETM1	2228.9916	LETM1	1185.6028
LETM2	35.014	LETM2	17.3461
LETMD1	546.5686	LETMD1	1490.026
LFNG	907.2129	LFNG	858.196
removed	removed	LGALS12	3255.4206
LGALS1	4567.577	LGALS1	21435.8196
LGALS2	8.4034	LGALS2	16.4788
LGALS3BP	6516.8067	LGALS3BP	14256.7216
LGALS3	1406.1625	LGALS3	7664.7875
LGALS8	3864.8249	LGALS8	1740.6375
LGALS9C	7.7031	LGALS9C	6.0711
LGALS9	671.5686	LGALS9	618.8205
removed	removed	LGI1	9.1067
LGI2	25.2101	LGI2	218.1266
removed	removed	LGI3	5.2038
LGI4	12.9552	LGI4	686.9037
LGMN	1450.2801	LGMN	5390.2862
LGR4	307.423	LGR4	1450.5637
LGR5	13.6555	removed	removed
removed	removed	LGR6	14.7441
LGTN	1288.5154	LGTN	1551.1709
removed	removed	LHCGR	93.6687
LHFPL2	867.2969	LHFPL2	1373.8075
LHFPL4	212.8852	LHFPL4	5.6375
LHFP	283.2633	LHFP	3873.3738
LHPP	266.8067	LHPP	482.2203
LHX4	7.9132	removed	removed
LHX6	42.0168	LHX6	1025.1518
removed	removed	LHX8	62.4328
LIAS	151.2605	LIAS	212.4892
LIFR	692.2269	LIFR	4956.6349
LIF	22.409	LIF	108.4128
LIG1	1685.5742	LIG1	142.2376
LIG3	1058.1232	LIG3	297.4848
LIG4	134.4538	LIG4	382.0468
removed	removed	LILRA1	10.4076
LILRA2	21.5371	LILRA2	56.3747
removed	removed	LILRA3	17.3461
LILRA4	7.3529	removed	removed
LILRA5	8.4034	LILRA5	21.2489
LILRA6	36.4391	LILRA6	215.6808
LILRB1	77.7311	LILRB1	84.9957
LILRB2	71.7787	LILRB2	183.0009
LILRB3	23.785	LILRB3	73.9983
LILRB4	266.8067	LILRB4	258.8899
LILRB5	17.507	LILRB5	928.0139
LIMA1	2237.395	LIMA1	7638.7684
LIMCH1	1115.8964	LIMCH1	7397.2246
LIMD1	949.6499	LIMD1	684.1891
LIMD2	180.9909	LIMD2	130.902
LIME1	17.6261	LIME1	16.791
LIMK1	802.8711	LIMK1	463.5733
LIMK2	648.1092	LIMK2	626.1925
LIMS1	337.8852	LIMS1	980.9193
LIMS2	77.0308	LIMS2	1930.1821
removed	removed	LIMS3-LOC440895	30.3426
LIN37	124.4468	LIN37	103.1049
LIN52	185.2241	LIN52	210.3209
LIN54	844.5378	LIN54	273.2003
LIN7A	35.014	LIN7A	28.621
LIN7B	32.9132	LIN7B	29.0546
LIN7C	921.9188	LIN7C	546.8343
LIN9	661.7647	LIN9	78.9245
LINGO1	34.3137	LINGO1	66.3487
LINS1	227.591	LINS1	171.2923
LIPA	1738.0952	LIPA	5305.2905
LIPC	8.0532	removed	removed
LIPE	127.8011	LIPE	30175.5594
removed	removed	LIPG	7.3721
LIPH	40.6162	removed	removed
LIPT1	100.4902	LIPT1	128.6513
LIPT2	21.7087	LIPT2	15.1778
LITAF	2838.2353	LITAF	3303.9896
LIX1L	181.3725	LIX1L	1080.2255
LLGL1	327.381	LLGL1	668.2567
LLGL2	951.6807	LLGL2	120.5551
LLPH	482.493	LLPH	414.5707
LMAN1	5293.7675	LMAN1	2500.4337
LMAN2L	684.8739	LMAN2L	564.1804
LMAN2	1837.1849	LMAN2	1515.1778
LMBR1L	265.056	LMBR1L	428.8812
LMBR1	1480.3922	LMBR1	722.8968
LMBRD1	926.4706	LMBRD1	2000
LMBRD2	389.0056	LMBRD2	289.2454
LMCD1	916.3165	LMCD1	1899.3929
LMF1	346.2885	LMF1	251.0841
LMF2	1036.4146	LMF2	1561.5785
LMLN	276.9608	LMLN	245.4467
LMNA	3523.1092	LMNA	12170.8586
LMNB1	3248.9496	LMNB1	104.51
LMNB2	2517.1569	LMNB2	455.7676
LMO2	99.7899	LMO2	787.0772
LMO3	183.4734	LMO3	986.1232
LMO4	141.4566	LMO4	1295.3166
LMO7	654.0616	LMO7	96.2706
LMOD1	150.2101	LMOD1	2816.1318
LMOD2	11.2045	removed	removed
LMOD3	12.2549	LMOD3	6.0711
LMTK2	927.1709	LMTK2	370.3382
LMTK3	126.4006	removed	removed
LMX1A	176.1204	LMX1A	65.915
LMX1B	1375	LMX1B	49.0026
LNP1	37.1429	LNP1	88.0616
LNPEP	619.4678	LNPEP	1273.647
LNX1	309.1737	LNX1	299.2194
LNX2	538.5154	LNX2	236.34
LOC100009676	68.4139	LOC100009676	114.6704
LOC100101266	8.7535	removed	removed
LOC100125556	90.7003	LOC100125556	28.7641
LOC100126784	34.4293	LOC100126784	21.4224
removed	removed	LOC100128164	10.4076
LOC100128191	136.208	LOC100128191	17.2333
LOC100128239	6.3025	LOC100128239	7.8057
LOC100128288	29.7619	LOC100128288	35.5594
LOC100128292	25.5602	LOC100128292	7.3721
LOC100128640	28.3613	LOC100128640	25.5854
LOC100128788	19.958	LOC100128788	5.6375
LOC100128822	144.958	LOC100128822	111.882
LOC100128842	12.605	LOC100128842	20.8153
LOC100128977	12.9552	removed	removed
LOC100129034	2336.166	LOC100129034	2042.1422
LOC100129387	73.0462	LOC100129387	81.3833
LOC100129534	19.958	LOC100129534	11.2749
LOC100129550	235.9944	LOC100129550	238.9419
LOC100129637	124.8669	LOC100129637	161.5091
LOC100129716	7.0028	LOC100129716	9.1067
LOC100130015	20.3151	LOC100130015	9.8135
LOC100130093	142.8571	LOC100130093	18.4258
LOC100130148	35.3641	removed	removed
LOC100130522	30.112	removed	removed
LOC100130557	66.9678	LOC100130557	9.6401
LOC100130581	49.0196	LOC100130581	65.0477
LOC100130691	5.4097	LOC100130691	22.4978
LOC100130776	246.334	LOC100130776	112.5022
LOC100130872	64.0756	LOC100130872	38.595
LOC100130932	52.8711	LOC100130932	32.5239
LOC100130987	35.3641	removed	removed
LOC100131193	65.1296	LOC100131193	26.8864
LOC100131434	48.3193	LOC100131434	35.967
removed	removed	LOC100131496	7.8057
LOC100131691	27.2409	LOC100131691	16.9037
LOC100132111	6.6527	LOC100132111	20.3816
LOC100132215	6.6527	LOC100132215	29.0546
LOC100132247	130.9524	LOC100132247	94.9696
LOC100132287	107.8431	LOC100132287	168.2567
LOC100132288	153.7115	LOC100132288	273.2003
LOC100132707	81.1905	LOC100132707	166.2923
LOC100133161	9.8039	LOC100133161	9.1067
LOC100133331	62.8361	LOC100133331	100.1735
LOC100133545	5.6022	removed	removed
removed	removed	LOC100133612	6.5048
LOC100133669	30.4622	removed	removed
LOC100133957	10.4902	removed	removed
LOC100133985	6.3025	LOC100133985	12.5759
LOC100133991	24.5098	LOC100133991	6.9384
LOC100134229	110.9944	LOC100134229	136.6002
removed	removed	LOC100134259	19.5143
LOC100134713	11.2045	LOC100134713	7.3764
LOC100144603	12.9552	LOC100144603	6.0711
LOC100144604	5.9524	removed	removed
LOC100170939	124.7584	LOC100170939	32.9618
removed	removed	LOC100188949	5.6375
LOC100190938	181.0224	LOC100190938	372.9402
LOC100190939	46.2185	LOC100190939	151.3443
LOC100190986	112.7451	LOC100190986	169.9913
removed	removed	LOC100192378	41.6305
LOC100216545	106.4426	LOC100216545	46.8343
LOC100233209	8.0532	LOC100233209	8.2394
LOC100240726	5.6022	removed	removed
removed	removed	LOC100240735	32.9575
LOC100270710	90.1821	LOC100270710	168.8768
LOC100270746	35.7143	LOC100270746	25.5854
LOC100270804	16.1064	LOC100270804	17.3461
LOC100271722	13.3053	LOC100271722	48.569
LOC100271831	12.3529	LOC100271831	43.3868
LOC100271836	281.138	LOC100271836	331.5915
LOC100272146	26.2605	LOC100272146	22.5499
LOC100272216	15.056	LOC100272216	14.7441
LOC100272217	18.2073	LOC100272217	7.3721
LOC100272228	45.5182	LOC100272228	29.9219
LOC100286793	319.6779	LOC100286793	94.1023
LOC100286844	33.1443	LOC100286844	31.8777
LOC100288778	279.4013	LOC100288778	277.294
LOC100289341	22.409	LOC100289341	42.9315
LOC100302401	7.0028	LOC100302401	11.3313
removed	removed	LOC100302640	9.5403
removed	removed	LOC100302650	82.3938
LOC100303728	40.6162	LOC100303728	19.0807
LOC113230	214.986	LOC113230	47.268
LOC115110	72.0273	LOC115110	58.6123
LOC134466	10.5042	LOC134466	101.4744
LOC143188	10.5042	LOC143188	18.647
LOC143666	17.8571	LOC143666	6.5048
LOC144438	911.4146	LOC144438	556.3747
LOC144486	23.1092	LOC144486	7.8057
LOC144571	8.0567	LOC144571	96.7823
LOC145783	22.0903	LOC145783	36.9081
removed	removed	LOC145820	47.7016
LOC145837	15.7563	removed	removed
LOC146880	335.112	LOC146880	230.9193
LOC147727	543.7675	LOC147727	387.2507
LOC147804	86.8347	LOC147804	81.9601
LOC148189	44.8179	LOC148189	53.7728
LOC148413	231.1625	LOC148413	271.2923
removed	removed	LOC148696	7.4024
LOC148709	26.9608	removed	removed
LOC149134	24.1597	LOC149134	12.1422
LOC149837	312.6751	LOC149837	202.0815
LOC150381	34.2437	LOC150381	94.0763
LOC150568	5.9524	removed	removed
LOC150622	15.7563	removed	removed
LOC150776	371.4986	LOC150776	211.1882
LOC150786	77.7311	LOC150786	48.569
LOC151009	14.7059	LOC151009	50.3036
LOC151162	1867.6471	LOC151162	1037.7277
LOC151534	228.869	LOC151534	210.7546
LOC152217	99.7899	LOC152217	164.3539
LOC153328	99.4398	LOC153328	21.2489
LOC153684	40.9664	LOC153684	56.3747
LOC154761	16.9538	LOC154761	29.2541
removed	removed	LOC154822	12.7016
removed	removed	LOC158376	266.2619
LOC158572	31.1625	LOC158572	31.6565
LOC158696	5.9524	LOC158696	20.3816
LOC162632	20.7213	LOC162632	25.1908
LOC168474	22.409	removed	removed
LOC200030	716.0714	LOC200030	635.2992
removed	removed	LOC201651	5.2038
LOC202181	18.2073	LOC202181	54.6401
LOC202781	294.8179	LOC202781	138.3348
LOC219347	105.4867	LOC219347	62.8057
LOC220594	25.9104	LOC220594	109.1284
LOC220729	75.6303	LOC220729	107.5455
LOC220930	116.8873	LOC220930	78.2871
LOC221442	75.2801	LOC221442	26.4527
LOC221710	391.1064	LOC221710	331.7433
LOC222699	71.0784	LOC222699	17.7797
LOC253039	644.2577	LOC253039	467.4761
LOC253724	17.1569	LOC253724	11.2749
LOC254559	134.1036	LOC254559	9.974
removed	removed	LOC255167	5.6375
removed	removed	LOC257358	15.6114
LOC25845	342.612	LOC25845	183.4996
LOC282997	22.0588	LOC282997	25.1518
LOC283050	27.6611	LOC283050	36.4267
LOC283070	95.2381	LOC283070	388.5516
LOC283174	44.1176	LOC283174	35.1258
LOC283267	240.1961	LOC283267	526.0191
LOC283314	41.7472	LOC283314	43.8899
removed	removed	LOC283392	1284.15
LOC283663	26.2605	LOC283663	21.2489
removed	removed	LOC283731	18.2134
LOC283867	8.7535	removed	removed
LOC283922	36.4146	LOC283922	61.1448
LOC284023	68.2773	LOC284023	41.1969
LOC284232	21.7087	LOC284232	17.7797
LOC284233	31.8627	LOC284233	11.7086
LOC284276	44.8179	LOC284276	9.5403
LOC284440	89.2857	LOC284440	172.5932
LOC284441	84.7339	LOC284441	83.6947
removed	removed	LOC284578	33.3912
LOC284749	37.8151	removed	removed
LOC284837	16.8067	LOC284837	11.7086
LOC284900	224.6849	LOC284900	91.6739
LOC285033	30.9419	LOC285033	46.5481
LOC285074	188.7255	LOC285074	268.8638
LOC285359	75.2801	LOC285359	35.1258
removed	removed	LOC285419	5.2038
LOC285548	5.2521	removed	removed
removed	removed	LOC285593	11.7086
removed	removed	LOC285780	5.6375
LOC285830	8.9741	LOC285830	46.9341
LOC286367	7.3529	LOC286367	238.0746
LOC286467	11.5546	removed	removed
LOC338651	22.409	removed	removed
LOC338758	14.7059	LOC338758	42.4978
LOC338799	186.6246	LOC338799	111.4484
LOC339047	1156.1625	LOC339047	1480.052
LOC339290	834.5168	LOC339290	1111.0147
LOC339524	10.4692	LOC339524	954.4666
LOC341056	12.605	LOC341056	9.5403
LOC344595	74.93	LOC344595	140.503
LOC344967	5.2521	removed	removed
LOC348926	128.8515	LOC348926	21.6826
LOC349114	105.7423	LOC349114	72.8534
removed	removed	LOC349196	6.0711
LOC374443	148.8095	LOC374443	115.3513
LOC375190	26.2605	LOC375190	163.0529
LOC387646	195.7283	LOC387646	13.0095
LOC387647	398.8725	LOC387647	668.7207
LOC388152	697.8291	LOC388152	86.2966
removed	removed	LOC388242	29.0546
LOC388588	15.056	removed	removed
LOC388692	1149.8599	LOC388692	275.8023
LOC388789	500.7003	LOC388789	441.8907
LOC388796	269.2577	LOC388796	104.51
LOC388955	293.0672	LOC388955	262.3591
LOC389033	27.3109	removed	removed
LOC389332	7.0028	removed	removed
LOC389333	18.5574	LOC389333	19.0807
removed	removed	LOC389705	16.9124
removed	removed	LOC390595	8.2394
LOC399744	99.0896	LOC399744	101.9081
LOC399815	50.4202	removed	removed
LOC399959	145.3081	LOC399959	680.399
LOC400027	259.8039	LOC400027	222.0295
LOC400043	129.2017	LOC400043	239.8092
LOC400657	246.1485	LOC400657	141.3703
LOC400696	50.07	removed	removed
LOC400752	65.4762	LOC400752	13.0095
LOC400759	26.6106	LOC400759	21.2489
LOC400927	21.6106	LOC400927	21.4657
LOC400931	10.1541	LOC400931	52.9055
LOC401010	19.2577	LOC401010	19.5143
LOC401052	45.1681	LOC401052	644.4059
LOC401093	26.7542	LOC401093	373.8855
LOC401127	6.6527	removed	removed
LOC401397	454.8319	LOC401397	520.3816
LOC401431	42.0518	LOC401431	97.8274
removed	removed	LOC401463	7.3721
LOC401588	82.9832	LOC401588	35.5594
LOC402377	34.6639	LOC402377	7.3721
LOC407835	61.2745	LOC407835	36.8604
removed	removed	LOC415056	11.7086
LOC440354	159.7829	LOC440354	82.5325
removed	removed	LOC440461	9.5403
LOC440905	146.3585	LOC440905	11.7086
LOC440925	5.6022	LOC440925	20.8153
LOC440944	186.9748	LOC440944	120.1214
LOC440957	41.3165	LOC440957	101.4744
LOC441046	13.6555	LOC441046	13.0095
LOC441089	89.6359	LOC441089	69.3842
LOC441204	157.563	LOC441204	89.3322
LOC441208	64.7759	LOC441208	63.3131
LOC441294	105.042	LOC441294	18.647
removed	removed	LOC441455	6.5048
removed	removed	LOC441666	33.8248
LOC441869	85.4342	LOC441869	290.5464
LOC442421	38.5154	LOC442421	6.9384
LOC442454	130.9524	LOC442454	104.51
LOC493754	459.3838	LOC493754	805.2905
LOC541471	136.9048	LOC541471	128.3608
LOC541473	6.5476	removed	removed
LOC550112	212.8852	LOC550112	183.0009
LOC550643	236.3445	LOC550643	218.9939
LOC554202	11.5546	removed	removed
removed	removed	LOC55908	90.1995
removed	removed	LOC572558	19.0807
LOC595101	110.9944	LOC595101	71.1188
removed	removed	LOC606724	9.5403
LOC619207	33.9636	LOC619207	8.673
LOC641298	77.9132	LOC641298	10.915
LOC641367	5.9524	LOC641367	7.8057
LOC642587	48.3193	removed	removed
removed	removed	LOC642597	7.3721
LOC642826	68.8165	LOC642826	43.2741
LOC642846	183.8235	LOC642846	114.0503
LOC642852	310.2241	LOC642852	139.6357
LOC643008	9.4538	removed	removed
LOC643387	36.4146	LOC643387	18.647
LOC643763	22.409	removed	removed
LOC643837	146.3585	LOC643837	289.2454
LOC644165	8.7395	removed	removed
LOC644172	9.1036	LOC644172	18.647
LOC644538	40.2661	LOC644538	245.013
LOC644936	16.8067	LOC644936	16.0451
LOC645166	23.1092	LOC645166	98.4389
LOC645323	51.1204	removed	removed
LOC645332	488.4454	LOC645332	55.0737
LOC645431	12.5595	LOC645431	5.7415
LOC645676	20.3922	LOC645676	16.5481
LOC646214	81.9328	LOC646214	127.9271
LOC646471	36.2885	LOC646471	30.863
LOC646762	545.1681	LOC646762	358.196
LOC646851	195.3782	LOC646851	10.4076
removed	removed	LOC646982	6.9384
LOC646999	20.3081	LOC646999	17.3461
LOC647121	89.986	LOC647121	49.4363
LOC647288	11.9048	removed	removed
removed	removed	LOC647859	5.6375
LOC647946	176.8207	removed	removed
LOC647979	10441.5266	LOC647979	13571.1188
LOC648691	21.7087	removed	removed
LOC648740	21.208	LOC648740	28.5863
LOC649330	11.5546	removed	removed
LOC650368	21.0084	LOC650368	53.3391
LOC650623	124.2997	LOC650623	208.5863
LOC651250	1302.521	LOC651250	2388.118
LOC652276	29.0616	LOC652276	42.0642
LOC653113	9.1036	LOC653113	14.3105
LOC653501	140.056	LOC653501	209.0199
LOC653566	3390.4062	LOC653566	924.111
LOC653653	87.1849	LOC653653	135.2992
removed	removed	LOC653786	6.9384
LOC654342	51.8207	LOC654342	392.8881
LOC654433	255.6022	LOC654433	696.8083
LOC678655	284.8915	LOC678655	181.2706
LOC723972	9.1036	LOC723972	5.6375
LOC727896	19.958	LOC727896	16.0451
LOC728024	23.8095	LOC728024	32.5239
LOC728190	135.1541	LOC728190	245.8803
LOC728264	27.3109	LOC728264	557.242
LOC728323	37.465	LOC728323	34.6921
LOC728392	42.3669	LOC728392	101.4744
LOC728554	244.3978	LOC728554	101.9081
LOC728606	210.084	removed	removed
LOC728613	98.0392	LOC728613	86.7303
LOC728640	38.8655	LOC728640	21.6826
LOC728643	82.9832	LOC728643	22.1162
LOC728723	10.8543	LOC728723	86.7303
LOC728743	175.07	LOC728743	154.8135
LOC728758	25.5602	LOC728758	20.8153
LOC728819	22.0588	LOC728819	41.1969
LOC728855	531.7472	LOC728855	171.2923
LOC728875	199.6954	LOC728875	22.5499
removed	removed	LOC728989	13.4432
LOC729020	37.8151	LOC729020	31.2229
LOC729082	747.8852	LOC729082	599.536
LOC729176	33.2633	LOC729176	44.6661
LOC729234	44.4678	LOC729234	44.2324
LOC729375	27.6611	LOC729375	14.3105
removed	removed	LOC729467	5.2038
LOC729603	17.8571	LOC729603	25.5854
LOC729678	319.7864	LOC729678	470.6418
LOC729799	28.7115	LOC729799	22.1162
LOC729991-MEF2B	97.0343	LOC729991-MEF2B	36.8213
LOC729991	92.3389	LOC729991	286.9688
LOC730101	119.3978	LOC730101	44.2324
LOC730668	6.6527	removed	removed
LOC80054	11.5546	LOC80054	258.0225
LOC80154	682.0728	LOC80154	98.0052
LOC81691	227.2409	LOC81691	94.1023
LOC84740	21.4251	removed	removed
LOC84989	5.7493	LOC84989	6.765
LOC90110	1277.6611	LOC90110	329.1414
LOC90246	61.6246	LOC90246	44.6661
removed	removed	LOC90586	60.7112
LOC90784	395.6583	LOC90784	153.5126
LOC90834	27.3109	LOC90834	25.1518
LOC91316	335.5532	LOC91316	283.2134
removed	removed	LOC91450	5.6375
LOC92249	478.2913	LOC92249	379.0113
LOC92659	174.7199	LOC92659	19.948
LOC92973	99.0896	LOC92973	52.4718
LOC93622	274.8599	LOC93622	204.6834
LOC96610	3088.5399	LOC96610	796.9601
LOH12CR1	87.535	LOH12CR1	106.2446
LOH12CR2	26.9608	LOH12CR2	50.3036
LOH3CR2A	34.3137	LOH3CR2A	173.0269
LONP1	1969.888	LONP1	1538.1613
LONP2	2515.056	LONP2	1779.7051
LONRF1	432.7731	LONRF1	546.4007
LONRF2	478.9916	LONRF2	462.706
LONRF3	16.1064	LONRF3	119.2541
removed	removed	LOXHD1	36.4267
LOXL1	563.7255	LOXL1	468.3435
LOXL2	523.4454	LOXL2	2348.157
LOXL3	104.4748	LOXL3	255.8456
LOXL4	49.7199	LOXL4	457.0685
LOX	441.1765	LOX	1838.6817
LPAR1	430.6723	LPAR1	1088.0312
LPAR2	279.4118	LPAR2	45.967
LPAR3	28.0112	removed	removed
removed	removed	LPAR4	18.647
LPAR5	58.4734	LPAR5	28.1873
LPAR6	269.2577	LPAR6	1136.6002
LPCAT1	1485.6443	LPCAT1	896.3573
LPCAT2	277.6611	LPCAT2	638.7684
LPCAT3	792.0168	LPCAT3	722.4631
LPCAT4	192.9272	LPCAT4	716.392
LPGAT1	5534.6639	LPGAT1	3784.4753
LPHN1	2290.2661	LPHN1	1944.9263
LPHN2	246.1485	LPHN2	2429.7485
LPHN3	9.1036	LPHN3	260.1908
LPIN1	366.9468	LPIN1	1068.9506
LPIN2	1496.8487	LPIN2	964.8742
LPIN3	336.2255	LPIN3	389.1761
LPL	121.4986	LPL	65390.7199
LPPR2	548.3193	LPPR2	352.9922
LPPR3	396.3585	LPPR3	5.2038
LPPR4	35.7143	LPPR4	210.3209
LPPR5	9.1036	removed	removed
LPP	409.6639	LPP	1075.4553
