gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
ANKS3	104.152	ANKS3	131.068
ANKS6	93.2442	ANKS6	372.5728
ANKZF1	484.1661	ANKZF1	393.2039
ANLN	1451.7945	ANLN	44.4984
ANO10	739.62	ANO10	1030.3398
ANO1	2240.3237	ANO1	2484.6278
removed	removed	ANO2	63.9159
removed	removed	ANO3	348.7055
removed	removed	ANO4	13.3495
ANO5	9.8522	ANO5	97.4919
ANO6	2764.6024	ANO6	11336.9741
ANO7	51.3723	removed	removed
ANO8	541.1682	ANO8	173.1392
ANO9	346.9388	ANO9	13.3495
ANP32A	4814.9191	ANP32A	2498.7864
ANP32B	1746.3054	ANP32B	3158.5761
ANP32E	1754.3983	ANP32E	1104.3689
ANPEP	97.4666	ANPEP	1083.7379
ANTXR1	2255.8058	ANTXR1	7383.0906
ANTXR2	342.7164	ANTXR2	5408.1715
ANTXRL	6.6854	removed	removed
ANUBL1	292.3997	ANUBL1	125.4045
ANXA11	1407.4595	ANXA11	4931.6343
ANXA1	865.2357	ANXA1	24946.1974
ANXA2P1	25.6861	ANXA2P1	123.3819
ANXA2P2	1836.7347	ANXA2P2	8211.165
removed	removed	ANXA2P3	12.5405
ANXA2	4956.7206	ANXA2	22781.1489
ANXA3	46.798	ANXA3	1434.0615
ANXA4	2514.4265	ANXA4	2233.8188
ANXA5	5443.3498	ANXA5	19941.343
ANXA6	3447.2203	ANXA6	11244.3366
ANXA7	5307.178	ANXA7	4057.4434
removed	removed	ANXA8L2	111.6505
ANXA8	12.6671	ANXA8	169.5631
ANXA9	1934.905	ANXA9	51.3754
AOAH	8.7966	AOAH	120.5502
AOC2	10.5559	AOC2	244.3366
AOC3	431.0345	AOC3	25013.3495
AOX1	35.1865	AOX1	3673.1392
AP1AR	1686.8403	AP1AR	448.2201
AP1B1	2187.544	AP1B1	2010.5178
AP1G1	3491.9071	AP1G1	2759.3042
AP1G2	1600.3835	AP1G2	311.1367
AP1M1	819.8452	AP1M1	1152.9126
AP1M2	4489.0922	AP1M2	183.657
AP1S1	1020.0563	AP1S1	275.0809
AP1S2	204.7854	AP1S2	915.4531
AP1S3	243.1386	AP1S3	33.1715
AP2A1	1277.3927	AP2A1	1360.3681
AP2A2	1498.2407	AP2A2	2053.3981
AP2B1	37446.8684	AP2B1	6316.343
AP2M1	5209.3596	AP2M1	5251.2136
AP2S1	530.9641	AP2S1	690.534
AP3B1	2423.6453	AP3B1	1775.4854
AP3B2	105.5595	AP3B2	21.0356
AP3D1	6214.9894	AP3D1	1955.5016
AP3M1	4861.3652	AP3M1	1942.5566
AP3M2	509.1485	AP3M2	610.4369
AP3S1	552.076	AP3S1	1545.3074
AP3S2	1286.3265	AP3S2	2018.9563
AP4B1	231.9845	AP4B1	361.7112
AP4E1	607.3188	AP4E1	442.5566
AP4M1	268.1985	AP4M1	167.9693
AP4S1	64.7431	AP4S1	108.4142
APAF1	1311.7523	APAF1	633.0906
APBA1	201.9704	APBA1	314.3204
APBA2	5.6298	APBA2	31.9579
APBA3	157.9873	APBA3	76.8608
APBB1IP	52.076	APBB1IP	1264.5631
APBB1	194.2294	APBB1	667.8803
APBB2	1764.9543	APBB2	4213.1877
APBB3	141.4497	APBB3	148.0583
APC2	16.3054	removed	removed
APCDD1L	8.7966	APCDD1L	97.0874
APCDD1	35.1865	APCDD1	1857.2006
APC	2031.6678	APC	1896.8447
APEH	1078.8177	APEH	876.6181
APEX1	3501.0556	APEX1	1823.6246
APEX2	643.5609	APEX2	279.9353
APH1A	4496.1295	APH1A	2548.9482
APH1B	1215.6932	APH1B	802.589
API5	4132.6531	API5	2784.3851
APIP	848.5257	APIP	695.6351
APITD1	245.197	APITD1	108.7905
APLF	17.5932	APLF	117.3139
APLNR	452.4982	APLNR	1516.5858
APLN	137.5792	APLN	74.0291
APLP1	73.8916	APLP1	14.5631
APLP2	4309.993	APLP2	15871.7638
APOA1BP	1043.9831	APOA1BP	817.1521
APOB48R	160.4504	APOB48R	87.3786
removed	removed	APOBEC3A	5.2589
APOBEC3B	175.9148	APOBEC3B	8.4951
APOBEC3C	48.5574	APOBEC3C	300.5663
APOBEC3D	103.4483	APOBEC3D	49.3528
APOBEC3F	261.7875	APOBEC3F	128.6408
APOBEC3G	139.3385	APOBEC3G	254.0453
removed	removed	APOB	800.1618
APOC1	100.2815	APOC1	145.6311
APOC2	21.1119	APOC2	26.699
APOD	4418.3673	APOD	28028.7217
APOE	633.3568	APOE	1842.6375
APOF	64.3913	removed	removed
APOL1	316.6784	APOL1	1651.2945
APOL2	374.0324	APOL2	902.9126
APOL3	201.2667	APOL3	2047.3301
APOL4	103.0964	APOL4	808.2524
APOL6	1037.2977	APOL6	8858.4142
APOLD1	290.6404	APOLD1	1277.5081
APOM	16.5482	APOM	26.2945
APOOL	565.095	APOOL	342.6375
APOO	298.3814	APOO	115.2913
APPBP2	3312.8079	APPBP2	1994.7411
APPL1	1572.836	APPL1	2194.5793
APPL2	1804.0113	APPL2	1576.8608
APP	10495.7776	APP	21557.8479
APRT	580.9289	APRT	608.8188
APTX	406.0521	APTX	369.7411
AQP11	25.6861	AQP11	29.5307
AQP1	1726.2491	AQP1	20156.6788
AQP3	1369.4581	AQP3	283.1715
AQP4	7.741	AQP4	41.6667
removed	removed	AQP5	161.8123
removed	removed	AQP7P1	318.3657
removed	removed	AQP7P3	122.9773
AQP7	14.7783	AQP7	2608.8188
AQP9	7.3892	AQP9	77.6699
removed	removed	AQPEP	764.818
AQR	1882.4771	AQR	1383.0906
ARAF	1159.7467	ARAF	852.3463
ARAP1	1759.6411	ARAP1	1937.2775
ARAP2	140.0422	ARAP2	332.9288
ARAP3	135.468	ARAP3	715.6149
ARCN1	4346.9388	ARCN1	5328.479
removed	removed	ARC	23.4628
AREG	23.5749	AREG	60.6796
ARF1	26659.3948	ARF1	5370.9547
ARF3	9333.216	ARF3	4021.8447
ARF4	2926.8121	ARF4	4255.6634
ARF5	1339.1555	ARF5	1130.2589
ARF6	3929.627	ARF6	2680.4207
ARFGAP1	984.5179	ARFGAP1	562.2977
ARFGAP2	1988.3885	ARFGAP2	1383.0906
ARFGAP3	1243.4905	ARFGAP3	1039.644
ARFGEF1	8605.5278	ARFGEF1	2119.3366
ARFGEF2	4635.1161	ARFGEF2	2383.8997
ARFIP1	2053.8353	ARFIP1	1054.2071
ARFIP2	1917.3118	ARFIP2	580.5016
ARFRP1	291.696	ARFRP1	370.9547
ARG2	70.1372	ARG2	373.5599
ARGLU1	1638.9866	ARGLU1	2515.7767
ARHGAP10	456.7206	ARHGAP10	1267.7994
ARHGAP11A	764.9543	ARHGAP11A	94.2557
ARHGAP11B	52.4279	ARHGAP11B	5.2751
ARHGAP12	1709.0077	ARHGAP12	1452.2654
ARHGAP15	18.6488	ARHGAP15	82.1197
ARHGAP17	1017.5932	ARHGAP17	1571.1974
ARHGAP18	930.6826	ARHGAP18	1004.4498
ARHGAP19	433.8494	ARHGAP19	640.7767
ARHGAP1	2320.197	ARHGAP1	3231.7961
ARHGAP20	25.6861	ARHGAP20	522.2492
ARHGAP21	1587.6144	ARHGAP21	6788.4304
ARHGAP22	17.9451	ARHGAP22	52.1845
ARHGAP23	562.6319	ARHGAP23	1026.2945
ARHGAP24	83.0401	ARHGAP24	786.8123
ARHGAP25	141.0978	ARHGAP25	472.8964
ARHGAP26	192.4701	ARHGAP26	1502.8317
ARHGAP27	619.6341	ARHGAP27	393.9604
ARHGAP28	68.2618	ARHGAP28	386.3269
ARHGAP29	528.5011	ARHGAP29	4527.9126
ARHGAP30	116.4673	ARHGAP30	782.3625
ARHGAP31	514.0746	ARHGAP31	2498.3819
ARHGAP32	4092.1886	ARHGAP32	916.2621
ARHGAP33	47.5018	ARHGAP33	41.2621
removed	removed	ARHGAP36	12.945
ARHGAP39	196.3406	ARHGAP39	38.4304
ARHGAP42	66.8543	ARHGAP42	490.6877
ARHGAP4	84.4476	ARHGAP4	317.1521
ARHGAP5	4766.3617	ARHGAP5	3477.3463
ARHGAP6	51.0204	ARHGAP6	382.6861
ARHGAP8	524.1239	ARHGAP8	55.36
ARHGAP9	18.297	ARHGAP9	112.4595
ARHGDIA	2595.0035	ARHGDIA	2885.9223
ARHGDIB	2066.1506	ARHGDIB	2981.7961
removed	removed	ARHGDIG	70.3803
ARHGEF10L	825.475	ARHGEF10L	730.5825
ARHGEF10	439.4792	ARHGEF10	1658.9806
ARHGEF11	2589.0218	ARHGEF11	1391.1812
ARHGEF12	4237.1569	ARHGEF12	6499.1909
ARHGEF15	137.931	ARHGEF15	1322.0065
ARHGEF16	688.9514	ARHGEF16	72.0065
ARHGEF17	637.5792	ARHGEF17	1355.9871
ARHGEF18	2188.2477	ARHGEF18	659.7896
ARHGEF19	584.0957	ARHGEF19	73.6246
ARHGEF1	359.9578	ARHGEF1	826.0518
ARHGEF2	1271.2878	ARHGEF2	2550.1618
removed	removed	ARHGEF33	16.1812
ARHGEF35	1003.1668	ARHGEF35	564.7249
ARHGEF37	133.0049	ARHGEF37	1027.1036
removed	removed	ARHGEF38	16.5858
ARHGEF3	851.8649	ARHGEF3	870.1456
ARHGEF4	36.5939	ARHGEF4	306.2298
ARHGEF5	571.4286	ARHGEF5	362.8641
ARHGEF6	751.9353	ARHGEF6	6567.1521
ARHGEF7	1385.9958	ARHGEF7	2370.5502
ARHGEF9	431.0345	ARHGEF9	689.7249
ARID1A	2866.2913	ARID1A	2132.2816
ARID1B	1951.0908	ARID1B	1948.2201
ARID2	2820.5489	ARID2	1064.3204
ARID3A	426.8121	ARID3A	56.6343
ARID3B	118.9303	ARID3B	69.1748
ARID4A	981.703	ARID4A	1148.8673
ARID4B	6174.9824	ARID4B	1534.4458
ARID5A	342.7164	ARID5A	413.0259
ARID5B	1033.779	ARID5B	4525.4854
ARIH1	2565.4469	ARIH1	2443.3657
ARIH2	654.81	ARIH2	1596.2217
ARL10	14.7783	ARL10	72.411
ARL11	292.0479	ARL11	52.9935
ARL13B	531.6678	ARL13B	347.8964
ARL15	893.7368	ARL15	628.6408
ARL16	314.5672	ARL16	313.1068
ARL17A	231.8086	ARL17A	85.0324
ARL1	4313.8635	ARL1	2365.2913
ARL2BP	748.7685	ARL2BP	2062.2977
ARL2	263.8987	ARL2	1078.8835
ARL3	698.0999	ARL3	474.5146
ARL4A	146.3758	ARL4A	963.9968
ARL4C	325.1232	ARL4C	832.5243
ARL4D	42.9275	ARL4D	229.3689
ARL5A	1494.722	ARL5A	1138.3495
ARL5B	300.4926	ARL5B	295.712
ARL6IP1	9511.6115	ARL6IP1	5232.2006
ARL6IP4	1229.064	ARL6IP4	1253.6408
ARL6IP5	1681.9141	ARL6IP5	7302.589
ARL6IP6	366.6432	ARL6IP6	250.4045
ARL6	122.449	ARL6	82.9288
ARL8A	2269.8804	ARL8A	938.1068
ARL8B	4526.7417	ARL8B	2767.7994
ARMC10	869.6446	ARMC10	721.6141
ARMC1	2345.5313	ARMC1	836.165
ARMC2	100.2815	ARMC2	80.0971
ARMC3	18.297	removed	removed
ARMC4	5.9817	ARMC4	8.4951
ARMC5	232.2308	ARMC5	137.5405
ARMC6	776.5552	ARMC6	259.2921
ARMC7	587.6144	ARMC7	203.8835
ARMC8	1094.2998	ARMC8	1027.1036
ARMC9	349.05	ARMC9	149.2718
ARMCX1	452.4982	ARMCX1	1055.4207
ARMCX2	132.6531	ARMCX2	642.3948
ARMCX3	2126.3195	ARMCX3	2627.8317
ARMCX5	619.6341	ARMCX5	286.4078
ARMCX6	149.1907	ARMCX6	197.0065
ARNT2	111.5412	ARNT2	171.521
ARNTL2	15.1302	ARNTL2	58.657
ARNTL	297.6777	ARNTL	267.3948
ARNT	2298.0296	ARNT	2543.2848
ARPC1A	2084.7994	ARPC1A	1726.1327
ARPC1B	1907.8114	ARPC1B	1423.1392
ARPC2	3664.3209	ARPC2	4591.0194
ARPC3	3990.8515	ARPC3	2790.8576
ARPC4	2966.1365	ARPC4	2263.8147
ARPC5L	941.2386	ARPC5L	449.8382
ARPC5	6285.3624	ARPC5	3356.7961
ARPM1	21.8156	ARPM1	41.6667
ARPP19	6406.0521	ARPP19	5635.5178
removed	removed	ARPP21	9.3042
ARRB1	693.5257	ARRB1	1331.7152
ARRB2	201.9704	ARRB2	882.2816
ARRDC1	282.8994	ARRDC1	231.7961
ARRDC2	641.8015	ARRDC2	758.8997
ARRDC3	403.2372	ARRDC3	3008.0906
ARRDC4	638.6348	ARRDC4	1257.6861
ARSA	522.5194	ARSA	495.5502
ARSB	198.0999	ARSB	468.4466
ARSD	2792.7516	ARSD	1369.3366
ARSE	8.0929	ARSE	6.4725
ARSG	1417.6636	ARSG	100.3236
ARSI	10.9078	ARSI	14.1586
ARSJ	12.6671	ARSJ	66.343
ARSK	384.9402	ARSK	245.1456
removed	removed	ART3	7.6861
removed	removed	ART4	36.4078
removed	removed	ART5	6.877
ARTN	35.5384	removed	removed
ARV1	1871.5693	ARV1	313.9159
ARVCF	74.5954	ARVCF	135.9223
ARX	9.8522	removed	removed
AR	347.2906	AR	527.5081
AS3MT	933.1457	AS3MT	299.3528
ASAH1	4857.8466	ASAH1	15360.8414
ASAH2B	48.2055	ASAH2B	10.5178
ASAH2	9.8522	removed	removed
ASAM	148.8388	ASAM	3214.8058
ASAP1	1239.9719	ASAP1	1777.9126
ASAP2	1147.4314	ASAP2	1796.1165
ASAP3	418.7192	ASAP3	866.5049
ASB13	1055.2428	ASB13	473.7055
ASB14	8.7966	ASB14	13.3495
ASB16	84.3702	ASB16	9.3487
ASB1	520.651	ASB1	827.3301
removed	removed	ASB2	47.3301
ASB3	386.3476	ASB3	314.7249
ASB6	488.8776	ASB6	420.3681
ASB7	755.102	ASB7	533.5761
ASB8	1029.5567	ASB8	930.4207
ASB9	11.2597	ASB9	88.1877
ASCC1	1611.1893	ASCC1	560.6796
ASCC2	1205.1372	ASCC2	1169.9029
ASCC3	3258.6207	ASCC3	1197.0065
ASCL2	325.1232	ASCL2	6.068
ASF1A	473.6101	ASF1A	508.8997
ASF1B	372.9768	ASF1B	19.4175
removed	removed	ASGR1	8.8997
removed	removed	ASGR2	6.877
ASH1L	4066.14	ASH1L	4455.8738
ASH2L	1041.8719	ASH2L	1349.11
ASL	415.5524	ASL	246.3592
ASMTL	379.3103	ASMTL	498.3819
ASNA1	1768.4729	ASNA1	733.8188
ASNSD1	985.2217	ASNSD1	1309.466
ASNS	491.9071	ASNS	234.6278
removed	removed	ASPA	300.5663
ASPHD1	87.2625	removed	removed
ASPHD2	172.4138	ASPHD2	42.4757
ASPH	1431.9247	ASPH	27236.3471
ASPM	1579.5215	ASPM	18.6084
ASPN	780.4363	ASPN	1687.7023
ASPRV1	24.6305	ASPRV1	65.4733
ASPSCR1	366.2913	ASPSCR1	139.5631
ASRGL1	69.6692	ASRGL1	136.3269
ASS1	662.9134	ASS1	3457.1197
ASTE1	188.2899	ASTE1	262.8964
ASTN1	28.8529	ASTN1	102.3463
ASTN2	400.7741	ASTN2	110.8414
ASXL1	1307.5299	ASXL1	2001.2136
ASXL2	1738.9163	ASXL2	1253.2362
removed	removed	ASXL3	38.835
ATAD1	871.9212	ATAD1	1458.7379
ATAD2B	621.7452	ATAD2B	414.2395
ATAD2	2074.5954	ATAD2	384.7087
ATAD3A	687.8958	ATAD3A	191.7476
ATAD3B	150.95	ATAD3B	88.1877
ATAD3C	29.2048	ATAD3C	33.9806
ATAD5	218.1562	ATAD5	47.3301
ATE1	326.8825	ATE1	418.6893
ATF1	711.8227	ATF1	469.2557
ATF2	911.6819	ATF2	800.9709
ATF3	102.0408	ATF3	292.4757
ATF4	5868.0507	ATF4	5248.7864
ATF5	462.7023	ATF5	583.7379
ATF6B	3111.893	ATF6B	1154.9353
ATF6	4798.7333	ATF6	1809.0615
ATF7IP2	511.6115	ATF7IP2	111.6505
ATF7IP	1682.266	ATF7IP	1663.835
ATF7	1494.4476	ATF7	2698.7743
ATG10	66.8543	ATG10	132.2816
ATG12	942.646	ATG12	729.7735
ATG16L1	2817.3821	ATG16L1	527.9126
ATG16L2	298.3427	ATG16L2	215.9668
ATG2A	314.2153	ATG2A	434.8706
ATG2B	953.202	ATG2B	1618.932
ATG3	694.5813	ATG3	749.5955
ATG4A	465.8691	ATG4A	368.932
ATG4B	548.9092	ATG4B	455.9061
ATG4C	216.045	ATG4C	362.8641
ATG4D	402.0619	ATG4D	78.4142
ATG5	1381.0697	ATG5	917.4757
ATG7	803.7227	ATG7	738.8188
ATG9A	1197.2379	ATG9A	1388.3819
ATG9B	37.9029	removed	removed
ATHL1	156.9317	ATHL1	168.6893
ATIC	2839.1977	ATIC	1368.123
ATL1	126.3195	ATL1	381.4725
ATL2	2002.4631	ATL2	1080.9061
ATL3	607.6707	ATL3	1173.5437
ATMIN	1884.5883	ATMIN	2307.0388
ATM	974.3139	ATM	1983.0097
ATN1	3001.4075	ATN1	4281.9579
ATOH8	10.9078	ATOH8	720.4693
ATOX1	658.3392	ATOX1	430.8252
ATP10A	516.5376	ATP10A	457.1197
ATP10D	347.2906	ATP10D	739.0777
ATP11A	1020.4082	ATP11A	1107.6052
ATP11B	758.9726	ATP11B	2063.1068
ATP11C	737.5088	ATP11C	1128.2362
ATP13A1	2086.2069	ATP13A1	522.6537
ATP13A2	641.0978	ATP13A2	492.7184
ATP13A3	4338.494	ATP13A3	3467.6375
ATP13A4	20.0563	ATP13A4	48.5437
ATP13A5	68.9655	ATP13A5	69.5793
ATP1A1	8623.8494	ATP1A1	9161.3997
ATP1A2	42.9275	ATP1A2	2864.4822
ATP1A3	505.278	ATP1A3	8.0906
removed	removed	ATP1A4	9.7087
ATP1B1	330	ATP1B1	1938.572
ATP1B2	23.2231	ATP1B2	103.1553
ATP1B3	814.5672	ATP1B3	1942.9612
ATP2A2	8402.5334	ATP2A2	5984.2233
ATP2A3	374.3842	ATP2A3	417.4757
ATP2B1	2275.8621	ATP2B1	1514.1586
ATP2B2	3382.4771	ATP2B2	13.3495
removed	removed	ATP2B4	12480.178
ATP2C1	4105.1654	ATP2C1	3026.7476
ATP2C2	485.9254	ATP2C2	33.5761
ATP5A1	7063.6875	ATP5A1	8534.3851
ATP5B	8704.0816	ATP5B	9569.5793
ATP5C1	3353.2723	ATP5C1	2368.123
ATP5D	286.418	ATP5D	317.9612
ATP5EP2	48.5574	ATP5EP2	64.7249
ATP5E	2619.2822	ATP5E	3541.6667
ATP5F1	1476.4251	ATP5F1	2347.0874
ATP5G1	779.3807	ATP5G1	404.1262
ATP5G2	3808.5855	ATP5G2	2197.8155
ATP5G3	1835.6791	ATP5G3	2553.3981
ATP5H	2995.7776	ATP5H	1929.2071
ATP5I	794.6798	ATP5I	663.0259
ATP5J2	791.3019	ATP5J2	768.6084
ATP5J	1169.3244	ATP5J	1685.6998
ATP5L	1004.5742	ATP5L	2047.3301
ATP5O	2530.2604	ATP5O	2795.3074
ATP5SL	354.3279	ATP5SL	495.5502
ATP5S	152.7094	ATP5S	154.1262
ATP6AP1L	30.2604	ATP6AP1L	56.6343
ATP6AP1	5653.765	ATP6AP1	1813.5113
ATP6AP2	4333.216	ATP6AP2	4523.0583
ATP6V0A1	1814.2153	ATP6V0A1	1414.2395
ATP6V0A2	1016.1858	ATP6V0A2	651.699
ATP6V0A4	316.3265	ATP6V0A4	74.8382
ATP6V0B	3053.1316	ATP6V0B	682.4434
ATP6V0C	1619.6341	ATP6V0C	1133.4951
ATP6V0D1	702.6742	ATP6V0D1	1171.9256
removed	removed	ATP6V0D2	7.2816
ATP6V0E1	2542.2238	ATP6V0E1	3286.8123
ATP6V0E2	717.4525	ATP6V0E2	576.3714
ATP6V1A	3231.5271	ATP6V1A	2345.0647
ATP6V1B1	606.9669	ATP6V1B1	161.4078
ATP6V1B2	1412.0338	ATP6V1B2	2472.4919
ATP6V1C1	4245.2498	ATP6V1C1	2051.7799
ATP6V1C2	38.8318	ATP6V1C2	112.0833
ATP6V1D	639.6904	ATP6V1D	1209.1424
ATP6V1E1	2745.6017	ATP6V1E1	2453.479
ATP6V1E2	167.4877	ATP6V1E2	63.9159
ATP6V1F	722.7305	ATP6V1F	999.5914
ATP6V1G1	2953.202	ATP6V1G1	1093.8511
ATP6V1G2	11.2597	ATP6V1G2	34.3851
ATP6V1H	1434.5531	ATP6V1H	1086.9741
ATP7A	1285.7143	ATP7A	771.4401
ATP7B	3051.3723	ATP7B	244.7411
ATP8A1	152.7094	ATP8A1	639.9676
ATP8A2	45.0387	ATP8A2	16.9903
ATP8B1	4669.4089	ATP8B1	852.8196
ATP8B2	506.6854	ATP8B2	1553.3981
ATP8B3	1057.7058	ATP8B3	17.3948
ATP8B4	42.5757	ATP8B4	410.1942
ATP8B5P	22.8712	ATP8B5P	33.9806
ATP9A	3501.4075	ATP9A	7612.055
ATP9B	572.836	ATP9B	445.3883
ATPAF1	769.3174	ATPAF1	1743.8794
ATPAF2	131.2456	ATPAF2	167.8803
ATPBD4	143.9127	ATPBD4	141.9903
ATPIF1	617.8747	ATPIF1	562.2977
ATRIP	264.3878	ATRIP	159.1586
removed	removed	ATRNL1	49.3528
ATRN	2865.9395	ATRN	2785.1942
ATRX	4630.19	ATRX	3665.8576
ATR	1537.2977	ATR	1029.5307
ATXN10	3370.8656	ATXN10	1707.1197
ATXN1L	907.1077	ATXN1L	2677.2532
ATXN1	1398.311	ATXN1	1230.178
ATXN2L	2759.6763	ATXN2L	1360.8414
ATXN2	1292.7516	ATXN2	994.7411
ATXN3	278.3251	ATXN3	747.9773
ATXN7L1	172.7657	ATXN7L1	248.3819
ATXN7L2	32.0197	ATXN7L2	29.1262
ATXN7L3B	3043.9831	ATXN7L3B	2551.7799
ATXN7L3	2412.0338	ATXN7L3	815.534
ATXN7	472.2027	ATXN7	883.0906
AUH	213.582	AUH	338.9968
AUP1	1423.4131	AUP1	1246.8204
AURKAIP1	1550.3167	AURKAIP1	447.411
AURKAPS1	18.6488	removed	removed
AURKA	633.3568	AURKA	36.0032
AURKB	80.5771	removed	removed
removed	removed	AURKC	5.2589
AUTS2	10461.6467	AUTS2	1147.2492
AVEN	102.3927	AVEN	264.1586
AVIL	165.0246	AVIL	26.699
AVL9	1380.3659	AVL9	319.9838
AVPI1	30.6122	AVPI1	606.7961
AVPR1A	22.8712	AVPR1A	171.1165
AVPR2	7.0373	AVPR2	120.9547
AXIN1	722.7305	AXIN1	316.343
AXIN2	253.0436	AXIN2	416.6667
AXL	339.5496	AXL	3246.3592
AZGP1	11052.076	AZGP1	3422.3301
AZI1	366.2913	AZI1	106.3916
AZI2	1083.0401	AZI2	1785.5987
AZIN1	10456.0169	AZIN1	4974.5146
AZU1	103.8001	removed	removed
B2M	12340.9571	B2M	53017.7994
B3GALNT1	3953.5538	B3GALNT1	350.3236
B3GALNT2	3232.2519	B3GALNT2	618.8673
removed	removed	B3GALT1	6.877
removed	removed	B3GALT2	22.2492
B3GALT4	197.3962	B3GALT4	185.2751
removed	removed	B3GALT5	24.2718
B3GALT6	1194.5813	B3GALT6	278.3172
B3GALTL	298.0296	B3GALTL	277.1036
removed	removed	B3GAT1	16.1812
removed	removed	B3GAT2	14.9231
B3GAT3	230.8234	B3GAT3	207.9288
B3GNT1	285.7143	B3GNT1	732.2006
B3GNT2	1173.8213	B3GNT2	753.2362
B3GNT3	192.1182	B3GNT3	68.7702
B3GNT5	20.76	B3GNT5	270.6311
B3GNT7	16.1858	B3GNT7	108.0097
B3GNT8	52.076	B3GNT8	44.4984
B3GNT9	109.342	B3GNT9	219.1262
B3GNTL1	100.2041	B3GNTL1	24.7573
B4GALNT1	110.4117	B4GALNT1	22.2937
B4GALNT2	45.7424	removed	removed
B4GALNT3	134.7643	B4GALNT3	48.1392
B4GALNT4	409.5707	B4GALNT4	16.5858
B4GALT1	4039.057	B4GALT1	2624.5955
B4GALT2	557.354	B4GALT2	711.9741
B4GALT3	2998.5925	B4GALT3	419.4984
B4GALT4	865.5876	B4GALT4	449.4337
B4GALT5	840.2533	B4GALT5	2167.4757
B4GALT6	190.007	B4GALT6	211.9741
B4GALT7	245.9536	B4GALT7	249.5955
B9D1	57.2203	B9D1	58.4102
B9D2	42.2238	B9D2	31.9579
BAALC	12.3153	BAALC	262.5405
BACE1	506.6854	BACE1	1909.7896
BACE2	1111.1893	BACE2	1000.8091
BACH1	816.6784	BACH1	1163.835
BACH2	46.0943	BACH2	296.9256
BAD	279.0289	BAD	485.7605
BAG1	924.349	BAG1	1338.5154
BAG2	60.1689	BAG2	254.0453
BAG3	582.6882	BAG3	1552.1845
BAG4	169.247	BAG4	425.5663
BAG5	598.5222	BAG5	1839.8058
BAGE2	8.7438	BAGE2	8.7662
BAHCC1	41.5201	BAHCC1	309.8706
BAHD1	1062.9838	BAHD1	588.5922
BAI1	20.4082	BAI1	7.2816
BAI2	81.9845	BAI2	91.8285
removed	removed	BAI3	21.0356
BAIAP2L1	227.6566	BAIAP2L1	230.178
removed	removed	BAIAP2L2	5.6634
BAIAP2	1503.8705	BAIAP2	329.288
BAIAP3	497.8677	BAIAP3	47.7872
BAK1	358.9022	BAK1	197.0065
BAMBI	1182.266	BAMBI	289.2395
BANF1	2215.6932	BANF1	1046.9256
BANK1	6.6854	BANK1	286.8123
BANP	203.026	BANP	128.2362
BAP1	755.4539	BAP1	1170.712
BARD1	199.8593	BARD1	62.7023
BARX2	230.8234	BARX2	211.5696
BASP1	2509.8522	BASP1	415.4531
BAT1	3458.1281	BAT1	3639.5631
BAT2L1	4991.9986	BAT2L1	5758.7338
BAT2L2	15162.5616	BAT2L2	5191.7476
BAT2	5728.3603	BAT2	3796.521
BAT3	3786.7593	BAT3	2934.8706
BAT4	249.4722	BAT4	265.7767
BAT5	714.2857	BAT5	461.5696
BATF2	42.5757	BATF2	63.5113
removed	removed	BATF3	25.0809
BATF	19.0007	BATF	36.4078
BAX	205.1372	BAX	187.7023
BAZ1A	2638.2829	BAZ1A	913.835
BAZ1B	2867.6988	BAZ1B	3116.1003
BAZ2A	4182.1077	BAZ2A	2906.9579
BAZ2B	3349.5285	BAZ2B	1430.3398
BBC3	34.1309	BBC3	38.835
removed	removed	BBOX1	235.0324
BBS10	423.6453	BBS10	958.3333
BBS12	184.7291	BBS12	264.1586
BBS1	802.9557	BBS1	735.0324
BBS2	507.741	BBS2	855.178
BBS4	531.6678	BBS4	402.1036
BBS5	244.2928	BBS5	197.8439
BBS7	475.0176	BBS7	409.7896
BBS9	412.0338	BBS9	485.8414
BBX	708.6559	BBX	2814.3204
BCAM	3194.2294	BCAM	2185.2751
BCAP29	1049.2611	BCAP29	2082.1197
BCAP31	3902.8853	BCAP31	6651.699
BCAR1	515.8339	BCAR1	506.877
BCAR3	329.3455	BCAR3	800.9668
BCAS1	15548.2055	BCAS1	106.3916
BCAS2	532.3786	BCAS2	686.9701
BCAS3	750.1759	BCAS3	536.0032
BCAS4	508.0929	BCAS4	522.6537
BCAT1	128.7825	BCAT1	1394.4175
BCAT2	534.8346	BCAT2	203.8835
BCCIP	882.7762	BCCIP	797.0227
BCDIN3D	196.506	BCDIN3D	170.1133
BCHE	10.5559	BCHE	257.2816
BCKDHA	316.3265	BCKDHA	468.0421
BCKDHB	722.3786	BCKDHB	461.9741
BCKDK	944.7572	BCKDK	598.7055
BCL10	356.791	BCL10	416.6667
removed	removed	BCL11A	64.3204
BCL11B	15.8339	BCL11B	62.2977
BCL2A1	5.6298	BCL2A1	27.1036
BCL2L11	676.988	BCL2L11	634.7087
BCL2L12	44.6622	BCL2L12	59.3083
BCL2L13	1732.9346	BCL2L13	1946.6019
removed	removed	BCL2L14	12.1359
BCL2L15	5.9817	BCL2L15	6.877
BCL2L1	1714.2857	BCL2L1	1676.3754
