gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
ANKS1B	85.3855	ANKS1B	93.3293
ANKS3	182.1701	ANKS3	225.2142
ANKS6	611.8938	ANKS6	246.94
ANKZF1	537.4771	ANKZF1	534.8837
ANLN	2133.5627	ANLN	40.0857
ANO10	791.483	ANO10	822.5214
ANO1	1885.5791	ANO1	5135.5569
ANO2	23.2283	ANO2	94.8592
ANO3	40.2194	ANO3	74.3574
ANO4	7.5277	ANO4	32.1297
ANO5	12.0443	ANO5	71.9094
ANO6	2534.8962	ANO6	6268.9718
ANO7	7.7428	ANO7	10.4039
ANO8	194.2144	ANO8	326.8054
ANO9	130.7667	ANO9	70.3794
ANP32A	2299.6021	ANP32A	2308.4455
ANP32B	3647.0588	ANP32B	3171.0526
ANP32E	6911.2808	ANP32E	1169.2166
ANPEP	1199.6989	ANPEP	4957.7723
ANTXR1	2862.2433	ANTXR1	5178.3966
ANTXR2	1075.1694	ANTXR2	3050.4896
ANTXRL	28.8203	ANTXRL	7.0379
ANUBL1	156.1458	ANUBL1	275.0918
ANXA11	2327.347	ANXA11	4238.9841
ANXA13	5.592	ANXA13	7.3439
ANXA1	5799.3333	ANXA1	17961.4443
ANXA2P1	84.3101	ANXA2P1	75.5814
ANXA2P2	4660.9313	ANXA2P2	4458.3843
ANXA2P3	7.9578	ANXA2P3	6.12
ANXA2	13894.1822	ANXA2	13891.0649
ANXA3	2693.838	ANXA3	1706.8543
ANXA4	2672.5454	ANXA4	1646.2668
ANXA5	7188.0847	ANXA5	8909.7307
ANXA6	4417.6793	ANXA6	7406.0588
ANXA7	2949.3494	ANXA7	3386.1689
ANXA8L2	192.0637	ANXA8L2	300.7956
ANXA8	412.5175	ANXA8	392.5398
ANXA9	14.6252	ANXA9	156.6707
AOAH	405.2049	AOAH	60.8935
AOC2	12.2594	AOC2	55.6916
AOC3	1305.3016	AOC3	10407.5887
AOX1	1370.2549	AOX1	1320.9914
AP1AR	836.0039	AP1AR	682.6805
AP1B1	2857.2965	AP1B1	1859.8531
AP1G1	2262.1787	AP1G1	2371.175
AP1G2	687.717	AP1G2	772.9743
AP1M1	762.8777	AP1M1	1070.9914
AP1M2	954.9414	AP1M2	743.88
AP1S1	847.618	AP1S1	470.9302
AP1S2	820.0882	AP1S2	579.2534
AP1S3	193.3541	AP1S3	91.7993
AP2A1	1421.8884	AP2A1	1362.8794
AP2A2	1317.9912	AP2A2	1534.2717
AP2B1	11124.8521	AP2B1	5789.4737
AP2M1	6213.3563	AP2M1	4637.3929
AP2S1	1180.9872	AP2S1	662.4847
AP3B1	1426.3899	AP3B1	1314.8715
AP3B2	24.0886	AP3B2	110.4651
AP3D1	2639.8537	AP3D1	2421.6646
AP3M1	1315.6253	AP3M1	1462.0563
AP3M2	488.6547	AP3M2	465.1163
AP3S1	923.3251	AP3S1	1102.2032
AP3S2	1284.6414	AP3S2	1874.1707
AP4B1	388.3815	AP4B1	306.5514
AP4E1	549.5215	AP4E1	405.7528
AP4M1	317.9546	AP4M1	246.4015
AP4S1	58.9311	AP4S1	87.8213
APAF1	544.5747	APAF1	458.6903
APBA1	260.028	APBA1	351.8972
APBA2	49.2526	APBA2	57.5275
APBA3	140.4452	APBA3	132.8029
APBB1IP	789.1171	APBB1IP	693.3905
APBB1	275.5135	APBB1	738.9841
APBB2	1340.5743	APBB2	2727.0502
APBB3	133.5627	APBB3	215.7283
APCDD1L	228.6267	APCDD1L	199.8164
APCDD1	520.0559	APCDD1	1503.366
APC	876.8685	APC	1059.3635
APEH	1289.386	APEH	1249.694
APEX1	2438.1116	APEX1	2399.9388
APEX2	599.4193	APEX2	365.6671
APH1A	5870.5237	APH1A	3520.8078
APH1B	445.6393	APH1B	865.3611
API5	4608.8827	API5	2793.7576
APIP	705.8996	APIP	533.5251
APITD1	136.8341	APITD1	154.9541
APLF	189.2677	APLF	129.131
APLNR	849.7688	APLNR	769.5838
APLN	54.6295	APLN	148.7148
APLP1	14.6252	APLP1	44.3696
APLP2	13237.3373	APLP2	16819.4614
APOA1BP	1852.4573	APOA1BP	950.4284
APOB48R	464.351	APOB48R	92.4113
APOBEC3A	457.8987	APOBEC3A	5.202
APOBEC3B	1365.9533	APOBEC3B	30.5998
APOBEC3C	457.6836	APOBEC3C	445.8384
APOBEC3D	194.2144	APOBEC3D	138.9229
APOBEC3F	254.2209	APOBEC3F	198.5924
APOBEC3G	717.9267	APOBEC3G	325.5814
APOBEC3H	36.348	APOBEC3H	6.4259
APOB	13.3348	APOB	427.1726
APOC1	1692.44	APOC1	193.0845
APOC2	123.8843	APOC2	14.0759
APOD	2045.5963	APOD	10730.7222
APOE	6410.3667	APOE	1952.5704
APOL1	2665.0177	APOL1	1950.7344
APOL2	1170.0183	APOL2	979.1922
APOL3	1646.6287	APOL3	1980.4162
APOL4	294.2252	APOL4	563.0355
APOL6	5286.59	APOL6	4566.0955
APOLD1	1335.3565	APOLD1	3798.9596
APOM	19.572	APOM	61.5055
APOOL	198.0858	APOOL	164.3207
APOO	310.7861	APOO	143.2069
APPBP2	987.6331	APPBP2	1536.1077
APPL1	2280.2409	APPL1	1925.6426
APPL2	734.0574	APPL2	1889.2289
APP	16186.0415	APP	32467.8703
APRT	859.0171	APRT	906.3647
APTX	970.2119	APTX	503.672
AQP11	9.4634	AQP11	24.7858
AQP1	10115.664	AQP1	14615.9272
AQP3	2323.9058	AQP3	558.7515
AQP4	15.0554	AQP4	26.9278
AQP5	159.1569	AQP5	37.3317
AQP7P1	21.5077	AQP7P1	511.0159
removed	removed	AQP7P3	40.0857
AQP7	58.2858	AQP7	1451.0404
AQP9	551.6722	AQP9	5.202
AQPEP	43.0154	AQPEP	292.2215
AQR	1198.4084	AQR	1043.7576
ARAF	1614.1521	ARAF	1027.5398
ARAP1	2316.3566	ARAP1	2114.7246
ARAP2	683.7294	ARAP2	402.3868
ARAP3	352.511	ARAP3	795.8996
ARCN1	5649.2096	ARCN1	4492.3501
removed	removed	ARC	100.9792
AREG	97.2148	AREG	342.4113
ARF1	13624.0456	ARF1	6531.2118
ARF3	5163.7811	ARF3	3953.4884
ARF4	5162.9207	ARF4	3949.5104
ARF5	2526.0609	ARF5	1807.4755
ARF6	3941.284	ARF6	3203.7944
ARFGAP1	860.9528	ARFGAP1	797.7356
ARFGAP2	2269.7064	ARFGAP2	1998.47
ARFGAP3	1215.1844	ARFGAP3	1201.9584
ARFGEF1	2236.4319	ARFGEF1	1699.2809
ARFGEF2	2878.5891	ARFGEF2	2355.8752
ARFIP1	822.8842	ARFIP1	1098.5312
ARFIP2	608.2374	ARFIP2	1047.4296
ARFRP1	398.3224	ARFRP1	503.06
ARG2	151.2743	ARG2	156.4045
ARGLU1	1165.2866	ARGLU1	2064.2595
ARHGAP10	361.1141	ARHGAP10	955.6304
ARHGAP11A	852.1346	ARHGAP11A	65.4835
ARHGAP11B	49.2526	removed	removed
ARHGAP12	1009.3558	ARHGAP12	1308.7515
ARHGAP15	296.8061	ARHGAP15	88.7393
ARHGAP17	1410.6893	ARHGAP17	1472.1542
ARHGAP18	1314.1198	ARHGAP18	811.5055
ARHGAP19	506.7212	ARHGAP19	873.317
ARHGAP1	3644.0477	ARHGAP1	3143.5129
ARHGAP20	133.9929	ARHGAP20	297.1236
ARHGAP21	2649.1021	ARHGAP21	3021.1138
ARHGAP22	181.3098	ARHGAP22	58.1395
ARHGAP23	862.8885	ARHGAP23	848.2252
ARHGAP24	331.4335	ARHGAP24	557.2215
ARHGAP25	1047.6395	ARHGAP25	483.4761
ARHGAP26	901.1722	ARHGAP26	988.3721
ARHGAP27	897.5051	ARHGAP27	506.1077
ARHGAP28	293.3649	ARHGAP28	265.6059
ARHGAP29	3089.3644	ARHGAP29	4347.6132
ARHGAP30	1875.2554	ARHGAP30	448.2864
ARHGAP31	1523.8198	ARHGAP31	1518.9718
ARHGAP32	709.3236	ARHGAP32	1123.011
ARHGAP33	92.6981	ARHGAP33	111.0771
ARHGAP36	14.6252	removed	removed
ARHGAP39	249.2741	ARHGAP39	143.2069
ARHGAP42	220.884	ARHGAP42	213.2681
ARHGAP4	572.5347	ARHGAP4	292.5337
ARHGAP5	2267.7707	ARHGAP5	2695.8384
ARHGAP6	115.2812	ARHGAP6	126.071
ARHGAP8	221.2733	ARHGAP8	263.3874
ARHGAP9	382.4067	ARHGAP9	95.4712
ARHGDIA	4113.5606	ARHGDIA	3582.0073
ARHGDIB	6932.3583	ARHGDIB	3950.7344
ARHGEF10L	924.8306	ARHGEF10L	873.929
ARHGEF10	892.5691	ARHGEF10	1196.7564
ARHGEF11	1908.5923	ARHGEF11	1263.7699
ARHGEF12	4572.1045	ARHGEF12	5506.4259
ARHGEF15	384.9876	ARHGEF15	947.3684
ARHGEF16	179.159	ARHGEF16	202.2644
ARHGEF17	815.3565	ARHGEF17	1627.601
ARHGEF18	735.563	ARHGEF18	719.4002
ARHGEF19	216.3674	ARHGEF19	371.481
ARHGEF1	1507.9041	ARHGEF1	1167.0747
ARHGEF2	2227.3363	ARHGEF2	1526.0098
removed	removed	ARHGEF33	14.6879
ARHGEF35	1019.4645	ARHGEF35	872.705
ARHGEF37	503.2799	ARHGEF37	1886.1689
ARHGEF38	9.6785	ARHGEF38	29.3758
ARHGEF3	1568.9859	ARHGEF3	896.8788
ARHGEF4	23.6585	ARHGEF4	217.2583
ARHGEF5	472.739	ARHGEF5	468.4823
ARHGEF6	1939.9935	ARHGEF6	3285.1897
ARHGEF7	1160.9851	ARHGEF7	1734.7001
ARHGEF9	532.9605	ARHGEF9	780.2938
ARID1A	2136.7889	ARID1A	2174.1126
ARID1B	1881.0625	ARID1B	2034.5777
ARID2	861.8131	ARID2	795.5936
ARID3A	133.3477	ARID3A	72.2154
ARID3B	173.5671	ARID3B	93.9412
ARID4A	632.7562	ARID4A	903.6108
ARID4B	1434.7134	ARID4B	1484.5441
ARID5A	562.211	ARID5A	2631.2729
ARID5B	2340.2516	ARID5B	5500
ARIH1	1610.9259	ARIH1	1917.0747
ARIH2	1579.7398	ARIH2	1746.022
ARL10	32.2615	ARL10	33.9657
ARL11	164.964	ARL11	53.5496
ARL13B	197.2255	ARL13B	321.9094
ARL15	454.0273	ARL15	680.2326
ARL16	367.1363	ARL16	301.4076
ARL17A	51.6335	ARL17A	68.2528
ARL1	2120.4431	ARL1	2344.5532
ARL2BP	1497.7955	ARL2BP	1721.5422
ARL2	736.6383	ARL2	1128.213
ARL3	331.6486	ARL3	609.5471
ARL4A	439.6172	ARL4A	1336.9033
ARL4C	1744.0585	ARL4C	2611.6891
ARL4D	53.5541	ARL4D	188.8005
ARL5A	1531.7776	ARL5A	1053.5496
ARL5B	551.8873	ARL5B	246.328
ARL6IP1	7782.3422	ARL6IP1	4925.9486
ARL6IP4	1098.8278	ARL6IP4	1675.0306
ARL6IP5	4112.2701	ARL6IP5	4435.1285
ARL6IP6	463.0605	ARL6IP6	307.8335
ARL6	77.6428	ARL6	78.9474
ARL8A	1336.7029	ARL8A	1062.1175
ARL8B	2133.3477	ARL8B	2348.8372
ARL9	7.3126	ARL9	12.5459
ARMC10	936.8319	ARMC10	681.5361
ARMC1	1120.9808	ARMC1	848.5312
ARMC2	64.308	ARMC2	60.2815
removed	removed	ARMC4	5.508
ARMC5	165.6092	ARMC5	247.246
ARMC6	355.7372	ARMC6	332.5918
ARMC7	309.0655	ARMC7	248.776
ARMC8	1029.358	ARMC8	815.4835
ARMC9	126.6803	ARMC9	173.8066
ARMCX1	448.2202	ARMCX1	1024.4798
ARMCX2	427.1427	ARMCX2	774.1738
ARMCX3	1485.1059	ARMCX3	2046.5116
ARMCX5	219.3784	ARMCX5	448.2864
ARMCX6	173.352	ARMCX6	212.6683
ARNT2	119.3677	ARNT2	220.0122
ARNTL2	393.8058	ARNTL2	66.7075
ARNTL	160.8775	ARNTL	220.3182
ARNT	1644.0477	ARNT	1908.2007
ARPC1A	2005.3769	ARPC1A	2143.0202
ARPC1B	3255.4038	ARPC1B	1293.9443
ARPC2	6301.3227	ARPC2	3847.0012
ARPC3	4367.3513	ARPC3	2713.2803
ARPC4	3144.6026	ARPC4	2656.9308
ARPC5L	960.3183	ARPC5L	560.5875
ARPC5	6223.0347	ARPC5	2988.9841
ARPM1	206.6889	ARPM1	46.8176
ARPP19	3552.8551	ARPP19	4118.4211
ARRB1	557.0491	ARRB1	1179.0086
ARRB2	1313.6896	ARRB2	502.754
ARRDC1	965.6952	ARRDC1	404.5288
ARRDC2	662.6519	ARRDC2	737.4541
ARRDC3	2777.503	ARRDC3	3611.3831
ARRDC4	699.6451	ARRDC4	1517.1359
ARSA	495.107	ARSA	393.5129
ARSB	647.3814	ARSB	256.12
ARSD	950.4248	ARSD	2375.459
ARSE	14.6252	ARSE	10.7099
ARSG	75.7071	ARSG	240.8201
removed	removed	ARSH	5.202
ARSI	58.2858	ARSI	28.1518
ARSJ	196.5803	ARSJ	120.869
ARSK	127.3255	ARSK	180.8446
ART3	1375.2016	removed	removed
ART4	17.8514	ART4	36.7197
removed	removed	ART5	18.6659
ARTN	47.7471	ARTN	5.508
ARV1	494.6768	ARV1	416.7687
ARVCF	154.6403	ARVCF	333.2313
ARX	7.3126	removed	removed
AR	16.776	AR	279.0698
AS3MT	160.4474	AS3MT	257.0379
ASAH1	3966.8782	ASAH1	4927.7846
ASAH2B	6.4523	removed	removed
removed	removed	ASAH2	6.12
ASAM	271.212	ASAM	824.6634
ASAP1	1785.7834	ASAP1	1208.6903
ASAP2	1026.3469	ASAP2	905.4468
ASAP3	429.0784	ASAP3	1087.5153
ASB13	896.0103	ASB13	672.2766
ASB14	13.124	ASB14	9.4859
ASB16	8.6031	ASB16	12.3133
ASB1	341.8776	ASB1	719.5563
ASB2	69.2548	ASB2	50.1836
ASB3	482.8476	ASB3	326.8054
ASB6	576.1587	ASB6	592.5796
ASB7	462.2002	ASB7	518.6659
ASB8	587.8051	ASB8	890.1469
ASB9	55.4898	ASB9	76.1934
ASCC1	540.4882	ASCC1	452.8764
ASCC2	988.2783	ASCC2	1224.6022
ASCC3	1393.053	ASCC3	918.2987
ASCL2	45.3812	ASCL2	14.3819
ASF1A	1136.0361	ASF1A	499.694
ASF1B	339.8215	ASF1B	34.5777
ASGR1	18.4966	ASGR1	18.6659
ASGR2	18.0665	removed	removed
ASH1L	2948.9171	ASH1L	2621.9461
ASH2L	1091.0851	ASH2L	1320.9914
ASL	465.2113	ASL	447.3684
ASMTL	404.1209	ASMTL	678.0814
ASNA1	872.9971	ASNA1	926.8666
ASNSD1	1084.6328	ASNSD1	1280.5998
ASNS	753.8445	ASNS	316.0955
ASPA	21.7228	ASPA	113.8311
removed	removed	ASPG	8.8739
ASPHD1	137.6492	ASPHD1	23.8678
ASPHD2	95.2791	ASPHD2	49.8776
ASPH	3543.6391	ASPH	10976.8972
ASPM	638.9934	ASPM	7.0379
ASPN	575.3307	ASPN	600.6732
ASPRV1	45.9426	ASPRV1	102.1022
ASPSCR1	239.8107	ASPSCR1	257.9559
ASRGL1	230.1323	ASRGL1	191.2485
ASS1	3070.0075	ASS1	3546.5116
ASTE1	174.0037	ASTE1	304.5808
ASTN1	47.9621	ASTN1	52.0196
ASTN2	46.8868	ASTN2	182.0685
ASXL1	1630.0677	ASXL1	1807.8335
removed	removed	ASXL2	671.6646
removed	removed	ASXL3	26.0098
ATAD1	1032.154	ATAD1	1179.6206
ATAD2B	554.2531	ATAD2B	291.6157
ATAD2	1412.4099	ATAD2	345.7772
ATAD3A	472.739	ATAD3A	325.2754
ATAD3B	193.139	ATAD3B	166.7687
ATAD3C	57.4255	ATAD3C	116.5851
ATAD5	297.2363	ATAD5	61.8115
ATE1	267.5557	ATE1	282.1297
ATF1	514.679	ATF1	566.7075
ATF2	483.7079	ATF2	479.8042
ATF3	2125.3898	ATF3	9746.328
ATF4	5095.1715	ATF4	7115.6671
ATF5	1463.1681	ATF5	597.9192
ATF6B	1849.6613	ATF6B	1608.467
ATF6	2030.756	ATF6	1493.88
ATF7IP2	153.9951	ATF7IP2	105.5692
ATF7IP	1481.2345	ATF7IP	955.9364
ATF7	1330.2506	ATF7	2139.8225
ATG10	66.0286	ATG10	102.2032
ATG12	466.7169	ATG12	652.6928
ATG16L1	410.5818	ATG16L1	638.0049
ATG16L2	203.2434	ATG16L2	208.7576
ATG2A	538.7676	ATG2A	639.8409
ATG2B	792.5583	ATG2B	1215.1163
ATG3	1193.0315	ATG3	810.2815
ATG4A	387.5686	ATG4A	330.7834
ATG4B	756.8556	ATG4B	714.1983
ATG4C	335.0898	ATG4C	240.2081
ATG4D	179.8839	ATG4D	178.6689
ATG5	1843.2089	ATG5	928.3966
ATG7	722.9487	ATG7	627.2032
ATG9A	1266.491	ATG9A	1288.7485
ATG9B	44.4564	ATG9B	11.4443
ATHL1	277.2341	ATHL1	422.2766
ATIC	2082.3744	ATIC	1566.7075
ATL1	322.1852	ATL1	487.7601
ATL2	2020.2172	ATL2	1669.8286
ATL3	861.598	ATL3	486.8421
ATMIN	1619.529	ATMIN	2118.7271
ATM	1935.2619	ATM	1334.4553
ATN1	2948.9192	ATN1	5033.3537
ATOH8	124.7446	ATOH8	724.6022
ATOX1	680.7184	ATOX1	559.6695
ATP10A	435.5307	ATP10A	206.8543
ATP10B	17.4212	ATP10B	6.7319
ATP10D	484.5682	ATP10D	720.3182
ATP11A	1495.4296	ATP11A	720.0122
ATP11B	2144.7467	ATP11B	1369.645
ATP11C	815.5716	ATP11C	698.8984
ATP13A1	903.538	ATP13A1	774.7858
ATP13A2	997.5266	ATP13A2	580.1714
ATP13A3	3276.4813	ATP13A3	1867.1971
ATP13A4	161.0926	ATP13A4	32.4357
ATP13A5	43.2305	ATP13A5	54.1616
ATP1A1	22182.3788	ATP1A1	13003.6506
ATP1A2	87.7514	ATP1A2	1368.7271
ATP1A3	19.1418	ATP1A3	6.4259
removed	removed	ATP1A4	44.6756
ATP1B1	11407.6331	ATP1B1	6888.0875
ATP1B2	54.6295	ATP1B2	108.0171
ATP1B3	5561.6733	ATP1B3	1420.4406
ATP2A2	6934.9392	ATP2A2	4682.9865
ATP2A3	3752.2314	ATP2A3	896.2668
ATP2B1	971.5023	ATP2B1	1530.5998
ATP2B2	9.4634	ATP2B2	163.7087
ATP2B4	4606.947	ATP2B4	5139.8409
ATP2C1	3791.584	ATP2C1	2364.3299
ATP2C2	226.2609	ATP2C2	190.3305
ATP5A1	5566.1899	ATP5A1	8789.1677
ATP5B	10376.5996	ATP5B	9283.6597
ATP5C1	4951.9303	ATP5C1	2499.694
ATP5D	331.2184	ATP5D	480.1102
ATP5EP2	37.2083	ATP5EP2	35.8017
ATP5E	3399.7204	ATP5E	3522.6438
ATP5F1	2981.1808	ATP5F1	2291.9217
ATP5G1	665.663	ATP5G1	526.3158
ATP5G2	2284.1166	ATP5G2	3884.6389
ATP5G3	2968.7063	ATP5G3	2185.4345
ATP5H	2351.0055	ATP5H	1649.9388
ATP5I	473.6122	ATP5I	808.8647
ATP5J2	1878.4816	ATP5J2	991.4321
ATP5J	1108.6805	ATP5J	1591.8666
ATP5L	2312.0766	ATP5L	2403.6108
ATP5O	2072.0508	ATP5O	2862.3011
ATP5SL	503.0648	ATP5SL	586.9033
ATP5S	102.1615	ATP5S	158.8127
ATP6AP1L	16.776	ATP6AP1L	49.2656
ATP6AP1	2963.3294	ATP6AP1	2147.1848
ATP6AP2	5064.4155	ATP6AP2	3577.4174
ATP6V0A1	1566.8351	ATP6V0A1	1397.7968
ATP6V0A2	522.8519	ATP6V0A2	508.5679
ATP6V0A4	65.3834	ATP6V0A4	18.6659
ATP6V0B	2211.8507	ATP6V0B	1005.814
ATP6V0C	1877.0298	ATP6V0C	1426.9645
ATP6V0D1	1436.4985	ATP6V0D1	1365.0551
ATP6V0D2	120.8732	removed	removed
ATP6V0E1	3225.078	ATP6V0E1	2673.1946
ATP6V0E2	452.9347	ATP6V0E2	607.5826
ATP6V1A	2449.2956	ATP6V1A	1711.1383
ATP6V1B1	129.6914	ATP6V1B1	343.3293
ATP6V1B2	2911.7109	ATP6V1B2	1821.2974
ATP6V1C1	1872.4594	ATP6V1C1	1896.5728
ATP6V1C2	1110.9625	ATP6V1C2	58.2772
ATP6V1D	1094.5263	ATP6V1D	906.0588
ATP6V1E1	1989.0311	ATP6V1E1	2292.8397
ATP6V1E2	58.2858	ATP6V1E2	82.0073
ATP6V1F	2227.7535	ATP6V1F	946.7534
ATP6V1G1	2126.4652	ATP6V1G1	2005.508
ATP6V1G2	8.8913	ATP6V1G2	16.1291
ATP6V1H	1400.3656	ATP6V1H	1227.9682
ATP7A	541.5636	ATP7A	667.6867
ATP7B	174.4274	ATP7B	262.5459
ATP8A1	707.1728	ATP8A1	687.8825
ATP8A2	7.7428	ATP8A2	29.3758
ATP8B1	875.1092	ATP8B1	1131.1322
ATP8B2	1048.7149	ATP8B2	1144.7368
ATP8B3	17.8514	ATP8B3	5.508
ATP8B4	209.4849	ATP8B4	220.3182
ATP8B5P	26.0243	ATP8B5P	35.4957
ATP9A	2089.9021	ATP9A	3339.3513
ATP9B	292.2895	ATP9B	483.1701
ATPAF1	1119.9462	ATPAF1	1249.1004
ATPAF2	344.5532	ATPAF2	201.7503
ATPBD4	153.5649	ATPBD4	182.6805
ATPIF1	886.3319	ATPIF1	757.0379
ATRIP	227.3406	ATRIP	249.1401
ATRNL1	13.5498	ATRNL1	139.5349
ATRN	1504.893	ATRN	2149.6328
ATRX	2244.1123	ATRX	2425.9486
ATR	1184.4284	ATR	814.8715
ATXN10	1953.7585	ATXN10	1962.3623
ATXN1L	1582.0196	ATXN1L	1968.8556
ATXN1	854.0703	ATXN1	945.5324
ATXN2L	2279.1698	ATXN2L	1674.7246
ATXN2	648.0267	ATXN2	809.6695
ATXN3	524.5725	ATXN3	675.3366
ATXN7L1	439.8322	ATXN7L1	264.0759
ATXN7L2	57.6406	ATXN7L2	65.4835
ATXN7L3B	2489.0848	ATXN7L3B	3302.0196
ATXN7L3	1297.3438	ATXN7L3	1048.6536
ATXN7	879.6645	ATXN7	853.4272
AUH	330.143	AUH	406.6707
AUP1	2219.9333	AUP1	1435.1805
AURKAIP1	535.7565	AURKAIP1	664.6267
AURKAPS1	13.7649	removed	removed
AURKA	769.5451	AURKA	41.6157
AURKB	411.8722	removed	removed
AURKC	9.6785	AURKC	17.4419
AUTS2	1504.4628	AUTS2	1712.6683
AVEN	283.0412	AVEN	184.2105
AVIL	20.2172	AVIL	33.0477
AVL9	460.0495	AVL9	260.4039
AVPI1	194.6446	AVPI1	441.2485
AVPR1A	89.9021	AVPR1A	65.1775
AVPR2	30.756	AVPR2	114.7491
AXIN1	561.7808	AXIN1	529.6818
AXIN2	158.0815	AXIN2	338.1273
AXL	1775.4597	AXL	1666.4627
AZGP1	5779.9763	AZGP1	20126.683
AZI1	198.731	AZI1	191.8605
AZI2	1174.9651	AZI2	1503.672
AZIN1	4489.9452	AZIN1	4159.7307
B2M	120960.3033	B2M	57758.8739
B3GALNT1	752.9842	B3GALNT1	417.9927
B3GALNT2	1003.0326	B3GALNT2	662.8091
removed	removed	B3GALT1	15.2999
B3GALT2	16.3458	B3GALT2	11.3219
B3GALT4	176.363	B3GALT4	192.1665
B3GALT5	26.8846	B3GALT5	16.2179
B3GALT6	321.755	B3GALT6	473.9902
B3GALTL	190.9883	B3GALTL	254.59
B3GAT1	39.3591	B3GAT1	32.7417
B3GAT2	8.2547	B3GAT2	12.4633
B3GAT3	402.1938	B3GAT3	444.9204
B3GNT1	213.7864	B3GNT1	611.9951
B3GNT2	2001.2905	B3GNT2	1326.1934
B3GNT3	254.651	B3GNT3	165.5447
B3GNT4	6.0222	removed	removed
B3GNT5	1845.7899	B3GNT5	761.9339
B3GNT7	417.0341	B3GNT7	96.3892
B3GNT8	44.736	B3GNT8	58.4455
B3GNT9	227.8826	B3GNT9	278.5129
B3GNTL1	91.0119	B3GNTL1	36.9492
B4GALNT1	33.5907	B4GALNT1	24.8409
B4GALNT2	33.3369	removed	removed
B4GALNT3	24.0886	B4GALNT3	86.2913
B4GALNT4	10.3237	B4GALNT4	142.9009
B4GALT1	9275.621	B4GALT1	4141.0649
B4GALT2	1030.6485	B4GALT2	735.6181
B4GALT3	1381.2238	B4GALT3	665.2387
B4GALT4	568.0181	B4GALT4	430.5386
B4GALT5	2472.9541	B4GALT5	1734.3941
B4GALT6	81.9443	B4GALT6	147.1848
B4GALT7	307.1298	B4GALT7	342.4113
B9D1	140.7012	B9D1	93.8892
B9D2	44.5209	B9D2	69.1554
BAALC	116.5717	BAALC	268.9718
BACE1	794.7091	BACE1	1405.7528
BACE2	1575.6533	BACE2	1111.3831
BACH1	1672.4379	BACH1	1018.9718
BACH2	221.5292	BACH2	207.7723
BAD	399.258	BAD	496.8207
BAG1	2360.9721	BAG1	1432.6591
BAG2	164.3187	BAG2	178.3966
BAG3	715.991	BAG3	1292.8397
BAG4	235.2941	BAG4	224.2962
BAG5	1461.0173	BAG5	2033.3537
BAGE2	6.7749	removed	removed
BAGE	6.9169	removed	removed
BAHCC1	207.7643	BAHCC1	511.0159
BAHD1	664.5876	BAHD1	742.3501
removed	removed	BAI1	34.5777
BAI2	40.2194	BAI2	87.8213
BAI3	5.592	BAI3	14.3819
BAIAP2L1	959.2429	BAIAP2L1	490.2081
BAIAP2L2	88.8268	BAIAP2L2	8.5679
BAIAP2	648.2417	BAIAP2	692.7785
BAIAP3	10.5603	BAIAP3	142.3042
BAK1	830.4119	BAK1	257.6499
BAMBI	1586.8373	BAMBI	1160.3427
BANF1	1870.5237	BANF1	1414.6267
BANK1	381.9766	BANK1	152.0808
BANP	136.5738	BANP	171.0526
BAP1	1315.8404	BAP1	1402.3868
BARD1	199.8064	BARD1	52.3256
BARX2	415.3135	BARX2	639.8409
BASP1	852.5648	BASP1	357.4051
BAT1	3745.0608	BAT1	4689.5012
BAT2L1	3025.7426	BAT2L1	5099.8133
BAT2L2	9498.0105	BAT2L2	3828.9474
BAT2	5647.9191	BAT2	4720.3182
BAT3	3407.033	BAT3	3388.9229
BAT4	287.988	BAT4	386.1689
BAT5	768.8999	BAT5	661.8727
BATF2	300.4624	BATF2	124.847
BATF3	70.3301	BATF3	17.7479
BATF	104.3123	BATF	129.131
BAX	811.4851	BAX	336.5973
BAZ1A	1909.4526	BAZ1A	945.8384
BAZ1B	3462.953	BAZ1B	2204.4064
BAZ2A	2328.4934	BAZ2A	2945.5355
BAZ2B	1038.5633	BAZ2B	1278.3874
BBC3	144.9618	BBC3	96.0832
BBOX1	35.9178	BBOX1	925.6426
BBS10	345.8436	BBS10	740.2081
BBS12	148.188	BBS12	220.6242
BBS1	366.6308	BBS1	972.4602
BBS2	552.1024	BBS2	1303.2436
BBS4	239.5957	BBS4	424.1126
BBS5	107.8568	BBS5	246.3678
BBS7	301.1076	BBS7	380.355
BBS9	228.6267	BBS9	344.5532
BBX	1424.4542	BBX	2184.2105
BCAM	1508.3342	BCAM	4226.7442
BCAN	5.1618	BCAN	12.2399
BCAP29	1588.3428	BCAP29	1814.2595
BCAP31	3408.1084	BCAP31	4830.4774
BCAR1	589.5258	BCAR1	714.8103
removed	removed	BCAR3	1038.5557
BCAS1	23.0132	BCAS1	273.5618
BCAS2	834.294	BCAS2	940.9486
BCAS3	283.0412	BCAS3	551.4076
BCAS4	926.7663	BCAS4	582.0073
BCAT1	836.434	BCAT1	208.6903
BCAT2	476.6104	BCAT2	376.989
BCCIP	1007.6245	BCCIP	949.6359
BCDIN3D	139.8989	BCDIN3D	206.9982
BCHE	33.1218	BCHE	135.2509
BCKDHA	587.7729	BCKDHA	825.5814
BCKDHB	265.835	BCKDHB	560.5875
BCKDK	885.9017	BCKDK	744.186
