gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
SASH1	1413.3687	SASH1	2976.2127
SASH3	163.6122	SASH3	142.7239
SASS6	181.6733	SASS6	156.7164
SAT1	3275.7857	SAT1	2648.7873
SAT2	324.0372	SAT2	738.806
SATB1	322.9748	SATB1	1278.4515
SATB2	129.6149	SATB2	83.4888
SATL1	34.7056	SATL1	33.1157
SAV1	1176.8039	SAV1	1854.4776
SBDSP1	573.351	SBDSP1	444.0299
SBDS	1977.8663	SBDS	2065.2985
SBF1	578.6631	SBF1	1904.3843
SBF2	701.3652	SBF2	1601.7164
SBK1	808.1452	SBK1	273.3209
SBNO1	457.5476	SBNO1	1039.6455
SBNO2	1105.2678	SBNO2	1129.1978
SC4MOL	1210.093	SC4MOL	805.0373
SC5DL	1084.3736	SC5DL	1800.8396
SC65	859.4954	SC65	274.7201
SCAF1	1441.6999	SCAF1	1155.3172
SCAI	264.5418	SCAI	516.3246
SCAMP1	1946.3479	SCAMP1	1660.4478
SCAMP2	2123.0633	SCAMP2	1629.6642
SCAMP3	2453.475	SCAMP3	823.694
SCAMP4	2034.8827	SCAMP4	1173.9739
SCAMP5	230.1903	SCAMP5	252.3321
SCAND1	653.0323	SCAND1	220.1493
SCAND2	176.3612	SCAND2	345.6157
SCAND3	10.27	SCAND3	142.7239
SCAPER	185.2147	SCAPER	487.4067
SCAP	1717.5317	SCAP	2022.7705
SCARA3	529.4378	SCARA3	723.4142
SCARA5	10.9783	SCARA5	801.7724
SCARB1	1586.1886	SCARB1	1430.0373
SCARB2	5750.8632	SCARB2	7879.6642
SCARF1	150.1549	SCARF1	240.6716
SCARF2	401.5936	SCARF2	113.3396
removed	removed	SCARNA17	15.8582
removed	removed	SCARNA9	10.2612
SCCPDH	5643.9132	SCCPDH	1062.0336
SCD5	194.0682	SCD5	561.1007
SCD	18852.2355	SCD	163262.5933
removed	removed	SCEL	8.8619
SCFD1	1713.3245	SCFD1	861.0075
SCFD2	487.6494	SCFD2	332.556
SCG2	28.6853	SCG2	7.4627
SCG5	112.9703	SCG5	193.097
SCGB1D2	1001.151	SCGB1D2	524.7201
SCGB2A1	75.0775	SCGB2A1	222.0149
SCGB2A2	6623.4617	SCGB2A2	2620.3358
SCGB3A1	41.7884	SCGB3A1	69.4963
removed	removed	SCGN	6.5299
SCHIP1	184.1523	SCHIP1	254.2584
SCIN	2233.5476	SCIN	26.5858
SCLT1	174.5905	SCLT1	137.1269
SCLY	208.5879	SCLY	174.6175
SCMH1	1359.5396	SCMH1	1072.7612
SCML1	245.4183	SCML1	197.7612
SCML2	55.2457	SCML2	48.041
SCML4	7.0828	SCML4	18.6567
SCN11A	5.6662	SCN11A	16.791
SCN1B	98.8048	SCN1B	78.3582
SCN2A	8.8535	SCN2A	979.944
SCN2B	16.2904	SCN2B	222.4813
SCN3A	6.7286	SCN3A	140.8582
SCN3B	15.5821	SCN3B	65.7649
SCN4A	29.0394	SCN4A	312.0336
SCN4B	135.6352	SCN4B	1195.4291
removed	removed	SCN5A	20.9888
SCN7A	15.228	SCN7A	239.7388
SCN8A	9.2076	SCN8A	72.7612
SCN9A	7.7911	SCN9A	30.1353
SCNM1	912.9703	SCNM1	293.8433
SCNN1A	5128.9951	SCNN1A	2035.4478
SCNN1B	146.6135	SCNN1B	269.5896
SCNN1D	53.1208	SCNN1D	77.4254
SCNN1G	43.5591	SCNN1G	252.3321
SCO1	779.8141	SCO1	475.7463
SCO2	442.6737	SCO2	300.3731
SCOC	2246.3037	SCOC	1331.6231
SCP2	2932.2709	SCP2	3298.041
SCPEP1	2403.8955	SCPEP1	5350.2799
removed	removed	SCRG1	213.153
SCRIB	967.5077	SCRIB	1184.2351
SCRN1	1362.3727	SCRN1	1599.8134
SCRN2	575.83	SCRN2	1549.9067
SCRN3	491.1908	SCRN3	439.8321
SCT	19.1235	removed	removed
SCUBE1	66.9323	SCUBE1	193.097
SCUBE2	4489.066	SCUBE2	2507.4627
SCUBE3	20.1859	SCUBE3	81.1567
SCYL1	1832.6906	SCYL1	1425.667
SCYL2	1346.4365	SCYL2	1309.2351
SCYL3	834.5427	SCYL3	518.055
SDAD1	1127.2244	SDAD1	1017.7239
SDC1	8757.8575	SDC1	2106.8097
SDC2	2155.6441	SDC2	2300.3731
SDC3	1788.0478	SDC3	5592.3507
SDC4	6249.4909	SDC4	4313.4328
SDCBP2	61.7795	SDCBP2	67.1362
SDCBP	3721.2926	SDCBP	2790.5784
SDCCAG1	1332.6251	SDCCAG1	1118.4701
SDCCAG3	582.9128	SDCCAG3	472.9478
SDCCAG8	700.1328	SDCCAG8	581.1567
SDF2L1	565.56	SDF2L1	92.3507
SDF2	956.8836	SDF2	657.1828
SDF4	1757.5919	SDF4	2111.9403
SDHAF1	262.0629	SDHAF1	191.2313
SDHAF2	860.9119	SDHAF2	416.5112
SDHAP1	114.3869	SDHAP1	309.2351
SDHAP2	82.1602	SDHAP2	147.8545
SDHAP3	100.2213	SDHAP3	153.9179
SDHA	2952.4568	SDHA	2748.6007
SDHB	1446.3037	SDHB	1155.7836
SDHC	4025.1439	SDHC	1513.5261
SDHD	1965.1173	SDHD	2057.8358
SDK1	276.5826	SDK1	481.3433
SDK2	37.1846	SDK2	937.5
SDPR	106.5958	SDPR	1881.5299
SDR16C5	502.8774	SDR16C5	41.0448
SDR39U1	595.2333	SDR39U1	542.2528
SDR42E1	121.8238	SDR42E1	296.6418
SDSL	356.9721	SDSL	156.7164
SDS	213.9	SDS	17.2575
SEC11A	2393.2714	SEC11A	1854.944
SEC11C	627.1802	SEC11C	435.1679
SEC13	2624.17	SEC13	1122.2015
SEC14L1	1162.9925	SEC14L1	2772.8545
SEC14L2	2201.9973	SEC14L2	1855.7696
SEC14L5	8.4993	SEC14L5	27.0522
SEC16A	5261.4431	SEC16A	3978.0784
SEC16B	164.8517	SEC16B	284.5009
removed	removed	SEC1	14.9254
SEC22A	432.7579	SEC22A	300.3731
SEC22B	3452.5011	SEC22B	1239.7388
SEC22C	772.3772	SEC22C	740.6716
SEC23A	1585.8344	SEC23A	1313.4328
SEC23B	2425.498	SEC23B	1262.1269
SEC23IP	1890.7481	SEC23IP	1179.1045
SEC24A	1269.5883	SEC24A	849.347
SEC24B	1053.9177	SEC24B	1754.1978
SEC24C	3309.7831	SEC24C	2905.3172
SEC24D	2716.6003	SEC24D	815.2985
SEC31A	7320.4073	SEC31A	3766.8937
SEC31B	60.9013	SEC31B	298.6054
SEC61A1	7626.9819	SEC61A1	5243.9506
SEC61A2	203.7787	SEC61A2	77.0289
SEC61B	1991.6777	SEC61B	658.1157
SEC61G	1289.4201	SEC61G	335.8209
SEC62	3317.22	SEC62	3826.959
SEC63	2774.6791	SEC63	2727.6119
SECISBP2L	698.3621	SECISBP2L	2433.3022
SECISBP2	892.7844	SECISBP2	1019.1231
SECTM1	1019.5662	SECTM1	216.4179
SEH1L	665.4272	SEH1L	563.8993
removed	removed	SEL1L2	8.8619
SEL1L3	201.151	SEL1L3	570.8955
SEL1L	4532.2709	SEL1L	4186.1007
SELENBP1	6369.1899	SELENBP1	2399.2537
SELE	127.1359	SELE	42.444
SELK	544.6658	SELK	371.7351
SELL	52.4126	SELL	29.3843
SELM	865.1616	SELM	554.1045
SELO	223.1076	SELO	338.6194
SELPLG	406.9057	SELPLG	169.3097
SELP	63.0367	SELP	215.4851
SELS	901.992	SELS	537.3134
SELT	2453.475	SELT	1329.7575
removed	removed	SELV	5.1306
SEMA3A	9.5618	SEMA3A	82.0896
SEMA3B	166.0912	SEMA3B	186.1007
SEMA3C	2706.3302	SEMA3C	10219.2164
SEMA3D	87.1182	SEMA3D	238.3396
SEMA3E	191.2351	SEMA3E	455.6903
SEMA3F	2749.1811	SEMA3F	1183.3022
SEMA3G	389.1988	SEMA3G	1955.2239
SEMA4A	365.8256	SEMA4A	357.2761
SEMA4B	1312.4391	SEMA4B	2165.5784
SEMA4C	721.7353	SEMA4C	1131.0634
SEMA4D	354.4931	SEMA4D	523.3209
SEMA4F	273.0412	SEMA4F	357.2761
SEMA4G	143.9221	SEMA4G	156.3479
SEMA5A	926.0735	SEMA5A	6372.2015
SEMA5B	61.9743	SEMA5B	21.9216
removed	removed	SEMA6A	775.1866
SEMA6B	159.0084	SEMA6B	147.8545
SEMA6C	122.8862	SEMA6C	306.903
SEMA6D	116.8659	SEMA6D	1521.9216
SEMA7A	167.5077	SEMA7A	34.5149
SENP1	649.1368	SENP1	553.6381
SENP2	493.6698	SENP2	886.6604
SENP3	1043.1412	SENP3	913.5774
SENP5	549.2696	SENP5	748.1343
SENP6	1108.1009	SENP6	2074.6269
SENP7	336.432	SENP7	617.0709
SENP8	59.8495	SENP8	72.2948
SEP15	3102.9659	SEP15	2353.0784
SEPHS1	1201.5936	SEPHS1	1078.3582
SEPHS2	4622.2222	SEPHS2	1240.6716
SEPN1	3377.0695	SEPN1	2908.5821
SEPP1	3778.4648	SEPP1	14740.4757
SEPSECS	249.668	SEPSECS	520.9888
SEPT10	1206.5516	SEPT10	2302.7052
SEPT11	2865.3386	SEPT11	2430.0373
SEPT1	58.7871	SEPT1	54.5709
SEPT2	7222.3108	SEPT2	7695.8955
SEPT3	60.9119	SEPT3	306.4366
SEPT4	296.4143	SEPT4	680.0373
SEPT5	563.081	SEPT5	621.7351
SEPT6	1384.3293	SEPT6	694.4963
SEPT7P2	205.4006	SEPT7P2	200.0933
SEPT7	4190.8809	SEPT7	2992.0709
SEPT8	2575.5821	SEPT8	1583.3582
SEPT9	4376.0956	SEPT9	3560.6343
SEPW1	3351.5715	SEPW1	1904.3843
SEPX1	851.7043	SEPX1	437.5
SERAC1	258.8756	SERAC1	258.8619
SERBP1	4843.9132	SERBP1	5747.6679
SERF1A	633.9088	SERF1A	473.4142
SERF2	10004.7667	SERF2	4403.3069
SERGEF	490.1284	SERGEF	321.8284
SERHL2	425.0376	SERHL2	2194.1744
SERHL	345.6397	SERHL	815.7649
SERINC1	5356.3524	SERINC1	8722.9478
SERINC2	4157.5919	SERINC2	1099.8134
SERINC3	2371.6689	SERINC3	3267.7239
removed	removed	SERINC4	9.8554
SERINC5	110.1372	SERINC5	208.4888
SERP1	3776.2939	SERP1	2902.0056
SERP2	15.9363	SERP2	75.0933
SERPINA11	503.2315	SERPINA11	105.4104
SERPINA1	739.7964	SERPINA1	282.6493
SERPINA3	48775.5644	SERPINA3	5444.4963
SERPINA4	12.0407	removed	removed
SERPINA5	1640.726	SERPINA5	1988.806
SERPINA6	575.4759	removed	removed
removed	removed	SERPINB13	9.3284
SERPINB1	629.305	SERPINB1	709.4216
SERPINB5	96.3258	SERPINB5	1391.791
SERPINB6	1361.3103	SERPINB6	1627.3321
SERPINB7	9.2076	removed	removed
SERPINB8	180.965	SERPINB8	150.1866
SERPINB9	193.714	SERPINB9	206.6231
removed	removed	SERPIND1	5.1306
SERPINE1	1033.0235	SERPINE1	137.5933
SERPINE2	667.552	SERPINE2	546.1754
SERPINF1	6726.162	SERPINF1	5035.4478
SERPINF2	79.6813	SERPINF2	134.3284
SERPING1	7951.483	SERPING1	8619.403
SERPINH1	9243.7362	SERPINH1	2131.0634
SERPINI1	131.3856	SERPINI1	433.7687
SERTAD1	361.9301	SERTAD1	251.3993
SERTAD2	940.9473	SERTAD2	1432.8358
SERTAD3	1156.618	SERTAD3	476.6791
SERTAD4	102.3462	SERTAD4	406.7164
SESN1	721.027	SESN1	1231.8097
SESN2	337.1403	SESN2	398.7873
SESN3	43.205	SESN3	709.8881
SESTD1	1001.8592	SESTD1	1879.1978
SETBP1	294.2895	SETBP1	1285.4478
SETD1A	810.6242	SETD1A	910.4478
SETD1B	979.5485	SETD1B	1173.041
SETD2	1877.2908	SETD2	3346.0821
SETD3	1979.637	SETD3	1356.3433
SETD4	277.645	SETD4	308.7687
SETD5	2097.9194	SETD5	3107.2761
SETD6	266.2452	SETD6	417.6866
SETD7	1927.5786	SETD7	4038.2463
SETD8	722.0894	SETD8	652.5187
SETDB1	1552.8995	SETDB1	1130.1306
SETDB2	213.5458	SETDB2	528.9179
SETMAR	369.0128	SETMAR	728.0784
SETX	1405.9318	SETX	3344.2164
SET	6892.6073	SET	4712.6866
SEZ6L2	523.0633	SEZ6L2	697.7612
SEZ6L	23.3732	SEZ6L	38.7127
SF1	3704.6481	SF1	3892.7239
SF3A1	1953.7707	SF3A1	3439.3517
SF3A2	944.1346	SF3A2	878.2649
SF3A3	2283.4883	SF3A3	1635.7276
SF3B14	1134.3072	SF3B14	827.4254
SF3B1	5502.6118	SF3B1	9186.5672
SF3B2	4214.2541	SF3B2	4183.3022
SF3B3	3003.0987	SF3B3	3245.8022
SF3B4	3952.1912	SF3B4	988.3396
SF3B5	1348.9154	SF3B5	830.6903
SF4	526.9588	SF4	516.3246
SFI1	301.0181	SFI1	526.1194
SFMBT1	285.436	SFMBT1	322.2948
SFMBT2	38.247	SFMBT2	375.9328
SFN	592.3329	SFN	583.5541
SFPQ	5559.1394	SFPQ	2586.5205
SFRP1	343.1607	SFRP1	30881.5299
SFRP2	27716.6888	SFRP2	2677.2388
SFRP4	2102.1691	SFRP4	253.2649
SFRS11	2152.811	SFRS11	3837.2201
SFRS12IP1	705.799	SFRS12IP1	685.6343
SFRS12	1514.2984	SFRS12	1899.7201
SFRS13A	1996.6357	SFRS13A	1552.2388
SFRS13B	6.7286	SFRS13B	10.2612
SFRS14	1210.8012	SFRS14	1784.6409
SFRS15	1050.3763	SFRS15	908.5821
SFRS16	315.1837	SFRS16	540.5784
SFRS17A	865.5157	SFRS17A	809.7015
SFRS18	1331.5626	SFRS18	3377.7985
SFRS1	5769.2784	SFRS1	3519.5896
SFRS2B	462.1514	SFRS2B	1580.2239
SFRS2IP	2392.2089	SFRS2IP	3841.4179
SFRS2	3407.7592	SFRS2	2054.93
SFRS3	6187.8707	SFRS3	3676.306
SFRS4	1291.1908	SFRS4	1850.2799
SFRS5	3314.741	SFRS5	6212.6866
SFRS6	4871.5361	SFRS6	4130.597
SFRS7	2530.3232	SFRS7	1486.9403
SFRS8	1003.9841	SFRS8	931.903
SFRS9	2839.8406	SFRS9	1259.3284
SFT2D1	705.0907	SFT2D1	357.2761
SFT2D2	143.7627	SFT2D2	109.1091
SFT2D3	377.158	SFT2D3	329.7575
removed	removed	SFTA1P	9.7948
SFTPA2	237.2731	removed	removed
SFTPD	16.6445	SFTPD	12.5933
SFXN1	773.7937	SFXN1	381.9963
SFXN2	967.5077	SFXN2	205.6903
SFXN3	963.6122	SFXN3	1102.6119
SFXN4	541.8327	SFXN4	354.4776
SFXN5	328.641	SFXN5	402.0522
SGCA	7.0828	SGCA	14.9254
SGCB	847.8088	SGCB	1520.5224
SGCD	595.6618	SGCD	488.3396
SGCE	1027.0031	SGCE	1149.7201
SGCG	13.4573	SGCG	123.6007
SGEF	892.0761	SGEF	473.4142
SGIP1	290.0398	SGIP1	119.8694
SGK196	11.3324	SGK196	48.5075
SGK1	705.799	SGK1	1239.2724
SGK223	379.637	SGK223	729.4776
SGK269	1060.2922	SGK269	1871.2687
SGK2	7.4369	SGK2	273.7873
SGK3	525.7831	SGK3	667.6073
SGK494	62.4949	SGK494	40.2938
SGMS1	1025.9407	SGMS1	680.0373
SGMS2	330.7658	SGMS2	259.3284
SGOL1	101.2838	SGOL1	6.9963
SGOL2	240.1062	SGOL2	106.8097
SGPL1	2680.8322	SGPL1	1776.5858
SGPP1	336.0779	SGPP1	388.5261
removed	removed	SGPP2	24.2537
SGSH	960.425	SGSH	980.4104
SGSM1	43.205	SGSM1	218.2836
SGSM2	1564.9402	SGSM2	2853.0784
SGSM3	915.0952	SGSM3	1238.806
SGTA	1365.2058	SGTA	1277.9851
SGTB	191.1253	SGTB	210.8722
SH2B1	877.9106	SH2B1	1546.6418
SH2B2	12.3949	SH2B2	10.7276
SH2B3	708.9863	SH2B3	615.6716
SH2D1A	10.9783	SH2D1A	15.8582
removed	removed	SH2D1B	7.4627
SH2D2A	30.456	SH2D2A	12.1269
SH2D3A	145.9053	SH2D3A	321.3619
SH2D3C	337.4945	SH2D3C	427.7052
SH2D4A	275.8743	SH2D4A	339.5522
SH3BGRL2	365.8256	SH3BGRL2	1127.3321
SH3BGRL3	3918.1939	SH3BGRL3	917.9104
SH3BGRL	15539.9699	SH3BGRL	4085.8209
SH3BGR	78.2647	SH3BGR	201.959
SH3BP1	176.1877	SH3BP1	133.8386
SH3BP2	781.5848	SH3BP2	1656.25
SH3BP4	1901.3723	SH3BP4	2868.4701
SH3BP5L	1149.1811	SH3BP5L	909.0485
SH3BP5	1337.4378	SH3BP5	2036.1707
SH3D19	1201.9478	SH3D19	3845.1493
SH3GL1	1805.4006	SH3GL1	1130.1306
SH3GLB1	2113.8557	SH3GLB1	3617.0709
SH3GLB2	1328.3754	SH3GLB2	1706.6231
SH3KBP1	693.05	SH3KBP1	913.2463
SH3PXD2A	2656.0425	SH3PXD2A	2471.5485
SH3PXD2B	2256.2196	SH3PXD2B	1923.041
SH3RF1	903.4086	SH3RF1	973.8806
SH3RF2	114.3869	SH3RF2	421.6418
SH3RF3	161.1332	SH3RF3	141.791
SH3TC1	177.7778	SH3TC1	152.5187
SH3TC2	14.5197	SH3TC2	113.806
SH3YL1	1337.583	SH3YL1	1417.9104
SHANK1	12.0407	SHANK1	13.0597
SHANK2	1026.2948	SHANK2	1006.0634
SHANK3	401.5936	SHANK3	1315.7649
SHARPIN	1381.1421	SHARPIN	600.7463
removed	removed	SHBG	7.4627
SHB	580.4338	SHB	364.2724
SHC1	4196.5471	SHC1	2942.1642
SHC2	287.5609	SHC2	307.3694
removed	removed	SHC3	5.1306
SHC4	13.4573	SHC4	811.1007
SHCBP1	149.4467	SHCBP1	21.4552
SHE	182.0274	SHE	490.2052
SHFM1	2174.7676	SHFM1	709.8881
SHF	84.6392	SHF	173.041
SHISA2	1039.398	SHISA2	197.7612
SHISA4	479.8583	SHISA4	250
SHISA5	4610.1815	SHISA5	1958.9552
SHISA6	16.2904	SHISA6	27.5187
SHISA9	20.8942	SHISA9	104.944
SHKBP1	708.6321	SHKBP1	433.3022
SHMT1	876.1541	SHMT1	1298.9039
SHMT2	1777.4236	SHMT2	1033.1157
SHOC2	1778.4861	SHOC2	1258.3955
SHOX2	175.6529	SHOX2	104.4776
SHPK	331.12	SHPK	475.7463
SHPRH	201.3918	SHPRH	879.2211
SHQ1	657.9903	SHQ1	399.7201
SHROOM1	3265.8699	SHROOM1	194.9627
SHROOM2	568.039	SHROOM2	395.5224
SHROOM3	2937.9371	SHROOM3	4134.3284
SHROOM4	342.0983	SHROOM4	597.4813
SIAE	1393.5865	SIAE	1092.3507
SIAH1	528.2585	SIAH1	644.9207
SIAH2	2293.4042	SIAH2	510.2612
SIDT1	752.8995	SIDT1	827.8918
SIDT2	1752.3931	SIDT2	2165.695
SIGIRR	742.2753	SIGIRR	314.8321
SIGLEC10	91.0137	SIGLEC10	138.5261
SIGLEC11	86.7641	SIGLEC11	5.597
removed	removed	SIGLEC12	26.5858
SIGLEC14	38.9553	SIGLEC14	8.8619
SIGLEC15	8.8535	SIGLEC15	27.9851
removed	removed	SIGLEC16	9.3284
SIGLEC1	274.4577	SIGLEC1	300.3731
SIGLEC5	15.5821	SIGLEC5	7.4627
removed	removed	SIGLEC6	8.3955
SIGLEC7	37.1846	SIGLEC7	7.4627
SIGLEC8	24.4356	SIGLEC8	19.5896
SIGLEC9	43.9132	SIGLEC9	13.9925
SIGLECP3	10.27	SIGLECP3	91.4179
SIGMAR1	1193.8026	SIGMAR1	789.1791
SIK1	593.1828	SIK1	683.3022
SIK2	463.568	SIK2	3715.9515
SIK3	596.3701	SIK3	2018.6567
SIKE1	694.8207	SIKE1	986.9403
SIL1	1623.3732	SIL1	537.7799
SILV	73.3068	SILV	36.847
SIM1	7.0828	SIM1	54.1045
SIM2	277.645	SIM2	45.709
SIN3A	1342.1868	SIN3A	2564.8321
SIN3B	821.2483	SIN3B	1357.2761
SIP1	201.5051	SIP1	107.2761
SIPA1L1	1248.6941	SIPA1L1	1617.0709
SIPA1L2	1606.3745	SIPA1L2	755.1306
SIPA1L3	1076.5826	SIPA1L3	1242.5373
SIPA1	661.5317	SIPA1	534.0485
SIRPA	937.0518	SIRPA	2139.459
SIRPB1	25.8521	SIRPB1	93.75
SIRPB2	47.1005	SIRPB2	14.9254
SIRPG	12.749	removed	removed
SIRT1	591.058	SIRT1	1089.0858
SIRT2	783.7096	SIRT2	1306.903
SIRT3	902.6401	SIRT3	975.9422
SIRT4	34.7056	SIRT4	28.4515
SIRT5	376.8039	SIRT5	393.6567
SIRT6	319.4334	SIRT6	168.8433
SIRT7	321.9124	SIRT7	237.8731
SIT1	7.7911	SIT1	13.5261
SIVA1	932.448	SIVA1	536.3806
SIX1	352.0142	SIX1	196.3619
SIX2	86.0558	SIX2	16.791
SIX4	316.9544	SIX4	297.5746
SIX5	623.6388	SIX5	760.7276
SKA1	94.201	SKA1	6.5299
SKA2	806.0204	SKA2	312.0336
SKA3	321.7247	SKA3	12.1269
SKAP1	291.8105	SKAP1	80.2239
SKAP2	413.2802	SKAP2	937.9664
SKIL	766.3568	SKIL	504.6642
SKIV2L2	1958.6684	SKIV2L2	1591.6791
SKIV2L	1010.2134	SKIV2L	912.3134
SKI	1643.5591	SKI	2704.7575
SKP1	6521.8238	SKP1	4926.306
SKP2	203.9841	SKP2	171.6418
SLA2	14.8738	SLA2	18.6567
SLAIN1	19.1235	SLAIN1	82.556
SLAIN2	1256.4852	SLAIN2	1499.5336
SLAMF1	5.6662	SLAMF1	22.3881
SLAMF6	15.228	SLAMF6	29.3843
SLAMF7	63.745	SLAMF7	291.9776
SLAMF8	312.8074	SLAMF8	119.5569
SLA	180.2568	SLA	137.5933
SLBP	1024.8783	SLBP	568.5634
SLC10A3	786.1886	SLC10A3	484.6082
removed	removed	SLC10A6	13.9925
SLC10A7	229.4821	SLC10A7	238.3396
SLC11A1	138.1142	SLC11A1	14.459
SLC11A2	1366.6224	SLC11A2	1529.3843
removed	removed	SLC12A1	10.2612
SLC12A2	2790.2612	SLC12A2	5118.4701
SLC12A4	735.5467	SLC12A4	1404.291
SLC12A6	331.5981	SLC12A6	1050.8862
SLC12A7	1350.332	SLC12A7	1562.0336
SLC12A8	440.9031	SLC12A8	193.5634
SLC12A9	887.8265	SLC12A9	638.0597
SLC13A2	343.869	SLC13A2	265.3918
SLC13A3	92.4622	SLC13A3	64.3657
SLC13A4	40.0177	SLC13A4	10.2612
SLC14A1	19.1235	SLC14A1	194.0299
removed	removed	SLC14A2	54.1045
SLC15A2	92.7844	SLC15A2	239.2724
SLC15A3	673.5724	SLC15A3	221.5485
SLC15A4	698.3621	SLC15A4	619.403
SLC16A10	14.5197	SLC16A10	8.3955
SLC16A11	5.3121	SLC16A11	31.7164
removed	removed	SLC16A12	105.4104
SLC16A13	100.2213	SLC16A13	50.3731
SLC16A14	439.8406	SLC16A14	166.9776
SLC16A1	369.367	SLC16A1	612.8731
SLC16A2	268.0832	SLC16A2	1016.791
SLC16A3	551.0403	SLC16A3	78.3582
SLC16A4	191.9433	SLC16A4	470.6157
SLC16A5	94.9093	SLC16A5	121.2687
SLC16A6	130.3232	SLC16A6	78.8246
SLC16A7	16.6445	SLC16A7	492.5373
removed	removed	SLC16A8	9.3284
SLC16A9	30.8101	SLC16A9	54.5709
SLC17A5	656.9278	SLC17A5	530.7836
SLC17A7	16.6445	SLC17A7	59.7015
SLC17A9	78.2647	SLC17A9	38.2463
removed	removed	SLC18A2	8.3955
SLC19A1	416.4675	SLC19A1	228.5448
SLC19A2	2730.7658	SLC19A2	417.9104
SLC19A3	96.6799	SLC19A3	2561.1007
SLC1A1	588.579	SLC1A1	172.5746
SLC1A2	67.2864	SLC1A2	108.209
SLC1A3	195.1306	SLC1A3	411.3806
SLC1A4	1220.7171	SLC1A4	1117.0709
SLC1A5	2210.8898	SLC1A5	2763.5261
SLC1A7	20.1859	SLC1A7	28.7593
SLC20A1	1728.5525	SLC20A1	489.2724
SLC20A2	594.2452	SLC20A2	1358.6754
removed	removed	SLC22A11	14.459
removed	removed	SLC22A12	5.597
SLC22A15	100.2213	SLC22A15	67.6306
SLC22A17	1196.2815	SLC22A17	1195.8955
SLC22A18AS	11.6866	SLC22A18AS	5.1306
SLC22A18	482.6915	SLC22A18	189.3657
SLC22A23	980.4409	SLC22A23	1029.2537
SLC22A3	29.0394	SLC22A3	266.791
SLC22A4	33.6432	SLC22A4	42.444
SLC22A5	902.3462	SLC22A5	533.1157
SLC23A1	11.6866	SLC23A1	5.597
SLC23A2	824.4356	SLC23A2	1346.0821
removed	removed	SLC23A3	19.9534
SLC24A1	273.4236	SLC24A1	746.2687
SLC24A2	29.3935	removed	removed
SLC24A3	952.2798	SLC24A3	542.9104
SLC24A5	14.2824	removed	removed
SLC24A6	716.7773	SLC24A6	590.0187
SLC25A10	1223.2563	SLC25A10	692.6306
SLC25A11	1195.2191	SLC25A11	820.8955
SLC25A12	527.313	SLC25A12	710.3545
SLC25A13	500.3984	SLC25A13	422.5746
SLC25A14	198.3178	SLC25A14	129.1978
SLC25A15	327.0615	SLC25A15	244.8368
SLC25A16	894.5551	SLC25A16	471.5485
SLC25A17	490.8367	SLC25A17	432.3694
SLC25A18	21.2483	SLC25A18	43.3769
SLC25A19	220.2745	SLC25A19	120.3358
SLC25A1	1580.5224	SLC25A1	1672.1082
SLC25A20	370.7835	SLC25A20	536.3806
SLC25A21	5.5635	SLC25A21	12.6772
SLC25A22	725.6308	SLC25A22	222.0149
SLC25A23	1480.301	SLC25A23	1547.1082
SLC25A24	1355.9982	SLC25A24	1074.6269
SLC25A25	297.1226	SLC25A25	402.0522
SLC25A26	260.0301	SLC25A26	410.8069
SLC25A27	21.6025	SLC25A27	381.5299
SLC25A28	580.0797	SLC25A28	534.5149
SLC25A29	1710.4914	SLC25A29	633.3955
SLC25A30	264.5418	SLC25A30	667.9104
SLC25A32	452.8021	SLC25A32	344.8041
SLC25A33	180.2568	SLC25A33	170.709
SLC25A34	20.8942	SLC25A34	68.5634
SLC25A35	317.9779	SLC25A35	171.1287
SLC25A36	1093.9354	SLC25A36	2925.3731
SLC25A37	207.1713	SLC25A37	764.9254
SLC25A38	686.3214	SLC25A38	803.1716
SLC25A39	3386.2771	SLC25A39	1507.9291
SLC25A3	8375.3873	SLC25A3	6203.3582
SLC25A40	176.9101	SLC25A40	263.9925
SLC25A42	143.0722	SLC25A42	285.4478
SLC25A43	929.6149	SLC25A43	430.5037
SLC25A44	1623.7273	SLC25A44	693.5634
SLC25A45	166.0912	SLC25A45	182.8358
SLC25A46	676.7596	SLC25A46	748.6007
SLC25A4	648.7826	SLC25A4	625.9328
SLC25A5	9023.8158	SLC25A5	3465.4851
SLC25A6	9670.1195	SLC25A6	9361.0075
SLC26A10	11.4068	SLC26A10	34.0112
SLC26A11	427.4458	SLC26A11	419.3097
SLC26A1	40.3718	SLC26A1	59.7435
SLC26A2	1174.6791	SLC26A2	779.3843
SLC26A3	109.0748	SLC26A3	1936.5672
SLC26A4	8.1452	SLC26A4	54.1045
removed	removed	SLC26A5	6.5299
SLC26A6	241.1687	SLC26A6	167.9524
removed	removed	SLC26A7	34.9813
SLC27A1	562.0186	SLC27A1	1425.8396
SLC27A2	24.4356	SLC27A2	81.1567
SLC27A3	322.2665	SLC27A3	527.9851
SLC27A4	935.6352	SLC27A4	521.4552
SLC27A5	313.2891	SLC27A5	121.5532
SLC27A6	30.456	SLC27A6	862.4067
SLC28A3	31.8725	SLC28A3	224.8134
SLC29A1	2029.2165	SLC29A1	3676.306
SLC29A2	460.5011	SLC29A2	226.1707
SLC29A3	971.4033	SLC29A3	222.0149
