gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
ANKRD5	441.9395	ANKRD5	260.5545
ANKRD6	57.6467	ANKRD6	340.7089
ANKRD9	160.2841	ANKRD9	48.5192
ANKS1A	936.0716	ANKS1A	1465.9735
ANKS1B	6.7943	ANKS1B	91.3674
ANKS3	299.5676	ANKS3	241.3359
ANKS6	53.1192	ANKS6	303.4026
ANKZF1	1267.449	ANKZF1	660.6805
ANLN	1663.6813	ANLN	80.3403
ANO10	552.8104	ANO10	762.1298
ANO1	2322.7301	ANO1	5893.5098
ANO2	5.2502	ANO2	46.9439
ANO3	5.8678	ANO3	33.3963
removed	removed	ANO4	13.5476
removed	removed	ANO5	81.9156
ANO6	1609.0179	ANO6	4647.7631
ANO7	16.3681	ANO7	14.8078
ANO8	213.7122	ANO8	290.1701
ANO9	130.6362	ANO9	111.8463
ANP32A	3459.2341	ANP32A	2535.9168
ANP32B	3929.895	ANP32B	2702.8986
ANP32E	2679.4317	ANP32E	1196.2823
ANPEP	825.5096	ANPEP	4774.4171
ANTXR1	4299.8765	ANTXR1	5801.8273
ANTXR2	617.0476	ANTXR2	1990.2331
ANUBL1	84.929	ANUBL1	197.5425
ANXA11	1967.8814	ANXA11	3586.3264
removed	removed	ANXA13	9.4518
ANXA1	9849.9074	ANXA1	9790.8003
ANXA2P1	264.6695	ANXA2P1	53.5602
ANXA2P2	14218.9623	ANXA2P2	3983.9319
ANXA2P3	17.9123	removed	removed
ANXA2	49791.538	ANXA2	12701.6383
ANXA3	360.7165	ANXA3	1370.8255
ANXA4	2072.5757	ANXA4	1697.8576
ANXA5	4768.6844	ANXA5	8851.2917
ANXA6	1496.6028	ANXA6	6346.2508
ANXA7	2895.9234	ANXA7	3020.4789
ANXA8L2	2563.3107	ANXA8L2	224.0076
ANXA8	4096.1736	ANXA8	384.058
ANXA9	82.1495	ANXA9	187.4606
AOAH	282.8907	AOAH	165.7215
AOC2	6.4855	AOC2	49.1493
AOC3	245.2131	AOC3	7363.5791
AOX1	21.0006	AOX1	1189.9811
AP1AR	861.643	AP1AR	587.5866
AP1B1	3807.5973	AP1B1	2500
AP1G1	3331.0686	AP1G1	2812.2243
AP1G2	1453.777	AP1G2	975.6081
AP1M1	793.6998	AP1M1	931.632
AP1M2	891.9086	AP1M2	765.5955
AP1S1	1020.0741	AP1S1	468.8091
AP1S2	230.698	AP1S2	593.5728
AP1S3	111.1797	AP1S3	97.0384
AP2A1	1292.5386	AP2A1	1658.8878
AP2A2	1102.5324	AP2A2	1615.942
AP2B1	1373.6875	AP2B1	6604.5999
AP2M1	4547.8691	AP2M1	4891.9345
AP2S1	1403.3354	AP2S1	809.3888
AP3B1	1228.2273	AP3B1	1338.3743
AP3B2	167.3873	AP3B2	104.9149
AP3D1	2442.866	AP3D1	2688.4058
AP3M1	1006.4855	AP3M1	1509.4518
AP3M2	1083.6936	AP3M2	583.1758
AP3S1	839.7159	AP3S1	857.908
AP3S2	1444.0426	AP3S2	1685.7813
AP4B1	506.9302	AP4B1	383.4783
AP4E1	618.5917	AP4E1	387.8387
AP4M1	631.6739	AP4M1	275.9452
AP4S1	68.8697	AP4S1	83.8059
APAF1	378.0111	APAF1	602.7095
APBA1	154.1075	APBA1	417.1393
APBA2	225.7566	APBA2	61.1216
APBA3	155.3428	APBA3	197.5425
APBB1IP	451.5133	APBB1IP	785.7593
APBB1	87.7085	APBB1	681.4745
APBB2	508.3385	APBB2	2607.4354
APBB3	548.4867	APBB3	304.6629
removed	removed	APC2	6.046
APCDD1L	33.9716	APCDD1L	348.4562
APCDD1	465.1019	APCDD1	1902.9616
APC	756.3311	APC	1241.966
APEH	1159.9753	APEH	1432.5772
APEX1	3803.8913	APEX1	2649.3384
APEX2	609.3267	APEX2	437.6181
APH1A	7496.6028	APH1A	3366.4146
APH1B	202.903	APH1B	572.4638
API5	1868.7461	API5	2847.511
APIP	274.3854	APIP	393.8248
APITD1	358.53	APITD1	129.1178
APLF	136.8128	APLF	111.2161
APLNR	410.7474	APLNR	1881.8526
APLN	32.1186	APLN	150.2836
APLP1	52.5015	APLP1	41.5879
APLP2	9004.3237	APLP2	13797.7316
APOA1BP	2162.7548	APOA1BP	950.5356
APOB48R	396.8499	APOB48R	260.2394
removed	removed	APOBEC2	6.6163
APOBEC3A	169.7776	removed	removed
APOBEC3B	377.1649	APOBEC3B	30.8759
APOBEC3C	445.9543	APOBEC3C	529.3006
APOBEC3D	141.7542	APOBEC3D	176.1185
APOBEC3F	254.4781	APOBEC3F	261.1846
APOBEC3G	747.0661	APOBEC3G	474.7952
APOBEC3H	13.8975	APOBEC3H	18.2735
removed	removed	APOB	80.6553
APOC1	2579.37	APOC1	666.6667
APOC2	450.2779	APOC2	34.9716
APOD	154.7251	APOD	8986.4524
APOE	8403.0266	APOE	3103.9698
APOL1	6141.1365	APOL1	2102.0794
APOL2	1588.3261	APOL2	1157.5299
APOL3	1582.1495	APOL3	1904.5369
APOL4	607.7826	APOL4	469.7543
APOL6	6779.1847	APOL6	5117.2023
APOLD1	269.8579	APOLD1	991.1783
APOM	45.0896	APOM	40.3277
APOOL	223.9036	APOOL	212.9805
APOO	134.9599	APOO	148.3932
APPBP2	820.8771	APPBP2	1388.4688
APPL1	980.5374	APPL1	2062.3819
APPL2	2030.8833	APPL2	1263.7051
APP	20173.5639	APP	35890.3592
APRT	2037.3687	APRT	1073.724
APTX	496.6028	APTX	446.7549
AQP11	8.6473	AQP11	22.6843
AQP1	1012.3935	AQP1	19340.5797
AQP3	2514.824	AQP3	413.3585
AQP4	7.412	AQP4	88.5318
removed	removed	AQP5	178.954
removed	removed	AQP6	6.3012
removed	removed	AQP7P1	177.0636
removed	removed	AQP7P3	22.6843
removed	removed	AQP7	883.1128
AQP9	345.8925	AQP9	15.1229
removed	removed	AQPEP	271.8463
AQR	1293.6998	AQR	1176.7486
ARAF	627.239	ARAF	1000.3151
ARAP1	1172.8227	ARAP1	2335.4978
ARAP2	2006.7943	ARAP2	503.4657
ARAP3	246.4484	ARAP3	730.9389
ARCN1	3342.1865	ARCN1	4043.4783
removed	removed	ARC	17.3283
AREG	146.6955	AREG	102.3945
ARF1	10044.7807	ARF1	6423.4405
ARF3	5120.7536	ARF3	4669.1871
ARF4	2331.9951	ARF4	3204.4739
ARF5	2774.2434	ARF5	1700.6648
ARF6	4823.3477	ARF6	2938.2483
ARFGAP1	1218.3447	ARFGAP1	1015.1229
ARFGAP2	1561.4577	ARFGAP2	1823.8815
ARFGAP3	1706.3002	ARFGAP3	1120.6679
ARFGEF1	3556.5812	ARFGEF1	1921.2728
ARFGEF2	1836.3187	ARFGEF2	2593.5728
ARFIP1	789.9938	ARFIP1	1091.3674
ARFIP2	637.7393	ARFIP2	918.0844
ARFRP1	888.2026	ARFRP1	573.0939
ARG2	109.4812	ARG2	196.9628
ARGLU1	1185.6084	ARGLU1	3745.1166
ARHGAP10	232.2421	ARHGAP10	538.1222
ARHGAP11A	828.2891	ARHGAP11A	120.3529
ARHGAP11B	82.5417	ARHGAP11B	11.9723
ARHGAP12	462.3224	ARHGAP12	1209.1997
ARHGAP15	127.5479	ARHGAP15	118.1474
ARHGAP17	1180.6671	ARHGAP17	1451.1657
ARHGAP18	1039.5306	ARHGAP18	802.4575
ARHGAP19	424.6448	ARHGAP19	1022.6843
ARHGAP1	2093.5763	ARHGAP1	3247.0069
ARHGAP20	15.7505	ARHGAP20	529.3006
ARHGAP21	769.6109	ARHGAP21	2755.8286
ARHGAP22	98.5176	ARHGAP22	128.8595
ARHGAP23	2545.0896	ARHGAP23	1023.6295
ARHGAP24	91.4145	ARHGAP24	491.8084
ARHGAP25	1273.3169	ARHGAP25	577.5047
ARHGAP26	531.1921	ARHGAP26	1378.0718
ARHGAP27	674.756	ARHGAP27	560.4726
ARHGAP28	611.7974	ARHGAP28	296.7864
ARHGAP29	206.609	ARHGAP29	4066.7927
ARHGAP30	1378.32	ARHGAP30	862.3188
ARHGAP31	647.3132	ARHGAP31	1652.804
ARHGAP32	2424.6448	ARHGAP32	1472.5898
ARHGAP33	81.8406	ARHGAP33	112.4764
removed	removed	ARHGAP36	162.8859
ARHGAP39	508.6473	ARHGAP39	191.5564
ARHGAP42	37.9864	ARHGAP42	274.7007
ARHGAP4	615.1946	ARHGAP4	563.9572
ARHGAP5	1803.8913	ARHGAP5	3275.6774
ARHGAP6	17.6035	ARHGAP6	168.242
ARHGAP8	76.7542	ARHGAP8	270.7404
ARHGAP9	294.9351	ARHGAP9	215.1859
ARHGDIA	3694.2557	ARHGDIA	3418.3995
ARHGDIB	5558.987	ARHGDIB	4246.0618
removed	removed	ARHGDIG	26.9061
ARHGEF10L	2320.5683	ARHGEF10L	1043.4783
ARHGEF10	69.7962	ARHGEF10	1150.9137
ARHGEF11	2252.9339	ARHGEF11	1409.2628
ARHGEF12	2838.7894	ARHGEF12	6739.4455
ARHGEF15	128.4744	ARHGEF15	951.7958
ARHGEF16	739.3453	ARHGEF16	150.5986
ARHGEF17	499.0735	ARHGEF17	1744.1714
ARHGEF18	812.2298	ARHGEF18	901.7013
ARHGEF19	1367.5108	ARHGEF19	356.9628
ARHGEF1	1336.6275	ARHGEF1	1442.9742
ARHGEF2	1045.7072	ARHGEF2	2000.6301
ARHGEF33	20.0741	ARHGEF33	11.9723
ARHGEF35	437.307	ARHGEF35	651.5438
ARHGEF37	1192.7116	ARHGEF37	1612.7914
ARHGEF38	6.1767	ARHGEF38	47.574
ARHGEF3	573.5022	ARHGEF3	1180.5293
ARHGEF4	2781.6553	ARHGEF4	281.6635
ARHGEF5	575.0463	ARHGEF5	749.8425
ARHGEF6	449.6603	ARHGEF6	2688.0907
ARHGEF7	815.3181	ARHGEF7	2028.6704
removed	removed	ARHGEF9	808.7587
ARID1A	4226.3743	ARID1A	2996.2193
ARID1B	1726.3743	ARID1B	2438.2483
ARID2	594.8116	ARID2	1120.6679
ARID3A	69.1785	ARID3A	53.2451
ARID3B	88.9438	ARID3B	135.4757
ARID4A	483.6319	ARID4A	808.1285
ARID4B	1406.7326	ARID4B	1547.1865
ARID5A	624.7684	ARID5A	1698.1727
ARID5B	1003.706	ARID5B	3437.9332
ARIH1	2781.9642	ARIH1	2281.9786
ARIH2	1184.3731	ARIH2	1780.7624
ARL10	58.0605	ARL10	90.7372
ARL11	98.2088	ARL11	34.9716
ARL13B	457.3811	ARL13B	338.0592
ARL14	20.383	removed	removed
ARL15	505.2502	ARL15	618.4625
ARL16	628.7832	ARL16	438.5633
ARL17A	92.4768	ARL17A	137.2243
removed	removed	ARL17B	6.0807
ARL1	1461.0871	ARL1	2148.7083
ARL2BP	1437.9246	ARL2BP	1492.7536
ARL2	497.8382	ARL2	908.0025
ARL3	299.8765	ARL3	489.288
ARL4A	728.5361	ARL4A	1623.8185
ARL4C	980.5435	ARL4C	1419.6597
ARL4D	417.5417	ARL4D	178.0088
ARL5A	1477.7641	ARL5A	840.2647
ARL5B	195.491	ARL5B	296.4713
ARL6IP1	7710.315	ARL6IP1	3988.9729
ARL6IP4	1440.3953	ARL6IP4	1577.1897
ARL6IP5	2973.1316	ARL6IP5	5160.9956
ARL6IP6	562.0754	ARL6IP6	270.9515
ARL6	73.1933	ARL6	88.2168
ARL8A	1455.8369	ARL8A	873.3459
ARL8B	2683.1377	ARL8B	2256.1437
removed	removed	ARL9	12.2873
ARMC10	731.4052	ARMC10	691.298
ARMC1	1482.0877	ARMC1	701.6383
ARMC2	46.9426	ARMC2	63.6421
removed	removed	ARMC4	5.041
ARMC5	218.3447	ARMC5	260.8696
ARMC6	374.3051	ARMC6	405.3844
ARMC7	221.1242	ARMC7	276.6226
ARMC8	1077.8258	ARMC8	791.4304
ARMC9	147.622	ARMC9	277.5677
ARMCX1	121.9889	ARMCX1	796.1563
ARMCX2	138.6658	ARMCX2	1057.3409
ARMCX3	516.677	ARMCX3	2235.6648
ARMCX5	377.0846	ARMCX5	373.9761
ARMCX6	127.5479	ARMCX6	277.2527
ARNT2	272.6992	ARNT2	444.2344
ARNTL2	960.1606	ARNTL2	97.0384
ARNTL	306.0531	ARNTL	478.5759
ARNT	1315.9358	ARNT	1739.1304
ARPC1A	4764.4225	ARPC1A	1844.477
ARPC1B	4362.1989	ARPC1B	1918.598
ARPC2	9676.0346	ARPC2	3840.2647
ARPC3	3370.2903	ARPC3	2445.4946
ARPC4	2784.3391	ARPC4	2604.5463
ARPC5L	1376.467	ARPC5L	593.2577
ARPC5	5740.5806	ARPC5	3171.7076
ARPM1	17.2946	ARPM1	37.8072
ARPP19	4085.8555	ARPP19	3857.908
ARRB1	479.617	ARRB1	1176.7486
ARRB2	1019.1476	ARRB2	710.1449
ARRDC1	670.7844	ARRDC1	548.8343
ARRDC2	595.4293	ARRDC2	1224.9527
ARRDC3	3502.7795	ARRDC3	5548.8343
ARRDC4	976.2199	ARRDC4	1065.5325
ARRDC5	13.5886	ARRDC5	5.9861
ARSA	527.4861	ARSA	702.8986
ARSB	605.6208	ARSB	397.2905
ARSD	799.2588	ARSD	2460.6175
ARSE	9.8826	ARSE	37.4921
ARSF	65.1637	removed	removed
ARSG	78.1347	ARSG	234.4045
ARSI	68.8697	ARSI	45.3686
ARSJ	34.8981	ARSJ	252.3629
ARSK	139.2835	ARSK	223.0624
ART3	508.9561	ART3	5.041
removed	removed	ART4	19.2187
removed	removed	ART5	24.8897
ARTN	15.1328	removed	removed
ARV1	471.8962	ARV1	333.3333
ARVCF	194.2557	ARVCF	454.0013
removed	removed	AR	528.6704
AS3MT	16.9858	AS3MT	140.7656
ASAH1	2825.5096	ASAH1	5457.1519
ASAH2B	10.8091	ASAH2B	18.9036
ASAM	70.7227	ASAM	1031.506
ASAP1	802.9648	ASAP1	1316.9502
ASAP2	1354.8487	ASAP2	936.988
ASAP3	1858.8635	ASAP3	1439.8236
ASB12	6.7943	removed	removed
ASB13	628.4744	ASB13	617.8324
ASB14	8.3447	ASB14	21.7391
ASB16	5.349	ASB16	13.3396
ASB1	330.0247	ASB1	769.5054
ASB2	318.7153	ASB2	98.6137
ASB3	463.2489	ASB3	308.1285
ASB6	805.1575	ASB6	687.1834
ASB7	688.6967	ASB7	497.7946
ASB8	543.8542	ASB8	877.4417
ASB9	14.2063	ASB9	56.7108
ASCC1	588.635	ASCC1	435.0977
ASCC2	1371.5256	ASCC2	1204.7889
ASCC3	1277.9494	ASCC3	1334.5936
ASCL2	72.5757	ASCL2	19.8488
ASF1A	496.6028	ASF1A	458.097
ASF1B	1064.546	ASF1B	81.6005
ASGR1	20.383	ASGR1	11.0271
ASGR2	8.0296	ASGR2	5.9861
ASH1L	2851.0377	ASH1L	3808.557
ASH2L	858.2458	ASH2L	1218.0214
ASL	492.2792	ASL	430.3718
ASMTL	195.5219	ASMTL	613.6452
ASNA1	1225.7566	ASNA1	862.3188
ASNSD1	737.8011	ASNSD1	933.2073
ASNS	938.8511	ASNS	405.482
removed	removed	ASPA	117.5173
ASPG	77.2082	ASPG	7.5614
ASPHD1	62.0754	ASPHD1	26.15
ASPHD2	108.4002	ASPHD2	59.5463
ASPH	5561.9426	ASPH	10066.6793
ASPM	1714.9475	ASPM	82.5457
ASPN	591.7233	ASPN	483.9319
ASPRV1	82.4089	ASPRV1	95.9546
ASPSCR1	233.1686	ASPSCR1	216.7612
ASRGL1	58.987	ASRGL1	295.5261
ASS1	3117.3564	ASS1	2346.5658
ASTE1	254.2989	ASTE1	271.1248
ASTN1	5.559	ASTN1	77.8198
ASTN2	172.3286	ASTN2	204.4739
ASXL1	1675.4169	ASXL1	2203.8437
ASXL2	821.1859	ASXL2	1017.0132
removed	removed	ASXL3	54.1903
ATAD1	1207.5355	ATAD1	1191.8715
ATAD2B	707.2267	ATAD2B	522.0542
ATAD2	2715.5652	ATAD2	415.2489
ATAD3A	1282.8907	ATAD3A	325.7719
ATAD3B	714.3298	ATAD3B	180.5293
ATAD3C	49.4132	ATAD3C	109.3258
ATAD5	173.2551	ATAD5	87.9017
ATE1	171.0933	ATE1	307.4984
ATF1	351.7603	ATF1	527.4102
ATF2	299.8765	ATF2	643.9824
ATF3	231.6245	ATF3	672.3377
ATF4	8011.118	ATF4	5263.7051
ATF5	1436.9981	ATF5	633.5854
ATF6B	1933.601	ATF6B	1906.4272
ATF6	1896.2322	ATF6	1649.0233
ATF7IP2	265.596	ATF7IP2	143.3522
ATF7IP	1067.0167	ATF7IP	1373.0309
ATF7	1214.6634	ATF7	2341.1657
ATG10	182.5201	ATG10	104.5999
ATG12	501.2353	ATG12	532.1361
ATG16L1	760.9636	ATG16L1	736.925
ATG16L2	323.2705	ATG16L2	356.1279
ATG2A	585.8555	ATG2A	697.5425
ATG2B	994.1322	ATG2B	1508.1916
ATG3	1100.6794	ATG3	698.4877
ATG4A	444.1013	ATG4A	298.6767
ATG4B	998.147	ATG4B	775.9924
ATG4C	237.1834	ATG4C	236.2949
ATG4D	586.7727	ATG4D	160.2993
ATG5	704.4472	ATG5	811.9093
ATG7	794.6201	ATG7	782.9521
ATG9A	1965.6208	ATG9A	1452.2369
ATG9B	30.9512	ATG9B	9.7858
ATHL1	1134.651	ATHL1	1074.6692
ATIC	1954.2928	ATIC	1266.2256
ATL1	337.8629	ATL1	423.7555
ATL2	2866.5843	ATL2	1962.1928
ATL3	865.9666	ATL3	721.4871
ATMIN	2473.4404	ATMIN	1959.6723
ATM	851.7603	ATM	1953.0529
ATN1	3419.3947	ATN1	4871.4556
ATOH8	11.4268	ATOH8	387.8387
ATOX1	1347.1279	ATOX1	638.6263
ATP10A	92.0321	ATP10A	256.7738
ATP10B	151.328	ATP10B	14.8078
ATP10D	820.8771	ATP10D	827.3472
ATP11A	580.9141	ATP11A	1051.3548
ATP11B	1357.3193	ATP11B	1667.6118
ATP11C	502.4707	ATP11C	831.758
ATP12A	136.1952	removed	removed
ATP13A1	1218.9623	ATP13A1	1001.8904
ATP13A2	1763.1254	ATP13A2	981.7265
ATP13A3	1745.2131	ATP13A3	2141.4619
ATP13A4	168.6226	ATP13A4	122.2432
ATP13A5	43.8542	ATP13A5	93.5728
ATP1A1	53589.2248	ATP1A1	14603.3176
removed	removed	ATP1A2	632.9553
ATP1A3	5.8678	ATP1A3	9.7669
removed	removed	ATP1A4	22.3693
ATP1B1	10728.95	ATP1B1	3641.5186
ATP1B2	6.7943	ATP1B2	154.0643
ATP1B3	19417.2329	ATP1B3	1991.4934
ATP2A1	11.118	removed	removed
ATP2A2	7724.5213	ATP2A2	6442.9742
ATP2A3	466.6461	ATP2A3	776.9376
ATP2B1	682.5201	ATP2B1	2109.0107
removed	removed	ATP2B2	24.8897
ATP2B4	6874.9228	ATP2B4	6372.4008
ATP2C1	6067.5046	ATP2C1	3159.247
ATP2C2	426.4978	ATP2C2	125.7089
ATP5A1	8376.7758	ATP5A1	8914.9338
ATP5B	8993.5145	ATP5B	9028.0403
ATP5C1	2294.9351	ATP5C1	2049.4644
ATP5D	507.412	ATP5D	646.8179
ATP5EP2	37.3687	ATP5EP2	26.7801
ATP5E	3920.0124	ATP5E	2813.7996
ATP5F1	3964.7931	ATP5F1	2137.9962
ATP5G1	674.1816	ATP5G1	532.4512
ATP5G2	3247.6838	ATP5G2	3706.3642
ATP5G3	2498.147	ATP5G3	2056.7108
ATP5H	1698.5794	ATP5H	1377.7568
ATP5I	1342.6467	ATP5I	817.7914
ATP5J2	2394.9969	ATP5J2	973.535
ATP5J	920.1112	ATP5J	1124.2943
ATP5L	2367.8196	ATP5L	2017.3283
ATP5O	1702.903	ATP5O	2033.7114
ATP5SL	587.0908	ATP5SL	617.8324
ATP5S	137.7393	ATP5S	114.3667
ATP6AP1L	46.3249	ATP6AP1L	68.0529
ATP6AP1	5955.2193	ATP6AP1	2399.4959
ATP6AP2	2978.0729	ATP6AP2	3476.6856
ATP6V0A1	1521.3095	ATP6V0A1	1320.4159
ATP6V0A2	325.5096	ATP6V0A2	545.0536
ATP6V0A4	1699.5059	ATP6V0A4	195.3151
ATP6V0B	4505.8678	ATP6V0B	961.5627
ATP6V0C	4087.3996	ATP6V0C	1534.3321
ATP6V0D1	3000.3088	ATP6V0D1	1507.8765
ATP6V0D2	16.3681	ATP6V0D2	8.1916
ATP6V0E1	4424.6448	ATP6V0E1	2531.506
ATP6V0E2	464.1692	ATP6V0E2	665.23
ATP6V1A	3126.9302	ATP6V1A	1938.2483
ATP6V1B1	97.8999	ATP6V1B1	350.0315
ATP6V1B2	3601.2971	ATP6V1B2	1959.3573
ATP6V1C1	2433.601	ATP6V1C1	1498.1096
ATP6V1C2	367.0105	ATP6V1C2	95.5293
ATP6V1D	1035.2069	ATP6V1D	946.4398
ATP6V1E1	1390.6733	ATP6V1E1	1778.828
ATP6V1E2	155.3428	ATP6V1E2	55.1355
ATP6V1F	1942.2051	ATP6V1F	932.2432
ATP6V1G1	4415.9975	ATP6V1G1	1585.0662
ATP6V1G2	6.4855	ATP6V1G2	26.465
ATP6V1H	1275.7875	ATP6V1H	965.6585
ATP7A	581.5318	ATP7A	798.6767
ATP7B	30.2656	ATP7B	234.0895
ATP8A1	213.0945	ATP8A1	950.5356
removed	removed	ATP8A2	55.7656
ATP8B1	2167.1464	ATP8B1	1407.845
ATP8B2	288.1408	ATP8B2	1419.6597
ATP8B3	16.3681	ATP8B3	16.0681
ATP8B4	82.4583	ATP8B4	243.5413
ATP8B5P	27.7949	ATP8B5P	21.109
ATP9A	2037.0599	ATP9A	3529.6156
ATP9B	281.9642	ATP9B	517.3283
ATPAF1	1556.5503	ATPAF1	1215.063
ATPAF2	219.58	ATPAF2	201.9534
ATPBD4	150.0926	ATPBD4	137.3661
ATPIF1	2221.7418	ATPIF1	779.4581
ATRIP	217.8938	ATRIP	219.8362
ATRNL1	111.7974	ATRNL1	110.271
ATRN	2395.6146	ATRN	2557.0258
ATRX	1475.2934	ATRX	2998.7398
ATR	1247.0661	ATR	1133.9004
ATXN10	789.9938	ATXN10	2009.7669
ATXN1L	1791.0068	ATXN1L	2012.426
ATXN1	1144.2248	ATXN1	1282.6087
ATXN2L	3187.4614	ATXN2L	1878.3869
ATXN2	578.7523	ATXN2	884.373
ATXN3	813.1563	ATXN3	670.4474
ATXN7L1	187.4614	ATXN7L1	315.69
ATXN7L2	117.9741	ATXN7L2	68.683
ATXN7L3B	2885.1143	ATXN7L3B	3527.7253
ATXN7L3	1748.6103	ATXN7L3	1151.5438
ATXN7	505.2502	ATXN7	1105.23
AUH	288.1408	AUH	346.5658
AUP1	2760.1112	AUP1	1519.4234
AURKAIP1	1512.0445	AURKAIP1	704.1588
AURKAPS1	19.1476	AURKAPS1	5.041
AURKA	833.5392	AURKA	68.9981
AURKB	336.6275	AURKB	27.0951
AURKC	18.8388	AURKC	11.0271
AUTS2	1046.0161	AUTS2	1864.8393
AVEN	291.2292	AVEN	196.9124
AVIL	72.2668	AVIL	60.4915
AVL9	361.3342	AVL9	341.5249
AVPI1	229.7715	AVPI1	277.5677
AVPR1A	13.2798	AVPR1A	131.695
removed	removed	AVPR2	112.4764
AWAT2	6.1767	removed	removed
AXIN1	883.5701	AXIN1	545.0536
AXIN2	34.2804	AXIN2	552.2999
AXL	994.7498	AXL	2033.0813
AZGP1	16288.1408	AZGP1	19051.6698
AZI1	325.8184	AZI1	253.6232
AZI2	638.357	AZI2	1201.9534
AZIN1	5170.7844	AZIN1	3355.0725
B2M	63423.7461	B2M	58813.7996
B3GALNT1	102.5324	B3GALNT1	440.4537
B3GALNT2	1379.8579	B3GALNT2	900.7719
removed	removed	B3GALT1	25.5198
removed	removed	B3GALT2	17.0132
B3GALT4	251.6986	B3GALT4	164.4612
removed	removed	B3GALT5	67.4228
B3GALT6	983.323	B3GALT6	503.4657
B3GALTL	94.8116	B3GALTL	220.2268
B3GAT1	9.8826	B3GAT1	105.5451
B3GAT2	8.2026	B3GAT2	14.6849
B3GAT3	597.8999	B3GAT3	408.9477
B3GNT1	274.5522	B3GNT1	580.3403
B3GNT2	614.5769	B3GNT2	889.414
B3GNT3	44.4719	B3GNT3	235.3497
B3GNT4	22.5448	removed	removed
B3GNT5	1062.693	B3GNT5	350.3466
B3GNT7	133.7245	B3GNT7	116.8872
B3GNT8	107.7826	B3GNT8	59.5463
B3GNT9	518.3169	B3GNT9	352.1424
B3GNTL1	23.9809	B3GNTL1	51.3768
B4GALNT1	14.2063	B4GALNT1	45.7971
B4GALNT2	11.4268	removed	removed
B4GALNT3	336.3187	B4GALNT3	126.0239
B4GALNT4	37.0599	B4GALNT4	193.7618
B4GALT1	3999.6912	B4GALT1	3317.5803
B4GALT2	1785.6702	B4GALT2	687.7757
B4GALT3	1922.483	B4GALT3	720.2268
B4GALT4	873.0698	B4GALT4	387.2086
B4GALT5	2155.3428	B4GALT5	2209.5148
B4GALT6	33.3539	B4GALT6	205.104
B4GALT7	494.1322	B4GALT7	348.4562
B9D1	111.1797	B9D1	119.2533
B9D2	43.2366	B9D2	58.9162
BAALC	222.3595	BAALC	186.5154
BACE1	761.2724	BACE1	1566.4776
BACE2	1048.7956	BACE2	1346.8809
BACH1	1407.0414	BACH1	1074.6692
BACH2	68.5608	BACH2	328.6074
BAD	401.8499	BAD	527.9301
BAG1	654.092	BAG1	1151.9408
BAG2	39.5306	BAG2	137.6812
BAG3	1933.9098	BAG3	1198.8028
BAG4	134.0334	BAG4	259.9244
BAG5	1785.6702	BAG5	1579.7101
removed	removed	BAGE2	8.8658
BAHCC1	571.958	BAHCC1	704.7889
BAHD1	926.8067	BAHD1	813.4846
BAI1	33.0451	BAI1	45.0536
BAI2	106.5473	BAI2	195.6522
removed	removed	BAI3	16.0681
BAIAP2L1	3282.8907	BAIAP2L1	455.5766
removed	removed	BAIAP2L2	5.356
BAIAP2	677.8876	BAIAP2	494.644
BAIAP3	6.8128	BAIAP3	122.4953
BAK1	745.2131	BAK1	293.0057
BAMBI	124.4595	BAMBI	813.1695
BANF1	1918.1594	BANF1	1481.0964
BANK1	42.3101	BANK1	86.0113
BANP	342.1865	BANP	252.0479
BAP1	1105.9296	BAP1	1477.3157
BARD1	184.3731	BARD1	89.1619
BARX1	135.5775	BARX1	7.2464
BARX2	2089.5615	BARX2	885.3182
BASP1	345.5837	BASP1	539.0674
BAT1	5181.5936	BAT1	5908.0025
BAT2L1	4970.735	BAT2L1	7117.1582
BAT2L2	10145.4602	BAT2L2	5527.7253
BAT2	7709.6973	BAT2	5686.8305
BAT3	3743.9778	BAT3	3155.0095
BAT4	298.6411	BAT4	328.9256
BAT5	722.9771	BAT5	701.3233
BATF2	283.8172	BATF2	220.857
BATF3	28.4126	BATF3	33.0813
BATF	256.6399	BATF	111.8463
BAX	484.2495	BAX	344.0454
BAZ1A	2409.2032	BAZ1A	1133.2703
BAZ1B	3042.6189	BAZ1B	2530.8759
BAZ2A	3026.2199	BAZ2A	3334.5274
BAZ2B	698.3323	BAZ2B	1529.4077
BBC3	61.1489	BBC3	118.4625
BBOX1	1471.8962	BBOX1	695.9672
BBS10	273.008	BBS10	660.6805
BBS12	75.3552	BBS12	209.8299
BBS1	349.5985	BBS1	1038.1222
BBS2	629.7097	BBS2	1410.2079
BBS4	399.3206	BBS4	408.9477
BBS5	122.7054	BBS5	227.4008
BBS7	275.4787	BBS7	330.4978
BBS9	283.5083	BBS9	365.7845
BBX	1080.2965	BBX	2909.2628
BCAM	184.0642	BCAM	4822.9364
BCAN	31.5009	BCAN	33.7114
BCAP29	1102.2236	BCAP29	1216.4461
BCAP31	10000.9265	BCAP31	3777.5677
BCAR1	1048.1779	BCAR1	1008.1916
BCAR3	357.3193	BCAR3	668.5444
BCAS1	45.7072	BCAS1	87.5866
BCAS2	1222.866	BCAS2	552.1739
BCAS3	476.2199	BCAS3	537.8072
