gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
KDM5C	1781.8645	KDM5C	1223.7118
KDM6A	852.1486	KDM6A	1455.8023
KDM6B	304.4428	KDM6B	371.1772
KDR	395.4843	KDR	1072.057
KDSR	2477.7859	KDSR	4254.2941
KEAP1	1362.3452	KEAP1	317.9724
removed	removed	KEL	16.7574
KERA	14.9308	KERA	39.7989
KGFLP2	47.3489	KGFLP2	203.4604
removed	removed	KHDC1	10.4734
KHDRBS1	4078.2957	KHDRBS1	6360.2849
KHDRBS3	88.8565	KHDRBS3	483.871
KHK	93.5907	KHK	39.4721
KHNYN	1870.1602	KHNYN	1658.186
KHSRP	1323.7436	KHSRP	1510.2639
KIAA0020	564.4574	KIAA0020	593.2132
KIAA0040	4113.984	KIAA0040	1939.6732
KIAA0090	1397.3052	KIAA0090	770.4231
KIAA0100	4096.941	KIAA0100	2002.4298
KIAA0101	269.1187	KIAA0101	42.3125
KIAA0114	794.2462	KIAA0114	1041.4747
removed	removed	KIAA0125	9.2166
KIAA0141	1222.8696	KIAA0141	1087.5576
KIAA0146	1726.5113	KIAA0146	654.7968
KIAA0174	2308.0845	KIAA0174	3230.4147
KIAA0182	2054.9891	KIAA0182	2560.1173
KIAA0195	2137.0867	KIAA0195	827.1638
KIAA0196	5995.2658	KIAA0196	1760.3687
KIAA0226	552.8041	KIAA0226	413.0708
KIAA0232	1720.3205	KIAA0232	1569.3339
KIAA0240	725.783	KIAA0240	1583.1588
KIAA0247	2172.6147	KIAA0247	1704.2313
KIAA0284	717.4071	KIAA0284	348.9736
KIAA0317	521.85	KIAA0317	776.7072
KIAA0319L	2959.2134	KIAA0319L	887.3062
KIAA0355	628.1865	KIAA0355	745.7059
KIAA0368	3518.9366	KIAA0368	2234.1852
KIAA0391	823.7436	KIAA0391	806.0327
KIAA0406	603.059	KIAA0406	433.5987
KIAA0415	327.3853	KIAA0415	69.9623
KIAA0427	358.3394	KIAA0427	431.085
KIAA0430	2860.5244	KIAA0430	2907.4152
KIAA0467	762.0612	KIAA0467	466.393
KIAA0494	4676.6934	KIAA0494	6785.5048
KIAA0495	446.4676	KIAA0495	369.0825
KIAA0513	375.091	KIAA0513	132.8027
KIAA0528	1204.6613	KIAA0528	1594.0511
KIAA0556	726.1471	KIAA0556	165.4797
KIAA0562	875.8194	KIAA0562	499.3716
KIAA0564	449.0168	KIAA0564	902.8069
KIAA0586	294.6103	KIAA0586	293.6741
KIAA0649	454.4792	KIAA0649	178.8856
KIAA0652	2309.5412	KIAA0652	1475.4922
KIAA0664P3	46.2491	KIAA0664P3	10.4734
KIAA0664	794.9745	KIAA0664	248.8479
KIAA0748	24.7633	KIAA0748	7.9598
KIAA0753	296.067	KIAA0753	426.8957
KIAA0754	15.6591	KIAA0754	49.4344
KIAA0776	1540.0583	KIAA0776	1694.1768
KIAA0802	292.7895	KIAA0802	123.5861
KIAA0831	663.1464	KIAA0831	1068.2866
KIAA0892	937.7276	KIAA0892	721.4076
KIAA0895L	89.716	KIAA0895L	81.2736
KIAA0895	324.8361	KIAA0895	467.1135
KIAA0907	490.8958	KIAA0907	727.6917
KIAA0913	963.9476	KIAA0913	599.0783
KIAA0922	147.4873	KIAA0922	586.0913
KIAA0947	872.5419	KIAA0947	1173.4395
KIAA1009	168.2447	KIAA1009	227.0633
KIAA1012	1697.7422	KIAA1012	1669.4596
KIAA1024	22.2141	KIAA1024	47.7587
KIAA1033	810.9978	KIAA1033	1706.3259
removed	removed	KIAA1045	35.1906
KIAA1107	59.7232	KIAA1107	152.0737
KIAA1109	1303.7145	KIAA1109	2184.3318
KIAA1143	1201.748	KIAA1143	1399.6649
KIAA1147	722.5055	KIAA1147	1405.111
KIAA1161	320.102	KIAA1161	135.7352
KIAA1191	3016.7516	KIAA1191	2810.641
KIAA1199	53.5324	KIAA1199	7.5408
KIAA1211	21.4858	removed	removed
KIAA1217	2591.0415	KIAA1217	5310.0126
removed	removed	KIAA1239	6.703
KIAA1244	928.2593	KIAA1244	233.3473
KIAA1257	36.1216	KIAA1257	5.8651
KIAA1267	1636.5623	KIAA1267	1603.6866
KIAA1274	109.9782	KIAA1274	171.7637
KIAA1279	1820.102	KIAA1279	1113.5316
KIAA1310	2266.2054	KIAA1310	883.5358
KIAA1324L	585.2149	KIAA1324L	269.7947
KIAA1324	2882.7385	KIAA1324	5612.9032
KIAA1328	129.279	KIAA1328	223.2928
KIAA1370	1406.7735	KIAA1370	2524.9267
KIAA1377	24.3991	KIAA1377	343.1085
KIAA1383	162.0539	KIAA1383	167.5744
KIAA1407	359.7961	KIAA1407	211.1437
removed	removed	KIAA1409	13.4059
KIAA1429	4239.6213	KIAA1429	1705.907
KIAA1430	1325.2003	KIAA1430	2227.9011
KIAA1432	460.4151	KIAA1432	940.4692
KIAA1462	314.6395	KIAA1462	917.8886
KIAA1467	8696.2855	KIAA1467	1198.1567
KIAA1468	754.1879	KIAA1468	908.672
KIAA1522	5962.8551	KIAA1522	1941.7679
KIAA1524	43.3358	KIAA1524	48.1776
KIAA1529	53.1682	KIAA1529	33.9338
KIAA1530	189.0022	KIAA1530	201.5082
KIAA1539	346.6861	KIAA1539	412.6519
KIAA1543	512.0175	KIAA1543	181.8182
KIAA1549	246.1763	KIAA1549	252.6183
KIAA1586	139.1114	KIAA1586	292.4173
KIAA1598	4410.7793	KIAA1598	1207.7922
KIAA1609	221.0488	KIAA1609	302.0528
KIAA1614	10.3824	KIAA1614	11.1646
KIAA1632	961.7626	KIAA1632	947.2141
KIAA1644	25.8558	KIAA1644	7.5408
KIAA1671	1365.6227	KIAA1671	4160.8714
KIAA1683	6.1908	KIAA1683	72.4759
KIAA1704	493.8893	KIAA1704	423.1797
KIAA1712	274.177	KIAA1712	660.243
KIAA1715	781.5004	KIAA1715	1005.4462
KIAA1731	360.8886	KIAA1731	454.1265
KIAA1737	2085.9432	KIAA1737	1871.3867
KIAA1751	33.5033	removed	removed
KIAA1755	38.6016	KIAA1755	37.2853
KIAA1797	911.8718	KIAA1797	583.9966
KIAA1804	39.3299	KIAA1804	408.0436
KIAA1826	252.7312	KIAA1826	560.5362
KIAA1841	190.4588	KIAA1841	218.6845
KIAA1875	5.8267	removed	removed
KIAA1908	383.1027	KIAA1908	80.8546
KIAA1919	88.1282	KIAA1919	131.9648
KIAA1949	568.8274	KIAA1949	1281.106
KIAA1958	58.2666	KIAA1958	10.0545
KIAA1967	1328.1136	KIAA1967	969.8366
KIAA1984	9.8325	removed	removed
KIAA2013	1420.976	KIAA2013	778.8018
KIAA2018	718.8638	KIAA2018	1132.8027
KIAA2022	36.0524	KIAA2022	114.7884
KIAA2026	620.1748	KIAA2026	1155.4252
KIDINS220	1390.7502	KIDINS220	2070.3812
KIF11	387.4727	KIF11	117.3021
KIF12	1405.681	KIF12	113.5316
KIF13A	1314.6395	KIF13A	898.1986
KIF13B	1149.2826	KIF13B	807.2895
KIF14	34.9599	KIF14	7.5408
KIF15	63.0007	KIF15	16.7574
KIF16B	836.1253	KIF16B	786.7616
KIF17	8.74	KIF17	46.0829
KIF18A	99.7815	KIF18A	40.2178
KIF18B	78.6599	KIF18B	6.703
removed	removed	KIF19	5.4462
KIF1B	918.0626	KIF1B	2005.4462
KIF1C	667.8806	KIF1C	567.2392
KIF20A	209.3955	KIF20A	11.3113
KIF20B	286.9629	KIF20B	211.9816
KIF21A	273.4887	KIF21A	315.4587
KIF21B	21.85	KIF21B	62.8404
KIF22	1979.9709	KIF22	267.7
KIF23	239.2571	KIF23	71.2191
KIF24	117.6256	KIF24	68.2907
removed	removed	KIF25	10.0545
KIF26A	27.6766	KIF26A	36.8664
KIF26B	57.5382	KIF26B	13.4059
KIF27	67.3707	KIF27	50.6912
KIF2A	265.8412	KIF2A	431.9229
KIF2C	210.488	KIF2C	7.5408
KIF3A	459.2134	KIF3A	576.8747
KIF3B	2146.3948	KIF3B	1558.4416
KIF3C	164.9672	KIF3C	364.4742
KIF4A	168.2447	KIF4A	5.4462
KIF5B	6188.2739	KIF5B	6795.9782
KIF5C	126.3656	KIF5C	651.0264
KIF6	13.8383	KIF6	52.367
KIF7	80.5098	KIF7	66.9837
KIF9	308.3758	KIF9	186.0075
KIFAP3	953.7509	KIFAP3	1387.0968
KIFC1	207.2105	KIFC1	9.2166
KIFC2	843.1901	KIFC2	99.225
KIFC3	86.6715	KIFC3	61.1646
KILLIN	29.4975	KILLIN	35.6096
KIN	280.4079	KIN	272.7273
KIRREL	28.7691	KIRREL	54.8806
KISS1R	9.4683	removed	removed
KITLG	8003.6417	KITLG	2054.8806
KIT	810.9978	KIT	13899.8743
KLB	71.3765	KLB	803.938
KLC1	781.2746	KLC1	709.3758
KLC2	613.2556	KLC2	143.2761
KLC3	102.3234	KLC3	60.7457
KLC4	539.0787	KLC4	180.5614
KLF10	1525.1275	KLF10	5540.0084
KLF11	415.1493	KLF11	1895.266
KLF12	264.3846	KLF12	502.3041
KLF13	674.0714	KLF13	1491.8307
KLF15	7.6475	KLF15	181.8182
KLF16	252.3671	KLF16	53.2049
KLF17	130.3714	removed	removed
KLF2	353.2411	KLF2	2422.2874
KLF3	698.1063	KLF3	2790.1131
KLF4	141.6606	KLF4	5689.9874
KLF5	104.5157	KLF5	2588.186
KLF6	1842.3161	KLF6	16688.3117
KLF7	28.405	KLF7	53.6238
KLF8	160.5972	KLF8	606.6192
KLF9	512.3816	KLF9	6346.8789
KLHDC10	607.429	KLHDC10	485.5467
KLHDC1	75.7465	KLHDC1	306.6611
KLHDC2	1418.0626	KLHDC2	2512.3586
KLHDC3	1251.6387	KLHDC3	1363.6364
KLHDC4	99.7815	KLHDC4	69.5434
KLHDC5	1035.6883	KLHDC5	1320.067
KLHDC7A	40.4224	KLHDC7A	25.1362
KLHDC7B	62.6366	KLHDC7B	31.0013
removed	removed	KLHDC8A	25.5551
KLHDC8B	463.2192	KLHDC8B	290.7415
KLHDC9	310.9978	KLHDC9	112.2748
KLHL11	115.4406	KLHL11	36.0285
KLHL12	1553.5324	KLHL12	1031.8391
KLHL13	16.0233	KLHL13	1201.9271
removed	removed	KLHL14	28.4876
KLHL15	230.5171	KLHL15	540.8463
KLHL17	51.3474	KLHL17	12.5681
KLHL18	394.0277	KLHL18	240.0503
KLHL20	227.2396	KLHL20	553.8333
KLHL21	1705.3897	KLHL21	1172.1827
KLHL22	433.7218	KLHL22	122.7482
KLHL23	41.8791	KLHL23	79.5978
KLHL24	686.8172	KLHL24	2181.8182
KLHL25	133.6489	KLHL25	51.9481
KLHL26	318.6453	KLHL26	216.1709
KLHL28	429.3518	KLHL28	725.597
KLHL29	10.925	KLHL29	377.8802
KLHL2	138.3831	KLHL2	1044.4072
removed	removed	KLHL30	6.703
KLHL31	25.2039	KLHL31	273.1462
KLHL32	6.9192	KLHL32	25.5551
KLHL35	137.6548	KLHL35	11.7302
KLHL36	66.6424	KLHL36	45.2451
KLHL38	12.7458	removed	removed
KLHL3	44.7924	KLHL3	240.8881
KLHL4	5.4625	KLHL4	54.0427
KLHL5	764.3846	KLHL5	823.628
KLHL6	40.7866	KLHL6	68.7055
KLHL7	600.874	KLHL7	1061.5836
KLHL8	173.7072	KLHL8	381.2317
KLHL9	1546.2491	KLHL9	2104.734
KLK10	20.3933	KLK10	906.5773
removed	removed	KLK11	260.1592
removed	removed	KLK12	5.4462
removed	removed	KLK13	14.6628
removed	removed	KLK14	19.69
KLK4	40.4224	KLK4	8.7977
KLK5	64.0932	KLK5	3020.5279
KLK6	12.0175	KLK6	700.8798
KLK7	34.2316	KLK7	2034.7717
removed	removed	KLK8	115.2074
KLRA1	23.3066	KLRA1	69.9623
KLRAQ1	435.9068	KLRAQ1	571.0096
KLRB1	13.11	KLRB1	99.7067
removed	removed	KLRC1	26.393
removed	removed	KLRC3	11.3322
KLRD1	16.7516	KLRD1	69.9623
removed	removed	KLRF1	21.3657
KLRG1	23.3066	KLRG1	19.2711
KLRK1	21.1216	KLRK1	100.1257
KL	23.3066	KL	194.3863
KMO	387.0685	KMO	120.2556
KNDC1	5.4625	removed	removed
KNTC1	337.5819	KNTC1	205.6975
KPNA1	2281.5004	KPNA1	2098.4499
KPNA2	2808.8128	KPNA2	852.1156
KPNA3	1053.8966	KPNA3	1882.6979
KPNA4	1656.9556	KPNA4	2656.8915
KPNA5	38.2374	KPNA5	78.7599
KPNA6	2387.1085	KPNA6	1728.9485
KPNB1	6498.1792	KPNB1	2064.5161
KPTN	111.0706	KPTN	35.6096
KRAS	910.4151	KRAS	1376.6234
KRBA1	140.5681	KRBA1	66.1919
KRBA2	46.9774	KRBA2	71.638
KRCC1	1302.622	KRCC1	1943.8626
KREMEN1	161.3256	KREMEN1	336.8245
KREMEN2	5.0983	removed	removed
KRI1	450.4079	KRI1	133.1546
KRIT1	830.2986	KRIT1	948.4709
KRR1	1106.5113	KRR1	962.367
KRT10	682.4472	KRT10	894.0092
KRT13	140.9323	removed	removed
KRT14	545.1566	KRT14	15087.9765
KRT15	45558.2666	KRT15	8024.2983
KRT16	6.555	KRT16	186.0075
KRT17	346.3219	KRT17	7965.6473
KRT18	22267.8514	KRT18	1880.3058
KRT19	82857.9752	KRT19	3015.9196
KRT1	11.6533	KRT1	32.677
KRT222	179.1697	KRT222	95.5174
KRT23	5253.8237	KRT23	943.4437
KRT31	388.5652	removed	removed
KRT32	117.6256	KRT32	15.0817
KRT33A	178.0772	removed	removed
KRT35	14.5666	removed	removed
KRT37	88.5397	removed	removed
KRT40	12.7458	removed	removed
KRT5	368.5361	KRT5	25943.4437
removed	removed	KRT6A	8.3787
KRT6B	274.5812	KRT6B	7393.3808
removed	removed	KRT6C	5.0272
KRT7	6679.5339	KRT7	3344.7842
KRT80	397.6693	KRT80	433.5987
KRT81	38.9658	KRT81	355.2576
KRT86	25.4916	KRT86	17.5953
KRT8	35154.5812	KRT8	3415.044
removed	removed	KRTAP3-3	18.0142
KRTCAP2	3190.0947	KRTCAP2	3985.3372
KRTCAP3	394.756	KRTCAP3	244.6586
KSR1	52.8041	KSR1	157.9388
KSR2	20.0291	KSR2	45.2451
KTELC1	546.6133	KTELC1	1134.8974
KTI12	182.4472	KTI12	160.4525
KTN1	8621.2673	KTN1	6304.9853
KYNU	59.3591	KYNU	808.5463
removed	removed	KY	223.7118
removed	removed	L1CAM	31.4202
L1TD1	15.295	L1TD1	11.3113
L2HGDH	225.4188	L2HGDH	152.0737
L3MBTL2	937.906	L3MBTL2	366.5899
L3MBTL3	55.7174	L3MBTL3	265.6054
L3MBTL4	13.11	L3MBTL4	212.8194
L3MBTL	48.7983	L3MBTL	64.0972
LACE1	57.9024	LACE1	47.7587
removed	removed	LACRT	3052.367
LACTB2	777.4945	LACTB2	556.3469
LACTB	757.1012	LACTB	408.4625
LAD1	213.0371	LAD1	706.3259
LAG3	17.8441	LAG3	12.987
LAGE3	296.7953	LAGE3	196.062
LAIR1	275.3095	LAIR1	411.814
removed	removed	LALBA	33.0959
LAMA1	13.8383	LAMA1	44.8261
LAMA2	210.1238	LAMA2	694.5622
LAMA3	282.2287	LAMA3	4588.6049
LAMA4	693.3722	LAMA4	1978.2153
LAMA5	1157.3197	LAMA5	414.7465
LAMB1	1122.3598	LAMB1	984.9183
LAMB2L	11.6533	LAMB2L	38.961
LAMB2	4493.445	LAMB2	1617.9305
LAMB3	120.9031	LAMB3	1378.7181
LAMC1	1176.6205	LAMC1	5950.5656
LAMC2	172.9789	LAMC2	5703.8123
removed	removed	LAMC3	8.3787
LAMP1	10335.3969	LAMP1	4451.194
LAMP2	7482.52	LAMP2	9896.9418
LAMP3	40.7866	LAMP3	45.2451
LANCL1	2045.8849	LANCL1	4380.3938
LANCL2	613.6198	LANCL2	504.3988
removed	removed	LANCL3	6.284
LAP3	3216.6788	LAP3	2303.3096
LAPTM4A	14061.1799	LAPTM4A	24391.7051
LAPTM4B	17899.4902	LAPTM4B	5214.9141
LAPTM5	2511.2891	LAPTM5	3326.3511
LARGE	546.2491	LARGE	374.1098
LARP1B	803.3503	LARP1B	580.6452
LARP1	3986.89	LARP1	2541.6841
LARP4B	2051.7116	LARP4B	1319.6481
LARP4	2000.7283	LARP4	1678.6762
LARP6	43.3358	LARP6	509.0071
LARP7	1272.7604	LARP7	1074.5706
LARS2	449.7451	LARS2	118.9778
LARS	2938.8201	LARS	2966.9041
LAS1L	1127.8223	LAS1L	279.0113
LASP1	12727.2396	LASP1	3575.6179
LASS2	15381.2819	LASS2	5243.4018
removed	removed	LASS3	10.4734
LASS4	3721.413	LASS4	1134.8974
LASS5	1339.7669	LASS5	1236.2798
LASS6	4587.7058	LASS6	1248.4709
LAT2	137.2906	LAT2	85.044
LATS1	454.1151	LATS1	338.5002
LATS2	266.2054	LATS2	847.9263
LAT	36.5004	LAT	32.2078
LAX1	15.6591	LAX1	7.9598
LAYN	60.0874	LAYN	203.6028
LBH	446.8318	LBH	2219.5224
removed	removed	LBP	8.3787
LBR	219.5921	LBR	1316.2966
LCA5L	204.6613	LCA5L	137.8299
LCA5	56.0816	LCA5	402.5974
LCAT	10.5608	LCAT	66.1919
LCK	34.9599	LCK	57.3942
LCLAT1	325.9286	LCLAT1	619.6062
LCMT1	1543.6999	LCMT1	473.3976
LCMT2	591.0415	LCMT2	448.2614
removed	removed	LCN10	36.4474
LCN12	52.8041	LCN12	9.6355
LCN2	125.2731	LCN2	413.4897
LCORL	55.8121	LCORL	68.5421
LCOR	81.9774	LCOR	54.0092
LCP1	1418.4268	LCP1	2206.1165
LCP2	200.6555	LCP2	289.4847
LDB1	1062.6366	LDB1	511.5207
LDB2	147.4873	LDB2	1786.3427
LDB3	24.3991	LDB3	90.4902
removed	removed	LDHAL6B	6.284
LDHA	15420.976	LDHA	15323.4185
LDHB	670.7939	LDHB	5553.8333
LDHC	129.6431	LDHC	27.2308
LDHD	703.2047	LDHD	80.0168
LDLRAD1	10.5608	removed	removed
LDLRAD2	40.9104	LDLRAD2	28.2111
LDLRAD3	1365.2586	LDLRAD3	777.1261
LDLRAP1	824.472	LDLRAP1	733.9757
LDLR	453.3867	LDLR	624.6334
LDOC1L	1041.8791	LDOC1L	1071.2191
LDOC1	132.9206	LDOC1	1067.8676
LEF1	110.7065	LEF1	101.3825
removed	removed	LEFTY1	9.2166
removed	removed	LEFTY2	43.9883
LEKR1	28.405	LEKR1	45.664
removed	removed	LEMD1	14.6628
LEMD2	695.5572	LEMD2	206.5354
LEMD3	748.3613	LEMD3	1513.6154
LENG1	114.7123	LENG1	5.0272
LENG8	778.7072	LENG8	1140.7122
LENG9	114.228	LENG9	98.5002
LEO1	709.7597	LEO1	231.2526
LEPRE1	337.2178	LEPRE1	241.726
LEPREL1	58.9949	LEPREL1	865.5216
LEPREL2	671.8864	LEPREL2	41.8936
LEPROTL1	870.721	LEPROTL1	1609.1328
LEPROT	922.1085	LEPROT	845.4127
LEPR	139.4355	LEPR	1937.5786
removed	removed	LEP	1118.1399
LETM1	1763.6562	LETM1	443.6531
LETM2	244.3554	LETM2	35.1906
LETMD1	1266.9337	LETMD1	2413.4897
LFNG	454.4792	LFNG	506.9124
LGALS12	46.9774	LGALS12	330.1215
LGALS1	5997.815	LGALS1	4475.9112
LGALS2	12.3816	removed	removed
LGALS3BP	19345.9578	LGALS3BP	4609.5517
LGALS3	6765.4771	LGALS3	12482.1952
removed	removed	LGALS7B	110.5991
removed	removed	LGALS7	6.703
LGALS8	1340.9869	LGALS8	1005.0272
LGALS9C	14.2025	LGALS9C	18.8521
LGALS9	656.5914	LGALS9	354.0008
LGI2	29.1333	LGI2	42.3125
LGI4	16.0233	LGI4	148.3033
LGMN	1920.976	LGMN	1502.3041
LGR4	234.1588	LGR4	2082.1114
LGR5	8.3758	LGR5	44.8261
LGR6	12.7458	LGR6	297.8634
LGTN	1125.6373	LGTN	1122.3293
LHFPL1	8.3758	removed	removed
LHFPL2	616.5331	LHFPL2	1368.6636
LHFPL4	26.5841	removed	removed
LHFP	402.0393	LHFP	3488.4793
LHPP	589.949	LHPP	387.9346
LHX6	114.3481	LHX6	349.3925
LIAS	257.1012	LIAS	197.7377
LIFR	433.3576	LIFR	4657.3104
LIF	44.0641	LIF	104.315
LIG1	516.0233	LIG1	93.8416
LIG3	1322.6511	LIG3	341.4328
LIG4	248.3613	LIG4	381.2317
LILRA1	6.1908	removed	removed
LILRA2	37.8733	LILRA2	8.3787
LILRA5	21.85	LILRA5	5.0272
LILRA6	32.7749	LILRA6	16.439
LILRB1	63.3649	LILRB1	26.393
LILRB2	84.8507	LILRB2	28.4876
LILRB3	18.2083	LILRB3	5.3456
LILRB4	129.279	LILRB4	48.1776
LILRB5	14.5666	LILRB5	35.1906
LIMA1	2003.2775	LIMA1	5989.1077
LIMCH1	1502.5492	LIMCH1	4215.3331
LIMD1	934.7669	LIMD1	647.6749
LIMD2	93.0663	LIMD2	67.2937
LIME1	26.3219	LIME1	12.744
LIMK1	604.5157	LIMK1	166.3176
LIMK2	1540.0583	LIMK2	1205.6975
LIMS1	176.9847	LIMS1	170.9258
LIMS2	194.1005	LIMS2	1444.0721
LIMS3-LOC440895	17.8441	LIMS3-LOC440895	17.5953
removed	removed	LIMS3	14.6628
LIN37	162.9243	LIN37	94.1977
LIN52	179.5339	LIN52	167.9933
LIN54	433.7218	LIN54	491.8307
LIN7A	100.5098	LIN7A	14.6628
LIN7B	37.8733	removed	removed
LIN7C	897.6693	LIN7C	1848.3452
LIN9	133.2848	LIN9	230.8337
LINGO1	30.9541	LINGO1	46.5019
LINGO4	17.1158	LINGO4	15.0817
LINS1	327.3853	LINS1	531.2107
LIPA	2658.7764	LIPA	4324.6753
removed	removed	LIPC	6.284
LIPE	64.8216	LIPE	1179.3046
LIPG	16.7516	LIPG	105.5718
LIPH	294.2462	LIPH	132.3837
LIPT1	119.7742	LIPT1	499.7905
LIPT2	26.3802	LIPT2	67.8676
LITAF	6513.4741	LITAF	7412.6519
LIX1L	170.0655	LIX1L	1449.5182
removed	removed	LIX1	5.0272
LLGL1	240.3496	LLGL1	245.0775
LLGL2	1228.3321	LLGL2	157.101
LLPH	788.9621	LLPH	924.6544
LMAN1	9096.504	LMAN1	5156.2631
LMAN2L	1231.2454	LMAN2L	736.4893
LMAN2	3149.6723	LMAN2	779.6397
LMBR1L	180.2622	LMBR1L	276.9166
LMBR1	1130.0073	LMBR1	1403.0163
LMBRD1	2210.1238	LMBRD1	4300.377
LMBRD2	294.2462	LMBRD2	97.1931
LMCD1	402.4035	LMCD1	560.5362
LMF1	613.2556	LMF1	96.7742
LMF2	1110.3423	LMF2	437.788
LMLN	235.9796	LMLN	269.7947
LMNA	3902.4035	LMNA	3426.0578
LMNB1	451.2017	LMNB1	135.7352
LMNB2	544.4283	LMNB2	204.0218
LMO2	195.193	LMO2	977.7964
LMO3	23.6708	LMO3	255.9698
LMO4	265.1129	LMO4	1627.147
LMO7	323.3795	LMO7	395.0566
LMOD1	128.9148	LMOD1	2259.7403
removed	removed	LMOD3	9.6355
LMTK2	234.1588	LMTK2	113.5316
LMTK3	367.0794	LMTK3	124.424
removed	removed	LMX1A	5.8651
LMX1B	1116.169	LMX1B	683.2845
LNP1	17.8623	LNP1	98.5505
LNPEP	156.2272	LNPEP	122.3293
LNX1	441.7334	LNX1	452.0318
LNX2	1001.0925	LNX2	917.4696
LOC100009676	80.1784	LOC100009676	37.4696
removed	removed	LOC100101266	9.6355
removed	removed	LOC100124692	21.3657
LOC100125556	132.622	LOC100125556	65.354
removed	removed	LOC100126784	56.9753
LOC100128191	44.1406	LOC100128191	48.2488
LOC100128239	9.8325	removed	removed
LOC100128288	13.4741	LOC100128288	61.5836
LOC100128292	20.7575	LOC100128292	31.4202
LOC100128640	44.0641	LOC100128640	126.9376
LOC100128788	55.7247	removed	removed
LOC100128822	132.9206	LOC100128822	384.5832
LOC100128977	50.9832	removed	removed
LOC100129034	1228.5142	LOC100129034	975.3331
removed	removed	LOC100129055	6.703
LOC100129387	79.1551	LOC100129387	71.8098
LOC100129534	31.6824	LOC100129534	12.987
LOC100129550	161.6897	LOC100129550	302.0528
LOC100129637	25.8558	LOC100129637	96.7742
LOC100129716	6.9192	LOC100129716	7.5408
removed	removed	LOC100129726	5.8651
LOC100130015	9.1879	LOC100130015	6.1709
LOC100130093	102.9825	LOC100130093	21.8014
LOC100130148	61.1799	removed	removed
LOC100130522	16.7516	LOC100130522	10.0545
LOC100130557	27.2032	LOC100130557	18.6343
LOC100130581	171.5222	LOC100130581	50.6912
removed	removed	LOC100130691	5.8819
LOC100130776	268.0189	LOC100130776	223.1462
LOC100130872	64.4574	LOC100130872	21.7847
LOC100130932	77.2032	LOC100130932	44.8261
LOC100130987	11.6533	removed	removed
LOC100131193	54.9891	removed	removed
LOC100131434	18.6781	LOC100131434	68.8898
LOC100131551	5.8267	LOC100131551	7.1219
LOC100131691	14.0022	LOC100131691	13.6573
removed	removed	LOC100132215	5.8651
LOC100132247	94.6832	LOC100132247	61.1646
LOC100132287	113.2556	LOC100132287	152.4927
LOC100132288	31.3183	LOC100132288	117.3021
LOC100132707	113.9803	LOC100132707	119.6397
removed	removed	LOC100132724	7.5408
removed	removed	LOC100132832	5.5509
LOC100133161	21.1216	LOC100133161	9.2166
LOC100133331	62.6875	LOC100133331	26.393
LOC100133669	53.5324	LOC100133669	18.0142
removed	removed	LOC100133957	8.0184
LOC100133985	33.8674	LOC100133985	5.4462
LOC100133991	32.7749	LOC100133991	31.0013
LOC100134229	208.6672	LOC100134229	209.049
LOC100134259	6.9192	LOC100134259	86.7197
LOC100134368	10.1966	removed	removed
LOC100134713	23.3212	LOC100134713	19.2711
LOC100144603	13.4741	removed	removed
LOC100144604	7.6475	removed	removed
LOC100170939	21.4858	LOC100170939	29.3255
LOC100188947	15.6591	LOC100188947	54.8806
LOC100188949	8.0117	LOC100188949	9.2166
LOC100190938	141.2964	LOC100190938	59.4889
LOC100190939	100.1457	LOC100190939	388.3536
LOC100190986	79.7524	LOC100190986	48.1776
removed	removed	LOC100192378	15.9196
LOC100216545	52.8041	LOC100216545	41.8936
LOC100233209	5.8267	LOC100233209	10.4734
removed	removed	LOC100240735	24.2983
LOC100268168	16.7516	LOC100268168	10.4734
LOC100270710	228.6708	LOC100270710	529.0825
LOC100270746	57.5382	LOC100270746	33.9338
LOC100270804	14.5666	LOC100270804	76.2463
LOC100271722	42.6074	LOC100271722	49.8534
LOC100271836	300.8958	LOC100271836	242.2874
LOC100272146	17.8441	LOC100272146	25.5551
LOC100272217	29.4975	LOC100272217	16.3385
LOC100272228	21.1216	LOC100272228	11.7302
LOC100286793	202.8405	LOC100286793	124.005
LOC100286844	41.2345	LOC100286844	48.0561
LOC100287227	7.2942	LOC100287227	10.4734
LOC100288778	118.9658	LOC100288778	39.5475
LOC100289341	80.1165	LOC100289341	36.8664
LOC100302401	8.0117	LOC100302401	71.638
removed	removed	LOC100302640	7.9598
removed	removed	LOC100302650	14.6628
LOC100303728	48.7983	LOC100303728	87.1387
LOC113230	304.4428	LOC113230	53.6238
LOC115110	90.284	LOC115110	16.4013
removed	removed	LOC121838	6.703
LOC134466	9.8325	LOC134466	109.7612
LOC143188	14.2025	LOC143188	18.4332
LOC143666	14.5666	LOC143666	5.0272
LOC144438	683.5397	LOC144438	1287.39
LOC144486	10.925	LOC144486	28.0687
LOC144571	21.5441	LOC144571	116.0578
LOC145783	22.6438	LOC145783	8.8144
removed	removed	LOC145820	98.8689
LOC145837	87.3999	LOC145837	54.0427
LOC146880	146.5659	LOC146880	263.2928
LOC147727	501.4567	LOC147727	677.4194
LOC147804	193.7363	LOC147804	147.8844
LOC148189	103.4232	LOC148189	147.4654
LOC148413	325.7684	LOC148413	79.0909
removed	removed	LOC148696	10.0545
