gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
ANKRD58	19.5945	ANKRD58	6.2774
ANKRD5	191.7761	ANKRD5	224.333
ANKRD6	268.7618	ANKRD6	393.1312
ANKRD9	64.6202	ANKRD9	41.6288
ANKS1A	1009.7431	ANKS1A	1477.8227
ANKS1B	86.2993	ANKS1B	194.2678
ANKS3	169.6802	ANKS3	211.1175
ANKS6	158.8407	ANKS6	189.9727
ANKZF1	569.9087	ANKZF1	807.1364
ANLN	550.3141	ANLN	131.1638
ANO10	953.4609	ANO10	684.2323
ANO1	2177.9099	ANO1	8098.7858
ANO2	10.0057	ANO2	88.2134
removed	removed	ANO3	23.1271
ANO5	163.4266	ANO5	46.5846
ANO6	2265.043	ANO6	3980.8375
ANO7	329.3547	ANO7	9.2508
ANO8	247.6414	ANO8	229.6192
ANO9	271.8218	ANO9	133.8069
ANP32A	2729.4747	ANP32A	2765.3424
ANP32B	1815.6197	ANP32B	2861.1547
ANP32E	842.5643	ANP32E	1233.0057
ANPEP	1671.3707	ANPEP	8405.3853
ANTXR1	10968.7613	ANTXR1	5457.0083
ANTXR2	1204.4375	ANTXR2	1593.7887
ANUBL1	170.514	ANUBL1	352.8537
ANXA11	3845.1116	ANXA11	2933.8399
ANXA1	2825.7797	ANXA1	8432.4771
ANXA2P1	70.4569	ANXA2P1	50.2189
ANXA2P2	5338.464	ANXA2P2	3142.9751
ANXA2	15654.3527	ANXA2	8087.2223
ANXA3	401.0623	ANXA3	1344.3462
ANXA4	1616.3393	ANXA4	1569.6704
ANXA5	11052.9761	ANXA5	6064.9211
ANXA6	6885.1803	ANXA6	4592.3846
ANXA7	2458.4867	ANXA7	2620.3023
ANXA8L2	81.2964	ANXA8L2	225.6546
ANXA8	199.6973	ANXA8	1157.8161
ANXA9	722.9127	ANXA9	160.5683
AOAH	258.8978	AOAH	190.3031
AOC2	11.2564	AOC2	35.3514
AOC3	1613.8379	AOC3	2364.2521
AOX1	188.8578	AOX1	530.2717
AP1AR	362.707	AP1AR	816.0568
AP1B1	3931.8278	AP1B1	2156.4384
AP1G1	2858.2983	AP1G1	3450.5658
AP1G2	2508.0275	AP1G2	1071.3174
AP1M1	1190.2628	AP1M1	615.8421
AP1M2	1886.4935	AP1M2	1118.3613
AP1S1	877.5843	AP1S1	506.4839
AP1S2	386.4706	AP1S2	397.7864
AP1S3	106.7276	AP1S3	94.8212
AP2A1	2805.6265	AP2A1	1157.2743
AP2A2	2088.6923	AP2A2	1414.058
AP2B1	9898.984	AP2B1	8780.0446
AP2M1	7339.1895	AP2M1	4361.1134
AP2S1	1467.0875	AP2S1	595.6884
AP3B1	1722.2331	AP3B1	1555.4638
AP3B2	7.9212	AP3B2	94.1604
AP3D1	3577.0419	AP3D1	2385.0665
AP3M1	1473.341	AP3M1	1765.5902
AP3M2	510.2913	AP3M2	640.9515
AP3S1	925.1114	AP3S1	775.0888
AP3S2	1193.598	AP3S2	1428.2911
AP4B1	266.9274	AP4B1	335.6306
AP4E1	316.8475	AP4E1	463.2031
AP4M1	633.7284	AP4M1	334.5205
AP4S1	63.3695	AP4S1	109.3582
APAF1	523.6322	APAF1	762.5341
APBA1	129.2404	APBA1	699.4301
APBA2	153.004	APBA2	107.0455
APBA3	242.6385	APBA3	113.6533
APBB1IP	471.9361	APBB1IP	303.2956
APBB1	312.6785	APBB1	629.388
APBB2	3489.9088	APBB2	2241.0176
APBB3	185.5226	APBB3	280.1685
APC2	5.0029	removed	removed
APCDD1L	163.4266	APCDD1L	860.3287
APCDD1	564.9058	APCDD1	2135.9544
APC	1108.9664	APC	1527.7112
APEH	1754.3348	APEH	1498.6372
APEX1	3596.6364	APEX1	3194.846
APEX2	910.5198	APEX2	408.3588
APH1A	6983.1529	APH1A	3889.981
APH1B	274.3233	APH1B	1021.8882
API5	2052.4216	API5	3124.8038
APIP	225.487	APIP	309.2426
APITD1	128.5984	APITD1	182.8991
APLF	63.7864	APLF	180.0611
APLNR	1848.5552	APLNR	812.753
APLN	249.309	APLN	854.0514
APLP1	53.7807	APLP1	40.6376
APLP2	9170.6516	APLP2	22321.6321
APOA1BP	3381.9305	APOA1BP	791.9385
APOB48R	176.7676	APOB48R	110.019
APOBEC3A	19.1776	removed	removed
APOBEC3B	345.614	APOBEC3B	61.1217
APOBEC3C	214.7059	APOBEC3C	341.6206
APOBEC3D	70.8738	APOBEC3D	100.1074
APOBEC3F	188.8578	APOBEC3F	256.3806
APOBEC3G	208.8692	APOBEC3G	283.142
APOBEC3H	5.8367	removed	removed
APOB	29.6002	APOB	102.4201
APOC1	1963.6209	APOC1	433.4682
APOC2	232.2159	APOC2	18.5017
APOD	4518.4126	APOD	19416.5359
APOE	5147.5217	APOE	1083.3402
APOF	7.9212	APOF	5.2862
APOL1	1744.746	APOL1	937.309
APOL2	1397.8813	APOL2	562.3193
APOL3	798.3724	APOL3	837.2016
APOL4	441.0851	APOL4	365.7388
APOL6	2576.8876	APOL6	2172.9578
APOLD1	666.2136	APOLD1	938.1449
APOM	52.1131	APOM	48.9469
APOOL	176.3507	APOOL	331.3785
APOO	260.5654	APOO	131.4942
APPBP2	11271.4341	APPBP2	1692.2442
APPL1	851.7362	APPL1	2690.014
APPL2	1150.6568	APPL2	1729.2475
APP	24178.3852	APP	46235.7314
APRT	1682.2103	APRT	654.167
APTX	491.9475	APTX	540.1834
AQP11	183.855	AQP11	32.0476
AQP1	3941.6917	AQP1	8392.5365
removed	removed	AQP2	6.2774
AQP3	386.8875	AQP3	412.6538
AQP4	7.0874	AQP4	74.3372
AQP5	69.6231	AQP5	671.3472
removed	removed	AQP6	21.8056
AQP7P1	15.4255	AQP7P1	33.6995
AQP7	167.1788	AQP7	253.7375
AQP9	75.4597	AQP9	11.2332
AQPEP	7.9087	AQPEP	29.4045
AQR	1171.5021	AQR	1477.162
ARAF	1647.6072	ARAF	880.8128
ARAP1	2431.2587	ARAP1	2184.7956
ARAP2	354.7859	ARAP2	607.9128
ARAP3	361.4563	ARAP3	398.4472
ARCN1	3937.6644	ARCN1	4239.5308
ARC	15.0086	ARC	71.3637
AREG	589.0863	AREG	877.1785
ARF1	19085.478	ARF1	5861.4025
ARF3	6656.2996	ARF3	5089.948
ARF4	4145.6998	ARF4	2993.64
ARF5	2861.596	ARF5	1610.4997
ARF6	2825.7797	ARF6	3601.2224
ARFGAP1	1735.1572	ARFGAP1	754.6048
ARFGAP2	2142.473	ARFGAP2	1909.3087
ARFGAP3	913.0212	ARFGAP3	1073.759
ARFGEF1	2054.0892	ARFGEF1	2744.3826
ARFGEF2	2142.473	ARFGEF2	4174.7749
ARFIP1	991.3993	ARFIP1	1343.3551
ARFIP2	2042.4159	ARFIP2	1204.9228
ARFRP1	450.257	ARFRP1	361.4438
ARG2	149.3686	ARG2	242.3755
ARGLU1	995.9852	ARGLU1	2911.0432
ARHGAP10	267.6528	ARHGAP10	401.4207
ARHGAP11A	379.8001	ARHGAP11A	167.176
ARHGAP11B	13.7579	ARHGAP11B	12.8851
ARHGAP12	786.6991	ARHGAP12	1660.527
ARHGAP15	102.1416	ARHGAP15	62.7736
ARHGAP17	1429.566	ARHGAP17	1091.5999
ARHGAP18	809.6288	ARHGAP18	774.428
ARHGAP19	359.7887	ARHGAP19	1184.4388
ARHGAP1	6543.3185	ARHGAP1	2973.156
ARHGAP20	104.6431	ARHGAP20	424.2174
ARHGAP21	2010.3142	ARHGAP21	2578.0127
ARHGAP22	66.2878	ARHGAP22	41.6288
ARHGAP23	627.4415	ARHGAP23	646.2377
ARHGAP24	236.3849	ARHGAP24	398.1168
ARHGAP25	394.3918	ARHGAP25	373.0074
ARHGAP26	535.7225	ARHGAP26	1149.0873
ARHGAP27	373.9635	ARHGAP27	464.5247
ARHGAP28	303.0897	ARHGAP28	130.1726
ARHGAP29	3223.9237	ARHGAP29	4402.0814
ARHGAP30	596.1736	ARHGAP30	434.4594
ARHGAP31	1086.8704	ARHGAP31	1167.589
ARHGAP32	2153.3125	ARHGAP32	2358.9659
ARHGAP33	171.3478	ARHGAP33	139.0931
ARHGAP36	8.3381	removed	removed
ARHGAP39	326.4363	ARHGAP39	149.3351
ARHGAP42	192.143	ARHGAP42	233.4815
ARHGAP4	303.9235	ARHGAP4	194.5982
ARHGAP5	1080.1999	ARHGAP5	4530.9325
ARHGAP6	147.1673	ARHGAP6	175.1053
ARHGAP8	381.8054	ARHGAP8	377.0942
ARHGAP9	186.3564	ARHGAP9	94.8212
ARHGDIA	9412.4563	ARHGDIA	2225.8198
ARHGDIB	4439.6176	ARHGDIB	3343.1899
ARHGEF10L	448.1725	ARHGEF10L	1085.6529
ARHGEF10	448.5894	ARHGEF10	1226.398
ARHGEF11	2814.5233	ARHGEF11	1330.47
ARHGEF12	3286.4594	ARHGEF12	8145.0401
ARHGEF15	422.7413	ARHGEF15	350.541
ARHGEF16	221.7933	ARHGEF16	202.8579
ARHGEF17	2426.802	ARHGEF17	1596.1014
ARHGEF18	973.8893	ARHGEF18	720.5749
ARHGEF19	446.5049	ARHGEF19	453.9523
ARHGEF1	1187.3444	ARHGEF1	810.4402
ARHGEF2	2596.8991	ARHGEF2	1719.0055
removed	removed	ARHGEF33	24.1183
ARHGEF35	497.7842	ARHGEF35	1044.3545
ARHGEF37	450.257	ARHGEF37	1966.1353
ARHGEF38	82.5471	ARHGEF38	108.0367
ARHGEF3	741.6734	ARHGEF3	1164.9459
ARHGEF4	113.3981	ARHGEF4	198.8932
ARHGEF5	464.8487	ARHGEF5	1016.9324
ARHGEF6	865.911	ARHGEF6	3191.8725
ARHGEF7	1634.2662	ARHGEF7	1688.9403
ARHGEF9	590.337	ARHGEF9	1237.3007
ARID1A	2865.3857	ARID1A	3505.4101
ARID1B	2593.5638	ARID1B	2899.81
ARID2	1068.5266	ARID2	1565.7058
ARID3A	91.3021	ARID3A	35.0211
ARID3B	150.5026	ARID3B	130.1726
ARID4A	439.8344	ARID4A	1164.9459
ARID4B	1421.7241	ARID4B	2058.8783
ARID5A	854.2376	ARID5A	1972.4127
ARID5B	1956.9504	ARID5B	4648.22
ARIH1	1545.0486	ARIH1	2490.1297
ARIH2	835.8938	ARIH2	1721.3182
ARL10	39.189	ARL10	100.1074
ARL11	43.3581	ARL11	49.8885
ARL13B	166.345	ARL13B	339.9686
ARL15	366.0423	ARL15	511.7701
ARL16	347.2816	ARL16	410.6715
ARL17A	45.9137	ARL17A	97.798
ARL1	2244.6146	ARL1	2335.178
ARL2BP	1630.0972	ARL2BP	1382.0104
ARL2	874.2491	ARL2	608.5736
ARL3	666.6305	ARL3	663.0875
ARL4A	427.7442	ARL4A	1641.3645
ARL4C	945.5397	ARL4C	1730.8995
ARL4D	42.1074	ARL4D	134.4677
ARL5A	749.5946	ARL5A	981.5809
ARL5B	195.5283	ARL5B	374.9897
ARL6IP1	7582.2449	ARL6IP1	4648.22
ARL6IP4	830.0572	ARL6IP4	1108.78
ARL6IP5	2418.8808	ARL6IP5	4101.4289
ARL6IP6	202.1988	ARL6IP6	292.7232
ARL6	53.7807	ARL6	101.0985
ARL8A	1664.7003	ARL8A	813.0833
ARL8B	2247.9499	ARL8B	2392.335
ARL9	27.0988	ARL9	12.5547
ARMC10	720.4404	ARMC10	988.6974
ARMC1	585.751	ARMC1	752.2921
ARMC2	42.5243	ARMC2	61.4521
ARMC3	24.5974	removed	removed
ARMC5	305.1742	ARMC5	181.7131
ARMC6	709.9886	ARMC6	406.0461
ARMC7	1155.2428	ARMC7	259.0237
ARMC8	577.4129	ARMC8	817.048
ARMC9	383.1354	ARMC9	304.2868
ARMCX1	576.1622	ARMCX1	1066.8208
ARMCX2	960.5483	ARMCX2	1025.192
ARMCX3	1623.8436	ARMCX3	2212.2739
ARMCX5	355.2028	ARMCX5	521.6817
ARMCX6	196.779	ARMCX6	266.2922
ARNT2	1447.4929	ARNT2	559.6762
ARNTL2	43.775	ARNTL2	52.862
ARNTL	250.9766	ARNTL	403.0726
ARNT	1508.361	ARNT	1975.0558
ARPC1A	2009.6513	ARPC1A	1880.6773
ARPC1B	2585.0548	ARPC1B	763.7433
ARPC2	4366.2424	ARPC2	2994.9616
ARPC3	4280.7769	ARPC3	2460.0644
ARPC4	3728.5117	ARPC4	2262.7571
ARPC5L	659.9601	ARPC5L	433.1379
ARPC5	4077.3275	ARPC5	2689.0229
ARPM1	37.9383	ARPM1	24.4487
ARPP19	3686.6878	ARPP19	4542.8265
ARRB1	1183.1754	ARRB1	1063.517
ARRB2	767.1046	ARRB2	538.5314
ARRDC1	1012.6614	ARRDC1	384.5709
ARRDC2	499.8687	ARRDC2	821.343
ARRDC3	1856.4764	ARRDC3	9239.2831
ARRDC4	384.803	ARRDC4	1243.2477
ARSA	750.0115	ARSA	434.7898
ARSB	740.8396	ARSB	199.2236
ARSD	5577.3504	ARSD	3571.1572
ARSE	67.5386	ARSE	42.62
ARSG	140.4969	ARSG	334.352
ARSH	15.4255	ARSH	6.9381
ARSI	126.739	ARSI	31.0564
ARSJ	97.5557	ARSJ	179.07
ARSK	123.4038	ARSK	243.8259
ART1	18.3438	removed	removed
removed	removed	ART3	7.9293
ART4	10.8395	ART4	11.2332
ART5	25.4312	ART5	16.8498
ARTN	7.0874	removed	removed
ARV1	473.6037	ARV1	365.7388
ARVCF	199.2804	ARVCF	330.057
ARX	22.0959	removed	removed
AR	741.2565	AR	883.7862
AS3MT	142.5814	AS3MT	313.5376
ASAH1	3318.561	ASAH1	4126.208
ASAH2B	38.3552	ASAH2B	31.3868
ASAH2	7.0874	ASAH2	5.6166
ASAM	421.0737	ASAM	668.3737
ASAP1	1214.0263	ASAP1	995.7876
ASAP2	1273.6437	ASAP2	1057.9004
ASAP3	900.0971	ASAP3	976.2947
ASB13	499.0349	ASB13	788.3043
ASB14	5.8367	ASB14	14.537
ASB16	5.032	ASB16	13.8895
ASB1	422.1243	ASB1	842.1112
ASB2	31.6848	ASB2	23.1271
ASB3	268.9035	ASB3	408.3588
ASB6	628.4963	ASB6	653.2188
ASB7	452.3415	ASB7	640.2907
ASB8	829.2233	ASB8	921.4504
ASB9	27.9326	ASB9	26.1006
ASCC1	524.466	ASCC1	402.7422
ASCC2	1282.3987	ASCC2	991.4925
ASCC3	1088.1211	ASCC3	1267.6964
ASCL2	10.0057	ASCL2	10.242
ASF1A	367.7099	ASF1A	550.4254
ASF1B	431.4963	ASF1B	88.2134
ASGR1	8.755	ASGR1	6.2774
ASGR2	5.8367	removed	removed
ASH1L	2951.5307	ASH1L	5283.0429
ASH2L	1667.2017	ASH2L	1214.1736
ASL	542.8099	ASL	351.2018
ASMTL	539.0577	ASMTL	720.2081
ASNA1	1315.7511	ASNA1	830.5939
ASNSD1	752.9298	ASNSD1	1088.296
ASNS	506.5391	ASNS	470.1412
ASPA	9.5888	ASPA	27.0918
ASPHD1	9.5888	ASPHD1	27.0918
ASPHD2	185.1057	ASPHD2	40.3073
ASPH	2251.406	ASPH	7163.4393
ASPM	626.6077	ASPM	124.556
ASPN	5348.4698	ASPN	200.8755
ASPRV1	23.4926	ASPRV1	86.3137
ASPSCR1	451.9246	ASPSCR1	134.4677
ASRGL1	41.2736	ASRGL1	189.6424
ASS1	600.3427	ASS1	1627.8186
ASTE1	202.8575	ASTE1	305.9718
ASTN1	12.0902	ASTN1	50.5493
ASTN2	496.5334	ASTN2	315.1896
ASXL1	1628.8465	ASXL1	2421.0787
ASXL2	732.9184	ASXL2	1404.1464
ASXL3	9.5888	ASXL3	45.5935
ATAD1	919.6917	ATAD1	1496.6548
ATAD2B	403.9806	ATAD2B	559.6762
ATAD2	529.8858	ATAD2	672.0079
ATAD3A	724.9972	ATAD3A	201.2059
ATAD3B	326.0194	ATAD3B	119.6002
ATAD3C	33.7693	ATAD3C	78.3018
ATAD5	49.1947	ATAD5	131.4942
ATE1	206.3678	ATE1	392.5002
ATF1	296.4192	ATF1	519.6993
ATF2	449.0063	ATF2	772.4457
ATF3	292.6671	ATF3	2269.4309
ATF4	4275.7741	ATF4	5289.8323
ATF5	979.309	ATF5	462.5423
ATF6B	2536.944	ATF6B	1882.4581
ATF6	1740.5769	ATF6	1931.4446
ATF7IP2	48.3609	ATF7IP2	59.4697
ATF7IP	1486.682	ATF7IP	2378.7891
ATF7	1939.357	ATF7	2996.934
ATG10	81.7133	ATG10	120.9218
ATG12	657.4586	ATG12	524.3248
ATG16L1	1002.2388	ATG16L1	762.2037
ATG16L2	294.539	ATG16L2	321.0771
ATG2A	842.5643	ATG2A	648.22
ATG2B	999.3204	ATG2B	1942.017
ATG3	604.5117	ATG3	689.5185
ATG4A	327.6871	ATG4A	259.3541
ATG4B	783.3638	ATG4B	736.7639
ATG4C	186.3564	ATG4C	258.6933
ATG4D	414.8868	ATG4D	147.214
ATG5	695.8139	ATG5	832.9066
ATG7	733.8898	ATG7	688.2564
ATG9A	2091.5981	ATG9A	1270.095
ATG9B	5.8283	ATG9B	8.0945
ATHL1	1873.5695	ATHL1	528.6198
ATIC	2600.6512	ATIC	1359.5441
ATL1	197.6128	ATL1	655.8189
ATL2	698.3153	ATL2	2261.1712
ATL3	576.5791	ATL3	641.2819
ATMIN	2016.1509	ATMIN	2527.7938
ATM	1032.2559	ATM	2580.3254
ATN1	6610.4401	ATN1	5401.1729
ATOH8	36.2707	ATOH8	176.7572
ATOX1	1344.1006	ATOX1	461.8816
ATP10A	508.6237	ATP10A	152.3086
ATP10B	6.2536	ATP10B	7.5989
ATP10D	750.0115	ATP10D	937.6394
ATP11A	724.1634	ATP11A	920.4592
ATP11B	980.1428	ATP11B	1873.6268
ATP11C	373.1297	ATP11C	810.4402
ATP13A1	1582.5701	ATP13A1	918.1465
ATP13A2	780.4455	ATP13A2	805.4844
ATP13A3	1835.6312	ATP13A3	2561.4934
ATP13A4	72.9583	ATP13A4	324.4404
ATP13A5	29.6002	ATP13A5	463.5335
ATP1A1	7916.1772	ATP1A1	17680.3337
ATP1A2	100.474	ATP1A2	790.9474
ATP1A3	27.0988	removed	removed
ATP1B1	2475.338	ATP1B1	3651.481
ATP1B2	93.8035	ATP1B2	156.934
ATP1B3	1634.2662	ATP1B3	891.7155
removed	removed	ATP2A1	5.6166
ATP2A2	6188.5326	ATP2A2	5883.8688
ATP2A3	5336.3795	ATP2A3	764.5164
ATP2B1	967.2188	ATP2B1	2177.5832
ATP2B2	6.2536	ATP2B2	28.4133
ATP2B4	2709.0464	ATP2B4	5076.0717
ATP2C1	2576.6458	ATP2C1	3357.3635
ATP2C2	850.9024	ATP2C2	147.3528
ATP5A1	8406.0485	ATP5A1	9422.9784
ATP5B	8403.9639	ATP5B	7980.5071
ATP5C1	2541.0338	ATP5C1	2490.1297
ATP5D	661.2108	ATP5D	314.5288
ATP5EP2	42.1074	ATP5EP2	19.1625
ATP5E	4949.0751	ATP5E	2533.7408
ATP5F1	1699.3034	ATP5F1	2208.3092
ATP5G1	519.4632	ATP5G1	418.2704
ATP5G2	6878.0929	ATP5G2	4809.1187
ATP5G3	2919.5833	ATP5G3	2041.4636
ATP5H	8145.0661	ATP5H	1303.3782
ATP5I	1479.9948	ATP5I	715.4241
ATP5J2	1763.0898	ATP5J2	651.8543
ATP5J	1371.5329	ATP5J	1004.8765
ATP5L	1619.2577	ATP5L	2141.9014
ATP5O	2272.5472	ATP5O	2340.4642
ATP5SL	744.1748	ATP5SL	606.5912
ATP5S	75.4597	ATP5S	150.987
ATP6AP1L	29.6002	ATP6AP1L	74.6675
ATP6AP1	7660.206	ATP6AP1	3080.8623
ATP6AP2	2746.5678	ATP6AP2	3496.4896
ATP6V0A1	918.024	ATP6V0A1	1521.7643
ATP6V0A2	647.8698	ATP6V0A2	636.3261
ATP6V0A4	221.7933	ATP6V0A4	123.2114
ATP6V0B	3486.5736	ATP6V0B	1017.2627
ATP6V0C	3176.8134	ATP6V0C	819.0931
ATP6V0D1	2541.0338	ATP6V0D1	1103.8242
ATP6V0D2	74.6259	ATP6V0D2	14.2067
ATP6V0E1	3893.8894	ATP6V0E1	2096.6383
ATP6V0E2	1100.6283	ATP6V0E2	666.061
ATP6V1A	1737.6586	ATP6V1A	2467.3329
ATP6V1B1	1038.0926	ATP6V1B1	491.286
ATP6V1B2	2353.4267	ATP6V1B2	1825.7207
ATP6V1C1	1219.4461	ATP6V1C1	1895.4324
ATP6V1C2	37.905	ATP6V1C2	53.536
ATP6V1D	1454.9972	ATP6V1D	1171.884
ATP6V1E1	2269.6289	ATP6V1E1	1775.8322
ATP6V1E2	22.5129	ATP6V1E2	77.3106
ATP6V1F	2112.4517	ATP6V1F	888.7354
ATP6V1G1	2473.4953	ATP6V1G1	1989.9232
ATP6V1G2	23.7636	ATP6V1G2	25.5224
ATP6V1H	1128.9778	ATP6V1H	1148.7569
ATP7A	757.9327	ATP7A	1169.9017
ATP7B	1936.1052	ATP7B	396.7952
ATP8A1	292.2502	ATP8A1	570.9094
ATP8A2	42.5243	ATP8A2	13.5459
ATP8B1	3946.4194	ATP8B1	1703.0743
ATP8B2	1629.2634	ATP8B2	975.6339
ATP8B3	25.8481	ATP8B3	19.4929
ATP8B4	74.209	ATP8B4	108.3671
ATP8B5P	23.3467	ATP8B5P	15.1978
ATP9A	3029.2292	ATP9A	3532.8322
ATP9B	447.3387	ATP9B	631.3703
ATPAF1	1168.4503	ATPAF1	1168.9799
ATPAF2	298.9206	ATPAF2	222.3507
ATPBD4	67.1216	ATPBD4	178.7396
ATPIF1	710.8224	ATPIF1	693.1527
ATRIP	207.4768	ATRIP	270.954
ATRNL1	12.5071	ATRNL1	171.1407
ATRN	3129.2863	ATRN	3148.9221
ATRX	1920.2628	ATRX	3800.7764
ATR	586.1679	ATR	1254.8113
ATXN10	2086.1909	ATXN10	2137.9367
ATXN1L	1216.1109	ATXN1L	2393.0586
ATXN1	1381.622	ATXN1	1414.3884
ATXN2L	2754.489	ATXN2L	1903.0313
ATXN2	1028.0869	ATXN2	883.1255
ATXN3	329.3547	ATXN3	811.4314
ATXN7L1	261.8161	ATXN7L1	398.1168
ATXN7L2	72.9583	ATXN7L2	82.9272
ATXN7L3B	3793.8323	ATXN7L3B	4498.2242
ATXN7L3	1041.8447	ATXN7L3	1086.6441
ATXN7	456.5106	ATXN7	1125.9602
AUH	129.2404	AUH	412.9842
AUP1	4050.5789	AUP1	1351.4397
AURKAIP1	2662.3531	AURKAIP1	400.4295
AURKAPS1	14.5917	AURKAPS1	5.2862
AURKA	474.4375	AURKA	66.7383
AURKB	189.6916	AURKB	38.6553
AURKC	7.5043	AURKC	19.1625
AUTS2	2220.4342	AUTS2	2882.6299
AVEN	207.2016	AVEN	118.2787
AVIL	34.1862	AVIL	48.5669
AVL9	449.0063	AVL9	575.8652
AVPI1	159.2576	AVPI1	171.1407
AVPR1A	73.3752	AVPR1A	53.8531
AVPR2	12.924	AVPR2	37.6642
AXIN1	564.4889	AXIN1	525.6463
AXIN2	254.7287	AXIN2	394.5618
AXL	2771.999	AXL	1675.3944
AZGP1	13887.0939	AZGP1	24330.7178
AZI1	234.3004	AZI1	175.7661
AZI2	824.6374	AZI2	1221.1118
AZIN1	3280.2058	AZIN1	4543.4872
removed	removed	AZU1	12.5547
B2M	43221.7558	B2M	31038.2423
B3GALNT1	445.2542	B3GALNT1	536.8795
B3GALNT2	1111.1593	B3GALNT2	777.5733
removed	removed	B3GALT1	40.3073
B3GALT2	6.6705	B3GALT2	25.1094
B3GALT4	258.064	B3GALT4	131.1638
B3GALT5	167.5957	B3GALT5	466.8374
B3GALT6	1076.4478	B3GALT6	401.0903
B3GALTL	275.574	B3GALTL	363.4261
B3GAT1	8.755	B3GAT1	70.7029
B3GAT2	8.2547	B3GAT2	14.9864
B3GAT3	549.8972	B3GAT3	321.1365
B3GNT1	429.8287	B3GNT1	592.715
B3GNT2	846.7333	B3GNT2	1298.7528
B3GNT3	75.0428	B3GNT3	570.579
B3GNT5	134.2433	B3GNT5	518.3778
B3GNT7	97.9726	B3GNT7	84.5792
B3GNT8	80.8795	B3GNT8	36.673
B3GNT9	468.5258	B3GNT9	174.9005
B3GNTL1	71.0614	B3GNTL1	39.1278
B4GALNT1	62.6566	B4GALNT1	20.6063
B4GALNT2	8.3381	B4GALNT2	6.9381
B4GALNT3	81.2964	B4GALNT3	79.9537
B4GALNT4	507.373	B4GALNT4	143.0577
B4GALT1	6559.9947	B4GALT1	4269.5961
B4GALT2	1037.6757	B4GALT2	533.2452
B4GALT3	2441.3936	B4GALT3	809.1187
B4GALT4	639.5317	B4GALT4	416.2881
B4GALT5	1679.2919	B4GALT5	1784.4222
B4GALT6	67.9555	B4GALT6	162.881
B4GALT7	428.578	B4GALT7	225.3242
B9D1	220.1257	B9D1	130.3709
B9D2	102.1416	B9D2	59.4697
BAALC	29.6002	BAALC	76.9803
BACE1	1144.4033	BACE1	1708.1028
BACE2	1079.3661	BACE2	1132.2375
BACH1	857.5729	BACH1	1323.2015
BACH2	160.5083	BACH2	499.5457
BAD	557.1514	BAD	332.5911
BAG1	1082.7014	BAG1	1221.9807
BAG2	132.5757	BAG2	96.4731
BAG3	2496.8419	BAG3	1152.3912
BAG4	391.0566	BAG4	285.7851
BAG5	1402.4672	BAG5	1737.1768
BAGE2	6.487	BAGE2	15.3795
BAHCC1	634.5289	BAHCC1	466.1766
BAHD1	681.2222	BAHD1	676.6334
BAI1	22.5129	BAI1	23.7879
BAI2	101.7247	BAI2	70.3725
removed	removed	BAI3	14.8674
BAIAP2L1	782.53	BAIAP2L1	567.6055
BAIAP2	1856.8933	BAIAP2	842.8182
BAIAP3	63.899	BAIAP3	161.7874
BAK1	372.7128	BAK1	228.9585
BAMBI	2128.7151	BAMBI	924.7543
BANF1	2498.5096	BANF1	1321.8799
BANK1	91.719	BANK1	30.0653
BANP	212.2045	BANP	210.4568
BAP1	1097.293	BAP1	1432.5597
BARD1	116.7333	BARD1	86.5615
removed	removed	BARX1	17.8409
BARX2	188.024	BARX2	1508.2184
BASP1	509.0406	BASP1	237.5485
BAT1	4585.9511	BAT1	5652.5151
BAT2L1	6082.6097	BAT2L1	7803.1023
BAT2L2	6981.0684	BAT2L2	7429.421
BAT2	6614.6092	BAT2	5843.892
BAT3	5426.4309	BAT3	3259.5523
BAT4	241.3878	BAT4	376.6416
BAT5	1168.1668	BAT5	706.0378
BATF2	66.7047	BATF2	53.8531
BATF3	19.1776	BATF3	12.8851
BATF	190.5254	BATF	111.3405
BAX	420.6568	BAX	233.9143
BAZ1A	1647.6072	BAZ1A	1297.7616
BAZ1B	2680.6969	BAZ1B	2772.9413
BAZ2A	2790.2636	BAZ2A	3706.7316
BAZ2B	875.3122	BAZ2B	2153.3394
BBC3	75.0428	BBC3	62.1128
BBOX1	59.2005	BBOX1	758.239
BBS10	264.7345	BBS10	697.1174
BBS12	157.1731	BBS12	226.3154
BBS1	787.9498	BBS1	1319.2368
BBS2	813.381	BBS2	1604.3611
BBS4	423.1582	BBS4	515.7347
BBS5	156.3267	BBS5	230.389
BBS7	233.8835	BBS7	358.4703
BBS9	281.4106	BBS9	360.783
BBX	1665.5341	BBX	3712.2326
BCAM	4195.7284	BCAM	3737.0116
removed	removed	BCAN	17.5105
BCAP29	910.9367	BCAP29	1066.4905
BCAP31	5460.2002	BCAP31	3081.1927
BCAR1	1195.2656	BCAR1	452.3003
BCAR3	986.8133	BCAR3	662.7505
BCAR4	185.9395	removed	removed
BCAS1	2204.1749	BCAS1	386.8836
BCAS2	493.9278	BCAS2	765.1243
BCAS3	1930.6854	BCAS3	625.0929
BCAS4	1123.9749	BCAS4	302.3045
BCAT1	663.2953	BCAT1	107.7063
BCAT2	534.0549	BCAT2	397.456
BCCIP	845.1324	BCCIP	858.2143
BCDIN3D	277.8044	BCDIN3D	266.986
