gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
CDK5RAP2	1369.4915	CDK5RAP2	1650.7092
CDK5RAP3	3427.9661	CDK5RAP3	3761.0816
CDK5	322.8814	CDK5	377.6596
CDK6	388.9831	CDK6	724.2908
CDK7	811.0169	CDK7	487.5887
CDK8	172.0339	CDK8	142.2872
CDK9	1167.7966	CDK9	1347.5177
CDKAL1	229.661	CDKAL1	266.4007
removed	removed	CDKL1	6.2057
removed	removed	CDKL2	15.9574
CDKL3	27.1186	CDKL3	16.5337
CDKL5	50.8475	removed	removed
CDKN1A	2240.678	CDKN1A	1623.6702
CDKN1B	1685.5932	CDKN1B	1258.8652
CDKN1C	163.5593	CDKN1C	654.6986
CDKN2AIPNL	424.5763	CDKN2AIPNL	403.3688
CDKN2AIP	327.9661	CDKN2AIP	390.9574
CDKN2A	66.9492	CDKN2A	40.7801
CDKN2BAS	12.7119	removed	removed
CDKN2B	434.7458	CDKN2B	124.5567
CDKN2C	279.661	CDKN2C	334.2199
CDKN2D	243.2203	CDKN2D	111.2589
CDKN3	393.2203	CDKN3	57.6241
CDNF	8.4746	CDNF	39.4504
CDO1	56.7797	CDO1	207.4468
CDON	611.0169	CDON	488.0319
CDR1	19.8814	CDR1	10.8777
CDR2L	422.0339	CDR2L	584.2199
CDR2	582.2034	CDR2	616.578
removed	removed	CDRT15P	8.422
CDRT4	99.1525	CDRT4	298.4619
CDS1	957.6271	CDS1	905.5851
CDS2	577.9661	CDS2	699.4681
CDSN	38.1356	CDSN	133.8652
CDT1	270.339	CDT1	355.9397
CDV3	3323.7288	CDV3	3218.5284
removed	removed	CDX1	19.5035
CDYL2	43.2203	CDYL2	33.6879
CDYL	605.9322	CDYL	516.4007
removed	removed	CEACAM19	57.1809
CEACAM1	158.4746	CEACAM1	823.1383
CEACAM21	19.4915	CEACAM21	19.5035
CEACAM5	1130.5085	CEACAM5	1461.4362
CEACAM6	10894.0678	CEACAM6	2476.9504
CEACAM7	162.7119	CEACAM7	42.1099
CEBPA	510.1695	CEBPA	638.7411
CEBPB	619.4915	CEBPB	1392.2872
CEBPD	458.4746	CEBPD	555.8511
CEBPG	905.0847	CEBPG	728.2801
CEBPZ	1116.9492	CEBPZ	1223.8475
CECR1	666.1017	CECR1	1078.4574
removed	removed	CECR2	14.6277
CECR5	700	CECR5	984.0426
CECR6	22.8814	CECR6	25.266
removed	removed	CECR7	50.9752
CELF1	1064.4068	CELF1	1567.3759
CELF2	407.6271	CELF2	584.2199
removed	removed	CELF4	9.3085
removed	removed	CELF5	66.0461
CELF6	9.322	CELF6	26.5426
CELSR1	2402.5424	CELSR1	2478.2801
CELSR2	911.8644	CELSR2	3324.4681
CELSR3	154.2373	CELSR3	141.4007
removed	removed	CEL	15.5142
CEMP1	47.4407	CEMP1	201.6135
CENPA	226.2712	CENPA	21.2766
CENPBD1	126.2712	CENPBD1	386.5248
CENPB	2072.8814	CENPB	3664.0071
CENPC1	212.7119	CENPC1	258.422
CENPE	232.2034	CENPE	37.6773
CENPF	2146.6102	CENPF	310.727
CENPH	80.5085	CENPH	155.1418
CENPI	41.5254	CENPI	6.6489
CENPJ	141.5254	CENPJ	144.9468
CENPK	50	CENPK	30.1418
CENPL	161.0169	CENPL	71.3652
CENPM	250.8475	CENPM	128.1028
CENPN	196.5593	CENPN	166.8307
CENPO	149.1441	CENPO	75.7934
CENPP	141.9153	CENPP	83.5239
CENPQ	186.4407	CENPQ	66.0461
CENPT	166.9492	CENPT	439.273
CENPV	256.7797	CENPV	161.3475
CENPW	244.0678	CENPW	142.7305
CEP110	258.4746	CEP110	372.7837
CEP120	397.4576	CEP120	349.734
CEP135	123.7288	CEP135	80.6738
CEP152	45.7627	CEP152	42.9965
CEP164	125.4237	CEP164	631.2057
CEP170	817.7966	CEP170	436.1702
CEP192	443.2203	CEP192	480.9397
CEP250	511.0169	CEP250	748.227
CEP290	183.3475	CEP290	294.2996
removed	removed	CEP350	553.6348
CEP55	765.2542	CEP55	82.8901
CEP57	391.5254	CEP57	732.2695
CEP63	497.6441	CEP63	498.6924
CEP68	561.8644	CEP68	868.3599
CEP70	582.2034	CEP70	275.7092
CEP72	53.3898	CEP72	80.6738
CEP76	116.9492	CEP76	95.3014
CEP78	321.1864	CEP78	222.5177
CEP97	144.0678	CEP97	46.9858
CEPT1	423.7288	CEPT1	641.844
CERCAM	3078.8136	CERCAM	1360.8156
CERKL	32.9068	CERKL	52.6507
CERK	911.0169	CERK	698.1383
CES1	110.1695	CES1	489.805
CES2	475.4237	CES2	1679.078
CES3	77.9661	CES3	82.0035
removed	removed	CES8	61.6135
CETN2	1675.4237	CETN2	1623.6702
CETN3	561.0169	CETN3	285.461
removed	removed	CETP	11.5248
CFB	43092.5593	CFB	6447.2518
CFDP1	1022.0339	CFDP1	1002.2163
CFD	221.1864	CFD	580.2305
CFH	1643.2203	CFH	693.7057
CFI	199.1525	CFI	1095.7447
CFL1	26786.4407	CFL1	20228.7234
CFL2	291.5254	CFL2	385.6383
CFLAR	733.0508	CFLAR	529.6986
removed	removed	CFP	19.5035
removed	removed	CFTR	26.1525
CG030	8.4746	CG030	22.1631
removed	removed	CGB7	27.6995
CGGBP1	2059.322	CGGBP1	1601.5071
CGNL1	179.661	CGNL1	1609.0426
CGN	371.1864	CGN	1497.3404
CGREF1	124.0593	CGREF1	394.8759
CGRRF1	320.339	CGRRF1	206.5603
CH25H	22.8814	CH25H	115.6915
CHAC1	16.1017	CHAC1	48.7589
CHAC2	65.2542	CHAC2	28.3688
CHADL	30.5085	CHADL	110.3723
CHAD	10.1695	CHAD	382.5355
CHAF1A	393.2203	CHAF1A	462.3227
CHAF1B	328.8136	CHAF1B	275.7092
CHCHD10	224.5763	CHCHD10	571.8085
CHCHD1	758.4746	CHCHD1	692.3759
CHCHD2	5860.1695	CHCHD2	4567.8191
CHCHD3	858.4746	CHCHD3	764.6277
CHCHD4	180.5085	CHCHD4	251.773
CHCHD5	399.1525	CHCHD5	614.3617
CHCHD6	130.5085	CHCHD6	265.9574
CHCHD7	213.5593	CHCHD7	372.3404
CHCHD8	1039.8305	CHCHD8	943.7057
CHD1L	413.5593	CHD1L	974.734
CHD1	933.8983	CHD1	665.7801
CHD2	1674.5763	CHD2	2071.8085
CHD3	1912.7119	CHD3	3847.0745
CHD4	5217.678	CHD4	6645.9441
removed	removed	CHD5	11.9681
CHD6	1317.7966	CHD6	1244.2376
removed	removed	CHD7	559.3972
CHD8	1549.1525	CHD8	1621.0106
CHD9	472.8814	CHD9	587.3227
CHDH	31.3559	CHDH	1048.7589
CHEK1	366.1017	CHEK1	164.8936
CHEK2	151.6949	CHEK2	228.2801
CHERP	1141.9322	CHERP	1840.0665
CHFR	264.4068	CHFR	444.1489
removed	removed	CHGA	28.3688
removed	removed	CHGB	15.5142
CHI3L1	271.1864	CHI3L1	7150.266
CHI3L2	14.4068	CHI3L2	1577.5709
CHIC1	205.9322	CHIC1	142.2872
CHIC2	232.2034	CHIC2	295.656
CHID1	933.8983	CHID1	2478.7234
removed	removed	CHIT1	39.8936
CHKA	325.4237	CHKA	914.4504
CHKB-CPT1B	48.2627	CHKB-CPT1B	193.0718
CHKB	194.9576	CHKB	292.6596
CHL1	43.2203	CHL1	175.0887
CHML	780.5085	CHML	348.8475
CHMP1A	1700	CHMP1A	2373.227
CHMP1B	2154.2373	CHMP1B	1640.0709
CHMP2A	2431.3559	CHMP2A	2654.2553
CHMP2B	1571.1864	CHMP2B	905.1418
CHMP4A	1083.3305	CHMP4A	1310.1773
CHMP4B	3772.0339	CHMP4B	3964.9823
CHMP4C	489.8305	CHMP4C	534.5745
CHMP5	2465.4153	CHMP5	1261.9326
CHMP6	382.2034	CHMP6	733.156
CHMP7	1283.8983	CHMP7	1187.5
CHM	554.2373	CHM	291.2234
CHN1	672.8814	CHN1	264.6277
CHN2	38.1356	CHN2	54.5213
removed	removed	CHODL	28.3688
CHORDC1	304.2373	CHORDC1	232.2695
CHPF2	1276.2712	CHPF2	1469.4149
CHPF	3380.5085	CHPF	2991.1348
CHPT1	426.2712	CHPT1	1421.0993
CHP	3699.1525	CHP	2850.6206
CHRAC1	692.3729	CHRAC1	521.2766
CHRDL1	27.9661	CHRDL1	553.6348
removed	removed	CHRDL2	119.2376
CHRD	121.1864	CHRD	276.1525
removed	removed	CHRFAM7A	16.1658
CHRM1	5.9322	CHRM1	268.1738
removed	removed	CHRM3	7.5355
removed	removed	CHRM5	6.6489
removed	removed	CHRNA10	9.7518
CHRNA1	82.2034	removed	removed
removed	removed	CHRNA2	8.8652
CHRNA3	11.0169	removed	removed
CHRNA5	262.7119	CHRNA5	58.9539
CHRNB1	93.2203	CHRNB1	202.1277
removed	removed	CHRNB2	132.9787
CHRNE	19.4153	CHRNE	34.0248
CHST10	196.6102	CHST10	377.2163
CHST11	333.0508	CHST11	55.4078
CHST12	255.9322	CHST12	335.1064
removed	removed	CHST13	10.6383
CHST14	661.0169	CHST14	735.3723
CHST15	2283.8983	CHST15	1066.9326
CHST1	68.6441	CHST1	164.0071
CHST2	107.6271	CHST2	677.7482
CHST3	531.3559	CHST3	1030.5851
removed	removed	CHST4	27.039
removed	removed	CHST5	13.3821
CHST6	69.4915	CHST6	28.3688
CHST7	45.7627	CHST7	92.1986
CHST8	18.6441	CHST8	41.2234
CHST9	11.8644	CHST9	316.0461
CHSY1	1840.678	CHSY1	2023.9362
CHSY3	190.678	CHSY3	42.1099
CHTF18	157.6271	CHTF18	272.6064
CHTF8	1661.0169	CHTF8	2568.9273
CHUK	556.7797	CHUK	372.3404
CHURC1	1686.5424	CHURC1	1265.9619
CIAO1	1508.4746	CIAO1	1816.0461
CIAPIN1	780.5085	CIAPIN1	991.1348
CIB1	3250	CIB1	1887.8546
CIB2	33.8983	CIB2	120.5674
CIC	1524.5763	CIC	2246.0106
removed	removed	CIDEA	50.9752
CIDEB	83.8983	CIDEB	450.5762
CIDECP	80.5085	CIDECP	99.2908
removed	removed	CIDEC	470.7447
CIITA	181.3559	CIITA	184.3972
CILP2	368.6441	CILP2	73.1383
CILP	2586.4407	CILP	269.9468
CINP	439.8305	CINP	471.1879
CIR1	610.1695	CIR1	693.2624
CIRBP	3828.8136	CIRBP	9922.8723
CIRH1A	643.2203	CIRH1A	919.7695
CISD1	224.5763	CISD1	295.656
CISD2	1002.5424	CISD2	457.0035
CISD3	358.8898	CISD3	845.9486
CISH	661.0169	CISH	1776.5957
removed	removed	CITED1	515.0709
CITED2	2200	CITED2	1417.5532
CITED4	55.0847	CITED4	1861.2589
CIT	692.3729	CIT	115.2482
CIZ1	1575.4237	CIZ1	2442.8191
CKAP2L	231.3559	CKAP2L	30.5851
CKAP2	1467.7966	CKAP2	293.4397
CKAP4	4397.4576	CKAP4	3652.039
CKAP5	3413.5593	CKAP5	1651.1525
CKB	526.2712	CKB	521.2766
CKLF	533.0508	CKLF	264.1844
CKMT1A	12.7119	CKMT1A	579.7872
CKMT1B	13.5593	CKMT1B	618.3511
CKMT2	10.1695	CKMT2	53.1915
CKS1B	1279.661	CKS1B	566.9326
CKS2	1888.9831	CKS2	228.7234
CLASP1	776.2712	CLASP1	1150.7092
CLASP2	1288.1356	CLASP2	653.8121
CLCA2	1293.2203	CLCA2	5945.4787
removed	removed	CLCA4	96.6312
CLCC1	876.4492	CLCC1	914.4681
CLCF1	94.0678	CLCF1	103.2801
removed	removed	CLCN1	12.4113
CLCN2	14.4068	CLCN2	105.4965
CLCN3	1639.8305	CLCN3	1170.2128
CLCN4	20.339	CLCN4	125
CLCN5	112.7119	CLCN5	116.578
CLCN6	176.2712	CLCN6	404.6986
CLCN7	1137.2881	CLCN7	2194.1489
removed	removed	CLCNKA	7.9787
CLDN10	10.9492	CLDN10	66.5603
CLDN11	169.4915	CLDN11	966.3121
CLDN12	1423.7288	CLDN12	1005.3191
CLDN14	19.4915	removed	removed
CLDN15	50	CLDN15	113.9184
CLDN18	5.0847	removed	removed
CLDN19	5.9322	CLDN19	229.6099
CLDN1	243.2203	CLDN1	643.1738
CLDN23	105.9322	CLDN23	155.5851
CLDN2	22.0339	CLDN2	12.4113
CLDN3	678.8136	CLDN3	1791.6667
CLDN4	3831.3559	CLDN4	8881.6489
CLDN5	64.4068	CLDN5	758.8652
CLDN7	885.5932	CLDN7	2917.9965
CLDN8	168.6441	CLDN8	744.2376
CLDN9	5.9322	CLDN9	12.8546
CLDND1	1380.5085	CLDND1	933.9539
removed	removed	CLDND2	6.6489
CLEC10A	16.9492	CLEC10A	153.3688
CLEC11A	864.4068	CLEC11A	347.5177
CLEC12A	22.8814	CLEC12A	8.422
CLEC14A	212.7119	CLEC14A	595.3014
CLEC16A	472.0339	CLEC16A	813.8298
CLEC18A	21.1864	removed	removed
CLEC18B	18.6441	removed	removed
CLEC1A	38.1356	CLEC1A	66.9326
CLEC2B	561.0169	CLEC2B	151.1525
CLEC2D	523.7288	CLEC2D	455.2305
removed	removed	CLEC2L	22.1631
CLEC3A	13527.9661	CLEC3A	1075.7979
CLEC3B	62.7119	CLEC3B	483.156
CLEC4A	46.6102	CLEC4A	46.5426
CLEC4D	104.2373	removed	removed
CLEC4E	23.7288	removed	removed
removed	removed	CLEC4F	39.8936
removed	removed	CLEC4G	5.7624
CLEC5A	136.4407	CLEC5A	7.0922
CLEC6A	46.6102	removed	removed
CLEC7A	161.0169	CLEC7A	87.3227
removed	removed	CLEC9A	10.195
CLECL1	5.9322	CLECL1	7.5355
CLGN	518.6441	CLGN	54.9645
CLIC1	12804.2373	CLIC1	6937.0567
CLIC2	233.8983	CLIC2	190.6028
CLIC3	69.4915	CLIC3	163.1206
CLIC4	21561.0169	CLIC4	3461.4362
CLIC5	47.4576	CLIC5	190.6028
CLIC6	313.5593	CLIC6	910.0177
CLINT1	1603.3898	CLINT1	1249.1135
CLIP1	1340.678	CLIP1	1290.3369
CLIP2	485.5932	CLIP2	583.3333
CLIP3	483.8983	CLIP3	577.5709
CLIP4	122.8814	CLIP4	377.2163
CLK1	1042.3729	CLK1	796.0993
removed	removed	CLK2P	14.6277
CLK2	383.0508	CLK2	628.5461
CLK3	574.5763	CLK3	786.3475
CLK4	275.4237	CLK4	249.5567
CLMN	875.4237	CLMN	1792.9965
CLN3	1866.1017	CLN3	2049.2021
CLN5	882.2034	CLN5	689.273
CLN6	1147.4576	CLN6	1238.0319
CLN8	322.8814	CLN8	617.9078
CLNS1A	1244.9153	CLNS1A	1763.7411
CLOCK	398.3051	CLOCK	108.5993
CLP1	373.7288	CLP1	371.8972
CLPB	141.5254	CLPB	243.3511
CLPP	816.9492	CLPP	964.539
CLPTM1L	2066.9492	CLPTM1L	2289.0071
CLPTM1	3502.5424	CLPTM1	3677.7482
CLPX	692.3729	CLPX	621.0106
CLSPN	85.5932	CLSPN	52.7482
CLSTN1	4450	CLSTN1	8163.094
CLSTN2	1177.9661	CLSTN2	480.0532
removed	removed	CLSTN3	1759.7518
CLTA	2925.4237	CLTA	2555.4078
CLTB	1213.5593	CLTB	1631.6489
CLTCL1	47.4576	CLTCL1	47.8723
CLTC	37844.0678	CLTC	12890.0709
CLUAP1	416.1017	CLUAP1	426.1259
CLUL1	83.0508	CLUL1	70.4787
CLU	8516.9492	CLU	46430.8511
removed	removed	CLVS1	5.1862
CLYBL	28.8136	CLYBL	144.9468
removed	removed	CMA1	9.7518
CMAH	106.7797	CMAH	205.6738
CMAS	550	CMAS	789.8936
CMBL	2739.8305	CMBL	1085.1064
CMC1	283.8983	CMC1	143.1738
CMIP	743.2203	CMIP	1100.1773
CMKLR1	377.1186	CMKLR1	213.2092
CMPK1	2326.2712	CMPK1	3035.461
CMPK2	154.2373	CMPK2	58.5106
CMTM1	115.2542	CMTM1	56.7376
CMTM3	2634.7458	CMTM3	1480.0532
CMTM4	575.4237	CMTM4	1774.8227
removed	removed	CMTM5	42.1099
CMTM6	3103.3898	CMTM6	2704.344
CMTM7	126.2712	CMTM7	1915.3369
CMTM8	227.9661	CMTM8	193.7057
CMYA5	231.3559	CMYA5	731.383
CNBP	7853.3898	CNBP	7910.0177
CNDP2	10491.5254	CNDP2	5580.6738
CNFN	25.4237	CNFN	150.266
removed	removed	CNGA1	52.7482
CNIH2	103.3898	CNIH2	35.461
CNIH3	585.5932	CNIH3	73.5816
CNIH4	1208.4746	CNIH4	695.0355
CNIH	2215.2542	CNIH	1233.5993
CNKSR1	235.5932	CNKSR1	685.2837
CNKSR3	97.4576	CNKSR3	254.8759
CNN1	483.0508	CNN1	4995.1241
CNN2	3169.4915	CNN2	5752.6596
CNN3	3405.0847	CNN3	3643.1738
removed	removed	CNNM1	25.266
CNNM2	172.0339	CNNM2	144.9468
CNNM3	1051.6949	CNNM3	1022.1631
CNNM4	1333.8983	CNNM4	945.0355
CNOT10	409.322	CNOT10	614.805
CNOT1	2585.5678	CNOT1	2953.8298
CNOT2	1183.0508	CNOT2	1167.5532
CNOT3	955.0847	CNOT3	1241.578
CNOT4	329.661	CNOT4	367.9078
CNOT6L	967.7966	CNOT6L	906.9149
CNOT6	930.5085	CNOT6	890.5142
CNOT7	2160.1695	CNOT7	1550.5319
CNOT8	1888.1356	CNOT8	1285.9043
CNO	239.8305	CNO	425.0887
CNPY2	1132.2034	CNPY2	1760.195
CNPY3	1006.7797	CNPY3	1626.3298
CNPY4	519.4915	CNPY4	393.1206
CNP	1347.839	CNP	2881.8351
removed	removed	CNR1	12.8546
CNR2	7.6271	removed	removed
CNRIP1	233.8983	CNRIP1	184.3972
CNST	305.9322	CNST	343.9716
CNTD1	20.7966	CNTD1	40.3059
removed	removed	CNTD2	9.3085
removed	removed	CNTFR	214.0957
CNTF	12.7119	CNTF	13.7411
CNTLN	101.6949	CNTLN	98.4043
CNTN1	98.3051	CNTN1	102.8369
removed	removed	CNTN2	28.3688
CNTN3	34.7458	CNTN3	46.9858
CNTN4	66.1017	CNTN4	101.0638
removed	removed	CNTN6	7.0922
CNTNAP1	66.9492	CNTNAP1	101.0638
CNTNAP2	99.1525	CNTNAP2	21.2766
CNTNAP3	11.0169	CNTNAP3	140.5142
CNTROB	533.8983	CNTROB	961.8794
COASY	770.339	COASY	2051.8617
COBLL1	569.4915	COBLL1	467.1986
COBL	1414.4068	COBL	1899.8227
COBRA1	1378.8136	COBRA1	1955.6738
removed	removed	COCH	23.4929
COG1	571.8983	COG1	799.6099
COG2	717.7966	COG2	763.2979
COG3	983.0508	COG3	634.7518
COG4	741.5254	COG4	1433.9539
COG5	762.1525	COG5	684.5213
COG6	615.2542	COG6	466.3121
COG7	302.5424	COG7	752.6596
COG8	322.9407	COG8	516.6933
COIL	1634.7458	COIL	468.9716
COL10A1	8066.9492	COL10A1	5.7624
COL11A1	8398.3051	COL11A1	37.6773
COL11A2	5.0847	COL11A2	16.4007
COL12A1	23243.2203	COL12A1	733.156
COL13A1	95.7627	COL13A1	27.9255
COL14A1	475.4237	COL14A1	5555.4078
COL15A1	2111.8644	COL15A1	3370.5674
COL16A1	2065.2542	COL16A1	2269.9468
COL17A1	884.7458	COL17A1	5438.8298
COL18A1	6439.8305	COL18A1	6278.3688
COL1A1	275170.339	COL1A1	39255.3191
COL1A2	223772.8814	COL1A2	23092.1986
COL21A1	10.1695	COL21A1	33.2447
removed	removed	COL22A1	18.1738
COL23A1	12.7119	COL23A1	74.9113
COL24A1	27.1186	removed	removed
removed	removed	COL25A1	11.9681
COL27A1	39.8305	COL27A1	260.195
removed	removed	COL28A1	13.2979
COL2A1	11.8644	COL2A1	90.8688
COL3A1	224823.7288	COL3A1	34650.7092
COL4A1	13148.3051	COL4A1	3244.2376
COL4A2	12931.3559	COL4A2	7999.5567
COL4A3BP	1196.6102	COL4A3BP	969.8582
removed	removed	COL4A3	5.7624
COL4A4	16.9492	COL4A4	38.1206
COL4A5	1236.4407	COL4A5	1069.5922
COL4A6	1054.2373	COL4A6	600.1773
COL5A1	25316.1017	COL5A1	2418.883
COL5A2	25817.7966	COL5A2	1649.8227
COL5A3	1728.8136	COL5A3	354.1667
COL6A1	28261.0169	COL6A1	10382.5355
COL6A2	33591.5254	COL6A2	11963.2092
COL6A3	58752.5424	COL6A3	6673.7589
COL6A4P2	7.6271	removed	removed
COL6A6	21.1864	COL6A6	289.8936
COL7A1	1356.7797	COL7A1	682.6241
COL8A1	1016.1017	COL8A1	51.8617
COL8A2	3346.6102	COL8A2	1437.5
COL9A2	82.2034	COL9A2	608.156
COL9A3	5.0847	COL9A3	116.578
removed	removed	COLEC11	16.844
COLEC12	538.9831	COLEC12	348.4043
COLQ	10.1695	COLQ	53.6348
COMMD10	805.9322	COMMD10	367.4645
COMMD1	388.1356	COMMD1	435.727
COMMD2	758.4746	COMMD2	663.1206
COMMD3	1895.4153	COMMD3	816.6489
COMMD4	611.0169	COMMD4	1191.9326
COMMD5	672.4322	COMMD5	661.2677
COMMD6	1815.2542	COMMD6	2210.5496
COMMD7	1587.2881	COMMD7	1228.2801
COMMD8	326.2712	COMMD8	175.5319
COMMD9	631.3559	COMMD9	801.8617
COMP	5113.5593	COMP	18.617
COMTD1	51.6949	COMTD1	154.2553
COMT	2035.5932	COMT	4356.8262
COPA	6286.7542	COPA	4643.2934
COPB1	2731.3559	COPB1	3025.266
COPB2	5672.0339	COPB2	3450.7979
COPE	2655.9322	COPE	3036.7908
COPG2	341.5254	COPG2	761.9681
COPG	5026.2712	COPG	4674.2021
COPS2	2286.4407	COPS2	1540.7801
COPS3	1208.4746	COPS3	1115.6915
COPS4	1016.9492	COPS4	1009.3085
COPS5	1994.0678	COPS5	1128.9894
COPS6	1317.7966	COPS6	2160.0177
COPS7A	1805.9322	COPS7A	1795.656
COPS7B	283.0508	COPS7B	709.2199
COPS8	1588.0763	COPS8	941.445
COPZ1	5188.9831	COPZ1	4154.6986
COPZ2	614.4068	COPZ2	265.0709
COQ10A	44.9153	COQ10A	142.7305
COQ10B	694.0678	COQ10B	531.9149
COQ2	290.678	COQ2	182.6241
removed	removed	COQ3	146.2766
COQ4	1016.1017	COQ4	1355.4965
COQ5	966.9492	COQ5	630.7624
COQ6	337.1695	COQ6	420.922
COQ7	566.1017	COQ7	394.9468
COQ9	484.7458	COQ9	869.6809
CORIN	141.5254	CORIN	49.6454
CORO1A	661.8644	CORO1A	812.9433
CORO1B	1913.5593	CORO1B	3250
CORO1C	2659.322	CORO1C	1647.1631
CORO2A	1187.2881	CORO2A	722.5177
CORO2B	116.9492	CORO2B	273.4929
removed	removed	CORO6	10.6383
CORO7	705.2034	CORO7	562.2296
COTL1	2134.7458	COTL1	2001.773
COX10	154.2373	COX10	290.7801
COX11	3103.322	COX11	855.5496
COX15	945.7288	COX15	990.0709
COX16	3478.8136	COX16	1083.7766
COX17	787.2881	COX17	448.5816
COX18	272.8814	COX18	385.6383
COX19	139.3475	COX19	247.0479
COX4I1	4338.1356	COX4I1	8078.0142
COX4I2	11.8644	COX4I2	24.8227
COX4NB	355.9322	COX4NB	490.2482
COX5A	1779.661	COX5A	1463.6525
COX5B	1454.2373	COX5B	1417.9965
COX6A1	4443.2203	COX6A1	2481.383
COX6B1	4177.1186	COX6B1	3017.2872
removed	removed	COX6B2	17.2872
COX6C	5734.7458	COX6C	2585.5496
COX7A1	266.9492	COX7A1	430.8511
COX7A2L	3408.4746	COX7A2L	2193.2624
COX7A2	3648.3051	COX7A2	1712.3227
COX7B	2029.661	COX7B	1509.3085
COX7C	5446.6102	COX7C	3945.0355
COX8A	3350.8475	COX8A	2725.1773
CP110	726.2712	CP110	336.8794
removed	removed	CPA1	21.2766
CPA3	108.4746	CPA3	41.2234
removed	removed	CPA4	92.1986
removed	removed	CPA5	9.1489
CPA6	177.9661	CPA6	15.5142
CPAMD8	51.6949	CPAMD8	1241.1348
removed	removed	CPB1	321.8085
CPD	2899.1525	CPD	1997.7837
CPEB1	6.7797	CPEB1	17.7305
CPEB2	594.9153	CPEB2	291.2234
CPEB3	90.678	CPEB3	120.1241
CPEB4	294.9153	CPEB4	379.4326
CPE	2322.8814	CPE	1997.7837
CPLX1	32.2034	CPLX1	105.4965
CPM	128.8136	CPM	273.0496
CPN2	11.8644	removed	removed
CPNE1	2896.5508	CPNE1	2652.0966
CPNE2	464.4068	CPNE2	920.2128
CPNE3	6084.7458	CPNE3	2280.5851
removed	removed	CPNE4	8.8652
CPNE5	36.4407	CPNE5	46.0993
CPNE7	82.2034	CPNE7	51.4184
CPNE8	105.9322	CPNE8	57.1809
CPOX	330.5085	CPOX	235.3723
CPPED1	766.1017	CPPED1	491.578
CPS1	41.5254	CPS1	128.9894
CPSF1	790.678	CPSF1	1890.5142
CPSF2	1327.9661	CPSF2	854.1667
CPSF3L	2919.4915	CPSF3L	1988.9184
CPSF3	838.9831	CPSF3	779.2553
CPSF4	266.1017	CPSF4	605.4965
CPSF6	1842.3729	CPSF6	1365.6915
CPSF7	1177.1186	CPSF7	1861.7021
CPT1A	311.8644	CPT1A	717.6418
CPT1B	45.9831	CPT1B	162.5798
CPT1C	49.1525	CPT1C	95.3014
CPT2	286.4407	CPT2	882.5355
CPVL	495.7627	CPVL	412.6773
CPXM1	793.2203	CPXM1	1414.4504
CPXM2	343.2203	CPXM2	1183.5106
CPZ	564.4068	CPZ	264.1844
CP	102.0254	CP	767.0479
CR1	41.5254	CR1	21.7199
removed	removed	CR2	22.1631
CRABP1	9.322	CRABP1	1474.734
CRABP2	2311.0169	CRABP2	6192.3759
CRADD	115.2542	CRADD	186.1702
CRAMP1L	405.1017	CRAMP1L	786.7908
CRAT	1579.661	CRAT	2794.7695
removed	removed	CRB2	64.273
CRB3	332.2034	CRB3	287.6773
CRBN	722.8814	CRBN	523.9539
CRCP	697.4576	CRCP	738.4752
CREB1	1577.9661	CREB1	846.6312
CREB3L1	1691.5254	CREB3L1	1137.4113
CREB3L2	1332.2034	CREB3L2	2351.9504
CREB3L4	1827.9661	CREB3L4	1467.1986
CREB3	1232.6186	CREB3	1306.5248
CREB5	91.5254	CREB5	174.6454
CREBBP	2256.7797	CREBBP	2200.7979
CREBL2	1411.8644	CREBL2	1521.2766
CREBZF	582.2034	CREBZF	737.5887
CREG1	2979.661	CREG1	2847.0745
CREG2	5.0847	removed	removed
CRELD1	734.7458	CRELD1	999.1135
CRELD2	796.6102	CRELD2	877.6596
CREM	510.1695	CREM	242.0213
removed	removed	CRHBP	12.4113
CRHR1	10.7203	CRHR1	161.0239
CRIM1	1640.678	CRIM1	3619.6809
CRIP1	378.8136	CRIP1	2059.3972
CRIP2	2890.678	CRIP2	4270.3901
CRIPAK	80.5085	CRIPAK	279.2553
CRIPT	582.2034	CRIPT	394.5035
removed	removed	CRISP3	20.8333
CRISPLD1	120.339	CRISPLD1	848.8475
CRISPLD2	1805.9322	CRISPLD2	956.117
CRKL	1806.7797	CRKL	1909.1312
CRK	687.2881	CRK	730.4965
CRLF1	122.0339	CRLF1	139.1844
CRLF3	210.1695	CRLF3	230.0532
CRLS1	833.8983	CRLS1	683.5106
CRMP1	84.3136	CRMP1	134.7207
CRNKL1	1415.2542	CRNKL1	939.7163
CROCCL1	46.7203	CROCCL1	301.9459
CROCCL2	13.5593	CROCCL2	38.1206
removed	removed	CROCC	848.8475
CROT	249.1525	CROT	590.4255
removed	removed	CRTAC1	47.8723
CRTAM	5.9322	CRTAM	14.6277
CRTAP	3598.3051	CRTAP	4179.9645
CRTC1	206.7797	CRTC1	666.2234
CRTC2	700.8475	CRTC2	773.9362
CRTC3	1318.6441	CRTC3	952.1277
CRY1	376.2712	CRY1	420.656
CRY2	737.2881	CRY2	970.3014
CRYAB	253.3898	CRYAB	3427.7482
CRYBA4	8.4746	removed	removed
CRYBB1	5.9322	removed	removed
CRYBG3	50.5254	CRYBG3	272.6152
