gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
ANKRD9	79.7352	ANKRD9	47.3373
ANKS1A	1646.7819	ANKS1A	1144.3787
ANKS1B	113.5712	ANKS1B	56.213
ANKS3	146.5245	ANKS3	208.284
ANKS6	1063.9206	ANKS6	267.4556
ANKZF1	861.199	ANKZF1	499.4083
ANLN	5595.2924	ANLN	31.9527
ANO10	900.0368	ANO10	982.8402
ANO1	452.5193	ANO1	3395.858
ANO2	168.0029	ANO2	111.2426
removed	removed	ANO3	56.213
removed	removed	ANO4	8.8757
ANO5	36.7782	ANO5	76.3314
ANO6	2143.7293	ANO6	3953.8462
ANO7	19.7131	ANO7	7.6923
ANO8	456.05	ANO8	189.3491
ANO9	95.6234	ANO9	115.3846
ANP32A	1744.7591	ANP32A	2083.432
ANP32B	7960.2795	ANP32B	1863.9053
ANP32E	7664.2883	ANP32E	1029.5858
ANPEP	341.0077	ANPEP	2885.2071
ANTXR1	2423.2438	ANTXR1	3443.787
ANTXR2	441.633	ANTXR2	1742.0118
ANUBL1	106.5097	ANUBL1	206.5089
ANXA11	2061.3461	ANXA11	4049.1124
ANXA1	2944.612	ANXA1	10441.4201
ANXA2P1	95.3292	ANXA2P1	68.6391
ANXA2P2	5423.1703	ANXA2P2	4892.8994
removed	removed	ANXA2P3	6.5089
ANXA2	16590.5112	ANXA2	15232.5444
ANXA3	2965.7962	ANXA3	1723.6686
ANXA4	2104.8915	ANXA4	1657.3964
ANXA5	7184.1118	ANXA5	11686.3905
ANXA6	3946.1567	ANXA6	6498.2249
ANXA7	3064.0677	ANXA7	3539.0533
ANXA8L2	5.0018	ANXA8L2	86.9822
ANXA8	28.5399	ANXA8	366.2722
ANXA9	42.6627	ANXA9	160.9467
AOAH	199.1909	AOAH	126.6272
removed	removed	AOC2	124.2604
AOC3	91.5042	AOC3	7926.6272
AOX1	16.4766	AOX1	1264.497
AP1AR	997.1313	AP1AR	526.0355
AP1B1	1740.6399	AP1B1	2375.7396
AP1G1	1260.7576	AP1G1	2576.9231
AP1G2	703.9853	AP1G2	1182.1479
AP1M1	979.4777	AP1M1	1091.1243
AP1M2	4907.3924	AP1M2	1002.9586
AP1S1	1401.1033	AP1S1	502.9586
AP1S2	323.9426	AP1S2	632.5444
AP1S3	71.4969	AP1S3	192.3077
AP2A1	1350.9702	AP2A1	1565.7278
AP2A2	1293.7109	AP2A2	1600
AP2B1	6144.0235	AP2B1	6033.7278
AP2M1	4393.3799	AP2M1	5315.3846
AP2S1	1083.9279	AP2S1	1106.5089
AP3B1	915.6307	AP3B1	1260.9467
AP3B2	13.8286	AP3B2	55.0296
AP3D1	2487.9735	AP3D1	2175.7396
AP3M1	1139.5366	AP3M1	1343.787
AP3M2	965.3549	AP3M2	510.0592
AP3S1	1013.6079	AP3S1	1166.8639
AP3S2	975.2291	AP3S2	1878.5621
AP4B1	281.7448	AP4B1	376.4379
AP4E1	197.7197	AP4E1	334.3195
AP4M1	511.3174	AP4M1	300.5148
AP4S1	43.5454	AP4S1	93.4911
removed	removed	APAF1	453.8462
APBA1	83.2659	APBA1	195.858
APBA2	566.6789	APBA2	34.9112
APBA3	211.8426	APBA3	162.1302
APBB1IP	365.1342	APBB1IP	629.5858
APBB1	221.2578	APBB1	712.426
APBB2	1374.9172	APBB2	2542.6036
APBB3	100.0368	APBB3	288.1657
APCDD1L	7.0614	APCDD1L	43.1953
APCDD1	562.2655	APCDD1	1111.8343
APC	682.8981	APC	795.858
APEH	1806.5465	APEH	1527.2189
APEX1	2893.7109	APEX1	2460.9467
APEX2	949.1725	APEX2	545.5621
APH1A	11375.947	APH1A	4118.3432
APH1B	111.5116	APH1B	779.2899
API5	1958.367	API5	2569.2308
APIP	222.8466	APIP	281.9349
APITD1	202.1567	APITD1	123.6686
APLF	151.2321	APLF	95.2663
APLNR	385.73	APLNR	2001.1834
APLN	52.9606	APLN	149.1124
APLP1	92.9754	APLP1	25.4438
APLP2	5996.6164	APLP2	14869.2308
APOA1BP	3553.6594	APOA1BP	1136.0947
APOB48R	79.7352	APOB48R	108.8757
APOBEC3A	59.7278	APOBEC3A	42.0118
APOBEC3B	1160.7209	APOBEC3B	46.1538
APOBEC3C	421.6256	APOBEC3C	427.8107
APOBEC3D	199.1909	APOBEC3D	131.3609
APOBEC3F	214.7848	APOBEC3F	191.716
APOBEC3G	497.5359	APOBEC3G	340.2367
APOBEC3H	14.1228	removed	removed
APOB	5.8845	APOB	34.3195
APOC1	1626.4803	APOC1	288.7574
APOC2	86.2082	APOC2	24.8521
APOD	27.0688	APOD	27734.9112
APOE	4398.9702	APOE	1641.4201
removed	removed	APOF	5.9172
APOL1	1401.986	APOL1	3096.4497
APOL2	555.7926	APOL2	1040.8284
APOL3	571.975	APOL3	1768.0473
APOL4	164.178	APOL4	791.716
APOL6	3765.2078	APOL6	4830.7692
APOLD1	214.1905	APOLD1	1452.6627
APOM	20.89	APOM	58.5799
APOOL	162.1184	APOOL	175.1479
APOO	244.7959	APOO	214.2012
APPBP2	1022.1405	APPBP2	1208.284
APPL1	2361.1622	APPL1	1607.6923
APPL2	911.5116	APPL2	1349.1124
APP	23812.8724	APP	23719.5266
APRT	1028.9077	APRT	1096.4497
APTX	718.4994	APTX	477.5148
AQP11	10.8864	AQP11	48.5207
AQP1	692.0191	AQP1	14190.5266
AQP3	167.4145	AQP3	518.3432
AQP4	6.7672	AQP4	31.9527
removed	removed	AQP5	507.1006
removed	removed	AQP7P1	140.2367
removed	removed	AQP7P3	31.3609
removed	removed	AQP7	1033.1361
AQP9	164.7665	AQP9	24.2604
removed	removed	AQPEP	175.4201
AQR	659.9485	AQR	942.6036
ARAF	1794.4833	ARAF	1286.9822
ARAP1	1315.7631	ARAP1	1641.4083
ARAP2	514.0125	ARAP2	398.2249
ARAP3	177.1239	ARAP3	901.1834
ARCN1	2876.3516	ARCN1	3877.5148
removed	removed	ARC	63.9053
AREG	27.363	AREG	78.6982
ARF1	5737.1092	ARF1	8027.8107
ARF3	4079.441	ARF3	4421.3018
ARF4	3604.8547	ARF4	4680.4734
ARF5	2933.9463	ARF5	2294.6036
ARF6	3869.3637	ARF6	3369.8225
ARFGAP1	822.6554	ARFGAP1	797.6331
ARFGAP2	1246.3406	ARFGAP2	1712.426
ARFGAP3	1091.2836	ARFGAP3	1426.0355
ARFGEF1	4121.3476	ARFGEF1	1640.8284
ARFGEF2	1246.929	ARFGEF2	1868.6391
ARFIP1	1129.5329	ARFIP1	1166.8639
ARFIP2	439.8676	ARFIP2	1778.1065
ARFRP1	225.377	ARFRP1	400
ARG2	126.1552	ARG2	183.3254
ARGLU1	964.4722	ARGLU1	2328.4024
ARHGAP10	208.0177	ARHGAP10	519.5266
ARHGAP11A	1358.4406	ARHGAP11A	58.5799
ARHGAP11B	87.0908	removed	removed
ARHGAP12	767.3409	ARHGAP12	923.6686
ARHGAP15	146.5245	ARHGAP15	129.5858
ARHGAP17	1026.2597	ARHGAP17	1634.9112
ARHGAP18	395.1453	ARHGAP18	680.4734
ARHGAP19	461.9345	ARHGAP19	457.9882
ARHGAP1	1376.9768	ARHGAP1	3622.4852
ARHGAP20	13.8286	ARHGAP20	327.8107
ARHGAP21	4415.7411	ARHGAP21	2010.0592
ARHGAP22	438.1022	ARHGAP22	37.8698
ARHGAP23	287.4586	ARHGAP23	1469.2308
ARHGAP24	67.3777	ARHGAP24	433.7278
ARHGAP25	464.2883	ARHGAP25	485.2071
ARHGAP26	357.4844	ARHGAP26	866.2722
ARHGAP27	1138.9334	ARHGAP27	628.9941
ARHGAP28	191.8352	ARHGAP28	254.4379
ARHGAP29	1030.9673	ARHGAP29	3921.8935
ARHGAP30	768.2236	ARHGAP30	592.8994
ARHGAP31	361.3093	ARHGAP31	1591.716
ARHGAP32	639.9412	ARHGAP32	1054.4379
ARHGAP33	969.4741	ARHGAP33	124.8521
removed	removed	ARHGAP36	165.0888
ARHGAP39	1087.7529	ARHGAP39	202.3669
ARHGAP42	53.2549	ARHGAP42	151.4793
ARHGAP4	826.7745	ARHGAP4	469.8225
ARHGAP5	1346.3773	ARHGAP5	2307.6923
ARHGAP6	28.2457	ARHGAP6	192.8994
ARHGAP8	164.7665	ARHGAP8	414.1361
ARHGAP9	295.1085	ARHGAP9	182.2485
ARHGDIA	6941.3755	ARHGDIA	4618.9349
ARHGDIB	2945.2004	ARHGDIB	5385.2071
removed	removed	ARHGDIG	20.1183
ARHGEF10L	815.0055	ARHGEF10L	747.3373
ARHGEF10	349.246	ARHGEF10	967.4556
ARHGEF11	2731.8867	ARHGEF11	1081.6568
ARHGEF12	1473.1887	ARHGEF12	4949.7041
ARHGEF15	99.7426	ARHGEF15	1949.7041
ARHGEF16	823.8323	ARHGEF16	188.1657
ARHGEF17	905.3328	ARHGEF17	1624.8521
ARHGEF18	850.0184	ARHGEF18	647.3373
ARHGEF19	1200.4413	ARHGEF19	216.568
ARHGEF1	1632.6591	ARHGEF1	1199.4083
ARHGEF2	5382.5671	ARHGEF2	1704.142
ARHGEF33	10.2979	ARHGEF33	8.8757
ARHGEF35	339.2424	ARHGEF35	262.1302
ARHGEF37	261.861	ARHGEF37	1184.0237
removed	removed	ARHGEF38	40.8284
ARHGEF3	1445.8257	ARHGEF3	1067.4556
ARHGEF4	268.0397	ARHGEF4	155.0296
ARHGEF5	661.7139	ARHGEF5	437.2781
ARHGEF6	1333.4314	ARHGEF6	2437.2781
ARHGEF7	850.9011	ARHGEF7	1794.6746
ARHGEF9	879.7352	ARHGEF9	582.2485
ARID1A	5407.5763	ARID1A	2342.0118
ARID1B	1466.4215	ARID1B	1586.3905
ARID2	553.1445	ARID2	662.1302
ARID3A	70.32	ARID3A	52.6627
ARID3B	110.0405	ARID3B	112.426
ARID4A	436.6311	ARID4A	636.6864
ARID4B	645.8786	ARID4B	1179.2367
ARID5A	293.9316	ARID5A	1195.858
ARID5B	749.3932	ARID5B	3305.3254
ARIH1	1412.2839	ARIH1	1888.1657
ARIH2	2254.0493	ARIH2	1617.6923
ARL10	34.7186	ARL10	13.0178
ARL11	38.8378	ARL11	35.503
ARL13B	253.3284	ARL13B	408.284
ARL15	105.0386	ARL15	638.4615
ARL16	482.5303	ARL16	243.787
ARL17A	55.7146	ARL17A	30.6568
ARL1	1784.4796	ARL1	2314.7929
ARL2BP	1019.7867	ARL2BP	1928.4024
ARL2	1231.6293	ARL2	1223.6686
ARL3	481.3534	ARL3	564.497
ARL4A	333.3579	ARL4A	924.2604
ARL4C	2440.8974	ARL4C	1422.4852
ARL4D	16.1824	ARL4D	179.8817
ARL5A	857.6683	ARL5A	837.2781
ARL5B	529.9007	ARL5B	131.9527
ARL6IP1	15341.5226	ARL6IP1	4206.5089
ARL6IP4	1516.7341	ARL6IP4	871.0059
ARL6IP5	2449.1357	ARL6IP5	5246.1538
ARL6IP6	700.8459	ARL6IP6	294.6746
ARL6	70.9084	ARL6	67.4556
ARL8A	1552.3354	ARL8A	1114.2012
ARL8B	1911.5851	ARL8B	2379.8817
ARL9	176.8297	removed	removed
ARMC10	884.6723	ARMC10	655.2426
ARMC1	2200.2207	ARMC1	600.5917
ARMC2	37.6609	ARMC2	56.213
ARMC3	27.9515	ARMC3	5.3254
ARMC4	27.0688	removed	removed
ARMC5	138.5804	ARMC5	228.9941
ARMC6	1278.676	ARMC6	434.9112
ARMC7	287.7529	ARMC7	307.6923
ARMC8	757.043	ARMC8	718.3432
ARMC9	72.0853	ARMC9	139.645
ARMCX1	715.263	ARMCX1	673.3728
ARMCX2	880.3236	ARMCX2	665.0888
ARMCX3	1162.4862	ARMCX3	1895.858
ARMCX5	298.9334	ARMCX5	385.2071
ARMCX6	280.103	ARMCX6	187.574
ARNT2	1316.3663	ARNT2	266.2722
ARNTL2	146.2302	ARNTL2	70.4142
ARNTL	150.3494	ARNTL	230.1775
ARNT	2715.7043	ARNT	1741.4201
ARPC1A	2897.6447	ARPC1A	2256.213
ARPC1B	1935.3086	ARPC1B	2040.2367
ARPC2	4407.5028	ARPC2	4511.2426
ARPC3	2862.8172	ARPC3	2739.0533
ARPC4	2922.1449	ARPC4	2964.1361
ARPC5L	1966.6054	ARPC5L	663.9053
ARPC5	6135.491	ARPC5	3580.4734
ARPM1	27.6572	ARPM1	68.0473
ARPP19	2299.0805	ARPP19	4187.574
ARRB1	195.0717	ARRB1	875.1479
ARRB2	1156.3075	ARRB2	688.1657
ARRDC1	968.2972	ARRDC1	761.5385
ARRDC2	635.2335	ARRDC2	645.5621
ARRDC3	834.1302	ARRDC3	3842.6036
ARRDC4	150.3494	ARRDC4	952.6627
ARSA	654.064	ARSA	752.6627
ARSB	315.1159	ARSB	254.4379
ARSD	1004.4869	ARSD	2681.6568
ARSE	26.4803	ARSE	16.568
ARSG	33.836	ARSG	268.6391
removed	removed	ARSH	6.5089
ARSI	60.3163	ARSI	31.9527
ARSJ	27.6572	ARSJ	185.7988
ARSK	155.057	ARSK	140.8284
ART3	3671.9382	ART3	14.7929
removed	removed	ART4	21.8935
removed	removed	ART5	14.7929
ARTN	22.6554	ARTN	10.6509
ARV1	88.8562	ARV1	384.0237
ARVCF	209.783	ARVCF	298.2249
removed	removed	ARX	24.8521
AR	46.4877	AR	384.0237
AS3MT	168.8856	AS3MT	268.6036
ASAH1	2114.3067	ASAH1	10860.355
ASAH2B	14.4171	ASAH2B	14.7929
ASAM	167.1203	ASAM	779.2899
ASAP1	2782.4936	ASAP1	1320.7101
ASAP2	1632.9533	ASAP2	834.9112
ASAP3	1752.409	ASAP3	901.1834
ASB13	805.5903	ASB13	651.4793
ASB14	5.0018	ASB14	5.3254
ASB1	272.6326	ASB1	520.4675
ASB2	54.1376	ASB2	61.5385
ASB3	300.1103	ASB3	271.5976
ASB6	1125.9198	ASB6	762.9941
ASB7	329.2387	ASB7	451.4793
ASB8	559.6175	ASB8	911.8343
ASB9	32.9533	ASB9	59.1716
ASCC1	555.2041	ASCC1	446.1538
ASCC2	692.3134	ASCC2	1076.3314
ASCC3	1093.9316	ASCC3	760.9467
ASCL2	13.5344	ASCL2	34.9112
ASF1A	520.1912	ASF1A	515.3846
ASF1B	1389.3343	ASF1B	46.1538
removed	removed	ASGR1	7.6923
removed	removed	ASGR2	10.0592
ASH1L	2983.0232	ASH1L	2009.9704
ASH2L	1789.4814	ASH2L	1077.5148
removed	removed	ASIP	5.3254
ASL	542.2582	ASL	475.7396
ASMTL	315.0923	ASMTL	595.858
ASNA1	2367.0467	ASNA1	1005.3254
ASNSD1	776.4619	ASNSD1	1014.7929
ASNS	2351.4527	ASNS	386.9822
removed	removed	ASPA	88.1657
ASPHD1	55.9029	ASPHD1	16.568
ASPHD2	94.1523	ASPHD2	74.5562
ASPH	6222.0022	ASPH	9490.9586
ASPM	998.3082	ASPM	14.2012
ASPN	1002.7216	ASPN	466.8639
ASPRV1	39.0026	ASPRV1	99.1124
ASPSCR1	672.0118	ASPSCR1	262.7219
ASRGL1	236.8518	ASRGL1	588.1657
ASS1	4808.2383	ASS1	3583.432
ASTE1	164.79	ASTE1	239.6627
removed	removed	ASTN1	23.6686
ASTN2	66.2008	ASTN2	147.929
ASXL1	1956.0132	ASXL1	1789.9408
ASXL2	805.2961	ASXL2	501.1834
removed	removed	ASXL3	15.9763
ATAD1	1200.4413	ATAD1	1090.5325
ATAD2B	549.6138	ATAD2B	291.716
ATAD2	4922.3979	ATAD2	353.2544
ATAD3A	545.4947	ATAD3A	248.5207
ATAD3B	198.3082	ATAD3B	171.0059
ATAD3C	8.5325	ATAD3C	226.6272
ATAD5	298.6392	ATAD5	50.8876
ATE1	205.3696	ATE1	211.2426
ATF1	601.1033	ATF1	506.5089
ATF2	399.8529	ATF2	434.3195
ATF3	829.4226	ATF3	1860.9467
ATF4	6324.384	ATF4	6634.9112
ATF5	599.0438	ATF5	530.1775
ATF6B	4112.9827	ATF6B	1642.568
ATF6	2600.3678	ATF6	1502.3669
ATF7IP2	56.1971	ATF7IP2	102.3669
ATF7IP	1298.1243	ATF7IP	526.0355
ATF7	980.3604	ATF7	1485.9822
ATG10	80.6179	ATG10	115.3846
ATG12	525.4873	ATG12	633.7278
ATG16L1	596.3957	ATG16L1	968.6391
ATG16L2	307.1041	ATG16L2	276.0296
ATG2A	591.6881	ATG2A	576.3314
ATG2B	403.972	ATG2B	939.0533
ATG3	1113.9389	ATG3	857.3964
ATG4A	436.3369	ATG4A	351.4793
ATG4B	908.5693	ATG4B	749.7041
ATG4C	182.1258	ATG4C	217.7515
ATG4D	318.0169	ATG4D	206.6746
ATG5	728.7974	ATG5	812.426
ATG7	560.9503	ATG7	716.4911
ATG9A	1285.199	ATG9A	1287.6509
ATG9B	45.2578	ATG9B	16.3491
ATHL1	611.6955	ATHL1	1004.7337
ATIC	2224.3472	ATIC	1511.2426
ATL1	170.651	ATL1	376.9231
ATL2	2881.0592	ATL2	1244.9704
ATL3	960.9415	ATL3	437.2781
ATMIN	1298.4185	ATMIN	2100.5917
ATM	507.2453	ATM	1201.1834
ATN1	3174.4024	ATN1	4510.0592
removed	removed	ATOH8	423.6686
ATOX1	876.4987	ATOX1	884.0237
ATP10A	185.6565	ATP10A	189.3491
ATP10D	380.7282	ATP10D	470.4142
ATP11A	801.1769	ATP11A	602.9586
ATP11B	1369.327	ATP11B	1123.6686
ATP11C	1008.0177	ATP11C	765.0888
ATP13A1	1366.6789	ATP13A1	1027.2189
ATP13A2	810.5921	ATP13A2	870.4142
ATP13A3	2327.032	ATP13A3	2462.7219
ATP13A4	5.8845	ATP13A4	60.9467
ATP13A5	112.6885	ATP13A5	97.6331
ATP1A1	6792.7885	ATP1A1	15642.568
removed	removed	ATP1A2	1305.9172
ATP1A3	38.5436	ATP1A3	10.0592
ATP1B1	2295.3439	ATP1B1	5822.6331
ATP1B2	8.8268	ATP1B2	177.5148
ATP1B3	1616.7709	ATP1B3	2393.4911
ATP2A1	38.2494	removed	removed
ATP2A2	6421.4785	ATP2A2	5075.1479
ATP2A3	780.2869	ATP2A3	1198.2249
ATP2B1	728.7974	ATP2B1	1534.3195
ATP2B2	6.7672	ATP2B2	10.6509
ATP2B4	1775.6528	ATP2B4	5403.5503
ATP2C1	4168.5679	ATP2C1	2607.6746
ATP2C2	273.63	ATP2C2	336.6864
ATP5A1	9757.705	ATP5A1	10395.2663
ATP5B	16526.6642	ATP5B	9423.6686
ATP5C1	5395.2188	ATP5C1	2663.3136
ATP5D	360.7209	ATP5D	543.1953
ATP5EP2	22.3612	ATP5EP2	24.8521
ATP5E	2573.5932	ATP5E	3627.2189
ATP5F1	1436.9989	ATP5F1	2727.2189
ATP5G1	1533.7992	ATP5G1	650.2959
ATP5G2	5642.6627	ATP5G2	4471.5976
ATP5G3	2937.8448	ATP5G3	2723.6686
ATP5H	2316.7341	ATP5H	1896.4497
ATP5I	1748.4399	ATP5I	897.6331
ATP5J2	1505.8477	ATP5J2	691.716
ATP5J	1648.3295	ATP5J	1702.5503
ATP5L	1710.9231	ATP5L	2689.9408
ATP5O	3321.5153	ATP5O	2739.0533
ATP5SL	925.9287	ATP5SL	714.2012
ATP5S	160.3531	ATP5S	160.355
ATP6AP1L	27.0688	ATP6AP1L	71.0059
ATP6AP1	3798.4553	ATP6AP1	3155.0296
ATP6AP2	2314.9687	ATP6AP2	3548.5207
ATP6V0A1	1084.5164	ATP6V0A1	1468.0473
ATP6V0A2	1076.8665	ATP6V0A2	688.7574
ATP6V0A4	13.8286	ATP6V0A4	209.4675
ATP6V0B	2283.1924	ATP6V0B	1555.0296
ATP6V0C	1611.769	ATP6V0C	2342.6036
ATP6V0D1	1327.2527	ATP6V0D1	2082.8402
ATP6V0D2	10.5921	removed	removed
ATP6V0E1	2488.562	ATP6V0E1	3021.8935
ATP6V0E2	569.9007	ATP6V0E2	898.1716
ATP6V1A	1696.2118	ATP6V1A	1970.4142
removed	removed	ATP6V1B1	453.8462
ATP6V1B2	2008.0912	ATP6V1B2	1840.8284
ATP6V1C1	1891.2836	ATP6V1C1	1564.497
ATP6V1C2	399.3468	ATP6V1C2	146.2485
ATP6V1D	819.7131	ATP6V1D	1413.0178
ATP6V1E1	1251.6366	ATP6V1E1	2489.3491
ATP6V1E2	109.1578	ATP6V1E2	72.7811
ATP6V1F	2131.9544	ATP6V1F	1175.7337
ATP6V1G1	3118.7937	ATP6V1G1	2179.8817
ATP6V1G2	6.473	ATP6V1G2	10.6509
ATP6V1H	1728.8709	ATP6V1H	1166.8639
ATP7A	282.4568	ATP7A	713.0178
ATP7B	29.1284	ATP7B	313.0178
ATP8A1	290.9893	ATP8A1	1039.645
removed	removed	ATP8A2	73.9645
ATP8B1	181.8433	ATP8B1	1320.4142
ATP8B2	398.0875	ATP8B2	1126.6272
ATP8B3	10.8864	ATP8B3	26.6272
ATP8B4	123.5748	ATP8B4	272.1893
ATP8B5P	17.0651	ATP8B5P	37.8698
ATP9A	1338.139	ATP9A	2515.9763
ATP9B	273.9242	ATP9B	521.8935
ATPAF1	1688.7385	ATPAF1	1372.6095
ATPAF2	308.4722	ATPAF2	259.7633
ATPBD4	83.8544	ATPBD4	143.787
ATPIF1	534.0199	ATPIF1	816.568
ATRIP	409.1798	ATRIP	229.7515
ATRNL1	17.3593	ATRNL1	196.4497
ATRN	1180.1398	ATRN	1842.6036
ATRX	2032.512	ATRX	1998.8166
ATR	689.9595	ATR	755.0296
ATXN10	1817.1387	ATXN10	2082.8402
ATXN1L	861.199	ATXN1L	1556.213
ATXN1	386.6127	ATXN1	807.6923
ATXN2L	4150.0552	ATXN2L	1604.7337
ATXN2	1499.9632	ATXN2	661.5385
ATXN3	435.7484	ATXN3	585.7988
ATXN7L1	320.7061	ATXN7L1	184.6154
ATXN7L2	128.8709	ATXN7L2	73.3728
ATXN7L3B	3664.5826	ATXN7L3B	3015.9763
ATXN7L3	1488.7826	ATXN7L3	1116.568
ATXN7	950.9378	ATXN7	811.2426
AUH	257.1534	AUH	329.5858
AUP1	3544.5767	AUP1	1634.4911
AURKAIP1	711.1438	AURKAIP1	713.6095
AURKAPS1	41.1916	AURKAPS1	5.9172
AURKA	1028.025	AURKA	46.1538
AURKB	1206.3259	AURKB	5.9172
AURKC	12.0633	AURKC	17.1598
AUTS2	1479.6616	AUTS2	1802.9586
AVEN	304.5237	AVEN	179.2899
AVIL	9.4152	AVIL	64.497
AVL9	349.5403	AVL9	187.574
AVPI1	118.2788	AVPI1	331.9527
AVPR1A	10.0037	AVPR1A	63.3136
removed	removed	AVPR2	174.5562
AXIN1	1444.0603	AXIN1	529.5858
AXIN2	121.5153	AXIN2	256.8047
AXL	745.274	AXL	1755.0296
AZGP1	20037.3667	AZGP1	29161.5385
AZI1	414.8584	AZI1	72.1893
AZI2	763.8102	AZI2	1205.3254
AZIN1	7266.2008	AZIN1	3688.7574
AZU1	29.4226	removed	removed
B2M	49863.9206	B2M	71537.8698
B3GALNT1	517.8374	B3GALNT1	427.2189
B3GALNT2	508.7517	B3GALNT2	751.1953
removed	removed	B3GALT1	8.8757
removed	removed	B3GALT2	15.3846
B3GALT4	204.1927	B3GALT4	173.9645
removed	removed	B3GALT5	7.6923
B3GALT6	446.6348	B3GALT6	397.0414
B3GALTL	168.5914	B3GALTL	320.1183
B3GAT1	104.4502	B3GAT1	101.7751
B3GAT2	6.6171	B3GAT2	7.2071
B3GAT3	394.2626	B3GAT3	428.4024
B3GNT1	220.3751	B3GNT1	662.7219
B3GNT2	743.5086	B3GNT2	1022.4852
removed	removed	B3GNT3	68.6391
B3GNT4	18.242	removed	removed
B3GNT5	451.6366	B3GNT5	249.1124
B3GNT7	89.1504	B3GNT7	123.0769
B3GNT8	79.1467	B3GNT8	52.071
B3GNT9	96.6914	B3GNT9	266.4675
B3GNTL1	79.9353	B3GNTL1	45.929
B4GALNT1	293.9787	B4GALNT1	17.6627
B4GALNT3	431.0408	B4GALNT3	115.9763
B4GALNT4	237.4402	B4GALNT4	134.9112
B4GALT1	9391.0997	B4GALT1	4607.1006
B4GALT2	2575.6528	B4GALT2	948.5207
B4GALT3	2540.0515	B4GALT3	913.0178
B4GALT4	847.3704	B4GALT4	457.3964
B4GALT5	1607.3556	B4GALT5	1886.9822
B4GALT6	19.7131	B4GALT6	213.6095
B4GALT7	257.7418	B4GALT7	366.2722
B9D1	583.5881	B9D1	114.7929
B9D2	66.2008	B9D2	70.4142
removed	removed	BAALC	243.787
BACE1	417.2122	BACE1	1122.4852
BACE2	1413.4608	BACE2	1681.6568
BACH1	968.8856	BACH1	979.8817
BACH2	79.1467	BACH2	141.4201
BAD	711.3939	BAD	702.7574
BAG1	1026.8481	BAG1	1414.9941
BAG2	511.3645	BAG2	137.2781
BAG3	689.9595	BAG3	2111.2426
BAG4	250.6804	BAG4	157.3964
BAG5	1936.5943	BAG5	1776.3314
removed	removed	BAGE2	26.0355
BAHCC1	508.7164	BAHCC1	461.5385
BAHD1	453.9904	BAHD1	750.8876
removed	removed	BAI1	12.426
removed	removed	BAI2	88.1657
removed	removed	BAI3	14.2012
BAIAP2L1	1508.79	BAIAP2L1	468.6391
BAIAP2L2	423.0967	BAIAP2L2	16.568
BAIAP2	616.4031	BAIAP2	740.8284
BAIAP3	5.605	BAIAP3	189.6568
BAK1	912.1	BAK1	291.716
BAMBI	4954.7628	BAMBI	1034.3195
BANF1	3528.356	BANF1	1582.8402
BANK1	39.132	BANK1	136.6864
BANP	266.2744	BANP	155.6213
BAP1	2036.3369	BAP1	1431.3609
BARD1	342.1846	BARD1	84.6154
BARX1	1930.4156	BARX1	22.4852
BARX2	1918.6466	BARX2	427.8107
BASP1	976.8297	BASP1	514.7929
BAT1	5736.5208	BAT1	5534.3195
BAT2L1	10217.221	BAT2L1	3951.0651
BAT2L2	7546.8922	BAT2L2	3468.6391
BAT2	14458.2567	BAT2	4679.8817
BAT3	6408.8268	BAT3	3256.8047
BAT4	394.2626	BAT4	201.1834
BAT5	1370.7981	BAT5	813.6095
BATF2	251.8573	BATF2	163.3136
BATF3	47.0761	BATF3	51.4793
BATF	126.2229	BATF	139.0533
BAX	544.0235	BAX	318.9349
BAZ1A	2335.5645	BAZ1A	1252.6627
BAZ1B	4765.8698	BAZ1B	1874.5562
BAZ2A	2861.2137	BAZ2A	2090.9408
BAZ2B	239.1114	BAZ2B	919.4615
BBC3	77.0872	BBC3	97.6331
BBOX1	15.0055	BBOX1	292.8994
BBS10	328.9445	BBS10	400
BBS12	101.5079	BBS12	194.6746
BBS1	262.7966	BBS1	1022.4852
BBS2	474.292	BBS2	1182.8402
BBS4	70.9084	BBS4	462.7219
BBS5	105.7271	BBS5	263.2722
BBS7	295.1085	BBS7	290.5325
BBS9	136.815	BBS9	302.9586
BBX	1166.0169	BBX	1645.5621
BCAM	245.9728	BCAM	4158.5799
removed	removed	BCAN	9.4675
BCAP29	514.601	BCAP29	1542.6036
BCAP31	5087.4586	BCAP31	4611.8343
BCAR1	301.2872	BCAR1	1094.0828
BCAR3	273.0416	BCAR3	790.5325
removed	removed	BCAS1	350.8876
BCAS2	422.9702	BCAS2	848.2485
BCAS3	574.623	BCAS3	560.355
BCAS4	913.8654	BCAS4	804.7337
BCAT1	446.929	BCAT1	300.5917
BCAT2	556.0868	BCAT2	449.1124
removed	removed	BCCIP	1199.6154
BCDIN3D	125.0813	BCDIN3D	234.4734
removed	removed	BCHE	213.6095
BCKDHA	2117.5432	BCKDHA	715.3846
BCKDHB	351.3056	BCKDHB	563.9053
BCKDK	719.3821	BCKDK	966.8639
BCL10	333.0636	BCL10	543.1953
BCL11A	393.6741	BCL11A	64.497
BCL11B	253.3284	BCL11B	104.7337
BCL2A1	344.2442	BCL2A1	78.1065
BCL2L11	1016.256	BCL2L11	725.4438
