gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
ECM2	582.8144	ECM2	4714.9485
ECSCR	62.8413	ECSCR	277.3196
ECSIT	826.1328	ECSIT	554.1237
ECT2L	24.5234	removed	removed
ECT2	1327.3302	ECT2	398.9691
EDA2R	48.6637	EDA2R	97.9381
EDARADD	781.3009	EDARADD	37.1134
EDA	45.9814	EDA	161.3402
EDC3	871.731	EDC3	608.7629
EDC4	769.522	EDC4	784.2062
EDEM1	1105.4699	EDEM1	1151.5464
EDEM2	849.5067	EDEM2	697.4227
EDEM3	3088.4184	EDEM3	1715.9794
EDF1	4580.1322	EDF1	2322.6804
EDIL3	245.2342	EDIL3	241.7526
EDN1	149.0564	EDN1	860.3093
EDN2	27.5888	EDN2	8.7629
EDN3	13.0281	removed	removed
EDNRA	916.1797	EDNRA	500.5155
EDNRB	204.2341	EDNRB	1072.1649
EEA1	694.7026	EEA1	1890.2062
EED	348.3092	EED	330.9278
EEF1A1P9	9424.6575	EEF1A1P9	6168.5567
EEF1A1	148473.6086	EEF1A1	113656.1856
EEF1A2	1223.1057	removed	removed
EEF1B2	4454.8328	EEF1B2	3646.9072
EEF1D	7827.5697	EEF1D	4626.2887
EEF1E1	257.1128	EEF1E1	123.1959
EEF1G	20281.253	EEF1G	14098.4536
EEF2K	1607.8168	EEF2K	1965.9794
EEF2	72354.8233	EEF2	47483.5052
EEFSEC	438.0611	EEFSEC	377.2732
EEPD1	263.6268	EEPD1	1498.9691
EFCAB10	12.3115	removed	removed
EFCAB1	26.8225	removed	removed
EFCAB2	307.3091	EFCAB2	212.8866
EFCAB4A	896.6376	EFCAB4A	60.3093
EFCAB4B	49.43	EFCAB4B	54.6392
EFCAB6	26.0561	EFCAB6	10.8247
EFCAB7	104.2245	EFCAB7	71.134
EFEMP1	3934.8597	EFEMP1	18139.6907
EFEMP2	1054.8903	EFEMP2	1815.9794
EFHA1	1275.6011	EFHA1	673.1959
EFHA2	29.1216	EFHA2	141.7526
EFHB	5.3645	removed	removed
EFHC1	326.8512	EFHC1	264.9485
EFHC2	62.8413	EFHC2	9.2784
EFHD1	5105.0867	EFHD1	891.7526
EFHD2	1095.8904	EFHD2	1570.1031
EFNA1	3380.7836	EFNA1	640.2062
EFNA3	1108.2173	EFNA3	41.7526
EFNA4	833.348	EFNA4	94.8454
EFNA5	190.8229	EFNA5	529.8969
EFNB1	417.2813	EFNB1	1481.4433
EFNB2	482.0385	EFNB2	1140.2062
EFNB3	83.1497	EFNB3	56.701
EFR3A	2524.3797	EFR3A	1895.8763
EFR3B	107.29	EFR3B	39.6907
EFS	543.7302	EFS	564.9485
EFTUD1	698.5343	EFTUD1	555.1546
EFTUD2	2047.9318	EFTUD2	1775.7732
EGFL6	42.916	EGFL6	15.4639
EGFL7	225.6921	EGFL7	969.5876
EGFL8	48.5947	EGFL8	101.3505
EGFLAM	234.122	EGFLAM	727.8351
EGFR	164.7667	EGFR	1787.5979
EGF	854.8712	EGF	9.7938
EGLN1	1162.1803	EGLN1	1498.9691
EGLN2	3156.4288	EGLN2	1335.0515
EGLN3	1142.6382	EGLN3	101.0309
EGOT	5.3645	EGOT	6.1856
EGR1	1710.1255	EGR1	11035.0515
EGR2	184.692	EGR2	503.6082
EGR3	226.0753	EGR3	374.2268
EHBP1L1	575.1509	EHBP1L1	1248.9691
EHBP1	632.2445	EHBP1	2645.1753
EHD1	1411.2463	EHD1	1897.4227
EHD2	3233.2599	EHD2	13065.9794
EHD3	209.2154	EHD3	173.7113
EHD4	1313.5358	EHD4	2213.4021
EHF	4539.8985	EHF	21.6495
EHHADH	419.1972	EHHADH	731.9588
EHMT1	1423.1248	EHMT1	960.3093
EHMT2	1559.9195	EHMT2	1010.3093
EI24	2724.0157	EI24	2185.0515
EID1	3309.8956	EID1	4518.0412
EID2B	38.701	EID2B	50
EID2	301.9446	EID2	187.1134
EID3	30.6543	EID3	45.3608
EIF1AD	460.1973	EIF1AD	390.7216
EIF1AX	1581.3775	EIF1AX	1901.0309
EIF1B	696.2353	EIF1B	904.1237
EIF1	8458.6646	EIF1	16541.2371
EIF2AK1	5409.4722	EIF2AK1	2443.3866
EIF2AK2	339.1129	EIF2AK2	396.9072
EIF2AK3	1277.517	EIF2AK3	667.5258
EIF2AK4	1131.9092	EIF2AK4	1726.8041
EIF2A	2452.3422	EIF2A	2010.3093
EIF2B1	977.8714	EIF2B1	1122.1649
EIF2B2	724.5905	EIF2B2	481.9588
EIF2B3	424.5617	EIF2B3	918.0412
EIF2B4	848.7403	EIF2B4	714.433
EIF2B5	1564.9009	EIF2B5	828.866
EIF2C1	882.46	EIF2C1	1089.6907
EIF2C2	142.5424	EIF2C2	222.6804
EIF2C3	153.6546	EIF2C3	170.6186
EIF2C4	220.3276	EIF2C4	447.4227
EIF2S1	1982.9486	EIF2S1	1711.3402
EIF2S2	1500.1437	EIF2S2	1334.0206
EIF2S3	5722.7704	EIF2S3	4737.1134
EIF3A	6016.6683	EIF3A	7518.5567
EIF3B	3870.4857	EIF3B	2987.1134
EIF3CL	16475.7735	EIF3CL	7954.3196
EIF3C	263.7609	EIF3C	1999.8041
EIF3D	3163.5214	EIF3D	4279.3814
EIF3E	4921.9274	EIF3E	6450
EIF3F	2579.5574	EIF3F	3078.3505
EIF3G	3172.5338	EIF3G	2071.5979
EIF3H	6290.2577	EIF3H	3886.5979
EIF3I	3621.8182	EIF3I	3193.5155
EIF3J	1372.9284	EIF3J	1333.5052
EIF3K	4210.7482	EIF3K	3046.9072
EIF3L	5631.5739	EIF3L	8024.7423
EIF3M	3053.0166	EIF3M	2400.6959
EIF4A1	10033.9036	EIF4A1	9435.3041
EIF4A2	6671.5203	EIF4A2	8731.4433
EIF4A3	1948.8457	EIF4A3	1108.2474
EIF4B	9397.0572	EIF4B	10552.3866
EIF4E2	1384.807	EIF4E2	1505.1546
EIF4E3	1248.3954	EIF4E3	1705.1546
EIF4EBP1	336.4307	EIF4EBP1	659.2784
EIF4EBP2	4550.2443	EIF4EBP2	13100
EIF4EBP3	353.7044	EIF4EBP3	421.3918
EIF4ENIF1	495.4498	EIF4ENIF1	579.8969
EIF4E	700.8334	EIF4E	350
EIF4G1	9285.9469	EIF4G1	6690.7216
EIF4G2	16762.9083	EIF4G2	19121.134
EIF4G3	1619.6954	EIF4G3	2380.9278
EIF4H	5562.2186	EIF4H	5257.2165
EIF5A2	74.7198	EIF5A2	246.3918
EIF5AL1	1810.1351	EIF5AL1	1124.2268
EIF5A	5570.6485	EIF5A	3829.3814
EIF5B	3737.5228	EIF5B	3293.8144
EIF5	4880.5441	EIF5	4846.3918
EIF6	2633.5856	EIF6	1179.8969
ELAC1	75.375	ELAC1	148.6443
ELAC2	1377.9098	ELAC2	1361.8557
removed	removed	ELANE	23.7113
ELAVL1	2096.7526	ELAVL1	1236.5979
ELAVL2	19.1589	removed	removed
ELF1	1655.7141	ELF1	1574.2268
ELF2	710.7961	ELF2	988.6598
ELF3	1927.7709	ELF3	96.9072
ELF4	400.8047	ELF4	876.2887
ELF5	61.3086	removed	removed
ELFN1	36.0188	ELFN1	59.7938
ELFN2	7.2804	ELFN2	7.2165
ELK1	676.6932	ELK1	530.9278
ELK3	316.5054	ELK3	891.7526
ELK4	175.1126	ELK4	186.0825
ELL2	1737.7143	ELL2	1254.1237
ELL3	140.91	ELL3	84.866
ELL	512.6928	ELL	363.9175
ELMO1	269.3745	ELMO1	1021.134
ELMO2	1070.2175	ELMO2	1346.9072
ELMO3	300.4119	ELMO3	5.1546
ELMOD2	509.6274	ELMOD2	212.8866
ELMOD3	448.702	ELMOD3	1875.2577
ELN	2651.9782	ELN	6215.9794
ELOF1	1097.8063	ELOF1	523.7113
ELOVL1	1662.6114	ELOVL1	1761.3402
ELOVL2	318.8045	ELOVL2	70.6186
ELOVL3	9.5795	ELOVL3	62.3711
ELOVL4	18.0094	ELOVL4	62.8866
ELOVL5	7610.6907	ELOVL5	6809.2784
ELOVL6	206.5332	ELOVL6	307.2165
ELOVL7	137.9442	ELOVL7	181.9588
ELP2P	7.6636	ELP2P	5.1546
ELP2	3745.1863	ELP2	1190.2062
ELP3	887.8245	ELP3	836.5979
ELP4	210.7482	ELP4	241.2371
ELTD1	534.9171	ELTD1	3101.5464
EMB	683.2072	EMB	1589.6907
EMCN	328.3839	EMCN	1546.9072
removed	removed	EMD	721.6495
EME1	56.5265	EME1	18.1804
EME2	11.4954	removed	removed
EMG1	613.8519	EMG1	411.3402
EMID1	84.2993	EMID1	49.4845
EMID2	5.3645	removed	removed
EMILIN1	1594.4056	EMILIN1	1600.5155
EMILIN2	732.254	EMILIN2	4331.4433
EMILIN3	6.8551	EMILIN3	11.1856
EML1	185.4584	EML1	1269.5876
EML2	1110.8344	EML2	288.5722
EML3	584.3472	EML3	1396.9072
EML4	846.4412	EML4	1044.8454
EML5	40.2337	EML5	26.8041
EML6	18.7757	EML6	26.8041
EMP1	4181.2434	EMP1	18417.5258
EMP2	5986.7803	EMP2	3042.268
EMP3	523.0386	EMP3	3259.2784
EMR1	19.9253	removed	removed
EMR2	155.9536	EMR2	70.1031
EMR4P	7.6636	EMR4P	11.3402
EMX2OS	76.6357	EMX2OS	404.6392
EMX2	36.0188	EMX2	162.8866
EN1	31.4206	EN1	97.9381
removed	removed	EN2	8.2474
ENAH	7565.0924	ENAH	2165.4639
ENC1	4120.0498	ENC1	772.4485
ENDOD1	750.6466	ENDOD1	1275.2577
ENDOG	248.6675	ENDOG	152.0258
ENDOU	6.514	ENDOU	9.2784
ENGASE	249.066	ENGASE	336.5979
ENG	2697.5764	ENG	8658.7629
ENHO	12.2617	ENHO	90.2062
ENKUR	17.243	removed	removed
ENO1	17598.6206	ENO1	14665.4639
ENO2	168.5985	ENO2	244.8454
ENO3	33.3365	ENO3	42.7835
ENOPH1	773.6373	ENOPH1	545.8763
ENOSF1	320.2184	ENOSF1	241.1804
ENOX1	131.4302	ENOX1	178.866
ENOX2	270.1408	ENOX2	445.3608
ENPEP	134.1125	ENPEP	504.1237
ENPP1	3606.0925	ENPP1	1947.4227
ENPP2	780.5345	ENPP2	6923.1959
ENPP3	12.6449	ENPP3	36.5979
ENPP4	809.2729	ENPP4	843.8144
ENPP5	2584.5387	ENPP5	25.2577
ENPP6	14.1776	ENPP6	19.0722
ENSA	4969.4415	ENSA	3015.4639
ENTHD1	5.7477	removed	removed
ENTPD1	1023.8529	ENTPD1	1632.9845
ENTPD2	265.5427	ENTPD2	16.4948
ENTPD3	595.0493	ENTPD3	155.1546
ENTPD4	681.2913	ENTPD4	384.5361
ENTPD5	485.3147	ENTPD5	168.7732
ENTPD6	2095.9862	ENTPD6	964.433
ENTPD7	833.7925	ENTPD7	163.1082
ENY2	542.9639	ENY2	489.6907
EOMES	11.8785	EOMES	10.8247
EP300	1344.5732	EP300	2187.1134
EP400NL	74.3366	EP400NL	75.7732
EP400	1329.2461	EP400	1366.4948
EPAS1	2847.7824	EPAS1	14656.701
EPB41L1	1907.0792	EPB41L1	2155.1546
EPB41L2	1828.9108	EPB41L2	6892.268
EPB41L3	981.32	EPB41L3	3889.6907
EPB41L4A	1002.778	EPB41L4A	588.6598
EPB41L4B	772.4878	EPB41L4B	1779.3814
EPB41L5	682.4408	EPB41L5	695.3608
EPB41	607.5103	EPB41	1262.6907
EPB42	5.3645	EPB42	58.2474
EPB49	383.1785	EPB49	946.3918
EPC1	374.7485	EPC1	437.1134
EPC2	516.5246	EPC2	586.0825
EPCAM	3454.3539	EPCAM	47.9381
EPDR1	149.4396	EPDR1	1601.0309
EPHA10	156.3368	removed	removed
EPHA1	461.3469	removed	removed
EPHA2	124.9162	EPHA2	303.6082
EPHA3	72.4207	EPHA3	704.1237
EPHA4	135.262	EPHA4	457.732
removed	removed	EPHA6	10.8247
removed	removed	EPHA7	21.6495
EPHB1	39.8506	EPHB1	15.9794
EPHB2	163.6172	EPHB2	310.8247
EPHB3	919.2451	EPHB3	95.3608
EPHB4	2648.5296	EPHB4	1628.3505
EPHB6	78.5516	EPHB6	310.3093
EPHX1	7671.2329	EPHX1	7990.2062
EPHX2	953.7312	EPHX2	446.9072
EPHX3	8.4299	EPHX3	8.2474
EPHX4	18.0094	removed	removed
EPM2AIP1	1467.1903	EPM2AIP1	724.7423
EPM2A	150.206	EPM2A	371.6495
EPN1	2138.1358	EPN1	1877.3196
EPN2	954.1144	EPN2	807.732
EPN3	511.5433	removed	removed
EPOR	91.5797	EPOR	98.9691
EPPK1	577.8331	EPPK1	5.1546
EPR1	181.1093	EPR1	108.2165
EPRS	5257.9749	EPRS	2917.5258
EPS15L1	1114.283	EPS15L1	710.3093
EPS15	1649.5833	EPS15	2993.8144
EPS8L1	987.4509	EPS8L1	18.5567
EPS8L2	1148.3859	EPS8L2	105.6701
EPS8	731.8709	EPS8	3305.1546
EPSTI1	92.346	EPSTI1	192.7835
EPT1	798.9194	EPT1	387.6289
EPYC	30.6543	removed	removed
ERAL1	1075.9651	ERAL1	697.4227
ERAP1	1194.9267	ERAP1	2377.7268
ERAP2	2115.1451	ERAP2	3117.5258
ERBB2IP	2680.3334	ERBB2IP	1791.2371
ERBB2	8405.786	ERBB2	700.5155
ERBB3	5791.7425	ERBB3	212.3711
ERBB4	1598.6206	ERBB4	48.9691
ERC1	1681.7703	ERC1	2342.268
removed	removed	ERC2	6.1856
ERCC1	1633.7619	ERCC1	650.7216
ERCC2	893.9554	ERCC2	264.9485
ERCC3	684.7399	ERCC3	764.9485
ERCC4	479.7394	ERCC4	320.6186
ERCC5	1014.2734	ERCC5	1495.3608
ERCC6L	107.29	ERCC6L	40.2062
ERCC6	308.1866	ERCC6	358.8402
ERCC8	224.9258	ERCC8	193.8144
removed	removed	EREG	6.1856
ERF	851.0394	ERF	509.7938
ERGIC1	9963.4065	ERGIC1	4396.3918
ERGIC2	807.7402	ERGIC2	692.7835
ERGIC3	6263.052	ERGIC3	3010.8247
ERG	254.4305	ERG	1230.9278
ERH	2886.8666	ERH	1262.3711
ERI1	598.5248	ERI1	403.0928
ERI2	528.6215	ERI2	279.0825
ERI3	952.1985	ERI3	592.268
ERICH1	136.7947	ERICH1	259.7938
ERLEC1	1915.8923	ERLEC1	1471.6495
ERLIN1	1123.8624	ERLIN1	1513.9175
ERLIN2	1994.4439	ERLIN2	1665.4639
ERMAP	525.3377	ERMAP	599.4845
ERMN	34.1029	ERMN	5.6701
ERMP1	2814.9056	ERMP1	806.3196
ERN1	289.2997	ERN1	88.6598
removed	removed	ERN2	5.6701
ERO1LB	400.0383	ERO1LB	360.3093
ERO1L	1040.7127	ERO1L	752.0619
ERP27	697.0016	ERP27	16.4948
ERP29	3834.4669	ERP29	2377.8351
ERP44	1446.8819	ERP44	1872.6804
ERRFI1	708.497	ERRFI1	2454.6392
ERVFRDE1	5.7477	ERVFRDE1	13.4021
ESAM	583.5808	ESAM	1988.6598
ESCO1	426.8608	ESCO1	286.0825
ESCO2	103.4582	ESCO2	68.5567
ESD	1794.4248	ESD	2865.9794
ESF1	424.1786	ESF1	403.6082
ESM1	80.0843	ESM1	10.3093
ESPL1	132.1966	ESPL1	55.1546
ESPNL	10.3458	ESPNL	34.5361
ESPN	366.3186	removed	removed
ESR1	23207.9701	ESR1	458.7629
ESR2	9.1963	ESR2	62.8866
ESRP1	2454.6412	ESRP1	21.134
ESRP2	717.3101	ESRP2	178.866
ESRRA	381.2626	ESRRA	542.7835
ESRRG	349.4588	ESRRG	15.9794
ESYT1	2731.2961	ESYT1	8731.4433
ESYT2	3288.0544	ESYT2	4847.4227
ETAA1	298.1128	ETAA1	275.7732
ETF1	3775.0742	ETF1	3097.4227
ETFA	1746.1443	ETFA	2753.0928
ETFB	1437.3024	ETFB	2058.7629
ETFDH	675.5436	ETFDH	824.2268
ETHE1	758.3102	ETHE1	354.6392
ETNK1	1505.125	ETNK1	1026.8041
ETNK2	1394.7696	ETNK2	141.7526
ETS1	1299.7414	ETS1	4592.268
ETS2	551.777	ETS2	2168.5567
ETV1	209.2154	ETV1	156.1856
ETV2	14.1776	removed	removed
ETV3L	5.3645	removed	removed
ETV3	234.8884	ETV3	243.8144
ETV4	15.7103	ETV4	17.5258
ETV5	247.1501	ETV5	429.3814
ETV6	1424.6575	ETV6	613.9175
ETV7	32.187	ETV7	13.4021
EVC2	59.3927	EVC2	270.6186
EVC	671.1064	EVC	720.1031
EVI2A	362.87	EVI2A	505.1546
EVI2B	507.3283	EVI2B	733.5052
EVI5L	492.7675	EVI5L	224.7423
EVI5	325.7017	EVI5	786.5979
EVL	6661.9408	EVL	1004.1237
EVPL	741.0672	EVPL	15.4639
EWSR1	2305.2016	EWSR1	3026.2887
EXD2	1146.8531	EXD2	642.268
EXD3	157.1032	EXD3	84.5361
EXO1	173.1967	EXO1	41.2371
EXOC1	859.4693	EXOC1	1239.6907
EXOC2	1451.48	EXOC2	893.299
EXOC3L2	45.9814	EXOC3L2	100
EXOC3L	36.7851	EXOC3L	78.0412
EXOC3	1278.2834	EXOC3	1106.701
EXOC4	2593.3519	EXOC4	1807.732
EXOC5	1958.4251	EXOC5	1908.7629
EXOC6B	167.449	EXOC6B	307.732
EXOC6	900.4694	EXOC6	400
EXOC7	2494.6987	EXOC7	2787.1134
EXOC8	770.9551	EXOC8	540.2062
EXOG	118.7853	EXOG	158.7629
EXOSC10	1527.3494	EXOSC10	1167.0103
EXOSC1	434.5244	EXOSC1	264.9485
EXOSC2	346.7765	EXOSC2	297.9381
EXOSC3	439.5057	EXOSC3	222.1649
EXOSC4	298.8792	EXOSC4	118.0412
EXOSC5	411.1505	EXOSC5	155.1546
EXOSC6	161.3181	EXOSC6	295.8763
EXOSC7	669.796	EXOSC7	402.0619
EXOSC8	242.5979	EXOSC8	272.2784
EXOSC9	279.18	EXOSC9	295.6443
EXPH5	308.0755	EXPH5	47.9381
EXT1	811.9552	EXT1	1896.3918
EXT2	2162.6593	EXT2	2688.6598
EXTL1	11.1122	removed	removed
EXTL2	314.5895	EXTL2	472.6804
EXTL3	1120.4138	EXTL3	1087.1134
removed	removed	EYA1	100.5155
EYA2	178.178	EYA2	299.4845
EYA3	114.9535	EYA3	117.5258
EYA4	13.4112	EYA4	108.2474
EYS	12.6449	EYS	96.3918
EZH1	722.6746	EZH1	2284.5361
EZH2	253.6641	EZH2	95.8763
EZR	6302.5194	EZR	1420.1031
F10	52.1123	F10	751.0309
F11R	9415.0781	F11R	3123.1959
F12	100.0096	removed	removed
F13A1	1288.246	F13A1	7619.0722
F2RL1	273.5894	F2RL1	32.4742
F2RL2	522.6554	F2RL2	6.1856
F2RL3	37.5515	F2RL3	40.2062
F2R	987.8341	F2R	732.4742
F3	371.6831	F3	1671.134
F5	17.243	F5	67.5258
F7	129.8975	F7	11.3402
F8A1	121.4676	F8A1	136.0825
F8	462.1132	F8	2300.5155
FA2H	44.0655	removed	removed
FAAH2	318.0381	removed	removed
FAAH	580.1322	FAAH	134.5361
FABP3	142.5424	FABP3	1085.567
FABP4	11878.9156	FABP4	67065.9794
FABP5	201.1687	FABP5	391.7526
FABP6	50.9627	removed	removed
FABP7	24.1402	removed	removed
FADD	591.6276	FADD	470.6186
FADS1	178.5612	FADS1	406.701
FADS2	1211.6103	FADS2	819.0722
FADS3	242.9351	FADS3	1112.8866
FAF1	798.5439	FAF1	737.1134
FAF2	2650.0623	FAF2	1283.5052
FAHD1	734.5263	FAHD1	562.3557
FAHD2A	223.393	FAHD2A	424.7423
FAHD2B	415.7486	FAHD2B	123.1959
FAH	1449.9473	FAH	3545.3608
FAIM2	124.1498	FAIM2	170.6186
FAIM3	401.1879	FAIM3	114.3918
FAIM	324.9353	FAIM	279.3814
FAM100A	340.6457	FAM100A	161.8557
FAM100B	355.2064	FAM100B	529.8969
FAM101A	30.2711	removed	removed
FAM101B	457.1319	FAM101B	785.567
FAM102A	2223.9678	FAM102A	746.9072
FAM102B	420.3468	FAM102B	759.7938
FAM103A1	469.2174	FAM103A1	189.2577
FAM104A	709.3668	FAM104A	736.268
FAM104B	144.8415	FAM104B	182.9897
FAM105A	254.0473	FAM105A	559.2784
FAM105B	521.5059	FAM105B	511.8557
FAM106A	5.3645	FAM106A	20.1031
FAM106C	6.8972	removed	removed
FAM107A	136.0284	FAM107A	1156.1856
FAM107B	1090.5259	FAM107B	2423.1959
FAM108A1	549.0947	FAM108A1	357.732
FAM108B1	343.7111	FAM108B1	276.8041
FAM108C1	573.235	FAM108C1	71.6495
FAM109A	304.2437	FAM109A	262.3711
FAM109B	390.0757	FAM109B	540.2062
FAM10A4	239.4865	FAM10A4	458.2474
FAM110A	776.7027	FAM110A	122.6804
FAM110B	513.8423	FAM110B	341.2371
FAM110C	14.944	removed	removed
FAM111A	1276.3675	FAM111A	730.9278
FAM111B	211.8977	FAM111B	105.1546
FAM113A	463.6459	FAM113A	424.7423
FAM113B	165.5331	FAM113B	102.0619
FAM114A1	979.4042	FAM114A1	1017.0103
FAM114A2	775.9364	FAM114A2	515.9794
FAM115A	509.6274	FAM115A	528.866
FAM115C	477.6013	FAM115C	116.6701
FAM116A	836.0954	FAM116A	588.1443
FAM116B	124.533	FAM116B	50
FAM117A	321.4867	FAM117A	339.6907
FAM117B	467.8609	FAM117B	442.268
FAM118A	189.2902	FAM118A	212.8866
FAM118B	249.066	FAM118B	354.6392
FAM119A	192.3556	FAM119A	238.1443
FAM119B	242.552	FAM119B	311.3402
FAM120AOS	1903.1172	FAM120AOS	1143.5309
FAM120A	6070.0604	FAM120A	4033.7887
FAM120B	1041.4791	FAM120B	886.0825
FAM120C	391.2252	FAM120C	554.1237
FAM122A	480.1226	FAM122A	648.9691
FAM122B	474.7581	FAM122B	500.5155
FAM122C	18.3926	FAM122C	17.0103
FAM123B	159.0191	FAM123B	210.3093
FAM124A	14.944	FAM124A	74.2268
FAM124B	46.3646	FAM124B	174.7423
FAM125A	805.4411	FAM125A	398.9691
FAM125B	259.4118	FAM125B	418.5567
FAM126A	280.8698	FAM126A	1206.1856
FAM126B	432.9917	FAM126B	516.4948
FAM127A	934.9555	FAM127A	2026.2887
FAM127B	410.001	FAM127B	632.4742
FAM127C	134.8788	FAM127C	419.0722
FAM128A	552.5433	FAM128A	151.5464
FAM128B	2420.9215	FAM128B	596.9072
FAM129A	3145.512	FAM129A	2239.1753
FAM129B	3568.541	FAM129B	1707.732
FAM131A	179.7107	FAM131A	255.1546
FAM131B	39.0842	FAM131B	46.9072
FAM133B	105.3741	FAM133B	71.6495
FAM134A	2915.9881	FAM134A	2420.6186
FAM134B	1324.648	FAM134B	676.2887
FAM134C	2363.0616	FAM134C	1734.0206
FAM135A	76.2525	FAM135A	323.7113
FAM135B	10.729	removed	removed
FAM136A	624.9641	FAM136A	476.2887
FAM13AOS	39.6015	FAM13AOS	44.0464
FAM13A	1352.869	FAM13A	2458.5309
FAM13B	806.2075	FAM13B	722.6804
FAM13C	41.1917	FAM13C	383.268
FAM149A	39.4674	FAM149A	342.7835
FAM149B1	492.0011	FAM149B1	605.1546
removed	removed	FAM150B	17.5258
FAM151B	26.4393	FAM151B	39.1753
FAM154B	44.4487	FAM154B	6.701
FAM155A	255.58	FAM155A	41.2371
FAM155B	30.6543	FAM155B	9.2784
FAM156A	418.4309	FAM156A	651.0309
FAM157A	5.7477	removed	removed
FAM158A	197.7201	FAM158A	88.1443
FAM159A	8.0467	removed	removed
FAM160A1	130.6639	removed	removed
FAM160A2	536.833	FAM160A2	532.4742
FAM160B1	818.086	FAM160B1	1375.7732
FAM160B2	949.5162	FAM160B2	1008.2474
FAM161A	49.43	FAM161A	55.6701
FAM161B	236.5361	FAM161B	81.4433
FAM162A	2122.8087	FAM162A	680.9278
FAM162B	12.2617	FAM162B	88.6598
FAM164A	98.86	FAM164A	241.2371
FAM164C	45.9814	FAM164C	22.6804
FAM165B	297.3465	FAM165B	256.701
FAM166B	31.0375	FAM166B	40.2062
FAM167A	14.1776	FAM167A	11.8557
FAM167B	72.4207	FAM167B	80.9278
FAM168A	293.1315	FAM168A	299.4845
FAM168B	2552.3518	FAM168B	3848.4536
FAM169A	76.2525	FAM169A	37.6289
FAM171A1	683.9736	FAM171A1	1234.5361
FAM171A2	22.2244	FAM171A2	24.2268
FAM171B	452.9169	FAM171B	361.3402
FAM172A	907.3666	FAM172A	915.4639
FAM173A	241.4024	FAM173A	77.8351
FAM173B	455.216	FAM173B	326.2887
FAM174A	546.4125	FAM174A	193.8144
FAM174B	1691.3497	FAM174B	314.433
FAM175A	311.4245	FAM175A	381.0206
FAM175B	492.3843	FAM175B	420.6186
FAM176A	111.8881	FAM176A	17.5258
FAM176B	344.3663	FAM176B	172.3918
FAM177A1	904.3012	FAM177A1	623.1959
FAM177B	6.1309	removed	removed
FAM178A	896.2544	FAM178A	858.7629
FAM178B	5.3645	FAM178B	52.0619
removed	removed	FAM179A	8.2474
FAM179B	829.1982	FAM179B	590.2062
FAM180A	52.4954	FAM180A	158.2474
removed	removed	FAM180B	157.2165
removed	removed	FAM181B	12.3711
FAM182B	27.5888	FAM182B	18.0412
FAM183A	29.8879	removed	removed
FAM184A	22.9907	FAM184A	145.3608
FAM184B	25.558	removed	removed
FAM185A	140.6265	FAM185A	58.7629
FAM186A	6.1309	FAM186A	7.2165
removed	removed	FAM186B	11.8557
FAM188A	393.5243	FAM188A	605.6701
FAM188B	257.8791	FAM188B	192.268
FAM189A1	30.6543	FAM189A1	18.0412
FAM189A2	109.9722	FAM189A2	91.2371
FAM189B	1030.7501	FAM189B	478.3505
FAM18A	7.1693	FAM18A	13.7887
FAM18B2	406.3952	FAM18B2	164.3505
FAM18B	665.581	FAM18B	414.9485
FAM190A	36.0188	FAM190A	19.0722
FAM190B	1131.526	FAM190B	1591.7526
FAM192A	752.9457	FAM192A	997.9381
FAM193A	639.908	FAM193A	612.3711
FAM193B	427.244	FAM193B	384.0206
FAM195A	475.9077	FAM195A	104.6392
FAM195B	1435.7697	FAM195B	1210.8247
FAM196A	44.8319	removed	removed
FAM196B	6.1309	FAM196B	8.7629
FAM198A	443.3375	FAM198A	250
FAM198B	11283.4563	FAM198B	4971.134
FAM199X	778.2355	FAM199X	369.0722
removed	removed	FAM19A1	9.2784
FAM19A2	18.3926	FAM19A2	12.8866
FAM19A3	6.1309	FAM19A3	6.1856
FAM19A5	44.0655	FAM19A5	81.9588
FAM200A	305.3932	FAM200A	124.7423
FAM200B	241.4024	FAM200B	373.7113
FAM20A	204.2341	FAM20A	1067.0103
FAM20B	2266.8838	FAM20B	1992.268
FAM20C	1106.2362	FAM20C	1381.9588
FAM21A	664.4315	FAM21A	1031.4433
FAM21B	457.5151	FAM21B	561.8557
FAM21C	1291.3114	FAM21C	1692.268
FAM22A	37.9347	FAM22A	18.0412
removed	removed	FAM22D	57.732
removed	removed	FAM23A	21.134
FAM24B	16.9058	FAM24B	9.8814
FAM26E	152.505	FAM26E	406.701
FAM26F	53.645	FAM26F	110.8247
removed	removed	FAM27C	6.701
FAM32A	1884.4717	FAM32A	1684.0206
FAM35A	836.8618	FAM35A	707.2165
FAM35B2	76.6357	FAM35B2	50
FAM35B	229.1407	FAM35B	194.3299
FAM36A	1033.6967	FAM36A	522.4072
FAM38A	1659.4118	FAM38A	4097.6701
FAM38B	45.5982	FAM38B	170.1031
FAM3A	572.8518	FAM3A	496.9072
FAM3B	237.1875	FAM3B	29.8969
FAM3C	1128.0774	FAM3C	1184.0206
FAM3D	16.8599	removed	removed
FAM40A	622.2818	FAM40A	689.6907
FAM40B	66.2899	FAM40B	23.7113
FAM41C	8.0467	FAM41C	16.4948
FAM43A	126.4489	FAM43A	380.4124
FAM43B	12.2617	FAM43B	124.7423
FAM45A	342.9447	FAM45A	531.9588
FAM45B	140.2433	FAM45B	237.1134
