gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
CIAPIN1	821.024	CIAPIN1	579.1924
CIB1	1760.2175	CIB1	891.8403
CIB2	24.6488	CIB2	124.2653
CIB3	6.5247	removed	removed
CIC	404.1686	CIC	1934.2035
removed	removed	CIDEA	1699.7176
CIDEB	165.2125	CIDEB	369.6084
CIDECP	102.2202	CIDECP	81.8258
removed	removed	CIDEC	3960.0031
CIITA	22.4739	CIITA	237.8444
CILP2	92.7957	CILP2	23.5097
CILP	988.1287	CILP	2102.4349
CINP	1438.6951	CINP	311.4266
CIR1	584.6851	CIR1	1169.987
CIRBP	4313.1853	CIRBP	7496.527
CIRH1A	1762.7549	CIRH1A	949.8512
CISD1	586.4975	CISD1	256.469
CISD2	1520.6162	CISD2	396.0003
CISD3	539.3276	CISD3	484.4577
CISH	1422.0208	CISH	324.2501
removed	removed	CITED1	93.7333
CITED2	927.2315	CITED2	2268.5291
CITED4	4456.0036	CITED4	412.1823
CIT	531.0376	CIT	68.697
CIZ1	522.338	CIZ1	2049.6145
CKAP2L	436.0671	CKAP2L	19.2352
CKAP2	2016.1305	CKAP2	251.8892
CKAP4	1424.1957	CKAP4	1279.597
CKAP5	4248.6633	CKAP5	2083.8104
CKB	61.6221	CKB	523.3188
CKLF	615.8586	CKLF	240.287
CKMT1A	485.0023	CKMT1A	100.7557
CKMT1B	993.5659	CKMT1B	90.9854
removed	removed	CKMT2	127.6238
CKS1B	992.841	CKS1B	438.7451
CKS2	598.4594	CKS2	92.8173
CLASP1	1179.1572	CLASP1	1886.2682
CLASP2	2086.0897	CLASP2	1615.7545
CLCA2	6.5247	CLCA2	74.4981
removed	removed	CLCA4	59.2321
CLCC1	1085.7019	CLCC1	966.5339
CLCF1	89.8958	CLCF1	113.2738
removed	removed	CLCN1	7.3277
CLCN2	34.0734	CLCN2	70.529
CLCN3	2239.7825	CLCN3	1715.8995
CLCN4	67.0594	CLCN4	204.8699
CLCN5	121.0693	CLCN5	174.3378
CLCN6	156.2302	CLCN6	778.2612
CLCN7	523.7879	CLCN7	1085.108
removed	removed	CLCNKA	5.4958
CLCNKB	7.9746	removed	removed
CLDN11	59.8097	CLDN11	1321.0686
CLDN12	1432.1704	CLDN12	1267.9948
CLDN14	14.4993	removed	removed
CLDN15	35.1609	CLDN15	175.2538
removed	removed	CLDN19	148.3856
CLDN1	371.1826	CLDN1	859.7817
CLDN23	125.7816	CLDN23	162.125
removed	removed	CLDN2	60.5084
CLDN3	813.4119	CLDN3	301.0457
CLDN4	1895.7861	CLDN4	3177.162
CLDN5	11.9619	CLDN5	952.2937
CLDN7	1075.1246	CLDN7	862.5296
CLDN8	192.841	CLDN8	573.6967
removed	removed	CLDN9	9.1596
CLDND1	1749.7055	CLDND1	1449.6603
removed	removed	CLDND2	9.4649
removed	removed	CLEC10A	129.4558
CLEC11A	141.7309	CLEC11A	63.2013
CLEC14A	148.2556	CLEC14A	916.2659
CLEC16A	383.1445	CLEC16A	801.1602
CLEC1A	35.5233	CLEC1A	160.2931
CLEC2B	246.4884	CLEC2B	355.0874
CLEC2D	583.9601	CLEC2D	366.0789
CLEC3A	1431.4454	CLEC3A	7.3277
CLEC3B	5.4372	CLEC3B	1489.352
CLEC4A	34.0734	CLEC4A	41.5235
removed	removed	CLEC4E	5.4958
removed	removed	CLEC4F	54.0417
removed	removed	CLEC4G	8.2436
removed	removed	CLEC4M	7.9383
CLEC5A	272.9497	CLEC5A	18.9299
CLEC7A	105.1201	CLEC7A	89.7641
removed	removed	CLEC9A	6.4117
CLGN	43.498	CLGN	44.8821
CLIC1	5288.6271	CLIC1	3727.0437
CLIC2	176.1667	CLIC2	675.6736
CLIC3	35.5233	CLIC3	12.5181
CLIC4	13281.015	CLIC4	7162.5067
CLIC5	30.8111	CLIC5	407.9078
CLIC6	62.3471	CLIC6	763.9112
CLINT1	4170.367	CLINT1	1771.7731
CLIP1	2425.7363	CLIP1	2733.5318
CLIP2	197.5532	CLIP2	553.5455
CLIP3	610.4214	CLIP3	797.4964
CLIP4	170.367	CLIP4	1210.2893
CLK1	1098.686	CLK1	1972.0632
CLK2P	16.6742	CLK2P	13.4341
CLK2	797.8251	CLK2	585.6042
CLK3	414.6806	CLK3	704.9844
CLK4	313.9103	CLK4	639.3405
CLMN	1408.2465	CLMN	2210.213
CLN3	702.1296	CLN3	848.4848
CLN5	1295.8768	CLN5	709.5642
CLN6	611.5088	CLN6	472.6357
CLN8	355.9583	CLN8	523.6242
CLNS1A	2421.3865	CLNS1A	1094.5729
CLOCK	1163.9329	CLOCK	568.5062
CLP1	250.4758	CLP1	220.7465
CLPB	231.9891	CLPB	223.1891
CLPP	223.2895	CLPP	326.3873
CLPTM1L	1526.0535	CLPTM1L	1431.9518
CLPTM1	2606.9778	CLPTM1	2072.5135
CLPX	961.6674	CLPX	854.5913
CLSPN	108.3824	CLSPN	13.7394
CLSTN1	2535.9239	CLSTN1	5337.9131
CLSTN2	445.1291	CLSTN2	998.3971
CLSTN3	747.0775	CLSTN3	1125.4103
CLTA	1132.0344	CLTA	1543.699
CLTB	225.4644	CLTB	662.2395
CLTCL1	29.3611	CLTCL1	117.8536
CLTC	93949.7961	CLTC	8910.4649
CLUAP1	450.2039	CLUAP1	544.0806
removed	removed	CLUL1	47.63
CLU	1143.9964	CLU	23692.5426
removed	removed	CLVS1	6.5247
CLYBL	61.2596	CLYBL	142.2792
removed	removed	CMA1	66.8651
CMAH	139.9184	CMAH	513.2433
CMAS	1952.696	CMAS	603.3127
CMBL	3304.7576	CMBL	782.5357
CMC1	333.8469	CMC1	86.7109
CMIP	1530.0408	CMIP	1389.2069
CMKLR1	295.7861	CMKLR1	238.7604
CMPK1	5939.6466	CMPK1	3338.6764
CMPK2	194.6534	CMPK2	159.0718
CMTM1	356.3208	CMTM1	98.9237
CMTM3	1592.3879	CMTM3	1207.5414
CMTM4	1166.8328	CMTM4	1530.5702
removed	removed	CMTM5	17.4033
CMTM6	5569.1889	CMTM6	2959.7741
CMTM7	150.7929	CMTM7	808.1826
CMTM8	494.4268	CMTM8	132.509
CMYA5	1057.7254	CMYA5	2071.9029
CN5H6.4	5.0748	CN5H6.4	5.4958
CNBP	8932.6688	CNBP	9239.6
CNDP2	1292.9769	CNDP2	2502.7097
CNFN	62.3471	CNFN	29.9214
removed	removed	CNGA1	41.2182
CNGA2	29.7236	removed	removed
CNGA3	29.3611	CNGA3	5.1904
CNIH2	57.2723	CNIH2	5.4958
CNIH3	304.8482	CNIH3	83.0471
CNIH4	2284.7304	CNIH4	626.8224
CNIH	2329.6783	CNIH	933.3639
CNKSR1	266.7875	CNKSR1	290.6648
removed	removed	CNKSR2	76.3301
CNKSR3	23.5614	CNKSR3	221.0518
CNN1	150.068	CNN1	6433.0967
CNN2	1203.4436	CNN2	4051.9044
CNN3	4308.8355	CNN3	6771.0862
removed	removed	CNNM1	61.064
CNNM2	52.9225	CNNM2	159.3771
CNNM3	1298.7766	CNNM3	945.5767
CNNM4	1585.5007	CNNM4	1027.0972
CNOT10	1286.0897	CNOT10	593.8478
CNOT1	6851.0884	CNOT1	5065.8026
CNOT2	2287.9928	CNOT2	1476.2232
CNOT3	601.7218	CNOT3	884.5126
CNOT4	960.2175	CNOT4	540.4168
CNOT6L	1942.5464	CNOT6L	1852.9883
CNOT6	2074.8527	CNOT6	1000.5343
CNOT7	3445.7635	CNOT7	1841.6915
CNOT8	1942.9089	CNOT8	1399.5878
CNO	559.3113	CNO	222.2731
CNPY2	752.5147	CNPY2	766.659
CNPY3	325.1473	CNPY3	757.4994
CNPY4	114.1821	CNPY4	236.9285
CNP	696.9171	CNP	1586.056
CNR1	22.4739	CNR1	116.6323
CNRIP1	224.0145	CNRIP1	441.7983
CNST	1576.8011	CNST	893.6722
CNTD1	65.7218	CNTD1	68.6665
CNTD2	75.7589	CNTD2	7.9383
removed	removed	CNTFR	541.0274
CNTF	22.1115	CNTF	31.4205
CNTLN	247.2134	CNTLN	387.7567
CNTN1	42.048	CNTN1	566.6743
removed	removed	CNTN2	14.0447
CNTN3	101.4952	CNTN3	100.7557
CNTN4	139.556	CNTN4	474.7729
removed	removed	CNTN6	13.7394
CNTNAP1	133.7562	CNTNAP1	209.755
CNTNAP2	655.0068	CNTNAP2	25.3416
removed	removed	CNTNAP3	349.2863
CNTNAP4	25.3738	removed	removed
CNTROB	319.71	CNTROB	740.0962
COASY	740.1903	COASY	1006.3354
COBLL1	1134.9343	COBLL1	1821.235
COBL	144.2682	COBL	1047.8589
COBRA1	515.4508	COBRA1	969.0863
COCH	268.4767	COCH	33.5455
COG1	1411.121	COG1	916.156
COG2	1274.1278	COG2	702.2365
COG3	1511.9166	COG3	1019.7695
COG4	681.8305	COG4	1048.1643
COG5	2115.8097	COG5	977.4582
COG6	1940.734	COG6	703.4578
COG7	558.9488	COG7	595.985
COG8	548.9696	COG8	441.8014
COIL	2013.5931	COIL	587.7414
COL10A1	10145.8994	COL10A1	20.7618
COL11A1	12890.9832	COL11A1	17.4033
removed	removed	COL11A2	27.4788
COL12A1	29129.1346	COL12A1	4452.7899
COL13A1	61.2596	COL13A1	18.6245
COL14A1	462.5283	COL14A1	8687.8864
COL15A1	2215.4961	COL15A1	2164.7203
COL16A1	241.7762	COL16A1	1663.9951
removed	removed	COL17A1	7652.8509
COL18A1	1249.1164	COL18A1	2367.7582
COL1A1	125053.3756	COL1A1	9060.3771
COL1A2	151807.5215	COL1A2	18758.8734
COL21A1	23.1989	COL21A1	107.1674
COL22A1	67.7843	COL22A1	13.7394
removed	removed	COL23A1	57.4002
COL24A1	126.1441	COL24A1	10.0756
removed	removed	COL25A1	101.6716
COL27A1	50.7476	COL27A1	326.6926
removed	removed	COL28A1	33.8905
removed	removed	COL2A1	84.2684
COL3A1	131724.5129	COL3A1	12463.4761
COL4A1	14228.5455	COL4A1	5263.1097
COL4A2	4950.7929	COL4A2	6140.2946
COL4A3BP	1439.7825	COL4A3BP	1852.0724
removed	removed	COL4A3	78.162
COL4A4	15.9493	COL4A4	112.6632
COL4A5	288.174	COL4A5	1159.6061
removed	removed	COL4A6	501.3358
COL5A1	15214.4993	COL5A1	1231.6617
COL5A2	21932.0344	COL5A2	1506.1446
COL5A3	814.1368	COL5A3	324.8607
COL6A1	16429.5424	COL6A1	5391.9548
COL6A2	7072.7685	COL6A2	8773.0708
COL6A3	54785.3194	COL6A3	13039.9206
removed	removed	COL6A4P2	5.1904
COL6A6	15.9493	COL6A6	223.4944
COL7A1	85.9085	COL7A1	887.8712
COL8A1	525.6004	COL8A1	188.9932
COL8A2	1443.0449	COL8A2	954.7363
COL9A2	47.8478	COL9A2	245.1721
COL9A3	32.6235	COL9A3	34.1959
removed	removed	COLEC11	9.1596
COLEC12	873.9465	COLEC12	1424.0134
COLQ	23.5614	COLQ	50.0725
COMMD10	1131.3095	COMMD10	296.4659
COMMD1	337.1092	COMMD1	214.9454
COMMD2	873.5841	COMMD2	934.8905
COMMD3	915.9257	COMMD3	584.847
COMMD4	329.8595	COMMD4	528.5093
COMMD5	290.048	COMMD5	338.0536
COMMD6	1608.3371	COMMD6	1521.4106
COMMD7	1313.2759	COMMD7	810.3198
COMMD8	956.2302	COMMD8	205.7858
COMMD9	966.7422	COMMD9	627.1277
COMP	373.3575	COMP	15.266
COMTD1	24.6488	COMTD1	19.8458
COMT	463.9783	COMT	1293.3364
COPA	8183.3258	COPA	5249.3794
COPB1	9618.1459	COPB1	3170.2465
COPB2	7032.5329	COPB2	2973.5135
COPE	699.2297	COPE	811.5411
COPG2	809.0621	COPG2	637.8139
COPG	4831.1735	COPG	2610.7931
COPS2	5729.4064	COPS2	2267.6132
COPS3	1236.792	COPS3	962.9799
COPS4	2609.8777	COPS4	940.6916
COPS5	2525.0566	COPS5	1061.9037
COPS6	1543.4527	COPS6	1265.2469
COPS7A	1741.7309	COPS7A	1191.9701
COPS7B	397.6439	COPS7B	656.1331
COPS8	2655.5469	COPS8	993.1425
COPZ1	5684.821	COPZ1	2707.5796
COPZ2	309.198	COPZ2	285.1691
COQ10A	103.6701	COQ10A	135.8675
COQ10B	1159.2207	COQ10B	778.8718
COQ2	493.3394	COQ2	119.9908
COQ3	176.8917	COQ3	137.6994
COQ4	217.4898	COQ4	528.204
COQ5	1056.638	COQ5	495.2294
COQ6	271.6121	COQ6	362.9005
COQ7	475.9402	COQ7	548.0498
COQ9	423.3802	COQ9	593.8478
CORIN	269.6874	CORIN	20.4565
CORO1A	79.7463	CORO1A	375.8492
CORO1B	697.0548	CORO1B	927.5628
CORO1C	2615.6774	CORO1C	2685.5965
CORO2A	237.0639	CORO2A	458.5909
CORO2B	64.522	CORO2B	381.0396
CORO6	5.0748	CORO6	47.9353
CORO7	174.387	CORO7	286.717
COTL1	833.7109	COTL1	1076.2537
COX10	255.913	COX10	291.5808
COX11	1050.6969	COX11	845.1477
COX15	1141.7599	COX15	1068.2421
COX16	1359.6738	COX16	633.8447
COX17	652.8319	COX17	279.6733
COX18	693.43	COX18	300.7404
COX19	160.5184	COX19	237.2796
COX4I1	1368.7358	COX4I1	3273.9486
removed	removed	COX4I2	34.8065
COX4NB	434.2546	COX4NB	371.2694
COX5A	2600.4531	COX5A	709.2588
COX5B	1115.3602	COX5B	745.8973
COX6A1	5205.256	COX6A1	1096.4049
COX6B1	2687.8115	COX6B1	1475.9179
removed	removed	COX6B2	27.4788
COX6C	9471.681	COX6C	1189.5275
COX7A1	32.986	COX7A1	334.6309
COX7A2L	3173.5387	COX7A2L	1634.6844
COX7A2	3422.9271	COX7A2	821.006
COX7B	3301.4952	COX7B	893.0616
COX7C	7166.6516	COX7C	2013.2814
COX8A	2619.6647	COX8A	848.4848
CP110	974.3543	CP110	1154.4157
removed	removed	CPA1	21.9831
CPA3	883.7336	CPA3	183.1921
CPA4	62.7096	CPA4	38.165
removed	removed	CPA6	26.5629
CPAMD8	22.8364	CPAMD8	465.9186
CPB1	978.7041	CPB1	281.1999
CPD	3615.4055	CPD	3892.8326
CPEB1	18.4866	CPEB1	92.512
CPEB2	2983.2352	CPEB2	1218.8383
CPEB3	235.614	CPEB3	228.0742
CPEB4	1700.0453	CPEB4	1169.3764
CPE	2660.2628	CPE	6052.9731
CPLX1	48.2102	CPLX1	69.9183
CPM	250.4758	CPM	1559.8809
CPN2	6.5247	removed	removed
CPNE1	3141.8867	CPNE1	1720.229
CPNE2	336.3842	CPNE2	727.8834
CPNE3	6643.9511	CPNE3	3604.305
CPNE5	13.0494	CPNE5	48.2406
removed	removed	CPNE7	10.9915
CPNE8	171.4545	CPNE8	369.4374
CPOX	246.126	CPOX	306.2362
CPPED1	822.8364	CPPED1	467.7506
CPS1	370.4576	CPS1	297.0766
CPSF1	286.3616	CPSF1	1349.5153
CPSF2	1744.9932	CPSF2	1222.5021
CPSF3L	583.5976	CPSF3L	1198.9924
CPSF3	1221.5677	CPSF3	645.4469
CPSF4	187.4037	CPSF4	388.062
CPSF6	2496.783	CPSF6	1780.3221
CPSF7	2003.0811	CPSF7	2870.3152
CPT1A	2781.6946	CPT1A	3096.8628
CPT1B	112.8555	CPT1B	325.8744
CPT1C	113.4572	CPT1C	60.7587
CPT2	660.8065	CPT2	535.2263
CPVL	105.1201	CPVL	456.1484
CPXM1	197.1908	CPXM1	409.1291
CPXM2	61.6221	CPXM2	1538.2032
CPZ	59.4472	CPZ	540.4168
CP	127.2134	CP	1290.2801
CR1	10.8745	CR1	50.3778
removed	removed	CR2	6.4117
removed	removed	CRABP1	154.7973
CRABP2	13809.8777	CRABP2	2335.0889
CRADD	121.7943	CRADD	151.7441
CRAMP1L	460.7159	CRAMP1L	1217.962
CRAT	180.1541	CRAT	777.6506
removed	removed	CRB1	6.4117
removed	removed	CRB2	43.3555
CRB3	144.9932	CRB3	81.2152
CRBN	1323.8169	CRBN	1110.2053
CRCP	1327.4128	CRCP	723.9142
CREB1	1601.0874	CREB1	1658.194
CREB3L1	885.1835	CREB3L1	177.6964
CREB3L2	3263.4345	CREB3L2	3270.8954
CREB3L4	1471.681	CREB3L4	864.0562
CREB3	452.2374	CREB3	927.1842
CREB5	110.5573	CREB5	507.1369
CREBBP	2069.053	CREBBP	3961.835
CREBL2	2513.8197	CREBL2	2816.8842
CREBZF	2891.1645	CREBZF	1573.315
CREG1	4694.155	CREG1	2741.4701
CREG2	10.8745	removed	removed
CRELD1	184.8663	CRELD1	545.6072
CRELD2	43.8604	CRELD2	301.6564
CREM	606.4341	CREM	388.9779
removed	removed	CRHBP	107.1674
removed	removed	CRHR1	21.9464
removed	removed	CRHR2	5.1904
CRH	5.0748	removed	removed
CRIM1	6351.4273	CRIM1	9385.8484
CRIP1	796.0127	CRIP1	683.6119
CRIP2	818.1242	CRIP2	1449.0497
CRIPAK	193.2034	CRIPAK	329.4405
CRIPT	936.2936	CRIPT	393.2524
CRISP3	60.1722	removed	removed
CRISPLD1	2790.7567	CRISPLD1	2258.1482
CRISPLD2	1752.9678	CRISPLD2	1463.0944
CRKL	2140.8246	CRKL	2327.1506
CRK	607.159	CRK	1384.0165
CRLF1	15.9493	CRLF1	7.633
CRLF3	342.184	CRLF3	414.6248
CRLS1	984.8663	CRLS1	950.4618
CRMP1	65.99	CRMP1	207.9078
CRNKL1	1181.6946	CRNKL1	915.9606
CROCCL1	165.6547	CROCCL1	441.4442
CROCCL2	20.6615	CROCCL2	88.8482
CROCC	21.749	CROCC	279.9786
CROT	371.1826	CROT	488.207
removed	removed	CRTAC1	47.3246
CRTAM	6.5247	CRTAM	12.2128
CRTAP	4388.9443	CRTAP	6284.1005
CRTC1	151.8804	CRTC1	382.5662
CRTC2	718.4413	CRTC2	995.6492
CRTC3	1050.1133	CRTC3	1510.7244
CRY1	777.1636	CRY1	812.7624
CRY2	417.5804	CRY2	2391.2678
CRYAB	142.0933	CRYAB	4699.7939
CRYBG3	418.2981	CRYBG3	1005.0775
removed	removed	CRYGN	8.549
removed	removed	CRYGS	17.4033
CRYL1	268.5999	CRYL1	481.7953
removed	removed	CRYM	8.8543
CRYZL1	600.9098	CRYZL1	400.7144
CRYZ	2484.7195	CRYZ	921.8838
CSAD	82.6461	CSAD	713.8386
CSAG1	5.7997	removed	removed
CSDAP1	18.1242	CSDAP1	44.5767
CSDA	2178.1604	CSDA	3918.4795
CSDC2	8.6996	CSDC2	50.3778
CSDE1	20257.0005	CSDE1	19224.4867
CSE1L	11121.3412	CSE1L	2040.4549
CSF1R	377.7073	CSF1R	863.7509
CSF1	158.0426	CSF1	886.0392
CSF2RA	205.5279	CSF2RA	87.9322
CSF2RB	141.3684	CSF2RB	437.8292
CSF3R	90.6208	CSF3R	153.8814
removed	removed	CSF3	25.0363
CSGALNACT1	263.5251	CSGALNACT1	433.5547
CSGALNACT2	1071.4998	CSGALNACT2	817.9528
CSK	331.672	CSK	681.78
CSMD1	15.9493	CSMD1	12.2128
CSMD2	86.6334	removed	removed
CSMD3	1179.8822	removed	removed
removed	removed	CSN2	35.4171
removed	removed	CSN3	10.3809
CSNK1A1	15211.237	CSNK1A1	6905.4271
CSNK1D	1692.4332	CSNK1D	2850.7748
CSNK1E	926.1441	CSNK1E	2558.4703
CSNK1G1	1375.2605	CSNK1G1	692.7715
CSNK1G2	190.3036	CSNK1G2	547.1338
CSNK1G3	2052.7413	CSNK1G3	970.6129
CSNK2A1P	389.3068	CSNK2A1P	479.3527
CSNK2A1	1386.4975	CSNK2A1	1198.6871
CSNK2A2	607.159	CSNK2A2	608.1978
CSNK2B	4187.2841	CSNK2B	1787.6925
CSPG4	215.6774	CSPG4	645.7522
CSPG5	15.9493	CSPG5	18.6245
CSPP1	319.5541	CSPP1	458.1696
CSRNP1	267.8749	CSRNP1	4027.7841
CSRNP2	1457.9067	CSRNP2	828.3337
CSRNP3	7.2497	CSRNP3	36.3331
CSRP1	3761.8487	CSRP1	20090.3748
CSRP2BP	186.3163	CSRP2BP	704.0684
CSRP2	157.3176	CSRP2	878.4062
CST1	73.5841	removed	removed
CST3	2427.9112	CST3	4058.0108
CST4	16.3117	removed	removed
CST5	13.7744	removed	removed
CST6	338.5591	CST6	11.6022
CST7	27.1862	CST7	47.3246
CST9L	48.5727	removed	removed
CST9	320.0725	CST9	33.2799
CSTA	31.8985	CSTA	127.6238
CSTB	3409.8777	CSTB	1317.4567
CSTF1	1440.145	CSTF1	557.5147
CSTF2T	814.1368	CSTF2T	1216.0904
CSTF2	304.4857	CSTF2	232.9593
CSTF3	965.9447	CSTF3	513.8112
CS	5857.7254	CS	4037.2491
CT62	34.4359	CT62	45.798
CTAGE1	19.9366	CTAGE1	6.717
CTAGE4	160.9425	CTAGE4	127.9292
CTAGE5	3345.7327	CTAGE5	862.5265
CTAGE6	11.9619	CTAGE6	18.3192
CTAGE9	530.6751	CTAGE9	434.1653
CTBP1	1508.7993	CTBP1	1624.56
CTBP2	1297.3267	CTBP2	1670.4068
CTBS	1188.1939	CTBS	468.6512
CTCFL	5.8614	removed	removed
CTCF	2241.2324	CTCF	1720.174
CTDP1	102.9452	CTDP1	337.0735
CTDSP1	730.4033	CTDSP1	3204.0302
CTDSP2	5281.7399	CTDSP2	9243.2639
CTDSPL2	1962.483	CTDSPL2	1031.9823
CTDSPL	985.9538	CTDSPL	1859.0947
CTF1	405.981	CTF1	240.8976
CTGF	8725.691	CTGF	13035.3408
CTHRC1	4372.27	CTHRC1	231.1274
CTH	141.0059	CTH	131.593
removed	removed	CTLA4	7.0224
CTNNA1	13033.4391	CTNNA1	8499.8092
CTNNAL1	372.6325	CTNNAL1	860.6977
CTNNB1	8186.9832	CTNNB1	14050.103
CTNNBIP1	354.1459	CTNNBIP1	838.4093
CTNNBL1	768.1015	CTNNBL1	846.6529
CTNND1	14088.2646	CTNND1	10518.0673
CTNND2	448.754	CTNND2	243.6455
CTNS	211.5777	CTNS	341.7632
CTPS2	3463.5251	CTPS2	625.9064
CTPS	808.3371	CTPS	241.8136
CTR9	2870.1405	CTR9	2074.9561
CTSA	2340.85	CTSA	1596.0308
CTSB	28537.1998	CTSB	10252.3471
CTSC	1009.8777	CTSC	1286.314
CTSD	7417.4898	CTSD	7246.7751
CTSF	590.8473	CTSF	2352.4922
removed	removed	CTSG	101.6716
CTSH	962.3924	CTSH	2153.7287
CTSK	6762.8455	CTSK	5357.4536
CTSL1	915.9946	CTSL1	1697.275
CTSL2	31.8985	CTSL2	87.3216
CTSO	1871.4998	CTSO	1781.5434
CTSS	766.2891	CTSS	1209.6787
CTSW	11.9619	CTSW	56.7896
CTSZ	823.9239	CTSZ	3001.2976
CTTNBP2NL	965.2923	CTTNBP2NL	1095.1836
CTTNBP2	47.8478	CTTNBP2	309.5947
CTTN	2583.0539	CTTN	3506.6025
CTU1	14.1368	CTU1	20.7618
CTU2	23.2243	CTU2	122.1617
CTXN1	29.7236	CTXN1	33.8905
CUBN	21.749	CUBN	125.7919
CUEDC1	252.2882	CUEDC1	262.5754
CUEDC2	175.0793	CUEDC2	556.2934
CUL1	1955.701	CUL1	1830.4435
CUL2	1502.4921	CUL2	747.1185
CUL3	3097.0548	CUL3	2340.89
CUL4A	4214.5899	CUL4A	1822.151
CUL4B	4964.9298	CUL4B	2325.0134
CUL5	2489.1708	CUL5	1270.1321
CUL7	437.1473	CUL7	1201.3648
CUL9	156.5927	CUL9	835.9667
CUTA	1229.5424	CUTA	1195.3286
CUTC	164.734	CUTC	326.7964
CUX1	1272.3154	CUX1	1075.3378
removed	removed	CUX2	58.0108
CUZD1	15.3439	CUZD1	23.015
CWC15	513.2759	CWC15	776.7346
CWC22	555.6865	CWC22	1132.4326
CWC25	217.4898	CWC25	661.6289
CWC27	396.1939	CWC27	501.0305
CWF19L1	486.8147	CWF19L1	653.6906
CWF19L2	578.5229	CWF19L2	807.2666
CX3CL1	106.57	CX3CL1	6285.3217
CX3CR1	33.7109	CX3CR1	384.7035
removed	removed	CXADRP3	7.0224
CXADR	226.5519	CXADR	280.5893
CXCL10	217.1273	CXCL10	26.8682
CXCL11	23.9239	CXCL11	7.0224
CXCL12	3421.8396	CXCL12	9953.4387
CXCL13	9.0621	CXCL13	9.4649
CXCL14	160.2175	CXCL14	4173.7272
CXCL16	1070.4123	CXCL16	1507.6712
removed	removed	CXCL17	51.2938
removed	removed	CXCL1	43.0501
removed	removed	CXCL2	189.2985
removed	removed	CXCL3	11.6022
removed	removed	CXCL5	9.7702
removed	removed	CXCL6	10.9915
CXCL9	142.0933	CXCL9	61.6747
CXCR2	10.512	CXCR2	13.4341
removed	removed	CXCR3	26.8682
CXCR4	1461.5315	CXCR4	253.7211
CXCR6	8.3371	CXCR6	60.7587
CXCR7	976.8917	CXCR7	2157.3926
CXXC1	106.57	CXXC1	721.777
CXXC4	6.5247	CXXC4	21.3724
CXXC5	574.8981	CXXC5	369.1321
CXorf21	39.1482	CXorf21	47.3246
CXorf22	24.6488	removed	removed
CXorf23	238.1513	CXorf23	323.0288
CXorf26	398.0063	CXorf26	481.49
CXorf36	299.0485	CXorf36	1951.6067
CXorf38	253.3756	CXorf38	245.4774
CXorf40A	435.3421	CXorf40A	318.449
CXorf40B	304.1232	CXorf40B	410.961
CXorf42	9.0621	CXorf42	36.9437
CXorf56	205.8903	CXorf56	286.3904
CXorf57	14.4993	CXorf57	112.3578
CXorf59	11.5995	removed	removed
CYB561D1	119.9819	CYB561D1	451.5686
CYB561D2	290.5628	CYB561D2	219.397
CYB561	8649.2071	CYB561	1517.1361
CYB5A	1084.1867	CYB5A	1605.9843
CYB5B	2915.8133	CYB5B	1530.2649
CYB5D1	778.6135	CYB5D1	789.558
CYB5D2	380.6072	CYB5D2	465.9186
CYB5R1	2779.1572	CYB5R1	1460.9572
CYB5R2	116.357	CYB5R2	287.6116
CYB5R3	1939.6466	CYB5R3	4465.308
CYB5R4	470.5029	CYB5R4	273.2616
CYB5RL	28.9986	CYB5RL	126.4026
CYBASC3	616.9461	CYBASC3	877.4903
CYBA	235.9764	CYBA	375.2385
CYBB	534.6624	CYBB	766.0484
CYBRD1	7497.2361	CYBRD1	16217.0827
CYC1	1731.5813	CYC1	1020.0748
CYCS	3622.6552	CYCS	1612.0907
CYFIP1	2131.7626	CYFIP1	3618.0444
CYFIP2	457.4536	CYFIP2	400.2748
CYGB	117.807	CYGB	591.0999
CYHR1	218.2148	CYHR1	504.9996
CYLD	1360.3987	CYLD	1679.2611
removed	removed	CYP11A1	42.1342
CYP19A1	5.7997	removed	removed
removed	removed	CYP1A1	195.4049
CYP1B1	1893.9737	CYP1B1	1590.4129
CYP20A1	485.0023	CYP20A1	925.1202
CYP21A2	19.9112	CYP21A2	88.2314
removed	removed	CYP24A1	7.3277
removed	removed	CYP26A1	191.4358
CYP26B1	66.3344	CYP26B1	276.0095
CYP27A1	93.1581	CYP27A1	1035.3408
CYP27B1	76.1214	CYP27B1	13.7394
CYP27C1	20.299	CYP27C1	9.1596
removed	removed	CYP2A6	20.7618
CYP2B7P1	635.0702	CYP2B7P1	23.5097
removed	removed	CYP2C8	5.1904
removed	removed	CYP2D6	13.7394
removed	removed	CYP2D7P1	13.7394
CYP2E1	28.7993	CYP2E1	49.2634
CYP2J2	164.2048	CYP2J2	122.1281
CYP2R1	494.7893	CYP2R1	232.3487
CYP2S1	55.0974	CYP2S1	69.613
CYP2U1	359.5831	CYP2U1	645.4469
removed	removed	CYP39A1	171.2846
CYP3A5	7.9746	CYP3A5	16.4873
CYP46A1	42.4105	CYP46A1	40.6076
CYP4B1	76.8464	CYP4B1	311.4266
CYP4F11	170.0045	CYP4F11	58.0108
removed	removed	CYP4F12	66.5598
removed	removed	CYP4F22	276.6201
removed	removed	CYP4F8	22.5937
CYP4V2	873.2216	CYP4V2	980.0779
