gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
MYOZ1	14.0631	MYOZ1	12.443
MYOZ3	14.3688	MYOZ3	30.3841
MYPN	6.7258	removed	removed
MYPOP	136.045	MYPOP	107.6467
MYRIP	239.0723	MYRIP	383.9977
MYSM1	107.3074	MYSM1	292.5559
MYST1	363.1942	MYST1	569.1963
MYST2	9594.3797	MYST2	1403.7474
MYST3	2157.7648	MYST3	2750.7777
MYST4	1655.7742	MYST4	1750.416
MYT1	10.0887	removed	removed
MZF1	75.4576	MZF1	250.5274
N4BP1	1230.519	N4BP1	1746.3648
N4BP2L1	142.7708	N4BP2L1	782.1746
N4BP2L2	1434.4336	N4BP2L2	2015.4814
N4BP2	225.0092	N4BP2	380.5252
N4BP3	130.542	N4BP3	194.1691
N6AMT1	354.9398	N6AMT1	227.447
N6AMT2	131.4592	N6AMT2	139.4777
NAA10	368.6971	NAA10	491.9337
NAA15	2129.6386	NAA15	806.482
NAA16	288.5987	NAA16	330.7531
NAA20	2365.348	NAA20	707.8058
NAA25	1027.8273	NAA25	571.8006
NAA30	1033.636	NAA30	750.9224
NAA35	800.6781	NAA35	406.8581
NAA38	570.7774	NAA38	316.5738
NAA40	354.0226	NAA40	354.4817
NAA50	5378.2088	NAA50	2845.692
NAAA	524.3081	NAAA	451.1322
NAALAD2	78.8755	NAALAD2	403.3857
NAALADL1	23.2346	NAALADL1	100.9911
NAALADL2	319.7821	NAALADL2	307.0245
NAB1	1117.0973	NAB1	1650.0036
NAB2	219.5062	NAB2	552.4126
NACA2	31.4891	NACA2	27.4904
NACAD	20.7889	NACAD	264.7761
NACAP1	112.5046	NACAP1	97.808
NACA	7797.3633	NACA	13809.7374
NACC1	778.972	NACC1	688.4179
NACC2	15.8974	NACC2	89.9949
NADK	487.3161	NADK	1283.0789
NADSYN1	246.7152	NADSYN1	640.382
NAE1	852.6503	NAE1	737.6112
NAF1	239.0723	NAF1	199.9566
NAGA	1318.8718	NAGA	726.9044
NAGK	504.1306	NAGK	705.2015
NAGLU	475.3931	NAGLU	1229.8343
NAGPA	109.7531	NAGPA	191.8542
NAGS	16.5088	NAGS	22.8604
NAIF1	108.5302	NAIF1	199.0885
NAIP	25.9861	NAIP	72.6326
NALCN	127.4848	NALCN	138.6096
NAMPT	4978.9398	NAMPT	3148.9546
NANOS1	216.4491	NANOS1	246.5456
NANP	438.7068	NANP	161.1806
NANS	882.3051	NANS	528.6841
NAP1L1	6573.2644	NAP1L1	6355.2051
NAP1L2	94.4672	NAP1L2	156.5507
NAP1L3	205.4432	NAP1L3	103.3061
NAP1L4	3074.9218	NAP1L4	2083.7734
NAP1L5	161.7254	NAP1L5	213.5571
removed	removed	NAP1L6	6.6556
NAPA	2397.5952	NAPA	2223.3206
NAPB	403.8548	NAPB	298.6327
NAPEPLD	582.1104	NAPEPLD	429.0415
NAPG	1268.4282	NAPG	630.8327
NAPRT1	19.8717	NAPRT1	219.6339
NAPSB	73.0668	NAPSB	81.3138
NARFL	243.0466	NARFL	323.2294
NARF	688.7849	NARF	640.6713
NARG2	1039.4446	NARG2	1333.7192
NARS2	237.5437	NARS2	300.9477
NARS	3262.939	NARS	2677.8557
NASP	873.4392	NASP	1865.0076
NAT10	1667.3915	NAT10	1069.2324
NAT14	81.0155	NAT14	67.1345
NAT15	1191.0813	NAT15	1037.6908
NAT1	1697.0462	NAT1	87.1012
NAT2	6.7258	removed	removed
NAT6	135.2012	NAT6	201.8288
NAT8B	5.1972	removed	removed
NAT8L	52.8894	NAT8L	1180.9303
NAT9	256.804	NAT9	296.0284
NAV1	1997.2623	NAV1	2049.9168
NAV2	675.7858	NAV2	2667.8811
NAV3	116.4789	NAV3	554.7276
NBAS	1562.5299	NBAS	1726.398
removed	removed	NBEAL1	594.0823
NBEAL2	935.8059	NBEAL2	980.395
NBEA	2074.6092	NBEA	529.2628
NBL1	1486.7115	NBL1	2977.0672
NBLA00301	20.4832	NBLA00301	87.3906
NBN	3343.6488	NBN	1933.5889
NBPF10	264.6976	NBPF10	2071.7818
NBPF14	423.7204	NBPF14	1565.637
NBPF15	395.7716	NBPF15	283.0616
NBPF16	81.3213	NBPF16	70.8963
NBPF1	332.6223	NBPF1	811.1119
NBPF3	34.852	NBPF3	184.6198
NBPF4	7.9487	removed	removed
NBPF9	170.8572	NBPF9	371.6473
NBR1	4631.0315	NBR1	4857.7009
NBR2	228.0664	NBR2	193.5904
NCALD	526.1424	NCALD	1339.796
NCAM1	27.8204	NCAM1	223.6852
NCAM2	448.1841	NCAM2	104.4636
NCAPD2	1255.2823	NCAPD2	1186.7178
NCAPD3	550.5999	NCAPD3	492.2231
NCAPG2	838.5872	NCAPG2	362.5841
NCAPG	894.7692	NCAPG	46.8784
NCAPH2	180.3742	NCAPH2	629.3858
NCAPH	452.7699	NCAPH	30.6735
NCBP1	2416.0973	NCBP1	762.9487
NCBP2	2382.4682	NCBP2	1417.9266
NCCRP1	490.3733	NCCRP1	39.0653
NCDN	376.0344	NCDN	503.5086
NCEH1	1080.411	NCEH1	366.6353
removed	removed	NCF1B	27.4904
removed	removed	NCF1C	17.3624
NCF1	7.3373	NCF1	70.3176
NCF2	286.4587	NCF2	212.9784
NCF4	49.8322	NCF4	123.2728
NCK1	656.073	NCK1	823.2656
NCK2	534.7025	NCK2	1035.0865
NCKAP1L	350.9654	NCKAP1L	278.0872
NCKAP1	7756.0913	NCKAP1	4631.4114
NCKAP5L	309.0819	NCKAP5L	667.583
NCKAP5	107.9188	NCKAP5	250.0181
NCKIPSD	342.711	NCKIPSD	691.601
NCLN	481.8132	NCLN	846.9941
NCL	10511.5367	NCL	10865.0799
NCOA1	2768.5913	NCOA1	2733.9941
NCOA2	879.8593	NCOA2	1115.2427
NCOA3	3688.1941	NCOA3	1643.0587
NCOA4	8159.3346	NCOA4	7188.3093
NCOA5	1605.3305	NCOA5	939.5934
NCOA6	2947.437	NCOA6	1720.8999
NCOA7	3955.6983	NCOA7	3542.5016
NCOR1	1526.1493	NCOR1	3155.6102
NCOR2	1140.3319	NCOR2	3734.0664
NCRNA00081	225.5503	NCRNA00081	218.0974
NCRNA00085	27.209	NCRNA00085	52.6658
removed	removed	NCRNA00086	233.2345
NCRNA00087	7.3373	NCRNA00087	113.7235
removed	removed	NCRNA00092	16.4942
removed	removed	NCRNA00093	11.5981
NCRNA00094	763.7931	NCRNA00094	607.8796
NCRNA00095	114.3389	NCRNA00095	36.7503
removed	removed	NCRNA00105	38.7962
removed	removed	NCRNA00107	9.5493
removed	removed	NCRNA00110	17.073
NCRNA00115	7.643	NCRNA00115	10.128
NCRNA00116	114.9503	NCRNA00116	107.936
NCRNA00120	19.2603	NCRNA00120	49.1934
NCRNA00152	290.4331	NCRNA00152	51.5084
NCRNA00160	7.3373	removed	removed
NCRNA00171	27.3435	NCRNA00171	39.5544
removed	removed	NCRNA00173	19.388
NCRNA00174	174.5656	NCRNA00174	152.7888
NCRNA00176	29.349	NCRNA00176	7.8131
NCRNA00181	62.1985	NCRNA00181	104.2523
NCRNA00182	55.3351	NCRNA00182	98.6761
NCRNA00183	345.1568	NCRNA00183	306.1564
NCRNA00188	3208.8267	NCRNA00188	7107.8637
NCRNA00201	893.5005	NCRNA00201	1020.8406
NCRNA00202	5.1972	NCRNA00202	8.3918
NCRNA00219	131.1535	NCRNA00219	520.871
NCS1	280.9558	NCS1	208.6378
NCSTN	3992.5099	NCSTN	3091.1351
NDC80	507.1878	NDC80	18.2305
NDE1	543.3544	NDE1	405.8772
NDEL1	669.8303	NDEL1	1167.6192
NDFIP1	3708.983	NDFIP1	3457.7154
NDFIP2	1112.2058	NDFIP2	645.5907
NDNL2	186.7943	NDNL2	364.3203
NDN	397.4347	NDN	1101.6422
NDOR1	335.3738	NDOR1	304.9989
removed	removed	NDP	37.3291
NDRG1	1693.6833	NDRG1	6000.7234
NDRG2	1147.0577	NDRG2	5884.9743
NDRG3	1861.2173	NDRG3	947.6959
NDRG4	79.7927	NDRG4	504.3768
NDST1	1498.3289	NDST1	5561.1662
NDST2	398.0461	NDST2	712.7252
NDUFA10	1501.9975	NDUFA10	2045.8656
NDUFA11	785.0406	NDUFA11	818.1813
NDUFA12	788.4493	NDUFA12	519.1348
NDUFA13	469.456	NDUFA13	1393.4689
NDUFA1	915.6284	NDUFA1	1044.3464
NDUFA2	530.7282	NDUFA2	655.4294
NDUFA3	495.2648	NDUFA3	407.1475
NDUFA4L2	100.2758	NDUFA4L2	300.369
NDUFA4	4132.4038	NDUFA4	2660.4934
NDUFA5	1689.709	NDUFA5	1269.189
NDUFA6	1053.5077	NDUFA6	920.2055
NDUFA7	656.3787	NDUFA7	348.9836
NDUFA8	896.0624	NDUFA8	691.0222
NDUFA9	1623.0622	NDUFA9	1099.906
NDUFAB1	1101.8113	NDUFAB1	713.0145
NDUFAF1	258.3326	NDUFAF1	351.0092
NDUFAF2	95.69	NDUFAF2	148.4482
NDUFAF3	565.2744	NDUFAF3	829.053
NDUFAF4	226.2321	NDUFAF4	215.8721
NDUFB10	685.1163	NDUFB10	975.4757
NDUFB11	1242.4421	NDUFB11	811.4013
NDUFB1	824.5242	NDUFB1	530.7097
NDUFB2	859.0674	NDUFB2	632.5602
NDUFB3	810.4611	NDUFB3	527.2372
NDUFB4	2408.1486	NDUFB4	1177.7472
NDUFB5	2081.9465	NDUFB5	1534.2545
NDUFB6	469.5844	NDUFB6	475.7289
NDUFB7	232.3464	NDUFB7	770.8891
NDUFB8	484.5646	NDUFB8	1229.4987
NDUFB9	2067.8864	NDUFB9	1666.7872
NDUFC1	822.0784	NDUFC1	413.5137
NDUFC2	1743.5155	NDUFC2	1433.8421
NDUFS1	2055.9603	NDUFS1	2490.9209
NDUFS2	1512.3919	NDUFS2	2164.2191
NDUFS3	1552.169	NDUFS3	999.1029
NDUFS4	580.2547	NDUFS4	765.1016
NDUFS5	826.3585	NDUFS5	1696.3033
NDUFS6	172.1198	NDUFS6	404.5432
NDUFS7	117.7293	NDUFS7	591.1047
NDUFS8	480.2846	NDUFS8	770.5997
NDUFV1	498.0163	NDUFV1	2014.0346
NDUFV2	3326.2228	NDUFV2	1367.8652
NDUFV3	468.0558	NDUFV3	913.2605
NEAT1	10628.3214	NEAT1	17249.8011
NEBL	5571.1175	NEBL	1489.9805
NEB	17.1203	NEB	15.6261
NECAB1	50.1379	NECAB1	279.2447
NECAB3	635.8955	NECAB3	384.8658
NECAP1	1205.4501	NECAP1	673.0811
NECAP2	747.7887	NECAP2	1149.9674
NEDD1	847.7588	NEDD1	605.3679
NEDD4L	1540.5181	NEDD4L	2168.849
NEDD4	727.917	NEDD4	674.528
NEDD8	1602.8848	NEDD8	1316.6462
NEDD9	4883.5555	NEDD9	2822.2528
NEFH	27.209	NEFH	30.6735
removed	removed	NEFM	5.1393
NEGR1	588.2034	NEGR1	706.359
NEIL1	50.7494	NEIL1	132.2434
NEIL2	162.9482	NEIL2	327.57
NEIL3	112.8103	removed	removed
NEK10	38.2149	NEK10	174.4918
NEK11	350.6597	NEK11	208.3484
NEK1	678.3905	NEK1	614.6278
NEK2	669.5246	NEK2	7.2343
NEK3	225.0092	NEK3	260.7249
NEK4	622.7496	NEK4	540.8377
NEK5	31.7948	NEK5	5.2087
NEK6	763.9918	NEK6	695.0734
NEK7	2033.6428	NEK7	2649.7866
NEK8	376.9515	NEK8	63.662
NEK9	1973.1105	NEK9	3046.806
NELF	344.851	NELF	563.9876
NELL2	4091.7432	NELL2	133.1115
NENF	826.0528	NENF	783.0428
NEO1	2099.9839	NEO1	2156.406
NES	649.9586	NES	3319.6846
NET1	5724.2827	NET1	3526.5861
NETO1	25.6804	removed	removed
NETO2	99.9701	NETO2	197.931
NEU1	1559.1669	NEU1	1210.4464
NEU3	43.7178	NEU3	117.7747
NEURL1B	738.9228	NEURL1B	1739.1304
removed	removed	NEURL2	19.3561
removed	removed	NEURL3	21.4136
NEURL4	145.828	NEURL4	495.9792
NEURL	5.5029	NEURL	8.1024
removed	removed	NEUROG2	28.3585
NEXN	358.6084	NEXN	579.3243
NF1	2159.2934	NF1	2884.7573
NF2	514.8308	NF2	920.2055
NFAM1	132.682	NFAM1	141.7927
NFASC	73.8709	NFASC	967.1041
NFAT5	1276.9883	NFAT5	3712.9422
NFATC1	368.6971	NFATC1	522.3179
NFATC2IP	963.0149	NFATC2IP	835.4192
NFATC2	14.3688	NFATC2	109.9617
NFATC3	894.2281	NFATC3	1249.8011
NFATC4	209.7232	NFATC4	940.4615
NFE2L1	35360.3777	NFE2L1	7799.4647
NFE2L2	4782.6957	NFE2L2	3450.3827
NFE2L3	287.3759	NFE2L3	245.3881
NFE2	11.0059	NFE2	12.7324
NFIA	3309.714	NFIA	3590.8269
NFIB	2330.496	NFIB	6630.9774
NFIC	704.6823	NFIC	2073.0666
NFIL3	1414.8676	NFIL3	1664.1829
NFIX	1250.3907	NFIX	6374.8824
NFKB1	1359.2267	NFKB1	1348.1878
NFKB2	273.9242	NFKB2	644.4332
NFKBIA	2351.5906	NFKBIA	1801.635
NFKBIB	75.5126	NFKBIB	203.7184
NFKBID	13.4516	NFKBID	67.7132
NFKBIE	173.3427	NFKBIE	141.5033
NFKBIL1	85.6013	NFKBIL1	373.5803
NFKBIL2	141.5479	NFKBIL2	79.2881
NFKBIZ	1855.9987	NFKBIZ	2488.3166
NFRKB	431.3695	NFRKB	890.9788
NFS1	766.7433	NFS1	538.2334
NFU1	696.1222	NFU1	918.1798
NFX1	929.3858	NFX1	1377.1251
NFXL1	259.5554	NFXL1	259.278
NFYA	1403.2503	NFYA	996.5999
NFYB	1265.6767	NFYB	848.1516
NFYC	906.5394	NFYC	1091.7514
NGDN	536.5369	NGDN	493.9593
NGEF	79.7927	NGEF	23.4392
NGFRAP1	312.7505	NGFRAP1	1196.2671
NGFR	190.4629	NGFR	601.8954
NGF	10.0887	NGF	8.1024
NGLY1	1259.2566	NGLY1	598.4229
NGRN	2302.7306	NGRN	2285.0727
removed	removed	NHEDC1	6.3662
NHEDC2	324.0621	NHEDC2	167.5468
NHEJ1	209.7966	NHEJ1	298.2363
NHLH1	5.1972	NHLH1	9.2599
NHLRC1	121.6762	NHLRC1	55.8489
NHLRC2	158.3624	NHLRC2	319.1782
NHLRC3	1127.7974	NHLRC3	1123.3451
NHLRC4	11.3116	NHLRC4	45.4315
NHP2L1	1225.6275	NHP2L1	1503.2916
NHP2	804.9582	NHP2	669.6086
NHSL1	380.0087	NHSL1	360.8479
NHSL2	59.3095	NHSL2	185.1986
NHS	639.2584	NHS	383.1296
NICN1	262.6065	NICN1	467.6004
NID1	5018.6649	NID1	6154.528
NID2	1474.7885	NID2	1727.5555
NIF3L1	837.3644	NIF3L1	375.6059
NINJ1	2103.6525	NINJ1	1062.8662
NINJ2	239.0723	NINJ2	76.1224
NINL	143.6879	NINL	355.9285
NIN	1536.8495	NIN	1484.7718
NIP7	482.1189	NIP7	361.1372
NIPA1	488.8447	NIPA1	376.1846
NIPA2	1478.4571	NIPA2	730.3769
removed	removed	NIPAL1	39.3547
NIPAL2	403.5491	NIPAL2	338.2768
NIPAL3	454.9099	NIPAL3	1106.8509
NIPBL	2690.3273	NIPBL	2948.4193
NIPSNAP1	993.5868	NIPSNAP1	698.2565
NIPSNAP3A	996.644	NIPSNAP3A	613.7597
NIPSNAP3B	55.9466	NIPSNAP3B	271.5387
NISCH	722.414	NISCH	2886.7829
NIT1	419.5565	NIT1	653.3922
NIT2	1058.3992	NIT2	641.5395
NKAIN1	29.6547	NKAIN1	5.7875
NKAIN2	11.6173	NKAIN2	12.1537
NKAPL	8.5601	NKAPL	70.3176
NKAP	407.5234	NKAP	379.6571
NKD1	7.9487	NKD1	16.4942
removed	removed	NKD2	35.0141
NKG7	13.4516	NKG7	56.7171
NKIRAS1	285.8473	NKIRAS1	340.3024
NKIRAS2	904.0111	NKIRAS2	869.5652
removed	removed	NKPD1	35.3035
NKRF	516.0537	NKRF	268.2486
NKTR	1015.5985	NKTR	3008.8982
NKX2-5	7.0315	removed	removed
NKX3-1	12.5345	NKX3-1	123.8516
NKX3-2	31.7948	NKX3-2	5.7875
NLE1	77.3469	NLE1	339.1449
NLGN1	5.8087	NLGN1	105.0423
NLGN2	276.37	NLGN2	727.7726
NLGN3	29.6547	NLGN3	45.7209
NLGN4X	55.6409	NLGN4X	236.4176
NLK	817.7983	NLK	287.0578
NLN	633.4498	NLN	247.1244
NLRC3	59.9209	NLRC3	112.8554
NLRC4	53.1951	NLRC4	30.0948
NLRC5	120.4533	NLRC5	769.1529
NLRP12	14.6745	NLRP12	8.1024
NLRP1	140.9365	NLRP1	898.2131
NLRP2	2133.3072	NLRP2	208.6378
NLRP3	46.775	NLRP3	113.4341
removed	removed	NLRP5	11.2855
NLRP7	5.5029	removed	removed
NLRX1	236.6265	NLRX1	745.4243
NMB	173.3427	NMB	795.1964
NMD3	2712.339	NMD3	1349.3453
NME1-NME2	24.9864	NME1-NME2	29.8517
NME1	4007.3617	NME1	402.7982
NME2P1	242.7409	NME2P1	32.6991
NME2	13176.5749	NME2	3662.8431
NME3	261.084	NME3	285.9003
NME4	782.0292	NME4	1359.4733
removed	removed	NME5	43.1165
NME6	169.6741	NME6	166.3894
NME7	344.6095	NME7	161.8607
NMI	604.7122	NMI	330.4637
NMNAT1	205.7489	NMNAT1	362.8735
NMNAT2	526.1424	NMNAT2	749.1861
NMNAT3	22.9289	NMNAT3	238.4432
NMRAL1	515.4422	NMRAL1	352.1667
NMT1	2321.9359	NMT1	2905.0134
NMT2	307.5533	NMT2	981.8419
removed	removed	NMUR1	63.9514
NNAT	158.3624	NNAT	605.3679
NNMT	2203.3169	NNMT	2077.4072
NNT	1847.46	NNT	1968.0243
NOB1	433.5096	NOB1	1066.6281
NOC2L	346.3093	NOC2L	1183.7517
NOC3L	479.6731	NOC3L	409.4625
NOC4L	180.9857	NOC4L	177.3855
NOD1	163.5597	NOD1	559.9363
NOD2	38.8263	NOD2	35.3035
removed	removed	NODAL	15.0474
removed	removed	NOG	5.7875
NOL10	947.7289	NOL10	600.4485
NOL11	3031.204	NOL11	726.0363
NOL12	68.1753	NOL12	195.4771
NOL3	217.6138	NOL3	373.8696
NOL4	36.992	removed	removed
NOL6	594.6235	NOL6	763.076
NOL7	741.98	NOL7	534.7609
NOL8	869.7706	NOL8	879.4039
NOL9	177.0113	NOL9	234.9707
NOLC1	1459.8083	NOLC1	1640.4543
NOM1	534.7025	NOM1	524.0541
NOMO1	2873.7587	NOMO1	2510.8877
NOMO2	2542.665	NOMO2	1807.4224
NOMO3	1261.3966	NOMO3	952.9046
NONO	9723.0874	NONO	5643.0587
NOP10	1430.1535	NOP10	595.5292
NOP14	542.2293	NOP14	909.2903
NOP16	70.3154	NOP16	105.9104
NOP2	392.8489	NOP2	397.3088
NOP56	1353.7238	NOP56	1358.6052
NOP58	1542.3524	NOP58	825.0018
NOS1AP	24.1518	NOS1AP	141.7927
NOS2	11.3116	NOS2	17.6836
NOS3	133.1223	NOS3	482.014
NOSIP	160.5025	NOSIP	471.6776
NOSTRIN	575.0575	NOSTRIN	623.8877
NOTCH1	537.454	NOTCH1	2465.4561
NOTCH2NL	391.7422	NOTCH2NL	640.7813
NOTCH2	6835.2656	NOTCH2	8854.5178
NOTCH3	3254.9903	NOTCH3	4183.7517
NOTCH4	239.9894	NOTCH4	2172.3215
NOVA1	112.5046	NOVA1	948.564
NOVA2	23.5404	NOVA2	103.5955
NOV	459.4957	NOV	281.5597
NOX4	888.1137	NOX4	79.5775
removed	removed	NOX5	8.441
NOXA1	7.3373	NOXA1	52.0871
NOXO1	7.643	removed	removed
NPAS1	8.8659	removed	removed
NPAS2	437.4839	NPAS2	232.077
NPAS3	32.1005	NPAS3	127.9028
removed	removed	NPAS4	14.758
NPAT	614.4952	NPAT	645.3013
NPC1L1	16.8145	NPC1L1	50.6402
NPC1	875.2124	NPC1	1313.4978
NPC2	2311.2357	NPC2	2248.4265
NPDC1	867.3248	NPDC1	1024.3797
NPEPL1	156.2224	NPEPL1	594.0823
NPEPPS	2902.802	NPEPPS	2455.0387
removed	removed	NPFFR2	15.9155
removed	removed	NPFF	13.3111
NPHP1	107.0017	NPHP1	125.2984
NPHP3	412.7207	NPHP3	1162.9892
NPHP4	94.1615	NPHP4	237.2857
NPIPL3	238.5036	NPIPL3	661.02
NPIP	211.6462	NPIP	1186.8335
NPLOC4	2563.1482	NPLOC4	2594.227
NPL	225.6206	NPL	111.4085
NPM1	12005.8912	NPM1	7220.4297
removed	removed	NPM2	25.4648
NPM3	118.9247	NPM3	128.4815
NPNT	7101.2411	NPNT	934.0953
NPR1	199.9402	NPR1	4356.2179
NPR2	189.8515	NPR2	827.0274
NPR3	14.3688	NPR3	122.6941
NPRL2	305.4133	NPRL2	267.9592
NPRL3	630.6983	NPRL3	744.2668
NPTN	5126.9078	NPTN	2339.579
removed	removed	NPTX1	22.8604
NPTX2	50.7494	NPTX2	13.6005
NPTXR	387.0403	NPTXR	442.7404
NPW	6.7258	removed	removed
NPY1R	1703.1606	NPY1R	832.8149
removed	removed	NPY2R	103.0167
NPY5R	9.1716	NPY5R	124.4303
NQO1	7707.7877	NQO1	1292.6282
NQO2	313.9734	NQO2	832.8149
removed	removed	NR0B1	10.4174
NR1D1	173.3488	NR1D1	1129.1644
NR1D2	1640.1825	NR1D2	2957.3899
NR1H2	518.4994	NR1H2	1189.9009
NR1H3	324.3679	NR1H3	1349.924
NR2C1	310.9162	NR2C1	443.6085
NR2C2AP	188.4819	NR2C2AP	211.0309
NR2C2	840.0883	NR2C2	1607.9578
removed	removed	NR2E3	5.2087
NR2F1	110.976	NR2F1	486.4357
NR2F2	6649.0827	NR2F2	1791.5069
NR2F6	690.925	NR2F6	432.6123
NR3C1	1493.7431	NR3C1	5693.6989
NR3C2	76.7355	NR3C2	938.4359
NR4A1	5212.5091	NR4A1	17853.4327
NR4A2	1804.0479	NR4A2	2141.0692
NR4A3	780.1949	NR4A3	1802.2137
NR5A2	88.3528	NR5A2	322.0719
NR6A1	7.643	NR6A1	7.2343
NRARP	576.8918	NRARP	215.004
NRAS	1974.3334	NRAS	1113.7958
NRBF2	608.3808	NRBF2	752.6586
NRBP1	2842.8811	NRBP1	2045.2868
NRBP2	345.1568	NRBP2	1189.0328
NRCAM	763.0746	NRCAM	93.178
NRD1	3772.2669	NRD1	3343.9919
NRF1	279.1215	NRF1	412.6456
NRG1	54.7237	NRG1	182.0155
removed	removed	NRG2	100.4124
removed	removed	NRG3	6.6556
NRGN	88.9642	NRGN	48.6146
NRIP1	3652.1193	NRIP1	3848.0793
NRIP2	51.3608	NRIP2	135.1371
NRIP3	406.3006	NRIP3	188.9604
NRK	399.5747	NRK	71.4751
NRL	14.6806	NRL	22.0271
NRM	560.3829	NRM	255.2268
NRN1	349.7425	NRN1	2356.0732
NRP1	3036.0955	NRP1	5741.156
NRP2	1559.1669	NRP2	1101.6422
NRSN2	1148.5863	NRSN2	487.3038
removed	removed	NRTN	11.5749
NRXN1	11.923	NRXN1	131.6646
NRXN2	12.5345	NRXN2	88.8374
NRXN3	22.3175	NRXN3	49.4827
NSA2	2228.9973	NSA2	2172.9002
NSD1	2201.1769	NSD1	2663.3871
NSDHL	594.9292	NSDHL	432.3229
NSFL1C	1292.58	NSFL1C	1522.969
NSF	3019.5867	NSF	817.7675
NSL1	1055.0363	NSL1	616.9428
NSMAF	832.1671	NSMAF	813.4269
NSMCE1	1166.318	NSMCE1	719.0914
NSMCE2	545.097	NSMCE2	280.4022
NSMCE4A	269.0327	NSMCE4A	554.4383
NSUN2	1880.1719	NSUN2	1073.573
NSUN3	232.0407	NSUN3	111.9873
NSUN4	553.0457	NSUN4	535.3397
NSUN5P1	16.8145	NSUN5P1	52.0871
NSUN5P2	39.2604	NSUN5P2	232.6904
NSUN5	241.8237	NSUN5	255.8055
NSUN6	332.0108	NSUN6	245.9669
NSUN7	206.0546	NSUN7	95.7824
NT5C2	3174.2805	NT5C2	1455.2557
NT5C3L	313.362	NT5C3L	567.46
NT5C3	836.1415	NT5C3	471.3883
NT5C	64.201	NT5C	232.077
NT5DC1	698.5679	NT5DC1	919.048
NT5DC2	648.43	NT5DC2	409.1731
NT5DC3	274.5357	NT5DC3	637.7776
NT5E	705.5995	NT5E	876.2208
NT5M	11.923	NT5M	40.8016
NTAN1	917.157	NTAN1	649.3525
removed	removed	NTF3	17.9411
removed	removed	NTF4	59.5587
NTHL1	47.0807	NTHL1	139.1883
NTM	392.5432	NTM	309.9183
NTN1	102.1101	NTN1	188.6711
removed	removed	NTN3	5.7875
NTN4	5203.3375	NTN4	4037.3291
removed	removed	NTN5	22.5711
removed	removed	NTNG1	5.2087
NTNG2	17.1203	NTNG2	10.7068
NTRK2	1431.3764	NTRK2	7926.7887
NTRK3	20.1775	NTRK3	517.3985
removed	removed	NTSR2	5.7875
NUAK1	724.8598	NUAK1	1418.216
NUAK2	101.4987	NUAK2	52.3765
NUB1	1361.6052	NUB1	1876.5275
NUBP1	265.8013	NUBP1	330.0065
NUBP2	284.9301	NUBP2	448.8172
NUBPL	619.9982	NUBPL	448.8172
NUCB1	2070.3291	NUCB1	6445.2
NUCB2	1447.4542	NUCB2	1343.2887
NUCKS1	11480.9717	NUCKS1	9260.2185
NUDCD1	1330.1834	NUDCD1	455.4728
NUDCD2	390.7089	NUDCD2	306.1564
NUDCD3	1817.4995	NUDCD3	2436.2295
NUDC	568.3316	NUDC	1428.3441
NUDT10	23.5404	NUDT10	31.831
NUDT11	55.9466	NUDT11	57.0064
NUDT12	703.1537	NUDT12	459.8134
NUDT13	33.9348	NUDT13	57.2379
NUDT14	55.9466	NUDT14	289.3728
NUDT15	699.7327	NUDT15	387.4123
NUDT16L1	254.0525	NUDT16L1	276.6404
NUDT16P1	181.5971	NUDT16P1	101.2805
NUDT16	310.3048	NUDT16	1255.5885
NUDT17	22.0118	NUDT17	35.3035
NUDT18	26.5976	NUDT18	99.2549
NUDT19	1371.7612	NUDT19	364.3203
NUDT1	64.8124	NUDT1	77.2625
NUDT21	2629.4892	NUDT21	2518.9901
NUDT22	149.9521	NUDT22	208.3889
NUDT2	195.0487	NUDT2	342.0386
NUDT3	718.4397	NUDT3	390.6533
NUDT4	2056.8775	NUDT4	1223.7575
NUDT5	715.3917	NUDT5	445.4518
NUDT6	48.4656	NUDT6	118.2898
NUDT7	75.5126	NUDT7	196.1947
NUDT8	137.5736	NUDT8	86.5225
NUDT9	817.7983	NUDT9	506.4024
NUF2	350.0483	NUF2	9.2599
NUFIP1	321.3107	NUFIP1	221.6596
NUFIP2	21073.2113	NUFIP2	2586.7033
NUMA1	2520.6379	NUMA1	12075.4134
NUMBL	370.2257	NUMBL	536.7865
NUMB	1985.3392	NUMB	1829.7041
NUP107	1075.8252	NUP107	776.9659
NUP133	2136.0587	NUP133	1334.0085
NUP153	2417.3202	NUP153	1581.4223
NUP155	1278.5169	NUP155	593.5036
NUP160	2085.6151	NUP160	1389.8575
NUP188	1733.4268	NUP188	1212.1826
NUP205	1734.9554	NUP205	1175.1429
NUP210	761.2403	NUP210	448.5278
NUP214	1408.1418	NUP214	1927.5121
NUP35	405.9948	NUP35	199.6672
NUP37	537.7597	NUP37	232.077
NUP43	839.8101	NUP43	579.6137
NUP50	1723.6438	NUP50	1009.3323
NUP54	960.2634	NUP54	888.3744
NUP62CL	46.775	NUP62CL	13.6005
NUP62	1116.443	NUP62	1109.2787
NUP85	1153.7835	NUP85	514.5048
NUP88	1074.4984	NUP88	757.2162
NUP93	555.1857	NUP93	555.3064
NUP98	3611.1529	NUP98	2704.7674
NUPL1	2311.5414	NUPL1	912.103
NUPL2	241.2123	NUPL2	308.7608
