gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
removed	removed	ANO3	8.5158
removed	removed	ANO5	28.7916
ANO6	1982.1408	ANO6	2939.1727
ANO7	45.4598	ANO7	16.6261
ANO8	220.8048	ANO8	495.1338
ANO9	186.478	ANO9	166.2612
ANP32A	4180.4476	ANP32A	2222.6277
ANP32B	3238.78	ANP32B	2559.6107
ANP32E	957.4394	ANP32E	1202.352
ANPEP	362.2869	ANPEP	4317.1127
ANTXR1	7677.1425	ANTXR1	2969.5864
ANTXR2	699.9884	ANTXR2	532.0357
ANUBL1	64.0148	ANUBL1	300.8921
ANXA11	4617.4185	ANXA11	2572.5872
ANXA13	6.4943	ANXA13	8.1103
ANXA1	3273.1068	ANXA1	8093.2685
ANXA2P1	105.2998	ANXA2P1	36.9019
ANXA2P2	5141.5981	ANXA2P2	1903.8929
ANXA2P3	6.9581	ANXA2P3	5.2717
ANXA2	19701.7279	ANXA2	5750.2028
ANXA3	145.1931	ANXA3	1372.2628
ANXA4	2100.4291	ANXA4	1158.9619
ANXA5	9565.1165	ANXA5	3887.2668
ANXA6	8700.9162	ANXA6	3645.5799
ANXA7	3346.863	ANXA7	2495.5393
ANXA8L2	99.7333	ANXA8L2	677.6156
ANXA8	340.4848	ANXA8	1234.5012
ANXA9	1106.8074	ANXA9	150.4461
AOAH	140.5543	AOAH	143.9578
AOC2	8.3498	AOC2	19.0592
AOC3	984.8081	AOC3	776.9667
AOX1	51.4902	AOX1	154.0957
AP1AR	439.7541	AP1AR	786.6991
AP1B1	2297.5762	AP1B1	2197.0803
AP1G1	2616.2588	AP1G1	2583.5361
AP1G2	1873.3712	AP1G2	1475.3933
AP1M1	1253.856	AP1M1	622.4655
AP1M2	2858.4019	AP1M2	901.4599
AP1S1	1512.6986	AP1S1	526.764
AP1S2	351.6178	AP1S2	264.3958
AP1S3	79.7866	AP1S3	113.5442
AP2A1	2418.4762	AP2A1	1124.6513
AP2A2	1500.6378	AP2A2	1476.0746
AP2B1	12102.0526	AP2B1	6145.9854
AP2M1	9356.3725	AP2M1	3909.9757
AP2S1	2099.5013	AP2S1	626.5207
AP3B1	1382.8134	AP3B1	1253.8524
AP3B2	37.5739	AP3B2	166.2612
AP3D1	3243.4188	AP3D1	2773.7226
AP3M1	1323.4373	AP3M1	1407.5426
AP3M2	580.3085	AP3M2	763.9903
AP3S1	1129.0734	AP3S1	611.5166
AP3S2	2451.4856	AP3S2	1504.3796
AP4B1	326.8561	AP4B1	409.116
AP4E1	260.2343	AP4E1	486.618
removed	removed	AP4M1	277.9724
AP4S1	76.0756	AP4S1	111.1111
APAF1	324.713	APAF1	634.2255
APBA1	69.1175	APBA1	796.026
APBA2	151.6873	APBA2	231.5491
APBA3	251.4206	APBA3	178.8321
APBB1IP	351.1539	APBB1IP	281.4274
APBB1	327.9601	APBB1	789.5377
APBB2	5554.4474	APBB2	1284.6715
APBB3	132.2046	APBB3	521.0868
APC2	8.86	removed	removed
APCDD1L	46.3876	APCDD1L	1296.4315
APCDD1	483.3585	APCDD1	1763.1792
removed	removed	APC	1554.7445
APEH	1290.0383	APEH	1447.283
APEX1	3284.2398	APEX1	3326.4396
APEX2	928.2152	APEX2	425.7908
APH1A	4633.1903	APH1A	4056.3666
APH1B	552.9398	APH1B	558.7997
API5	2062.8552	API5	3125.7097
APIP	346.5569	APIP	342.6886
APITD1	342.8041	APITD1	170.0892
APLF	31.5435	APLF	122.871
APLNR	1220.9208	APLNR	399.0268
APLN	224.5158	APLN	297.648
APLP1	102.9804	APLP1	45.8232
APLP2	17046.0397	APLP2	13000
APOA1BP	2817.5809	APOA1BP	862.9359
APOA1	12.5246	removed	removed
APOB48R	379.9142	APOB48R	106.6504
APOBEC3A	86.3551	APOBEC3A	5.219
APOBEC3B	159.9629	APOBEC3B	53.5807
APOBEC3C	213.8467	APOBEC3C	333.7388
APOBEC3D	104.372	APOBEC3D	109.8946
APOBEC3F	242.1431	APOBEC3F	245.3366
APOBEC3G	577.9891	APOBEC3G	358.8808
APOBEC3H	11.5969	APOBEC3H	6.0827
APOC1	1758.5527	APOC1	265.6123
APOC2	129.8852	removed	removed
APOD	5248.2895	APOD	7035.2798
APOE	7155.2824	APOE	1678.8321
APOF	6.9581	removed	removed
APOL1	2582.8598	APOL1	642.3358
APOL2	1279.3691	APOL2	570.9651
APOL3	931.9262	APOL3	752.2303
APOL4	394.7582	APOL4	123.2766
APOL6	2118.5202	APOL6	1292.7818
APOLD1	1031.1956	APOLD1	1444.4444
APOM	149.368	APOM	58.3942
APOOL	74.684	APOOL	257.0965
APOO	368.7812	APOO	111.1111
APPBP2	1124.8985	APPBP2	1665.4501
APPL1	730.1403	APPL1	2731.9546
APPL2	601.6468	APPL2	1328.8727
APP	21832.3089	APP	48253.8524
APRT	3075.4958	APRT	1420.5191
APTX	629.4793	APTX	524.7364
AQP11	38.5017	AQP11	17.8427
AQP1	5910.7039	AQP1	8419.4809
removed	removed	AQP2	5.2717
AQP3	792.7635	AQP3	808.5969
removed	removed	AQP4	103.4063
AQP5	10.6691	AQP5	598.5401
removed	removed	AQP6	31.6302
removed	removed	AQP7P1	30.4136
AQP7	20.8744	AQP7	81.5085
AQP9	6.0304	removed	removed
AQR	1354.9809	AQR	1461.0706
ARAF	789.9803	ARAF	1013.382
ARAP1	2469.637	ARAP1	2054.6918
ARAP2	154.4706	ARAP2	578.6699
ARAP3	308.4773	ARAP3	526.3585
ARCN1	6290.1542	ARCN1	4247.7697
ARC	10.6691	ARC	40.957
AREG	60.3038	AREG	618.0049
ARF1	15465.1513	ARF1	6113.1387
ARF3	7345.9353	ARF3	3842.6602
ARF4	5998.3764	ARF4	3357.6642
ARF5	4809.9269	ARF5	1770
ARF6	3813.0581	ARF6	3843.4712
ARFGAP1	1842.5142	ARFGAP1	852.3925
ARFGAP2	2201.554	ARFGAP2	1935.1176
ARFGAP3	834.0485	ARFGAP3	1190.5921
ARFGEF1	1735.011	ARFGEF1	2123.7348
ARFGEF2	1184.2746	ARFGEF2	2598.1346
ARFIP1	1292.3576	ARFIP1	1251.0138
ARFIP2	2200.1624	ARFIP2	1571.7762
ARFRP1	628.0877	ARFRP1	461.4761
ARG2	135.5909	ARG2	195.6934
ARGLU1	765.3949	ARGLU1	3467.5588
ARHGAP10	222.6603	ARHGAP10	486.2125
ARHGAP11A	157.7177	ARHGAP11A	92.0519
ARHGAP11B	5.1026	ARHGAP11B	20.2758
ARHGAP12	792.2997	ARHGAP12	1385.6448
ARHGAP15	150.7596	ARHGAP15	80.292
ARHGAP17	1010.7851	ARHGAP17	945.2555
ARHGAP18	611.852	ARHGAP18	656.9343
ARHGAP19	320.5381	ARHGAP19	1884.0227
ARHGAP1	4501.4496	ARHGAP1	2731.5491
ARHGAP20	68.6536	ARHGAP20	302.5142
ARHGAP21	1167.1112	ARHGAP21	2761.9627
ARHGAP22	70.973	ARHGAP22	67.3155
ARHGAP23	674.4752	ARHGAP23	862.9359
ARHGAP24	217.0938	ARHGAP24	310.219
ARHGAP25	404.9635	ARHGAP25	485.4015
ARHGAP26	285.7474	ARHGAP26	1082.3195
ARHGAP27	370.1542	ARHGAP27	616.3828
ARHGAP28	283.8919	ARHGAP28	165.8556
removed	removed	ARHGAP29	2303.7307
ARHGAP30	608.141	ARHGAP30	386.8613
ARHGAP31	852.1396	ARHGAP31	778.5888
ARHGAP32	2765.6268	ARHGAP32	1745.3366
ARHGAP33	210.5996	ARHGAP33	312.2466
ARHGAP36	35.2546	removed	removed
ARHGAP39	325.1769	ARHGAP39	241.2814
ARHGAP42	91.3835	ARHGAP42	203.9457
ARHGAP4	334.9182	ARHGAP4	360.5028
ARHGAP5	1057.6366	ARHGAP5	4114.7607
ARHGAP6	92.3113	ARHGAP6	160.1784
ARHGAP8	527.1019	ARHGAP8	498.8605
ARHGAP9	135.4517	ARHGAP9	112.7332
ARHGDIA	7105.6477	ARHGDIA	2617.5994
ARHGDIB	8115.9689	ARHGDIB	2549.8783
ARHGDIG	17.6273	removed	removed
ARHGEF10L	895.2801	ARHGEF10L	1641.1192
ARHGEF10	513.5104	ARHGEF10	1177.6156
ARHGEF11	1134.176	ARHGEF11	1324.412
ARHGEF12	4740.8095	ARHGEF12	5846.3098
ARHGEF15	400.7886	ARHGEF15	365.369
ARHGEF16	491.7082	ARHGEF16	236.0097
ARHGEF17	1253.3921	ARHGEF17	1926.1963
ARHGEF18	1011.249	ARHGEF18	723.0333
ARHGEF19	531.1377	ARHGEF19	727.4939
ARHGEF1	1416.2125	ARHGEF1	1235.1987
ARHGEF2	1448.2199	ARHGEF2	1736.8208
ARHGEF33	5.5665	ARHGEF33	11.7599
ARHGEF35	272.295	ARHGEF35	915.2474
ARHGEF37	435.1154	ARHGEF37	1557.1776
ARHGEF38	65.8703	ARHGEF38	78.6699
ARHGEF3	633.6542	ARHGEF3	1060.8273
ARHGEF4	44.5321	ARHGEF4	198.7024
ARHGEF5	429.085	ARHGEF5	1130.5758
ARHGEF6	476.4003	ARHGEF6	3014.193
ARHGEF7	1085.0052	ARHGEF7	1522.3033
ARHGEF9	577.9891	ARHGEF9	1142.7413
ARID1A	2717.8476	ARID1A	3198.7024
ARID1B	1097.5299	ARID1B	3060.0162
ARID2	984.8081	ARID2	1178.4266
ARID3A	89.528	ARID3A	23.1144
ARID3B	93.239	ARID3B	145.5799
ARID4A	406.3551	ARID4A	1254.2579
ARID4B	954.8	ARID4B	2358.4753
ARID5A	815.0296	ARID5A	2339.4161
ARID5B	823.3793	ARID5B	6090.8354
ARIH1	1424.5622	ARIH1	2422.9521
ARIH2	680.5056	ARIH2	1857.2587
ARL10	10.2053	ARL10	108.2725
ARL11	37.1101	ARL11	24.3309
ARL13B	217.0938	ARL13B	321.5734
ARL15	494.4915	ARL15	617.1938
ARL16	466.1951	ARL16	500
ARL17A	74.0717	ARL17A	135.1987
removed	removed	ARL17B	7.1371
ARL1	3332.019	ARL1	2011.3544
ARL2BP	3284.7037	ARL2BP	1220.6002
ARL2	1140.6703	ARL2	669.5053
ARL3	1201.9019	ARL3	499.5945
ARL4A	454.5982	ARL4A	1566.0989
ARL4C	1133.2483	ARL4C	3127.3317
ARL4D	198.5388	ARL4D	158.9619
ARL5A	905.4853	ARL5A	852.7981
ARL5B	130.8129	ARL5B	214.5174
ARL6IP1	7036.5302	ARL6IP1	3242.0925
ARL6IP4	3080.1345	ARL6IP4	1284.6715
ARL6IP5	2926.5917	ARL6IP5	3209.6513
ARL6IP6	237.5043	ARL6IP6	329.6837
ARL6	52.418	ARL6	87.5912
ARL8A	1456.5696	ARL8A	1032.0357
ARL8B	1692.6824	ARL8B	2009.3268
ARL9	13.4524	removed	removed
ARMC10	873.6263	ARMC10	760.1582
ARMC1	532.0654	ARMC1	744.5255
ARMC2	28.7603	ARMC2	70.5596
removed	removed	ARMC4	15.4096
ARMC5	453.6704	ARMC5	253.4469
ARMC6	794.619	ARMC6	538.5239
ARMC7	528.8183	ARMC7	279.3998
ARMC8	528.3544	ARMC8	793.9984
ARMC9	264.4091	ARMC9	261.9627
ARMCX1	1162.9363	ARMCX1	936.7397
ARMCX2	992.2301	ARMCX2	1457.0154
ARMCX3	1768.2941	ARMCX3	1965.1257
ARMCX5	486.6056	ARMCX5	579.0754
ARMCX6	277.3977	ARMCX6	290.7543
ARNT2	478.7197	ARNT2	258.7186
ARNTL2	38.9656	ARNTL2	40.957
ARNTL	157.2539	ARNTL	227.8994
ARNT	1303.4907	ARNT	1534.0633
ARPC1A	2435.8112	ARPC1A	1625.7097
ARPC1B	2605.1258	ARPC1B	444.4444
ARPC2	5436.623	ARPC2	2662.6115
ARPC3	8800.1856	ARPC3	1980.1298
ARPC4	3088.3451	ARPC4	1923.5523
ARPC5L	918.01	ARPC5L	392.5385
ARPC5	4218.4854	ARPC5	2489.4566
ARPM1	35.2546	ARPM1	32.8467
ARPP19	4594.6886	ARPP19	3947.6886
ARRB1	547.3733	ARRB1	1087.9968
ARRB2	662.4145	ARRB2	470.8029
ARRDC1	1123.043	ARRDC1	575.0203
ARRDC2	726.8932	ARRDC2	1406.7315
ARRDC3	980.6332	ARRDC3	16341.0381
ARRDC4	496.8109	ARRDC4	1018.6537
removed	removed	ARRDC5	7.2993
ARSA	1538.2118	ARSA	553.528
ARSB	490.7805	ARSB	141.9303
ARSD	3528.7023	ARSD	2820.3569
ARSE	143.3376	ARSE	43.7956
ARSG	294.5611	ARSG	208.0292
ARSI	269.0479	ARSI	15.8151
ARSJ	65.4065	ARSJ	233.1711
ARSK	77.0034	ARSK	219.3836
removed	removed	ART3	5.6772
ART5	12.9885	ART5	17.8427
ARTN	10.2053	removed	removed
ARV1	590.9776	ARV1	349.1484
ARVCF	209.6718	ARVCF	721.4112
ARX	25.0493	removed	removed
AR	485.6778	AR	407.1371
AS3MT	458.773	AS3MT	326.0341
ASAH1	6293.8652	ASAH1	2870.2352
ASAH2B	14.844	ASAH2B	19.8702
ASAM	230.0823	ASAM	612.3277
ASAP1	963.4698	ASAP1	897.4047
ASAP2	744.0566	ASAP2	732.7656
ASAP3	1366.1139	ASAP3	921.3301
removed	removed	ASB12	9.3268
ASB13	1169.4306	ASB13	668.2887
removed	removed	ASB14	20.2758
ASB16	17.2191	ASB16	12.571
ASB1	225.7822	ASB1	716.0868
ASB2	31.0797	ASB2	34.8743
ASB3	272.7589	ASB3	573.9335
removed	removed	ASB5	10.9489
ASB6	772.4133	ASB6	963.159
ASB7	535.7764	ASB7	613.9497
ASB8	866.0559	ASB8	848.3374
ASB9	9.7414	ASB9	9.3268
ASCC1	477.3281	ASCC1	384.8337
ASCC2	1120.2598	ASCC2	1066.91
ASCC3	604.8939	ASCC3	1467.9643
ASCL1	8.3498	removed	removed
ASCL2	59.84	ASCL2	10.9489
ASCL4	6.9581	removed	removed
ASF1A	455.9898	ASF1A	526.3585
ASF1B	592.8331	ASF1B	83.5361
ASGR1	6.4943	ASGR1	6.4882
ASGR2	10.6691	removed	removed
ASH1L	972.2324	ASH1L	4274.4242
ASH2L	1228.8067	ASH2L	1223.4388
ASL	514.4381	ASL	365.7745
ASMTL	866.0373	ASMTL	707.6237
ASNA1	1979.3575	ASNA1	716.1395
ASNSD1	1097.5299	ASNSD1	1371.0462
ASNS	407.2828	ASNS	431.8735
ASPA	26.9048	ASPA	19.0592
removed	removed	ASPG	7.2993
ASPHD1	46.8514	ASPHD1	43.3901
ASPHD2	72.8285	ASPHD2	26.3585
ASPH	1790.1473	ASPH	4877.3844
ASPM	140.5543	ASPM	67.3155
ASPN	12544.59	ASPN	60.4217
ASPRV1	69.1778	ASPRV1	85.146
ASPSCR1	593.297	ASPSCR1	215.734
ASRGL1	47.3153	ASRGL1	66.91
ASS1	544.59	ASS1	890.5109
ASTE1	233.1207	ASTE1	293.9051
ASTN1	17.1634	ASTN1	21.8978
ASTN2	374.8116	ASTN2	519.0592
ASXL1	1134.6399	ASXL1	2982.1573
ASXL2	163.2842	ASXL2	1057.1776
removed	removed	ASXL3	37.7129
ATAD1	1192.1605	ATAD1	1481.7518
ATAD2B	299.6637	ATAD2B	508.1103
ATAD2	641.0762	ATAD2	548.6618
ATAD3A	523.2518	ATAD3A	391.322
ATAD3B	127.5658	ATAD3B	320.3569
ATAD3C	694.4219	ATAD3C	188.97
ATAD5	41.2849	ATAD5	169.0998
ATE1	75.1479	ATE1	345.0933
ATF1	378.5226	ATF1	618.0049
ATF2	299.1998	ATF2	746.5531
ATF3	366.9257	ATF3	2229.927
ATF4	5320.6541	ATF4	7107.4615
ATF5	2303.6066	ATF5	484.9959
ATF6B	2166.7633	ATF6B	1955.7989
ATF6	948.1619	ATF6	1795.2149
ATF7IP2	99.7333	ATF7IP2	95.7015
ATF7IP	507.9439	ATF7IP	1821.5734
ATF7	1425.1513	ATF7	3856.9221
ATG10	148.9041	ATG10	188.5645
ATG12	581.7001	ATG12	537.3074
ATG16L1	1185.2024	ATG16L1	827.2506
ATG16L2	198.3718	ATG16L2	442.2506
ATG2A	420.7352	ATG2A	738.8483
ATG2B	667.5171	ATG2B	1641.9303
ATG3	875.3334	ATG3	710.4623
ATG4A	320.0742	ATG4A	188.97
ATG4B	1029.3401	ATG4B	842.6602
ATG4C	148.4402	ATG4C	252.6358
ATG4D	583.6994	ATG4D	195.5069
ATG5	517.2214	ATG5	871.0462
ATG7	693.9673	ATG7	618.0941
ATG9A	1283.9522	ATG9A	1219.8702
ATG9B	54.8255	ATG9B	15.1419
ATHL1	365.0702	ATHL1	991.0787
ATIC	2657.0799	ATIC	1524.3309
ATL1	253.2761	ATL1	552.3114
ATL2	767.2504	ATL2	2905.515
ATL3	465.7312	ATL3	450.9327
ATMIN	2282.7322	ATMIN	1956.2044
ATM	659.1673	ATM	2276.9667
ATN1	5000.116	ATN1	6964.3147
ATOH8	39.8933	ATOH8	255.0689
ATOX1	1706.5986	ATOX1	343.0657
ATP10A	583.5556	ATP10A	248.9862
ATP10D	294.0972	ATP10D	673.9659
ATP11A	522.7879	ATP11A	679.2376
ATP11B	700.4523	ATP11B	1749.3917
ATP11C	296.4166	ATP11C	655.7178
removed	removed	ATP12A	6.0827
ATP13A1	1995.1293	ATP13A1	1276.9667
ATP13A2	4186.9419	ATP13A2	689.3755
ATP13A3	1375.3914	ATP13A3	1577.0479
removed	removed	ATP13A4	802.1087
ATP13A5	6.4943	ATP13A5	1446.0665
ATP1A1	9205.599	ATP1A1	16123.2401
ATP1A2	43.1404	ATP1A2	605.0284
ATP1A3	32.0074	removed	removed
ATP1A4	61.2316	ATP1A4	6.0827
ATP1B1	788.1712	ATP1B1	3636.1841
ATP1B2	72.3646	ATP1B2	110.7056
ATP1B3	1565.5804	ATP1B3	598.5401
removed	removed	ATP2A1	6.8938
ATP2A2	4307.5496	ATP2A2	4500.811
ATP2A3	1182.4191	ATP2A3	453.3658
ATP2B1	716.6879	ATP2B1	3165.4501
ATP2B2	6.9581	ATP2B2	14.193
ATP2B4	2333.2947	ATP2B4	2937.9562
ATP2C1	2069.0943	ATP2C1	2872.7616
ATP2C2	306.6218	ATP2C2	203.163
removed	removed	ATP4A	7.2993
ATP5A1	9630.0591	ATP5A1	9467.5588
ATP5B	9168.039	ATP5B	8498.3779
ATP5C1	4206.8886	ATP5C1	2383.2117
ATP5D	1517.3374	ATP5D	512.1655
ATP5EP2	50.5624	ATP5EP2	21.8978
ATP5E	7292.1257	ATP5E	2167.0722
ATP5F1	2857.9381	ATP5F1	2256.691
ATP5G1	1091.0356	ATP5G1	583.1306
ATP5G2	9911.1678	ATP5G2	5598.9457
ATP5G3	3003.595	ATP5G3	1786.2936
ATP5H	4232.4017	ATP5H	1096.1071
ATP5I	3109.368	ATP5I	620.3609
ATP5J2	4003.711	ATP5J2	850.6813
ATP5J	2240.8025	ATP5J	909.4566
ATP5L	4227.2991	ATP5L	2047.4453
ATP5O	3884.9588	ATP5O	2349.1484
ATP5SL	993.6217	ATP5SL	666.6667
ATP5S	122.4632	ATP5S	163.017
ATP6AP1L	69.5814	ATP6AP1L	125.3041
ATP6AP1	8035.2546	ATP6AP1	2631.7924
ATP6AP2	4947.698	ATP6AP2	2800.0811
ATP6V0A1	1226.4873	ATP6V0A1	1465.9367
ATP6V0A2	370.6367	ATP6V0A2	447.283
ATP6V0A4	18.555	ATP6V0A4	206.8127
ATP6V0B	3858.5179	ATP6V0B	703.5685
ATP6V0C	3815.8414	ATP6V0C	1003.1346
ATP6V0D1	2547.6052	ATP6V0D1	940.7948
ATP6V0D2	35.2546	removed	removed
ATP6V0E1	5513.6263	ATP6V0E1	1643.5523
ATP6V0E2	2826.8352	ATP6V0E2	750.9489
ATP6V1A	1746.9558	ATP6V1A	1932.6845
ATP6V1B1	672.6197	ATP6V1B1	869.0187
ATP6V1B2	2608.373	ATP6V1B2	1383.2117
ATP6V1C1	1245.5062	ATP6V1C1	1377.94
ATP6V1C2	49.9362	ATP6V1C2	117.3642
ATP6V1D	1301.6352	ATP6V1D	749.3917
ATP6V1E1	1846.2252	ATP6V1E1	1477.6967
ATP6V1E2	40.8211	ATP6V1E2	96.5126
ATP6V1F	3769.3842	ATP6V1F	842.6602
ATP6V1G1	6162.1246	ATP6V1G1	2076.6423
ATP6V1G2	26.4409	ATP6V1G2	29.1971
ATP6V1H	1244.5785	ATP6V1H	1115.5718
ATP7A	658.2396	ATP7A	721.8167
ATP7B	301.9831	ATP7B	294.8094
ATP8A1	151.2235	ATP8A1	388.4834
ATP8B1	1672.1883	ATP8B1	1176.6869
ATP8B2	652.2092	ATP8B2	967.5588
ATP8B3	40.3572	ATP8B3	13.7875
ATP8B4	40.8211	ATP8B4	56.3666
ATP8B5P	56.5928	ATP8B5P	17.0316
ATP9A	1502.9572	ATP9A	2784.6715
ATP9B	336.7737	ATP9B	757.9075
ATPAF1	1708.3057	ATPAF1	873.5929
ATPAF2	370.6367	ATPAF2	231.1436
ATPBD4	180.9115	ATPBD4	277.7778
ATPIF1	3352.4295	ATPIF1	748.1752
ATRIP	373.0581	ATRIP	365.5312
removed	removed	ATRNL1	40.957
ATRN	1319.2624	ATRN	2802.5142
ATRX	1576.2496	ATRX	3310.219
ATR	310.7967	ATR	1251.0138
ATXN10	1508.9876	ATXN10	2393.3496
ATXN1L	845.6454	ATXN1L	2112.3277
ATXN1	772.353	ATXN1	994.3228
ATXN2L	1762.7276	ATXN2L	2400.2433
removed	removed	ATXN2	1061.6383
ATXN3	422.5907	ATXN3	607.867
ATXN7L1	193.4362	ATXN7L1	477.2912
ATXN7L2	135.9156	ATXN7L2	101.3788
ATXN7L3B	3518.9609	ATXN7L3B	4164.6391
ATXN7L3	1866.1719	ATXN7L3	1129.7648
ATXN7	303.8386	ATXN7	1186.1314
AUH	161.8926	AUH	309.8135
AUP1	3136.4026	AUP1	1445.0081
AURKAIP1	2304.5344	AURKAIP1	447.6886
removed	removed	AURKAPS1	9.7324
AURKA	221.2687	AURKA	60.4217
AURKB	91.3835	AURKB	31.2247
AURKC	25.5132	AURKC	17.4371
AUTS2	1717.2678	AUTS2	2380.3731
AVEN	219.4132	AVEN	131.3869
AVIL	31.5435	AVIL	27.1695
AVL9	202.2498	AVL9	394.5661
AVPI1	139.1627	AVPI1	165.0446
AVPR1A	47.3153	AVPR1A	48.6618
AVPR2	17.6273	AVPR2	37.7129
AXIN1	776.9918	AXIN1	679.6431
AXIN2	227.2991	AXIN2	337.5182
AXL	1838.8032	AXL	1093.674
AZGP1	30524.4115	AZGP1	13811.03
AZI1	455.062	AZI1	261.9627
AZI2	744.9843	AZI2	953.7713
AZIN1	2629.7112	AZIN1	3909.1646
AZU1	6.0304	AZU1	6.4882
B2M	82225.6848	B2M	21514.193
B3GALNT1	402.1802	B3GALNT1	510.5434
B3GALNT2	290.5253	B3GALNT2	571.764
removed	removed	B3GALT1	86.3747
B3GALT2	6.9581	B3GALT2	10.5434
B3GALT4	391.5111	B3GALT4	72.9927
removed	removed	B3GALT5	427.4128
B3GALT6	1193.0883	B3GALT6	507.7048
B3GALTL	308.9412	B3GALTL	307.3804
B3GAT1	38.9656	B3GAT1	77.4534
removed	removed	B3GAT2	24.3147
B3GAT3	1201.438	B3GAT3	401.0543
B3GNT1	546.4456	B3GNT1	676.399
B3GNT2	892.4968	B3GNT2	1585.5637
B3GNT3	20.4105	B3GNT3	718.9781
B3GNT5	87.6725	B3GNT5	356.0422
B3GNT7	82.5699	B3GNT7	58.3942
B3GNT8	236.1127	B3GNT8	42.5791
B3GNT9	827.0068	B3GNT9	207.5223
B3GNTL1	93.2205	B3GNTL1	92.4331
removed	removed	B4GALNT1	26.6707
B4GALNT2	8.3498	B4GALNT2	16.2206
B4GALNT3	276.006	B4GALNT3	101.3788
B4GALNT4	541.3429	B4GALNT4	382.8062
B4GALT1	6266.4966	B4GALT1	10523.1144
B4GALT2	2197.843	B4GALT2	774.5337
B4GALT3	1128.6095	B4GALT3	826.0341
B4GALT4	548.3011	B4GALT4	435.1176
B4GALT5	947.2341	B4GALT5	2403.0819
B4GALT6	49.6347	B4GALT6	115.5718
B4GALT7	578.9169	B4GALT7	281.4274
B9D1	173.4895	B9D1	146.3058
B9D2	179.3854	B9D2	54.7445
BAALC	12.9885	BAALC	42.5791
BACE1	1314.1598	BACE1	1349.9594
BACE2	578.9169	BACE2	773.7226
BACH1	592.3692	BACH1	1260.3406
BACH2	122.4632	BACH2	444.85
BAD	1629.0386	BAD	397.717
BAG1	2415.0064	BAG1	1184.5783
BAG2	169.7785	BAG2	40.5515
BAG3	2027.6006	BAG3	1194.6472
BAG4	128.0297	BAG4	233.5766
BAG5	1196.7993	BAG5	1825.223
removed	removed	BAGE2	5.3933
BAHCC1	448.5678	BAHCC1	547.8508
BAHD1	995.9411	BAHD1	686.1314
BAI1	23.6577	BAI1	111.5166
BAI2	2209.9037	BAI2	117.5994
BAI3	5.5665	BAI3	12.571
BAIAP2L1	573.3503	BAIAP2L1	611.9221
removed	removed	BAIAP2L2	8.1103
BAIAP2	1641.656	BAIAP2	848.7429
BAIAP3	74.35	BAIAP3	285.5191
BAK1	888.7858	BAK1	245.3366
BAMBI	472.2254	BAMBI	616.7883
BANF1	3736.5186	BANF1	1552.717
BANK1	23.6577	BANK1	8.1103
BANP	205.0331	BANP	261.5572
BAP1	912.4435	BAP1	1472.8305
BARD1	44.0682	BARD1	152.0681
BARX2	32.4713	BARX2	1709.2457
BASP1	1070.6251	BASP1	68.9376
BAT1	5097.066	BAT1	6858.0697
BAT2L1	3894.7559	BAT2L1	7935.2514
BAT2L2	4520.4685	BAT2L2	6364.558
BAT2	6534.6167	BAT2	6708.0292
BAT3	4025.0493	BAT3	3669.0998
BAT4	691.6386	BAT4	351.5815
BAT5	958.3672	BAT5	636.6586
BATF2	327.4962	BATF2	70.1541
BATF3	33.399	BATF3	11.3544
BATF	423.9824	BATF	60.4217
BAX	780.7028	BAX	273.3171
BAZ1A	1337.3536	BAZ1A	1307.3804
BAZ1B	2118.9841	BAZ1B	2555.15
BAZ2A	1977.1402	BAZ2A	3544.3958
BAZ2B	789.4422	BAZ2B	1570.1338
BBC3	376.2032	BBC3	84.3471
BBOX1	10.2053	BBOX1	804.1363
BBS10	321.9297	BBS10	928.2238
BBS12	140.0905	BBS12	173.9659
BBS1	1100.777	BBS1	1335.3609
BBS2	656.3841	BBS2	1678.8321
BBS4	560.8257	BBS4	540.957
BBS5	153.6495	BBS5	302.3479
BBS7	144.7292	BBS7	363.747
BBS9	268.584	BBS9	411.5977
BBX	957.9033	BBX	2982.5629
BCAM	15631.6827	BCAM	4536.0908
BCAN	8.8136	BCAN	34.0633
BCAP29	1686.1881	BCAP29	781.8329
BCAP31	8440.218	BCAP31	2896.5937
BCAR1	1593.413	BCAR1	817.1127
BCAR3	422.5861	BCAR3	963.0941
BCAS1	621.1295	BCAS1	136.6586
BCAS2	1012.3066	BCAS2	708.8483
BCAS3	361.3592	BCAS3	596.9181
BCAS4	994.5495	BCAS4	189.781
BCAT1	348.8345	BCAT1	17.4371
BCAT2	979.2416	BCAT2	448.9051
BCCIP	1943.4721	BCCIP	982.3155
BCDIN3D	318.8032	BCDIN3D	237.0438
BCHE	13.4524	BCHE	7.7048
BCKDHA	790.8524	BCKDHA	867.871
BCKDHB	286.2113	BCKDHB	594.8905
BCKDK	1050.6784	BCKDK	767.6399
BCL10	548.3011	BCL10	443.2279
BCL11A	29.2242	BCL11A	585.5637
BCL11B	118.2883	BCL11B	202.352
BCL2A1	61.6955	BCL2A1	8.5158
removed	removed	BCL2L10	11.7599
BCL2L11	485.214	BCL2L11	1640.3082
BCL2L12	291.5923	BCL2L12	131.2976
BCL2L13	1040.937	BCL2L13	1395.7826
BCL2L14	12.9885	BCL2L14	82.3195
