gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
ANKS1A	1059.5422	ANKS1A	1330.7441
ANKS1B	145.7206	ANKS1B	187.0669
ANKS3	632.3507	ANKS3	185.8626
ANKS6	159.5257	ANKS6	100.3578
ANKZF1	492.3823	ANKZF1	624.2254
ANLN	272.6509	ANLN	69.849
ANO10	1436.8819	ANO10	1002.3735
ANO1	1745.963	ANO1	9531.1787
ANO2	31.445	ANO2	57.8061
ANO3	112.7417	ANO3	24.4873
ANO5	504.27	ANO5	47.7703
ANO6	1605.9945	ANO6	3314.6166
ANO7	11.1208	ANO7	18.0644
ANO8	197.8732	ANO8	214.7656
ANO9	200.5576	ANO9	200.7156
ANP32A	2657.4837	ANP32A	2538.6503
ANP32B	3114.2028	ANP32B	2123.972
ANP32E	1183.0212	ANP32E	949.3846
ANPEP	188.6698	ANPEP	5352.2809
ANTXR1	2799.3696	ANTXR1	5538.9463
ANTXR2	437.9288	ANTXR2	763.1205
ANUBL1	337.8417	ANUBL1	250.493
ANXA11	4204.0395	ANXA11	3901.9103
removed	removed	ANXA13	18.0644
ANXA1	1435.348	ANXA1	11757.917
ANXA2P1	55.6039	ANXA2P1	52.9889
ANXA2P2	4061.7702	ANXA2P2	4735.2813
ANXA2	14027.5259	ANXA2	13904.7705
ANXA3	428.7254	ANXA3	2474.8227
ANXA4	1683.073	ANXA4	1694.8421
ANXA5	6690.1098	ANXA5	6790.6085
ANXA6	5183.4354	ANXA6	5212.1814
ANXA7	3360.3939	ANXA7	3544.2352
ANXA8L2	65.1908	ANXA8L2	289.4318
ANXA8	255.0111	ANXA8	487.3374
ANXA9	2262.5042	ANXA9	364.098
AOAH	69.0256	AOAH	85.1034
AOC2	6.1356	AOC2	16.8601
AOC3	345.1278	AOC3	1037.6994
AOX1	41.0319	AOX1	541.5306
AP1AR	726.3022	AP1AR	764.3248
AP1B1	2377.1633	AP1B1	2442.7083
AP1G1	1700.7129	AP1G1	3792.3196
AP1G2	4008.1834	AP1G2	1372.9104
AP1M1	1242.0764	AP1M1	710.1316
AP1M2	3805.6087	AP1M2	1677.982
AP1S1	1383.1953	AP1S1	657.9456
AP1S2	207.4601	AP1S2	251.6973
AP1S3	141.8859	AP1S3	142.9095
AP2A1	2122.9153	AP2A1	1296.4739
AP2A2	1305.7333	AP2A2	1700.4621
AP2B1	5903.9855	AP2B1	9394.2906
AP2M1	9344.5257	AP2M1	5108.2108
AP2S1	3128.0079	AP2S1	870.7041
AP3B1	902.3173	AP3B1	1336.7656
AP3B2	9.2034	AP3B2	149.7338
AP3D1	1986.7854	AP3D1	2370.0492
AP3M1	863.9698	AP3M1	1622.1831
AP3M2	387.6935	AP3M2	454.8214
AP3S1	857.4507	AP3S1	717.7588
AP3S2	1484.6399	AP3S2	1480.5582
AP4B1	263.0832	AP4B1	364.5035
AP4E1	139.585	AP4E1	305.0876
AP4M1	409.7817	AP4M1	398.4886
AP4S1	424.5071	AP4S1	97.9492
APAF1	345.8947	APAF1	570.0322
APBA1	164.1274	APBA1	395.0082
APBA2	50.2353	APBA2	41.3474
APBA3	122.3286	APBA3	128.0565
APBB1IP	129.2312	APBB1IP	152.5438
APBB1	431.0262	APBB1	775.1635
APBB2	1495.5536	APBB2	1822.4972
APBB3	140.352	APBB3	243.2672
APC2	5.0082	removed	removed
APCDD1L	32.2119	APCDD1L	462.8501
APCDD1	302.9455	APCDD1	1209.5119
APC	318.668	APC	983.1048
APEH	4274.9825	APEH	2013.5784
APEX1	7502.6939	APEX1	3037.2277
APEX2	1413.1064	APEX2	740.6404
APH1A	10787.5432	APH1A	4710.3925
APH1B	340.5261	APH1B	1095.9069
API5	2178.1396	API5	2929.2428
APIP	380.024	APIP	425.0553
APITD1	186.1197	APITD1	208.688
APLF	101.2375	APLF	122.4365
APLNR	446.7487	APLNR	1077.4411
APLN	74.7777	APLN	112.8021
APLP1	13.8051	APLP1	49.376
APLP2	16321.475	APLP2	23902.8135
APOA1BP	5403.1667	APOA1BP	1435.5176
APOB48R	534.5645	APOB48R	62.2218
APOBEC2	13.8051	removed	removed
APOBEC3A	29.9111	removed	removed
APOBEC3B	45.2501	APOBEC3B	75.469
APOBEC3C	135.7503	APOBEC3C	535.9105
APOBEC3D	53.6865	APOBEC3D	112.4007
APOBEC3F	54.4535	APOBEC3F	263.7402
APOBEC3G	192.8881	APOBEC3G	287.0232
APOBEC3H	9.9704	removed	removed
APOBEC4	5.7521	removed	removed
removed	removed	APOB	6.4229
APOC1	587.8676	APOC1	403.4383
APOC2	120.0278	APOC2	109.9921
APOD	2337.6653	APOD	9381.0434
APOE	2675.8905	APOE	1465.625
APOF	87.8158	APOF	19.6701
APOL1	2617.2188	APOL1	493.7603
APOL2	1078.3325	APOL2	494.9645
APOL3	932.9954	APOL3	583.6808
APOL4	277.6361	APOL4	236.4429
APOL6	2298.5508	APOL6	1098.3155
APOLD1	245.0407	APOLD1	484.9288
APOM	232.7695	APOM	55.7989
APOOL	99.3201	APOOL	216.7728
APOO	389.2274	APOO	211.9556
APPBP2	941.4318	APPBP2	1383.3316
APPL1	1267.7693	APPL1	2054.9258
APPL2	730.9039	APPL2	1478.0693
APP	23879.0059	APP	43568.1203
APRT	2033.186	APRT	1127.2185
APTX	997.8027	APTX	627.0354
AQP11	55.2204	AQP11	41.3474
AQP1	2098.3767	AQP1	11283.1886
AQP3	66.7247	AQP3	570.0322
AQP4	1311.4855	AQP4	61.8204
AQP5	193.2715	AQP5	157.361
removed	removed	AQP6	8.4301
removed	removed	AQP7P1	5.2186
AQP7	5.7521	AQP7	29.7059
AQP8	7.6695	removed	removed
AQP9	31.0615	removed	removed
removed	removed	AQPEP	5.62
AQR	826.3892	AQR	1195.8633
ARAF	1380.1275	ARAF	1323.9198
ARAP1	1658.0896	ARAP1	1918.7684
ARAP2	284.5387	ARAP2	333.9907
ARAP3	149.9388	ARAP3	476.0973
ARCN1	5025.0601	ARCN1	4572.7017
ARC	65.5743	ARC	346.435
AREG	173.7143	AREG	1329.1384
ARF1	15365.0876	ARF1	8354.9855
ARF3	8416.5155	ARF3	5434.9757
ARF4	6702.7645	ARF4	4802.7217
ARF5	5235.9715	ARF5	2710.4467
ARF6	5600.6565	ARF6	3784.291
ARFGAP1	1879.0289	ARFGAP1	923.693
ARFGAP2	2773.2932	ARFGAP2	2254.0356
ARFGAP3	643.855	ARFGAP3	1411.4318
ARFGEF1	1712.0331	ARFGEF1	2103.6957
ARFGEF2	1345.2313	ARFGEF2	2174.9537
ARFIP1	1069.1291	ARFIP1	1233.5978
ARFIP2	2721.1406	ARFIP2	1895.9591
ARFRP1	709.8127	ARFRP1	341.6179
ARG2	230.9557	ARG2	238.4059
ARGLU1	1137.7712	ARGLU1	1910.4106
ARHGAP10	83.5976	ARHGAP10	392.5996
ARHGAP11A	85.8985	ARHGAP11A	69.0461
ARHGAP12	566.393	ARHGAP12	1354.83
ARHGAP15	56.3709	ARHGAP15	52.186
ARHGAP17	1413.4899	ARHGAP17	1013.2121
ARHGAP18	338.2252	ARHGAP18	472.4844
ARHGAP19	222.4157	ARHGAP19	1521.4239
ARHGAP1	6121.7994	ARHGAP1	3621.7114
ARHGAP20	27.6102	ARHGAP20	309.5034
ARHGAP21	973.2603	ARHGAP21	1791.9884
ARHGAP22	67.1082	ARHGAP22	30.9102
ARHGAP23	343.2104	ARHGAP23	599.7381
ARHGAP24	106.6061	ARHGAP24	413.0726
ARHGAP25	187.9029	ARHGAP25	322.7506
ARHGAP26	91.6506	ARHGAP26	664.3685
ARHGAP27	604.357	ARHGAP27	411.8683
ARHGAP28	94.3349	ARHGAP28	99.5549
ARHGAP29	440.2296	ARHGAP29	4523.7271
ARHGAP30	343.9773	ARHGAP30	225.6043
ARHGAP31	354.7146	ARHGAP31	753.4862
ARHGAP32	1468.7103	ARHGAP32	2171.7423
ARHGAP33	136.5172	ARHGAP33	162.981
removed	removed	ARHGAP36	4138.7547
ARHGAP39	756.5967	ARHGAP39	208.7442
ARHGAP42	23.392	ARHGAP42	118.4222
ARHGAP4	285.6891	ARHGAP4	184.6583
ARHGAP5	2021.2982	ARHGAP5	3260.4234
ARHGAP6	25.3094	ARHGAP6	61.419
ARHGAP8	784.4179	ARHGAP8	518.8256
ARHGAP9	85.8985	ARHGAP9	54.1932
ARHGDIA	5477.9444	ARHGDIA	3740.535
ARHGDIB	4512.3537	ARHGDIB	5598.3581
ARHGEF10L	518.0751	ARHGEF10L	955.8075
ARHGEF10	206.6932	ARHGEF10	979.0905
ARHGEF11	1901.6539	ARHGEF11	1363.26
ARHGEF12	5106.3569	ARHGEF12	6896.9878
ARHGEF15	198.2567	ARHGEF15	453.6171
ARHGEF16	255.3945	ARHGEF16	281.0018
ARHGEF17	1197.9768	ARHGEF17	1669.552
ARHGEF18	719.0162	ARHGEF18	749.4719
ARHGEF19	523.0603	ARHGEF19	490.5488
ARHGEF1	1722.571	ARHGEF1	896.7971
ARHGEF2	1995.9888	ARHGEF2	1601.7101
ARHGEF33	5.7521	ARHGEF33	14.4515
ARHGEF35	816.8024	ARHGEF35	727.7946
ARHGEF37	290.6743	ARHGEF37	1868.2603
ARHGEF38	71.3264	ARHGEF38	61.419
ARHGEF3	411.0855	ARHGEF3	1266.5151
ARHGEF4	29.1441	ARHGEF4	181.4469
ARHGEF5	342.06	ARHGEF5	739.8375
ARHGEF6	1483.2824	ARHGEF6	2286.1501
ARHGEF7	884.6775	ARHGEF7	1315.0883
ARHGEF9	552.5879	ARHGEF9	945.3702
ARID1A	2153.9807	ARID1A	3097.8438
ARID1B	1015.826	ARID1B	2209.4768
ARID2	916.5059	ARID2	1112.3656
ARID3A	24.9259	ARID3A	18.4658
ARID3B	90.8836	ARID3B	98.3506
ARID4A	528.0455	ARID4A	678.4186
ARID4B	896.5652	ARID4B	1212.9441
ARID5A	336.6913	ARID5A	2380.085
ARID5B	1190.6908	ARID5B	2919.6084
ARIH1	1085.2351	ARIH1	1973.0339
ARIH2	1689.895	ARIH2	1706.0822
ARL10	21.4746	ARL10	51.3832
ARL11	35.2797	ARL11	50.1789
ARL13B	147.638	ARL13B	352.0551
ARL15	145.3371	ARL15	534.3048
ARL16	469.7572	ARL16	321.5463
ARL17A	114.7396	ARL17A	108.3744
ARL17B	5.1769	ARL17B	5.319
ARL1	3262.2242	ARL1	2874.6481
ARL2BP	1188.3899	ARL2BP	1561.567
ARL2	1143.5233	ARL2	891.177
ARL3	781.5226	ARL3	755.8948
ARL4A	343.5939	ARL4A	1879.9019
ARL4C	501.2022	ARL4C	2034.8543
ARL4D	828.6901	ARL4D	178.2354
ARL5A	577.1303	ARL5A	886.7613
ARL5B	126.1634	ARL5B	262.9374
ARL6IP1	9310.3964	ARL6IP1	4413.3335
ARL6IP4	2688.5452	ARL6IP4	1022.0436
ARL6IP5	6320.8231	ARL6IP5	4971.3228
ARL6IP6	154.924	ARL6IP6	297.059
ARL6	66.3412	ARL6	93.132
ARL8A	1687.2912	ARL8A	1042.918
ARL8B	3168.2728	ARL8B	2839.3222
removed	removed	ARL9	10.4372
ARMC10	1426.2404	ARMC10	891.6949
ARMC1	702.9102	ARMC1	767.1348
ARMC2	28.7606	ARMC2	34.9245
ARMC3	63.6569	ARMC3	10.8386
ARMC5	459.4034	ARMC5	237.6472
ARMC6	766.5671	ARMC6	395.0082
ARMC7	501.2022	ARMC7	310.7077
ARMC8	843.2621	ARMC8	721.3717
ARMC9	487.7806	ARMC9	285.8189
ARMCX1	439.4627	ARMCX1	938.5459
ARMCX2	1231.7226	ARMCX2	1038.9037
ARMCX3	893.8809	ARMCX3	2050.9115
ARMCX5	421.4393	ARMCX5	450.0043
ARMCX6	382.3249	ARMCX6	289.8333
ARNT2	67.8751	ARNT2	618.2039
ARNTL2	13.8051	ARNTL2	21.2758
ARNTL	190.2037	ARNTL	494.1617
ARNT	1762.8359	ARNT	1783.9598
ARPC1A	1857.4086	ARPC1A	2506.881
ARPC1B	1615.7271	ARPC1B	1068.6658
ARPC2	3440.5402	ARPC2	3500.8806
ARPC3	6233.0073	ARPC3	2927.2356
ARPC4	4663.4122	ARPC4	3051.0891
ARPC5L	595.9206	ARPC5L	576.4551
ARPC5	3287.1501	ARPC5	3082.9909
ARPM1	61.356	ARPM1	51.3832
ARPP19	2157.0485	ARPP19	4323.0115
ARRB1	284.9221	ARRB1	1292.6081
ARRB2	621.23	ARRB2	455.6243
ARRDC1	1406.2039	ARRDC1	663.967
ARRDC2	263.4475	ARRDC2	603.3509
ARRDC3	1895.1348	ARRDC3	3988.6194
ARRDC4	228.5513	ARRDC4	936.5388
ARSA	1085.2351	ARSA	1045.3266
ARSB	192.8881	ARSB	162.981
ARSD	2514.4474	ARSD	4536.5729
ARSE	39.1145	ARSE	37.7345
ARSG	424.1237	ARSG	506.6061
removed	removed	ARSH	5.2186
ARSI	127.6973	ARSI	40.1431
ARSJ	34.8963	ARSJ	217.1742
ARSK	77.8455	ARSK	179.8411
removed	removed	ART4	7.6272
removed	removed	ART5	5.62
ARTN	154.1571	ARTN	16.0572
ARV1	855.5334	ARV1	432.7427
ARVCF	292.9751	ARVCF	411.0654
removed	removed	ARX	36.9317
AR	227.0174	AR	685.6443
AS3MT	217.814	AS3MT	177.834
ASAH1	1240.5425	ASAH1	4804.7289
ASAH2	10.3538	ASAH2	9.6343
ASAM	96.6358	ASAM	512.6275
ASAP1	600.1388	ASAP1	608.1681
ASAP2	116.5765	ASAP2	531.8962
ASAP3	830.224	ASAP3	1273.3395
ASB12	6.1356	ASB12	8.0286
ASB13	932.2284	ASB13	975.4776
ASB14	9.2034	ASB14	12.0429
ASB16	25.0064	ASB16	8.4501
ASB1	250.789	ASB1	722.2067
ASB2	19.9407	ASB2	22.8816
ASB3	262.6806	ASB3	392.5996
ASB6	464.4039	ASB6	798.3019
ASB7	277.6361	ASB7	492.9574
ASB8	967.5081	ASB8	929.313
ASB9	7.6695	ASB9	50.9817
ASCC1	559.107	ASCC1	445.1871
ASCC2	1556.9096	ASCC2	1024.0507
ASCC3	603.9736	ASCC3	969.0547
ASCL2	23.392	ASCL2	33.3188
ASCL4	32.2119	removed	removed
ASF1A	495.0666	ASF1A	609.3724
ASF1B	317.901	ASF1B	57.0032
ASGR1	10.7373	ASGR1	8.8315
ASH1L	1761.6164	ASH1L	2799.5082
ASH2L	1921.2112	ASH2L	1203.8919
ASL	679.5182	ASL	511.0218
ASMTL	1163.836	ASMTL	793.2279
ASNA1	2506.7779	ASNA1	1158.5302
ASNSD1	662.6453	ASNSD1	1138.86
ASNS	498.5179	ASNS	412.2697
removed	removed	ASPA	19.6701
ASPHD1	22.625	ASPHD1	24.8887
ASPHD2	58.2882	ASPHD2	58.6089
ASPH	11483.1558	ASPH	5205.5418
ASPM	166.8117	ASPM	22.8816
ASPN	3115.3532	ASPN	135.6837
ASPRV1	41.1316	ASPRV1	110.3173
ASPSCR1	1066.8282	ASPSCR1	225.2028
ASRGL1	42.9492	ASRGL1	103.5692
ASS1	776.9209	ASS1	1441.9405
ASTE1	337.3355	ASTE1	321.731
ASTL	9.9704	ASTL	22.8816
removed	removed	ASTN1	79.0819
ASTN2	124.6295	ASTN2	360.4851
ASXL1	1317.6211	ASXL1	1784.3612
ASXL2	171.4135	ASXL2	768.7406
removed	removed	ASXL3	38.5374
ATAD1	1090.2202	ATAD1	1234.8021
ATAD2B	257.3119	ATAD2B	332.7864
ATAD2	538.7828	ATAD2	401.4311
ATAD3A	293.7421	ATAD3A	258.9231
ATAD3B	107.7566	ATAD3B	124.0422
ATAD3C	69.409	ATAD3C	245.6758
ATAD5	49.0848	ATAD5	55.3975
ATE1	108.5235	ATE1	298.2633
ATF1	350.1129	ATF1	614.9924
ATF2	243.8903	ATF2	588.8994
ATF3	407.6342	ATF3	3336.6953
ATF4	4099.3508	ATF4	5969.2805
ATF5	943.3492	ATF5	571.2365
ATF6B	4937.6277	ATF6B	2305.4188
ATF6	1410.4221	ATF6	1769.5083
ATF7IP2	158.3753	ATF7IP2	95.942
ATF7IP	850.5482	ATF7IP	1168.1645
ATF7	1455.7911	ATF7	1953.5885
ATG10	86.6654	ATG10	73.8633
ATG12	304.0959	ATG12	434.7499
ATG16L1	728.9865	ATG16L1	1062.1867
ATG16L2	277.1836	ATG16L2	264.9164
ATG2A	729.7535	ATG2A	668.3828
ATG2B	971.3429	ATG2B	1328.7369
ATG3	946.0335	ATG3	764.3248
ATG4A	339.7591	ATG4A	309.1019
ATG4B	816.4189	ATG4B	949.3846
ATG4C	163.7439	ATG4C	236.4429
ATG4D	347.8313	ATG4D	247.0889
ATG5	548.7531	ATG5	932.123
ATG7	904.2884	ATG7	730.8776
ATG9A	909.565	ATG9A	1435.2045
ATG9B	14.1311	ATG9B	14.9894
removed	removed	ATHL1	1342.3856
ATIC	4575.2436	ATIC	1643.0575
ATL1	204.3923	ATL1	634.2611
ATL2	691.4059	ATL2	2272.9029
ATL3	354.7146	ATL3	582.0751
ATMIN	1268.1528	ATMIN	2184.9895
ATM	668.0139	ATM	1156.523
ATN1	3881.1533	ATN1	5938.3703
ATOH8	15.7225	ATOH8	182.6512
ATOX1	1262.0172	ATOX1	807.2779
ATP10A	214.3627	ATP10A	169.4039
removed	removed	ATP10B	8.0286
ATP10D	150.7058	ATP10D	751.8805
ATP11A	273.0344	ATP11A	505.4018
ATP11B	854.7664	ATP11B	1413.8403
ATP11C	370.8206	ATP11C	515.4375
removed	removed	ATP12A	6.0215
ATP13A1	1241.693	ATP13A1	1239.2178
ATP13A2	816.4189	ATP13A2	1121.5985
ATP13A3	1035.3833	ATP13A3	1570.7999
ATP13A4	34.8963	ATP13A4	181.4469
removed	removed	ATP13A5	136.0851
ATP1A1	13850.6977	ATP1A1	18596.6691
ATP1A2	18.0233	ATP1A2	220.7871
ATP1A3	5.7521	removed	removed
ATP1A4	5.3687	ATP1A4	19.6701
ATP1B1	3374.5633	ATP1B1	5898.1509
ATP1B2	20.3242	ATP1B2	109.5907
ATP1B3	1568.7974	ATP1B3	997.5563
ATP2A1	9.9704	removed	removed
ATP2A2	4776.9516	ATP2A2	6025.0794
ATP2A3	573.679	ATP2A3	991.9363
ATP2B1	1070.663	ATP2B1	2386.5079
removed	removed	ATP2B2	16.4587
ATP2B4	1844.5161	ATP2B4	3814.3983
ATP2C1	2788.755	ATP2C1	3440.8827
ATP2C2	238.9051	ATP2C2	446.3914
ATP5A1	11242.7283	ATP5A1	10943.4133
ATP5B	11000.372	ATP5B	9679.7082
ATP5C1	2933.5859	ATP5C1	2377.275
ATP5D	685.6538	ATP5D	429.1298
ATP5EP2	60.9726	ATP5EP2	19.6701
ATP5E	5407.7684	ATP5E	2201.4482
ATP5F1	4562.9724	ATP5F1	2637.4023
ATP5G1	1655.8463	ATP5G1	665.9742
ATP5G2	8351.3247	ATP5G2	6106.5699
ATP5G3	2883.3507	ATP5G3	2138.022
ATP5H	3477.3539	ATP5H	1613.3516
ATP5I	1843.0551	ATP5I	867.4926
ATP5J2	2473.0321	ATP5J2	682.0314
ATP5J	2241.4475	ATP5J	1241.0283
ATP5L	3770.7125	ATP5L	2765.8603
ATP5O	2969.2491	ATP5O	2780.3118
ATP5SL	880.0758	ATP5SL	852.2382
ATP5S	208.2271	ATP5S	136.0851
ATP6AP1L	67.8751	ATP6AP1L	51.7846
ATP6AP1	4549.5508	ATP6AP1	4115.4717
ATP6AP2	4596.3347	ATP6AP2	3752.1765
ATP6V0A1	1905.4887	ATP6V0A1	1976.6467
ATP6V0A2	598.9884	ATP6V0A2	676.8128
ATP6V0A4	72.8603	ATP6V0A4	35.3259
ATP6V0B	2405.5405	ATP6V0B	1697.2507
ATP6V0C	4591.733	ATP6V0C	1573.2085
ATP6V0D1	1939.618	ATP6V0D1	2115.5419
ATP6V0D2	7.6695	ATP6V0D2	5.2186
ATP6V0E1	2764.8568	ATP6V0E1	2887.4939
ATP6V0E2	2345.7183	ATP6V0E2	1124.0071
ATP6V1A	2234.5105	ATP6V1A	2246.8099
ATP6V1B1	88.1993	ATP6V1B1	431.9399
ATP6V1B2	875.0906	ATP6V1B2	1669.552
ATP6V1C1	1731.3909	ATP6V1C1	1641.0503
ATP6V1C2	35.6594	ATP6V1C2	71.1697
ATP6V1D	2872.2299	ATP6V1D	1225.5692
ATP6V1E1	1965.6943	ATP6V1E1	2194.2224
ATP6V1E2	21.4746	ATP6V1E2	89.1177
ATP6V1F	2774.436	ATP6V1F	1117.1828
ATP6V1G1	2502.5597	ATP6V1G1	2915.1927
ATP6V1G2	251.1763	ATP6V1G2	23.5038
ATP6V1H	1186.4725	ATP6V1H	1174.9888
ATP7A	265.7484	ATP7A	1081.4554
ATP7B	531.1133	ATP7B	289.0304
ATP8A1	209.761	ATP8A1	318.7363
removed	removed	ATP8A2	32.5159
ATP8B1	820.2076	ATP8B1	1514.6678
ATP8B2	1736.3761	ATP8B2	896.3957
ATP8B3	7.6695	ATP8B3	34.1216
ATP8B4	34.5128	ATP8B4	43.3546
ATP8B5P	26.0763	ATP8B5P	22.4801
ATP9A	1645.8759	ATP9A	2840.5265
ATP9B	248.1085	ATP9B	570.835
ATPAF1	2336.2311	ATPAF1	1172.7288
ATPAF2	711.5806	ATPAF2	282.2061
ATPBD4	152.2397	ATPBD4	184.2569
ATPIF1	1541.5706	ATPIF1	952.1946
ATRIP	550.6053	ATRIP	336.7044
removed	removed	ATRNL1	319.5392
ATRN	2203.449	ATRN	2598.4635
ATRX	1206.4132	ATRX	2292.9745
ATR	710.1962	ATR	936.5388
ATXN10	1981.4168	ATXN10	2586.4206
ATXN1L	783.0565	ATXN1L	1885.9233
ATXN1	730.5204	ATXN1	1216.7377
ATXN2L	3466.2331	ATXN2L	1882.3104
ATXN2	751.6116	ATXN2	729.8017
ATXN3	874.7071	ATXN3	592.1109
ATXN7L1	211.6784	ATXN7L1	235.2386
ATXN7L2	95.1019	ATXN7L2	82.2934
ATXN7L3B	3912.2148	ATXN7L3B	4499.2398
ATXN7L3	1967.9952	ATXN7L3	1308.264
ATXN7	771.9357	ATXN7	966.2447
AUH	108.14	AUH	346.0336
AUP1	2541.0875	AUP1	2067.4183
AURKAIP1	1176.1187	AURKAIP1	581.2722
AURKAPS1	8.4365	removed	removed
AURKA	245.8077	AURKA	41.3474
AURKB	243.5068	AURKB	18.0644
AURKC	157.6083	AURKC	10.4372
AUTS2	2460.7609	AUTS2	2591.6392
AVEN	182.9177	AVEN	118.0207
AVIL	21.8581	AVIL	53.7918
AVL9	259.9962	AVL9	380.1553
AVPI1	182.1508	AVPI1	164.9882
AVPR1A	12.6547	AVPR1A	31.3116
AVPR2	8.8199	AVPR2	59.8132
AXIN1	1416.9412	AXIN1	458.8357
AXIN2	194.445	AXIN2	221.59
AXL	1128.1843	AXL	1406.2131
AZGP1	23160.3732	AZGP1	46264.9345
AZI1	345.1278	AZI1	169.8054
AZI2	939.8979	AZI2	1146.8887
AZIN1	3749.2378	AZIN1	4001.4652
removed	removed	AZU1	17.2615
B2M	61988.8332	B2M	23641.0805
B3GALNT1	522.6768	B3GALNT1	545.9463
B3GALNT2	765.4397	B3GALNT2	913.5568
removed	removed	B3GALT1	38.136
removed	removed	B3GALT2	10.0358
B3GALT4	115.4261	B3GALT4	146.5224
removed	removed	B3GALT5	35.3259
B3GALT6	753.1455	B3GALT6	508.2118
B3GALTL	116.5765	B3GALTL	238.8515
removed	removed	B3GAT1	50.9817
removed	removed	B3GAT2	11.8623
B3GAT3	659.194	B3GAT3	442.7785
B3GNT1	670.6983	B3GNT1	599.7381
B3GNT2	647.6898	B3GNT2	1673.9677
B3GNT3	12.6547	B3GNT3	124.0422
B3GNT4	14.1886	removed	removed
B3GNT5	59.0552	B3GNT5	360.0837
B3GNT7	203.2419	B3GNT7	103.5692
B3GNT8	47.1675	B3GNT8	79.4834
B3GNT9	423.257	B3GNT9	311.2295
B3GNTL1	93.3686	B3GNTL1	57.782
B4GALNT1	16.4166	B4GALNT1	36.474
B4GALNT3	12.2712	B4GALNT3	199.9127
B4GALNT4	354.3312	B4GALNT4	164.9882
B4GALT1	4990.9308	B4GALT1	5870.127
B4GALT2	1393.5492	B4GALT2	737.0275
B4GALT3	1342.1635	B4GALT3	990.3305
B4GALT4	639.6368	B4GALT4	385.7753
B4GALT5	862.4359	B4GALT5	1525.0368
B4GALT6	24.5424	B4GALT6	109.9921
B4GALT7	551.054	B4GALT7	362.8937
B9D1	398.0512	B9D1	196.633
B9D2	60.2056	B9D2	83.036
BAALC	15.339	BAALC	76.6733
BACE1	755.8298	BACE1	1144.4801
BACE2	2080.3534	BACE2	946.1731
BACH1	488.164	BACH1	980.6962
BACH2	55.2204	BACH2	350.4494
BAD	1232.7925	BAD	543.7746
BAG1	1896.2124	BAG1	1584.1073
BAG2	134.5998	BAG2	89.9206
BAG3	1462.9582	BAG3	1615.3588
BAG4	191.3542	BAG4	247.2816
BAG5	2157.8154	BAG5	2016.7899
BAGE2	50.96	removed	removed
BAGE	18.8555	removed	removed
BAHCC1	327.1044	BAHCC1	438.3628
BAHD1	417.6046	BAHD1	863.4783
BAI1	78.9959	BAI1	89.1177
BAI2	438.6957	BAI2	151.3395
removed	removed	BAI3	19.2687
BAIAP2L1	532.2637	BAIAP2L1	686.0458
BAIAP2	2706.952	BAIAP2	1052.1509
BAIAP3	544.7765	BAIAP3	198.2146
BAK1	715.9484	BAK1	303.4819
BAMBI	3107.6837	BAMBI	1156.523
BANF1	6206.5475	BANF1	1998.7255
BANK1	23.0085	BANK1	12.8458
BANP	254.6276	BANP	246.4787
BAP1	2133.273	BAP1	1477.2665
BARD1	37.1971	BARD1	99.9563
BARX2	725.9187	BARX2	1136.05
BASP1	457.486	BASP1	120.4293
BAT1	6997.2735	BAT1	6140.8722
BAT2L1	2166.1905	BAT2L1	6422.3396
BAT2L2	4193.3022	BAT2L2	4583.9418
BAT2	8523.5051	BAT2	6104.5628
BAT3	6100.3248	BAT3	4078.54
BAT4	635.0351	BAT4	256.9159
BAT5	2415.5108	BAT5	979.0905
BATF2	354.7146	BATF2	72.2576
BATF3	14.9555	BATF3	22.8816
BATF	1461.4243	BATF	131.6694
BAX	799.1625	BAX	267.7545
BAZ1A	1877.495	BAZ1A	852.6397
BAZ1B	1823.0415	BAZ1B	1911.2135
BAZ2A	1905.2241	BAZ2A	2896.1488
BAZ2B	379.6367	BAZ2B	1080.0745
BBC3	395.7465	BBC3	45.3617
BBOX1	52.5361	BBOX1	1226.7734
BBS10	360.4668	BBS10	586.8923
BBS12	111.5913	BBS12	242.063
BBS1	1397.3839	BBS1	1348.0056
BBS2	594.3867	BBS2	1553.9398
BBS4	256.545	BBS4	530.2905
BBS5	275.9258	BBS5	294.2209
BBS7	110.8244	BBS7	307.4962
BBS9	356.632	BBS9	346.0336
BBX	1576.4669	BBX	2608.9007
BCAM	21295.5329	BCAM	8110.1126
removed	removed	BCAN	17.2615
BCAP29	632.3507	BCAP29	1116.3799
BCAP31	6840.8156	BCAP31	4318.9972
BCAR1	646.5393	BCAR1	790.4178
BCAR3	1392.7784	BCAR3	713.7445
BCAR4	17.2564	removed	removed
BCAS1	776.5374	BCAS1	382.9653
BCAS2	1079.9584	BCAS2	863.6228
BCAS3	535.715	BCAS3	630.6483
BCAS4	633.5012	BCAS4	418.2912
BCAT1	324.4201	BCAT1	87.9134
BCAT2	1570.7148	BCAT2	513.0289
BCCIP	1416.5155	BCCIP	1015.3116
BCDIN3D	403.5502	BCDIN3D	264.2902
BCHE	5.3687	BCHE	44.5589
BCKDHA	1173.4344	BCKDHA	975.4776
BCKDHB	387.31	BCKDHB	737.4289
BCKDK	3232.3132	BCKDK	1099.1184
BCL10	515.3908	BCL10	657.5441
