gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
KIAA0831	652.5579	KIAA0831	681.127
KIAA0892	1190.3167	KIAA0892	983.8998
KIAA0895L	140.743	KIAA0895L	99.5617
KIAA0895	92.8745	KIAA0895	94.3649
KIAA0907	694.8843	KIAA0907	483.0054
KIAA0913	1341.0475	KIAA0913	1396.2433
KIAA0922	585.5664	KIAA0922	894.4544
KIAA0947	1279.2326	KIAA0947	1508.9445
KIAA1009	344.0926	KIAA1009	243.2916
KIAA1012	1337.0889	KIAA1012	1531.7531
KIAA1024	48.7211	KIAA1024	30.4114
KIAA1033	1765.5298	KIAA1033	1775.9392
removed	removed	KIAA1045	32.6476
KIAA1107	123.9342	KIAA1107	212.8801
KIAA1109	1858.0999	KIAA1109	3706.619
KIAA1143	802.6797	KIAA1143	953.0411
KIAA1147	1001.827	KIAA1147	1012.5224
KIAA1161	234.1657	KIAA1161	367.1735
KIAA1191	2204.6285	KIAA1191	1895.3488
KIAA1199	5741.1693	KIAA1199	8.4973
KIAA1210	12.7893	KIAA1210	12.9696
KIAA1211	239.0378	KIAA1211	10.2862
KIAA1217	5329.7808	KIAA1217	2901.0331
removed	removed	KIAA1239	19.2308
KIAA1244	791.1084	KIAA1244	494.6333
KIAA1257	6.6991	removed	removed
KIAA1267	1251.827	KIAA1267	1054.5617
KIAA1274	531.9732	KIAA1274	292.0394
KIAA1279	1172.0463	KIAA1279	1045.6172
KIAA1310	1348.0512	KIAA1310	1538.9088
KIAA1324L	549.3301	KIAA1324L	539.356
KIAA1324	5158.9525	KIAA1324	2029.517
KIAA1328	158.9525	KIAA1328	189.1771
KIAA1370	1551.7661	KIAA1370	1315.2952
KIAA1377	326.7357	KIAA1377	672.1825
KIAA1383	102.9233	KIAA1383	45.6172
KIAA1407	150.4263	KIAA1407	110.4651
KIAA1429	1641.9001	KIAA1429	1810.8229
KIAA1430	1633.9829	KIAA1430	1516.9946
KIAA1432	1064.1657	KIAA1432	1017.7594
KIAA1462	3105.0548	KIAA1462	2232.1109
KIAA1467	428.4409	KIAA1467	379.6959
KIAA1468	833.7393	KIAA1468	644.4544
KIAA1522	2476.553	KIAA1522	1348.8372
KIAA1524	128.9281	KIAA1524	58.5868
KIAA1529	42.3264	KIAA1529	106.8873
KIAA1530	103.5323	KIAA1530	153.8462
KIAA1539	447.6248	KIAA1539	569.3202
KIAA1543	239.0378	KIAA1543	133.2737
KIAA1549	421.4373	KIAA1549	227.1914
KIAA1586	113.581	KIAA1586	177.5492
KIAA1598	1366.3216	KIAA1598	847.0483
KIAA1609	352.3143	KIAA1609	301.4311
KIAA1614	58.9555	KIAA1614	135.4025
KIAA1632	1176.3094	KIAA1632	1009.839
KIAA1644	131.5469	KIAA1644	33.542
KIAA1671	1380.9379	KIAA1671	2037.1199
KIAA1683	21.9245	KIAA1683	205.7245
KIAA1704	380.8069	KIAA1704	362.017
KIAA1712	270.9166	KIAA1712	262.4106
KIAA1715	932.3995	KIAA1715	1144.0072
KIAA1731	290.4994	KIAA1731	379.6959
KIAA1737	1167.7832	KIAA1737	839.4454
KIAA1755	128.1973	KIAA1755	102.415
KIAA1797	777.7101	KIAA1797	719.5886
KIAA1804	56.6382	KIAA1804	83.6315
KIAA1826	365.1035	KIAA1826	409.6601
KIAA1841	256.0901	KIAA1841	261.6279
removed	removed	KIAA1875	6.2612
KIAA1908	53.2887	KIAA1908	225.8497
KIAA1919	69.732	KIAA1919	76.9231
KIAA1949	2925.0914	KIAA1949	1963.3274
KIAA1958	55.1157	KIAA1958	39.8032
KIAA1967	2569.732	KIAA1967	1795.6172
KIAA1984	16.3307	removed	removed
KIAA2013	1212.8502	KIAA2013	1075.5814
KIAA2018	643.7272	KIAA2018	1091.2343
KIAA2022	38.3678	KIAA2022	56.7979
KIAA2026	893.7272	KIAA2026	1048.7478
KIDINS220	3024.056	KIDINS220	3198.1216
KIF11	429.659	KIF11	84.0787
KIF12	55.4202	KIF12	88.551
KIF13A	1431.7905	KIF13A	2260.7335
removed	removed	KIF13B	1623.8819
KIF14	44.458	KIF14	12.5224
KIF15	142.2046	KIF15	15.2057
KIF16B	907.1255	KIF16B	1130.1431
KIF17	24.9695	KIF17	68.873
KIF18A	80.6943	KIF18A	18.3363
KIF18B	67.6005	KIF18B	5.3667
removed	removed	KIF19	15.653
KIF1B	1448.2339	KIF1B	2612.254
KIF1C	2734.4702	KIF1C	6483.0054
KIF20A	265.2253	KIF20A	21.0197
KIF20B	271.9245	KIF20B	191.8605
KIF21A	248.4775	KIF21A	320.2147
KIF21B	53.2887	KIF21B	68.4258
KIF22	881.5469	KIF22	417.263
KIF23	318.514	KIF23	60.3757
KIF24	62.7284	KIF24	50.0894
removed	removed	KIF25	33.9893
KIF26A	82.8258	KIF26A	322.0036
KIF26B	872.7162	KIF26B	16.1002
KIF27	139.1596	KIF27	134.1682
KIF2A	681.1815	KIF2A	584.5259
KIF2C	213.7637	KIF2C	20.5725
KIF3A	463.1547	KIF3A	254.4723
KIF3B	1827.9537	KIF3B	1777.7281
KIF3C	734.7747	KIF3C	318.4258
KIF4A	215.8952	KIF4A	10.2862
KIF5A	6.3946	KIF5A	6.7084
KIF5B	4677.2229	KIF5B	7040.6977
KIF5C	1527.1011	KIF5C	197.6744
KIF6	33.8002	KIF6	15.2057
KIF7	251.9823	KIF7	286.458
KIF9	156.4373	KIF9	93.864
KIFAP3	1891.2911	KIFAP3	1154.7406
KIFC1	208.8916	KIFC1	41.5921
KIFC2	154.3849	KIFC2	135.9571
KIFC3	703.715	KIFC3	686.4937
KILLIN	55.4202	KILLIN	30.8587
KIN	288.9769	KIN	194.9911
removed	removed	KIRREL3	14.7585
KIRREL	373.9342	KIRREL	904.7406
KITLG	2923.5688	KITLG	940.0716
KIT	485.0792	KIT	2110.4651
KLB	6.3946	KLB	1524.5975
KLC1	1885.7917	KLC1	2274.7496
KLC2	527.4056	KLC2	362.7013
KLC3	67.905	KLC3	45.1699
KLC4	336.5043	KLC4	415.0313
KLF10	1852.0097	KLF10	7186.0465
KLF11	466.1998	KLF11	2119.4097
KLF12	1019.1839	KLF12	432.9159
KLF13	1276.1876	KLF13	2999.5528
removed	removed	KLF14	27.7281
KLF15	7.3082	KLF15	333.1843
KLF16	264.9208	KLF16	308.1395
KLF2	447.3203	KLF2	1850.1789
KLF3	1949.4367	KLF3	2182.9025
KLF4	1233.2521	KLF4	9334.5259
KLF5	181.7905	KLF5	360.9123
KLF6	5277.1011	KLF6	11809.9284
KLF7	152.2533	KLF7	257.6029
KLF8	103.2278	KLF8	599.7317
KLF9	1308.4653	KLF9	3892.6655
KLHDC10	514.0073	KLHDC10	893.1127
KLHDC1	63.6419	KLHDC1	140.8766
KLHDC2	898.5993	KLHDC2	1156.0823
KLHDC3	1401.3398	KLHDC3	1527.7281
KLHDC4	193.2582	KLHDC4	229.2531
KLHDC5	1076.1267	KLHDC5	878.8014
KLHDC7A	277.1011	KLHDC7A	40.2504
KLHDC7B	41.4129	KLHDC7B	22.3614
KLHDC8A	49.6346	removed	removed
KLHDC8B	471.3764	KLHDC8B	711.5385
KLHDC9	86.4799	KLHDC9	44.7227
KLHL11	43.24	KLHL11	44.2755
KLHL12	987.2107	KLHL12	881.932
KLHL13	21.62	KLHL13	428.4436
removed	removed	KLHL14	21.0197
KLHL15	196.7113	KLHL15	506.7084
KLHL17	77.3447	KLHL17	39.356
KLHL18	489.9513	KLHL18	485.6887
KLHL1	15.5298	removed	removed
KLHL20	559.9878	KLHL20	771.4669
KLHL21	390.6821	KLHL21	2257.1556
KLHL22	312.7284	KLHL22	473.6136
KLHL23	70.341	KLHL23	114.5841
KLHL24	1132.7649	KLHL24	1452.5939
KLHL25	181.486	KLHL25	285.3309
KLHL26	218.6358	KLHL26	246.8694
KLHL28	509.7442	KLHL28	388.6404
KLHL29	97.1376	KLHL29	671.7352
KLHL2	672.0463	KLHL2	594.8122
removed	removed	KLHL30	122.9875
KLHL31	13.9434	KLHL31	814.3113
removed	removed	KLHL32	7.6029
removed	removed	KLHL33	5.3667
KLHL35	27.4056	KLHL35	21.0197
KLHL36	133.3739	KLHL36	297.8533
KLHL3	240.2558	KLHL3	203.4884
KLHL4	25.2741	KLHL4	151.1628
KLHL5	1606.2728	KLHL5	1784.8837
KLHL6	153.7759	KLHL6	122.5403
KLHL7	686.3581	KLHL7	724.5081
KLHL8	371.1937	KLHL8	386.8515
KLHL9	1635.81	KLHL9	1577.8175
KLK10	11.2667	KLK10	81.3953
removed	removed	KLK11	107.3345
removed	removed	KLK13	6.2612
removed	removed	KLK14	23.703
KLK4	81.6078	removed	removed
KLK5	454.933	KLK5	503.1306
KLK6	1179.0499	KLK6	173.5242
KLK7	1235.3837	KLK7	308.5868
KLK8	28.4013	KLK8	34.432
KLKP1	8.2217	removed	removed
KLRA1	15.8343	KLRA1	33.0948
KLRAQ1	557.5518	KLRAQ1	739.2665
KLRB1	24.9695	KLRB1	59.034
removed	removed	KLRC1	6.2612
KLRD1	69.123	KLRD1	33.542
KLRF1	11.5713	KLRF1	12.0751
KLRG1	13.7028	KLRG1	25.0447
KLRK1	14.0073	KLRK1	93.4705
KL	38.9769	KL	435.5993
KMO	138.444	KMO	22.1601
KNTC1	372.3904	KNTC1	226.7442
KPNA1	2243.9099	KPNA1	2103.7567
KPNA2	1424.7868	KPNA2	882.8265
KPNA3	1683.313	KPNA3	1550.9839
KPNA4	2455.542	KPNA4	2558.5868
KPNA5	103.5323	KPNA5	117.6208
KPNA6	2217.1133	KPNA6	2204.3828
KPNA7	5.1766	removed	removed
KPNB1	5281.0597	KPNB1	4140.4293
KPTN	158.9525	KPTN	81.3953
removed	removed	KRAS	1100.1789
KRBA1	143.4227	KRBA1	128.3542
KRBA2	70.0365	KRBA2	61.7174
KRCC1	854.4458	KRCC1	895.3488
KREMEN1	255.7856	KREMEN1	1119.8569
KREMEN2	102.0097	removed	removed
KRI1	464.7564	KRI1	455.4159
KRIT1	715.8952	KRIT1	771.4669
KRR1	603.0177	KRR1	785.1118
KRT10	664.1291	KRT10	275.9392
KRT14	306.9428	KRT14	13060.3757
KRT15	403.7759	KRT15	5058.1395
KRT16	2383.0694	KRT16	326.4758
KRT17	5929.0499	KRT17	11400.2683
KRT18	17106.5134	KRT18	3242.8041
KRT19	50030.1462	KRT19	2470.483
KRT222	54.8112	KRT222	65.7424
KRT23	1991.7783	KRT23	842.1288
removed	removed	KRT32	7.6029
KRT40	7.6127	removed	removed
KRT4	7.9172	removed	removed
KRT5	2758.5262	KRT5	11779.0698
KRT6A	12545.067	KRT6A	77.8175
KRT6B	3823.6906	KRT6B	1160.5546
KRT6C	727.771	KRT6C	66.1896
KRT75	150.7308	removed	removed
KRT7	3415.6516	KRT7	3554.5617
KRT80	2756.0901	KRT80	263.864
KRT81	1121.1937	KRT81	58.1395
KRT86	129.4153	KRT86	7.6029
KRT8	38166.3246	KRT8	6088.144
KRTCAP2	1205.542	KRTCAP2	1144.4544
KRTCAP3	143.1181	KRTCAP3	49.6422
KSR1	211.9367	KSR1	761.6279
KSR2	6.0901	KSR2	8.0501
KTELC1	513.7028	KTELC1	379.2487
KTI12	148.5993	KTI12	137.746
KTN1	9172.0463	KTN1	6493.7388
KYNU	154.9939	KYNU	134.6154
removed	removed	KY	46.9589
L1CAM	91.352	L1CAM	108.229
L2HGDH	201.2789	L2HGDH	104.2039
L3MBTL2	596.9854	L3MBTL2	633.0367
L3MBTL3	308.7698	L3MBTL3	233.0054
L3MBTL4	29.2326	L3MBTL4	152.0572
L3MBTL	46.5895	L3MBTL	70.2147
LACE1	58.7698	LACE1	66.1896
LACTB2	195.1888	LACTB2	234.347
LACTB	525.8831	LACTB	353.7567
LAD1	422.9598	LAD1	235.6887
LAG3	31.0597	LAG3	10.2862
LAGE3	394.3362	LAGE3	134.1682
LAIR1	910.7795	LAIR1	1194.9911
LAMA1	192.1437	LAMA1	163.2379
LAMA2	1184.2205	LAMA2	5002.2317
LAMA3	1166.8697	LAMA3	2608.229
LAMA4	8273.7515	LAMA4	14183.8104
LAMA5	1468.6358	LAMA5	1929.7853
LAMB1	11920.2192	LAMB1	6021.0197
removed	removed	LAMB2L	11.1807
LAMB2	11207.6736	LAMB2	12853.7567
LAMB3	2982.9476	LAMB3	2652.0572
LAMC1	10095.0061	LAMC1	18987.4776
LAMC2	8350.7917	LAMC2	3389.0877
LAMC3	114.4945	LAMC3	63.5063
LAMP1	9372.1072	LAMP1	7863.1485
LAMP2	5219.5493	LAMP2	4881.932
LAMP3	61.2058	LAMP3	67.5313
LANCL1	1545.9805	LANCL1	2194.9911
LANCL2	304.8112	LANCL2	519.678
removed	removed	LANCL3	8.0501
LAP3	2065.1644	LAP3	2584.5259
LAPTM4A	13147.0767	LAPTM4A	10031.7531
LAPTM4B	1970.1583	LAPTM4B	1120.7513
LAPTM5	8862.363	LAPTM5	4396.2433
LARGE	443.0572	LARGE	553.22
LARP1B	422.3508	LARP1B	453.4884
LARP1	3799.0256	LARP1	4379.6959
LARP4B	1226.2485	LARP4B	1105.5456
LARP4	1481.4251	LARP4	1128.8014
LARP6	264.3118	LARP6	1025.9392
LARP7	1150.1218	LARP7	1025.4919
LARS2	567.296	LARS2	368.9624
LARS	2592.8745	LARS	2731.6637
LAS1L	746.9549	LAS1L	651.61
LASP1	6710.1096	LASP1	7466.458
LASS1	5.9196	removed	removed
LASS2	4205.8465	LASS2	3511.6279
LASS4	205.8465	LASS4	369.4097
LASS5	1024.3605	LASS5	722.7191
LASS6	2611.148	LASS6	1155.8497
LAT2	463.4592	LAT2	135.5098
LATS1	562.1194	LATS1	702.1467
LATS2	1206.4555	LATS2	1664.5796
LAT	48.0633	LAT	57.2898
LAX1	15.2253	LAX1	20.5725
LAYN	702.8015	LAYN	125.6708
LBH	2182.3995	LBH	932.0215
removed	removed	LBP	340.7871
LBR	886.419	LBR	1349.7317
LCA5L	99.2692	LCA5L	31.7531
LCA5	286.2363	LCA5	374.3292
LCAT	59.7168	LCAT	109.6377
LCE3D	5.7856	removed	removed
LCK	71.8636	LCK	59.034
LCLAT1	484.7747	LCLAT1	258.0501
LCMT1	809.0743	LCMT1	425.7603
LCMT2	366.6261	LCMT2	273.703
removed	removed	LCN10	35.2862
LCN2	139.1596	LCN2	52.3256
removed	removed	LCN6	10.3309
LCORL	75.3685	LCORL	115.3757
LCOR	152.2199	LCOR	115.0313
LCP1	4311.8149	LCP1	3257.6029
LCP2	758.2217	LCP2	541.5921
LDB1	1514.9208	LDB1	689.1771
LDB2	417.4787	LDB2	1470.483
LDB3	7.0037	LDB3	89.8927
LDHA	22439.7077	LDHA	12826.9231
LDHB	2033.4957	LDHB	7518.7835
LDHD	55.7247	LDHD	188.7299
LDLRAD2	279.8417	LDLRAD2	535.3891
LDLRAD3	542.6309	LDLRAD3	623.8819
LDLRAP1	894.6407	LDLRAP1	560.3757
LDLR	637.9415	LDLR	3029.9642
LDOC1L	625.4568	LDOC1L	1201.6995
LDOC1	581.9123	LDOC1	410.1073
LEF1	659.866	LEF1	24.1503
LEFTY1	6.1602	removed	removed
removed	removed	LEFTY2	19.678
LEKR1	14.6163	removed	removed
LEMD2	1008.8307	LEMD2	670.3936
LEMD3	675.3959	LEMD3	813.059
LENG1	176.0049	LENG1	132.3792
LENG8	1146.4647	LENG8	1827.3435
LENG9	155.3015	LENG9	101.9946
LEO1	1071.8636	LEO1	435.1521
LEPRE1	1600.1827	LEPRE1	545.1699
LEPREL1	290.4994	LEPREL1	322.898
LEPREL2	1505.1766	LEPREL2	391.771
LEPROTL1	1227.162	LEPROTL1	1021.0197
LEPROT	1613.4744	LEPROT	1680.407
LEPR	706.8666	LEPR	4539.1816
removed	removed	LEP	18740.161
LETM1	929.659	LETM1	957.0662
LETM2	49.3301	LETM2	19.678
LETMD1	578.2582	LETMD1	1216.0107
LFNG	1137.028	LFNG	529.517
LGALS12	6.3946	LGALS12	958.4079
LGALS1	11413.5201	LGALS1	13373.4347
LGALS2	7.3082	LGALS2	27.7281
LGALS3BP	9146.4677	LGALS3BP	11010.7335
LGALS3	5990.5603	LGALS3	7534.4365
LGALS7B	12.4848	LGALS7B	10.7335
LGALS7	5.1766	removed	removed
LGALS8	1326.416	LGALS8	1502.6789
LGALS9B	21.62	removed	removed
LGALS9C	28.9281	LGALS9C	8.0501
LGALS9	1135.5055	LGALS9	923.0769
removed	removed	LGI1	5.814
LGI2	167.1742	LGI2	359.5707
LGI4	30.7552	LGI4	477.1914
LGMN	1930.268	LGMN	8993.2916
LGR4	195.4933	LGR4	1332.2898
LGR5	403.1669	LGR5	25.0447
LGR6	5.7856	LGR6	152.5045
LGTN	685.1401	LGTN	1192.3077
removed	removed	LHCGR	38.4615
LHFPL2	2595.0061	LHFPL2	2445.8855
LHFP	1196.1023	LHFP	4145.7961
LHPP	380.9379	LHPP	397.1377
LHX6	107.7954	LHX6	395.7961
LHX8	11.5713	removed	removed
LIAS	161.084	LIAS	176.6547
LIFR	355.0548	LIFR	3940.966
LIF	287.4543	LIF	177.102
LIG1	644.6407	LIG1	185.1521
LIG3	615.1035	LIG3	399.3739
LIG4	361.754	LIG4	385.5098
LILRA1	9.4397	LILRA1	13.864
LILRA2	18.8794	LILRA2	26.8336
LILRA3	11.8758	LILRA3	6.2612
LILRA4	7.3082	LILRA4	12.5224
LILRA5	29.5371	LILRA5	53.6673
LILRA6	88.7881	LILRA6	155.5635
LILRB1	176.9184	LILRB1	96.6011
LILRB2	294.7625	LILRB2	273.2558
LILRB3	81.7357	LILRB3	156.1538
LILRB4	394.0317	LILRB4	354.2039
LILRB5	109.0134	LILRB5	1355.5456
LIMA1	3824.6041	LIMA1	6891.3238
LIMCH1	2847.4421	LIMCH1	4751.7889
LIMD1	918.1334	LIMD1	716.0555
LIMD2	179.5828	LIMD2	97.8757
LIME1	32.2381	LIME1	23.6673
LIMK1	1007.6127	LIMK1	477.1914
LIMK2	1366.9306	LIMK2	1060.3757
LIMS1	683.922	LIMS1	733.4526
LIMS2	658.648	LIMS2	1382.8265
LIMS3-LOC440895	26.2241	LIMS3-LOC440895	43.873
LIMS3	11.5347	LIMS3	25.8945
LIN37	112.299	LIN37	112.1691
LIN52	166.8697	LIN52	237.0304
LIN54	345.6151	LIN54	301.8784
LIN7A	63.0329	LIN7A	44.2755
LIN7B	22.838	LIN7B	20.5725
LIN7C	675.3959	LIN7C	633.7209
LIN9	120.5847	LIN9	81.8426
LINGO1	126.0658	LINGO1	45.1699
LINGO4	14.0073	LINGO4	15.2057
LINS1	311.5104	LINS1	291.1449
LIPA	2005.7856	LIPA	3334.0787
LIPC	19.4884	LIPC	5.814
LIPE	277.704	LIPE	21074.9195
LIPG	211.6322	LIPG	51.8784
LIPH	378.5018	LIPH	97.4955
LIPK	14.9208	removed	removed
LIPT1	112.1346	LIPT1	143.9535
LIPT2	12.4848	LIPT2	6.3104
LITAF	4764.3118	LITAF	5864.9374
LIX1L	859.3179	LIX1L	845.7066
LIX1	78.2582	removed	removed
LLGL1	724.4214	LLGL1	584.5259
LLGL2	1022.5335	LLGL2	239.7138
LLPH	661.1054	LLPH	584.1771
LMAN1	5157.7345	LMAN1	3154.7406
LMAN2L	843.7881	LMAN2L	584.5259
LMAN2	2615.1035	LMAN2	1545.1699
LMBR1L	385.5055	LMBR1L	310.8229
LMBR1	1149.2083	LMBR1	917.263
LMBRD1	1443.0572	LMBRD1	2082.2898
LMBRD2	238.4287	LMBRD2	271.4669
LMCD1	2084.0438	LMCD1	2215.5635
LMF1	181.486	LMF1	215.4517
LMF2	899.2083	LMF2	1202.5939
LMLN	429.9635	LMLN	189.6243
LMNA	11590.4385	LMNA	23412.7907
LMNB1	727.162	LMNB1	162.3435
LMNB2	765.8343	LMNB2	670.3936
LMO2	363.2765	LMO2	753.1306
LMO3	6.6991	LMO3	542.9338
LMO4	753.6541	LMO4	1410.1073
LMO7	3096.5286	LMO7	207.0662
LMOD1	1495.1279	LMOD1	5305.0089
LMTK2	235.0792	LMTK2	298.3005
LMTK3	383.0694	LMTK3	38.9088
removed	removed	LMX1A	67.5313
LMX1B	327.9537	LMX1B	359.1234
LNP1	62.4878	LNP1	57.7147
LNPEP	447.8319	LNPEP	726.2075
LNX1	462.5457	LNX1	389.9821
LNX2	755.4811	LNX2	386.4043
LOC100009676	67.5518	LOC100009676	79.3873
removed	removed	LOC100124692	28.1753
LOC100125556	50.4324	LOC100125556	32.8667
LOC100126784	54.1382	LOC100126784	34.1458
removed	removed	LOC100127888	8.22
removed	removed	LOC100128164	29.517
LOC100128191	35.8952	LOC100128191	17.8846
LOC100128239	7.0037	removed	removed
LOC100128288	29.8417	LOC100128288	30.4114
LOC100128292	12.4848	LOC100128292	8.9445
LOC100128640	14.0073	LOC100128640	25.4919
LOC100128788	8.5262	LOC100128788	5.814
LOC100128822	56.9428	LOC100128822	124.7764
LOC100128842	12.7893	LOC100128842	11.6279
LOC100128977	10.9622	removed	removed
LOC100129034	2158.3618	LOC100129034	1992.1825
LOC100129387	44.0682	LOC100129387	44.1547
LOC100129534	10.0487	LOC100129534	25.4919
LOC100129550	119.3666	LOC100129550	220.9302
LOC100129637	43.039	LOC100129637	119.5841
removed	removed	LOC100129716	9.839
removed	removed	LOC100129726	5.3667
LOC100130015	5.1157	LOC100130015	20.4562
LOC100130093	39.4549	LOC100130093	33.5957
LOC100130331	6.3946	removed	removed
LOC100130522	12.4848	LOC100130522	6.7084
LOC100130557	18.4501	LOC100130557	9.0564
LOC100130581	32.5822	LOC100130581	42.0394
LOC100130691	9.8356	LOC100130691	13.6494
LOC100130776	265.3959	LOC100130776	160.2415
LOC100130872	41.4129	LOC100130872	29.517
LOC100130932	44.458	LOC100130932	32.2004
LOC100130987	7.6127	LOC100130987	10.2862
LOC100131193	12.9019	LOC100131193	19.678
LOC100131434	11.2789	LOC100131434	23.3318
removed	removed	LOC100131496	5.3667
LOC100131691	16.7113	LOC100131691	8.9267
removed	removed	LOC100132111	9.3918
removed	removed	LOC100132215	16.5474
LOC100132247	84.9574	LOC100132247	114.4902
LOC100132287	87.3934	LOC100132287	98.8372
LOC100132288	212.2412	LOC100132288	228.5331
LOC100132707	90.4598	LOC100132707	113.6628
removed	removed	LOC100132832	5.8989
LOC100133161	7.4086	LOC100133161	7.1556
LOC100133331	43.7972	LOC100133331	63.2066
removed	removed	LOC100133612	5.3667
removed	removed	LOC100133669	6.2612
removed	removed	LOC100133985	7.1556
LOC100133991	5.4811	LOC100133991	13.4168
LOC100134229	145.5542	LOC100134229	139.9821
LOC100134259	23.447	LOC100134259	15.653
LOC100134713	16.1419	LOC100134713	5.3712
LOC100170939	35.9318	LOC100170939	23.3184
LOC100188947	12.1803	removed	removed
LOC100190938	16.4434	LOC100190938	187.8354
LOC100190939	127.2838	LOC100190939	190.5188
LOC100190986	80.9988	LOC100190986	198.1216
LOC100192378	21.9245	LOC100192378	17.4419
LOC100216001	5.1766	removed	removed
LOC100216545	31.0597	LOC100216545	39.8032
LOC100233209	28.3191	LOC100233209	12.9696
LOC100240735	7.9172	LOC100240735	17.4419
LOC100270710	621.4464	LOC100270710	197.1825
LOC100270746	23.447	LOC100270746	21.4669
LOC100270804	5.7856	LOC100270804	7.6029
LOC100271722	25.2741	LOC100271722	29.9642
removed	removed	LOC100271831	10.4517
LOC100271836	398.7333	LOC100271836	409.1279
LOC100272146	27.4056	LOC100272146	13.864
LOC100272216	23.1486	LOC100272216	24.4052
removed	removed	LOC100272217	5.3667
LOC100272228	9.1352	LOC100272228	24.1503
LOC100286793	52.3752	LOC100286793	97.4955
LOC100286844	30.3654	LOC100286844	22.102
LOC100288778	209.1626	LOC100288778	234.5125
LOC100289341	26.7966	LOC100289341	33.542
LOC100302401	26.5317	LOC100302401	20.1476
LOC100302640	13.0938	LOC100302640	12.5224
removed	removed	LOC100302650	102.415
LOC100303728	13.3983	LOC100303728	18.7835
LOC113230	57.2473	LOC113230	58.1395
LOC115110	23.7972	LOC115110	39.9016
LOC134466	75.8222	LOC134466	46.5116
LOC143188	13.0938	LOC143188	17.8891
LOC143666	22.5335	LOC143666	7.1556
LOC144438	514.9208	LOC144438	644.0072
LOC144486	10.0487	removed	removed
LOC144571	39.3301	LOC144571	68.958
LOC145783	37.8471	LOC145783	32.7728
LOC145820	13.0938	LOC145820	36.2254
LOC145837	242.6918	LOC145837	18.3363
LOC146880	206.7083	LOC146880	277.7639
LOC147727	163.2156	LOC147727	286.2254
LOC147804	89.2205	LOC147804	80.0537
LOC148189	49.9391	LOC148189	52.9964
LOC148413	341.623	LOC148413	238.0411
removed	removed	LOC148696	5.814
LOC148709	6.6991	removed	removed
LOC149837	56.9428	LOC149837	137.2987
LOC150381	27.9842	LOC150381	66.6369
LOC150776	237.8197	LOC150776	220.483
LOC150786	75.8222	LOC150786	71.5564
LOC151009	36.8453	LOC151009	51.4311
LOC151162	1510.6577	LOC151162	1122.5403
LOC151174	5.4811	removed	removed
LOC151534	235.9927	LOC151534	173.0769
LOC152217	183.6175	LOC152217	185.5993
LOC153684	37.1498	LOC153684	33.9893
LOC154761	43.7972	LOC154761	45.6664
removed	removed	LOC154822	5.8542
LOC158376	23.1425	LOC158376	166.3685
LOC158572	19.7929	LOC158572	27.2809
removed	removed	LOC158696	12.0751
LOC162632	235.5694	LOC162632	283.8819
LOC168474	7.0037	removed	removed
LOC200030	340.4111	LOC200030	558.1216
removed	removed	LOC201651	5.3667
LOC202181	29.8417	LOC202181	25.0447
LOC202781	84.9574	LOC202781	153.3989
LOC219347	63.5262	LOC219347	161.1225
removed	removed	LOC220594	5.814
LOC220729	89.525	LOC220729	107.7818
LOC220930	79.5737	LOC220930	60.9034
LOC221442	9.7442	LOC221442	26.8336
LOC221710	530.1462	LOC221710	369.8569
LOC222699	57.2473	LOC222699	14.3113
LOC253039	538.0633	LOC253039	600.1789
LOC253724	18.5749	LOC253724	8.4973
LOC254559	23.7515	LOC254559	27.2809
LOC255167	73.0816	removed	removed
removed	removed	LOC257358	18.3363
LOC25845	177.3873	LOC25845	178.6538
LOC282997	41.4129	LOC282997	27.7281
LOC283050	23.447	LOC283050	37.1199
LOC283070	250.3045	LOC283070	421.288
LOC283174	10.3532	LOC283174	125.6708
LOC283267	306.3337	LOC283267	333.6315
LOC283314	41.827	LOC283314	38.1216
removed	removed	LOC283392	738.8014
LOC283663	9.1352	LOC283663	11.6279
removed	removed	LOC283731	9.3918
LOC283867	31.3642	removed	removed
LOC283922	35.9318	LOC283922	63.059
LOC284023	156.5164	LOC284023	84.0787
LOC284232	14.9208	LOC284232	12.9696
LOC284233	5.4811	removed	removed
LOC284276	7.9172	LOC284276	12.9696
LOC284440	77.3447	LOC284440	96.1538
LOC284441	139.4641	LOC284441	84.5259
removed	removed	LOC284578	30.8587
LOC284837	10.3532	LOC284837	12.9696
LOC284900	55.5146	LOC284900	88.9267
LOC285033	27.4421	LOC285033	33.8685
LOC285074	186.3581	LOC285074	262.0751
LOC285359	28.6236	LOC285359	25.9392
removed	removed	LOC285419	14.3113
LOC285548	27.1011	removed	removed
removed	removed	LOC285593	6.2612
LOC285830	21.5987	LOC285830	62.9428
LOC285954	15.8343	removed	removed
removed	removed	LOC286002	8.0501
LOC286367	28.6236	LOC286367	203.0411
LOC286467	7.6127	removed	removed
LOC338651	58.4257	LOC338651	7.1199
LOC338758	26.7966	LOC338758	40.6977
LOC338799	62.7284	LOC338799	93.4705
LOC339047	321.5591	LOC339047	955.2773
LOC339290	335.5664	LOC339290	1087.9562
LOC339524	20.4111	LOC339524	1331.8426
LOC339535	49.0256	LOC339535	8.9445
LOC341056	14.0073	LOC341056	6.2612
LOC344595	209.5006	LOC344595	171.288
