gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
ANO7	33.6427	ANO7	8.5499
ANO8	219.5476	ANO8	206.5663
ANO9	144.7216	ANO9	66.3475
ANP32A	3292.9234	ANP32A	2310.5335
ANP32B	3167.6334	ANP32B	2374.145
ANP32E	1162.703	ANP32E	987.3461
ANPEP	621.8097	ANPEP	5411.0807
ANTXR1	6816.9954	ANTXR1	4103.2832
ANTXR2	831.2065	ANTXR2	4371.067
ANUBL1	141.2413	ANUBL1	292.7497
ANXA11	2860.7889	ANXA11	4210.6703
ANXA1	2105.5684	ANXA1	17636.1149
ANXA2P1	136.891	ANXA2P1	97.4692
ANXA2P2	9871.5197	ANXA2P2	5633.0369
ANXA2P3	6.6705	removed	removed
ANXA2	27831.4965	ANXA2	17617.6471
ANXA3	73.0858	ANXA3	1871.751
ANXA4	1113.9791	ANXA4	1356.0192
ANXA5	2595.9977	ANXA5	13700.7524
ANXA6	4033.3527	ANXA6	8029.4118
ANXA7	4175.464	ANXA7	3711.3543
removed	removed	ANXA8L2	43.7756
removed	removed	ANXA8	119.357
ANXA9	565.8353	ANXA9	119.357
AOAH	79.7564	AOAH	124.829
AOC2	21.4617	AOC2	101.5732
AOC3	360.4988	AOC3	26520.5198
AOX1	1011.0209	AOX1	645.0068
AP1AR	750.8701	AP1AR	643.9808
AP1B1	2721.8677	AP1B1	1604.3092
AP1G1	2179.2343	AP1G1	2172.0246
AP1G2	805.3509	AP1G2	738.0848
AP1M1	1004.0603	AP1M1	1288.3037
AP1M2	2537.123	AP1M2	639.1929
AP1S1	1258.1206	AP1S1	329.6854
AP1S2	349.478	AP1S2	678.5226
AP1S3	190.5452	AP1S3	87.2093
AP2A1	1273.4484	AP2A1	1376.6074
AP2A2	1537.703	AP2A2	1616.9631
AP2B1	6722.1578	AP2B1	7029.7538
AP2M1	11653.7123	AP2M1	5130.643
AP2S1	1778.1323	AP2S1	717.5103
AP3B1	919.6636	AP3B1	1469.5622
AP3B2	33.6427	AP3B2	94.3912
AP3D1	6284.5128	AP3D1	2054.7196
AP3M1	1837.587	AP3M1	1613.8851
AP3M2	691.7053	AP3M2	421.6826
AP3S1	595.1276	AP3S1	1204.5144
AP3S2	3470.0725	AP3S2	2239.5759
AP4B1	435.8962	AP4B1	344.6033
AP4E1	339.6172	AP4E1	390.5609
AP4M1	403.5296	AP4M1	293.4918
AP4S1	91.3573	AP4S1	73.5294
APAF1	489.8492	APAF1	571.8194
APBA1	89.9072	APBA1	284.1997
APBA2	61.4849	APBA2	22.9138
APBA3	175.7541	APBA3	83.1053
APBB1IP	232.0186	APBB1IP	1335.1573
APBB1	321.6357	APBB1	563.2695
APBB2	3575.116	APBB2	3745.554
APBB3	215.1972	APBB3	205.5404
APC2	21.9635	removed	removed
APCDD1L	49.594	APCDD1L	57.7975
APCDD1	151.1021	APCDD1	2126.197
APC	926.0441	APC	1331.3953
APEH	5710.5568	APEH	1185.7045
APEX1	3765.0812	APEX1	2299.5896
APEX2	455.9165	APEX2	367.6471
APH1A	4857.8886	APH1A	3660.0547
APH1B	564.9652	APH1B	872.777
API5	3067.5754	API5	2757.1819
APIP	424.6143	APIP	781.9699
APITD1	109.6723	APITD1	129.3844
APLF	35.9629	APLF	123.803
APLNR	296.4037	APLNR	893.2969
APLN	113.109	APLN	38.9877
APLP1	291.7633	APLP1	23.2558
APLP2	8955.3364	APLP2	18512.3119
APOA1BP	1616.2993	APOA1BP	1158.3447
APOB48R	132.5406	APOB48R	43.0917
APOBEC3A	103.5383	APOBEC3A	16.4159
APOBEC3B	220.4176	APOBEC3B	18.1259
APOBEC3C	83.2367	APOBEC3C	309.1655
APOBEC3D	20.3016	APOBEC3D	76.2654
APOBEC3F	98.6079	APOBEC3F	169.2886
APOBEC3G	116.0093	APOBEC3G	190.1505
APOBEC4	6.0905	removed	removed
removed	removed	APOB	689.8085
APOC1	605.8585	APOC1	410.7387
APOC2	81.7865	APOC2	28.3858
APOD	479.9884	APOD	25759.2339
APOE	1939.0951	APOE	948.0164
APOL1	1905.4524	APOL1	952.4624
APOL2	1203.5963	APOL2	543.7756
APOL3	1250.29	APOL3	1222.6402
APOL4	131.3805	APOL4	313.2695
APOL6	2801.0441	APOL6	3852.2572
APOLD1	344.5476	APOLD1	2604.3092
APOM	40.3132	APOM	67.3735
APOOL	257.8306	APOOL	191.5185
APOO	469.8376	APOO	195.9644
APPBP2	1211.7169	APPBP2	1888.8509
APPL1	2864.5592	APPL1	2068.3995
APPL2	851.2181	APPL2	2116.9631
APP	26634.2807	APP	23981.5321
APRT	1420.5336	APRT	729.1382
APTX	368.6195	APTX	473.6662
AQP11	21.7517	AQP11	34.8837
AQP1	1940.1653	AQP1	14647.6197
AQP3	42.9234	AQP3	190.4925
AQP4	8.9907	AQP4	23.2558
AQP5	1229.9884	AQP5	7.8659
AQP6	74.2459	removed	removed
removed	removed	AQP7P1	216.4843
removed	removed	AQP7P3	29.7538
removed	removed	AQP7	3744.186
AQP9	254.9304	AQP9	38.6457
AQPEP	6.0905	AQPEP	861.7818
AQR	2214.9072	AQR	1185.0205
ARAF	1160.9629	ARAF	1266.7579
ARAP1	994.1879	ARAP1	1390.1881
ARAP2	644.4316	ARAP2	308.4815
ARAP3	139.2111	ARAP3	600.8892
ARCN1	6830.6265	ARCN1	4899.7948
ARC	31.3225	ARC	159.7127
AREG	122.9698	AREG	794.1176
ARF1	13898.2019	ARF1	7269.1518
ARF3	10517.1114	ARF3	3808.8235
ARF4	13401.1021	ARF4	4462.3803
ARF5	2852.6508	ARF5	1563.9261
ARF6	2914.1531	ARF6	3129.959
ARFGAP1	1753.7703	ARFGAP1	462.0383
ARFGAP2	2077.1462	ARFGAP2	1671.3406
ARFGAP3	1277.5522	ARFGAP3	1128.591
ARFGEF1	2912.413	ARFGEF1	1955.6053
ARFGEF2	3050.174	ARFGEF2	2336.5253
ARFIP1	626.1601	ARFIP1	1332.4213
ARFIP2	3191.7053	ARFIP2	974.3502
ARFRP1	410.9629	ARFRP1	210.3283
ARG2	321.4211	ARG2	271.816
ARGLU1	673.1439	ARGLU1	2318.0575
ARHGAP10	109.6288	ARHGAP10	1324.8974
ARHGAP11A	959.3968	ARHGAP11A	58.4815
ARHGAP11B	76.4211	removed	removed
ARHGAP12	849.1879	ARHGAP12	1326.2654
ARHGAP15	37.413	ARHGAP15	77.9754
ARHGAP17	1553.0742	ARHGAP17	1503.762
ARHGAP18	1079.4664	ARHGAP18	712.3803
ARHGAP19	331.7865	ARHGAP19	948.3584
ARHGAP1	3288.2831	ARHGAP1	3769.8358
ARHGAP20	19.7216	ARHGAP20	576.9494
ARHGAP21	2465.1972	ARHGAP21	4763.3379
ARHGAP22	35.0928	ARHGAP22	20.1778
ARHGAP23	198.0858	ARHGAP23	702.8044
ARHGAP24	145.0116	ARHGAP24	641.2449
ARHGAP25	191.7053	ARHGAP25	349.1792
ARHGAP26	889.2111	ARHGAP26	786.5937
ARHGAP27	217.5174	ARHGAP27	351.5732
ARHGAP28	168.2135	ARHGAP28	225.3762
ARHGAP29	5462.587	ARHGAP29	5032.4897
ARHGAP30	295.5336	ARHGAP30	344.3912
ARHGAP31	579.1763	ARHGAP31	2268.8098
ARHGAP32	1470.7077	ARHGAP32	1451.0944
ARHGAP33	193.1555	ARHGAP33	100.8892
removed	removed	ARHGAP36	236.3201
ARHGAP39	336.4269	ARHGAP39	110.1231
ARHGAP42	85.8469	ARHGAP42	328.6594
ARHGAP4	203.5963	ARHGAP4	170.6566
ARHGAP5	1413.2831	ARHGAP5	2594.7332
ARHGAP6	47.8538	ARHGAP6	162.4487
ARHGAP8	305.58	ARHGAP8	283.6081
ARHGAP9	51.9142	ARHGAP9	67.7155
ARHGDIA	6826.2761	ARHGDIA	3157.6607
ARHGDIB	2336.7169	ARHGDIB	4085.1573
ARHGDIG	10.7686	removed	removed
ARHGEF10L	279.5824	ARHGEF10L	664.5007
ARHGEF10	499.1299	ARHGEF10	1197.3324
ARHGEF11	1066.9954	ARHGEF11	1354.6512
ARHGEF12	4752.6102	ARHGEF12	6181.2585
ARHGEF15	128.4803	ARHGEF15	1014.3639
ARHGEF16	241.0093	ARHGEF16	138.8509
ARHGEF17	995.9397	ARHGEF17	1479.8222
ARHGEF18	966.0673	ARHGEF18	507.8659
ARHGEF19	186.1949	ARHGEF19	181.6005
ARHGEF1	507.5406	ARHGEF1	698.0164
ARHGEF2	1812.935	ARHGEF2	1750.684
removed	removed	ARHGEF33	7.5239
ARHGEF35	315.8353	ARHGEF35	311.5595
ARHGEF37	479.6984	ARHGEF37	1117.9891
ARHGEF38	25.522	ARHGEF38	38.9877
ARHGEF3	1332.9466	ARHGEF3	1143.9808
ARHGEF4	14.2111	ARHGEF4	179.8906
ARHGEF5	273.2019	ARHGEF5	323.1874
ARHGEF6	1531.9026	ARHGEF6	4755.13
ARHGEF7	729.9884	ARHGEF7	2192.5445
ARHGEF9	305.3944	ARHGEF9	637.8249
ARID1A	4016.8213	ARID1A	2295.1436
ARID1B	1991.8794	ARID1B	2136.7989
ARID2	1197.2158	ARID2	812.5855
ARID3A	70.1856	ARID3A	58.4815
ARID3B	148.4919	ARID3B	83.4473
ARID4A	489.2691	ARID4A	949.3844
ARID4B	1719.3155	ARID4B	1416.2107
ARID5A	151.6821	ARID5A	1178.8646
ARID5B	904.2923	ARID5B	5545.4856
ARIH1	2974.1879	ARIH1	2214.7743
ARIH2	2523.1903	ARIH2	1618.6731
ARL10	10.1508	ARL10	17.7839
ARL11	42.6334	ARL11	42.4077
ARL13B	296.9838	ARL13B	309.1655
ARL15	128.1903	ARL15	727.4282
ARL16	577.4362	ARL16	343.3653
ARL17A	40.2494	ARL17A	55.9337
ARL1	5970.4176	ARL1	2595.0752
ARL2BP	956.4965	ARL2BP	2222.9822
ARL2	695.4756	ARL2	1069.0834
ARL3	1265.3712	ARL3	547.1956
ARL4A	584.9768	ARL4A	1249.316
ARL4C	587.007	ARL4C	1255.814
ARL4D	99.478	ARL4D	108.7551
ARL5A	872.0998	ARL5A	1104.9932
ARL5B	650.8121	ARL5B	231.5321
ARL6IP1	8957.9466	ARL6IP1	5716.4843
ARL6IP4	2025.522	ARL6IP4	660.7387
ARL6IP5	4811.4849	ARL6IP5	6286.5937
ARL6IP6	229.4084	ARL6IP6	368.6731
ARL6	126.4501	ARL6	67.0315
ARL8A	1173.7239	ARL8A	1017.4419
ARL8B	3414.7332	ARL8B	2634.7469
ARL9	41.7633	ARL9	10.9439
ARMC10	1102.355	ARMC10	784.1621
ARMC1	1091.9374	ARMC1	889.5349
ARMC2	28.7123	ARMC2	69.0834
ARMC3	50.464	removed	removed
ARMC5	281.3225	ARMC5	143.9808
ARMC6	757.7871	ARMC6	289.3057
ARMC7	348.6079	ARMC7	190.4925
ARMC8	948.0858	ARMC8	962.3803
ARMC9	427.4942	ARMC9	127.565
ARMCX1	725.9281	ARMCX1	1027.0178
ARMCX2	1241.8794	ARMCX2	590.6293
ARMCX3	3095.4176	ARMCX3	1896.0328
ARMCX5	409.8028	ARMCX5	360.8071
ARMCX6	251.4501	ARMCX6	189.4665
ARNT2	5055.1044	ARNT2	293.7756
ARNTL2	43.7935	ARNTL2	59.1655
ARNTL	425.174	ARNTL	211.3543
ARNT	1050.7541	ARNT	2074.2134
ARPC1A	2705.2407	ARPC1A	2554.4425
ARPC1B	1274.7477	ARPC1B	958.5534
ARPC2	5104.1183	ARPC2	4055.7456
ARPC3	5185.6148	ARPC3	2893.2969
ARPC4	3536.9519	ARPC4	2439.8906
ARPC5L	780.4524	ARPC5L	439.4665
ARPC5	1870.9397	ARPC5	2599.8632
ARPM1	44.9536	ARPM1	73.1874
ARPP19	5154.0023	ARPP19	5885.0889
ARRB1	272.6218	ARRB1	1033.1737
ARRB2	633.9907	ARRB2	579.3434
ARRDC1	615.7193	ARRDC1	402.1888
ARRDC2	233.1787	ARRDC2	404.9248
ARRDC3	1277.2622	ARRDC3	2938.7825
ARRDC4	647.0418	ARRDC4	1522.9138
ARSA	335.5568	ARSA	551.2996
ARSB	330.9165	ARSB	248.632
ARSD	633.9907	ARSD	2823.8714
ARSE	37.123	ARSE	18.8098
ARSG	189.0951	ARSG	266.7579
ARSI	94.2575	ARSI	11.9699
ARSJ	87.587	ARSJ	122.435
ARSK	130.8005	ARSK	158.3447
removed	removed	ART3	7.8659
removed	removed	ART4	16.7579
removed	removed	ART5	27.3598
ARTN	117.7494	removed	removed
ARV1	641.8213	ARV1	451.7784
ARVCF	150.232	ARVCF	144.3228
AR	933.8747	AR	329.3434
AS3MT	308.2947	AS3MT	285.9097
ASAH1	2180.6845	ASAH1	10211.6963
ASAH2B	32.1926	ASAH2B	10.6019
ASAH2	7.8306	removed	removed
ASAM	554.8144	ASAM	1589.6033
ASAP1	1105.2784	ASAP1	1306.0876
ASAP2	1294.6636	ASAP2	1261.2859
ASAP3	1149.3619	ASAP3	751.368
ASB13	2234.6288	ASB13	740.4241
ASB14	13.9211	ASB14	8.5499
ASB16	10.7309	ASB16	9.2989
ASB1	270.4118	ASB1	636.0055
removed	removed	ASB2	18.1259
ASB3	314.9652	ASB3	314.6375
ASB6	608.2454	ASB6	487.5103
ASB7	373.2599	ASB7	566.6895
ASB8	753.7703	ASB8	944.9384
ASB9	54.8144	ASB9	54.0356
ASCC1	565.8353	ASCC1	487.6881
ASCC2	1068.1555	ASCC2	1040.3557
ASCC3	1127.3202	ASCC3	917.5787
ASCL1	189.9652	removed	removed
ASCL2	7.8306	ASCL2	16.0739
ASF1A	570.7657	ASF1A	564.2955
ASF1B	553.6543	ASF1B	27.3598
removed	removed	ASGR1	9.5759
removed	removed	ASGR2	6.156
ASH1L	3015.5075	ASH1L	2745.8687
ASH2L	2955.3364	ASH2L	1365.2531
ASL	410.3828	ASL	324.5554
ASMTL	706.7662	ASMTL	476.7442
ASNA1	2142.9814	ASNA1	777.7018
ASNSD1	1150.8121	ASNSD1	1417.2367
ASNS	1549.594	ASNS	343.3653
ASPA	8.1206	ASPA	103.6252
removed	removed	ASPG	7.1819
ASPHD1	126.1601	removed	removed
ASPHD2	164.1531	ASPHD2	50.6156
ASPH	4474.1734	ASPH	19839.6272
ASPM	800.464	ASPM	9.2339
ASPN	3141.2413	ASPN	250
ASPRV1	34.2459	ASPRV1	66.4466
ASPSCR1	333.8167	ASPSCR1	167.9207
ASRGL1	249.1299	ASRGL1	183.3105
ASS1	378.4803	ASS1	4158.6867
ASTE1	169.1647	ASTE1	276.645
removed	removed	ASTN1	34.1997
ASTN2	43.7935	ASTN2	154.2408
ASXL1	1700.6961	ASXL1	1943.5705
ASXL2	1149.652	ASXL2	725.7182
removed	removed	ASXL3	15.7319
ATAD1	1455.9165	ATAD1	1368.3311
ATAD2B	504.9304	ATAD2B	322.5034
ATAD2	1368.6195	ATAD2	369.015
ATAD3A	856.1485	ATAD3A	131.3269
ATAD3B	388.3411	ATAD3B	73.1874
ATAD3C	187.065	ATAD3C	57.1135
ATAD5	82.3666	ATAD5	65.6635
ATE1	329.7564	ATE1	270.1778
ATF1	491.5893	ATF1	507.1819
ATF2	963.1671	ATF2	555.0616
ATF3	1564.0951	ATF3	8024.2818
ATF4	6477.3782	ATF4	6536.9357
ATF5	1078.0162	ATF5	382.3529
ATF6B	2140.0812	ATF6B	1501.9973
ATF6	1956.2065	ATF6	1580.0274
ATF7IP2	29.0023	ATF7IP2	151.8468
ATF7IP	2108.4687	ATF7IP	1181.2585
ATF7	1474.8782	ATF7	2387.1546
ATG10	36.5429	ATG10	123.119
ATG12	516.8213	ATG12	693.2285
ATG16L1	2004.6404	ATG16L1	718.8782
ATG16L2	172.0186	ATG16L2	174.8598
ATG2A	872.3898	ATG2A	466.1423
ATG2B	713.7471	ATG2B	1344.3912
ATG3	743.3295	ATG3	411.7647
ATG4A	473.6079	ATG4A	379.959
ATG4B	1399.0719	ATG4B	590.9713
ATG4C	100.058	ATG4C	280.0958
ATG4D	294.0951	ATG4D	172.4658
ATG5	498.2599	ATG5	986.3201
ATG7	566.2413	ATG7	726.1491
ATG9A	1663.0046	ATG9A	1462.6505
ATG9B	16.2964	ATG9B	13.4713
ATHL1	136.891	ATHL1	500.684
ATIC	2732.8886	ATIC	1764.3639
ATL1	87.877	ATL1	375.513
ATL2	835.5568	ATL2	1486.6621
ATL3	923.4339	ATL3	515.3899
ATMIN	1846.2877	ATMIN	2282.4897
ATM	577.4362	ATM	1249.658
ATN1	4363.9791	ATN1	5014.3639
ATOH8	8.4107	ATOH8	637.8249
ATOX1	809.4548	ATOX1	692.8865
ATP10A	1011.891	ATP10A	240.4241
ATP10D	358.4687	ATP10D	607.0451
ATP11A	441.9954	ATP11A	667.5787
ATP11B	313.2251	ATP11B	1559.5075
ATP11C	410.9629	ATP11C	801.2996
ATP13A1	1715.1972	ATP13A1	798.2216
ATP13A2	1019.1415	ATP13A2	525.3078
ATP13A3	5122.9698	ATP13A3	2452.8044
ATP13A4	50.7541	ATP13A4	35.2257
removed	removed	ATP13A5	115.5951
ATP1A1	15953.5847	ATP1A1	12337.8762
removed	removed	ATP1A2	4442.2025
ATP1A3	51.0441	removed	removed
ATP1A4	34.2227	ATP1A4	32.4897
ATP1B1	5611.0818	ATP1B1	4873.9535
ATP1B2	13.051	ATP1B2	140.2189
ATP1B3	1936.7749	ATP1B3	2453.4884
ATP2A1	12.761	ATP2A1	7.1819
ATP2A2	16524.942	ATP2A2	5273.9398
ATP2A3	162.993	ATP2A3	409.7127
ATP2B1	948.0858	ATP2B1	1335.8413
removed	removed	ATP2B2	12.6539
ATP2B4	1580.6265	ATP2B4	9247.264
ATP2C1	3460.4756	ATP2C1	2861.1799
ATP2C2	493.0394	ATP2C2	100.5472
ATP5A1	19669.9536	ATP5A1	11490.0821
ATP5B	23152.8422	ATP5B	12591.6553
ATP5C1	3806.8445	ATP5C1	2889.1929
ATP5D	1027.2622	ATP5D	405.9508
ATP5EP2	42.3434	ATP5EP2	44.8016
ATP5E	4889.7912	ATP5E	4534.8837
ATP5F1	4196.9258	ATP5F1	2827.6334
ATP5G1	326.8561	ATP5G1	509.5759
ATP5G2	5794.9536	ATP5G2	4608.4131
ATP5G3	3840.7773	ATP5G3	2965.1163
ATP5H	2186.7749	ATP5H	2269.8358
ATP5I	1910.8556	ATP5I	942.9788
ATP5J2	2037.3028	ATP5J2	859.4391
ATP5J	1547.0998	ATP5J	1868.8851
ATP5L	1647.9118	ATP5L	3230.8482
ATP5O	3430.6845	ATP5O	3752.394
ATP5SL	673.4339	ATP5SL	678.5226
ATP5S	60.6148	ATP5S	160.7387
ATP6AP1L	27.2622	ATP6AP1L	64.9795
ATP6AP1	5752.0302	ATP6AP1	2731.5321
ATP6AP2	4630.5104	ATP6AP2	4051.6416
ATP6V0A1	985.2088	ATP6V0A1	1627.223
ATP6V0A2	640.0812	ATP6V0A2	551.2996
removed	removed	ATP6V0A4	6.8399
ATP6V0B	4040.3132	ATP6V0B	1014.3639
ATP6V0C	2865.8962	ATP6V0C	1758.3174
ATP6V0D1	1960.2668	ATP6V0D1	1375.171
ATP6V0D2	45.2436	removed	removed
ATP6V0E1	2640.9513	ATP6V0E1	3560.1915
ATP6V0E2	1652.8306	ATP6V0E2	547.264
ATP6V1A	3569.3155	ATP6V1A	1786.5937
ATP6V1B1	355.8585	ATP6V1B1	56.0876
ATP6V1B2	1628.4803	ATP6V1B2	2119.699
ATP6V1C1	1161.2529	ATP6V1C1	2085.8413
ATP6V1C2	87.4652	ATP6V1C2	98.5431
ATP6V1D	1014.2111	ATP6V1D	1046.1696
ATP6V1E1	2122.9698	ATP6V1E1	2768.1259
ATP6V1E2	8.4107	ATP6V1E2	60.8755
ATP6V1F	1969.5389	ATP6V1F	1115.2531
ATP6V1G1	2369.1995	ATP6V1G1	1763.3379
ATP6V1G2	302.2042	ATP6V1G2	27.0178
ATP6V1H	2893.8515	ATP6V1H	1412.7907
ATP7A	357.3086	ATP7A	696.9904
ATP7B	233.7587	ATP7B	277.0178
ATP8A1	58.0046	ATP8A1	468.8782
removed	removed	ATP8A2	27.7018
ATP8B1	3228.7268	ATP8B1	1064.0732
ATP8B2	1707.0766	ATP8B2	700.4104
ATP8B3	20.3016	ATP8B3	14.0219
ATP8B4	45.5336	ATP8B4	279.4118
ATP8B5P	30.1624	ATP8B5P	38.9877
ATP9A	1293.5035	ATP9A	5286.5937
ATP9B	281.0325	ATP9B	524.2818
ATPAF1	666.2877	ATPAF1	2042.8523
ATPAF2	125.58	ATPAF2	196.3064
ATPBD4	117.4594	ATPBD4	151.1628
ATPIF1	2968.6775	ATPIF1	494.87
ATRIP	476.5226	ATRIP	284.829
ATRNL1	10.7309	ATRNL1	107.3871
ATRN	1041.1833	ATRN	2184.6785
ATRX	2087.587	ATRX	2701.4364
ATR	908.3527	ATR	871.409
ATXN10	2138.051	ATXN10	2089.6033
ATXN1L	832.6566	ATXN1L	1961.3543
ATXN1	977.6682	ATXN1	1076.9494
ATXN2L	2379.6404	ATXN2L	1604.9932
ATXN2	1641.2413	ATXN2	1029.4118
ATXN3	263.6311	ATXN3	630.985
ATXN7L1	240.1392	ATXN7L1	269.1518
ATXN7L2	99.478	ATXN7L2	44.8016
ATXN7L3B	3803.3643	ATXN7L3B	3266.7579
ATXN7L3	787.413	ATXN7L3	806.0876
ATXN7	1176.3341	ATXN7	903.2148
AUH	168.5035	AUH	338.9193
AUP1	2736.7633	AUP1	1375.3317
AURKAIP1	1520.3016	AURKAIP1	382.0109
AURKAPS1	17.9814	AURKAPS1	12.6539
AURKA	606.1485	AURKA	41.0397
AURKB	248.2599	removed	removed
AURKC	140.9513	AURKC	22.2298
AUTS2	2598.8979	AUTS2	1551.9836
AVEN	147.3318	AVEN	207.2503
AVIL	54.2343	AVIL	37.6197
AVL9	901.6821	AVL9	300.2736
AVPI1	262.181	AVPI1	545.8276
AVPR1A	20.3016	AVPR1A	71.1354
removed	removed	AVPR2	113.2011
AXIN1	733.1787	AXIN1	290.0137
AXIN2	143.2715	AXIN2	398.0848
AXL	1332.6566	AXL	1752.736
AZGP1	17228.8283	AZGP1	11547.1956
AZI1	157.4826	AZI1	63.2695
AZI2	1397.0418	AZI2	1698.3584
AZIN1	4765.3712	AZIN1	4238.0301
B2M	39875.29	B2M	40059.8461
B3GALNT1	674.884	B3GALNT1	429.8906
B3GALNT2	996.2645	B3GALNT2	762.948
removed	removed	B3GALT1	11.9699
removed	removed	B3GALT2	17.4419
B3GALT4	52.7842	B3GALT4	129.959
B3GALT5	129.0603	B3GALT5	5.814
B3GALT6	560.6148	B3GALT6	348.4952
B3GALTL	169.6636	B3GALTL	251.026
removed	removed	B3GAT1	11.9699
B3GAT3	642.4014	B3GAT3	230.8482
B3GNT1	477.3782	B3GNT1	655.6088
B3GNT2	1709.9768	B3GNT2	1205.5404
removed	removed	B3GNT3	39.6717
B3GNT4	28.4223	removed	removed
B3GNT5	131.9606	B3GNT5	588.2353
B3GNT7	55.1044	B3GNT7	94.7332
B3GNT8	31.9026	B3GNT8	54.7196
B3GNT9	276.6299	B3GNT9	196.9015
B3GNTL1	67.4768	B3GNTL1	39.1963
B4GALNT1	51.1804	B4GALNT1	28.3482
B4GALNT2	8.4107	removed	removed
B4GALNT3	190.5452	B4GALNT3	58.1395
B4GALNT4	370.9397	B4GALNT4	76.6074
B4GALT1	5350.9281	B4GALT1	3125.171
B4GALT2	1242.4594	B4GALT2	732.9001
B4GALT3	1214.0313	B4GALT3	704.1724
B4GALT4	516.2413	B4GALT4	441.1765
B4GALT5	1266.5313	B4GALT5	1706.9083
B4GALT6	21.7517	B4GALT6	191.8605
B4GALT7	358.7587	B4GALT7	280.4378
B9D1	87.0592	B9D1	88.2627
B9D2	88.4571	B9D2	46.8536
BAALC	14.5012	BAALC	235.2941
BACE1	714.3271	BACE1	1298.5636
BACE2	797.2738	BACE2	1222.6402
BACH1	724.768	BACH1	1046.5116
BACH2	51.9142	BACH2	212.7223
BAD	875.6439	BAD	486.1389
BAG1	1073.0481	BAG1	1233.8885
BAG2	122.9698	BAG2	117.9891
BAG3	2170.5336	BAG3	1648.7688
BAG4	1014.5012	BAG4	302.6676
BAG5	1863.9791	BAG5	2381.3269
BAGE2	12.8451	removed	removed
BAHCC1	69.6056	BAHCC1	363.2011
BAHD1	540.6032	BAHD1	602.2572
removed	removed	BAI1	14.3639
BAI2	524.0719	BAI2	61.2175
removed	removed	BAI3	22.5718
BAIAP2L1	1480.2784	BAIAP2L1	363.8851
removed	removed	BAIAP2L2	5.472
BAIAP2	2051.9142	BAIAP2	490.4241
BAIAP3	334.7825	BAIAP3	89.1211
BAK1	443.7355	BAK1	151.5048
BAMBI	326.8561	BAMBI	732.5581
BANF1	2809.4548	BANF1	1328.6594
BANK1	7.8306	BANK1	166.5527
BANP	202.7262	BANP	125.171
BAP1	2056.8445	BAP1	1144.6648
BARD1	230.2784	BARD1	55.7456
removed	removed	BARX1	7.8659
BARX2	15.9513	BARX2	354.6512
BASP1	353.5383	BASP1	182.2845
BAT1	4814.0951	BAT1	5060.8755
BAT2L1	2509.9217	BAT2L1	4224.6375
BAT2L2	6952.1462	BAT2L2	4245.554
BAT2	7091.0673	BAT2	3820.7934
BAT3	5022.0418	BAT3	3068.0575
BAT4	234.0487	BAT4	260.6019
BAT5	1091.0673	BAT5	505.13
BATF2	156.9026	BATF2	68.7415
BATF3	14.5012	BATF3	16.7579
BATF	99.478	BATF	69.4254
BAX	337.297	BAX	155.2668
BAZ1A	2026.1021	BAZ1A	839.9453
BAZ1B	3577.4362	BAZ1B	2205.5404
BAZ2A	5986.4298	BAZ2A	2734.4733
BAZ2B	866.337	BAZ2B	1195.1368
BBC3	84.1067	BBC3	28.7278
removed	removed	BBOX1	622.435
BBS10	332.3666	BBS10	811.9015
BBS12	55.6845	BBS12	222.6402
BBS1	738.6891	BBS1	966.1423
BBS2	446.0557	BBS2	1207.2503
BBS4	336.4269	BBS4	443.2285
BBS5	319.0806	BBS5	213.6936
BBS7	197.5058	BBS7	319.0834
BBS9	304.5244	BBS9	336.8673
BBX	2419.0835	BBX	2059.5075
BCAM	3173.7239	BCAM	2402.5308
BCAN	24.3619	BCAN	16.0739
BCAP29	718.6775	BCAP29	2272.5718
BCAP31	4705.9165	BCAP31	7332.4213
BCAR1	680.6845	BCAR1	421.3406
BCAR3	1151.1021	BCAR3	1057.7975
BCAS1	298.7239	BCAS1	238.0301
BCAS2	1252.819	BCAS2	872.7531
BCAS3	208.5267	BCAS3	701.7784
BCAS4	864.8492	BCAS4	467.1683
BCAT1	775.8121	BCAT1	342.6813
BCAT2	687.355	BCAT2	314.6375
BCCIP	1817.4159	BCCIP	905.5746
BCDIN3D	218.3614	BCDIN3D	214.0561
removed	removed	BCHE	86.8673
BCKDHA	791.4733	BCKDHA	727.7702
BCKDHB	246.8097	BCKDHB	830.3694
BCKDK	986.3689	BCKDK	969.5622
BCL10	964.3271	BCL10	648.7688
removed	removed	BCL11A	117.9891
BCL11B	17.6914	BCL11B	198.7004
BCL2A1	49.3039	BCL2A1	36.9357
BCL2L11	2123.2599	BCL2L11	855.6772
BCL2L12	322.9176	BCL2L12	95.7558
BCL2L13	895.5916	BCL2L13	1837.8933
BCL2L14	10.1508	removed	removed
BCL2L15	6.9606	BCL2L15	9.2339
BCL2L1	3022.0418	BCL2L1	2101.9152
BCL2L2	650.5162	BCL2L2	2202.6471
BCL2	898.7819	BCL2	3462.7223
BCL3	1128.7703	BCL3	494.528
BCL6B	213.1671	BCL6B	593.3653
BCL6	1207.0766	BCL6	3280.7798
BCL7A	794.3735	BCL7A	572.1614
BCL7B	1004.6404	BCL7B	1224.6922
BCL7C	292.3434	BCL7C	298.5636
