gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
SFRS1	5435.118	SFRS1	3657.9991
SFRS2B	1232.3323	SFRS2B	1361.8334
SFRS2IP	3272.0167	SFRS2IP	3553.9885
SFRS2	3207.9134	SFRS2	2462.2697
SFRS3	5536.8634	SFRS3	5361.8334
SFRS4	1580.1769	SFRS4	1872.1904
SFRS5	2967.8822	SFRS5	5393.1247
SFRS6	3672.3869	SFRS6	4041.4279
SFRS7	2132.9817	SFRS7	2089.026
SFRS8	882.2838	SFRS8	869.9868
SFRS9	1770.8119	SFRS9	1311.591
SFT2D1	434.163	SFT2D1	337.5937
SFT2D2	62.4431	SFT2D2	66.5271
SFT2D3	203.8582	SFT2D3	217.2763
SFTPD	23.8753	SFTPD	25.1212
SFXN1	1084.3055	SFXN1	465.844
SFXN2	1246.6575	SFXN2	418.2459
SFXN3	405.1453	SFXN3	596.7387
SFXN4	329.1117	SFXN4	281.6219
SFXN5	1368.9724	SFXN5	504.6276
SGCA	7.7136	SGCA	29.5284
SGCB	1301.387	SGCB	1601.5866
SGCD	486.6886	SGCD	591.45
SGCE	1012.3123	SGCE	1222.1243
SGCG	7.7136	SGCG	104.4513
SGEF	689.8122	SGEF	399.2948
SGIP1	70.1566	SGIP1	63.9048
SGK196	51.4237	SGK196	33.4949
SGK1	892.2012	SGK1	2659.3213
SGK223	1351.7087	SGK223	737.7699
SGK269	1777.0562	SGK269	2340.6787
SGK2	32.6908	SGK2	319.0833
SGK3	554.9976	SGK3	1030.6082
SGK494	44.4448	SGK494	56.8532
SGMS1	729.1146	SGMS1	717.9374
SGMS2	436.3228	SGMS2	472.0141
SGOL1	56.1988	SGOL1	13.2217
SGOL2	208.6333	SGOL2	154.6937
SGPL1	2865.0348	SGPL1	1561.4808
SGPP1	228.4682	SGPP1	405.465
SGPP2	58.4026	SGPP2	14.9846
SGSH	1019.2912	SGSH	881.0048
SGSM1	45.5467	SGSM1	160.8638
SGSM2	984.0293	SGSM2	1650.5068
SGSM3	800.3732	SGSM3	861.613
SGTA	1398.3574	SGTA	1308.9467
SGTB	164.7542	SGTB	266.1966
SH2B1	1017.4547	SH2B1	1174.5262
SH2B2	8.8155	SH2B2	15.866
SH2B3	755.1938	SH2B3	1279.4182
SH2D1A	29.7523	SH2D1A	30.4099
removed	removed	SH2D1B	9.2552
SH2D2A	25.3445	SH2D2A	26.4434
SH2D3A	236.9163	SH2D3A	171.4412
SH2D3C	258.9551	SH2D3C	591.8907
SH2D4A	312.2153	SH2D4A	210.2248
SH3BGRL2	413.5935	SH3BGRL2	1483.0322
SH3BGRL3	2051.8057	SH3BGRL3	1599.8237
SH3BGRL	8034.5788	SH3BGRL	3576.0247
SH3BGR	319.9289	SH3BGR	186.8665
SH3BP1	238.7456	SH3BP1	199.5857
SH3BP2	700.4643	SH3BP2	1241.9568
SH3BP4	2845.2	SH3BP4	2067.4306
SH3BP5L	943.6249	SH3BP5L	784.9273
SH3BP5	1368.7741	SH3BP5	3035.8572
SH3D19	2041.1537	SH3D19	4836.9326
SH3GL1	2133.349	SH3GL1	1390.4804
SH3GLB1	2905.8065	SH3GLB1	3944.0282
SH3GLB2	1214.7013	SH3GLB2	1254.297
SH3KBP1	674.0178	SH3KBP1	1243.279
SH3PXD2A	2711.4983	SH3PXD2A	2899.9559
SH3PXD2B	2881.5639	SH3PXD2B	3867.7832
SH3RF1	1374.4821	SH3RF1	806.9634
SH3RF2	196.8793	SH3RF2	353.4597
SH3RF3	161.9847	SH3RF3	333.6271
SH3TC1	286.8708	SH3TC1	239.3125
SH3TC2	19.8349	SH3TC2	127.8096
SH3YL1	1310.5698	SH3YL1	928.1622
SHANK1	10.6521	removed	removed
SHANK2	1038.0242	SHANK2	619.6562
SHANK3	484.4847	SHANK3	1592.7721
SHARPIN	1407.9075	SHARPIN	700.3085
SHB	637.6539	SHB	409.8722
SHC1	3590.4763	SHC1	3470.6919
SHC2	170.0655	SHC2	328.3385
SHC4	23.8753	SHC4	77.1265
SHCBP1	282.8304	SHCBP1	114.1472
SHE	275.1168	SHE	938.7395
SHFM1	899.1802	SHFM1	775.6721
SHF	87.7876	SHF	152.9308
SHISA2	825.3504	SHISA2	784.9273
SHISA3	7.3462	SHISA3	26.4434
SHISA4	308.5422	SHISA4	207.1397
SHISA5	4378.7282	SHISA5	2735.5663
SHISA6	19.1002	SHISA6	26.0026
SHISA9	175.9425	SHISA9	31.2913
SHKBP1	729.4819	SHKBP1	525.7823
SHMT1	727.8033	SHMT1	1024.1384
SHMT2	1722.3267	SHMT2	914.9405
SHOC2	1677.5146	SHOC2	1448.2151
SHOX2	123.7842	SHOX2	165.7118
SHPK	438.938	SHPK	474.9052
SHPRH	423.0224	SHPRH	675.5002
SHQ1	511.2985	SHQ1	385.6324
SHROOM1	113.8668	SHROOM1	412.0758
SHROOM2	654.9176	SHROOM2	275.011
SHROOM3	3054.5679	SHROOM3	2752.7545
SHROOM4	385.3105	SHROOM4	802.5562
SIAE	809.9233	SIAE	831.4808
SIAH1	598.5388	SIAH1	558.8541
SIAH2	2754.1065	SIAH2	1399.2948
SIDT1	965.2963	SIDT1	383.8695
SIDT2	1040.6064	SIDT2	2238.3693
SIGIRR	978.5196	SIGIRR	448.2151
SIGLEC10	102.4801	SIGLEC10	83.2966
removed	removed	SIGLEC11	7.4923
SIGLEC14	55.8314	SIGLEC14	36.58
SIGLEC16	7.7136	SIGLEC16	17.6289
SIGLEC1	467.9557	SIGLEC1	526.223
SIGLEC5	38.9351	SIGLEC5	26.8841
SIGLEC6	20.5695	SIGLEC6	20.714
SIGLEC7	39.6697	SIGLEC7	25.1212
SIGLEC8	50.3218	SIGLEC8	28.647
SIGLEC9	45.1794	SIGLEC9	51.5646
SIGLECP3	18.3656	SIGLECP3	115.4694
SIGMAR1	869.7952	SIGMAR1	773.9092
SIK1	1717.919	SIK1	5461.8775
SIK2	623.3287	SIK2	2623.6227
SIK3	1050.1455	SIK3	1668.5765
SIKE1	851.4296	SIKE1	837.3733
SIL1	1053.084	SIL1	709.123
SILV	105.7859	SILV	916.7034
SIM1	74.1971	SIM1	98.7219
SIM2	18.3656	SIM2	33.9357
SIN3A	2658.6054	SIN3A	2152.9308
SIN3B	978.8869	SIN3B	1409.4315
SIP1	156.8423	SIP1	118.1137
SIPA1L1	1382.563	SIPA1L1	1269.2816
SIPA1L2	1343.9952	SIPA1L2	961.2164
SIPA1L3	1646.6604	SIPA1L3	893.3451
SIPA1	622.5941	SIPA1	571.6175
SIRPA	1064.1033	SIRPA	2142.7942
SIRPB1	71.9932	SIRPB1	134.8612
SIRPB2	51.0564	SIRPB2	59.4976
SIRPG	11.754	SIRPG	12.3402
SIRT1	733.5224	SIRT1	1168.7968
SIRT2	906.8937	SIRT2	1153.3715
SIRT3	1132.5887	SIRT3	790.8021
SIRT4	33.7927	SIRT4	19.8325
SIRT5	354.8235	SIRT5	364.9185
SIRT6	203.1236	SIRT6	157.338
SIRT7	250.5069	SIRT7	200.5289
SIT1	22.7734	SIT1	13.2217
SIVA1	536.2757	SIVA1	719.2596
SIX1	741.6032	SIX1	151.6086
removed	removed	SIX2	16.7475
SIX4	435.9995	SIX4	156.8973
SIX5	643.8982	SIX5	564.1252
SKA1	99.9089	SKA1	27.3248
SKA2	874.9376	SKA2	495.3724
SKA3	109.7823	SKA3	27.3248
SKAP1	231.774	SKAP1	96.959
SKAP2	563.4568	SKAP2	1084.1781
SKIL	1016.72	SKIL	842.2212
SKIV2L2	2228.1633	SKIV2L2	1502.7854
SKIV2L	673.1767	SKIV2L	813.6844
SKI	2121.595	SKI	3115.9101
SKP1	9225.0448	SKP1	5327.8978
SKP2	278.4226	SKP2	174.0855
SLA2	34.5273	SLA2	34.3764
SLAIN1	23.1407	SLAIN1	69.1935
SLAIN2	1555.567	SLAIN2	1393.5654
SLAMF1	18.3656	SLAMF1	9.6959
SLAMF6	53.9949	SLAMF6	51.1238
SLAMF7	170.0655	SLAMF7	162.6267
SLAMF8	150.2233	SLAMF8	125.8616
SLA	311.848	SLA	269.2816
SLBP	958.6847	SLBP	714.4116
SLC10A3	541.4181	SLC10A3	598.9423
removed	removed	SLC10A5	6.1701
SLC10A6	10.6521	SLC10A6	65.227
SLC10A7	212.3064	SLC10A7	212.4284
SLC11A1	53.2603	SLC11A1	69.1935
SLC11A2	1922.5118	SLC11A2	1410.7536
SLC12A2	3013.7962	SLC12A2	1663.7285
SLC12A4	1097.3634	SLC12A4	1895.3989
SLC12A6	526.4281	SLC12A6	1008.907
SLC12A7	3418.2069	SLC12A7	1646.981
SLC12A8	232.8759	SLC12A8	103.6051
SLC12A9	667.7735	SLC12A9	637.2851
SLC13A2	12.4886	SLC13A2	47.5981
SLC13A3	57.3007	SLC13A3	66.9899
SLC13A4	5.5097	SLC13A4	8.3737
SLC14A1	21.3041	SLC14A1	59.9383
SLC14A2	232.1413	SLC14A2	121.1988
SLC15A2	62.0758	SLC15A2	63.4641
SLC15A3	681.7314	SLC15A3	439.4006
SLC15A4	646.4694	SLC15A4	577.7876
SLC16A10	9.1828	SLC16A10	7.0516
SLC16A11	6.6116	SLC16A11	31.2913
SLC16A12	20.9368	SLC16A12	129.5725
SLC16A13	71.6259	SLC16A13	55.0903
SLC16A14	280.9938	SLC16A14	340.238
SLC16A1	388.9836	SLC16A1	651.829
SLC16A2	443.7131	SLC16A2	907.0075
SLC16A3	316.2558	SLC16A3	230.9387
SLC16A4	589.9033	SLC16A4	339.3565
SLC16A5	388.6163	SLC16A5	197.0031
SLC16A6	221.1219	SLC16A6	128.6911
SLC16A7	55.0968	SLC16A7	263.5522
removed	removed	SLC16A8	5.7294
SLC16A9	139.9459	SLC16A9	119.4359
SLC17A5	660.0599	SLC17A5	801.234
SLC17A7	18.3656	SLC17A7	76.245
SLC17A9	30.4869	SLC17A9	47.5981
SLC18A2	44.4448	SLC18A2	39.2243
SLC19A1	298.9921	SLC19A1	171.8819
SLC19A2	1059.6956	SLC19A2	975.3195
SLC19A3	468.323	SLC19A3	2998.2371
SLC1A1	363.639	SLC1A1	288.6734
SLC1A2	150.2307	SLC1A2	156.4566
SLC1A3	193.9408	SLC1A3	499.7796
SLC1A4	1316.0795	SLC1A4	899.0745
SLC1A5	1337.3836	SLC1A5	2784.4866
SLC1A7	26.8138	SLC1A7	46.2759
SLC20A1	1839.8666	SLC20A1	1052.0053
SLC20A2	1598.9098	SLC20A2	1022.9176
SLC22A11	8.4482	SLC22A11	13.6624
removed	removed	SLC22A12	35.2578
SLC22A15	103.9493	SLC22A15	81.5337
SLC22A17	391.5548	SLC22A17	613.4861
SLC22A18AS	35.9966	SLC22A18AS	13.2217
SLC22A18	791.925	SLC22A18	206.2583
SLC22A23	872.2929	SLC22A23	1034.773
SLC22A3	42.6082	SLC22A3	217.2763
SLC22A4	64.4192	SLC22A4	59.0569
SLC22A5	647.9386	SLC22A5	460.1146
SLC23A1	28.283	removed	removed
SLC23A2	525.6237	SLC23A2	1413.398
removed	removed	SLC23A3	16.082
SLC24A1	566.7884	SLC24A1	524.61
SLC24A2	50.3218	SLC24A2	16.7475
SLC24A3	1387.338	SLC24A3	592.7721
SLC24A4	6.6116	SLC24A4	12.781
SLC24A5	9.9909	removed	removed
SLC24A6	669.9774	SLC24A6	656.677
SLC25A10	777.9671	SLC25A10	553.1071
SLC25A11	1014.1489	SLC25A11	790.6567
SLC25A12	510.9312	SLC25A12	594.9758
SLC25A13	332.4175	SLC25A13	367.1221
SLC25A14	146.1902	SLC25A14	132.6576
SLC25A15	354.5628	SLC25A15	214.4469
SLC25A16	222.2239	SLC25A16	444.6893
SLC25A17	427.184	SLC25A17	437.197
SLC25A18	17.2637	SLC25A18	49.361
SLC25A19	162.352	SLC25A19	127.8096
SLC25A1	789.3538	SLC25A1	1199.2067
SLC25A20	423.8782	SLC25A20	630.2336
SLC25A21	35.0526	SLC25A21	9.383
SLC25A22	870.1625	SLC25A22	237.1089
SLC25A23	1373.0128	SLC25A23	1148.9643
SLC25A24	1459.3312	SLC25A24	1007.933
SLC25A25	676.9563	SLC25A25	2330.1014
SLC25A26	253.5519	SLC25A26	324.8083
SLC25A27	43.7101	SLC25A27	232.7016
SLC25A28	451.0593	SLC25A28	602.0273
SLC25A29	519.3794	SLC25A29	556.6329
SLC25A30	512.4005	SLC25A30	604.6717
SLC25A32	402.7321	SLC25A32	584.3367
SLC25A33	117.9072	SLC25A33	238.431
SLC25A34	9.5501	SLC25A34	38.3429
SLC25A35	271.9763	SLC25A35	159.7003
SLC25A36	1144.1774	SLC25A36	1799.9119
SLC25A37	343.0696	SLC25A37	493.6095
SLC25A38	803.679	SLC25A38	539.4447
SLC25A39	2445.197	SLC25A39	1223.8872
SLC25A3	5584.2467	SLC25A3	5446.8929
SLC25A40	171.5348	SLC25A40	211.5469
SLC25A42	215.2449	SLC25A42	297.4879
SLC25A43	416.532	SLC25A43	380.7845
SLC25A44	1029.9433	SLC25A44	965.6236
SLC25A45	250.1396	SLC25A45	197.4438
SLC25A46	892.5685	SLC25A46	683.1203
SLC25A4	574.8435	SLC25A4	594.9758
SLC25A5	5532.823	SLC25A5	2891.5822
SLC25A6	6697.5699	SLC25A6	6781.8422
SLC26A10	6.4647	SLC26A10	26.2627
SLC26A11	342.7022	SLC26A11	356.9855
SLC26A1	61.3411	SLC26A1	45.8925
SLC26A2	756.663	SLC26A2	892.0229
SLC26A3	14.3252	SLC26A3	58.1754
SLC26A4	9.1828	SLC26A4	14.5439
removed	removed	SLC26A5	8.8145
SLC26A6	148.3941	SLC26A6	113.7065
SLC26A7	5.1424	SLC26A7	32.1728
SLC27A1	728.0127	SLC27A1	1166.5932
SLC27A2	343.8042	SLC27A2	75.3636
SLC27A3	426.8167	SLC27A3	652.7104
SLC27A4	646.4694	SLC27A4	508.5941
SLC27A5	58.7626	SLC27A5	67.3116
SLC27A6	56.5661	SLC27A6	317.3204
SLC28A3	9.9174	SLC28A3	45.8352
SLC29A1	2153.5512	SLC29A1	3024.6805
SLC29A2	781.2509	SLC29A2	207.8933
SLC29A3	367.6795	SLC29A3	246.8048
SLC29A4	128.1919	SLC29A4	941.8246
SLC2A10	848.1238	SLC2A10	959.0128
SLC2A11	114.6014	SLC2A11	148.5236
SLC2A12	72.7278	SLC2A12	148.5236
SLC2A13	168.5963	SLC2A13	197.8845
SLC2A14	24.2426	SLC2A14	59.9383
SLC2A1	1627.1929	SLC2A1	878.3605
SLC2A3	1068.1438	SLC2A3	3371.97
SLC2A4RG	1101.9365	SLC2A4RG	977.0824
SLC2A4	33.7927	SLC2A4	573.3803
SLC2A5	24.6099	SLC2A5	150.2865
SLC2A6	87.7876	SLC2A6	55.5311
SLC2A8	320.6635	SLC2A8	275.8925
SLC2A9	71.2586	SLC2A9	100.0441
SLC30A1	813.9637	SLC30A1	429.264
SLC30A2	6.9789	SLC30A2	19.3918
SLC30A4	127.8246	SLC30A4	178.4927
SLC30A5	1838.3973	SLC30A5	1263.1115
SLC30A6	393.024	SLC30A6	382.9881
SLC30A7	1015.6181	SLC30A7	783.1644
SLC30A8	11323.4992	SLC30A8	374.6144
SLC30A9	1824.8068	SLC30A9	1404.5835
SLC31A1	1237.1073	SLC31A1	1157.7788
SLC31A2	502.8503	SLC31A2	605.1124
SLC33A1	579.6186	SLC33A1	502.424
SLC34A2	112.3975	SLC34A2	651.829
SLC35A1	632.2434	SLC35A1	586.7651
SLC35A2	804.7809	SLC35A2	476.4213
SLC35A3	777.5998	SLC35A3	414.7201
SLC35A4	2759.6162	SLC35A4	1919.3477
SLC35A5	633.9808	SLC35A5	739.9736
SLC35B1	705.6067	SLC35B1	473.777
SLC35B2	1300.285	SLC35B2	946.2318
SLC35B3	559.0491	SLC35B3	475.5399
SLC35B4	379.4335	SLC35B4	512.5606
SLC35C1	632.5115	SLC35C1	617.4526
SLC35C2	739.3994	SLC35C2	763.3319
SLC35D1	910.5668	SLC35D1	750.5509
SLC35D2	332.7848	SLC35D2	326.1349
SLC35E1	2505.8035	SLC35E1	2067.8713
SLC35E2	2713.8124	SLC35E2	3393.6492
SLC35E2	66.3733	SLC35E2	109.2155
SLC35E3	208.6333	SLC35E3	199.2067
SLC35E4	35.6366	SLC35E4	59.5416
SLC35F1	8.8155	SLC35F1	23.799
SLC35F2	237.651	SLC35F2	140.1498
SLC35F3	65.0143	SLC35F3	140.5906
SLC35F5	856.2046	SLC35F5	769.0613
SLC36A1	443.3458	SLC36A1	408.55
removed	removed	SLC36A2	5.7294
SLC36A4	164.5558	SLC36A4	165.271
SLC37A1	509.8293	SLC37A1	319.9647
SLC37A2	471.2615	SLC37A2	208.4619
SLC37A3	750.0514	SLC37A3	945.3504
SLC37A4	275.8514	SLC37A4	364.4777
SLC38A10	1993.7704	SLC38A10	2367.5628
removed	removed	SLC38A11	8.8145
SLC38A1	7249.2727	SLC38A1	5788.4531
SLC38A2	3612.5151	SLC38A2	6210.6655
SLC38A3	67.9527	SLC38A3	99.1626
SLC38A4	18.3656	SLC38A4	12.3402
SLC38A5	196.1447	SLC38A5	51.1238
SLC38A6	153.1692	SLC38A6	166.5932
SLC38A7	311.848	SLC38A7	207.1397
SLC38A9	228.1008	SLC38A9	259.5857
SLC39A10	1094.2229	SLC39A10	873.5126
SLC39A11	1530.9571	SLC39A11	479.0657
SLC39A13	926.3613	SLC39A13	788.8938
SLC39A14	1589.727	SLC39A14	1223.0057
SLC39A1	2557.9619	SLC39A1	2340.238
removed	removed	SLC39A2	7.4923
SLC39A3	408.0838	SLC39A3	270.1631
SLC39A4	408.8184	SLC39A4	121.1988
SLC39A6	13623.9752	SLC39A6	8038.3429
SLC39A7	3094.2376	SLC39A7	2680.476
SLC39A8	481.1789	SLC39A8	438.0784
SLC39A9	3651.8175	SLC39A9	2309.8281
SLC3A2	2506.9055	SLC3A2	2156.8973
SLC40A1	16093.4148	SLC40A1	6354.7818
SLC41A1	634.3481	SLC41A1	1047.1573
SLC41A2	227.3662	SLC41A2	366.2406
SLC41A3	613.7786	SLC41A3	976.201
SLC43A1	272.9129	SLC43A1	342.4416
SLC43A2	665.2023	SLC43A2	620.097
SLC43A3	1139.035	SLC43A3	1937.9727
SLC44A1	5010.5051	SLC44A1	2621.8599
SLC44A2	4775.058	SLC44A2	4348.171
SLC44A3	325.8059	SLC44A3	244.1604
SLC44A4	2678.0729	SLC44A4	737.3292
SLC44A5	69.422	SLC44A5	99.6033
SLC45A1	75.6663	SLC45A1	56.4125
SLC45A3	88.5222	SLC45A3	123.4024
SLC45A4	329.1117	SLC45A4	418.2459
SLC46A1	748.8136	SLC46A1	950.6258
removed	removed	SLC46A2	5.7294
SLC46A3	661.8965	SLC46A3	537.6818
SLC47A1	38.9351	SLC47A1	133.9797
removed	removed	SLC47A2	11.8995
SLC48A1	682.466	SLC48A1	856.3244
SLC4A11	80.8087	SLC4A11	102.2477
SLC4A1AP	499.7245	SLC4A1AP	644.7774
SLC4A2	2524.1655	SLC4A2	1684.8832
SLC4A3	108.7244	SLC4A3	231.8202
SLC4A4	14.6925	SLC4A4	137.0648
SLC4A5	205.3642	SLC4A5	157.8052
SLC4A7	1681.1877	SLC4A7	1739.9736
SLC4A8	1047.207	SLC4A8	282.5033
SLC5A1	50.3218	SLC5A1	112.3843
SLC5A3	729.8162	SLC5A3	881.7585
removed	removed	SLC5A4	23.799
SLC5A6	1787.9691	SLC5A6	1386.3156
SLC5A9	5.877	SLC5A9	18.9511
removed	removed	SLC6A10P	19.8325
SLC6A11	6.2443	removed	removed
SLC6A12	13.9579	SLC6A12	28.2063
SLC6A14	16.8964	SLC6A14	155.1344
removed	removed	SLC6A15	7.0516
SLC6A16	11.3867	SLC6A16	38.7836
removed	removed	SLC6A17	14.1031
SLC6A1	27.1811	SLC6A1	17.6289
SLC6A20	9.1828	SLC6A20	8.3737
removed	removed	SLC6A2	32.1728
SLC6A3	6.6116	removed	removed
SLC6A4	91.4607	SLC6A4	18.0696
SLC6A6	1114.0578	SLC6A6	1594.9758
SLC6A8	641.327	SLC6A8	916.2627
SLC6A9	377.0239	SLC6A9	208.4619
SLC7A10	21.3041	SLC7A10	245.4958
SLC7A11	34.8947	SLC7A11	20.714
removed	removed	SLC7A14	8.3737
SLC7A1	1090.1825	SLC7A1	1012.3402
SLC7A2	12949.2228	SLC7A2	5382.9881
SLC7A3	75.6663	SLC7A3	275.011
removed	removed	SLC7A4	44.0723
SLC7A5	234.7125	SLC7A5	402.8206
SLC7A6OS	128.7392	SLC7A6OS	173.1776
SLC7A6	716.8133	SLC7A6	1280.7669
SLC7A7	258.9551	SLC7A7	250.7713
SLC7A8	3425.9205	SLC7A8	1977.0824
SLC7A9	13.2232	SLC7A9	9.6959
SLC8A1	268.5052	SLC8A1	196.1216
SLC8A3	7.3462	SLC8A3	15.866
SLC9A1	1749.1405	SLC9A1	1357.8669
SLC9A2	53.2603	SLC9A2	45.8352
SLC9A3R1	7497.2084	SLC9A3R1	2140.1498
SLC9A3R2	1382.1956	SLC9A3R2	1185.985
SLC9A5	15.7944	SLC9A5	36.1393
SLC9A6	188.0638	SLC9A6	442.045
SLC9A7	119.3765	SLC9A7	93.4332
SLC9A8	494.7695	SLC9A8	600.7052
SLC9A9	114.6014	SLC9A9	252.0934
SLCO1A2	5.877	SLCO1A2	33.9357
removed	removed	SLCO1C1	19.8325
SLCO2A1	571.1704	SLCO2A1	800.7933
SLCO2B1	932.6056	SLCO2B1	1330.5421
SLCO3A1	336.8252	SLCO3A1	625.3856
SLCO4A1	34.149	SLCO4A1	124.7069
SLCO4C1	32.6908	SLCO4C1	10.1366
SLCO5A1	9.1828	removed	removed
SLFN11	1148.9524	SLFN11	1148.9643
SLFN12L	16.8964	SLFN12L	26.8841
SLFN12	390.4528	SLFN12	150.2865
SLFN13	890.732	SLFN13	449.5372
SLFN5	801.1078	SLFN5	987.219
SLFNL1	5.5097	removed	removed
SLIT1	5.1424	SLIT1	11.4588
SLIT2	716.9933	SLIT2	1046.2759
SLIT3	1544.9149	SLIT3	4320.4055
removed	removed	SLITRK2	6.1701
SLITRK4	52.5256	SLITRK4	45.8352
SLITRK5	23.8753	SLITRK5	57.7347
SLITRK6	215.6122	SLITRK6	138.387
SLK	2369.1634	SLK	2629.3521
SLMAP	1534.9975	SLMAP	1491.4059
SLMO1	58.7699	SLMO1	45.8352
SLMO2	1440.5983	SLMO2	1057.294
SLPI	204.2256	SLPI	327.457
SLTM	2107.6372	SLTM	2345.5267
SLU7	1303.5908	SLU7	1434.9934
SMAD1	1397.6228	SMAD1	898.193
SMAD2	1903.0443	SMAD2	2025.1212
SMAD3	1990.4646	SMAD3	1830.3217
SMAD4	1687.961	SMAD4	2026.7695
SMAD5	2342.3496	SMAD5	2152.4901
SMAD6	107.2551	SMAD6	94.7554
SMAD7	693.4854	SMAD7	770.8242
SMAD9	37.8332	SMAD9	103.5699
SMAGP	134.4362	SMAGP	181.5778
SMAP1	755.3774	SMAP1	645.8131
SMAP2	1262.0846	SMAP2	1088.1446
SMARCA1	932.2383	SMARCA1	1445.13
SMARCA2	3450.8977	SMARCA2	4718.3781
SMARCA4	3134.2746	SMARCA4	1843.5434
SMARCA5	2695.3366	SMARCA5	2493.1688
SMARCAD1	1005.3334	SMARCAD1	958.1313
SMARCAL1	876.0395	SMARCAL1	629.3521
SMARCB1	1129.8522	SMARCB1	1082.8559
SMARCC1	4104.7133	SMARCC1	2484.7951
SMARCC2	2627.7512	SMARCC2	3226.0908
SMARCD1	1566.5863	SMARCD1	1155.1344
SMARCD2	2037.8478	SMARCD2	2130.8947
SMARCD3	979.9888	SMARCD3	577.7876
SMARCE1	3067.4238	SMARCE1	2718.3781
SMC1A	3232.7143	SMC1A	2574.2618
SMC1B	9.1828	SMC1B	11.0181
SMC2	852.1642	SMC2	572.0582
SMC3	1816.3586	SMC3	1675.1873
SMC4	1606.9907	SMC4	884.5306
SMC5	1114.0578	SMC5	1143.2349
SMC6	927.0959	SMC6	730.2777
SMCHD1	1768.9753	SMCHD1	1846.6285
SMCR7L	781.6403	SMCR7L	1063.4641
SMCR7	414.3281	SMCR7	298.81
SMCR8	1546.5935	SMCR8	1376.4786
SMEK1	1856.3956	SMEK1	1900.3967
SMEK2	2316.6378	SMEK2	2408.1093
SMG1	5478.0935	SMG1	4196.1216
SMG5	1866.3131	SMG5	1903.041
SMG6	1590.829	SMG6	1580.8726
SMG7	2353.369	SMG7	1800.3526
SMN2	1155.3473	SMN2	780.6214
SMNDC1	621.4922	SMNDC1	607.7567
SMOC1	9.1828	SMOC1	158.2195
SMOC2	3173.9443	SMOC2	3791.9788
SMOX	121.9476	SMOX	184.6628
SMO	372.0872	SMO	621.8599
SMPD1	961.9905	SMPD1	703.3936
SMPD2	233.9778	SMPD2	136.1833
SMPD3	94.3992	SMPD3	110.6214
SMPD4	1874.7612	SMPD4	1379.4623
SMPDL3A	170.0655	SMPDL3A	258.2636
SMPDL3B	252.3435	SMPDL3B	85.9409
SMS	2244.2773	SMS	886.2935
SMTNL1	6.6116	SMTNL1	6.1701
SMTNL2	8.4482	SMTNL2	31.732
SMTN	691.6488	SMTN	1287.792
SMU1	1595.2367	SMU1	1638.6073
SMUG1	463.9153	SMUG1	344.2045
SMURF1	949.7223	SMURF1	891.1106
SMURF2	479.3424	SMURF2	584.8391
SMYD1	19.8349	SMYD1	163.0674
SMYD2	1589.3597	SMYD2	766.4169
SMYD3	649.7752	SMYD3	192.5959
SMYD4	297.8902	SMYD4	451.7409
SMYD5	718.4626	SMYD5	476.4213
SNAI1	89.2569	SNAI1	287.3513
SNAI2	541.4181	SNAI2	647.8625
SNAI3	23.508	SNAI3	19.3918
SNAP23	1313.141	SNAP23	1349.9339
SNAP25	12.8559	SNAP25	25.1212
SNAP29	1077.6939	SNAP29	998.6778
SNAP47	1206.1686	SNAP47	691.6703
SNAPC1	191.0023	SNAPC1	312.4725
SNAPC2	606.4324	SNAPC2	313.3539
SNAPC3	697.8931	SNAPC3	530.6302
SNAPC4	311.1134	SNAPC4	375.9365
SNAPC5	72.6139	SNAPC5	80.6346
SNAPIN	524.5218	SNAPIN	493.6095
SNCAIP	81.176	SNCAIP	211.5469
SNCA	41.5063	SNCA	120.3173
SNCG	180.3503	SNCG	1138.8277
SND1	4520.5107	SND1	3202.2918
SNED1	939.5845	SNED1	1210.2248
SNF8	694.9546	SNF8	654.4733
SNHG10	44.0775	SNHG10	55.0903
SNHG11	148.2802	SNHG11	133.323
SNHG12	191.0023	SNHG12	151.3706
SNHG1	919.5586	SNHG1	409.4755
SNHG3-RCC1	197.3605	SNHG3-RCC1	238.3825
SNHG3	73.0951	SNHG3	29.9691
SNHG4	8.327	removed	removed
SNHG5	2908.0103	SNHG5	2141.472
SNHG6	559.4164	SNHG6	587.4835
SNHG7	339.9107	SNHG7	369.9956
SNHG8	949.1346	SNHG8	603.7902
SNHG9	26.8138	SNHG9	18.5104
SNIP1	301.196	SNIP1	479.5064
SNN	974.4792	SNN	1789.3345
SNORA39	5.6235	removed	removed
removed	removed	SNORA7B	9.3477
SNORA8	327.3192	SNORA8	228.528
SNORD116-20	5.5097	SNORD116-20	15.4253
SNORD116-28	37.5577	SNORD116-28	52.6179
SNORD116-4	29.0838	SNORD116-4	80.5068
removed	removed	SNORD17	5.7294
SNORD1C	7.4271	SNORD1C	14.5527
SNPH	112.3975	SNPH	157.7788
SNRK	1195.6011	SNRK	1955.0463
SNRNP200	7765.7136	SNRNP200	6763.3319
SNRNP25	733.5224	SNRNP25	343.7638
SNRNP27	513.5024	SNRNP27	458.7924
SNRNP35	220.1632	SNRNP35	296.6329
SNRNP40	1059.6956	SNRNP40	648.3032
SNRNP48	315.5211	SNRNP48	434.1119
