gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
OCIAD2	743.9716	OCIAD2	478.6528
OCLN	534.6275	OCLN	287.9507
OCRL	1611.7207	OCRL	944.4972
removed	removed	ODAM	39.3738
ODC1	725.0294	ODC1	1201.6129
ODF2L	408.8904	ODF2L	553.6053
ODF2	1173.1106	ODF2	715.8444
ODF3B	200.5261	ODF3B	176.4706
removed	removed	ODF3L1	44.592
removed	removed	ODZ1	51.7078
removed	removed	ODZ2	134.2505
ODZ3	67.2775	ODZ3	324.4782
ODZ4	59.4393	ODZ4	329.6964
OFD1	837.3762	OFD1	994.7818
OGDH	2066.3337	OGDH	2577.7989
OGFOD1	1307.339	OGFOD1	715.37
OGFOD2	227.9727	OGFOD2	259.3643
OGFRL1	238.7371	OGFRL1	625.2372
OGFR	689.7577	OGFR	791.2666
OGG1	330.3619	OGG1	252.3719
OGN	64.3382	OGN	856.2619
OGT	1579.0617	OGT	3859.1082
OIP5	23.0278	removed	removed
OLA1	2444.5246	OLA1	1508.0645
OLFM1	427.8326	OLFM1	659.8672
OLFM2	16.6561	OLFM2	291.2713
removed	removed	OLFM4	804.0797
OLFML1	70.5434	OLFML1	215.37
OLFML2A	939.2723	OLFML2A	1000.4744
OLFML2B	298.1765	OLFML2B	286.5275
OLFML3	403.9916	OLFML3	699.241
OLR1	210.3238	OLR1	590.6072
OMA1	802.4181	OMA1	334.3833
OMD	66.2977	OMD	212.5237
OPA1	1766.8508	OPA1	1811.6698
OPA3	253.4337	OPA3	534.1556
removed	removed	OPCML	5.6926
OPHN1	289.032	OPHN1	396.5844
OPLAH	193.6678	OPLAH	257.1157
OPN3	509.7871	OPN3	393.8994
removed	removed	OPRK1	8.0645
OPRL1	216.529	OPRL1	62.1442
OPTN	956.9081	OPTN	2408.444
removed	removed	OR2A1	7.1157
OR2A4	50.6214	OR2A4	80.1708
OR2A7	212.9365	OR2A7	263.2827
OR2A9P	80.3411	OR2A9P	197.3435
removed	removed	OR2L13	6.6414
removed	removed	OR2W3	8.5389
OR51E1	32.0058	OR51E1	59.2979
OR51E2	6.8584	removed	removed
OR7E91P	16.3295	removed	removed
ORAI1	284.7863	ORAI1	315.4649
ORAI2	610.8764	ORAI2	674.426
ORAI3	689.7577	ORAI3	332.5427
ORAOV1	173.7458	ORAOV1	258.0645
ORC1L	25.8006	ORC1L	13.7571
ORC2L	607.7836	ORC2L	452.0873
ORC3L	365.454	ORC3L	530.3605
ORC4L	953.3156	ORC4L	508.5389
ORC5L	572.8385	ORC5L	351.9924
ORC6L	35.9249	ORC6L	13.7571
ORM1	88.1792	ORM1	13.2827
ORM2	12.737	ORM2	8.0645
ORMDL1	785.7751	ORMDL1	717.7419
ORMDL2	1097.4038	ORMDL2	401.0009
ORMDL3	2686.2011	ORMDL3	3444.9715
OS9	6690.5186	OS9	6495.7306
OSBP2	379.4973	OSBP2	135.6736
OSBPL10	1044.4342	OSBPL10	703.0361
OSBPL11	462.1246	OSBPL11	614.3264
OSBPL1A	2169.536	OSBPL1A	2202.0873
OSBPL2	877.8734	OSBPL2	1082.5427
OSBPL3	101.896	OSBPL3	420.778
OSBPL5	733.5207	OSBPL5	734.3454
OSBPL6	24.4942	OSBPL6	110.0569
OSBPL7	90.792	OSBPL7	222.9602
OSBPL8	1308.3187	OSBPL8	1813.093
OSBPL9	1223.4054	OSBPL9	2217.2676
OSBP	3049.6955	OSBP	1985.2941
OSCAR	64.3382	OSCAR	237.1917
OSCP1	589.168	OSCP1	204.4592
OSGEPL1	335.4077	OSGEPL1	136.148
OSGEP	335.0811	OSGEP	381.8786
OSGIN1	138.8007	OSGIN1	202.5617
OSGIN2	1324.9748	OSGIN2	874.7628
OSMR	643.3819	OSMR	1605.7875
OSM	34.6185	OSM	118.5958
removed	removed	OSR1	605.7875
OSR2	15.3497	OSR2	184.0607
OST4	2362.8641	OST4	1768.4583
OSTC	1323.995	OSTC	1078.2732
OSTF1	611.3761	OSTF1	824.0038
OSTM1	311.2401	OSTM1	921.7268
OSTalpha	17.3093	OSTalpha	45.5408
OTOA	23.5145	OTOA	55.0285
removed	removed	OTOF	5.2182
OTUB1	2008.5273	OTUB1	1259.4877
OTUB2	122.4712	OTUB2	60.7211
OTUD1	313.1996	OTUD1	433.5863
OTUD3	263.8846	OTUD3	378.5579
OTUD4	1054.885	OTUD4	1253.3207
OTUD5	1010.4688	OTUD5	1262.8083
OTUD6B	252.1273	OTUD6B	278.9374
OTUD7A	17.6358	OTUD7A	8.0645
OTUD7B	3312.9269	OTUD7B	980.5503
OVCA2	322.7524	OVCA2	257.1063
OVGP1	13.3902	OVGP1	61.6698
OVOL1	497.0697	OVOL1	242.8843
OVOL2	380.8037	OVOL2	134.7249
OXA1L	1864.5012	OXA1L	1774.6679
OXCT1	804.0641	OXCT1	1187.8558
removed	removed	OXCT2	6.6414
OXER1	5.2254	OXER1	43.1689
removed	removed	OXGR1	12.334
OXNAD1	295.8904	OXNAD1	170.778
OXR1	1057.4978	OXR1	1226.2808
OXSM	358.5956	OXSM	146.1101
OXSR1	1067.9486	OXSR1	1380.9298
OXTR	48.9885	OXTR	1189.2789
removed	removed	P2RX1	17.0778
removed	removed	P2RX2	9.4877
P2RX4	1294.9286	P2RX4	546.4896
P2RX5	11.2249	P2RX5	25.7353
removed	removed	P2RX6	72.5806
P2RX7	39.5174	P2RX7	100.5693
P2RY10	11.1041	P2RY10	22.296
P2RY11	38.6094	P2RY11	99.2789
P2RY12	43.4364	P2RY12	108.6338
P2RY13	139.7804	P2RY13	145.1613
P2RY14	8.8179	P2RY14	78.7476
P2RY1	5.552	P2RY1	9.962
P2RY2	155.4567	P2RY2	163.1879
P2RY6	17.3093	P2RY6	61.6698
P2RY8	38.5376	P2RY8	140.8918
P4HA1	1385.7205	P4HA1	874.2884
P4HA2	771.4051	P4HA2	544.1176
P4HA3	32.3324	removed	removed
P4HB	26118.0394	P4HB	10944.4972
P4HTM	1581.3478	P4HTM	563.5674
P704P	6.2052	P704P	10.9108
PA2G4P4	46.7023	PA2G4P4	35.1044
PA2G4	3371.0599	PA2G4	2478.1784
PAAF1	615.2952	PAAF1	345.351
PABPC1L	51.6012	PABPC1L	273.7192
PABPC1	18437.9537	PABPC1	21161.2903
PABPC3	173.7458	PABPC3	223.9089
PABPC4L	13.3902	PABPC4L	67.8368
PABPC4	1651.5646	PABPC4	2825.9013
removed	removed	PABPC5	20.8729
PABPN1	1682.8225	PABPN1	2237.3102
PACRGL	236.1244	PACRGL	216.7932
removed	removed	PACRG	18.9753
PACS1	1356.0008	PACS1	1870.9677
PACS2	542.7922	PACS2	1313.5674
PACSIN1	17.3093	removed	removed
PACSIN2	960.5006	PACSIN2	1245.2562
PACSIN3	1069.255	PACSIN3	462.9981
PADI2	219.4683	PADI2	1471.0626
PAF1	1717.2092	PAF1	1334.9146
PAFAH1B1	2165.2904	PAFAH1B1	3768.0266
PAFAH1B2	617.2547	PAFAH1B2	526.5655
PAFAH1B3	828.2938	PAFAH1B3	302.6423
PAFAH2	1016.3475	PAFAH2	468.6907
PAG1	102.5492	PAG1	201.1385
removed	removed	PAH	5.6926
PAICS	4433.7831	PAICS	1572.5806
PAIP1	1350.7754	PAIP1	1055.0285
PAIP2B	278.5811	PAIP2B	253.7951
PAIP2	1936.3509	PAIP2	1762.334
PAK1IP1	343.5725	PAK1IP1	358.1594
PAK1	1399.7639	PAK1	997.6281
PAK2	2918.733	PAK2	2562.6186
removed	removed	PAK3	43.1689
PAK4	2302.4581	PAK4	966.3188
PAK6	364.4742	PAK6	240.5123
removed	removed	PAK7	59.2979
PALB2	469.9627	PALB2	209.203
PALLD	3077.7823	PALLD	5503.7951
PALM2-AKAP2	286.1874	PALM2-AKAP2	4824.9715
PALM2	21.2251	PALM2	51.3615
removed	removed	PALM3	63.093
PALMD	143.3729	PALMD	4042.6945
PALM	346.8384	PALM	1866.6983
PAMR1	31.3526	PAMR1	972.0114
PAM	784.1421	PAM	4392.315
PAN2	489.8847	PAN2	798.3871
PAN3	1927.2064	PAN3	1456.8311
PANK1	85.2399	PANK1	48.8615
PANK2	471.9223	PANK2	434.0607
PANK3	1244.3071	PANK3	679.7913
PANK4	372.9655	PANK4	344.4023
PANX1	509.1535	PANX1	419.3548
PANX2	6.5318	PANX2	34.1556
PAOX	168.1937	PAOX	105.7875
PAPD4	1132.6134	PAPD4	1143.2638
PAPD5	518.298	PAPD5	326.3757
PAPD7	406.9309	PAPD7	634.2505
PAPLN	101.896	PAPLN	439.7533
PAPOLA	4175.4506	PAPOLA	3345.351
PAPOLG	467.35	PAPOLG	373.3397
removed	removed	PAPPA2	9.0133
PAPPA	21.2283	PAPPA	88.2353
PAPSS1	2028.4492	PAPSS1	2203.0361
PAPSS2	44.4162	PAPSS2	936.4326
PAQR3	244.3316	PAQR3	385.8017
PAQR4	1024.8192	PAQR4	183.4156
PAQR5	241.0233	PAQR5	73.5294
PAQR6	13.3902	PAQR6	40.797
PAQR7	288.0522	PAQR7	366.6983
PAQR8	97.6503	PAQR8	283.2068
PAR-SN	91.7652	PAR-SN	148.1262
PAR5	12.737	PAR5	36.0531
PARD3B	141.0868	PARD3B	133.7761
PARD3	699.2288	PARD3	1010.4364
PARD6A	217.5088	PARD6A	54.5541
PARD6B	1978.8076	PARD6B	276.0911
PARD6G	136.5145	PARD6G	253.3207
PARG	595.6998	PARG	471.0626
PARK2	25.474	PARK2	152.277
PARK7	4929.2198	PARK7	3037.0019
PARL	848.4803	PARL	819.26
PARM1	103.529	PARM1	1403.2258
PARN	1249.8592	PARN	917.9317
PARP10	842.9283	PARP10	936.907
PARP11	207.7111	PARP11	263.2827
PARP12	538.5466	PARP12	557.4004
PARP14	1291.3361	PARP14	1298.3871
removed	removed	PARP15	18.5009
PARP16	350.1043	PARP16	263.7571
PARP1	6620.955	PARP1	2135.1992
PARP2	366.4338	PARP2	364.8008
PARP3	476.4945	PARP3	626.6603
PARP4	2399.7818	PARP4	2080.1708
PARP6	560.4281	PARP6	934.5351
PARP8	322.6707	PARP8	366.6983
PARP9	1554.0416	PARP9	1188.2638
PARS2	210.6504	PARS2	71.1575
PART1	929.8012	PART1	34.63
PARVA	2175.0881	PARVA	2555.0285
PARVB	457.5523	PARVB	470.1139
PARVG	103.8556	PARVG	318.3112
PASK	166.2342	PASK	199.241
PATL1	849.1335	PATL1	1046.4896
PATZ1	2998.7475	PATZ1	1125.2372
PAWR	890.6104	PAWR	406.0721
PAX2	14.0434	PAX2	5.6926
removed	removed	PAX3	17.0778
removed	removed	PAX5	6.167
PAX6	15.3497	PAX6	47.4383
PAX8	164.2747	PAX8	51.2334
PAX9	10.1243	PAX9	38.425
PAXIP1	486.3183	PAXIP1	457.2486
PBK	57.8064	PBK	16.6034
PBLD	551.9368	PBLD	252.8463
PBRM1	1500.3535	PBRM1	1697.8178
PBX1	20303.7612	PBX1	3374.2884
PBX2	1055.8648	PBX2	1325.4269
PBX3	692.3704	PBX3	567.8368
removed	removed	PBX4	13.7571
PBXIP1	4252.5258	PBXIP1	3435.9583
PCBD1	1109.7521	PCBD1	893.7381
PCBD2	375.1276	PCBD2	288.425
PCBP1	7550.103	PCBP1	6594.4023
PCBP2	10463.5877	PCBP2	9220.5266
removed	removed	PCBP3	40.3226
PCBP4	366.4338	PCBP4	626.186
PCCA	214.9222	PCCA	633.4203
PCCB	1773.2193	PCCB	1077.0446
removed	removed	PCDH11X	11.3852
PCDH12	239.3903	PCDH12	560.7211
PCDH17	171.4596	PCDH17	91.0816
PCDH18	103.8556	PCDH18	635.6736
PCDH19	6.8584	PCDH19	333.4915
PCDH1	2258.3685	PCDH1	1458.2543
removed	removed	PCDH20	6.167
PCDH7	139.7804	PCDH7	496.6793
removed	removed	PCDH8	8.0645
removed	removed	PCDH9	165.0854
PCDHA10	345.9925	PCDHA10	85.9915
PCDHA11	179.0137	PCDHA11	31.8454
PCDHA12	428.8745	PCDHA12	59.63
PCDHA13	195.0362	PCDHA13	16.5607
PCDHA1	40.4547	PCDHA1	15.3178
PCDHA2	9.4711	PCDHA2	20.3226
PCDHA3	121.6253	PCDHA3	57.9412
PCDHA4	13.4849	PCDHA4	32.9364
PCDHA5	10.0034	removed	removed
PCDHA6	903.6152	PCDHA6	43.4108
PCDHA7	35.5787	PCDHA7	11.4279
PCDHA8	8.5599	removed	removed
PCDHA9	20.4021	PCDHA9	8.2021
PCDHAC1	18.289	PCDHAC1	22.7277
PCDHAC2	54.0343	PCDHAC2	40.8776
PCDHB10	40.4971	PCDHB10	79.222
PCDHB11	11.1041	PCDHB11	49.3359
PCDHB12	6.5318	PCDHB12	52.1822
PCDHB13	40.8237	PCDHB13	54.5541
PCDHB14	103.529	PCDHB14	192.1252
PCDHB15	17.3093	PCDHB15	66.4137
PCDHB16	62.3787	PCDHB16	175.5218
removed	removed	PCDHB18	23.2448
removed	removed	PCDHB19P	7.1157
PCDHB2	290.0117	PCDHB2	130.9298
PCDHB3	8.8179	PCDHB3	73.5294
PCDHB4	14.6965	PCDHB4	134.2505
PCDHB5	13.0636	PCDHB5	83.4915
PCDHB6	6.5318	PCDHB6	62.6186
PCDHB7	18.6156	PCDHB7	106.7362
PCDHB8	47.0289	PCDHB8	75.4269
PCDHB9	17.3093	PCDHB9	60.7211
PCDHGA10	130.5869	PCDHGA10	67.3624
PCDHGA11	10.9963	PCDHGA11	60.8586
PCDHGA12	79.4854	PCDHGA12	66.7694
PCDHGA1	8.7101	PCDHGA1	9.4877
PCDHGA2	9.5299	PCDHGA2	153.6812
removed	removed	PCDHGA3	50.9203
PCDHGA4	13.0636	PCDHGA4	36.5275
removed	removed	PCDHGA5	27.9886
PCDHGA6	11.1041	PCDHGA6	86.2002
PCDHGA7	41.454	PCDHGA7	60.5882
removed	removed	PCDHGA8	6.9687
PCDHGA9	36.5781	PCDHGA9	113.3159
PCDHGB1	23.1879	PCDHGB1	29.4118
PCDHGB2	9.7977	PCDHGB2	36.0531
PCDHGB3	24.7947	PCDHGB3	14.7059
PCDHGB4	27.4335	PCDHGB4	35.1044
PCDHGB5	349.647	PCDHGB5	259.649
PCDHGB6	46.7709	PCDHGB6	102.9412
PCDHGB7	262.7121	PCDHGB7	475.9677
removed	removed	PCDHGB8P	5.2182
PCDHGC3	1190.2696	PCDHGC3	2317.7562
removed	removed	PCDHGC4	17.1537
removed	removed	PCDHGC5	9.0133
PCDP1	85.5665	PCDP1	7.1157
PCF11	2093.4406	PCF11	1738.1404
PCGF1	257.0262	PCGF1	182.1632
PCGF2	1433.2753	PCGF2	763.3112
PCGF3	962.4601	PCGF3	1331.5939
PCGF5	919.3503	PCGF5	1330.6452
PCGF6	209.0175	PCGF6	196.8691
PCID2	403.665	PCID2	576.3757
PCIF1	666.2432	PCIF1	960.6262
removed	removed	PCK1	1851.9924
PCK2	10402.5383	PCK2	883.7761
PCLO	484.9859	PCLO	387.5712
PCM1	4018.0343	PCM1	3548.8615
PCMT1	908.8994	PCMT1	1246.2049
PCMTD1	2109.4435	PCMTD1	1946.3947
PCMTD2	1382.4546	PCMTD2	1254.7438
PCNA	1638.1744	PCNA	832.5427
PCNP	2373.9812	PCNP	2299.3359
PCNT	581.6564	PCNT	772.296
PCNXL2	303.0753	PCNXL2	330.6452
PCNXL3	641.749	PCNXL3	1117.1727
PCNX	933.3936	PCNX	2079.222
removed	removed	PCOLCE2	1031.7837
PCOLCE	319.2481	PCOLCE	907.8368
PCOTH	48.5508	PCOTH	7.9269
PCP2	32.9856	PCP2	12.334
removed	removed	PCP4L1	9.962
removed	removed	PCP4	26.5655
removed	removed	PCSK1N	10.4364
PCSK4	71.5232	PCSK4	26.5655
PCSK5	21.8815	PCSK5	228.1784
PCSK6	4147.3638	PCSK6	509.4877
PCSK7	546.6819	PCSK7	682.6803
PCTP	434.0378	PCTP	432.6376
PCYOX1L	336.3875	PCYOX1L	217.7419
PCYOX1	6988.3685	PCYOX1	3929.7913
PCYT1A	350.7574	PCYT1A	356.7362
removed	removed	PCYT1B	27.0398
PCYT2	612.0293	PCYT2	527.5142
PC	1821.0647	PC	1672.6755
PDAP1	1703.4924	PDAP1	1565.4649
PDCD10	1242.3476	PDCD10	518.9753
PDCD11	813.8618	PDCD11	1027.0398
PDCD1LG2	13.0636	PDCD1LG2	66.888
removed	removed	PDCD1	22.296
PDCD2L	145.0059	PDCD2L	75.9013
PDCD2	376.2314	PDCD2	615.2751
PDCD4	2766.8655	PDCD4	4221.1243
PDCD5	479.7604	PDCD5	521.8216
PDCD6IP	4878.2718	PDCD6IP	3851.9924
PDCD6	1672.7929	PDCD6	1146.5844
PDCD7	485.9656	PDCD7	500.4744
PDCL3	722.09	PDCL3	355.7875
PDCL	308.6274	PDCL	473.4345
PDDC1	793.9398	PDDC1	960.1518
PDE10A	48.9885	PDE10A	100.0949
PDE11A	31.3526	PDE11A	268.0266
PDE12	1035.2897	PDE12	696.3947
PDE1A	27.4335	PDE1A	84.9146
PDE1B	76.422	PDE1B	300.759
removed	removed	PDE1C	142.7894
PDE2A	69.5636	PDE2A	1376.186
PDE3A	25.8006	PDE3A	42.2201
PDE3B	19.5954	PDE3B	1430.2657
PDE4A	807.6566	PDE4A	444.0228
PDE4B	63.685	PDE4B	2518.9753
PDE4C	5.2254	removed	removed
PDE4DIP	1736.1514	PDE4DIP	2384.2505
PDE4D	621.066	PDE4D	244.3074
PDE5A	116.5403	PDE5A	1342.8368
PDE6B	339.6534	PDE6B	117.1727
PDE6D	398.113	PDE6D	246.2049
PDE6G	5.552	PDE6G	49.8102
PDE7A	508.5003	PDE7A	595.8254
PDE7B	44.4162	PDE7B	121.9165
PDE8A	359.2488	PDE8A	683.5863
removed	removed	PDE8B	538.8994
PDE9A	12.0838	PDE9A	307.4004
PDF	230.4516	PDF	53.7192
PDGFA	198.8932	PDGFA	614.8008
PDGFB	705.434	PDGFB	843.4535
PDGFC	372.9655	PDGFC	800.2846
PDGFD	1766.8508	PDGFD	1527.9886
PDGFRA	212.4891	PDGFRA	2188.8899
PDGFRB	1168.8649	PDGFRB	2480.5503
PDGFRL	274.3354	PDGFRL	470.1139
PDHA1	834.1103	PDHA1	1623.1072
PDHB	1745.6225	PDHB	1074.9526
PDHX	850.5933	PDHX	646.4326
removed	removed	PDIA2	11.8975
PDIA3P	4964.4915	PDIA3P	1628.0835
PDIA3	19058.7323	PDIA3	6572.8795
PDIA4	4900.1533	PDIA4	2074.0038
PDIA5	510.4599	PDIA5	340.1328
PDIA6	4871.3057	PDIA6	4215.2467
PDIK1L	929.4746	PDIK1L	305.9772
PDK1	266.8239	PDK1	369.5446
PDK2	1362.5326	PDK2	929.7913
PDK3	429.4656	PDK3	174.5731
PDK4	173.0926	PDK4	4105.7875
PDLIM1	12202.048	PDLIM1	5139.9431
PDLIM2	265.1909	PDLIM2	321.6319
PDLIM3	517.9714	PDLIM3	2418.8805
PDLIM4	77.4018	PDLIM4	714.8956
PDLIM5	6828.3395	PDLIM5	3343.9279
PDLIM7	346.1852	PDLIM7	775.1423
PDP1	1117.2637	PDP1	1526.0911
PDP2	237.7574	PDP2	262.8083
PDPK1	924.2165	PDPK1	1446.6651
PDPN	103.2024	PDPN	401.3283
PDPR	635.4425	PDPR	1119.0797
PDRG1	678.0004	PDRG1	383.3017
PDS5A	3915.8117	PDS5A	2578.2732
PDS5B	679.96	PDS5B	883.7761
PDSS1	68.8027	PDSS1	53.6717
PDSS2	198.8932	PDSS2	381.8786
PDXDC1	4787.8064	PDXDC1	2509.962
PDXDC2	142.0666	PDXDC2	212.5237
PDXK	839.989	PDXK	3797.9127
PDXP	218.5441	PDXP	145.0806
PDZD11	1301.7869	PDZD11	447.8178
PDZD2	673.4282	PDZD2	2832.5427
removed	removed	PDZD3	9.0133
removed	removed	PDZD4	171.7268
PDZD7	9.7977	PDZD7	5.6926
PDZD8	485.639	PDZD8	549.8102
PDZK1IP1	491.5176	PDZK1IP1	529.8861
PDZK1P1	210.3238	PDZK1P1	26.5655
PDZK1	1595.7178	PDZK1	321.6319
PDZRN3	839.989	PDZRN3	996.6793
PDZRN4	17.3093	PDZRN4	13.7571
PEA15	7900.5338	PEA15	6661.7647
PEAR1	40.8237	PEAR1	441.6509
PEBP1	9872.483	PEBP1	6521.3472
PEBP4	21.2283	PEBP4	7.1157
PECAM1	539.1998	PECAM1	3942.1252
PECI	2266.2033	PECI	987.6328
PECR	361.2508	PECR	305.9677
PEF1	1748.5618	PEF1	1585.389
PEG10	43.1099	PEG10	4416.9829
PEG3	155.3686	PEG3	321.9829
PELI1	623.7865	PELI1	1744.7818
PELI2	77.4018	PELI2	391.8406
PELI3	356.3095	PELI3	268.5009
PELO	443.7735	PELO	477.3102
PELP1	1032.6769	PELP1	1055.9772
PEMT	193.6678	PEMT	1345.8254
removed	removed	PENK	60.2419
PEPD	904.0006	PEPD	1880.9298
PER1	264.5377	PER1	3029.8861
PER2	958.2145	PER2	2483.3966
PER3	578.7171	PER3	789.8482
PERP	1714.2699	PERP	6712.9981
PES1	1215.5672	PES1	1223.4345
PET112L	509.1535	PET112L	393.2638
PEX10	534.0233	PEX10	401.8548
PEX11A	344.2256	PEX11A	397.0588
PEX11B	2298.8656	PEX11B	547.4383
PEX11G	156.1099	PEX11G	79.6964
PEX12	485.639	PEX12	188.8046
PEX13	1263.9025	PEX13	862.4288
PEX14	408.5638	PEX14	483.3966
PEX16	409.8702	PEX16	408.9184
PEX19	5239.1535	PEX19	2929.7913
PEX1	897.7954	PEX1	503.7951
PEX26	653.4833	PEX26	370.4981
PEX2	1302.1135	PEX2	909.3928
PEX3	240.6967	PEX3	413.6622
PEX5L	30.3729	removed	removed
PEX5	1085.2579	PEX5	1122.3909
PEX6	756.382	PEX6	587.2865
PEX7	470.6159	PEX7	219.6395
PFAS	258.9857	PFAS	407.0209
PFDN1	1475.8593	PFDN1	1203.0361
PFDN2	905.9601	PFDN2	529.8861
PFDN4	195.3007	PFDN4	238.1404
PFDN5	4291.0634	PFDN5	4800.759
PFDN6	569.8992	PFDN6	343.4535
removed	removed	PFKFB1	188.3302
PFKFB2	697.2758	PFKFB2	370.019
PFKFB3	3065.3718	PFKFB3	8185.9583
PFKFB4	249.5146	PFKFB4	98.1973
PFKL	2578.0999	PFKL	2800.2846
PFKM	758.0149	PFKM	776.0911
PFKP	158.7226	PFKP	1045.5408
PFN1	4614.7139	PFN1	6578.2732
PFN2	1169.8447	PFN2	1407.9696
PFN4	25.474	PFN4	5.2182
removed	removed	PGA3	91.556
removed	removed	PGA5	6.167
PGAM1	2572.8744	PGAM1	2209.203
PGAM2	5.8786	PGAM2	9.962
PGAM4	52.2544	PGAM4	56.4516
PGAM5	473.7479	PGAM5	288.8994
PGAP1	71.1966	PGAP1	442.5996
PGAP2	915.4312	PGAP2	420.3036
PGAP3	1267.495	PGAP3	713.4725
PGBD1	225.0204	PGBD1	143.7381
PGBD2	232.5319	PGBD2	162.2391
PGBD3	123.2223	PGBD3	93.1072
PGBD4	56.1734	PGBD4	38.8994
PGBD5	10.4509	PGBD5	181.6888
PGCP	701.8415	PGCP	942.5996
PGD	2306.3772	PGD	2347.723
PGF	63.685	PGF	137.0968
PGGT1B	727.6421	PGGT1B	489.0892
PGK1	4893.6215	PGK1	5177.4194
PGLS	753.1161	PGLS	592.9791
PGLYRP2	21.8815	removed	removed
PGM1	1417.3997	PGM1	2093.9279
PGM2L1	290.9915	PGM2L1	719.1651
PGM2	582.9628	PGM2	613.3776
PGM3	356.6328	PGM3	375.5123
PGM5	63.3584	PGM5	523.7192
PGPEP1	443.5089	PGPEP1	817.3624
PGP	183.2169	PGP	190.7021
PGRMC1	4157.1615	PGRMC1	2936.907
PGRMC2	3237.4847	PGRMC2	2269.4497
PGR	3475.9965	PGR	713.2021
PGS1	404.3182	PGS1	629.0323
PHACTR1	71.9869	PHACTR1	21.8216
PHACTR2	309.9337	PHACTR2	982.9222
removed	removed	PHACTR3	23.2448
PHACTR4	1163.966	PHACTR4	1191.6509
PHAX	696.616	PHAX	480.5503
PHB2	2384.1055	PHB2	2726.7552
PHB	4313.9246	PHB	1869.5446
PHC1	402.953	PHC1	596.0342
PHC2	1698.267	PHC2	2535.1044
PHC3	1725.0473	PHC3	1591.556
removed	removed	PHEX	6.6414
PHF10	714.3989	PHF10	2045.8444
PHF11	371.3326	PHF11	655.1233
PHF12	1516.0298	PHF12	1037.9507
PHF13	746.9109	PHF13	998.5769
PHF14	1007.8561	PHF14	783.6812
PHF15	970.6249	PHF15	1226.2808
PHF16	274.9886	PHF16	393.2638
PHF17	1022.8792	PHF17	1308.3491
PHF19	114.9596	PHF19	354.8387
PHF1	1380.4951	PHF1	1504.2694
PHF20L1	662.6507	PHF20L1	1040.3226
PHF20	1713.9433	PHF20	1251.4231
PHF21A	687.7981	PHF21A	854.3643
removed	removed	PHF21B	18.5009
PHF23	700.5351	PHF23	748.1025
PHF2	1347.1829	PHF2	1476.7552
PHF3	3076.4759	PHF3	2580.6452
PHF5A	585.9021	PHF5A	417.9317
PHF6	972.911	PHF6	486.2429
PHF7	154.8036	PHF7	102.9412
PHF8	1387.6801	PHF8	809.7723
PHGDH	594.0668	PHGDH	727.704
removed	removed	PHGR1	8.5389
PHIP	1057.5043	PHIP	2073.0313
PHKA1	619.5408	PHKA1	454.9336
PHKA2	538.687	PHKA2	871.4753
PHKB	2972.6203	PHKB	1920.778
removed	removed	PHKG1	54.0797
PHKG2	459.1853	PHKG2	361.0057
PHLDA1	339.3268	PHLDA1	1867.1727
PHLDA2	106.4683	PHLDA2	98.1973
PHLDA3	949.7231	PHLDA3	1820.6831
PHLDB1	1124.4487	PHLDB1	4360.0569
PHLDB2	925.8821	PHLDB2	1511.3852
PHLDB3	338.6736	PHLDB3	135.1992
PHLPP1	403.3384	PHLPP1	596.2998
PHLPP2	527.805	PHLPP2	392.2676
removed	removed	PHOSPHO1	6.167
PHOSPHO2	158.6149	PHOSPHO2	63.093
PHPT1	765.1999	PHPT1	698.7666
PHRF1	909.8792	PHRF1	1075.4269
PHTF1	211.6302	PHTF1	186.4326
PHTF2	475.8413	PHTF2	399.4307
PHYHD1	739.0727	PHYHD1	455.408
removed	removed	PHYHIPL	40.2894
removed	removed	PHYHIP	157.0209
PHYH	985.9746	PHYH	759.4877
PI15	30.3729	PI15	3296.0152
removed	removed	PI16	704.9336
removed	removed	PI3	78.2732
PI4K2A	1047.7915	PI4K2A	1163.5294
PI4K2B	731.8877	PI4K2B	457.7799
PI4KAP1	70.87	PI4KAP1	235.7685
PI4KAP2	46.7023	PI4KAP2	197.3435
PI4KA	1624.1311	PI4KA	1561.6698
PI4KB	3089.5395	PI4KB	1793.1689
PIAS1	531.3616	PIAS1	425.0474
PIAS2	312.2198	PIAS2	247.6281
PIAS3	2119.2412	PIAS3	958.7287
PIAS4	495.7633	PIAS4	294.592
PIBF1	700.5351	PIBF1	503.3207
PICALM	3522.9242	PICALM	5311.1954
PICK1	439.5899	PICK1	435.9583
PID1	168.8469	PID1	241.9355
removed	removed	PIF1	6.6414
PIGA	152.844	PIGA	361.0057
PIGB	376.6038	PIGB	319.1888
PIGC	1499.3738	PIGC	534.1556
PIGF	332.7493	PIGF	252.4146
PIGG	1162.934	PIGG	681.0389
PIGH	667.5822	PIGH	294.26
PIGK	1058.4775	PIGK	956.8311
PIGL	27.4335	PIGL	103.8899
PIGM	1533.0125	PIGM	356.7362
PIGN	964.0931	PIGN	641.8406
PIGO	1418.7061	PIGO	612.9032
PIGP	383.4164	PIGP	329.6964
PIGQ	1204.8616	PIGQ	578.3065
removed	removed	PIGR	820.2087
PIGS	1527.1339	PIGS	1352.9412
PIGT	7052.0535	PIGT	2384.7249
PIGU	702.4947	PIGU	355.7875
