gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
DUSP7	501.4993	DUSP7	762.832
DUSP8	148.1481	DUSP8	154.5509
removed	removed	DUSP9	14.1321
DUT	623.4379	DUT	817.893
DVL1	887.5922	DVL1	674.4313
DVL2	406.5159	DVL2	643.461
DVL3	1726.8822	DVL3	1655.5589
DYDC2	29.4124	DYDC2	5.4123
DYM	766.9989	DYM	800.4173
DYNC1H1	9847.4755	DYNC1H1	9649.5092
DYNC1I1	43.7637	DYNC1I1	100.428
DYNC1I2	2123.6729	DYNC1I2	2157.3984
DYNC1LI1	731.6638	DYNC1LI1	741.4835
DYNC1LI2	2217.3596	DYNC1LI2	3712.83
DYNC2H1	931.3559	DYNC2H1	570.6958
DYNC2LI1	376.0434	DYNC2LI1	443.507
DYNLL1	2741.5512	DYNLL1	3185.7332
DYNLL2	1504.8221	DYNLL2	1552.1241
DYNLRB1	1760.5965	DYNLRB1	2072.6059
DYNLRB2	32.4175	DYNLRB2	25.8587
DYNLT1	2178.1344	DYNLT1	884.0071
DYNLT3	643.4881	DYNLT3	865.0641
DYRK1A	2147.0135	DYRK1A	1769.8184
DYRK1B	476.862	DYRK1B	412.8373
DYRK2	664.5595	DYRK2	566.4862
DYRK3	195.8019	DYRK3	241.1475
DYRK4	235.3513	DYRK4	291.6622
DYSF	702.1639	DYSF	719.5337
DYX1C1	106.9779	DYX1C1	73.9679
DZIP1L	30.1483	DZIP1L	92.911
DZIP1	162.3179	DZIP1	478.6297
DZIP3	545.4834	DZIP3	470.2677
E2F1	176.0272	E2F1	60.7379
E2F2	81.6922	E2F2	46.9065
E2F3	513.1696	E2F3	301.2841
E2F4	672.3397	E2F4	931.515
E2F5	132.2603	E2F5	77.8798
E2F6	303.4282	E2F6	349.3933
E2F7	65.4834	E2F7	9.6218
E2F8	65.4834	E2F8	6.3143
E4F1	221.4118	E4F1	251.3707
EAF1	1073.0205	EAF1	666.6135
EAF2	125.78	EAF2	74.87
EAPP	976.0921	EAPP	994.9591
EARS2	787.0978	EARS2	651.5794
EBAG9	530.6751	EBAG9	586.6319
EBF1	260.637	EBF1	1788.7614
EBF2	24.3132	EBF2	138.314
EBF3	177.9723	EBF3	635.6432
EBF4	167.9228	EBF4	294.0677
EBI3	162.4119	EBI3	58.0318
EBNA1BP2	968.7657	EBNA1BP2	893.623
EBPL	364.6973	EBPL	498.8326
EBP	440.5543	EBP	379.7623
ECD	625.6585	ECD	566.1855
ECE1	8631.8178	ECE1	9080.9182
ECE2	99.1977	ECE2	53.8222
ECEL1	29.5	ECEL1	36.0819
ECH1	1775.5086	ECH1	3589.5501
ECHDC1	910.9328	ECHDC1	1510.6299
ECHDC2	419.4829	ECHDC2	690.0668
ECHDC3	196.7745	ECHDC3	706.3037
ECHS1	2103.574	ECHS1	2956.613
ECM1	212.0107	ECM1	1580.689
ECM2	353.027	ECM2	3237.4506
ECSCR	156.5767	ECSCR	492.2176
ECSIT	534.5652	ECSIT	660.2992
ECT2L	32.0934	ECT2L	9.9225
ECT2	595.8343	ECT2	270.0131
EDA2R	95.9559	EDA2R	160.5646
EDARADD	384.7962	EDARADD	371.0425
removed	removed	EDAR	11.4259
EDA	38.2527	EDA	208.3731
EDC3	867.4933	EDC3	750.8047
EDC4	881.1087	EDC4	954.3879
EDDM3B	16.2088	removed	removed
EDEM1	3147.7429	EDEM1	1546.4111
EDEM2	439.5818	EDEM2	637.4473
EDEM3	2631.6557	EDEM3	1181.3823
EDF1	2773.3204	EDF1	2865.8068
EDIL3	89.1482	EDIL3	245.0564
EDN1	348.1644	EDN1	862.9593
EDN2	23.6648	EDN2	13.23
EDN3	87.5274	EDN3	163.8721
EDNRA	602.642	EDNRA	515.6708
EDNRB	951.4547	EDNRB	1083.3598
EEA1	820.4879	EEA1	962.4853
EED	337.1424	EED	334.6598
EEF1A1P9	7490.0721	EEF1A1P9	9719.869
EEF1A1	119139.3144	EEF1A1	161944.9961
EEF1A2	241.1865	EEF1A2	143.4256
EEF1B2	4254.8018	EEF1B2	5192.7902
EEF1DP3	6.0524	removed	removed
EEF1D	5721.3713	EEF1D	6394.0176
EEF1E1	261.9337	EEF1E1	190.6328
EEF1G	21533.0254	EEF1G	28061.5137
EEF2K	1162.1687	EEF2K	2379.9036
EEF2	56437.6368	EEF2	62836.6707
EEFSEC	310.68	EEFSEC	367.5094
EEPD1	178.6206	EEPD1	686.4586
EFCAB1	29.1758	EFCAB1	89.6034
EFCAB2	76.1812	EFCAB2	89.9041
EFCAB4A	2843.9906	EFCAB4A	561.976
EFCAB4B	146.2031	EFCAB4B	138.6147
EFCAB5	13.2912	removed	removed
EFCAB6	76.1812	EFCAB6	37.2847
EFCAB7	119.9449	EFCAB7	144.027
EFEMP1	2727.6116	EFEMP1	11622.8898
EFEMP2	653.8617	EFEMP2	2138.4554
EFHA1	849.6637	EFHA1	779.9709
EFHA2	36.6318	EFHA2	100.1273
EFHB	8.1044	removed	removed
EFHC1	245.0766	EFHC1	391.4889
EFHC2	39.5494	EFHC2	19.5444
EFHD1	7770.808	EFHD1	2696.5225
EFHD2	1038.9821	EFHD2	807.6337
EFNA1	859.7131	EFNA1	1127.5601
EFNA3	268.093	EFNA3	137.412
EFNA4	274.5765	EFNA4	184.3185
EFNA5	335.5215	EFNA5	986.2393
EFNB1	411.3786	EFNB1	1139.5874
EFNB2	2346.0572	EFNB2	867.7703
EFNB3	83.3131	EFNB3	215.8902
EFR3A	2601.1832	EFR3A	1725.9187
EFR3B	52.1922	EFR3B	67.3529
EFS	400.6808	EFS	860.8546
EFTUD1	775.7517	EFTUD1	624.8187
EFTUD2	1534.9704	EFTUD2	1700.063
EGFL6	28.8516	EGFL6	134.7058
EGFL7	208.7689	EGFL7	770.3491
EGFL8	40.9823	EGFL8	83.5086
EGFLAM	319.9611	EGFLAM	768.545
EGFR	528.4059	EGFR	1533.4637
EGF	341.0325	EGF	415.8442
EGLN1	1203.339	EGLN1	1807.7044
EGLN2	1167.871	EGLN2	1100.4987
EGLN3	275.2249	EGLN3	201.1567
EGOT	280.4117	EGOT	21.0478
EGR1	15553.2863	EGR1	12260.6378
EGR2	1007.8613	EGR2	576.4087
EGR3	1139.8006	EGR3	706.6043
EHBP1L1	566.6586	EHBP1L1	847.6245
EHBP1	618.2024	EHBP1	1890.9755
EHD1	1455.8716	EHD1	1317.8923
EHD2	1822.1898	EHD2	7424.1565
EHD3	452.2247	EHD3	878.2942
EHD4	2308.4529	EHD4	1784.2511
EHF	2315.2606	EHF	2678.7822
EHHADH	304.7249	EHHADH	348.7919
EHMT1	1341.4377	EHMT1	1108.3164
EHMT2	1383.5805	EHMT2	1162.74
EI24	1820.5689	EI24	2671.8665
EID1	3201.8802	EID1	4805.2102
EID2B	25.934	EID2B	57.1297
EID2	199.3679	EID2	287.7533
EID3	34.3626	EID3	63.7447
EIF1AD	468.4334	EIF1AD	503.9442
EIF1AX	1748.9262	EIF1AX	2326.3821
EIF1B	647.0541	EIF1B	927.9068
EIF1	8051.8681	EIF1	12948.9005
EIF2AK1	4209.0283	EIF2AK1	2993.3083
EIF2AK2	882.7296	EIF2AK2	223.4072
EIF2AK3	996.1909	EIF2AK3	902.0481
EIF2AK4	1585.2176	EIF2AK4	1544.0057
EIF2A	1809.547	EIF2A	2414.4821
EIF2B1	869.7625	EIF2B1	1249.938
EIF2B2	459.0323	EIF2B2	497.9306
EIF2B3	418.1862	EIF2B3	647.3699
EIF2B4	674.609	EIF2B4	693.3743
EIF2B5	1037.037	EIF2B5	938.4307
EIF2C1	1488.9375	EIF2C1	1204.5349
EIF2C2	186.0767	EIF2C2	120.2731
EIF2C3	138.0987	EIF2C3	96.2185
EIF2C4	460.329	EIF2C4	492.2176
EIF2S1	1864.6568	EIF2S1	1423.4319
EIF2S2	1680.5252	EIF2S2	1350.6667
EIF2S3	5003.3228	EIF2S3	5515.1221
EIF3A	6671.8535	EIF3A	5279.9882
EIF3B	3320.5284	EIF3B	3584.4385
EIF3CL	4864.9972	EIF3CL	6431.4977
EIF3C	179.8201	EIF3C	144.4329
EIF3D	4904.7735	EIF3D	6569.917
EIF3E	5001.3777	EIF3E	7752.8027
EIF3F	2492.2603	EIF3F	3838.5153
EIF3G	2124.8626	EIF3G	2989.3062
EIF3H	3897.8848	EIF3H	5434.5391
EIF3I	3197.9966	EIF3I	3724.5566
EIF3J	1389.4157	EIF3J	1255.3503
EIF3K	2354.1616	EIF3K	3452.7394
EIF3L	7993.8407	EIF3L	13312.7265
EIF3M	2282.6453	EIF3M	2875.6933
EIF4A1	7708.3297	EIF4A1	9034.3545
EIF4A2	7131.8583	EIF4A2	9496.161
EIF4A3	1616.3384	EIF4A3	1531.377
EIF4B	12031.3153	EIF4B	15064.3987
EIF4E2	1772.9151	EIF4E2	1389.1541
EIF4E3	1170.9215	EIF4E3	1531.0763
EIF4EBP1	312.8292	EIF4EBP1	339.4708
EIF4EBP2	4546.2355	EIF4EBP2	6686.8826
EIF4EBP3	501.71	EIF4EBP3	394.6671
EIF4ENIF1	814.3286	EIF4ENIF1	833.4924
EIF4E	779.6418	EIF4E	434.7872
EIF4G1	8261.9337	EIF4G1	5708.4611
EIF4G2	24377.9885	EIF4G2	17668.4161
EIF4G3	2513.0075	EIF4G3	1595.1217
EIF4H	4370.8566	EIF4H	4853.0188
EIF5A2	94.6592	EIF5A2	165.9769
EIF5AL1	916.4438	EIF5AL1	973.3099
EIF5A	3959.4781	EIF5A	4030.0502
EIF5B	3826.5662	EIF5B	3614.5067
EIF5	4777.3726	EIF5	4752.8914
EIF6	1672.745	EIF6	1754.7842
ELAC1	84.9826	ELAC1	163.418
ELAC2	976.4162	ELAC2	1291.4322
removed	removed	ELANE	9.3212
ELAVL1	1585.2176	ELAVL1	1577.3814
ELAVL2	33.3901	ELAVL2	6.9157
ELF1	2511.0625	ELF1	1780.3423
ELF2	916.4438	ELF2	1063.214
ELF3	5598.833	ELF3	2054.2642
ELF4	846.0977	ELF4	606.1763
ELF5	53.8131	ELF5	1116.4349
ELFN1	31.1208	ELFN1	27.9635
ELFN2	9.7253	ELFN2	6.0137
ELK1	641.8673	ELK1	572.4999
ELK3	815.9494	ELK3	735.7706
ELK4	257.3953	ELK4	93.5123
ELL2	1737.9042	ELL2	1157.3277
ELL3	230.6637	ELL3	133.6595
ELL	415.5928	ELL	440.8008
ELMO1	935.246	ELMO1	847.0232
ELMO2	1227.0038	ELMO2	1099.296
ELMO3	322.8787	ELMO3	332.8557
ELMOD2	366.6424	ELMOD2	166.2775
ELMOD3	397.439	ELMOD3	872.5812
ELN	2415.7549	ELN	2629.7709
ELOF1	744.6308	ELOF1	685.5566
ELOVL1	1634.1681	ELOVL1	1632.4064
ELOVL2	1194.5863	ELOVL2	267.6076
ELOVL3	5.511	ELOVL3	32.7744
ELOVL4	35.0109	ELOVL4	48.1092
ELOVL5	6256.909	ELOVL5	5724.0966
ELOVL6	173.758	ELOVL6	135.3072
ELOVL7	441.5269	ELOVL7	431.4797
removed	removed	ELP2P	6.615
ELP2	3327.9844	ELP2	1952.6335
ELP3	1091.1743	ELP3	890.9228
ELP4	208.1206	ELP4	225.512
ELTD1	1171.2456	ELTD1	2203.7035
EMB	1820.2448	EMB	1042.4669
EMCN	831.834	EMCN	1667.2856
EMD	915.4713	EMD	1063.214
EME1	14.5847	EME1	14.6252
EME2	17.8296	removed	removed
EMG1	381.2302	EMG1	489.5114
EMID1	31.445	EMID1	115.1615
removed	removed	EMID2	7.5171
EMILIN1	678.1749	EMILIN1	967.2962
EMILIN2	267.4447	EMILIN2	1510.3292
EMILIN3	55.9883	EMILIN3	67.7258
EML1	288.5161	EML1	612.4907
EML2	742.0374	EML2	588.0031
EML3	621.7684	EML3	802.2214
EML4	1658.8054	EML4	1327.5141
EML5	64.5109	EML5	46.6058
EML6	21.0714	EML6	22.8519
EMP1	5808.2503	EMP1	10132.1049
EMP2	7702.7312	EMP2	4908.3444
EMP3	614.9607	EMP3	1146.5031
EMR1	30.4725	EMR1	18.943
EMR2	262.9062	EMR2	174.396
EMX1	53.4889	removed	removed
EMX2OS	10.0494	EMX2OS	332.5551
EMX2	7.1319	EMX2	110.6512
EN1	7.1319	EN1	60.1365
removed	removed	EN2	6.615
ENAH	7716.3465	ENAH	3167.3916
ENC1	1566.0199	ENC1	1007.2269
ENDOD1	1528.1627	ENDOD1	2096.9612
ENDOG	107.5711	ENDOG	128.1239
ENDOU	5.8352	ENDOU	28.8655
ENGASE	181.214	ENGASE	235.1339
ENG	4263.8788	ENG	4339.4527
ENHO	30.4725	ENHO	59.8359
ENKUR	14.5879	removed	removed
ENO1	14521.7603	ENO1	15982.7889
ENO2	323.527	ENO2	469.6664
ENO3	24.3132	ENO3	29.1662
ENOPH1	1001.0536	ENOPH1	659.3972
ENOSF1	357.5265	ENOSF1	271.4533
ENOX1	65.4834	ENOX1	50.8154
ENOX2	385.7687	ENOX2	398.4046
ENPEP	181.214	ENPEP	436.2906
ENPP1	1836.7777	ENPP1	1174.7673
ENPP2	1206.2566	ENPP2	3204.3755
ENPP3	18.1538	ENPP3	46.6058
ENPP4	845.1252	ENPP4	619.707
ENPP5	1445.1738	ENPP5	358.4138
ENPP6	18.8022	ENPP6	116.9656
ENSA	4420.1313	ENSA	3836.1099
ENTHD1	18.478	removed	removed
ENTPD1	1799.1669	ENTPD1	1400.562
ENTPD2	234.3788	ENTPD2	348.1906
ENTPD3	35.8506	ENTPD3	104.3369
ENTPD4	603.2904	ENTPD4	368.9377
ENTPD5	351.1338	ENTPD5	166.8819
ENTPD6	1182.5918	ENTPD6	1275.496
ENTPD7	340.2156	ENTPD7	182.1927
ENTPD8	8.1044	ENTPD8	9.0205
ENY2	401.0049	ENY2	442.0036
EOMES	209.4173	EOMES	42.9976
EP300	3866.1156	EP300	2326.3821
EP400NL	227.5711	EP400NL	75.772
EP400	1970.6621	EP400	1442.3749
EPAS1	7618.1214	EPAS1	10320.3323
EPB41L1	1753.7888	EPB41L1	2414.7828
EPB41L2	1298.9707	EPB41L2	4647.9532
EPB41L3	1469.1628	EPB41L3	1406.5937
EPB41L4A	601.6695	EPB41L4A	681.347
EPB41L4B	360.8072	EPB41L4B	746.2945
EPB41L5	899.9109	EPB41L5	540.0261
EPB41	2037.8864	EPB41	1228.2527
removed	removed	EPB42	39.3894
EPB49	201.6371	EPB49	925.5014
EPC1	607.8288	EPC1	560.4726
EPC2	771.5374	EPC2	857.2464
EPCAM	1682.4702	EPCAM	1648.3426
EPDR1	260.3128	EPDR1	901.4467
EPGN	11.6703	removed	removed
EPHA10	117.0273	EPHA10	29.1662
EPHA1	344.5984	EPHA1	236.3366
EPHA2	435.6917	EPHA2	630.8323
EPHA3	73.2636	EPHA3	207.7717
EPHA4	418.8346	EPHA4	466.6596
removed	removed	EPHA5	17.7403
removed	removed	EPHA6	13.5307
EPHA7	13.9395	EPHA7	31.5717
EPHB1	182.8349	EPHB1	798.3126
EPHB2	269.3897	EPHB2	204.1636
EPHB3	571.197	EPHB3	953.4648
EPHB4	1528.1627	EPHB4	1869.0437
EPHB6	126.1042	EPHB6	252.5735
EPHX1	10666.3425	EPHX1	5031.925
EPHX2	716.1034	EPHX2	865.9662
removed	removed	EPHX3	17.1389
EPHX4	88.4999	EPHX4	24.3553
EPM2AIP1	801.3615	EPM2AIP1	1034.3485
EPM2A	145.5547	EPM2A	268.5097
EPN1	1315.5037	EPN1	1688.0327
EPN2	746.5759	EPN2	992.8543
EPN3	226.2744	EPN3	198.4506
EPOR	91.4175	EPOR	70.2966
EPPK1	1256.8279	EPPK1	434.4865
EPR1	192.2814	EPR1	17.3885
EPRS	4757.2737	EPRS	2984.5765
EPS15L1	727.1254	EPS15L1	730.9596
EPS15	2224.4914	EPS15	2363.6667
EPS8L1	305.049	EPS8L1	191.8356
EPS8L2	1011.4272	EPS8L2	1008.1891
EPS8	1389.4157	EPS8	2276.7694
EPSTI1	882.4054	EPSTI1	161.7673
EPT1	1672.745	EPT1	528.5761
ERAL1	1054.8667	ERAL1	876.4901
ERAP1	1889.7382	ERAP1	2230.2207
ERAP2	1546.3166	ERAP2	1471.5411
ERBB2IP	2674.1227	ERBB2IP	1683.2218
ERBB2	73467.5419	ERBB2	4147.9178
ERBB3	8200.0162	ERBB3	2704.3402
ERBB4	2615.447	ERBB4	629.3289
ERC1	1654.5911	ERC1	1811.6133
ERC2	8.7527	ERC2	11.7266
ERCC1	854.429	ERCC1	953.9008
ERCC2	313.4776	ERCC2	341.4763
ERCC3	931.68	ERCC3	1042.1662
ERCC4	423.6972	ERCC4	276.0267
ERCC5	1526.7817	ERCC5	1519.049
ERCC6L	63.2142	ERCC6L	13.5307
ERCC6	383.1656	ERCC6	304.2037
ERCC8	148.7965	ERCC8	141.3209
EREG	142.6372	removed	removed
ERF	624.686	ERF	634.1398
ERGIC1	5523.9485	ERGIC1	4856.0256
ERGIC2	639.598	ERGIC2	556.263
ERGIC3	4050.8955	ERGIC3	4396.8831
ERG	655.8068	ERG	1299.5506
ERH	1929.1677	ERH	1461.9193
ERI1	482.373	ERI1	346.0858
ERI2	346.2809	ERI2	249.6087
ERI3	729.7188	ERI3	789.8935
ERICH1	183.4833	ERICH1	198.1499
ERLEC1	1706.7834	ERLEC1	1836.2692
ERLIN1	1536.2671	ERLIN1	1387.9513
ERLIN2	2704.5952	ERLIN2	2157.23
ERMAP	461.6257	ERMAP	633.2378
ERMN	21.3956	ERMN	5.1116
ERMP1	2970.0592	ERMP1	1017.3389
ERN1	545.5872	ERN1	195.4438
ERO1LB	294.9996	ERO1LB	348.1906
ERO1L	650.62	ERO1L	457.3384
ERP27	683.6859	ERP27	122.3779
ERP29	3013.8585	ERP29	2528.7415
ERP44	1207.8775	ERP44	1623.3859
ERRFI1	3556.5281	ERRFI1	4378.8422
ERVFRDE1	17.1813	ERVFRDE1	30.0683
ESAM	713.8342	ESAM	1457.7097
ESCO1	511.5487	ESCO1	413.7394
ESCO2	76.1812	ESCO2	14.4328
ESD	1655.8878	ESD	2638.4907
ESF1	441.2027	ESF1	435.3885
ESM1	179.269	ESM1	22.8519
ESPL1	135.8295	ESPL1	40.2915
ESPNL	7.456	ESPNL	8.1184
ESPN	90.4449	ESPN	105.2389
ESR1	4578.3289	ESR1	3196.2571
ESR2	10.6978	ESR2	17.7403
ESRP1	1744.0635	ESRP1	1056.2983
ESRP2	650.62	ESRP2	559.2698
ESRRA	351.7303	ESRRA	409.8305
ESRRB	6.1593	ESRRB	5.4123
ESRRG	259.9887	ESRRG	91.4075
ESYT1	3350.0284	ESYT1	5997.4171
ESYT2	4261.2854	ESYT2	4550.2313
ESYT3	16.5329	ESYT3	42.9976
ETAA1	362.4281	ETAA1	342.4776
ETF1	3448.2535	ETF1	3207.0817
ETFA	996.8393	ETFA	1264.3708
ETFB	562.7685	ETFB	1179.2775
ETFDH	395.789	ETFDH	566.1855
ETHE1	437.9609	ETHE1	506.6503
ETNK1	1629.6296	ETNK1	1027.1321
ETNK2	363.0764	ETNK2	396.9012
ETS1	6398.5736	ETS1	4374.6326
ETS2	2690.6556	ETS2	2893.7703
ETV1	510.252	ETV1	758.3218
ETV2	8.4286	ETV2	7.8178
ETV3L	8.4286	ETV3L	20.4464
ETV3	423.0489	ETV3	245.0564
ETV4	152.0383	ETV4	85.3939
ETV5	434.395	ETV5	977.2188
ETV6	2761.9742	ETV6	2044.6424
ETV7	178.2965	ETV7	56.829
EVC2	79.0988	EVC2	285.0472
EVC	643.0505	EVC	924.47
EVI2A	654.8343	EVI2A	263.6987
EVI2B	1342.7344	EVI2B	543.6343
EVI5L	313.8018	EVI5L	268.209
EVI5	337.7907	EVI5	594.149
EVL	2818.0566	EVL	1604.1422
EVPL	494.6916	EVPL	342.4776
EWSR1	3856.0661	EWSR1	3288.266
EXD2	1023.0975	EXD2	764.3354
EXD3	114.4339	EXD3	140.1181
EXO1	114.4339	EXO1	10.2232
EXOC1	900.5592	EXOC1	1059.3052
EXOC2	1483.7507	EXOC2	905.957
EXOC3L2	104.0603	EXOC3L2	39.0888
EXOC3L	47.0054	EXOC3L	42.9976
EXOC3	1034.4436	EXOC3	1294.1383
EXOC4	1397.5201	EXOC4	1704.5702
EXOC5	1538.8605	EXOC5	1302.2568
EXOC6B	246.3733	EXOC6B	194.241
EXOC6	790.9879	EXOC6	431.4797
EXOC7	2473.0756	EXOC7	3151.0976
EXOC8	684.9826	EXOC8	567.9896
EXOG	95.3076	EXOG	117.2663
EXOSC10	1619.9044	EXOSC10	1639.3221
EXOSC1	333.9006	EXOSC1	322.9332
EXOSC2	408.461	EXOSC2	380.6643
EXOSC3	236.9722	EXOSC3	203.8629
EXOSC4	182.5107	EXOSC4	179.5076
EXOSC5	300.5106	EXOSC5	248.6646
EXOSC6	272.3073	EXOSC6	353.6029
EXOSC7	445.0928	EXOSC7	580.3176
EXOSC8	188.7965	EXOSC8	333.9412
EXOSC9	446.2663	EXOSC9	385.6466
EXPH5	164.3569	EXPH5	244.1544
EXT1	698.5979	EXT1	1395.7691
EXT2	1636.7615	EXT2	2595.7937
EXTL1	24.3132	EXTL1	20.1457
EXTL2	297.2688	EXTL2	491.6162
EXTL3	995.5426	EXTL3	1254.4482
EYA1	5.1868	EYA1	17.4396
EYA2	580.2739	EYA2	685.5566
EYA3	199.3679	EYA3	125.3847
removed	removed	EYA4	26.1594
EYS	18.8022	EYS	24.9567
EZH1	1434.8002	EZH1	2022.9932
EZH2	229.192	EZH2	51.7174
EZR	17166.0588	EZR	2784.9232
F10	59.9724	F10	611.5886
F11R	6914.985	F11R	3325.25
F12	51.8681	F12	14.7335
F13A1	930.3833	F13A1	6163.9954
F2RL1	156.2525	F2RL1	216.7922
F2RL2	2629.3865	F2RL2	232.127
F2RL3	85.5823	F2RL3	63.1434
F2R	3775.6706	F2R	1202.1294
F3	757.5979	F3	1677.2081
F5	102.7636	F5	10.8246
F7	83.9614	F7	8.1184
F8A1	77.8021	F8A1	136.5099
F8	850.312	F8	1466.1319
FA2H	45.3846	FA2H	47.2072
FAAH2	456.4389	FAAH2	178.6055
FAAH	418.8346	FAAH	300.6827
FABP3	32.4175	FABP3	112.4553
FABP4	137.4504	FABP4	14593.6348
FABP5	35.9835	FABP5	135.6079
FABP7	18.8022	FABP7	82.0864
FADD	1360.5641	FADD	506.3497
FADS1	245.4008	FADS1	355.3889
FADS2	451.9005	FADS2	531.9257
FADS3	160.4668	FADS3	744.791
FAF1	968.3119	FAF1	919.187
FAF2	2027.3928	FAF2	1504.0149
FAHD1	416.8636	FAHD1	386.0766
FAHD2A	206.4997	FAHD2A	330.1496
FAHD2B	163.0602	FAHD2B	297.6759
FAH	870.7351	FAH	1435.7599
FAIM2	95.6317	FAIM2	116.9656
FAIM3	944.8059	FAIM3	149.1927
FAIM	310.2358	FAIM	249.266
FAM100A	223.0327	FAM100A	249.5666
FAM100B	464.8675	FAM100B	532.5091
FAM101A	44.7362	FAM101A	132.3004
FAM101B	711.565	FAM101B	690.3675
FAM102A	3428.4788	FAM102A	2138.1547
FAM102B	1675.3384	FAM102B	914.6768
FAM103A1	300.0632	FAM103A1	341.7499
FAM104A	694.2443	FAM104A	773.7769
FAM104B	211.3623	FAM104B	221.3025
FAM105A	921.3064	FAM105A	481.6937
FAM105B	504.7411	FAM105B	364.4274
FAM106C	8.4286	FAM106C	8.7198
FAM107A	351.7303	FAM107A	1226.4847
FAM107B	3906.9617	FAM107B	2027.2028
FAM108A1	274.5765	FAM108A1	423.9626
FAM108B1	412.0269	FAM108B1	318.423
FAM108C1	203.258	FAM108C1	222.8059
FAM109A	153.335	FAM109A	295.8718
FAM109B	233.4063	FAM109B	381.5663
FAM10A4	387.7138	FAM10A4	425.7667
FAM110A	418.1862	FAM110A	218.2956
FAM110B	475.2411	FAM110B	338.8694
FAM110C	20.7472	FAM110C	8.4191
FAM111A	1004.2953	FAM111A	631.133
FAM111B	318.9886	FAM111B	49.6126
FAM113A	264.8513	FAM113A	407.4251
FAM113B	437.3288	FAM113B	196.6525
FAM114A1	608.153	FAM114A1	760.4265
FAM114A2	575.7355	FAM114A2	505.7483
FAM115A	639.598	FAM115A	568.8917
FAM115C	672.2944	FAM115C	450.2242
FAM116A	874.301	FAM116A	853.6382
FAM116B	200.9887	FAM116B	177.7035
FAM117A	501.8235	FAM117A	651.5794
FAM117B	426.6148	FAM117B	435.3885
FAM118A	555.9608	FAM118A	715.3241
FAM118B	192.8844	FAM118B	268.5097
FAM119A	176.0272	FAM119A	140.4188
FAM119B	222.3843	FAM119B	377.9582
FAM120AOS	1333.8844	FAM120AOS	1182.2423
FAM120A	6190.2261	FAM120A	3831.0404
FAM120B	943.3504	FAM120B	866.8682
FAM120C	348.8127	FAM120C	338.268
FAM122A	613.3398	FAM122A	911.3693
FAM122B	665.2079	FAM122B	532.2084
FAM122C	24.9615	FAM122C	24.3553
FAM123B	186.725	FAM123B	210.7786
FAM124A	49.923	FAM124A	73.3666
FAM124B	43.1153	FAM124B	92.6103
FAM125A	463.5708	FAM125A	505.7483
FAM125B	516.4114	FAM125B	511.1606
FAM126A	511.5487	FAM126A	1468.2336
FAM126B	803.3066	FAM126B	458.5411
FAM127A	919.0372	FAM127A	2038.0273
FAM127B	545.263	FAM127B	838.9047
FAM127C	273.9282	FAM127C	477.7848
FAM128A	197.4228	FAM128A	226.7148
FAM128B	542.6696	FAM128B	669.6204
FAM129A	6391.7659	FAM129A	5966.7475
FAM129B	2529.8647	FAM129B	3087.1093
FAM129C	75.2087	removed	removed
FAM131A	236.3239	FAM131A	280.537
FAM131B	261.2854	FAM131B	92.6103
removed	removed	FAM131C	5.713
FAM133A	7.7802	removed	removed
FAM133B	100.8185	FAM133B	82.0864
FAM134A	3248.5615	FAM134A	2841.7522
FAM134B	585.1366	FAM134B	630.2309
FAM134C	2928.6004	FAM134C	2053.0615
FAM135A	241.1865	FAM135A	291.9629
removed	removed	FAM135B	11.7266
FAM136A	601.6695	FAM136A	546.3405
FAM13AOS	43.8382	FAM13AOS	53.8553
FAM13A	730.2926	FAM13A	2036.1902
FAM13B	1128.1238	FAM13B	1602.284
FAM13C	173.9104	FAM13C	491.968
FAM149A	50.5714	FAM149A	311.2066
FAM149B1	527.7575	FAM149B1	588.1354
removed	removed	FAM150B	45.7038
FAM151B	36.3076	FAM151B	12.9294
removed	removed	FAM153A	6.0137
FAM154B	48.9505	FAM154B	30.9703
FAM155A	28.5274	FAM155A	32.4737
FAM155B	23.3406	FAM155B	14.4328
FAM156A	236.3239	FAM156A	461.2473
FAM157A	10.6978	FAM157A	18.6423
FAM158A	147.824	FAM158A	79.0796
FAM159A	22.3681	FAM159A	7.5171
FAM160A1	166.302	FAM160A1	128.3915
FAM160A2	514.7905	FAM160A2	521.3838
FAM160B1	898.6142	FAM160B1	886.4126
FAM160B2	905.746	FAM160B2	1140.7902
FAM161A	63.8625	FAM161A	64.6468
FAM161B	264.2289	FAM161B	155.1523
FAM162A	697.9496	FAM162A	665.7115
FAM162B	26.5824	FAM162B	85.3939
FAM164A	271.3348	FAM164A	346.0858
FAM164C	42.1428	FAM164C	47.8085
FAM165B	218.4942	FAM165B	330.1496
FAM166B	10.6978	FAM166B	23.4533
FAM167A	624.0376	FAM167A	82.0864
FAM167B	78.7746	FAM167B	81.1843
FAM168A	400.0324	FAM168A	281.439
FAM168B	2981.1168	FAM168B	4034.8612
FAM169A	130.6427	FAM169A	87.198
FAM171A1	586.4333	FAM171A1	1104.1069
FAM171A2	5.1868	FAM171A2	17.4396
FAM171B	259.9887	FAM171B	413.138
FAM172A	592.9168	FAM172A	841.9116
FAM173A	91.0933	FAM173A	60.4372
FAM173B	144.5822	FAM173B	236.6373
