gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
TM9SF2	4100.8555	TM9SF2	4137.7059
TM9SF3	5530.0701	TM9SF3	6685.4212
TM9SF4	2382.9678	TM9SF4	1620.7647
TMBIM1	1451.5984	TMBIM1	12060.9263
TMBIM4	2890.7082	TMBIM4	1895.8657
TMBIM6	30023.7988	TMBIM6	19824.0597
removed	removed	TMC2	34.5042
TMC3	6.6894	removed	removed
TMC4	3995.3689	TMC4	386.3848
TMC5	1610.6001	TMC5	260.1803
TMC6	437.1261	TMC6	486.7889
TMC7	260.1145	TMC7	153.2484
TMC8	82.8456	TMC8	139.8819
TMCC1	1167.2992	TMCC1	1241.8402
TMCC2	14.1506	TMCC2	78.6447
TMCC3	218.4344	TMCC3	647.4977
TMCO1	4694.1532	TMCO1	1921.6661
TMCO3	1069.0165	TMCO3	1317.9981
TMCO4	416.0288	TMCO4	591.8558
TMCO6	159.259	TMCO6	230.028
TMCO7	213.2887	TMCO7	389.8042
TMED10P1	63.0347	TMED10P1	63.4131
TMED10	9161.6389	TMED10	8170.9667
TMED1	357.3628	TMED1	377.3391
TMED2	7075.0627	TMED2	5716.1952
TMED3	2841.9631	TMED3	709.0457
TMED4	1157.2651	TMED4	838.9804
TMED5	1738.4602	TMED5	2071.4952
TMED7-TICAM2	271.3861	TMED7-TICAM2	166.447
TMED7	3817.1223	TMED7	1941.3802
TMED8	731.974	TMED8	436.4315
TMED9	2787.1615	TMED9	2170.9667
TMEFF1	38.6853	TMEFF1	45.1974
removed	removed	TMEFF2	12.1231
TMEM100	9.5195	TMEM100	1027.9764
TMEM101	798.0961	TMEM101	487.7215
TMEM102	147.4239	TMEM102	63.724
TMEM104	400.0772	TMEM104	418.4022
TMEM105	7.7185	TMEM105	5.9061
TMEM106A	211.745	TMEM106A	154.8026
TMEM106B	1617.8041	TMEM106B	1482.7479
TMEM106C	1362.3207	TMEM106C	846.1299
TMEM107	253.1678	TMEM107	205.4709
TMEM108	17.7526	TMEM108	25.1787
TMEM109	2157.0721	TMEM109	3665.8377
TMEM110	465.4274	TMEM110	283.8048
TMEM111	1306.49	TMEM111	1952.4402
TMEM115	1076.4778	TMEM115	834.6285
TMEM116	311.8286	TMEM116	216.0398
TMEM117	51.9714	TMEM117	152.3158
TMEM119	700.5853	TMEM119	1090.4569
TMEM11	319.5472	TMEM11	486.1672
TMEM120A	521.5154	TMEM120A	1088.9027
TMEM120B	286.0076	TMEM120B	659.3659
TMEM121	38.0781	TMEM121	12.7448
TMEM123	4607.963	TMEM123	4029.8415
TMEM125	585.0646	TMEM125	73.982
TMEM126A	344.5038	TMEM126A	316.4439
TMEM126B	726.8283	TMEM126B	701.8962
TMEM127	3089.7279	TMEM127	2425.8626
TMEM128	513.7969	TMEM128	499.8446
TMEM129	529.2339	TMEM129	811.3149
TMEM130	21.8692	TMEM130	20.8269
TMEM131	2198.7522	TMEM131	1594.9643
TMEM132A	369.4603	TMEM132A	117.8116
TMEM132B	8.7477	TMEM132B	13.3665
removed	removed	TMEM132C	2367.7339
TMEM133	64.8357	TMEM133	159.7762
TMEM134	500.1608	TMEM134	223.5002
TMEM135	855.2132	TMEM135	1179.9813
TMEM136	212.0023	TMEM136	145.4772
TMEM138	543.3846	TMEM138	593.0992
TMEM139	26.5003	TMEM139	142.3687
TMEM140	468.9857	TMEM140	1868.9276
TMEM141	971.763	TMEM141	392.291
TMEM143	193.9924	TMEM143	185.5766
TMEM144	599.9871	TMEM144	392.9127
TMEM145	11.5778	removed	removed
TMEM147	1701.6788	TMEM147	848.9276
TMEM149	83.8876	TMEM149	80.6683
TMEM14A	668.9393	TMEM14A	299.6581
TMEM14B	856.7569	TMEM14B	959.9005
TMEM14C	1754.4221	TMEM14C	2096.3631
TMEM150A	510.9667	TMEM150A	322.35
removed	removed	TMEM150B	19.5835
TMEM150C	555.2197	TMEM150C	271.3708
TMEM151B	15.7587	TMEM151B	9.0706
TMEM154	88.7631	TMEM154	74.2928
TMEM155	6.4321	removed	removed
TMEM156	155.1425	TMEM156	11.8122
TMEM158	34.4761	TMEM158	35.1259
TMEM159	974.0786	TMEM159	1148.8965
TMEM160	35.7625	TMEM160	26.733
TMEM161A	530.0058	TMEM161A	271.3708
TMEM161B	417.3152	TMEM161B	173.4535
TMEM163	6.4321	TMEM163	32.0174
TMEM164	455.136	TMEM164	986.3227
TMEM165	1739.2423	TMEM165	1030.1523
TMEM167A	3213.2244	TMEM167A	2616.4128
TMEM167B	1683.1543	TMEM167B	1717.4386
TMEM168	783.6882	TMEM168	909.5431
TMEM169	19.2963	TMEM169	61.2372
TMEM170A	370.7468	TMEM170A	502.0205
TMEM170B	203.7692	TMEM170B	1040.7212
TMEM173	589.1812	TMEM173	788.9338
TMEM175	366.1156	TMEM175	286.2916
TMEM176A	241.0754	TMEM176A	651.5387
TMEM176B	620.8272	TMEM176B	1660.2425
TMEM177	214.8324	TMEM177	82.6857
TMEM178	37.5635	TMEM178	66.2108
TMEM179B	1303.9172	TMEM179B	741.6848
TMEM17	72.5542	TMEM17	75.5362
TMEM180	51.9714	TMEM180	51.9117
TMEM181	2506.9788	TMEM181	1603.0463
TMEM182	67.4085	TMEM182	165.3715
TMEM183A	1516.6913	TMEM183A	917.0034
TMEM184A	350.8484	TMEM184A	79.3472
TMEM184B	1808.4518	TMEM184B	1826.6988
TMEM184C	702.3863	TMEM184C	748.8343
TMEM185A	768.2511	TMEM185A	725.8315
TMEM185B	583.2637	TMEM185B	379.5462
TMEM186	278.3817	TMEM186	209.2011
TMEM187	366.8875	TMEM187	208.5794
TMEM188	257.5416	TMEM188	331.3646
TMEM189	485.4956	TMEM189	746.9692
TMEM18	421.6865	TMEM18	613.6152
TMEM191A	6.6894	removed	removed
TMEM192	603.3318	TMEM192	826.8573
TMEM194A	568.8557	TMEM194A	481.1937
TMEM194B	148.9676	TMEM194B	134.2866
removed	removed	TMEM195	57.507
TMEM198	50.7133	TMEM198	21.1377
TMEM199	551.875	TMEM199	318.9307
TMEM19	866.5337	TMEM19	894.0006
TMEM200A	106.2584	TMEM200A	139.2602
TMEM200B	64.2748	TMEM200B	516.5589
TMEM200C	7.9758	TMEM200C	9.9472
TMEM201	269.634	TMEM201	215.4181
TMEM203	922.879	TMEM203	697.2334
TMEM204	196.308	TMEM204	334.4731
TMEM205	2263.5878	TMEM205	875.6606
TMEM206	225.3811	TMEM206	108.797
TMEM208	368.1739	TMEM208	312.092
TMEM209	920.8207	TMEM209	529.0643
TMEM20	16.9808	TMEM20	131.489
removed	removed	TMEM213	9.0146
TMEM214	2973.4354	TMEM214	2618.8996
TMEM215	9.005	removed	removed
TMEM216	334.9842	TMEM216	243.0836
TMEM217	11.6627	TMEM217	8.4426
TMEM218	433.0096	TMEM218	632.5769
TMEM219	3129.3497	TMEM219	1795.7725
TMEM220	24.9566	TMEM220	315.2005
TMEM222	702.9009	TMEM222	587.193
TMEM223	223.0655	TMEM223	166.304
TMEM229B	582.7491	TMEM229B	143.6121
TMEM22	43.9956	TMEM22	427.7277
TMEM231	183.1299	TMEM231	239.9689
TMEM232	24.9566	TMEM232	14.6099
TMEM233	16.4662	TMEM233	7.7712
TMEM25	2906.2842	TMEM25	404.7249
TMEM26	127.5359	TMEM26	103.7737
TMEM27	30.6168	TMEM27	30.4632
TMEM2	929.5684	TMEM2	1759.714
TMEM30A	4627.2593	TMEM30A	4748.8343
TMEM30B	1683.9262	TMEM30B	388.5608
TMEM33	1829.2918	TMEM33	994.4047
TMEM35	8.2331	TMEM35	46.9381
TMEM37	77.4426	TMEM37	2576.935
TMEM38A	66.3794	TMEM38A	41.6537
TMEM38B	81.8164	TMEM38B	119.3659
TMEM39A	562.9382	TMEM39A	568.853
TMEM39B	275.8088	TMEM39B	238.4209
removed	removed	TMEM40	6.5278
TMEM41A	810.1885	TMEM41A	528.4426
TMEM41B	1198.4306	TMEM41B	399.7513
TMEM42	245.9639	TMEM42	281.0071
TMEM43	1716.8586	TMEM43	5326.0802
TMEM44	108.574	TMEM44	233.1365
TMEM45A	506.0783	TMEM45A	261.4237
TMEM45B	119.8945	TMEM45B	13.3665
TMEM47	2782.5304	TMEM47	2273.2359
TMEM48	411.655	TMEM48	265.4647
TMEM49	2732.1027	TMEM49	1635.9963
TMEM50A	3776.4199	TMEM50A	2788.6229
TMEM50B	1939.6771	TMEM50B	1443.581
TMEM51	324.6929	TMEM51	116.8791
TMEM52	14.1506	TMEM52	9.9472
TMEM53	200.6381	TMEM53	203.0929
TMEM54	635.4924	TMEM54	366.1797
TMEM55A	54.5443	TMEM55A	448.2437
TMEM55B	392.3587	TMEM55B	463.7861
TMEM56	259.0622	TMEM56	776.9008
TMEM57	1599.5369	TMEM57	828.1007
TMEM59L	12.0924	removed	removed
TMEM59	8666.6238	TMEM59	6680.7585
TMEM5	359.6835	TMEM5	322.6609
TMEM60	347.3339	TMEM60	305.5642
TMEM61	17.2381	TMEM61	11.8122
TMEM62	1045.6037	TMEM62	485.2347
TMEM63A	2201.0677	TMEM63A	1243.3945
TMEM63B	1879.9768	TMEM63B	647.8085
TMEM63C	1094.4877	TMEM63C	59.3721
TMEM64	420.9172	TMEM64	966.4283
TMEM65	371.7759	TMEM65	318.6198
TMEM66	7904.2902	TMEM66	5769.972
TMEM67	244.1629	TMEM67	212.3096
TMEM68	350.9359	TMEM68	309.6052
TMEM69	845.951	TMEM69	472.8007
TMEM70	406.7666	TMEM70	411.2527
TMEM71	9.7768	TMEM71	57.507
removed	removed	TMEM74	9.9472
TMEM79	197.8517	TMEM79	129.6239
TMEM80	420.6599	TMEM80	393.5343
TMEM81	43.2238	TMEM81	45.6947
TMEM84	352.4796	TMEM84	41.9646
TMEM85	1215.2981	TMEM85	1135.4212
TMEM86A	619.1831	TMEM86A	234.355
TMEM86B	23.1556	TMEM86B	33.8825
TMEM87A	3564.4176	TMEM87A	2165.6823
TMEM87B	2257.9276	TMEM87B	915.76
TMEM88	15.9516	TMEM88	104.4451
TMEM8A	900.4953	TMEM8A	590.3015
TMEM8B	751.2703	TMEM8B	505.4399
TMEM90B	104.2002	TMEM90B	6.8387
TMEM91	67.2052	TMEM91	108.7846
TMEM92	6.6894	removed	removed
TMEM93	197.9546	TMEM93	120.429
TMEM97	385.6513	TMEM97	203.0214
TMEM98	879.398	TMEM98	701.5853
TMEM99	704.4446	TMEM99	260.802
TMEM9B	2086.0616	TMEM9B	1164.4389
TMEM9	2664.6942	TMEM9	999.6892
TMF1	1763.1697	TMF1	1223.1893
removed	removed	TMIE	12.4339
TMLHE	362.5137	TMLHE	358.4085
TMOD1	94.7244	TMOD1	945.1383
TMOD2	272.9787	TMOD2	862.9158
TMOD3	1668.7464	TMOD3	1767.1744
TMPO	1301.7894	TMPO	753.2763
TMPPE	39.3645	TMPPE	35.1259
TMPRSS13	650.1576	TMPRSS13	128.3805
TMPRSS2	147.4239	TMPRSS2	177.4946
TMPRSS3	290.2168	TMPRSS3	150.4507
TMPRSS4	205.3129	removed	removed
removed	removed	TMPRSS5	7.4604
TMPRSS6	136.8753	TMPRSS6	7.4604
TMSB10	8770.0521	TMSB10	10701.8962
TMSB15A	15.1798	TMSB15A	6.5278
TMSB15B	43.4862	TMSB15B	42.2754
TMSL3	23368.6242	TMSL3	31245.5704
TMTC1	202.9974	TMTC1	4541.1874
TMTC2	317.7462	TMTC2	302.1449
TMTC3	950.1512	TMTC3	753.497
TMTC4	535.666	TMTC4	387.3174
TMUB1	276.838	TMUB1	202.3624
TMUB2	708.3039	TMUB2	747.2801
TMX1	1268.4119	TMX1	948.0883
TMX2	1883.7486	TMX2	1578.1784
TMX3	1482.2152	TMX3	1690.7056
TMX4	424.0046	TMX4	1130.2456
TNC	1327.33	TNC	3566.3662
TNFAIP1	1317.4863	TNFAIP1	1368.3214
TNFAIP2	1829.2918	TNFAIP2	2473.7333
TNFAIP3	388.7567	TNFAIP3	577.2459
TNFAIP6	233.0996	TNFAIP6	124.3394
TNFAIP8L1	156.1716	TNFAIP8L1	176.2512
TNFAIP8L2	92.6224	TNFAIP8L2	87.6593
TNFAIP8L3	164.662	TNFAIP8L3	84.24
TNFAIP8	225.3811	TNFAIP8	713.0867
TNFRSF10A	127.8703	TNFRSF10A	107.8645
TNFRSF10B	1002.8944	TNFRSF10B	820.9512
TNFRSF10C	72.5542	TNFRSF10C	47.249
TNFRSF10D	40.6509	TNFRSF10D	247.7463
TNFRSF11A	34.7334	TNFRSF11A	105.3777
TNFRSF11B	34.7334	TNFRSF11B	192.4153
TNFRSF12A	208.9149	TNFRSF12A	110.3513
TNFRSF14	636.3466	TNFRSF14	728.567
TNFRSF17	5.1457	TNFRSF17	11.8122
TNFRSF18	67.9231	TNFRSF18	9.0146
TNFRSF19	358.3971	TNFRSF19	238.7317
TNFRSF1A	1802.5343	TNFRSF1A	2741.9956
TNFRSF1B	349.6495	TNFRSF1B	1934.4109
TNFRSF21	379.7517	TNFRSF21	1468.138
TNFRSF25	28.8158	TNFRSF25	64.3457
TNFRSF4	17.2381	TNFRSF4	13.0556
TNFRSF6B	17.0348	TNFRSF6B	11.6879
removed	removed	TNFRSF8	121.5418
TNFSF10	8383.3537	TNFSF10	4437.364
removed	removed	TNFSF12-TNFSF13	124.498
TNFSF12	641.4099	TNFSF12	1213.7084
TNFSF13B	61.491	TNFSF13B	53.1551
TNFSF13	1327.0727	TNFSF13	456.0118
removed	removed	TNFSF14	12.4339
removed	removed	TNFSF15	18.3401
TNFSF4	187.0457	TNFSF4	42.5863
TNFSF8	51.4569	TNFSF8	61.548
removed	removed	TNFSF9	12.4339
TNF	45.7966	TNF	28.5981
TNIK	823.8245	TNIK	225.3652
TNIP1	1962.3078	TNIP1	8195.5238
TNIP2	304.1101	TNIP2	501.088
TNK1	628.5457	TNK1	191.1719
TNK2	834.8878	TNK2	718.2965
TNKS1BP1	2980.8966	TNKS1BP1	6053.1551
TNKS2	815.3341	TNKS2	2067.1433
TNKS	1490.137	TNKS	1491.9179
removed	removed	TNMD	478.0852
TNNC1	11.3205	removed	removed
removed	removed	TNNC2	23.6245
TNNI1	11.0632	TNNI1	10.8797
removed	removed	TNNI2	18.6509
TNNI3K	20.732	TNNI3K	60.0964
removed	removed	TNNT1	6.217
removed	removed	TNNT3	385.1414
TNN	232.8423	TNN	405.0357
TNPO1	3312.2789	TNPO1	3157.6002
TNPO2	1613.4302	TNPO2	2044.7622
TNPO3	1186.3382	TNPO3	1279.4529
TNRC18	1745.4171	TNRC18	1423.065
TNRC6A	1703.4798	TNRC6A	2286.6024
TNRC6B	1018.3315	TNRC6B	1158.5328
TNRC6C	934.4465	TNRC6C	828.5235
TNS1	2015.5657	TNS1	56721.4796
TNS3	2380.3949	TNS3	4810.3823
TNS4	86.7048	TNS4	422.7541
TNXB	105.3091	TNXB	16446.0957
TOB1	3238.518	TOB1	1414.9736
TOB2	1429.9865	TOB2	2862.2941
TOE1	233.8869	TOE1	173.4038
TOLLIP	946.0346	TOLLIP	1136.4625
TOM1L1	1295.9259	TOM1L1	420.4507
TOM1L2	2748.3116	TOM1L2	1774.9456
TOM1	625.7156	TOM1	1217.2832
TOMM20	7147.8742	TOMM20	4746.6584
TOMM22	901.7817	TOMM22	959.2788
TOMM34	934.1995	TOMM34	416.848
TOMM40L	498.1668	TOMM40L	395.6979
TOMM40	531.5495	TOMM40	396.332
TOMM5	760.0129	TOMM5	749.1234
TOMM6	1805.8841	TOMM6	1422.6546
TOMM70A	2420.9867	TOMM70A	2542.9873
TOMM7	1251.6884	TOMM7	2341.0009
TOP1MT	197.3371	TOP1MT	320.7958
TOP1P1	89.7922	TOP1P1	57.1961
TOP1	3113.1408	TOP1	1887.162
removed	removed	TOP2A	164.1281
TOP2B	5476.555	TOP2B	3996.2698
TOP3A	522.03	TOP3A	349.7047
TOP3B	161.3173	TOP3B	202.9841
TOPBP1	966.6174	TOPBP1	828.4116
TOPORS	795.7805	TOPORS	659.9316
TOR1AIP1	2684.7623	TOR1AIP1	2843.0214
TOR1AIP2	704.1873	TOR1AIP2	499.8446
TOR1A	981.2826	TOR1A	798.8809
TOR1B	629.8321	TOR1B	536.2139
TOR2A	389.2712	TOR2A	128.0696
TOR3A	1260.1788	TOR3A	625.4274
TOX2	31.1314	TOX2	54.0877
TOX3	892.5195	TOX3	75.2254
TOX4	2329.872	TOX4	1958.2561
TOX	21.6119	TOX	68.3867
TP53AIP1	7.204	TP53AIP1	24.2462
TP53BP1	1973.6284	TP53BP1	1141.4361
TP53BP2	1389.5928	TP53BP2	844.2648
TP53I11	4305.3965	TP53I11	1616.4128
TP53I13	230.2695	TP53I13	305.875
TP53I3	136.8753	TP53I3	301.2123
TP53INP1	2154.7565	TP53INP1	1307.4293
TP53INP2	2100.4695	TP53INP2	744.7933
TP53RK	596.6424	TP53RK	335.4057
TP53TG1	346.3048	TP53TG1	253.9633
TP53	1589.7601	TP53	847.3733
TP63	133.7879	TP63	673.609
TP73	57.1171	TP73	19.5835
TPBG	2312.4719	TPBG	486.7889
TPCN1	1192.2557	TPCN1	1928.8157
TPCN2	175.3264	TPCN2	332.3842
TPD52L1	2131.0864	TPD52L1	627.2925
TPD52L2	1315.495	TPD52L2	3341.6226
TPD52	7010.2373	TPD52	778.5359
TPH1	5.403	removed	removed
TPI1P2	27.0149	TPI1P2	11.1906
TPI1	4158.4872	TPI1	3676.0957
TPK1	57.3744	TPK1	133.0432
TPM1	7346.171	TPM1	4227.8241
TPM2	525.8892	TPM2	2342.5552
TPM3	8612.5941	TPM3	5748.8343
TPM4	13412.4912	TPM4	11242.7728
TPMT	1019.8752	TPMT	412.4961
removed	removed	TPO	99.1607
TPP1	5334.534	TPP1	5564.5011
TPP2	866.791	TPP2	1146.4097
TPPP3	116.5498	TPPP3	1021.7594
TPPP	213.2887	TPPP	907.0563
TPRA1	488.3257	TPRA1	524.4016
TPRG1L	1225.7027	TPRG1L	2297.1713
TPRG1	9208.2074	TPRG1	479.3286
TPRKB	492.4423	TPRKB	231.5822
TPRN	418.3444	TPRN	124.0286
TPR	5191.7129	TPR	4294.3208
TPSAB1	589.1812	TPSAB1	1091.3895
TPSB2	914.1313	TPSB2	1763.4442
TPSD1	19.039	TPSD1	32.95
TPSG1	5.1457	TPSG1	7.7712
TPST1	100.8555	TPST1	529.686
TPST2	631.3758	TPST2	1125.8937
TPT1	27731.1378	TPT1	67211.6879
removed	removed	TPTE2P1	17.7184
TPX2	628.803	TPX2	104.1343
TRA2A	1595.4203	TRA2A	1080.1989
TRA2B	2245.5779	TRA2B	1980.1057
TRABD	215.347	TRABD	197.078
TRADD	151.2832	TRADD	278.5204
TRAF1	94.1661	TRAF1	205.4709
TRAF2	243.1337	TRAF2	193.6587
TRAF3IP1	773.3968	TRAF3IP1	656.5123
TRAF3IP2	751.2703	TRAF3IP2	738.8872
TRAF3IP3	69.9813	TRAF3IP3	70.2518
TRAF3	217.4053	TRAF3	275.7227
TRAF4	814.5623	TRAF4	260.4911
TRAF5	2105.6152	TRAF5	388.2499
TRAF6	293.3042	TRAF6	313.9571
TRAF7	1747.8922	TRAF7	1170.2238
TRAFD1	1483.5016	TRAFD1	762.8225
TRAIP	77.9572	TRAIP	31.3957
TRAK1	1996.7839	TRAK1	2052.8443
TRAK2	2449.3471	TRAK2	3124.0286
TRAM1L1	242.6192	TRAM1L1	77.0905
TRAM1	3524.7958	TRAM1	4530.9294
TRAM2	1187.3673	TRAM2	2546.161
TRANK1	1385.4763	TRANK1	838.6696
TRAP1	1546.6032	TRAP1	1129.7451
TRAPPC10	1369.782	TRAPPC10	1370.5316
TRAPPC1	1227.2464	TRAPPC1	885.2969
TRAPPC2L	443.8155	TRAPPC2L	450.4196
TRAPPC2P1	211.1173	TRAPPC2P1	105.5518
TRAPPC2	456.4225	TRAPPC2	252.4091
TRAPPC3	1075.7059	TRAPPC3	1165.6823
TRAPPC4	1367.981	TRAPPC4	736.4004
TRAPPC5	361.7418	TRAPPC5	182.779
TRAPPC6A	246.2211	TRAPPC6A	172.521
TRAPPC6B	754.1005	TRAPPC6B	837.1153
TRAPPC9	797.5815	TRAPPC9	590.6124
removed	removed	TRAT1	13.3665
TRDMT1	83.8747	TRDMT1	219.1483
removed	removed	TRDN	176.562
TREM1	13.3788	TREM1	6.217
TREM2	350.4213	TREM2	291.2652
TRERF1	1135.1386	TRERF1	296.5496
TREX1	350.9256	TREX1	215.1694
removed	removed	TRHDE	309.3534
TRH	6.9467	removed	removed
TRIAP1	463.1119	TRIAP1	467.2055
TRIB1	2056.4739	TRIB1	1449.1763
TRIB2	306.4257	TRIB2	1362.1386
TRIB3	480.3499	TRIB3	94.498
TRIL	906.6701	TRIL	568.853
TRIM11	393.1305	TRIM11	245.2596
TRIM13	777.6626	TRIM13	858.396
TRIM14	2315.8166	TRIM14	512.2785
TRIM16L	174.1635	TRIM16L	214.6845
TRIM16	524.4253	TRIM16	648.6229
TRIM17	9.005	TRIM17	24.8679
TRIM21	680.7744	TRIM21	524.7125
TRIM22	1369.2674	TRIM22	1823.438
TRIM23	560.3653	TRIM23	571.6506
TRIM24	952.2094	TRIM24	712.465
TRIM25	1608.5418	TRIM25	1972.6453
TRIM26	2003.7306	TRIM26	1054.3985
TRIM27	1547.8227	TRIM27	984.1467
TRIM28	5099.8907	TRIM28	2629.7793
TRIM29	119.6372	TRIM29	1465.9621
TRIM2	249.5658	TRIM2	1367.1122
TRIM32	471.6022	TRIM32	484.613
TRIM33	1511.0311	TRIM33	1153.8701
TRIM34	395.4461	TRIM34	315.5113
TRIM35	324.6929	TRIM35	627.9142
TRIM36	41.6801	TRIM36	32.95
TRIM37	1046.9698	TRIM37	723.8203
TRIM38	884.5436	TRIM38	640.0373
TRIM39	372.4989	TRIM39	442.3438
TRIM3	483.6946	TRIM3	231.5822
TRIM41	714.0825	TRIM41	666.2916
TRIM44	1464.4626	TRIM44	1835.8719
TRIM45	567.5693	TRIM45	127.1371
TRIM46	70.7532	TRIM46	17.4075
TRIM47	389.7858	TRIM47	645.9434
TRIM4	1215.9259	TRIM4	980.1057
removed	removed	TRIM50	7.7712
TRIM52	323.4064	TRIM52	242.4619
TRIM56	224.6092	TRIM56	455.3932
TRIM58	338.2415	TRIM58	78.3339
TRIM59	316.29	TRIM59	48.3214
TRIM5	630.375	TRIM5	480.5595
removed	removed	TRIM61	16.475
TRIM62	325.722	TRIM62	119.3659
removed	removed	TRIM63	6.5278
TRIM65	403.1646	TRIM65	538.3898
TRIM66	836.1742	TRIM66	477.7743
TRIM68	187.8176	TRIM68	393.2235
TRIM69	15.9516	TRIM69	15.0793
TRIM6	128.1276	TRIM6	216.0398
TRIM78P	15.1515	TRIM78P	10.8921
TRIM7	7.7185	TRIM7	38.5452
TRIM8	2808.2588	TRIM8	3288.1567
TRIM9	84.3893	TRIM9	51.6009
TRIOBP	787.1306	TRIOBP	1722.723
TRIO	2450.119	TRIO	2700.9636
TRIP10	507.8793	TRIP10	1843.3323
TRIP11	1859.1368	TRIP11	1395.0886
TRIP12	4587.6375	TRIP12	5003.1085
TRIP13	152.3123	TRIP13	46.3164
TRIP4	629.8321	TRIP4	596.2076
TRIP6	658.1334	TRIP6	837.737
TRIT1	331.8968	TRIT1	296.2387
TRMT112	1609.3137	TRMT112	1267.3298
TRMT11	168.5213	TRMT11	222.8785
TRMT12	456.6797	TRMT12	245.8813
TRMT1	307.9694	TRMT1	365.558
TRMT2A	221.0073	TRMT2A	402.8598
TRMT2B	611.3076	TRMT2B	390.7367
TRMT5	523.3164	TRMT5	641.5915
TRMT61A	107.0303	TRMT61A	229.0954
TRMT61B	271.8441	TRMT61B	238.9524
TRMT6	341.4164	TRMT6	278.2095
TRMU	102.1419	TRMU	170.345
TRNAU1AP	233.6142	TRNAU1AP	294.0628
TRNP1	85.6757	TRNP1	113.7706
TRNT1	513.7454	TRNT1	373.4504
TROAP	93.1369	TROAP	8.0821
TROVE2	1823.8683	TROVE2	1178.7473
TRO	129.1568	TRO	342.866
TRPC1	76.928	TRPC1	243.7053
TRPC3	6.6894	removed	removed
TRPC4AP	2029.2018	TRPC4AP	2298.7255
TRPC4	13.6361	removed	removed
TRPC6	108.3167	TRPC6	136.7734
TRPM2	87.4767	TRPM2	125.5828
TRPM4	1046.8901	TRPM4	541.8091
removed	removed	TRPM6	95.4305
TRPM7	1320.3834	TRPM7	1604.6006
TRPS1	16977.166	TRPS1	2349.3938
TRPT1	366.6302	TRPT1	238.7317
TRPV1	265.0492	TRPV1	179.6705
TRPV2	118.8654	TRPV2	371.1532
removed	removed	TRPV3	9.6612
TRPV4	105.4866	TRPV4	65.5891
TRPV5	5.1457	removed	removed
TRPV6	109.6031	TRPV6	42.5863
TRRAP	1876.609	TRRAP	1641.346
TRUB1	714.9932	TRUB1	425.8626
TRUB2	580.9481	TRUB2	425.2409
TSC1	1021.6762	TSC1	1266.7081
TSC22D1	3424.4549	TSC22D1	4732.3593
TSC22D2	521.5154	TSC22D2	554.2431
TSC22D3	3010.7416	TSC22D3	5377.0594
TSC22D4	469.544	TSC22D4	587.8147
TSC2	1561.7161	TSC2	1541.8091
TSEN15	1074.9341	TSEN15	503.8856
TSEN2	225.8957	TSEN2	151.0724
TSEN34	955.0396	TSEN34	442.0267
TSEN54	379.7517	TSEN54	147.9639
TSFM	589.953	TSFM	469.3814
TSG101	1732.5529	TSG101	1225.9869
TSGA10	196.8225	TSGA10	88.9027
TSGA14	333.9551	TSGA14	228.4737
removed	removed	TSHR	6.217
TSHZ1	882.7427	TSHZ1	1204.2275
TSHZ2	37.8208	TSHZ2	609.885
TSHZ3	227.1821	TSHZ3	375.816
TSIX	47.4484	TSIX	23.0028
removed	removed	TSKS	21.4486
TSKU	1743.1016	TSKU	3640.0373
removed	removed	TSLP	112.5272
TSNARE1	80.53	TSNARE1	152.3158
TSNAXIP1	41.6801	TSNAXIP1	13.3665
TSNAX	1581.0124	TSNAX	946.1113
TSN	2189.4899	TSN	1987.5661
TSPAN10	32.9324	TSPAN10	8.3929
TSPAN11	22.3837	TSPAN11	225.0544
TSPAN12	98.5399	TSPAN12	497.6686
TSPAN13	5868.1418	TSPAN13	1377.6811
TSPAN14	1753.3929	TSPAN14	3787.6904
TSPAN15	2932.0126	TSPAN15	2041.6537
TSPAN17	931.1121	TSPAN17	598.3836
TSPAN18	367.1448	TSPAN18	1075.2254
TSPAN1	8535.4088	TSPAN1	330.4321
TSPAN2	59.9473	TSPAN2	235.0016
TSPAN31	1287.1937	TSPAN31	1291.2652
removed	removed	TSPAN32	8.7038
TSPAN33	398.0189	TSPAN33	272.6142
TSPAN3	2653.1164	TSPAN3	9445.1352
TSPAN4	435.3251	TSPAN4	1502.6422
TSPAN5	195.0215	TSPAN5	69.0084
TSPAN6	211.4877	TSPAN6	1446.6895
TSPAN7	156.9435	TSPAN7	2281.6288
removed	removed	TSPAN8	48.8032
TSPAN9	1257.0914	TSPAN9	1666.4594
TSPO	443.301	TSPO	1190.8611
TSPYL1	3665.7696	TSPYL1	2228.8094
TSPYL2	530.2631	TSPYL2	642.2132
TSPYL3	30.1023	TSPYL3	22.3811
TSPYL4	1182.4789	TSPYL4	747.2801
TSPYL5	109.8604	TSPYL5	529.9969
TSR1	1497.8041	TSR1	1121.7439
TSR2	729.4012	TSR2	980.7274
TSSC1	348.6203	TSSC1	212.9313
TSSC4	185.2447	TSSC4	310.5378
TSSK3	22.7491	TSSK3	24.0721
TSSK4	16.4662	TSSK4	14.6099
TSSK6	12.8642	TSSK6	7.4604
TSTA3	1321.4125	TSTA3	592.4775
TSTD1	1715.5696	TSTD1	224.1219
TSTD2	721.0703	TSTD2	628.6882
TST	364.3147	TST	805.7196
TTBK1	6.4321	removed	removed
