gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
NLRX1	400.5919	NLRX1	603.211
NMB	74.9175	NMB	690.367
NMD3	1250.6888	NMD3	1032.1101
NME1-NME2	54.8136	NME1-NME2	28.6835
NME1	1733.1513	NME1	395.945
NME2P1	108.3518	NME2P1	61.4679
NME2	7983.4996	NME2	3362.0642
NME3	882.2928	NME3	271.1009
NME4	6518.4415	NME4	1650
NME5	50.7705	NME5	15.1376
NME6	203.7013	NME6	189.4495
NME7	285.6833	NME7	194.0183
NMI	728.1238	NMI	366.9725
NMNAT1	217.9418	NMNAT1	264.6789
NMNAT2	34.6726	NMNAT2	792.6606
NMNAT3	36.53	NMNAT3	175.2294
NMRAL1	1301.4593	NMRAL1	268.3486
NMT1	1964.5721	NMT1	2867.4312
NMT2	248.2803	NMT2	2053.6697
removed	removed	NMUR1	117.8899
NMUR2	5.5724	removed	removed
removed	removed	NNAT	426.1468
NNMT	5016.9957	NNMT	3587.156
NNT	760.9389	NNT	2000.7661
NOB1	863.7183	NOB1	663.7615
NOC2L	1923.6275	NOC2L	1041.5321
NOC3L	456.3157	NOC3L	428.8991
NOC4L	292.8593	NOC4L	206.8807
NOD1	437.1219	NOD1	761.4679
NOD2	138.6902	NOD2	76.1468
NODAL	6.8107	NODAL	21.1009
NOG	6.8107	removed	removed
NOL10	432.7879	NOL10	538.0734
NOL11	1193.7267	NOL11	695.8716
NOL12	373.3368	NOL12	169.8899
NOL3	731.2195	NOL3	438.9908
NOL6	897.7717	NOL6	912.3853
NOL7	598.7208	NOL7	513.7615
NOL8	884.1503	NOL8	669.2661
NOL9	127.5455	NOL9	168.3486
NOLC1	2033.298	NOLC1	1331.1927
NOM1	445.1709	NOM1	543.578
NOMO1	5429.9707	NOMO1	3132.5688
NOMO2	2274.1485	NOMO2	1481.6514
NOMO3	2283.4358	NOMO3	1966.9725
NONO	6562.4013	NONO	3954.1284
NOP10	682.9256	NOP10	720.6422
NOP14	846.481	NOP14	779.7477
NOP16	325.6744	NOP16	116.055
NOP2	851.3352	NOP2	444.9541
NOP56	1932.3761	NOP56	1048.6239
NOP58	1656.2339	NOP58	477.5229
NOS1AP	9.2873	NOS1AP	50
NOS2	23.5278	NOS2	8.7156
NOS3	346.7256	NOS3	595.055
NOSIP	655.0637	NOSIP	518.3486
NOSTRIN	603.6741	NOSTRIN	1112.3853
NOTCH1	1030.2704	NOTCH1	2009.633
NOTCH2NL	636.0929	NOTCH2NL	691.0138
NOTCH2	6891.7907	NOTCH2	13424.7706
NOTCH3	7798.2305	NOTCH3	5348.6239
NOTCH4	783.2284	NOTCH4	3055.9633
NOTUM	5.5724	removed	removed
NOVA1	121.354	NOVA1	1300
NOVA2	77.3941	NOVA2	136.2385
NOV	308.3381	NOV	1087.6147
NOX4	923.1569	NOX4	707.7982
NOX5	142.4052	removed	removed
NOXA1	140.5477	NOXA1	38.0734
NOXO1	6.1915	removed	removed
NPAS1	9.9064	removed	removed
NPAS2	178.316	NPAS2	138.0734
NPAS3	105.8751	NPAS3	61.9266
NPAT	373.3492	NPAT	530.2752
NPC1L1	19.1937	NPC1L1	9.1743
NPC1	1043.8732	NPC1	1108.3945
NPC2	4464.0922	NPC2	4520.6422
NPDC1	3774.9751	NPDC1	918.3486
NPEPL1	645.1573	NPEPL1	697.7064
NPEPPS	2072.3047	NPEPPS	1821.1009
NPFF	8.6681	NPFF	8.7156
NPHP1	66.8685	NPHP1	72.9358
NPHP3	633.3934	NPHP3	638.0734
NPHP4	245.8037	NPHP4	261.9266
NPIPL3	504.9501	NPIPL3	427.0138
NPIP	603.8536	NPIP	1049.367
NPLOC4	2369.4981	NPLOC4	3087.6147
NPL	334.3426	NPL	544.0367
NPM1	11404.1768	NPM1	4225.2294
NPM3	257.5676	NPM3	90.367
NPNT	2110.073	NPNT	510.0917
NPR1	244.5654	NPR1	5014.6789
NPR2	455.0774	NPR2	874.3119
NPR3	21.6704	NPR3	595.8716
NPRL2	364.0619	NPRL2	222.0183
NPRL3	1193.1076	NPRL3	852.7523
NPTN	3235.6929	NPTN	2205.5046
removed	removed	NPTX1	6.422
NPTX2	82.3473	NPTX2	26.6055
NPTXR	229.0866	NPTXR	301.3761
NPY1R	1113.2369	NPY1R	1389.4495
removed	removed	NPY2R	5.9633
removed	removed	NPY5R	119.7248
NQO1	2162.0818	NQO1	3351.8349
NQO2	404.3068	NQO2	646.3303
NR1D1	913.8201	NR1D1	1394.2339
NR1D2	1341.7043	NR1D2	2350.9174
NR1H2	1731.1514	NR1H2	1408.7156
NR1H3	336.2	NR1H3	1415.5963
NR1I3	27.026	NR1I3	5.7294
NR2C1	215.4652	NR2C1	383.945
NR2C2AP	551.9748	NR2C2AP	160.7248
NR2C2	471.101	NR2C2	1625.2615
NR2E3	6.8107	removed	removed
NR2F1	283.572	NR2F1	248.6239
NR2F2	1328.7021	NR2F2	1713.7615
NR2F6	1267.4059	NR2F6	329.8165
NR3C1	1412.9069	NR3C1	5250.4587
NR3C2	94.1112	NR3C2	566.9725
NR4A1	931.2059	NR4A1	4000.4587
NR4A2	349.2022	NR4A2	547.2477
NR4A3	37.1492	NR4A3	203.6697
NR5A2	67.4877	NR5A2	260.0917
NRARP	527.5182	NRARP	227.0642
NRAS	1313.2232	NRAS	1131.6514
NRBF2	590.0527	NRBF2	623.3945
NRBP1	3208.4502	NRBP1	2182.5688
NRBP2	727.5046	NRBP2	1269.7248
NRCAM	175.2203	NRCAM	37.156
NRD1	3738.4451	NRD1	2977.5229
NRF1	367.1577	NRF1	392.6606
NRG1	84.2048	removed	removed
removed	removed	NRG2	78.8991
NRGN	76.1558	NRGN	118.8073
NRIP1	1518.1628	NRIP1	3466.9725
NRIP2	42.1024	NRIP2	154.5872
NRIP3	94.7304	NRIP3	70.6422
NRK	211.1311	NRK	82.5688
NRL	19.2309	NRL	18.8991
NRM	360.9661	NRM	307.7982
NRN1	591.291	NRN1	1503.211
NRP1	4118.6049	NRP1	12870.1835
NRP2	4229.4333	NRP2	2629.8165
NRSN2	1100.8538	NRSN2	387.6147
NRTN	7.4298	removed	removed
removed	removed	NRXN1	16.5138
NRXN2	76.775	NRXN2	71.1009
NRXN3	69.3451	NRXN3	28.4404
NSA2	1250.0697	NSA2	1094.4954
NSD1	1528.6884	NSD1	2111.0092
NSDHL	502.7521	NSDHL	350.9174
NSFL1C	1802.9732	NSFL1C	1540.8257
NSF	1213.5396	NSF	939.4495
NSL1	423.5006	NSL1	570.1835
NSMAF	1005.5043	NSMAF	1154.1284
NSMCE1	1464.9157	NSMCE1	642.2018
NSMCE2	376.4449	NSMCE2	194.0367
NSMCE4A	380.779	NSMCE4A	806.422
NSUN2	1141.0987	NSUN2	974.3119
NSUN3	115.1624	NSUN3	99.0826
NSUN4	489.7499	NSUN4	435.3211
NSUN5P1	71.2026	NSUN5P1	71.5596
NSUN5P2	258.4654	NSUN5P2	190.5734
NSUN5	528.1374	NSUN5	320.1835
NSUN6	191.9374	NSUN6	149.0826
NSUN7	29.7193	NSUN7	16.9725
NT5C2	1238.9249	NT5C2	1010.5505
NT5C3L	385.7322	NT5C3L	444.0367
NT5C3	652.5871	NT5C3	326.6055
NT5C	354.1554	NT5C	224.3119
NT5DC1	807.3753	NT5DC1	653.6697
NT5DC2	706.732	NT5DC2	384.5183
NT5DC3	193.1757	NT5DC3	333.4862
NT5E	1690.2873	NT5E	2307.7982
NT5M	95.9687	NT5M	26.6055
NTAN1	1003.0277	NTAN1	1033.945
NTF3	47.0556	NTF3	11.9266
NTHL1	302.1466	NTHL1	122.9358
NTM	1115.0943	NTM	636.2385
NTN1	57.5812	NTN1	577.9817
NTN4	515.1352	NTN4	1726.1468
removed	removed	NTN5	6.422
NTNG2	48.9131	NTNG2	27.5229
NTRK2	234.0398	NTRK2	7243.578
NTRK3	7.4298	NTRK3	237.6147
NTSR1	45.8173	removed	removed
removed	removed	NTS	5.5046
NUAK1	736.7919	NUAK1	2265.1376
NUAK2	105.256	NUAK2	47.2477
NUB1	1274.7305	NUB1	1932.922
NUBP1	586.7278	NUBP1	402.7523
NUBP2	1064.9429	NUBP2	490.8257
NUBPL	185.1267	NUBPL	477.9817
NUCB1	6253.444	NUCB1	7920.6422
NUCB2	3257.741	NUCB2	957
NUCKS1	8391.3789	NUCKS1	7943.1193
NUDCD1	430.3112	NUDCD1	363.7615
NUDCD2	462.5072	NUDCD2	352.7523
NUDCD3	2136.0774	NUDCD3	2436.6972
NUDC	2219.6631	NUDC	1584.4037
NUDT10	128.1646	removed	removed
NUDT11	65.0111	NUDT11	22.4771
NUDT12	327.5319	NUDT12	316.5138
NUDT13	40.8641	NUDT13	55.2294
NUDT14	392.5429	NUDT14	294.0367
NUDT15	571.7443	NUDT15	441.8119
NUDT16L1	680.449	NUDT16L1	202.2936
NUDT16P1	110.2092	NUDT16P1	74.7706
NUDT16	595.0059	NUDT16	1052.7523
NUDT17	31.5768	NUDT17	17.8899
NUDT18	248.8995	NUDT18	170.1835
NUDT19	359.1087	NUDT19	271.1009
NUDT1	177.0777	NUDT1	157.7982
NUDT21	1933.6144	NUDT21	1831.6514
NUDT22	348.6759	NUDT22	142.0229
NUDT2	487.8925	NUDT2	383.0275
NUDT3	511.4203	NUDT3	438.9908
NUDT4	1690.9065	NUDT4	1102.2936
NUDT5	632.7123	NUDT5	508.211
NUDT6	52.7394	NUDT6	79.6881
NUDT7	50.7705	NUDT7	135.7798
NUDT8	458.1731	NUDT8	68.8073
NUDT9	620.3912	NUDT9	622.4771
NUF2	202.463	NUF2	10.0917
NUFIP1	237.7547	NUFIP1	131.1927
NUFIP2	2728.6067	NUFIP2	2309.1743
NUMA1	9329.4203	NUMA1	9429.7798
NUMBL	371.4917	NUMBL	922.0183
removed	removed	NUMB	1981.1927
NUP107	936.7783	NUP107	772.0183
removed	removed	NUP133	1157.7982
NUP153	1107.0453	NUP153	1568.8073
NUP155	382.0173	NUP155	515.1376
NUP160	1036.4619	NUP160	1286.2385
NUP188	1257.4995	NUP188	1644.9541
NUP205	1280.4081	NUP205	1187.6147
NUP210	1185.6778	NUP210	114.2202
NUP214	1723.1025	NUP214	1622.9358
NUP35	318.2446	NUP35	133.945
NUP37	304.6232	NUP37	209.1743
NUP43	1017.8873	NUP43	461.9266
NUP50	1005.5043	NUP50	1094.0367
NUP54	811.0903	NUP54	733.0275
NUP62	1780.9994	NUP62	1016.1881
NUP85	746.0792	NUP85	524.3119
NUP88	639.1391	NUP88	694.7156
NUP93	863.0991	NUP93	623.3945
NUP98	1965.1912	NUP98	2493.578
NUPL1	1020.3639	NUPL1	641.2844
NUPL2	451.3624	NUPL2	260.5505
NUPR1	3610.8996	NUPR1	2282.5688
NUS1	1268.6442	NUS1	1025.6881
NUSAP1	732.4579	NUSAP1	66.9725
NUTF2	2149.6988	NUTF2	954.5872
NVL	623.4869	NVL	276.1468
NWD1	11.1448	removed	removed
NXF1	1836.4074	NXF1	1547.7064
removed	removed	NXF3	17.8899
removed	removed	NXNL1	7.7982
NXNL2	11.1448	removed	removed
NXN	1669.8553	NXN	321.1009
NXPH3	191.3182	NXPH3	234.8624
NXPH4	1122.5242	NXPH4	11.0092
NXT1	367.7768	NXT1	157.3394
NXT2	334.3426	NXT2	305.0459
NYNRIN	366.5385	NYNRIN	1642.6606
OAF	773.3219	OAF	1177.5229
OAS1	1757.775	OAS1	911.0092
OAS2	3396.6727	OAS2	980.2752
OAS3	3127.9603	OAS3	1322.4771
OASL	456.3157	OASL	109.1743
OAT	2640.0679	OAT	1950.4587
OAZ1	14154.4539	OAZ1	7111.0092
OAZ2	2139.7923	OAZ2	1822.4771
OAZ3	34.8831	OAZ3	7.6422
OBFC1	868.6715	OBFC1	694.4954
OBFC2A	425.9772	OBFC2A	329.8165
OBFC2B	744.8409	OBFC2B	376.6055
OBP2A	9.2873	removed	removed
OBP2B	85.4431	removed	removed
OBSCN	139.5694	OBSCN	93.1193
OBSL1	1305.1743	OBSL1	753.6697
OCEL1	307.719	OCEL1	277.5229
OCIAD1	2099.5474	OCIAD1	1851.8349
OCIAD2	339.2958	OCIAD2	114.2202
removed	removed	OCLM	5.5046
OCLN	115.7816	OCLN	22.4771
OCRL	910.7739	OCRL	1303.211
ODC1	369.6343	ODC1	866.9725
ODF2L	404.3068	ODF2L	390.367
ODF2	1305.7934	ODF2	535.7798
ODF3B	85.4431	ODF3B	141.2844
removed	removed	ODF3L1	31.1927
removed	removed	ODF3L2	5.5046
ODZ1	6.1915	ODZ1	262.844
ODZ2	84.2048	ODZ2	7.7982
ODZ3	992.5021	ODZ3	1674.3119
ODZ4	489.1308	ODZ4	1149.5413
OFD1	1486.5861	OFD1	328.8991
OGDH	2431.4133	OGDH	5033.945
OGFOD1	938.0166	OGFOD1	826.6055
OGFOD2	353.7963	OGFOD2	136.1055
OGFRL1	341.1532	OGFRL1	713.3028
OGFR	887.9024	OGFR	683.4862
OGG1	286.0486	OGG1	306.0183
OGN	765.273	OGN	1227.5229
OGT	3727.3003	OGT	3433.4862
OIP5	79.4002	OIP5	6.4083
OIT3	15.4788	removed	removed
OLA1	2681.5511	OLA1	938.0734
OLFM1	810.4711	OLFM1	608.7156
OLFM2	431.5496	OLFM2	565.1376
removed	removed	OLFM4	20.6422
OLFML1	1151.6243	OLFML1	1000
OLFML2A	3859.799	OLFML2A	3849.0826
OLFML2B	9580.1524	OLFML2B	1253.6697
OLFML3	4207.1438	OLFML3	1929.3578
OLIG1	7.4298	removed	removed
OLR1	328.151	OLR1	18.8073
OMA1	330.6276	OMA1	202.7523
OMD	1567.6951	OMD	723.8532
ONECUT2	8.6681	removed	removed
OPA1	2176.3224	OPA1	1929.3578
OPA3	305.2424	OPA3	467.8899
OPCML	17.3363	OPCML	18.3486
OPHN1	134.3562	OPHN1	554.5872
OPLAH	287.2869	OPLAH	288.5321
OPN3	663.7752	OPN3	342.2706
removed	removed	OPN4	5.0459
OPRL1	112.6858	OPRL1	70.6422
OPTN	2435.7474	OPTN	5090.8257
OR2A1	9.2873	OR2A1	16.5138
OR2A4	71.2026	OR2A4	35.7798
OR2A7	205.5588	OR2A7	72.0183
OR2A9P	411.1175	OR2A9P	428.4404
OR51E1	130.0221	OR51E1	77.0642
OR51E2	16.7171	OR51E2	14.6789
ORAI1	329.3893	ORAI1	329.8165
ORAI2	633.0281	ORAI2	505.0275
ORAI3	655.6829	ORAI3	526.6055
ORAOV1	216.0844	ORAOV1	222.0183
ORC1L	95.9687	ORC1L	11.9266
ORC2L	690.9746	ORC2L	311.9266
ORC3L	959.687	ORC3L	587.156
ORC4L	413.5941	ORC4L	365.5963
ORC5L	425.358	ORC5L	212.3853
ORC6L	178.9352	ORC6L	9.633
ORM1	246.4228	removed	removed
ORM2	260.0442	removed	removed
ORMDL1	739.8877	ORMDL1	508.2569
ORMDL2	632.6256	ORMDL2	402.656
ORMDL3	1606.0826	ORMDL3	3647.2477
OS9	9221.6629	OS9	7871.1009
OSBP2	35.2917	OSBP2	29.8165
OSBPL10	507.0862	OSBPL10	494.9541
OSBPL11	595.0059	OSBPL11	1305.0459
OSBPL1A	1492.1584	OSBPL1A	2740.8257
OSBPL2	929.9676	OSBPL2	1012.3853
OSBPL3	432.1687	OSBPL3	315.5963
OSBPL5	1323.1297	OSBPL5	691.2844
OSBPL6	162.2181	OSBPL6	56.8807
OSBPL7	269.9507	OSBPL7	120.6422
OSBPL8	1893.9886	OSBPL8	2743.1193
OSBPL9	1686.5724	OSBPL9	1921.1009
OSBP	1551.5971	OSBP	2072.0183
OSCAR	186.365	OSCAR	85.3211
OSCP1	190.6991	OSCP1	121.1009
OSGEPL1	271.189	OSGEPL1	120.6422
OSGEP	317.6254	OSGEP	299.5413
OSGIN1	238.3739	OSGIN1	236.6972
OSGIN2	568.3823	OSGIN2	1154.1284
OSMR	1196.2034	OSMR	1453.6697
OSM	45.8173	OSM	15.5963
OSR1	14.2405	OSR1	311.9266
OSR2	266.2357	OSR2	709.1743
OST4	3255.4934	OST4	1483.9404
OSTCL	9.2873	removed	removed
OSTC	2717.462	OSTC	870.6422
OSTF1	869.2906	OSTF1	961.9266
OSTM1	910.1547	OSTM1	1539.4495
OSTalpha	11.7639	OSTalpha	13.3028
removed	removed	OTC	13.3028
OTOA	13.0022	OTOA	35.7798
OTOR	6.8107	removed	removed
OTUB1	1551.5971	OTUB1	961.4679
OTUB2	88.5389	OTUB2	30.7339
OTUD1	385.1131	OTUD1	644.4954
OTUD3	238.993	OTUD3	263.3028
OTUD4	1091.5665	OTUD4	1399.0826
OTUD5	1188.7735	OTUD5	1268.8073
OTUD6B	232.1823	OTUD6B	220.1835
removed	removed	OTUD7A	27.9817
OTUD7B	768.9879	OTUD7B	1253.6697
OTX1	11.7639	removed	removed
OVCA2	412.1515	OVCA2	242.7844
OVGP1	78.6324	OVGP1	31.6514
OVOL1	256.9484	removed	removed
OVOL2	138.6902	removed	removed
OXA1L	1871.08	OXA1L	1866.9725
OXCT1	509.5628	OXCT1	1285.3211
OXCT2	6.1915	removed	removed
OXER1	130.0221	OXER1	16.9725
OXNAD1	137.4519	OXNAD1	139.4495
OXR1	806.7562	OXR1	1553.6697
OXSM	192.5565	OXSM	124.7706
OXSR1	1279.1698	OXSR1	1689.4495
OXTR	65.0111	OXTR	31.6514
removed	removed	OXT	9.1743
removed	removed	P2RX1	67.8899
P2RX4	790.6582	P2RX4	463.3028
P2RX5	26.0725	P2RX5	20.1009
removed	removed	P2RX6	34.4037
P2RX7	99.6836	P2RX7	153.6697
P2RY10	22.9087	P2RY10	6.8807
P2RY11	269.3934	P2RY11	28.7661
removed	removed	P2RY12	161.0092
P2RY13	68.726	P2RY13	316.5138
P2RY14	85.4431	P2RY14	653.211
P2RY1	37.1492	P2RY1	55.9633
P2RY2	48.2939	P2RY2	19.7248
P2RY6	97.8262	P2RY6	119.2661
P2RY8	165.3138	P2RY8	111.0092
P4HA1	3982.3913	P4HA1	921.1009
P4HA2	2490.852	P4HA2	858.2569
P4HA3	775.1794	P4HA3	73.8532
P4HB	38192.4451	P4HB	10716.9725
P4HTM	612.9613	P4HTM	285.3211
P704P	29.7193	P704P	26.6055
PA2G4P4	50.1514	PA2G4P4	31.6514
PA2G4	3414.009	PA2G4	2324.3119
PAAF1	575.8122	PAAF1	354.1284
PABPC1L	450.1241	PABPC1L	27.5229
PABPC1	33779.1234	PABPC1	14790.8257
PABPC3	344.249	PABPC3	176.6055
PABPC4L	61.2961	PABPC4L	55.9633
PABPC4	3166.967	PABPC4	2403.211
PABPC5	48.2939	PABPC5	72.4771
PABPN1	1913.0586	PABPN1	1813.2202
PACRGL	128.1646	PACRGL	180.7339
PACRG	29.7193	removed	removed
PACS1	2832.0053	PACS1	3043.578
PACS2	1214.1588	PACS2	2065.1376
PACSIN1	48.9131	PACSIN1	5.5046
PACSIN2	859.3842	PACSIN2	819.7248
PACSIN3	344.249	PACSIN3	100.4587
PADI2	419.7856	PADI2	40.8257
PADI3	202.463	removed	removed
PAEP	9.9064	removed	removed
PAF1	1002.4085	PAF1	1151.8349
PAFAH1B1	3322.3743	PAFAH1B1	4854.1284
PAFAH1B2	441.456	PAFAH1B2	696.789
PAFAH1B3	669.329	PAFAH1B3	49.8624
PAFAH2	512.6586	PAFAH2	325.6881
PAG1	455.6965	PAG1	421.5596
PAICS	2864.8204	PAICS	978.8991
PAIP1	930.5868	PAIP1	1012.3853
PAIP2B	198.1289	PAIP2B	192.6606
PAIP2	2091.4984	PAIP2	2055.5046
PAK1IP1	331.8659	PAK1IP1	264.2202
PAK1	1334.2744	PAK1	786.6972
PAK2	3375.0023	PAK2	3851.8349
PAK3	14.8597	PAK3	22.0183
PAK4	1550.3588	PAK4	341.2844
PAK6	197.033	PAK6	5.0459
PALB2	379.5407	PALB2	260.5505
PALLD	15119.7132	PALLD	3468.8073
PALM2-AKAP2	1751.8002	PALM2-AKAP2	9490.1651
PALM2	60.0331	PALM2	61.3578
PALM3	99.0645	removed	removed
PALMD	377.6833	PALMD	8563.3028
PALM	481.7009	PALM	3554.1284
PAMR1	151.0733	PAMR1	1919.7248
PAM	7956.1144	PAM	8368.8073
PAN2	687.2597	PAN2	728.8991
PAN3	916.3463	PAN3	978.4404
PANK1	121.9731	PANK1	83.0275
PANK2	533.0906	PANK2	427.0642
PANK3	435.2645	PANK3	631.1927
PANK4	327.5319	PANK4	327.0642
PANX1	755.3665	PANX1	481.1927
PANX2	78.6324	PANX2	19.2661
PAOX	143.6435	PAOX	71.1009
PAPD4	862.48	PAPD4	1194.9541
PAPD5	403.6877	PAPD5	417.4312
PAPD7	344.8682	PAPD7	839.4495
PAPLN	276.7613	PAPLN	562.3853
PAPOLA	5343.2893	PAPOLA	3378.8991
PAPOLG	385.7322	PAPOLG	387.6147
removed	removed	PAPPA2	92.2018
PAPPA	157.2648	PAPPA	163.3028
PAPSS1	1605.4634	PAPSS1	1447.2477
PAPSS2	1189.3927	PAPSS2	2020.1835
PAQR3	172.7437	PAQR3	350.5
PAQR4	2385.9613	PAQR4	187.9495
PAQR5	55.1046	PAQR5	117.8899
PAQR6	74.9175	PAQR6	7.3394
PAQR7	341.1532	PAQR7	205.0459
PAQR8	255.091	PAQR8	382.1101
removed	removed	PAQR9	5.5046
PAR-SN	14.2405	PAR-SN	64.0092
removed	removed	PAR5	47.7064
PARD3B	79.2516	PARD3B	433.0275
PARD3	489.1308	PARD3	681.6514
PARD6A	128.1646	PARD6A	59.633
PARD6B	265.6166	PARD6B	15.1376
PARD6G	343.6298	PARD6G	77.5229
PARG	354.1554	PARG	436.2385
PARK2	183.8884	PARK2	221.5596
PARK7	4800.9114	PARK7	2816.055
PARL	969.5934	PARL	751.8349
PARM1	584.4803	PARM1	2161.9266
PARN	2020.2958	PARN	812.844
PARP10	1392.4748	PARP10	758.7156
PARP11	277.9996	PARP11	285.3211
PARP12	848.8586	PARP12	486.6972
PARP14	2780.6156	PARP14	1855.9633
PARP15	19.1937	PARP15	55.0459
PARP16	377.0641	PARP16	201.3761
PARP1	5151.3519	PARP1	2416.9725
PARP2	336.2	PARP2	326.6055
PARP3	410.4984	PARP3	561.0092
PARP4	2142.8881	PARP4	2521.1009
PARP6	1121.905	PARP6	947.2477
PARP8	375.8258	PARP8	290.367
PARP9	2999.3808	PARP9	1078.5092
PARS2	172.1245	PARS2	76.6055
PART1	13.0022	removed	removed
PARVA	4547.0587	PARVA	5907.3394
PARVB	640.8232	PARVB	1044.0367
PARVG	237.7547	PARVG	244.0367
PASK	82.3473	PASK	89.9083
PATL1	1019.7448	PATL1	1253.6697
PATL2	12.3831	PATL2	11.4679
PATZ1	1201.1566	PATZ1	604.5872
PAWR	297.8125	PAWR	101.3761
PAX1	25.3853	removed	removed
PAX2	54.4855	removed	removed
PAX3	14.2405	PAX3	19.7248
PAX6	17.3363	PAX6	34.4037
PAX8	21.0512	PAX8	38.0734
PAX9	279.8571	PAX9	11.4679
PAXIP1	363.2694	PAXIP1	254.0046
PBK	112.6858	PBK	11.9266
PBLD	148.5967	PBLD	254.5872
PBRM1	1172.0564	PBRM1	2798.6239
PBX1	2755.8494	PBX1	2489.9083
PBX2	1007.9809	PBX2	994.0367
PBX3	586.9569	PBX3	523.3945
PBX4	16.098	PBX4	12.844
PBXIP1	2367.0214	PBXIP1	4251.3761
PCBD1	1678.5234	PCBD1	519.7248
PCBD2	398.1153	PCBD2	243.578
PCBP1	7468.222	PCBP1	7794.9541
PCBP2	11955.4334	PCBP2	9474.4908
PCBP3	48.9131	PCBP3	167.4312
PCBP4	445.1709	PCBP4	410.0917
PCCA	361.2262	PCCA	658.0826
PCCB	1765.5392	PCCB	1044.7798
PCDH10	6.8107	PCDH10	15.1376
removed	removed	PCDH11X	10.0917
PCDH12	915.7271	PCDH12	788.5321
PCDH17	360.9661	PCDH17	93.1193
PCDH18	2229.5695	PCDH18	2400
PCDH19	154.1691	PCDH19	452.7523
PCDH1	1461.8199	PCDH1	1205.5046
PCDH20	6.8107	PCDH20	18.3486
PCDH7	1511.9713	PCDH7	59.1743
PCDH9	12.3831	PCDH9	469.2661
PCDHA10	11.38	PCDHA10	34.2569
removed	removed	PCDHA11	5.0459
removed	removed	PCDHA13	21.4128
PCDHA2	5.3681	removed	removed
PCDHA3	14.8535	PCDHA3	21.4128
removed	removed	PCDHA4	14.3211
PCDHA5	11.3676	removed	removed
PCDHA6	7.7766	PCDHA6	17.3394
removed	removed	PCDHA7	7.578
PCDHAC1	5.9501	PCDHAC1	43.8624
PCDHAC2	23.9736	PCDHAC2	110.9312
PCDHB10	120.1157	PCDHB10	94.0367
PCDHB11	75.5367	PCDHB11	92.6606
PCDHB12	93.4921	PCDHB12	106.8807
PCDHB13	82.3473	PCDHB13	93.1193
PCDHB14	173.982	PCDHB14	141.2844
PCDHB15	36.53	PCDHB15	95.8716
PCDHB16	250.7569	PCDHB16	256.422
PCDHB18	16.098	PCDHB18	21.1009
PCDHB19P	6.8107	PCDHB19P	9.633
PCDHB2	168.4096	PCDHB2	110.0917
PCDHB3	65.0111	PCDHB3	108.7156
PCDHB4	130.6413	PCDHB4	281.6514
PCDHB5	81.109	PCDHB5	60.0917
PCDHB6	23.5278	PCDHB6	28.8991
PCDHB7	83.5856	PCDHB7	79.8165
PCDHB8	66.8685	PCDHB8	42.2018
PCDHB9	63.7727	PCDHB9	82.5688
PCDHGA10	330.0394	PCDHGA10	171.2523
PCDHGA11	71.6669	PCDHGA11	114.0321
PCDHGA12	293.8995	PCDHGA12	241.2248
PCDHGA1	14.2405	PCDHGA1	16.055
PCDHGA2	110.5869	PCDHGA2	71.5596
PCDHGA3	47.1237	PCDHGA3	55.8624
PCDHGA4	60.0578	PCDHGA4	77.0642
PCDHGA5	385.0636	PCDHGA5	87.8853
PCDHGA6	97.9686	PCDHGA6	99.344
PCDHGA7	80.6075	PCDHGA7	18.8073
PCDHGA8	9.3183	PCDHGA8	7.3394
PCDHGA9	127.013	PCDHGA9	124.1284
PCDHGB1	68.1068	PCDHGB1	17.8899
PCDHGB2	220.8952	PCDHGB2	103.5046
PCDHGB3	78.2981	PCDHGB3	29.3578
PCDHGB4	47.6748	PCDHGB4	99.1606
PCDHGB5	378.6182	PCDHGB5	166.0459
PCDHGB6	152.7574	PCDHGB6	274.5505
PCDHGB7	433.9395	PCDHGB7	578.2844
PCDHGC3	4045.5201	PCDHGC3	4245.6606
PCDHGC4	6.1915	PCDHGC4	6.4862
PCDHGC5	11.7639	removed	removed
PCF11	1270.5017	PCF11	1384.4037
PCGF1	356.6321	PCGF1	148.6239
PCGF2	1548.2475	PCGF2	726.0596
PCGF3	1545.4056	PCGF3	1160.0917
PCGF5	1113.856	PCGF5	1744.9541
PCGF6	152.9308	PCGF6	206.422
PCID2	861.8608	PCID2	644.9541
PCIF1	1349.7533	PCIF1	966.055
removed	removed	PCK1	2570.6422
PCK2	656.302	PCK2	897.7064
PCLO	107.7326	PCLO	286.6972
PCM1	2949.0251	PCM1	4085.7798
PCMT1	2351.5426	PCMT1	1373.8532
PCMTD1	2359.5916	PCMTD1	2297.7064
PCMTD2	1045.1301	PCMTD2	1234.8624
PCNA	2136.0774	PCNA	677.9817
PCNP	2145.9839	PCNP	2145.4128
PCNT	633.3934	PCNT	1081.1927
PCNXL2	334.3426	PCNXL2	222.0183
PCNXL3	1016.0299	PCNXL3	861.9266
PCNX	966.4976	PCNX	2772.4771
PCOLCE2	27.8619	PCOLCE2	10107.3394
PCOLCE	10387.9612	PCOLCE	2333.445
PCOTH	149.6802	PCOTH	14.5138
PCP2	228.4674	removed	removed
PCP4L1	66.8685	PCP4L1	8.2569
PCSK1	13.0022	PCSK1	9.633
removed	removed	PCSK2	17.4312
