gene_id	TCGA-E2-A15K-01A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
MRPS7	1076.1114	MRPS7	1091.2277
MRPS9	391.1587	MRPS9	621.5696
MRRF	541.575	MRRF	442.4651
MRS2	481.1023	MRS2	337.506
MRTO4	662.1376	MRTO4	958.5941
MRVI1	136.2549	MRVI1	867.116
MS4A14	196.785	MS4A14	88.1078
MS4A15	50.5215	removed	removed
MS4A1	660.2239	MS4A1	25.5176
MS4A2	50.9042	MS4A2	38.9986
MS4A4A	137.7859	MS4A4A	522.3881
MS4A6A	693.9049	MS4A6A	1407.7997
MS4A7	1023.7681	MS4A7	500.2407
MS4A8B	18.7542	removed	removed
MSC	159.3532	MSC	456.0424
MSH2	1035.6904	MSH2	431.8729
MSH3	367.9839	MSH3	243.9913
MSH5	236.7697	MSH5	128.9697
MSH6	1702.4208	MSH6	815.5994
MSI1	50.1387	MSI1	81.8488
MSI2	417.5677	MSI2	60.183
MSL1	2021.242	MSL1	1828.5989
MSL2	998.5647	MSL2	955.7053
MSL3L2	45.9286	MSL3L2	46.702
MSL3	615.0608	MSL3	649.013
MSLN	25.6435	removed	removed
MSMB	157.6883	MSMB	90.9966
MSMP	26.7917	MSMP	30.8137
MSN	5065.544	MSN	10327.3953
MSR1	623.481	MSR1	416.9475
MSRA	98.3638	MSRA	467.5012
MSRB2	522.8208	MSRB2	840.6355
MSRB3	326.0932	MSRB3	2025.0361
MST1P2	51.287	MST1P2	84.7376
MST1P9	14.1613	MST1P9	45.739
MST1R	1006.6022	MST1R	124.6991
MST1	114.8215	MST1	120.8474
MST4	374.3182	MST4	189.2152
MSTO1	766.0052	MSTO1	666.3553
MSTO2P	113.5509	MSTO2P	39.1286
MSX1	45.1631	MSX1	448.7241
MSX2	114.4388	MSX2	125.662
removed	removed	MT1A	31.7766
removed	removed	MT1DP	7.7034
MT1E	400.3445	MT1E	2063.5532
MT1F	81.1406	MT1F	483.871
MT1G	549.2297	MT1G	132.4025
MT1H	7.272	removed	removed
removed	removed	MT1L	179.5859
MT1M	5.3583	MT1M	326.9138
MT1X	285.1402	MT1X	2696.6779
MT2A	1114.9172	MT2A	5301.3962
MTA1	2036.5515	MTA1	1471.8344
MTA2	1695.5315	MTA2	2574.3861
MTA3	1298.6317	MTA3	813.6736
MTAP	543.8714	MTAP	523.8325
MTBP	116.7352	MTBP	35.6283
MTCH1	3470.2899	MTCH1	4990.8522
MTCH2	1831.7864	MTCH2	1207.9923
MTCP1NB	270.8832	MTCP1NB	374.4343
MTCP1	23.8255	MTCP1	24.6991
MTDH	2255.0952	MTDH	1714.9735
MTERFD1	229.2604	MTERFD1	252.7684
MTERFD2	288.2021	MTERFD2	410.6885
MTERFD3	248.0145	MTERFD3	413.5773
MTERF	230.7913	MTERF	169.4752
MTF1	536.9821	MTF1	441.9836
MTF2	604.3441	MTF2	326.4324
MTFMT	166.874	MTFMT	188.7338
MTFR1	319.6096	MTFR1	248.9456
MTG1	582.9107	MTG1	657.6793
MTHFD1L	89.9435	MTHFD1L	275.3972
MTHFD1	3081.9941	MTHFD1	1300.3467
MTHFD2L	91.4745	MTHFD2L	125.1661
MTHFD2	1449.8134	MTHFD2	521.4251
MTHFR	1163.3222	MTHFR	738.5941
MTHFSD	190.6038	MTHFSD	398.6519
MTHFS	465.7927	MTHFS	383.7265
MTIF2	837.8146	MTIF2	435.7246
MTIF3	664.0513	MTIF3	1010.5922
MTL5	428.6671	MTL5	98.7
MTM1	325.3277	MTM1	220.0289
MTMR10	550.7454	MTMR10	848.9937
MTMR11	449.7177	MTMR11	348.5797
MTMR12	995.8856	MTMR12	852.1907
MTMR14	802.6026	MTMR14	1027.4434
MTMR15	466.9563	MTMR15	349.8507
MTMR1	925.4617	MTMR1	524.7954
MTMR2	274.4235	MTMR2	693.7891
MTMR3	1455.1718	MTMR3	1590.7559
MTMR4	953.7843	MTMR4	568.1271
MTMR6	337.1926	MTMR6	471.8344
MTMR7	11.8917	MTMR7	36.2301
MTMR8	8.4202	MTMR8	7.222
MTMR9L	70.4239	MTMR9L	311.0255
MTMR9	410.6363	MTMR9	363.0236
MTO1	413.3576	MTO1	245.5465
MTOR	1911.396	MTOR	1157.4386
MTP18	588.1581	MTP18	299.1189
MTPAP	488.7571	MTPAP	317.2845
MTRF1L	193.2829	MTRF1L	186.3264
MTRF1	160.3674	MTRF1	101.1074
MTRR	595.5411	MTRR	309.5811
MTR	1308.9656	MTR	812.2292
MTSS1L	341.4027	MTSS1L	1669.7159
MTSS1	2012.0563	MTSS1	505.5368
MTUS1	1173.859	MTUS1	2191.6225
removed	removed	MTUS2	23.1103
MTX1	1216.7257	MTX1	881.5551
MTX2	632.284	MTX2	447.2797
MTX3	390.3933	MTX3	347.1353
removed	removed	MUC12	16.8512
MUC15	601.2822	MUC15	207.9923
MUC16	1770.5483	MUC16	542.6095
MUC1	22838.3887	MUC1	2245.065
MUC20	21.0506	MUC20	257.1016
removed	removed	MUC4	5.2961
MUC5B	4324.945	MUC5B	325.4694
MUC6	5.7411	MUC6	11.5551
removed	removed	MUC7	41.8873
removed	removed	MUCL1	771.7862
MUDENG	1374.0312	MUDENG	459.3163
MUL1	928.5236	MUL1	1077.9971
removed	removed	MUM1L1	14.4439
MUM1	989.379	MUM1	1381.8007
MURC	7.6548	removed	removed
MUS81	580.6143	MUS81	578.7193
MUSTN1	20.7329	MUSTN1	359.6196
MUTED	283.992	MUTED	308.6182
MUTYH	239.9579	MUTYH	272.8503
MUT	649.89	MUT	402.0221
MVD	221.9883	MVD	676.9379
MVK	273.2753	MVK	398.6519
MVP	9257.296	MVP	6311.9884
MX1	1197.5887	MX1	1524.7954
MX2	216.63	MX2	511.3144
MXD1	425.6052	MXD1	291.767
MXD3	261.0659	MXD3	233.6543
MXD4	2216.0559	MXD4	3765.0457
MXI1	239.977	MXI1	1226.2879
MXRA5	5126.0166	MXRA5	4851.7092
MXRA7	685.1019	MXRA7	4852.1907
MXRA8	1558.1284	MXRA8	8153.1054
MYADM	2963.9269	MYADM	7952.8166
MYBBP1A	1006.3075	MYBBP1A	960.0915
MYBL1	152.3299	MYBL1	54.8869
MYBL2	1311.2621	MYBL2	126.6249
MYBPC1	10.7167	MYBPC1	49.1093
MYB	2093.9623	MYB	296.5816
MYCBP2	1554.6838	MYCBP2	1473.2788
MYCBP	1132.9059	MYCBP	598.9408
MYCL1	251.4592	MYCL1	148.7723
MYCN	6.8893	MYCN	33.221
MYCT1	131.2793	MYCT1	871.9307
MYC	365.1325	MYC	4284.0636
MYD88	1680.6047	MYD88	1206.5479
MYEF2	26.3936	MYEF2	154.9109
MYEOV2	554.9708	MYEOV2	1106.4035
MYEOV	5.3583	MYEOV	172.8455
removed	removed	MYH10	2037.0727
MYH11	225.0311	MYH11	13966.1579
MYH14	1071.6678	MYH14	2406.8368
removed	removed	MYH1	29.8507
MYH3	9.9512	MYH3	77.9971
MYH7B	7.6548	MYH7B	22.1473
MYH9	28017.2232	MYH9	46799.7111
MYL12A	5318.1514	MYL12A	8213.2884
MYL12B	7793.3212	MYL12B	9004.3332
removed	removed	MYL3	12.9995
removed	removed	MYL4	15.8883
MYL5	105.3679	MYL5	206.986
MYL6B	599.3685	MYL6B	933.0766
MYL6	14351.5453	MYL6	28605.6813
removed	removed	MYL7	37.0727
MYL9	2945.9382	MYL9	31599.4222
MYLIP	1186.1066	MYLIP	1600.3852
removed	removed	MYLK3	5.2961
MYLK4	5.3583	MYLK4	35.1468
MYLK	741.7472	MYLK	8553.6447
MYNN	379.6766	MYNN	252.287
MYO10	261.4104	MYO10	635.0506
MYO15A	19.9024	MYO15A	17.8142
MYO15B	650.6554	MYO15B	829.5619
MYO16	24.1125	MYO16	33.7025
MYO18A	1448.1676	MYO18A	2393.2788
MYO18B	45.9286	removed	removed
MYO19	946.1181	MYO19	304.9735
MYO1B	990.91	MYO1B	1380.3563
MYO1C	7082.1931	MYO1C	9820.4141
MYO1D	2570.089	MYO1D	1589.793
MYO1E	683.1882	MYO1E	1109.7737
MYO1F	442.4457	MYO1F	560.9052
MYO1G	251.8419	MYO1G	169.4752
removed	removed	MYO1H	21.6659
removed	removed	MYO3A	8.6663
MYO3B	36.3602	removed	removed
MYO5A	541.575	MYO5A	547.4242
MYO5B	2529.5187	MYO5B	673.0862
MYO5C	2918.5188	MYO5C	991.8681
MYO6	6339.6804	MYO6	1337.0246
MYO7A	109.8459	MYO7A	333.6543
removed	removed	MYO7B	27.9249
MYO9A	335.2789	MYO9A	108.3293
MYO9B	2209.1666	MYO9B	2077.0342
removed	removed	MYOCD	18.2956
MYOC	8.4202	MYOC	905.6331
MYOF	3610.3722	MYOF	3559.9422
MYOM1	13.3958	MYOM1	324.025
removed	removed	MYOM2	81.3674
MYOM3	9.1857	MYOM3	168.9937
MYOZ1	22.5816	MYOZ1	39.48
removed	removed	MYOZ2	7.7034
MYOZ3	38.2738	MYOZ3	38.5171
MYPOP	160.7502	MYPOP	264.805
MYRIP	26.409	MYRIP	296.5816
MYSM1	196.3448	MYSM1	15.4068
MYST1	1700.1244	MYST1	1194.0299
MYST2	1122.572	MYST2	939.3356
MYST3	1707.7792	MYST3	914.7809
MYST4	1225.1459	MYST4	457.8719
MZF1	274.2168	MZF1	355.2191
N4BP1	964.1183	N4BP1	1563.3125
N4BP2L1	158.071	N4BP2L1	548.3871
N4BP2L2	969.8593	N4BP2L2	995.1854
N4BP2	157.3055	N4BP2	21.1844
N4BP3	532.3892	N4BP3	285.9894
N6AMT1	264.855	N6AMT1	217.1401
N6AMT2	96.4501	N6AMT2	197.4001
NAA10	786.5276	NAA10	1337.506
NAA11	6.8893	removed	removed
NAA15	978.6623	NAA15	561.8681
NAA16	299.3015	NAA16	178.623
NAA20	1095.3976	NAA20	873.8565
NAA25	446.6558	NAA25	275.3972
NAA30	619.6536	NAA30	407.7997
NAA35	366.2807	NAA35	229.6582
NAA38	572.194	NAA38	454.5017
NAA40	630.753	NAA40	375.5416
NAA50	2511.1473	NAA50	1552.7203
NAAA	474.5957	NAAA	532.4988
NAALAD2	7.272	NAALAD2	41.8873
NAALADL1	24.878	NAALADL1	273.4714
removed	removed	NAALADL2	190.6596
NAB1	703.4734	NAB1	952.8166
NAB2	392.6897	NAB2	1325.9509
NACA2	17.2232	NACA2	187.7708
NACAD	41.7185	NACAD	267.2123
NACAP1	72.7203	NACAP1	216.6586
NACA	10061.4295	NACA	18980.26
NACC1	2458.7121	NACC1	1487.7227
NACC2	29.8536	NACC2	44.2947
NADK	1282.174	NADK	1477.1305
NADSYN1	673.237	NADSYN1	906.5961
NAE1	422.5433	NAE1	582.571
NAF1	135.8722	NAF1	116.9957
NAGA	1655.7267	NAGA	1264.3235
NAGK	967.1802	NAGK	1495.9076
NAGLU	804.1336	NAGLU	1364.468
NAGPA	298.7772	NAGPA	485.3154
NAGS	55.1143	NAGS	68.8493
NAIF1	223.902	NAIF1	258.0645
NAIP	208.2097	NAIP	80.4044
NALCN	9.5685	NALCN	69.3308
NAMPT	1098.0767	NAMPT	1031.7766
NANOS1	168.0222	NANOS1	317.2845
removed	removed	NANOS3	14.4439
NANP	206.6788	NANP	165.6235
NANS	1954.3776	NANS	1024.6124
NAP1L1	4833.2217	NAP1L1	6670.1974
NAP1L2	14.1613	NAP1L2	123.2547
NAP1L3	45.5459	NAP1L3	90.5152
NAP1L4	3423.5958	NAP1L4	3432.8358
NAP1L5	82.6715	NAP1L5	202.6962
NAPA	5209.446	NAPA	3697.6408
NAPB	223.902	NAPB	161.2903
NAPEPLD	467.1974	NAPEPLD	251.6755
NAPG	599.3685	NAPG	366.3938
NAPRT1	1169.2661	NAPRT1	1388.0597
NAPSA	6.5066	NAPSA	9.1478
NAPSB	227.3467	NAPSB	136.2542
NARFL	1051.3826	NARFL	720.7511
NARF	473.8303	NARF	851.2277
NARG2	1202.9471	NARG2	525.2768
NARS2	367.8117	NARS2	260.4718
NARS	3616.8788	NARS	2045.739
NASP	2855.9946	NASP	2242.6577
NAT10	1609.7981	NAT10	966.2975
NAT14	447.4213	NAT14	391.9114
NAT15	2720.5052	NAT15	1584.9783
NAT1	4492.2017	NAT1	121.8103
NAT6	147.1476	NAT6	233.7554
NAT8L	31.0018	NAT8L	223.8806
NAT9	388.8623	NAT9	627.8286
NAV1	2031.1932	NAV1	1942.2244
NAV2	643.3183	NAV2	1620.5633
NAV3	93.3882	NAV3	147.3279
NBAS	1154.722	NBAS	1174.2898
NBEAL1	79.9923	NBEAL1	15.4068
NBEAL2	2006.3152	NBEAL2	1109.2922
NBEA	370.4909	NBEA	118.9215
NBL1	2407.0424	NBL1	11744.8243
removed	removed	NBLA00301	23.5917
NBN	1707.7792	NBN	701.4925
NBPF10	897.9083	NBPF10	319.2393
NBPF14	288.1255	NBPF14	159.1863
NBPF15	231.9625	NBPF15	179.0034
NBPF16	98.3638	NBPF16	21.6659
NBPF1	567.6012	NBPF1	393.8373
NBPF3	275.189	NBPF3	122.7732
NBPF9	66.7917	NBPF9	83.5725
NBR1	2970.4335	NBR1	3165.142
NBR2	153.0954	NBR2	131.4396
NCALD	154.6264	NCALD	2155.0313
NCAM1	8.0375	NCAM1	510.8233
NCAM2	72.3376	NCAM2	34.6654
NCAPD2	2777.916	NCAPD2	909.4848
NCAPD3	656.3965	NCAPD3	249.3982
NCAPG2	786.9103	NCAPG2	196.4372
NCAPG	785.012	NCAPG	61.1988
NCAPH2	1273.371	NCAPH2	1058.2571
NCAPH	722.993	NCAPH	42.8503
NCBP1	1132.9059	NCBP1	544.3621
NCBP2	1854.7507	NCBP2	1205.585
NCCRP1	256.0521	NCCRP1	84.2561
NCDN	1106.8797	NCDN	788.156
NCEH1	1248.1102	NCEH1	361.0977
NCF1B	61.6209	NCF1B	149.7352
NCF1C	47.4596	NCF1C	55.3683
NCF1	145.8234	NCF1	157.4386
NCF2	370.1081	NCF2	303.3221
NCF4	207.4443	NCF4	645.1613
NCK1	422.5433	NCK1	602.311
NCK2	305.8081	NCK2	1577.7564
NCKAP1L	592.0965	NCKAP1L	484.8339
NCKAP1	2613.7212	NCKAP1	2376.0231
NCKAP5L	465.7927	NCKAP5L	1271.5455
NCKAP5	695.4358	NCKAP5	116.5142
NCKIPSD	616.5917	NCKIPSD	858.4497
NCLN	1317.0032	NCLN	1781.897
NCL	12443.9767	NCL	10260.4718
NCOA1	1798.8709	NCOA1	1241.6948
NCOA2	494.1154	NCOA2	98.2186
NCOA3	1214.0465	NCOA3	729.8989
NCOA4	3847.6701	NCOA4	3359.1719
NCOA5	1611.3291	NCOA5	1167.0679
NCOA6	1714.2857	NCOA6	1160.8089
NCOA7	551.1434	NCOA7	1794.8965
NCOR1	2644.3403	NCOR1	1215.2143
NCOR2	4109.0805	NCOR2	3779.0082
NCR3	24.1125	NCR3	12.5181
NCRNA00081	188.9312	NCRNA00081	200.4429
NCRNA00085	37.8911	NCRNA00085	106.4035
removed	removed	NCRNA00086	166.5864
removed	removed	NCRNA00087	90.5152
removed	removed	NCRNA00092	19.2585
NCRNA00093	8.6422	removed	removed
NCRNA00094	533.2734	NCRNA00094	901.9162
NCRNA00095	129.3656	NCRNA00095	14.4439
NCRNA00105	15.6923	NCRNA00105	40.467
NCRNA00107	14.9268	NCRNA00107	14.9254
NCRNA00110	9.5685	removed	removed
NCRNA00115	21.4334	NCRNA00115	16.8512
NCRNA00116	163.0466	NCRNA00116	526.7212
NCRNA00120	24.1125	NCRNA00120	22.1473
NCRNA00152	215.099	NCRNA00152	390.467
removed	removed	NCRNA00162	20.7029
NCRNA00171	32.2802	NCRNA00171	18.5219
NCRNA00173	44.0149	NCRNA00173	14.9254
NCRNA00174	127.8347	NCRNA00174	117.4771
NCRNA00176	60.0899	NCRNA00176	16.8512
NCRNA00181	145.6014	NCRNA00181	143.8132
NCRNA00182	19.1369	NCRNA00182	25.999
NCRNA00183	390.776	NCRNA00183	224.8435
NCRNA00188	5323.127	NCRNA00188	9004.3332
NCRNA00201	1173.7671	NCRNA00201	589.143
NCRNA00202	9.9512	removed	removed
removed	removed	NCRNA00204B	10.1107
NCRNA00219	130.1311	NCRNA00219	782.3784
NCS1	228.8776	NCS1	751.5648
NCSTN	4124.0455	NCSTN	2448.7241
NDC80	442.063	NDC80	36.1098
NDE1	1513.7499	NDE1	335.7198
NDEL1	675.1507	NDEL1	1144.9206
NDFIP1	1866.2329	NDFIP1	2782.8599
NDFIP2	812.1711	NDFIP2	389.9856
NDNL2	353.6504	NDNL2	589.793
NDN	165.7258	NDN	1573.9047
NDOR1	1006.985	NDOR1	710.1589
NDP	60.4727	NDP	65.9605
NDRG1	1844.7995	NDRG1	7188.2523
NDRG2	1176.5381	NDRG2	8691.8633
NDRG3	1299.0144	NDRG3	1047.6649
NDRG4	44.3977	NDRG4	259.0274
NDST1	4849.2967	NDST1	5223.8806
NDST2	560.7119	NDST2	538.2764
NDUFA10	1753.325	NDUFA10	1643.2354
NDUFA11	1187.2548	NDUFA11	2640.3467
NDUFA12	636.8769	NDUFA12	879.6341
NDUFA13	2554.3737	NDUFA13	3927.2797
NDUFA1	1176.9209	NDUFA1	1671.1603
NDUFA2	952.6361	NDUFA2	1586.9042
NDUFA3	605.1096	NDUFA3	1137.6986
NDUFA4L2	115.2043	NDUFA4L2	1291.767
NDUFA4	3412.4964	NDUFA4	3163.2162
NDUFA5	1572.6725	NDUFA5	1075.1083
NDUFA6	1166.5869	NDUFA6	1101.5888
NDUFA7	714.5728	NDUFA7	676.4564
NDUFA8	686.6329	NDUFA8	1026.962
NDUFA9	1082.0017	NDUFA9	1209.4367
NDUFAB1	1042.1969	NDUFAB1	912.3736
NDUFAF1	380.8248	NDUFAF1	319.6919
NDUFAF2	107.9323	NDUFAF2	274.4343
NDUFAF3	633.0495	NDUFAF3	1484.3524
NDUFAF4	97.2156	NDUFAF4	237.843
NDUFB10	2516.5056	NDUFB10	2061.6273
NDUFB11	1465.5057	NDUFB11	2084.2561
NDUFB1	852.3586	NDUFB1	921.04
NDUFB2	1258.8231	NDUFB2	1637.9345
NDUFB3	667.1132	NDUFB3	587.8671
NDUFB4	2211.8458	NDUFB4	1830.5248
NDUFB5	1038.7523	NDUFB5	1158.883
NDUFB6	531.241	NDUFB6	684.1598
NDUFB7	972.5385	NDUFB7	2560.4237
NDUFB8	1133.1432	NDUFB8	1899.9759
NDUFB9	2208.7838	NDUFB9	2504.0924
NDUFC1	722.6103	NDUFC1	953.298
NDUFC2	2155.5832	NDUFC2	2581.1266
NDUFS1	1146.3018	NDUFS1	614.3476
NDUFS2	3269.735	NDUFS2	1862.3014
NDUFS3	1241.7185	NDUFS3	1408.3245
NDUFS4	388.8623	NDUFS4	818.4882
NDUFS5	1448.6652	NDUFS5	3128.0693
NDUFS6	746.3401	NDUFS6	1429.4656
NDUFS7	680.2182	NDUFS7	1447.6168
NDUFS8	2807.7696	NDUFS8	2001.4444
NDUFV1	2818.1035	NDUFV1	3033.7025
NDUFV2	2096.2587	NDUFV2	1384.208
NDUFV3	665.5822	NDUFV3	851.2277
NEAT1	13830.2555	NEAT1	10977.3712
NEBL	3944.8857	NEBL	1051.9981
NEB	378.5284	NEB	12.0366
NECAB1	8.0375	NECAB1	101.5888
removed	removed	NECAB2	6.7405
NECAB3	833.2217	NECAB3	367.3568
NECAP1	638.0251	NECAP1	531.0544
NECAP2	1288.2978	NECAP2	2083.7747
NEDD1	784.2312	NEDD1	241.2133
NEDD4L	2093.1968	NEDD4L	1129.5137
NEDD4	545.4024	NEDD4	316.3216
NEDD8	2497.3687	NEDD8	2646.6057
NEDD9	1578.0308	NEDD9	1645.1613
NEFH	48.2251	NEFH	26.4805
removed	removed	NEFM	8.9937
NEGR1	76.5477	NEGR1	543.5725
NEIL1	211.2716	NEIL1	222.9177
NEIL2	201.7032	NEIL2	517.5734
NEIL3	68.8929	NEIL3	6.259
NEK10	498.3255	NEK10	62.1088
NEK11	476.8922	NEK11	206.0664
NEK1	469.6201	NEK1	274.9157
NEK2	1093.1011	NEK2	27.4434
NEK3	179.5044	NEK3	284.0636
NEK4	630.753	NEK4	202.2147
NEK5	27.9399	removed	removed
NEK6	848.1485	NEK6	544.0539
NEK7	1083.5327	NEK7	1337.0246
NEK8	195.9621	NEK8	74.1454
NEK9	2929.0977	NEK9	1790.0818
NELF	822.1223	NELF	996.1483
NELL2	2517.2711	NELL2	116.0327
NENF	1232.8007	NENF	2526.2398
NEO1	295.0914	NEO1	1219.5474
NES	1834.4656	NES	4844.0058
NET1	2624.0551	NET1	2036.1098
NETO2	58.1763	NETO2	129.9952
NEU1	2440.3406	NEU1	1574.3861
NEU3	43.2494	NEU3	20.7029
NEU4	29.0881	removed	removed
NEURL1B	1427.9973	NEURL1B	3953.298
NEURL2	10.089	NEURL2	35.3539
NEURL3	62.7691	NEURL3	53.9239
NEURL4	602.6064	NEURL4	639.4704
NEURL	53.5834	NEURL	17.3327
removed	removed	NEUROG2	7.222
NEXN	94.9191	NEXN	509.87
NF1	2031.9587	NF1	1091.4781
NF2	1000.4784	NF2	1279.7304
NFAM1	615.0608	NFAM1	358.209
NFASC	297.3495	NFASC	585.715
NFAT5	759.3532	NFAT5	1413.5773
NFATC1	413.3576	NFATC1	730.8618
NFATC2IP	1870.8258	NFATC2IP	444.3909
NFATC2	52.8179	NFATC2	22.6288
NFATC3	505.9803	NFATC3	687.5301
removed	removed	NFATC4	1478.0934
NFE2L1	4524.3517	NFE2L1	9707.2701
NFE2L2	3307.6261	NFE2L2	2692.3062
NFE2L3	609.3197	NFE2L3	319.6919
NFE2	22.9643	NFE2	23.5917
NFIA	2914.9364	NFIA	2478.0934
NFIB	266.0033	NFIB	5814.155
NFIC	1047.938	NFIC	486.7597
NFIL3	127.8347	NFIL3	800.1926
NFIX	3339.0106	NFIX	4385.6524
NFKB1	2036.1688	NFKB1	1144.9206
NFKB2	1314.7067	NFKB2	1287.9153
NFKBIA	2797.8184	NFKBIA	4117.4771
NFKBIB	291.264	NFKBIB	561.8681
NFKBID	43.2494	NFKBID	41.4059
NFKBIE	576.0214	NFKBIE	476.1675
NFKBIL1	284.7574	NFKBIL1	898.4112
NFKBIL2	560.3215	NFKBIL2	122.2918
NFKBIZ	1173.4762	NFKBIZ	1075.1083
NFRKB	487.2261	NFRKB	698.1223
NFS1	589.8	NFS1	523.351
NFU1	600.134	NFU1	705.8257
NFX1	1156.6357	NFX1	806.4516
NFXL1	234.9019	NFXL1	101.4059
NFYA	768.5389	NFYA	634.0876
NFYB	764.3288	NFYB	757.3423
NFYC	1207.2299	NFYC	1316.1579
NGDN	774.28	NGDN	534.9061
NGEF	315.7593	NGEF	104.9591
NGFRAP1	140.0823	NGFRAP1	2201.7333
NGFR	185.2454	NGFR	2689.4559
removed	removed	NGF	52.961
NGLY1	631.9013	NGLY1	537.3134
NGRN	2714.6378	NGRN	3132.2773
NHEDC2	54.3489	NHEDC2	219.5474
NHEJ1	193.6657	NHEJ1	366.9716
NHLRC1	74.2513	NHLRC1	76.5527
NHLRC2	171.0841	NHLRC2	38.0356
NHLRC3	872.261	NHLRC3	494.9446
NHLRC4	355.1813	NHLRC4	99.1815
NHP2L1	2120.3713	NHP2L1	3262.3977
NHP2	1332.6954	NHP2	1780.934
NHSL1	212.4199	NHSL1	351.4685
NHSL2	87.6471	NHSL2	38.9986
NHS	124.0073	NHS	116.0327
NICN1	275.0397	NICN1	403.8132
NID1	1432.9653	NID1	2867.0631
NID2	872.6438	NID2	467.0197
NIF3L1	548.4643	NIF3L1	428.5026
NINJ1	2604.1527	NINJ1	2318.2475
NINJ2	119.0317	NINJ2	264.0636
NINL	268.6824	NINL	253.7313
NIN	2333.5566	NIN	756.8609
NIP7	286.6711	NIP7	396.2446
NIPA1	431.3463	NIPA1	231.1026
NIPA2	1111.4726	NIPA2	593.6447
NIPAL2	158.4537	NIPAL2	91.9596
NIPAL3	906.3248	NIPAL3	939.817
NIPBL	1119.1274	NIPBL	1290.804
NIPSNAP1	2383.6953	NIPSNAP1	1171.4011
NIPSNAP3A	434.4082	NIPSNAP3A	458.3534
NIPSNAP3B	9.5685	NIPSNAP3B	63.5532
NISCH	1805.7602	NISCH	2746.7501
NIT1	674.0216	NIT1	670.1926
NIT2	735.2406	NIT2	629.273
NKAIN1	1434.5039	NKAIN1	25.5176
removed	removed	NKAIN2	14.9254
NKAPL	9.1857	NKAPL	28.4064
NKAP	346.3783	NKAP	350.987
NKD1	16.8405	NKD1	16.8512
NKD2	100.2775	NKD2	166.5864
NKG7	182.1835	NKG7	349.0611
NKIRAS1	144.2924	NKIRAS1	205.585
NKIRAS2	863.458	NKIRAS2	1070.7752
NKPD1	5.7411	NKPD1	64.5161
NKRF	292.0295	NKRF	211.844
NKTR	1634.6761	NKTR	966.2975
NKX2-6	5.7411	removed	removed
NKX3-1	215.099	NKX3-1	217.6216
NKX3-2	12.6304	NKX3-2	27.9249
removed	removed	NKX6-1	14.4439
NLE1	230.4086	NLE1	468.9456
removed	removed	NLGN1	17.3327
NLGN2	771.9835	NLGN2	1135.2913
NLGN3	26.409	NLGN3	62.1088
NLGN4X	146.9716	NLGN4X	227.7323
NLK	558.0327	NLK	334.6172
NLN	261.7931	NLN	124.6991
NLRC3	252.2247	NLRC3	126.1435
NLRC4	37.8911	NLRC4	60.6644
NLRC5	857.717	NLRC5	552.7203
NLRP12	7.272	NLRP12	6.259
NLRP1	259.4967	NLRP1	761.194
NLRP2	1611.3291	NLRP2	250.3611
NLRP3	59.3245	NLRP3	111.6996
NLRP7	18.7542	removed	removed
removed	removed	NLRP9	5.2961
NLRX1	304.6598	NLRX1	783.8228
NMB	54.3489	NMB	673.5676
NMD3	657.9275	NMD3	649.9759
NME1-NME2	83.1499	NME1-NME2	129.8219
NME1	1178.203	NME1	873.2306
NME2P1	44.7804	NME2P1	155.5128
NME2	4734.2455	NME2	10140.4237
NME3	1318.5341	NME3	1436.2061
NME4	3302.2677	NME4	2140.5874
NME5	40.1875	NME5	35.1468
NME6	231.1741	NME6	143.9576
NME7	315.3115	NME7	169.8652
NMI	487.6088	NMI	441.9836
NMNAT1	298.536	NMNAT1	228.2138
NMNAT2	15.3095	NMNAT2	256.1387
NMNAT3	9.9512	NMNAT3	183.4377
NMRAL1	1503.7795	NMRAL1	992.778
NMT1	2792.4601	NMT1	2857.0053
NMT2	99.1293	NMT2	833.4136
removed	removed	NMUR1	110.7366
NNAT	9.5685	NNAT	248.4352
NNMT	858.4824	NNMT	6035.6283
NNT	807.961	NNT	594.6076
NOB1	542.3404	NOB1	1712.0847
NOC2L	1996.9917	NOC2L	1947.6216
NOC3L	370.4909	NOC3L	238.806
NOC4L	383.8867	NOC4L	488.6856
NOD1	239.2116	NOD1	714.0106
NOD2	125.1555	NOD2	34.1839
removed	removed	NODAL	5.7776
removed	removed	NOG	9.6293
NOL10	663.2858	NOL10	548.8686
NOL11	931.2028	NOL11	733.7506
NOL12	313.4628	NOL12	349.0611
NOL3	276.3372	NOL3	556.5335
NOL6	1171.1798	NOL6	949.4463
NOL7	581.7625	NOL7	638.9023
NOL8	903.6456	NOL8	571.4974
NOL9	153.0954	NOL9	118.9215
NOLC1	2716.2951	NOLC1	1410.207
NOM1	484.1642	NOM1	346.1724
NOMO1	4640.7042	NOMO1	2406.3553
NOMO2	2577.361	NOMO2	1316.3216
NOMO3	1730.7435	NOMO3	1176.6972
NONO	7857.6213	NONO	5871.9307
NOP10	795.3306	NOP10	1232.0655
NOP14	942.3902	NOP14	694.6895
NOP16	203.2341	NOP16	241.2133
NOP2	804.8991	NOP2	685.6042
NOP56	2397.0912	NOP56	1640.3467
NOP58	1271.4573	NOP58	869.0419
NOS1AP	46.3114	NOS1AP	23.5917
NOS2	8.803	NOS2	6.7405
