gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
ANKRD9	31.8012	ANKRD9	65.9537
ANKS1A	1216.4832	ANKS1A	1155.0802
ANKS1B	169.8394	ANKS1B	98.4848
ANKS3	259.6515	ANKS3	236.1854
ANKS6	94.7047	ANKS6	178.6988
ANKZF1	443.4694	ANKZF1	638.1462
ANLN	591.6421	ANLN	71.3012
ANO10	915.2454	ANO10	759.3583
ANO1	949.1434	ANO1	6476.8271
ANO2	27.2582	ANO2	102.0499
removed	removed	ANO3	34.3538
removed	removed	ANO5	42.3351
ANO6	2683.5318	ANO6	4937.1658
ANO7	22.3657	removed	removed
ANO8	552.5021	ANO8	332.4421
ANO9	219.8127	ANO9	123.8859
ANP32A	2089.4435	ANP32A	2269.6078
ANP32B	3295.7922	ANP32B	2408.1996
ANP32E	687.7446	ANP32E	775.4011
ANPEP	655.9434	ANPEP	3638.1462
ANTXR1	10431.4916	ANTXR1	4046.3458
ANTXR2	818.444	ANTXR2	2048.1283
ANUBL1	286.5602	ANUBL1	262.4777
ANXA11	2977.4308	ANXA11	3562.3886
removed	removed	ANXA13	6.2389
ANXA1	1954.5505	ANXA1	13722.3708
ANXA2P1	54.5163	ANXA2P1	61.943
ANXA2P2	4347.6779	ANXA2P2	3318.1818
ANXA2	14344.7861	ANXA2	11495.5437
ANXA3	253.0117	ANXA3	1124.7772
ANXA4	1355.2202	ANXA4	1421.123
ANXA5	5299.6171	ANXA5	7208.1105
ANXA6	4040.1499	ANXA6	7084.6702
ANXA7	3058.8558	ANXA7	2606.9519
ANXA8L2	30.7528	ANXA8L2	261.5865
ANXA8	58.3604	ANXA8	324.4207
ANXA9	361.6949	ANXA9	225.0446
AOAH	73.3874	AOAH	157.3084
AOC2	10.8334	AOC2	94.0285
AOC3	586.0506	AOC3	10655.0802
AOX1	177.1781	AOX1	748.2175
AP1AR	337.2325	AP1AR	581.1052
AP1B1	2370.4123	AP1B1	2312.3886
AP1G1	1837.4802	AP1G1	2202.7629
AP1G2	824.619	AP1G2	1030.4011
AP1M1	1698.0441	AP1M1	848.9305
AP1M2	1248.9833	AP1M2	743.3155
AP1S1	1103.2569	AP1S1	446.0784
AP1S2	258.2537	AP1S2	335.5615
AP1S3	220.8611	AP1S3	93.1373
AP2A1	2663.2349	AP2A1	1429.2825
AP2A2	2355.7348	AP2A2	1637.2549
AP2B1	5839.888	AP2B1	5691.6221
AP2M1	8862.749	AP2M1	4254.0107
AP2S1	1698.0441	AP2S1	709.0018
AP3B1	2088.7446	AP3B1	1121.6578
AP3B2	6.6398	AP3B2	130.5704
AP3D1	2748.532	AP3D1	2717.4688
AP3M1	1974.4699	AP3M1	1323.975
AP3M2	396.6413	AP3M2	446.9697
AP3S1	1472.2906	AP3S1	759.3583
AP3S2	1642.2977	AP3S2	1556.484
AP4B1	354.0452	AP4B1	305.4055
AP4E1	178.9254	AP4E1	331.1052
AP4M1	896.329	AP4M1	326.5107
AP4S1	41.9356	AP4S1	71.7469
APAF1	684.9489	APAF1	505.7932
APBA1	111.8284	APBA1	409.9822
APBA2	182.7695	APBA2	72.6381
APBA3	160.7533	APBA3	188.9483
APBB1IP	155.8608	APBB1IP	454.5455
APBB1	321.5066	APBB1	804.3672
APBB2	3786.7887	APBB2	1878.3422
APBB3	278.5226	APBB3	392.1569
APCDD1L	20.2689	APCDD1L	540.9982
APCDD1	422.8511	APCDD1	1270.9447
APC	1146.2409	APC	1140.82
APEH	1605.4363	APEH	1330.2139
APEX1	3215.765	APEX1	2591.8004
APEX2	951.5897	APEX2	479.5009
APH1A	3034.3933	APH1A	3293.672
APH1B	297.3936	APH1B	594.9198
API5	2956.8124	API5	2413.5472
APIP	276.0763	APIP	382.2237
APITD1	410.6129	APITD1	133.2442
removed	removed	APLF	87.7897
APLNR	584.3033	APLNR	464.3494
APLN	712.207	APLN	295.0089
APLP1	369.3831	APLP1	26.738
APLP2	9274.0678	APLP2	12301.2478
APOA1BP	2175.761	APOA1BP	931.3725
APOB48R	349.8132	APOB48R	267.3797
APOBEC3C	75.4842	APOBEC3C	286.9875
APOBEC3D	11.8818	APOBEC3D	51.6934
APOBEC3F	68.1454	APOBEC3F	167.5579
APOBEC3G	75.8336	APOBEC3G	193.4046
removed	removed	APOB	215.6863
APOC1	1053.6331	APOC1	617.2014
APOC2	44.3819	APOC2	34.3137
APOD	376.7219	APOD	20540.5526
APOE	4458.1085	APOE	3372.549
removed	removed	APOF	21.3904
APOL1	1685.8129	APOL1	1159.0909
APOL2	774.761	APOL2	643.9394
APOL3	495.5395	APOL3	1055.2585
APOL4	134.893	APOL4	327.9857
APOL6	1212.9885	APOL6	3144.385
APOLD1	521.0504	APOLD1	2627.3574
APOM	26.5592	APOM	21.836
APOOL	122.6618	APOOL	213.0125
APOO	437.5286	APOO	153.7433
APPBP2	1210.5423	APPBP2	1222.8164
APPL1	918.7401	APPL1	1709.893
APPL2	1174.897	APPL2	1364.9733
APP	22518.0432	APP	31453.6542
APRT	1619.4148	APRT	1082.8877
APTX	570.6742	APTX	494.2068
AQP11	27.2582	AQP11	30.303
AQP1	2887.9681	AQP1	10469.3048
AQP3	297.7431	AQP3	894.8307
removed	removed	AQP4	24.9554
AQP5	172.6351	AQP5	57.4866
removed	removed	AQP7P1	179.1444
removed	removed	AQP7P3	46.3458
removed	removed	AQP7	1415.3298
AQP9	23.0646	AQP9	28.9661
removed	removed	AQPEP	197.6471
AQR	774.4116	AQR	1125.6684
ARAF	1370.9461	ARAF	1193.4046
ARAP1	2439.2322	ARAP1	2317.7228
ARAP2	314.1679	ARAP2	369.4296
ARAP3	239.3826	ARAP3	607.3975
ARCN1	3356.2494	ARCN1	4016.934
removed	removed	ARC	93.1373
AREG	426.6952	AREG	259.8039
ARF1	27508.3849	ARF1	7058.8235
ARF3	6723.3322	ARF3	3618.0927
ARF4	4788.7011	ARF4	3382.7986
ARF5	3888.6993	ARF5	1759.3583
ARF6	4478.0279	ARF6	2819.0731
ARFGAP1	1695.9474	ARFGAP1	986.1854
ARFGAP2	2179.9546	ARFGAP2	1913.9929
ARFGAP3	877.8528	ARFGAP3	1337.344
ARFGEF1	2081.4058	ARFGEF1	2068.4135
ARFGEF2	1254.9242	ARFGEF2	2409.9822
ARFIP1	735.9706	ARFIP1	921.123
ARFIP2	1866.8351	ARFIP2	1449.6435
ARFRP1	701.7231	ARFRP1	519.1622
removed	removed	ARG1	5.3476
ARG2	174.9031	ARG2	248.8235
ARGLU1	644.7605	ARGLU1	2569.5187
ARHGAP10	95.0541	ARHGAP10	603.3868
ARHGAP11A	193.9524	ARHGAP11A	80.6595
ARHGAP11B	11.5323	removed	removed
ARHGAP12	777.9062	ARHGAP12	1038.3244
ARHGAP15	30.0539	ARHGAP15	31.1943
ARHGAP17	926.4283	ARHGAP17	1180.4813
ARHGAP18	974.6543	ARHGAP18	636.8093
ARHGAP19	459.5448	ARHGAP19	1133.2442
ARHGAP1	3113.7216	ARHGAP1	2885.4724
ARHGAP20	22.7151	ARHGAP20	254.902
ARHGAP21	1079.4934	ARHGAP21	2746.4349
ARHGAP22	92.9573	ARHGAP22	96.7023
ARHGAP23	427.3941	ARHGAP23	937.1658
ARHGAP24	235.1891	ARHGAP24	363.6364
ARHGAP25	171.2372	ARHGAP25	348.9305
ARHGAP26	1175.5959	ARHGAP26	1099.8217
ARHGAP27	381.9533	ARHGAP27	623.8859
ARHGAP28	122.6618	ARHGAP28	122.549
ARHGAP29	1332.1556	ARHGAP29	3149.7326
ARHGAP30	365.1896	ARHGAP30	395.2763
ARHGAP31	461.6416	ARHGAP31	1445.1872
ARHGAP32	1274.8436	ARHGAP32	1752.2282
ARHGAP33	129.3016	ARHGAP33	184.0463
removed	removed	ARHGAP36	23.1729
ARHGAP39	415.1629	ARHGAP39	240.1961
ARHGAP42	110.4166	ARHGAP42	135.4724
ARHGAP4	358.5498	ARHGAP4	405.0802
ARHGAP5	1719.3614	ARHGAP5	2955.4367
ARHGAP6	47.8765	ARHGAP6	91.8004
ARHGAP8	236.5904	ARHGAP8	408.1194
ARHGAP9	69.1938	ARHGAP9	128.3422
ARHGDIA	6073.3297	ARHGDIA	4114.5276
ARHGDIB	3271.3297	ARHGDIB	3089.5722
ARHGEF10L	617.1529	ARHGEF10L	1209.893
ARHGEF10	598.9808	ARHGEF10	1140.82
ARHGEF11	1923.4482	ARHGEF11	1403.7433
ARHGEF12	2922.565	ARHGEF12	5438.057
ARHGEF15	242.5278	ARHGEF15	1143.4938
ARHGEF16	348.7648	ARHGEF16	240.6417
ARHGEF17	2668.1554	ARHGEF17	1737.9679
ARHGEF18	1504.4412	ARHGEF18	911.7647
ARHGEF19	593.7388	ARHGEF19	431.8182
ARHGEF1	1148.6872	ARHGEF1	1347.148
ARHGEF2	2460.5739	ARHGEF2	1906.8627
ARHGEF33	7.3387	ARHGEF33	17.3797
ARHGEF35	684.5994	ARHGEF35	918.8948
ARHGEF37	776.5084	ARHGEF37	1766.934
ARHGEF38	32.8496	ARHGEF38	93.1373
ARHGEF3	882.7453	ARHGEF3	794.5633
ARHGEF4	127.5543	ARHGEF4	307.4866
ARHGEF5	547.9591	ARHGEF5	613.6364
ARHGEF6	616.8034	ARHGEF6	2544.1176
ARHGEF7	1198.6605	ARHGEF7	1712.1212
ARHGEF9	212.4739	ARHGEF9	738.4135
ARID1A	4162.4622	ARID1A	2914.8841
ARID1B	2349.095	ARID1B	2416.221
ARID2	1145.542	ARID2	938.057
ARID3A	71.2906	ARID3A	67.2906
ARID3B	86.3175	ARID3B	140.82
ARID4A	391.0499	ARID4A	803.0303
ARID4B	1367.102	ARID4B	1236.0205
ARID5A	1095.2192	ARID5A	3136.8093
ARID5B	1256.322	ARID5B	5973.7077
ARIH1	1093.4719	ARIH1	1941.1765
ARIH2	890.4335	ARIH2	1541.3993
ARL10	19.2205	ARL10	58.3779
ARL11	37.0432	ARL11	41.8895
ARL13B	254.4096	ARL13B	300.8021
ARL15	356.1035	ARL15	366.7558
ARL16	340.0282	ARL16	284.7594
ARL17A	105.8595	ARL17A	103.2219
ARL1	2312.0519	ARL1	1725.0446
ARL2BP	1265.0586	ARL2BP	1135.0267
ARL2	840.8097	ARL2	1074.8663
ARL3	1457.2636	ARL3	477.7184
ARL4A	361.6949	ARL4A	1010.6952
ARL4C	798.874	ARL4C	1351.1586
ARL4D	83.5218	ARL4D	152.4064
ARL5A	807.6106	ARL5A	668.0036
ARL5B	198.1459	ARL5B	340.0178
ARL6IP1	6460.186	ARL6IP1	4475.9358
ARL6IP4	1837.1307	ARL6IP4	1664.8841
ARL6IP5	2595.4669	ARL6IP5	3220.1426
ARL6IP6	253.0117	ARL6IP6	197.861
ARL6	88.7638	ARL6	94.4742
ARL8A	1603.3395	ARL8A	1045.4545
ARL8B	1401.3495	ARL8B	2157.3084
ARL9	39.4894	ARL9	12.4777
ARMC10	1064.6552	ARMC10	569.7326
ARMC1	750.648	ARMC1	719.2513
ARMC2	82.4734	ARMC2	55.2585
ARMC3	34.5969	removed	removed
ARMC4	11.5323	ARMC4	5.7932
ARMC5	526.2923	ARMC5	406.4171
ARMC6	1527.7819	ARMC6	512.4777
ARMC7	414.1145	ARMC7	267.3797
ARMC8	669.9219	ARMC8	709.4474
ARMC9	614.0077	ARMC9	213.9037
ARMCX1	431.5877	ARMCX1	684.492
ARMCX2	1814.0661	ARMCX2	959.893
ARMCX3	1484.1724	ARMCX3	2067.7362
ARMCX5	259.3021	ARMCX5	356.5062
ARMCX6	347.3669	ARMCX6	220.5882
ARNT2	3399.2335	ARNT2	249.5544
ARNTL2	54.8658	ARNTL2	32.0856
ARNTL	206.1836	ARNTL	406.8627
ARNT	2377.4016	ARNT	1616.3102
ARPC1A	3602.4186	ARPC1A	1781.8004
ARPC1B	5107.9642	ARPC1B	1330.9447
ARPC2	5693.1132	ARPC2	3042.3351
ARPC3	4486.7645	ARPC3	2091.8004
ARPC4	3918.1207	ARPC4	2213.0793
ARPC5L	1192.0207	ARPC5L	532.5312
ARPC5	2815.2796	ARPC5	2303.9216
ARPM1	43.3335	ARPM1	55.2585
ARPP19	2050.3036	ARPP19	3486.631
ARRB1	782.4492	ARRB1	1302.5847
ARRB2	527.3407	ARRB2	641.7112
ARRDC1	1207.7466	ARRDC1	699.1979
ARRDC2	706.2661	ARRDC2	741.533
ARRDC3	1778.4208	ARRDC3	4016.4884
ARRDC4	746.4545	ARRDC4	1556.1497
ARSA	669.9219	ARSA	484.8485
ARSB	445.9157	ARSB	221.4795
ARSD	1897.2385	ARSD	2458.1105
ARSE	34.2474	ARSE	20.9447
ARSG	255.458	ARSG	352.4955
ARSH	15.0269	removed	removed
ARSI	106.5864	ARSI	24.9554
ARSJ	123.3607	ARSJ	114.9733
ARSK	226.8019	ARSK	153.7433
ART3	24.4625	removed	removed
removed	removed	ART4	8.467
removed	removed	ART5	16.4884
ARTN	61.1561	ARTN	6.2389
ARV1	378.4692	ARV1	282.0856
ARVCF	264.1946	ARVCF	528.0749
ARX	15.7259	ARX	7.5758
AR	554.5989	AR	607.8431
AS3MT	270.1354	AS3MT	227.0766
ASAH1	4499.6947	ASAH1	4283.4225
ASAH2	16.4248	ASAH2	8.467
ASAM	147.8231	ASAM	745.9893
ASAP1	1093.8214	ASAP1	1017.3797
ASAP2	1092.4235	ASAP2	723.262
ASAP3	1368.8493	ASAP3	1194.7415
removed	removed	ASB12	7.1301
ASB13	1258.7683	ASB13	896.1676
ASB14	5.5914	ASB14	13.369
ASB16	14.0519	ASB16	16.934
ASB1	285.6621	ASB1	657.0187
ASB2	7.3387	ASB2	25.4011
ASB3	300.8882	ASB3	269.6078
ASB6	786.0208	ASB6	687.3574
ASB7	409.5715	ASB7	386.8093
ASB8	720.2447	ASB8	694.7415
ASB9	67.796	ASB9	19.6078
ASCC1	691.5887	ASCC1	393.0481
ASCC2	1006.8049	ASCC2	1173.3512
ASCC3	1467.0486	ASCC3	979.0553
ASCL1	76.1831	removed	removed
ASCL2	130.6994	ASCL2	27.1836
ASF1A	390.0015	ASF1A	355.615
ASF1B	558.7925	ASF1B	80.2139
ASGR1	7.6882	ASGR1	8.0214
ASGR2	5.242	ASGR2	6.2389
ASH1L	4474.8513	ASH1L	3292.7585
ASH2L	594.0883	ASH2L	1174.2424
ASL	630.782	ASL	392.6025
ASMTL	901.6094	ASMTL	717.0232
ASNA1	2926.0596	ASNA1	919.3405
ASNSD1	1074.9504	ASNSD1	995.9893
ASNS	433.6845	ASNS	342.246
ASPA	10.8334	ASPA	85.5615
removed	removed	ASPG	18.2709
ASPHD1	9.4355	ASPHD1	41.8895
ASPHD2	153.0651	ASPHD2	44.5633
ASPH	5723.4362	ASPH	7406.5374
ASPM	159.7049	ASPM	75.7576
ASPN	2069.5241	ASPN	290.9982
ASPRV1	26.5383	ASPRV1	46.5998
ASPSCR1	637.0723	ASPSCR1	308.8235
ASRGL1	72.6885	ASRGL1	139.9287
ASS1	4583.9154	ASS1	2095.8111
ASTE1	186.9037	ASTE1	213.2264
removed	removed	ASTN1	14.7059
ASTN2	232.0439	ASTN2	208.1105
ASXL1	1500.2477	ASXL1	2101.1586
ASXL2	551.1043	ASXL2	950.0891
removed	removed	ASXL3	33.4225
ATAD1	1065.5148	ATAD1	982.6203
ATAD2B	370.0821	ATAD2B	348.0392
ATAD2	915.9444	ATAD2	565.0624
ATAD3A	302.6356	ATAD3A	384.1355
ATAD3B	100.2961	ATAD3B	233.066
ATAD3C	66.3981	ATAD3C	96.2567
ATAD5	76.882	ATAD5	57.041
ATE1	440.6737	ATE1	317.2906
ATF1	478.7653	ATF1	394.8307
ATF2	563.3355	ATF2	494.2068
ATF3	327.4475	ATF3	5914.4385
ATF4	4650.663	ATF4	6039.2157
ATF5	1230.4617	ATF5	553.9216
ATF6B	3349.2601	ATF6B	1913.9929
ATF6	5267.8159	ATF6	1657.3084
ATF7IP2	24.113	ATF7IP2	56.5954
ATF7IP	1917.8568	ATF7IP	1317.2906
ATF7	1670.6672	ATF7	2289.8752
ATG10	189.4093	ATG10	147.9501
ATG12	565.7817	ATG12	393.4938
ATG16L1	1414.9785	ATG16L1	827.9857
ATG16L2	88.61	ATG16L2	432.9011
ATG2A	1013.7942	ATG2A	709.893
ATG2B	954.3854	ATG2B	1478.164
ATG3	672.0187	ATG3	548.1283
ATG4A	482.2599	ATG4A	303.4759
ATG4B	987.9339	ATG4B	851.1586
ATG4C	246.3719	ATG4C	219.697
ATG4D	576.3705	ATG4D	186.2968
ATG5	970.1112	ATG5	718.3601
ATG7	666.6999	ATG7	604.287
ATG9A	1724.1421	ATG9A	1466.9519
ATG9B	10.3022	ATG9B	9.4563
ATHL1	430.1898	ATHL1	1715.2406
ATIC	3129.4475	ATIC	1307.4866
ATL1	278.5226	ATL1	401.9608
ATL2	1040.7029	ATL2	1828.4314
ATL3	959.2779	ATL3	469.2513
ATMIN	1391.9139	ATMIN	1726.8271
ATM	492.0449	ATM	1169.3405
ATN1	4372.4899	ATN1	6045.0089
ATOH8	22.7151	ATOH8	393.0481
ATOX1	1583.0706	ATOX1	544.1176
ATP10A	552.1527	ATP10A	415.7754
ATP10B	8.0377	ATP10B	7.1301
ATP10D	590.2442	ATP10D	704.5455
ATP11A	705.5672	ATP11A	848.9305
ATP11B	1517.7209	ATP11B	1615.4189
ATP11C	580.1097	ATP11C	636.8093
ATP13A1	3219.6091	ATP13A1	1088.2353
ATP13A2	1243.0424	ATP13A2	813.7255
ATP13A3	2053.4487	ATP13A3	1894.8307
ATP13A4	311.3722	ATP13A4	331.5508
ATP13A5	94.3552	ATP13A5	446.5241
ATP1A1	13122.0056	ATP1A1	16374.3182
removed	removed	ATP1A2	1873.4403
ATP1A4	12.2312	ATP1A4	7.5758
ATP1B1	1780.0807	ATP1B1	3490.3654
ATP1B2	20.6184	ATP1B2	39.2157
ATP1B3	1485.9197	ATP1B3	1103.3868
ATP2A1	6.2903	ATP2A1	7.1301
ATP2A2	9390.0897	ATP2A2	5754.0107
ATP2A3	457.0985	ATP2A3	586.8984
ATP2B1	1633.0439	ATP2B1	1684.9376
removed	removed	ATP2B2	14.7059
ATP2B4	4245.6345	ATP2B4	5010.6952
ATP2C1	3967.1714	ATP2C1	2660.2139
ATP2C2	223.3073	ATP2C2	139.0374
ATP5A1	10077.1354	ATP5A1	7625.2228
ATP5B	11085.3382	ATP5B	7927.3619
ATP5C1	2806.1935	ATP5C1	1950.0891
ATP5D	574.8678	ATP5D	693.4046
ATP5EP2	34.2474	ATP5EP2	18.2709
ATP5E	4856.8466	ATP5E	2706.328
ATP5F1	2965.1995	ATP5F1	2029.8574
ATP5G1	506.3729	ATP5G1	567.7362
ATP5G2	5815.775	ATP5G2	4235.7398
ATP5G3	2540.2517	ATP5G3	1760.6952
ATP5H	2127.1856	ATP5H	1364.9733
ATP5I	1517.2386	ATP5I	874.3182
ATP5J2	1120.0277	ATP5J2	611.4082
ATP5J	1695.8425	ATP5J	1039.9198
ATP5L	1585.5168	ATP5L	2094.4742
ATP5O	2619.9294	ATP5O	2212.5668
ATP5SL	786.2933	ATP5SL	651.9608
ATP5S	63.9519	ATP5S	118.984
ATP6AP1L	87.7154	ATP6AP1L	112.7451
ATP6AP1	5354.8323	ATP6AP1	2554.3672
ATP6AP2	5100.4228	ATP6AP2	2605.1693
ATP6V0A1	954.3854	ATP6V0A1	1356.5062
ATP6V0A2	371.1305	ATP6V0A2	373.8859
ATP6V0A4	76.1831	ATP6V0A4	87.7897
ATP6V0B	2724.7685	ATP6V0B	1286.0963
ATP6V0C	2669.9097	ATP6V0C	1478.6096
ATP6V0D1	1524.0112	ATP6V0D1	1368.0927
ATP6V0D2	29.355	removed	removed
ATP6V0E1	3871.0095	ATP6V0E1	2104.2781
ATP6V0E2	1405.1656	ATP6V0E2	771.2522
ATP6V1A	1716.2163	ATP6V1A	1675.5793
ATP6V1B1	161.1028	ATP6V1B1	889.4831
ATP6V1B2	1609.9793	ATP6V1B2	1846.7023
ATP6V1C1	1217.881	ATP6V1C1	1888.5918
ATP6V1C2	66.9293	ATP6V1C2	84.8128
ATP6V1D	1655.0601	ATP6V1D	999.5544
ATP6V1E1	1710.6248	ATP6V1E1	1870.3209
ATP6V1E2	41.5862	ATP6V1E2	82.8877
ATP6V1F	1776.6595	ATP6V1F	1036.0695
ATP6V1G1	2241.8097	ATP6V1G1	1870.3209
ATP6V1G2	24.113	ATP6V1G2	15.1515
ATP6V1H	965.2188	ATP6V1H	1115.8645
ATP7A	558.443	ATP7A	831.5508
ATP7B	851.9925	ATP7B	252.2282
ATP8A1	147.8231	ATP8A1	694.2959
ATP8A2	129.651	ATP8A2	12.9234
ATP8B1	2804.1247	ATP8B1	1547.2816
ATP8B2	856.1861	ATP8B2	994.2068
ATP8B3	48.226	ATP8B3	26.2923
ATP8B4	47.5271	ATP8B4	193.8503
ATP8B5P	30.0539	ATP8B5P	28.5205
ATP9A	3078.7752	ATP9A	3750.8913
ATP9B	722.3415	ATP9B	547.2371
ATPAF1	1292.1246	ATPAF1	1055.2897
ATPAF2	183.8179	ATPAF2	233.9572
ATPBD4	53.1185	ATPBD4	117.2014
ATPIF1	1315.7308	ATPIF1	743.7611
ATRIP	193.6518	ATRIP	309.492
removed	removed	ATRNL1	34.3137
ATRN	3110.5764	ATRN	2086.0071
ATRX	2124.7393	ATRX	2552.139
ATR	890.783	ATR	1024.9554
ATXN10	1775.9745	ATXN10	1774.0642
ATXN1L	626.239	ATXN1L	1803.4358
ATXN1	1238.1499	ATXN1	846.7023
ATXN2L	2034.2282	ATXN2L	2296.7914
ATXN2	869.1162	ATXN2	694.7415
ATXN3	259.3021	ATXN3	578.4314
ATXN7L1	166.3447	ATXN7L1	305.2585
ATXN7L2	95.7531	ATXN7L2	78.4314
ATXN7L3B	3146.9207	ATXN7L3B	3548.574
ATXN7L3	1422.3173	ATXN7L3	1077.9857
ATXN7	290.0549	ATXN7	817.2906
AUH	161.8017	AUH	342.6916
AUP1	2763.3283	AUP1	1888.4537
AURKAIP1	986.8855	AURKAIP1	843.5829
AURKAPS1	21.3173	AURKAPS1	9.3583
AURKA	265.9419	AURKA	39.6613
AURKB	165.9953	AURKB	19.1622
AURKC	7.6882	AURKC	11.1408
AUTS2	2434.7136	AUTS2	2470.5882
AVEN	188.7104	AVEN	205.8824
AVIL	71.2906	AVIL	102.0499
AVL9	370.4315	AVL9	344.0285
AVPI1	162.5006	AVPI1	469.2513
AVPR1A	37.0432	AVPR1A	73.0838
removed	removed	AVPR2	81.9964
AXIN1	1109.5473	AXIN1	628.7879
AXIN2	188.7104	AXIN2	254.902
AXL	1301.0534	AXL	1680.4813
AZGP1	10438.8303	AZGP1	21509.8039
AZI1	467.9319	AZI1	237.9679
AZI2	1013.7942	AZI2	1147.0588
AZIN1	3807.0576	AZIN1	5349.3761
B2M	31157.1355	B2M	27233.5116
B3GALNT1	461.6416	B3GALNT1	301.2478
B3GALNT2	1178.9263	B3GALNT2	748.0214
removed	removed	B3GALT1	14.2602
B3GALT4	224.0062	B3GALT4	172.0143
B3GALT5	158.3071	B3GALT5	99.8217
B3GALT6	455.0017	B3GALT6	427.3619
B3GALTL	368.3347	B3GALTL	271.836
removed	removed	B3GAT1	66.8449
B3GAT2	8.4011	B3GAT2	7.2326
B3GAT3	1186.7787	B3GAT3	540.107
B3GNT1	598.9808	B3GNT1	485.2941
B3GNT2	1011.6974	B3GNT2	906.4171
B3GNT3	14.328	B3GNT3	234.8485
B3GNT4	11.8818	removed	removed
B3GNT5	132.7962	B3GNT5	484.8485
B3GNT7	94.7047	B3GNT7	66.3993
B3GNT8	48.9249	B3GNT8	50.3565
B3GNT9	453.0413	B3GNT9	164.4073
B3GNTL1	70.1409	B3GNTL1	56.475
B4GALNT1	187.9066	B4GALNT1	35.3966
B4GALNT3	748.9007	B4GALNT3	311.0517
B4GALNT4	848.4979	B4GALNT4	245.098
B4GALT1	24765.0949	B4GALT1	7908.6453
B4GALT2	1130.8645	B4GALT2	739.3048
B4GALT3	3865.0686	B4GALT3	749.5544
B4GALT4	680.4058	B4GALT4	345.8111
B4GALT5	2155.1427	B4GALT5	2033.4225
B4GALT6	51.0217	B4GALT6	111.4082
B4GALT7	793.9815	B4GALT7	357.8431
B9D1	79.9014	B9D1	129.9733
B9D2	178.576	B9D2	73.9394
BAALC	15.0269	BAALC	78.4314
BACE1	642.3143	BACE1	1278.5205
BACE2	2309.2562	BACE2	1140.3743
BACH1	617.5024	BACH1	940.7308
BACH2	31.1023	BACH2	273.1729
BAD	1243.7064	BAD	485.5303
BAG1	1725.9838	BAG1	1591.3993
BAG2	128.6026	BAG2	121.6578
BAG3	2150.5996	BAG3	1790.9982
BAG4	98.5488	BAG4	206.7736
BAG5	808.3095	BAG5	1779.8574
removed	removed	BAGE2	6.2389
BAHCC1	612.2604	BAHCC1	606.0606
BAHD1	479.8137	BAHD1	874.7772
removed	removed	BAI1	12.9234
BAI2	2147.8039	BAI2	57.041
removed	removed	BAI3	8.467
BAIAP2L1	1066.5632	BAIAP2L1	499.1087
removed	removed	BAIAP2L2	10.6952
BAIAP2	1072.1546	BAIAP2	814.6168
BAIAP3	226.6936	BAIAP3	228.2665
BAK1	501.8299	BAK1	278.5205
BAMBI	870.8636	BAMBI	1104.2781
BANF1	2886.2207	BANF1	1580.6595
BANK1	13.9785	BANK1	37.8788
BANP	246.7214	BANP	183.6007
BAP1	1201.4562	BAP1	1401.9608
BARD1	119.1671	BARD1	86.4528
BARX2	250.9149	BARX2	1231.2834
BASP1	1860.1953	BASP1	304.3672
BAT1	4298.4036	BAT1	5532.5312
BAT2L1	7438.2266	BAT2L1	7741.4216
BAT2L2	2664.3113	BAT2L2	6132.3529
BAT2	8467.5056	BAT2	6772.7273
BAT3	5087.1431	BAT3	3619.4296
BAT4	413.4191	BAT4	362.2995
BAT5	1734.0389	BAT5	793.2264
BATF2	37.7421	BATF2	48.574
BATF3	34.9464	BATF3	38.7701
BATF	305.4313	BATF	103.3868
BAX	928.5251	BAX	459.4474
BAZ1A	1297.2093	BAZ1A	958.1105
BAZ1B	3737.5143	BAZ1B	2230.3922
BAZ2A	2777.9289	BAZ2A	3203.8146
BAZ2B	689.8833	BAZ2B	1307.6337
BBC3	331.2916	BBC3	164.4385
removed	removed	BBOX1	877.451
BBS10	263.8451	BBS10	456.328
BBS12	96.452	BBS12	129.6791
BBS1	703.2258	BBS1	1005.3476
BBS2	490.2976	BBS2	919.3405
BBS4	228.1998	BBS4	345.3654
BBS5	223.6882	BBS5	268.2709
BBS7	155.8608	BBS7	354.2781
BBS9	470.3781	BBS9	297.6827
BBX	1626.4041	BBX	2283.8681
BCAM	7353.7647	BCAM	4584.2246
BCAN	5.5914	BCAN	11.1408
BCAP29	980.9446	BCAP29	1047.6827
BCAP31	4650.3135	BCAP31	4459.893
BCAR1	1590.0599	BCAR1	1022.2816
BCAR3	486.4535	BCAR3	1193.4046
BCAS1	160.0544	BCAS1	418.0036
BCAS2	912.6035	BCAS2	698.7834
BCAS3	709.4113	BCAS3	434.0463
BCAS4	850.9441	BCAS4	556.1497
BCAT1	509.5181	BCAT1	176.025
BCAT2	702.422	BCAT2	395.7219
BCCIP	2445.3094	BCCIP	1105.1337
BCDIN3D	202.0145	BCDIN3D	164.0642
BCHE	9.4355	BCHE	16.4884
BCKDHA	512.8869	BCKDHA	914.8841
BCKDHB	346.3185	BCKDHB	389.9287
BCKDK	1298.9566	BCKDK	999.5544
BCL10	289.7054	BCL10	501.7825
BCL11A	17.8226	BCL11A	132.7986
BCL11B	15.3764	BCL11B	105.1693
BCL2A1	39.8389	BCL2A1	38.3244
removed	removed	BCL2L10	8.467
BCL2L11	1708.1786	BCL2L11	851.1586
