gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
ANKS1B	481.2139	ANKS1B	89.9916
ANKS3	246.5318	ANKS3	242.6409
ANKS6	72.8324	ANKS6	292.2624
ANKZF1	519.3642	ANKZF1	563.4987
ANLN	1826.3006	ANLN	34.9033
ANO10	454.0462	ANO10	945.3322
ANO1	6925.4335	ANO1	4229.6047
ANO2	17.9191	ANO2	52.1447
removed	removed	ANO3	66.4424
removed	removed	ANO4	14.2977
ANO5	11.2717	ANO5	212.7839
ANO6	2171.6763	ANO6	6198.0656
ANO7	8.0925	ANO7	15.9798
ANO8	109.2486	ANO8	307.8217
ANO9	380.3468	ANO9	100.0841
ANP32A	2454.6243	ANP32A	2040.7906
ANP32B	2887.2832	ANP32B	2253.995
ANP32E	1776.0116	ANP32E	760.3028
ANPEP	40.7514	ANPEP	2095.8789
ANTXR1	665.0289	ANTXR1	3810.3448
ANTXR2	168.2081	ANTXR2	2503.3642
ANUBL1	317.341	ANUBL1	216.148
ANXA11	2448.5549	ANXA11	5187.132
ANXA1	538.4393	ANXA1	16989.9075
ANXA2P1	32.3699	ANXA2P1	59.2935
ANXA2P2	2319.6532	ANXA2P2	5800.2523
ANXA2	7063.8728	ANXA2	16753.5744
ANXA3	18.7861	ANXA3	1056.7704
ANXA4	1033.237	ANXA4	1583.2632
ANXA5	4263.8728	ANXA5	12942.3886
ANXA6	1553.7572	ANXA6	8119.0076
ANXA7	4939.8844	ANXA7	3158.9571
removed	removed	ANXA8L2	148.8646
ANXA8	10.9827	ANXA8	313.2885
ANXA9	475.1445	ANXA9	198.0656
AOAH	56.9364	AOAH	77.3759
AOC2	5.4913	AOC2	133.3053
AOC3	710.9827	AOC3	15397.8133
AOX1	22.5434	AOX1	1149.7056
AP1AR	1265.896	AP1AR	502.5231
AP1B1	2083.237	AP1B1	2576.9554
AP1G1	2007.5145	AP1G1	2511.3541
AP1G2	1380.2341	AP1G2	915.1262
AP1M1	724.8555	AP1M1	1107.6535
AP1M2	1985.5491	AP1M2	712.3633
AP1S1	822.5434	AP1S1	424.7267
AP1S2	162.4277	AP1S2	482.7586
AP1S3	145.9538	AP1S3	77.3759
AP2A1	2556.5665	AP2A1	1818.8478
AP2A2	1427.1676	AP2A2	1835.5761
AP2B1	15719.9422	AP2B1	6176.619
AP2M1	3498.2659	AP2M1	5662.7418
AP2S1	1019.3642	AP2S1	884.3566
AP3B1	1776.3006	AP3B1	1291.8419
AP3B2	454.6243	AP3B2	109.7561
AP3D1	2465.0289	AP3D1	2655.1724
AP3M1	2220.5202	AP3M1	1503.7847
AP3M2	404.6243	AP3M2	467.1993
AP3S1	1493.0636	AP3S1	931.8755
AP3S2	1464.0636	AP3S2	1488.7721
AP4B1	282.1705	AP4B1	328.5618
AP4E1	488.4393	AP4E1	379.3103
AP4M1	244.0231	AP4M1	292.6535
AP4S1	29.1908	AP4S1	70.2271
APAF1	713.0058	APAF1	492.0101
APBA1	69.6532	APBA1	293.1034
APBA2	6.0694	APBA2	31.9596
APBA3	79.4798	APBA3	179.5627
APBB1IP	121.3873	APBB1IP	1079.8991
APBB1	798.2659	APBB1	797.7292
APBB2	5118.7861	APBB2	3883.9361
APBB3	325.7225	APBB3	269.1337
removed	removed	APC2	5.9462
removed	removed	APCDD1L	82.8427
APCDD1	57.2254	APCDD1	1537.4264
APC	1947.9769	APC	1129.1001
APEH	1998.8439	APEH	1433.5576
APEX1	2864.1618	APEX1	2119.0076
APEX2	600	APEX2	512.1951
APH1A	8253.4682	APH1A	3221.1943
APH1B	739.8844	APH1B	723.2969
API5	2377.1676	API5	2196.804
APIP	536.8064	APIP	400.7359
APITD1	382.4277	APITD1	132.4643
APLF	21.0983	APLF	84.5248
APLNR	612.4277	APLNR	1869.2178
APLN	145.0867	APLN	105.1304
APLP1	1389.0173	APLP1	31.9596
APLP2	10022.5434	APLP2	15986.1228
APOA1BP	2598.2659	APOA1BP	1068.1245
APOA1	11.5607	removed	removed
APOB48R	344.7977	APOB48R	140.4542
APOBEC3A	13.2948	APOBEC3A	12.1951
APOBEC3B	233.526	APOBEC3B	31.5391
APOBEC3C	54.3353	APOBEC3C	421.783
APOBEC3D	18.4971	APOBEC3D	90.4121
APOBEC3F	52.8902	APOBEC3F	223.2969
removed	removed	APOBEC3G	291.8419
removed	removed	APOB	246.005
APOC1	748.5549	APOC1	296.0471
APOC2	34.9711	APOC2	6.3078
APOC3	13.8728	removed	removed
APOD	9349.1329	APOD	23929.7729
APOE	1958.3815	APOE	3216.5685
APOF	10.6936	APOF	5.8873
APOL1	923.9884	APOL1	2002.1026
APOL2	437.5723	APOL2	864.5921
APOL3	390.1734	APOL3	1485.2817
APOL4	85.5491	APOL4	498.7384
APOL6	1403.1792	APOL6	6247.2666
APOLD1	703.7572	APOLD1	2602.6072
APOM	214.1618	APOM	39.529
APOOL	217.052	APOOL	179.5627
APOO	247.1098	APOO	151.8082
APPBP2	1545.9538	APPBP2	1340.6224
APPL1	2393.3526	APPL1	1509.672
APPL2	1113.8728	APPL2	1192.5988
APP	13562.4277	APP	26559.2935
APRT	1380.6358	APRT	1032.8007
APTX	427.7457	APTX	411.27
AQP11	9.8266	AQP11	41.2111
AQP1	1948.3642	AQP1	16152.0311
AQP3	2449.422	AQP3	861.6484
removed	removed	AQP4	70.6476
removed	removed	AQP5	121.1102
removed	removed	AQP6	7.1489
removed	removed	AQP7P1	317.0732
removed	removed	AQP7P3	18.0824
AQP7	41.9075	AQP7	2188.8141
AQP9	13.0058	AQP9	37.4264
removed	removed	AQPEP	345.5971
AQR	1000.289	AQR	1122.7923
ARAF	1289.3064	ARAF	1276.7031
ARAP1	813.8208	ARAP1	2650.9083
ARAP2	44.7977	ARAP2	277.9647
ARAP3	183.237	ARAP3	761.9849
ARCN1	3206.0694	ARCN1	4477.7124
removed	removed	ARC	143.3978
AREG	67.6301	AREG	691.3373
ARF1	18549.422	ARF1	7487.8049
ARF3	9015.3179	ARF3	3960.8915
ARF4	2366.185	ARF4	3915.8957
ARF5	1536.6908	ARF5	1726.2405
ARF6	3198.8439	ARF6	2791.0008
ARFGAP1	1835.8382	ARFGAP1	1015.5593
ARFGAP2	1976.0116	ARFGAP2	1781.7494
ARFGAP3	476.3006	ARFGAP3	948.2759
ARFGEF1	10110.7948	ARFGEF1	1655.5929
ARFGEF2	4474.8555	ARFGEF2	2029.4365
ARFIP1	1547.3988	ARFIP1	1062.2372
ARFIP2	1801.1561	ARFIP2	1330.9504
ARFRP1	547.3988	ARFRP1	561.3961
ARG2	220.8844	ARG2	231.2111
ARGLU1	604.6243	ARGLU1	1976.0303
ARHGAP10	437.8613	ARHGAP10	699.7477
ARHGAP11A	917.9191	ARHGAP11A	69.8066
ARHGAP11B	56.6474	ARHGAP11B	6.7283
ARHGAP12	1332.948	ARHGAP12	1186.7115
ARHGAP15	34.6821	ARHGAP15	39.1085
ARHGAP17	1161.2717	ARHGAP17	1423.4651
ARHGAP18	370.5202	ARHGAP18	802.3549
ARHGAP19	583.237	ARHGAP19	881.8335
ARHGAP1	2509.5376	ARHGAP1	3490.328
ARHGAP20	15.0289	ARHGAP20	467.1993
ARHGAP21	1849.422	ARHGAP21	3157.275
ARHGAP22	11.5607	ARHGAP22	57.1909
ARHGAP23	901.1561	ARHGAP23	1003.3642
ARHGAP24	654.3353	ARHGAP24	503.7847
ARHGAP25	108.3815	ARHGAP25	412.111
ARHGAP26	172.5434	ARHGAP26	660.6392
ARHGAP27	591.0376	ARHGAP27	604.7098
ARHGAP28	14.7399	ARHGAP28	324.222
ARHGAP29	1919.3642	ARHGAP29	3434.8192
ARHGAP30	156.3584	ARHGAP30	410.0084
ARHGAP31	349.422	ARHGAP31	1744.323
ARHGAP32	4055.2023	ARHGAP32	1207.7376
ARHGAP33	378.0347	ARHGAP33	163.1623
removed	removed	ARHGAP36	2015.1388
ARHGAP39	1074.5665	ARHGAP39	166.5265
ARHGAP42	32.659	ARHGAP42	299.8192
ARHGAP4	756.3584	ARHGAP4	356.1817
ARHGAP5	2577.4566	ARHGAP5	2647.603
ARHGAP6	53.4682	ARHGAP6	153.4903
ARHGAP8	136.5173	ARHGAP8	242.0648
ARHGAP9	42.7746	ARHGAP9	99.2431
ARHGDIA	6573.9884	ARHGDIA	4075.6939
ARHGDIB	1446.8208	ARHGDIB	3174.5164
removed	removed	ARHGDIG	62.7376
ARHGEF10L	635.5491	ARHGEF10L	1076.5349
ARHGEF10	187.2832	ARHGEF10	1231.7073
ARHGEF11	3078.0347	ARHGEF11	1524.3902
ARHGEF12	4754.3353	ARHGEF12	5455.8452
ARHGEF15	295.9538	ARHGEF15	1452.0606
ARHGEF16	383.815	ARHGEF16	260.7233
ARHGEF17	423.4104	ARHGEF17	1771.6569
ARHGEF18	608.3815	ARHGEF18	817.4937
ARHGEF19	205.4913	ARHGEF19	340.6224
ARHGEF1	1298.5549	ARHGEF1	1295.2061
ARHGEF2	767.052	ARHGEF2	2141.2952
ARHGEF33	5.2023	ARHGEF33	7.9899
ARHGEF35	441.6185	ARHGEF35	769.9748
ARHGEF37	467.9191	ARHGEF37	1242.6409
ARHGEF38	6.3584	ARHGEF38	34.0622
ARHGEF3	308.9595	ARHGEF3	1009.2515
removed	removed	ARHGEF4	314.1295
ARHGEF5	394.2197	ARHGEF5	597.561
ARHGEF6	246.2428	ARHGEF6	3229.1842
ARHGEF7	1116.474	ARHGEF7	1734.2304
ARHGEF9	326.3006	ARHGEF9	637.931
ARID1A	4550.578	ARID1A	2718.2506
ARID1B	2031.7919	ARID1B	2167.3675
ARID2	1739.0173	ARID2	833.053
ARID3A	117.052	ARID3A	57.1909
ARID3B	115.0289	ARID3B	115.2229
ARID4A	744.2197	ARID4A	819.5963
ARID4B	3173.7919	ARID4B	1320.5214
ARID5A	506.9364	ARID5A	2370.0589
ARID5B	722.5434	ARID5B	4394.8696
ARIH1	1533.815	ARIH1	1759.8823
ARIH2	1582.8873	ARIH2	1566.3961
ARL10	35.8382	ARL10	56.3499
ARL11	184.9711	ARL11	42.8932
ARL13B	167.6301	ARL13B	272.9184
ARL15	471.6763	ARL15	452.4811
ARL16	472.5434	ARL16	290.5803
ARL17A	76.4682	ARL17A	85.7191
ARL1	2682.3699	ARL1	1997.8974
ARL2BP	714.7399	ARL2BP	1457.5273
ARL2	679.4798	ARL2	1133.7258
ARL3	745.0867	ARL3	552.5652
ARL4A	250.578	ARL4A	780.0673
ARL4C	518.4971	ARL4C	1576.9554
ARL4D	41.6185	ARL4D	187.5526
ARL5A	1065.6069	ARL5A	809.0833
ARL5B	223.9884	ARL5B	326.3246
ARL6IP1	22710.1156	ARL6IP1	3425.9882
ARL6IP4	1506.9364	ARL6IP4	1724.979
ARL6IP5	2756.3584	ARL6IP5	4798.1497
ARL6IP6	518.2081	ARL6IP6	245.164
ARL6	60.9827	ARL6	83.6838
ARL8A	1913.2948	ARL8A	1104.2893
ARL8B	2570.8092	ARL8B	2092.0942
ARL9	5.4913	ARL9	7.5694
ARMC10	429.5405	ARMC10	622.296
ARMC1	2630.3468	ARMC1	636.2489
ARMC2	28.3237	ARMC2	63.9193
removed	removed	ARMC3	10.513
ARMC4	48.5549	removed	removed
ARMC5	359.2486	ARMC5	271.2363
ARMC6	368.2081	ARMC6	506.3078
ARMC7	429.1908	ARMC7	261.1438
ARMC8	642.7746	ARMC8	736.7536
ARMC9	273.6994	ARMC9	224.5585
ARMCX1	198.8439	ARMCX1	880.9924
ARMCX2	51.7341	ARMCX2	828.8478
ARMCX3	1040.4624	ARMCX3	1983.1791
ARMCX5	232.948	ARMCX5	351.9765
ARMCX6	84.3931	ARMCX6	249.3692
ARNT2	441.3295	ARNT2	209.8402
ARNTL2	15.0289	ARNTL2	39.529
ARNTL	203.7572	ARNTL	208.9992
ARNT	2023.1214	ARNT	1859.1253
ARPC1A	2138.1503	ARPC1A	1791.8419
ARPC1B	1872.5434	ARPC1B	1547.0984
ARPC2	2625.4335	ARPC2	3376.3667
ARPC3	3147.1098	ARPC3	2254.4155
ARPC4	2507.7601	ARPC4	2538.1707
ARPC5L	663.0058	ARPC5L	562.2372
ARPC5	3799.1329	ARPC5	2441.127
ARPM1	14.7399	ARPM1	47.9394
ARPP19	4125.7225	ARPP19	4086.2069
removed	removed	ARPP21	8.4104
ARRB1	760.6936	ARRB1	1087.4685
ARRB2	433.526	ARRB2	592.0942
ARRDC1	558.0925	ARRDC1	445.3322
ARRDC2	403.7572	ARRDC2	666.947
ARRDC3	4481.5029	ARRDC3	4424.7267
ARRDC4	343.9306	ARRDC4	873.0025
ARSA	596.5318	ARSA	1214.4659
ARSB	242.7746	ARSB	272.0774
ARSD	209.2486	ARSD	2457.9479
removed	removed	ARSE	26.4929
ARSG	888.1503	ARSG	272.4979
removed	removed	ARSI	42.0521
ARSJ	35.8382	ARSJ	159.7981
ARSK	142.1965	ARSK	192.1783
removed	removed	ART3	5.4668
removed	removed	ART4	6.7283
ART5	6.6474	ART5	20.6056
ARTN	63.2948	ARTN	8.4104
ARV1	649.422	ARV1	300.6728
ARVCF	108.3815	ARVCF	377.6283
AR	730.3468	AR	652.6493
AS3MT	124.5665	AS3MT	188.8141
ASAH1	10392.7746	ASAH1	8621.1102
ASAH2B	23.6994	removed	removed
ASAH2	6.9364	ASAH2	12.6156
ASAM	23.4104	ASAM	1925.1472
ASAP1	2167.052	ASAP1	1200.1682
ASAP2	1285.2601	ASAP2	1079.058
ASAP3	737.5723	ASAP3	1224.979
removed	removed	ASB12	5.0126
ASB13	366.763	ASB13	639.6131
ASB14	8.6705	ASB14	18.9235
ASB16	137.8873	ASB16	17.3465
ASB1	257.0058	ASB1	545.2229
removed	removed	ASB2	33.6417
ASB3	313.2948	ASB3	269.1337
ASB6	966.6734	ASB6	644.2178
ASB7	444.2197	ASB7	404.9622
ASB8	905.2023	ASB8	807.8217
ASB9	10.4046	ASB9	38.2675
ASCC1	697.1098	ASCC1	380.5719
ASCC2	907.2254	ASCC2	1338.0992
ASCC3	853.4682	ASCC3	868.7973
ASCL1	5503.4682	removed	removed
ASCL2	475.4335	ASCL2	14.2977
ASCL4	17.6301	removed	removed
ASF1A	315.6069	ASF1A	401.1775
ASF1B	584.104	ASF1B	40.7906
removed	removed	ASGR1	8.4104
removed	removed	ASH1L	2820.7822
ASH2L	807.2254	ASH2L	1291.0008
ASL	315.6069	ASL	497.0563
ASMTL	154.0462	ASMTL	704.7939
ASNA1	1011.2717	ASNA1	972.6661
ASNSD1	737.8613	ASNSD1	933.5576
ASNS	356.6474	ASNS	290.5803
removed	removed	ASPA	178.3011
removed	removed	ASPG	12.1951
ASPHD1	352.8902	ASPHD1	12.1951
ASPHD2	23.6994	ASPHD2	41.2111
ASPH	2515.8092	ASPH	14097.6787
ASPM	1617.6301	ASPM	25.6518
ASPN	352.8902	ASPN	795.6266
ASPRV1	11.8006	ASPRV1	76.4886
ASPSCR1	436.9942	ASPSCR1	312.4474
ASRGL1	82.659	ASRGL1	185.8705
ASS1	1662.4277	ASS1	3193.8604
ASTE1	125.0751	ASTE1	262.3045
removed	removed	ASTN1	186.291
ASTN2	255.7803	ASTN2	210.2607
ASXL1	2389.8844	ASXL1	1777.9647
ASXL2	1253.1792	ASXL2	862.4895
ASXL3	13.8728	ASXL3	18.5029
ATAD1	1828.6127	ATAD1	1021.4466
ATAD2B	441.3295	ATAD2B	346.5097
ATAD2	9293.6416	ATAD2	373.423
ATAD3A	566.474	ATAD3A	366.6947
ATAD3B	250.8671	ATAD3B	184.6089
ATAD3C	30.3468	ATAD3C	126.577
ATAD5	289.8844	ATAD5	50.4626
ATE1	607.2254	ATE1	308.2422
ATF1	511.5607	ATF1	436.5013
ATF2	807.5145	ATF2	565.1808
ATF3	411.2717	ATF3	7518.9235
ATF4	3245.6647	ATF4	6434.3987
ATF5	630.3468	ATF5	709.8402
ATF6B	6027.4566	ATF6B	1875.7527
ATF6	3619.9422	ATF6	1541.6316
ATF7IP2	145.6647	ATF7IP2	89.9916
ATF7IP	1272.2543	ATF7IP	1157.6955
ATF7	1310.3902	ATF7	2159.2557
ATG10	83.526	ATG10	71.0681
ATG12	685.2601	ATG12	524.8108
ATG16L1	1187.2832	ATG16L1	736.3331
ATG16L2	202.8439	ATG16L2	297.418
ATG2A	728.3237	ATG2A	692.1783
removed	removed	ATG2B	1265.349
ATG3	710.9827	ATG3	659.3776
ATG4A	388.4393	ATG4A	318.7553
ATG4B	700.578	ATG4B	795.2061
ATG4C	181.5029	ATG4C	239.6972
ATG4D	297.3439	ATG4D	189.6341
ATG5	513.2948	ATG5	763.6669
ATG7	752.6214	ATG7	651.3162
ATG9A	1259.9364	ATG9A	1617.9647
ATG9B	109.922	ATG9B	11.3246
ATHL1	2378.3237	ATHL1	730.8663
ATIC	2051.1561	ATIC	1203.5324
ATL1	228.3237	ATL1	447.0143
ATL2	832.3699	ATL2	1341.0429
ATL3	630.3468	ATL3	807.4012
ATMIN	1190.4624	ATMIN	1884.3566
ATM	611.2717	ATM	1237.1741
ATN1	4189.8844	ATN1	5817.0732
ATOH8	8.6705	ATOH8	427.2498
ATOX1	1359.2486	ATOX1	679.1421
ATP10A	33.526	ATP10A	493.6922
removed	removed	ATP10B	8.4104
ATP10D	157.2254	ATP10D	616.0639
ATP11A	488.4393	ATP11A	872.582
ATP11B	2321.3873	ATP11B	1508.4104
ATP11C	126.3006	ATP11C	652.6493
ATP13A1	985.2601	ATP13A1	1118.1665
ATP13A2	1375.4335	ATP13A2	922.2035
ATP13A3	3063.5838	ATP13A3	2065.6013
removed	removed	ATP13A4	100.5046
removed	removed	ATP13A5	43.7342
ATP1A1	6873.9769	ATP1A1	11145.492
ATP1A2	58.6705	ATP1A2	743.9024
ATP1A3	1492.7746	removed	removed
ATP1B1	5134.0809	ATP1B1	3365.82
ATP1B2	32.659	ATP1B2	95.0378
ATP1B3	908.6705	ATP1B3	1624.0538
ATP2A1	10.4104	ATP2A1	5.0463
ATP2A2	9659.5376	ATP2A2	5050.0421
ATP2A3	7687.2832	ATP2A3	600.5046
ATP2B1	1422.8324	ATP2B1	1254.4155
removed	removed	ATP2B2	20.185
ATP2B4	2780.0578	ATP2B4	8294.7855
ATP2C1	2680.7052	ATP2C1	2606.9134
ATP2C2	136.4162	ATP2C2	223.7174
ATP5A1	8525.4335	ATP5A1	8977.7124
ATP5B	11436.9942	ATP5B	9817.4937
ATP5C1	2924.2775	ATP5C1	2264.9285
ATP5D	393.9306	ATP5D	613.1203
ATP5EP2	33.237	ATP5EP2	29.4365
ATP5E	4677.1676	ATP5E	2731.7073
ATP5F1	2300.578	ATP5F1	1961.7325
ATP5G1	1180.3468	ATP5G1	525.6518
ATP5G2	5854.6243	ATP5G2	3179.1421
ATP5G3	2419.9422	ATP5G3	2471.4045
ATP5H	3058.6705	ATP5H	1669.4701
ATP5I	1463.2399	ATP5I	809.4155
ATP5J2	1146.5318	ATP5J2	906.6442
ATP5J	1040.1908	ATP5J	1292.9142
ATP5L	1288.1503	ATP5L	2165.2649
ATP5O	1686.4162	ATP5O	2324.222
ATP5SL	956.9364	ATP5SL	629.5206
ATP5S	95.6647	ATP5S	125.7359
ATP6AP1L	54.3353	ATP6AP1L	38.2675
ATP6AP1	10276.0116	ATP6AP1	2894.4491
ATP6AP2	4766.763	ATP6AP2	3370.0589
ATP6V0A1	3438.7283	ATP6V0A1	1422.6241
ATP6V0A2	691.3295	ATP6V0A2	472.2456
ATP6V0A4	91.9075	ATP6V0A4	55.7275
ATP6V0B	4084.3931	ATP6V0B	1206.0555
ATP6V0C	4361.9277	ATP6V0C	1505.4668
ATP6V0D1	1146.8208	ATP6V0D1	1555.9294
removed	removed	ATP6V0D2	6.3078
ATP6V0E1	3955.4913	ATP6V0E1	2704.3734
ATP6V0E2	1332.6445	ATP6V0E2	896.3331
ATP6V1A	3000.289	ATP6V1A	1804.037
ATP6V1B1	126.0116	ATP6V1B1	558.873
ATP6V1B2	2523.9884	ATP6V1B2	1688.8141
ATP6V1C1	5920.5202	ATP6V1C1	1425.1472
ATP6V1C2	22.237	ATP6V1C2	60.778
ATP6V1D	1617.341	ATP6V1D	1021.0261
ATP6V1E1	1918.4971	ATP6V1E1	2105.1304
ATP6V1E2	16.763	ATP6V1E2	56.3499
ATP6V1F	1029.7601	ATP6V1F	1077.3717
ATP6V1G1	2583.815	ATP6V1G1	1568.1245
ATP6V1G2	90.7514	ATP6V1G2	22.7082
ATP6V1H	4576.8786	ATP6V1H	1062.2372
ATP7A	939.3064	ATP7A	698.9066
ATP7B	325.7225	ATP7B	288.0572
ATP8A1	2198.2659	ATP8A1	375.1051
removed	removed	ATP8A2	7.5694
ATP8B1	3369.3931	ATP8B1	1251.3835
ATP8B2	245.3757	ATP8B2	1149.2851
ATP8B3	38.1503	ATP8B3	30.2775
ATP8B4	28.3237	ATP8B4	161.9008
ATP8B5P	17.052	ATP8B5P	28.5955
ATP9A	6312.7168	ATP9A	3647.603
ATP9B	219.9422	ATP9B	497.0563
ATPAF1	1140.422	ATPAF1	1431.169
ATPAF2	235.5491	ATPAF2	245.164
ATPBD4	200.8671	ATPBD4	85.3659
ATPIF1	1027.4566	ATPIF1	789.7393
ATRIP	426.4884	ATRIP	260.4373
ATRNL1	106.6474	ATRNL1	100.0841
ATRN	2776.5896	ATRN	2216.5685
ATRX	2371.0983	ATRX	2522.7082
ATR	836.7052	ATR	936.9218
ATXN10	1559.5376	ATXN10	1732.5484
ATXN1L	900.0896	ATXN1L	1873.423
ATXN1	1585.2601	ATXN1	856.1817
ATXN2L	4557.2254	ATXN2L	1770.8158
ATXN2	750	ATXN2	929.3524
ATXN3	480.0578	ATXN3	539.1085
ATXN7L1	188.1503	ATXN7L1	272.0774
ATXN7L2	46.5318	ATXN7L2	74.4323
ATXN7L3B	4847.3988	ATXN7L3B	2743.0614
ATXN7L3	2285.2601	ATXN7L3	1185.0294
ATXN7	747.9769	ATXN7	846.9302
AUH	222.5434	AUH	346.5097
AUP1	3467.7457	AUP1	1726.8629
AURKAIP1	763.2948	AURKAIP1	936.5013
AURKAPS1	24.5665	AURKAPS1	5.4668
AURKA	1157.2254	AURKA	51.7241
AURKB	252.8902	AURKB	13.4567
removed	removed	AURKC	7.1489
AUTS2	5590.1734	AUTS2	2027.3339
AVEN	103.7572	AVEN	180.8242
AVIL	24.2775	AVIL	34.9033
AVL9	819.9422	AVL9	279.6468
AVPI1	117.9191	AVPI1	611.4382
AVPR1A	16.474	AVPR1A	137.931
AVPR2	12.7168	AVPR2	156.8545
AXIN1	1272.2543	AXIN1	537.4264
AXIN2	130.0578	AXIN2	405.3827
AXL	438.7283	AXL	2004.2052
AZGP1	4904.3353	AZGP1	33505.8873
AZI1	417.9191	AZI1	228.3431
AZI2	895.6647	AZI2	1261.1438
AZIN1	16253.4682	AZIN1	3283.0109
AZU1	6.6474	AZU1	11.3541
B2M	47795.0289	B2M	53021.4466
B3GALNT1	480.0578	B3GALNT1	269.1337
B3GALNT2	1402.5087	B3GALNT2	660.6434
removed	removed	B3GALT1	17.6619
removed	removed	B3GALT2	6.7283
B3GALT4	216.474	B3GALT4	231.7073
B3GALT5	20.2312	B3GALT5	23.5492
B3GALT6	489.0173	B3GALT6	494.5332
B3GALTL	169.3642	B3GALTL	309.9243
removed	removed	B3GAT1	44.1548
removed	removed	B3GAT2	14.2473
B3GAT3	614.4509	B3GAT3	505.0463
B3GNT1	1371.3873	B3GNT1	667.3675
B3GNT2	769.0751	B3GNT2	1023.5492
removed	removed	B3GNT3	112.2792
B3GNT5	67.6301	B3GNT5	591.2532
B3GNT7	50.578	B3GNT7	108.074
B3GNT8	35.5491	B3GNT8	68.9655
B3GNT9	40.026	B3GNT9	360.942
B3GNTL1	89.1185	B3GNTL1	58.7132
B4GALNT1	132.237	B4GALNT1	32.2834
B4GALNT3	204.6243	B4GALNT3	197.2246
B4GALNT4	319.6532	B4GALNT4	117.3255
B4GALT1	2971.0983	B4GALT1	4022.7082
B4GALT2	836.7052	B4GALT2	940.7065
B4GALT3	2220.2312	B4GALT3	683.7679
B4GALT4	425.7225	B4GALT4	445.3322
B4GALT5	2337.2832	B4GALT5	1970.5635
B4GALT6	189.0173	B4GALT6	161.4802
B4GALT7	575.4335	B4GALT7	476.4508
B9D1	86.9942	B9D1	133.7384
B9D2	50.211	B9D2	86.5812
BAALC	12491.6185	BAALC	185.8705
BACE1	2043.0636	BACE1	1390.6644
BACE2	731.5029	BACE2	926.8293
BACH1	492.7746	BACH1	865.0126
BACH2	10.9827	BACH2	221.1943
BAD	540.6503	BAD	646.4592
BAG1	961.078	BAG1	1354.6636
BAG2	48.8439	BAG2	153.4903
BAG3	1824.5665	BAG3	1846.9302
BAG4	169.0751	BAG4	293.1034
BAG5	1281.7919	BAG5	1555.9294
BAHCC1	65.3179	BAHCC1	658.9571
BAHD1	980.0578	BAHD1	756.5181
removed	removed	BAI1	47.0984
BAI2	358.0925	BAI2	184.6089
removed	removed	BAI3	18.0824
BAIAP2L1	383.237	BAIAP2L1	391.5055
removed	removed	BAIAP2L2	9.672
BAIAP2	1093.3526	BAIAP2	723.2969
BAIAP3	110.8121	BAIAP3	171.7199
BAK1	142.7746	BAK1	264.9285
BAMBI	316.763	BAMBI	444.4912
BANF1	1829.7688	BANF1	1416.7368
BANK1	5.2023	BANK1	199.3272
BANP	174.5665	BANP	226.2405
BAP1	1852.8902	BAP1	1578.217
BARD1	219.6532	BARD1	73.1707
removed	removed	BARX1	5.4668
BARX2	765.6069	BARX2	883.5156
BASP1	2557.2254	BASP1	453.7426
BAT1	4795.6647	BAT1	4868.3768
BAT2L1	5568.1416	BAT2L1	6002.5357
BAT2L2	9526.5896	BAT2L2	4381.413
BAT2	11296.8208	BAT2	5870.8999
BAT3	6777.1676	BAT3	3709.4197
BAT4	747.1098	BAT4	355.3406
BAT5	1667.052	BAT5	783.4315
BATF2	177.1676	BATF2	125.3154
BATF3	8.6705	BATF3	25.6518
BATF	82.0809	BATF	76.9554
BAX	542.1965	BAX	348.1918
BAZ1A	1435.8382	BAZ1A	871.3204
BAZ1B	2826.8786	BAZ1B	2349.4533
BAZ2A	4450.4827	BAZ2A	2975.5172
BAZ2B	1291.5549	BAZ2B	1217.7208
BBC3	139.3064	BBC3	81.5812
removed	removed	BBOX1	505.0463
BBS10	352.3121	BBS10	457.9479
BBS12	152.0231	BBS12	186.291
BBS1	2352.0231	BBS1	958.7889
BBS2	510.1156	BBS2	1128.259
BBS4	601.7341	BBS4	458.7889
BBS5	220.6908	BBS5	247.6871
BBS7	229.7688	BBS7	284.2725
BBS9	189.3064	BBS9	314.9706
BBX	1973.1214	BBX	2063.0782
BCAM	7386.7052	BCAM	5816.6526
BCAN	17.052	BCAN	33.6417
BCAP29	718.4971	BCAP29	1461.312
BCAP31	5687.8613	BCAP31	5939.0244
BCAR1	486.4162	BCAR1	1183.7679
BCAR3	117.6301	BCAR3	753.5744
BCAR4	26.3006	removed	removed
BCAS1	157.2254	BCAS1	151.3877
BCAS2	546.5	BCAS2	639.1968
BCAS3	776.3006	BCAS3	594.1968
BCAS4	564.4509	BCAS4	375.1051
BCAT1	108.0925	BCAT1	455.0042
BCAT2	1452.0231	BCAT2	421.783
BCCIP	1336.6329	BCCIP	934.9075
BCDIN3D	206.9104	BCDIN3D	186.2658
BCHE	7.5145	BCHE	99.6636
BCKDHA	1226.2486	BCKDHA	877.2077
BCKDHB	102.3121	BCKDHB	507.1489
BCKDK	1896.5318	BCKDK	862.069
BCL10	321.0983	BCL10	478.9739
removed	removed	BCL11A	135.4079
BCL11B	17.341	BCL11B	63.9193
BCL2A1	17.341	BCL2A1	23.9697
BCL2L11	2403.7572	BCL2L11	740.9588
