gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
LRRC20	53.4652	LRRC20	134.8123
LRRC23	78.7329	LRRC23	105.3754
removed	removed	LRRC24	11.9113
LRRC25	66.2822	LRRC25	21.7577
LRRC26	45.775	LRRC26	16.6382
LRRC27	212.3959	LRRC27	195.3925
LRRC28	145.0151	LRRC28	304.1809
LRRC29	14.648	LRRC29	56.7406
LRRC2	5.493	LRRC2	67.4061
LRRC31	330.3122	removed	removed
LRRC32	717.7515	LRRC32	1137.372
LRRC33	58.592	LRRC33	186.0068
LRRC34	18.31	LRRC34	136.0922
LRRC36	12.0846	removed	removed
LRRC37A2	180.412	LRRC37A2	209.4539
LRRC37A3	260.368	LRRC37A3	101.1092
LRRC37A4	123.0431	LRRC37A4	232.8712
LRRC37A	408.3127	LRRC37A	496.1604
LRRC37B2	445.6651	LRRC37B2	494.4539
LRRC37B	101.8035	LRRC37B	128.413
removed	removed	LRRC39	5.6698
removed	removed	LRRC3B	40.529
LRRC3	44.3102	LRRC3	107.9352
LRRC40	489.9753	LRRC40	332.3379
LRRC41	1698.4345	LRRC41	1739.7611
LRRC42	553.3278	LRRC42	397.6109
LRRC43	20.8734	LRRC43	9.3857
LRRC45	215.6917	LRRC45	104.5222
LRRC46	47.9722	LRRC46	5.9727
LRRC47	774.8787	LRRC47	1116.8942
LRRC48	16.8452	LRRC48	45.6485
LRRC49	202.8747	LRRC49	89.1638
removed	removed	LRRC4B	30.7167
LRRC4C	25.2678	LRRC4C	101.1092
LRRC4	175.0435	LRRC4	40.9556
LRRC55	10.6198	LRRC55	11.0922
LRRC56	139.5221	LRRC56	21.3311
LRRC57	454.8201	LRRC57	339.1638
LRRC58	1911.929	LRRC58	1525.1706
LRRC59	2886.306	LRRC59	1133.8908
LRRC61	279.7766	LRRC61	164.6758
LRRC66	5.1268	LRRC66	14.5051
LRRC69	15.0142	removed	removed
LRRC6	71.7752	LRRC6	36.2628
LRRC70	23.8433	LRRC70	140.1067
LRRC8A	2634.0749	LRRC8A	1285.4096
LRRC8B	1039.6411	LRRC8B	633.959
LRRC8C	402.0873	LRRC8C	1233.7884
LRRC8D	587.7506	LRRC8D	532.4232
LRRC8E	618.5114	LRRC8E	167.2355
LRRCC1	582.6238	LRRCC1	572.099
LRRFIP1	5216.1494	LRRFIP1	2369.4539
LRRFIP2	627.6664	LRRFIP2	791.3823
removed	removed	LRRIQ1	20.9044
LRRIQ3	11.3522	LRRIQ3	30.7167
LRRK1	751.8081	LRRK1	297.7816
LRRK2	414.1719	LRRK2	518.7713
LRRN1	732.0333	LRRN1	410.8362
removed	removed	LRRN2	191.9795
LRRN3	28.5636	LRRN3	410.4096
LRRN4CL	26.3664	LRRN4CL	482.9352
removed	removed	LRRTM2	93.43
removed	removed	LRRTM4	15.785
LRSAM1	619.61	LRSAM1	347.6962
LRTOMT	284.6727	LRTOMT	245.5546
LRWD1	316.0304	LRWD1	131.3993
LSAMP	12.4508	LSAMP	23.0375
LSG1	990.2042	LSG1	594.7099
LSM10	282.34	LSM10	321.6724
LSM11	240.9594	LSM11	206.058
LSM12	1042.5707	LSM12	740.6143
LSM14A	2925.2037	LSM14A	3119.8805
LSM14B	1096.7683	LSM14B	653.5836
LSM1	536.8489	LSM1	408.2765
LSM2	436.8763	LSM2	386.9454
LSM3	763.1603	LSM3	598.9761
LSM4	903.0486	LSM4	504.6928
LSM5	592.5112	LSM5	469.2833
LSM6	97.0429	LSM6	277.7304
LSM7	191.8887	LSM7	128.413
LSMD1	258.9911	LSMD1	276.4505
LSP1	575.2998	LSP1	454.7782
LSR	1638.7439	LSR	574.6587
LSS	712.6247	LSS	2388.6519
LST1	75.4372	LST1	25.5973
LTA4H	1562.2082	LTA4H	1916.3823
LTA	10.986	removed	removed
LTB4R2	56.1677	LTB4R2	42.0094
LTB4R	184.1985	LTB4R	144.9488
LTBP1	2299.0021	LTBP1	1309.3003
LTBP2	2449.5102	LTBP2	5464.5904
LTBP3	1155.3822	LTBP3	2305.2901
LTBP4	335.439	LTBP4	1827.2184
LTBR	1424.8833	LTBR	1227.3891
LTB	76.1696	LTB	9.3857
removed	removed	LTC4S	16.0495
LTF	1258.2624	LTF	6296.0751
removed	removed	LTK	9.3857
LTV1	590.6802	LTV1	474.8294
LUC7L2	2888.5837	LUC7L2	1885.2389
LUC7L3	2060.6061	LUC7L3	2460.7509
LUC7L	702.0049	LUC7L	392.9181
LUM	12679.3006	LUM	4481.6553
removed	removed	LUZP1	1758.5324
removed	removed	LUZP2	279.8635
LUZP6	4314.5656	LUZP6	4293.942
LXN	420.7635	LXN	316.9795
removed	removed	LY6D	5.9727
LY6E	3649.913	LY6E	2159.1297
LY6G5B	12.4508	LY6G5B	47.2867
LY6G5C	34.789	LY6G5C	26.0239
LY6G6C	16.8452	LY6G6C	30.7167
LY6H	5.493	removed	removed
LY6K	17.2114	LY6K	168.0887
LY75	224.8467	LY75	1175.3413
LY86	102.9021	LY86	58.8737
LY96	42.8454	LY96	80.6314
LY9	19.0424	LY9	10.6655
LYAR	189.6915	LYAR	212.0307
LYG1	17.2114	LYG1	9.8123
LYL1	26.0002	LYL1	50.3413
LYNX1	80.1977	LYNX1	905.2901
LYN	359.9744	LYN	488.4812
LYPD1	52.8097	LYPD1	10.0171
LYPD3	110.2261	LYPD3	343.43
LYPD5	74.3386	LYPD5	44.3686
LYPD6B	89.3527	LYPD6B	159.9829
LYPD6	156.7335	LYPD6	469.7099
LYPLA1	1272.5442	LYPLA1	978.2423
LYPLA2P1	54.1976	LYPLA2P1	26.8771
LYPLA2	906.3444	LYPLA2	497.4403
LYPLAL1	501.6937	LYPLAL1	457.7645
LYRM1	254.5088	LYRM1	1177.4744
LYRM2	1183.5466	LYRM2	969.9232
LYRM4	327.0164	LYRM4	379.2662
LYRM5	236.565	LYRM5	456.058
LYRM7	397.3267	LYRM7	727.8157
LYSMD1	469.1019	LYSMD1	286.2628
LYSMD2	148.6771	LYSMD2	113.9078
LYSMD3	595.4408	LYSMD3	687.2867
LYSMD4	58.7714	LYSMD4	220.3456
LYST	839.6961	LYST	1518.3447
LYVE1	11.3522	LYVE1	397.6109
LYZ	1807.562	LYZ	163.8225
LZIC	358.1434	LZIC	420.2218
LZTFL1	361.4392	LZTFL1	676.1945
LZTR1	1044.0355	LZTR1	996.1604
LZTS1	251.9454	LZTS1	438.1399
LZTS2	1696.2373	LZTS2	1755.5461
M6PR	2738.0939	M6PR	2633.814
MAB21L1	12.4508	MAB21L1	266.2116
MACC1	1555.2504	MACC1	412.5427
MACF1	6174.8604	MACF1	9204.7782
MACROD1	63.3526	MACROD1	177.901
MACROD2	128.1699	MACROD2	101.1092
MAD1L1	299.5514	MAD1L1	212.884
MAD2L1BP	537.5813	MAD2L1BP	306.314
MAD2L1	467.2709	MAD2L1	68.2594
MAD2L2	341.2982	MAD2L2	228.6689
MADD	1985.5351	MADD	1272.6109
MAEA	882.1752	MAEA	806.314
MAF1	1191.9802	MAF1	2546.5017
MAFB	1237.7552	MAFB	1465.0171
MAFF	309.805	MAFF	1147.1843
MAFG	625.103	MAFG	690.273
MAFK	490.5868	MAFK	561.1476
MAF	318.96	MAF	1041.8089
MAGED1	7825.3227	MAGED1	2356.2287
MAGED2	18485.3978	MAGED2	5280.2901
MAGED4B	80.1025	MAGED4B	202.6195
MAGED4	28.2926	MAGED4	48.6604
MAGEE1	216.7903	MAGEE1	185.5802
MAGEF1	826.8791	MAGEF1	491.8942
MAGEH1	425.8903	MAGEH1	482.0819
MAGEL2	21.6058	MAGEL2	41.8089
MAGI1	443.8341	MAGI1	1471.843
MAGI2	109.8599	MAGI2	492.3208
MAGI3	1532.9122	MAGI3	787.116
MAGIX	36.62	MAGIX	30.2901
MAGOHB	256.3398	MAGOHB	148.0375
MAGOH	250.8468	MAGOH	260.2389
MAGT1	2506.2712	MAGT1	2011.5188
removed	removed	MAG	6.3993
MAK16	511.0501	MAK16	419.1169
MAK	6.5916	MAK	8.5324
MAL2	4365.4674	MAL2	1951.3652
MALAT1	2502.2173	MALAT1	5210.6442
MALL	117.5501	MALL	386.9454
MALT1	731.3009	MALT1	657.4232
MAL	5.1268	MAL	17.0648
MAMDC2	21.972	MAMDC2	447.5043
MAMDC4	25.2678	MAMDC4	85.3242
MAML1	1768.3054	MAML1	1316.2884
MAML2	166.2547	MAML2	1408.7031
MAML3	495.4683	MAML3	591.7235
MAMLD1	47.606	MAMLD1	325.0853
MAMSTR	8.0564	MAMSTR	24.744
MAN1A1	1500.6866	MAN1A1	2439.8464
MAN1A2	1173.6702	MAN1A2	1317.8328
MAN1B1	1259.7272	MAN1B1	1011.0922
MAN1C1	258.537	MAN1C1	336.1775
MAN2A1	1443.9257	MAN2A1	904.8635
MAN2A2	906.3444	MAN2A2	3612.628
MAN2B1	1821.8438	MAN2B1	1241.4676
MAN2B2	1420.8551	MAN2B2	1604.5222
MAN2C1	476.4259	MAN2C1	1435.5802
MANBAL	896.8232	MANBAL	996.587
MANBA	818.8227	MANBA	824.2321
MANEAL	292.2274	MANEAL	104.5222
MANEA	645.6102	MANEA	689.8464
MANF	525.4967	MANF	340.4437
MANSC1	1791.8154	MANSC1	607.5085
MAOA	105.0993	MAOA	15732.9352
MAOB	5345.4179	MAOB	4566.9795
MAP1A	468.0033	MAP1A	620.7338
MAP1B	671.9766	MAP1B	2674.9147
MAP1D	85.6907	MAP1D	72.5256
MAP1LC3A	154.5363	MAP1LC3A	334.8976
MAP1LC3B2	107.6627	MAP1LC3B2	280.7167
MAP1LC3B	871.5554	MAP1LC3B	2304.6075
removed	removed	MAP1LC3C	43.5154
MAP1S	672.709	MAP1S	428.3276
MAP2K1	833.4743	MAP2K1	1393.7841
MAP2K2	1169.642	MAP2K2	1237.2014
MAP2K3	760.9631	MAP2K3	805.8874
MAP2K4	803.8085	MAP2K4	898.0375
MAP2K5	363.6364	MAP2K5	592.5768
MAP2K6	7.6902	MAP2K6	206.4846
MAP2K7	788.7943	MAP2K7	752.1331
MAP2	162.5927	MAP2	459.0444
MAP3K10	171.3815	MAP3K10	182.1672
MAP3K11	804.9071	MAP3K11	1298.2082
MAP3K12	260.7709	MAP3K12	172.7901
MAP3K13	203.9989	MAP3K13	59.7739
MAP3K14	254.875	MAP3K14	329.7782
removed	removed	MAP3K1	1346.843
MAP3K2	1050.2609	MAP3K2	916.8089
MAP3K3	454.0547	MAP3K3	1298.2637
MAP3K4	895.3584	MAP3K4	942.8328
MAP3K5	195.9169	MAP3K5	1805.8874
MAP3K6	591.0464	MAP3K6	891.2116
MAP3K7	956.88	MAP3K7	704.3515
MAP3K8	94.1133	MAP3K8	486.7747
removed	removed	MAP3K9	96.4164
MAP4K1	43.2116	MAP4K1	20.4778
MAP4K2	181.6351	MAP4K2	355.802
MAP4K3	1230.7974	MAP4K3	955.6314
MAP4K4	2967.6829	MAP4K4	4140.785
MAP4K5	1298.5444	MAP4K5	1136.5188
MAP4	3686.8992	MAP4	9206.058
MAP6D1	47.2398	MAP6D1	23.4642
MAP6	168.0857	MAP6	178.7543
MAP7D1	1430.3763	MAP7D1	3614.7611
MAP7D2	6.5916	MAP7D2	11.0922
MAP7D3	108.7613	MAP7D3	965.4437
MAP7	2062.4371	MAP7	590.0171
MAP9	1570.2646	MAP9	573.3788
MAPK10	262.5652	MAPK10	1455.2048
MAPK11	172.1139	MAPK11	508.959
MAPK12	38.4986	MAPK12	107.1459
MAPK13	2198.2972	MAPK13	422.7816
MAPK14	1685.9837	MAPK14	1826.3652
MAPK15	21.972	MAPK15	13.6519
MAPK1IP1L	1660.7159	MAPK1IP1L	1797.3549
MAPK1	3600.1099	MAPK1	3301.1945
MAPK3	921.7248	MAPK3	2089.1638
removed	removed	MAPK4	47.3549
MAPK6	1939.0277	MAPK6	978.2423
MAPK7	299.4965	MAPK7	254.4497
MAPK8IP1	526.5953	MAPK8IP1	224.4027
MAPK8IP2	116.0853	MAPK8IP2	67.8328
MAPK8IP3	544.1728	MAPK8IP3	527.7304
MAPK8	309.4388	MAPK8	328.9249
MAPK9	2142.2686	MAPK9	1271.7577
MAPKAP1	1609.0818	MAPKAP1	2062.2867
MAPKAPK2	4164.0575	MAPKAPK2	2290.529
MAPKAPK3	614.8494	MAPKAPK3	594.2833
MAPKAPK5	531.8539	MAPKAPK5	442.6578
MAPKBP1	618.8776	MAPKBP1	741.4676
MAPKSP1	970.0632	MAPKSP1	945.8191
MAPRE1	2590.4971	MAPRE1	2308.4471
MAPRE2	477.1583	MAPRE2	909.5563
MAPRE3	340.932	MAPRE3	626.2799
MAPT	21.6058	MAPT	1198.8055
MARCH1	54.93	MARCH1	22.1843
MARCH2	405.3831	MARCH2	937.2867
MARCH3	32.5918	MARCH3	129.6928
MARCH4	10.2536	removed	removed
MARCH5	1661.0821	MARCH5	1295.6485
MARCH6	3781.7449	MARCH6	3085.3242
MARCH7	3132.1066	MARCH7	2300.7679
MARCH8	247.551	MARCH8	808.0205
MARCH9	268.4244	MARCH9	168.0887
MARCKSL1	8499.1303	MARCKSL1	1308.0205
MARCKS	2913.8515	MARCKS	3515.785
removed	removed	MARCO	18.7713
MARK1	282.34	MARK1	492.3208
MARK2	1147.6701	MARK2	1040.529
MARK3	1225.3044	MARK3	1067.8328
MARK4	914.0346	MARK4	768.3447
MARS2	273.9174	MARS2	127.9863
MARS	2880.3223	MARS	882.709
MARVELD1	782.5579	MARVELD1	921.5913
MARVELD2	964.9364	MARVELD2	206.058
MARVELD3	274.1664	MARVELD3	146.041
removed	removed	MASP1	51.1945
MASP2	6.9578	MASP2	49.9147
MAST2	1760.3223	MAST2	811.4334
MAST3	255.2412	MAST3	465.0171
removed	removed	MAST4	1636.5188
MASTL	395.8619	MASTL	237.628
removed	removed	MAT1A	10.6655
MAT2A	4169.5505	MAT2A	3207.3379
MAT2B	973.7252	MAT2B	1851.1092
MATK	18.31	MATK	11.9454
MATN2	110.5923	MATN2	5056.7406
MATN3	200.3113	MATN3	34.5563
MATR3	11355.8546	MATR3	7694.9104
MAVS	4081.6625	MAVS	5111.3481
MAX	1061.2469	MAX	1053.3276
MAZ	4015.0471	MAZ	1757.5768
MBD1	1173.6702	MBD1	952.6451
MBD2	1714.5473	MBD2	2515.785
MBD3	1224.572	MBD3	1011.0922
MBD4	774.5125	MBD4	753.8396
MBD5	375.3548	MBD5	519.6246
MBD6	1796.576	MBD6	1174.4881
MBIP	306.8754	MBIP	454.7782
MBLAC1	39.1834	MBLAC1	21.3311
MBLAC2	189.6915	MBLAC2	331.058
MBNL1	1359.9963	MBNL1	6308.8951
MBNL2	4039.5496	MBNL2	3642.4915
MBNL3	149.7757	MBNL3	157.8498
MBOAT1	291.8612	MBOAT1	317.8328
removed	removed	MBOAT2	297.3549
MBOAT7	1515.7008	MBOAT7	612.628
MBP	1267.4174	MBP	644.6246
MBTD1	647.075	MBTD1	831.9113
MBTPS1	2426.4396	MBTPS1	4030.7167
removed	removed	MBTPS2	765.3584
removed	removed	MB	62.7133
MC1R	85.1451	MC1R	21.7577
MCAM	1633.6171	MCAM	18527.7304
MCART1	197.3817	MCART1	409.1297
removed	removed	MCART2	9.3857
MCART6	9.155	MCART6	6.8259
MCAT	222.6495	MCAT	231.6553
MCCC1	279.7766	MCCC1	2593.8567
MCCC2	2155.0856	MCCC2	2586.6041
MCC	301.0162	MCC	1636.9454
MCEE	88.2541	MCEE	272.6109
removed	removed	MCF2L2	10.2389
MCF2L	2082.2118	MCF2L	825.0853
MCFD2	2327.1995	MCFD2	4289.2491
MCL1	12177.6069	MCL1	8840.8703
MCM10	240.9594	MCM10	15.3584
MCM2	847.02	MCM2	217.5768
MCM3APAS	30.823	MCM3APAS	27.5341
MCM3AP	3876.8946	MCM3AP	2125.6229
MCM3	2444.7496	MCM3	1286.6894
MCM4	1929.1403	MCM4	490.1877
MCM5	1029.7537	MCM5	497.4403
MCM6	1437.7003	MCM6	695.3925
MCM7	2112.178	MCM7	1454.7056
MCM8	182.7337	MCM8	234.6416
MCM9	156.7335	MCM9	66.1263
MCOLN1	258.9032	MCOLN1	427.0478
MCOLN2	30.7608	MCOLN2	11.0922
MCOLN3	29.6622	MCOLN3	148.0375
MCPH1	609.2319	MCPH1	540.5461
MCRS1	862.0342	MCRS1	671.9283
MCTP1	68.4794	MCTP1	155.7167
MCTP2	81.6625	MCTP2	161.2628
MCTS1	810.4001	MCTS1	701.3652
MDC1	960.542	MDC1	864.3345
MDFIC	684.0612	MDFIC	2747.4403
MDFI	1763.9843	MDFI	1048.2082
MDGA1	99.6063	MDGA1	113.0546
MDH1B	56.0286	MDH1B	29.4369
MDH1	2045.5919	MDH1	5574.2321
MDH2	2563.0321	MDH2	3476.5358
MDK	2547.2855	MDK	970.5631
MDM1	353.0166	MDM1	324.2321
MDM2	1693.3077	MDM2	2142.9181
MDM4	1378.3759	MDM4	810.5802
removed	removed	MDN1	1707.3379
MDP1	178.017	MDP1	170.8746
ME1	183.0999	ME1	2513.2253
removed	removed	ME2	572.099
ME3	57.4934	ME3	502.1331
MEA1	926.4854	MEA1	741.041
MEAF6	1129.3601	MEAF6	1250.8532
MECOM	146.8461	MECOM	606.2287
MECP2	2090.2682	MECP2	2372.4403
MECR	269.1568	MECR	469.7099
MED10	420.3973	MED10	380.1195
MED11	141.3531	MED11	221.843
removed	removed	MED12L	20.4778
MED12	1853.337	MED12	1649.744
MED13L	3085.5992	MED13L	4438.1399
MED13	2608.4409	MED13	2828.0717
MED14	1470.292	MED14	1223.1229
MED15	1226.7692	MED15	1238.9078
MED16	934.908	MED16	624.5734
MED17	565.4124	MED17	526.4505
MED18	288.5654	MED18	296.9283
MED19	131.4657	MED19	139.5051
MED1	3039.458	MED1	1741.8942
MED20	636.089	MED20	336.6041
MED21	721.7797	MED21	499.5734
MED22	1145.4729	MED22	566.9795
MED23	2217.7058	MED23	1065.273
MED24	1716.7445	MED24	1043.0887
MED25	838.2313	MED25	537.9693
MED26	215.6917	MED26	222.2696
MED27	224.1143	MED27	182.1672
MED28	578.5956	MED28	569.9659
MED29	1574.2928	MED29	1454.3515
MED30	74.7048	MED30	162.9693
MED31	86.295	MED31	111.2287
MED4	865.33	MED4	898.0375
MED6	291.8612	MED6	302.0478
MED7	208.0015	MED7	227.3891
MED8	426.9889	MED8	589.5904
MED9	307.6078	MED9	492.7474
MEF2A	2178.7091	MEF2A	2186.2244
MEF2B	12.3776	MEF2B	66.698
MEF2C	398.4253	MEF2C	1415.9556
MEF2D	3640.758	MEF2D	1836.1775
MEFV	5.1268	removed	removed
MEG3	27.8312	MEG3	115.6143
MEGF10	247.551	MEGF10	111.7747
MEGF6	526.9615	MEGF6	387.7986
MEGF8	1059.4159	MEGF8	1949.6587
MEGF9	2929.2319	MEGF9	2569.1126
MEI1	6.5916	MEI1	15.785
MEIS1	163.6913	MEIS1	474.8294
MEIS2	68.1132	MEIS2	469.7099
MEIS3P1	666.4836	MEIS3P1	813.9932
MEIS3	533.5531	MEIS3	154.8635
MELK	553.3278	removed	removed
MEMO1	353.478	MEMO1	277.5256
MEN1	485.5809	MEN1	490.1877
MEOX1	18.31	MEOX1	825.0853
MEOX2	30.3946	MEOX2	659.5563
MEPCE	1479.447	MEPCE	1112.628
MERTK	100.3387	MERTK	207.7645
MESDC1	509.0177	MESDC1	451.3652
MESDC2	1312.0937	MESDC2	1038.3959
MESP1	12.4508	MESP1	215.8703
MESP2	11.7184	MESP2	14.9317
removed	removed	MESTIT1	78.9249
MEST	1134.1207	MEST	6913.8225
METAP1	1052.4581	METAP1	1081.4846
METAP2	1937.1967	METAP2	2103.2423
METRNL	206.5367	METRNL	153.157
METRN	146.8461	METRN	44.7952
METT10D	874.8512	METT10D	1041.3823
METT11D1	464.3413	METT11D1	473.5495
METT5D1	383.7774	METT5D1	321.2457
METTL10	244.0721	METTL10	307.5811
METTL11A	553.7893	METTL11A	210.1067
METTL12	30.4825	METTL12	71.4804
METTL13	922.8234	METTL13	691.9795
METTL14	460.6793	METTL14	497.4403
METTL1	435.0453	METTL1	112.2014
METTL2A	467.6371	METTL2A	368.1741
METTL2B	456.2849	METTL2B	347.6962
METTL3	690.2243	METTL3	557.0435
METTL4	386.7069	METTL4	262.7986
METTL5	257.6289	METTL5	708.0802
METTL6	395.8619	METTL6	243.1741
METTL7A	455.5525	METTL7A	7476.1092
METTL7B	5.8592	METTL7B	20.9044
METTL8	359.6082	METTL8	379.2662
METTL9	1787.0548	METTL9	2485.9215
MET	116.0853	MET	2000
MEX3A	1672.8005	MEX3A	154.0102
MEX3B	117.1839	MEX3B	71.2457
MEX3C	1852.9708	MEX3C	1126.7065
MEX3D	529.5249	MEX3D	204.7782
MFAP1	975.9224	MFAP1	767.9181
MFAP2	520.3699	MFAP2	69.9659
MFAP3L	1472.4892	MFAP3L	398.8908
MFAP3	1641.3073	MFAP3	1085.3242
MFAP4	459.2145	MFAP4	2595.9898
MFAP5	743.3855	MFAP5	595.5631
MFF	1071.1343	MFF	1275.1706
MFGE8	899.0204	MFGE8	3581.058
MFHAS1	233.2692	MFHAS1	168.5154
MFI2	56.3948	MFI2	143.3447
MFN1	1055.3877	MFN1	915.1024
MFN2	2462.6934	MFN2	3265.785
MFNG	92.4581	MFNG	331.9113
MFRP	353.3828	MFRP	210.3242
MFSD10	531.7221	MFSD10	501.7065
MFSD11	415.7173	MFSD11	507.4659
MFSD1	1677.1949	MFSD1	1432.1672
MFSD2A	389.6365	MFSD2A	33.2765
MFSD2B	8.7888	removed	removed
MFSD3	120.4797	MFSD3	124.5734
MFSD4	39.5496	MFSD4	210.3242
MFSD5	748.5123	MFSD5	452.2184
MFSD6L	105.0993	MFSD6L	10.2389
MFSD6	3342.3052	MFSD6	1413.8225
MFSD7	121.3952	MFSD7	97.9053
MFSD8	298.4528	MFSD8	394.198
MFSD9	232.5368	MFSD9	209.8976
MGAT1	1991.3943	MGAT1	2601.5358
MGAT2	588.8492	MGAT2	544.7952
MGAT3	41.3806	MGAT3	287.5427
MGAT4A	7756.111	MGAT4A	1238.0546
MGAT4B	1608.3494	MGAT4B	924.4881
MGAT5B	10.6198	MGAT5B	5.9727
MGAT5	404.6507	MGAT5	334.0444
MGA	1697.3359	MGA	1279.8635
MGC12982	31.4932	MGC12982	52.0478
removed	removed	MGC14436	39.2491
MGC16121	8.4226	MGC16121	11.9454
MGC16142	7.6902	MGC16142	12.372
MGC16275	8.4226	MGC16275	32.4232
MGC16384	6.2254	removed	removed
MGC21881	116.4515	MGC21881	169.7952
MGC23270	24.9016	MGC23270	35.4096
MGC23284	29.6622	MGC23284	46.5017
MGC2752	683.695	MGC2752	525.1706
MGC29506	400.2563	MGC29506	44.3686
MGC3771	16.1055	MGC3771	10.9983
removed	removed	MGC42105	5.9727
MGC45800	7.6902	MGC45800	138.6519
MGC57346	210.1987	MGC57346	306.3012
MGC70857	245.3538	MGC70857	378.8396
MGC72080	35.3712	MGC72080	62.227
removed	removed	MGC87042	24.744
MGEA5	6995.8803	MGEA5	5508.959
MGLL	2170.466	MGLL	15157.8498
MGMT	158.9307	MGMT	275.1706
MGP	8470.9329	MGP	57484.6416
MGRN1	1698.0683	MGRN1	873.2935
MGST1	1892.8866	MGST1	12010.6655
MGST2	525.1305	MGST2	629.2662
MGST3	1185.3886	MGST3	3337.0307
MIA2	7.324	removed	removed
MIA3	11673.716	MIA3	3426.1945
MIAT	109.4132	MIAT	48.6348
MIA	8.7888	MIA	188.4514
MIB1	2128.7192	MIB1	2277.7304
MIB2	149.0433	MIB2	294.3686
MICAL1	429.1861	MICAL1	213.7372
MICAL2	2702.188	MICAL2	648.4642
MICAL3	665.385	MICAL3	1209.471
MICALCL	61.1554	MICALCL	34.1297
MICALL1	720.3149	MICALL1	697.5256
MICALL2	184.1985	MICALL2	79.3515
MICA	328.4812	MICA	401.4505
MICB	95.9443	MICB	57.5939
MID1IP1	535.3841	MID1IP1	920.2218
MID1	76.1696	MID1	572.9522
MID2	1012.1761	MID2	1333.6177
MIDN	2780.921	MIDN	1340.0171
MIER1	1179.8956	MIER1	1231.2287
MIER2	391.4675	MIER2	315.273
MIER3	1160.1208	MIER3	678.7543
MIF4GD	282.7062	MIF4GD	339.5904
MIF	2585.3264	MIF	756.1647
MIIP	143.9165	MIIP	305.0341
MINA	666.5715	MINA	925.6783
MINK1	1205.4088	MINK1	1686.6638
MINPP1	468.7357	MINPP1	305.4608
MIOS	827.2453	MIOS	671.5017
MIPEP	573.835	MIPEP	406.9966
MIPOL1	214.2269	MIPOL1	124.1468
MIR155HG	14.648	removed	removed
MIR17HG	8.4226	MIR17HG	53.3276
MIS12	491.0739	MIS12	480.802
MITD1	151.6067	MITD1	220.1365
MITF	291.495	MITF	679.6075
MKI67IP	800.8716	MKI67IP	479.9275
MKI67	5034.8805	MKI67	55.0341
MKKS	859.837	MKKS	902.3038
MKL1	940.0348	MKL1	745.3072
MKL2	2415.8198	MKL2	2619.8805
MKLN1	2136.0432	MKLN1	2697.9522
MKNK1	338.0024	MKNK1	616.4932
MKNK2	5091.6415	MKNK2	4966.7235
MKRN1	2874.6681	MKRN1	3016.6382
MKRN2	719.9487	MKRN2	861.3481
MKS1	280.509	MKS1	260.6655
MKX	10.6198	MKX	90.0171
removed	removed	MLC1	25.5973
MLEC	9558.9124	MLEC	7046.5017
MLF1IP	710.8267	MLF1IP	50.4565
MLF1	519.6375	MLF1	280.7167
MLF2	2992.9507	MLF2	2389.0785
MLH1	860.9356	MLH1	716.7235
MLH3	827.6115	MLH3	409.5563
MLKL	66.6484	MLKL	130.1195
MLL2	3920.3332	MLL2	2871.7833
removed	removed	MLL3	3972.2696
MLL4	1303.305	MLL4	946.2457
MLL5	3370.6491	MLL5	2966.6297
MLLT10	796.8507	MLLT10	904.0102
MLLT11	155.6349	MLLT11	55.4608
MLLT1	1791.083	MLLT1	1540.9556
MLLT3	557.7222	MLLT3	415.1024
removed	removed	MLLT4	3322.5256
MLLT6	5155.7264	MLLT6	4350.256
MLL	2221.3678	MLL	3826.3652
MLPH	8363.6364	MLPH	1632.6792
MLST8	542.6971	MLST8	542.2142
MLXIPL	16.8452	MLXIPL	2149.3174
MLXIP	919.5276	MLXIP	1145.0512
MLX	1263.2683	MLX	2114.9701
MLYCD	127.0713	MLYCD	529.0102
MMAA	369.1294	MMAA	321.6724
MMAB	516.3417	MMAB	797.7816
MMACHC	147.5785	MMACHC	167.2355
MMADHC	2144.4658	MMADHC	1880.5461
MMD	192.2549	MMD	6686.8601
MMEL1	43.6364	MMEL1	10.8703
MME	430.6509	MME	15026.4505
MMGT1	783.6675	MMGT1	1453.4983
MMP10	123.4093	removed	removed
MMP11	12552.9616	MMP11	50.7679
MMP12	5.8592	removed	removed
MMP13	1994.6901	removed	removed
MMP14	11566.0533	MMP14	2884.3857
MMP15	613.0184	MMP15	837.884
MMP16	90.8175	MMP16	88.3106
MMP17	103.6345	MMP17	140.785
MMP19	229.2411	MMP19	487.628
MMP1	3577.7717	removed	removed
MMP23B	21.2396	MMP23B	37.5427
MMP24	164.7899	MMP24	424.9147
MMP25	22.4297	MMP25	22.8456
MMP28	23.4368	MMP28	470.5631
MMP2	8971.1618	MMP2	4541.3823
MMP3	498.3979	removed	removed
MMP7	649.2722	MMP7	1031.57
MMP9	1250.5722	MMP9	17.9181
MMRN1	12.817	MMRN1	158.7031
MMRN2	430.2847	MMRN2	2567.8328
MMS19	1158.2898	MMS19	1284.1297
MN1	166.9871	MN1	293.0887
MNAT1	393.6647	MNAT1	264.9317
MND1	90.0851	removed	removed
MNDA	166.9871	MNDA	52.901
MNS1	26.3664	MNS1	96.4164
MNT	434.6791	MNT	439.4198
MNX1	20.5072	removed	removed
MOAP1	1463.3342	MOAP1	973.1229
