gene_id	TCGA-E9-A1ND-01A-11R-A144-07	gene_id	TCGA-E9-A1ND-11A-43R-A144-07
PHACTR2	902.5442	PHACTR2	715.7202
PHACTR4	1020.9844	PHACTR4	946.0669
PHAX	402.7966	PHAX	402.1389
PHB2	2355.8103	PHB2	3786.2034
PHB	3140.4141	PHB	3015.8
PHC1	377.8692	PHC1	396.7577
PHC2	2267.8547	PHC2	2804.8102
PHC3	608.6926	PHC3	671.1994
PHEX	58.9702	removed	removed
PHF10	1524.3952	PHF10	1254.7799
PHF11	762.6149	PHF11	764.5963
PHF12	972.5089	PHF12	919.9352
PHF13	656.6684	PHF13	759.7571
PHF14	782.6048	PHF14	756.8535
PHF15	556.7189	PHF15	1190.4474
PHF16	716.1384	PHF16	159.2102
PHF17	389.3034	PHF17	1197.7062
PHF19	677.6578	PHF19	809.1171
PHF1	1001.994	PHF1	1574.1973
PHF20L1	1097.4458	PHF20L1	554.0903
PHF20	855.5679	PHF20	863.8002
PHF21A	740.1262	PHF21A	834.7649
PHF21B	8.9955	removed	removed
PHF23	942.524	PHF23	934.4528
PHF2	1462.2616	PHF2	1068.0152
PHF3	1670.6563	PHF3	1328.3651
PHF5A	444.7754	PHF5A	457.306
PHF6	748.6219	PHF6	302.4511
PHF7	28.9854	PHF7	75.9757
PHF8	993.4983	PHF8	536.1852
PHGDH	3584.19	PHGDH	2657.698
PHIP	1198.3448	PHIP	755.2953
PHKA1	576.7088	PHKA1	215.3452
PHKA2	568.0631	PHKA2	794.6333
PHKB	1416.2848	PHKB	1688.8867
PHKG1	56.4715	PHKG1	82.7506
PHKG2	479.258	PHKG2	540.0566
PHLDA1	1106.941	PHLDA1	1899.3927
PHLDA2	127.4356	PHLDA2	79.8471
PHLDA3	272.3625	PHLDA3	3231.1452
PHLDB1	1392.7966	PHLDB1	7305.282
PHLDB2	721.6356	PHLDB2	940.2599
PHLDB3	200.3988	PHLDB3	128.7232
PHLPP1	208.8945	PHLPP1	523.6033
PHLPP2	313.5467	PHLPP2	215.229
removed	removed	PHOSPHO1	12.098
PHOSPHO2	43.478	PHOSPHO2	62.4259
PHPT1	1065.9617	PHPT1	1127.0536
PHRF1	1020.4847	PHRF1	1191.8992
PHTF1	271.363	PHTF1	190.6652
PHTF2	711.1409	PHTF2	462.1452
PHYHD1	25.4871	PHYHD1	611.677
PHYHIPL	10.6946	PHYHIPL	26.3979
PHYHIP	13.4932	PHYHIP	203.2471
PHYH	615.1893	PHYH	1170.1227
PI15	213.3922	PI15	1326.9133
removed	removed	PI16	12251.4457
PI3	47964.7778	PI3	422.4636
PI4K2A	1071.9587	PI4K2A	1582.9079
PI4K2B	617.1883	PI4K2B	389.557
PI4KAP1	116.4412	PI4KAP1	269.0605
PI4KAP2	95.4518	PI4KAP2	258.4142
PI4KA	1683.6498	PI4KA	1625.0091
PI4KB	3155.9063	PI4KB	2377.0234
PIAS1	325.8355	PIAS1	240.5091
PIAS2	289.8536	PIAS2	168.8887
PIAS3	1293.3469	PIAS3	888.9642
PIAS4	459.7678	PIAS4	239.0573
PIBF1	414.7905	PIBF1	321.8079
PICALM	4576.6888	PICALM	4762.7574
PICK1	431.2822	PICK1	448.5954
PID1	28.4856	PID1	699.7508
PIF1	46.9763	PIF1	32.4228
PIGA	277.8597	PIGA	131.6267
PIGB	216.6256	PIGB	286.9801
PIGC	813.5891	PIGC	655.7139
PIGF	248.1197	PIGF	313.3974
PIGG	609.0224	PIGG	630.9613
PIGH	316.0054	PIGH	307.9145
PIGK	781.6053	PIGK	664.4245
PIGL	45.9768	PIGL	50.8118
PIGM	641.676	PIGM	324.2275
PIGN	204.3968	PIGN	173.7279
PIGO	530.732	PIGO	574.899
PIGP	102.4483	PIGP	293.2566
PIGQ	396.3249	PIGQ	916.3106
PIGR	9943.9783	PIGR	7840.4994
PIGS	1243.8718	PIGS	1774.5409
PIGT	2597.6882	PIGT	4153.5
PIGU	557.2186	PIGU	456.8221
PIGV	230.8834	PIGV	458.7578
PIGW	392.8016	PIGW	143.2408
PIGX	527.2337	PIGX	489.7288
PIGY	1508.7381	PIGY	1726.1487
PIGZ	82.4584	PIGZ	294.2244
PIH1D1	700.6462	PIH1D1	1103.3415
PIH1D2	22.9884	PIH1D2	29.3547
PIK3AP1	1345.8204	PIK3AP1	970.263
PIK3C2A	911.5397	PIK3C2A	656.1978
PIK3C2B	560.7168	PIK3C2B	831.3775
PIK3C2G	11.9939	PIK3C2G	154.371
PIK3C3	395.8001	PIK3C3	467.9523
PIK3CA	363.8163	PIK3CA	336.8095
PIK3CB	692.1505	PIK3CB	636.841
PIK3CD	552.7209	PIK3CD	763.1445
PIK3CG	153.9223	PIK3CG	74.04
PIK3IP1	465.265	PIK3IP1	2383.3144
PIK3R1	15189.3294	PIK3R1	4102.2043
PIK3R2	2702.4203	PIK3R2	1309.0905
PIK3R3	4132.4131	PIK3R3	1462.8953
PIK3R4	781.1055	PIK3R4	722.979
PIK3R5	361.3175	PIK3R5	1027.8497
PIK3R6	59.9697	PIK3R6	157.7585
PIKFYVE	406.7946	PIKFYVE	512.4731
PILRA	305.8455	PILRA	623.2912
PILRB	828.8714	PILRB	1125.3986
PIM1	1272.8572	PIM1	872.5108
PIM2	947.0218	PIM2	401.1711
PIM3	1276.3554	PIM3	1573.2295
PIN1	530.732	PIN1	872.9947
PIN4	525.7345	PIN4	370.684
PINK1	1713.1349	PINK1	3422.2943
PINX1	133.4326	PINX1	152.7208
PION	435.7799	PION	413.7531
PIP4K2A	616.6886	PIP4K2A	1028.8175
PIP4K2B	1356.3151	PIP4K2B	2446.7081
PIP4K2C	1608.1879	PIP4K2C	755.4018
PIP5K1A	1486.7492	PIP5K1A	845.8951
PIP5K1B	21.9889	PIP5K1B	150.0157
PIP5K1C	2117.9304	PIP5K1C	1884.875
PIP5KL1	22.9884	PIP5KL1	13.5498
PIPOX	50.4745	PIPOX	51.7796
PIPSL	218.3897	PIPSL	201.3114
PIP	925.0329	PIP	3682.1602
PIR	379.3084	PIR	451.9829
PISD	454.2706	PISD	1790.0264
PITPNA	2247.8648	PITPNA	2098.2845
PITPNB	1798.5917	PITPNB	1389.8231
PITPNC1	339.8284	PITPNC1	443.2723
PITPNM1	905.5427	PITPNM1	635.3892
PITPNM2	117.4407	PITPNM2	364.877
PITPNM3	216.8905	PITPNM3	107.4306
PITRM1	1440.0878	PITRM1	1673.2028
PITX1	1006.4917	PITX1	44.0369
PITX2	9.4952	PITX2	12.582
removed	removed	PIWIL2	5.3231
PIWIL4	37.531	PIWIL4	101.6236
PJA1	765.1136	PJA1	1206.9007
PJA2	1203.892	PJA2	2079.8955
PKD1L1	6.4967	PKD1L1	25.1639
PKD1L2	40.9793	PKD1L2	235.1859
PKD1	687.6527	PKD1	2393.4767
removed	removed	PKD2L1	7.2588
PKD2	535.2297	PKD2	938.3242
PKDCC	128.4351	PKDCC	1276.1015
PKDREJ	17.4912	PKDREJ	13.5498
PKHD1L1	6.4967	PKHD1L1	31.4549
PKIA	30.9844	PKIA	107.9145
PKIB	523.7355	PKIB	88.0737
PKIG	467.264	PKIG	1005.5893
PKM2	26742.495	PKM2	17188.4149
PKMYT1	382.6867	PKMYT1	104.44
PKN1	2018.9804	PKN1	3638.1234
PKN2	964.5129	PKN2	723.4629
PKN3	79.9596	PKN3	545.8637
PKNOX1	310.843	PKNOX1	445.6919
PKNOX2	6.4967	PKNOX2	59.0384
PKP1	1551.7164	PKP1	1810.3511
removed	removed	PKP2	212.9255
PKP3	1979.5004	PKP3	831.8614
PKP4	1941.5195	PKP4	1883.9072
PL-5283	1986.9966	PL-5283	1300.2976
PLA1A	24.4876	PLA1A	72.1043
PLA2G12A	391.3024	PLA2G12A	611.677
PLA2G15	906.0424	PLA2G15	2266.6892
PLA2G16	1319.8335	PLA2G16	4754.0468
PLA2G2A	99.9495	PLA2G2A	1066.0795
PLA2G2D	111.9435	PLA2G2D	20.3247
PLA2G2F	52.4735	removed	removed
PLA2G3	57.471	removed	removed
PLA2G4A	203.897	PLA2G4A	235.6699
PLA2G4C	156.421	PLA2G4C	245.8322
PLA2G4D	23.4881	removed	removed
PLA2G4E	198.8996	removed	removed
PLA2G4F	142.9278	PLA2G4F	27.5835
PLA2G5	5.4972	PLA2G5	125.8196
PLA2G6	79.4599	PLA2G6	433.1099
PLA2G7	472.2615	PLA2G7	2034.8908
PLA2R1	269.8637	PLA2R1	448.1115
PLAA	1220.8835	PLAA	674.1029
PLAC1	8.4957	removed	removed
PLAC2	443.7759	PLAC2	32.4228
PLAC8	29.4851	PLAC8	55.651
PLAC9	7.4962	PLAC9	1980.2076
PLAG1	13.4932	PLAG1	21.2926
PLAGL1	109.9445	PLAGL1	896.194
PLAGL2	1275.8557	PLAGL2	366.8126
PLAT	478.7582	PLAT	1880.5197
PLAUR	1703.1399	PLAUR	816.3759
PLAU	2520.867	PLAU	1265.0923
PLB1	344.8259	PLB1	208.5703
PLBD1	1503.2409	PLBD1	1796.8013
PLBD2	974.0081	PLBD2	1336.5917
PLCB1	41.4791	PLCB1	153.8871
PLCB2	580.207	PLCB2	1217.547
PLCB3	564.2151	PLCB3	1076.2419
PLCB4	645.6739	PLCB4	228.411
PLCD1	365.8153	PLCD1	753.95
PLCD3	528.2332	PLCD3	1131.4089
PLCD4	37.4811	PLCD4	107.4306
PLCE1	63.9677	PLCE1	201.3114
PLCG1	1873.5539	PLCG1	1755.184
PLCG2	2141.9183	PLCG2	767.0159
PLCH1	1116.4362	PLCH1	68.7169
PLCH2	39.9798	PLCH2	385.2017
PLCL1	533.7305	PLCL1	156.7906
PLCL2	711.6406	PLCL2	496.0197
PLCXD1	757.6174	PLCXD1	354.7146
PLCXD2	75.4619	PLCXD2	16.4533
removed	removed	PLCXD3	127.7553
PLD1	628.6825	PLD1	498.4394
PLD2	1102.4433	PLD2	1113.0199
PLD3	4574.6898	PLD3	19884.8266
PLD4	57.9707	PLD4	147.5961
removed	removed	PLD5	9.1945
PLD6	45.9768	PLD6	172.2761
PLDN	910.0404	PLDN	1086.4042
PLEC	5663.1401	PLEC	7165.9126
PLEK2	187.4054	PLEK2	78.3953
PLEKHA1	491.7517	PLEKHA1	563.2849
PLEKHA2	1153.4175	PLEKHA2	1132.8607
PLEKHA3	472.2615	PLEKHA3	265.673
PLEKHA4	1680.6513	PLEKHA4	1663.2389
PLEKHA5	371.3125	PLEKHA5	492.1484
PLEKHA6	831.0803	PLEKHA6	867.6716
PLEKHA7	346.3251	PLEKHA7	378.4268
PLEKHA8	146.4261	PLEKHA8	55.651
PLEKHA9	63.9677	PLEKHA9	125.8196
PLEKHB1	28.4856	PLEKHB1	534.7335
PLEKHB2	2378.299	PLEKHB2	2179.5833
PLEKHF1	556.2191	PLEKHF1	750.0786
PLEKHF2	731.1308	PLEKHF2	493.1162
PLEKHG1	545.7244	PLEKHG1	374.0715
PLEKHG2	485.7547	PLEKHG2	709.4292
PLEKHG3	918.5361	PLEKHG3	810.0849
PLEKHG4B	518.2383	PLEKHG4B	189.6973
PLEKHG4	29.4851	PLEKHG4	681.3618
PLEKHG5	212.3927	PLEKHG5	936.8724
PLEKHG6	889.5508	PLEKHG6	720.5594
PLEKHH1	624.0199	PLEKHH1	176.4911
PLEKHH2	88.9551	PLEKHH2	378.9107
PLEKHH3	498.2484	PLEKHH3	857.9932
PLEKHJ1	374.311	PLEKHJ1	1057.8528
PLEKHM1P	208.6646	PLEKHM1P	181.94
PLEKHM1	1075.9566	PLEKHM1	1199.6419
PLEKHM2	1823.0793	PLEKHM2	3173.5585
PLEKHM3	91.4538	PLEKHM3	324.7115
PLEKHN1	160.9187	PLEKHN1	27.0996
PLEKHO1	1644.6694	PLEKHO1	1810.3511
PLEKHO2	2410.7826	PLEKHO2	3371.9664
PLEK	1532.726	PLEK	2136.0304
PLGLB2	25.8469	PLGLB2	28.1981
PLIN1	16.9914	PLIN1	22711.8972
PLIN2	1313.8365	PLIN2	7150.911
PLIN3	2813.0794	PLIN3	2080.3794
PLIN4	240.8784	PLIN4	74225.8463
PLIN5	283.8567	PLIN5	401.1711
PLK1S1	222.3877	PLK1S1	386.1695
PLK1	625.1843	PLK1	222.1201
PLK2	5869.5359	PLK2	1793.8977
PLK3	328.3342	PLK3	515.3766
PLK4	265.366	PLK4	72.5883
PLLP	47.9758	PLLP	224.5397
PLN	9.4952	PLN	172.76
PLOD1	5542.2012	PLOD1	4523.2161
PLOD2	1958.511	PLOD2	1316.267
PLOD3	1753.1147	PLOD3	2087.1543
removed	removed	PLP1	190.6652
PLP2	1586.199	PLP2	2799.487
PLRG1	1433.7759	PLRG1	872.5108
PLS1	126.9359	PLS1	50.8118
PLS3	9494.7052	PLS3	3894.6019
PLSCR1	3900.5302	PLSCR1	807.6653
PLSCR3	808.3468	PLSCR3	1217.0244
PLSCR4	246.3756	PLSCR4	888.4802
PLTP	5987.4763	PLTP	12118.8512
PLVAP	1481.7517	PLVAP	6185.0033
PLXDC1	177.3354	PLXDC1	902.0301
PLXDC2	1036.4766	PLXDC2	653.7782
PLXNA1	2171.9032	PLXNA1	2065.8617
PLXNA2	609.1924	PLXNA2	762.1767
PLXNA3	1861.0602	PLXNA3	750.5626
PLXNA4	34.4826	PLXNA4	1708.2436
PLXNB1	1812.5846	PLXNB1	1803.5762
PLXNB2	9591.1565	PLXNB2	6700.8638
PLXNB3	1040.5845	PLXNB3	468.4894
PLXNC1	298.8491	PLXNC1	174.2118
PLXND1	3266.8502	PLXND1	7579.6656
removed	removed	PM20D1	18.389
PM20D2	329.3337	PM20D2	212.9255
PMAIP1	317.8395	PMAIP1	32.9067
PMCH	7.4163	removed	removed
PMEPA1	2112.4332	PMEPA1	3143.5554
PMF1	933.5985	PMF1	923.5404
PMFBP1	8.4957	PMFBP1	31.4549
PML	2918.0264	PML	2993.5396
PMM1	423.2862	PMM1	848.7987
PMM2	1073.193	PMM2	921.1111
PMP22	1004.9925	PMP22	5691.4031
PMPCA	1746.1182	PMPCA	1227.7094
PMPCB	1917.8465	PMPCB	1302.4414
removed	removed	PMS1	304.8707
PMS2CL	166.9157	PMS2CL	57.5867
PMS2L11	84.3174	PMS2L11	31.9727
PMS2L1	315.7905	PMS2L1	232.9647
PMS2L2	30.2097	PMS2L2	30.0031
PMS2L3	84.4573	PMS2L3	52.7475
PMS2L4	15.4922	PMS2L4	47.4243
PMS2L5	74.4624	PMS2L5	51.7796
PMS2	811.5901	PMS2	558.9296
PMVK	957.0167	PMVK	1401.9212
PNCK	7.996	PNCK	7.2588
PNKD	2137.4206	PNKD	1383.5321
PNKP	528.2332	PNKP	554.5743
PNMA1	781.6053	PNMA1	1210.7721
PNMA2	96.4513	PNMA2	118.5608
PNMA3	11.4942	PNMA3	42.1012
removed	removed	PNMA6A	137.9177
PNMAL1	39.4801	PNMAL1	222.1201
PNMAL2	35.0823	PNMAL2	278.1776
removed	removed	PNMT	10.6463
PNN	1964.0082	PNN	1494.8341
PNO1	676.6583	PNO1	330.5185
PNOC	11.4942	PNOC	8.7106
PNPLA1	15.9919	removed	removed
PNPLA2	1061.464	PNPLA2	11601.5389
PNPLA3	23.9879	PNPLA3	15.0016
PNPLA4	533.7305	PNPLA4	486.8252
PNPLA6	1434.2757	PNPLA6	2102.1559
PNPLA7	41.4791	PNPLA7	789.7602
PNPLA8	1465.26	PNPLA8	558.4456
PNPO	1969.5054	PNPO	993.4913
PNPT1	875.0581	PNPT1	406.4942
PNP	1625.1793	PNP	893.3195
PNRC1	2228.8744	PNRC1	2842.0722
PNRC2	1736.623	PNRC2	1976.3362
POC1A	355.3206	POC1A	132.5945
POC1B	292.4773	POC1B	256.8414
POC5	161.4185	POC5	194.0526
PODNL1	121.4387	PODNL1	148.564
PODN	328.3342	PODN	6148.2252
PODXL2	420.2878	PODXL2	436.0135
PODXL	2228.8744	PODXL	2874.9788
POF1B	55.9717	POF1B	28.0675
POFUT1	1976.5019	POFUT1	1561.6153
POFUT2	632.1807	POFUT2	736.5288
POGK	2543.2157	POGK	1010.4285
POGZ	1726.1283	POGZ	1719.8577
POLA1	419.788	POLA1	275.3514
POLA2	647.1732	POLA2	331.9703
POLB	268.8642	POLB	303.4189
POLD1	879.5558	POLD1	535.2174
POLD2	2951.0097	POLD2	1760.9911
POLD3	528.733	POLD3	405.0425
POLD4	950.0202	POLD4	1949.7205
POLDIP2	2032.3886	POLDIP2	2330.1895
POLDIP3	1665.6588	POLDIP3	2334.4383
POLE2	50.4745	POLE2	22.2604
POLE3	2399.7881	POLE3	1235.936
POLE4	574.7098	POLE4	755.8857
POLE	846.5725	POLE	719.5916
POLG2	79.9596	POLG2	93.3969
POLG	681.5658	POLG	1298.662
POLH	478.7582	POLH	511.0213
POLI	300.8481	POLI	640.7123
POLK	330.8329	POLK	283.0942
POLL	316.3502	POLL	778.1703
POLM	336.3302	POLM	462.1452
POLN	15.5172	POLN	55.1671
POLQ	200.3988	POLQ	35.3263
POLR1A	1339.8234	POLR1A	418.5923
POLR1B	731.6305	POLR1B	355.1985
POLR1C	578.208	POLR1C	407.4621
POLR1D	1456.7643	POLR1D	1579.5204
POLR1E	722.1353	POLR1E	632.9696
POLR2A	5262.3425	POLR2A	4232.8631
POLR2B	1790.096	POLR2B	1566.4545
POLR2C	999.4953	POLR2C	1199.6419
POLR2D	791.1005	POLR2D	393.4283
POLR2E	1006.9915	POLR2E	3720.39
POLR2F	662.1656	POLR2F	712.6667
POLR2G	917.5366	POLR2G	1106.7289
POLR2H	725.1338	POLR2H	689.1045
POLR2I	434.8304	POLR2I	513.9684
POLR2J2	316.1204	POLR2J2	436.0376
POLR2J3	1257.9497	POLR2J3	1229.3402
POLR2J4	224.2068	POLR2J4	270.459
POLR2J	1233.3771	POLR2J	895.7391
POLR2K	692.1505	POLR2K	695.3955
POLR2L	944.0233	POLR2L	2812.069
POLR3A	532.2312	POLR3A	316.9687
POLR3B	419.788	POLR3B	250.6714
POLR3C	522.2363	POLR3C	542.4762
POLR3D	384.8057	POLR3D	316.9687
POLR3E	589.7022	POLR3E	601.5147
POLR3F	468.2635	POLR3F	240.993
POLR3GL	330.8329	POLR3GL	1011.8803
POLR3G	53.9727	POLR3G	60.9741
POLR3H	1132.9479	POLR3H	1447.6131
POLR3K	218.3897	POLR3K	274.3836
POLRMT	389.3034	POLRMT	696.3633
POM121C	1601.6911	POM121C	666.8441
removed	removed	POM121L10P	7.7427
POM121L2	5.4972	removed	removed
POM121L9P	51.474	POM121L9P	22.2604
removed	removed	POM121	1684.8944
POMC	14.9924	POMC	67.2651
POMGNT1	1227.1803	POMGNT1	1320.4578
POMP	2282.8472	POMP	1792.9299
POMT1	581.2065	POMT1	878.8018
POMT2	802.5947	POMT2	561.3492
POMZP3	93.4278	POMZP3	169.029
PON2	2212.8825	PON2	1048.6583
PON3	45.9768	PON3	65.3149
POP1	230.3837	POP1	127.7553
POP4	680.1565	POP4	609.7413
POP5	329.8334	POP5	441.8205
POP7	885.5528	POP7	479.0825
POPDC2	24.4876	POPDC2	109.3663
POPDC3	9.4952	POPDC3	15.9694
PORCN	206.8955	PORCN	227.9271
POR	5989.9751	POR	2251.6877
POSTN	8503.7056	POSTN	6110.4793
POT1	460.2676	POT1	382.2981
POTEE	5.997	removed	removed
POTEF	14.9924	POTEF	6.291
POU2AF1	264.3665	POU2AF1	136.9498
POU2F1	92.9531	POU2F1	139.8534
POU2F2	246.3756	POU2F2	209.0542
POU2F3	260.3685	POU2F3	39.1977
POU3F1	7.996	removed	removed
POU3F4	7.4962	removed	removed
POU4F1	78.4604	removed	removed
POU5F1B	5.4972	POU5F1B	22.6862
POU5F1	6.4967	POU5F1	6.7749
POU6F1	65.4669	POU6F1	454.8864
PP14571	33.9828	removed	removed
PPA1	5601.6712	PPA1	3394.7107
PPA2	1097.4458	PPA2	978.4897
removed	removed	PPAN-P2RY11	128.9458
PPAN	532.2312	PPAN	395.4753
PPAP2A	739.8814	PPAP2A	3319.3593
PPAP2B	1052.4685	PPAP2B	5100.0508
PPAP2C	840.0758	PPAP2C	1096.5666
PPAPDC1A	62.9682	PPAPDC1A	13.0659
PPAPDC1B	416.7895	PPAPDC1B	352.295
PPAPDC2	441.7769	PPAPDC2	258.8981
PPAPDC3	32.4836	PPAPDC3	225.9914
PPARA	547.2237	PPARA	496.0197
PPARD	2731.6205	PPARD	916.0638
removed	removed	PPARGC1A	57.1028
PPARGC1B	16.4917	PPARGC1B	24.1961
PPARG	245.8758	PPARG	2516.8768
PPAT	313.3418	PPAT	148.564
PPBP	28.4856	removed	removed
PPCDC	97.9505	PPCDC	238.0895
PPCS	1200.8935	PPCS	1133.8285
PPDPF	4654.6494	PPDPF	3667.6426
PPEF1	19.4902	removed	removed
PPFIA1	1652.1307	PPFIA1	1057.848
removed	removed	PPFIA2	10.6463
PPFIA3	289.3539	PPFIA3	131.1428
PPFIA4	110.944	PPFIA4	21.7765
PPFIBP1	977.0066	PPFIBP1	1014.7838
PPFIBP2	580.7067	PPFIBP2	724.4308
PPHLN1	476.2595	PPHLN1	750.0786
PPIAL4C	56.9712	PPIAL4C	28.0675
PPIAL4G	33.4831	PPIAL4G	30.0031
PPIA	6134.9019	PPIA	4365.4577
PPIB	11447.609	PPIB	9838.4331
PPIC	1394.2959	PPIC	1279.0051
PPID	883.0541	PPID	654.2621
PPIEL	22.9884	PPIEL	98.2361
PPIE	1084.4524	PPIE	919.4512
PPIF	2016.9814	PPIF	1188.5117
PPIG	2628.1728	PPIG	826.5383
PPIH	445.2751	PPIH	314.0652
PPIL1	996.4968	PPIL1	391.0087
PPIL2	1018.6306	PPIL2	1131.9219
PPIL3	242.3776	PPIL3	361.4895
PPIL4	562.2161	PPIL4	523.6033
PPIL5	206.8955	PPIL5	206.1506
PPIL6	27.9859	PPIL6	71.1365
PPIP5K1	367.3145	PPIP5K1	509.5696
PPIP5K2	647.6729	PPIP5K2	520.6998
PPL	3997.981	PPL	4422.0765
PPM1A	1332.3272	PPM1A	1327.8811
PPM1B	1059.9647	PPM1B	747.659
PPM1D	301.8476	PPM1D	340.197
PPM1E	28.7755	PPM1E	13.2691
PPM1F	771.6103	PPM1F	1741.2374
PPM1G	3435.2652	PPM1G	2491.7128
PPM1H	195.4013	PPM1H	356.6503
PPM1J	41.4791	PPM1J	59.0384
PPM1K	258.3695	PPM1K	191.633
PPM1L	65.4669	PPM1L	35.8102
PPM1M	687.153	PPM1M	1499.6734
removed	removed	PPM1N	25.6479
PPME1	1411.2873	PPME1	810.0849
PPOX	233.8819	PPOX	348.4236
PPP1CA	4171.6783	PPP1CA	3397.953
PPP1CB	10340.7079	PPP1CB	4814.537
PPP1CC	3231.8679	PPP1CC	2794.1639
PPP1R10	1397.7941	PPP1R10	1354.0129
PPP1R11	1756.1132	PPP1R11	1368.0467
PPP1R12A	1016.9864	PPP1R12A	1101.8897
PPP1R12B	404.7956	PPP1R12B	2622.3717
PPP1R12C	1254.3665	PPP1R12C	2255.5591
PPP1R13B	962.5139	PPP1R13B	604.9021
PPP1R13L	862.5644	PPP1R13L	866.7038
removed	removed	PPP1R14A	426.8189
PPP1R14B	1373.8062	PPP1R14B	1091.2434
PPP1R14C	130.4341	PPP1R14C	79.8471
PPP1R14D	6.4967	removed	removed
PPP1R15A	978.0061	PPP1R15A	2887.5608
PPP1R15B	1209.3893	PPP1R15B	1248.518
PPP1R16A	586.8486	PPP1R16A	663.0502
PPP1R16B	224.8864	PPP1R16B	582.1578
PPP1R1A	7.996	PPP1R1A	4429.3353
PPP1R1B	217.3902	PPP1R1B	2383.3144
PPP1R2P1	5.997	removed	removed
PPP1R2P3	62.9682	PPP1R2P3	46.4565
PPP1R2	1167.9102	PPP1R2	879.2857
PPP1R3B	903.044	PPP1R3B	1024.4622
PPP1R3C	14.4927	PPP1R3C	285.0299
PPP1R3D	310.843	PPP1R3D	232.7663
PPP1R3E	67.406	PPP1R3E	111.302
PPP1R3F	65.9667	PPP1R3F	76.9436
PPP1R3G	41.4791	PPP1R3G	82.2667
PPP1R7	1171.4084	PPP1R7	1459.9918
PPP1R8	840.0758	PPP1R8	894.2873
PPP1R9A	394.8006	PPP1R9A	207.1185
PPP1R9B	2459.2581	PPP1R9B	2294.2728
PPP2CA	2782.9996	PPP2CA	2053.6911
PPP2CB	1281.8527	PPP2CB	1923.5888
PPP2R1A	7506.7091	PPP2R1A	6787.4858
PPP2R1B	1043.9728	PPP2R1B	1420.3102
PPP2R2A	897.047	PPP2R2A	931.5493
PPP2R2B	57.471	PPP2R2B	38.2298
PPP2R2C	191.4033	PPP2R2C	32.9067
PPP2R2D	570.212	PPP2R2D	670.2316
PPP2R3A	793.0995	PPP2R3A	362.9413
PPP2R3B	226.3857	PPP2R3B	211.9577
PPP2R3C	426.7845	PPP2R3C	554.5743
PPP2R4	3115.9265	PPP2R4	3582.4724
PPP2R5A	665.1641	PPP2R5A	2154.9033
PPP2R5B	400.2978	PPP2R5B	599.579
PPP2R5C	2932.0193	PPP2R5C	1860.195
PPP2R5D	1642.1707	PPP2R5D	1398.0498
PPP2R5E	958.5159	PPP2R5E	363.4252
PPP3CA	883.0541	PPP3CA	1199.158
PPP3CB	891.5498	PPP3CB	1643.882
PPP3CC	220.8635	PPP3CC	396.6513
PPP3R1	1897.5417	PPP3R1	1630.3322
PPP4C	1715.1339	PPP4C	1754.2162
PPP4R1L	15.4922	PPP4R1L	65.8134
PPP4R1	1715.1339	PPP4R1	1341.9149
PPP4R2	690.1515	PPP4R2	155.8228
removed	removed	PPP4R4	7.2588
PPP5C	1052.4685	PPP5C	964.9399
PPP6C	1639.1722	PPP6C	1701.9526
PPPDE1	1531.2267	PPPDE1	887.0285
PPPDE2	402.2968	PPPDE2	238.5734
PPRC1	998.9955	PPRC1	840.0881
PPT1	5562.1911	PPT1	6017.0824
PPT2	260.3185	PPT2	448.5567
PPTC7	345.3256	PPTC7	177.1153
PPWD1	360.318	PPWD1	412.3013
PPYR1	20.4897	PPYR1	7.2588
PQBP1	1372.307	PQBP1	1342.8827
PQLC1	659.1671	PQLC1	1829.708
PQLC2	320.3382	PQLC2	383.7499
PQLC3	549.7224	PQLC3	1094.6309
PRAF2	781.6053	PRAF2	727.3343
PRAM1	82.4584	PRAM1	376.0072
removed	removed	PRAME	6.7749
PRC1	575.2095	PRC1	323.2597
PRCC	2202.8875	PRCC	1442.5706
removed	removed	PRCD	35.3263
PRCP	2109.9345	PRCP	3899.925
PRDM10	267.8647	PRDM10	169.3726
PRDM11	5.997	PRDM11	13.5498
PRDM15	223.8869	PRDM15	206.1506
PRDM16	7.996	PRDM16	51.2957
PRDM1	695.6487	PRDM1	231.3146
PRDM2	799.5962	PRDM2	1060.2724
PRDM4	1146.9208	PRDM4	698.7829
PRDM5	25.9869	PRDM5	23.7122
PRDM6	9.4952	PRDM6	30.4871
PRDM8	13.4932	PRDM8	65.8134
PRDX1	11433.2262	PRDX1	7195.4318
PRDX2	3679.6418	PRDX2	3590.699
PRDX3	2317.8295	PRDX3	3053.062
PRDX4	2365.3055	PRDX4	1730.504
PRDX5	1613.1853	PRDX5	3550.5335
PRDX6	4308.824	PRDX6	7548.6946
PRDXDD1P	15.9919	PRDXDD1P	29.0353
PREB	1702.1404	PREB	1530.1604
PRELID1	2974.1181	PRELID1	1661.5016
PRELID2	83.9576	PRELID2	47.9082
PRELP	181.4084	PRELP	6814.5854
PREPL	1137.9253	PREPL	894.8583
PREP	884.5533	PREP	843.9594
PREX1	1301.3428	PREX1	1817.6099
PREX2	14.4927	PREX2	34.8424
PRF1	730.631	PRF1	345.0362
removed	removed	PRG2	43.5142
PRG4	11.5792	PRG4	3138.5661
PRH1	23.693	PRH1	18.7665
PRIC285	2720.1263	PRIC285	741.852
PRICKLE1	549.2226	PRICKLE1	448.1115
