gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
ANKRD49	304.3579	ANKRD49	236.7076
ANKRD50	2886.6011	ANKRD50	1094.0695
ANKRD52	1675.0522	ANKRD52	841.002
ANKRD53	12.3849	ANKRD53	55.2147
ANKRD54	314.8851	ANKRD54	330.7771
ANKRD56	53.2549	ANKRD56	223.4151
ANKRD57	1021.1317	ANKRD57	730.5726
ANKRD58	8.3598	removed	removed
ANKRD5	274.6343	ANKRD5	153.8855
ANKRD6	394.2472	ANKRD6	438.2004
ANKRD9	34.6776	ANKRD9	42.9448
ANKS1A	1575.6638	ANKS1A	1106.8507
ANKS1B	118.8947	ANKS1B	37.3211
ANKS3	215.1869	ANKS3	194.7853
ANKS6	276.492	ANKS6	294.9898
ANKZF1	331.9142	ANKZF1	361.9632
ANLN	173.388	ANLN	146.728
ANO10	658.5649	ANO10	771.4724
ANO1	6547.8752	ANO1	6346.1145
ANO2	46.1336	ANO2	66.9734
ANO3	9.2886	ANO3	27.6074
ANO4	36.845	ANO4	10.2249
ANO5	20.7446	ANO5	36.2986
ANO6	3669.6339	ANO6	4071.0634
ANO7	16.7196	ANO7	5.6237
ANO8	200.9443	ANO8	261.7587
ANO9	75.238	ANO9	87.4233
ANP32A	2649.1214	ANP32A	1970.8589
ANP32B	2148.4635	ANP32B	2579.2434
ANP32E	1118.6624	ANP32E	1241.82
ANPEP	866.9402	ANPEP	8672.2904
ANTXR1	7330.2887	ANTXR1	7972.9039
ANTXR2	1500.1161	ANTXR2	1930.4703
ANUBL1	179.5805	ANUBL1	163.0879
ANXA11	2717.5478	ANXA11	4299.591
ANXA13	14.2426	ANXA13	6.135
ANXA1	4021.6735	ANXA1	27853.272
ANXA2P1	68.4263	ANXA2P1	81.7996
ANXA2P2	5008.4372	ANXA2P2	6033.7423
removed	removed	ANXA2P3	6.135
ANXA2	13388.3428	ANXA2	18836.9121
ANXA3	728.5394	ANXA3	1599.6933
ANXA4	1477.8234	ANXA4	2085.3783
ANXA5	8283.9229	ANXA5	10867.5869
ANXA6	8560.4149	ANXA6	5344.5808
ANXA7	2486.5702	ANXA7	3485.1738
ANXA8L2	41.4893	ANXA8L2	276.5849
ANXA8	72.4514	ANXA8	416.181
ANXA9	171.8399	ANXA9	104.8057
AOAH	165.9571	AOAH	149.7955
AOC2	13.0041	AOC2	44.4785
AOC3	1742.8594	AOC3	5292.9448
AOX1	542.4568	AOX1	1816.9734
AP1AR	635.9625	AP1AR	532.2086
AP1B1	2456.8465	AP1B1	2608.8957
AP1G1	3260.6239	AP1G1	1819.0184
AP1G2	703.0296	AP1G2	786.1963
AP1M1	903.7851	AP1M1	1079.2434
AP1M2	1063.2402	AP1M2	730.0613
AP1S1	692.004	AP1S1	467.2802
AP1S2	391.0519	AP1S2	644.1718
AP1S3	149.5472	AP1S3	214.7239
AP2A1	1811.6758	AP2A1	1531.2986
AP2A2	1592.0737	AP2A2	1928.9366
AP2B1	16297.5462	AP2B1	5150.818
AP2M1	6189.3335	AP2M1	5785.2761
AP2S1	788.2963	AP2S1	943.7628
AP3B1	1576.9022	AP3B1	1101.227
AP3B2	65.6398	AP3B2	77.7096
AP3D1	3413.5769	AP3D1	2233.6401
AP3M1	1440.0495	AP3M1	1213.7014
AP3M2	561.963	AP3M2	382.9243
AP3S1	866.3209	AP3S1	1395.1943
AP3S2	2270.1881	AP3S2	1544.2638
AP4B1	350.6897	AP4B1	290.8282
AP4E1	452.9762	AP4E1	392.638
AP4M1	290.8027	AP4M1	324.2127
AP4S1	115.7984	AP4S1	99.182
APAF1	642.155	APAF1	481.0838
APBA1	235.0027	APBA1	446.319
APBA2	79.5727	APBA2	62.8834
APBA3	152.953	APBA3	161.5542
APBB1IP	291.0442	APBB1IP	726.9939
APBB1	477.4363	APBB1	787.8323
APBB2	2673.5815	APBB2	1615.0307
APBB3	170.2918	APBB3	219.3252
APC2	10.6138	APC2	6.1759
APCDD1L	92.5768	APCDD1L	335.3783
APCDD1	926.6971	APCDD1	2375.7669
APC	1466.0577	APC	929.4479
APEH	1136.6205	APEH	1379.3456
APEX1	2039.1671	APEX1	2671.7791
APEX2	442.4491	APEX2	472.3926
APH1A	3580.1533	APH1A	4403.3742
APH1B	773.1249	APH1B	624.2331
API5	2386.872	API5	2794.9898
APIP	194.3959	APIP	388.364
APITD1	170.2949	APITD1	190.3783
APLF	80.192	APLF	114.5194
APLNR	911.8353	APLNR	1168.7117
APLN	71.5226	APLN	105.8282
APLP1	64.4013	APLP1	21.4724
APLP2	15645.1738	APLP2	12855.317
APOA1BP	1018.6547	APOA1BP	1031.6973
APOB48R	113.6311	APOB48R	99.6933
APOBEC3A	7.4309	APOBEC3A	93.047
APOBEC3B	55.4222	APOBEC3B	158.998
APOBEC3C	319.839	APOBEC3C	490.7975
APOBEC3D	76.4765	APOBEC3D	83.3333
APOBEC3F	195.6808	APOBEC3F	201.4315
APOBEC3G	224.166	APOBEC3G	331.2883
removed	removed	APOBEC3H	5.1125
APOB	5.5732	APOB	105.8282
APOC1	226.9526	APOC1	388.5481
APOC2	9.9079	APOC2	18.9162
APOD	8723.5854	APOD	15946.319
APOE	3520.0867	APOE	2630.8793
APOL1	1414.6606	APOL1	1472.3926
APOL2	881.4924	APOL2	619.1207
APOL3	745.2589	APOL3	1238.7526
APOL4	212.71	APOL4	277.0961
APOL6	1883.1179	APOL6	2457.0552
APOLD1	1496.4007	APOLD1	3576.1759
APOM	38.7027	APOM	74.6421
APOOL	309.3119	APOOL	118.6094
APOO	209.3041	APOO	132.4131
APPBP2	4758.8823	APPBP2	1164.6217
APPL1	2024.3053	APPL1	2021.9836
APPL2	1438.5014	APPL2	1580.7771
APP	31091.2609	APP	36343.5583
APRT	1138.7878	APRT	1279.6524
APTX	375.2612	APTX	532.2086
AQP11	41.7989	AQP11	11.7587
AQP1	14689.9419	AQP1	16135.2658
AQP3	283.3037	AQP3	787.3211
AQP4	40.5604	AQP4	66.4622
AQP5	66.8782	AQP5	507.1575
removed	removed	AQP6	11.2474
AQP7P1	8.979	AQP7P1	85.3783
removed	removed	AQP7P3	22.4949
AQP7	50.1587	AQP7	678.4254
AQP9	13.0041	AQP9	120.6544
removed	removed	AQPEP	208.4356
AQR	1161.0806	AQR	872.1881
ARAF	1035.0646	ARAF	1156.953
ARAP1	2524.3316	ARAP1	2250.4703
ARAP2	321.3871	ARAP2	318.5072
ARAP3	513.3524	ARAP3	708.0777
ARCN1	6222.463	ARCN1	3793.456
ARC	42.1085	ARC	149.2843
AREG	291.3538	AREG	429.9591
ARF1	8158.8358	ARF1	8216.2577
ARF3	5690.5333	ARF3	4092.0245
ARF4	5540.0573	ARF4	4695.2965
ARF5	1943.7727	ARF5	2488.7526
ARF6	3083.2108	ARF6	4214.2127
ARFGAP1	1322.3934	ARFGAP1	608.3845
ARFGAP2	1360.7864	ARFGAP2	1746.9325
ARFGAP3	1313.724	ARFGAP3	1336.9121
ARFGEF1	2504.2186	ARFGEF1	1414.1769
ARFGEF2	3638.0525	ARFGEF2	1702.454
ARFIP1	1342.8284	ARFIP1	1201.4315
ARFIP2	1146.838	ARFIP2	1122.6994
ARFRP1	508.7081	ARFRP1	352.7607
ARG2	164.4059	ARG2	218.3793
ARGLU1	1679.3869	ARGLU1	1520.9611
ARHGAP10	356.9936	ARHGAP10	583.8446
ARHGAP11A	124.4678	ARHGAP11A	107.362
ARHGAP12	1394.2256	ARHGAP12	1511.7587
ARHGAP15	66.259	ARHGAP15	80.2658
ARHGAP17	1158.9132	ARHGAP17	1630.3681
ARHGAP18	1304.4353	ARHGAP18	916.6667
ARHGAP19	684.2635	ARHGAP19	923.8241
ARHGAP1	5088.0099	ARHGAP1	3442.229
ARHGAP20	292.5923	ARHGAP20	380.3681
ARHGAP21	2530.2268	ARHGAP21	2902.863
ARHGAP22	39.9412	ARHGAP22	61.8609
ARHGAP23	1471.0117	ARHGAP23	1231.0838
ARHGAP24	539.9799	ARHGAP24	408.4867
ARHGAP25	282.3748	ARHGAP25	396.2168
ARHGAP26	648.3474	ARHGAP26	870.1431
ARHGAP27	373.7131	ARHGAP27	719.2229
ARHGAP28	738.7569	ARHGAP28	269.9387
ARHGAP29	2762.1333	ARHGAP29	4109.407
ARHGAP30	443.9972	ARHGAP30	556.2372
ARHGAP31	1591.1448	ARHGAP31	1456.544
ARHGAP32	3125.6289	ARHGAP32	816.9734
ARHGAP33	118.585	ARHGAP33	128.8344
ARHGAP36	84.217	ARHGAP36	27.0961
ARHGAP39	236.8604	ARHGAP39	107.362
ARHGAP42	364.1025	ARHGAP42	140.593
ARHGAP4	303.7387	ARHGAP4	414.6217
ARHGAP5	3173.3106	ARHGAP5	2627.3006
ARHGAP6	166.2667	ARHGAP6	193.2515
ARHGAP8	446.2451	ARHGAP8	218.5072
ARHGAP9	98.4596	ARHGAP9	197.3415
ARHGDIA	3306.7575	ARHGDIA	4837.9346
ARHGDIB	2433.0057	ARHGDIB	4165.1329
ARHGEF10L	884.279	ARHGEF10L	1034.7648
ARHGEF10	785.5097	ARHGEF10	1277.0961
ARHGEF11	1566.9943	ARHGEF11	1338.4458
ARHGEF12	8447.7127	ARHGEF12	4593.047
ARHGEF15	649.8955	ARHGEF15	935.0716
ARHGEF16	328.818	ARHGEF16	163.0879
ARHGEF17	1966.0964	ARHGEF17	1247.955
ARHGEF18	1007.8179	ARHGEF18	593.5583
ARHGEF19	698.5061	ARHGEF19	436.0941
ARHGEF1	1050.8553	ARHGEF1	1282.2086
ARHGEF2	1968.5734	ARHGEF2	1352.2495
ARHGEF33	16.1003	ARHGEF33	18.4049
ARHGEF35	274.3246	ARHGEF35	74.6421
ARHGEF37	1068.1941	ARHGEF37	1149.2843
ARHGEF38	83.9074	ARHGEF38	19.4274
ARHGEF3	2182.8315	ARHGEF3	1437.1166
ARHGEF4	173.6977	ARHGEF4	236.7076
ARHGEF5	523.8796	ARHGEF5	348.1595
ARHGEF6	1146.5284	ARHGEF6	2227.5051
ARHGEF7	1274.0924	ARHGEF7	1635.4806
ARHGEF9	647.4185	ARHGEF9	754.6012
ARID1A	3536.187	ARID1A	1975.9714
ARID1B	2715.3804	ARID1B	1942.229
ARID2	1190.4946	ARID2	579.7546
ARID3A	52.9453	ARID3A	37.8323
ARID3B	173.0784	ARID3B	102.2495
ARID4A	897.9023	ARID4A	838.4458
ARID4B	1816.4533	ARID4B	1214.7239
ARID5A	1089.8676	ARID5A	3370.1431
ARID5B	3426.8906	ARID5B	4965.2352
ARIH1	2573.2642	ARIH1	1859.407
ARIH2	1288.6199	ARIH2	1807.7096
ARL10	79.5727	ARL10	23.5174
ARL11	38.0834	ARL11	55.2147
ARL13B	307.1445	ARL13B	396.728
ARL15	625.1258	ARL15	612.9857
ARL16	278.969	ARL16	413.5992
ARL17A	57.9302	ARL17A	56.8865
ARL1	2890.007	ARL1	2019.9387
ARL2BP	1730.4745	ARL2BP	1916.1554
ARL2	770.3383	ARL2	1259.7137
ARL3	620.4815	ARL3	604.2945
ARL4A	670.6401	ARL4A	891.1043
ARL4C	2250.9482	ARL4C	2449.3865
ARL4D	120.7524	ARL4D	149.2843
ARL5A	1068.1941	ARL5A	890.593
ARL5B	503.4445	ARL5B	249.4888
ARL6IP1	3871.8167	ARL6IP1	3850.7157
ARL6IP4	1263.5653	ARL6IP4	1103.7832
ARL6IP5	3254.7411	ARL6IP5	5324.1309
ARL6IP6	240.5759	ARL6IP6	341.5133
ARL6	93.1961	ARL6	75.6646
ARL8A	1007.8179	ARL8A	1123.7219
ARL8B	2104.8069	ARL8B	2137.5256
ARL9	40.2508	ARL9	16.8712
ARMC10	749.3955	ARMC10	714.7035
ARMC1	767.5517	ARMC1	754.6012
ARMC2	64.7109	ARMC2	57.2597
ARMC3	13.6233	removed	removed
ARMC4	12.3849	ARMC4	8.6912
ARMC5	286.7095	ARMC5	288.8548
ARMC6	513.3122	ARMC6	418.1748
ARMC7	202.4925	ARMC7	179.4479
ARMC8	750.2129	ARMC8	711.6564
ARMC9	464.1226	ARMC9	135.4806
ARMCX1	756.7149	ARMCX1	705.5215
ARMCX2	1361.4057	ARMCX2	534.2536
ARMCX3	2494.0011	ARMCX3	1580.2658
ARMCX5	430.9931	ARMCX5	427.4029
ARMCX6	265.9649	ARMCX6	168.2004
ARNT2	2461.8004	ARNT2	399.7955
ARNTL2	102.1751	ARNTL2	92.5358
ARNTL	284.2325	ARNTL	359.407
ARNT	1707.8721	ARNT	2102.7607
ARPC1A	1818.2677	ARPC1A	2138.8344
ARPC1B	1697.4843	ARPC1B	2048.2822
ARPC2	3940.5527	ARPC2	4558.7935
ARPC3	2665.5314	ARPC3	3159.5092
ARPC4	2365.6475	ARPC4	3082.0399
ARPC5L	613.3602	ARPC5L	569.0184
ARPC5	3014.4748	ARPC5	3825.6646
ARPM1	47.0625	ARPM1	59.816
ARPP19	3302.7324	ARPP19	3663.5992
ARRB1	962.9228	ARRB1	1111.9632
ARRB2	489.8212	ARRB2	1068.5072
ARRDC1	443.9972	ARRDC1	573.1084
ARRDC2	343.9895	ARRDC2	683.0266
ARRDC3	2744.7945	ARRDC3	4467.2802
ARRDC4	739.6857	ARRDC4	1172.2904
ARSA	495.3944	ARSA	584.3558
ARSB	638.1299	ARSB	382.4131
ARSD	3799.9845	ARSD	1812.8834
ARSE	36.845	ARSE	27.0961
ARSG	265.3456	ARSG	162.5767
ARSH	8.0502	removed	removed
ARSI	183.6055	ARSI	38.3436
ARSJ	237.7893	ARSJ	168.2004
ARSK	187.9402	ARSK	175.8691
removed	removed	ART3	5.1125
removed	removed	ART4	50.1022
ART5	27.2467	ART5	13.2924
ARV1	350.4915	ARV1	393.1493
ARVCF	342.4414	ARVCF	274.5399
ARX	17.3388	removed	removed
AR	414.8928	AR	104.2945
AS3MT	150.476	AS3MT	201.9427
ASAH1	3807.7251	ASAH1	5420.7566
ASAH2B	9.9079	ASAH2B	8.18
ASAM	907.5006	ASAM	880.3681
ASAP1	1719.3281	ASAP1	1167.1779
ASAP2	1209.6912	ASAP2	1081.2883
ASAP3	1440.3592	ASAP3	1373.2106
ASB13	925.4586	ASB13	598.6708
ASB14	12.0752	ASB14	8.18
ASB16	12.7038	ASB16	5.6442
ASB1	631.7114	ASB1	617.6892
ASB2	32.5103	ASB2	21.4724
ASB3	402.5079	ASB3	371.1656
ASB6	708.5688	ASB6	572.8937
ASB7	836.9069	ASB7	378.8344
ASB8	838.1454	ASB8	810.8384
ASB9	48.6106	ASB9	83.3333
ASCC1	446.4742	ASCC1	452.9652
ASCC2	1116.8047	ASCC2	986.1963
ASCC3	1813.4531	ASCC3	867.5869
ASCL1	54.803	removed	removed
ASCL2	24.7697	ASCL2	12.7812
ASCL4	10.5271	removed	removed
ASF1A	464.7419	ASF1A	493.865
ASF1B	100.3174	ASF1B	103.7832
removed	removed	ASGR1	17.8937
ASGR2	6.5021	ASGR2	11.7587
ASH1L	3868.2808	ASH1L	2049.9387
ASH2L	2511.0303	ASH2L	1225.4601
ASL	351.1108	ASL	416.1554
ASMTL	586.4231	ASMTL	645.6851
ASNA1	1203.4987	ASNA1	1066.4622
ASNSD1	755.7861	ASNSD1	1116.5644
ASNS	384.2403	ASNS	328.7321
ASPA	17.6484	ASPA	111.9632
ASPHD1	9.2886	ASPHD1	15.3374
ASPHD2	63.4724	ASPHD2	47.0348
ASPH	5997.9008	ASPH	8183.41
ASPM	109.9156	ASPM	50.1022
ASPN	7388.4976	ASPN	734.1513
ASPRV1	81.6812	ASPRV1	95.818
ASPSCR1	221.689	ASPSCR1	200.409
ASRGL1	75.238	ASRGL1	150.818
ASS1	1125.1645	ASS1	3005.1125
ASTE1	216.2737	ASTE1	226.273
ASTN1	224.7852	ASTN1	121.6769
ASTN2	506.2311	ASTN2	129.8569
ASXL1	1626.1321	ASXL1	1569.0184
ASXL2	1215.2643	ASXL2	559.816
ASXL3	46.7528	ASXL3	17.8937
ATAD1	1019.5836	ATAD1	1111.9632
ATAD2B	498.4906	ATAD2B	254.09
ATAD2	490.7501	ATAD2	287.8323
ATAD3A	399.1021	ATAD3A	266.3599
ATAD3B	120.4428	ATAD3B	127.3006
ATAD3C	106.5098	ATAD3C	86.9121
ATAD5	80.192	ATAD5	50.1022
ATE1	343.6799	ATE1	243.3538
ATF1	564.1304	ATF1	544.4785
ATF2	713.6775	ATF2	410.5317
ATF3	1230.4358	ATF3	7604.8057
ATF4	4687.0501	ATF4	8387.5256
ATF5	670.0209	ATF5	526.0736
ATF6B	1605.697	ATF6B	1874.7444
ATF6	1965.7868	ATF6	1397.2393
ATF7IP2	70.2841	ATF7IP2	82.8221
ATF7IP	1788.0641	ATF7IP	759.2025
ATF7	2735.4068	ATF7	1709.6115
ATG10	95.673	ATG10	145.7055
ATG12	529.7624	ATG12	657.9755
ATG16L1	639.0588	ATG16L1	455.5215
ATG16L2	142.9182	ATG16L2	253.2822
ATG2A	671.8786	ATG2A	573.1084
ATG2B	1556.7768	ATG2B	931.4928
ATG3	718.0122	ATG3	899.7955
ATG4A	329.4373	ATG4A	304.1922
ATG4B	531.6201	ATG4B	850.2045
ATG4C	248.3164	ATG4C	264.8262
ATG4D	224.7016	ATG4D	199.4581
ATG5	895.735	ATG5	894.683
ATG7	567.5145	ATG7	707.9294
ATG9A	1421.881	ATG9A	1373.9724
ATG9B	16.6422	ATG9B	26.8098
ATHL1	152.3338	ATHL1	373.2106
ATIC	1446.242	ATIC	1076.6871
ATL1	471.5535	ATL1	650.3067
ATL2	1119.5913	ATL2	2473.4151
ATL3	797.585	ATL3	436.6053
ATMIN	2437.9596	ATMIN	1964.7239
ATM	2024.6118	ATM	1347.6483
ATN1	4796.3465	ATN1	6233.6401
ATOH8	117.3465	ATOH8	401.8405
ATOX1	670.0209	ATOX1	651.8405
ATP10A	220.1409	ATP10A	300.1022
ATP10B	13.3137	ATP10B	6.135
ATP10D	1051.4746	ATP10D	569.0184
ATP11A	724.5143	ATP11A	781.6973
ATP11B	1962.0714	ATP11B	1426.8916
ATP11C	1053.9515	ATP11C	745.91
ATP13A1	1160.4613	ATP13A1	841.002
ATP13A2	825.4509	ATP13A2	573.6196
ATP13A3	2777.924	ATP13A3	1464.2127
ATP13A4	126.0159	ATP13A4	18.4049
ATP13A5	83.2882	ATP13A5	47.546
ATP1A1	13579.9799	ATP1A1	14004.5859
ATP1A2	141.8066	ATP1A2	689.6728
ATP1A3	7.7405	removed	removed
ATP1A4	8.979	removed	removed
ATP1B1	3016.4068	ATP1B1	4460.3834
ATP1B2	151.0953	ATP1B2	88.4458
ATP1B3	1362.6442	ATP1B3	2061.3497
ATP2A2	6948.5254	ATP2A2	5258.18
ATP2A3	1286.4773	ATP2A3	1001.0225
ATP2B1	1709.4202	ATP2B1	1485.6851
ATP2B2	92.5768	ATP2B2	17.3824
ATP2B4	4787.0578	ATP2B4	4776.5849
ATP2C1	3056.4254	ATP2C1	2387.2239
ATP2C2	606.2389	ATP2C2	94.0695
ATP5A1	7404.2883	ATP5A1	9586.4008
ATP5B	8777.1499	ATP5B	9648.773
ATP5C1	1994.8912	ATP5C1	2872.6994
ATP5D	397.8636	ATP5D	478.5276
ATP5EP2	27.8659	ATP5EP2	35.7873
ATP5E	2471.0891	ATP5E	3787.3211
ATP5F1	2129.267	ATP5F1	2718.3027
ATP5G1	409.3196	ATP5G1	603.272
ATP5G2	3034.9098	ATP5G2	4622.1881
ATP5G3	2071.6774	ATP5G3	2480.5726
ATP5H	1043.4244	ATP5H	1697.3415
ATP5I	791.1293	ATP5I	863.4969
ATP5J2	964.1613	ATP5J2	978.5276
ATP5J	990.0457	ATP5J	1405.0613
ATP5L	1800.449	ATP5L	2646.2168
ATP5O	1996.749	ATP5O	2932.0041
ATP5SL	543.0761	ATP5SL	784.7648
ATP5S	89.4806	ATP5S	157.4642
ATP6AP1L	39.6316	ATP6AP1L	60.8384
ATP6AP1	3860.0511	ATP6AP1	2579.7546
ATP6AP2	3843.3315	ATP6AP2	3742.8425
ATP6V0A1	1373.1713	ATP6V0A1	1335.8896
ATP6V0A2	655.7783	ATP6V0A2	629.3456
ATP6V0A4	65.9494	ATP6V0A4	116.2935
ATP6V0B	2139.7941	ATP6V0B	1536.8098
ATP6V0C	1727.7127	ATP6V0C	2297.137
ATP6V0D1	2225.8689	ATP6V0D1	1974.4376
ATP6V0D2	8.0502	removed	removed
ATP6V0E1	3264.0297	ATP6V0E1	2781.6973
ATP6V0E2	2812.2486	ATP6V0E2	842.5153
ATP6V1A	2841.0868	ATP6V1A	1753.5787
ATP6V1B1	379.2863	ATP6V1B1	506.135
ATP6V1B2	1910.3646	ATP6V1B2	2106.8507
ATP6V1C1	1882.189	ATP6V1C1	1623.2106
ATP6V1C2	50.5209	ATP6V1C2	81.3088
ATP6V1D	857.3419	ATP6V1D	866.5644
ATP6V1E1	2190.2624	ATP6V1E1	2273.0061
ATP6V1E2	67.1879	ATP6V1E2	81.2883
ATP6V1F	1114.9439	ATP6V1F	1326.6871
ATP6V1G1	3240.4985	ATP6V1G1	2044.4785
ATP6V1G2	21.6735	ATP6V1G2	13.8037
ATP6V1H	1191.7331	ATP6V1H	1106.3395
ATP7A	1002.2448	ATP7A	463.7014
ATP7B	232.8354	ATP7B	137.0143
ATP8A1	553.6032	ATP8A1	548.5685
ATP8A2	17.958	ATP8A2	20.9611
ATP8B1	2392.9561	ATP8B1	947.8272
ATP8B2	2485.0221	ATP8B2	1580.2658
ATP8B3	34.9872	ATP8B3	22.4949
ATP8B4	101.5558	ATP8B4	188.6503
ATP8B5P	28.4852	ATP8B5P	31.1861
ATP9A	3062.7758	ATP9A	2404.3967
ATP9B	603.4523	ATP9B	492.3313
ATPAF1	1069.0673	ATPAF1	998.635
ATPAF2	169.0533	ATPAF2	207.5665
ATPBD4	101.2462	ATPBD4	142.1268
ATPIF1	769.4094	ATPIF1	680.4703
ATRIP	201.9847	ATRIP	203.0573
ATRNL1	85.4555	ATRNL1	29.1411
ATRN	5537.8899	ATRN	2128.8344
ATRX	3723.1984	ATRX	2115.5419
ATR	1110.3027	ATR	732.6176
ATXN10	2293.3664	ATXN10	2110.9407
ATXN1L	1997.8326	ATXN1L	1696.8303
ATXN1	1746.8844	ATXN1	938.6503
ATXN2L	1774.4407	ATXN2L	1829.2434
ATXN2	1000.0774	ATXN2	566.9734
ATXN3	457.9302	ATXN3	575.1534
ATXN7L1	291.6634	ATXN7L1	189.1616
ATXN7L2	75.238	ATXN7L2	85.8896
ATXN7L3B	3380.1378	ATXN7L3B	2856.8507
ATXN7L3	1179.3482	ATXN7L3	1046.0123
ATXN7	812.4468	ATXN7	751.5337
AUH	254.5089	AUH	335.3783
AUP1	1418.7693	AUP1	1917.6738
AURKAIP1	603.1427	AURKAIP1	531.6973
AURKAPS1	5.5732	AURKAPS1	8.18
AURKA	85.7652	AURKA	36.8098
AURKB	16.7196	AURKB	29.6524
AURKC	11.456	AURKC	12.2699
AUTS2	1325.18	AUTS2	1368.0982
AVEN	138.4008	AVEN	176.8916
AVIL	29.414	AVIL	28.1186
AVL9	451.4281	AVL9	199.8978
AVPI1	79.2631	AVPI1	331.2883
AVPR1A	109.9156	AVPR1A	58.7935
AVPR2	55.7319	AVPR2	95.6033
AXIN1	500.9676	AXIN1	513.2924
AXIN2	357.6128	AXIN2	275.1022
AXL	1788.0641	AXL	2288.8548
AZGP1	14964.0065	AZGP1	9801.1247
AZI1	154.1915	AZI1	120.1431
AZI2	1136.0012	AZI2	1236.7076
AZIN1	3960.6781	AZIN1	3918.2004
B2M	28501.5868	B2M	55679.9591
B3GALNT1	810.8987	B3GALNT1	441.7178
B3GALNT2	729.9791	B3GALNT2	656.6053
B3GALT1	26.0082	B3GALT1	17.8937
B3GALT2	18.8869	B3GALT2	11.2474
B3GALT4	168.7437	B3GALT4	199.8978
B3GALT5	51.3972	B3GALT5	28.6299
B3GALT6	521.093	B3GALT6	468.8139
B3GALTL	308.6926	B3GALTL	305.726
B3GAT1	24.4601	B3GAT1	29.6524
B3GAT2	8.013	B3GAT2	6.227
B3GAT3	740.9242	B3GAT3	419.2229
B3GNT1	523.8796	B3GNT1	597.6483
B3GNT2	1427.6647	B3GNT2	1338.9571
B3GNT3	37.7738	B3GNT3	288.3436
B3GNT5	273.3958	B3GNT5	900.3067
B3GNT7	73.0707	B3GNT7	195.2965
B3GNT8	50.1587	B3GNT8	84.8671
B3GNT9	682.093	B3GNT9	293.7679
B3GNTL1	29.8785	B3GNTL1	48.9366
B4GALNT1	42.3253	B4GALNT1	23.9315
B4GALNT3	289.4961	B4GALNT3	76.1759
B4GALNT4	189.4884	B4GALNT4	168.2004
B4GALT1	4854.5553	B4GALT1	5997.955
B4GALT2	1070.3615	B4GALT2	835.3783
B4GALT3	909.9776	B4GALT3	578.2209
B4GALT4	660.7323	B4GALT4	418.7117
B4GALT5	2052.4808	B4GALT5	2155.9305
B4GALT6	164.409	B4GALT6	146.728
B4GALT7	381.4537	B4GALT7	330.2658
B9D1	75.3247	B9D1	128.0266
B9D2	70.5937	B9D2	115.0307
BAALC	169.9822	BAALC	147.7505
BACE1	2150.9405	BACE1	1450.9202
BACE2	2002.3222	BACE2	1417.6892
BACH1	2032.0458	BACH1	1378.3231
BACH2	341.2029	BACH2	205.5215
BAD	636.0276	BAD	694.4121
BAG1	964.2263	BAG1	1292.6585
BAG2	400.031	BAG2	228.5276
BAG3	1222.6953	BAG3	1908.998
BAG4	524.8084	BAG4	154.3967
BAG5	1819.3359	BAG5	2240.7975
BAGE2	8.7778	removed	removed
BAHCC1	701.6023	BAHCC1	513.2924
BAHD1	701.9119	BAHD1	607.362
BAI1	66.5686	BAI1	25.5624
BAI2	363.186	BAI2	100.2045
BAI3	25.0793	BAI3	15.3374
BAIAP2L1	657.3264	BAIAP2L1	528.6299
BAIAP2	824.2124	BAIAP2	856.8507
BAIAP3	174.4779	BAIAP3	102.955
BAK1	302.1906	BAK1	244.3763
BAMBI	686.1212	BAMBI	643.6605
BANF1	1417.7568	BANF1	1551.636
BANK1	22.2927	BANK1	98.6708
BANP	195.0615	BANP	164.6217
BAP1	1392.3678	BAP1	1372.1881
BARD1	131.2795	BARD1	73.6196
BARX1	9.9079	removed	removed
BARX2	279.2786	BARX2	1793.9673
BASP1	1259.5402	BASP1	848.1595
BAT1	4341.5125	BAT1	5008.18
BAT2L1	8776.7567	BAT2L1	3736.9376
BAT2L2	5615.6049	BAT2L2	3431.4928
BAT2	6970.1989	BAT2	4639.0593
BAT3	3662.203	BAT3	3490.2863
BAT4	312.4081	BAT4	245.91
BAT5	797.2753	BAT5	742.3313
BATF2	79.2631	BATF2	61.8609
BATF3	16.4099	BATF3	52.1472
BATF	75.238	BATF	72.0859
BAX	372.4746	BAX	368.0982
BAZ1A	988.3118	BAZ1A	1112.4744
BAZ1B	2937.6887	BAZ1B	1848.6708
BAZ2A	3087.9263	BAZ2A	2208.2464
BAZ2B	1353.08	BAZ2B	988.3589
BBC3	101.2462	BBC3	58.2822
BBOX1	103.7232	BBOX1	1126.7894
BBS10	493.8463	BBS10	348.1595
BBS12	130.041	BBS12	190.184
BBS1	939.5805	BBS1	1063.9059
BBS2	1018.0355	BBS2	976.9939
BBS4	647.7282	BBS4	394.1718
BBS5	232.2254	BBS5	269.0031
BBS7	319.839	BBS7	337.4233
BBS9	381.7633	BBS9	333.8446
BBX	2767.7065	BBX	1964.7239
BCAM	5127.3318	BCAM	3641.6155
BCAN	60.0666	BCAN	17.8937
BCAP29	1189.2561	BCAP29	1481.5951
BCAP31	3334.6234	BCAP31	3781.1861
BCAR1	1485.8735	BCAR1	1106.3395
BCAR3	1189.8754	BCAR3	639.5706
BCAS1	1653.0691	BCAS1	84.3558
