gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
P2RX5	44.3952	P2RX5	31.7109
P2RX7	35.5644	P2RX7	80.826
P2RY10	5.7157	P2RY10	28.9086
P2RY11	27.9879	P2RY11	20.9381
removed	removed	P2RY12	181.4159
P2RY13	22.2278	P2RY13	140.413
P2RY14	30.4838	P2RY14	123.0088
P2RY1	20.9576	P2RY1	20.059
P2RY2	94.9443	P2RY2	81.4159
P2RY4	8.256	removed	removed
P2RY6	25.7207	P2RY6	34.2183
P2RY8	78.4322	P2RY8	170.7965
P4HA1	1161.2418	P4HA1	758.7021
P4HA2	3229.0587	P4HA2	797.0501
P4HA3	166.7082	P4HA3	102.0649
P4HB	30142.1148	P4HB	10750.1475
P4HTM	956.7464	P4HTM	390.8555
P704P	15.877	P704P	11.5044
PA2G4P4	41.5977	PA2G4P4	43.0678
PA2G4	3701.8749	PA2G4	2912.3894
PAAF1	172.7415	PAAF1	400.59
removed	removed	PABPC1L	76.9912
PABPC1	29585.7857	PABPC1	21268.7316
PABPC3	343.5777	PABPC3	186.1357
PABPC4L	29.2136	PABPC4L	81.7109
PABPC4	2513.6423	PABPC4	2645.7227
PABPC5	8.256	PABPC5	73.7463
PABPN1	1338.6828	PABPN1	1763.2773
PACRGL	147.9734	PACRGL	175.5162
removed	removed	PACRG	16.8142
PACS1	3840.6397	PACS1	2412.3894
PACS2	1199.029	PACS2	1456.0472
PACSIN1	6.9859	PACSIN1	20.649
PACSIN2	2232.9374	PACSIN2	1095.8702
PACSIN3	1629.93	PACSIN3	336.2832
PADI1	39.6924	removed	removed
PADI2	6519.72	PADI2	715.9292
PAF1	1330.4903	PAF1	1369.6165
PAFAH1B1	4240.7394	PAFAH1B1	4424.7788
PAFAH1B2	508.6982	PAFAH1B2	553.0973
PAFAH1B3	1280.0301	PAFAH1B3	161.1947
PAFAH2	552.8362	PAFAH2	471.9764
PAG1	1074.236	PAG1	241.8879
PAICS	2508.2441	PAICS	1544.5428
PAIP1	1129.8054	PAIP1	1105.6047
PAIP2B	2058.6083	PAIP2B	380.531
PAIP2	1885.8668	PAIP2	2418.8791
PAK1IP1	340.7198	PAK1IP1	337.7581
PAK1	10151.1011	PAK1	938.6431
PAK2	2578.7379	PAK2	2933.6283
removed	removed	PAK3	54.2773
PAK4	2124.0214	PAK4	486.7257
PAK6	293.7049	PAK6	107.5251
removed	removed	PAK7	33.0383
PALB2	231.8038	PALB2	284.6608
PALLD	3580.2541	PALLD	7248.9676
PALM2-AKAP2	461.8675	PALM2-AKAP2	7024.5782
PALM2	36.2916	PALM2	72.7316
removed	removed	PALM3	23.0088
PALMD	305.7905	PALMD	4372.2714
PALM	116.8545	PALM	2504.7198
PAMR1	143.8454	PAMR1	1675.5162
PAM	3858.4219	PAM	6132.4484
PAN2	250.8562	PAN2	679.646
PAN3	453.4463	PAN3	1105.3097
PANK1	335.0041	PANK1	86.7257
PANK2	503.3	PANK2	547.7876
PANK3	967.5427	PANK3	488.2006
PANK4	255.9368	PANK4	349.2625
PANX1	264.8279	PANX1	339.823
PANX2	64.778	PANX2	16.8142
PAOX	174.3292	PAOX	102.3599
PAPD4	886.8877	PAPD4	1124.7788
PAPD5	562.6799	PAPD5	416.8142
PAPD7	673.5012	PAPD7	814.4543
PAPLN	86.6883	PAPLN	767.8466
PAPL	31.1189	removed	removed
PAPOLA	5225.4292	PAPOLA	2903.8348
PAPOLG	312.4588	PAPOLG	408.5546
removed	removed	PAPPA2	59.882
PAPPA	31.1189	PAPPA	201.7699
PAPSS1	1770.9175	PAPSS1	1749.5575
PAPSS2	536.3241	PAPSS2	1655.7522
PAQR3	172.7732	PAQR3	290.2714
PAQR4	815.9335	PAQR4	166.6077
PAQR5	135.2718	PAQR5	42.7729
removed	removed	PAQR6	26.5487
PAQR7	239.7423	PAQR7	338.6431
PAQR8	213.069	PAQR8	310.0295
PAR-SN	6.6747	PAR-SN	124.9764
removed	removed	PAR5	39.528
PARD3B	295.3117	PARD3B	181.1209
PARD3	1680.1012	PARD3	995.5752
PARD6A	77.7972	PARD6A	40.708
PARD6B	194.6517	PARD6B	117.4041
PARD6G	67.3184	PARD6G	397.9351
PARG	594.4339	PARG	406.7847
PARK2	9.8437	PARK2	165.1917
PARK7	3009.0038	PARK7	3323.5988
PARL	897.3665	PARL	863.4218
PARM1	15725.8237	PARM1	2686.1357
PARN	861.4845	PARN	964.3068
PARP10	286.7381	PARP10	734.8083
PARP11	140.9875	PARP11	297.3451
PARP12	727.1653	PARP12	635.3982
PARP14	1258.0913	PARP14	2356.0472
removed	removed	PARP15	21.8289
PARP16	323.5727	PARP16	253.9823
PARP1	4543.0369	PARP1	2789.9705
PARP2	343.2601	PARP2	377.5811
PARP3	621.4247	PARP3	618.8791
PARP4	1334.9358	PARP4	1864.3068
PARP6	336.5918	PARP6	694.9853
removed	removed	PARP8	337.4631
PARP9	1767.7866	PARP9	1498.0206
PARS2	120.9825	PARS2	135.1032
PART1	304.1806	PART1	26.2537
PARVA	1336.5235	PARVA	4546.6077
PARVB	391.8437	PARVB	909.7345
PARVG	90.4987	PARVG	158.1121
PASK	201.9551	PASK	115.0442
PATL1	666.1978	PATL1	1136.8732
removed	removed	PATL2	24.4838
PATZ1	1891.5825	PATZ1	1140.708
PAWR	367.7107	PAWR	225.0737
removed	removed	PAX3	6.1947
removed	removed	PAX5	11.7994
PAX6	9.5262	PAX6	54.2773
PAX8	55.8869	PAX8	165.7817
PAX9	470.2759	PAX9	42.4779
PAXIP1	449.2294	PAXIP1	321.3333
PBK	222.9127	PBK	12.9794
PBLD	95.5794	PBLD	189.9705
PBRM1	1566.1046	PBRM1	2082.8909
PBX1	8929.2093	PBX1	3804.7198
PBX2	1147.27	PBX2	1167.2566
PBX3	491.5511	PBX3	428.0236
removed	removed	PBX4	7.9646
PBXIP1	1836.6482	PBXIP1	3390.2655
PCBD1	2066.2292	PCBD1	983.4808
PCBD2	618.8145	PCBD2	291.4454
PCBP1	10921.1343	PCBP1	7418.8791
PCBP2	9716.5643	PCBP2	10536.0472
PCBP3	24.133	PCBP3	74.0413
PCBP4	903.0822	PCBP4	529.7935
PCCA	192.3559	PCCA	781.1091
PCCB	1522.5382	PCCB	1315.1917
removed	removed	PCDH10	18.5841
removed	removed	PCDH11X	25.0737
PCDH12	401.0523	PCDH12	921.8289
PCDH17	284.5153	PCDH17	105.0147
PCDH18	298.8046	PCDH18	3356.6372
PCDH19	13.9717	PCDH19	411.5044
PCDH1	4336.9538	PCDH1	2560.177
PCDH20	10.4788	PCDH20	30.9735
PCDH7	1545.4645	PCDH7	374.3363
PCDH9	8.256	PCDH9	189.6755
PCDHA10	17.8457	PCDHA10	83.6342
PCDHA11	164.9808	PCDHA11	26.708
PCDHA12	438.7633	PCDHA12	23.4838
removed	removed	PCDHA13	27.2301
PCDHA1	20.7067	PCDHA1	11.1239
PCDHA2	51.3779	PCDHA2	8.413
PCDHA3	14.6386	PCDHA3	46.7463
PCDHA4	9.7929	PCDHA4	32.4012
PCDHA5	17.9664	removed	removed
PCDHA6	20.4495	PCDHA6	57.8053
PCDHA7	8.5926	PCDHA7	6.5929
PCDHA8	6.681	PCDHA8	5.6726
PCDHA9	5.9983	removed	removed
PCDHAC1	197.0205	PCDHAC1	56.6342
PCDHAC2	185.3287	PCDHAC2	85.1091
PCDHB10	82.2427	PCDHB10	93.2153
PCDHB11	8.8911	PCDHB11	41.8879
PCDHB12	33.3416	PCDHB12	87.0206
PCDHB13	96.2145	PCDHB13	95.8702
PCDHB14	115.5844	PCDHB14	182.5959
PCDHB15	23.4979	PCDHB15	85.8407
PCDHB16	815.4413	PCDHB16	290.5605
PCDHB18	9.5262	PCDHB18	22.4189
PCDHB19P	11.749	PCDHB19P	11.7994
PCDHB2	342.9426	PCDHB2	86.7257
PCDHB3	48.9011	PCDHB3	82.0059
PCDHB4	181.9501	PCDHB4	250.1475
PCDHB5	561.4097	PCDHB5	78.7611
PCDHB6	20.005	PCDHB6	60.767
PCDHB7	44.7731	PCDHB7	117.4041
PCDHB8	383.9052	PCDHB8	66.3717
PCDHB9	134.9543	PCDHB9	73.1563
PCDHGA10	432.5046	PCDHGA10	126.9381
PCDHGA11	10.2946	PCDHGA11	57.5487
PCDHGA12	68.0201	PCDHGA12	116.6136
PCDHGA1	110.7165	PCDHGA1	15.2684
PCDHGA2	231.0576	PCDHGA2	190.944
PCDHGA3	21.4244	PCDHGA3	67.6637
PCDHGA4	96.8432	PCDHGA4	119.2183
PCDHGA5	101.5999	PCDHGA5	101.8053
PCDHGA6	63.3968	PCDHGA6	69.3304
PCDHGA7	21.9102	PCDHGA7	37.9882
PCDHGA8	21.2751	PCDHGA8	5.8997
PCDHGA9	33.529	PCDHGA9	148.6962
PCDHGB1	419.6347	PCDHGB1	20.944
PCDHGB2	208.6774	PCDHGB2	120.8879
PCDHGB3	43.8236	PCDHGB3	27.2861
PCDHGB4	192.5051	PCDHGB4	62.5369
PCDHGB5	17.7822	PCDHGB5	216.8555
PCDHGB6	27.3084	PCDHGB6	185.8201
PCDHGB7	86.9328	PCDHGB7	557.0767
PCDHGC3	1592.0285	PCDHGC3	3049.8761
PCDHGC4	11.4314	PCDHGC4	11.1917
PCDHGC5	13.9717	PCDHGC5	6.1327
PCF11	666.1978	PCF11	1657.8171
PCGF1	327.0656	PCGF1	188.2006
PCGF2	277.9074	PCGF2	737.4602
PCGF3	1462.9042	PCGF3	1192.9204
PCGF5	3216.0396	PCGF5	1856.6372
PCGF6	173.6941	PCGF6	245.7227
PCID2	444.2377	PCID2	744.2478
PCIF1	852.5934	PCIF1	1071.9764
PCK1	9.2086	PCK1	4593.8053
PCK2	1019.3016	PCK2	1602.9499
PCLO	178.7747	PCLO	263.4218
PCM1	2361.8584	PCM1	4168.7316
PCMT1	1134.2509	PCMT1	1391.7404
PCMTD1	1300.6416	PCMTD1	2060.472
PCMTD2	1055.1836	PCMTD2	1566.3717
PCNA	2396.1527	PCNA	820.059
PCNP	1909.9998	PCNP	2735.6932
PCNT	572.5236	PCNT	914.7493
PCNXL2	203.8603	PCNXL2	287.6106
PCNXL3	1071.6956	PCNXL3	982.8909
PCNX	966.5901	PCNX	2759.587
PCOLCE2	6.3508	PCOLCE2	3092.6254
PCOLCE	943.0509	PCOLCE	3123.5251
PCOTH	98.5134	PCOTH	15.5841
removed	removed	PCP2	7.9646
PCP4L1	11.4314	PCP4L1	30.3835
PCSK1N	12.384	removed	removed
PCSK1	19.3699	removed	removed
removed	removed	PCSK2	8.5546
PCSK4	11.4314	PCSK4	14.1593
PCSK5	45.4081	PCSK5	536.2832
PCSK6	10.1613	PCSK6	659.587
PCSK7	674.3998	PCSK7	740.4307
removed	removed	PCSK9	7.0796
PCTP	614.1213	PCTP	519.174
PCYOX1L	334.0515	PCYOX1L	222.4189
PCYOX1	6399.6901	PCYOX1	6226.8437
PCYT1A	560.4571	PCYT1A	546.3127
removed	removed	PCYT1B	18.8791
PCYT2	510.921	PCYT2	728.6136
PC	3221.1202	PC	4823.3038
PDAP1	2477.1253	PDAP1	1640.118
PDCD10	543.9451	PDCD10	601.4749
PDCD11	1582.9342	PDCD11	1051.3274
PDCD1LG2	17.1471	PDCD1LG2	238.3481
removed	removed	PDCD1	13.5693
PDCD2L	265.1454	PDCD2L	94.6903
PDCD2	1198.3939	PDCD2	649.5575
PDCD4	4340.0911	PDCD4	3710.6932
PDCD5	984.0548	PDCD5	604.4248
PDCD6IP	4145.16	PDCD6IP	4204.4248
PDCD6	1932.5451	PDCD6	1231.5634
PDCD7	341.0374	PDCD7	590.5605
PDCL3	448.0482	PDCL3	306.7847
PDCL	334.6866	PDCL	569.3215
PDDC1	347.7057	PDDC1	974.6313
PDE10A	544.5802	PDE10A	196.4602
removed	removed	PDE11A	244.2478
PDE12	1025.6524	PDE12	533.9233
PDE1A	70.4938	PDE1A	233.0383
PDE1B	90.1812	PDE1B	574.0413
removed	removed	PDE1C	122.1239
PDE2A	145.1155	PDE2A	3341.2979
PDE3A	1724.2392	PDE3A	236.2832
PDE3B	287.3732	PDE3B	3193.8053
PDE4A	94.9443	PDE4A	551.6224
PDE4B	2114.8127	PDE4B	889.0855
removed	removed	PDE4C	8.2596
PDE4DIP	2666.3788	PDE4DIP	2755.1622
PDE4D	2303.0406	PDE4D	281.0059
PDE5A	190.5237	PDE5A	1042.3038
PDE6B	6.9859	PDE6B	46.0177
PDE6D	321.3499	PDE6D	262.5369
removed	removed	PDE6G	11.5044
PDE7A	694.6906	PDE7A	573.7463
PDE7B	86.0532	PDE7B	397.0501
PDE8A	892.9209	PDE8A	1100.59
PDE8B	8.5736	PDE8B	338.9381
PDE9A	131.1438	PDE9A	375.5162
PDF	131.6074	PDF	97.9823
PDGFA	291.5012	PDGFA	632.4484
PDGFB	663.0224	PDGFB	1537.4631
PDGFC	297.852	PDGFC	1035.9882
PDGFD	478.8495	PDGFD	2369.0265
PDGFRA	1115.4081	PDGFRA	4063.4543
PDGFRB	2793.7121	PDGFRB	7453.6873
PDGFRL	321.985	PDGFRL	1757.8171
PDHA1	2106.3217	PDHA1	1915.2655
PDHB	1144.0946	PDHB	1333.3333
PDHX	360.6264	PDHX	700.6283
removed	removed	PDIA2	6.2979
PDIA3P	4095.3063	PDIA3P	1891.4454
PDIA3	17456.2899	PDIA3	7025.3333
PDIA4	5527.0917	PDIA4	2266.3717
PDIA5	584.5901	PDIA5	474.0413
PDIA6	14174.5292	PDIA6	4207.2566
PDIK1L	356.5968	PDIK1L	355.7522
PDK1	706.8428	PDK1	525.0737
PDK2	728.753	PDK2	2490.5605
PDK3	148.2909	PDK3	136.8732
PDK4	375.9667	PDK4	7514.1593
PDLIM1	369.6159	PDLIM1	5242.4779
PDLIM2	415.0241	PDLIM2	556.9322
PDLIM3	221.9601	PDLIM3	1773.7463
PDLIM4	60.9676	PDLIM4	667.8466
PDLIM5	4470.3204	PDLIM5	3750.1475
PDLIM7	414.0714	PDLIM7	1011.7994
PDP1	773.8436	PDP1	874.9263
PDP2	169.8836	PDP2	451.0324
PDPK1	1672.8613	PDPK1	1381.6814
PDPN	212.7514	PDPN	817.1091
PDPR	1291.1599	PDPR	1452.8968
PDRG1	385.8104	PDRG1	309.1445
PDS5A	3783.8001	PDS5A	2686.7257
PDS5B	919.2767	PDS5B	1171.3864
PDSS1	156.096	PDSS1	47.0383
PDSS2	382	PDSS2	359.882
PDXDC1	5638.548	PDXDC1	2718.5841
PDXDC2	53.9817	PDXDC2	156.6372
PDXK	5804.3036	PDXK	5684.0708
PDXP	307.0416	PDXP	168.5251
PDZD11	1405.7471	PDZD11	564.6018
PDZD2	91.4514	PDZD2	3332.1534
PDZD4	29.8487	PDZD4	193.5103
PDZD7	16.1945	PDZD7	13.8643
PDZD8	679.852	PDZD8	593.8053
PDZK1IP1	232.1213	PDZK1IP1	226.5487
removed	removed	PDZK1P1	6.7847
PDZK1	7.9385	PDZK1	45.4277
PDZRN3	116.537	PDZRN3	1464.8968
PDZRN4	7.9385	PDZRN4	108.8496
PEA15	4945.6769	PEA15	7943.6578
PEAR1	94.9443	PEAR1	1095.8702
PEBP1	5747.4641	PEBP1	7139.823
removed	removed	PEBP4	18.2891
PECAM1	905.9401	PECAM1	5946.0177
PECI	2141.1495	PECI	1326.2507
PECR	328.6533	PECR	850.2891
PEF1	945.3149	PEF1	1667.2566
PEG10	108.916	PEG10	1085.8407
PEG3	313.4273	PEG3	475.8555
PELI1	237.202	PELI1	928.3186
PELI2	53.0291	PELI2	528.9086
PELI3	157.8171	PELI3	308.2596
PELO	653.1755	PELO	473.8584
PELP1	1197.7588	PELP1	1147.7876
PEMT	303.8853	PEMT	347.7876
PENK	12.0665	PENK	103.5398
PEPD	1339.3814	PEPD	1351.3274
PER1	381.0473	PER1	2392.6254
PER2	1187.28	PER2	1006.4897
PER3	181.315	PER3	2062.2419
PERP	8245.5469	PERP	4213.5693
PES1	1584.8394	PES1	1227.4336
PET112L	381.0473	PET112L	433.0383
PEX10	287.4875	PEX10	393.3038
PEX11A	287.6907	PEX11A	484.6608
PEX11B	1521.9666	PEX11B	663.4218
PEX11G	55.5694	PEX11G	46.3127
PEX12	108.5985	PEX12	317.9941
PEX13	1601.0339	PEX13	633.0383
PEX14	182.9027	PEX14	411.7994
PEX16	469.9584	PEX16	363.4218
PEX19	2005.5792	PEX19	4851.0708
PEX1	1139.6491	PEX1	520.354
PEX26	894.0037	PEX26	544.9263
PEX2	1190.4554	PEX2	921.2389
PEX3	180.6799	PEX3	357.8171
removed	removed	PEX5L	7.6696
PEX5	834.4937	PEX5	1559.587
PEX6	1613.4179	PEX6	792.3304
PEX7	187.6658	PEX7	164.6018
PFAS	235.6143	PFAS	478.1711
PFDN1	1784.2542	PFDN1	1254.2773
PFDN2	527.433	PFDN2	574.3363
PFDN4	260.0648	PFDN4	287.6106
PFDN5	3298.2823	PFDN5	5535.9882
PFDN6	532.1961	PFDN6	272.5664
removed	removed	PFKFB1	417.1091
PFKFB2	763.3648	PFKFB2	319.469
PFKFB3	640.7946	PFKFB3	9501.1799
PFKFB4	133.6841	PFKFB4	68.7316
PFKL	2588.2641	PFKL	2779.056
PFKM	563.315	PFKM	825.3687
PFKP	744.63	PFKP	1035.6932
PFN1	10259.6996	PFN1	6352.8024
PFN2	420.1047	PFN2	1036.8732
removed	removed	PGA3	78.1711
removed	removed	PGA4	7.9646
removed	removed	PGA5	10.3245
PGAM1	4583.9995	PGAM1	2465.7817
PGAM2	10.4788	PGAM2	40.708
PGAM4	114.3142	PGAM4	52.8024
PGAM5	479.2686	PGAM5	292.2301
PGAP1	475.039	PGAP1	420.059
PGAP2	587.1304	PGAP2	335.9882
PGAP3	17092.196	PGAP3	1040.708
PGBD1	89.2286	PGBD1	154.8673
PGBD2	167.3433	PGBD2	140.118
PGBD3	98.7611	PGBD3	109.4543
PGBD4	35.882	PGBD4	49.2625
PGBD5	25.7207	PGBD5	37.7581
PGCP	184.1729	PGCP	1197.9351
PGD	4720.2239	PGD	2972.8614
PGF	81.9252	PGF	172.5664
PGGT1B	550.2959	PGGT1B	395.8702
PGK1	14413.1156	PGK1	5634.2183
PGLS	622.3773	PGLS	601.7699
PGM1	884.9824	PGM1	3122.7139
PGM2L1	444.5552	PGM2L1	321.8289
PGM2	1007.2351	PGM2	514.4543
PGM3	626.3688	PGM3	343.2006
removed	removed	PGM5P2	16.8142
PGM5	74.9393	PGM5	1592.6254
PGPEP1	580.4621	PGPEP1	757.2271
PGP	361.3599	PGP	190.2655
PGRMC1	4345.5274	PGRMC1	3385.2507
PGRMC2	1579.7588	PGRMC2	2782.5959
PGR	14.9244	PGR	529.1888
PGS1	166.3907	PGS1	468.7316
PHACTR1	10.6725	PHACTR1	32.1534
PHACTR2	1255.2334	PHACTR2	1616.2242
PHACTR3	5.3982	removed	removed
PHACTR4	653.1786	PHACTR4	887.3156
PHAX	713.1936	PHAX	589.0855
PHB2	3372.5865	PHB2	2933.6283
PHB	5492.4799	PHB	2074.0413
PHC1	183.2901	PHC1	495.3746
PHC2	1604.2093	PHC2	2377.8761
PHC3	1252.6931	PHC3	1633.0383
PHEX	33.0241	PHEX	10.3245
PHF10	1187.2864	PHF10	1886.1032
PHF11	266.7331	PHF11	554.5723
PHF12	453.1288	PHF12	1102.6549
PHF13	357.5494	PHF13	878.4661
PHF14	1296.196	PHF14	837.1681
PHF15	1282.8594	PHF15	1499.705
PHF16	570.9359	PHF16	382.5959
PHF17	618.2493	PHF17	1761.6519
PHF19	367.3931	PHF19	526.5487
PHF1	838.3041	PHF1	1182.0059
PHF20L1	605.5477	PHF20L1	955.1622
PHF20	928.8029	PHF20	1397.3451
PHF21A	539.8171	PHF21A	904.7198
PHF23	829.413	PHF23	713.8643
PHF2	1071.6956	PHF2	1589.0855
PHF3	2010.0247	PHF3	2768.1416
PHF5A	792.5785	PHF5A	421.8289
PHF6	912.6084	PHF6	560.177
PHF7	29.5312	PHF7	98.5251
PHF8	1213.9533	PHF8	888.2006
PHGDH	405.1803	PHGDH	2571.3864
PHIP	1053.4212	PHIP	1739.0973
PHKA1	1315.2484	PHKA1	367.2566
PHKA2	741.4895	PHKA2	1004.0973
PHKB	2783.5508	PHKB	2019.764
removed	removed	PHKG1	120.354
PHKG2	424.2327	PHKG2	315.9292
PHLDA1	693.8237	PHLDA1	833.6283
PHLDA2	201.6376	PHLDA2	18.8791
PHLDA3	1434.9608	PHLDA3	2331.8584
PHLDB1	710.3358	PHLDB1	5323.5988
PHLDB2	556.9642	PHLDB2	2562.2419
PHLDB3	162.5802	PHLDB3	74.3363
PHLPP1	374.0615	PHLPP1	534.2183
PHLPP2	124.7136	PHLPP2	455.1563
PHOSPHO2	52.0765	PHOSPHO2	67.4661
PHPT1	692.8711	PHPT1	558.9971
PHRF1	491.8686	PHRF1	915.6342
PHTF1	147.6558	PHTF1	215.3392
PHTF2	831.3183	PHTF2	453.6873
PHYHD1	303.5677	PHYHD1	509.4395
removed	removed	PHYHIPL	22.4248
removed	removed	PHYHIP	261.3569
PHYH	492.5037	PHYH	1220.059
PI15	22.5453	PI15	1570.7965
PI16	6.0332	PI16	6389.3805
removed	removed	PI3	104.1298
PI4K2A	1438.3045	PI4K2A	897.7434
PI4K2B	2461.2483	PI4K2B	472.2714
PI4KAP1	111.1388	PI4KAP1	202.9499
PI4KAP2	142.2577	PI4KAP2	134.2183
PI4KA	3276.6896	PI4KA	1685.5457
PI4KB	2028.442	PI4KB	1847.4926
PIAS1	433.7589	PIAS1	437.7581
PIAS2	193.3815	PIAS2	253.6873
PIAS3	2071.9449	PIAS3	894.1003
PIAS4	260.6999	PIAS4	203.8348
PIBF1	210.5287	PIBF1	467.2566
PICALM	2570.1643	PICALM	6179.056
PICK1	588.7181	PICK1	279.351
PID1	160.675	PID1	950.4425
removed	removed	PIF1	9.1445
PIGA	420.1047	PIGA	177.5811
PIGB	193.6133	PIGB	268.5133
PIGC	1096.7813	PIGC	529.7935
PIGF	649.165	PIGF	258.1976
PIGG	1074.7472	PIGG	585.8112
PIGH	441.7514	PIGH	309.8289
PIGK	890.0631	PIGK	982.8909
PIGL	55.2519	PIGL	62.5369
PIGM	819.5693	PIGM	367.8466
PIGN	487.4231	PIGN	525.6637
PIGO	1340.9691	PIGO	546.0177
PIGP	410.261	PIGP	347.1976
PIGQ	819.9758	PIGQ	538.0354
removed	removed	PIGR	2032.7434
PIGS	466.1479	PIGS	1596.4602
PIGT	12514.8648	PIGT	2876.4012
PIGU	816.3939	PIGU	338.0531
PIGV	274.3541	PIGV	436.8732
PIGW	125.4281	PIGW	172.8614
PIGX	964.0498	PIGX	493.8053
PIGY	1758.5335	PIGY	1672.8614
PIGZ	86.6883	PIGZ	189.9705
PIH1D1	1200.6167	PIH1D1	701.4749
PIH1D2	6.6683	PIH1D2	25.6637
PIK3AP1	292.1363	PIK3AP1	339.823
PIK3C2A	1188.2326	PIK3C2A	2071.0914
PIK3C2B	1115.8336	PIK3C2B	1864.6018
removed	removed	PIK3C2G	243.3628
PIK3C3	513.1438	PIK3C3	653.9823
PIK3CA	455.6691	PIK3CA	1115.6342
PIK3CB	1307.945	PIK3CB	1097.3451
PIK3CD	95.5794	PIK3CD	430.9735
PIK3CG	78.4322	PIK3CG	123.3038
PIK3IP1	1003.4247	PIK3IP1	1660.472
PIK3R1	1387.3299	PIK3R1	7324.7788
PIK3R2	1494.2867	PIK3R2	770.5015
PIK3R3	4142.3021	PIK3R3	3597.6401
PIK3R4	899.9068	PIK3R4	1020.944
PIK3R5	169.2485	PIK3R5	181.7109
PIK3R6	22.5453	PIK3R6	19.469
PIKFYVE	834.4937	PIKFYVE	1247.1976
PILRA	80.655	PILRA	78.1711
PILRB	129.6355	PILRB	700.7021
PIM1	205.7656	PIM1	780.531
PIM2	82.5603	PIM2	247.1976
PIM3	2506.0213	PIM3	1343.0678
PIN1	397.2419	PIN1	474.3363
PIN4	460.1147	PIN4	261.6519
PINK1	1664.2243	PINK1	2786.7257
PINX1	55.4646	PINX1	114.7493
PION	336.9094	PION	288.4956
PIP4K2A	796.0714	PIP4K2A	959.882
PIP4K2B	803.3748	PIP4K2B	2817.4041
PIP4K2C	2250.4021	PIP4K2C	818.2891
PIP5K1A	1367.0073	PIP5K1A	1107.6696
PIP5K1B	1486.0846	PIP5K1B	135.9882
PIP5K1C	993.8985	PIP5K1C	1350.1475
PIP5KL1	8.8911	PIP5KL1	9.1445
PIPOX	8.8911	PIPOX	10.0295
PIPSL	207.6708	PIPSL	148.6726
PIP	155972.8377	PIP	8920.944
PIR	88.5935	PIR	252.5074
PISD	455.9867	PISD	1264.3068
PITPNA	2547.619	PITPNA	2033.3333
PITPNB	1615.6407	PITPNB	1713.8643
PITPNC1	411.5311	PITPNC1	558.9971
PITPNM1	616.0265	PITPNM1	310.6195
PITPNM2	267.3682	PITPNM2	397.6401
PITPNM3	117.1721	PITPNM3	167.5516
PITRM1	4886.1192	PITRM1	1666.2448
PITX1	774.1612	PITX1	13.8643
removed	removed	PITX2	34.8083
removed	removed	PIWIL2	61.9469
PIWIL4	27.9435	PIWIL4	74.9499
PJA1	357.2319	PJA1	1343.6578
PJA2	4351.8782	PJA2	4776.9912
PKD1L1	27.6259	PKD1L1	76.1062
PKD1L2	34.2943	PKD1L2	388.2006
PKD1	831.9534	PKD1	2302.6549
PKD2	268.6384	PKD2	1784.3658
PKDCC	49.5362	PKDCC	1164.6018
removed	removed	PKDREJ	11.2094
removed	removed	PKHD1L1	305.0147
removed	removed	PKHD1	5.6047
PKIA	5.7157	PKIA	99.115
PKIB	516.9542	PKIB	106.4897
PKIG	368.9808	PKIG	1123.5988
PKM2	20514.6362	PKM2	10161.0619
PKMYT1	308.7912	PKMYT1	13.0383
PKN1	4798.6562	PKN1	2188.4956
PKN2	612.2161	PKN2	1727.1386
PKN3	44.138	PKN3	485.5457
PKNOX1	342.6251	PKNOX1	498.2301
removed	removed	PKNOX2	76.1062
removed	removed	PKP1	1770.7965
PKP2	636.0315	PKP2	478.1711
PKP3	918.3241	PKP3	360.472
PKP4	1866.4969	PKP4	3081.1209
PL-5283	2052.575	PL-5283	921.5339
PLA1A	20.005	PLA1A	141.8879
PLA2G10	28.8961	removed	removed
PLA2G12A	2442.5135	PLA2G12A	1046.6077
PLA2G15	609.0407	PLA2G15	472.2714
PLA2G16	284.5153	PLA2G16	7101.1799
PLA2G2A	17.4647	PLA2G2A	1082.8909
removed	removed	PLA2G2D	10.6195
PLA2G4A	54.6168	PLA2G4A	338.6431
PLA2G4C	18.7348	PLA2G4C	120.649
PLA2G4F	23.1804	PLA2G4F	16.2242
PLA2G5	15.2419	PLA2G5	108.2596
PLA2G6	176.5519	PLA2G6	286.1357
PLA2G7	172.7415	PLA2G7	54.8673
PLA2R1	204.4954	PLA2R1	554.2773
PLAA	1437.1836	PLAA	792.9204
PLAC2	478.8495	PLAC2	42.4779
removed	removed	PLAC8	39.823
PLAC9	31.7539	PLAC9	835.3982
PLAG1	6.9859	PLAG1	43.9528
PLAGL1	86.0532	PLAGL1	912.9558
PLAGL2	1248.2476	PLAGL2	491.7404
PLAT	516.6367	PLAT	3266.6667
PLAUR	1317.1536	PLAUR	211.2094
PLAU	2059.237	PLAU	704.4218
PLB1	157.4996	PLB1	60.767
PLBD1	239.7423	PLBD1	986.7257
PLBD2	1550.8627	PLBD2	877.5811
PLCB1	120.3475	PLCB1	669.3215
PLCB2	82.5603	PLCB2	198.2301
PLCB3	488.3757	PLCB3	632.7434
PLCB4	2066.8643	PLCB4	554.8673
PLCD1	230.5336	PLCD1	535.9882
PLCD3	356.9143	PLCD3	973.4513
PLCD4	41.9152	PLCD4	103.8348
