gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
KIAA0892	1617.7798	KIAA0892	2030.9122
KIAA0895L	105.1444	KIAA0895L	330.9183
KIAA0895	429.1516	KIAA0895	254.5712
KIAA0907	923.2852	KIAA0907	1394.4843
KIAA0913	2549.639	KIAA0913	2191.7365
KIAA0922	723.8267	KIAA0922	545.5096
KIAA0947	1393.5018	KIAA0947	1806.2431
KIAA1009	157.9422	KIAA1009	337.0037
KIAA1012	1532.0397	KIAA1012	1313.668
KIAA1024	128.1588	KIAA1024	36.3673
KIAA1033	1364.1697	KIAA1033	1091.0193
KIAA1045	9.0253	KIAA1045	15.7592
KIAA1107	112.3646	KIAA1107	234.3671
KIAA1109	3267.148	KIAA1109	4041.2163
KIAA1143	629.9639	KIAA1143	1086.5744
KIAA1147	1162.4549	KIAA1147	2274.9773
KIAA1161	471.1191	KIAA1161	208.5059
KIAA1191	3445.8484	KIAA1191	2763.9155
KIAA1199	280.6859	KIAA1199	24.649
removed	removed	KIAA1210	5.2531
KIAA1211	170.5776	KIAA1211	40.4081
KIAA1217	2542.87	KIAA1217	5558.1372
removed	removed	KIAA1239	10.5061
KIAA1244	1348.3755	KIAA1244	1181.1294
KIAA1257	28.5018	KIAA1257	12.6801
KIAA1267	1938.1769	KIAA1267	2075.3611
KIAA1274	121.8412	KIAA1274	338.216
KIAA1279	801.444	KIAA1279	604.5055
KIAA1310	1704.8736	KIAA1310	2316.1936
KIAA1324L	596.5704	KIAA1324L	374.9874
KIAA1324	6702.6173	KIAA1324	15838.3675
KIAA1328	102.8881	KIAA1328	237.5998
KIAA1370	1795.5776	KIAA1370	1675.3207
KIAA1377	119.1336	KIAA1377	402.4649
KIAA1383	39.7112	KIAA1383	161.2284
KIAA1407	386.7329	KIAA1407	373.371
KIAA1409	11.2816	KIAA1409	10.9102
KIAA1429	3318.1408	KIAA1429	1854.7328
KIAA1430	1877.2563	KIAA1430	1441.3577
KIAA1432	629.1426	KIAA1432	834.2136
KIAA1462	1032.0397	KIAA1462	801.2931
KIAA1467	4062.2744	KIAA1467	789.1706
KIAA1468	788.8087	KIAA1468	935.448
KIAA1522	7973.8267	KIAA1522	5723.8105
KIAA1524	186.5343	KIAA1524	58.5918
KIAA1529	54.1516	KIAA1529	347.9139
KIAA1530	369.1336	KIAA1530	325.6895
KIAA1539	362.3646	KIAA1539	307.1017
KIAA1543	396.2094	KIAA1543	808.9706
KIAA1549	679.6029	KIAA1549	559.2484
KIAA1586	115.9747	KIAA1586	161.6325
KIAA1598	2455.7762	KIAA1598	1286.1905
KIAA1609	221.1191	KIAA1609	536.2158
KIAA1614	31.9224	KIAA1614	97.8321
KIAA1632	1479.2419	KIAA1632	1647.0351
KIAA1644	155.2347	KIAA1644	56.1673
KIAA1671	1375	KIAA1671	4714.0115
KIAA1683	54.1516	KIAA1683	461.0567
KIAA1704	488.7184	KIAA1704	456.0986
KIAA1712	319.8556	KIAA1712	496.7128
KIAA1715	1066.3357	KIAA1715	793.6155
KIAA1731	330.3249	KIAA1731	603.6973
KIAA1737	1192.6895	KIAA1737	1369.0272
KIAA1751	11.7329	KIAA1751	5.2531
KIAA1755	102.8881	KIAA1755	274.3711
KIAA1797	1117.7798	KIAA1797	1295.0803
KIAA1804	183.213	KIAA1804	318.416
KIAA1826	309.5668	KIAA1826	349.9343
KIAA1841	282.491	KIAA1841	173.3508
KIAA1875	9.4765	KIAA1875	31.1143
KIAA1908	362.8159	KIAA1908	379.4323
KIAA1919	82.5812	KIAA1919	149.5101
KIAA1949	1148.0144	KIAA1949	987.9786
KIAA1958	31.5884	KIAA1958	110.3142
KIAA1967	4199.4585	KIAA1967	2709.3646
removed	removed	KIAA1984	33.3529
KIAA2013	1333.0325	KIAA2013	1218.3049
KIAA2018	998.6462	KIAA2018	1207.7988
KIAA2022	138.0866	KIAA2022	61.8244
KIAA2026	765.343	KIAA2026	1167.3906
KIDINS220	1654.3321	KIDINS220	2695.2217
KIF11	1072.2022	KIF11	119.608
KIF12	499.0975	KIF12	1059.0969
KIF13A	972.9242	KIF13A	1978.3817
KIF13B	2824.0072	KIF13B	3029.801
KIF14	202.6173	KIF14	10.9102
KIF15	129.0614	KIF15	14.1428
KIF16B	1399.3682	KIF16B	1591.6759
KIF17	13.0866	KIF17	23.8408
KIF18A	208.4838	KIF18A	26.2653
KIF18B	248.6462	KIF18B	6.4653
removed	removed	KIF19	12.1224
KIF1A	74.4585	KIF1A	21.0122
KIF1B	1587.0939	KIF1B	2584.5035
KIF1C	1501.8051	KIF1C	2621.679
KIF20A	392.5993	KIF20A	13.3347
KIF20B	596.5704	KIF20B	271.5426
KIF21A	701.7148	KIF21A	353.5711
KIF21B	108.3032	KIF21B	186.2814
KIF22	1111.4621	KIF22	909.9909
KIF23	453.9711	KIF23	57.3795
KIF24	156.1372	KIF24	88.4938
removed	removed	KIF25	11.3143
KIF26A	23.0144	KIF26A	188.7059
KIF26B	616.426	KIF26B	45.6612
KIF27	52.3466	KIF27	203.2529
KIF2A	628.1588	KIF2A	616.6279
KIF2C	583.0325	KIF2C	41.6204
KIF3A	632.6715	KIF3A	447.722
KIF3B	6793.3213	KIF3B	1718.5574
KIF3C	669.2238	KIF3C	490.9587
KIF4A	795.1264	KIF4A	12.9306
KIF4B	18.9531	removed	removed
KIF5A	61.3718	KIF5A	64.653
KIF5B	3778.8809	KIF5B	4130.1142
KIF5C	419.2238	KIF5C	231.9426
KIF6	25.2708	KIF6	6.0612
KIF7	236.6336	KIF7	216.042
KIF9	65.2121	KIF9	123.3215
KIFAP3	1844.7653	KIFAP3	782.7053
KIFC1	342.9603	KIFC1	93.3428
KIFC2	1826.6742	KIFC2	337.1977
KIFC3	140.7942	KIFC3	406.5057
KILLIN	43.7726	KILLIN	45.6612
KIN	160.6498	KIN	266.6936
KIR3DL1	6.8818	removed	removed
KIRREL	307.3105	KIRREL	608.9504
KITLG	3002.2563	KITLG	801.2931
KIT	418.3213	KIT	13508.4352
KLB	30.2347	KLB	162.4407
KLC1	876.8051	KLC1	1530.6597
KLC2	1356.9495	KLC2	346.2976
KLC3	131.3177	KLC3	235.3531
KLC4	255.4874	KLC4	776.3774
KLF10	1579.4224	KLF10	2310.5364
KLF11	466.1552	KLF11	1478.5332
KLF12	481.9495	KLF12	725.3258
KLF13	1097.9242	KLF13	2175.5733
KLF15	25.2708	KLF15	163.6529
KLF16	218.8628	KLF16	207.6977
removed	removed	KLF17	13.7388
KLF2	275.2708	KLF2	582.281
KLF3	1775.2708	KLF3	1898.7211
KLF4	180.5054	KLF4	906.7583
KLF5	157.491	KLF5	1873.3205
KLF6	2445.8484	KLF6	3904.2328
KLF7	99.7292	KLF7	195.5753
KLF8	94.3141	KLF8	586.3219
KLF9	507.6715	KLF9	1225.9824
KLHDC10	1281.1372	KLHDC10	1034.4479
KLHDC1	38.8087	KLHDC1	147.0856
KLHDC2	555.5054	KLHDC2	1197.2927
KLHDC3	1014.4404	KLHDC3	2285.8875
KLHDC4	116.7554	KLHDC4	313.466
KLHDC5	1479.2419	KLHDC5	960.097
KLHDC7A	148.0144	KLHDC7A	334.1752
KLHDC7B	33.3935	KLHDC7B	42.8326
KLHDC8A	10.3791	KLHDC8A	23.4367
KLHDC8B	476.9856	KLHDC8B	597.232
KLHDC9	217.9603	KLHDC9	96.5754
KLHL11	167.87	KLHL11	118.3958
KLHL12	2055.9567	KLHL12	1062.3295
KLHL13	46.0289	KLHL13	1173.0478
KLHL14	23.917	KLHL14	32.3265
KLHL15	324.0072	KLHL15	309.9303
KLHL17	60.4693	KLHL17	95.3632
KLHL18	399.3682	KLHL18	421.8608
KLHL20	493.6823	KLHL20	440.8526
KLHL21	911.5523	KLHL21	2846.3481
KLHL22	1528.4296	KLHL22	443.2771
KLHL23	145.3069	KLHL23	166.7199
KLHL24	976.5343	KLHL24	1859.5818
KLHL25	313.1769	KLHL25	338.216
KLHL26	213.4477	KLHL26	315.5874
KLHL28	406.1372	KLHL28	509.5464
KLHL29	40.1625	KLHL29	658.6524
KLHL2	424.1877	KLHL2	612.183
removed	removed	KLHL30	10.102
KLHL31	15.2978	KLHL31	95.6501
KLHL32	8.1227	KLHL32	27.0734
KLHL35	22.1119	KLHL35	47.6816
KLHL36	80.3249	KLHL36	335.7915
KLHL38	47.3827	KLHL38	14.1428
KLHL3	162.9061	KLHL3	305.8895
KLHL4	20.3069	KLHL4	6.0612
KLHL5	1169.2238	KLHL5	565.3096
KLHL6	157.491	KLHL6	101.0203
KLHL7	648.917	KLHL7	762.9053
KLHL8	516.6968	KLHL8	412.971
KLHL9	993.231	KLHL9	2051.5204
KLK10	18.0505	KLK10	247.2977
removed	removed	KLK11	176.9876
removed	removed	KLK13	10.102
KLK14	5.8664	KLK14	52.5306
KLK1	23.4657	KLK1	25.053
removed	removed	KLK2	8.0816
KLK3	6.769	KLK3	26.2653
KLK4	91.1552	KLK4	7.6775
removed	removed	KLK5	773.8155
removed	removed	KLK6	266.2895
removed	removed	KLK7	221.0324
removed	removed	KLK8	107.8897
removed	removed	KLKB1	12.5265
KLKP1	9.4765	removed	removed
KLRA1	20.3069	KLRA1	79.1999
KLRAQ1	443.1408	KLRAQ1	584.7055
KLRB1	41.9675	KLRB1	110.7183
removed	removed	KLRC1	23.0326
removed	removed	KLRC2	5.2531
KLRD1	14.4404	KLRD1	25.053
KLRG1	37.0036	KLRG1	33.5387
KLRG2	23.0144	KLRG2	26.6694
KLRK1	28.213	KLRK1	89.3464
KL	80.3249	KL	158.8039
KMO	24.8872	KMO	37.9998
KNDC1	52.7978	KNDC1	9.6979
KNTC1	703.9711	KNTC1	365.6935
KPNA1	2771.2094	KPNA1	1393.6761
KPNA2	3313.6282	KPNA2	469.5424
KPNA3	1164.7112	KPNA3	817.0522
KPNA4	2869.5848	KPNA4	1423.1741
KPNA5	44.2238	KPNA5	181.0284
KPNA6	3645.7581	KPNA6	2028.8918
KPNB1	10736.4621	KPNB1	4461.4608
KPTN	237.8159	KPTN	137.7917
KRAS	1831.2274	KRAS	778.2604
KRBA1	326.7148	KRBA1	307.1017
KRBA2	56.4079	KRBA2	178.1998
KRCC1	1172.3827	KRCC1	999.2929
KREMEN1	636.7329	KREMEN1	860.2889
KREMEN2	5.8664	removed	removed
KRI1	1724.9729	KRI1	765.346
KRIT1	1065.4332	KRIT1	990.8072
KRR1	1375.2437	KRR1	962.671
KRT10	305.5054	KRT10	219.4161
KRT13	9.9278	removed	removed
KRT14	152.9783	KRT14	4591.979
KRT15	6731.0469	KRT15	18791.3931
removed	removed	KRT16	92.5346
KRT17	116.426	KRT17	5352.8639
KRT18	17481.8998	KRT18	8154.8722
KRT19	59130.4152	KRT19	13261.5416
KRT1	12.6354	KRT1	8.8898
KRT222	65.4332	KRT222	81.2203
KRT23	344.3141	KRT23	1311.2436
KRT31	9.0253	removed	removed
KRT32	15.7942	KRT32	9.2939
KRT37	16.6968	removed	removed
removed	removed	KRT40	6.4653
KRT5	323.1047	KRT5	13569.8555
KRT6A	52.7978	removed	removed
KRT6B	21.2094	KRT6B	298.2119
removed	removed	KRT6C	5.2531
KRT7	662.0036	KRT7	7976.1592
KRT80	931.4079	KRT80	547.5301
KRT81	7.2202	KRT81	379.4323
removed	removed	KRT83	31.9224
KRT86	9.4765	KRT86	19.8
KRT8	32212.1435	KRT8	5720.4687
KRTAP5-1	5.8664	KRTAP5-1	8.4857
KRTCAP2	1100.1805	KRTCAP2	1176.6845
KRTCAP3	513.5379	KRTCAP3	378.22
KSR1	221.1191	KSR1	522.0729
KSR2	34.296	KSR2	125.6693
KTELC1	650.722	KTELC1	509.1423
KTI12	104.2419	KTI12	161.2284
KTN1	5123.6462	KTN1	5378.7251
KYNU	63.1769	KYNU	84.453
KY	11.7329	KY	229.5181
L1CAM	19.8556	L1CAM	39.1959
removed	removed	L1TD1	6.0612
L2HGDH	216.1552	L2HGDH	209.3141
L3MBTL2	1448.7365	L3MBTL2	876.1734
L3MBTL3	147.5632	L3MBTL3	245.2773
L3MBTL4	67.6895	L3MBTL4	233.963
L3MBTL	133.574	L3MBTL	347.0856
LACE1	53.2491	LACE1	52.9346
removed	removed	LACRT	34.3469
LACTB2	246.3899	LACTB2	155.5713
LACTB	289.2599	LACTB	172.5427
LAD1	175.5415	LAD1	717.6482
LAG3	53.7004	LAG3	33.1347
LAGE3	655.2347	LAGE3	187.4937
LAIR1	401.1733	LAIR1	303.0609
removed	removed	LALBA	84.0489
LAMA1	146.6606	LAMA1	764.5217
LAMA2	1176.8953	LAMA2	1033.2357
LAMA3	2580.7762	LAMA3	4684.5136
LAMA4	1883.1227	LAMA4	1537.529
LAMA5	1832.13	LAMA5	2692.3932
LAMB1	5008.1227	LAMB1	2740.4788
LAMB2L	14.4404	LAMB2L	42.8326
LAMB2	5856.4982	LAMB2	8039.1959
LAMB3	445.8484	LAMB3	6019.1939
LAMC1	5634.0253	LAMC1	4529.3464
LAMC2	326.7148	LAMC2	2957.0664
LAMC3	37.4549	LAMC3	407.3139
LAMP1	8717.0578	LAMP1	6627.7402
LAMP2	5578.5199	LAMP2	5335.0844
LAMP3	172.8339	LAMP3	37.1755
LANCL1	2759.4765	LANCL1	2307.3038
LANCL2	736.9134	LANCL2	665.9259
LAP3	3711.6426	LAP3	1520.5576
LAPTM4A	7416.9675	LAPTM4A	7004.3439
LAPTM4B	6748.1949	LAPTM4B	1906.4552
LAPTM5	3282.9422	LAPTM5	1443.7822
LARGE	2241.426	LARGE	575.4117
LARP1B	664.7112	LARP1B	347.9139
LARP1	5336.1913	LARP1	4077.5836
LARP4B	1377.7076	LARP4B	1525.0025
LARP4	2936.8231	LARP4	981.1092
LARP6	184.1155	LARP6	290.9385
LARP7	1126.3538	LARP7	1009.3949
LARS2	674.639	LARS2	493.3832
LARS	2537.0036	LARS	4113.5468
LAS1L	1171.0289	LAS1L	1070.8152
LASP1	6557.3105	LASP1	4986.3623
removed	removed	LASS1	28.6696
LASS2	17252.7076	LASS2	3600.3637
removed	removed	LASS3	15.7592
LASS4	1014.4404	LASS4	1265.1783
LASS5	1000.4513	LASS5	774.6237
LASS6	5731.2274	LASS6	1585.9501
LAT2	162.4549	LAT2	110.3142
LATS1	458.935	LATS1	921.7093
LATS2	446.7509	LATS2	553.1872
LAT	108.4296	LAT	150.2334
LAX1	59.5668	LAX1	40.4081
LAYN	66.3357	LAYN	245.2773
LBH	684.1155	LBH	2706.9401
LBP	22.5632	LBP	6.0612
LBR	676.8953	LBR	697.8483
removed	removed	LBX2	8.8898
LCA5L	89.3502	LCA5L	83.6448
LCA5	212.0939	LCA5	506.3138
LCAT	18.9531	LCAT	128.8292
LCK	197.6534	LCK	170.5223
LCLAT1	675.5415	LCLAT1	273.1589
LCMT1	758.574	LCMT1	605.7177
LCMT2	262.6354	LCMT2	297.4038
removed	removed	LCN10	28.2857
LCN12	18.0505	LCN12	28.6898
LCN2	9.4765	LCN2	168.0978
removed	removed	LCN6	11.3143
LCORL	109.3457	LCORL	83.7014
LCOR	234.8466	LCOR	246.5057
LCP1	3136.7329	LCP1	1318.517
LCP2	361.0108	LCP2	190.7263
removed	removed	LCT	33.5387
LDB1	1634.4765	LDB1	2195.3733
LDB2	197.6534	LDB2	741.8931
LDB3	66.787	LDB3	28.2857
LDHA	10504.0614	LDHA	4675.6238
LDHB	4287.4549	LDHB	5204.9702
LDHC	6.769	LDHC	6.4653
LDHD	50.0903	LDHD	164.8651
LDLRAD2	58.8132	LDLRAD2	146.1764
LDLRAD3	1318.1408	LDLRAD3	1159.309
LDLRAP1	678.2491	LDLRAP1	869.1787
LDLR	2498.6462	LDLR	1040.5091
LDOC1L	1486.9134	LDOC1L	1600.5657
LDOC1	519.8556	LDOC1	861.5012
removed	removed	LEAP2	10.5061
LEF1	303.7004	LEF1	212.1426
removed	removed	LEFTY2	14.5469
LEKR1	22.1119	LEKR1	38.7918
LEMD2	801.444	LEMD2	833.2155
LEMD3	778.4296	LEMD3	875.2399
LENG1	107.852	LENG1	150.7223
LENG8	1368.5153	LENG8	7549.1989
LENG9	68.759	LENG9	106.1198
LEO1	562.2744	LEO1	619.0524
LEPRE1	1152.9783	LEPRE1	439.2363
LEPREL1	48.7365	LEPREL1	385.0894
LEPREL2	636.7329	LEPREL2	395.1874
LEPROTL1	1123.1949	LEPROTL1	770.987
LEPROT	555.4693	LEPROT	1039.6404
LEPR	176.0289	LEPR	733.468
LEP	60.0181	LEP	975.8561
LETM1	3129.0614	LETM1	960.9051
LETM2	53.7004	LETM2	25.8612
LETMD1	609.657	LETMD1	1975.149
LFNG	642.148	LFNG	768.9666
LGALS12	13.5379	LGALS12	77.9877
LGALS1	3889.4404	LGALS1	2215.1732
LGALS2	22.1119	LGALS2	13.3347
LGALS3BP	9865.0722	LGALS3BP	5135.8723
LGALS3	1522.1119	LGALS3	4056.5714
removed	removed	LGALS4	14.951
removed	removed	LGALS7B	47.2775
removed	removed	LGALS7	8.4857
LGALS8	1578.0505	LGALS8	1146.3703
LGALS9C	7.6715	LGALS9C	12.1224
LGALS9	814.0794	LGALS9	523.6893
LGI2	184.1155	LGI2	46.0653
LGI3	14.4404	removed	removed
LGI4	20.3069	LGI4	181.4325
LGMN	1525.722	LGMN	1183.958
LGR4	295.1264	LGR4	1827.2553
removed	removed	LGR5	9.6979
LGR6	54.6029	LGR6	942.3174
LGTN	990.5235	LGTN	1980.8061
removed	removed	LHFPL1	21.8204
LHFPL2	1374.0975	LHFPL2	2305.6874
LHFP	460.2888	LHFP	1287.8068
LHPP	516.2455	LHPP	410.9506
LHX4	7.324	LHX4	10.5021
LHX6	72.2022	LHX6	370.9466
LIAS	252.2563	LIAS	393.171
LIFR	619.1336	LIFR	3401.9598
LIF	119.5848	LIF	130.9223
LIG1	828.5199	LIG1	862.3093
LIG3	1587.9964	LIG3	815.4359
LIG4	262.1841	LIG4	337.4078
removed	removed	LILRA1	11.7184
LILRA2	32.9422	LILRA2	26.6694
LILRA4	10.3791	LILRA4	7.2735
LILRA5	16.2455	removed	removed
LILRA6	62.5496	LILRA6	11.0233
LILRB1	97.0217	LILRB1	58.9959
LILRB2	115.9747	LILRB2	46.4693
LILRB3	66.963	LILRB3	16.4542
LILRB4	257.6715	LILRB4	89.706
LILRB5	46.4801	LILRB5	43.6408
LIMA1	3412.0036	LIMA1	2855.642
LIMCH1	451.7148	LIMCH1	1730.2758
LIMD1	821.2906	LIMD1	1097.1896
LIMD2	254.3276	LIMD2	151.8052
LIME1	17.5767	LIME1	57.23
LIMK1	1417.4188	LIMK1	671.9871
LIMK2	1392.5993	LIMK2	2969.5929
LIMS1	389.8917	LIMS1	298.616
LIMS2	206.6787	LIMS2	1202.9498
LIMS3-LOC440895	11.4711	LIMS3-LOC440895	22.4629
removed	removed	LIMS3	5.4187
LIN37	127.1616	LIN37	121.0951
LIN52	98.8267	LIN52	189.5141
LIN54	702.1661	LIN54	345.4894
removed	removed	LIN7A	84.8571
LIN7B	32.9422	LIN7B	29.0938
LIN7C	821.2996	LIN7C	683.3013
LIN9	134.4765	LIN9	173.7549
LINGO1	213.8989	LINGO1	63.8448
removed	removed	LINGO4	21.8204
LINS1	308.213	LINS1	314.3752
LIPA	2356.4982	LIPA	1672.0881
LIPC	6.3177	LIPC	16.9714
LIPE	334.8375	LIPE	1735.4965
LIPG	9.9278	LIPG	43.2367
LIPH	183.6643	LIPH	240.0242
LIPT1	81.2004	LIPT1	217.6099
LIPT2	10.8303	LIPT2	34.3469
LITAF	3093.4116	LITAF	4862.7134
LIX1L	361.4621	LIX1L	579.0484
LLGL1	1103.3394	LLGL1	806.9502
LLGL2	1152.9783	LLGL2	1021.1132
LLPH	808.4792	LLPH	491.4921
LMAN1	5911.5523	LMAN1	3446.0046
LMAN2L	855.5957	LMAN2L	844.9338
LMAN2	3509.9278	LMAN2	2108.8999
LMBR1L	362.8159	LMBR1L	608.9504
LMBR1	2218.4116	LMBR1	909.5868
LMBRD1	704.4224	LMBRD1	1724.6186
LMBRD2	657.491	LMBRD2	280.8364
LMCD1	2085.2888	LMCD1	661.481
LMF1	385.3384	LMF1	318.8201
LMF2	1359.2058	LMF2	1119.7091
LMLN	715.704	LMLN	389.5343
LMNA	5493.231	LMNA	6397.818
LMNB1	574.9097	LMNB1	223.4569
LMNB2	910.1986	LMNB2	599.2524
LMO2	101.083	LMO2	309.1221
LMO3	21.6606	LMO3	132.9427
LMO4	442.2383	LMO4	1340.3374
LMO7	792.4188	LMO7	752.8033
LMOD1	558.213	LMOD1	2854.0257
LMOD3	5.4152	removed	removed
LMTK2	814.9819	LMTK2	529.3464
LMTK3	382.6715	LMTK3	111.9305
LMX1B	1476.9856	LMX1B	1238.5089
LNP1	28.917	LNP1	70.4031
LNPEP	269.3141	LNPEP	476.8158
LNX1	285.1986	LNX1	457.0159
LNX2	910.1986	LNX2	586.7259
LOC100009676	77.5496	LOC100009676	44.3156
LOC100101266	8.1227	LOC100101266	8.4857
removed	removed	LOC100124692	124.457
LOC100125556	127.2383	LOC100125556	78.8362
removed	removed	LOC100126784	55.5773
removed	removed	LOC100127888	17.9816
LOC100128191	35.5731	LOC100128191	32.7467
LOC100128239	10.3791	LOC100128239	14.951
LOC100128288	18.0505	LOC100128288	125.2652
LOC100128292	9.4765	LOC100128292	21.8204
removed	removed	LOC100128640	79.604
LOC100128788	20.3069	LOC100128788	16.5673
LOC100128822	34.296	LOC100128822	134.559
LOC100128842	36.1011	LOC100128842	58.1877
LOC100128977	86.1913	LOC100128977	12.5265
LOC100129034	1450.9206	LOC100129034	2061.5577
LOC100129387	41.3267	LOC100129387	239.8101
LOC100129534	18.5018	LOC100129534	103.4448
LOC100129550	259.0253	LOC100129550	254.5712
LOC100129637	111.5839	LOC100129637	415.9006
LOC100129716	7.2202	LOC100129716	10.102
removed	removed	LOC100129726	18.1837
LOC100130015	7.7437	LOC100130015	56.8259
LOC100130093	241.4621	LOC100130093	154.452
LOC100130148	29.3321	LOC100130148	9.2939
LOC100130522	20.3069	LOC100130522	39.6
LOC100130557	21.0153	LOC100130557	70.8031
LOC100130581	43.7726	LOC100130581	110.7183
removed	removed	LOC100130691	8.6756
LOC100130776	190.2798	LOC100130776	280.5374
LOC100130872	71.2996	LOC100130872	50.5102
LOC100130932	32.9422	LOC100130932	44.4489
LOC100130987	10.8303	LOC100130987	17.7796
LOC100131193	69.4946	LOC100131193	44.2307
LOC100131434	30.7987	LOC100131434	181.9578
removed	removed	LOC100131551	5.2531
LOC100131691	87.4052	LOC100131691	33.1629
removed	removed	LOC100132111	7.2735
removed	removed	LOC100132215	23.461
LOC100132247	153.4296	LOC100132247	366.9057
LOC100132287	130.4152	LOC100132287	395.9996
LOC100132288	258.1227	LOC100132288	198.4039
LOC100132707	76.3132	LOC100132707	188.7221
removed	removed	LOC100132832	12.0739
LOC100133161	22.7031	LOC100133161	62.8023
LOC100133331	72.4413	LOC100133331	202.2992
removed	removed	LOC100133545	38.7918
LOC100133612	5.8664	LOC100133612	9.6979
LOC100133669	33.3935	LOC100133669	24.649
LOC100133957	10.7762	LOC100133957	7.8432
LOC100133991	44.2238	LOC100133991	35.5591
LOC100134229	60.9206	LOC100134229	117.9917
removed	removed	LOC100134259	16.5673
LOC100134368	7.2202	removed	removed
LOC100134713	15.7987	LOC100134713	12.9306
LOC100144603	8.574	removed	removed
LOC100144604	69.4946	LOC100144604	20.6081
LOC100170939	57.3105	LOC100170939	164.8651
LOC100188947	11.7329	LOC100188947	10.5061
LOC100188949	9.0253	LOC100188949	8.8898
LOC100190938	251.8051	LOC100190938	129.7101
LOC100190939	88.4477	LOC100190939	257.3997
LOC100190986	203.5199	LOC100190986	358.42
LOC100192378	11.2816	LOC100192378	6.8694
LOC100216545	22.5632	LOC100216545	119.608
LOC100233209	8.574	LOC100233209	16.5673
LOC100240726	7.2202	LOC100240726	10.102
LOC100240735	6.3177	LOC100240735	8.8898
LOC100268168	9.0253	LOC100268168	12.5265
LOC100270710	192.2112	LOC100270710	216.5552
removed	removed	LOC100270746	41.2163
LOC100270804	13.0686	LOC100270804	86.4451
LOC100271722	16.2455	LOC100271722	98.9999
LOC100271831	16.3312	LOC100271831	28.6696
LOC100271836	263.5018	LOC100271836	526.8815
LOC100272146	31.5884	LOC100272146	71.9265
LOC100272216	10.3791	LOC100272216	16.9714
LOC100272217	7.2202	LOC100272217	30.3061
LOC100272228	28.4296	LOC100272228	132.1346
LOC100286793	133.1227	LOC100286793	242.8528
LOC100286844	37.8926	LOC100286844	37.7452
removed	removed	LOC100287227	8.0978
LOC100288778	496.3267	LOC100288778	916.6906
LOC100289341	13.5379	LOC100289341	54.955
LOC100302401	9.4765	LOC100302401	22.3336
LOC100302640	9.9278	LOC100302640	5.6571
removed	removed	LOC100302650	15.3551
LOC100303728	18.9531	LOC100303728	29.902
LOC113230	128.1588	LOC113230	170.1182
LOC115110	51.4486	LOC115110	90.0172
removed	removed	LOC121838	42.8326
LOC134466	25.2708	LOC134466	149.9141
LOC143188	19.4043	LOC143188	22.6285
LOC143666	9.0253	LOC143666	37.1755
LOC144438	688.6282	LOC144438	935.0439
removed	removed	LOC144486	20.6081
LOC144571	12.6354	LOC144571	48.9989
LOC145783	18.0641	LOC145783	40.6667
removed	removed	LOC145820	20.6081
LOC145837	23.4657	LOC145837	56.5714
LOC146880	152.2383	LOC146880	436.044
LOC147727	270.3069	LOC147727	805.738
LOC147804	116.8773	LOC147804	125.6693
LOC148189	52.3466	LOC148189	74.3509
LOC148413	567.1841	LOC148413	388.1079
LOC148696	34.9368	LOC148696	17.8038
LOC148709	26.6245	removed	removed
LOC149134	14.4404	LOC149134	10.102
LOC149837	30.2347	LOC149837	44.853
removed	removed	LOC150197	6.4653
LOC150381	38.3123	LOC150381	41.3941
removed	removed	LOC150622	5.6571
LOC150776	282.0397	LOC150776	692.9993
LOC150786	36.5523	LOC150786	35.1551
LOC151009	17.148	LOC151009	96.9795
LOC151162	1271.2094	LOC151162	1416.3047
removed	removed	LOC151174	10.102
LOC151534	102.8881	LOC151534	122.8407
LOC152217	187.7256	LOC152217	242.0447
removed	removed	LOC153328	6.4653
LOC153684	13.5379	LOC153684	39.1959
LOC154761	26.5478	LOC154761	131.3547
removed	removed	LOC154822	30.9607
removed	removed	LOC157381	16.9714
LOC158376	7.2202	LOC158376	46.4693
LOC158572	57.3105	LOC158572	64.653
removed	removed	LOC158696	7.2735
LOC162632	553.7906	LOC162632	744.6772
LOC168474	43.3213	LOC168474	22.6285
LOC200030	631.3899	LOC200030	967.924
LOC202181	128.1588	LOC202181	127.6897
LOC202781	93.4116	LOC202781	285.2813
LOC219347	173.4161	LOC219347	62.3295
LOC220594	151.4395	LOC220594	185.0086
LOC220729	164.2599	LOC220729	221.4365
LOC220930	41.1146	LOC220930	108.6049
LOC221442	22.5632	LOC221442	136.9835
LOC221710	263.0866	LOC221710	292.5548
LOC222699	78.0686	LOC222699	40.004
LOC253039	61.8231	LOC253039	495.4036
LOC253724	16.2455	LOC253724	15.7592
LOC254559	51.8953	LOC254559	181.4325
removed	removed	LOC256880	12.5265
LOC25845	316.1327	LOC25845	386.5481
LOC282997	230.1444	LOC282997	50.5102
LOC283050	51.444	LOC283050	73.9469
LOC283070	141.2455	LOC283070	165.6733
LOC283174	62.7256	LOC283174	228.3059
LOC283267	298.7365	LOC283267	256.5916
LOC283314	75.4964	LOC283314	206.833
LOC283392	5.7085	LOC283392	95.1854
LOC283663	14.4404	LOC283663	50.1061
removed	removed	LOC283731	12.1224
LOC283867	28.8809	removed	removed
LOC283922	20.3069	LOC283922	153.5509
LOC284023	95.2166	LOC284023	229.9222
LOC284100	5.8664	removed	removed
LOC284232	18.9531	LOC284232	14.5469
